-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
-0.0013209+0.00090721i,-0.0008875-0.0006211i,-0.00024775-0.00049673i,0.00063389+0.00015529i,0.00075337+0.00053539i,0.00040525+0.00053598i,-3.3856e-05+0.00052341i,0.00043257+0.00040851i,0.00017512+0.00011608i,-0.00044864+0.00034304i,-0.00074631+0.000182i,-0.0007238-0.00075691i,-0.00014647-0.0010638i,-0.00018786-0.00069234i,-0.00023735-0.00029033i,-0.00026146-0.00035743i,0.0001808-0.00022151i,0.00077451-0.0001567i,0.00081152+5.9161e-05i,0.00068257+0.00050991i,1.0621e-05+0.00087739i,0.00016767+0.00049981i,0.00043594-0.00027073i
-6.7669e-05+0.00036667i,-0.0013271+0.0012038i,-0.0018883+0.0011289i,-0.00031455-9.9424e-05i,0.00035824-0.00034999i,-0.0001717+0.0008278i,-0.00038026+0.00049257i,0.00057247-0.00057966i,0.00081697-0.00067349i,-0.00015777-0.00060166i,-8.2363e-05-0.00020485i,-9.8557e-05+2.7279e-05i,-0.00031172+5.9682e-05i,8.8677e-05-0.00024553i,-1.551e-05+0.00018574i,0.00040016+0.00071805i,0.00025099+0.00049609i,0.00011078+0.0009562i,0.00063862+0.00119i,0.00037805+0.00032067i,-2.4281e-05-0.00031024i,-0.00013757-9.9825e-05i,0.00034784+4.1907e-05i
0.0012686+0.0020111i,0.0031786+0.0016214i,0.0031113+0.00069215i,0.002071-0.00070987i,0.0018971-0.00084547i,0.0010955-0.00039379i,0.00090535+0.00036624i,0.0012168+0.00063972i,0.0012474+4.7312e-05i,0.00051126+0.0001999i,-0.00014963+5.5823e-05i,-0.00069507-0.00040142i,-0.0011419+0.00024323i,-0.00094098+0.00038658i,-0.00071861+0.00011324i,-0.00078356+0.00043591i,-0.00037483+0.00062353i,0.00030745+0.00073669i,0.00072373+0.0011423i,0.00089777+0.0009869i,0.00070735+0.00046648i,0.00012441+0.00078012i,-0.0006185+0.00060958i
-0.00074247-0.0027631i,-0.00033967-0.0033217i,-0.00065253-0.0039313i,-0.0019687-0.0031128i,-0.0022911-0.0015173i,-0.0010738-1.0183e-06i,0.00087158+0.00092239i,0.0017776+0.000615i,0.00093494-0.00028367i,-8.4146e-05-0.001103i,-0.00032854-0.0013155i,0.00048907-0.0010538i,0.00073062-0.00070376i,0.0006248-0.00054162i,0.00042421-0.00096454i,8.8121e-05-0.0012618i,0.00049636-0.00085325i,0.00078945-0.0001671i,0.00029128+0.00059442i,-0.00035833+0.00037838i,-0.00081451-0.00015452i,-0.0012246-0.00031904i,-0.00059457+0.00026687i
0.0011395-0.0001028i,-0.0011452+0.00024954i,-0.0016107+2.9535e-05i,-0.00077993-0.00033277i,-0.00058113-2.5075e-05i,-0.00069025+0.00069557i,4.0822e-05+0.00095804i,0.00068876+0.00078088i,-0.00013381+0.0001981i,-0.001404-4.9723e-05i,-0.00093418-0.00035622i,0.00014262-0.00066892i,-0.00023017-0.00093757i,-0.00018589-0.00092808i,-8.52e-05-0.00085836i,0.00015579-0.00050784i,0.0003783-3.5322e-05i,0.00067619+0.00035685i,0.00053992+0.00024241i,-5.7907e-05+0.0001233i,-0.00075299+0.00089732i,-0.00067586+0.00011582i,-0.00041996-0.0012646i
0.0002969+0.0022309i,0.0011007+0.0014153i,0.0013009+0.00088401i,0.00019003-0.00048367i,-0.000158-0.0015182i,0.00040886-0.00096669i,0.00092644+0.0003409i,0.00096876+0.00098244i,0.00055034+0.00068842i,-0.0002696+0.00035981i,-0.00091101-2.3646e-05i,-0.00038904-0.00020272i,0.00032152-0.00011991i,0.00036142+1.6212e-05i,-0.00033429+7.6037e-05i,-0.00050159+0.00010662i,-0.00032721+0.00044088i,0.0003146+0.00027804i,0.00048734-0.00053263i,0.00033848-0.000174i,0.0002291+1.0566e-05i,0.00014661-0.00060227i,-0.00043237-0.0008694i
0.00012415-0.0010232i,-0.00088393-0.0008941i,-0.001236-0.00083146i,-0.0010654-0.0017828i,-0.00045121-0.0017799i,-0.00022876-0.00057387i,-0.00025417+0.0007274i,0.00032033+0.00088634i,0.00050674+4.7594e-05i,0.00022336-0.00074448i,-0.00064352-0.00060266i,-0.0014285+0.00014415i,-0.00098791+0.00059084i,-0.00052385+0.00095744i,-0.00078056+0.00070563i,-0.00087281+0.00016509i,-0.00060554+6.7929e-05i,-0.00023249-0.0001081i,0.00040644-6.8441e-05i,0.00047556+0.00080206i,0.000844+0.00076387i,0.00072486-4.0847e-05i,-3.7812e-05-0.00050985i
0.0014489+1.631e-05i,0.00090623-0.0011952i,2.2137e-06-0.0015969i,-0.00069391-0.0007013i,-0.00061933+0.0002081i,-0.00017034+0.0010634i,5.3768e-05+0.00093814i,0.00056334-0.00017828i,0.00049446-0.0011052i,-0.00019119-0.00074172i,-0.00054479+5.4362e-05i,-0.00049161-0.00033148i,0.00036835+0.00020069i,0.00014655+0.0006752i,-0.00089389+0.0001463i,-0.00049733+0.00010374i,-0.00041431+0.00063238i,-0.00080272+0.00058684i,-0.00024691-0.00020524i,-0.00016441-0.00012935i,-0.00077193+0.00019032i,-0.00042072-9.9416e-05i,0.00055157-0.00045677i
-0.0011512+0.00011913i,-0.0010278-0.00038364i,-0.00057488-0.00085144i,-0.00076139-0.00060876i,-0.00094696+0.00019012i,-0.00021469+0.0011258i,0.00051785+0.0016393i,0.0007521+0.0014491i,0.00015907+0.00081021i,-0.00082453-0.00040449i,-0.00064965-0.0013423i,4.057e-05-0.0013381i,5.3306e-05-0.0013018i,-0.00058315-0.00065035i,-0.00071352-0.00015085i,0.00023256-0.00030793i,0.00025255-0.00043881i,5.7667e-05-0.00031459i,0.00078431+5.9152e-05i,0.00071494-5.5605e-05i,-0.00010688-0.00020641i,-0.00048942-0.00013867i,-0.00058144-0.00032486i
0.00018856-0.0026843i,-0.00060326-0.002111i,-0.00077721-0.0012949i,-0.0015053-0.0012355i,-0.0016995-0.0003826i,-0.00022398+0.00069233i,8.2322e-05+0.00072072i,-0.00055912+0.00054236i,-0.00049376-7.2135e-05i,-0.00082021-0.00090567i,-0.0016136-0.00065708i,-0.0011459-0.00021637i,-0.00026561+0.00024588i,8.9749e-05+0.00073819i,2.9379e-05+0.0011528i,0.00012433+0.00042038i,0.00040642-0.00067687i,0.00017535-0.00090073i,0.00023383-0.00090674i,0.000594-0.0012039i,0.00042795-0.00094092i,0.0004076-0.00036686i,-0.00010888+0.00015769i
0.0019006+0.0015981i,0.0025829+0.00062794i,0.001892-0.00048995i,0.00049331-0.0015867i,0.00013138-0.00091007i,-0.00017625+0.00042407i,-1.4034e-05+0.00096159i,0.0008136+0.00035392i,0.0010557-0.00028092i,0.00048606+0.00014187i,-0.00029212-0.00015164i,-0.00062488-0.00057748i,-0.00023701+0.00066575i,-2.7887e-05+0.0011495i,-0.00033808+0.00044084i,-0.00035586+0.00061619i,6.3012e-05+0.00015515i,0.00054556-0.00010346i,0.00066206+0.00049134i,9.8522e-05+0.00044042i,0.00015297-0.00029462i,0.00036726-0.00035544i,-2.7985e-05+2.6568e-05i
-0.0013305-0.00054707i,-0.0015791-0.00040564i,-0.0012753-0.00029719i,-0.00066162-0.00072346i,-0.00021189-0.0007099i,0.00023004-0.00054658i,0.0003355+0.00035557i,0.00060746+0.0012655i,0.00065305+0.00077884i,-1.7457e-05+0.00051675i,-0.00013544+0.00042198i,0.00058944-0.00016309i,0.00027611+6.9179e-05i,-5.1674e-05+6.1004e-05i,0.00029002-6.4417e-05i,0.00034517+0.00047475i,3.5965e-05+0.0010752i,0.000735+0.00068773i,0.0013025+0.00022337i,0.0008145+0.00037483i,0.00032885+0.00054665i,0.00034058+0.00032377i,-6.464e-05-0.00058824i
0.0019598+1.306e-05i,0.0019328-0.00080172i,0.0014811-0.0017537i,0.00051385-0.0022412i,-0.00013514-0.0016294i,-0.00066514-0.00073615i,-1.0603e-05-3.0045e-05i,0.00042229+0.00055516i,0.0001929+0.00014909i,0.00022446-0.00027994i,0.00023849-0.00059757i,0.00030298-0.00089184i,6.9247e-05-0.00066039i,-0.00041332-0.00065945i,-6.6905e-05-0.00071392i,0.00018617-0.0011576i,0.00037815-0.0011473i,0.00078515-0.00032853i,0.0011255-0.00015539i,0.00093846-0.00046196i,-6.8328e-05-0.00072354i,-0.00039289-0.00024152i,0.00041854+4.8347e-05i
0.0010056+0.0010436i,0.00089299-0.00012861i,0.00041586-0.00087197i,-0.00049493-0.00091045i,-0.00073524-0.00034375i,-0.00042965+0.00060826i,0.00056866+0.00047866i,0.0012605-5.8989e-05i,0.00074348+0.00013222i,-0.00040646-0.00035055i,-0.0004476-0.00093826i,-0.00013871-0.00013502i,-4.0757e-05+0.00049189i,7.7324e-05-6.4355e-05i,2.4382e-05-0.00011048i,0.00010403+0.00020381i,8.9617e-05-0.00029045i,-3.4758e-05-0.00058649i,0.00018411+6.2578e-05i,0.00035031-0.00015096i,9.0432e-05-0.0007063i,8.2308e-06-0.00064384i,0.00011056-0.00046166i
-9.497e-05-0.0013061i,-0.00057122-0.0015335i,-0.00024272-0.0011346i,0.00018548-0.0013226i,-5.883e-05-0.0011824i,-0.00040256+0.00013285i,-0.00010468+0.0013936i,-0.00018094+0.0015754i,-0.0011637+0.0002293i,-0.00098609-0.00064166i,-0.00020895-0.00063602i,-0.00018802-0.00056878i,-0.00012524-0.00084206i,-0.00049538-0.00089497i,-0.00026399-0.00047459i,0.00042307-9.1439e-05i,0.00023981-5.2213e-05i,0.00054732-0.00026411i,0.00074626+0.00042278i,0.00044773+0.00077357i,-1.5695e-06+0.00061676i,-0.00020683+0.00096705i,0.00034589+0.0010226i
0.001766-0.00063266i,9.8178e-05-0.0014442i,-0.0011213-0.0030545i,-0.0010556-0.0021749i,-0.00089296-0.00034347i,-0.0012282+0.00088574i,-0.00089611+0.0019511i,-0.00022897+0.0014965i,0.00026325+0.00026189i,0.00037292-0.00084375i,0.00018291-0.001545i,0.00021542-0.001182i,0.00017836-0.00026379i,0.00043005+3.77e-05i,-4.1879e-05-0.00087844i,-0.00052631-0.00088566i,-0.00030655+5.6686e-05i,2.7752e-06+0.00056125i,0.0010402+0.0005274i,0.00097267+0.00035096i,-7.2298e-05+0.00010191i,-0.00018344+0.00029444i,-2.856e-05+0.00040772i
1.1355e-05-1.086e-05i,0.00027225-0.00096707i,0.00090619-0.00072652i,0.0010183-0.00030159i,0.00052062-0.00015105i,-0.00023376+0.00030828i,0.00016473+0.00049141i,0.0013758+0.00052864i,0.00089772+0.00038866i,-0.00016639-0.00069543i,-0.00045884-0.00078225i,-0.00063903+7.9658e-06i,-0.00037294+8.2507e-05i,0.00046133+0.00042868i,0.00059498+0.00084333i,0.0002576-2.6475e-05i,0.0004331-0.00028728i,-0.00072587-5.8286e-05i,-0.0011669-0.00055733i,-0.00018237-0.00094899i,-0.00019092-0.00050405i,-0.00077226-0.00036527i,-0.00065759+0.00056421i
-0.00047052+0.00060629i,0.00019075+0.00032512i,0.00097958-0.0010583i,0.00083503-0.0021851i,0.00030941-0.00090207i,-0.0001802+0.00056702i,0.00013399+0.00057303i,0.00054591-0.000215i,0.00034777-0.0007086i,4.8597e-05-0.0002791i,-0.00035491+0.00023394i,-0.00055629-1.6791e-05i,-0.00091166-0.00033645i,-0.00055603+0.00017328i,0.00053275+0.00066127i,0.00057489+1.5579e-05i,0.00052943-0.00071614i,0.0010012-0.00039652i,0.00082716-0.00014445i,0.00043678-0.00092181i,0.0001454-0.00052773i,0.00023855+0.00059359i,-0.00031108+0.00069769i
0.0011484-0.00025761i,0.0016709-0.0008302i,0.0012568-0.0010583i,-0.00020688-0.00035502i,-0.0012065+0.00055721i,-0.0010116+0.0011686i,-0.00047947+0.0014225i,-0.00037248+0.00037676i,-0.00035692-0.00081355i,0.00010909-0.00073011i,0.00061316+3.9473e-05i,7.9681e-05+9.0275e-05i,-0.0001658+9.4344e-05i,-0.00012654-5.3598e-06i,-3.9602e-05-0.00037322i,-6.9123e-05-0.0003692i,6.0942e-05-0.0002922i,0.00045862-0.00050714i,0.00058491-7.8864e-05i,0.00039818+0.00018441i,-0.00012978-0.0002369i,0.00013181-6.3425e-05i,0.00023913-2.4037e-05i
-6.5705e-05-0.00040016i,0.00061594+0.00032361i,0.00058309+6.6446e-05i,0.00087959-0.0010866i,0.00017623-0.0012339i,1.9857e-05-0.00018658i,4.6474e-05+0.00099635i,0.00010366+0.0010677i,0.00011225+6.9176e-05i,-0.00030209-0.0004101i,-0.00022386-0.00083494i,0.00040814-0.0017789i,0.0002748-0.0014963i,-0.0002883-0.00059013i,-0.00029891-0.00017252i,0.00014097+0.00015114i,0.00051246+9.2471e-05i,0.0010473+0.00016613i,0.00074587+0.00041195i,-0.00060022-4.5282e-05i,-0.0005642-0.00069225i,0.00069076-0.0010601i,0.00053635-0.0013122i
0.00058989-0.0008475i,0.00021749-0.0018819i,-0.00036384-0.0018051i,-0.00022865-0.00058173i,-0.00017053+8.5643e-05i,-0.00048244+1.6644e-06i,-0.00046352+0.00011948i,0.00017383-9.7629e-06i,0.00086633-0.000834i,7.2084e-05-0.00049652i,-0.00082215+0.00015838i,-0.0013542+0.0005841i,-0.0014805+0.00060308i,-0.00055029+0.0010437i,0.00020795+0.000888i,0.00031629+0.00073333i,0.0003689+0.00096689i,2.9995e-05+0.00053507i,0.00023634+0.00058393i,0.00091245+0.00059395i,0.00054016-0.00014183i,-0.00041231-0.00056308i,-0.00045784-0.00014203i
-0.0012073+0.00092547i,-0.0010869+0.0018832i,-0.00075704+0.0028116i,-0.00011469+0.0020856i,0.00090779+0.0013967i,0.001711+0.0007735i,0.0012563+0.00054602i,0.00016688+0.00019702i,-0.00047568-0.00019227i,-0.00028184-0.00042816i,0.00028244-0.00022399i,0.00031787+0.00026662i,7.8629e-05-0.00013053i,0.00010645-0.00089024i,-5.6465e-05-0.00064234i,-0.00044242-0.00068736i,0.000166-0.00037534i,0.00022315+6.0231e-05i,-0.00019248-0.00046375i,0.00011358-0.00043209i,-5.1467e-05+0.00025334i,-0.00038507+0.00011449i,-3.1e-05-0.00027919i
0.0012885-0.0004484i,0.0014928-0.00064124i,0.0015714-0.00053812i,0.00075377-0.00076053i,0.00053042-0.0013343i,0.00034649-0.0013601i,-0.0002237-0.00055043i,-0.00027743+0.00022227i,-0.00023784-0.00021369i,-0.00096046-0.00063378i,-0.0019465-0.0007263i,-0.0014624-0.00099819i,-0.00057931-0.00040249i,-0.00013774+0.00033953i,0.00056324+0.00096957i,0.00088741+0.00093823i,0.00065448+0.00050884i,0.0001865+0.00035396i,5.275e-05+0.00031556i,-0.00016782-0.00032786i,-0.00019842-0.00042793i,0.00010511+0.00054468i,0.00057473+0.00046494i
-0.00058963+0.00051918i,-0.001418+0.0010822i,-0.0013623-0.00018612i,-0.00082288-0.0014023i,-0.0013905-0.0006664i,-0.00086137+0.00064895i,-0.00018966+0.001784i,-1.7658e-05+0.0013067i,0.00035151-0.00022881i,-0.00011214-0.0011688i,-0.00030539-0.00087382i,-0.00028316+0.00022509i,-0.00019597+0.00041573i,-0.0006684+4.9205e-05i,-0.00049352+2.7458e-05i,-9.0666e-05+0.00021702i,-0.00066458+0.00074647i,-0.00080615+0.00076548i,-0.00033458+0.00042431i,-0.00030891+0.00023999i,0.00038401-0.00028739i,0.00055441-0.00062604i,-0.00044144-0.00040109i
-0.00094894+0.0010002i,-0.00064066+0.0007574i,-0.0002723+0.0010072i,2.2611e-05+0.0016258i,0.00076277+0.0016216i,0.0012711+0.00062666i,0.0014445+0.00022684i,0.0014394+0.00073603i,0.0011556-5.9874e-05i,0.00033851-0.00074793i,-0.00034058-0.000242i,-0.00015083-2.0722e-05i,0.00065833+5.2551e-05i,0.00099993+0.0001532i,0.00074879+0.00029763i,0.00070514-0.00027375i,0.00027762-0.00074709i,0.00016977-0.0004372i,0.0013203-0.00029431i,0.0021677-0.00032605i,0.00094099+0.00022828i,-0.00025075+9.3998e-05i,0.00034266-0.00018118i
0.0010119-0.0034677i,0.0003736-0.0028537i,0.00020795-0.0024615i,-0.00046564-0.0010191i,-0.00090627+0.00072879i,6.48e-05+0.0015863i,0.00078206+0.0016062i,0.00092672+0.00065951i,0.00041947-0.00024659i,-0.00098576+0.00010151i,-0.001724+0.00010873i,-0.0010218-0.00089558i,-0.00047654-0.0016654i,0.00022437-0.00089402i,0.00068679-0.00014248i,0.00030317-0.00023108i,-0.00028683-0.00015846i,-0.00026452-0.00025755i,-1.4193e-05-0.00040235i,-0.00055251+0.00018343i,-0.00013092+0.00049708i,0.00069948+0.00034108i,0.00021894+0.00037971i
-0.002793-0.00028128i,-0.0025199-0.00040784i,-0.0013935-0.00034505i,-0.00045861-0.00086309i,0.00044465-0.00094326i,0.0010907-8.9261e-05i,0.0008892+0.00073003i,0.00030695+0.00075287i,0.00034615-0.00023158i,0.000508-0.00092076i,0.00061719-0.0010553i,0.00063553-0.0010455i,8.0672e-06-0.00047989i,7.2006e-06-0.00014656i,0.00026111+0.00036072i,-3.5587e-05+0.00033113i,-0.00018802-0.00026938i,-0.00017152-0.00028754i,-9.5717e-05+0.00024939i,-3.8572e-05+0.00048116i,0.00027868+8.0148e-05i,0.00068606-0.00010389i,-0.00021596-0.00019188i
-0.00056874+0.00095845i,-2.3251e-05+0.00041265i,0.0005699-5.015e-05i,0.00060547-0.00097717i,0.00029173-0.0016868i,5.3744e-05-0.00081766i,-9.3197e-05+0.00026803i,-0.00024667+0.00082953i,-0.00012718+0.0009038i,-0.00037421-5.3465e-05i,-0.00068744-0.00073491i,-0.00045381-0.00079946i,-0.00053615-0.00053353i,-0.00065026+0.00027192i,0.0001543+0.00054353i,0.00067994+0.00085703i,0.00012766+0.0010356i,-7.3853e-05+0.00048842i,0.00010235+0.00046204i,-0.0004761+6.1751e-05i,-0.00066035+0.00023923i,-0.00077948+0.00026554i,-0.00071139+4.9098e-05i
0.00090709+0.0010576i,0.00068242+0.0007853i,0.00052887-0.0001762i,0.00052784-0.00038647i,0.00056099-0.00021441i,0.00046995-0.00051156i,1.225e-05-0.00038251i,0.00047618+0.00023717i,0.00062011+0.00056243i,5.3194e-05-0.00031861i,-0.00066849-0.00050957i,-0.0014699+0.00058059i,-0.0012145+0.00012675i,-0.00023121-0.00067309i,0.00021735-0.00024759i,-0.00045507+0.00010679i,-0.00064345+5.0843e-05i,0.00035666-2.4628e-05i,0.0012009-0.00028329i,0.00067612-0.00022344i,-2.5794e-06+0.00027575i,-0.00030314+0.00050826i,-0.0003419-0.00024957i
0.0018996-0.00062175i,0.00085457-0.0002982i,6.3759e-05-0.00086731i,-0.00019637-0.0011441i,-9.1229e-05-0.00134i,0.00021667-0.00021343i,0.0011657+0.001248i,0.0018462+0.0012376i,0.001264+0.00044115i,0.00033829-0.00032652i,-0.00026683-0.00049932i,-0.00020664-0.00023888i,0.00043517+3.929e-05i,0.00093535-7.1146e-05i,0.00048359-0.00037226i,4.4406e-05-0.00057561i,-0.00028286-0.00058042i,-0.00017614-0.00037675i,0.00035038-0.00033991i,0.00058245-0.00010395i,0.00016927-6.3088e-05i,-0.00072871+9.7334e-05i,-0.00052858+9.1303e-05i
-0.00029733-0.00052051i,4.7563e-05-0.00080839i,-0.00041058-0.00050302i,-0.0010907+5.1451e-05i,-0.00072526+0.0011417i,0.00040187+0.0016044i,0.0011077+0.0013949i,0.00091988+0.00056651i,0.00024908+1.2132e-05i,-0.00042109-0.00073987i,-0.00016652-0.00089362i,0.00037021-0.0003778i,0.00022638-0.0005788i,-0.00030984+0.00011573i,-0.00096084+0.00064081i,-0.00065783+2.6631e-05i,6.2139e-05-9.1082e-05i,-6.5303e-05+0.00078136i,7.2567e-05+0.00096459i,0.00021598+0.00052255i,-6.6883e-05+0.00013278i,-0.00025311+0.00071654i,-0.00058764+0.00098517i
0.00025875-0.0020903i,0.00011818-0.0013313i,-2.3204e-06-0.00017075i,0.000141-0.00040725i,0.00027408-0.00020364i,0.0001556+0.00090503i,0.00027087+0.00067146i,0.0014793+7.213e-05i,0.0015728-0.00069813i,0.00068479-0.0013568i,-0.0002227-0.00063124i,-0.00058507-0.00013577i,-0.00040443-0.00029945i,5.0909e-05-0.0012125i,0.0003011-0.0011224i,0.00073752+0.0001307i,0.00052575+0.00011573i,-0.0002239+0.0002255i,-0.00035685+0.00079322i,-9.0948e-05+0.0010572i,-0.00012876+0.00053172i,-4.0838e-05+0.00045452i,0.00030675+0.00056263i
0.00062291+0.0012106i,0.0012642+0.0012593i,0.00070422+0.00034134i,0.00019439-0.00046021i,5.7236e-05-0.00063143i,0.00016402-0.00033702i,0.00043196+0.00039865i,0.00070532+0.00023055i,-2.8155e-05-0.0002123i,-0.00068322-0.00012902i,-0.00037956-7.0117e-05i,-0.00019909-0.00043356i,0.00010313-0.00057859i,0.00011859-0.00048289i,0.00014711-5.8583e-05i,-0.00010499+0.00027007i,-0.00023199+0.00021529i,-2.0325e-05+0.00038163i,0.00060012+0.00092434i,0.0007856+0.00068633i,0.0004746+0.00039134i,0.00088989+0.00080979i,0.0007068+0.00066551i
-0.0013106-0.0016604i,-0.00067233-0.0015961i,-0.00079826-0.0014391i,-0.0010502-0.0010359i,-0.00051691+6.7227e-05i,-0.00027229+0.0011227i,0.00020254+0.0014741i,0.00076321+0.00088811i,0.00068998-6.2892e-05i,0.00014338-0.0011692i,-0.00028405-0.0012171i,-1.5409e-05-0.00041294i,0.00058695-2.0779e-05i,0.00076623+9.232e-05i,0.00073732-0.00020393i,0.00020986-0.00028059i,-7.0558e-05-0.000529i,2.5929e-05-0.00033283i,0.00068873-7.7985e-05i,0.00064209-0.00022478i,0.00050187-0.00016429i,0.00028402+0.00030674i,-0.00031255+0.00053897i
0.0031341-0.0015691i,0.0028221-0.0025066i,0.0014326-0.0014959i,-6.3212e-05-0.00053182i,-0.0012976-0.00061846i,-0.0012518-0.00010491i,-0.0010383+0.0013686i,-0.00071501+0.0013115i,-0.0004548+0.0003791i,-0.00091572-9.4501e-05i,-0.00065315-0.000662i,-8.1501e-05-0.0012927i,0.00038441-0.00073998i,-2.2787e-05-0.00074412i,0.00026263-0.0010271i,0.00070923-3.0948e-06i,0.00045843+0.00010005i,0.00059403-0.0010388i,0.00072405-0.0011369i,0.00035635-0.00061864i,4.2758e-06-0.00050322i,-0.00031961+0.0001186i,0.00015265+0.00067838i
9.2269e-05+0.001511i,0.00065957+0.0014395i,1.0051e-05+0.00040394i,-0.00033061-0.00047536i,0.00054753-0.00019107i,0.00096962-3.8242e-05i,0.0005374+0.00063587i,0.00045899+0.0011579i,0.00016741+0.00033767i,0.00029606-0.0003141i,0.00011013-0.00014946i,-0.00074584+7.3047e-05i,-0.0010156-0.00045204i,-0.00055201-0.00046332i,0.00030195+9.1748e-05i,0.00013074-0.00056928i,-0.00049354-0.0010358i,-0.00070085-0.00056311i,-6.4568e-05-0.00056942i,0.00082417-0.00067075i,0.0011617-0.00060864i,0.00056246-0.00014076i,-0.00024265-0.00032686i
-0.0010891-0.0013044i,0.00024693-0.00087215i,0.0011504-0.0002406i,0.00054126-0.00040891i,0.00015112-0.0012441i,0.0002012-0.00079928i,0.00039648+0.00051657i,0.00062989+0.00054506i,0.0005317+0.0005657i,0.00038807+0.0007248i,0.00011643+0.00089299i,3.9014e-05+0.00028285i,-3.5357e-05-0.00030016i,-0.00049219+0.00010588i,-0.00042942+6.0307e-05i,-0.00041103-0.00059887i,-0.00052469-0.00037109i,-0.0004294+0.00084031i,-0.00027093+0.0010012i,5.5363e-06+6.429e-05i,-0.00010174-0.00035724i,-9.0049e-05+4.686e-05i,0.00028287+2.9138e-05i
0.0011737+9.9648e-06i,-0.00028658+0.00048952i,-0.0006408+0.00014506i,-0.00035202-0.00066505i,-0.00064557-0.00080344i,-0.00016516-0.0003759i,0.00074091+0.00055473i,0.00077672+0.0010792i,0.00020374+0.00083574i,-0.00011702+0.00034682i,-0.00025007+0.00047959i,-0.00047871+0.00093106i,-0.00082734+3.9666e-06i,-0.0010417-0.00073168i,-0.00032154-0.00083897i,0.00076723-0.00055547i,0.00077081-0.00051084i,-0.00020974-0.00033283i,-0.00035489-0.00012806i,-0.00020156-2.3836e-06i,-0.00054438+0.00018892i,-0.00055125-0.00034611i,-0.00048108+0.00017994i
-0.0029049-0.00088183i,-0.0019701-0.00030496i,-0.0024177+0.00048796i,-0.0017983+0.00020255i,-0.00043747+0.0013021i,0.00036885+0.00229i,0.00060617+0.0012046i,0.00088153+0.00047024i,0.00052155+0.00023182i,0.00013515-0.00051475i,0.00045945-0.00060359i,0.00015279-0.0010166i,-0.00088973-0.0010206i,-0.0011836-0.00056045i,-0.001031-0.00047519i,-0.000537-0.00029757i,7.0854e-05+0.0002708i,0.00031115+0.00073735i,0.00032475+0.00073937i,0.00050049+0.0003161i,0.00052845-0.00018895i,0.0010745-0.00020637i,0.0012471+0.00027351i
-0.0016078-0.0012592i,-0.00032627-1.1606e-05i,-0.00012226+0.00076702i,-0.000269+0.00083516i,-0.0004648+0.0014563i,0.00035425+0.0017462i,0.0011606+0.0013851i,0.00037827+0.00079606i,0.0004084+0.00044169i,0.00045228-0.00021842i,-0.00019761-0.00073306i,-2.1059e-05-0.000437i,0.00038146-0.00022095i,7.9847e-05-0.00057279i,-0.00037361-0.000566i,-6.9883e-05-0.0009834i,-0.00019482-0.0012719i,-0.00039494-0.00070939i,-0.00063725-1.4538e-05i,-0.00032469-0.0001103i,-7.8124e-05-0.00055577i,-0.00017082-0.00054027i,-0.00011979-0.00043943i
0.002393-0.00078273i,0.0012871-0.0011566i,-0.00033815-0.0013789i,-0.00099997-0.0016137i,-0.0010948-0.001111i,-0.00071076+0.00035647i,-0.00024607+0.0011736i,0.00064677+0.00059576i,0.0011549-9.4136e-05i,0.00020692-0.00039219i,-0.00013148-0.0003913i,0.00044593-0.00037811i,-0.00028905-0.00038964i,-0.00036294-0.00044617i,0.00029845-0.00055767i,0.00028742-0.00088088i,0.00025981-0.0014737i,-6.8679e-05-0.00037902i,-0.00039576+0.00072257i,-6.6381e-05-0.00037168i,2.0006e-05-0.0010936i,-0.00024131-0.00070582i,-0.00044173-0.00076075i
-0.0013218+0.0010132i,-0.00058064+0.00041691i,0.0002649+0.00035063i,0.00072905+6.2999e-06i,-7.3409e-05-0.00095272i,2.1497e-05-3.8175e-05i,0.00034819+0.0013115i,-0.00053613+0.00048103i,-0.00050303-0.00050752i,0.00046185-0.00028745i,0.00083865-0.00016847i,7.616e-05-0.00077482i,-6.6269e-05-0.00078019i,6.9548e-05-0.00043861i,0.00020274-0.00081408i,3.7449e-05-0.00091679i,0.00023024-0.00049203i,0.00047703+0.00036706i,0.00056477+0.00030979i,0.0010387+4.4153e-05i,0.0012654+0.00040965i,0.00068401+0.00054393i,0.00046051-0.00012316i
