-0.00011734+0.0006892i,0.0010043-7.95e-05i,-0.0010265-6.5668e-05i,-0.00082792-9.4196e-05i,-3.5574e-05+0.0011099i,-0.0013339+0.0025494i,-0.0019944+0.0034552i,-0.00039819+0.0029584i,0.0012684+0.00034306i,0.0013996-0.0018193i,0.00074064-0.0025113i,0.00087875-0.0025223i,0.0011774-0.0016541i,0.00030841-0.00091498i,-0.00048301-0.00068334i,-6.694e-05-0.00054066i,-0.00021031+0.00012504i,-0.00078271+0.00068814i,-0.00015969+0.00012885i,0.00036649+0.00014058i,0.00048849+6.9107e-05i,0.00061237-0.00036488i,0.00080597-0.00018017i
0.00023228-0.00045609i,0.00040355-9.6152e-06i,0.00076162+0.0014221i,0.00037585+0.0018716i,0.00019961+0.00094978i,0.0013927+0.00054697i,0.0012063+0.00020896i,0.00027052-0.00067258i,0.00075667-0.0016194i,-2.0267e-05-0.0023767i,-0.0014102-0.0018456i,-0.0021709-0.0015571i,-0.0025165-0.0020419i,-0.0019736-0.0018261i,-0.0017636-0.0012056i,-0.0015449-0.0010725i,-0.00038524-9.3776e-05i,0.00036095+0.0012388i,-0.00032806+0.002279i,-0.0013228+0.0019935i,-0.0012221+0.00082742i,-0.00041483-3.6158e-05i,-7.7055e-05-0.00025083i
-0.0013214-0.00015358i,-0.0011824-0.00063488i,-0.0011489-0.00082776i,-7.0249e-05-0.00088749i,0.0001513-0.00051057i,-1.992e-05+0.00058895i,0.0011021+0.00027673i,0.0017811-0.00084236i,0.0011613-0.001545i,0.00015998-0.0011422i,-0.001146-0.00064403i,-0.0013775-0.0015923i,-0.00070815-0.002327i,-0.00050447-0.0025429i,-0.00011616-0.0014818i,2.3477e-05-0.00078987i,-0.0003425-0.0012268i,-0.001235-0.0015854i,-0.0014135-0.00090281i,-0.00075071+0.00067493i,-0.00040174+0.00075408i,-0.00046745-1.5368e-05i,-0.00016449+0.0005067i
-0.00071225+0.0018039i,-0.0010246+0.0014607i,-0.0011308+0.0023264i,-0.0011251+0.0025357i,-0.00035193+0.0019368i,0.00060266+0.0010565i,0.00068408+0.00034818i,0.00087542-7.6103e-05i,0.00058402-0.0010369i,-0.00061179-0.0012362i,-0.0011221-0.0013954i,-0.00075081-0.0022953i,-0.00074601-0.0024345i,-0.00099971-0.0015408i,-0.0008461-0.00054564i,-0.00063918+0.00021405i,-0.00071503+0.00013564i,-0.0010846-0.0001632i,-0.00092592+0.00010009i,-0.0011263+0.00016548i,-0.00064329+0.00050223i,0.0001854+0.0011614i,0.00063112+0.0010965i
0.0029932-0.0015262i,0.0025363-0.0015037i,0.0026006-0.0018182i,0.0012046-0.002119i,-0.00089073-0.0021549i,-0.0014851-0.0013272i,-2.731e-05-0.00054895i,0.0018867-0.00051812i,0.00122-0.00095087i,-0.0009177-0.0022293i,-0.0016761-0.0024888i,-0.0012142-0.0024442i,-0.00099921-0.0030019i,-0.0014865-0.0024006i,-0.0012867-0.00079749i,-0.00079171-0.00022733i,-0.001145-0.00073245i,-0.0010104-0.0004251i,0.00038822+9.257e-06i,0.00049857-0.00042286i,7.9167e-05-0.0012776i,-6.7537e-05-0.0010617i,-2.2225e-05-0.00056993i
0.00019427-0.00082547i,-0.00040059-0.0011259i,-0.00015866-0.00068845i,0.00089088-0.00095697i,0.0010396+2.5602e-05i,0.00037699+0.00093084i,0.0009645+0.00081775i,0.0015441+4.652e-05i,0.00054833-0.00059925i,-0.00043329-0.00112i,-0.0013019-0.0012986i,-0.0019753-0.00093167i,-0.0017468-0.0012839i,-0.0015889-0.0010657i,-0.001436+0.00047969i,-0.00069938+0.00084933i,-0.00065336+0.00030057i,-0.0011994-0.00011951i,-0.0013368-6.1758e-05i,-0.00088392+0.00021112i,-9.2752e-05+0.00047236i,0.0005323+0.00052695i,0.000376+9.9144e-05i
-0.0015405+7.6152e-05i,-0.0019946+0.00069613i,-0.0027471+0.00065386i,-0.0025633+0.001265i,-0.0020493+0.0015282i,-0.0013361+0.0016081i,-0.00036764+0.0018983i,0.0003993+0.00094797i,4.3697e-05-0.00085575i,-0.00035694-0.0017538i,-0.00049311-0.0019029i,-0.0012876-0.0018396i,-0.0021018-0.0017991i,-0.0022008-0.0013087i,-0.001315+0.00036197i,-0.0014127+0.0010587i,-0.0017338+0.0007118i,-0.0013918+0.00081441i,-0.0015045+0.00084262i,-0.0010236+0.00043737i,6.2089e-05+0.00061589i,0.00054117+0.00064636i,0.00024587+0.00043231i
-0.0015174+0.00049702i,-0.0016526-0.00032117i,-0.00086456-0.0013854i,-6.3805e-05-0.00067079i,0.00098053-0.00037387i,0.0012943-0.0004644i,0.0011036+0.00013275i,0.0010594-0.00069801i,0.00048741-0.0030727i,-0.00050863-0.003446i,-0.0010703-0.0025502i,-0.00076242-0.0017911i,5.8592e-05-0.0015204i,-0.00027189-0.00078263i,-0.00088702+2.2155e-05i,-0.0012673+4.8344e-05i,-0.0012452+3.597e-05i,-0.00025012+0.00063864i,4.655e-05+0.0016407i,-0.00068995+0.0010613i,-0.00067702-0.00010034i,-8.2697e-05+2.0184e-06i,-2.6977e-05+0.00027956i
-0.00067016+0.0013607i,-0.00070303+0.0031263i,-0.00032713+0.0028232i,-0.00010675+0.00090357i,-0.00061128+0.00050111i,-0.00045833+0.0010366i,0.0009795+0.0015063i,0.0020617+0.0010663i,0.0015969-0.00027685i,0.0006694-0.0011862i,-1.9599e-05-0.0011339i,0.00034667-0.001613i,0.00068457-0.0023467i,0.00015921-0.0018758i,0.00034575-0.0011931i,0.00045145-0.0010475i,-0.00076032-0.00033203i,-0.00090203+0.00085402i,-0.00065665+0.00083712i,-0.00052275+0.00040309i,7.0779e-05+2.5775e-06i,0.00057445-0.00059954i,0.0010222-0.0001573i
-0.0017345-0.0017515i,-0.0018965-0.0016975i,-0.0024041-0.0017934i,-0.0010875-0.0013467i,0.00077884-0.00020167i,0.0012708+0.00028992i,0.0017356-0.00013983i,0.0016939-0.0014473i,0.001226-0.0023125i,-0.00030618-0.0017706i,-0.00098655-0.00096877i,-0.00091423-0.00039416i,-0.00083603-0.0014375i,-0.00050207-0.0023742i,-0.00083667-0.00084805i,-0.00070594+0.00063299i,-0.00078251+0.00070296i,-0.0013794+0.00070092i,-0.00099722+0.00032382i,-0.00024636+0.00047074i,0.00016092+0.00025575i,0.00033236-0.00037254i,0.00020444-0.00074203i
0.00058186-0.001023i,-0.00051861-0.0015657i,-0.00062765-0.0011353i,-0.00042543+0.00048273i,-0.00069031+0.0014203i,-0.0007164+0.00019372i,-0.000195-0.00070684i,0.001194-0.00042518i,0.0010282-0.00088052i,-0.00087016-0.0017018i,-0.0015013-0.0018056i,-0.00078198-0.0017489i,-0.00084832-0.0018928i,-0.0011742-0.0011816i,-0.00038484+0.00033264i,-0.00057484+0.00020418i,-0.00094011+0.00031499i,-0.00031698+0.00071442i,-0.00027414-0.00013348i,-0.00020427-0.00095624i,-0.00013532-0.00050206i,0.00087566+0.00018615i,0.0016422+0.00072774i
0.00021106+0.00085294i,0.00016909+0.00084429i,-0.00025267+0.00021678i,-0.00012865+0.00048349i,0.00022035+0.0012532i,0.000342+0.001698i,0.00087701+0.0012421i,0.00074403+0.00020838i,-4.54e-05-0.00049357i,-0.0013209-0.00058783i,-0.0015969-0.00090071i,-0.0011529-0.0017311i,-0.0008987-0.0028818i,-0.0009308-0.0017925i,-0.0010806+0.00050199i,-0.00050212+0.00085473i,-0.00043508+0.00071488i,-0.00098696+0.00063706i,-0.0012313+0.0007436i,-0.00061923+0.0006373i,0.00044622+0.00021538i,7.3642e-05+0.0001449i,-0.00020825+0.00038296i
0.0023701+0.0008783i,0.0018717+0.00014097i,0.0018187-0.00076285i,0.0015315-0.001968i,0.00066077-0.0023408i,-0.00036198-0.0013259i,-0.00011364-0.00067681i,0.00070458-0.0012869i,0.00023546-0.0017559i,-0.0012545-0.0025494i,-0.0030168-0.002881i,-0.0037612-0.0027988i,-0.0033981-0.0032934i,-0.001852-0.0028737i,-0.00077582-0.0015917i,-0.00073705-0.00075032i,-0.00038794+0.00037975i,-0.00067971+0.00078189i,-0.0004971+0.0007508i,-0.00030025+0.00042632i,-0.00029465-0.00073623i,0.00031595-0.0012501i,0.00090426-0.00052989i
-0.00078797-0.0035234i,-3.4723e-05-0.0038974i,-0.0017005-0.0031022i,-0.0034216-0.000911i,-0.0030824+0.00017021i,-0.00093368+0.0013371i,0.00010107+0.0022672i,0.0011111+0.0010642i,0.0008676-0.00036584i,-0.0010806-0.00096808i,-0.0016273-0.0018413i,-0.0011372-0.0030342i,-0.001264-0.0022299i,-0.0017526-0.00073971i,-0.00134+0.0001187i,-0.00059315+0.00066983i,-0.00058597+0.000244i,-0.0008507+9.5878e-05i,-0.00025229+0.00068446i,0.00031619+0.00059091i,-7.1548e-05+0.00016421i,0.00029442-0.00013573i,0.00058664+0.00020969i
0.0010085+0.00073982i,0.00044275-0.00016285i,0.00088572-0.00073006i,0.0011247-0.0010832i,0.0014798-0.00057475i,0.0011437+0.00031264i,0.00058746+0.0011494i,0.00084657+0.00045965i,0.00055353-0.00085793i,-0.00095671-0.0016868i,-0.0010752-0.0019569i,-0.00067218-0.0015685i,-0.0011678-0.001479i,-0.0018193-0.0010753i,-0.0016256-0.00083994i,-0.0019121-0.00099938i,-0.0024231-0.00021087i,-0.0019004+0.000294i,-0.0012364+0.00013233i,-0.0010906+0.00048768i,-0.00052489+0.00034175i,0.00085881-0.0004466i,0.0013641-0.00030698i
0.00058067-0.0012995i,-0.00017322-0.0014625i,-0.00085541-0.0011413i,-0.0016406-0.00082177i,-0.0022901-0.00042131i,-0.0012015+0.00027715i,0.0003484+0.00032843i,0.00050626-0.00047031i,0.00032028-0.0017776i,-6.9494e-05-0.0020785i,-0.00013834-0.0012466i,-7.2532e-05-0.0018104i,-0.00018387-0.0020203i,0.00031647-0.0010112i,0.00045179-0.00022726i,-0.00030356+0.00059407i,-0.00082724+0.00055126i,-0.00059578+0.0007869i,-0.00016617+0.0013005i,0.00015783+0.00067208i,0.00058469-6.6053e-05i,0.0012772+0.00012266i,0.0010696+0.00055037i
0.00038196-0.0010821i,0.0008316-0.0012654i,0.0010424-0.00085042i,0.0013698-0.0010668i,0.0013118-0.0013371i,0.00080177-0.00061403i,0.00060246+0.00066408i,0.00065216+0.00041648i,0.0013703-0.0007749i,0.00035611-0.0010261i,-0.00088393-0.0011028i,-0.00062048-0.0014068i,-0.0013356-0.0017314i,-0.0018549-0.0013946i,-0.0006833-0.00034944i,-0.00035511-0.00029094i,-0.000889-0.00036629i,-0.0010083+0.00010757i,-0.00071197+0.00052264i,-0.0001465+0.00071181i,8.5981e-05+0.00083798i,-0.00070662+0.0012211i,-0.00063823+0.00091483i
0.00096409-0.00033903i,-4.265e-05+0.00027795i,-0.00068654-0.0017042i,-0.0010742-0.0022755i,-0.00073991-0.00093532i,-5.054e-05-5.9254e-05i,0.00084058+0.00026355i,0.0017847-0.00050451i,0.0011509-0.0014191i,-0.0012558-0.002153i,-0.0019069-0.002008i,-0.0012184-0.0011877i,-0.0011771-0.00073736i,-0.0021785-0.0007388i,-0.0021488-0.00060252i,-0.0014328-0.00039142i,-0.00064749+0.00060005i,-7.847e-05+0.0008914i,-0.00013834+0.00012309i,-0.00049782-0.00019007i,-0.00076177-4.281e-05i,-9.1037e-06+0.00041657i,0.00069441+0.0012529i
-0.001576-0.0013036i,-0.002138-0.00072932i,-0.0023851-0.00028315i,-0.0020676+0.00094241i,-0.0013287+0.0023554i,-0.00054728+0.0026588i,0.00059682+0.0017666i,0.00067274+0.0012478i,3.0549e-05+0.00067732i,-0.00028586-0.00022572i,-0.00078254-0.00098209i,-0.00080093-0.0017878i,-0.00061111-0.0021561i,-0.00045658-0.0022667i,-0.00065319-0.0017204i,-0.00012755-0.00017955i,0.00071498+0.00035773i,0.00035759+0.00074041i,-0.00031657+0.00081271i,9.6983e-05+0.00081746i,0.00087303+0.0012903i,0.0010925+0.0012614i,0.00032351+0.00075986i
-0.0030676-0.00059211i,-0.0032801-0.00067884i,-0.00034658-0.0014225i,0.00034027-0.0016189i,0.00023036-0.00081134i,0.00063596+0.00037963i,0.0014091+0.0010116i,0.0020442-0.00015068i,0.0013364-0.00068913i,-6.9685e-06-0.00081522i,-0.00090709-0.0014456i,-0.0011525-0.0015381i,-0.0011447-0.0012537i,-0.00059162-0.00042953i,7.7738e-05+0.00053126i,-0.00025363+0.00029452i,-0.0010586+0.00049645i,-0.0011084+0.00057089i,-0.00024805+0.00031029i,-0.00013272+0.00049222i,-7.4647e-05+0.00096716i,0.00026389+0.00089852i,-0.00019626+0.00033672i
0.00040279+0.0011294i,-8.5521e-06+0.0013186i,-0.00038474+0.00052711i,-0.00036446+0.00020311i,-0.00041203+0.00024175i,-0.00034879+0.00033832i,0.00042157+0.0012028i,0.00055723+0.00081294i,0.0011838-0.0011153i,0.0009271-0.0018048i,0.00021584-0.0014951i,0.00089825-0.0019769i,0.00038316-0.0022484i,-0.0010985-0.0020007i,-0.00076632-0.0019168i,8.8252e-05-0.0010565i,-0.00031269-0.00011868i,-0.00086122+0.0002845i,-0.00075898+1.6316e-05i,-0.0004403-0.00027142i,-0.00019432-7.0482e-06i,0.0001264-1.0129e-05i,0.00025546-7.565e-06i
0.0018766-0.00048422i,0.0018134-0.0010005i,0.0014719-0.0021121i,0.00078031-0.0024902i,-5.2235e-05-0.00061525i,-0.00018555+0.0011487i,0.00127+0.00067062i,0.0025796-0.00072362i,0.0017959-0.0021025i,0.00017351-0.0028334i,-0.0011426-0.0021083i,-0.0012979-0.0011143i,-0.0010033-0.0010667i,-0.0012976-0.00096361i,-0.0018562+8.7537e-05i,-0.0018158+0.00062534i,-0.00099095+0.00086771i,-0.00057434+0.0012361i,-0.00054544+0.0012214i,-0.000518+0.0006262i,-1.9983e-05+0.0010746i,5.3229e-05+0.0013941i,0.00041767+0.00050386i
-0.0025358+0.0010397i,-0.0017315+0.0020001i,-0.001165+0.0019674i,-0.0012333+0.0016385i,-0.00066043+0.00070548i,0.00087808+0.00068371i,0.0013115+0.00054622i,0.0012273-0.00010052i,0.00066206-0.00044599i,-0.00079157-0.0015982i,-0.0013207-0.0024256i,-0.001021-0.001975i,-0.00053582-0.00069278i,-0.00096034-0.00039603i,-0.001-0.0010436i,-0.00099198-0.00034637i,-0.0012306+0.00062719i,-0.00032791+0.0005421i,0.00026605+0.00058836i,-3.8966e-05-0.00023092i,-0.00062052-0.00073114i,-0.00033425-0.00023755i,0.00085324+0.00038727i
0.00041249-0.0012046i,0.00035174-0.0012176i,0.00010035-0.00080804i,-0.00055268+6.9299e-05i,-0.0010842+0.00032829i,-0.00090955+0.00043587i,-0.00010194+0.00036617i,0.0011371-1.4037e-05i,0.00080809-0.00080967i,-0.0005437-0.0019219i,-0.0011454-0.002374i,-0.00083185-0.0025912i,-0.00041905-0.0021309i,-0.0016309-0.0012403i,-0.0026703-0.00025176i,-0.0019259+0.0010271i,-0.00080291+0.0012472i,-0.00079956+0.00080772i,-0.00091625+0.0011767i,-0.00030242+0.0009404i,-6.2795e-05+0.00036004i,0.00036089+0.00071335i,0.0011966+0.0015262i
-0.00039245-0.0019834i,2.0888e-05-0.0026552i,0.00032577-0.0024776i,0.00076681-0.001086i,0.00030198-0.0004749i,-3.616e-05-7.5562e-05i,0.001132+0.00050397i,0.00056458+0.00023972i,-0.00068037-0.00073547i,-0.00084476-0.0014554i,-0.00064729-0.0014462i,-0.00097195-0.0018562i,-0.0014764-0.002538i,-0.0014721-0.002244i,-0.0010875-0.0019866i,-0.000527-0.0012523i,-0.00042775-0.00053802i,-0.0011812-0.00072821i,-0.0010957-0.00088056i,-0.00020827-7.8328e-05i,0.00029064+0.0007572i,0.00048787+0.00069909i,0.00027941+0.00035624i
-0.0023586-0.00044539i,-0.0029115-0.00042888i,-0.0028954-0.00026924i,-0.0021417+0.00051252i,-0.0014311+0.0010868i,-0.00067379+0.00125i,-0.00016466+0.0011637i,0.00092851+0.00055687i,0.0014524-0.00065956i,0.00043384-0.0014992i,0.00021129-0.0014259i,0.00073627-0.00080112i,0.00086664-0.00032564i,-8.1102e-05-0.00066395i,-0.0014914-0.00052967i,-0.0015865+0.00015324i,-0.0010009+0.00053004i,-0.00069327+0.00086446i,3.6879e-05+0.00085486i,0.00025842-0.00016971i,-0.00023191-0.00056678i,-0.00033647+0.00027243i,0.00039792+0.00053254i
0.00038872+0.0019542i,0.00015822+0.00084365i,0.00039593+0.00025558i,0.0013495-0.00084594i,0.0020495-0.00091413i,0.0015454+0.00026442i,0.0014032+0.00044219i,0.0013682-0.00017364i,0.00036909-0.0010733i,-0.00034459-0.0022639i,-0.00036131-0.0023579i,-9.6938e-05-0.0014182i,-0.00050615-0.0011886i,-0.00074081-0.0010594i,-0.00016346-0.00058694i,-0.00029531-0.0003366i,-0.00075345-7.9162e-05i,-0.0013984+6.1512e-05i,-0.001132-0.00060428i,-0.0004754-0.00087051i,-0.00026439-5.1772e-05i,6.3022e-05+0.00047367i,0.00069874+0.0010451i
-0.00036124+0.00041443i,-0.00046015+0.00022499i,-0.0013659+0.0006981i,-0.0010227+0.0013696i,-0.00020371+0.0014258i,-0.00016805+0.00074328i,0.00049688+0.0010689i,0.00069296+0.00076544i,-0.00034803-0.00085556i,-0.000827-0.0012974i,5.1615e-05-0.00059608i,0.00054065-0.00053598i,-0.000212-0.0014968i,-0.0005437-0.0019635i,-0.00019008-0.00099291i,0.00024429+0.00029842i,3.4396e-05+0.00074089i,4.915e-05-9.5211e-05i,0.00034537-0.0011241i,0.00058457-0.0011461i,0.0010504+1.6392e-05i,0.0012914+0.00099862i,0.001192+0.00088101i
-0.00019912-0.0014163i,-0.00089435-0.00072472i,-0.00081425-0.0015121i,-0.00046329-0.0018747i,-0.00019935+0.00035204i,0.001087+0.0022902i,0.0021863+0.0023313i,0.0022145+0.00060107i,0.0018521-0.0012858i,0.00037213-0.0018036i,-0.0010462-0.0018389i,-0.0012608-0.0018772i,-0.0017044-0.0018217i,-0.0021753-0.0021075i,-0.0010221-0.00092625i,-8.7313e-05+0.00076092i,-0.0004994+0.00099642i,-0.00079846+0.00082076i,-0.00047847+0.0011754i,-0.00033391+0.0010899i,9.0508e-05+8.958e-05i,0.00078142-0.00082266i,0.0010887+1.5183e-05i
0.0012811+0.0013555i,0.0025409+0.0012389i,0.003207+0.00028399i,0.0024391-0.00022217i,0.00069816-0.00078209i,-0.00013686-0.0010192i,0.0004211+0.00090266i,0.00043857+0.0010504i,-0.00042063-0.0008568i,-0.00087866-0.0015741i,-0.0012999-0.0015604i,-0.0013285-0.0015542i,-0.0012182-0.00089538i,-0.0013403-0.00078889i,-0.001024-0.00059823i,-0.00032375-0.00043432i,-0.00063274-0.00091684i,-0.00065523-0.00036496i,-0.00082261+0.00058883i,-0.0011768+0.00018116i,-0.00090642-0.00023204i,1.6831e-05+1.0949e-05i,0.00068117+0.0011251i
0.0013982-0.0003894i,-8.0455e-05-0.00090249i,-0.0010196-0.00047504i,-0.0014857+2.0958e-05i,-0.0010138-0.00043746i,0.00036214-0.00039213i,0.0013632+0.00035303i,0.0018286-8.6962e-06i,0.0013029-0.0011916i,0.00020171-0.0021604i,-0.00011333-0.0026992i,-0.00019252-0.0026408i,-0.0010909-0.0022578i,-0.0012273-0.0014208i,2.4339e-05-0.00095226i,0.00041456-0.00066263i,-0.00040791+0.00010768i,-0.0014581+0.0002878i,-0.0016106+6.0402e-05i,-0.0011459+0.0004946i,-0.00086842+0.00043475i,-0.0006227-3.1949e-05i,3.4901e-05-0.00024536i
0.00058034+0.0011225i,0.00033166+0.0014835i,-0.00010533+0.0018629i,0.0011145+0.0006175i,0.0013657-0.0002961i,0.00083274+0.00010675i,0.00087204+0.00063229i,0.0017067+3.1222e-05i,0.0013765-0.00133i,-2.7174e-05-0.0020639i,-0.00039896-0.0018497i,0.00037393-0.0017173i,0.00055683-0.0021872i,5.4817e-06-0.0013953i,0.00010367-0.0002957i,0.00027624-0.00041232i,-0.00059007-0.00012711i,-0.0014906+0.00090997i,-0.0012642+0.00082604i,-0.00038832+0.00048963i,-0.00039894+0.00070342i,-0.00046741+0.00081529i,0.00055833+0.00011463i
-0.0020624-0.0014125i,-0.0020651-0.0022699i,-0.0012601-0.0021653i,-0.00073992-0.0011545i,-0.00027359+7.7219e-05i,0.0001074+0.00083144i,0.00081408+0.00056429i,0.0013875-0.00072927i,0.00073741-0.0016256i,-0.00072064-0.0020186i,-0.0010143-0.0019536i,-0.00070682-0.0014359i,-0.0010484-0.0013326i,-0.001636-0.0012613i,-0.0012835-0.0009767i,-0.00053807-0.00058998i,-0.00082103+0.00059914i,-0.0009239+0.0010764i,0.00033158+0.0006032i,0.00070925+4.8562e-05i,0.00093682-0.00062201i,0.00080395-0.00019583i,0.00042556+0.00056459i
-0.00060449-0.0013242i,-0.00056962-0.00096531i,-0.00090034-0.00087579i,-0.001361-0.0012033i,-0.00062323-0.0008381i,0.0010319-0.00010773i,0.0019075+0.00033575i,0.0020723+0.00026324i,0.0010791-0.00083733i,-0.00041228-0.001864i,-0.0013076-0.0019411i,-0.0013624-0.0016211i,-0.00086411-0.001644i,-0.00099271-0.0011401i,-0.0015124-7.0519e-05i,-0.0012065+0.0003944i,-0.0015945+0.00019994i,-0.0017764+0.00062369i,-0.00076694+0.00084249i,0.00019066+0.00044115i,1.8359e-05+9.9799e-05i,-0.00020127+0.00056729i,-0.0005262+0.0015692i
-0.003551-0.00081706i,-0.0029666-0.0011641i,-0.0023911-0.00051151i,-0.0012449+0.0011526i,-0.00062449+0.0020329i,-0.00042443+0.0018016i,0.00047751+0.00099502i,0.00075998+0.00057684i,-0.00055527-0.00057509i,-0.0018437-0.0016306i,-0.0019356-0.0015352i,-0.0014265-0.0014832i,-0.00097625-0.0018795i,-0.00035856-0.0019181i,-0.00076779-0.00068199i,-0.0011164+0.00048592i,-0.0010319+0.00072873i,-0.0012153+0.00045554i,-0.00087725+0.00028856i,-0.00012108+0.00038625i,-3.7988e-05+0.00076348i,-0.00023343+0.0014266i,-0.00023387+0.0012929i
-0.00010147-0.00036693i,0.00044272-0.00032213i,0.0020977-0.00012915i,0.0020614-0.00057118i,0.0016333-0.00056069i,0.0011674-0.00025799i,0.00071172-0.00011939i,0.00069473-0.00016444i,-4.0709e-05-0.0009379i,-0.00068617-0.0025424i,-0.00032392-0.0031908i,-0.00069167-0.0029712i,-0.0015439-0.0021857i,-0.0012734-0.0011972i,-0.00062985-3.5457e-05i,-0.00067808+0.00037548i,-0.00066409+0.00072736i,-0.00087643+0.00083178i,-0.00039253+0.00044879i,3.5904e-05+0.00057981i,0.00012695+0.00028017i,0.00033254+0.00017562i,-0.00011674+0.00080744i
0.0017282+0.0017365i,0.0033998+0.0025094i,0.0035556+0.0030397i,0.0022156+0.00084129i,0.00065816-0.0010034i,0.0002543-8.5044e-05i,0.001421+0.0010224i,0.0020148-0.00056404i,0.0012184-0.0018i,-0.00018873-0.0017751i,-0.00060883-0.0026347i,0.00020698-0.0031807i,0.00050578-0.0027955i,-0.00090975-0.0022438i,-0.00083164-0.0010229i,-0.00078522+0.00012409i,-0.0014738+0.00072432i,-0.0015928+0.0010197i,-0.001666+0.00092948i,-0.00065184+0.0010641i,1.0157e-05+0.0010856i,-4.7621e-05+0.00041502i,-4.1588e-05+0.00083411i
-0.0020615-0.0028181i,-0.0024281-0.0020327i,-0.0033819-0.0011332i,-0.0025227-6.9771e-05i,-0.001525+0.0024432i,-0.00057146+0.00305i,0.00031606+0.0016222i,0.0006038+0.00072725i,0.00067683-0.0010039i,-0.00032913-0.0017747i,-0.00089091-0.0017483i,-0.00048613-0.001778i,-0.00030801-0.0014872i,-0.00057143-0.0011124i,-0.00048333-0.00046045i,-0.00047954+0.00021725i,-0.00079136+0.00043592i,-0.00042459+0.00017698i,0.00018069+8.2304e-05i,9.9173e-05-0.00028231i,-0.00032189-0.00061894i,0.00012318-0.00039539i,0.00057967+0.00034044i
-0.0010499-0.0011432i,-0.0018595-0.0015432i,-0.0028742-0.0020671i,-0.0023694-0.0022104i,-0.00075204-0.0017989i,2.1752e-05-0.00038965i,0.00065874+0.00019863i,0.00079667-0.00072893i,0.00025249-0.0017756i,-7.9001e-05-0.0021165i,0.00040063-0.0013443i,0.00030687-0.00089916i,-0.00033971-0.0014351i,-0.00062552-0.00078476i,-0.00064991+0.00039215i,-0.00072148-0.00020222i,-0.00054102+0.00020671i,-0.00061528+0.00061839i,-0.00089689-0.0004169i,-0.0013976-0.00036912i,-0.00093685-0.00019242i,0.0003865-0.00018561i,0.001285+1.1606e-05i
-0.00013566-0.00085937i,2.1361e-05-0.00021206i,-1.2147e-05+0.0011286i,-0.00047475+0.0018082i,-0.0011047+0.00097589i,2.0002e-05+0.0014881i,0.00054122+0.002286i,0.00068835+0.0013692i,-0.00048297+0.00024989i,-0.002056-0.0011027i,-0.0024123-0.0014818i,-0.0012275-0.0012715i,-0.00070856-0.0011721i,-0.0011587-0.00091073i,-0.00062955-0.00031495i,-0.00022957+0.00064117i,-0.00068066+0.00083396i,-0.00048419+0.00018656i,0.00029433-0.00039639i,0.00048921-4.1224e-05i,-0.00012865+0.00081562i,-0.00021375+0.00028455i,0.0008954-0.00033658i
-0.001324-0.0020833i,-0.002172-0.0022036i,-0.0020494-0.0023454i,-0.00099031-0.0026091i,-0.00055453-0.0017812i,0.00033371-0.00057982i,0.0013777-0.00067119i,0.001345-0.00032605i,0.0011745-0.00040692i,0.00026533-0.00093577i,-0.00081979-0.0012615i,-0.00070873-0.002029i,0.00010188-0.002235i,-9.6838e-05-0.0017033i,-0.00014721-0.00022815i,0.00039041+0.0004599i,0.00042797+0.00031787i,0.00042451+0.00037477i,0.00019208+0.00044265i,-0.00021123+0.00084389i,-0.00023401+0.00054471i,0.00030685+0.00020043i,0.00039787+0.0011885i
-0.0023222+0.00109i,-0.0021927+0.0015856i,-0.0018214+0.0024974i,-0.001113+0.0026716i,0.00020236+0.0024173i,0.00101+0.0017782i,0.0013229+0.0011546i,0.001581+0.00052447i,0.0012129-0.0006339i,0.00060264-0.0017106i,0.00039063-0.0014128i,-0.00022383-0.0012976i,-0.0006526-0.0012357i,-0.00018573-0.00082288i,0.0003251-0.000589i,0.0004594+0.00023633i,-0.00021021+0.00036514i,-0.0011144-0.00035871i,-0.0015043+9.9986e-05i,-0.00035083+0.00097331i,0.00080316+0.0013135i,0.00094366+0.00097445i,0.00037893+0.00080855i
-0.00072494+0.00081102i,-0.00078154+0.00096498i,-7.7813e-05+0.001491i,0.00050628+0.0010167i,0.00032703-7.94e-05i,-0.00038382-0.00070829i,-0.00043576+0.00020464i,-0.00015162+0.00052803i,0.00024131-0.00086358i,-0.00038474-0.0024753i,-0.00095404-0.0027391i,-0.0003547-0.0024239i,7.1448e-05-0.0021606i,0.00023912-0.0012147i,0.00037981-0.0010111i,-3.6356e-05-0.00088266i,-0.00065477-0.00084358i,-0.0013215-0.00015771i,-0.0011735+0.00076759i,-0.0011668+0.0011559i,-0.0011727+0.00092843i,-0.0012624+0.00056268i,-0.0013802+0.00068685i
-0.00066257+0.00038265i,-7.6767e-05+0.00042147i,0.00054836-0.00025123i,-0.0001057-0.00062051i,-0.0012314-0.0010136i,-0.00067066-0.0004783i,0.00085772+0.0010537i,0.0011368+2.4578e-05i,0.0005314-0.0019951i,-0.00032248-0.0019667i,-0.00077125-0.001752i,-0.00076999-0.0018681i,-0.00095294-0.0021445i,-0.00067646-0.0026643i,-0.00055276-0.0015496i,-0.00080068-0.00011984i,-0.0011741+0.00011583i,-0.0014177+0.00011033i,-0.00054195+0.00017103i,0.00050322+0.00048037i,0.00096221+0.0010445i,0.00080426+0.0010988i,0.00069055+0.0006958i
