-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
-0.0027106+0.00012336i,-0.0026974-5.0378e-05i,-0.0015824+0.0009585i,-0.00051594+0.00064737i,4.2884e-05-0.00022842i,-0.00018433-0.0011326i,-0.0010842-0.0018077i,-0.0012057-0.0020859i,-0.00097938-0.00083652i,-0.00039631+0.00015834i,0.00044975-0.00014236i,0.00038684-0.0006745i,0.00043338-0.00047874i,0.00056153-0.0002133i,0.0009102-0.00017227i,0.00067897-0.00031473i,3.6537e-05-0.00062698i,0.00046219-0.00093711i,0.00059642-0.00091056i,9.536e-05-0.0004427i,-0.00036452-0.00024344i,-7.6956e-05-0.00070603i,-0.00011644-0.00089311i
0.002579-0.0028501i,0.0020955-0.002559i,0.00039887-0.0023926i,-0.0013962-0.0012165i,-0.0013288-0.00091284i,-0.00074837-0.0017491i,-0.00033747-0.001352i,-0.0001736-0.00092333i,-0.0001616-0.00063786i,-0.00082237-0.00013321i,-0.00099918+0.00018559i,1.7627e-05+0.00036997i,0.0008264+0.00065422i,0.00053461+0.0003696i,0.00028763+0.00076297i,-0.00011868+0.001265i,-0.00062007+0.0012631i,-0.00074651+0.00012018i,-0.0004502-0.00089712i,0.00068786-0.00065253i,0.00043922-0.00013936i,7.6344e-05+0.00032538i,0.00036851+0.00080888i
0.0012678-0.003254i,0.0001772-0.0029098i,-0.0013378-0.0014821i,-0.00083224+0.00047062i,-0.00035436+0.0012527i,0.00051664-0.00021614i,0.00063809-0.0020186i,5.4544e-05-0.0014819i,-0.00073034-0.00079938i,-0.0013393-0.0010043i,-0.0012729+0.00028975i,-0.00084223+0.0016883i,-0.0002531+0.0013629i,-2.4669e-05+0.00082238i,3.1837e-05+0.0012715i,-0.00025839+0.0010283i,-3.999e-05+5.7753e-05i,0.00012436-7.3359e-05i,-0.00013077+0.00049872i,-2.1019e-05+0.00086839i,-8.6224e-05+0.00052006i,-0.00048012-0.00026597i,-0.00064244-0.0010762i
-0.0016017+0.0010566i,-0.001598+0.00051081i,-3.0583e-05-0.00048092i,0.00062944-0.0018058i,0.0010588-0.0017229i,0.0012437-0.001502i,0.00027482-0.0011886i,-0.00051317+0.00024477i,-0.00044119+0.00063621i,0.00026752+0.00042518i,0.00033234+0.00072128i,-0.00095054+0.00042813i,-0.0012614-0.0002099i,-0.00031733-0.00051708i,0.00060131-0.00050928i,0.001004-0.00032949i,0.00034257+0.00038374i,-0.0002584+0.00071903i,-0.00026827+0.00033418i,-0.00043956-0.00037212i,-0.00068698-0.00085127i,-0.00060618-0.00042279i,-0.00090322-0.00024301i
-0.0032949-0.00072171i,-0.0017324-0.0022759i,-0.00032289-0.0014238i,0.00040651-0.00091461i,0.00059663-0.0015378i,0.00084942-0.0029474i,-0.00048747-0.0033044i,-0.0011024-0.0016725i,-0.00028044-0.00039593i,0.00044258-5.2285e-05i,0.00041204+0.00069435i,-9.8751e-07+0.00080172i,-0.00056465-1.0928e-05i,-0.0013518-0.00026998i,-0.00039212-0.00023722i,0.0011745-0.00049644i,0.0010737-0.0008945i,0.00027322-0.00035333i,0.00038069+0.00020778i,0.00012511+0.00047967i,0.00011508+0.00022687i,0.00028208+0.00026345i,1.3621e-05+0.00044325i
0.0012334+0.00013429i,0.000257+0.0017255i,-0.00085713+0.001662i,-0.0015314+0.00040004i,-0.00085638-0.0011488i,-0.00089749-0.0020123i,-0.0017067-0.0017049i,-0.0014182-0.00045562i,-0.00069017-0.00090037i,-6.5111e-05-0.0010973i,-0.0001151-0.00039879i,-0.00040217-0.00074298i,3.7995e-05-0.00061474i,5.936e-05-0.00011884i,-0.00050431+0.00013038i,-0.00055385-0.00023174i,-0.0005268-0.00097666i,-0.00040353-0.0010092i,-0.00077709-0.00088756i,-0.00068228-0.00051098i,0.00022217-2.9227e-06i,0.00045841+1.2019e-06i,-1.2605e-05-0.00061442i
0.0019514-0.0033328i,0.00090104-0.0042155i,0.00024015-0.0017045i,0.00010125-0.00022513i,0.00056085-7.0657e-06i,0.00032438-0.00050714i,-0.00021545-0.0014935i,-0.00016569-0.00082543i,-0.00055151+0.00021989i,-0.0015059-8.1619e-05i,-0.0015775-0.00047644i,-0.00091797+0.00017825i,-0.00018816+0.0011451i,0.00018484+0.00089408i,0.00071569+0.00063522i,0.00046916+0.00088402i,0.00022145+0.00040487i,0.00059849-4.8313e-05i,0.0009705-0.0001826i,0.0011196+0.00011765i,0.00052367+0.00018485i,-0.00031103-0.00077403i,-0.00037747-0.00059782i
0.0013577+0.00033097i,0.0013713-0.0011144i,0.0021202-0.0026487i,0.0022663-0.0029312i,0.00041968-0.0026398i,-0.00085186-0.0029705i,-0.00068489-0.0028644i,-0.00036359-0.0018571i,0.00017691-0.00082137i,0.00037068-0.00014513i,0.00050957-0.00011995i,0.00064689+0.0003552i,0.00051802+0.0010859i,0.00014778+0.0011667i,0.00026484+0.00050334i,0.00043409-0.00048142i,0.00015435-0.0003018i,0.00017849-0.00023865i,-6.4388e-05+1.6909e-05i,-0.00077103-0.00017018i,-0.00059999-0.00060684i,-0.00045533-0.00067901i,-0.00041212-9.6413e-05i
-0.0025608+0.00078389i,-0.00081227+0.00095588i,0.00011466+0.0011752i,0.00064831+0.00034195i,0.0012652-0.00035075i,0.0014494-0.0010092i,0.00038733-0.0014193i,-0.00054103-0.00081802i,-2.896e-05-0.00029742i,-0.00011794-0.00036392i,-0.00067539+0.00055458i,-0.0002098+0.00071417i,0.00020319+0.00018464i,-0.00014221-0.00039346i,-0.00060157-0.00062006i,-0.00044168-0.00065203i,-0.00018208-0.0012268i,-0.00011433-0.0015572i,-0.00019949-0.0008011i,-7.5918e-05-0.00029487i,-0.00036551+6.7551e-05i,-0.00033428+0.00043072i,0.00034147+9.4562e-05i
-0.00082267-0.0013712i,-0.0015859-0.00093363i,-0.0016718-0.0004062i,-0.0010578+0.00016468i,-0.00095504-0.00012282i,-0.00041847-0.0018437i,-0.00044799-0.0024839i,-0.00039275-0.0017014i,0.0005889-0.00072536i,0.00050311-0.00067256i,3.2185e-05-0.00073291i,-0.00037392-0.00034793i,-5.9432e-05-0.00028711i,0.00034572-0.00041269i,-0.00016789-0.00057499i,-0.00018061-7.5849e-05i,7.1341e-05-0.00016707i,0.00025983+0.00023497i,0.00015181+0.00037943i,-0.0002827+0.00020223i,-9.9557e-05+9.8748e-05i,0.00017226-0.00012208i,0.00015674-0.00025054i
0.00069733-1.0608e-05i,0.0003601+0.001499i,0.0008046+0.0017775i,0.00046765+0.00022033i,-0.00037571-0.00059538i,-0.00015065-0.001185i,-0.0011526-0.0026466i,-0.0014888-0.0023808i,-0.00050354-0.00067409i,-0.0002635+0.00016079i,-0.00030115+0.00046657i,-0.00057396+0.00065243i,-0.00010324+0.00053082i,-0.00021053+0.00019112i,-0.00046798+0.00021599i,-0.00020498+0.00052603i,-0.00057397+0.00021479i,-0.00091403-4.9237e-05i,-0.00019571+4.4031e-05i,0.00078095+0.00052122i,0.00096925+0.00051919i,5.1559e-05-0.00017164i,-0.00024994-0.00046771i
0.0008794-0.0017736i,0.00091854-0.0029766i,0.0011653-0.003349i,0.0019367-0.0034514i,0.0012468-0.0026805i,5.1619e-05-0.0020036i,-0.00068911-0.0015727i,-0.00079735-0.0014112i,-0.00020959-0.00090734i,-0.00033673-0.00025869i,-0.00064682+0.00037579i,-0.0010976+0.0001764i,-0.0012511-0.00044507i,-0.00090051-6.2001e-05i,-0.00022335+0.00042626i,0.00045437+0.00025159i,0.00024343-0.00012599i,0.00012187-0.00013428i,0.00089773+0.0003409i,0.0014065+0.00078504i,0.0005776-0.00013968i,-1.9071e-05-0.0014759i,-0.00017166-0.0011652i
4.9373e-05-0.00051163i,0.00017367-0.00043984i,-0.00066323-0.0016214i,-0.0013466-0.0020486i,-0.0014924-0.0010019i,-0.0015024-0.0010988i,-0.00080783-0.0013586i,-0.00028872-0.00060928i,-2.8322e-05-0.00022725i,0.0001538+0.00015036i,0.0003067+0.00062551i,-0.00013779+0.00021518i,-0.00052621-0.00012762i,-0.00020168+0.00013111i,-5.9008e-05-0.00033855i,0.00026157-0.0007693i,0.00025403-0.00046868i,-3.8026e-05-0.0002673i,0.00053236-0.00014935i,0.0011219-0.00098478i,0.0008893-0.0016266i,0.00055125-0.0010337i,0.00039393-0.0008297i
0.00068895-0.0010911i,0.0014661-0.00082508i,0.00032964-0.00074978i,-1.0789e-06-0.00019426i,0.00057434+0.00033816i,0.00062784-0.00078214i,-0.00021969-0.0014403i,-0.0007734-9.9614e-05i,-0.00035471+0.00098304i,0.00046208+0.00082724i,0.00057372+0.00097516i,0.00052489+0.0010883i,0.0013695+0.00082292i,0.0011187+0.00059427i,0.00029444+0.0008678i,0.0001965+0.00084097i,0.00053247+0.00044988i,0.00080073+0.00020471i,0.00056987-2.3436e-05i,9.8378e-05-4.1902e-05i,-0.00071328-0.00040877i,-0.0010918-0.00066111i,-0.00047284-0.00070991i
-0.0010511-0.0024151i,-0.0010729-0.0035095i,-0.00085122-0.0023167i,-0.00050777+6.4993e-06i,-0.00010039-0.00012261i,0.00016726-0.0023017i,0.00018051-0.002578i,0.00022612-0.00099555i,-0.00021687-0.00015521i,-0.00089272+0.00024977i,-0.00032497-0.00011206i,0.00054811-0.0002811i,0.00064685-0.00015391i,0.00015203-0.00015047i,0.00075678-0.00040717i,0.0014236-0.00066158i,0.0005105-0.0003907i,-0.00085509-2.9023e-05i,-0.00087971-0.00035945i,-0.00013177-0.00030585i,0.00023622-9.7581e-05i,0.000467+5.04e-05i,0.00054332+0.00017014i
-0.0020558-0.00068208i,-0.0018331+3.9765e-05i,-0.0011143+0.0012551i,-0.00032027+0.00028685i,0.00027412+0.0002342i,-0.00062947-0.00037939i,-0.001406-0.0015327i,-0.0010612-0.00096183i,-0.00054692-0.00042321i,-0.00067325+9.8643e-05i,-0.00048155+0.00055872i,0.00021985+0.00069567i,0.0004238+0.00069235i,-5.9006e-05+0.00071453i,6.3639e-05+0.00077851i,0.00078761+0.00046212i,0.00056634-0.00010923i,0.00057215-0.00062967i,0.00064569-0.00055745i,0.00048628+0.0002161i,1.9167e-05+0.0006588i,-0.00016718+0.00031494i,-0.00024474+0.00056359i
0.00095709-0.0014642i,0.0016427-0.0022562i,0.0013151-0.0023312i,0.0012615-0.0020011i,0.0015692-0.0011047i,0.0012536-0.001423i,0.00027958-0.0023824i,-0.00046109-0.0020068i,-0.00082684-0.00037847i,-0.00073204-0.00031474i,-0.00073656-0.00051175i,-0.00051437-0.00033548i,0.00053938-0.00058691i,0.001082-0.00013129i,0.00032648-4.2272e-05i,0.00014267+0.00017204i,0.00015781+0.0004376i,-0.00021683-9.9096e-05i,6.8388e-05-0.0011444i,0.00024684-0.0017098i,0.00036569-0.0008404i,-5.899e-05+0.00013166i,0.00042082+0.00034102i
-0.0040732+0.0013258i,-0.0032243+0.00048231i,-0.0022806-0.00079341i,-0.00081919-0.001897i,0.000536-0.0023484i,0.00018528-0.0019529i,-0.00039287-0.0013122i,-0.00020643-0.0017961i,-0.00027898-0.0010728i,-0.00078695-0.00015973i,-0.00083226+0.00030702i,-0.00039318+0.0014081i,-0.00027258+0.00075372i,0.00013286-0.0002845i,0.00071668-0.0004318i,0.00046414-0.00081827i,0.00046775-0.00036602i,0.00015838+0.00058234i,-0.00058102+0.00072957i,-0.00092626+0.00056344i,-0.00073689+0.00042955i,6.4132e-05-9.3113e-06i,0.00071847-9.2085e-05i
0.0010032+0.00042946i,0.0023678+0.0012995i,0.0022539+0.0018014i,0.00088036+0.00065467i,0.000578-0.0008405i,0.00093317-0.0026584i,-0.00041067-0.0036289i,-0.0010433-0.002065i,0.00021215-0.00026817i,0.00083851+0.00022432i,0.00076467+0.00077619i,0.00033394+0.00096818i,-0.00033998+0.00033582i,-9.4689e-05+4.8462e-05i,0.00025693-0.00020902i,0.00012175-0.00030159i,0.00032445+8.9161e-05i,-5.4342e-05-0.00024827i,-0.0010525-0.00078489i,-0.001124-0.00069139i,-0.00046675-0.00026076i,0.00017668+0.00045983i,0.00057722+0.00032354i
-2.8073e-05-0.0027653i,-0.0023561-0.0015216i,-0.0031464+0.00058753i,-0.0014191+0.00087167i,0.00046798+0.00026108i,0.0013147-0.0014196i,0.0006386-0.0023937i,-0.0003639-0.0015552i,-0.00039561-0.0010479i,-2.8572e-05-0.00071695i,0.00048782-0.00034231i,0.00062781-0.0008754i,-6.8662e-05-0.0011637i,-0.00025965-0.00035002i,-4.8833e-05+8.5956e-05i,0.00010756+0.00058635i,0.00015367+0.0010338i,2.8254e-05+0.00014615i,-0.00033374-0.00048895i,-0.0010838-0.00087693i,-0.0013285-0.0009138i,-0.00065556-0.00066466i,0.00026818-0.00013524i
0.00082559+0.0047832i,0.0013387+0.0020101i,0.0021186-4.0079e-05i,0.0022284-0.00088346i,0.0018575-0.0015587i,-0.00033214-0.0015756i,-0.0024955-0.0011386i,-0.0019162-0.00062551i,-0.00025344+0.00019844i,0.00037106+0.0012007i,0.00053028+0.0012198i,0.00073962+0.00080108i,0.00083301+0.00044287i,-5.1085e-06-0.00039436i,-0.0010778-0.00035087i,-0.00066653-0.00040853i,-0.00020119-0.00091614i,-0.00049206-0.0012882i,-0.0002448-0.0013669i,-0.00068717-0.0006743i,-0.0005262-0.00059947i,0.0004895-0.00039506i,0.00042745+0.00047355i
-0.0017555-0.00072656i,-0.00098544-0.00075542i,-4.0783e-05+0.00011348i,0.00049975+0.00045517i,0.00068378-0.00022578i,0.00070708-0.0015684i,-0.00020133-0.0020874i,-0.00085475-0.00097221i,-0.0004713+0.00012291i,-8.8252e-05-0.00012169i,-0.00041099-0.00036768i,-0.00015075-0.00027725i,0.00054343-7.6482e-05i,0.00080025-0.00010393i,0.00042381-5.7242e-05i,0.00032945+0.00041831i,-0.00047341+0.00020813i,-0.00053146-0.00034436i,0.00079035-4.1136e-05i,0.0010074+0.00019144i,0.000403-0.00014897i,0.00041734+2.5989e-05i,0.00061572+0.00056376i
-0.0040802-0.0021177i,-0.0043298-0.0013833i,-0.0034894+0.0014995i,-0.0016766+0.0020912i,0.00028896+0.00095729i,0.0012309-0.0013281i,5.0575e-05-0.0024196i,-0.0012792-0.0014665i,-0.00095441-0.00038387i,0.0003459+0.00064604i,0.00084622+0.0010355i,0.00070285+0.00070105i,0.00075313-0.00052218i,0.0015896-0.00166i,0.0022259-0.0015831i,0.0022466-0.0010275i,0.0017627-3.6706e-05i,0.00034831+0.00065456i,-0.00051972+0.00046681i,-0.00056565-0.00022697i,-0.00022853-0.00095658i,0.00066027-0.00051696i,-9.5196e-05+0.00026387i
-0.0015749+0.0026555i,-0.003748+0.0045486i,-0.0030138+0.0068889i,-8.9549e-05+0.0051009i,0.0020366+0.0015274i,0.0019713-0.0029932i,-0.00062261-0.0048488i,-0.0017866-0.0028714i,-0.0015831-0.00057067i,-0.0012714+0.00012048i,0.00015713-0.00042469i,0.0013343-0.00012337i,0.001421-0.00074589i,0.00060294-0.0021995i,-2.9878e-05-0.0024051i,0.00033081-0.0019847i,0.00054716-0.0016204i,0.00054118-0.00093174i,-0.00035015-0.0008497i,-0.00077822-0.001448i,-0.00052681-0.0010017i,-0.00013534-7.9139e-05i,0.00028029+3.1249e-08i
0.0065501-0.0010678i,0.0087018-0.0042106i,0.0067161-0.0082513i,0.0013995-0.0078665i,-0.0022597-0.004931i,-0.0030789-0.0012822i,-0.0012698-0.00026128i,-0.00024132-0.00095907i,0.00028741-0.001687i,-0.00036102-0.0019624i,-0.0020029-0.00074037i,-0.001629+0.00052421i,-0.00093326+0.0013309i,-0.0020159+0.0024448i,-0.0029015+0.0028777i,-0.0021184+0.0017382i,-0.00038518+0.00017465i,7.0197e-05-0.00032343i,0.0008969+0.00016381i,0.0019451+0.00025571i,0.0013179-0.0005867i,0.00080346-0.0015488i,0.00015564-0.0012534i
0.00072121-0.0010138i,0.0014147-0.0016375i,0.00091172-0.0037058i,-0.00051632-0.0033316i,-0.0013122-0.0019648i,-0.0013019-0.00032319i,-0.0015317+0.00079907i,-0.00091342+0.00039026i,0.00041513-0.00030475i,0.00050032-0.00070951i,-0.00060539-0.00063332i,-0.00092748-0.0002643i,-0.00039642-0.0005145i,0.00031632-0.00028067i,-0.00055813+0.0008068i,-0.0014635+0.0011299i,-0.00028601+0.0011013i,0.00060607+0.00045537i,0.00068186+0.00033897i,0.00059793+0.00010343i,0.00069543-0.00035182i,0.00031198+0.00029444i,-5.2814e-05+0.00036785i
0.00093072-0.0037043i,0.0014732-0.0043819i,0.0018044-0.0042089i,0.0014902-0.0015784i,0.00048768-0.00021475i,-5.7392e-05-0.0012705i,5.2215e-05-0.0024207i,-0.00020748-0.0023743i,-6.4902e-06-0.0011291i,0.00041549+0.0003949i,-0.00023477+0.0012808i,-0.00074608+0.00097759i,-0.00048768-0.00050211i,-0.0011624-0.00097787i,-0.00060742-0.00028004i,0.00014316-0.00019139i,-0.00060655-2.5709e-05i,-0.00084006-0.00029437i,-0.0004289-0.00038435i,-0.00011203+0.00050688i,0.00040769+0.00053804i,0.00077157+0.00051461i,0.00045669+0.00026492i
0.0033506-0.00030438i,0.0023727-0.0010415i,0.00013896-0.001291i,-0.0010651-0.0015533i,-0.00070488-0.0018206i,-0.00041215-0.0023708i,-0.00030648-0.0028719i,-0.00010968-0.0018015i,8.4393e-05+0.00034304i,3.4426e-05+0.0018038i,-0.00045656+0.0013164i,-0.00068301+0.00067137i,-0.00034258+0.00071701i,0.00050626+8.5422e-05i,0.00084276-0.0004917i,0.00027549-0.0004367i,-0.00019312-0.00053776i,-7.8313e-05-0.00054761i,-1.3329e-05-0.00046863i,-7.265e-05-0.00051427i,-0.00021913-0.0005371i,-0.00031283-0.00014964i,-0.00092995+0.00065999i
0.004212+0.0037361i,0.005121+0.0014706i,0.0047285-0.00081535i,0.0031213-0.0015075i,0.0016253-0.0027126i,-9.4247e-05-0.0027073i,-0.0010344-0.0012681i,-0.0011513-0.00022289i,-0.00033902-0.00048253i,0.00044154-0.0007705i,-0.00018446-5.9072e-05i,-0.0009403+0.00090352i,-0.0016509+0.00067369i,-0.0022044-0.00013315i,-0.0016258-0.00067027i,-0.0013118-0.00049013i,-0.00045552+8.0875e-06i,5.8119e-05-9.494e-05i,-0.00057995-0.00037885i,-0.000498-0.00038818i,4.0752e-05-0.00016829i,-0.00035781-0.00059378i,-0.00059723-0.001255i
-0.0021112+0.00087881i,-0.0008793-0.0002469i,0.00024705+0.00019752i,0.00084436+0.00026189i,0.0010316-0.00018385i,0.00022294-0.00076787i,-0.00020581-0.0012002i,-0.0011605-0.0012968i,-0.0012032-0.0014878i,-7.744e-05-0.00085806i,0.0002341+0.00011571i,0.00048171+0.00016926i,-2.3057e-05+6.2078e-05i,-0.00049805-0.00023651i,-0.00066355-0.00055845i,-0.00065759-0.00013345i,-0.00016211-2.4692e-06i,-6.1945e-05-0.00054706i,-3.3405e-05-0.00083241i,0.00043242-0.00032776i,0.00032013-0.00048713i,0.00010286-0.00017792i,-4.491e-05+5.7419e-05i
-0.0010016-0.0040041i,-0.001481-0.0027366i,-0.002378-0.0014592i,-0.0021433-0.00022476i,-0.0013291+0.00037609i,-0.00044808+0.00017569i,-0.00041821-0.00024788i,-0.00070848-0.00050364i,-0.00045385+0.00020796i,-2.7403e-05+0.00050504i,0.0002153+0.0008248i,-0.00023554+0.00082962i,-0.0006569+0.001122i,-0.00056724+0.0012826i,-0.00034419+0.00027224i,-0.00015482-0.00011858i,-0.00071837+4.6866e-05i,-0.0011917+0.000293i,-0.0010585+0.00059953i,-0.00040932+0.00021553i,0.00022866+0.00039466i,0.00023578+0.00059079i,-0.00038816-0.00012239i
0.0025706-0.001612i,0.0016204-0.00082478i,0.00042159-0.0014699i,0.00015098-0.00098015i,0.00035453-0.00068678i,0.0012513-0.0016887i,0.00044753-0.001381i,-0.0012695-0.00086532i,-0.00073581+0.00028261i,2.4711e-05+0.00071184i,8.4033e-05+0.00016013i,-0.00063202+0.00097857i,-0.0010244+0.0011079i,-0.00032429+0.00077691i,0.00026643+0.00076528i,8.5967e-05+0.00033982i,-0.0005625+0.00032891i,2.9166e-05-0.00059827i,0.00049276-0.0007678i,9.7185e-05-0.00049938i,-0.00035881-0.00086068i,-0.00029262-0.00011552i,-3.545e-05+0.00065487i
0.0013971+0.0007617i,0.001644-0.0017534i,0.0012549-0.0023051i,0.00059031-0.0020958i,-5.2156e-06-0.0017504i,-0.00027305-0.0018758i,3.3124e-05-0.0018786i,-0.00057001-0.0014891i,-0.00042581-0.0011277i,0.00040305-0.00086231i,0.00029235-0.0010375i,-0.00068894-0.00021966i,-0.00075306+0.00088877i,-3.8376e-05+0.0014578i,6.291e-05+0.00093172i,0.00029534+0.00055945i,0.00057456-8.4994e-06i,-0.00017168-0.00065626i,-0.00058223-0.00037623i,1.4133e-05-0.00022645i,0.00054409-0.00024173i,0.0002044-0.00059982i,0.00019785-0.0013818i
9.4937e-05+3.2583e-05i,0.0010442+0.00024758i,0.00074923-0.001117i,-9.6955e-05-0.0020864i,-0.00018286-0.0023063i,7.5182e-06-0.0020871i,-0.00016086-0.0016819i,-0.00029934-0.00075589i,-0.00011312-0.00028627i,-0.00075494-0.00033294i,-0.00062143+2.9861e-05i,0.0001327-3.9398e-06i,0.00050063+0.00025197i,-0.00026832-2.2551e-05i,-0.00097185-0.00038329i,-0.00074216-0.00067005i,-0.0008122-0.001006i,-0.00048991-0.00042277i,0.00010171+0.00016104i,0.00026997-0.00019777i,0.00082617+9.3178e-06i,0.00078401+0.00022941i,-9.4887e-05-0.00055942i
0.00072271-0.0019111i,-0.00071183-0.0016801i,-0.00032074-0.0018673i,0.00071011-0.001333i,0.00037848-0.0013117i,-0.00060538-0.00083282i,-0.0011357-0.00038071i,-0.00066995-0.00079682i,-0.00024229-0.00052921i,-0.0002624-2.307e-05i,6.5078e-05+0.00061375i,0.00097975+0.0010551i,0.0008971+0.00053025i,-0.00030389-0.00046464i,-0.0011054-0.00043439i,-0.00036642+0.00058129i,-0.00023993+0.00032256i,7.8474e-05-0.00062788i,0.0010459-0.00039536i,0.00071555+0.0001353i,0.00083427-8.473e-05i,0.0011761-0.0003071i,-8.1241e-05-8.244e-06i
0.0013553-0.001036i,0.00045936-0.00050509i,-0.00086027-0.00025828i,-0.0007263+0.0001693i,0.00044658+0.00017162i,0.00088187+0.00022622i,0.00021427-0.00084017i,-0.00041933-0.0020805i,-0.00049264-0.0013863i,-0.00098987+0.00028958i,-0.0011694+0.00075011i,-0.00048282+0.00011358i,0.00041059-0.00023617i,0.00059253+3.4705e-05i,9.4517e-05+0.00072308i,0.00014957+0.00038365i,0.00047936-0.00020776i,0.000578+0.00021345i,0.00068808+0.00045635i,0.00058724-0.00012008i,0.00034633-0.00060691i,-0.00017896-0.00021168i,-0.00074757+5.8043e-05i
0.0012714+0.0019087i,0.0016469-0.00060278i,0.0017561-0.0025393i,0.0013358-0.0030019i,0.00076074-0.0032833i,-0.00015812-0.0028018i,-0.00024163-0.0019383i,0.00024206-0.00085827i,0.00017796-0.00039989i,-0.0004512-0.00052152i,-0.00079614-0.00066457i,-0.00055479+0.0002616i,-0.00037426+0.00091432i,-0.00012627+6.2015e-05i,0.00026622+1.7671e-05i,0.0003323+0.00029695i,-2.6341e-05+0.0007309i,1.8251e-05+0.00047022i,8.1011e-06-0.001056i,0.00048586-0.0012202i,0.0012937-0.00057208i,0.00078465-0.00044685i,-0.00017126-0.00080771i
-0.0026777-0.0019882i,-0.0016435-0.0018654i,-0.0012962-0.00088266i,-0.0020847-0.0010423i,-0.001781-0.0010342i,-0.00070731-0.0013288i,-0.00027131-0.0015653i,-9.003e-05-0.00067341i,0.00010146-0.00024561i,-0.00014868+5.4128e-06i,4.1852e-05+0.00060203i,0.00042029+0.00097863i,9.3463e-05+0.00041172i,-6.3048e-05+0.00044042i,-2.3202e-05+0.00034068i,-0.00017299-0.00067833i,-0.00013219-0.00072488i,0.00027592-0.0002132i,0.00072562-1.1426e-05i,0.00035016+0.00027291i,-0.00013806+0.00053602i,-0.00030691+9.2205e-05i,-0.00022948-0.00031587i
0.0038147-0.00079967i,0.0037702-0.00025289i,0.0037652-0.0010718i,0.0024497-0.0026585i,0.0005918-0.0030263i,-0.0011565-0.0017796i,-0.0023839-0.00065956i,-0.0021175+0.00031734i,-0.00090337+0.0011078i,-0.00030396+0.00081882i,-0.00089081+0.00021151i,-0.0012629+0.00032912i,-0.00078634+0.00037512i,-0.00054376+0.00058419i,-0.00039659+0.00064541i,-0.00083265+0.00034057i,-0.00077265+8.2663e-05i,-0.000105+0.00048272i,2.7096e-05+0.0010472i,-4.7296e-05+0.00063731i,0.00030521+4.6389e-05i,0.0005795-0.00024866i,0.00025853-0.0003385i
0.0013621-0.0020474i,0.0011238-0.0025958i,3.1873e-06-0.0025792i,-1.5195e-05-0.0014819i,0.00020791-0.00029472i,0.00039545-0.00025801i,0.00034676-0.00083128i,-0.00027263-0.00074926i,-0.00056389-0.00041849i,-0.00056119-0.0009073i,-0.00089199-0.0005077i,-0.00085494+0.00083482i,-0.00031113+0.0010456i,0.00035396+0.00067216i,0.0010509+0.00013878i,0.00093125-0.00024948i,-0.00060354-0.00030993i,-0.0013674-0.00057412i,-0.00081311-0.0007029i,-0.00026426-0.00047023i,-0.00045911-0.00042953i,-0.00077341-0.00080144i,-0.0010948-0.0010363i
-0.00046307+0.0014371i,-0.00063299+0.00054681i,-0.0011952+6.3367e-05i,-0.00093865-0.00076971i,-9.5774e-05-0.0013613i,0.00058802-0.0011484i,0.00051548-0.0015083i,-0.00030208-0.0017897i,-0.0005099-0.001479i,-0.00032374-0.00025752i,-0.00062403+0.0004409i,-0.00067759-0.00031916i,0.00020426-0.00075448i,8.2755e-06-0.00046395i,-0.00042658-0.00037709i,0.00019519-0.00019799i,0.00050805-2.5378e-05i,-0.00012833+0.00042744i,-0.00016686+0.00058115i,0.0005872+0.00046221i,0.00027465+0.00049342i,-0.00022553+0.00039561i,-0.00051994+0.00053208i
-0.0005991-0.00099034i,0.0017794-0.00029242i,0.0025374+0.00036692i,0.0013894+0.00090359i,0.0009652+0.0004756i,0.0012051-0.00097659i,0.00083774-0.0021469i,-0.00034364-0.0013912i,-0.00072291+6.2256e-05i,-0.0010332+0.00070965i,-0.0012252+0.00049516i,-0.0011792+0.00067811i,-0.0006697+0.00046742i,-0.00021362-0.00014967i,0.00061513-0.00018503i,0.00082676+0.00033262i,-0.000435+0.00067567i,-0.0012919+0.00045509i,-0.001854-0.00053561i,-0.0011007-0.00074332i,-0.00028205-0.0002797i,-0.00065855+2.7838e-05i,-0.00087681-4.2413e-05i
