-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
-0.00022562-6.8376e-05i,-0.0013455+0.00063176i,-0.0019217+0.00095583i,-0.0014954+0.00099959i,-0.00072287+0.0012978i,-0.00065027+0.001284i,-0.0005421+0.00049397i,-2.1927e-06-0.00065336i,0.00027681-0.00099875i,0.00044744-0.0010553i,0.00043353-0.0013372i,0.00036294-0.0010134i,-0.00015982-0.00054934i,-0.00066805-0.00039448i,-0.00070942+1.2275e-05i,-0.00097651-4.8833e-05i,-0.0012678-0.00039337i,-0.00067137-0.00046879i,-4.3464e-05-4.9535e-05i,0.00059226+0.00041902i,0.00073226+0.00063674i,3.4271e-06+0.00080306i,-0.00045338-3.8737e-05i
0.00086957-0.00070942i,-0.00016329-0.001487i,-0.0010134-0.0012791i,-0.00099373-0.00088487i,-0.00037899-0.00055375i,-1.6744e-05+0.0010092i,0.00020269+0.0017897i,0.0011133+0.0014371i,0.0018801-0.00018916i,0.0019213-0.0016532i,0.0012373-0.0018496i,0.00028204-0.0015865i,0.0001584-0.0010412i,0.00041963-0.00016514i,-0.00040509+0.00064224i,-0.00076198+1.1668e-05i,-0.00047077+1.9638e-05i,-0.00079624+0.00011142i,-0.001008-0.00031837i,-0.00041692+0.0001094i,0.00030465+0.00080335i,-2.456e-05+0.0015017i,-0.00046174+0.0014603i
-0.0003882-0.0016463i,-0.00068373-0.0021271i,-0.0019911-0.0015133i,-0.0022301-0.0004375i,-0.0012376+0.00051853i,-0.00071698+0.0012501i,9.9393e-05+0.0015184i,0.0013525+0.001399i,0.0018402+0.00068583i,0.0018364-0.00074336i,0.0016354-0.0013551i,0.00068377-0.0010353i,-0.00074248-0.0011273i,-0.0014681-0.0013924i,-0.0016397-0.0011476i,-0.0009498-0.00011245i,-1.5948e-05+0.00027011i,0.00041355-7.05e-05i,0.00069162-0.00029141i,0.0003234-0.00022257i,5.0705e-05+2.1865e-05i,0.00050906+2.3713e-05i,0.00066896-3.4537e-05i
0.0023403+0.0011036i,0.0017501+0.00078656i,0.0011799-0.00047275i,-0.00010618-0.0017648i,-0.00096558-0.00081683i,-0.0011445+0.00081425i,0.00097693+0.0017093i,0.0037225+0.0016102i,0.0058626-0.00082478i,0.0064769-0.003727i,0.0042257-0.0045029i,0.0015986-0.0028885i,-7.8609e-05-0.0022775i,-0.00049344-0.0023707i,2.5648e-05-0.0012066i,-0.00046563+0.00013823i,-0.001126+0.00022477i,-0.00068659-0.0002488i,-2.5879e-07-7.3348e-05i,0.00018+6.7435e-06i,0.00026854+0.00025229i,0.00056121+0.00024219i,0.00097434-0.00022641i
0.00038786-0.0020146i,-0.00032179-0.0010944i,-0.0018344+0.00040309i,-0.0018481+0.00056282i,-0.00067252-0.00010355i,-0.0010363-0.00060013i,-0.0034038-0.00094905i,-0.0047973-0.0012943i,-0.0045212-0.00081369i,-0.0036895+0.00051884i,-0.002654+0.0018157i,-0.00057865+0.0024437i,0.00062975+0.0014303i,0.00065497+0.00035061i,0.0012127+0.00029341i,0.00078805+0.00043416i,3.3457e-05+0.00028512i,0.00013344+5.5861e-05i,0.00046178+0.00014293i,0.00036992+0.00011314i,0.00058827+2.6997e-06i,0.00059931-0.00022247i,0.00037955-0.00059233i
-0.0005719+0.00049568i,-0.00031183+0.00053803i,-3.254e-05+0.00052917i,0.00079067+0.0003663i,0.00095424+0.00038241i,-0.00018852-5.1287e-05i,-0.001049-0.0002555i,-0.0015473+0.00031064i,-0.0019631+0.00067235i,-0.0017672+0.00062826i,-0.00037771+0.00058337i,0.00044949+0.00057605i,0.00047588+2.3397e-05i,0.0008389-6.1827e-05i,0.00025806-9.0569e-05i,-0.00048284-0.00046184i,-0.0003497+0.00032969i,0.00025305+0.0010561i,0.00034828+0.00098461i,4.971e-05+0.00071218i,0.00040807+0.00025473i,0.00043783-0.00038886i,-6.8141e-05+2.8148e-05i
-8.0034e-05-0.00072009i,-0.0011029-0.00085335i,-0.001682-0.00099626i,-0.0013179-4.5507e-05i,-0.00099568+0.00074941i,-0.00092745+0.00036i,-0.00093103-0.00069007i,-0.0012094-0.00086367i,-0.0010319-0.0003258i,-0.0010814-0.00022249i,-0.00045218-0.00033033i,0.00026963-0.00041565i,0.00078889+0.00016011i,0.00064161+0.00053596i,-2.7558e-05-0.00059797i,0.00012224-0.00081859i,-8.4786e-05-6.6257e-05i,-0.00042783+0.00013947i,-0.00043278+0.00012173i,-0.00083471+0.0003313i,-0.00069112+0.00053383i,-0.00032268+0.00053809i,0.00070861+0.00044573i
9.5614e-05-0.0024832i,-0.0007663-0.0012808i,-0.0018518-0.00054764i,-0.0017427+0.00063085i,-0.0010604+0.0011332i,-0.00048374+0.0011663i,-0.00063559+0.0005978i,-0.00097835-0.00082573i,-0.00081358-0.0014578i,-0.0014903-0.00092237i,-0.0015438-0.0003605i,-0.0011107+0.00041612i,-0.00059614+0.00031159i,0.00045361-0.00030948i,0.00061668+8.4122e-05i,0.00028524+5.2209e-05i,-9.7011e-05-0.00029676i,-0.00045508-0.00018324i,0.00013538-0.00053033i,4.5203e-05+8.698e-05i,-0.00011543+0.00061016i,0.00073772+0.00054166i,0.0005123+0.00033367i
-0.001493-5.4047e-05i,-0.0019612+0.0011404i,-0.0018052+0.0013083i,-0.0014318+0.0010873i,-0.0012357+0.0012167i,-5.6424e-05+0.0013253i,-0.00038062+0.00035282i,-0.0012568-0.0012807i,-0.00077368-0.0020052i,-0.00066549-0.00121i,-0.00013101-0.00041203i,0.00078312+0.00020914i,0.00055871+0.0002374i,8.1806e-05-0.00035148i,-0.0003183-0.00082797i,0.00030217-0.0008082i,0.00047851-0.0008386i,-0.00010954-0.0010445i,-0.00043961-0.0006285i,-0.00071916-0.00026932i,-0.00037433-0.00025763i,0.00052712-0.00033053i,0.0011415+0.00010202i
0.00089643-0.0017273i,0.00016348-0.0012377i,-0.0010621-0.00055244i,-0.0011576+0.001087i,7.4084e-06+0.0020838i,0.00077632+0.00076248i,0.00010798-0.00036652i,-0.0010813-0.00061936i,-0.0014077-0.00020262i,-0.0011292+0.00038677i,-0.0010379-6.2576e-05i,-0.0002876-0.00023242i,0.00043895-0.00048705i,0.00027507-0.00071186i,0.00016525+3.2171e-05i,0.00049683+0.00071449i,0.00044868+0.00031421i,0.00025149-0.00035198i,0.00030234-3.9389e-05i,0.00013811+0.00024368i,-0.00026616+0.0002064i,-0.0006252-0.00041241i,-8.0366e-05-0.00051529i
-0.00011146+0.0006555i,0.00059856-0.00022286i,0.00034107-0.00010216i,0.00064495-7.1614e-06i,0.0010067-0.00033034i,0.00041471-0.0010728i,-0.00082039-0.00050163i,-0.0012491+7.4833e-05i,-0.00041356-0.0002898i,0.00019783+0.00011475i,0.00032193-4.5556e-06i,0.00011603-0.00048269i,0.00021324-0.00041087i,0.00066919+5.1539e-05i,0.00050454-0.00018496i,0.00063983-0.00016012i,0.00057603+8.6269e-05i,-0.00013322-1.565e-05i,-0.00080284-0.00026844i,-0.00086762-0.00023577i,-0.00058574+0.00024785i,-0.00020433-0.00027603i,0.00078589-0.00016059i
-0.00042913-0.0010982i,-0.00079052-0.00098121i,-0.0015327-0.00042279i,-0.0015687-0.00032971i,-0.00061435-3.7593e-05i,-1.5629e-05+0.00026263i,-0.00092806+0.00020352i,-0.00086105+0.00055337i,-0.00026274+0.00049337i,-0.00042339-0.00050402i,-0.00030013-0.0011188i,-0.00030183-0.0011149i,-2.6281e-05-0.00039334i,0.00010544-0.0001081i,-0.00040469-0.00036339i,-0.00052413-0.00019585i,-0.00016281-0.00046997i,0.00018568-0.0016641i,-0.00020784-0.0015115i,-0.00014707-0.0011712i,0.00035746-0.00095286i,-8.3154e-05-0.00019364i,-0.00040787-0.00028002i
0.0011685-0.0017178i,0.00054237-0.0013975i,-0.0014772-0.0011665i,-0.0020596-0.0003474i,-0.00085359+0.00051236i,-0.00088061+0.00044754i,-0.0018013-3.835e-05i,-0.0014508-0.00064869i,3.0603e-05-0.0008099i,0.00052907-0.00034696i,-0.00032696-0.00016742i,-0.00044618+0.00034033i,-0.00044636+0.00080402i,-0.0007237+0.00035073i,-0.00039003+0.00028437i,-0.00028787+8.766e-05i,-5.0124e-05+1.8359e-05i,0.00028056+0.00050019i,4.6139e-05+0.00029i,-0.00013127-0.00038039i,-4.2088e-05-0.00032578i,-0.00039673+0.00017326i,-0.00085735+0.00061464i
0.00040698+0.00043237i,-0.00068455-5.6634e-05i,-0.00089197-0.00039701i,-0.00021084-6.0379e-05i,-0.00053072-0.00016795i,-0.00096619-0.0002603i,-0.00109-1.4143e-05i,-0.00088404-0.00046343i,-0.00032791-0.0002903i,0.00033902+6.0354e-05i,0.00047243+7.1815e-05i,-0.00032247+0.00018495i,-0.00067167+0.00057551i,2.1623e-05+0.0010273i,-5.803e-05+0.00078103i,-0.00073711+0.00024175i,-0.00077046+0.00017603i,9.4547e-05-5.1707e-05i,0.00048083-0.00091393i,-0.00035024-0.0011716i,-0.00083317-0.00049147i,-0.00016908-8.6968e-06i,0.00017603+0.0001584i
-0.0015882-1.1095e-05i,-0.0014709+0.0002375i,-0.0019247+0.00053867i,-0.0014878+0.0011783i,0.00033036+0.0014119i,0.00033954+0.00081735i,-0.0010698+0.00025177i,-0.00079198+0.00053382i,-0.00035261+0.00081859i,-0.00074924+0.00088952i,-0.00049401+0.00046074i,3.0902e-05+0.0003688i,4.9647e-05+0.00043457i,0.0002605+3.3478e-06i,0.0004065-0.00012619i,4.0444e-06-0.00012118i,-0.00017411+0.00014408i,-2.9483e-05+0.00049984i,-0.00013128+4.1953e-05i,0.00048005+0.00028288i,0.00074609+0.00039298i,0.00047867+0.00048338i,5.3057e-05+0.00055562i
-0.00055524+0.0011119i,-0.00060717+0.001466i,-1.5765e-05+0.0015093i,-0.00014735+0.00090335i,-0.00016565+0.00052955i,0.0006564+0.00056993i,-0.00034312+0.0004638i,-0.00095458+0.00014583i,-0.00066469-0.00039855i,-0.00042582-0.00091179i,-0.00017016-0.00075929i,-0.00045202-0.00037411i,-0.00054852-0.0006664i,-0.00026604-0.0010263i,-0.00027591-0.00053779i,-0.00056822+8.4624e-05i,-0.00056842+0.00031077i,-0.00033804+0.0002571i,-0.0002846+0.00039286i,-0.00060756+0.00047735i,2.8256e-05+0.0002077i,0.00086212+9.676e-05i,0.00052069+0.00019801i
-0.00030652+0.00023247i,-0.00098628+0.00010551i,-0.0013556+0.00095537i,-0.00049463+0.0017559i,0.00045008+0.0018939i,0.00010717+0.00041996i,-0.00060992-0.00081751i,-0.00085715-0.0011886i,-0.00083727-0.0011306i,-0.0003303-0.00024813i,-0.00042248+0.0003668i,-0.00084992+1.8611e-05i,-0.0006304-8.8512e-05i,-6.8523e-05-0.00023651i,0.00043916-0.00046637i,0.00039357-0.00051262i,0.00037114-4.6679e-06i,-0.00017783+0.00025429i,-0.00055851+1.7784e-06i,-0.00027751+7.5152e-05i,-0.00022795+0.00012771i,0.00020628+0.00060187i,0.00019604+0.00071838i
-0.00017934+0.00066822i,-0.00020614+2.3214e-05i,0.00015868-0.00037474i,-0.00025206+0.00010989i,-0.00048067+3.7404e-05i,-0.00041921-0.00080553i,-0.0008237-0.001197i,-0.00084277-0.00044766i,-0.00087668-1.1357e-05i,-0.000676-0.00043673i,-0.00015397-0.00072164i,0.00052247-0.00049964i,0.00097656-0.00028262i,0.00036269-0.00044147i,-0.00034078-0.00039287i,-0.0001437-0.00013494i,-0.00029694-0.00064922i,7.5427e-05-0.00048149i,0.00015224+0.00053185i,-0.00058362+0.0007906i,-0.00053449+0.00065447i,-0.00035378+0.00072492i,-0.00021298+0.00038843i
0.00061906-0.00098019i,0.00051235-0.00073066i,0.00049146+0.00027453i,-0.00046468+0.00010388i,-0.00070315-0.00026019i,-0.0006587-0.00029427i,-0.001115+7.6155e-05i,-0.0013938+0.00038063i,-0.00099913-0.00019795i,-0.00057407-0.00020077i,-0.00044786+0.00018483i,8.6205e-05+2.1893e-05i,0.00023679-0.00017136i,0.00038342-0.00044288i,0.0012449-0.00079464i,0.00087206-0.00030844i,-0.00030134+0.00020003i,-0.00023885+4.3999e-05i,-4.6143e-05-0.00016383i,-0.00010301+0.00017422i,-0.0001374+0.00075604i,-0.00062228+0.0010815i,-0.0006166+0.00078181i
0.0010419-0.0029021i,0.00066312-0.0033531i,-0.00041941-0.0023608i,-0.0004882-0.00075679i,-0.00029144+0.00036945i,-0.00037284+0.0014252i,-0.0010173+0.0011501i,-0.0014041+0.00023018i,-0.0012222-0.00031682i,-0.00061895-0.00071747i,-0.00034507-4.9304e-05i,-0.0010623+0.00026813i,-0.00075909-0.00041524i,-6.3002e-05-0.00012948i,0.00012644+0.00081023i,0.00069747+8.1799e-05i,0.0011494-0.00049613i,-4.5257e-06-0.0002193i,-0.00073837+1.5462e-05i,-0.00050414+0.00042042i,7.4159e-06+0.00017093i,0.00061669+2.8356e-05i,0.00054104+0.00081417i
0.0017961+0.0016901i,-0.00011094+0.00043957i,-0.0013937-2.3105e-05i,-0.0015097-3.0044e-06i,-0.00090528+0.00043244i,-0.00097558+0.0012864i,-0.0016741+0.00034766i,-0.0007283-0.0009108i,0.00058603-0.00075547i,0.00055212-0.00039894i,-0.00057909-0.00050997i,-0.0011784-0.00061006i,-0.0005009-0.00071203i,0.0011265-0.00062668i,0.0011044-0.00026986i,-8.4897e-05+0.00014349i,0.00016298+0.00044648i,0.00040212+0.00048778i,0.00036359+0.00030313i,0.00058652+6.0368e-05i,0.00023164+0.00041688i,7.3109e-05+0.0014638i,0.000477+0.0011844i
0.00039765-0.0011013i,7.588e-05-0.0015399i,-0.00094251-0.001682i,-0.0017297-0.00058987i,-0.0015593+0.00020868i,-0.0012771+0.00022247i,-0.0015052-0.00019757i,-0.001309-0.000391i,-0.00059933+0.00018274i,-4.3442e-05+2.145e-05i,0.00018826-0.00027394i,0.00018667-5.6309e-05i,-0.00011112+0.00030161i,-8.4393e-05+0.00027947i,0.0002448+0.00015521i,-0.00025595+0.0004513i,-0.00074002+0.00036801i,-0.00083167+0.00042565i,-0.00037311+0.00047558i,5.3268e-05+0.00065381i,0.00019157+0.0007278i,6.0585e-05+0.00066387i,-0.00019278+0.00079419i
-0.0002395+0.00014572i,-0.00020349-0.00011842i,0.0002909-7.303e-05i,0.00064202+0.00032902i,0.00055982+0.0001415i,0.00041113-0.00038453i,0.00038351-0.00046225i,0.00038343-0.00069214i,0.00083781-0.00082999i,0.00046612-0.00078867i,-8.4701e-05-0.00066466i,0.00014484-0.00029724i,0.00029871-1.1532e-05i,-0.00017185-0.00033393i,-0.00066475+7.4959e-05i,-0.00077067+0.00046173i,-0.00055782-0.00017384i,-0.00090034-0.00041423i,-0.000675-0.00015909i,-0.00051442+0.00025606i,-0.00020014+0.00070374i,0.00069679+0.0008965i,-0.00011134+0.00035379i
-0.0012185+0.0003946i,-0.0012283+0.0015159i,-0.0017323+0.0016443i,-0.001626+0.0013227i,-0.00062464+0.00098474i,0.00018931-1.9098e-05i,-0.00024433-0.00054818i,-0.0010508-0.00039425i,-0.0010545-0.00060044i,-0.00084011-0.00063451i,-0.0010306-0.00022441i,-0.00079989-6.3643e-05i,-0.00023733-0.00022233i,0.00010634-8.7752e-05i,-0.00056906+0.0005043i,-0.00033883+0.00049634i,0.00084877-0.00032195i,0.00053282+0.00047269i,-5.6056e-05+0.00040291i,-8.1111e-05-0.00042336i,3.9603e-05-0.00029738i,2.6046e-05+0.00078482i,-9.4852e-05+0.001024i
0.0020714+0.00076077i,0.0025757-0.00086575i,0.002858-0.00070649i,0.0020797+0.00025607i,0.0010389-0.00010832i,-0.00057-0.00054068i,-0.0013244-0.00042244i,-0.00081458-0.00066133i,-6.2831e-05-0.0010244i,9.3109e-05-0.0013672i,-0.00027832-0.0015495i,-0.00035961-0.00060562i,0.00021091+0.00077406i,-0.0001857+0.0010052i,-0.00013853+0.00069402i,0.00020173+0.00049475i,-0.00018237+0.00048869i,-0.00066691-6.7896e-05i,-0.00059667-0.00036698i,-0.00059504+0.0004078i,-0.00023954+0.00084416i,0.00031284+0.00085617i,0.00019442+0.0003654i
-0.00016583+0.00097028i,-0.000406+0.00092935i,-0.00015296+0.00034879i,-0.00053173+0.00019169i,-0.0004021-0.00028211i,-0.0008254-0.00029022i,-0.0010723-0.00022467i,-0.00084237+0.00035525i,-0.00083424+0.00048444i,-0.00037566-0.00089483i,0.00047728-0.0011554i,-0.00019008-0.00040705i,-0.0013552-0.00033038i,-0.00065528-0.00052573i,0.00028784-0.00070439i,-3.0349e-05-8.3841e-05i,-0.00096243+0.0002626i,-0.00078144-0.00042746i,0.00038646-0.00018658i,0.00029283-0.0004869i,-9.9747e-05-0.00027472i,0.00034293+0.0011725i,0.00067313+0.0012178i
0.00085347-0.00058108i,0.00061085-0.0016106i,0.00050591-0.00096376i,0.00036871-0.0002567i,-0.00037279+0.00028252i,-0.0012682+0.00014031i,-0.0011273-5.3067e-05i,-0.00058055-0.000717i,-0.00048512-0.0013365i,-0.0003672-0.00064084i,3.8116e-05+0.0003424i,7.7296e-05+0.00043159i,-0.00071336-0.00035944i,-0.0007111-0.00062994i,0.00020721-0.00023328i,2.3926e-06+4.8562e-05i,5.0304e-06-0.00017384i,0.00018894-1.6976e-05i,-0.00026544+0.00011901i,-6.2149e-05+8.9506e-05i,0.0012895+0.00010573i,0.0019329-0.00017945i,0.0014193-0.00075936i
0.00017172-0.0014975i,-0.00037567-0.002094i,-0.00072353-0.0015891i,-0.0010646-0.00028024i,-0.0017392+0.00079937i,-0.001738+0.000329i,-0.00080961-0.00076552i,-0.00011293-0.0016716i,-0.00037329-0.0014122i,-0.00039668-0.00065626i,0.0002865+0.00017031i,0.00053858+0.00052327i,0.00047628+0.00049566i,-0.00011254-0.00019965i,-0.0003278-0.0010058i,0.00030856-0.00084185i,3.7246e-05+6.4765e-05i,-0.00040697+0.00076657i,-0.00035495-0.00032769i,-0.00021285-0.00089122i,-9.7984e-05-0.00045662i,0.00011063-0.00030676i,-5.3822e-05-1.7817e-05i
-0.0023388+0.0018528i,-0.0013292+0.0018989i,-0.00065261+0.0012575i,-0.00069912+0.0014663i,-4.7588e-06+0.0017957i,0.00053384+0.00046068i,-8.1557e-05-0.00030169i,-0.00068841-0.00043601i,-0.00075857-0.0006291i,-0.00037744-0.00020754i,0.00014839-0.00010746i,0.00054244-0.00056607i,0.00041053-0.00053541i,-8.4046e-05-0.00055063i,-0.00027228-0.00071418i,-0.00016885-0.00045368i,-2.0137e-05+2.6704e-05i,-0.00020749+0.00014207i,-0.00011028+6.0869e-06i,0.00025693-5.1846e-06i,-0.00033538-0.00033963i,-0.00013474-0.00033278i,0.00052295+0.00040869i
0.00018041-0.0026077i,-0.0015442-0.0025984i,-0.0014508-0.0017232i,-0.0010216-0.00072263i,-0.0010182-3.5585e-05i,-0.001361+0.00048703i,-0.0016795+0.00050122i,-0.00063775+4.2598e-05i,0.000157-0.00020053i,-0.00038006-0.00056754i,-0.00085286-0.00044782i,-0.0005703-0.00025244i,-0.00014292-0.00024513i,-4.0799e-05+0.00028979i,9.0671e-05-9.7064e-05i,0.00042243-0.00075832i,0.00031285-0.00041785i,0.00039191-4.1029e-05i,0.00056191+0.00022196i,-0.00041341+0.00070632i,-0.00048035+0.00059203i,0.0002331+0.00069636i,0.00012576+0.00044168i
0.00029787+0.00040484i,0.0011966-0.00035039i,0.0011373-0.00084933i,-0.00019453-0.0010029i,-0.00014121-0.00043976i,0.00024791-0.00011229i,0.00018377-0.00079164i,-0.00048212-0.00080971i,-0.0006307-0.00076002i,0.00036967-0.0010581i,0.00052655-0.0003762i,-3.9446e-06-0.00030533i,1.0299e-05-0.00030804i,0.00013347-0.00019535i,0.0006758-0.00015106i,0.00038135+7.3747e-05i,-5.2068e-05+0.00046502i,0.00031552+0.00067733i,7.734e-05+0.0009229i,-0.00045879+0.00056977i,-0.00057208+6.0604e-07i,3.8963e-05+0.00017088i,0.00070639-0.00011101i
-0.001079+0.0014132i,-0.0017971+0.0012443i,-0.00068091+0.00051197i,0.00049627+0.00043086i,0.00031754+0.00081026i,-0.00071219+0.00036876i,-0.00086323+0.00012775i,-0.00015099-0.0003885i,-2.9286e-05-0.0011498i,0.00026493-0.00116i,0.00050558-0.00062895i,0.00036714+0.00032141i,0.00012021+0.00085955i,0.00043356+0.0011371i,0.00054242-7.9325e-05i,0.00014887-0.00079446i,-0.00013154-0.00057865i,-0.00023153+6.7263e-05i,-0.00028438+0.00089509i,-0.00061637+0.00062371i,-0.00043722+0.00045121i,-0.00014542+0.00021629i,0.00028686+0.00016149i
0.00041555+0.0010194i,0.00022172+0.00063733i,-0.00058153+0.00034629i,-0.00050905+0.00070875i,-0.00034296+0.00059806i,-0.00023395-0.00022972i,-0.00060815-0.00070725i,-0.0011638-0.00063915i,-0.00045254-0.00090931i,-0.00010046-0.00042442i,4.1079e-05+0.00044287i,0.00070531-0.00031233i,0.0011069-0.0017665i,0.0017482-0.0018649i,0.0019039-0.00056999i,0.0010508-2.7313e-05i,-4.9849e-05-0.0001814i,-0.0011208+5.7249e-05i,-0.00023144+0.00012085i,0.0013276-0.00014127i,0.0010504+0.00018521i,-5.8359e-05+1.0269e-05i,-0.00027294-0.00069809i
0.00067927+0.0012552i,0.00079699+0.00138i,0.0012445+0.0011889i,0.0011236+0.00020557i,0.00068116+6.1387e-05i,-8.8426e-05+9.4827e-05i,-0.00063559+0.00013164i,-0.00064445+0.00040729i,5.2064e-05-0.00023086i,0.0002814-0.00020928i,0.0001951-0.00050597i,0.00055821-0.00024674i,0.00031557+0.00094669i,-2.4369e-05+0.00050158i,-0.00053313-9.766e-05i,-0.0008633-0.0003956i,-0.0004763-0.00064392i,-0.00050877+2.455e-05i,-0.00045146+8.7692e-05i,-0.00029932+7.7266e-05i,-4.7946e-05+0.00064695i,0.00020921+0.00096838i,9.2934e-05+0.0012837i
-0.0021034-0.002109i,-0.002509-0.0013318i,-0.0017936-0.001195i,-0.0017372-3.1085e-05i,-0.00128+0.0011036i,-0.00048182+0.0010383i,-0.0010152+0.00090512i,-0.0013787-7.4974e-06i,-0.00097494-0.00093239i,-0.00038155-0.00065082i,4.4009e-05-0.00033585i,-0.00010296-0.00093545i,-0.00014367-0.0016491i,-0.00017758-0.0013216i,-0.0010883-0.00089127i,-0.00066683-0.0007163i,0.00031494-0.0001546i,0.00086485-0.00051592i,0.00065156-0.00058462i,-4.0158e-05-0.00025805i,0.00020766+3.7744e-05i,0.00071109+0.00052905i,0.00045766+0.00053467i
0.0010112-0.00060587i,-0.00043125-0.0004975i,-0.0012952+0.00054559i,-0.0012436+0.0014233i,-0.000887+0.0019629i,-0.0008517+0.0015221i,-0.0010218+0.00030851i,-0.0010465-0.00033476i,-0.00075655+0.0001429i,-0.0012414+0.0011152i,-0.001371+0.0010777i,-0.00051203-5.5377e-05i,-0.00014027-0.00056373i,0.00036513-4.2682e-05i,0.00058962-0.00028132i,1.1449e-06-0.0011297i,-0.00026045-0.00087246i,0.00026287-0.00011372i,0.00073223+0.00047632i,0.00061389+0.0011474i,0.0006956+0.00088255i,0.00076624+0.00015843i,3.0362e-05-0.00022367i
0.00090451+0.00062658i,-5.6376e-05+2.5301e-05i,0.00086386-0.00067867i,0.0011646-0.00086894i,0.00037809-0.001067i,0.00028603-0.0013987i,0.0002417-0.0016863i,-0.00050552-0.00073812i,-0.00063014+0.00012518i,-0.00022043+6.4791e-05i,0.00031343+0.00032213i,0.00015148+0.00010163i,3.3242e-06-0.00052143i,0.00036075-0.00020079i,0.000379+0.00017818i,0.0005372+0.00044854i,0.00045224+0.00033634i,0.00057481+0.00010729i,0.0010286+0.0008747i,0.00083334+0.00093065i,0.0003323-0.00023686i,-2.0308e-06-0.00041649i,-0.00014554-0.00068542i
8.2701e-05-0.001195i,-0.00025325-0.0012729i,-0.00040942-0.00055409i,4.0809e-05+0.00017231i,0.0011414+0.00050471i,0.0010811+0.00036022i,-0.00039162-4.0912e-05i,-0.0010462+0.00020228i,-0.0010538+0.00069648i,-0.0013359+0.0010166i,-0.0010926+0.00017659i,0.00022136-0.00080587i,0.00095572-0.00036726i,0.0005289+0.00056058i,0.00018939+0.00041123i,0.0003192-0.0001916i,0.00054717-4.859e-06i,0.00077399-0.00061978i,0.000842-0.0010864i,-7.6803e-05+0.00038997i,-4.1249e-05+0.0012479i,0.00056745+0.0010601i,0.00049609+0.00019618i
-7.3019e-05+0.00074424i,0.00054094+0.00049786i,0.00039956+0.00014111i,-0.00021294-6.4071e-05i,-0.00013371+2.7236e-06i,0.00021296+0.0001184i,7.2749e-05+0.00032887i,-0.00063773+0.00036023i,-0.00040926+0.00047181i,0.00014392+0.00022041i,-0.00018073-0.00020792i,-0.00059284-1.4891e-05i,-0.00075137+0.00015017i,-0.0011486-0.00037812i,-0.0012291-0.00011573i,-0.0006451-0.00027728i,-0.00014733-0.00049909i,0.00038677+0.00013254i,0.0010318+0.00016891i,0.0010822+0.00016339i,0.00030006+0.00095517i,-0.0008385+0.00098751i,-0.00071781-0.00021423i
-0.0013718-0.0012449i,-0.0017265-0.00079274i,-0.0020626-0.00016238i,-0.0021008+0.00083512i,-0.0016743+0.0011775i,-0.00073769+0.001096i,-0.00052227+0.00053479i,-0.00043436-0.00021798i,-0.00040839-0.00050886i,0.00025613-0.0005441i,0.0010949+0.00039216i,0.00085415+0.00062569i,0.00046942+0.00036146i,0.00049011+0.0001591i,0.00053295-5.5952e-05i,1.7511e-05-0.00075617i,-0.00038611-0.0010696i,-7.6214e-05+0.00040097i,0.00032978+0.0011646i,0.00031314+0.00070517i,-6.9851e-05+0.00061148i,0.00025469+0.0003324i,7.2957e-05-0.00027358i
-0.0022762-0.0010206i,-0.0024064+0.00073983i,-0.004072+0.0018318i,-0.003965+0.002206i,-0.0018745+0.002302i,-0.00014026+0.0015857i,-0.00010797-3.3635e-05i,-0.00030131-0.0011422i,-0.00035563-0.00051234i,-0.00067804+0.00064347i,-0.00059432+0.00053679i,-0.00032237+4.467e-06i,-1.3154e-05-0.00057885i,0.0004905-0.00063863i,0.0007689+9.4794e-05i,0.0004442+0.00055749i,-0.00065207+0.0001596i,-0.0011198-9.5218e-06i,8.4843e-05-0.00029699i,0.00052183-0.00079345i,-0.00030399-0.00037484i,-0.00017547-0.00026993i,0.00063338-0.00041438i
-0.0014067-0.0012245i,-0.0014094-0.0014422i,-0.0013814-0.00058504i,-0.00039952+0.00086539i,0.00078105+0.0013707i,0.0012739+0.00046468i,0.00040567-0.00056014i,-0.0005501-0.00084776i,-0.00065178+9.6287e-05i,-0.00021453+0.00030764i,0.00032937-0.00043403i,0.00040227-0.00049552i,0.00059585-0.0009546i,8.5004e-05-0.0016994i,-0.00088483-0.0016176i,-0.0007942-0.00071759i,-3.9591e-05-0.00049175i,0.00015315-0.00015028i,-0.00019151+0.00058197i,-0.00047039+0.00063929i,-0.00066756-1.5176e-05i,-0.0007109-0.0001862i,-0.00070113+0.00011393i
