-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
-0.00052927-0.0010918i,-0.00050964-0.0015881i,-0.00038642-0.0012803i,-0.00030827-0.00086273i,0.00034816-0.00023787i,0.00037112-0.00029428i,0.00039076-0.00010837i,0.00094912+0.00073247i,0.0011097+0.00048499i,0.00077771+0.00028127i,0.00012087+0.00035819i,-0.00047094-0.00053557i,-0.00049998-0.0012855i,0.00035303-0.0010707i,0.0005293-0.00039869i,6.2061e-05+0.0002523i,4.7176e-06-1.7321e-06i,0.00042423+0.00010287i,0.00014348+0.00036714i,2.0826e-05-0.00022772i,0.00024567-0.00061746i,0.00051615-0.00028674i,0.00022851-7.7585e-05i
-0.00023008-0.00012544i,-0.00034169-0.00055928i,-0.00031922-0.00041314i,-0.00042436+0.00010314i,-6.0369e-05-0.00094997i,0.00040543-0.0015986i,0.00087907-0.001394i,0.00085716-0.00072084i,0.00030383-5.9345e-05i,-1.2898e-05-0.00046262i,0.00052135-0.00074854i,0.00049856+0.00030346i,-0.00035952+0.00067103i,-0.0007069+6.8445e-05i,-9.6994e-05+8.0156e-05i,1.6355e-05+0.00045717i,-0.0005351+0.00021636i,0.00017994-0.00016482i,0.00063156+0.00041848i,-0.00016738+0.0010981i,-0.00077029+0.0010045i,-0.00057657+5.4693e-05i,-0.00024412-0.00032094i
-0.0010213-0.0013139i,0.000135+6.4453e-05i,6.9602e-05+0.00058453i,0.00019609-0.00020214i,0.0010141-0.00053568i,0.0010138-0.00029198i,0.0002078+0.00036496i,1.1491e-05+0.00045243i,0.0002555+0.00059514i,-0.00013359+0.001005i,-0.00040585+0.001181i,-0.00042852+0.00072286i,-0.0002136+0.00039689i,-0.0002271+0.00029236i,0.0002545-0.00011877i,0.00068094-0.00012374i,0.00039473+0.00063954i,-0.00040136+0.00059097i,-0.00053665+0.00013071i,-0.00014008+0.00071762i,-0.00014041+0.00032301i,0.00038329+4.1745e-05i,0.00091814+0.00048438i
-0.00038619+0.00039317i,-0.00060969+0.00048495i,-0.00039031-0.00019968i,0.00017798+5.5142e-05i,0.00073149+0.00026352i,0.001823-8.0767e-05i,0.00153-0.00048669i,0.00041092-0.00020039i,-0.0005357+0.00060711i,-0.00047123+0.00045432i,0.00042047+2.0777e-05i,0.00063192+0.00038658i,0.00010649+0.00084054i,-0.00054945+0.0002033i,-0.00055619-0.00020404i,0.00011699+0.00011239i,-9.1247e-05-0.00024856i,0.00017769-0.00050341i,0.00012712-0.00028476i,-0.00044115-0.00019776i,-0.00077514-6.8959e-05i,-0.00046964-0.00037772i,0.00042623-0.00056741i
-0.0021619-0.0011976i,-0.0020444-0.00030694i,-0.0023749+0.0012364i,-0.0021453+0.0014489i,-0.00048858+0.00038764i,0.0004225-0.000552i,0.00037587-0.0008051i,9.8902e-05-3.7078e-05i,-0.00013672+0.00088107i,-0.0003985+0.0011832i,-0.00021155+0.00090281i,0.0005471+0.00039745i,0.00094657+0.00013624i,0.00049199+0.0011531i,-0.00011189+0.00084565i,0.00035096-0.00020411i,9.53e-05-2.1037e-05i,-0.00033397-6.3973e-05i,0.00062689-0.00023323i,3.9433e-05+0.00011429i,-0.00035935+4.0123e-05i,0.00068857-0.00027311i,0.00018288-0.00042243i
-0.0018233-0.0011572i,-0.0015573-0.00027096i,-0.0011202+0.0012063i,-0.00052364+0.0018782i,0.00033455+0.0010446i,0.0013959+0.00017058i,0.0012591-0.00018126i,0.0006633+4.941e-05i,0.00011167+0.0006184i,-0.00047523+0.00091011i,-9.9785e-05+0.0011417i,0.00069787+0.00036288i,0.00054008-0.00037743i,-9.0362e-05-0.00056809i,-0.00031521+0.00031085i,-0.00032308+0.0012977i,0.00033134+0.0011806i,0.00092364+0.0012682i,0.00076516+0.00072776i,0.00032145-0.00013633i,0.00010755+0.00055843i,-0.00056522+0.0011181i,-0.00062405+0.00032109i
-0.0022624-0.00016035i,-0.0026226+0.00065693i,-0.0017524+0.00036067i,-0.00027605+0.00022098i,0.00055373+0.00033042i,0.0014737-0.00015477i,0.0016044-0.0002837i,0.00093224+5.6179e-05i,0.0003741-0.00031773i,0.00018979-0.00056041i,0.0001787-0.0002914i,0.00040079+0.00014417i,0.00010088+0.00010678i,-0.00041939-0.0004564i,-0.00027075-0.00041581i,-9.8175e-06-0.00011634i,-2.6915e-05+0.00012803i,-0.0002124+0.00037386i,-0.00059195+0.00040694i,-0.00078435+0.00070197i,-0.00016691+0.00053198i,0.0002869+0.00039405i,-0.00042826-0.00035192i
0.00014791-0.0014938i,5.5943e-05-0.0010691i,-0.00050575-7.9954e-05i,0.00010127+0.00092316i,0.0010851+0.0010892i,0.0010754+0.00030162i,0.00071706+0.00011789i,2.5235e-05-0.0002696i,-0.00024801-0.00026336i,0.00029612+0.00054859i,0.00055359+0.00072281i,-0.0003702+0.00053873i,-0.00074293-0.00013477i,-0.00035031-0.00092004i,-0.00045655-0.00095606i,-0.00043086-6.2619e-05i,-0.00013712+0.00014441i,-0.00037982+0.00010183i,-4.5196e-05+0.00013973i,-9.716e-05-3.1657e-06i,-0.0010121+7.3002e-06i,-0.0011409-7.6565e-05i,-0.00059097+0.0001571i
0.0001857+0.00079236i,0.00059241+0.00052952i,0.00061218+0.00039097i,-0.00014517+0.00050381i,-0.00035359-0.00058543i,-0.00018319-0.0015531i,-8.028e-05-0.0010857i,0.00042639+0.00033648i,0.00045856+0.00040297i,-0.0003045-0.00084449i,-0.00090811-0.0016798i,-0.00098983-0.0016527i,-0.00097415-0.00089863i,-0.00059248+0.00020189i,2.4285e-05+0.00078899i,0.00039872+0.00088256i,0.00042+0.00088718i,-1.3021e-05+0.00061501i,-0.00028541+0.00017733i,3.1335e-05+6.6878e-05i,0.00050554+0.00051645i,0.00058876-7.2394e-05i,0.00042911-0.0012219i
-0.00047405+0.0018293i,-0.00055794+0.00097958i,-0.00012889+0.00053558i,0.00069478+3.3867e-05i,0.0016765-0.00023517i,0.00077954-0.00040077i,-0.00053292-0.00043965i,7.7388e-05-0.00078698i,0.00040107-0.00022384i,-0.00022572+0.00030192i,-0.00043435+8.4337e-05i,0.00015012-0.00022363i,0.00044695-0.00024221i,0.00052102-0.00015038i,0.00081594-0.00026939i,0.00087045-0.00027846i,0.0006398-0.00055699i,0.00012225-0.00073719i,-0.0010394-0.00033807i,-0.00071092+0.00022715i,0.00023993+0.00038974i,9.4365e-05+0.00054431i,-0.0003434+0.00069575i
0.0012255+0.0019766i,0.00066934+0.002321i,0.00029093+0.0015249i,0.00042146-0.00039763i,0.00077106-0.0014145i,0.00027416-0.00064112i,-0.00041174+9.0601e-05i,-0.00023863+0.00033136i,-4.7104e-05+0.00031529i,-0.00023648-0.00071921i,-0.00047963-0.0014553i,-0.00053784-0.00079898i,-0.00044866-0.00033619i,-0.00011658-0.0011921i,-0.00015873-0.0013488i,9.3625e-05-0.00065813i,0.00092263-2.1165e-05i,0.00095777+0.00062626i,0.00012838+0.00039309i,2.1193e-06-5.369e-05i,-0.00052091+0.00011847i,-0.00036305+0.00016187i,-0.00013959+0.00011333i
-0.0011189-0.00091846i,-0.0010258-0.0014255i,-0.00068198-0.0015173i,0.00019823-0.00089559i,0.00028021-0.00055258i,-0.00013694-0.00046187i,-0.00040949-0.00031651i,-0.00088038+6.7216e-05i,-0.0011168+0.00075908i,-0.0004356+0.00047076i,4.3001e-05+4.996e-05i,2.7783e-05-0.00033311i,-0.00029744-0.00044931i,-0.00075136-2.9918e-05i,-0.0010623+0.00058065i,-0.0013115+0.0008696i,-0.00087835+0.00042837i,-0.00053554+0.00038261i,-0.00086731+0.00012865i,-0.0010894-0.00029292i,-0.0003327+0.00011588i,0.00027589+0.00022867i,-0.00030089+8.8447e-06i
-0.00024973-0.0014938i,-0.00037558-0.001048i,-0.00068631-0.00013602i,-0.00041174+0.00061365i,0.00039999+1.181e-05i,0.0007024-0.00015992i,-7.0812e-05+0.00016555i,-0.0010861+0.0001579i,-0.00095128+0.00043189i,-0.00043566+0.0003748i,-0.00080554+0.00039295i,-0.0015206+0.00052531i,-0.0011238+0.00060937i,-0.00074005+0.00058323i,-0.00055176+0.00055007i,0.00058876+0.00081187i,0.00049517+0.00075995i,-0.0003372-0.00020399i,0.00013313-0.00059266i,0.0003832-0.0006466i,0.00045658-0.00042781i,0.00043299+0.0006303i,0.00013911+0.00033814i
-0.0023807+0.00083446i,-0.002289+0.00079824i,-0.0019896+0.00047734i,-0.00077462+0.00024652i,9.2537e-05-9.2326e-05i,-2.6082e-05+0.00060618i,-0.000271+0.0012509i,-0.00037534+0.00087705i,-0.00047619+0.00016233i,-0.00050245-0.0011623i,-0.0010021-0.001621i,-0.00098729-0.00087173i,-0.00059216-0.00041741i,-0.00038451-0.00056385i,-1.7062e-05-0.00069151i,0.00053455+0.00015962i,0.00056285-0.00020302i,0.00065864-0.00073865i,0.00086159-0.00048881i,0.00039382-0.00024727i,0.00064964-0.00022052i,0.00030094+6.5678e-05i,-0.00025799-0.00023907i
-0.0002186-0.0014826i,-0.0013502-0.00032579i,-0.0012516+0.00036922i,-0.00040092+0.00063093i,0.00018138+0.00047909i,0.00093414+0.00025014i,0.00099698-0.00012342i,0.00034031-0.00043766i,-0.00031086+9.0315e-05i,-0.00026786+0.00023949i,0.00041625-0.00016222i,8.7492e-06-0.00041067i,-0.00083246-0.00049301i,-0.00047913-0.00020496i,-0.00028678+0.00029688i,-0.0004004-0.00023007i,-0.00021565-0.00026348i,9.2788e-05+0.00042308i,0.00024512+0.0004269i,0.00022869-0.00016532i,0.00061313-0.00060659i,0.001137-0.00046519i,0.0011154+3.6088e-05i
0.00070208+0.0013792i,0.0010313+0.00068153i,0.0006643+0.00017318i,0.00031164+0.00063689i,0.00045536+0.00077341i,0.00072883+0.00014208i,0.00080852-0.00036761i,0.00073271-0.00022012i,0.00085187-0.00041088i,0.00052465-0.00041208i,0.00019195-0.00019783i,-0.00012283+0.00039096i,-0.00088334+0.00067761i,-0.0012026+0.00043046i,-0.0009342-0.00010267i,-0.00066123-0.0001344i,-0.00024319+8.2046e-05i,-0.00021992-0.00034061i,-0.00056724-0.0005894i,-0.00072485-0.00047831i,-0.00063684-0.00067552i,-0.00054438-0.00031319i,-0.00076999+0.00026015i
-0.00094368-0.0004643i,-0.00077125-0.00018827i,0.00018413+0.00010232i,0.00023075-1.3985e-05i,-0.00070224+0.00041785i,-0.00041395+0.00046699i,0.00036467+1.2591e-05i,0.00024015-0.00040424i,0.00057104-0.00094704i,0.0005901+0.00012695i,-5.4242e-05+0.001195i,-0.0002198+0.00020467i,-0.00040812-2.7304e-05i,-0.0010416-4.4093e-05i,-0.00043646-0.00044274i,0.0006686-0.00045186i,0.0009603-0.00049823i,4.3106e-05+7.5485e-05i,0.00015428-0.00013972i,0.00081632-0.00094664i,0.00081261-0.0007699i,0.00040372-0.00044241i,-0.00010493+0.00027217i
-0.0011152-0.002083i,-0.001522-0.0031862i,-0.0017542-0.0030347i,-0.0012239-0.0016456i,-0.0005848-0.0005712i,8.5974e-06-0.00055227i,0.00027748-0.00032652i,-3.7544e-05-0.00011354i,-8.3127e-05-0.00047089i,0.00021776-0.00011663i,0.00061452+0.00056947i,0.00038466+0.00053032i,-0.00043724+0.00043322i,-0.00063646+0.00049184i,0.00013169+0.00010491i,9.4681e-05-0.00044076i,-0.00058299-0.00034085i,-0.00065835-0.00038686i,-0.00038819-0.00080955i,0.00034561-0.00024281i,0.00083517+0.0007035i,0.00022176+0.00056782i,-0.00018935-1.4552e-05i
-0.0035763-0.00058245i,-0.0035376+0.00038284i,-0.0030872+0.0011046i,-0.0010512+0.0016518i,0.00038675+0.0017255i,0.00067154+0.00062115i,0.00020699+5.2762e-05i,-0.00021999+0.00031203i,-0.00064576+7.7131e-05i,-0.00074752-0.00038079i,-8.1258e-05-0.00026159i,0.00048381+0.00015523i,0.00058493+0.00014251i,0.00047571-0.000473i,-6.6006e-05-0.0009976i,0.00068129-0.00063067i,0.0011391-0.00042628i,9.2998e-05-0.000726i,-0.00032648-0.00072168i,0.00019871-0.00069607i,-3.2725e-05-0.00050068i,-7.1881e-05+0.00011628i,0.00019077+0.00075991i
0.0010017-0.00041355i,0.00012522-0.00017935i,2.987e-05+0.00039911i,0.00080338-0.00052518i,0.00085431-0.0018542i,0.0012239-0.0018051i,0.0012436-0.0005657i,0.00062712-0.00038606i,0.0006824-0.0012688i,0.0010186-0.0014123i,0.00095752-0.0006516i,0.00015741-0.00074547i,6.7396e-05-0.00085612i,0.00014639+1.4917e-05i,-0.00036114+0.00014592i,-0.00015959+0.00011173i,0.00051911+0.00052924i,0.00069585+0.00070214i,0.00034324+0.00037205i,-0.00020755+0.00069571i,-3.3751e-05+0.0010253i,-1.5052e-05+0.00035669i,-0.00083426-0.00024371i
-0.00051269+0.00042145i,-0.00030207-0.0014887i,-0.00030721-0.002069i,-0.0011997-0.00052473i,-0.00068404+0.00011672i,-0.00032996+0.00046771i,-0.00052061+0.0011066i,-0.00073061+0.00063543i,-0.00035405+0.00012113i,0.00049861-0.00064494i,0.00078655-0.0010829i,-7.176e-06-0.0001764i,-0.00095875+0.00073477i,-0.00088232+0.00096888i,-0.0003077+0.00066876i,0.00035554+0.00065795i,0.00019286+0.00047995i,0.00012065-0.00029436i,0.00057905-0.00048819i,0.00061798+0.00038742i,0.00084725+0.00077564i,-0.00018487+0.00058293i,-0.0010233+0.00031597i
2.3671e-05-0.00061277i,-0.00031847-0.00025737i,-0.0001108+0.00027861i,-0.00016786+0.00076042i,7.9559e-05-2.7889e-06i,0.00057084-0.0011838i,0.00063037-0.0010169i,0.00029979+0.00018841i,-0.0001142+0.00071145i,5.1996e-05+0.0004302i,-2.0264e-05+0.0002825i,-0.00014466-0.00021465i,-0.00024686-0.00033327i,-0.00048041-0.00034501i,-0.00079579+0.00018582i,-0.0015307+0.0004435i,-0.001164+6.607e-06i,-0.00033858+0.00041425i,-1.8673e-05+0.00013822i,-0.00046995-0.00036153i,-0.00081274-0.00032452i,-0.00042797-0.00063361i,-0.00084301-0.00071696i
0.0011466-0.00040574i,0.00079605-0.00098494i,0.00082254-0.0011134i,0.00071947-0.00012456i,0.00080687-0.00023575i,0.0012014-0.00069609i,0.00057496-0.0012013i,0.00010979-8.661e-05i,-0.00061017+0.00062632i,-0.00050477+0.00016583i,8.1355e-05+0.00026984i,0.00051863-0.00038298i,2.0874e-05-0.00099772i,-0.00037673-0.00066889i,0.00023626+0.00042691i,0.00020967+0.00017783i,-0.00015093-0.0006737i,-0.00078076-0.00080523i,-0.0012411-0.00048148i,-0.0010153+0.00019754i,-0.0010284+0.00020043i,-0.0013399+0.00039696i,-0.00073674+0.0010494i
-0.0022678+0.00056708i,-0.0030819-0.00034954i,-0.0018326+0.00014671i,-0.00027666+0.0010503i,0.0011571+0.0012367i,0.00135-6.0274e-05i,0.0007553-0.0012069i,0.00029334-0.00097087i,-0.00022139-0.0001308i,-0.00040712+0.00070673i,-0.0004459+0.00051579i,-0.00021131-0.00081607i,0.00017188-0.0009629i,-0.00011144-0.00049259i,-0.00061936-0.00050768i,-0.00045937-0.0002705i,-0.00068544-0.00017283i,-0.00054241+0.00013187i,-0.0002456+0.00023075i,-0.0012027+0.0003426i,-0.00092456+0.0010952i,0.00019296+0.0010541i,4.9124e-06+0.00016308i
-0.00041517-0.00056426i,-0.00079526-0.00056202i,-0.001137-0.00012756i,-0.0002484+0.00049277i,0.00026365+0.00063216i,-0.00016674+0.0005392i,-0.00032142+0.0003714i,-1.1935e-05+8.9181e-05i,0.00012553-8.5152e-05i,-0.00028043-0.00012263i,-0.00045796+5.5327e-06i,-0.00036672+0.0007254i,-0.00041894+0.00062461i,8.9898e-05-3.4676e-05i,-5.5933e-05-0.00011219i,-0.0002642+0.00031273i,2.198e-05+0.0005766i,0.00017024+0.00040175i,0.00049286+0.00044123i,0.00040248+0.0009251i,6.0728e-05+0.0011974i,0.00042626+0.00092833i,0.0004241-0.00020061i
0.00041378-0.00011347i,0.00090481+3.6156e-05i,0.0014822+0.00015564i,0.0012306+1.1758e-05i,0.00059188-0.00035511i,0.00069846-0.00050801i,-0.00010012+0.00010292i,-0.00060173+0.000321i,0.00027923-0.00017083i,-0.00018427+7.0883e-06i,-0.00082301-0.00031018i,-0.00090598-0.00099951i,-0.0012156-0.00054051i,-0.00013082+0.00022795i,0.00032218-6.3222e-05i,-0.00025874-0.00067464i,-0.00023451-0.00027736i,-0.0001564+0.0001256i,-0.00060172+5.3826e-05i,-0.0016194+0.00014328i,-0.0015669-0.00015893i,-0.00058182-0.0001272i,-0.00021698-0.0001814i
0.00027992-0.00046008i,-0.00043117-0.001981i,-0.00084862-0.0019164i,-0.00070967-0.00029094i,-0.00042225+0.00046352i,-6.3534e-05+0.00011722i,-0.00060621+0.00043242i,-0.00058165+0.0011981i,0.00011152+0.0011491i,-0.00030708+0.00054221i,-0.00039004+0.00053632i,0.00027865+0.0010391i,-4.6776e-05+0.0011899i,-0.00078671+0.00053302i,-0.00059165+0.00020711i,-0.00036009+0.00057388i,-0.00035007+0.00045076i,-0.00068781+0.00070192i,-0.00010308+0.001005i,0.00066132+0.00052075i,-0.00025413-0.00015608i,-0.0011494-0.00033099i,-0.00085988-0.00058155i
0.0013727+0.00035948i,8.3126e-05+0.001022i,0.00079232+0.0013657i,0.0011582-0.00010635i,0.00038248-0.00092391i,-0.00019001-0.00011437i,5.5849e-06+0.00052014i,0.00013013+0.0003575i,-0.00025121-0.00025356i,-0.00039623-0.00059933i,-0.0010286-0.00024692i,-0.0010437+0.00056762i,-0.00046727+4.7076e-05i,8.7539e-06-0.00025372i,-0.00025519-0.00033265i,3.5538e-05-0.0010162i,0.00039638-0.0013744i,-2.7533e-05-0.00035335i,-6.4807e-05+0.00056764i,-0.00021482-5.2547e-05i,2.6846e-05-0.00049377i,2.8347e-05-0.00022067i,-0.00019988-0.00014045i
-0.00051856-0.0010223i,-0.00066749-0.00077191i,-0.0001051-0.00059625i,8.8245e-05-0.00046755i,-0.00061168-0.00035432i,-0.00061037+0.00024548i,0.00041993-1.3048e-06i,0.00033573-4.7311e-05i,-0.00011381+4.0013e-05i,-5.7303e-05-0.00076873i,9.3909e-05-0.00072102i,-9.7988e-05+0.00035002i,-0.00078676+0.0002754i,-0.00059335-0.00049928i,-0.00010236-0.0011164i,0.00011264-0.0014707i,-0.00023612-0.00090987i,-0.00056218-0.00033176i,-0.00011089+0.0001156i,-6.6847e-05+0.00031169i,-0.00022089+0.00051847i,-0.00034934+0.00077443i,0.00025869+0.00056915i
0.0033396-0.0018483i,0.0026243-0.002724i,0.0012983-0.0020608i,-0.00043712-0.00059213i,-0.0013606+0.00032462i,-0.0010804+0.00010687i,0.00014534-0.0010821i,0.0007701-0.0012953i,0.00015605-0.00076962i,-0.00035424-0.00073085i,-0.00046512-0.00018974i,0.00019475-0.0001294i,0.00073401-0.00015891i,-0.00032086-3.0437e-06i,-0.0010982-0.00027643i,-0.0010965-0.00030391i,-0.00034506-7.5716e-05i,-0.00020871+8.8923e-05i,-0.00039226+0.00023504i,-0.00054078+0.00035377i,-0.00066936+0.00026373i,0.00016796+0.00016632i,0.00050067+0.00042785i
0.00026948-8.7163e-06i,-0.00047646+0.00026223i,-0.0015651-0.0004498i,-0.0011192-0.00035856i,-0.00025644-0.00012802i,0.00029892+0.00042334i,0.00030943+0.00032783i,-0.00069405+0.00045561i,-0.00089345+0.00036943i,-0.00047159-0.00070292i,-0.00034572-0.00080371i,-0.00029975-0.00018877i,-0.0011121-1.0571e-05i,-0.00145-8.1548e-05i,-9.1733e-07-2.8364e-06i,0.00065339-3.1234e-05i,-3.3196e-05+0.00037971i,-0.00012241+0.00031246i,-0.00045291-2.0388e-05i,-0.00072891-0.00014326i,-0.00027747-7.703e-05i,0.00040058+0.00012971i,-0.00021726-3.6732e-08i
-0.002036+0.00026963i,-0.0015264-0.00084553i,-0.00051189-0.00093093i,0.0013161-0.00094651i,0.0015595-0.0015074i,0.00062307-0.0014584i,0.00086018-0.00012946i,0.0010275+0.0014284i,0.00052224+0.0017479i,-0.00014807+0.00092492i,2.298e-05+0.00061472i,-9.3972e-05+0.00027202i,-0.00057588-0.00060087i,0.00049787-0.00062954i,0.0014615-0.00062336i,0.00046389-0.00064399i,-0.00043533-6.8334e-05i,-0.00058711-0.00049014i,-0.00046886-0.0008446i,-0.00022311-0.00022864i,-6.5832e-05-0.00024945i,-0.00044568-0.0001475i,-0.00077142+0.00014158i
0.00072277-0.00050727i,-0.00014362-0.00074096i,-0.00065566-0.00062377i,-0.00045872-8.5992e-05i,-0.00080726+0.00019397i,-0.0015481-0.00045853i,-0.0019368-0.0010676i,-0.0016288-0.00016729i,-0.00074696+0.00066514i,5.9637e-05+0.00030869i,0.0011938-0.00023209i,0.0020852-0.00029439i,0.0014895+0.00090812i,8.3494e-05+0.0012286i,-0.00066258+0.00052024i,-0.00044434+0.00069165i,-0.00045655+0.001061i,-0.00015117+0.00065071i,0.00092934-0.00031563i,0.00088312-0.0002535i,0.00019433+0.00017767i,-0.00040169+9.1448e-05i,-0.0010502+0.00013775i
0.00079024+0.0012374i,0.00052+0.0010884i,0.00027857+0.00049784i,4.8253e-05-0.00081536i,-0.00015888-0.0012605i,-0.00030812-0.00046347i,-0.00015575+0.001313i,-0.00020114+0.0017011i,-9.4585e-05+0.00021542i,-0.00020897-0.00073802i,-4.3111e-05-0.00021185i,-0.00027567+0.00052075i,-0.00041371+0.00061046i,0.00058684-0.00025301i,0.00082939-0.00074818i,0.00030589-0.00071698i,1.4935e-05-0.00037212i,-0.00026956+0.00067616i,-0.00082361+0.0011116i,-0.0011578+0.00080172i,-0.00031235+0.00076108i,0.00045372+0.00078673i,0.0004686+0.00032665i
0.0004315-0.0019342i,0.00035089-0.0010382i,-8.3195e-06-0.00051186i,-0.00080101-0.00069039i,-0.00074725-0.00077659i,8.6267e-05-0.00011096i,0.00079562+0.00061467i,0.00025576+0.00053883i,-0.00048548+0.00072883i,-0.0003686+0.00029321i,-0.00015814-0.00046324i,-0.00057571-0.00016705i,-0.00036899+0.00022273i,-0.00019432+0.00016712i,-0.00033249+0.00013771i,8.307e-05+0.00033591i,0.00061911-0.00018385i,0.00010983-0.00053319i,-0.00065506-8.259e-05i,-5.9918e-05+0.00041799i,0.0001261+0.00077966i,-0.00024488+0.00092793i,-6.0481e-05+0.0008165i
6.2467e-05+0.0010889i,-0.00055585-0.00013087i,0.0010875-0.00059097i,0.0020461-0.0005517i,0.00090157-0.001316i,-0.0004375-0.0015553i,-0.0006132-0.00045953i,0.00029879+0.00063433i,0.0012136+0.00092282i,0.0012682+0.00035995i,0.00067733+0.00014335i,2.6561e-05-1.6185e-05i,-0.00029789+2.3249e-05i,-0.00043923+0.00018082i,8.351e-05-0.00067434i,0.00059146-0.0013341i,0.0007298-0.001233i,0.00029242-0.00085445i,-0.00026667-0.00027642i,-0.00010086+7.7271e-05i,-0.00016865+0.0002161i,-0.00019559+0.00045781i,-0.00036776+0.00058547i
0.00067633-0.0047884i,6.4875e-05-0.0038396i,-0.0010546-0.0028322i,-0.0015556-0.0011817i,-0.001191+0.00030322i,-0.00043143+0.00081429i,-0.00033197+0.00026737i,-0.00071856+0.00050062i,-0.00049644+7.1974e-05i,-0.00070054-0.0001712i,-0.00064875+0.0010235i,0.00066512+0.0014773i,0.0012368+0.00020821i,0.00057404-0.00012284i,0.00020799+0.00014444i,0.0004697+0.00022235i,0.0013257+0.00042291i,0.0016489+0.00034279i,0.0003596-3.1431e-05i,-0.00029822-9.1394e-06i,0.00019651+4.8699e-05i,0.00079735+0.00010831i,0.00071562+0.00060022i
-0.00095643+0.0023863i,-0.0015187+0.002234i,-0.00040766+0.0014204i,-0.00058283+0.00075459i,-0.0011547+9.0122e-05i,-8.0189e-05-0.00041942i,0.00066849+0.00019059i,0.00034391+0.00040776i,0.00026359-0.00015052i,0.00017119-0.00065112i,-0.00022144-0.0011539i,0.00015478-0.0012008i,0.00038547-0.00070632i,-0.00018617-0.00017814i,-0.0003703-0.00030063i,-0.00021316-0.00068666i,0.00015357-7.7513e-05i,0.0005434+0.00029043i,0.00028507+0.00040759i,0.00012056+0.0011597i,2.7672e-06+0.0015845i,0.00038159+0.0008903i,0.00094544+0.0007288i
-0.0018656-0.00060394i,-0.0013659-0.00041894i,-0.0005863+0.00026807i,-0.00040127+0.00056425i,-1.8391e-05+0.0004738i,0.00037967+0.00072461i,0.00020079+0.00090691i,0.00032816+0.00089934i,-3.0248e-05+0.00030608i,-0.00040855-0.00016663i,-0.00028881+9.9543e-05i,-0.0002-0.00027834i,0.00026861-0.00061285i,0.00063903-9.6899e-05i,-4.9043e-05+0.00020374i,0.00016518-0.00011781i,0.0007035+0.00018037i,0.00019499+0.00022703i,-0.00039534-0.00015459i,-0.00053823+0.00042749i,-0.00039247+0.00038847i,-1.4024e-05-6.0901e-05i,6.685e-05-0.00017638i
0.0018564-0.0031348i,0.001681-0.0027776i,0.00025703-0.002349i,-0.00104-0.00097936i,-0.00084408+0.00042709i,-3.4045e-05+0.00075032i,0.0001641+0.00071118i,-0.00051972+0.00091082i,-0.0006324+0.00069807i,-0.00054201+0.00056045i,-0.00017729+0.00070279i,0.00055995+0.00074848i,0.00048493+0.0007056i,0.00024337+0.00017724i,-5.0137e-05-0.00081711i,0.00036331-0.00087241i,0.00088365-0.00013809i,1.3151e-05+0.00023415i,-0.00050735+0.00015652i,-0.00055027-1.4541e-05i,-0.00045191-3.8017e-06i,-1.3922e-05+0.00021497i,-0.00042211+0.00047141i
-0.0012394-0.0022546i,-0.0012651-0.00089816i,-0.002101+0.00044759i,-0.0014707+0.00082015i,-0.00059325+0.00023053i,-0.00038595-0.00010412i,0.00027988-6.7462e-05i,0.00058171-0.00033101i,-0.00022872-0.00044428i,-0.00052764+0.00020812i,-9.6128e-05+0.00018139i,0.00034111+0.00051509i,0.00037511+0.00055037i,4.7503e-05+0.00073253i,5.0118e-05+0.00094553i,0.00023443+0.00084003i,0.00014622+0.00039026i,9.274e-05-0.00011208i,-0.00033935+8.819e-05i,-0.00080021+0.00076583i,-0.0010667+0.0010078i,-0.00058434+0.00023812i,9.461e-05-0.00016398i
0.00022565-0.0012253i,0.00011919-0.0010821i,-4.016e-05-0.0003329i,0.00025655-8.7452e-05i,0.00019364-0.0008085i,0.00033628-0.00081312i,0.0011977-0.00041711i,0.0012102+0.00024532i,0.00039357+0.00037563i,-0.0007424-0.00040997i,-0.00096479-0.00037943i,0.00024193-0.00023279i,0.00061073-0.00012084i,-1.6475e-05+0.00078064i,-0.0001578+0.00085993i,-0.00016058+0.00021495i,-9.2426e-06+0.00030283i,-0.00025063+0.00016085i,-0.00051584-0.00045706i,-0.00036445-0.00063452i,-0.00063944-0.00019412i,-0.00035976-7.8591e-05i,0.00025374-0.00024439i
