0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
-0.0036597+0.0034007i,-0.0013959+0.00098874i,-0.00022986+0.00055435i,-6.6522e-05+0.001929i,0.00053861+0.0016456i,0.00055286+0.0010817i,0.0002718+0.001183i,0.00065626+0.0016056i,0.0004726+0.001117i,-0.00064019-7.436e-06i,-0.0013486-0.00025788i,-0.00085771-0.00020524i,-4.5635e-05-0.0010524i,0.0014399-0.0012729i,0.0016429-0.00028588i,0.0010913+0.00037264i,0.00032668+0.00026911i,-0.00040652+0.00054126i,-0.00039909+0.00068091i,-0.00055994+0.00045883i,-0.0005997-0.00029631i,-0.00028927-0.00069508i,0.00024096-0.0006879i
-0.0015422-0.0052189i,-0.0011195-0.0043009i,-0.0013353-0.0027953i,-0.00081663-0.0011834i,-0.00020429-0.00052431i,0.00021254-0.00051635i,0.00010219+0.00037797i,-0.00011481+0.00092603i,-4.2557e-06+0.00017132i,-0.00052633-0.00014214i,-0.00043668+0.00043449i,0.00013837+0.0012332i,-0.00028544+0.0017194i,-0.00087239+0.0019909i,-0.00074407+0.0017967i,-0.00054843+0.0016887i,-0.00029119+0.0018657i,0.00025734+0.0017231i,-0.00017283+0.00082683i,-0.00021374-1.714e-05i,-0.0005251+2.0026e-05i,-0.0010722-0.00055622i,-0.00058543-0.0012406i
0.0010313-0.0044852i,0.00085177-0.0018165i,0.00056665-0.00038253i,0.0014164+0.0002514i,0.0018317+0.00065889i,0.0016586+0.00017158i,0.0011329-0.0011367i,0.0008768-0.0012933i,0.0008152-0.0014076i,0.00061223-0.0010781i,9.5134e-05-0.00032113i,-0.001004-0.00017798i,-0.0014472-0.0013335i,-0.00073437-0.0030034i,5.5878e-05-0.0030037i,0.00037376-0.0016451i,-0.0004756-0.00085423i,-0.00078239-0.00045255i,-0.00037923-3.4573e-05i,-0.00029817-0.00048521i,0.00010821-0.0010097i,0.00084881-0.00027995i,0.00089988+0.001326i
0.0056035+0.0016168i,0.0037959+0.0012127i,0.0036783+0.0012405i,0.003435+0.00099804i,0.0036941+0.00078565i,0.0031727+0.00049115i,0.0014191+0.00051123i,0.00032468+0.0010622i,0.00030003+0.00089218i,0.00036199+5.6343e-05i,0.00054031-0.0001746i,0.00081828+0.00019089i,0.0014866+0.00039085i,0.0023464+0.0011105i,0.0020582+0.0013257i,0.0013763+0.00061875i,0.00091079+0.00025714i,0.00042163+0.00018861i,2.6319e-05+0.00030348i,0.00052272+0.00047943i,0.00035543-2.881e-06i,-0.00033653-0.00046196i,-0.00055444-0.00020951i
-0.00069725+0.0081306i,0.00019098+0.0050441i,0.00088555+0.0034537i,0.0019893+0.0021327i,0.0029845+0.0012652i,0.0020381+0.00017352i,0.00091628+0.00026865i,0.00081623+0.0010678i,0.00090463+0.00066194i,-9.1409e-05+0.00027021i,-0.001174+0.0010925i,-0.00075847+0.0013217i,-0.0010258+0.00053458i,-0.0019989+0.00057199i,-0.0015092-2.3414e-05i,-0.00048097-6.9823e-05i,-9.4608e-05+0.00023709i,-0.00074125-0.00010942i,-0.0013526+3.699e-05i,-0.0014+6.8519e-05i,-0.0016385-2.4635e-05i,-0.0010636-3.4022e-05i,6.7061e-06+5.0083e-05i
-0.0042362+0.00058387i,-0.0017196-0.00062776i,-0.00047789-0.0011136i,-0.00026874-0.00067544i,4.1543e-05+9.9732e-05i,-0.00016646+7.5912e-05i,-0.00025581-0.00042718i,0.00036248-0.00037538i,0.00011942-0.0006857i,-0.0007313-0.00073107i,-0.00038368-0.00034213i,0.0007386-0.00083775i,0.00082689-0.0012885i,0.00055418-0.00081253i,0.00083494-0.0002223i,0.0014996-0.00026576i,0.001229-0.00022761i,0.00090625-0.00025545i,0.00080273-0.00042653i,-0.0001692-0.00060828i,-0.00016548-0.0011026i,0.00029281-0.00051434i,-0.00038059+0.00017515i
0.00096773-0.0068632i,0.0022632-0.0038119i,0.0023505-0.0011488i,0.0021234+4.2119e-05i,0.0020391+9.3049e-05i,0.002014-4.3985e-05i,0.00066916-0.00032419i,0.00029209+8.9878e-05i,0.0010167+0.00040479i,0.00093678+8.5863e-05i,0.00067143-0.0001935i,0.00036525-0.00010425i,-0.00024462+8.1692e-05i,-0.00072997+0.00032426i,-0.00072043+0.00021481i,0.00015189-2.6104e-05i,0.00043708+0.00032546i,-0.00041614+0.00051039i,-0.00027579+0.00014397i,0.00042312+0.00016144i,0.00041642+0.00078704i,-6.029e-05+0.0007061i,1.2652e-05+0.00036787i
0.0044914-0.00017811i,0.0028735+0.00065097i,0.0032468+0.0014327i,0.0037911+0.0016132i,0.0039222+0.0014672i,0.0024921+0.00059959i,0.0010878+3.7674e-05i,0.00083192+0.00027004i,0.0011704-1.8728e-06i,0.00041433-0.00035548i,-0.001067-0.00045378i,-0.0012184-0.00072801i,-0.0007739-0.00080955i,-0.00082383-0.00064737i,-0.00024199-0.00070799i,0.00021485-0.00068649i,0.00038968-0.00101i,0.00085437-0.00032248i,0.0010063+0.00096815i,0.0009086+0.00066491i,0.00050804-0.00011654i,-7.1847e-05-0.00023386i,-2.3311e-05+0.00010294i
0.0023206+0.0051763i,0.0027465+0.0021i,0.0018006+0.00012377i,0.0012746-0.00046255i,0.0014979-0.00030062i,7.6806e-05-3.6346e-05i,-0.00048495+0.0011378i,0.00091523+0.0020425i,0.0016813+0.0015493i,0.00091848+0.00061355i,0.00056563+0.00057111i,0.00054155+0.00089916i,0.00091717+0.00063874i,0.0017554+0.001019i,0.0012733+0.0010364i,0.00066226-6.0636e-05i,0.000695-0.00038567i,0.00030397-0.00024303i,0.00034195+0.00010482i,0.00048282+0.0009544i,-0.00012776+0.00074418i,-0.00057409+0.0005201i,-0.00028035+0.00034591i
-0.0039123-0.00018392i,-0.0013387-0.00038507i,8.6403e-05+9.9656e-05i,0.00053223+0.00075638i,0.00035223+0.0014235i,-0.00016865+0.0011939i,-1.7226e-05+0.00074148i,0.00078651+0.00050688i,0.00030783+0.00029005i,-0.00081286+0.00038783i,-0.0014067+0.00015281i,-0.0018158+0.00023718i,-0.002248+0.00094027i,-0.0022989+0.00052467i,-0.0014754-0.00042215i,-0.00085562+0.00013039i,-0.00085091+0.00093369i,-0.00097037+0.00011604i,-0.00088256-0.00057979i,-0.0011304-0.0001068i,-0.0014113+0.00034225i,-0.00076238-7.0962e-05i,-0.00020184-0.00010316i
-0.0024277-0.0038237i,-0.00089973-0.0018749i,-0.0009813-0.00029683i,-0.00057186+0.0011827i,0.0011315+0.0019917i,0.0018866+0.0012655i,0.0012316+9.2843e-05i,0.00099585-2.4288e-05i,0.00053384-0.00023391i,-0.00056284-0.00014156i,-0.0014271+0.00058615i,-0.0012336-0.00019714i,0.00030157-0.0012647i,0.00088496-0.00042638i,0.00014287+0.00067106i,-0.0002172+0.00062815i,0.00020022+0.00018352i,0.00070759+0.00027557i,-0.00012188+0.00059767i,-0.0012709+0.00047628i,-0.00096887-0.00034578i,4.7994e-05-0.00072794i,0.00080695-0.00022808i
0.0018521-0.00090009i,0.0012329+0.0023611i,0.0016338+0.0029428i,0.0025713+0.0018808i,0.0028768+0.00141i,0.0020887+0.00063493i,0.0012984+8.7261e-05i,0.00085022-0.00037404i,0.00060444-0.00090947i,0.0015903-0.00036064i,0.0028188+0.00078136i,0.0022453+0.00083775i,0.00071931+0.00051588i,-0.00033196+0.00044075i,-0.00063296+8.2881e-05i,-0.00043376+0.00047552i,-7.8867e-05+0.00076331i,-4.0065e-05+0.00064819i,-0.00054294+0.00077434i,-0.00034262+0.0003594i,0.00043016+0.00053717i,2.0017e-05+0.00071675i,-0.00016528-5.0498e-05i
0.0025657+0.0028828i,0.00096106+0.0015231i,0.00059622+0.0013748i,0.0013436+0.0019492i,0.0017291+0.0015229i,0.0015616+0.00089211i,0.0016707+0.00080092i,0.0017678+0.00083456i,0.0013373+0.00029287i,-0.00018864+0.00019372i,-0.00095346+0.00068205i,-0.00079513+0.00077937i,-0.0014121+9.1254e-05i,-0.00036742-0.00092031i,0.0007824-0.00074491i,-0.00012793+9.6782e-05i,-0.00058947-0.00020463i,-8.9648e-05-0.00081299i,0.00050161-0.0010686i,0.00064394-0.00071336i,-0.00031462-0.00021608i,-0.0010085+0.00020938i,-0.00077636+0.00058567i
0.00030523+0.0014366i,0.0013868-0.0017675i,0.00070165-0.0024455i,0.00038844-0.00046328i,0.001376+0.00027451i,0.0014802+6.0434e-05i,0.00050994+0.00074008i,0.00027134+0.0021667i,0.00030041+0.0017669i,1.1617e-05+0.00023018i,0.00031873+0.00022246i,0.0010927+7.8006e-05i,0.0014056+0.00011579i,0.00099081+0.00089175i,0.00064147+0.00081888i,0.0012405+0.00025556i,0.0010816-0.00021819i,0.00021388-0.001045i,0.000198-0.00055354i,0.00034126+0.00068112i,0.00096155+0.00057405i,0.0012041-4.4827e-05i,0.0011436-0.00010342i
-0.0029376-0.0012741i,-0.0011937-0.00010016i,-8.7395e-05+0.00025034i,8.9848e-05+0.00098346i,0.00063687+0.0014777i,0.0013181+0.00080004i,0.00069734-0.00028251i,0.00029706+6.7227e-05i,0.00041351+0.0010744i,-0.00065785+0.0006091i,-0.00098439-0.00017634i,-0.0006282-0.00067946i,-0.00052977-0.0010383i,-0.0008911-0.00094944i,-0.0012265-0.00062351i,-0.00094224-0.00010068i,-0.00098086+0.00031372i,-0.00064234+0.00036478i,-0.00013808+0.0004424i,-0.00024974+0.00053026i,-0.00033201+0.00026737i,0.00043485-8.6987e-06i,0.0012857-0.00069958i
0.0017861-0.004378i,0.0020423-0.0019007i,0.0021096-0.0005345i,0.0020913-0.00028626i,0.0019462+0.00090193i,0.001459+0.00087501i,0.00058401-0.00014226i,0.00010419-0.00021341i,0.0010919-6.9576e-05i,0.0012254-0.00052798i,0.00040988-0.00087238i,0.00035462-0.0019465i,0.00061571-0.0019959i,0.0014584-0.00066126i,0.0015149-0.00025818i,0.0006784-0.00056642i,2.6873e-05-0.00061295i,-1.7592e-05-0.00010593i,0.00085864+1.6306e-05i,0.0018944-0.0002903i,0.0013615-0.00047031i,0.00072271-0.00044348i,0.00096048+0.00017072i
0.00036022+0.00040811i,-0.0014658+0.0016378i,-0.0015621+0.0010424i,-0.00056398+0.0011744i,0.00064652+0.0027422i,0.0013375+0.0020519i,0.0013836+0.0010196i,0.001744+0.00076899i,0.0014701+5.7178e-05i,0.00029945-0.00015237i,-0.00050796+0.00067805i,-0.00041941+0.0010683i,0.00017934+0.0011925i,-5.9676e-05+0.00052288i,0.00032182+0.00026605i,0.0014163+0.00037532i,0.0012392-0.00041886i,0.00075014-0.0012743i,0.00065018-0.0013856i,-0.0002303-0.00073878i,-0.0016694-8.21e-05i,-0.0019314-5.0141e-06i,-0.0009969-6.6048e-05i
-0.0032904+0.0039602i,-0.0016154+0.0035517i,0.00066474+0.0023324i,0.002284+0.00083468i,0.0029795+0.00094632i,0.0026849+0.00065048i,0.0017637+0.00082247i,0.00065822+0.0015376i,-0.00022954+0.00064737i,-0.00014154-0.00025308i,-0.00037375-0.00023207i,-0.0010767-0.00041204i,-0.00073671-0.00099721i,0.00053697-0.0011215i,0.0015973-0.00083119i,0.00092784-0.00028029i,0.0005159-9.9348e-05i,1.7577e-05+0.00021419i,-1.9401e-05+0.00064563i,0.0005504+0.00099566i,0.00044157+0.00025091i,0.00026336-0.00098742i,9.3093e-05-0.0010552i
-0.0012446-0.00090729i,0.00013052-0.00077971i,0.0014902-0.00029558i,0.0021398+0.00024633i,0.001625+0.00051558i,0.00021094+0.00037074i,-0.00029533-0.00018237i,-0.00013275+0.00033215i,0.00017877+0.0012585i,0.00043933+0.00045999i,0.00055781-0.0011827i,0.00052456-0.0013944i,8.71e-07-0.00026487i,0.00010088+0.0018273i,0.00041932+0.0021906i,0.00080896+0.0011352i,0.00063271+0.0005941i,-6.9106e-05+0.00033462i,-7.7962e-05+0.00018742i,-0.00035263-0.00033526i,-0.00032674-0.00087043i,9.9136e-05-0.00047854i,0.00054721-0.00041792i
0.0013687-0.0016592i,0.0019626-0.00060032i,0.0016975-0.00018614i,0.00080787+0.0004512i,0.0010432+0.0014756i,0.0016208+0.0011985i,0.0010892+0.00067809i,0.0011273+0.00047926i,0.0015906+6.7123e-05i,0.00087005-4.1817e-05i,0.00016309+9.8089e-05i,-0.00028516+8.0573e-05i,-0.00076276-0.00033189i,-0.0015547-0.00040147i,-0.0015076-0.0008672i,-0.00069821-0.00092451i,1.1965e-06-0.00059346i,0.0013116-0.0010304i,0.0013197-0.0013047i,-9.4833e-05-0.001097i,-0.00051852-0.00075877i,-0.00039085-0.00010151i,0.00028919+0.00019259i
0.00030125+0.00047091i,-0.00063207+0.002658i,0.00078793+0.0025839i,0.0021138+0.0012037i,0.0021542-0.00017208i,0.0014833-0.00081321i,0.0012943-0.00078497i,0.0012021-0.00046284i,0.00085126+0.00036906i,0.00080581+0.00077176i,0.00034658+0.00034083i,0.00037771-0.00053971i,0.00095655-0.00030617i,0.0010881-2.0675e-05i,0.00081222+7.6168e-05i,0.00035439-1.6912e-05i,0.00055966-0.00042938i,0.00046077-0.00043119i,2.0006e-05-3.5665e-05i,0.00030797+0.00050162i,0.00011665+4.1254e-05i,-0.00078287-0.00027185i,-0.00070259+1.9352e-05i
0.00045015-0.00041086i,0.0012117-0.0014531i,4.7421e-05-0.000654i,-0.0011473+0.0019777i,0.00039718+0.0029241i,0.0012551+0.0022745i,0.001277+0.001615i,0.0014573+0.0018314i,0.0018088+0.0010146i,0.0015312-0.00037377i,0.0006458+0.00044416i,-0.00052694+0.0010337i,-0.0012718+0.00085936i,-0.0012601+0.00055374i,-0.00062231+0.00028485i,-3.6654e-05+0.00094461i,0.00039956+0.0010882i,0.00074279+0.00073004i,0.0010156+0.00049947i,0.00071183+0.00019533i,0.00011869-0.00024617i,-0.00045372-0.00054438i,-0.0010253-0.00032248i
-0.0019149+0.0025472i,0.00078981+0.0027809i,0.0015544+0.0016705i,0.00097143+0.00060829i,0.0012685+0.00037903i,0.0015543+0.00063752i,0.00017823+0.0016097i,-0.00034879+0.0027468i,-0.00039245+0.0017006i,-0.00066907+0.0002121i,-0.0011817-0.00033294i,-0.00081025-0.0010551i,0.00031201-0.0015687i,0.00018067-0.001617i,-0.00018137-0.00022989i,1.0486e-05+0.0010627i,-0.00036283+0.00057774i,2.9106e-05+6.152e-05i,0.0012991+0.00026925i,0.0015291+0.00074211i,0.00026438+0.00070232i,-0.00023216+0.00011849i,-0.00027692-0.0001083i
0.00022146-0.0060445i,0.00060946-0.0042554i,0.0011254-0.0024679i,0.00049734-0.0018247i,0.00041264-0.0013818i,0.00064964-6.3784e-05i,-0.00042645+0.0009642i,0.00010593+0.00061223i,0.0013045-0.00031217i,0.00020218-0.00037427i,-0.00061926-4.7056e-05i,0.00067952-0.00019966i,0.0010441-0.00016813i,0.000166+0.00039345i,-0.00042958+0.00097512i,-0.00025882+0.00037306i,0.00050992-0.00039986i,0.00058638-0.0003561i,0.00048775-0.00051352i,0.00059157-0.00044722i,0.00038552+0.00018523i,-4.3553e-05+0.00015183i,-0.00017045-8.9596e-05i
0.0035514-8.3106e-05i,0.0028709+0.00019113i,0.0026237+0.00047132i,0.0023274+0.0012129i,0.0020227+0.0014635i,0.0022849+0.0002093i,0.0013436-0.00046735i,0.0010405+0.00047056i,0.00089427+0.00074471i,-0.00017977+0.00056818i,-0.00061525+0.00077237i,-0.00018154+0.00027577i,-0.0004413-0.00025042i,-0.0014984-0.00055454i,-0.0010703-0.0010072i,0.00018964-0.00051308i,-0.00065172+0.00023384i,-0.00088604-0.00020114i,-2.3846e-05-0.00028743i,-0.00015803-0.00015912i,-0.00013055-5.0398e-05i,-0.00059591+6.5347e-05i,-0.00048161-0.00010522i
0.00068283+0.00039475i,-0.00011125+0.0015694i,0.00012917+0.0015179i,0.0010626+0.00050331i,0.0016845+0.0017889i,0.0017208+0.0022576i,0.0011402+0.0010528i,0.00090407+0.00057314i,0.00068839-0.00029564i,-0.00030186-0.00071163i,-0.0017538+0.00027384i,-0.0015001+0.0004519i,-0.00035014+0.00063215i,0.00023702+0.00099459i,0.00047418+0.00093598i,0.0006046+0.00092099i,0.00082292+0.0011594i,0.00076587+0.0013721i,-5.1274e-05+0.0014565i,-0.00029783+0.00080486i,0.00036893-0.00033115i,-0.00029904-0.00068665i,-0.00056161-0.00051312i
-0.0028889-0.00025816i,-0.0014858-0.00092551i,-0.00067411-0.00021972i,-0.00088243+0.00076942i,0.0013436+0.00085042i,0.001736+0.00071477i,0.00070722+0.001107i,0.0010819+0.0022457i,0.0010169+0.0017521i,-0.00012263-0.00040076i,-0.00040421-0.0015511i,-0.00018257-0.0014715i,3.2094e-05-0.00051993i,-0.00046249+0.00048141i,-0.00065194+0.00037702i,-0.00069815+0.00026412i,2.3682e-05+0.00044728i,0.0008744+0.00037529i,0.00079553+0.0005245i,3.305e-05+0.00078452i,-0.00040707+5.6882e-05i,6.7957e-05-0.00077848i,0.00011466-0.0009422i
-0.00097396-0.0016233i,0.00019481-0.00040918i,-0.00058908+0.00039699i,-0.00027768+0.0019199i,0.0010715+0.0034633i,0.0013457+0.0027354i,0.00014755+0.0013722i,1.5735e-05+0.00079442i,0.00078909+0.00057041i,0.00022101+0.0008885i,-0.00047189+0.00094904i,-0.00036145+0.00042746i,0.00018173-0.00042343i,-0.00014555-0.00054425i,-0.00034888+0.00010667i,0.00010389+0.00020447i,0.00032204-0.00023372i,0.00041804-0.0012862i,0.0001539-0.0014391i,-0.00020805-0.0003851i,0.0002935-0.00025793i,0.00055564-0.00031342i,0.00047152+0.00028811i
0.002377-0.0019101i,0.0022314-0.0015154i,0.0029719-0.00074059i,0.0026216+0.00024428i,0.0020504+0.00045179i,0.0013731-0.00020499i,0.00032581+4.778e-05i,0.00059954+0.0002678i,0.0011063-0.00013322i,0.00018064-0.00018976i,-3.8657e-05+0.00060822i,6.015e-05+0.0010145i,-0.00042004+0.0012561i,-0.00085347+0.0012877i,-0.00098811+0.0010412i,-0.0005361+0.00067519i,-0.00012717+0.00031188i,2.2598e-05+0.0002187i,0.00068622-0.00038079i,0.0011104-0.00069945i,0.0006211-0.00079593i,0.00036074-0.00015892i,0.00068087+0.00084609i
0.00031215-0.0014453i,0.00014289-0.001262i,0.001337-0.00040572i,0.0020268-0.0005109i,0.0024755-0.00018488i,0.0025701-0.00011989i,0.0015943-1.6908e-05i,0.0015679+0.0008422i,0.0012786+0.001127i,3.0062e-05+0.0010627i,-0.0003823+0.0010529i,-0.00031162+0.00015841i,-4.5671e-05-0.00070715i,-0.00032219+6.9991e-05i,-0.00054712+0.00085053i,-0.00019513+0.00094867i,0.00030539+0.00099978i,0.00057142+0.00035574i,0.00051686-0.00036354i,0.00083221-0.00061044i,0.00026249-0.00028023i,-0.00051679+0.00023633i,-0.00022163+0.00047692i
0.0011462+0.00080666i,0.0025548+0.00082072i,0.0027026+0.00023134i,0.0019076+0.00071021i,0.0016808+0.00090354i,0.0013731+0.00035484i,0.00136+0.00048243i,0.0019892+0.00086641i,0.0016956+0.0003735i,0.00050602-0.00043245i,-0.00033191-0.00041363i,-0.00019466-0.00015714i,0.00066771+4.6529e-05i,0.00031871+0.000167i,-0.00071039+0.00042454i,-0.0011269+0.00061113i,-0.00047891+0.00066721i,0.00084417+0.00027913i,0.0010127+0.0004806i,-0.00032813+0.00081728i,-0.0011265-3.5647e-05i,-0.00066999-0.0010424i,-0.00069225-0.00070291i
-0.0014588+0.0024668i,0.00038948+0.00069793i,0.0012791+0.00036874i,0.0014536+0.0014838i,0.0021968+0.0014721i,0.0019696+0.00076475i,0.00047276+0.00079529i,-0.00040001+0.0010949i,0.00031209+0.00079371i,0.00081768+0.0011398i,0.0007097+0.00017389i,6.4381e-05-0.00060354i,-0.00037539+8.2966e-05i,-0.000257+0.00026444i,8.1013e-06+0.00010817i,0.0009139+0.00036459i,0.00079891+0.00067265i,8.949e-05+8.4668e-05i,-0.00029541-0.00056343i,-0.0008382-0.00084449i,-0.00071428-8.6223e-07i,-0.00022123+0.0003245i,-0.00020939-0.00050738i
0.00048778-0.0039623i,0.0012619-0.0028458i,0.0015214-0.001482i,0.0018594-0.00054698i,0.0013816+0.00042329i,0.0010586+0.00056528i,0.00054722+0.0010442i,6.0451e-05+0.00099563i,6.0008e-05+0.000589i,-0.00012358+0.00082933i,-0.00025969+0.0009475i,-0.00029539+0.00075678i,-0.0001732-0.00028575i,0.00023635-0.00041462i,6.4271e-06-3.4776e-05i,-0.00066052-0.00049695i,-0.00091813-0.00051672i,-0.00073213-0.00054457i,-0.00024446-0.0001825i,-0.00014792-1.253e-06i,0.00046448-0.00051674i,0.00039214+0.00011751i,-0.00063168+0.00094355i
0.0025902+0.00083795i,0.0018246+0.0021912i,0.00047966+0.0018082i,0.00045674-0.00013289i,0.0016882-7.4299e-05i,0.0022179+0.00074781i,0.0019708+0.0011183i,0.0016261+0.0011845i,0.0013684+0.00064512i,0.00037968-0.00014848i,-0.00073553-0.00018006i,-0.00037125+0.00058971i,6.0483e-05+0.00090953i,-3.3008e-05+0.00023671i,4.37e-05-0.00035837i,-0.00030384-0.00011616i,-0.001018-4.1151e-05i,-0.00090611-0.00043488i,0.00048751-5.6037e-05i,0.00072324+0.00075146i,0.00041423+0.00030185i,0.00021932+0.00017046i,-0.0004086+0.00023134i
-0.00020389-0.00098813i,-0.00030423-0.0013481i,7.5714e-05-0.0011277i,0.0003847-0.00042178i,0.0010467+0.00098929i,0.00049928+0.0014132i,3.9615e-05+0.0011041i,0.00042402+0.0015146i,0.00053641+0.0008156i,-3.3615e-05-0.00055713i,0.00012873-0.0010695i,0.00016495-0.0004704i,-0.00069608+0.0001739i,-0.00036551+0.00064367i,-0.00052261+0.0012462i,-0.00040107+0.0011068i,0.00056673+0.00088883i,9.2113e-06+0.00055482i,-0.00034853+0.00035831i,-0.00020688+0.00010644i,-0.00016914-0.00021524i,-0.00068259-0.00063233i,-0.00062333-0.00055324i
0.00098996-0.0014392i,0.0029655-0.0016812i,0.0030931-0.0019376i,0.0017469-0.0010001i,0.00069247+0.00024359i,0.00056946-0.0001771i,0.00050892-6.1399e-05i,0.00045814+0.0013369i,0.00020815+0.00073246i,-0.00068489-0.00028551i,-0.00093206+0.00020812i,-0.00079973+0.0004969i,-0.00043508-0.000141i,-0.00059316-0.00042946i,-0.00070322-0.00013384i,-0.00061014+0.00033667i,-0.0001229+0.0006781i,0.00092259+0.00087138i,0.0004859+0.00032568i,0.00013604-0.00034772i,0.000659-0.00032845i,0.00069067-0.00015111i,0.00048858+0.0003538i
0.00013308-0.00050409i,4.1296e-05-0.0005009i,-0.0013017-0.00094903i,-0.0010581+1.7244e-05i,-3.7887e-05+0.0014572i,0.00070589+0.0010396i,0.00071719-7.4844e-05i,0.0012509+0.00044153i,0.0017066+0.00079649i,0.0011544+0.00023438i,0.00051677+0.00012625i,0.00022421+0.00056215i,0.00049376+0.00064054i,-0.00035904+0.00061425i,-0.00088019+0.00071773i,0.00012569+0.00012598i,0.00027001-0.00027523i,1.2449e-05-0.00039519i,2.0845e-05+0.00016981i,0.00014651+0.00071561i,-0.00059997+0.00015673i,-0.00060484-0.00064074i,-0.00018931-0.00032844i
0.001631-0.00030923i,0.0024256-0.00041246i,0.0034257+0.00019314i,0.0027099+0.00039056i,0.0018887+0.00010814i,0.0011018+0.0006082i,1.3126e-05+0.0013105i,-1.4492e-06+0.0013193i,0.00085868+0.00077353i,0.00069875-0.00028547i,0.00061915-0.0016371i,0.00048767-0.0015001i,0.00036754-0.00066869i,0.00013186-0.00050126i,-0.00011421-0.00038199i,0.00041082+0.00054011i,0.00054524+0.00064051i,-3.7684e-05-5.4459e-06i,0.00014692-0.00013843i,0.00053535+4.4411e-06i,9.7134e-05+0.00041472i,-0.00029202+0.00027138i,-0.00042955+0.00019428i
0.0018313-0.0010101i,0.00094994-0.001185i,0.00075504-0.0010645i,0.00050019-0.0010448i,0.0007142-0.00073851i,0.00097388-0.00097001i,0.00028527-1.6996e-05i,0.00062304+0.001507i,0.0006024+0.0014939i,-5.8314e-05+0.00061935i,0.00036734-0.00056366i,0.00017265-0.00071546i,-0.00051647-5.1311e-05i,-0.00025216-0.00054922i,0.00031289-0.0012478i,-0.00027623-0.00021109i,-0.0009966+0.00061653i,-0.00070526+0.00059242i,-0.00081569+0.00047579i,-0.00073563-0.00019048i,-9.508e-05-0.00035149i,-0.00016655+0.00030412i,0.000107+0.00039099i
7.6662e-05-0.0014771i,0.0011765-0.0017343i,0.0010768-0.0017732i,0.00062724-9.5974e-05i,0.0013226+0.0014191i,0.0011265+0.0013669i,0.00066807+0.00063103i,0.0010974+0.00086847i,0.00091202+0.00090029i,3.2816e-05+0.00049236i,-0.00012581+0.00022244i,6.5327e-05+0.00052279i,0.0001945+0.00049738i,0.00041943+0.00017374i,0.00050508-0.00019785i,0.00031939-0.00074723i,-0.00013678-0.0010402i,-0.00045415-0.00093694i,-0.00023292-0.0011527i,2.2266e-05-0.0010781i,8.1641e-05-0.00025037i,-0.00019936+0.0001957i,-0.00018882+7.6938e-05i
-0.0015073+0.0014711i,-0.00039938+0.001728i,0.00070215+0.002136i,0.0011664+0.0023923i,0.0012677+0.0014332i,0.0015997+6.6414e-05i,0.00070523+0.00012733i,0.00033235+0.00092935i,0.00071426+0.00034203i,0.00017517+0.00016886i,-0.00042051+0.00022768i,-4.4637e-05+0.00028518i,-0.00019859+9.0571e-06i,-0.0013389-0.00031145i,-0.0010242-0.00035125i,-0.00013026-0.00063138i,-0.00010511-0.00021729i,-0.00025167-0.00049282i,0.00032598-0.00075894i,0.00010425-0.00043802i,-0.0002389-0.0011137i,0.00051768-0.0011176i,0.00027618-0.00055391i
0.002462-0.0031657i,0.0029351-0.0024388i,0.0020637-0.0019486i,0.0012808-0.0003718i,0.00090835+0.0008762i,0.00042392+0.00087995i,0.00050928+0.00076055i,0.0010071+0.00086539i,0.00065342+0.00089882i,1.227e-05+0.00012925i,-0.00053661-0.0010783i,-0.00091567-0.001407i,-0.00088429-0.00054816i,-0.00041266+2.8941e-05i,-0.00023861-0.00040825i,-0.00028976-0.00011619i,-3.0047e-05+0.00085495i,0.00045212+0.0014909i,0.0008428+0.00081291i,0.00082504-8.4235e-05i,0.00056907-0.00012258i,0.00072045-0.00069988i,0.00058106-0.00075619i
0.0020356+0.0010997i,0.0011518+0.0010282i,0.002429+0.00020555i,0.0030099+6.0108e-06i,0.0022854-0.00082808i,0.001287-7.2783e-05i,-0.00033555+0.0013866i,-0.00056466+0.0015705i,-0.00033659+0.00076991i,-0.0005891-0.0002293i,-0.00080903-0.00061654i,-0.0010365-0.00087944i,-0.00079871-0.00058658i,-0.00011521-0.00012837i,0.0007204+0.00035608i,0.00034573+0.00034886i,-0.0007871+0.00041005i,-0.00093503+0.00026712i,-0.00079923-0.00019112i,-0.00059822-0.0004674i,-0.00050224-0.00033474i,-0.00067597+0.00045889i,-0.00058103+0.00059914i
