-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
-0.00079755+0.0016536i,0.00024373+0.00088088i,-6.4284e-05+0.0014841i,-0.00012259+0.0030508i,0.00043688+0.003287i,0.001205+0.0018094i,0.0011948+0.00066018i,0.00098408+0.00029729i,0.00041591+0.00082364i,-0.00090846+0.0013318i,-0.0013452+0.00024048i,-0.00030736-5.1327e-05i,0.00058922+0.000908i,0.00063134+0.0010292i,0.00040677+0.001031i,0.00076978+0.0011818i,0.00088158+0.0010074i,0.0009425+0.00016003i,0.00091022-0.00041238i,0.00058219-9.6631e-05i,-6.7572e-05-0.0002898i,-0.00026171-0.00062215i,0.0002397-1.0847e-05i
-0.0001699-0.0029964i,-0.00038478-0.0036383i,-0.0017098-0.0028055i,-0.0023828-0.00043276i,-0.0012778+0.00065811i,-0.00040297+0.00085753i,1.3165e-05+0.00033671i,0.00016372-0.00051966i,-0.00048271-0.00087268i,-0.00026681-0.00071275i,-0.00050136-0.00023914i,-0.00089458+0.00017288i,-9.1096e-05+0.00030802i,0.00050528+0.00051034i,0.00055045-0.00015335i,0.00033-0.00065435i,-8.8653e-05-0.00038706i,-0.00048957-0.00017049i,-0.00054189+0.00010647i,0.0001092+0.00052529i,0.00023204+0.0004718i,-6.4418e-05-8.7768e-05i,0.00045054-0.00013318i
0.00035486-0.0014579i,-0.001178-0.00081213i,-0.0023957-0.0002607i,-0.0010407+0.00040192i,-0.00047312+0.0011461i,0.00028386+0.00050833i,0.0014672-9.7827e-05i,0.0009984-0.00032353i,3.3626e-05-0.00098902i,-7.9473e-05-0.0012264i,-0.00037842-0.00049197i,-0.0010626-0.00023915i,-0.0010981+0.00041031i,-0.0002332+0.0012897i,0.00049643+0.0010599i,0.00044667+0.00063587i,9.5603e-05+0.00056679i,-0.00010189+0.00057375i,-1.825e-05+4.7195e-05i,0.00043307-0.00019334i,0.0011391+0.00015403i,0.0012614+0.00023026i,0.00057036+0.00020564i
0.00042968+0.0015127i,0.00093985+0.00078672i,0.0012018+0.0017841i,0.001947+0.0023274i,0.0020653+0.00060003i,0.0017616-0.00016429i,0.0011244-0.0001538i,0.00036615-0.00044487i,7.1184e-05+6.2631e-05i,-0.00059124+0.00056302i,2.8958e-05+0.00032511i,0.00074395-7.817e-06i,-0.00064741+0.00017605i,-0.0017329+0.0002324i,-0.0009511+0.00028915i,0.00036461+0.00069985i,0.00069405+0.00031454i,0.00037888+9.2917e-05i,0.00047954+0.00010674i,0.00033943-0.00047595i,-0.00034228-0.00062197i,-0.00042692-4.0752e-06i,-0.00021181-0.00021984i
0.00033037-0.0025112i,0.00019552-0.0014795i,-0.00072932+0.00038685i,-0.00096203+0.0017073i,-0.00022183+0.0018627i,0.00070663+0.00055215i,0.00074585-0.00038955i,0.00060268-0.00036689i,-0.00015465-0.00033172i,1.0986e-05+0.00020077i,0.00086337+0.00075043i,0.00064803-0.00046882i,0.0012926-0.0009738i,0.0011178+7.0211e-05i,-3.5195e-05+0.0001272i,-0.00088173+3.8998e-05i,-0.00028571+0.00024852i,0.00027165+2.1942e-05i,0.00032375+0.00017772i,0.00052708+0.00037266i,0.00051918-0.0001052i,0.00045532-0.00012332i,0.00050926-8.0328e-05i
-0.00098228+5.6935e-05i,-0.0011535+0.00073652i,-0.00051338+0.0023223i,-0.0004811+0.0027604i,-0.00032244+0.0022476i,0.00053694+0.0012567i,0.00074646+0.0002286i,0.00058232-0.00070909i,0.0003589-0.0011523i,0.00030138-0.00078033i,0.00055095+0.00020595i,0.00039657+0.0014143i,0.00023669+0.00094992i,0.00041891-0.00019384i,0.00015403+0.00010449i,4.7864e-05+0.00036158i,2.0355e-05+0.00033619i,0.00010891+0.00016218i,0.00040117-0.00039305i,-0.00021132-0.00023037i,-0.00040163-0.00023435i,0.00038736-0.00018267i,0.00026294+0.00034528i
0.0014735-0.0023815i,0.00085808-0.00099486i,0.00042779+0.00027951i,-2.5939e-05+0.0019825i,-9.6076e-05+0.002578i,0.00015913+0.0020815i,0.0003775+0.00058432i,0.00032814-0.000158i,-0.00068981-0.00047406i,-0.0015782-0.00025615i,-0.001393+0.0011966i,-0.00075504+0.0017115i,-0.00073767+0.00041725i,-0.00044278-0.00026329i,-0.00032899+0.00072393i,-0.00054106+0.0013608i,-0.00030076+0.0011572i,-3.879e-05+0.00025828i,0.00012634-0.00030235i,0.00090678-0.00018366i,0.00097712-3.9332e-05i,-0.00034548+0.00018181i,-0.0008067+0.00061483i
0.00043184-0.00015874i,-0.00025399-0.00026901i,-0.00082886+0.0010198i,0.00044227+0.0024184i,0.001399+0.0017449i,0.0011528+0.00027717i,0.00039318+0.00062074i,-0.00042003+0.0012904i,-0.00068013+0.0014362i,-0.00085994+0.0010539i,-0.00020933-0.00046192i,0.00055011-0.0012161i,0.00076986-0.00069209i,0.00083079-0.00014541i,0.00024829+0.00020322i,-8.7887e-05-6.7839e-05i,-0.00017715-0.00070967i,-0.00025075-0.00057206i,0.00041281-5.186e-05i,0.00038635+0.00016259i,-0.00016866-9.3614e-05i,-0.00020048-0.00020158i,-0.0001374+0.00029531i
-0.0012189+0.0013088i,-0.0014194+0.0013352i,-0.0010583+0.0012514i,-0.00057358+0.00066138i,0.00037656+0.00067423i,0.00071692+0.00090994i,0.00059058+0.00070222i,0.00044001+0.00035206i,0.00033871+0.00058582i,-9.249e-05+0.00032219i,-0.00015777-0.00021821i,-0.00027403-0.00040651i,-0.0005792-0.00046602i,-0.00035805-0.00077961i,2.698e-06-0.001395i,3.6686e-05-0.0017771i,0.0001139-0.0013385i,0.00058301+5.6189e-05i,0.00018884+0.00067479i,0.00051687+0.000123i,0.00077004+0.00044475i,0.00061378+0.00069463i,0.00035308+0.00030935i
0.003065+0.0022224i,0.0046361+0.0020573i,0.0050999+0.00021025i,0.0035135-0.00051258i,0.0016618-0.0007752i,0.00058914-0.00097373i,-0.00014646-0.00060787i,-0.00016067-0.00016374i,0.00031451+0.00036523i,-8.7264e-05+0.00018846i,-0.00031628-0.00079583i,-0.00012884-0.000758i,-0.00023939-0.00035574i,-6.2702e-05-0.00066121i,-6.2923e-05-0.00073119i,-0.00061442-0.00036424i,-0.00039331-0.00028079i,-0.00013403-0.00045215i,5.5701e-05-0.00034249i,0.00039919-0.00012758i,0.00029628+0.00017808i,0.00035054+0.00048363i,9.5151e-05+0.00015062i
-8.7596e-05+0.0014616i,-0.00077245+0.00056749i,-0.00057593+0.0011373i,0.00031455+0.0018741i,0.00080334+0.0013689i,0.00067365+0.00034717i,-0.00047411+0.00058921i,-0.00039387+0.00065183i,0.0010411-0.00022762i,0.00085152-0.00080908i,0.0004832-0.00051581i,-0.00013725+0.0003965i,-0.00034108+0.00052383i,0.00083024+0.00010223i,0.0011246+0.00038766i,0.00048969+0.00059224i,-0.00026274+0.00066117i,-0.00085721+0.00078924i,-0.0015525+3.9844e-05i,-0.00045839-0.00030189i,0.00098793-2.3708e-05i,0.00084715-4.8612e-05i,-0.00011184+0.00027974i
-0.00044569-0.00059086i,-0.00070334+0.00027487i,-0.00082753+0.0010991i,-0.00049365+0.001732i,0.00055799+0.0014511i,0.00034034+0.00047004i,-1.0044e-05-0.00020321i,-4.8155e-05-0.00046731i,-0.00096763+0.00013703i,-0.001414+0.00047584i,-0.0013024+0.00048394i,-0.00074982+0.0004462i,-0.00023046-8.2825e-05i,0.00024078-0.0005344i,0.00098043-0.00011671i,0.0010544+0.00023457i,0.00026248+0.00041224i,3.3637e-05+0.00071393i,0.00044693+0.00080573i,0.0010751+0.00090523i,0.00085105+0.00074675i,-0.00039459+0.00057027i,-0.00049763+0.00033121i
0.0030019+0.0011911i,0.0031289+0.00036067i,0.0025521+0.00024405i,0.0014498+0.00024008i,0.00075482+0.00049217i,0.00012319+0.00045908i,-0.00021956-0.00014539i,0.00020517-0.00049562i,0.00025897-0.00060311i,0.00037086-0.00052662i,0.00024424-0.00061122i,3.3058e-05-0.00049683i,-2.4953e-05-4.9633e-05i,-0.00029196-0.00013064i,0.0002659-0.000776i,0.00022839-0.0004347i,-0.00031733+0.00067844i,-0.00096811+0.00021536i,-0.0012428-0.00024466i,7.7992e-05+0.00016354i,0.00080362-6.4878e-05i,-0.00011815-0.00058872i,-0.00054672-0.00052563i
-0.00028343-0.00019427i,-0.00046567-0.0006283i,-0.0010341+0.00021984i,-0.00028478+0.0012712i,0.00037729+0.001871i,-3.0349e-05+0.0013707i,0.00023123+0.0014012i,0.00092746+0.001128i,0.0010641+8.7403e-05i,0.0003071-0.00020324i,-0.00032199+0.00021748i,-0.00011178+0.00058203i,0.00011327+0.00044483i,-0.00060167+0.00043098i,-0.0009327+0.00043182i,-0.00030275-0.00031458i,0.00050672-0.0011864i,0.00051117-0.0010528i,0.00044567-0.00070199i,0.00054009-0.00031116i,0.0007226+8.1249e-05i,0.0011908+0.00017549i,0.00074835+0.00024051i
0.00086673+0.0013469i,0.00092431+0.0010732i,0.00076684+0.0011857i,0.00028991+0.00077596i,0.00065609+0.00040101i,0.0013001+0.0001486i,0.00034119-0.00025999i,-0.00017571-0.00016509i,0.00050976-5.2058e-05i,0.00055249-0.00046092i,-4.5233e-05-0.00046772i,-0.0004492+0.00046451i,-0.00042843+0.00045287i,-0.00032837-0.00015435i,0.00029823-0.00022775i,0.0003732-0.00029419i,-0.00010394-0.00011991i,-0.00010655+0.00050576i,-0.00029054+0.00074321i,-0.00045406+0.00041082i,-0.00063564-1.7703e-05i,-0.00043511-0.00060802i,0.00018355-0.00035937i
0.0031623+0.00096422i,0.0024783+1.6417e-05i,0.00087033+0.00015666i,-5.3321e-06+0.0011435i,0.00030249+0.0014722i,0.0010152+0.00037488i,0.00094432-0.00023056i,0.0007955-0.00026571i,0.00033782+0.00092555i,-0.00052335+0.001487i,-0.00058503+0.0003159i,-9.1359e-06-0.0011678i,-0.0004192-0.0012547i,-0.00017021-0.00059937i,0.00027688-0.00015287i,-0.00055029+0.00054523i,-0.00092137+0.00047484i,-0.00086119-0.00028859i,-0.0006444-0.00092031i,0.00042915-0.00087505i,0.00030376-0.00089069i,0.00023815-0.00092993i,0.00019544-0.0003189i
-0.0025685-0.004006i,-0.003935-0.0032484i,-0.0040637-0.0012127i,-0.0026783+0.0012339i,-0.0015166+0.0018478i,-0.00020115+0.0017692i,0.00024634+0.00060128i,0.00012107-0.00067415i,0.00016598-0.0013864i,-0.00048177-0.00065255i,-0.0010762+0.00078338i,-0.00054622+0.00099121i,-0.0010456+0.0014601i,-0.0015466+0.0018336i,-0.0006809+0.0014998i,-0.00032699+0.0012837i,-0.00021219+0.0011943i,0.00014813+0.00098538i,0.00016042+0.00029898i,5.8638e-05-0.00043931i,-0.000614+0.00027607i,-0.0005442+0.00072995i,0.00072501+6.1131e-05i
0.0022341-0.00085708i,0.0017926+0.00064179i,0.0015206+0.0016076i,0.00050649+0.0013913i,0.0001328+0.0012021i,0.00022486+0.001212i,-0.00027725+0.00096961i,0.00019225+0.00066302i,0.00056633+0.0005058i,-0.00014653+0.00053773i,0.00021117+0.00022431i,-4.2195e-06-0.00026169i,-0.00061223-0.00053399i,-0.00013674-0.00069028i,0.00047949-0.00012923i,0.00040905-0.00030972i,-4.9731e-05-0.00076297i,-1.2968e-05-0.00046078i,0.00046518-0.00026834i,0.00064351-0.00033635i,0.00021038-0.00015281i,6.3169e-05+0.00091958i,-0.00012623+0.0011794i
0.001984-0.0004452i,0.0011285-0.0017134i,0.00038531-0.0014072i,0.00061687-4.0395e-05i,0.00081938+0.00060329i,0.00079382+0.00087278i,0.00066096+0.00044729i,0.00015236+0.00038698i,-7.5854e-05+0.00064515i,-0.00022686+0.00063862i,0.00017282+0.00065434i,0.00094392+0.00064676i,0.0003784+0.00038136i,-8.6933e-05-0.0003903i,-0.0002503-0.00015091i,0.00012584+0.00114i,9.2592e-05+0.001029i,-0.00066547-0.00038332i,0.00022554-0.00061801i,0.0011718-4.1683e-05i,0.001373-0.00012813i,0.0014402-0.00056238i,0.0011249-0.00024949i
0.0037806+0.0022853i,0.0022247+0.0010448i,0.001372-0.00064932i,0.00071923-0.0015185i,0.00061588-0.001122i,0.00065903-0.00036103i,0.00067628+0.00080311i,0.00034292+0.00099062i,0.00050006-0.00012018i,0.00050655-0.00052708i,9.0462e-05-0.00020236i,-0.00037148-0.0007555i,-0.00050864-0.0013327i,-7.9435e-05-0.0011462i,-0.00045919-0.00065815i,-0.00028616+0.00024259i,0.000789+0.00078421i,0.00096333+0.00052225i,1.7013e-05-1.5635e-06i,0.00049653-7.536e-05i,0.0012685+0.00020744i,0.0009913-7.1654e-05i,0.00060164-0.00094063i
0.00016972-0.00040024i,-0.00013806-0.00079554i,-0.0017563-8.3948e-05i,-0.0012503+0.0010465i,0.00011517+0.0018164i,0.00015919+0.0013482i,-9.2934e-06+0.00024029i,-0.00024269-0.00025049i,-0.00043336-0.00023152i,-0.00056092-0.00032758i,-2.0997e-05+4.2577e-05i,-0.00053336+0.00076601i,-0.0014571+0.00044173i,-0.00070067-0.0004727i,0.00030791-0.00039387i,0.00029208+0.00030763i,0.00028567+0.00050158i,0.00032496+0.0004279i,9.5381e-05+0.00051443i,-0.00018344+5.4603e-05i,-0.00021484-0.00044335i,0.00065409-0.00053682i,0.00045255+4.723e-08i
-0.00074493+0.0014323i,-0.00013152+0.0014247i,-0.0007326+0.0012792i,-0.00039005+0.0019034i,0.00083333+0.0023753i,0.0010556+0.0011437i,0.00073966+0.00097901i,0.00046006+0.00056523i,3.8777e-05-0.00015137i,-0.00017637+0.00070627i,5.8573e-05+0.0014242i,0.00052243+0.00061042i,0.00098964-0.00016538i,0.0012603+0.00020098i,0.0011959+7.9992e-05i,0.00068222-0.00044433i,0.00044832-0.0006125i,-8.0748e-05-0.00017729i,-0.00061302-0.00033452i,-0.00089712-0.00064394i,-0.00063451-0.00014814i,-0.00011319+2.8853e-05i,5.0752e-06+0.00048886i
0.0037182-0.001377i,0.0017074-0.0013314i,0.00094601-4.4963e-05i,0.00082714+0.00043038i,0.00061149+4.6705e-05i,0.00067524+0.00043054i,0.00084969+0.00088593i,0.00025279+0.00051999i,0.00077171+0.00036682i,0.00070493+0.00051973i,-0.00052555-2.2311e-05i,-0.00099646+5.374e-05i,-0.0009986+0.0005992i,-0.00061948-0.00015499i,0.00010702-0.00099236i,0.00017964-0.0012191i,-4.037e-05-0.00065387i,3.0938e-05+0.00031607i,-0.00023243+0.00044287i,-0.00017136+0.00022746i,-8.4006e-05+0.00042254i,8.8093e-05+0.00051379i,-0.00014374+0.0003906i
-0.0010117-0.001543i,-0.00038687-0.0016647i,-0.00043147-0.00064335i,-0.00063146+0.00094733i,-0.00018233+0.0017528i,0.00012273+0.0011075i,0.0006582+0.00026523i,0.00054927+0.00026628i,-0.00047358+0.00014046i,-0.001077-0.00048545i,-0.00052342-1.7043e-05i,-0.00020082+0.00062566i,-0.0008076-0.00020804i,-0.0010825-0.00065688i,-0.0010029-0.00015698i,-0.00034981+0.00025108i,6.3299e-05+7.5218e-05i,-0.0002106-0.00030346i,-0.00093541-0.0011121i,-0.0017335-0.0010508i,-0.0011543-0.00017471i,-0.000531+0.00045668i,-1.1053e-05+0.00025842i
0.00012469-0.0013449i,0.00074501-0.0014855i,5.0149e-05-0.0021232i,-0.00037091-0.00053174i,8.9096e-05+0.00058231i,0.00095836+0.001016i,0.00053919+0.0015903i,0.00010136+0.00075153i,-0.00046641-0.00012087i,-0.0010466+5.0801e-05i,-0.00072812+0.00028556i,-0.00030754+0.00021105i,0.00025046+5.7539e-07i,6.7244e-05+6.8916e-05i,-0.00048667-0.00056328i,0.00038442-0.00046487i,0.00045433+0.00041829i,-0.00024607+0.00027098i,9.8679e-05-0.0001831i,0.00012876-0.00058068i,-0.00045358-0.00053551i,-0.00012225-0.00048226i,0.00060433-0.00026672i
0.00093961-0.0023781i,4.9029e-05-0.0020728i,-0.00058962-0.0012704i,-0.0012826-0.00076367i,-0.0010992+0.00048021i,-0.00069953+0.0016387i,0.00016297+0.00026993i,0.00075402-0.00070729i,0.00044935-0.00055298i,0.00016528-0.00037284i,1.9316e-05-0.00021542i,0.00072306-0.00014083i,0.0015164+0.00071376i,0.0013421+0.0015238i,0.0011582+0.0009083i,0.00097298+0.00018263i,-0.00025511-0.00033827i,-0.00097671-0.00071257i,-0.0003205-0.00015628i,0.00032123+0.00039521i,0.00054643+0.0002598i,0.00088154+0.00055559i,0.00054371+0.00082494i
0.00066864+0.0014539i,0.0010034+0.00031323i,-0.00010173+0.0012814i,-0.00089443+0.0030254i,0.00015142+0.0031242i,0.0014079+0.0021718i,0.0011497+0.0011033i,0.00044452+0.0007918i,-0.00036822+0.00040858i,-0.0010113+1.338e-05i,-0.00066206+0.00049421i,-0.0003692+0.001103i,6.5117e-07+0.00070791i,9.3055e-06-0.00037753i,-0.00016004-0.00064024i,0.00036621-0.00037682i,0.00023974-0.00070362i,-0.0002835-0.00061172i,-0.00022081+6.3784e-05i,-0.00028371+0.00011344i,-0.00013666+0.00021732i,-5.6108e-05+0.00025304i,-0.00057844-0.00040829i
-0.0030518-0.00080635i,-0.0018858-4.4413e-06i,-0.0014835+0.0020359i,0.00022865+0.0032074i,0.0012048+0.0021701i,0.0012764+0.00037228i,0.00067244+0.00010619i,0.00026739+4.7909e-05i,-0.00085715-0.00023512i,-0.0010013-0.0002512i,0.00034044-0.00033723i,0.000762+0.00041563i,0.00069314+0.0013427i,-0.00021607+0.0012983i,-0.00061183+0.00079037i,-0.00032229+0.0003833i,-3.0981e-05+0.00073546i,-0.00033207+0.00050725i,-0.00074162+0.00037838i,-0.0007145-1.0114e-05i,-0.00017321-0.0010573i,0.00054898-0.00069843i,0.0005783+0.0003061i
0.0006059-0.0036326i,0.00096707-0.0023765i,0.00088181-0.00076325i,-0.00019304+0.00046146i,-0.00024868+0.0010967i,0.0005541+0.00092445i,0.00067151+0.00062621i,0.00043734-0.00013566i,0.00043689-6.4872e-05i,7.656e-05+0.00040272i,-0.00057642-0.00032268i,-0.0005403-3.6905e-05i,-0.00049277+0.00052359i,-0.00060474+0.00064062i,-0.00014872+0.00066395i,0.00045669+7.5529e-05i,-7.7035e-05-0.00069087i,-0.00066249-0.00011749i,-0.00069249+0.00065465i,4.3563e-05+6.9781e-05i,0.00024704-0.00049162i,-0.0003598-0.00046596i,-0.00043188+0.00012074i
0.0021141+0.0015282i,0.0019218-0.0010116i,0.0008436-0.00047301i,-0.00038483+0.00024281i,-0.00027676-0.00020502i,0.00049981+0.00023951i,0.00051825+0.0010396i,0.00019521+0.0010514i,0.00029452+0.0011036i,8.6009e-05+0.00088105i,-0.0002843+0.0005096i,-0.00048468-3.1256e-05i,-0.00054251-0.00020324i,8.9412e-05-3.4406e-05i,0.00089701-0.00010197i,0.00072335-0.00064i,0.00060757-0.00066488i,0.0010445+0.0003283i,0.0008257-0.00029756i,0.00088732-0.0010253i,0.0010103-4.5185e-05i,0.00076694-8.0608e-05i,0.00023949-0.00075467i
-0.00113-0.00043102i,-0.000519-0.00029906i,0.00039185+0.00063767i,0.00069363+0.00079147i,0.00081905-1.3444e-05i,0.00012622+0.0006273i,-0.00010879+0.001307i,3.9477e-05+0.0007176i,3.3242e-05+0.00051276i,0.0002314-0.00017398i,0.00036331-0.00051523i,0.00045666-0.00030272i,0.00055557+5.7392e-05i,0.00047417+0.00020789i,0.00084587-0.00016951i,0.0014874-0.00024929i,0.0010699-0.00015108i,0.00037212-0.00017686i,0.00014013-0.00032756i,-0.00015148-0.00033736i,-5.425e-05-0.0003925i,0.00045805+5.0678e-06i,0.00090389+0.00030935i
-9.6214e-05-0.0020065i,0.00013014+0.0001988i,-0.00047723+0.0022654i,-0.00067734+0.0032212i,1.913e-07+0.0026699i,0.00032538+0.00084007i,0.00031677+0.0001617i,0.00023194-6.5117e-05i,-0.00050461-0.00016125i,-0.0010431+0.00016506i,-0.00042942+0.00015898i,-0.00042148-0.00018999i,8.8542e-05-0.00045417i,0.00053521+0.00020751i,-1.835e-05+0.00067191i,-0.00017071-0.00048984i,0.00010577-0.00074844i,0.00038641-1.7343e-05i,-0.00011125+0.00012954i,0.00018448+1.0329e-05i,0.00059862-1.8608e-06i,0.00020086-0.00046555i,0.00020183-0.00016186i
0.0023154+0.0011046i,0.0010649-0.00013772i,0.00057642-0.00035861i,0.00060009+0.00097277i,0.0006255+0.0021362i,0.0003134+0.0010346i,0.00035426-0.00066876i,0.00027527-0.00019038i,0.00063662+0.00047325i,0.00080867+0.00049329i,-0.0003117+0.00052842i,-0.00029338-0.0001687i,0.0004562-0.00095179i,0.00013187-0.00081064i,0.00039728-0.00010821i,0.00056021+0.00062199i,4.5319e-05+0.00070571i,-0.0003626-0.00027183i,-0.0002501-0.00039971i,6.2961e-05+3.4709e-05i,9.3283e-06+0.0002334i,-0.0002182+1.3478e-05i,-0.00066167-0.00055359i
-0.0016886-0.0016369i,-0.000429-0.0025981i,0.00049263-0.0017207i,0.00057863-0.00031359i,0.0006642+0.00070623i,4.7065e-05+0.00053917i,0.00011666-4.2998e-05i,0.00066006-0.00083158i,0.00034474-0.0011027i,9.486e-05-0.00055388i,-0.00012651-3.0197e-05i,-0.00021721-0.00016564i,0.00032851-0.00025286i,0.0004168+0.00025195i,0.00024953+0.0002619i,-0.00025966-0.00017091i,-0.00014145-0.00028601i,0.00052884+0.00018846i,0.00072547+2.9236e-06i,0.00039339-0.00028593i,0.0003879+0.00028001i,0.00054792+0.00017553i,0.0004856-1.2055e-05i
-0.00044844-0.0023725i,-0.00030389-0.0014379i,-0.0010289-0.00050095i,-0.0025677+0.0014028i,-0.0023692+0.0022051i,-0.00071519+0.0015984i,0.00044339+0.00039105i,0.00037159-0.00078861i,-8.6281e-05-0.00056941i,-4.8539e-06-0.00044468i,-0.00033904-0.00073064i,-0.00046469-0.00020001i,-0.00043399+0.00036926i,-0.00041861+0.0001654i,0.00014702+0.0007882i,-3.3531e-05+0.0013337i,-0.00026768+1.5356e-05i,0.0003143-0.00071395i,0.0011506+0.00032596i,0.00094554+0.00068186i,0.00015778+2.5453e-05i,6.2268e-05-0.00027261i,-0.00011932+0.00059404i
0.0014675-0.00073785i,0.00025449+0.0001707i,-0.001282+0.00017594i,-0.001197+0.00060425i,-0.00027682+0.00081394i,0.00013174+0.00058501i,0.00077219-0.00021163i,0.00081258-0.00058698i,-0.00022512-0.00031501i,-0.00082598-0.00023262i,-0.00041423-0.00020613i,0.00019509+0.00014408i,0.0004194+0.0009441i,0.00029284+0.0010912i,0.00020505+0.00075775i,-0.00014517+0.00068537i,-0.00028738+0.00038988i,-0.00055495-0.00037975i,-0.00023166-0.00064091i,0.00036079-0.00029604i,0.00013287+0.00029811i,-0.00041019-1.5522e-05i,-0.00035199-0.00052001i
0.00035924+0.00054316i,-0.00054004+0.000513i,-8.2864e-05+0.0012906i,0.0010741+0.0018207i,0.001003+0.001851i,0.00053817+0.00089244i,9.0517e-05+1.7646e-05i,4.1168e-05-0.0001434i,-0.00034467+0.00017364i,-0.00055992+0.00052645i,-0.00028327+0.00087105i,-7.9647e-05+0.00050756i,0.00046841-5.8022e-05i,0.0012371-0.00054982i,0.00075453-0.00031492i,0.00042173+0.00010693i,0.00022841+0.00045625i,-0.0008369+0.00066551i,-0.0011021+0.00017084i,-0.00090364+7.1099e-05i,-0.00010162+8.8997e-05i,0.0009625+0.00038972i,0.00016009+0.00039691i
-0.00075427+0.0023924i,0.00054272+0.0012263i,0.00076936+0.0022279i,0.0012442+0.0026074i,0.0016866+0.001714i,0.0015684+0.00083086i,0.0011973-0.00046712i,0.00090546-0.00048288i,0.00037603+0.00014807i,1.4858e-05+0.00013266i,-0.0001239-0.00043233i,-0.00021774-0.0006877i,-0.00041543-3.9486e-05i,-0.00041645+9.6449e-05i,-0.0001871-0.00031158i,-0.00050238-8.8006e-06i,-0.0012452+0.00038067i,-0.00088843+0.00047952i,0.0003867+0.00052331i,0.00080418+0.00063476i,-0.00011872+0.00060301i,-0.00032432-9.195e-05i,0.000157-0.00060116i
-0.0028506-0.0015679i,-0.0035023-0.00097249i,-0.0033317+0.0010092i,-0.0015311+0.0015305i,0.0001121+0.0013764i,6.6426e-05+0.00042837i,-0.00012088-0.00028746i,-0.00047736+0.00043818i,-0.0011029+0.00085163i,-0.00097447+0.0012611i,5.9942e-05+0.00085943i,0.00078382-0.00031236i,0.00026141-0.00033967i,-0.00012421-2.4162e-05i,0.00043424+8.3402e-05i,0.00056206+0.00044898i,-0.00053335+0.0002355i,-0.0011481-0.00099213i,-0.00050426-0.0018656i,-0.00019229-0.0010238i,0.00017866-0.00021922i,0.00041-3.6331e-05i,0.00048123-0.00025988i
0.0026994+0.0013955i,0.0020607+0.0015431i,0.0012039+0.0022944i,0.00040788+0.0014773i,0.00034487+0.00052704i,0.00092877+0.00028639i,0.0015473+0.00033216i,0.0013217+0.00029082i,0.00025458-0.00043569i,0.00010773-0.00060506i,0.0014019+0.00039487i,0.0011568+0.00086449i,0.00023078+3.2222e-06i,-3.0883e-05-0.00079843i,0.00038813-0.00046195i,0.0010216+6.3202e-06i,0.00075064-7.151e-05i,0.00062064-0.00013332i,0.0007904+0.00019519i,7.0264e-05+0.00042183i,-0.00025539+0.00014113i,0.00065947+0.00023193i,0.00079221+0.00040931i
0.00035118+0.0021263i,0.0012242+0.00064478i,0.0013581+0.00030685i,0.0016958+9.4556e-05i,0.0019072-0.00020495i,0.00092734-6.8924e-05i,-6.7108e-05+0.0002767i,-0.0012495+0.00012882i,-0.0014119-0.00069395i,4.9154e-05-0.00049695i,0.00016001+0.00036123i,5.9175e-05+0.0012775i,0.00013504+0.0014971i,-0.00012234+0.00078834i,0.0001298+9.512e-05i,0.00014077+0.00024006i,-2.5092e-06+0.00029893i,0.00036659+0.00010316i,0.0005007-0.00010067i,1.9774e-05+0.00014679i,0.00033848+0.00083544i,0.001149+0.0011673i,0.0008361+0.00096163i
-0.0020445-0.0017138i,-0.000866+0.00026653i,-0.00071135+0.0018255i,0.0013766+0.0014489i,0.0023778+0.001873i,0.0015223+0.0015492i,0.0001305+0.00062752i,0.00065295-0.00029494i,0.00085447+0.00028571i,-0.00019029+0.00087229i,0.0006037+0.00030057i,0.00094825+0.00047073i,0.00014537+0.00043267i,-5.4229e-05-3.7105e-05i,-0.00013456+5.5264e-05i,1.5191e-05+0.00024114i,0.00027003+0.00013467i,0.0004094-3.2962e-05i,0.00088142-0.0002674i,0.00092315-4.2976e-05i,0.00053515-0.00019103i,0.00017453-0.00057955i,3.352e-05-0.00012867i
-0.00061093-0.00277i,-0.00041175-0.0016171i,-0.0007871+0.00098995i,-0.00026149+0.0032566i,0.00079436+0.0035091i,0.0024496+0.0016166i,0.0026213+4.0969e-05i,0.0013038+0.000343i,-0.00026804+0.00060498i,-0.00081954+0.00051063i,0.00056242+0.00089959i,0.0013456+0.0011628i,0.00058738+0.0010762i,0.00046765+0.001212i,0.00071402+0.00054657i,0.00037837-0.0007107i,8.0651e-05-0.00042707i,-0.00031723+0.00049282i,-0.00015018+0.00033758i,0.0010371+0.00047044i,0.0017016+0.00068608i,0.0013155+0.00016336i,0.00028783+1.916e-05i
