1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
-0.001446+0.0016968i,-0.00093986+0.0025148i,-0.0002837+0.0034812i,0.00098185+0.0035783i,0.0022028+0.0023148i,0.0017461+0.00079656i,0.00055455-0.00074368i,-0.00017206-0.0012592i,-0.00064767-7.8055e-05i,-0.0010533+0.00030706i,-0.0007634-0.00016494i,-5.3646e-05+6.6321e-05i,8.6581e-05-3.8465e-05i,-0.00062439-0.00032164i,-0.0010918+2.7904e-05i,-0.00082967+0.00066798i,-9.8603e-05+0.00025093i,3.4945e-06-0.00018628i,-0.00021619+7.1758e-05i,-0.00026658-0.00011868i,-0.00012025-0.00014974i,-0.0003819-9.8419e-05i,-0.00045737-0.00013084i
0.00093131-0.0011504i,-0.0005303-0.0014099i,-0.0012131-0.0013635i,-0.0013676-0.0018156i,-0.0022349-0.0019101i,-0.0020763-0.0015622i,-0.0011501-0.0018566i,-0.0007011-0.0020993i,-0.00040063-0.0015872i,-0.00026198-0.00071532i,-0.00011065+0.00014334i,0.00062533+0.00033113i,0.00096853+0.00024897i,0.00056546+0.0006912i,-0.00031284+1.3493e-05i,-0.0013839-0.000535i,-0.0013648-0.00027057i,-0.00083247-0.00010912i,-0.00080928-0.00019609i,3.5166e-05-0.0010452i,0.00093247-0.0013432i,0.00088352-0.00010739i,0.00049476+0.00041685i
0.0022985-0.0018093i,0.00048479-0.0016365i,-0.00029582-0.00018737i,9.5638e-05+0.0011589i,0.00041848+0.0018542i,0.0012903+0.0014005i,0.00083979-0.00021779i,0.00033171-0.00053966i,0.00080082-0.00013518i,0.00054398-0.00066259i,-3.2673e-05-0.00062664i,-6.5437e-06-0.00041994i,-0.00016903-0.00012336i,-0.00084067+0.0013952i,-0.00097187+0.0017028i,-8.1803e-05+0.0005i,0.0003478-9.8944e-05i,0.0002171-0.00046643i,0.00035245-0.00064771i,0.00049019-0.00025264i,0.00051709-8.1351e-05i,0.00020118-8.2569e-05i,0.00044196-0.00023594i
-0.00044711+0.0010913i,-0.00087753+0.0012158i,-0.0012839+0.00025391i,-0.0019051-0.00038284i,-0.0019334-0.0011272i,-0.00057143-0.0018875i,0.00045384-0.0023984i,0.00014038-0.0018632i,-0.00078076+1.6099e-05i,-0.00073486+0.00049716i,-0.00024461-0.00042838i,-0.00033712-0.00062159i,-0.00034019-0.00031903i,-0.00014359-0.00065298i,-0.00047132-0.00022292i,-0.00075272+0.00023833i,-0.00057656+3.8014e-05i,-0.00030229-2.7238e-05i,-0.0003704-0.00017098i,9.8996e-05-0.00046038i,0.00038395+0.0003419i,0.00092023+0.0016125i,0.0015559+0.0007009i
-0.0018565+0.00040901i,-0.0020412+0.0012078i,0.00019916+0.0017339i,0.0028176+0.0014803i,0.0036855+0.00043308i,0.0029639-0.0011863i,0.0019199-0.0021832i,0.00047641-0.001434i,0.00016244-0.00028933i,0.00044501-0.00013144i,-0.00025125-4.2984e-05i,-0.00073808+0.00029922i,-0.00071171-0.00030522i,-0.00062438-0.0016525i,-0.0005255-0.0015737i,-0.00031106-0.0006363i,-0.00039335-0.00036513i,-0.00011072-0.00022945i,0.00052697-0.00013221i,0.00038133-2.1189e-05i,-0.00028396-0.00027512i,0.00044562-0.00035317i,0.00074612-0.0003785i
0.0013264+0.0021991i,0.00081953+0.0023304i,-0.00083644+0.0019175i,-0.002376+0.0012843i,-0.0024362+0.00055791i,-0.0017531-0.00066997i,-0.00053612-0.0020552i,-0.00017143-0.0028372i,-0.00093327-0.0016264i,-0.0011536-0.00085821i,-0.0005377-0.00096511i,-0.0003697-0.00080403i,-0.0013131-0.00043023i,-0.002137+1.8456e-05i,-0.0020499-0.00021134i,-0.001494-0.0009635i,-0.00045857-0.00090566i,0.00023935-0.00060073i,0.00047162-0.00033386i,-6.7428e-05+0.00010364i,-0.00069942-0.00019661i,-9.3997e-05-0.00051398i,0.00048688-0.00024866i
-0.00013883+0.0017418i,0.00089163+0.00052496i,0.0020729+0.00070457i,0.0026655+0.00030397i,0.0029976-0.001324i,0.0025315-0.0028682i,0.0018713-0.0024558i,0.00087085-0.00095464i,-0.00023424-0.00027605i,4.9812e-06-0.00028131i,-0.00010085-0.0003755i,-0.00033732-0.0010507i,-0.00031561-0.0010327i,-0.00031434-0.00069798i,-0.00027614-0.00099334i,-0.00040149-0.00076089i,-6.9977e-05-0.00011242i,-0.00031249+0.00039113i,-0.0011524+0.00044305i,-0.0008735+0.00061764i,-5.7868e-05+4.6978e-05i,0.00052094-0.00063403i,0.00066648-0.00081623i
0.00066191+5.4521e-05i,0.00031882+0.00032924i,-0.00070313+0.0007758i,-0.0021319+0.001428i,-0.0020167+0.0015788i,-2.7813e-05+0.00084059i,0.0009715-0.00031883i,-0.00018201-0.00044001i,-0.00040181+0.00073801i,-0.00010633+0.0016186i,0.00012774+0.0011173i,0.00068045+0.00016967i,5.6531e-05+0.00011095i,-0.0013214+0.00016012i,-0.0017766-9.7716e-05i,-0.00060574-0.00026659i,0.00039392-0.00017104i,0.00021262+0.00059809i,0.00026168+0.00058971i,0.00069607-0.00065969i,0.0012524-0.0010632i,0.00094046-0.0003778i,8.6156e-05-0.00014402i
-0.00083114-0.00017098i,-0.00062646-0.00044155i,-1.3397e-05-0.00045517i,0.0011651-0.0013386i,0.0019401-0.0016949i,0.0018379-0.0015023i,0.0013451-0.0017571i,0.00023901-0.0021806i,-0.00050268-0.0013442i,0.00015604-0.0005016i,0.00057293-0.0003136i,-3.4861e-05+0.00014414i,-0.00027491+0.0011806i,-0.00049353+0.00086838i,-0.0011514-0.00036615i,-0.00097797-0.00014526i,-0.00098597+0.00054701i,-0.0013553+0.00028586i,-0.00083994-0.00047234i,-0.00014012-0.00021075i,0.00044817-5.2882e-05i,0.0011123-0.00024289i,0.00097273-0.00036369i
0.00073545+0.00065429i,0.0008458+0.00062671i,0.00087013+0.0015301i,0.00010802+0.0020438i,-0.00039836+0.001992i,-0.00023887+0.00096053i,-0.000816-0.00086842i,-0.001913-0.0013773i,-0.0011678-0.0011034i,4.9751e-05-0.00080797i,-4.0528e-05-0.00052653i,-0.00014624-0.00020162i,-0.00011829+0.000145i,-0.00064084-6.9498e-05i,-0.001098+0.00017345i,-0.0014603+1.7706e-05i,-0.0010988+3.45e-05i,-0.00060404+0.00047613i,-0.00092711+0.00017152i,-0.00095568-2.6482e-05i,-0.00076569+0.00014219i,-0.00018388-0.00036052i,1.4695e-06-0.0011887i
-0.00036772-0.0011831i,8.6899e-05-0.0018696i,-0.00084969-0.0014591i,-0.00069173-0.0015338i,0.00075325-0.0020409i,0.0021442-0.0026607i,0.0023821-0.0031998i,0.0018624-0.0030317i,0.0015268-0.0021872i,0.00093251-0.00093284i,1.8781e-06-0.00070486i,-6.6769e-05-0.00063291i,0.00044809-0.00039759i,0.00038355-0.00030315i,4.3974e-05+0.00067378i,-0.000298+0.00042397i,-0.00039177-0.00033635i,0.00019926-0.0002053i,0.00089799-0.00020498i,0.00035085-0.00013172i,-0.00048717+4.2815e-05i,-0.00040396-0.00011344i,0.00050863+3.4323e-05i
0.00018322+0.0010537i,0.00059247+0.0020355i,0.0014805+0.0027208i,0.0015432+0.0030461i,0.00075155+0.002408i,-0.00035354+0.00119i,-0.00076948-0.00052564i,-0.00078472-0.0010615i,-0.00021699+0.0002496i,0.00060657+0.00088524i,0.00037155-0.00010257i,-0.00012773-0.00059001i,-0.00062068+4.0899e-05i,-0.0017888+0.0006007i,-0.0018292+7.1013e-05i,-0.001381-0.0003172i,-0.00091055+0.00037552i,-0.00042843+0.00087003i,0.00036909+0.0013576i,8.5662e-05+0.0014639i,-0.00059628+0.00086839i,-0.00015471+0.00077111i,0.00069352+0.00033111i
0.0011088+0.00068447i,0.00073063-0.0013658i,0.00085064-0.0036297i,0.00059502-0.0043249i,0.0001101-0.0035631i,-3.1965e-05-0.002317i,-0.00020522-0.0015295i,-0.00071987-0.0012016i,0.00010584-0.00051039i,0.00058951+0.00057819i,-0.00019435+0.00088608i,-0.00092775+0.00017883i,-0.00094276+0.00025618i,-0.00068811+0.00054007i,-0.00062229+0.00013085i,-0.00015874+0.00036735i,-0.00013117+0.001063i,-0.00016603+0.00078262i,0.0009367+0.00030335i,0.0010131+8.3655e-05i,0.00072332-0.00081698i,0.0011945-0.000984i,0.00096354-1.1905e-05i
-0.00025664-0.00013957i,0.00032646+0.0017583i,0.0010032+0.0027642i,0.00082348+0.0030524i,2.4183e-05+0.0021452i,0.00033106+0.00039194i,0.00051715-0.001489i,-0.0008198-0.001911i,-0.0015891-0.001306i,-0.0012474-0.00087079i,-0.00080442-0.00017665i,-0.00067837+0.00025009i,-0.00021089-0.00037976i,-0.00052418-0.00078447i,-0.00067791-0.00046428i,-0.00022735-0.00067041i,-0.00056-0.0009911i,-0.00080684-0.00049434i,0.00034799+0.00042179i,0.00050566+0.00072591i,-0.00047796+0.00039098i,-7.575e-05+2.3514e-05i,0.0003852-0.00022605i
0.001636-0.0016092i,0.00076474-0.001064i,-0.0012425-0.0014756i,-0.0031762-0.0016372i,-0.0027075-0.0015462i,-0.00043416-0.0010036i,0.00031745-0.00098526i,-0.00025951-0.0013643i,-0.00029058-0.0012686i,-0.00019193-0.0019334i,-0.00030013-0.0016742i,-0.00051871+0.00032151i,-0.00015619+0.0013355i,0.00011742+0.0012058i,0.00016687+0.00104i,7.4455e-05+0.0014238i,-0.00020852+0.0012613i,0.00010387+2.3973e-05i,0.00069868-0.00090976i,0.00046214-0.00025811i,-0.00010863+0.00049212i,0.00023091-3.9939e-06i,-0.00038518-0.00060584i
0.0016499+0.00012625i,0.0013039-0.00077362i,0.0016008-0.0012932i,0.0012523-0.00052453i,0.0010788+0.00018361i,0.00012331-1.4625e-05i,-0.0010868-0.00079863i,-0.0010036-0.00038956i,-0.00068556+0.00053835i,-0.00028652+0.00056556i,-0.0004173-0.00016371i,-0.00044203-0.00011792i,-0.00070407-0.00014044i,-0.00099925-0.00060172i,-0.0015794-0.00072583i,-0.0017395-0.00052739i,-0.00035541-0.00052233i,0.00047769-0.00055705i,-0.00021385+0.00018964i,-0.00041372+0.0002548i,-0.00014253-0.00043603i,0.00029848-0.00034941i,0.00091313-0.00033865i
-0.00043674-0.001601i,-0.00090563-0.00065286i,-0.0020451-0.00011872i,-0.0021259-0.00054989i,-0.0017156-0.00038555i,-0.00095057-0.00049167i,0.00032411-0.0011783i,0.00022386-0.0015979i,-0.00069984-0.00088326i,-0.00051944+0.00044036i,-6.9323e-05+0.00079795i,3.7783e-05+0.00023i,0.00044053-0.00024658i,2.3746e-05-0.00026979i,-0.00090783+0.00016455i,-0.00057257+0.00041728i,0.00035676+0.00074064i,0.00066825+0.00020252i,0.00010302-0.0004385i,-0.00040318-0.00074254i,-0.00078271-0.00057251i,1.4649e-05-0.00041128i,0.0012249-0.00024753i
-0.00018825+0.00053613i,-3.1013e-05+0.0009566i,0.00033545+0.0010953i,0.00088293+0.0010284i,0.0011182+0.00042115i,0.00099989-0.00069629i,0.00074116-0.0013643i,0.0001107-0.0010117i,-0.00065754-0.00045517i,-0.0003314-0.00047635i,-0.00050852+0.00010476i,-0.00078167+0.00092924i,-0.00037759+0.00085026i,-0.00069762-0.00020759i,-0.0012322-0.00093907i,-0.0009683-0.00090361i,-0.00042599-0.000218i,-0.00055854-0.00023233i,-0.00036675-0.00059027i,-0.00043425-0.0004259i,-0.00043069-0.00080396i,0.00053335-0.0010127i,0.00029659-0.00021488i
-0.00189-4.5983e-05i,-0.0020079+0.00017883i,-0.0021455+0.00078641i,-0.001914+0.001092i,-0.0015115+0.00065494i,-0.0011761-0.00052099i,-9.107e-05-0.0016693i,0.00075514-0.0027879i,0.00054121-0.0023557i,-6.6504e-05-0.0010764i,-3.3461e-05-0.00072084i,0.00041668-0.00034755i,0.00053778-6.5742e-05i,0.00069991-0.00017974i,0.00024533-0.00042877i,-0.00069847-0.0004096i,-0.00035452+6.214e-05i,0.00050402+4.613e-07i,0.00079795-3.239e-05i,0.00070008-4.7389e-05i,0.00057105-9.2384e-05i,0.0006583-0.0003107i,0.00038126-0.00029217i
-0.0018805-0.00021601i,-0.00070535-0.0010009i,-0.00026571-0.0011474i,0.00037478-0.00054541i,0.0016879-0.00013611i,0.0026255-0.0010346i,0.0018774-0.0022169i,-4.7318e-06-0.0020214i,-0.00067572-0.0011264i,-0.00078228-0.00044388i,-0.00037463-0.00030745i,-0.00018021+2.8308e-05i,7.363e-05+0.00023284i,-0.00023832+0.00013549i,-0.00021366-9.9203e-05i,0.0007621+0.00016484i,0.00040573+0.00086469i,-0.00036689+0.0010467i,-0.0007941+0.00075789i,-0.00046223+0.0001817i,-0.00012777-0.00021033i,0.00051486-0.00071286i,0.0010104-0.00041339i
-0.00028545-0.00059465i,-0.00056559+0.0010584i,-0.0019519+0.0013449i,-0.0021903+0.0012306i,-0.00099461+0.00059761i,-0.00019153-0.00066768i,-0.00034864-0.0013469i,-0.00054339-0.0011561i,-0.00032465-0.00015157i,-0.00037581+0.00021683i,-0.00032743-0.00014694i,3.3821e-05-0.00084593i,0.00069488-0.00076038i,0.0007688-0.00018862i,0.0003205-0.00011209i,-0.00067899-0.00047869i,-0.0010247-0.000806i,-0.00033656-0.00074759i,-8.2138e-05-0.00092666i,3.6557e-05-0.00023878i,4.6512e-05+0.00071358i,0.00068016+0.00089198i,0.0012722+0.00015047i
0.00012361+0.00049621i,-0.00020412-9.9158e-05i,-0.00031174+0.00024348i,0.00050498+0.00072481i,0.00073241-0.00033407i,-4.6656e-05-0.00063494i,-0.00035931-0.00027371i,-0.00094634+0.00041386i,-0.0010911+0.00046148i,-0.00079097+0.00078492i,-0.00092808+0.0010266i,-0.00036999+0.00060936i,-0.00046499+0.00048444i,-0.0013734+0.00026933i,-0.0014581-0.00019416i,-0.0011568+9.4501e-07i,-0.00087401+0.00070809i,-0.00028654+0.00076591i,-6.9033e-06+0.00060241i,0.00064641+0.00038699i,0.0005651-0.00011275i,9.2454e-05-0.00046508i,0.00059351-0.00062471i
0.0012687-0.00031977i,0.002023-0.00070552i,0.0020736-0.0010219i,0.00080099-0.0008534i,0.00018588-0.00058477i,0.00051082-0.0010213i,0.0004923-0.0017198i,-0.0004816-0.0022261i,-0.0011473-0.0023625i,-0.000381-0.0018784i,0.00045974-0.00073404i,-3.0822e-06-0.00025072i,-0.00018535+6.4561e-05i,-0.00032552+0.00029674i,-0.0010366+2.0984e-05i,-0.0007606-0.00022726i,-4.1338e-06-0.00062655i,-9.3795e-05-0.00049618i,-0.0012529-0.00047024i,-0.0012674+8.5514e-05i,-0.00068646+0.00010829i,-4.0225e-05-0.0010134i,0.00061515-0.0011683i
0.0015085+7.2585e-05i,0.0016135-0.00019653i,7.8562e-06-0.00027677i,-0.00081138-4.5466e-05i,-0.00058005-0.00031657i,-6.5765e-05-0.0011376i,0.00067522-0.0015144i,0.0006212-0.0016502i,0.0011161-0.00059299i,0.00074631-0.00050966i,-0.0006087-0.0012077i,-0.00088023-0.00081336i,-0.0015111-0.00030178i,-0.001699-0.0001862i,-0.00080185-0.00055964i,-0.00076047-0.0012233i,-0.00095051-0.00083631i,-0.00031985+0.00031927i,0.00010484+0.00038032i,5.5766e-05+0.00021378i,-0.00027673-0.00015471i,-0.00026315-0.00049453i,-5.1997e-05-0.00032504i
-0.0026938-0.0011591i,-0.0032119-0.00021638i,-0.0027544+0.00073577i,-0.0012135+0.0012992i,0.00039011+0.0014003i,0.0012201-0.00028772i,0.00062539-0.0023938i,-0.00032372-0.0029373i,-0.00033675-0.0017253i,-0.00036385-0.00084752i,-0.000673-0.00098394i,-0.0006599-0.00083668i,-0.00043244-7.7435e-05i,0.00029569+0.00016073i,0.0011651+0.00012882i,0.00066368+0.00053741i,-0.00040122+2.9631e-05i,-0.00050674-6.7005e-05i,-0.00055812+0.0003287i,-0.00040131+9.3166e-05i,-4.3494e-05-0.00032978i,1.9762e-05-0.000239i,8.5772e-05+0.00041964i
0.0017787+0.0013603i,0.0021614+0.0016196i,0.0017621+0.0017546i,0.0011704+0.0004926i,0.0014592-0.0005799i,0.0010308-0.0010912i,0.00061077-0.0015321i,0.00036727-0.00042096i,-0.0002043+0.0001985i,7.2017e-05+6.117e-05i,-0.000422-0.00025352i,-0.0010596-0.00064977i,-0.00074577-0.00043672i,-0.00086513-0.00021615i,-0.0011703-0.00036829i,-0.00087435-0.00088425i,0.00035749-0.00041382i,0.0008158+0.00028911i,0.00053984+0.00016251i,0.00021553-0.00023301i,-1.7629e-05-0.00084355i,0.00064082-0.0004251i,0.00081995+0.00080888i
7.5711e-05-0.00098903i,0.00039431-0.0012284i,-0.00033168-0.0010332i,-4.0065e-05-0.0003085i,0.0005084-0.00032642i,0.0010154-0.0008831i,0.00070757-0.0018402i,9.4874e-05-0.0024508i,-0.00035057-0.0018492i,-2.5599e-05-0.00076819i,8.4375e-05-0.00026626i,-0.00042572-0.00098555i,-0.00047531-0.00097437i,-0.00020216-0.00023594i,-0.00029201+0.00041984i,0.00015474+0.00036426i,0.00051658-0.00054968i,6.0832e-05-0.00097078i,-0.0004178-0.0013341i,0.0002082-0.0013258i,-1.9021e-05-7.2947e-05i,-0.00078179+0.00047857i,-0.00026248+0.00014648i
0.0012807+0.0011313i,0.00074839+0.00126i,-0.00016668+5.0268e-05i,-0.00066279-0.00060433i,-0.00016952-0.00077539i,0.00089496-0.00040802i,0.00084281-0.00050469i,0.00020867-0.0011532i,0.00044616-0.00034092i,-0.00023629+0.00064235i,-0.00052024+0.00088416i,-0.00010326+0.0010198i,-4.2097e-05+0.00075808i,-0.00020706+7.0891e-05i,-0.00088677-0.00021723i,-0.0010367+0.00028936i,-0.00020452+0.0007423i,-0.00030105+0.00056895i,0.00026381-0.00017607i,0.00095182-0.00068966i,0.00065703-8.1052e-05i,0.00023308-0.00020517i,-6.9272e-05-0.00051203i
-0.0010937-0.00094941i,-0.0021504-0.0015142i,-0.0026836-0.0015202i,-0.0013431-0.00069675i,-0.00027591+0.00045448i,0.0002816-0.00063828i,0.00071308-0.0021299i,-0.0008785-0.0015037i,-0.0016374-0.00061985i,-0.00069285-0.00016569i,-0.00020929+0.00025208i,-0.0002562+0.00035757i,-0.00015458+0.00057577i,0.00036296+0.00071869i,0.00059723+5.6634e-05i,0.00042789-0.00018468i,0.00056154+3.3571e-05i,0.00055862+7.4322e-05i,0.00036895+0.00077628i,0.00038236+0.00058111i,0.00039183-0.00027848i,0.00026444-0.00065066i,8.9487e-05-0.00072892i
0.0020624-0.00075176i,0.0027745-0.0014696i,0.0021761-0.0013446i,0.00018775-0.0012517i,-0.001-0.0012553i,-7.2836e-05-0.0017563i,0.00084412-0.002407i,0.0002456-0.001887i,-0.00044822-0.00018536i,-0.0015326+0.00043296i,-0.0012919+0.00059115i,-0.00018153+0.0013134i,5.8118e-05+0.00080332i,-5.6437e-05+0.00068373i,-0.0004229+0.0010389i,-0.00019909+0.00026129i,-8.1729e-05+0.00031983i,-0.00022968+0.00071002i,0.00032605+0.0001922i,0.0010203+0.00030037i,0.0013443+0.00049299i,0.0015384+0.00015545i,0.00069096-0.00019666i
-0.0016885+0.00097013i,-0.001874+0.0019703i,-0.0013563+0.00059699i,-0.0012479-0.0002429i,-0.0011098-0.0001932i,-0.00094587-0.00043714i,-0.00079615-0.001252i,-0.0007679-0.0010866i,0.00017249+2.5429e-06i,0.0009531+0.00019497i,-0.00013129-1.7773e-05i,-0.00083847+0.00034908i,-0.00088563+0.000481i,-0.0011676-0.00034686i,-0.0010366-0.00095564i,-0.00014478-0.00101i,0.00032699-0.0010072i,0.00014989-0.00031769i,0.00028859+0.00033517i,-0.0002961+2.5441e-05i,-9.2335e-05-0.00048556i,0.0006883+2.9624e-05i,0.0010751+0.00095065i
0.001388-0.00012779i,0.0011251-0.0010498i,0.0012922-0.0012379i,0.00094293-9.8101e-05i,0.00052362+3.3518e-05i,0.00022963+2.3577e-06i,0.000421-0.00016807i,0.00064519-0.00078585i,0.00038145-0.00090953i,-2.5842e-05-0.00092789i,-0.0003341-0.00058614i,-0.00092408+0.00075337i,-0.001306+0.00088471i,-0.0014391-1.5767e-05i,-0.00089853+0.00025228i,-0.00029872+0.00097724i,-0.00057029+0.0011746i,-0.00045335-3.5389e-05i,-0.00011843-0.00088782i,-0.00011407-0.00084799i,0.00039642-0.0010145i,0.0008102-0.0010154i,0.00087996-0.00071516i
0.00016435+0.0020737i,0.00017375+0.0013181i,-0.00028598+0.0008403i,-0.00036872-0.00022251i,0.00019842-0.00067432i,0.00023692-0.0018501i,-0.00023636-0.0020727i,-0.00052722-0.0012568i,-0.00056254+0.00020568i,-0.0004473+0.0005001i,-0.00078251-5.364e-05i,-0.00077264+0.00039727i,-0.00056525+0.00069946i,-0.00050912-0.00034839i,-0.00049416-0.0015787i,-0.00088809-0.0011559i,-0.00039936-0.00054964i,0.00042655-0.00073044i,0.00016644-0.0012079i,0.00029267-0.00083015i,0.00065266-0.00033674i,0.00054615-5.3046e-06i,0.00032189+0.0007556i
-0.00040407+0.00079347i,-3.5804e-05+0.00075069i,0.00039742+0.0014164i,0.0012941+0.00081457i,0.0013298-0.00064033i,0.00080615-0.0014978i,-0.00041246-0.0014462i,-0.0015933-0.0011608i,-0.0011133+0.00013766i,0.00021169+0.00060624i,0.00087295+0.00028625i,0.0003642+0.00016086i,0.00018881+0.00048369i,2.7273e-05+0.00033238i,-0.00083944-0.0001665i,-0.00096634-0.0005537i,-0.00033537-0.00077843i,2.1095e-05-0.00071193i,0.00010231-0.00048279i,0.00015585-0.00015234i,-3.3606e-05+7.8077e-05i,7.3174e-05-0.00028621i,0.00072061-0.00057082i
-0.00043166+0.00047655i,-0.00093914+0.00038096i,-0.0004675+4.9151e-05i,9.7458e-05+0.00027863i,0.00086955-0.00020661i,0.001121-0.0015652i,0.00081328-0.0020689i,-4.4125e-05-0.0014161i,-0.00028833-0.00047217i,0.0001472+0.00054954i,-0.00047628+0.00069836i,-0.00074514-0.00093917i,-0.00043638-0.0010559i,-0.0010059-0.00024i,-0.0012759-0.00032849i,-0.0010852-0.00078306i,-0.00065416-0.00076997i,0.00020008+0.00017543i,0.00024013+0.00070872i,-0.00029112+0.00028251i,-0.00018345+6.453e-05i,-0.00023461+0.0003528i,-0.00075541-8.8603e-05i
0.0013113-0.00026485i,-0.00043256-0.0012841i,-0.0013386-0.0014147i,-0.0011083-0.0015566i,-0.00047041-0.0013629i,-0.00020425-0.0017329i,9.947e-07-0.0017213i,0.00059814-0.00076083i,0.00074252-9.268e-05i,0.00032167-0.00018622i,0.00018488+0.00044194i,0.00075458+0.0011421i,0.00092679+0.00028033i,4.7702e-05-0.00029445i,-0.00068074+0.00055057i,-0.00086579+0.00098729i,-0.00010274+0.00036595i,0.00074919-0.00015497i,0.0002466-0.00032396i,-0.0004324-7.8334e-07i,7.5683e-05+0.00069219i,7.5292e-05+0.00032416i,-0.00025398-0.00063193i
0.0021137+0.00013215i,0.0026056+0.0016519i,0.0021798+0.0016147i,0.00065492+0.0010671i,0.00053582+0.0010989i,0.00069877+0.00074526i,0.00048398-0.00058587i,-3.3834e-05-0.00041887i,-0.0003897+0.00068761i,-0.00018617+0.00058891i,0.00080657+0.0004802i,3.1727e-05+0.00033351i,-0.00088131+9.0861e-05i,-0.00064059+0.00029471i,-0.00068741+0.00022434i,-0.00045005+0.00013898i,-0.00026761+0.00015526i,-0.00057472-0.00011028i,-0.00013179-0.00014532i,0.00020128-0.00051252i,-0.00024755-0.00075901i,-0.0004439+0.00017996i,-0.0003074+0.00010225i
0.00062142+0.0013258i,0.00087306+0.0011919i,0.0018446+0.00077348i,0.0013968+0.00058861i,0.00015459-0.00082136i,-5.5767e-05-0.002111i,-0.00012718-0.0024986i,-0.00081885-0.0016745i,-0.0003516+0.00014945i,0.00056612+0.00047465i,0.00057131+0.00027201i,-0.00014541+0.00035008i,-0.00062533+0.00020025i,-0.00060166-0.00029162i,-0.00077749-0.0012706i,-0.00095666-0.001263i,-0.00042276-0.00057481i,-0.00031217-0.00024165i,-0.00043666+0.00025941i,-0.00015776+0.00098028i,0.00019284+0.00032686i,9.3656e-05-0.00035176i,0.00021029-0.00075058i
-0.0015161-0.0030537i,-0.0025697-0.0037419i,-0.0031423-0.0024507i,-0.0020696+0.00015893i,-9.974e-06+0.00036313i,0.0019021-0.0016903i,0.0019102-0.0028514i,0.00068861-0.0021105i,-0.00018636-0.00032123i,-1.0968e-05+3.8789e-05i,0.00029206-4.0102e-05i,0.00064826+0.00015626i,6.5189e-05+0.00028539i,-0.00063654+0.00020752i,-0.00086013-7.9255e-05i,-0.00086738-0.00051504i,-0.00020717-0.00065352i,0.00046717-0.00057768i,0.0011043-0.00078366i,0.00097217-0.00074953i,-0.00018252-0.00019729i,-0.00034428-0.00012775i,0.00061174-0.00033983i
-0.0017651+0.0015068i,-0.0013201+0.0019147i,-0.00089423+0.0015017i,-0.00074535+0.0013361i,0.00034259+0.00057806i,0.0013692-0.00095407i,0.00053816-0.002336i,-0.00016911-0.0026486i,0.00028903-0.0011292i,0.0006655-7.1519e-05i,0.00025331-0.00014736i,-8.9561e-05+0.00024617i,-0.00044542+0.00028452i,-0.00088086-0.0002236i,-0.00096816-0.0004738i,-0.00037835-0.00057903i,0.00032824-0.00041589i,0.00072086+0.00017083i,0.00067906+0.00027318i,0.00039187-9.6802e-05i,0.00030589+0.00012367i,0.00021766+0.00055026i,-0.00026309+0.00036794i
-0.0014769+0.00099862i,-0.0013804+0.0018412i,-9.2681e-05+0.0024211i,0.00055319+0.0014747i,0.00066612+0.00076295i,0.00040498+2.335e-05i,-0.00010853-0.00081096i,-0.00042461-0.00095315i,-0.00021385+8.8612e-05i,0.00025256+0.00089539i,-7.7923e-05+0.00078629i,0.00026186+0.00023084i,0.00048383-0.00049642i,-0.00097502-0.00062062i,-0.0016888-0.00014817i,-0.0010323+0.00014881i,-0.00052368-0.00044655i,6.3387e-06-0.00097096i,0.0007556-0.00078902i,0.00042843-0.00035971i,-7.1457e-05-0.00016858i,0.00082682-6.7887e-05i,0.00095314-2.2761e-05i
0.001031-0.0025794i,0.0019949-0.0025709i,0.00075497-0.0021502i,-0.001098-0.00077081i,-0.00080816-0.00057631i,2.862e-05-0.00068608i,-0.00027175-0.00070078i,-0.00026235-0.00038421i,7.1094e-06-0.00036763i,-0.00039351-0.00050661i,-0.00058618-2.3341e-05i,-8.116e-05+0.00050789i,0.00011675+0.00037215i,-0.00042899+0.00011918i,-0.00091824-0.00014963i,-0.0011922-0.00032256i,-0.00085197-0.00033101i,-0.00091828+0.00025677i,-0.00028731+0.00031951i,0.00035401-0.00018081i,-0.00038022-0.00020444i,-0.00056112-0.00012497i,0.00025512+9.4026e-05i
