-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
-0.017175-0.016277i,-0.034893-0.030363i,-0.044692-0.034959i,-0.032528-0.018976i,-0.0079127-0.0029613i,0.0062703-0.0032661i,0.0053531-0.0047379i,0.0019517+0.0014218i,0.00093532+0.0084597i,0.0019807+0.015385i,0.0081475+0.017838i,0.013972+0.0091327i,0.012391-0.0014496i,0.0072772-0.0052061i,0.0042517-0.0062305i,0.0026181-0.006368i,0.00046701-0.0050477i,-0.001128-0.0032864i,-0.0013449-5.7759e-05i,-0.00012959+0.0027147i,0.0014123+0.003187i,0.0013426+0.0038153i,0.00092777+0.0046739i
0.0070055-0.022903i,0.016905-0.050763i,0.017316-0.076394i,0.0048529-0.074846i,0.00054587-0.043201i,0.011539-0.015924i,0.016473-0.011827i,0.0085157-0.013001i,-0.0028737-0.011249i,-0.015136-0.0073891i,-0.020399+0.0023649i,-0.011286+0.010759i,-0.001202+0.010021i,0.0020703+0.0075055i,0.0039942+0.0063009i,0.0050806+0.0030971i,0.0037483-0.001054i,0.0017811-0.0029008i,0.0019271-0.0020575i,0.0021311-9.0383e-05i,0.0011841+0.00044464i,0.0007972-0.00071225i,0.00030245-0.00045682i
0.024125+0.0023207i,0.043842+0.0014144i,0.047914-0.016814i,0.021514-0.040049i,-0.010374-0.036195i,-0.016616-0.01264i,-0.0068285-0.0052641i,-0.001928-0.012566i,-0.00050415-0.020499i,-0.0028734-0.028558i,-0.012473-0.026349i,-0.017044-0.011903i,-0.011932-9.3925e-05i,-0.0065837+0.004677i,-0.002972+0.006031i,-3.6573e-05+0.0054544i,0.0019773+0.0041611i,0.0047514+0.0046013i,0.0053818+0.0044821i,0.0033033+0.0017297i,0.00084892-0.00013132i,-0.0014462+2.0335e-05i,-0.0028276+0.00021688i
-0.0014665+0.021901i,0.0017797+0.044168i,0.009918+0.055503i,0.012124+0.036013i,0.00021623+0.004058i,-0.013287-0.0046081i,-0.013974+0.0030434i,-0.0047802+0.0049175i,0.0069373+0.002495i,0.016935-0.0014574i,0.016384-0.0087444i,0.0047942-0.012299i,-0.0051352-0.0081325i,-0.0072199-0.0023887i,-0.0068686+0.00053579i,-0.0054697+0.001796i,-0.0018589+0.0024454i,-2.6703e-05+0.0030763i,0.00028325+0.0026128i,0.0011129-0.00031865i,0.00098576-0.0022216i,0.00095765-0.0020621i,0.001493-0.0020313i
-0.020735+0.007967i,-0.033431+0.02613i,-0.030373+0.053668i,-0.0040183+0.060998i,0.019047+0.032279i,0.014241+0.0015788i,0.0013258-0.0017287i,-0.0015551+0.0073939i,-0.00097546+0.0147i,0.0019557+0.023093i,0.0099838+0.022575i,0.014049+0.010339i,0.01048-0.00040522i,0.006908-0.0041614i,0.0051889-0.0049851i,0.002114-0.0037198i,-0.0020015-0.0016193i,-0.0047032-0.0017681i,-0.0052705-0.0026136i,-0.0041053-0.0018444i,-0.0024505-0.0014934i,-0.0015205-0.0021035i,-0.00063291-0.002294i
-0.011565-0.016206i,-0.028394-0.021586i,-0.03368-0.0072001i,-0.0072415+0.025234i,0.027869+0.040582i,0.036173+0.023865i,0.023701+0.0065018i,0.0095333+0.0016872i,-0.0056263+0.0022074i,-0.016448+0.0075592i,-0.013959+0.013318i,-0.0034093+0.012021i,0.0054407+0.0048253i,0.0069227-0.0020014i,0.0044976-0.004619i,0.0021766-0.0047357i,0.0017897-0.0046617i,0.001493-0.0043587i,-0.00042982-0.0037137i,-0.0015335-0.0017782i,-0.0010356+0.0007416i,0.00016671+0.0019413i,0.0012876+0.0027298i
0.013315-0.017026i,0.019271-0.042082i,0.011829-0.059881i,-0.0002499-0.046154i,-7.2688e-05-0.011387i,0.012382+0.0059461i,0.01765-0.001315i,0.010767-0.010601i,0.0030163-0.014618i,-0.00078358-0.016869i,-0.0039615-0.014516i,-0.0064253-0.0056621i,-0.0038261+0.003242i,0.00064681+0.0046919i,0.0013584+0.0016177i,4.5741e-06-0.00075937i,0.00024974-0.002944i,0.0020195-0.003008i,0.0025149-0.00044857i,0.0019699+0.0005692i,0.0011043+0.0011741i,0.00060232+0.0019046i,-0.00024665+0.0016245i
0.017759+0.0061478i,0.031169+0.0023265i,0.029131-0.024665i,-0.0034562-0.050323i,-0.034443-0.043642i,-0.035342-0.020487i,-0.021548-0.010857i,-0.01053-0.0094667i,0.0020092-0.0053381i,0.012812-0.0046919i,0.012591-0.0084924i,0.0039259-0.0093838i,-0.0029535-0.0054709i,-0.00478-0.0011566i,-0.005583-0.00045564i,-0.0050556-0.00039939i,-0.0030059+0.0015656i,-0.0023359+0.0033021i,-0.0003362+0.0038276i,0.0023566+0.003318i,0.0015247+0.0026349i,-0.000253+0.002506i,-0.0009372+0.0023091i
-0.0091285+0.01015i,-0.011097+0.015165i,-0.0056028+0.012022i,-0.0067803-0.0083686i,-0.017651-0.028053i,-0.022901-0.023733i,-0.023562-0.0078523i,-0.020343+0.0059359i,-0.010601+0.012617i,-0.0037696+0.01141i,-0.0023746+0.0085487i,-0.00050704+0.003621i,-0.001667-0.0019975i,-0.004395-0.0011361i,-0.0030923+0.002754i,-0.0014342+0.0026669i,-0.00081101+0.0024231i,-0.00053839+0.0030163i,-0.00055056+0.002304i,-6.439e-05+0.0016284i,0.0010397+0.00056063i,0.0011564-0.00078937i,0.0004897-0.0019051i
-0.0049609-0.0045188i,-0.0070929+0.0086609i,-0.0071816+0.035514i,-0.0010127+0.047088i,0.0082622+0.028407i,0.0031523+0.0085905i,-0.0085368+0.0057546i,-0.011008+0.0066438i,-0.011322+0.00063517i,-0.016199-0.0060138i,-0.017163-0.0026825i,-0.0071378+0.0047005i,0.003721+0.0047382i,0.0058642+0.0016848i,0.0058461+0.0026971i,0.00545+0.0030487i,0.0020157+0.00068395i,-0.00073513-0.0018574i,-0.0018692-0.0033921i,-0.003306-0.00299i,-0.0029971-0.002043i,-0.0012201-0.002098i,-0.00034386-0.0027044i
0.0034499-0.0028024i,-0.0045384+0.0059251i,-0.0043319+0.025436i,0.017388+0.04602i,0.033316+0.051493i,0.026871+0.037554i,0.019967+0.023747i,0.019697+0.010246i,0.014483-0.0051694i,0.0081611-0.013786i,0.0025132-0.013329i,-0.00046193-0.0056049i,0.0025055+0.0020613i,0.003971+0.0040854i,0.0016144+0.0032251i,0.001699+0.0029472i,0.0035615+0.0015904i,0.0030852-0.0006185i,0.0017644-0.001765i,0.0011628-0.0017753i,0.00091859-0.0012105i,0.0015744-8.0444e-05i,0.0019606+0.001159i
0.0046493+0.0020138i,0.0054222-0.00759i,0.0028249-0.020013i,0.0083151-0.023112i,0.016787-0.019929i,0.019809-0.01286i,0.027266-0.0075726i,0.032188-0.0098609i,0.026129-0.0071194i,0.021398+0.0046731i,0.019019+0.0066149i,0.008793-0.00038403i,-0.0012858-0.0012023i,-0.0015688-0.00012268i,0.00026889-0.0027389i,-0.000894-0.0036448i,-0.0009287-0.0025027i,0.00061179-0.0023367i,0.001921-0.0017485i,0.0027366-0.0011608i,0.0016564-0.0013123i,-0.00086248+0.00017149i,-0.0014481+0.001678i
-0.0030198+0.002352i,0.0002753-0.0043021i,0.0067677-0.026953i,0.0046604-0.041773i,0.0032483-0.036031i,0.008905-0.029558i,0.010218-0.025002i,0.0061454-0.014028i,-0.0005905+0.00084628i,-0.0058185+0.014797i,-0.0015785+0.018027i,0.0031128+0.0084219i,-0.00096331+1.1278e-05i,-0.0043925-0.0037298i,-0.0048672-0.006709i,-0.0056178-0.0061491i,-0.0051565-0.0024243i,-0.004058+8.7966e-05i,-0.0032121+0.0021497i,-0.0022764+0.0032354i,-0.0011096+0.0026819i,-0.00083046+0.0023359i,-0.0016193+0.0020989i
-0.012368-0.0082601i,-0.017615-0.021981i,-0.018798-0.031251i,-0.016295-0.034402i,-0.0089958-0.026182i,0.0047902-0.015057i,-0.00061808-0.014384i,-0.02013-0.0090109i,-0.022313-0.003124i,-0.018029-0.0078944i,-0.017266-0.0079596i,-0.0097805-0.0039836i,-0.0016765-0.0051479i,-1.4084e-05-0.0046179i,-0.00027323-0.00099197i,0.00012356+0.00017941i,0.00082391+0.00032075i,0.0012715+0.0026703i,-3.002e-05+0.0042725i,-0.0023527+0.0036585i,-0.0028573+0.0024864i,-0.00025438+0.00048157i,0.0012755-0.0013773i
0.012393-0.0065639i,0.025747+0.0049909i,0.013533+0.031541i,-0.024787+0.055445i,-0.042555+0.053838i,-0.040596+0.036228i,-0.039765+0.017516i,-0.034285+0.0059697i,-0.016369-0.0017242i,-6.9687e-05-0.015342i,0.00047279-0.020419i,-0.0023876-0.0094527i,0.0020301+0.0014078i,0.0054258+0.003335i,0.0049502+0.0020873i,0.0033051+0.0023844i,0.0015276+0.0014295i,-0.00070242-0.00098038i,-0.0025286-0.0025828i,-0.0024689-0.0037382i,-0.0011804-0.0038453i,0.00099703-0.0021889i,0.0024271-0.00066933i
0.0081336+0.0098238i,0.0016659+0.021602i,0.0081715+0.028345i,0.019649+0.026598i,0.0012333+0.027065i,-0.023766+0.020969i,-0.023139+0.016615i,-0.0077005+0.015303i,0.0048969+0.010898i,0.012355+0.0086178i,0.012986+0.0064133i,0.0080197+0.0040005i,0.0052992+0.0052085i,0.0057573+0.0067667i,0.0033509+0.0057914i,0.00028672+0.0035124i,-0.0010362+0.0025063i,-0.0012541+0.0018895i,0.00065402+0.00099664i,0.0024253+0.00036782i,0.0020305+0.00010683i,0.00042487+0.00078489i,-0.00025653+0.0013792i
-0.011582+0.017533i,-0.018711+0.019824i,-0.022356+0.014091i,-0.0023819-0.010024i,0.01976-0.048687i,0.01633-0.048086i,0.013256-0.016535i,0.017473-0.0028544i,0.0061055-0.0013418i,-0.00978+0.0089929i,-0.011296+0.014869i,-0.0059516+0.0073021i,-0.0043143-0.00018997i,-0.0043475-0.00074172i,-0.0021851-0.00052871i,-0.00010702-0.0018331i,0.0012671-0.0038426i,0.0033345-0.0054068i,0.0047384-0.0051912i,0.0033558-0.003181i,0.0013614-0.0012841i,-0.0011907+6.1669e-05i,-0.0033628+0.0020702i
-0.017474-0.0076149i,-0.0083267-0.0098822i,0.025919-0.016532i,0.057701-0.016604i,0.077295-0.0064342i,0.075366-0.0068329i,0.054727-0.008797i,0.03481-0.0084942i,0.014239-0.012372i,-0.0051426-0.012226i,-0.0098691-0.005845i,-0.0064536+0.0002887i,-0.0054071+0.0016462i,-0.0079677-0.0017406i,-0.010146-0.0034414i,-0.0077174-0.0016422i,-0.0046133+0.0014915i,-0.0030583+0.0034573i,-0.0023669+0.0043525i,-0.0039788+0.0046079i,-0.0045209+0.0028444i,-0.0020201-0.00011735i,-0.00057096-0.0015957i
-0.0076894-0.025362i,-0.022687-0.050183i,-0.036184-0.05776i,-0.030903-0.045234i,-0.01347-0.013386i,0.013263+0.015352i,0.022977+0.0075366i,0.01039-0.0084716i,0.010215-0.010112i,0.019834-0.011745i,0.017523-0.01324i,0.0088572-0.0096042i,0.0037942-0.0063455i,0.0034646-0.005385i,0.0029361-0.0039594i,0.0016215+0.00040404i,0.0017538+0.0048844i,0.0023729+0.0071765i,0.0011531+0.0058248i,-0.00049895+0.0020303i,0.00023786-0.00035985i,0.0025232-0.00035353i,0.0038569-7.3435e-05i
0.026831-0.002731i,0.043208+0.019491i,0.0016306+0.054545i,-0.075468+0.085787i,-0.098227+0.08398i,-0.072615+0.056281i,-0.042518+0.03117i,-0.020518+0.021454i,-0.0042771+0.025691i,0.0085108+0.027134i,0.011942+0.017736i,0.0077745+0.007974i,0.0052026+0.0043837i,0.0065049+0.002775i,0.0081873+0.00027373i,0.0053011-0.0017705i,1.3166e-05-0.0029933i,-0.005455-0.0046357i,-0.0070574-0.0050792i,-0.0028133-0.0033553i,0.0016802-0.0017121i,0.0027351+0.00055226i,0.0033994+0.0027894i
-0.0014327+0.012529i,-0.014218+0.0071926i,0.0059338-0.024773i,0.037357-0.052942i,0.019696-0.048364i,-0.010175-0.047459i,-0.01966-0.03974i,-0.018616-0.013627i,-0.017092+0.0035089i,-0.019017+0.0093021i,-0.014508+0.010891i,-0.002584+0.0080891i,0.0055435+0.005134i,0.0077986+0.0059814i,0.0075736+0.0066164i,0.005694+0.0027997i,0.0029795-0.0005213i,0.0019655-0.001572i,0.0029478-0.0016743i,0.003308+0.00069011i,0.0023272+0.003514i,-0.00015798+0.0032989i,-0.0031578+0.002234i
-0.024119+0.017268i,-0.037441+0.015486i,-0.045066+0.019343i,-0.020752+0.010108i,0.021532-0.033232i,0.024775-0.045642i,-0.00021641-0.020804i,-0.013555-0.0063626i,-0.017339-0.014912i,-0.022814-0.026789i,-0.023427-0.02432i,-0.014601-0.015561i,-0.0044479-0.010099i,0.00049427-0.0049889i,0.0015369-0.0024614i,0.002073-0.0031805i,0.004102-0.0048682i,0.0067778-0.0064745i,0.0067617-0.0065637i,0.0034245-0.0044562i,2.6551e-05-0.0021341i,-0.0017159-0.0021505i,-0.0032612-0.002029i
0.0033108-0.024753i,0.04537-0.013148i,0.11458+0.0077519i,0.14797+0.032192i,0.1321+0.057142i,0.099052+0.04488i,0.068813+0.01289i,0.044349-0.0075723i,0.029121-0.015602i,0.023589-0.01722i,0.016625-0.013199i,0.0054098-0.0040199i,-0.0036333+0.0008099i,-0.0090761-0.002032i,-0.012564-0.0035336i,-0.012829-0.00093652i,-0.0098798+0.0020255i,-0.005933+0.0040248i,-0.0022484+0.0054608i,-0.0015501+0.0029618i,-0.0017853-0.00081494i,0.00092459-0.0019914i,0.0036986-0.0025658i
0.0088191-0.012852i,-0.023841-0.033433i,-0.066831-0.053123i,-0.086636-0.069979i,-0.094193-0.054361i,-0.079526-0.0032667i,-0.049077+0.010871i,-0.026646-0.0093618i,-0.010786-0.0067346i,0.0066591+0.011586i,0.013386+0.015729i,0.0072891+0.0080246i,-0.00026337+0.0013367i,-0.0036453+0.00086535i,-0.0018525+0.0027244i,0.0013127+0.0032307i,0.0020931+0.0041817i,0.00067736+0.0067392i,-0.0006121+0.0060638i,0.00067828+0.0041806i,0.0018291+0.0035993i,0.0022034+0.0039228i,0.0031335+0.0049704i
0.017213+0.03258i,0.028173+0.073621i,-0.017086+0.11399i,-0.090878+0.12774i,-0.10043+0.087907i,-0.065777+0.045262i,-0.027051+0.043757i,0.00071276+0.049373i,9.544e-05+0.038618i,-0.01455+0.029131i,-0.017013+0.02439i,-0.01128+0.017105i,-0.0063998+0.0099991i,-0.0027845+0.0062888i,-0.00033496+0.0037657i,0.001729+0.00055672i,0.0023262-0.0033383i,-0.0028418-0.0065372i,-0.0077425-0.0047143i,-0.0054429-0.00063036i,-0.0017871+0.0013663i,-0.0025059+0.0023997i,-0.0030068+0.0040457i
-0.030607-0.024429i,-0.044625-0.067749i,0.001217-0.12989i,0.073129-0.15616i,0.092655-0.12453i,0.070556-0.10262i,0.036448-0.08685i,0.013347-0.05424i,0.0063423-0.030156i,-0.00068224-0.022009i,-0.0043082-0.015855i,0.00027675-0.0084735i,0.0052842-0.0020167i,0.0065619+0.0010863i,0.0050731+0.0027561i,0.0038819+0.0056561i,0.0025132+0.0063607i,0.001902+0.0034433i,0.0016782+0.00014221i,-0.0018011-0.002375i,-0.0054279-0.0034599i,-0.0060954-0.0043866i,-0.0046224-0.0063898i
-0.010296-0.0081485i,-0.042432-0.0056969i,-0.10538+0.033931i,-0.11471+0.081894i,-0.041256+0.087669i,0.013676+0.073535i,0.0039594+0.058343i,-0.013527+0.046566i,-0.005479+0.024252i,0.0067455-0.0028805i,0.010262-0.013454i,0.011081-0.012583i,0.011352-0.0081975i,0.011763-0.0048429i,0.0098935-0.006901i,0.0026473-0.0083138i,-0.0011215-0.0063349i,0.0032778-0.0050521i,0.0074896-0.0060924i,0.0070648-0.006598i,0.0050376-0.0053382i,0.0051065-0.0048468i,0.0046717-0.004324i
0.049813-0.0016686i,0.12788+0.022194i,0.21575+0.032073i,0.22861+0.037057i,0.1551+0.049952i,0.093295+0.034794i,0.087105-0.0052397i,0.069494-0.030173i,0.035759-0.016117i,0.019894+0.0065766i,0.013481+0.012161i,0.0093163+0.0083678i,0.0070807+0.00077087i,0.0035402-0.003512i,-0.00091815-0.0023198i,-0.0050459-0.0021698i,-0.0075579-0.0020702i,-0.005294+0.0010787i,0.00017792+0.0042489i,0.0034438+0.0031719i,0.0043895+0.0013258i,0.0051092+0.0029343i,0.0075175+0.0049187i
-0.031459+0.01264i,-0.09222-0.028516i,-0.12815-0.10588i,-0.13686-0.17588i,-0.16221-0.17912i,-0.17599-0.11166i,-0.15532-0.053812i,-0.10934-0.036563i,-0.06719-0.022392i,-0.038973-0.0059715i,-0.025578+0.00018087i,-0.019899+0.0018964i,-0.013546+0.0018498i,-0.0097915+0.0028994i,-0.0038175+0.0057964i,0.0052644+0.0047184i,0.0081806+0.002504i,0.0057901+0.0041859i,0.0033082+0.0079408i,0.0011558+0.010727i,-0.0012983+0.011713i,-0.0042583+0.0096936i,-0.0080278+0.0064576i
-0.016766+0.017847i,0.014045+0.070865i,0.026085+0.17073i,0.017948+0.21537i,0.038324+0.13542i,0.05145+0.051348i,0.047368+0.049099i,0.04323+0.063801i,0.03067+0.037043i,0.0068094+0.0050294i,-0.0077304-0.0020557i,-0.011453-0.00022117i,-0.009784+0.0017568i,-0.006249+0.0019585i,-0.0051543+0.0033129i,-0.0011282+0.0057441i,0.0033483+0.0030444i,-0.0027502-0.0012879i,-0.010789-0.0017811i,-0.010362+0.00023822i,-0.0066244-0.0014058i,-0.0066163-0.004124i,-0.0061933-0.0023688i
0.030852-0.085055i,0.063997-0.13337i,0.099686-0.17789i,0.11468-0.17441i,0.10482-0.11118i,0.07442-0.082098i,0.022514-0.097388i,-0.0093218-0.092538i,-0.0037241-0.055416i,0.010259-0.023272i,0.01523-0.011574i,0.011386-0.0081057i,0.0019546-0.0035601i,-0.0017257-0.00036655i,0.00039119-7.0403e-05i,-0.00097278+0.0033206i,-0.0042341+0.0062897i,-0.0044152+0.0037651i,-0.0027531-0.0011178i,-0.003621-0.004686i,-0.0039627-0.0065582i,-0.00018475-0.0093573i,0.0045846-0.012515i
0.028157+0.060848i,-0.068724+0.10697i,-0.22776+0.15026i,-0.2851+0.1925i,-0.20045+0.22508i,-0.089595+0.22228i,-0.038245+0.18586i,-0.025723+0.13765i,-0.013645+0.076057i,-0.0046827+0.030095i,0.0029604+0.018012i,0.01099+0.014412i,0.013582+0.0097375i,0.012292+0.0056865i,0.0072571-0.0035509i,-0.00099524-0.012197i,-0.0041474-0.013117i,-0.0001-0.011419i,0.0047435-0.010079i,0.0083486-0.0072747i,0.010982-0.00248i,0.011352+0.0040681i,0.0076827+0.010254i
-0.010927+0.084572i,0.052829+0.10847i,0.17492+0.07132i,0.23376-0.0061405i,0.1747-0.074946i,0.10899-0.090482i,0.12435-0.083676i,0.12864-0.090966i,0.070562-0.069221i,0.020106-0.026281i,0.0043593-0.0065295i,0.0030601-0.0027092i,0.0061259-0.0053564i,0.0036995-0.011012i,-0.00097356-0.0089378i,0.00027632-0.0057056i,0.0036128-0.0044227i,0.0056954+0.001158i,0.0071554+0.0067602i,0.0048442+0.0069451i,0.0010682+0.0061748i,0.0004908+0.0084004i,0.0036302+0.0071498i
-0.12-0.09606i,-0.18525-0.21276i,-0.18257-0.31437i,-0.14742-0.32711i,-0.1312-0.25101i,-0.13785-0.15318i,-0.15926-0.06781i,-0.14056-0.0032837i,-0.076801+0.016751i,-0.02767+0.0027317i,-0.016267-0.009062i,-0.016948-0.01019i,-0.011762-0.0049226i,-0.0057298+0.0017431i,-9.9693e-06+0.004564i,0.0063483+0.0058867i,0.0093548+0.0068917i,0.0087531+0.0070746i,0.0056484+0.00714i,0.00026308+0.0068155i,-0.0061557+0.0056769i,-0.011901+0.00026597i,-0.016812-0.0054383i
0.072411-0.067331i,0.12787-0.0063559i,0.13428+0.1657i,0.13373+0.26813i,0.17113+0.20076i,0.19178+0.10067i,0.1745+0.063196i,0.13179+0.058594i,0.07743+0.042956i,0.031895+0.020971i,0.012297+0.0069643i,0.010075-0.0016581i,0.0091838-0.0045475i,0.0074132-0.0015048i,0.0027354+0.0052544i,-0.0028638+0.011899i,-0.0068606+0.012202i,-0.012808+0.0078436i,-0.01752+0.0031017i,-0.013706-0.0011283i,-0.0049464-0.0059494i,0.001831-0.008121i,0.0070379-0.0031018i
0.1709+0.0079671i,0.28324-0.0092269i,0.29276-0.096405i,0.16003-0.15017i,-0.00064083-0.1002i,-0.07879-0.076174i,-0.11021-0.13008i,-0.12672-0.14441i,-0.098922-0.083584i,-0.047749-0.030392i,-0.018639-0.0097211i,-0.011463-0.001302i,-0.013142+0.0012567i,-0.0134+0.0052118i,-0.0059793+0.0074366i,-0.0016247+0.0014383i,-0.0044019-0.004806i,-0.0048294-0.0079707i,0.00032543-0.0086577i,0.0042132-0.0063293i,0.0069416-0.0038139i,0.0098079-0.0033145i,0.0070686-0.0079639i
-0.098358+0.17717i,-0.27172+0.24475i,-0.40804+0.22982i,-0.37388+0.19177i,-0.24026+0.18335i,-0.13263+0.18905i,-0.061422+0.20276i,-0.0057113+0.17257i,0.016903+0.086124i,0.0089669+0.024213i,-0.00029206+0.014762i,-0.002091+0.021476i,0.0015295+0.021612i,0.0050484+0.011598i,0.0025703-0.0021404i,-0.00030313-0.00988i,-0.00044486-0.012428i,-0.000154-0.0136i,0.00024611-0.011813i,0.0026219-0.0052543i,0.0033091+0.0044183i,-0.0013633+0.014124i,-0.0049411+0.019398i
-0.14562+0.012266i,-0.1093+0.03772i,0.067556+0.09239i,0.22404+0.057034i,0.22333-0.094148i,0.14367-0.17351i,0.11368-0.16357i,0.10698-0.1502i,0.064509-0.10719i,0.029387-0.045344i,0.019484-0.023794i,0.0095922-0.022989i,0.004918-0.017212i,0.0049601-0.014849i,0.003066-0.0083568i,0.0065132+0.0020507i,0.013844+0.0068784i,0.017468+0.012233i,0.015953+0.015312i,0.0093041+0.011438i,0.0013419+0.0052313i,-0.0005869-0.0019006i,0.0064476-0.0093939i
-0.010621-0.27471i,-0.01634-0.44414i,-0.04744-0.48755i,-0.078923-0.33116i,-0.060761-0.095609i,-0.052144+0.035314i,-0.10934+0.085805i,-0.1357+0.12969i,-0.075484+0.12011i,-0.022324+0.062129i,-0.010382+0.026745i,-0.0051452+0.011797i,-0.0023565+0.0033997i,-6.7388e-05+0.003765i,0.0012826+0.0014865i,-0.0048281-0.00092762i,-0.0092515+0.0015449i,-0.0067231+0.0013379i,-0.0039245-0.0021449i,-0.0042624-0.0042133i,-0.0059358-0.006498i,-0.0076213-0.0095452i,-0.012871-0.0063406i
0.2013+0.056059i,0.20472+0.16988i,0.076463+0.29076i,-0.017723+0.29528i,0.027594+0.19834i,0.12532+0.10562i,0.19607+0.039772i,0.19805-0.018616i,0.12027-0.043474i,0.044534-0.027746i,0.02271-0.010184i,0.025529-0.0050079i,0.022488-0.0043899i,0.0091579-0.002629i,-0.0031678+0.0018834i,-0.0081842+0.0043928i,-0.011192+0.0052258i,-0.015455+0.0078251i,-0.015476+0.0089914i,-0.0085073+0.0055538i,0.0011226+0.0036592i,0.0095117+0.0076466i,0.015009+0.014088i
0.087211+0.19325i,0.22341+0.19438i,0.3125+0.034043i,0.19662-0.12795i,-0.039377-0.14883i,-0.15708-0.1092i,-0.16754-0.11614i,-0.17084-0.10889i,-0.12694-0.05962i,-0.061451-0.030956i,-0.037555-0.018118i,-0.030499-0.0074532i,-0.02058-0.008596i,-0.011882-0.0076573i,1.5973e-05-0.005637i,0.0095589-0.012081i,0.013527-0.019249i,0.015203-0.021005i,0.013215-0.016603i,0.0088847-0.0079219i,0.0036391-0.00040775i,-0.0032235+0.0010745i,-0.010577-0.007716i
-0.29061+0.0020535i,-0.48397-0.031527i,-0.51044-0.092375i,-0.31573-0.10678i,-0.077519-0.061087i,0.037241+0.0031952i,0.073127+0.091458i,0.11131+0.12691i,0.10401+0.074114i,0.050301+0.028326i,0.017417+0.017933i,0.0053503+0.013485i,-0.00044254+0.014813i,0.0016412+0.011025i,0.0014946+0.0035472i,-0.0012177+0.0055354i,-0.003384+0.0068122i,-0.0070129+0.0013222i,-0.0094266-0.003585i,-0.0085098-0.0020435i,-0.0069173+0.0037845i,-0.0081747+0.0080912i,-0.007145+0.011771i
-0.016115-0.13637i,0.025516-0.070634i,0.13423+0.13145i,0.22199+0.21771i,0.19411+0.088925i,0.09066-0.065936i,-0.00461-0.15178i,-0.073155-0.16034i,-0.090549-0.095672i,-0.051162-0.038537i,-0.018538-0.029763i,-0.011193-0.026761i,-0.0018429-0.015752i,0.005095-0.0060919i,0.0053292+0.0048112i,0.0066864+0.011424i,0.0090729+0.013793i,0.011429+0.016591i,0.011704+0.014889i,0.0094266+0.0057759i,0.0085431-0.0061478i,0.011992-0.015808i,0.018442-0.019667i
0.21582-0.14002i,0.31248-0.29355i,0.25371-0.38383i,0.093005-0.26725i,-0.0030775-0.032055i,-0.033494+0.1171i,-0.058218+0.16516i,-0.051964+0.1747i,-0.016501+0.13501i,-0.0029068+0.073583i,-0.0042162+0.04503i,0.00011301+0.035814i,-0.0029327+0.02137i,-0.0078299+0.0075886i,-0.0087881-0.002858i,-0.01371-0.0098178i,-0.017539-0.014252i,-0.016707-0.018699i,-0.011787-0.017595i,-0.0058729-0.011922i,-0.0025602-0.0059292i,-0.0030214+0.00031178i,-0.010194+0.005172i
0.0075252+0.22631i,-0.092349+0.37766i,-0.23484+0.42265i,-0.27621+0.30144i,-0.19265+0.10396i,-0.061644-0.023741i,0.070358-0.079522i,0.13243-0.13234i,0.094869-0.13179i,0.049978-0.068065i,0.038216-0.024719i,0.028249-0.011711i,0.020266+0.00046094i,0.012471+0.0066414i,0.0041621+0.0065987i,0.0049009+0.0056508i,0.0050126+0.008401i,0.00037762+0.016647i,-0.0012815+0.022145i,-0.00037311+0.01994i,0.0013385+0.016785i,0.0030182+0.017172i,0.0076754+0.016325i
-0.062644+0.089816i,0.051969+0.13566i,0.25922+0.11453i,0.32564+0.034757i,0.18817-0.011553i,0.030541+0.0030435i,-0.068267+0.040283i,-0.10394+0.085126i,-0.070821+0.088083i,-0.041252+0.044131i,-0.040337+0.016815i,-0.028744+0.0062155i,-0.014059-0.008429i,-0.0052522-0.012286i,0.0029914-0.0092407i,0.0068372-0.0075268i,0.012504-0.0060344i,0.019911-0.0062836i,0.017251-0.0068492i,0.0056067-0.0052359i,-0.0073522-0.0041268i,-0.015328-0.0064106i,-0.014717-0.011349i
-0.13892-0.20402i,-0.27552-0.36964i,-0.37451-0.44187i,-0.30606-0.31677i,-0.088927-0.12452i,0.080603-0.035789i,0.12902-0.020306i,0.13224-0.021174i,0.098579-0.033814i,0.045803-0.027083i,0.029893-0.010997i,0.024123-0.0079014i,0.008012+0.00085001i,-0.0018001+0.0078949i,-0.007871+0.0052954i,-0.012032+0.0048053i,-0.016182+0.005656i,-0.021543+0.0042501i,-0.020394+0.0017238i,-0.014151+0.00024734i,-0.0077145+0.00075282i,-0.0025492+0.00051302i,-0.002598+0.0048057i
