-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
-0.0018141+0.00018188i,-0.00071446-0.00046461i,-0.00056116-0.00033405i,-0.00027388-3.0838e-05i,0.00027285-0.00035584i,-0.00016045-0.00022203i,-0.00029903-0.00011855i,0.00011505-0.0001387i,0.00043252+0.0002232i,0.00027517+0.0002227i,2.3085e-05+0.00020326i,1.1036e-06+0.00063792i,-0.00034591+0.00063321i,0.00010001+0.00033657i,0.0011066+0.00035813i,0.00099399+0.00055781i,-6.5637e-05+0.00074585i,-0.00056029+0.0005321i,-0.00042369+0.00053866i,-0.00030735+4.4475e-05i,-0.00039026-0.00059834i,-0.0001406-0.00016449i,-0.00037582+0.00014025i
-0.00069286-0.0013581i,-4.4623e-06-0.0011605i,-0.00065294-0.0020083i,-0.0014538-0.0014266i,-0.0014277-0.0007987i,-0.0012724-0.00028549i,-0.0011801-5.5975e-05i,-0.00099452-0.00019847i,-0.00066404+6.6153e-05i,-0.00050224+0.00071692i,-0.00057867+0.0012441i,-0.00064107+0.00043613i,-0.0003419-0.00041341i,0.00021927-0.00029032i,0.00042033-6.0258e-05i,0.00075755+7.8886e-05i,0.00049366+0.00079583i,0.00021788+0.00041405i,0.00079172-0.00046169i,0.0010503+0.00029657i,-2.1486e-05+0.00058112i,-0.001061-0.00064465i,-0.0012634-0.00035135i
-0.00021994+0.0030006i,-0.00072734+0.0013235i,-0.00079586+0.00193i,-0.00056598+0.0018871i,-0.00019971+0.00071152i,-0.00032434-6.4059e-05i,-0.00076693-0.00091799i,-0.0004914-0.00028227i,-0.00090096+0.00071755i,-0.00019178+0.00050768i,0.0009415+0.00056984i,0.00080344+0.00049523i,0.00080239+0.00043494i,0.00069816+0.0010949i,0.00019917+0.00092495i,0.00021985+0.00011607i,-0.00026695-0.00020825i,-0.00094658+2.1607e-05i,-0.00026935+0.00033719i,4.5127e-05+0.00073425i,-0.00055161+0.00095802i,-7.6213e-05+0.00059283i,-7.254e-05+0.0003147i
3.3611e-05-0.00069937i,0.00092803-0.00038129i,0.0015271-0.00086547i,0.00078319-0.0011631i,-0.00039175-0.00091631i,-0.00068371-0.00038502i,9.6527e-05+0.00048496i,0.00054594+0.00022886i,-0.00013892-0.00018364i,-0.00030864+1.53e-05i,0.00025542-0.00042727i,0.00056569-0.00075252i,0.00033026-0.00040821i,9.5688e-05-0.00023395i,-0.00067222-9.0051e-06i,-0.0010739-0.00044086i,-0.0005006-0.00051698i,-0.00058017-0.00029734i,-0.00071603-0.00010393i,-0.00072304-0.00021138i,-2.3124e-05-0.00051558i,0.00091577-0.00053043i,0.00093157-0.00086451i
-0.0013365+0.00040028i,-0.0010766+0.000427i,-0.0018593+0.0013426i,-0.0012038+0.0015684i,0.00022821+0.00097982i,0.00081785-5.0052e-05i,-0.00019079-0.00052855i,-0.0010208-0.00025469i,-0.00091507+3.5921e-06i,-1.4895e-05+0.00015439i,0.00082921+0.00026089i,0.00050358+7.3866e-05i,0.00015252-0.00022914i,0.00080347-1.1423e-05i,0.00072014+0.00021049i,0.00075843+0.00018952i,0.00029246-0.00015688i,-0.00073158-0.00045925i,-0.0006313+0.00060097i,-0.00052825+0.0016055i,-0.00063882+0.0014867i,-7.5714e-05+0.0011343i,0.00035978+0.00046244i
-0.00055196-0.00044923i,0.00040669-0.0012835i,0.00039037-0.0014623i,0.00023438-0.0017954i,-6.0363e-05-0.002073i,-0.00057625-0.00074498i,-0.00072128-0.00038006i,-0.00076803-1.7242e-06i,-0.0015158+0.00025827i,-0.0011338-0.00044396i,-0.00043175-0.00056484i,-0.00054264-0.00040629i,-0.00033937-0.0010853i,0.00029924-0.0012055i,0.00050312-0.00062504i,0.00032274-0.00041727i,9.1935e-05-0.00038288i,-0.00033961-0.00069219i,-0.00032654-0.00068318i,0.0005049-0.00016021i,0.00080922+5.4782e-05i,0.00026677+7.9043e-05i,-0.00064753+7.5256e-05i
-0.00093409-0.00047369i,-0.0014108+0.00076865i,-0.00087207+0.001608i,-0.00056098+0.0010538i,1.3546e-05+0.00044867i,7.7409e-05+0.00014173i,-0.00022931+0.00074771i,-0.00034542+0.00066813i,-0.00084232+7.3511e-05i,-0.00078613+0.00023945i,-0.00061991+9.98e-05i,-0.00019887-0.0007478i,-0.00065176-0.00094021i,-0.00018928-0.00030611i,0.00085824+0.00030053i,0.00059155-2.9818e-05i,-0.00024528+0.00015232i,-0.00040066+0.00040703i,0.00021065+0.00018561i,0.00042865+0.00024363i,0.0008172+7.7951e-05i,9.0031e-05+0.00014748i,-0.00056277-0.00034869i
0.0017926-0.00078767i,0.0019767-0.0012583i,0.0015097-0.0022334i,-0.0003089-0.0024424i,-0.0012731-0.0016618i,-0.0015336-0.00088447i,-0.00079394-0.00012516i,-0.00033645+0.00066128i,-0.00079669+0.0010969i,-0.0011619+0.00068527i,-0.00055991-0.00039884i,0.00019656-0.00069362i,0.00045136-2.8765e-05i,0.00025245+0.00033204i,0.00055015+0.00018978i,0.00049018+0.00020394i,-9.6286e-05+0.00032644i,9.3722e-05+0.00060054i,-5.4749e-05+0.00053713i,8.7901e-05+0.00033349i,-8.3377e-05-6.2672e-05i,-0.0005344-0.0011987i,-5.76e-05-0.0009707i
0.00099699+8.539e-05i,0.0016084+0.00058681i,0.0026867+0.0005498i,0.0020961+0.0005096i,0.00055256-0.00067315i,4.0933e-06-0.0024223i,0.00027327-0.0017707i,-0.00023383-0.00052585i,-0.00072297-0.00052338i,-0.00016714-0.00022342i,-0.00057007-0.00013319i,-0.00060308-0.0005444i,-7.8154e-05-0.0007399i,0.00017476-0.0004589i,0.00058521+8.3082e-05i,0.00067095+0.00035481i,0.00051938-0.00023109i,-0.00018921-0.00041617i,-0.00036962-0.00035195i,0.00011165-0.00032298i,0.00017527-0.00033081i,0.00041012+7.6851e-05i,0.00096593+0.00015715i
-0.0022938+0.0015036i,-0.0030926+8.7017e-05i,-0.0036926+0.0006487i,-0.0027336+0.0016026i,-0.00081271+0.00080464i,-0.00011314+0.00039385i,3.7042e-05+0.00069875i,1.9843e-05+0.00062907i,-0.00052181+0.0009268i,-0.00043044+0.0014321i,0.00029413+0.00018009i,7.1459e-05-0.0012492i,0.00019373-0.00048139i,0.0011511+0.00071561i,0.0011143+0.00077925i,0.00077843+0.00095059i,6.5174e-05+0.00058412i,-9.5413e-05-0.00011058i,0.00046325+0.00030053i,-6.4279e-05+0.0005202i,-0.00027173-0.00016537i,0.00068049-0.00038858i,0.0005217-0.00079162i
-0.00018749-0.0031038i,-0.00027512-0.0025814i,-0.00017293-0.0029628i,-0.00091301-0.0026814i,-0.0022009-0.0011182i,-0.0023649-0.00016435i,-0.0013635-0.00065742i,-0.00086417-0.00061343i,-0.00089714+0.00016662i,-0.00065262+0.00095402i,-0.00032409+0.00096333i,-0.00026962+0.00013735i,-0.00028104-0.00032568i,-0.0001127-0.00013026i,0.00012527+0.00064361i,0.00022448+0.00042852i,6.9934e-05-0.00097686i,0.00013794-0.0010352i,0.00071476-1.5869e-05i,0.00017303-0.00012576i,-0.00055749-0.00076408i,-7.8259e-05-0.00072607i,0.00023741-2.4724e-05i
0.0017061+1.1978e-05i,0.0011526-0.00089511i,0.0015612-0.0021937i,0.00069128-0.0020723i,-0.0009423-0.0012588i,-0.0023897-0.00092482i,-0.0018399-0.00074803i,-0.00093418-0.00018616i,-0.0012187+0.00026058i,-0.00093763+0.00026442i,1.0052e-05-0.00068149i,0.00039481-0.0015859i,0.00063924-0.0012123i,0.00099919-0.00067552i,0.0011861-0.00039643i,0.0007682-0.00024081i,1.2347e-05-0.0008004i,-0.00032645-0.00053537i,0.00011922+0.00025091i,0.0003788+0.0010225i,0.00032984+0.00065536i,0.00047897-0.00029615i,0.00093947-0.00088097i
0.00023937-3.3924e-05i,0.00047044-0.0013207i,0.00076874-0.0029473i,0.00022593-0.0021849i,-0.0011133-0.00078203i,-0.0011787-0.00040534i,-0.00048519-9.5232e-06i,-0.00070269+7.1533e-06i,-0.00079021-0.00097561i,-0.00055026-0.00087028i,0.00023459-0.00090272i,0.0005949-0.0008113i,-3.1634e-05+1.258e-05i,-0.00024523+0.00020053i,-9.8535e-05-3.2145e-05i,-0.00034796-8.7082e-05i,-0.0007671-0.00044193i,-0.00097263-0.00065883i,-0.00087983+0.00048121i,-0.00070518+0.00085405i,-0.00070829+0.00029858i,-0.00014331+0.00010419i,-0.00012142+0.00014064i
-0.00055792+0.0006699i,7.8815e-05+0.0012237i,0.00042767+0.0015471i,0.0002317+0.00043328i,0.00019274-0.0010421i,-5.6472e-06-0.0012443i,-0.00026822-0.00086498i,-0.00095356-0.00044573i,-0.0014065-0.00049134i,-0.00087066-0.00093068i,-0.00016682-0.0011492i,2.2087e-05-0.0015308i,0.00012374-0.0017559i,6.8973e-05-0.0014496i,-0.00025888-0.00078132i,-0.0005032-0.0006356i,-0.00053292-0.00038529i,0.00014032+0.00013318i,0.00056711-0.0001224i,0.00033013-0.00030741i,0.00043549-0.00050137i,0.00015249-0.00020195i,-0.00097139-0.00013615i
0.00080464-0.00085007i,0.00076024-0.0020759i,0.00053966-0.0035187i,0.00030598-0.0029691i,0.00019587-0.0020985i,9.0743e-05-0.00073342i,6.3491e-05+0.0007451i,0.00029156+0.0009012i,8.243e-05+0.0002908i,0.00029865-3.0011e-05i,0.00079809-0.00016137i,0.00067869-0.00026279i,-0.00019906-0.00037245i,-0.00051046-0.00050408i,-9.7427e-05-0.00042795i,-9.2179e-05+0.00017223i,-0.00026476+0.00043151i,-0.00034533+0.00034688i,-0.00025817+0.00070203i,0.00024887+0.0012925i,0.0006707+0.00058873i,0.00087114+0.00053342i,0.000493+0.00049598i
0.001583-0.0011731i,0.00049429-0.0015396i,0.00058358-0.0018401i,0.00023337-0.00081681i,0.00017177+0.00014189i,0.00062158+0.00029437i,0.0012284+0.00032774i,0.00023588+7.7627e-05i,-0.0010267-0.00062766i,-0.00062089-0.00027307i,8.8802e-05+5.1507e-05i,0.00027371-0.00015088i,-0.00069448-0.00046952i,-0.0012062-0.00057489i,-0.00055668-0.00014205i,-0.00051246-0.0007948i,-0.00060448-0.0010215i,-0.00039204-0.00048563i,-0.0005414-6.7627e-05i,-0.00080971-3.7189e-05i,-0.00033706-0.00015442i,-7.5761e-06+0.00050783i,-0.00031021+0.00032121i
-0.00093376+4.558e-05i,-0.001028+0.00055401i,-0.0012327-0.00028427i,-0.00090574-0.0014418i,-0.00025664-0.0014476i,0.00029579-0.00078442i,0.00015669-0.00098445i,-0.00016391-0.0012184i,-0.00060139-0.00066774i,-0.00045509-0.00012305i,0.0004617+1.3442e-06i,0.00043489+0.00041016i,-0.00034095+0.00043748i,-0.00038287-0.00012165i,8.2636e-05+0.00044464i,0.00058754+0.0015482i,0.00035233+0.0015538i,4.7187e-05+0.00048683i,4.2427e-05+0.00017813i,-0.00014501+0.0010285i,0.00037143+0.00082806i,0.00048618+6.4855e-05i,-0.00027479-0.0003536i
0.0010762+0.001826i,-3.6121e-05+0.002014i,0.0010534+0.0012479i,0.0014989-0.0001459i,0.00079687-0.0009134i,-0.00014633-0.0012056i,-0.00064893-0.00079727i,-0.00032514-1.2593e-05i,-0.00067943+1.3168e-05i,-0.00043207-9.7001e-05i,0.00034119+0.0004418i,0.00063108-0.00024588i,0.00062044-0.0015902i,0.00077893-0.0014991i,0.00065556-0.00042012i,0.00019809-7.046e-05i,0.00028835-0.00064731i,-0.00016691-0.0010526i,-0.00023517-0.0012975i,0.00052576-0.00053973i,0.00046784+0.00018005i,-4.9065e-05+0.00014399i,-0.00069447+0.0001359i
3.2828e-05+0.0002335i,-0.00095723-0.00017232i,-0.0011735-0.0014894i,3.9808e-05-0.001748i,0.00033844-0.00056971i,-0.00071896+0.00052432i,-0.00092966+0.00016039i,-0.00028005+9.3522e-05i,0.00052114+0.00089904i,0.00070447+0.0012011i,0.00053677+0.00048955i,0.0005043-0.00026943i,0.00057335-0.00057869i,0.00091768-0.00072318i,0.0011587-0.00059759i,0.00069274-0.00050711i,0.00023653-0.00050798i,-0.00026033-0.00039236i,-0.0010078+0.0004387i,-0.00026925+0.00049808i,0.00039488-0.00046379i,0.00018748-0.000829i,-3.0124e-05-0.00036862i
0.0010263+0.001132i,0.0013232+0.0018891i,0.0021346+0.0015548i,0.0023276+0.00041599i,0.0014568-0.00066188i,0.00075658-0.0014206i,0.00051861-0.00069479i,0.00012281-0.00018238i,-0.00076539+8.0528e-05i,-0.0012912+0.00052318i,-0.00077366+0.00078286i,-0.00059664+1.5931e-05i,-0.00011663-0.00085144i,0.00022613-0.00019017i,0.00038383-0.00013058i,0.0011466-0.00046153i,0.00094939+0.00026901i,4.0391e-06+0.00057054i,-0.00036908+0.00016011i,0.00021825+0.0006595i,3.3757e-05+0.00089956i,-0.00050879-0.000181i,-0.00016214-0.0007059i
-0.00015348-0.0022i,-0.00065134-0.0019437i,-0.0012576-0.0016761i,-0.0012509-0.0020609i,-0.0015664-0.0018885i,-0.0014585-0.00054679i,-0.00045759-0.00040164i,-0.00054839-0.00017891i,-0.00074265+0.00098271i,-0.00096855+0.0018719i,-0.00097237+0.00076931i,0.00048801+8.4126e-05i,0.0011512+5.8255e-05i,0.00051417-0.00014099i,-0.00015792-0.00017827i,-9.3027e-05-0.00052115i,9.7739e-05-0.00063626i,-0.00070574-0.00059325i,-4.4668e-05-0.0007717i,0.00063876-0.00020112i,0.00029689+0.00047835i,6.0516e-05+0.00046017i,5.9902e-05-3.7848e-06i
0.00037723-0.00059653i,0.00030464-0.00094498i,-0.00032064-0.0017886i,-0.00040787-0.00090154i,-0.0010312+9.2525e-05i,-0.0023916+0.00018283i,-0.0017068+6.1791e-05i,-0.00020743+1.4354e-05i,-0.00041356-0.00018959i,-0.00064139-0.00055394i,-0.00042046-0.00068519i,-0.0003604-0.0004156i,-1.5985e-05-0.00072349i,-0.00015258-0.0012519i,-0.00088274-0.00067068i,-0.00080226-6.3334e-05i,0.00024722+0.00021206i,0.00041316-8.8966e-05i,-0.00059112-0.00020678i,-0.00079163+0.00087655i,0.00035869+0.0010163i,0.00088799-0.00011877i,0.00058151-0.00010159i
0.0008331-0.00090116i,-0.00084261-0.00080916i,-0.00084653-0.0009987i,-0.00061116-0.00089287i,-0.00084258-0.0005853i,-0.0011205+6.0804e-05i,-0.0014201-0.00033132i,-0.0016387-0.0010587i,-0.0010716-0.0002092i,-8.0113e-06+0.00022107i,0.0011633+0.00044543i,0.00093458+0.0010251i,8.1805e-05+0.00070915i,0.00027952+5.9847e-05i,0.00090344-0.00023672i,0.00056944+0.00026482i,-0.00041204+1.9814e-05i,-0.00015675-0.00067938i,3.5296e-05-0.00077407i,-0.00021291+0.00062758i,0.00025324+0.0012938i,0.00019232+0.00069041i,-0.00011484-3.2435e-05i
0.0014529-0.0003765i,0.0019775-0.0016033i,0.0020585-0.0018978i,0.0017668-0.0014315i,0.0016351-0.0017023i,0.0010289-0.0012902i,-6.0877e-05+0.00057104i,-0.00078927+0.0011153i,-0.0011674+0.00041479i,-0.00079743-9.7482e-05i,6.5872e-06-0.00022365i,0.00035074-0.00053831i,-0.00076206-0.00058884i,-0.0014337-5.5587e-05i,-0.00060804+0.00010653i,-0.00022217+0.00042949i,-0.00042895+5.6904e-06i,-0.00016748-0.0002333i,-8.8228e-06+0.00066068i,-0.0001496+0.0011159i,0.00039046+0.00079303i,0.00056217+0.00055263i,0.00022355+0.00024052i
-6.9401e-05+0.00042891i,-0.0010211-0.00021239i,-0.00034148-0.00026624i,0.00025806-0.0015388i,-0.00098117-0.0020797i,-0.0016791-0.0013171i,-0.0013167-0.00029336i,-0.00079012-0.0004711i,-0.00066303-0.00010151i,-0.00082617+0.0010007i,-0.00071611+0.00059185i,-0.00019432-0.00011464i,-0.00015886+4.5403e-06i,-0.00029468-2.7996e-05i,0.00019121+6.2195e-05i,-8.7119e-05-0.00013009i,-0.00062977-0.00012713i,-0.00013263-0.0001126i,0.00015788+8.1246e-05i,0.00011199+0.000591i,0.00038182+0.00043449i,0.00014401+3.1908e-05i,-0.00049871-4.8839e-05i
-0.0024336-0.00095512i,-0.0016035-0.0011732i,-0.0013237-0.0021199i,-0.0016069-0.0013179i,-0.0010663+0.0003332i,0.00019503+0.00081455i,0.00038093+0.00029989i,-0.00049085+0.00014837i,-0.0010674+0.00093237i,-0.00066749+0.00082329i,-0.00024322-0.00055378i,-0.00040965-0.00048194i,-0.00070394+0.0005023i,-0.0007581+0.00066515i,-0.0004237+0.00038799i,0.00074155+0.00045851i,0.0011109+0.00062415i,0.00042468+0.0004009i,0.00030904+4.1091e-05i,0.00042666+0.00030864i,0.00016683+0.00086299i,0.00026585+0.00062955i,0.00061272+2.3762e-05i
-0.0013015-0.0026625i,-0.0011598-0.0013581i,-0.00086263-0.00059713i,-0.0013242-0.00079662i,-0.0015333-0.00074658i,-0.0007545+0.0008972i,0.00045871+0.00074523i,0.00048508-0.00013399i,-0.00026677+0.001201i,-0.00017059+0.0017845i,0.00024906+0.00107i,0.00026236+0.00063624i,-0.0004761-0.00020879i,-0.00068808-0.0010165i,-0.00029302-0.0010198i,8.0259e-05-0.00017606i,-0.00014443+0.00049705i,-0.001118+0.00050362i,-0.0017576-0.00037681i,-0.0018776-0.00054592i,-0.001103+0.00046857i,-0.00056932+0.00011944i,-0.0010083-0.00038697i
-0.00071484-0.00053739i,-0.0013456-0.00034066i,0.000194-0.00053697i,0.00046335+0.00010882i,-0.00039243-1.3106e-05i,-0.0007083-0.00031559i,-0.00076934-0.0001511i,-0.0011601+0.000116i,-0.0012822+0.00047524i,-0.00055622+0.00046599i,-0.00029503+0.00055084i,-0.00030822+0.00060412i,-0.00052264-3.9243e-05i,-0.00036055+0.0001889i,0.00013946+0.00060629i,0.00080936-6.0323e-05i,0.00038297-4.4514e-05i,-0.00045006+0.00021196i,-0.00033486-0.00023581i,0.00017705-0.00054176i,1.672e-05-0.0002793i,0.00011587-0.00019527i,0.0012402-0.00079794i
0.0021653+0.00023917i,0.0046804+0.00060426i,0.00058932+0.001422i,-0.00087137+0.0013388i,-0.00023896+1.1663e-05i,-0.00035905-0.00079911i,9.7162e-05-0.00046921i,0.00021541-0.00056181i,-0.00026397-0.0010773i,-3.6931e-05-0.00051836i,-0.00033918-2.1929e-05i,-0.00060524-0.00068804i,0.0001367-0.0013912i,-0.00028673-0.0015226i,-0.00046306-0.00093819i,-0.00023397-0.00064183i,-0.00082602-0.00030136i,-0.0011213+0.00017189i,-0.0014802+0.00057305i,-0.00065509+0.00035332i,0.00035227+6.2343e-05i,0.00046021-0.00021202i,8.704e-05-0.00021607i
0.001382+0.00067767i,0.001643+0.00046096i,0.00074548+0.0009972i,0.00048293-0.0002667i,-2.6232e-05-0.0017518i,-0.0010184-0.001676i,-0.0019268-0.00041365i,-0.0011263+0.00040208i,-0.00027427+0.00013848i,-5.509e-05-0.00011014i,-0.00031376-0.00034766i,-0.0003878-0.00078957i,0.00038212-0.0010345i,0.00017348-0.00037744i,0.0002827-0.00052967i,0.00081912-0.00040618i,0.00064119+0.00013212i,6.1238e-05-7.0591e-05i,3.0465e-05+0.00012971i,-8.8301e-06+0.00047482i,0.00014053+0.00091637i,0.00068067+0.0010573i,0.00044152-8.9791e-05i
0.0026956+0.00098616i,0.0034667+0.00046728i,0.0025421-0.00033215i,0.00056466-0.00020059i,-0.00038683-6.1462e-05i,2.2783e-05-6.7136e-05i,-2.8504e-05-0.00041456i,-0.00039789-0.00092669i,-0.00077354-0.00039071i,-0.0011513-1.6957e-05i,-0.0013292-0.00029668i,-0.0011612-0.00057663i,-0.00058312-0.0003797i,-0.00048083+0.00012713i,-0.00042224+0.00015861i,4.6339e-05-1.4564e-06i,0.00015032+0.00036753i,-5.0591e-05+0.00080214i,0.00023121+0.00064048i,0.00046049+0.00029702i,0.00021332+0.00025843i,0.00023+0.00053108i,0.00034596+0.00059989i
-0.00089015+0.001733i,-0.0012142+0.002669i,-0.0016778+0.0037427i,-0.00082029+0.0030889i,-5.5659e-05+0.00059012i,-0.00023966-0.00086873i,-0.00086657-9.6462e-05i,-0.0010723+5.1501e-05i,-0.0007199-0.00050223i,-0.00050236-0.00039462i,-5.0767e-07-0.00013769i,-0.00010292+0.00034824i,-0.00014151+0.00044676i,-1.0078e-05-0.0001153i,0.00031813-0.00061769i,0.00032667-0.00051577i,0.00020355-0.00017193i,0.00015064+0.00036543i,-0.00014244+0.00034119i,0.0003203-0.00031218i,0.00017582-0.00035071i,-0.00052553-0.00036415i,0.00016437-0.00040582i
0.0012306+0.00025467i,0.00066131+0.00068654i,0.00071779-0.00037348i,0.00065586-0.0018436i,0.00036134-0.0013401i,0.00040204-0.0009069i,0.0006871-0.00034645i,0.00029953+0.00012577i,-0.00037197+0.00046344i,-0.00059651+0.0010634i,-0.00051338+0.0009218i,-0.00055187-0.00012323i,-0.00019205-0.00060788i,-7.0363e-05-0.0002679i,0.00010411+0.00024776i,2.0677e-05-0.00013884i,-0.00087522-0.00018728i,-0.000736-0.00015448i,0.00039527-2.3995e-06i,0.00067271+0.00022121i,0.00021643+0.00018972i,-9.1503e-05-0.00023061i,-0.0002675-0.0013201i
0.00024033+0.000607i,0.00050571+0.0021179i,6.2504e-06+0.0034406i,-8.4464e-05+0.0019492i,-0.0001308-2.6814e-06i,-0.00079122-0.000527i,-0.00086737-0.00038938i,-0.00054122-0.00089693i,4.4033e-05-0.00080122i,0.00048472-8.4346e-05i,0.00057311-0.00053393i,0.00058209-0.000821i,0.00019207-0.00036611i,1.9212e-06-0.0011855i,0.00035912-0.0012373i,0.00041731-8.5969e-05i,-0.00025726-0.00042578i,-0.00073611-0.00032421i,-0.00054826+0.00011514i,7.2679e-05+0.00035121i,0.00019501+0.00018981i,-0.00022846+0.00023077i,-0.00073485+0.00062656i
-0.00040588-9.7907e-05i,-0.0013413-0.00066697i,-0.0015488-0.0011917i,-0.00062128-0.00068813i,-0.00021444-8.4933e-05i,6.6836e-05+0.00041811i,-3.0347e-05+0.00050263i,0.00035897-9.4525e-05i,-0.00036457-0.00068741i,-0.00098721-0.00021192i,-0.00046458-0.00033347i,-4.1987e-05-0.00065866i,0.00013335-0.00042917i,0.00021327-0.00037334i,0.0005221-0.00041808i,0.00057203-0.00091402i,0.00034475-0.00078256i,-2.4553e-05-0.00024292i,-0.00047629+0.0002859i,-5.1543e-05+0.00057841i,0.00083257+0.00038363i,0.0010009+0.00045673i,0.00050555+3.3977e-05i
-0.0008991-0.0019374i,-5.419e-05-0.0016833i,-8.1904e-05-0.0012216i,-0.00037281-0.00085257i,-0.0003305-0.0007986i,-0.00029423-0.00095102i,0.00016363-0.0005712i,-0.0003952-0.00027973i,-0.00074548-0.00096864i,0.00025892-0.00095209i,-0.00013468-0.00017161i,-0.0010674-0.000153i,-0.00033466-0.00062489i,0.00013225-0.00048654i,0.00024921-0.00010713i,0.00060735-0.00021203i,-0.00017401+0.00022895i,-0.00016074+0.00046015i,0.00028387+0.00035013i,0.00047654+0.00074955i,0.0007573+0.000137i,0.00075321-0.0001945i,0.00029457+0.00026666i
8.1971e-05+0.0019461i,-0.00075007+0.0017772i,-0.00059133+0.0013851i,0.00025114+0.00012832i,0.00015958-0.0013523i,-0.00075568-0.0016393i,-0.0013557-0.0010376i,-0.0014238-0.00082898i,-0.0011883+0.00013072i,-0.000463+0.00060646i,6.7286e-05-2.158e-05i,2.0722e-05+9.2959e-05i,-4.4229e-05+0.00071071i,0.00063138+0.0005671i,0.0012666+0.00042359i,0.0010817+0.00021455i,9.6615e-05-0.00024573i,-0.00054682-0.00071618i,-0.00079229-0.0010002i,-0.00080186-0.00056352i,-2.3902e-05-0.00023625i,0.00095145+5.9606e-05i,0.0014513+0.00037823i
0.0018754-0.00047808i,0.0026067-0.00067579i,0.0027262+0.00014907i,0.0019627+6.0603e-05i,0.0011605-6.2048e-05i,0.00058046-0.00064606i,0.00051556-0.00076103i,0.00017304+0.00012385i,-0.00065945+0.00057948i,-0.00078687+0.00020878i,0.00040453-0.00046497i,0.00078492-0.00089379i,0.00060244-0.0010487i,0.00029602-0.00037771i,0.00052443-4.8157e-05i,0.0018764-0.00057484i,0.0017913-0.00046818i,0.00086036-0.00013723i,-1.4547e-05-0.00027388i,-0.00067264-0.00039499i,-0.00071746+0.00019873i,-0.00046599+0.00054228i,-0.00016799+0.00019821i
0.00074483+0.00069358i,-3.8176e-05+0.0004081i,-0.0004904-0.00030029i,0.00053221-0.0003888i,0.0011002-0.00048606i,-0.00025434-0.00094717i,-0.0011682-0.00066907i,-0.00028602-0.00016885i,0.00047645+0.00035917i,-0.00028083+0.00036636i,-0.0005541+0.00022043i,-0.00017656+0.00056245i,-0.00021925+0.00047502i,-0.00012928+0.00037797i,0.00016936+0.00072322i,0.00035981+0.00057527i,-0.00018711+0.00027985i,-0.00056844+0.00010321i,-0.00016277-0.00032316i,0.00028495-0.00023342i,0.00015934+0.00033502i,-0.00024313+0.00035525i,-0.00013098-0.00030561i
0.0014521-0.00053936i,0.0027841-0.001518i,0.0030418-0.0029216i,0.0012793-0.0025866i,-0.00052283-0.0013903i,-0.00068524-0.00090885i,-0.00021503-0.0011506i,-0.0007793-0.00042652i,-0.0015419+0.00078224i,-0.0015203+0.00063613i,-0.0011005-3.3377e-05i,-0.00030023-0.001235i,0.00070419-0.0018395i,0.00097938-0.00082782i,0.00075591-0.00019517i,0.00015343-0.00033341i,-0.00022226-0.0010846i,0.00013181-0.00057313i,0.00025187+0.00057132i,-0.0004889+0.00019602i,-0.00116+0.00028953i,-0.00067915+0.0008066i,-0.00021703+0.00024348i
-0.0027646-0.0012517i,-0.0029563-0.00042202i,-0.004184+0.000301i,-0.003203+0.00036365i,-0.0014835-4.1479e-05i,-0.00032557+0.00024211i,-0.00061103+0.00049823i,-0.00084453-0.00016097i,-0.00077907-0.00030554i,-0.00079259+0.00015387i,-0.00087332+0.00026156i,-0.0006159-0.00033099i,-0.00047551-0.00027457i,-0.00064242-1.259e-05i,-0.00010719-1.2163e-05i,0.0005284+0.00011112i,0.00051314+0.00054168i,8.4189e-05+0.0011785i,-2.5685e-05+0.0013911i,-0.00010322+0.00069031i,-0.00012829+9.5625e-05i,-0.00014687+0.00013032i,0.00016153+0.00040132i
0.00068739-0.0012665i,0.0015298-0.0013539i,0.0012949-0.0019893i,0.00021578-0.0010982i,-0.00028874-0.00044388i,-0.00026556-0.00054916i,7.0328e-05-0.00042236i,1.1983e-08+0.00031796i,-0.00060897-0.00028628i,-2.9205e-05-0.00090826i,-0.00014477-0.0006635i,0.00011592-0.00095461i,0.00096358-0.00093825i,0.00017006-0.00025617i,0.00011583+0.00019268i,0.00072382-2.4208e-06i,0.0003351-9.6026e-05i,-0.00027355+7.3632e-05i,-0.0001231-0.00052687i,0.0001945-0.00058926i,7.5772e-07+0.0003784i,-2.6289e-05+0.0009746i,0.00023217+0.0005434i
