0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
-0.001705-0.0019925i,-0.00095398-0.00014096i,-0.00051999+0.00033437i,-2.8043e-05-0.00075078i,0.001408-0.0012386i,0.0015493-0.0015392i,0.00051035-0.00091174i,-0.00011306-0.00019268i,-0.00038753-0.00021324i,-0.00079434-7.9912e-05i,-0.00061053+0.00015293i,-0.00034888+7.0551e-05i,-0.0003658-0.00051427i,-4.4165e-05-0.00043586i,0.00013594+0.00027278i,0.00054372+0.00086504i,0.00025869+0.00088313i,-0.00056651+0.00052437i,-4.0713e-05-0.00010259i,0.0003959-0.00049515i,-0.00013555-0.001025i,-0.00044532-0.0010823i,1.1705e-05+0.00014324i
0.00082063+0.0017749i,0.00093454+0.0018756i,0.00051741+0.0010967i,0.0011433+0.00014693i,0.0019516-0.00080986i,0.0014969-0.0013959i,0.00027856-0.0010471i,-3.8983e-05+0.00014731i,-0.00024039+0.00018241i,-0.0012417+0.00029959i,-0.00092482+0.00065212i,0.00015757+8.1902e-06i,0.00093552-0.000739i,0.00089682-0.00056648i,0.00028419+2.4813e-05i,-0.00022644-0.00022981i,-0.00041112-0.00034824i,-0.00019524-0.00013086i,-0.00012492+0.00021064i,-8.6998e-05+0.00051394i,0.00010432+0.00056548i,0.00019998-0.00012212i,-5.0588e-05-0.00058913i
-5.2207e-05-0.00040246i,0.0016661-0.00026206i,0.0027074-0.00011672i,0.0014631-0.0001272i,0.00074954-0.0010937i,0.0012654-0.001692i,0.00082143-0.00020035i,-0.00063073+9.3129e-08i,-0.00099066-0.001006i,-0.00031836-0.0013253i,0.00068536-0.00091681i,0.00042787-0.00010608i,-0.00046055+0.00036078i,-0.00020801-0.00047022i,0.00025752-0.0012041i,0.0004222-0.00069769i,3.3619e-05-3.1075e-05i,-0.00019831-0.00023457i,1.1295e-05+0.00040436i,-1.7174e-05+0.0010672i,0.0001811+0.00056999i,0.00048179-5.0158e-05i,0.00012342-0.00046556i
0.00042252-0.0010541i,0.00026392-0.00015593i,0.00033792-0.00053931i,0.00038653-0.0003968i,0.00033226-0.0001977i,0.00084404-0.00035536i,0.00064233-0.0003894i,7.2703e-05-0.00067097i,-0.0001445-0.0012251i,-0.0002502-0.0011255i,-0.00034982-0.00039365i,-0.00055788+0.00022228i,-0.00033663+6.3641e-05i,6.4637e-06+0.00011624i,-0.00038111+0.00028732i,-0.00051005-8.3533e-05i,-0.00049264+0.00037292i,-0.00043079+0.0010482i,-0.00016673+0.00065211i,0.00021219+0.00055678i,0.00041246+0.00019722i,2.6635e-05-0.00046543i,-0.00062794-0.00059813i
5.3596e-05-0.000834i,0.00065148+0.00045191i,0.001326-4.1809e-05i,0.0017461-0.00080112i,0.0019788-0.0013022i,0.0015358-0.0014455i,0.00091651-0.0011083i,0.00067889-0.00039616i,0.0005556-0.00041418i,0.00015741-1.2659e-05i,0.00021332+0.00067368i,0.00018886+0.00071668i,-0.00012432+0.00058384i,-0.00051549-3.5797e-05i,-0.00076962-0.00029406i,-0.001113-0.00045805i,-0.00044045-0.00019798i,0.00074918+0.00050525i,5.1851e-05+0.00057925i,-0.00091009+0.00020266i,-0.00047054+0.00051846i,0.00044862+0.00066544i,0.00060782+0.00026828i
-0.0017171-0.00042902i,-0.00088452+0.00056345i,0.00094958+0.0018693i,0.0017443+0.0011074i,0.0018888-0.00058314i,0.0024163-0.00097576i,0.0019836-0.00091636i,0.00076373-0.001013i,5.8352e-05-0.00074743i,-0.00015959+7.3298e-05i,0.00012262+0.0010339i,0.00029846+0.00087875i,9.2569e-05+0.00030331i,-0.00022755+0.00011451i,-0.0003201+0.00035797i,2.0703e-05+0.00010611i,-1.6082e-05-5.8386e-05i,0.00046639+0.00033695i,-0.00014934+0.00024421i,-0.0010529-0.00088285i,-0.0006245-0.0010188i,-0.00050905-0.00028933i,-0.00042473-1.4889e-05i
-0.0017281+0.00029475i,-0.00029407-0.00024033i,-0.00040975-0.000743i,-0.00088278-0.00046184i,3.733e-05-0.00097841i,0.0010588-0.0019612i,0.0012844-0.001193i,0.00033993-0.00081367i,-0.00019109-0.0013427i,0.00038528-0.00091342i,9.5246e-05+9.1179e-06i,-0.00075014+0.00042946i,-0.00037377-0.0006147i,0.00057245-0.001039i,0.00082491+8.5038e-05i,-0.00043638+0.00061793i,-0.00083382-0.00011625i,-0.00026949-0.00044592i,-3.3821e-05+5.9708e-05i,-6.1739e-05+0.00028517i,0.00029516-5.0897e-05i,0.0007198-0.00019318i,0.00040848-0.00052436i
0.00048241-0.00024422i,0.00013484+0.0013175i,0.00054366+0.00038717i,0.0012719-0.0017389i,0.0019367-0.0019664i,0.0015353-0.00091019i,0.0010599-0.00037346i,0.0011483-0.00020551i,0.00066468-4.4876e-05i,0.00020293-0.00010579i,0.0001218-0.0003743i,-0.00046521-0.00016042i,-0.00043443+0.0003058i,0.00071794+1.0094e-05i,0.00080443-0.00015896i,2.0779e-05-0.00013403i,-0.00029788-5.419e-05i,-0.00013927+0.00040923i,0.00093074+0.00038087i,0.00049109-3.9097e-05i,-0.00030873-0.00028365i,-0.00070733-2.8395e-06i,-0.0009235+0.00035142i
0.0016938-0.00065052i,0.00052766+0.00053576i,0.00092534+0.0010255i,0.0017569+0.00052681i,0.0015534-0.00027553i,0.0017067-5.4028e-05i,0.0013693+0.00038217i,0.00080537+0.00044361i,0.00075771+0.00083354i,0.00028725+0.0011975i,0.00017984+0.00025551i,0.00041698-0.00084948i,0.00070787-0.00058425i,0.00043742-0.00040195i,0.00047553-0.0002766i,0.00069676+0.00033789i,0.00065893-1.8758e-05i,0.00048844-0.00071865i,-0.00022928+2.658e-05i,-0.00030754+0.00015828i,0.00012824-9.0949e-05i,7.5981e-05+0.0003911i,0.00025052+0.00065383i
0.00063153+0.0015514i,0.0016938+0.0019319i,0.0025729+0.0011293i,0.0027384+0.00023591i,0.0021924-0.0003476i,0.0015971-0.0011723i,0.0015239-0.0013785i,0.0018741-0.00085233i,0.0013118-0.00051344i,0.0007869+0.00019127i,0.00043047+0.00051103i,-0.00036905-0.00011307i,-0.00026125-0.00034751i,0.00056646-0.00013889i,0.00062042+0.00011848i,1.1799e-05+0.00012595i,0.00011234-0.00012382i,0.00055631+0.00019527i,-0.00043596+0.00030503i,-0.00094095-0.00039683i,-0.00039494-0.0012233i,0.00080979-0.0015451i,0.00092799-0.0012045i
-0.00098057-0.00068162i,-0.00067165-4.7955e-05i,0.0011826+0.0008779i,0.0021312+0.00087451i,0.0023893-0.00043487i,0.0020964-0.0016421i,0.0009944-0.00095795i,0.00076625-0.0002797i,0.00077027-0.00063878i,-0.00032107-0.00033842i,-0.00051897+0.00051164i,-6.6885e-05+6.2879e-05i,-0.00027907+3.6072e-05i,-0.00042454+8.6147e-05i,-0.00054813+0.00012093i,-0.00063335+0.00029426i,0.00018402+0.00056602i,0.0009344+0.00089586i,0.00067959-0.00028117i,0.00038879-0.00049516i,-0.00015542+0.00015053i,-0.00011205+9.8206e-05i,0.00029295-3.1372e-06i
-0.0017845+0.0013143i,-0.0010761+0.0013937i,0.00065015+0.0013196i,0.0018593+0.00039892i,0.0026264-0.00096243i,0.002342-0.00053018i,0.0019336+0.00035256i,0.0012965+0.00021342i,8.911e-05-8.7793e-05i,-0.00026515+0.00031918i,0.00022604+0.00097685i,0.00086492+0.00055498i,0.00060273-0.00015867i,0.00071987-0.00051024i,0.00059584-0.00084149i,-0.00012876-0.00055846i,-0.00045189-0.00033543i,-0.00075197-8.6741e-05i,-0.00065311+0.00047551i,-0.00051066-3.818e-05i,-0.00044951-0.00076757i,-0.00021891-0.00073212i,-0.00014498-0.00028845i
0.0013546+0.00075829i,0.0013749+0.0015486i,0.0033844+0.00073577i,0.0040406-0.0013764i,0.0023238-0.0022816i,0.0010924-0.0014457i,0.00075995-0.00071501i,0.00066441-0.00015498i,0.00063578-0.00035343i,0.00062596-0.00026854i,1.5663e-05+6.1287e-07i,-0.00074454-6.3609e-05i,-0.00070357+0.00035097i,0.00020784+7.9461e-05i,0.00041742-0.00027805i,7.5825e-05+0.0001069i,0.00016081+0.00046194i,-9.6958e-05+0.00015683i,-0.00099983-0.00024675i,-0.0011276-0.00028301i,-0.00065174-0.00011542i,-0.00014672+0.00062267i,8.1077e-05+0.0010264i
-0.0011493+0.00067167i,-0.00045786+0.0011813i,0.00024461+0.0018092i,0.0017046+0.0013673i,0.0015844-0.00029044i,0.00096302-0.0019124i,0.0013333-0.001373i,0.0012965-0.00088136i,0.0010133-0.00097443i,0.00033842-0.0010289i,6.1827e-05-0.00068069i,0.00017032+0.0001009i,0.00022114-0.00015973i,0.00023849-0.00034159i,0.00047658-0.00033636i,0.00050336+0.00019238i,-0.00048482-4.7842e-05i,-0.00024278-0.00082897i,0.00076595-0.00032038i,0.00053662-0.00024762i,0.00010231-0.00073648i,0.00050106+0.00018878i,0.00010228+0.00069142i
-0.0022491+0.00016864i,-0.0017718+0.00013872i,-0.00087567+0.0014977i,0.00047533+0.0018034i,0.0017169-8.6786e-05i,0.0018462-0.0012006i,0.0012296-0.00065939i,0.00072118-0.00069882i,0.00021147-0.00076352i,-1.6242e-05+0.00030263i,6.6656e-05+0.00064964i,0.00040039+0.00023814i,0.00094485-0.00025594i,0.00057787-0.00069005i,-0.00031873-0.00050919i,-0.00036714+9.993e-05i,-8.3025e-05-0.00027331i,0.00015085-0.00043573i,0.00051834-0.00014076i,0.00039123-0.00042878i,0.00041569-9.3631e-05i,0.00041548+0.00038656i,7.0847e-05-9.1912e-05i
-3.5357e-05-0.00075234i,0.00077389+0.0006393i,0.00154+0.0008378i,0.001798-0.00012607i,0.00099552-0.001136i,5.6893e-05-0.0010274i,0.00075976-0.00073067i,0.0021397-0.0010796i,0.0021145-0.0004026i,0.00058077+0.00039441i,-0.00030403+0.00063197i,0.00037441-0.00014714i,0.00062671-0.00064016i,-0.00025144-0.00077548i,-0.00023539-0.00079479i,7.1756e-05+9.2261e-05i,-4.1663e-05+0.00023308i,0.0002864-0.00012882i,0.00080921+0.00019961i,0.00099124+0.00045413i,0.00083802+0.00021022i,0.00033815-0.00081094i,0.00036659-0.0012647i
-0.00055789+0.00014233i,-3.6464e-05+0.0006087i,0.00076943-0.00050068i,0.0015284-0.0020366i,0.0021683-0.0020963i,0.0019048-0.0009489i,0.0012337+0.00054078i,0.00083725+0.0007364i,9.109e-05+1.0197e-05i,-0.00045212-0.00031254i,0.00012961+0.0002579i,0.00053852+5.7398e-05i,0.00031329-0.00027394i,0.00041749+0.00010991i,0.00043463+0.00014149i,-9.3231e-05-0.00020939i,-0.00059178-0.00024945i,-0.00027265+0.00021894i,-0.00043524+0.0011836i,-0.00091208+0.0010008i,-0.00078326+0.00093424i,-0.00037457+0.0004914i,0.00011823+5.6018e-05i
0.001128+0.0027505i,0.001034+0.0024583i,0.002313+0.0019401i,0.0035944-0.00068528i,0.0033032-0.0023969i,0.0015513-0.0013284i,0.00026472-0.00023098i,-0.0001158-0.0007004i,-0.00039082-0.0012765i,-0.00037825-0.0013932i,-0.00037424-0.0012093i,-0.00048546-0.0011894i,-0.00065459-0.0010284i,-0.00081837-0.00095578i,-0.00037491-0.00066884i,0.00030948-0.0004004i,0.00032626-0.00049046i,-8.2378e-05-0.00090289i,-0.00068979-0.0010546i,-0.00057727-0.00069316i,0.00017242-0.00010223i,0.0003657+9.576e-05i,-3.6093e-05-3.8936e-05i
-0.00017676+0.0023358i,0.00085085+0.0027338i,0.0016429+0.0019234i,0.0018501-8.094e-05i,0.0020081-0.0012472i,0.0018657-0.0010365i,0.0010068+0.00038028i,0.00088071+0.00057263i,0.00031133-0.00016225i,-0.0004872-0.00023326i,-0.00057266-0.0002512i,-0.00041444-3.676e-05i,-0.0001147-0.00030624i,0.00020674-0.00032819i,-0.00022149+0.00026161i,-0.0011933+6.3743e-05i,-0.001062-0.00054794i,-0.00047197-0.000291i,-0.00065916+5.6927e-05i,-0.00037516-0.00036398i,0.00060624-0.00056718i,0.00084141+0.0002659i,0.0002222+0.0004468i
-0.00084865+0.002012i,0.00082661+0.0017349i,0.0029809+0.00065056i,0.0043808-0.00057594i,0.0037389-0.0013825i,0.0027777-0.0018017i,0.0021813-0.0010023i,0.00093397+5.9534e-05i,0.00058719-0.0001533i,0.00077261-0.00032895i,0.00036918-5.6752e-05i,-0.00017868-0.0006397i,-0.00031794-0.00071835i,-0.00036573-0.00054826i,-0.00032212-0.00042352i,0.00054862-2.8376e-05i,0.00079212+0.00014571i,0.00048022+0.00021102i,8.9872e-05+0.00039196i,-0.00055309+9.9583e-05i,-0.00035659-0.00063519i,-9.9084e-05-0.00078915i,-0.00053145-0.00020117i
-0.0011088+0.0030473i,0.00014811+0.0028473i,0.00156+0.001486i,0.002234-4.257e-05i,0.0022786-0.0011408i,0.0013689-0.0018229i,0.00078496-0.0015251i,0.00019074-3.6891e-06i,-5.5393e-05+0.00040736i,0.00011437-0.00033166i,0.00021106-0.0006253i,-0.00050049-0.00051347i,-0.00092702-0.00021203i,-0.00012992+0.00041277i,0.00023018+0.00077413i,0.00024636+0.00078084i,-0.00042658+0.00039276i,-0.00059684-0.00010206i,-0.00026705-0.00043283i,-5.1419e-05-0.00053526i,0.0002212-0.00037506i,0.00013759-0.00020235i,-0.00036786-0.00049055i
0.00079957+0.0029737i,0.0011461+0.00060746i,0.0021651-0.00047758i,0.0034497-0.00012218i,0.0042594-0.00062647i,0.0031398-0.0011496i,0.0013426-0.00038511i,0.00052182+0.00048809i,0.00016211+0.00012696i,0.00037198+8.0743e-05i,0.00055523-0.00037948i,0.00025522-0.0011855i,0.00032163-0.00096195i,-0.00017414-0.00039994i,-0.00050894-0.00054644i,-0.00052432-0.00094156i,-0.00063234-0.00053217i,-0.00052049+0.00052227i,-0.00013812+0.00060719i,-4.1946e-05+0.00041121i,-0.00035737+0.00037066i,0.00010087-0.00042748i,0.00038316-0.0012202i
-0.00089397-0.00012284i,-0.00062155+0.0012505i,0.00060171+0.0020192i,0.0011286+0.0013182i,0.00092022-0.00037626i,0.0010568-0.0011964i,0.0016082-0.00039935i,0.0016298-0.000138i,0.0010804+5.9326e-05i,-0.00013774+0.00056444i,-0.00036253+0.00069402i,0.00027999+0.0012479i,-0.00014106+0.00099695i,-0.00016049+0.00045829i,0.00013877+0.00047123i,0.00062174+0.00060677i,0.00070409+0.00019551i,0.00077862-0.00035917i,0.00057435+8.4273e-06i,0.00019809+0.00051867i,0.00037216+0.00029737i,0.00076875-2.2544e-05i,0.00091997+0.00030055i
0.00020658+0.00022329i,0.00040656+9.8837e-05i,3.103e-05-3.7187e-05i,0.00049693+0.00027932i,0.0017582+0.00048937i,0.0022877-0.00039739i,0.0021862-0.0011156i,0.0015985-0.00080487i,-0.00033244-0.0004728i,-0.0010068-0.0001503i,-0.00030463+0.00083087i,-0.0004059+0.00055061i,-0.00063-0.00033805i,-0.00042365-0.00059788i,-0.00056748-0.00048863i,-0.0006904-0.00039378i,8.3228e-05-0.0013183i,0.00082036-0.00073861i,0.00041291-7.1932e-05i,-0.00046499-0.00058811i,-0.00056457-0.00070311i,-0.00043743-0.0006798i,-0.00053004-0.00035473i
-0.00040941-0.00047373i,0.00055963+0.00060319i,0.00068359+0.00078512i,0.0011581+0.0002177i,0.0011491+0.00056738i,0.0020288+0.00090891i,0.0021461+0.00036869i,0.00081715+0.00041109i,-0.00024186+6.3947e-06i,-0.0011022-0.00030571i,-0.00073644+0.00058257i,-9.7336e-05+0.0012127i,0.00019416+0.001211i,0.00038799+0.00088609i,-1.3199e-05+0.00080415i,-0.0004794+0.00033525i,-0.00063054+0.00036756i,-0.00074378+0.00053523i,-0.00046899-0.00032281i,2.4202e-05-0.00085129i,-0.00025567-0.00037953i,-0.00054869+5.8865e-05i,-0.00078781+0.00037909i
-0.00083957+0.00067374i,-0.00068248+0.0013941i,0.0003663+0.0017655i,0.0014447+0.0010691i,0.0014205+6.2711e-05i,0.0010039+0.00043731i,0.00095156+0.00064697i,0.0015274+6.0456e-05i,0.00032873-0.00071286i,-0.00077254-0.0005766i,-0.00017811+0.00035446i,0.00074771+4.4386e-05i,0.0014958-0.00031097i,0.0010901+3.6934e-05i,0.00013907+0.00062333i,-0.00078885-0.00023028i,-0.00053451-0.00032543i,0.00018497+0.00083732i,-3.2313e-05+0.00041541i,-0.00048462-0.00063398i,-0.00044574-0.0012513i,-8.08e-05-0.0015907i,-2.6761e-05-0.0015336i
0.0015029-0.001645i,0.0012758-0.00036504i,0.00096459+0.00026873i,0.00066945+0.0007259i,-0.00013698+0.00025189i,0.0007132-0.00039246i,0.0013216+5.0628e-05i,0.00049558+0.00057621i,-0.00035175-3.2908e-05i,-0.00080432-8.1678e-05i,-0.00039707+0.00020207i,0.00043361+0.00012563i,0.00057549-6.0751e-06i,0.00082551-3.9696e-05i,0.00032081-0.00027066i,-0.00017462+0.00036287i,-0.00036057+0.0013182i,-0.00062903+0.0010468i,-2.3663e-05+0.00067818i,0.0014342+6.6507e-06i,0.0014185-0.00012589i,0.00037107+0.00024236i,-0.00015732+0.00094397i
0.00023512+0.0011051i,0.00014347+0.0012681i,0.0015202+0.00011579i,0.0018987+0.00016114i,0.0010784+1.1477e-05i,0.000506-0.00052935i,-5.7088e-05+0.00014118i,-0.00038142+0.00032406i,-0.00033954-0.00019113i,-0.00068331-0.00039641i,-0.00020951-0.0011552i,0.0002892-0.0010771i,-0.0001103-0.00058186i,-0.00075489-0.00087443i,-0.00035637-0.00051383i,-8.5313e-05-3.0333e-05i,-0.00011741+0.00017519i,-0.00032628+0.00065285i,-0.00031577+0.0003234i,-0.00072668-0.00024778i,-0.00082849+0.00046381i,-0.00021218+0.00083685i,-0.00031943+0.00020993i
-0.0028875+0.00087029i,-0.0020597+0.00083038i,-0.00060064+0.0011511i,0.00046006+0.0012314i,0.0012009+0.00088708i,0.0019396+0.00056936i,0.0010232+0.00027341i,0.00027742+0.00036937i,-0.00020475+0.00049723i,-0.0016064+0.00077419i,-0.0012558+0.0010538i,9.1447e-05+0.00047101i,8.8807e-05+0.0004289i,0.00011992+0.00076218i,0.00095045+0.0011727i,0.001169+0.0012734i,0.00056274+0.00078745i,-0.00020141+0.00058584i,-0.00018657+0.00087688i,-0.00010019+0.00072548i,-0.00067869+0.00027556i,-0.00029413-0.00022621i,-0.0001187+0.00027619i
0.0011768+0.0014437i,0.0011704+0.0021526i,0.0025063+0.0012046i,0.0028417-7.1397e-05i,0.0022268-0.00032215i,0.0013631-0.00065784i,0.00085018-0.00074691i,0.00063902-0.00064697i,0.00051456-0.00097767i,0.00059147-0.00085351i,0.00080461-0.00080452i,0.00074078-0.001002i,0.00014601-0.00072999i,0.00032416-0.00033578i,0.00060973-0.00024148i,-0.0001801-0.00015325i,-0.00062637+0.00072946i,-0.00050884+0.0009147i,0.00018892+9.7759e-05i,0.00079483-0.00025864i,0.00085052-0.00052433i,8.8326e-05-0.00083512i,-0.00071687-0.00091243i
-0.0011476+0.0014435i,-0.00052619+0.00066651i,0.00039831+0.00040809i,0.00045286-0.00041816i,0.0012217-0.0019177i,0.0015056-0.0020594i,0.00084002-0.00097439i,0.00061823+0.00023526i,-3.5882e-05+0.0010748i,-0.00020482+0.00091262i,0.00015033+0.00013271i,0.00015307+0.00028943i,-0.0002258+0.00010864i,-0.00012197-0.00026538i,-2.0117e-05-0.00049622i,-7.3591e-05-0.00035952i,0.0002743+0.00056269i,0.0002106+0.00057504i,0.00045985+0.00062982i,0.00066668+0.00029138i,-8.8399e-05-0.00060936i,-0.00019482-0.00014152i,-0.00022598+0.00031019i
0.00048026-0.00042029i,0.00052005+0.0013202i,0.0010605+0.0018485i,0.0017957+0.0013284i,0.0016207-0.00030177i,0.0022013-0.0014514i,0.0029022-0.0011463i,0.0019447-0.0008641i,0.00010222-0.00072049i,-0.00092413-0.00040687i,-0.00069514+3.3191e-05i,-4.6153e-05+0.00030229i,0.0005367+0.00047424i,0.00070302+0.00039521i,-5.3542e-05+4.2107e-05i,-0.0012398+0.00052083i,-0.0012989+0.00093962i,-0.00075171+0.00087318i,-0.00040533+0.00078027i,-0.00033196+0.00041542i,-0.00083129+0.00049726i,-0.00088312+0.00066033i,-0.0003881+0.00033588i
4.4626e-05+0.00147i,0.00086463+0.0011214i,0.0020161-0.00080376i,0.0010309-0.0011693i,-0.00031996-0.00089805i,0.00034602-0.0010583i,0.0010662-0.00059991i,0.00047842-1.1181e-05i,-0.00032622+0.00027482i,-0.00073054+0.00012238i,-0.00056536+4.2798e-05i,-0.00042487+0.00039983i,-0.000956+0.00063192i,-0.00080303+0.00048076i,-0.00021472+0.00053256i,0.00028524+0.00053314i,8.1413e-05+0.00035278i,-0.00035153+0.00039466i,-1.4779e-05+0.00026674i,0.00054225-0.00077419i,0.0002849-0.0010552i,-0.00025443+0.00028109i,0.00018301+0.00047398i
0.0011879+0.0016723i,0.0010265+0.0020829i,0.0017785+0.00045667i,0.00093223-0.0010896i,0.00075017-0.0015758i,0.0012967-0.0010818i,0.0015024+0.000261i,0.0020777+0.00056648i,0.0013817+0.00044621i,-0.00018942+0.00026388i,-0.00094783+0.00018962i,-0.0012028+0.00075132i,-0.00066303+0.00081581i,-7.8562e-05-0.00019835i,-0.00031008-0.00087131i,-0.00027296-0.00027822i,-0.00038471+0.0010651i,-0.00079768+0.0011379i,-0.00062704+0.00013062i,-0.00063462-3.5645e-06i,-0.00088845+1.4102e-05i,-0.00058868-0.00020702i,-2.6535e-05-0.00011946i
0.0013782+0.00015664i,0.0020994+0.00028926i,0.0029055+0.00071608i,0.0024613+0.00033919i,0.0013278-0.00046117i,0.0012571-0.00043923i,0.0017237-0.00069407i,0.0014169-0.0010504i,0.0011052-0.00072667i,0.00042293+0.00044774i,-0.00067105+0.00076222i,-0.00097266-7.567e-05i,-0.00074299-0.00013323i,-0.00034444+0.00023756i,-0.00026383-0.00064787i,-2.9797e-05-0.00096892i,-0.00029573-6.577e-05i,-0.00056628+0.00090145i,-0.00089836+0.00068807i,-0.0008669+9.5734e-05i,0.00034522-0.00029082i,0.00036476-0.00047981i,1.1841e-05-0.00024102i
-0.0015368-0.00052791i,-0.00051941-0.001163i,0.00050787-0.0022489i,0.00047234-0.0019683i,0.00060061-0.0014226i,0.0017745-0.00032709i,0.0017256+0.0002005i,0.0014659+4.9766e-05i,0.0008303-0.0004679i,-0.00011224+0.00013437i,0.00055664+0.00085776i,0.0012245+0.00067467i,0.00060238-3.6018e-05i,0.00072217-0.001135i,0.0010412-0.00070738i,0.00061925+0.00029404i,0.00019145-0.0003431i,9.1149e-05-0.00021065i,0.00047559+0.00028038i,0.00064519+3.4411e-05i,0.00081807+7.5825e-05i,0.00038088+4.3048e-05i,-4.5198e-05-0.00037623i
0.00012671-0.0013692i,-0.0010071+0.00024241i,-0.00055954+0.00063792i,0.00079713-0.00037008i,0.0011876-0.0006046i,0.00024144-0.00080284i,1.5405e-05-0.00082843i,0.00079645-0.00078188i,0.0012328-0.00099364i,0.0011128-0.00075139i,0.00052455-0.0001045i,-0.00056425-0.00014153i,-0.0010782-0.00037705i,-0.00028547+0.00041644i,0.00035443+0.00065406i,0.00051917-0.00035441i,0.00029256-0.00080772i,-0.0001542+0.00041683i,-0.00038189+0.00044423i,-0.00019545-0.00031459i,6.1225e-06+0.00011801i,-3.0173e-05+0.00067065i,2.7601e-05+0.00073295i
0.0011156+0.0007715i,0.00044545+0.0014772i,0.0007033+0.002264i,0.0013887+0.00089806i,0.0018848-0.00058783i,0.001641-0.00095375i,0.0010581-0.00066458i,0.000483-0.00112i,0.00010064-0.0015786i,0.00041318-0.00092625i,0.0003598+5.3014e-05i,-0.00039037+0.0010183i,-0.00035339+0.00060809i,0.00018891-0.00018234i,-0.00029644-6.3651e-05i,-0.00022469+0.00018447i,0.0001749+0.00049176i,-0.00010914+0.00091072i,-6.1102e-05+0.0011173i,0.00068162+0.00059862i,0.0010706-0.000359i,0.00051535-0.00082671i,3.6502e-06-0.00082124i
5.9653e-05-0.0005095i,0.0011601-0.00013302i,0.0017249-0.00034548i,0.001431-0.0006744i,0.001376-0.0013576i,0.0015099-0.0009225i,0.0013852-0.00053907i,0.0014163-0.00016041i,0.00099909+0.00030135i,-8.6285e-05+0.00050563i,-0.00064699+0.00095128i,0.00017727+0.00091176i,0.000624-0.00018994i,0.00054664-0.00042755i,0.00042581+0.00045935i,-0.0005539+0.00013077i,-0.00065416-0.00011806i,-0.00015605+0.00031646i,-2.3481e-05-5.874e-05i,0.00032289-0.00029693i,0.00040315+0.00030766i,-8.9233e-05+0.0001184i,-0.00079459-0.00022036i
-0.0019123-0.00022221i,-0.0022446+0.0012057i,-0.0017015+0.002164i,-0.0002575+0.0023929i,0.0014666+0.0019916i,0.0017944+0.0015366i,0.0014614+0.00067319i,0.00076186+3.2791e-06i,-0.00053931-0.00030018i,-0.0011646+0.00016226i,-0.00098747+0.0010921i,-0.0006174+0.0010817i,0.00054151+0.00076023i,0.001122+0.00078i,0.00044225+0.00082118i,0.00046523+9.2016e-05i,0.0011642-0.00020457i,0.00053015+0.00037325i,0.00012998+0.00034714i,0.00042261-0.00010413i,-0.00017016-1.99e-05i,-0.00099797+0.00041607i,-0.00051744+0.00022893i
0.0006185-0.0014068i,0.00089528-0.001399i,0.0016047-0.00087434i,0.0012264-0.00097597i,0.00082565-0.001515i,0.0011405-0.00144i,0.0015237-0.00088952i,0.001827-0.00070132i,0.0017599-0.00039137i,0.0010275+0.00047285i,-0.00022092+0.001349i,-0.00088504+0.0013055i,-0.001263+0.00038326i,-0.00078634-4.5746e-07i,-0.00026581+0.00090218i,-0.00037662+0.00094382i,-0.00069447+0.00059068i,-0.00055085+0.00064014i,0.00026478+0.00068744i,0.00061798+0.0003788i,-0.00021637-0.00026448i,-0.00061306+1.5833e-05i,-0.00051636+0.00024896i
0.00021771+0.0040904i,3.27e-05+0.0037127i,0.0014434+0.0019399i,0.0028131+0.00037105i,0.0028401-0.0011506i,0.001909-0.0016233i,0.0014693-0.00074831i,0.0013668-0.00035495i,0.0003291-0.00049621i,-0.00010107-0.00029055i,3.709e-05-0.00053536i,-0.0001531-0.00021821i,0.00014603+1.2903e-05i,0.00049058-0.00037792i,0.00035951-0.00069879i,0.00069234-0.00068924i,0.00049743-0.00073006i,-0.00022421-0.00069785i,0.00010811-0.00040304i,0.00038548+0.0001756i,-0.00021908+3.2891e-05i,-0.00058721-0.00062779i,-0.00086539-0.00049677i
0.0014521+0.0018932i,0.0011536+0.0026316i,0.0017827+0.0012518i,0.0024262-0.00093488i,0.0026075-0.0012846i,0.0025441-0.00050059i,0.0022796-4.303e-05i,0.0017991+0.00080916i,0.00063097+0.0012366i,-0.00040927+0.00027043i,-0.00049438-0.00018325i,0.00013931+0.00053139i,0.00028466+0.00048331i,0.00010553+0.00010081i,8.2217e-05+0.00025814i,0.00026033+0.00056072i,0.00087448+0.00097044i,0.0010798+0.0012498i,0.0011317+0.00042399i,0.0010315-0.00062243i,0.00088374-0.00095878i,0.00047073-0.00062771i,-0.00017082-0.0004031i
