-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
0.00023051+0.0021804i,5.7901e-05+0.00086858i,0.0006751-0.00014715i,0.0010643-0.00029389i,-0.00052684-0.00028933i,-0.0026261-0.00047289i,-0.0032624-0.00031191i,-0.0014256+0.00072805i,-0.00025991+0.0014391i,-0.0007179+0.00044834i,0.00023939-0.00034135i,0.0006991+0.00024358i,-0.00056228+0.00026614i,-0.001008-0.00044623i,-0.00095512-0.00063595i,-0.00098093-0.00026016i,-0.00089328+0.00017303i,-0.00075959+0.00023401i,-0.00080293-7.8703e-05i,-0.00097926-0.00031768i,-0.00075955-8.3761e-05i,-0.00045817+0.00053336i,-0.00047469+0.00037365i
-0.0010491+0.00036353i,-0.00028655+0.0012619i,0.00085477+0.0013919i,0.00033374-0.000642i,-0.00027108-0.0017273i,-0.0012431-0.00079785i,-0.0021249-0.00072941i,-0.0013442-0.00080748i,-0.00058916+9.9109e-05i,-5.1009e-05+0.00077457i,0.0003423+0.00049463i,-0.00024787+0.00023138i,-0.0010627+0.00022668i,-0.001076+1.2855e-05i,-0.00061212-0.00050016i,-0.00051552-0.00098663i,-0.00025228-0.00022859i,-0.00063981+0.00024295i,-0.00068134-0.00015849i,-2.6195e-06-0.00013918i,-0.00013321+0.00020159i,-0.00020078+0.00020443i,0.00029875+0.00058805i
-0.0024537+0.0023888i,-0.0023229+0.0034024i,0.00027188+0.0039664i,0.0012554+0.0019895i,0.00053124-0.00025059i,-0.00058053-0.00096128i,-0.0011829-0.00056882i,-0.00098799-0.00016892i,-8.0713e-07+0.00034777i,0.00021453+0.00069679i,2.4809e-06+0.00038283i,0.00072092-1.7373e-05i,0.00049754-0.0002736i,-0.00056392-0.00049246i,-0.00053791-0.0005631i,-0.0003238-0.00049895i,-0.00061189+4.1401e-05i,-0.00055844+0.00024832i,-0.00085381+4.1439e-05i,-0.0010042-0.0003394i,-0.00038168+0.0002427i,5.2961e-05+0.00024616i,0.0001827-0.00041309i
0.00050955+0.00075359i,-0.00052529-0.00018802i,-0.00073197-0.0010673i,-0.00097485-0.0020241i,-0.0013057-0.0018168i,-0.0020246-0.00093334i,-0.0020619-0.00068771i,-0.0013624+8.9879e-05i,-0.00090626+0.00034749i,-0.00035432+0.00066663i,-0.00034705+0.00090749i,-0.00033507+0.00038409i,-0.00023223+0.00055785i,-0.0014764+0.00030238i,-0.0016369-0.00060993i,0.00025331-0.00085793i,0.00066925-0.0006946i,-0.00053132-0.00036207i,-0.0005288-0.00026808i,-0.00011205-0.00025763i,-0.00025675+0.00020156i,-0.00046562+2.373e-05i,-0.0005973-0.00015637i
-2.843e-05-1.3307e-05i,4.5459e-05+0.00089494i,0.00048494+0.0006045i,0.00070675+2.2674e-05i,-0.00043277-0.00081458i,-0.0022921-0.0011213i,-0.0027365-0.00077669i,-0.0017771-0.0003589i,-0.00081369-0.00035508i,-0.00045083+0.0004242i,-0.00092804+0.0009563i,-0.00077725+0.00032707i,-0.00039601-0.00043784i,-0.00059737-0.00059764i,-0.0010123+1.1844e-05i,-0.0010771+0.00014331i,-0.0012213-0.00039454i,-0.001043-0.00055512i,-0.00057313-2.1375e-05i,-0.0001709+0.00036215i,0.00036161+0.00050614i,0.000419+0.00040711i,-0.00025105-1.47e-05i
-0.00012301-0.0010032i,-0.00029129-0.0010401i,-0.00042698-0.00045608i,-0.0013645-0.0006015i,-0.0021907-0.00035115i,-0.0031556+0.00042628i,-0.002815+0.00072141i,-0.0011043+0.00090863i,1.6699e-05+0.00093626i,9.9471e-05+0.00058619i,0.00017485+0.0005808i,7.3337e-05+0.00022915i,-0.00027309-0.00050262i,-0.00024398-0.00044632i,-3.0779e-05-0.00014784i,7.1911e-05-1.5974e-05i,0.00017027-0.00014331i,-0.00044966-5.3823e-05i,-0.0010016+0.00019089i,-0.00034901+9.2684e-05i,0.00022307+0.00045709i,0.0010431+0.0012372i,0.0011971+0.0015084i
0.0013282+0.00078593i,0.0014539-0.00082536i,0.0025467-0.0011453i,0.0025363-0.0012815i,0.0011291-0.002003i,-0.00062069-0.0016331i,-0.0022657-0.00088056i,-0.0015674+7.7244e-05i,-0.00040068+0.0013794i,-0.0002505+0.00089183i,0.00024273-6.4151e-05i,0.00033023+8.0954e-05i,-0.00040122-0.0001302i,-0.00062223-0.00042214i,-0.00092229-0.0005987i,-0.0022099-0.00048389i,-0.0015977-0.00030451i,-0.00039281-0.0004428i,-0.00018369-0.000208i,-0.0005586-8.279e-05i,-0.00049482-6.0241e-05i,-0.00043483+0.00030113i,-0.00051245+0.00020022i
-0.00103-0.000511i,-0.00073579+0.00019318i,-0.0011857+0.00055511i,-0.0014774-0.00011452i,-0.0016749-0.00032908i,-0.00099873+0.00019666i,-0.00024051+0.00061286i,0.0002005+0.00067741i,-7.1855e-05+0.00056406i,-0.00036123+0.00024626i,-5.0956e-05+0.00057138i,0.00012388+0.0012426i,0.00010443+0.00092712i,-0.00045819+0.00014122i,-0.00096529-0.00021753i,-0.00116-0.00057129i,-0.00099527-2.4184e-05i,-0.00017306-0.00020229i,0.00019586-0.0010133i,-0.00034198-0.0014274i,-0.0006273-0.0017657i,-0.00066226-0.0015324i,-0.00048394-0.00064628i
-0.0010844+0.00077454i,-0.0016962+0.0002464i,-0.0015685-9.3477e-05i,-0.0012425-0.00049735i,-0.00070551-0.0006182i,-0.00077572-0.00088166i,-0.00069597-0.00063029i,-0.00013215-0.0001589i,-0.0007275-0.00046789i,-0.00097902-0.00048641i,-0.00039864+9.1227e-05i,9.6311e-05+0.0011279i,3.2049e-05+0.0015715i,-0.0007532+0.0010201i,-0.0013908+0.00056189i,-0.0010294+0.00020791i,-0.00015085-0.00035594i,0.00010536-8.4209e-05i,-0.00076727+0.00082715i,-0.0010159+0.00043622i,-0.0003559-0.00054453i,-0.00011157-0.00049334i,-0.00046043-0.00041706i
-0.00054477-0.0014629i,-0.00084672-0.0017571i,-0.00013039-0.0018626i,-0.00016691-0.002191i,-0.0012317-0.0019471i,-0.0015014-0.0010961i,-0.00079782+4.6067e-05i,-0.00050246+0.00040397i,-0.00035883-7.776e-05i,8.6017e-05+0.00010781i,0.00065307-0.00016454i,0.0001777-0.00072919i,-0.00057191+2.0437e-05i,0.00012517-5.552e-05i,0.00019227-0.00031899i,-0.00029262+1.6212e-05i,-0.00075421+8.3397e-05i,-0.0007421-0.00060535i,7.0143e-05-0.00086325i,-0.00036203-0.00067374i,-0.0010221-0.00031917i,-0.0011045+0.00059844i,-0.00083676+0.0008058i
-0.0016105-0.0012622i,-0.002958+0.00032019i,-0.0033771+0.003025i,-0.0027134+0.002518i,-0.0013644+0.00050807i,-0.00074009-0.00049703i,-0.0012872-0.0011874i,-0.001531-0.00058486i,-0.0012025-0.00011855i,-0.0011324-9.2449e-05i,-0.00055426+0.00071522i,0.00026584+0.0010443i,0.00066659+0.00062315i,0.00073637+0.00022609i,0.00051051+0.00013723i,0.00041688+0.00028101i,0.00096781+0.00069417i,0.00077769+0.00057887i,-2.4923e-05-0.00046778i,-0.000175-0.00069363i,-0.00030464-0.00041983i,-0.00022423-0.00052145i,-0.00054907-1.5196e-05i
-0.00037243-0.001867i,-0.00021326-0.0026674i,0.00022968-0.0029724i,-7.9986e-05-0.0032361i,-0.0016711-0.0027303i,-0.0027578-0.001299i,-0.0022858-0.00059321i,-0.0011122+5.5397e-05i,-0.00016531+0.0002488i,0.00037635+8.7269e-05i,0.00018587-8.2883e-05i,6.9254e-05+7.3418e-06i,0.00015501+0.0003842i,-0.00084469+0.00016075i,-0.001166-0.00051463i,-8.8934e-06+0.00032208i,0.00045744+0.00081014i,0.0003283+0.00016393i,-0.00011453-0.00040301i,-0.00056762-0.00041565i,-0.00038936-0.00039951i,-0.00045069+0.00033597i,-0.00055561+0.00060515i
-0.0025121-0.00086718i,-0.0021717+0.00035491i,-0.0018374+0.0017937i,-0.0010268+0.0025086i,-0.00029436+0.00068803i,-0.00080411-0.0015265i,-0.001447-0.0010178i,-0.00058467+0.00016557i,0.00061699+0.00060895i,0.0002787+0.001563i,-9.6904e-05+0.0014536i,0.00047853+0.00031723i,0.00076795-0.00040234i,0.00082305-0.00025847i,0.0011034-0.00021123i,0.00049104+8.2281e-05i,0.00011834+0.00035078i,0.00046524-0.00035704i,5.3494e-05-0.00064704i,-0.00054571-0.00064931i,-0.00023864-0.00071838i,0.00043531-0.00032666i,0.00019445-0.00016711i
-0.0032444+0.0013607i,-0.0027588+0.00085444i,-0.0018181+0.001868i,-0.0011259+0.0015615i,-0.0010273+0.00041213i,-0.0012818-0.0008566i,-0.0024452-0.00089018i,-0.0027319-0.00059818i,-0.0014247-3.0632e-05i,-1.6922e-06+0.00068043i,0.0012858+0.0005824i,0.001431+0.00040077i,0.00027489-4.8295e-05i,-0.000129-0.00118i,0.00024619-0.0015347i,-2.9247e-05-0.0011029i,-0.00065721-0.00096291i,-0.00056344-0.0006495i,0.00028822-0.00075956i,-0.000131-0.000115i,-0.0005562+7.8382e-05i,-0.00032119+9.2655e-05i,-0.00012911+0.00020584i
-0.0024532-0.0028933i,-0.0018966-0.0023828i,-0.00089879-0.00093659i,-0.00043278-0.00086531i,-0.0010918-0.00080849i,-0.001084-0.0011799i,-5.984e-05-0.0011623i,-0.00057803-0.00081006i,-0.00093556-6.9943e-05i,-4.8675e-05+0.0008037i,0.00048293+0.00052649i,0.00049786+0.00086024i,2.3936e-05+0.00083339i,0.00095889+0.00037592i,0.00094827-7.7306e-05i,-0.0002309-0.00036466i,-0.00066282-0.00040952i,-0.00076702-0.00039153i,-0.0004933-0.00098114i,-0.00064615-0.0010687i,-0.00027368-0.00033552i,3.7528e-05+4.0217e-05i,0.00021265+0.00077846i
7.4741e-05-0.00033853i,-8.7455e-05+0.00097359i,0.00068444+0.0028555i,0.0016043+0.0028708i,0.0012112+0.0014893i,-0.0007868-1.2193e-06i,-0.001991-0.00011161i,-0.0012799+0.00011153i,0.00021666+0.00068955i,0.001086+0.0013464i,0.00084331+0.0014792i,0.00052265+0.0004005i,0.00059222-0.00039618i,0.00060726-0.00045145i,0.0001004-0.0005756i,0.00069385-9.7319e-05i,0.0012276+0.00057831i,0.00083291+0.00074498i,0.00074301+0.00037065i,0.0002035+3.1329e-05i,-0.00016028-7.2753e-05i,-0.00017833-0.00020959i,-1.7614e-05-0.00014018i
-0.00066134-0.00062881i,-0.0024017-0.0008291i,-0.0040578-0.0018911i,-0.0043717-0.0018683i,-0.0036036-0.0012041i,-0.0029285-0.00074745i,-0.0017883-0.0012948i,-0.0001068-0.0014668i,0.00028462-0.0005411i,-0.00035133+0.00064805i,3.2524e-05+0.00015593i,0.0008949-0.00010957i,0.00057178+0.00047759i,-0.00020289+2.5607e-05i,5.9606e-05-0.00034169i,0.00038202-0.00058256i,0.0006321-0.00070527i,0.00070792-0.00043247i,0.00034251-8.8146e-05i,-8.0334e-05-0.00045618i,3.7751e-05-0.00059713i,-0.00030993-0.00032071i,-0.00071821-5.3443e-05i
0.00020543-0.00065334i,0.00040152-0.0005589i,0.0014712-0.0010335i,0.0011647-0.0013096i,-0.00039737-0.0016433i,-0.0025488-0.0013895i,-0.0027683-0.00083771i,-0.0014923-0.00058469i,-0.0014419-0.00027501i,-0.00058869+0.00024038i,0.00028516+0.00046509i,-0.00038998+0.00019257i,-0.00079223+7.1466e-05i,-0.00087374-0.00021508i,-0.0012298-0.00019408i,-0.0011004+0.00022764i,-0.00024768+0.00022805i,-0.00045628+0.00052758i,-0.00067493+0.00089416i,2.1477e-05+0.00080991i,0.00050249+0.00023372i,0.00076996+8.4227e-05i,0.00056527+0.00064795i
0.00076997+0.0023013i,0.00047296+0.0020674i,0.0010083+0.0015277i,0.00074754+0.0015182i,-0.00058909+0.00043512i,-0.0016895-0.0010124i,-0.0013683-0.0011507i,-4.151e-05-0.00076887i,0.00079515-0.0006749i,0.00084429-0.00066116i,-0.00023471+0.00022188i,-0.001293+0.00038298i,-0.0010886-0.00093832i,-0.0010076-0.00082807i,-0.00089004-0.00051802i,-0.00018902-0.00072918i,-0.0003431-6.2563e-05i,-0.00032823+0.00019631i,-0.00014092+0.00021573i,-0.00094134+0.00039643i,-0.0014357-6.4329e-05i,-0.0013767-0.00029986i,-0.00047751-0.00034476i
0.00019978+0.00013581i,-0.00036967-0.00080404i,-0.00090038-0.0011347i,-0.00028708-0.00077131i,-0.00024491-0.0010798i,-0.00078699-0.0010498i,-0.0010719+0.00016082i,-0.0011279+0.00043605i,-0.00073744+0.00013681i,0.00022012+0.00057719i,0.00079764+0.0013792i,0.00102+0.00082876i,0.00051767+0.00040261i,-0.00050469+0.00083501i,-0.00081458+0.00065056i,-0.00077523+0.00010689i,0.00011763-0.00028421i,-7.0969e-05-0.00022832i,-0.0010723-0.00023552i,-0.00025339-0.00063739i,0.00039618-0.00033694i,0.00068161-0.00039654i,0.00041235-0.0004963i
-3.1886e-05-0.0015278i,-0.000234-0.0016327i,0.0011892-0.001308i,0.0012978-0.0013395i,-4.161e-05-0.00098526i,-0.000802-0.00071318i,-0.0014888-0.00051536i,-0.0010097+0.00035761i,-0.0001924+0.00078071i,-0.00027359+0.00015547i,0.00031636+0.00021813i,0.00088026+0.00038027i,0.0006693+0.00070894i,-0.00069049+0.0010731i,-0.0013831+0.00094453i,-0.00049232+0.00028296i,8.4168e-05-8.8149e-05i,0.00011762-9.0014e-05i,-1.3044e-05-0.00030644i,-2.6584e-05-5.1808e-05i,0.00012717+0.00026528i,0.00021181-1.1827e-05i,0.0001581-6.921e-05i
-0.00058583+0.00091863i,-0.0016166+0.0019429i,-0.0014896+0.0022043i,-0.001274+0.0014107i,-0.0011969-0.00031173i,-0.0016492-0.00049452i,-0.0020577+0.00011006i,-0.0014188-5.4923e-05i,-0.00061871-0.00014666i,-7.5433e-05+0.00018167i,0.00042886+0.00073602i,0.00054545+0.0014458i,0.00047468+0.00070857i,0.00037487-0.00041131i,0.00024512-0.00035681i,0.00012976-0.00026483i,6.8098e-05-0.00044785i,-6.5758e-05-0.00036657i,-0.00012701-0.00020525i,-1.0205e-05-0.00043751i,7.8062e-05-0.0004633i,0.00045892-2.9439e-05i,0.00077309+7.7606e-05i
-0.0017794-0.001092i,-0.0019631-0.0020403i,-0.0013585-0.0026722i,-0.00080776-0.0026291i,-0.0010762-0.0022582i,-0.0018891-0.0014072i,-0.0016619-0.00037002i,-0.00073945+0.00014335i,-0.00023671+0.00093784i,-7.2661e-05+0.0013872i,0.00018539+0.00092099i,0.00033346+0.00055826i,-4.4706e-05-3.337e-05i,-9.3872e-05-0.00011614i,-0.000454-0.00041825i,-0.0011381-0.00064899i,-0.00072959-0.00061425i,-0.00014182-0.00062888i,0.00010717+0.00024343i,-0.00025765+0.00025671i,-0.00054376-0.00050821i,0.00012193-0.00088099i,0.00051534-0.00075933i
-0.0021138+0.0033932i,-0.0011503+0.0042132i,0.00045196+0.0040182i,0.0010267+0.0029082i,0.00031497+0.0013655i,-0.00072148-0.00081733i,-0.0013581-0.0013392i,-0.00038372-0.00027661i,-0.00032622-2.8877e-05i,-0.00057381-0.00026879i,-0.00064933+7.8117e-05i,-0.00082993+0.00029682i,-0.00099076+2.5454e-06i,-0.0010117-0.00092158i,-0.00048182-0.0014822i,0.00017366-0.0013366i,0.00080999-0.00065405i,0.00061108+0.00037255i,0.00031934+0.00077368i,8.5578e-05+0.00049205i,-0.00066735+0.00021097i,-0.00040755+0.00053777i,-0.0001773+0.0001977i
0.0006937+0.00081278i,-0.000686+0.001541i,-0.00089864+0.0021258i,-0.0007518+0.0005814i,-0.00097607-0.00064685i,-0.0012897-0.00011656i,-0.0022564+0.00049574i,-0.0020116+0.00015879i,-0.0011169+7.5253e-05i,-0.00076147+0.00096623i,-0.00015471+0.0013411i,0.00047359+0.0003324i,0.0010982-8.9487e-05i,0.00033541+1.255e-05i,-0.00040049-0.00030459i,0.00037781-0.00054805i,0.00024381-0.00050956i,-0.00047762+2.274e-05i,-0.00063715+9.4519e-05i,-0.00052994-0.00051626i,-0.00033279-0.00088827i,0.00013102-0.00042552i,0.00025596-7.2174e-06i
-0.0029804-0.00065867i,-0.0027692-0.0014592i,-0.001354-0.0021695i,-0.00061913-0.0020386i,-0.001385-0.0017226i,-0.0024737-0.0012057i,-0.0022033-0.0013209i,-0.0020019-0.00082372i,-0.0019888-2.0134e-05i,-0.0010435-0.00012413i,0.00014837-0.0010239i,0.0003866-0.0010083i,0.0004683-0.00072469i,0.00044057-0.00044224i,0.00042519+0.00033374i,0.00025273+0.00031915i,0.0003241+0.00048401i,0.00079161+0.00063885i,0.00042211+0.0004037i,0.00018034+0.00018811i,0.00083594-0.00055099i,0.0012046-0.00063234i,0.00052128-0.00011427i
-0.0007284+0.00067414i,-0.0011017+0.0015978i,5.3532e-07+0.0022847i,0.00040679+0.00087415i,-0.00040031-0.00041421i,-0.0016993-0.0010933i,-0.0016911-0.00096606i,-0.00064837-8.2749e-05i,-0.00030622+0.00060436i,-0.00024768+0.00091364i,0.00042231+0.00069131i,0.00076729+7.2077e-05i,-5.8636e-05-0.00012093i,-0.0006034-0.00010445i,-0.00029037-0.00041601i,5.0007e-05-0.00014388i,0.00027246+0.00040112i,0.00016021-0.00054723i,9.7801e-05-0.0011631i,1.8125e-05-0.00089304i,2.0751e-05-0.00090926i,-0.00038205-0.00057583i,-0.00035972-3.52e-05i
7.644e-05+0.00029763i,-0.00072456-0.00014619i,-0.00049194-0.0002568i,2.1939e-05-0.00089462i,-0.00038914-0.0021864i,-0.0019901-0.0019895i,-0.0025603-0.0015274i,-0.001483-0.0013882i,-0.00038856-0.00015061i,0.00016546+0.0007673i,9.3186e-05+0.00084072i,-0.00052616+0.0010574i,-0.0013519+0.0010821i,-0.0010636+3.0455e-05i,-0.00021021-0.00088159i,-0.00010542+9.5295e-06i,-0.00095551+0.0006299i,-0.0011601-0.00038265i,-0.00036905-0.0010716i,-0.00051376-0.00013034i,-0.00039022+0.00085439i,0.00036154+0.00066218i,7.928e-05+0.00044899i
-0.0013313+0.00016293i,-0.00039949-0.0011726i,0.0014521-0.0012065i,0.001778-0.0003592i,0.00039769-0.00084232i,-0.00080127-0.00058348i,-0.0010537-0.00013793i,-0.00089437-0.00082579i,-0.00095715-0.00061073i,-0.00070062-0.00017776i,-0.00048622+0.00061725i,-0.00035926+0.0012968i,0.00011855+0.00042959i,0.00058543-0.0011929i,0.00056039-0.0008342i,0.00049393+0.00050538i,0.00026445+0.00038774i,-0.00028258-0.00067043i,-0.00055408-0.00051134i,-0.0008702-0.00023263i,-0.00086765-8.0625e-05i,-0.00032742-2.8646e-05i,-0.00021242+0.00024743i
-9.7854e-05-0.0016645i,-0.0016023-0.0016877i,-0.0024761-0.001009i,-0.0018458-0.00031537i,-0.0017531-0.00049174i,-0.0018168-0.0006783i,-0.00061484-0.00014869i,-0.00074506-0.00022871i,-0.0012957-0.00065362i,-0.0011233-0.00033419i,-0.00055533+1.7082e-05i,2.553e-05-0.00026203i,9.5933e-05-0.00052255i,-0.00041339-0.0002314i,-0.00087713-0.00044043i,-0.00064362-0.00025054i,0.00042867+0.00033798i,0.00086551+0.0006952i,2.1929e-05+0.00039162i,4.9482e-05-0.00070128i,-0.00016684-0.0016275i,-0.00085569-0.0016186i,-0.00049509-0.00071291i
0.00015893-0.00052116i,1.1153e-05-0.00087438i,-0.0013018-0.00082673i,-0.0015658-0.00034138i,-0.0011213-0.00053882i,-0.0017267-0.00050576i,-0.0017487-0.00030228i,-0.00095744-0.00054424i,-0.0006192-3.3879e-07i,-0.0010729+0.00063351i,-0.00093303+0.0012765i,-0.00025266+0.0012204i,0.00028917+5.4451e-05i,0.00024447-7.3801e-05i,0.00030401+0.00021199i,0.00047921+0.00047044i,0.00027587+0.00038489i,-0.00043387-0.00049452i,-0.00015506-0.00075501i,-5.9019e-05+1.0639e-08i,-0.00026854+0.00084546i,-0.00014119+0.00029387i,0.00010936-0.0010845i
0.00028123+0.0008774i,0.00053536+0.0010808i,0.00096988+0.00045741i,0.00021856-0.00061394i,-0.0010221-0.0011475i,-0.00050105-0.0007078i,-0.00011429-0.00016146i,-7.3435e-05+0.00028455i,0.00040747-5.4476e-05i,0.00029665-0.00068578i,-2.8528e-05+1.4652e-05i,-4.9364e-05+0.00023667i,-0.00013898-0.00020518i,4.626e-05+0.0001156i,-0.00082453+0.00052272i,-0.0013668+0.00047153i,-0.00030824+0.00012725i,0.00040854-5.8857e-05i,0.00038359-0.00039496i,-2.6835e-06-0.00038535i,1.71e-05-5.4346e-05i,0.00071307-0.00054231i,0.0012322-0.00047064i
-0.00059235-0.00040117i,-0.00026096+0.00029834i,-0.00036613+0.00078427i,-0.0004024-0.00039789i,-0.00038724-0.0017582i,-0.0006923-0.001124i,-0.00028167-0.00034711i,-2.2748e-05-0.00023227i,-0.00069584-0.00026333i,-0.00035828+0.00013801i,-1.6305e-05+0.00076844i,-0.00017499+0.00047045i,-0.00010565-0.00056144i,8.0181e-05-0.001089i,-0.00036384-0.00094015i,-0.0011212-0.00065426i,-0.00089066-0.00047615i,-0.00044109-0.00053767i,-0.00057261-0.00039168i,5.3435e-05-0.00027909i,0.00054092-0.00078999i,0.00048063-0.00080513i,0.00036873+1.2003e-05i
-0.0015349-0.0023765i,-0.0023521-0.0023131i,-0.0030065-0.0015216i,-0.0035584-0.0005186i,-0.0033095-0.00023216i,-0.0019674-0.00046217i,-0.0010053-4.6615e-05i,-0.001016-3.602e-05i,-0.00088099-0.00015549i,-0.00068742+0.00036144i,0.00020621+0.0011166i,0.00036056+0.0014746i,-0.00043114+0.0011552i,-0.00071073+0.00070495i,-0.00066387+0.00067763i,-0.0011158+0.00031406i,-0.00069588+0.00015195i,0.00072949-2.6403e-05i,0.00081715-0.00038866i,2.8753e-05-0.00071295i,-0.0004118-0.00047315i,-0.00018773-0.00042726i,-0.00052123-0.00080972i
-0.00020084+3.8191e-05i,-0.00055747-0.0010133i,-1.1552e-05-0.00053293i,0.00082146-0.00066644i,0.0003911-0.0011381i,-0.0013206-0.00030223i,-0.0018748+0.00023505i,-0.0011941+0.00039611i,-0.0013793+0.00067627i,-0.0016622+0.00055253i,-0.00090255+0.0004902i,-0.00017122+0.00051107i,-0.00024073+0.00057424i,-0.00037569+0.0012952i,3.0208e-05+0.0010974i,1.1426e-05+0.00021223i,-0.0011481+0.00014398i,-0.002012+2.6882e-05i,-0.0013886+0.00037339i,-0.00057897+0.00065345i,-0.00070598+0.00045733i,-0.0005671+0.00027733i,-5.2601e-05+0.00010496i
-0.00074882-0.00033372i,-0.00070768-0.00077334i,-0.0004381-0.00080942i,-0.00029331-0.00084101i,-0.00060189-0.00060701i,-0.001085+0.00014971i,-0.0006097+0.00048049i,-0.00014509+0.00044325i,-0.00010225-7.5354e-05i,-0.00022873+0.00015842i,-0.00043331+0.00043537i,-0.00075242+0.00018832i,-0.00056699+0.00043178i,-0.00046343+0.00057736i,-0.00063515-0.00041941i,-0.00028906-0.0011003i,-0.00055419-0.0010009i,-0.00068266-0.00072787i,-6.2742e-05+0.00012563i,0.00036196+0.0003335i,0.0004931+0.00023435i,-0.00010644+0.00024327i,-0.00075287+0.00046406i
-0.0031049+1.0505e-05i,-0.0027524+0.00064339i,-0.0013765+0.00025781i,0.00065709-0.00049872i,0.00050807-0.0014298i,-0.0014578-0.0023198i,-0.002403-0.00167i,-0.0014596-0.00079162i,-0.0010612-0.0005117i,-0.0010393-0.00015859i,-0.00046713+0.00039219i,0.000453+0.00095953i,0.00085986+0.0004498i,0.00083423-0.00077415i,0.00060488-0.0016266i,0.00025455-0.00087037i,3.5202e-05+0.00025956i,-0.00053225+0.00022471i,-0.00073164-0.00012713i,-0.00047998-0.00056297i,-0.00097196-0.00065996i,-0.00093398-0.00045589i,0.00011188-0.0010933i
0.00067589+0.00049372i,0.00057203+0.00070123i,0.0011603+0.0015018i,0.0010944+0.0004191i,-0.00035352-0.00021329i,-0.0016469+1.2975e-05i,-0.0017626+0.0010985i,-0.0012785+0.0017673i,-0.0011428+0.00069815i,-0.0010241-0.00095147i,-0.00077007-0.00079555i,-0.00073832-9.9457e-05i,-0.00070985+0.00024066i,-0.0012439+0.00010703i,-0.00063273-0.00010322i,0.00058768-0.00043048i,0.00061388-0.00026929i,-0.00037396+3.8641e-05i,-0.00098533+0.00035165i,-0.0014311+0.00069302i,-0.0012025+0.00089473i,-0.0003012+0.00096136i,-2.6259e-05+0.00049586i
-0.00060945+0.00011024i,-0.0010394+7.2682e-05i,-0.00073083-0.00063501i,-0.00016253-0.0011497i,-0.0011619-0.0011096i,-0.0018011-0.00074329i,-0.00095822-0.00038089i,-0.0011744-0.00016141i,-0.0016184-0.00034513i,-0.00029402-0.00033816i,1.6049e-05+0.00092701i,-0.00096702+0.0013346i,-0.00033865+0.00054423i,-0.00017847-0.00021607i,-0.00070204-0.0002888i,-0.0008164-0.00024991i,-0.00047136-0.00056107i,-0.00018085-0.00037897i,1.9591e-05-0.00019195i,0.00017775-0.00054113i,-0.00017172-0.00074758i,-0.00010232-0.00047707i,0.00027063-2.8089e-05i
0.00046293-0.00097457i,0.00016362-0.0007035i,9.6541e-06-1.5457e-05i,-0.00024056-0.0010962i,-0.00090868-0.0016078i,-0.0017688-0.00092959i,-0.0020048-0.00067756i,-0.00085963+3.4992e-05i,-0.00040956+0.00046031i,-0.00038588+0.00065729i,6.0458e-05+0.0010986i,-1.8552e-05+0.00041894i,0.00010557-0.00024317i,0.00040245-0.00016925i,-0.00023857+0.00054411i,-0.00016214+0.00034554i,0.00070267-0.00043842i,0.00071955-0.0007403i,0.00037904-0.0010718i,0.00040917-0.00079614i,0.00049926-6.2096e-07i,-3.4396e-07+0.00035778i,-0.0004238-0.00057651i
0.00010037-0.0012133i,-0.0010053-0.00061111i,-0.0013343-0.00048413i,-0.00089882+8.5855e-06i,-0.0013764-0.00025047i,-0.0011352-0.00042168i,-0.00083451-0.00029532i,-0.00046366-0.00050634i,-0.00035477-0.00061739i,-0.00053459-0.00010482i,0.00047899+0.00054164i,0.0010218+0.0007738i,0.00038327+0.001175i,-0.0001553+0.0017227i,-0.00035433+0.0010826i,-2.8355e-05-8.1604e-05i,0.00023102-0.00020544i,-8.8117e-05-0.0003515i,-8.3596e-06-0.00063309i,-0.00051797+0.00025387i,-0.00031607+4.9839e-06i,0.000683-0.00098836i,0.00047329-0.00098154i
-0.0020135+0.00045742i,-0.002574+0.00077987i,-0.0018863-5.2995e-05i,-0.0009213-0.00085779i,-0.00049361-0.00098378i,-0.0010573-0.00015034i,-0.00099463-0.00032415i,-0.00029022-0.00052368i,-0.00039646+0.0001525i,-0.00042332+0.00043153i,-0.00043107+0.00059709i,-0.00059478+0.0003853i,-0.00010448-0.00063805i,0.0006502-0.0013605i,0.00058285-0.0010738i,0.00013509-4.1366e-05i,-0.00040029+0.00070992i,-0.00037421+0.00049077i,-0.00016348+7.2976e-05i,-9.8818e-06+7.361e-05i,0.00052944+0.00018124i,0.00082052-0.00025297i,0.00072748-0.00039335i
