-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
0.00040007+0.00046839i,-0.00038992+1.4061e-05i,-9.0739e-05-5.1687e-05i,-5.1115e-06-0.00076334i,0.00043988-0.0011592i,0.0011066-0.00068515i,0.0015017-0.00051493i,0.0009619-0.00095138i,-0.0004076-0.00080838i,-0.00067986-0.00047509i,-0.00083727-0.00012423i,-0.00089171+0.000122i,0.0001656+0.00040462i,0.00058511+0.00041121i,0.00030632+0.00024134i,0.00092197+0.00035599i,0.0010499+0.0004724i,0.00027455+0.00027945i,-0.00023472-0.00048346i,-0.00010812-0.0003337i,0.00015688-0.00062049i,-0.0001952-0.00072708i,-0.00023025+0.00024661i
0.00098986+1.1723e-05i,0.00030634+0.0014576i,9.9839e-05+0.0018935i,0.0005954+0.00091444i,0.00018555+0.00075125i,0.00039599+0.00088685i,0.00068609+0.00027325i,0.00041487-0.00046412i,-8.2071e-05-0.00083898i,-0.00027542-0.0005775i,-0.0006539+0.00021094i,-0.00054432+0.00066625i,-0.00029416+0.0003437i,-0.00045419+8.3121e-05i,-0.00012085+0.00023314i,0.00017894+0.00015635i,4.3446e-05+0.00012492i,-3.5529e-06+0.00063379i,-0.0001065+0.00078243i,0.00034045-0.0002306i,0.00041727-0.00057093i,-0.00015708+4.1729e-05i,0.00020216-7.3379e-05i
0.00026325+0.003062i,0.0007647+0.0020778i,0.0016634+0.00067865i,0.0022849+9.7991e-05i,0.0021599-0.00010374i,0.0013109-0.00061694i,0.0014181-0.00071464i,0.00076085-0.00018548i,1.6875e-06+0.00052709i,-0.00013021+9.7477e-05i,-0.00045328-0.00077713i,-0.0010893-0.000804i,-0.0010292-0.0013174i,-0.00038054-0.001655i,-0.00011396-0.0017663i,0.00030693-0.00085698i,0.00058486+0.00048182i,9.7316e-06+0.00032147i,-0.00048546-0.00012469i,-0.00025811+3.9817e-05i,0.00050252+0.00045083i,0.00058734+0.00040207i,0.00039453-0.0004193i
0.0006954-0.00011881i,-0.00018851+0.00018878i,-0.00098377+0.00019035i,-0.00096893+0.00026957i,0.00031884+0.00060178i,0.0012669+0.0003991i,0.00065348-0.0011451i,0.00046513-0.0020351i,9.5578e-05-0.0012024i,-0.00075613+7.3226e-05i,-0.00087342+0.0007877i,-0.00034158+0.0010191i,-0.00031726+0.00045591i,-0.00052266-0.00016247i,-0.00045644+0.00037049i,-7.3139e-05+0.00076103i,0.00046622+0.00085211i,0.0010455+0.0002545i,0.0014895+0.00012331i,0.00052294+0.00066466i,-0.00094942+0.00051705i,-0.0011348+0.00024803i,-0.00070286+0.0004472i
-0.00071514+1.924e-05i,-0.0010266+0.00038865i,-0.0013995+0.00023361i,-0.00084634-0.00031682i,0.0002824+7.0756e-05i,0.0014473+0.00025818i,0.0019565-0.00072505i,0.0013881-0.0010751i,0.00078301-0.00055702i,0.00014859-0.00050252i,-0.00047451-0.00054678i,-0.00024197-4.0707e-05i,0.00031071+3.1379e-05i,0.00055754+0.00040195i,0.00069779+0.00072061i,0.00044283+0.00033152i,0.00048686-3.8347e-05i,0.00029719+0.00010429i,-0.00038833+0.0004012i,-0.0010087+0.00024468i,-0.00098327-0.0004155i,-0.00039282-0.00071286i,-0.00026021-0.00079844i
0.00072306+0.00050136i,0.0008979+0.00014339i,0.0017588-9.4763e-05i,0.0019818-4.913e-05i,0.0021743-0.00018616i,0.0014599+0.0002309i,0.00043714+0.00045981i,0.00020305-0.00056731i,9.539e-05-0.0011652i,0.00028173-0.00072665i,0.00047236-0.0010001i,0.00052269-0.0014405i,6.343e-06-0.0011567i,-0.00065962-0.00098908i,-0.00040183-0.0010789i,1.7854e-05-0.00055925i,-0.0001058-0.000144i,-8.3406e-05-0.00034199i,0.00026923-1.1105e-05i,-0.00020732+0.00063592i,-0.0001981-3.0318e-05i,0.0004182-0.0010801i,-0.00010173-0.0010361i
-0.0017787+0.00074961i,-0.0018169+0.0013059i,-0.00077933+0.00098003i,0.00089325-0.0003136i,0.0023981-0.00066095i,0.0032633-0.00071704i,0.0023518-0.0012026i,0.00029791-0.00058275i,3.3449e-05+0.00032533i,0.00065263+0.0002047i,0.00030691-0.00027366i,-0.00023679-0.00060716i,-0.00020018-0.00072669i,0.00027039-0.0010082i,0.00060843-0.001392i,0.00029092-0.0011098i,-9.4941e-05-0.00070637i,-0.00030225-0.00070644i,-0.00037234-0.00077336i,-0.00018007-0.00042076i,0.00019943-8.6491e-05i,0.00084084+0.00016504i,0.00079559+0.0010476i
0.00010678-0.00024084i,-0.00017408+0.0001879i,-0.0004131+0.00080116i,0.00026236+0.00033042i,0.00055344-9.9798e-06i,0.00038733+0.00032918i,0.00036503-0.00045497i,-2.6813e-05-0.0010809i,-0.00017556-0.00064038i,0.0003112-0.00071377i,-0.00032722-0.00056018i,-0.0007075+0.00015197i,-0.00026607+9.0204e-05i,0.00017599-0.00014367i,-3.2582e-05+0.00056826i,-0.00046919+0.00092992i,-8.2267e-05-0.00014974i,4.6733e-05-0.00086121i,0.00019771-0.00022776i,0.00061674+0.00050138i,0.00030395+0.00089939i,0.00022652+0.000941i,0.00020169+0.001097i
0.0010606+0.00087986i,0.00013763+0.00037165i,0.0002157+0.00021137i,0.00081965-0.00028873i,0.0013482-0.0010571i,0.0021838-0.00091549i,0.0021438-0.00059525i,0.0015322-0.0006285i,0.00056627-0.00032602i,0.00042464-0.00064498i,0.00038584-0.00031331i,0.00014245+0.00057078i,0.00018351+5.8971e-05i,4.7351e-05-0.00015876i,-0.0006817+0.00037468i,-0.00079525+0.00042807i,-9.2491e-06-0.00039955i,0.00076111-0.00026972i,0.00031117+0.00075149i,-0.00034426+0.0010769i,-0.00058017+0.000188i,-0.00033612-0.00030393i,-0.00042898+6.0637e-05i
-0.00060913+0.00018958i,-0.00072676-0.00052051i,0.00075442-0.00090788i,0.0010631-0.00078742i,0.0010007+9.2203e-05i,0.0011304+0.00010856i,0.0016398-0.00083352i,0.0011081-0.0012512i,0.00047603-0.00038685i,0.00057355+0.00024909i,0.00032712+0.00045976i,0.00016808+0.00077383i,-0.00024628+0.00091669i,-0.0011381+0.00064032i,-0.0010285+5.8864e-05i,-1.8521e-05-0.00028429i,0.0010849-0.00031838i,0.00096113-0.00063113i,9.5221e-05-0.00087213i,-0.00029136-0.00020496i,-0.00028548+8.0926e-05i,0.00047742+0.00032883i,0.0009493+0.00093608i
-0.00082856+0.0014197i,-0.00029181+0.0014422i,-0.0003712+0.00083557i,-5.0671e-05+0.00013407i,0.00068969-0.00014612i,0.0014287-0.00037355i,0.001411-0.0009845i,0.0011715-0.0013729i,0.00066206-0.00041972i,6.3551e-05+0.00020254i,1.1966e-05-0.00065803i,-9.9354e-06-0.00042027i,-0.00041458-0.00013846i,-3.9599e-05-0.00058735i,0.00083533-0.00058227i,0.00082674-0.00027144i,-0.00014728+0.00019439i,-0.00078389-0.0003471i,1.3287e-05-0.0012565i,0.000659-0.00093363i,0.00026578-0.00020824i,-0.00045993-0.00028209i,-0.00039998-0.00013901i
-0.0002623-0.00042308i,0.00012193-0.00096132i,0.00026846-0.00024775i,0.00056736+0.00027796i,0.0012999-6.7856e-05i,0.001978-8.161e-05i,0.0023887-0.0002392i,0.0013836-0.00021888i,0.00028495-0.00038594i,0.00040079-0.0013559i,0.00064071-0.0015467i,0.00074884-0.00077996i,0.00020677-0.0008852i,-0.00034555-0.0014335i,-0.00010809-0.001368i,-3.6212e-05-0.0014848i,-0.00065652-0.0013528i,-0.00098629-0.00057195i,-0.00063348+7.928e-05i,-0.00034846+0.00067159i,-0.00059374+4.5614e-05i,-0.00063705-0.00044373i,-0.00045967+0.0004179i
-0.00014409+0.0001821i,-0.00038063-0.00032678i,-0.00031705-0.0002409i,-0.0017844+0.0003442i,-0.0014528+0.00064442i,0.00043329+0.00023462i,0.0013289-8.5185e-05i,0.00076019-0.00012019i,0.00019304-0.00014018i,-2.5357e-05+0.00017491i,-0.0006972-2.1194e-05i,-0.00098551-0.00016575i,-0.0009613+0.00021988i,-0.0010485+0.00043563i,-0.00028802-0.00032414i,0.00060132-0.00057634i,-0.00047196-0.00033886i,-0.0008826-0.00031389i,0.00052922+0.00024772i,0.00081902+0.00016985i,7.8418e-05-0.00022302i,-0.00038612-5.4399e-05i,-0.00034772+0.00042151i
-3.344e-06+0.0016356i,0.00012322+0.001126i,0.001583+0.00030067i,0.0024673-0.00063472i,0.0021818-0.0007903i,0.0022831-0.00050913i,0.001773-0.00030634i,0.00064482-0.00066244i,-0.00011094-0.00028056i,8.5168e-06+0.00022888i,-2.9177e-05+0.00032045i,-0.00029252+0.00041132i,-0.00044886+0.00012574i,-0.00070027-0.00035529i,-0.0007027-0.0010475i,-0.00047282-0.0012154i,0.00065075-0.00048947i,0.0012599+0.0003991i,0.0010889+0.00078656i,0.0001662+0.00044066i,-0.00056499+0.00024866i,-0.00098588+1.9351e-05i,-0.001072-0.00041758i
-0.00029821+0.00022489i,0.00013579+0.00090321i,6.3543e-05+0.00079139i,2.181e-06+0.00057337i,0.00019838+0.00053236i,0.00067784+0.00060093i,0.00072374-1.8386e-05i,0.00072409-0.00048035i,-7.4248e-06-0.00023332i,-0.00055842+0.00019414i,-0.00018167+0.00029875i,0.00027786+0.00015418i,0.00074667-1.6225e-05i,0.0012299-0.00036852i,0.00086314-0.00033312i,0.00028132+0.00019758i,6.9429e-05+0.00068375i,-7.0819e-05-0.00016445i,0.00060712-0.00083596i,0.0011504-0.00054262i,0.00072123-0.00023617i,-0.00023717-0.00021543i,-0.00073199+5.7947e-05i
0.0018687+0.00032341i,0.0022617+0.00056151i,0.00099447+0.00015344i,-0.00024783+0.00040857i,-0.00073746+0.00045889i,0.00027508+0.00037198i,0.00061077-9.5799e-05i,-0.00078205-0.00066477i,-0.00061388+0.00034064i,-0.00036867+0.00084559i,-0.00085184+0.00043718i,-0.00038357+0.00022954i,0.0001803-0.00025654i,8.2466e-05-0.00064893i,-0.00023548-0.00062296i,0.00015032-0.00018267i,0.00036419+0.00042749i,0.00075779+0.00048755i,0.00087833-0.00019457i,0.00052616-8.8207e-05i,0.00028092+0.00015832i,-0.00020547+0.00011638i,-1.0632e-05+0.00074019i
-0.00047775-0.00094382i,-0.0017573-0.00051878i,-0.00095323+0.00016386i,0.0009353+0.00038573i,0.0014758+0.00024019i,0.0021613+0.00050791i,0.0019096+0.00060855i,0.0011527+8.5646e-05i,0.00046611-0.00024362i,0.0002443-0.00059677i,0.00014085-0.00048378i,-0.0002675+0.00065393i,-0.00032827+0.00032596i,-5.743e-05-0.00052762i,-0.00010873-0.00052764i,-0.0008924-0.00061363i,-0.0006799-0.00033361i,-0.00018603-8.601e-05i,-0.00048302-0.00031675i,-0.00040184-0.00085794i,-0.00042368-0.00085004i,0.00041703-0.00074129i,0.00098467-0.0007547i
0.0005499+0.00019432i,-0.00090336-0.00095458i,-0.00081478-0.0018203i,3.067e-05-0.0017978i,0.00031995-0.0011875i,0.0015747+0.00017369i,0.002387+0.00035788i,0.00083108+0.00046608i,-0.00072062+0.00010552i,-0.0013105-0.00052684i,-0.0015618-0.0006506i,-0.0010633-0.00011427i,8.5019e-05+0.00055886i,0.0008941+0.00068198i,0.00092388+0.0006796i,0.0003392+0.00030275i,-0.00049973-0.00012899i,-0.00031559-0.00029997i,0.00018763-8.257e-05i,-0.0001221+0.00027726i,-0.00030084+0.00012745i,-0.00019687+0.00039194i,0.00011151+0.00035327i
-0.00044286+0.0017576i,-4.4648e-05+0.0020412i,-0.0005593+0.0018521i,-0.0014076+0.00070284i,-0.00051872-0.00016339i,0.00081448-0.00020706i,0.0011618+0.00010759i,0.00073644+0.00018546i,0.00011306-0.0003062i,0.00034651-0.00077616i,0.0010743-0.00073554i,0.00044019-0.0005544i,-0.0003961-0.00079557i,-0.00076157-0.00048042i,-0.00090691+0.000184i,1.9702e-06+0.00017855i,0.00032248+0.00013855i,-0.00015646-8.1531e-05i,-0.00045228+0.00023249i,-0.00020626+0.0008199i,4.426e-05+0.00014755i,0.00018222-0.00035937i,5.191e-05-0.00039717i
0.00022277+0.0018508i,0.00054556+0.00096649i,0.0012302+0.0006597i,0.0018997+0.00046989i,0.0021793-0.00017437i,0.0017287-0.00072723i,0.00083721-0.00057515i,0.0005521+9.5089e-05i,0.00013202-6.3109e-05i,-0.00043384-0.00047035i,-0.00074517-0.00032302i,-0.00089528+0.0001159i,-0.00071839+0.00071267i,0.00049747+0.0011157i,0.0011831+0.00027484i,0.00045227-0.00052681i,0.00043945-0.00012021i,0.0001581-0.00026999i,-0.00079013-0.00094193i,-0.00061453-0.00061031i,0.00016413+0.00035163i,0.00036012+0.00020864i,0.0002361-0.00047472i
0.0019421+0.0018147i,0.00062031+0.00037998i,-3.4185e-05-0.0022148i,0.00048341-0.0024577i,0.00037495-0.00071796i,0.00055482+0.00045662i,0.0013886+0.00083584i,0.0010739+0.0011173i,-2.3409e-05+0.00085459i,-0.00023431+0.00040192i,0.0002099+0.0006001i,-0.00027037+9.9993e-05i,-0.0008341-0.00019821i,-0.0010208-2.0218e-05i,-0.00090937+0.00048624i,-0.00065476+0.00085875i,4.1e-06+0.00010475i,-0.00039587-0.0007994i,-0.0015587-0.00088983i,-0.00078659-0.00074803i,-1.9284e-05-0.000948i,-0.0001642-0.0011892i,-0.00010635-0.00093022i
-0.00056851-0.00077261i,-0.0015206+0.00065453i,-0.0022654+0.0010097i,-0.0016931+0.0002991i,-0.00067965+0.00012291i,0.00023013+0.00069759i,-7.923e-05+2.6062e-05i,-0.00038424-0.00072035i,0.00047412-5.5152e-05i,0.0010748+0.00027567i,0.00033791+9.7303e-05i,-0.0010788+0.00011641i,-0.0012355-9.8153e-05i,-0.00018706-0.00040321i,0.00040961-0.0012235i,0.00031494-0.0011148i,0.00024322-0.00026246i,0.0003171-0.00014602i,0.00036328-0.00038422i,0.00048989-8.9592e-05i,0.00020554+2.0985e-06i,-8.9716e-05-0.00017237i,-0.00031965-0.00028856i
-0.00044714+0.0029407i,9.9362e-05+0.0026842i,0.00063262+0.002752i,0.002149+0.0019026i,0.0030086+0.00088849i,0.0022607-0.00015579i,0.0008136-0.0013457i,-0.0001585-0.00084102i,-7.3853e-05+0.00087587i,0.00014073+0.00076461i,0.00020773+3.3836e-05i,0.00065758-0.00013605i,-0.00021394-0.0011203i,-0.00074164-0.0019951i,-0.00057733-0.001641i,-0.00063399-0.0014453i,-0.00013687-0.00040671i,-4.444e-05+0.00032169i,-0.00028588-0.00037793i,0.00040757-6.9623e-05i,0.00092943+0.0007025i,0.00051275+0.00042339i,-7.471e-05+0.00012313i
0.00018705-0.0013398i,-0.00057509-0.0017289i,-0.00033718-0.0016062i,0.00044954-0.00041363i,0.0008213-0.00012953i,0.00031846-0.00070659i,0.00079396-0.0012311i,0.0014026-0.00027726i,0.0005724+0.00064358i,-0.00044945+0.00053924i,-0.0005913-0.00013804i,0.00013334-0.00010116i,0.00028249+0.0010628i,0.00010125+0.0016731i,-0.00054501+0.0005448i,-0.00078021-0.00069943i,-8.9007e-05-0.00020768i,0.00041182-3.8561e-05i,0.00032297-0.00040571i,-1.3617e-05-0.00018144i,-0.00056105-0.0002042i,-0.00036274-0.00044239i,-0.00055266-0.00051785i
-0.00046479-0.00081536i,-0.0012062-0.00058415i,-0.0014199+0.00072264i,-0.0003813+0.0009323i,0.00055089+0.0001216i,0.0018364-0.00019308i,0.0014489-0.00021026i,0.00017108-0.00084554i,9.3115e-05-0.0007531i,-0.00022644-0.00016901i,-0.00022432-0.00031892i,0.0002371-0.00017934i,0.00072379+0.00068556i,0.0016056+0.00095833i,0.0013886+0.00091977i,3.0654e-05+0.0010438i,-0.00053955+0.00053372i,-0.00036863+0.00022023i,-3.3052e-05+0.00032821i,4.2818e-05-0.00051706i,0.00013514-0.00049756i,0.00033221+0.00051088i,0.00046084+0.00066216i
5.898e-05+0.0017445i,0.00082817+0.0016314i,0.0017995+0.0021761i,0.0015853+0.0014853i,0.0015958+0.00020767i,0.0025095+9.873e-05i,0.0020581-0.00050555i,0.00043613-0.0016052i,-0.00072171-0.00077265i,-0.00061518+0.00030633i,-0.00033171+0.0004808i,-0.00072038+0.00025509i,-8.9755e-05+0.00011531i,-6.022e-05-0.00010511i,-0.00030816-0.00017182i,0.00038097+7.2718e-05i,0.00032538+0.00015361i,0.00030799+0.00030906i,0.00098107+0.00093327i,0.00036008+0.0010937i,-0.0004147+0.0010227i,-0.0005995+0.00087704i,-0.00059322-0.00014683i
0.0009805+8.1248e-05i,0.0016972+0.00040567i,0.0029105-0.00014089i,0.0031284-0.0009978i,0.0018934-0.0011967i,0.0019475-0.00036541i,0.0022903-3.6764e-05i,0.0011425-0.00035849i,0.00026717-0.00083831i,-5.9425e-05-0.0011951i,-0.00062413-0.00077453i,-0.00057244-0.00029694i,-0.00041896+0.00012931i,-0.00014577+0.00051716i,0.000145-8.0062e-05i,-0.00027717-0.00048751i,-0.00060901-0.0003255i,-0.00029911-0.00011132i,-1.8407e-05-0.00022578i,9.777e-05+0.00052824i,-0.00026318+0.0011933i,0.00022048+0.00072698i,0.00051797+0.00012243i
0.00073161-0.00044761i,-0.00013105+0.00039408i,-0.0013133-0.00020577i,-0.0016941-0.00063365i,-0.0013018-0.00052345i,5.0397e-05-0.00062038i,0.0014488-0.00060507i,0.001963-0.00022403i,0.0012326-8.2652e-05i,-0.0002667+6.5189e-05i,-0.00043841+0.00037071i,0.00021015+0.00054553i,0.0011558+0.00099541i,0.0015548+0.001039i,0.0012113+0.00037711i,0.00058266-2.9071e-05i,-0.00019588-0.00074758i,-0.00038851-0.00064433i,0.00038352+1.2504e-05i,0.00082908+0.00012898i,9.2903e-05+3.4727e-05i,9.4013e-05+1e-05i,0.00056019+0.000846i
-0.00027485+0.0012832i,-0.00057834+0.00056281i,0.0001645+0.00029237i,-0.00019114+0.00052388i,-0.0006231+0.00067697i,0.00037938+0.0010744i,0.00056261+0.0011855i,0.00014898+0.00054071i,-0.00019975+0.00011389i,-0.00039857-4.3809e-05i,-0.00028341-0.00067206i,0.00027066-0.00082421i,0.00058888-0.00016786i,0.00019169-3.1919e-05i,8.5655e-05+3.0167e-05i,0.00046247+0.00058226i,0.00035974+0.00077455i,0.00035559+0.0010535i,0.00067675+0.00099431i,0.00095011+0.00042492i,0.0012921+0.00035892i,4.8792e-05+0.00043578i,-0.00082245-0.00040454i
-0.00016734-0.0015827i,-0.00042397-0.00090598i,4.9266e-05-0.0017413i,0.00065176-0.0019229i,0.00097961-0.0010614i,0.0014783-0.00033376i,0.0013568-0.00032713i,0.00062506-0.00063389i,0.00020172-0.0011417i,-0.00029891-0.0010664i,-0.00055194+0.00021312i,-0.00097859+0.00087717i,-0.00082982+0.00067636i,-0.00028917+0.00058105i,-0.00022619+0.00016521i,5.2162e-05-2.1549e-05i,0.00049657+9.4484e-05i,0.00020655-0.00028134i,4.7513e-05+9.0027e-05i,-0.00032826+0.00037642i,-0.00062691-0.00041689i,-2.1775e-05-0.00062066i,0.00041561-0.00028689i
0.00046068+0.0011891i,-0.00039094+0.0013523i,-0.00036337+0.0014108i,-9.3939e-05+0.0006124i,0.00074723-0.0010521i,0.0017539-0.0015385i,0.0018494-0.001292i,0.00075471-0.0016105i,-5.5765e-05-0.0011901i,8.8415e-05-0.0010625i,0.0006288-0.0010383i,0.00037024-0.00026195i,-0.00015496+0.00011097i,-0.00018127-2.6777e-05i,-0.00055059+0.0006329i,-0.00068196+0.0011538i,-1.5731e-05+6.2325e-06i,0.00039373-0.00097481i,0.00031582-0.00017919i,0.00017837+0.0011014i,9.327e-05+0.0010122i,-0.00060144+0.00030343i,-0.001157+8.9922e-05i
-0.00044857-0.00108i,-0.00044578-0.00049499i,-0.00024123-0.00017681i,8.3086e-05+6.5573e-05i,-5.27e-05+0.00016438i,0.00027879+0.00046285i,0.0007195+0.00048254i,0.00063995+0.00017878i,0.0004544-0.00061123i,0.00033974-0.0011693i,1.4651e-05-0.00086454i,-0.00040069-0.00042048i,-0.0003093-0.00069106i,-6.2229e-06-0.00013583i,-0.00014706+0.00076921i,-8.5291e-05+0.00022886i,0.00046094-0.00072962i,0.00047951-0.00074461i,-0.00033061-0.00028659i,0.00029072-0.00044668i,0.00074977-0.00020219i,0.00025612+0.00013021i,0.0008261+0.0002896i
-0.00088181-0.00091909i,-0.00027822-0.0013983i,0.00048142-0.00034024i,0.00054044+0.00082369i,0.00093654+0.00071857i,0.0014783+0.00032077i,0.0017054-0.00046891i,0.0012497-0.00099737i,0.00056257-0.0010225i,-0.00044407-0.0011303i,-0.00071764-0.00041798i,-0.00065511+0.00030462i,-0.00042123+0.00022678i,-0.00080085+0.00010811i,-0.0011639+0.00034676i,-0.0012388+0.00036872i,-0.00090806+0.00039377i,-0.0005119+0.00073138i,-0.00029525+0.00011188i,-0.00031535-0.0004004i,-0.00020892+0.00023511i,0.00031386-5.5935e-05i,0.00042189-0.00092068i
-0.0022978-0.0010579i,-0.0014553-0.00076635i,-0.0010189-0.00079998i,-0.0013074+0.00054751i,-3.1346e-05+0.0017193i,0.002215+0.00072097i,0.0028256-0.00061304i,0.0018479-0.00072241i,0.00063045-8.9038e-05i,0.00035977+7.6023e-06i,0.00069986+2.0383e-05i,0.00047079-7.0206e-05i,0.00014902+0.00027221i,0.00019395+0.00094321i,0.00063392+0.0012535i,0.0010935+0.00067011i,0.0011993+8.7808e-05i,0.00051539+8.406e-05i,-0.0004274+0.00022769i,-0.00094447+0.00029781i,-0.00081163-0.00037798i,-0.00036482-0.00048986i,-0.00012793-0.00051697i
0.00026972+0.0018552i,-0.00043484+0.0022414i,-0.00023743+0.0023282i,0.00074876+0.0014057i,0.0013827+0.00062574i,0.0011353+0.00051533i,0.00078033+0.00083459i,0.00017031+0.0001248i,0.00015286-0.00032064i,0.00038867-0.00034829i,-0.00063024+9.8095e-05i,-0.0013103+0.0006132i,-0.00023379-0.00016045i,0.00036017-0.00028385i,1.2275e-07+0.0004935i,0.00012758+0.00078967i,0.0002293+0.00026369i,0.00025343-0.00013796i,-4.2149e-05-0.00035971i,8.9508e-06-0.00032611i,4.2201e-05+2.3659e-05i,-0.00015749-8.9412e-05i,0.00012786-0.0005371i
0.00054966+0.0016334i,0.00033043+0.00087062i,0.0013904+0.00047199i,0.0014996-2.8092e-05i,0.0017626-0.00031469i,0.001982-0.00056806i,0.001809-0.00070233i,0.0014727-0.00073104i,0.00079265-0.0010043i,-0.00047943-0.00076728i,-0.0012562-0.00077175i,-0.0013598-0.00061506i,-0.00080715-0.00046982i,-0.00032328-0.0003325i,-0.00026474-4.5889e-05i,0.00033763-0.00049987i,0.0009544-0.0010577i,0.0012047-0.001112i,0.00090475-4.9375e-05i,8.4139e-05+0.00052823i,0.00049211+0.0004886i,0.00061383+1.0446e-06i,0.00047457-0.0005791i
-0.00040216+0.00036532i,-0.00013535-0.00077159i,-0.00011242-0.00019521i,0.00079912-0.00018075i,0.0017177-0.00017982i,0.0012766+8.5143e-05i,0.00043848-0.00047436i,-0.00027681-0.00079897i,-0.00044089-0.001097i,-0.00057093-0.0014717i,-0.00070807-0.0012391i,-0.00048902-0.00064905i,0.00013096-0.0001822i,0.00039298+0.00015603i,0.00028714+0.00036107i,-0.00029312+0.00014913i,-0.0006697-0.00037742i,-0.00062219-0.0011038i,-0.0004609-0.0011019i,0.00035699+7.6604e-05i,0.00073802+8.7373e-05i,4.9026e-06-5.177e-05i,-0.00038169+0.00065649i
0.00094162+0.00061149i,0.00096558+0.00092621i,0.00047452+0.00080415i,0.00039946+0.000344i,0.00030556-0.00013578i,0.00072859+0.00034083i,0.00078662+0.00062768i,0.00016108-0.00021229i,-0.00010644-0.00028325i,-0.00029543+0.00065321i,-0.00057016+0.00058277i,-0.00042386-0.00049831i,0.00046236-0.00073228i,0.0014012+0.00017043i,0.00086577+0.00090714i,-0.00085248+0.0010357i,-0.00063786+0.0011093i,0.00036935+0.0011265i,-4.2305e-05+0.0013595i,-0.00020077+0.00033405i,-2.6802e-05-0.00055052i,-2.6032e-05+5.6788e-05i,0.00070935+0.00080118i
-0.00045561+0.0017444i,-0.0007565+0.0017079i,0.00028482+0.00082455i,0.0011956-0.00040544i,0.00099998-0.0014835i,0.0011324-0.0009612i,0.0018457-0.0002928i,0.0010513-0.0003448i,-0.0004057-0.00089417i,-0.00094658-0.0012401i,-0.00087434-0.00070906i,-0.00022198+0.00037856i,-0.00016813+0.00024432i,-0.00029444+7.9686e-05i,-0.00024453+3.4385e-05i,-0.00035682-0.00042905i,-0.00054601-0.00017823i,0.0001285-0.00023375i,0.00025377-0.00021147i,-0.0003515+0.00020577i,-0.0005714+0.00017743i,-0.0010704-0.00019058i,-0.00099524+7.6428e-05i
-0.00010747+0.00025956i,-0.00088581-0.00097004i,-0.0011124-0.002001i,-0.00075792-0.0025304i,-0.00032316-0.0014459i,0.00030519-0.00022564i,0.0017717-0.00031649i,0.0013002-0.00065205i,-0.00013486-0.0005789i,-0.00027076-0.00098641i,-0.00049115-0.00087207i,-0.00076652-0.00036199i,-0.00072449+2.1277e-06i,-0.00022402+4.1941e-06i,-0.00018494-0.00020414i,-0.0006714-0.00011168i,-0.00046257+0.0003493i,0.00042738+0.00035145i,0.00026483+0.00056382i,-0.00022283+0.00080513i,3.4101e-05+0.0007278i,0.00014352+0.0004927i,0.00018109-0.00035346i
0.00035706+0.00079608i,0.00060744+0.0011746i,0.00055062+0.0011977i,0.0012652+0.0003303i,0.0011611-0.00049416i,0.00087763-0.00080209i,0.0011718-0.00078894i,0.00069829-0.00067416i,-6.1127e-05-0.00020804i,-0.00062408-1.5677e-05i,-0.00034882+0.00010803i,-0.00042957-0.00025107i,-0.001004-0.00044018i,-0.00064313+0.00014255i,0.0003772+0.00013156i,0.00061781-0.00059327i,4.0547e-05-0.00024185i,7.2444e-06+0.00038421i,0.00039928+0.00035273i,0.00032027+0.0010037i,-0.00082744+0.0012688i,-0.00078576+0.00022903i,0.00049972-0.00066506i
0.00035214+0.0011951i,0.00031625+0.0010854i,0.0013917+0.00048503i,0.0017601+0.00065796i,0.0011823+0.00074597i,0.0013246+0.00084267i,0.0016397+0.00098782i,0.0015887+0.00022516i,0.00052842+9.3555e-05i,0.00015088+0.0010457i,0.00073837+0.00069413i,0.00045008-0.00042702i,-0.00022907-0.00052116i,-0.00035751-0.00045908i,-0.00065785-8.5625e-05i,-0.0006523-0.00013386i,-0.00013824+3.4081e-05i,0.00013604+0.00047766i,0.0001564+0.00086755i,-0.00028876+0.00086027i,-0.00059622+0.00035622i,-0.0003682-0.00040386i,0.00060579-0.00067458i
-0.0003301-0.00023898i,-9.7224e-05-0.00071327i,-0.0002912-0.0012552i,-0.00024537-0.001638i,-0.00021139-0.0011506i,0.00077536-0.00034134i,0.0019864-0.00057382i,0.0010292-0.00043261i,-0.0002329-0.00012511i,-0.00034474+0.00029701i,-0.00070877+0.000723i,-0.00077445-8.7996e-06i,-0.00013502-0.00056599i,0.00063353-0.00059381i,0.00011344-0.0004291i,-0.0009141+0.00034513i,-0.00076812+3.3525e-05i,-0.00035554-0.00062749i,-0.0007539-0.00050497i,-0.00051558+0.00016891i,0.00027381+0.00070674i,0.0002121+0.00071404i,-0.00010999+0.00077373i
