-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
0.001588-0.0012086i,0.0018531-0.0015628i,0.0014502-0.0018262i,-0.00073739-0.00083823i,-0.0018024+0.00073169i,-0.00040319+0.0015669i,-0.00036816+0.0010011i,-0.00094133+0.00026642i,0.00014091+0.00062545i,0.00086045+0.00076923i,7.6821e-05+0.00042535i,-9.2419e-05+0.00026104i,6.1106e-05+0.00040417i,4.8961e-05+0.00021487i,0.0010501-8.4525e-05i,0.0012078-0.00013948i,0.00046743+0.00024505i,0.00023218+0.00086687i,2.2987e-05+0.00048821i,0.00019952-0.00029304i,0.00050121-0.00062221i,0.00027199-0.00045632i,-0.00040788+0.00025771i
-0.00033066+0.00039699i,-0.00036737+0.00045658i,-0.0017013+0.00077588i,-0.0024476+0.0011702i,-0.00094054+0.0017711i,0.00021031+0.0010665i,0.00054629+0.00013902i,0.00012464+0.0010342i,-2.1747e-05+0.0011188i,0.00071115+0.00012565i,0.00049481+0.00018441i,1.2482e-05+0.00067078i,-0.00030532+0.00085173i,-0.00030762+0.00077769i,-0.00057748+0.00020464i,-0.00097998-0.0004705i,-0.00069796-0.00092394i,-0.00089967-0.00087239i,-0.0010715-0.00083116i,-0.0004674-0.00042212i,-2.0372e-05+7.3924e-05i,6.2918e-05-0.00040838i,0.00036484-0.00062732i
-0.00023896+0.00066937i,0.0010837+0.00085768i,0.0020835+0.0013767i,0.0010289+0.0010725i,2.5602e-05-0.00035291i,-0.00034275-0.0011987i,-0.0011785-0.0006969i,-0.00070904-0.00015089i,2.7867e-05+0.00022212i,-0.0012541+4.2446e-05i,-0.001135+8.3579e-05i,0.00020608-0.00011877i,0.00072225-0.00051387i,0.00059737-0.00024394i,-0.00038889+0.00063179i,-0.00077566+0.00087997i,-0.0003885+8.972e-05i,-0.00040087-3.9935e-05i,-1.2681e-05+0.00026545i,7.2363e-05+0.00045377i,0.00014226+0.00077787i,-6.8901e-05+0.00062476i,-0.00021029-0.00037514i
0.0017485+0.001415i,0.0022362+0.0020138i,0.0016077+0.0015627i,0.0007861+0.00075085i,0.00058484+0.00023553i,0.00035336-0.00035809i,0.00039094-0.00087522i,0.00033354-0.00010056i,-0.00017941+0.00057432i,-0.00069125-5.1786e-05i,-0.00039548-0.00028005i,0.00056381+7.9333e-05i,0.00025629-0.00052957i,-0.00015359-0.0010107i,9.3486e-05-7.9789e-05i,-0.00034117-9.0966e-05i,-0.00055814-0.00037585i,-0.00090878+0.00016547i,-0.0012221-4.9627e-05i,-0.00091514-8.8435e-05i,-0.00073737+0.00012754i,-0.00051762+0.00043987i,-0.00012873+0.0009409i
-0.0021214-0.00062325i,-0.0027998-7.5479e-05i,-0.0043677+0.00098702i,-0.0044358+0.0024172i,-0.0022865+0.0023627i,0.00019341+0.00055644i,0.00073248+7.0774e-06i,0.00078039-0.00015882i,0.00063815+0.00011051i,0.0002428+0.00012724i,-1.0378e-05-0.00076574i,0.00029537-0.0012142i,0.00067628-0.00089864i,0.00092027-0.00031225i,0.00089409-0.00029777i,0.00037501-0.00035203i,6.929e-05+0.00017353i,0.00034999+0.00071597i,0.00047514+0.00084826i,0.00024678+0.00015833i,0.00050313+0.0001546i,4.7021e-05+0.00097423i,0.00020818+0.00088035i
-0.0012275+0.003059i,-0.00031744+0.0018446i,0.00026041+0.001398i,-0.00031064+0.00097863i,-0.00048495+0.00037026i,0.0004306-0.00024185i,0.00043527-0.00023888i,-0.00030031+0.00062616i,-0.00021663+0.00059458i,9.6688e-06-3.5821e-05i,-0.00018526+0.00018035i,2.9368e-05+0.00016785i,0.00052206-0.00018759i,0.00037528-0.0011949i,0.00054315-0.0014511i,0.00052172-0.0010892i,0.000794-0.00060098i,0.0013985+0.00019757i,0.00069965+0.00038679i,-0.00041885+0.00049109i,-0.00067591+0.00054253i,-0.00043024+0.00020715i,-0.00049824+0.00014735i
-0.00050999-0.0011566i,0.00070397-0.0016214i,4.5314e-05-0.0028149i,-0.0019566-0.00087957i,-0.0020738+0.00099072i,-0.00079218+0.00072789i,-0.00024621+0.00038013i,-0.00032325-0.00075472i,-0.00057367-0.0012127i,-0.00098393-5.823e-05i,-0.00056812+0.00050413i,0.00070498+0.00076185i,0.0011077+0.0011904i,0.0010577+0.00050461i,0.0014167-0.0005887i,0.00077269-0.00062384i,-0.00028128+0.00011523i,-0.0012714+0.00051787i,-0.0016869-0.00036173i,-0.00091229-0.00011754i,0.00014538+0.00037883i,0.00062794-0.00037176i,0.0008642+0.00019762i
-0.0015804-0.0014691i,-0.0026769-0.00070444i,-0.0024484-0.00037209i,-0.0013315-5.6206e-05i,-0.00069504+0.00051015i,0.0002411+0.00092197i,0.00061191+0.00010379i,0.00019669-0.0004648i,0.00016739-0.00041681i,8.406e-06-0.00070209i,-0.0004851+1.6239e-06i,-0.0007098+0.00034248i,-0.00059012+0.00033188i,-0.00082014+0.00060953i,-0.00033055-9.8918e-05i,-0.00011861-4.4012e-05i,9.3991e-05+0.00033112i,0.00031943+0.00031874i,-0.00044624+0.00047284i,-0.00066413+0.0002407i,-0.00068291-1.5177e-05i,-0.00057014-0.00043387i,-0.00071611-0.00078265i
0.00060365+0.0006987i,0.0005737-0.00034638i,-0.00053119-0.00024524i,-0.0016464+0.000403i,-0.0014101+0.0011375i,-0.00066606+0.0012575i,-0.00084463+0.00070059i,-0.00038575+0.00071011i,0.00034069+0.0009872i,0.00091163+0.00084276i,0.00044736+0.00093104i,-0.00082746+0.00016074i,-0.00051698-0.0006952i,0.00081204-9.6361e-05i,0.0010833+0.00040024i,0.00052061+0.00053382i,-0.00037462+0.00050676i,-0.00020164+0.00047336i,-0.00018777+0.00012776i,-0.00033282-0.00032116i,8.8946e-05-0.00090137i,0.00066634-0.00060675i,0.00085984-0.00046553i
0.0026592+0.00029573i,0.0024453-0.0013446i,0.0006301-0.0022286i,-0.0014604-0.0010147i,-0.0019435-0.00057886i,-0.0016708-0.00073137i,-0.00089508-0.00041858i,0.00021197-0.00039531i,0.00057519-0.00048959i,0.00060991-0.00035851i,0.00024949-0.00028046i,0.00011172-0.00021606i,0.0001228+2.5337e-05i,-0.00019419-0.00050693i,0.00015012-0.00036274i,0.00052849+0.00022737i,0.00019642+0.0007438i,0.00013929+0.00093234i,0.00041801+0.0001738i,0.00070336-0.00013111i,0.00092739+0.00022228i,0.00081262+0.00084266i,0.00013604+0.00062032i
-0.0015027-0.00086467i,-0.0012785+0.0014318i,-0.0017945+0.0019611i,-0.0016475+0.0023963i,-0.0017247+0.0022607i,-0.00039797+0.00081302i,0.00087604+0.0002158i,0.00073375+2.8064e-05i,0.00073683+0.00037396i,0.00053517+0.00087428i,-0.00021466+0.00070908i,-0.0008164+0.00051516i,-0.00038534+6.9353e-05i,0.00081024+2.6312e-05i,0.00029857+0.00059162i,-0.0012145+0.00044322i,-0.0010036+0.00022218i,-0.00057954+9.5975e-05i,-0.00023955-0.00066739i,0.0009753-0.0012804i,0.00054275-0.0012799i,-0.00022706-0.0012824i,0.00012099-0.001064i
0.0013713+0.0008071i,0.0011031+0.00032144i,0.00034526-0.00023736i,-0.00094388-9.9246e-05i,-0.0016698+0.00059615i,-0.00085012+0.00028613i,-0.000181-0.00013253i,-0.00099974+0.00029706i,-0.00097002+0.00048292i,-0.00037451+0.00053815i,-0.00011077+0.00036796i,0.00018751+0.00033594i,-0.0002234+0.0003167i,-0.00021007+0.00030984i,0.0002785+0.00071919i,0.0004309+0.00097222i,0.00067785+0.00041355i,0.00035381+0.00042542i,-0.00012863+0.00060148i,0.00059088+0.00011811i,0.0012003-0.0002254i,0.00073664-0.00040152i,-0.00013748-0.00020472i
0.0021695-0.0015449i,0.0014173-0.0025515i,-0.00077939-0.0031713i,-0.0026124-0.00071471i,-0.0030964+0.0018277i,-0.0016543+0.0025749i,-0.00022509+0.0020511i,2.9304e-05+0.0016423i,-0.00015365+0.001179i,-0.00061103-2.0059e-05i,-0.00078263-0.00021306i,-0.00062919+0.00016051i,-0.00031204+0.00033557i,0.00028362+0.00018851i,-0.000164+0.00017597i,-0.00056001-0.00010959i,-0.00022078-0.0001088i,-1.7858e-05-0.00034932i,0.00013838-0.00046271i,-5.8826e-06-6.1881e-05i,-0.00065752+0.00011859i,-0.0008812-1.683e-06i,-0.00019847-0.00030376i
-0.00087668-0.00014729i,-0.00020298+0.0010941i,0.0002086+0.0014417i,0.00015931+0.0013292i,0.00015182+0.00091108i,0.0005283-0.0002536i,-0.00068782-0.0013386i,-0.00070982-0.0011156i,0.00064769-0.00021001i,0.00013155-0.00020938i,-0.0002408-0.00019916i,0.00010698+0.00032442i,-0.00013835-0.00018727i,-0.0010793-0.00071326i,-0.0015481-0.00024229i,-0.00070872+7.4926e-05i,-0.00037427+0.00074224i,-0.00080199+0.00097459i,-0.0014293+0.00021983i,-0.001474-0.00058828i,-0.00060035-0.00034197i,-0.00027608+2.2785e-05i,0.00010584+0.00011487i
-0.00036068-0.00050397i,0.00030778+0.00057393i,0.00027253-3.3121e-05i,-0.00098342-0.00018646i,-0.00074561+0.00039293i,0.00041305+0.00074165i,-0.00012812-5.71e-05i,-0.00069817-0.00052495i,-0.00034318+0.00010052i,0.00012928+0.00037902i,-0.00025114+0.00023274i,-0.00058501+0.00014776i,-0.00020407-9.1749e-05i,8.6876e-05-0.00026374i,7.0104e-05-0.00039723i,0.00015324-0.00021807i,0.00025064+7.7462e-05i,0.0002629-0.00018155i,0.000482-0.00038953i,0.00073899-0.00024796i,0.0001058+0.00048601i,-0.00078282+0.00061291i,-0.00086047-0.00010718i
0.0028635+0.0020285i,0.0034359+0.0015743i,0.0026275+0.00064866i,0.00090176+8.4729e-05i,-0.00017878-0.00017329i,-0.00073005-0.0001589i,-0.00062077+0.00058975i,9.3396e-05+0.00096428i,0.00043644+0.00010341i,0.00038984-0.00037201i,0.00050896+8.5583e-05i,0.00019581-5.4477e-06i,-7.2913e-05-0.00016585i,-0.00016015-9.4777e-05i,-8.1206e-05+0.00031736i,-0.00047307+0.00062549i,-0.0016112+0.00015493i,-0.0016843+1.5603e-05i,-0.00044006-1.1254e-05i,0.00039535-0.00017745i,-0.00023664-3.5743e-05i,-0.00043034-0.00013745i,-1.6169e-05-1.1401e-05i
-0.0023701-0.0017019i,-0.002428-0.0012839i,-0.0016555-0.00099527i,-0.0025855-0.001259i,-0.0028209-0.00038863i,-0.0012986-0.00033559i,-0.00029472-0.00025576i,-0.00041841+0.00045208i,-0.00083107+0.0011523i,-0.00042692+0.00087775i,0.00041555-0.00015465i,0.00074858-0.00032375i,0.00041036+8.0093e-06i,-6.8248e-05+0.00020906i,-0.00014344+0.0003025i,-0.00014057+7.208e-06i,-4.2663e-05+3.1231e-05i,0.00016314+0.00025666i,0.00040866+0.00068518i,-6.3632e-05+0.00041251i,-0.00068392-0.00053253i,-0.00048948-0.0010544i,6.197e-05-0.00078063i
-0.00037344+0.002506i,0.00096942+0.0037123i,0.0014183+0.0036732i,-4.9645e-05+0.0022301i,-0.00097622+0.00085579i,-0.00084189-0.00069897i,-0.00071214-0.0010421i,-0.00016072-1.131e-05i,0.00032997+0.0011381i,0.00027084+0.00081734i,0.00015898-0.00020394i,0.00080564-0.00038706i,0.0011075-0.00024465i,0.00025438-0.00081587i,-0.00026132-0.0011401i,3.1829e-05-0.00092817i,9.9569e-05-0.00070882i,0.0001294-0.00032723i,0.000327+3.2381e-05i,0.00017928+0.00055056i,0.00026175+0.00071205i,0.0003499+0.00014978i,-8.9117e-05+0.00017344i
0.0010522-0.00063797i,-0.00035091-0.00098552i,-0.0011884-0.0024366i,-0.0016692-0.0018088i,-0.0010347+0.00019863i,0.00026127+0.001931i,0.00073097+0.0019042i,0.00057912+0.00083526i,-0.00038595+0.00057766i,-0.001306+0.00062872i,-0.00096314+0.00063343i,-0.00029421+0.00080091i,-4.1029e-05+0.00066684i,0.0010284+4.1613e-05i,0.0012763+0.00010812i,0.00029728+0.00036295i,-0.00039602+2.6689e-05i,0.00038906-0.00026256i,0.0006701+1.5499e-05i,0.00016103+0.00019915i,-0.00015096-0.00022446i,-0.00030746+0.00014555i,-0.0004278+0.00075042i
-0.0020697-0.0012142i,-0.0029673-0.0023824i,-0.0025027-0.0019454i,-0.0025896-0.00021403i,-0.0016527+0.00030096i,-8.4177e-05-0.00071033i,-0.00063894-0.0016461i,-0.00086639-0.00044152i,-0.00019615+0.00022275i,0.00015699+0.00031885i,1.3096e-05+0.00049194i,-0.00012728+0.00041983i,-0.00026682+0.00067321i,-0.00086083+0.00072277i,-0.00082059-0.00014727i,-0.00081415-0.00077391i,-0.00061464-0.00043665i,-0.00062662+0.00028194i,-0.00063567+0.00079535i,-0.00010921+0.00050915i,7.1095e-05-0.00026618i,6.7163e-05-0.00014386i,0.00034844-0.00034048i
-0.0023389+0.013001i,-0.00042219+0.016601i,0.007604+0.017409i,0.010893+0.0088675i,0.0099902-0.00022638i,0.0048261-0.0054211i,-0.00040869-0.0037111i,-0.0013884-0.00066046i,0.00026929-0.00030987i,0.0021341-0.0010331i,0.0019448-0.0018993i,0.00041135-0.0018352i,-0.0013971-0.0018785i,-0.0023782-0.0017629i,-0.0025777-0.0009471i,-0.00074352+0.00050189i,0.0012228+0.0016833i,0.001182+0.0017821i,0.00058174+0.0009014i,-4.6917e-05+0.00094025i,-0.00060496+0.0015824i,-0.00079379+0.0014809i,-0.00053656+0.0010391i
-0.0015717+0.00099227i,-0.0012722+0.00094807i,-0.0009118+0.00054016i,-0.00047638+0.00024644i,-6.8793e-05+0.00012023i,0.00050089-0.00040182i,-7.8046e-05-0.00012497i,-0.00064852+0.00073161i,0.00036691+0.0011266i,0.0015967+0.00041467i,0.0012653-0.00046435i,0.00098134+0.00017507i,0.00043955+0.00025547i,0.00037907-0.0004912i,0.0001782+0.00012413i,-0.00091222+1.3688e-05i,-0.00037104-0.0007064i,0.00080497-0.00040943i,0.0006026-7.9322e-05i,0.00010369-0.0002478i,-0.00069425-0.0003083i,-0.00091191-0.00022353i,8.4741e-06+2.0066e-05i
-0.0010265+0.0019059i,-0.0013396+0.0025528i,-0.00038731+0.0028729i,-0.00024249+0.0023505i,-0.00083456+0.00011565i,-0.0011724-0.0015395i,-0.0011943-0.00095631i,-0.00077447-0.00015141i,0.00030248+0.00060952i,0.00051306+0.00010686i,-0.00021213-0.00052824i,-0.00035059-0.00014592i,0.00031194-0.00013111i,0.00055528+0.00029673i,-0.00036704+0.00091802i,-0.00056793+0.00043149i,-0.00048492-0.00090967i,-0.00046665-0.0015056i,0.00012582-0.00097451i,0.00028231-0.00044172i,0.00013669-0.00016467i,-0.00014699+6.4959e-05i,8.4759e-05+1.7894e-06i
-0.00079257+0.0014332i,0.00071033+0.002339i,0.0011963+0.0025335i,-0.0001595+0.0018722i,-0.00089298+0.00155i,-0.00041247+0.0010616i,-8.6539e-05+0.00023572i,-0.00030513+0.00014627i,-0.00013472-2.3916e-05i,0.00013617-0.00071063i,-0.00027757-0.00027119i,-0.00053867+0.00068627i,-0.00022026+0.00037179i,1.0525e-05-0.00030473i,-1.6963e-05-0.0007259i,-0.00016148-0.00070909i,-0.00020605+0.00026702i,0.00024849+3.6636e-05i,0.00049358-0.00065899i,0.0001719-2.3264e-05i,-0.00016032+0.00016951i,7.5525e-05-0.00024508i,0.00078573+0.00020104i
0.002215-0.00046191i,0.0033068-0.00058021i,0.0022574-0.0015445i,-0.00064141-0.00059811i,-0.001843+0.00064615i,-0.0014081+0.00062414i,-0.0012386+0.00031993i,-0.001476+0.00013823i,-0.00085647-0.00027582i,-7.3253e-05-1.8376e-05i,-9.9658e-05+0.00080828i,-0.00030017+0.00035746i,-0.00052374-0.0007211i,-0.00032881-0.00016606i,5.1892e-05+0.00015967i,-7.3322e-05+0.00038064i,-0.00040232+0.00055189i,-0.00030117-0.00019391i,-0.00037413-0.00039386i,-0.00010973+0.0002918i,0.00066564+0.00041944i,0.00081053+0.00015155i,0.00062755-0.00018705i
0.0011072+0.00070776i,0.00036927-0.00024404i,-0.00023353-0.00024351i,-0.00052827+0.00054975i,-0.0011696+0.0003565i,-0.0011792-0.00058425i,-0.00070423-0.0006164i,-0.00026728+0.00043133i,0.00025897+0.00096151i,0.00020026+0.0006833i,0.00034203+0.00042332i,-0.00019224-0.00037169i,-0.000778-0.00049786i,-0.00019519-0.00027899i,9.5498e-05-0.00065947i,-0.00034238-0.00064644i,-0.00083084-5.1991e-05i,-0.00062901-4.2296e-05i,-0.00020069-0.000136i,5.6743e-05+0.0003022i,-2.5644e-05+0.00099442i,0.00017917+0.00075328i,0.00023861+0.00051868i
-0.001199+0.0033315i,-0.00067014+0.0038052i,1.5534e-05+0.0034644i,-0.00051222+0.0027031i,-0.0007741+0.0012546i,-6.3428e-05-0.00012609i,-0.00025998-7.4311e-06i,-0.0013554+0.0006521i,-0.001096+0.00031949i,-6.9338e-05-0.00072139i,8.3415e-05-0.00078805i,-0.00017182+0.00017399i,-0.00071488+0.00029738i,-0.00097315-0.00012675i,-0.00025294-3.8683e-05i,0.00078235+0.00042231i,0.0010606+0.00039888i,0.00089243-2.5794e-05i,0.00065441+6.8567e-05i,0.00050622+0.00027794i,0.00077037-0.00015981i,0.0007889-0.00037124i,0.00076311-0.0008185i
0.00084569+0.0015879i,0.001013+0.0011943i,0.00060441+0.0011752i,-0.00038442+0.00073427i,-0.00053618-0.00012717i,-0.00064622-0.00061765i,-2.0642e-05-0.00034703i,0.00039678+0.00088597i,0.00067677+0.00047563i,0.00085016-0.00093604i,0.0012965-0.00098378i,0.0018456-0.0004636i,0.00086259-8.3894e-05i,-0.00062329-0.00019868i,-0.00084954-3.5333e-05i,-0.00039501+0.00015232i,-0.00035632-5.2783e-05i,-0.00076856-5.1345e-05i,-0.00087537+0.00018034i,-7.69e-05+6.5338e-05i,0.0012017-0.00011939i,0.0012689+4.7872e-05i,0.00074084+0.00079719i
-6.2093e-05+0.0016261i,0.00097119+0.0014191i,0.00086103+0.0018525i,0.00074399+0.001577i,0.0011866+0.0011276i,0.0010917+0.00028953i,-5.5515e-05+0.00019834i,-0.00073255+1.269e-05i,0.0002865-0.00068563i,0.00095362-0.00054973i,0.00090262-0.00030192i,0.00084744+0.00013463i,-0.00023222+0.00058758i,-0.00075786-0.00051193i,-0.00048501-0.00059499i,-0.00085907+0.00037338i,-0.0011032+0.00026795i,-0.0010064-0.00033139i,-0.0009694-0.00035314i,-0.0008976+0.00055281i,-0.0007856+0.00035432i,-0.00044057-0.00044428i,-0.00052288-4.5159e-05i
-0.0018786+0.0012112i,-4.2788e-05+0.0015382i,0.00017038+0.0019143i,-0.00058402+0.0016199i,-0.00038519+0.00089113i,0.00071424-0.00064636i,0.00080366-0.001101i,0.00025566+0.00022248i,0.0003587+0.00081065i,0.00072913+0.0003156i,0.00037862+0.00019744i,-6.5635e-05+0.00034204i,0.00011316+3.2288e-05i,-0.00021734-0.00070567i,-0.00052838-0.00094856i,-0.00067013-0.00094872i,-0.00059018-0.00020319i,-0.00013837+0.00030086i,0.00012141-0.00029829i,0.00030239-0.00015762i,-0.00021085+0.001265i,-9.4106e-05+0.0015878i,0.00020427+0.0014218i
0.0049647-2.7918e-05i,0.0038279+0.00011925i,0.0014944-0.0010803i,-0.0011857-0.0018505i,-0.0016251-0.00077031i,-0.0011505+0.00051154i,-0.00099164+0.00043606i,-0.0011783+0.00012029i,-0.0006617+0.00057119i,0.00084627+0.0003795i,0.0015213-0.00023105i,0.00088633-0.00045061i,0.00047475-0.00078473i,0.00059678-7.2234e-05i,0.00027698+0.00066435i,-0.00037827-0.00022401i,-0.00038927-0.00092365i,0.0007521-0.00087914i,0.00093055-0.00033952i,-0.00034368-0.00040882i,-0.00058676-0.00017095i,-6.298e-05+0.00098288i,0.00016601+0.0010357i
-0.0032474+0.0014979i,-0.0027748+0.00087381i,-0.0026571+0.0015425i,-0.0017147+0.0021916i,-0.00020597+0.0017237i,-0.00012224+0.00056332i,-0.00067841-0.00049688i,-0.00098207+8.4259e-05i,-0.00032226+0.00065344i,0.00012624+0.0006144i,-0.00047839+0.00023265i,-0.00011805-0.00023788i,0.00016652+0.00026555i,-0.00089068+0.00038991i,-0.00083148-0.00096992i,0.00021908-0.00069588i,0.00073641+0.00077436i,0.00029827+0.00016047i,-0.00020162-0.00079835i,0.00022893-0.00079237i,0.00079245-0.00044205i,0.00059164+0.00094267i,-0.0002705+0.001452i
-0.0018846+0.0022956i,9.7173e-05+0.0035007i,0.00082785+0.0027741i,-2.6201e-05+0.0011712i,-0.00064305+0.00058285i,-0.00010438+0.00037627i,-0.00012231+2.0484e-05i,-6.566e-05-6.5039e-05i,-0.0002532+0.00026524i,-0.00069191-0.00056892i,0.00027985-0.0013444i,0.00065264-1.0712e-05i,-0.00010451+0.0008336i,-0.00094629+4.552e-05i,-0.0011311-0.00077401i,-0.00045269-0.00075091i,-0.0004683-0.00014203i,-0.00022459-0.00052853i,0.00019373-0.00065537i,0.00029178-3.2997e-05i,0.00028507+0.00012815i,0.0004555-0.00024515i,0.00052372-0.00042845i
0.0016678-0.0027355i,0.0015649-0.0030492i,0.00051079-0.0015368i,-0.00083654+0.00057518i,-0.0014335+0.0015211i,-0.00059363+0.00066936i,5.6141e-05+0.00047828i,9.3703e-05+0.0014553i,-0.00019624+0.0013339i,-0.00014936+0.00099702i,0.00044462+0.00055613i,0.00084849+0.00040793i,0.00059774+0.001048i,0.00019499+0.00055965i,0.00037909+0.00015538i,0.00031828+0.00026862i,0.00035723-0.00010837i,0.0002884-0.00058778i,0.00043823-0.00084889i,0.00045774-0.00014776i,2.2073e-05+0.00032368i,0.00050225-1.3857e-05i,0.0009505+1.37e-05i
-0.00053778+0.00065921i,-0.0014966-0.00038767i,-0.0027509+0.00053841i,-0.0033239+0.0014361i,-0.0021514+0.001803i,-0.00074166+0.0016487i,-0.00054711+0.00097784i,-0.00029202+0.00060996i,0.00048521+0.000907i,0.00077123+0.00087089i,0.00056407+0.00018952i,0.00082912-0.00010485i,0.00070759-0.00016956i,0.00022426-0.0011951i,0.0003494-0.0011394i,0.00021629-0.00063999i,-1.3019e-05-0.00024944i,6.8743e-05-0.00027666i,0.00058807-0.00067878i,0.00034018+0.00014166i,-0.00038247+0.0004648i,-0.00046773-0.0002181i,0.00050611-0.00047235i
-0.002433-0.00058937i,-0.0020174+0.0010665i,-0.0021391+0.001575i,-0.0017214+0.0012319i,-0.0013571+0.000883i,-0.00011089+1.9379e-05i,0.00082711-0.00012677i,8.7468e-05+0.0012561i,5.918e-05+0.0016264i,0.00022881+0.00088703i,6.4274e-05-0.00014961i,-1.355e-05-0.00012181i,0.00031612+0.00018055i,0.00093213-0.00015193i,0.0012432-0.0007467i,0.00080538-0.0011035i,0.00034891-0.00037588i,6.2535e-05+0.00017086i,-0.00031449+0.00017591i,0.00026363+0.00015589i,0.00030409-0.00014318i,-0.00030778-0.00025809i,0.00012751-0.00065296i
0.0018369-0.0012457i,0.001642-0.0011574i,0.0006065+0.00014909i,-0.00061163+0.00022366i,-0.0010633-0.00037541i,-0.001296+0.0003019i,-0.0023759+0.00076258i,-0.0020385+0.00040983i,-0.00042019-0.00014621i,0.00046354-0.00016608i,0.00050024+0.00069009i,-0.00011161+0.0012679i,-0.00028658+0.00051681i,0.00064665-0.0005163i,0.0012618-0.00083324i,0.00089933-0.00014321i,-6.7105e-05+7.7594e-05i,-0.00052509-5.3612e-05i,0.00019388+0.00015458i,0.00071386+0.00024457i,0.00073939+3.9279e-05i,0.00038785-0.00053213i,0.00055619-0.00046658i
0.00011878+0.0011581i,0.0010752+0.00037518i,0.00053362+0.00029568i,-1.4156e-05+0.00059275i,-0.0006191+0.00037065i,-0.00035589-0.0002059i,-0.00049786+0.00022009i,-0.0020211+0.00066874i,-0.0012404+0.00038504i,-7.0229e-05+0.0001326i,0.00017658-0.0002764i,0.00033775-0.00079225i,0.00027624-0.00039441i,3.6041e-05-0.00016617i,-0.00019781-0.00089579i,0.00030112-0.00069646i,0.00057869+0.00019105i,0.00024177+0.00056492i,-3.8747e-05+0.00080156i,0.00030086-0.00037341i,0.00074106-0.0012677i,0.00064985-0.00048057i,-0.00025101+0.00036424i
0.00070286+0.0025909i,0.0012531+0.0019865i,0.0017512+0.0013618i,0.0016543-0.00023455i,0.0012142-0.0016947i,-0.00023595-0.0019231i,-0.0006653-0.00075741i,-9.178e-06+0.00013397i,0.00018111+9.1636e-05i,0.0002061-9.2055e-05i,0.0006804+0.00015386i,0.0010448-0.00014554i,0.00076863-0.00054909i,0.00067136-0.00068444i,1.5008e-05-0.00026868i,-2.1431e-05-0.00051055i,0.0004752-0.00085009i,-0.00029914-0.00014431i,-0.00016287+0.00010254i,0.00028124-0.00052525i,-5.1181e-05-0.00042375i,0.00019005-0.00023006i,0.00050259-0.00065152i
0.00046603+0.00097305i,0.00063193+0.001657i,0.00085426+0.0021935i,0.00022541+0.0019241i,1.4251e-05+0.00029075i,-0.00048639-0.0010927i,-0.0011657-0.00081412i,-0.00069065-0.0008369i,0.00021014-0.00038702i,0.00020215-2.6e-05i,-0.00049394-8.0941e-06i,-0.00076445+0.00024351i,-0.00019123+0.00054795i,0.00032115+0.00011891i,6.3539e-05-0.00014351i,5.2892e-05-0.00047883i,-0.00025847-0.00033011i,-0.00071502+0.00034688i,-0.00023587+0.00041833i,-9.5369e-06+0.00016117i,-0.00057372+0.00015367i,-0.00013313-0.00024536i,6.4261e-05+0.00013325i
0.0020532+0.0015073i,0.0026539+0.0013951i,0.0012753+0.0010674i,-0.00027175+0.00028086i,-0.00064801+0.00044702i,-0.00022477+0.0003827i,-0.00011891-0.00021604i,-0.00013837-0.00041878i,0.00044637+0.00014395i,0.00055197+0.00051555i,3.2131e-05+0.00077886i,-0.00012945+0.00091266i,0.00041968+0.00087443i,-0.00018334+0.00069734i,-0.00066401+4.952e-06i,-3.8719e-05-0.00051978i,0.00042732+0.00023053i,0.00050705+0.00059075i,0.000498-0.0001365i,-0.00042825-0.00038884i,-0.0011532-0.00014905i,-0.00055477-0.00023355i,0.00043271-0.00013164i
-0.0012362-0.0016369i,-0.00067548-0.0016495i,0.00092602-0.00049407i,0.00091254-0.00018803i,0.00043013-0.00098642i,-0.00019412-0.0013245i,-0.0012028+5.7683e-05i,-0.0011093+0.0015999i,-6.3598e-05+0.00098774i,0.00075798+0.00042584i,0.00094653-0.0001234i,0.00088821-0.00075279i,0.00060266-0.00042455i,0.00016728-0.00028352i,0.00039113-6.4006e-05i,-0.00035881+7.337e-05i,-0.001129-0.00035444i,-0.00016013-0.00048213i,0.00056125-0.00078919i,0.00071033-0.00061879i,0.00068792+0.00021579i,0.00020235-8.4798e-05i,0.00044847-0.0012451i
