-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
-0.0016245+0.0011175i,-0.0025503+0.001196i,-0.0023453+0.0010679i,-0.00093207+0.0015382i,0.00096864+0.0014257i,0.0019503+0.00039112i,0.0013721-0.00048217i,-0.00040038-0.00023553i,-0.0015032-0.00013596i,-0.00071048-0.0010479i,0.00042376-0.0012292i,0.00042267-0.0015286i,9.621e-05-0.002152i,7.0773e-05-0.0025654i,-5.1222e-05-0.0026865i,0.00026024-0.0014986i,0.0001472-0.00068125i,-0.00014311-0.00090489i,-0.00022618-0.0006457i,-0.0006486-0.00080792i,-0.00023121-0.00051372i,0.00019746+0.0002426i,-0.00034131-0.00072499i
0.0011829-0.0020227i,0.00056844-0.0018068i,0.00026136-0.0014573i,0.00058219+3.7991e-05i,0.0003652+0.00040695i,0.0006392+0.00068076i,0.00092341+0.00037697i,0.00059386-0.00053688i,0.00025812-3.2129e-05i,0.00036835+0.00042285i,0.0007492+0.00029552i,0.0011747-0.00013649i,0.0016767-0.0010329i,0.0016342-0.001014i,0.0011648-0.0002014i,0.00076771+0.00015303i,0.00030934+0.00051939i,0.00017642+0.00017021i,0.0003779+0.00022447i,-0.0001167+0.00056174i,5.8091e-06+0.00045462i,0.0014142+0.0010625i,0.00157+0.0010205i
0.00077731-0.00057899i,0.00040158-0.00049582i,0.00065446+0.00091383i,0.0013603+0.0014163i,0.0014909+0.00064609i,0.0015347+9.185e-05i,0.00095656+0.00033505i,-0.00067731+0.00065166i,-0.0015374+0.0010263i,-0.00094869+0.001346i,-0.00040338+0.00084147i,-0.00036785-0.00038313i,-0.00020133-0.00015856i,-0.00066105+0.00016907i,-0.00042339-0.00053513i,-0.00014666-0.0011557i,-0.00020299-0.0011165i,7.7543e-05-0.00057416i,0.00025836+6.6804e-05i,-0.00063069+0.00017453i,-0.0019773-7.0837e-05i,-0.0017718-0.00039928i,-0.0013356-0.00049715i
0.00055111+0.00042141i,0.001018+0.00033703i,0.0009023-0.00076838i,0.00040499-0.0018909i,0.00026235-0.0015087i,0.00019108-0.0010239i,0.0003503-0.00024716i,0.00058313+0.00048204i,0.00035905+0.0003967i,-3.6491e-05+0.00017744i,5.9844e-06-0.00069968i,-9.3013e-05-0.0010784i,0.00028255-0.0013598i,-1.2276e-05-0.0016961i,-0.00074316-0.00056495i,-0.00092237+0.00060947i,-0.00058003+0.00028985i,0.00042292-0.00019474i,0.0010517-0.00021311i,0.0012129-4.0421e-05i,0.001305+0.00016698i,0.0010984-0.00026445i,0.00034282-0.00085218i
-0.00075631-0.00049537i,-0.00089282+0.00037288i,-0.0005954+0.0013443i,-0.00077894+0.0014905i,-1.0854e-05+0.00086747i,0.00098285+0.00022289i,0.0011814-0.0004179i,0.00046349-0.00088233i,3.0918e-06-0.00067096i,0.00063759-0.00026902i,0.0018284+8.1015e-05i,0.0013521+0.00051366i,-0.00025218+0.00027904i,-0.00077379-0.00050028i,-0.0010835-0.00058002i,-0.00094782-0.00041391i,-0.00063526-0.00049357i,-0.00076568-0.00073449i,-0.00082043-0.0006021i,-0.0010859+4.9413e-05i,-0.00025391+0.0007405i,0.00034683+0.0005071i,-7.6566e-05+0.00080743i
0.0013679-0.00037448i,0.0011522-3.8186e-05i,0.0010732-0.00022248i,0.0013256-0.00032892i,0.0025174-0.00042689i,0.0028325-0.00078896i,0.0016936-0.00079895i,0.00074684-0.0009524i,-0.00016607-0.00055869i,-0.00058688+0.00010692i,-0.00081476-0.00040267i,-0.00080175-0.00044566i,-8.6416e-05-0.00050856i,0.0001296-0.00089095i,4.0667e-05-0.00050437i,0.00010039+0.0001063i,-4.1008e-05+0.00014938i,-0.00030438-0.00052033i,-0.00019979-0.00087957i,-0.00018437-0.00098463i,-0.00063896-0.00092467i,-0.00082518-0.00071993i,-0.00012182-0.00058597i
-0.00063394-0.00032903i,-9.1241e-05-0.00080301i,0.0013367+6.7262e-05i,0.0012881+0.00078751i,0.00075176-4.1581e-05i,0.00080646-0.00049942i,0.00080917-0.0003797i,7.5069e-05-6.5991e-05i,4.4691e-05-0.00037738i,0.00062525-0.00016901i,0.00042172-0.00022135i,0.00013429-0.00073035i,0.00033754-0.00039843i,0.00064435-0.00031885i,0.00059758+0.00042957i,0.00068294+0.0006667i,0.00081679+3.7114e-05i,0.00075919-7.0067e-05i,0.0010488-0.00010824i,0.00051519-0.0001129i,0.00041477-0.0005208i,0.00072952-0.00051279i,-6.6043e-05-8.2057e-05i
0.00025326+0.00041533i,-0.00026998+0.0015781i,-0.00055262+0.0010263i,-0.00048223+0.00094245i,-0.00012774+0.0014442i,0.0011902+0.00067673i,0.0013538-0.00016446i,0.00026025+0.00046602i,-0.00077563+0.00044928i,-0.00028743-0.00025165i,0.0012177-0.00029993i,0.00080537-0.00015806i,-0.00031483-0.00011626i,-0.00053254-0.00052899i,-0.00024786-0.00086783i,-0.0002114-0.00074278i,-0.0011788+0.0002118i,-0.0010345+0.00088257i,-0.00060341+0.00092339i,-0.0010012+0.00045852i,-0.00086382+0.00062298i,-0.00086101+0.00058192i,-0.00073133+0.00022312i
-0.0016777+0.0019369i,-0.0012795+0.0035594i,0.00030141+0.0035014i,0.0017567+0.0020885i,0.0027226+0.00075746i,0.0027179+5.6641e-06i,0.001603-0.00028504i,0.00016875+0.00017269i,-0.00027748+0.00067766i,-0.00022688+0.0012759i,-0.0001553+0.00044017i,0.00074719-0.001103i,0.00064958-0.0014317i,0.00079073-0.0014433i,0.00037249-0.00072354i,-0.00080629+0.00038686i,-0.00096753+0.00055338i,-0.00074212+0.00029631i,-0.00012415+0.00021045i,0.00066543+0.00030214i,0.00067206-1.3133e-05i,0.00070624-0.00033725i,0.00039707-0.0007851i
0.0021651-0.0014541i,0.0016465-0.0010977i,0.0019515-0.0017244i,0.0020555-0.0011472i,0.00079025-0.00034964i,0.00035643-0.00047842i,8.1724e-05-0.00022737i,-0.00077007+0.00033721i,-0.00058899+0.00013726i,7.3355e-05-0.00094781i,0.00010924-0.0012961i,-8.5793e-05+8.6397e-05i,-0.00048079+0.00073007i,-0.00053578-3.5284e-05i,-0.00049014-0.00034858i,-0.00045623-6.3943e-05i,0.00011079+2.4297e-06i,0.00063467-0.00045776i,0.00039789-0.00033185i,9.6021e-05-2.6888e-05i,-0.00018615+0.00039034i,-0.00027641+0.00078368i,-0.00051673+0.00031469i
0.0021871-0.00030733i,0.0021575-0.0004676i,0.00083743-0.0012215i,0.00013134-0.00028361i,0.00022121+0.00045933i,0.0011052-0.00034734i,0.001272-0.00033394i,0.00082982+0.00047875i,0.00023112+0.00057037i,-0.00027064+0.00049891i,-0.00075527+0.00023225i,-0.00086405-0.00023847i,-0.00021722-0.00058257i,0.00017502-0.0007492i,0.00074468-0.00060698i,0.00095852-0.00035453i,-0.00013478+7.358e-05i,-0.00057563+0.000397i,-0.00047255+2.2664e-05i,-0.00028238-0.00060911i,-0.00056565-0.00058183i,-0.00064785-0.00028444i,-0.00046361-0.00043771i
-0.0026429+0.0014303i,-0.0016404+0.0012871i,-0.0010397+0.001616i,-0.0010141+0.0018961i,-0.00021452+0.0014559i,0.00084532+0.0012028i,0.00026939+0.00078605i,-0.00064609+0.000264i,-0.00036364+0.00048778i,0.0003374+0.00060224i,-5.0279e-07-0.00021697i,4.9842e-05-0.0015928i,0.00096245-0.0017328i,0.00099167-0.0006141i,1.6744e-06-1.7426e-05i,-0.00082391+0.00012172i,-0.0011304+0.00055632i,-0.0014227+0.00036031i,-0.0012137+7.029e-05i,0.00075221+0.00032861i,0.001565+0.00037879i,0.00027032+0.00056489i,-0.00025805+9.9102e-05i
-0.0020602-0.00057408i,-0.0023392-0.0010767i,-0.0024542-0.0001802i,-0.0011325+0.00028504i,0.00048927+0.00079137i,0.0012755+0.0014038i,0.0017099+0.00093762i,0.00054541+0.00064595i,-0.00085772+0.00076722i,-0.00047372+0.0014609i,-0.00052202+0.0013301i,-0.00032588-0.00023084i,-2.8371e-05-0.0012699i,-0.00029361-0.001274i,9.042e-05-0.00071851i,0.00015681-8.5802e-05i,0.00011603+0.0001084i,0.00012667-0.00074272i,-0.00052016-0.00059593i,-0.00073901+0.00033787i,-0.00059991+0.00034466i,-0.0004422+0.00059116i,-0.0005657+0.0010056i
0.0012568-1.0431e-07i,0.00084934+0.00018974i,0.0011524+0.00043279i,0.00093732+0.00058336i,0.00043323+0.00018843i,7.466e-05+0.00010793i,0.00033584+0.00064907i,0.00066438+0.0010464i,0.00033486+0.001167i,-0.00042336+0.0007439i,-1.0053e-05-0.00010394i,0.0011549-0.00061552i,0.00087851-0.00037724i,0.00010367-0.00029992i,-0.00030844+5.3366e-05i,-0.00080886+0.00060572i,-0.00087555+0.00011016i,-0.0010193-0.00050851i,-0.0011589-0.00031781i,-0.00045391-0.00053853i,0.0002539-0.00027893i,6.3395e-05-8.2515e-06i,-0.00030398-0.00030124i
-0.00082471+0.0013286i,-0.00031603+0.0010652i,-0.00033591-0.00017091i,-0.00091994-0.00048181i,-0.0003202-5.0978e-05i,0.00077888-8.5139e-05i,0.0010201-0.00021466i,0.00050021-0.00012601i,0.0005349-9.956e-05i,0.00083738-0.00010722i,0.00042729-0.00035624i,2.5592e-05-0.00039361i,7.0897e-05-0.00058116i,0.00017328-0.0011135i,-0.00058115-0.0011773i,-0.0010552-0.00024082i,-0.00015841+0.00034814i,0.00056948+0.00065062i,4.0837e-05+0.0012346i,-0.00028155+0.0010479i,9.9274e-05+0.00046763i,0.00050975+0.00088339i,0.00069476+0.0010029i
-0.0019152-0.0016351i,-0.001886-0.0020332i,-0.0013673-0.0018792i,-0.0010019-0.00066914i,3.7042e-06+0.0009612i,0.00055639+0.0010892i,0.00032005+0.00025045i,0.00012176+0.00012765i,-0.00038508+0.0005793i,-0.00029569+0.00089988i,-0.00017+0.00086664i,-0.00025968-6.2846e-05i,-4.1559e-05-0.0012706i,0.00045847-0.0014607i,0.00064618-0.00065657i,-0.00055192-0.00048217i,-0.0010197-0.0009107i,-0.00081977-0.0010984i,-0.0011286-0.00086544i,-0.0011546-0.00062585i,-0.00076729-0.0011859i,-0.00028158-0.0015279i,0.00018609-0.0012807i
0.00097724-0.00021994i,0.00088107+0.00029023i,0.00081494+0.0013014i,0.00060715+0.001695i,0.00085615+0.0024728i,0.00049495+0.0017123i,6.6521e-05+0.00027119i,0.0003202+0.00033401i,-0.00015463+0.00061531i,-0.00031349+0.00080108i,-0.00033459+0.00026884i,-0.0001853-0.0008508i,0.00062898-0.00092413i,0.00025661-0.00092369i,-0.00051441-0.00098997i,-0.00096906-0.00052162i,-0.00064196-0.00035534i,-0.00016594+1.1029e-05i,-0.0002027+0.00041112i,-0.00013589+0.00038313i,-0.00017259+0.00042743i,-3.1661e-05+0.00055602i,0.00042076+0.00065143i
0.0012499+0.0019412i,0.00043979+0.0011411i,0.00059449+0.00036279i,0.0010643+0.00069197i,0.0011609+0.00034017i,0.00071566-7.201e-05i,0.00077962+4.0499e-05i,0.00061978-6.2276e-05i,-0.00047513+0.00016564i,-0.00033957+0.00050296i,-6.583e-05+0.00015375i,-0.00022391-0.0005952i,-0.00036968-0.0014193i,-5.4827e-05-0.0023714i,-9.124e-05-0.0026663i,-0.00029969-0.0014785i,0.00011477+4.1698e-05i,-0.00038268-3.7006e-05i,-0.0011537+0.00014686i,-0.00077921+0.00025926i,-0.00025562+0.00033404i,-0.00049777+0.0010274i,-0.00058288+0.0010665i
-0.00078249+0.00063868i,-0.00080144+0.0006916i,0.00011286+0.00083993i,0.00087233+0.00066135i,0.0016794+0.00037692i,0.0017581+0.00055297i,0.00082863+0.00027483i,0.00040222+6.0083e-05i,0.00016241+0.00023387i,0.00071878+0.00018388i,0.0013609+0.00069034i,0.0013696+0.00043736i,0.00073602-0.00021801i,-0.00021897-0.00032686i,-0.00032107-0.00034433i,-0.00046908-0.00015637i,-0.00082118-0.00047791i,1.4162e-05-0.00091873i,0.00019304-0.00070896i,-0.00061833-0.00064065i,-0.00041762-0.00063204i,-0.0005078+3.8993e-05i,-0.00061677+0.00038528i
0.00010734+0.00067797i,-2.0737e-05+0.00088109i,-0.00019198+0.0022952i,0.00056402+0.0023237i,0.0018933+0.0012733i,0.0016139+0.00075733i,0.00062455+0.00050939i,0.00042194-7.0819e-05i,0.00042932+0.00056953i,0.00022078+0.00055037i,-0.00030574-2.9242e-05i,-0.00018274+1.6252e-05i,0.00025154+0.0004018i,-0.000111+0.00080441i,-0.00024472+0.0009278i,-0.00034567+0.00052053i,0.00024893+4.8957e-05i,0.00095047+0.00013544i,0.00062013+0.00048656i,4.8686e-05+0.00063822i,0.00025989+0.00090335i,0.00066584-0.00014221i,0.00050695-0.00064851i
0.0012842+0.00038118i,0.00095624-0.00032911i,-0.00079753+0.00045064i,-0.00048642+0.0018166i,0.0012609+0.0018075i,0.0012035+0.00073759i,0.0011465+0.00039649i,0.00076445+0.00046434i,-0.00057697+0.00038952i,-0.00061262+0.00020077i,0.00011895-0.00084449i,0.00094716-0.0024633i,0.0017579-0.0024369i,0.0012271-0.0016643i,0.00069988-0.00051864i,0.00012051+0.00013112i,-0.00077643-0.00057055i,-0.0006886-0.00095763i,-0.00030521-0.00082946i,-0.00086659-0.0002973i,-0.0011575+0.0005569i,-0.00040955+0.0012413i,0.00015084+0.001129i
-0.001445+0.00030853i,-0.0012583+0.00026657i,-8.3125e-05+0.00101i,0.00097698+0.0021041i,0.0015834+0.0020446i,0.0017249+0.00084351i,0.0012224-0.00030842i,2.5226e-05-0.0002073i,-0.00050251+0.00040847i,0.00086289+0.00038028i,0.001419-0.0005994i,0.00077541-0.0016813i,0.00062404-0.00077025i,0.00021276+2.5715e-05i,-0.00092362+2.1708e-05i,-0.0017392+0.00027111i,-0.0010206+0.00073129i,0.00022484+0.00069634i,0.00029445+0.00022019i,-1.2452e-05+0.00026299i,0.000433+0.00047426i,0.00091151+0.00063443i,0.00061411+0.00091767i
0.0017888-0.0017617i,0.0020068-0.0019089i,0.0012455-0.0020903i,0.00032077-0.0013895i,-0.00034683+0.00011242i,0.00010852+0.0014138i,0.00057287+0.0011408i,0.00028134-9.4926e-06i,0.0002063-0.00014986i,-6.0684e-05+0.00028815i,-0.00031303-0.00024059i,-0.00018472-0.00056994i,0.00058996-0.00086243i,0.0013756-0.0010675i,0.00070118-0.0016302i,3.8919e-05-0.0016966i,4.6512e-05-0.00041764i,3.3311e-05+0.00036513i,-0.00015373-9.3419e-05i,-0.00012452-0.00057166i,0.00056251-0.00038291i,0.0004474-0.00032741i,-0.00033369+0.00035014i
-0.001178+0.0014433i,-0.00023301+0.0023609i,0.00041451+0.001842i,0.00088316+0.00086385i,0.0012983+0.00067297i,0.0017287+0.00085616i,0.0010418+0.00035752i,0.00052542-3.0874e-05i,0.00086368+0.00044279i,0.000424+0.0012251i,0.00094768+0.00063013i,0.0016525-0.00047184i,0.0012415-0.00069051i,0.00022452-0.0010112i,-0.0005719-0.00064161i,-0.00054051+0.00075507i,-0.00085156+0.0011348i,-0.0010022+0.00088137i,-0.0006897+0.00057422i,-0.00055684+0.00013704i,3.0382e-05-0.00050612i,0.00053573-0.00058411i,0.00036122-0.00013141i
0.0014493-0.0015642i,0.0006552-0.0017941i,-8.1702e-05-0.001915i,-0.0005681-0.0010242i,0.00025987-0.00053226i,0.00091437-0.00032767i,0.00079444-5.8354e-05i,0.0003659-0.00036145i,-0.00047234-3.3663e-05i,-0.0010307+0.00013843i,-0.0010901-0.00034849i,-0.000796-0.00022303i,-0.00069151+5.1174e-05i,-0.00067793-0.00026023i,-0.00042995-0.00096435i,-0.00037678-0.00050038i,-0.00019562-0.00017396i,0.00054297-0.00058882i,0.00077918-0.00018013i,-0.00010021+0.00029355i,-0.00087856+0.00074356i,-0.0005706-1.4087e-05i,-0.00022421-0.00055427i
-0.0023624+0.00068493i,-0.0028193+0.00075433i,-0.0027366+0.001627i,-0.0013024+0.0023869i,0.00061026+0.0024736i,0.0021946+0.0016671i,0.0019288+0.00082089i,0.00038196-0.00023035i,-0.00036232-0.00068978i,-0.00024464+0.00027669i,0.00044252+0.0004183i,0.00055302-0.00036055i,0.00056381-0.0013942i,0.0010235-0.0013219i,0.0007114+0.00026544i,0.00040893+0.0011082i,-0.00083213+0.00080072i,-0.0022631+0.00061996i,-0.002696+0.00035606i,-0.0015516-0.0005468i,-0.00072148-0.0009275i,-0.0010107+0.00016481i,-0.00022366+0.00072501i
0.00066634+0.00073436i,0.00033085+0.00028573i,0.0020859+0.0009928i,0.0028487+0.0015353i,0.001459+0.00056025i,0.00089561-0.00058139i,0.00053555-0.00047342i,-0.00045611+0.000605i,-0.00017993+0.0014198i,0.00044607+0.0013045i,0.00038235+0.000594i,-0.00013081+0.00037022i,1.0258e-05-0.00046806i,0.00069242-0.00082542i,0.00042967-0.00046958i,-0.00058144-0.0002223i,-0.00060062-0.00064248i,-0.00047278-0.0013117i,-0.00070628-0.0010918i,-8.813e-05-0.00067384i,0.00067596-0.0010598i,0.00096973-0.0011175i,0.0010784+7.2838e-05i
0.00018883-0.00068176i,-8.7658e-05-0.0014439i,-0.00061862-0.0018715i,-0.00081625-0.00081815i,0.00022618-0.00020611i,0.0014589-0.00067262i,0.001299-0.00070568i,0.00029984-0.00039499i,-6.0703e-05-7.3445e-06i,1.2548e-05-0.00025415i,0.00072578-0.00068739i,0.0010035-0.00074897i,8.1309e-05-0.00088537i,-0.00038494-0.0015403i,-1.238e-05-0.0016648i,0.00062269-0.0014505i,0.00025719-0.00068269i,-0.00079897-0.00031202i,-0.00070931-4.3663e-05i,-0.00071994+0.00034314i,0.00018904+0.00021108i,0.0007372+0.00031659i,0.00041988+0.00034624i
-0.00085712+0.001069i,-0.0005285+0.0020162i,-0.00066803+0.002625i,-0.00042889+0.0025884i,0.000404+0.00096881i,0.0012826-0.0001722i,0.0018092+0.00020707i,0.00065506+0.00044162i,-0.00058497+0.00057013i,-0.00055633+0.00072504i,-0.00012538+0.00016843i,0.00044229-0.00066906i,0.0014431-0.0016008i,0.0015445-0.0012309i,0.00061478-0.00055165i,-0.00060139-0.00083217i,-0.001628-0.0011856i,-0.0010638-0.0011673i,-0.00063064-0.00062901i,-0.00049005-0.00058257i,-5.1896e-05-0.00058524i,-0.00034592-0.00056396i,-0.00065607-0.0012861i
0.0014917-0.00017844i,0.0019695+0.00033969i,0.0026611+0.00059008i,0.0011057+0.00095136i,3.5532e-05+5.2917e-05i,0.00020006-0.00033666i,-0.00016619-6.5027e-05i,-1.5511e-05-0.00058666i,0.0002361-0.0011259i,5.8607e-05-0.00037916i,-0.00046783-0.00017778i,-0.0004295-0.00041748i,2.4307e-05-0.00039212i,-5.8805e-05-0.00015434i,-0.0005536-0.00032107i,-0.00077773-4.6806e-06i,-0.00068321+0.00033943i,-0.00024738-0.0001483i,0.00026473+0.00035521i,0.00044019+0.00015989i,0.00041302-5.1076e-06i,0.00055711+0.00052625i,0.0005322+0.00069019i
0.0014305-0.0004428i,0.0016304+2.8507e-05i,0.0022732+0.0017139i,0.0035401+0.0022309i,0.0029579+0.0012068i,0.0019945+0.00055679i,0.0011988+5.021e-05i,0.0004548-0.00044814i,0.00046718+0.00025596i,-0.00022656+0.00071585i,-0.0010846-0.00046311i,-0.00074699-0.0014615i,8.6858e-06-0.0012956i,3.3993e-05-0.001333i,-0.00019125-0.0010425i,-0.00023989-0.00055096i,-0.00040238-4.7977e-05i,-0.00048473+0.00078294i,-0.00014888+0.0012369i,0.00016495+0.0014882i,-0.00015072+0.001595i,-0.0007916+0.001303i,-0.00031927+0.001255i
0.00075521+0.0010929i,0.00068359+0.0017156i,0.00056268+0.0016295i,-7.8976e-05+0.0012933i,0.00014592+0.00069467i,0.0006978-0.0001792i,0.00065773-0.00045848i,0.00063303-0.00068424i,0.00049756+0.00021813i,0.0013018+0.001055i,0.0013842+0.00056226i,-2.7855e-05-0.00011072i,-2.5799e-05-5.9941e-05i,0.00012782+0.00043376i,-0.00062712+0.00061833i,-0.00090421+0.00030247i,-0.000919+1.1883e-05i,-0.00088161-0.00043949i,-0.00068868-0.00089173i,-0.0012454-0.00078258i,-0.000861-0.000649i,0.00040494-0.00040907i,0.00069154+0.00023632i
-0.0012247-0.001135i,-0.00043672-0.00082116i,0.0006319-0.00052379i,0.00063331+8.0879e-05i,0.00019765+0.00059032i,0.00035147+0.00082908i,0.0012171+0.00028506i,0.00087559-3.1323e-05i,-0.00044345-8.3441e-05i,-0.00017856-0.00016426i,0.00076782-0.00026974i,0.0011977-0.00040679i,0.00087185-0.00075473i,0.00042947-0.001243i,0.00028919-0.0014559i,0.0001986-0.0012266i,-0.00010466-0.0012754i,-0.00021815-0.0012473i,0.000153-0.00085159i,9.8445e-05-0.00073986i,-0.00015143-0.00032831i,-0.00047962+5.965e-05i,-0.00039156+9.6533e-05i
-0.00072805-0.0015572i,-0.0013995-0.00092681i,-0.00042821-0.00025379i,0.00051127-3.9033e-05i,0.00045092-0.00042575i,0.00037538-0.00061936i,8.5807e-05+8.897e-05i,4.6069e-06+0.00038267i,0.00047762+0.00032125i,0.00014804+0.00050009i,-0.00024903+0.00083468i,-4.8898e-05+0.00015756i,0.00064719-0.00062504i,0.00095246-0.00024406i,0.0010835+3.8448e-05i,0.00061648+4.3256e-05i,0.00016239+0.00025867i,-0.00035075+0.00019713i,-0.00051821-0.00058979i,-1.5001e-05-0.00080278i,-0.00062794-3.2438e-05i,-0.0010486+0.00032936i,-0.00064991+0.00041261i
0.00087757+0.00098808i,0.0018983+0.0012264i,0.0017848+0.0011509i,0.0011065+0.00028062i,0.00086172+0.00010883i,0.00056697+0.00075989i,-1.3497e-05+0.0009529i,-0.00018303-1.2913e-05i,0.00041362-0.00040737i,0.00086673+0.00011909i,0.0002335+0.00011487i,-0.00073598-0.00053555i,-0.00058157-0.00070426i,0.00030417+0.00029239i,0.00055425+0.00097099i,-0.00057858+0.00078898i,-0.0012418+0.00011394i,-0.00051701-0.00028581i,-0.00048098+0.00010226i,-0.00073471+0.00037802i,-0.00051374+0.00050836i,-0.0001578+1.5377e-05i,0.00046283-0.00021483i
-0.001838-0.0024085i,-0.0018129-0.0020108i,-0.0018099-0.0020366i,-0.0010204-0.0015698i,-0.0008036-0.00041864i,-0.00064253+0.00039202i,-0.00026776+0.00012492i,-0.00027508+0.00024072i,-0.00047567+0.00065077i,-0.00027736+0.00049856i,-0.00039016+8.2619e-05i,-0.00050853-0.0001725i,0.00022339-0.00055281i,0.0013769-0.00087539i,0.0011838-0.0004893i,0.0006645+0.00033349i,-0.00011938+0.00018329i,-0.00075331-0.00057524i,-0.00046456-0.00060314i,-0.00040313-0.00070534i,-0.00022946-0.00096607i,0.00014016-0.00024326i,6.5704e-05+0.00060364i
0.0016002-0.00018725i,0.001095+0.00054285i,0.0012033+8.0292e-05i,0.001081-0.00093005i,0.00077462-0.0010152i,0.00076018-0.0010372i,0.00074308-0.00093414i,4.2427e-05-6.5244e-05i,-0.0007182+0.00072727i,-0.00040165+0.00091685i,0.00033078+0.00033122i,-0.00027765-0.00022856i,-0.00073849+4.2219e-05i,-0.00016527+0.00026131i,-0.0002046+2.9379e-05i,-0.00032484+2.9385e-05i,-0.00085344+6.2646e-05i,-0.0009876-0.00043083i,-0.00062629-0.00068003i,-0.00052783-0.00067401i,-9.9753e-05-0.00024158i,-0.00021516-0.00019844i,-7.3937e-05-0.00021228i
0.0011911+0.0010523i,0.0021402+0.0012853i,0.0031358+0.0010198i,0.0032118-0.00022112i,0.0025968-0.00061838i,0.0014203-0.0010257i,0.00053882-0.0016522i,0.0002609-0.0009765i,-0.0002714+0.00033315i,-0.00061962+0.00070769i,-2.7753e-05-3.7011e-05i,0.00017909-0.00065693i,5.1056e-05-0.0011762i,-0.00015414-0.0013536i,-0.00077914-0.00072957i,-0.00054752-0.00015118i,-0.00017867-0.00020129i,-0.0003695-0.00012127i,-0.00075147+7.9687e-05i,-0.00094316+0.00012782i,-9.207e-05+0.00012644i,0.00060168+6.105e-05i,0.0010203+0.00073941i
0.00036641+8.2522e-05i,0.00061203-0.001425i,-0.00041146-0.0012387i,-0.00051904-0.00034479i,-0.00024603+1.4915e-05i,-0.00026318+0.00037632i,0.00014079+0.0010598i,0.00015268+0.00067141i,4.9932e-06+7.6243e-05i,-5.6702e-05+0.0009004i,-0.00027966+0.0011214i,0.00010111-6.5437e-05i,0.00049322-0.0005621i,0.00094711-0.0006888i,0.0011152-0.00033835i,0.0005613+3.4109e-05i,-4.3803e-05+0.00043403i,-0.00072542+0.00047982i,-0.00042222-0.00057727i,2.0698e-05-0.00066686i,-5.9249e-05+0.0002228i,-5.6646e-05+0.0007753i,0.00012699+0.001322i
-0.0016244-0.0012354i,-0.0024131-0.00032083i,-0.0021372+0.00038663i,-0.00098018+0.00083813i,-0.00042995+0.0011248i,4.5472e-05+0.0014144i,0.00050119+0.00089053i,0.00050107+4.5416e-05i,-0.00017949-0.00042936i,-0.00051734-0.00053679i,0.00037087-0.00059912i,0.0012457-0.00066831i,0.0014306-0.00047684i,0.0010428-0.00063965i,2.6733e-05-0.0010338i,-0.0006577-0.00044083i,-0.0010029+0.00034886i,-0.00037263+0.00028871i,0.00071887+0.00014205i,0.00097786-0.00028721i,0.000439-0.00082497i,-0.00010909-0.0011658i,-1.5325e-05-0.00092262i
0.001314+0.0015538i,0.0018644+0.00035054i,0.0022529+0.00063724i,0.0017399+0.0012495i,0.0020107+0.00079911i,0.001131+0.00013359i,-6.2159e-05+0.00051634i,-0.00046314+0.000325i,-0.00024818+5.8513e-05i,6.3862e-06+0.00088837i,0.0010262+0.00078595i,0.0012629-2.6814e-06i,0.00036238-0.00015851i,0.0002577-0.00028673i,-8.4014e-05-0.00048503i,-0.00094393-0.00089911i,-0.00096866-0.0012611i,-0.0005323-0.00057475i,-0.0001187-7.0661e-05i,0.00040079+0.00046425i,0.000259+0.0011011i,0.00017388+0.0009646i,0.00063515+0.00083877i
-0.00023527+0.00030286i,9.1718e-05-0.00016598i,3.0395e-05+0.00039267i,0.00019086+0.001159i,0.00054206+0.0015879i,0.0007251+0.0017109i,0.00031556+0.00092652i,-0.00046969-0.00018632i,-0.00080598-5.4996e-05i,-0.00059384+0.00090597i,0.00024015+0.0003898i,0.00071558-0.00016773i,0.00054084+0.00024579i,0.0010676+0.00023589i,0.0010413-2.2659e-05i,0.00026032-0.00037591i,-0.00023132-0.00078637i,-0.00077717-0.00068938i,-0.0006444-0.00049185i,-0.00012531-0.00061379i,-7.2237e-06-0.00082361i,-0.00064229-0.00079845i,-0.00097873-3.7538e-05i
0.0014919-0.0012793i,0.0011049-0.0013314i,0.0013365-0.0033166i,0.00063795-0.0029013i,0.00041971-0.00059683i,-0.00051926+0.00067926i,-0.00089664+0.00062139i,-8.6211e-05+0.00055848i,0.00058918+0.00072958i,0.00014146+0.00091297i,-0.00019214+0.00034001i,-3.1128e-05-0.00021804i,-0.00021334-0.00046632i,7.8161e-05-0.00067179i,0.0006305-0.00058721i,0.00063935-0.00029019i,0.00031719-0.00081317i,0.0007554-0.0014306i,0.0010184-0.0010412i,0.00060425-0.00065536i,0.00056038-0.00075007i,0.00021331-0.0006327i,0.00022393-0.00030643i
