-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.0017337+0.00046516i,-0.0022438+0.0014468i,-0.0021497+0.0026429i,-0.00062255+0.0033365i,0.00052038+0.0032419i,0.00060538+0.0021307i,0.0006259+0.0010726i,0.00024529+0.00046723i,0.00025972-0.00011455i,-0.00030274-0.00082777i,-1.8571e-05-0.0011995i,0.0007558-0.001088i,-5.7693e-05-0.00044101i,-0.00026032-0.00029042i,-0.00017647-0.00079335i,-0.0009966-0.0006368i,-0.00077638-0.00016273i,-0.0002332-2.9921e-05i,-0.0001507+9.9504e-05i,0.00029613+0.00016531i,0.00049445-8.6221e-05i,0.00032732-0.0004233i,0.00040932-0.00031353i
-3.6981e-05+0.0004225i,-0.00045849+0.00077711i,0.0001754+0.0014808i,0.0017473+0.0013218i,0.0022218+0.00069026i,0.001878+0.00047801i,0.001818+5.1051e-05i,0.0013811-0.00065441i,0.00068739-0.00020613i,4.3209e-05-8.7194e-05i,-0.0010078-0.0010493i,-0.0016253-0.0007098i,-0.0014917-0.00041233i,-0.000668-0.00073884i,-0.00012586-0.00067428i,-0.00020215-7.5786e-05i,-0.00088742+0.00028738i,-0.0011314+0.00019992i,-0.00015187+9.5342e-05i,0.00049341-0.00022953i,-0.00010999-0.00044325i,-0.00080153-0.001143i,-0.0001202-0.0012677i
0.00035786+0.00071773i,0.0014813+0.0011881i,0.00082891+0.0021419i,0.0013184+0.0013008i,0.0022889+0.00023772i,0.0014609-0.00042118i,0.00082703-0.00031316i,0.00088312-0.0001563i,0.00019222-0.00033505i,0.00010608-0.00016281i,4.6007e-05+0.00043212i,-0.00049202+0.00053749i,-0.00013859+3.5763e-05i,0.00035243-0.00021817i,0.00011701-0.00038832i,0.0001665+0.00023419i,0.00041601+0.00014855i,-0.00017498-0.00030606i,-0.00067805+0.00018436i,-0.00023947+0.00079288i,0.00040088+0.00047923i,0.00031948-3.9393e-05i,-0.00050585+0.00017728i
-0.001145+0.00074721i,-0.00068611+0.0011693i,-0.00011804+0.00092336i,0.00067318+0.0012022i,0.002097+0.0014652i,0.0023551+0.00088629i,0.00093375+0.00074791i,-2.7668e-06+0.0003706i,-4.2681e-05-0.00032086i,-8.2645e-05-0.00042684i,-0.00099826-0.00066375i,-0.0012115-0.0009212i,0.0002208-0.00085564i,0.00022705-0.00048748i,-0.00050346-0.0003415i,-0.00019229-0.00019228i,-0.00014897+5.1495e-05i,0.00014838+0.00016239i,0.00028187+0.00039649i,0.00027452+0.0010303i,-6.0196e-05+0.00048623i,-0.00028846-0.00035389i,0.00025683-0.00033153i
-5.7494e-05+0.00095178i,-0.00019182+0.0020902i,0.0014304+0.0019334i,0.0020706+0.0014032i,0.0015339+0.0017689i,0.0015168+0.0025097i,0.0012963+0.0017389i,0.00062675+0.00016544i,1.3544e-05-0.00036684i,-0.00039536-0.00044878i,-0.00048965-0.0012311i,-0.00019175-0.0011163i,0.0007198-0.00095776i,0.00069371-0.0010328i,-0.00020767-0.00052421i,-0.00070291-0.00071206i,-0.00063509-0.0008907i,0.00017246-0.00049853i,0.00052521+0.00032367i,0.00019101+0.0007688i,-0.00036829-0.00037808i,-0.00012971-0.00094785i,-7.599e-05-0.00038181i
-0.00022897-8.0717e-05i,-0.0019219+0.00041483i,-0.0025523+0.00068832i,-0.0015104+0.0012742i,0.00078582+0.0019908i,0.0017465+0.0024716i,0.00069522+0.001303i,-3.6793e-05+0.00013288i,-2.8804e-05-0.00034592i,4.0688e-05-0.00041864i,-0.00013699-0.00027567i,2.5681e-05+0.00012322i,0.0003371+0.00035367i,-0.00025496-0.00011427i,-0.00076641-0.00090706i,-0.00095936-0.0013967i,-0.00087426-0.0012444i,-0.00095413-0.00095567i,-0.00049197-0.00055682i,0.00023322-0.00023656i,0.00013571+0.00019791i,0.00022052+0.00031158i,0.00045254+0.00033555i
0.00030626+0.0010267i,0.0010458+0.00063i,0.0010918+0.00099282i,0.0014217+0.0010678i,0.0030572+0.00061849i,0.0033595+0.00028467i,0.0021006-0.00023308i,0.0011602-0.00068742i,0.00098359-0.00034758i,0.00071711-0.00032637i,0.00094555-0.00086131i,0.00089901+9.3671e-05i,-7.65e-05+0.00025202i,-0.00031235-0.00022335i,0.00043922-0.00016437i,-7.3326e-05-0.00044043i,-0.00096331-0.00065526i,-0.00029718-0.00050312i,-0.00045893-0.00036419i,-0.0012654+1.349e-05i,-0.00087664+0.00054106i,0.0001577+0.00081185i,0.00070564+0.0010084i
0.00038634-6.6814e-05i,-5.8039e-05+2.5495e-06i,-0.00032371+0.00075398i,0.00062944+0.0005577i,0.0012376-4.0439e-05i,0.0011795+0.00075123i,0.00037817+0.00080207i,6.6023e-05+0.00012431i,-9.002e-05-3.6284e-05i,-0.00046485-0.00084846i,-0.00066347-0.0010741i,-0.00018377-0.00043803i,-0.00039462-3.6929e-05i,-0.00072088+0.00018195i,-0.00064067+0.00026787i,-0.00083597+0.00014935i,-0.00083279+0.00043216i,-4.4393e-05+0.0011657i,-7.5513e-06+0.0011983i,0.00030037+0.00067079i,0.00054871+0.00073323i,0.00044359+0.00046054i,0.0002698-1.4516e-05i
-0.001142-0.0020787i,-0.00072713-0.0015374i,6.6582e-05-0.0010782i,0.00013187-0.00064423i,0.00024292+0.00043425i,0.00037432+0.0017457i,0.00037104+0.0018563i,0.00041506+0.00072573i,0.00017879-0.0010186i,-0.00023449-0.0020824i,-0.00077279-0.0014612i,-0.00068635-0.00014893i,7.7533e-07+0.00028475i,0.00047819-0.00060322i,0.00051706-0.0006447i,0.00063425-0.00010974i,0.00092035+6.4487e-05i,0.00069738-0.00024323i,0.0008709-0.00022341i,0.0006444-0.00030663i,0.00055875-0.00073663i,0.0010633-0.00059632i,0.0010444-0.0003853i
-0.00081348+0.00088464i,-0.0009071+0.0016062i,-0.00062261+0.0014898i,0.00012698+0.0023899i,-2.5744e-05+0.0030638i,0.00069942+0.0022838i,0.0010398+0.0017454i,5.9102e-05+0.00092264i,-0.00043975-0.00029182i,0.00035531-0.00094588i,0.00060254-0.00044169i,0.00050721+0.00010602i,0.00023825-7.9811e-05i,-0.00050403+8.4041e-05i,-0.00099134+0.00069152i,-0.0012642+0.00069482i,-0.0002781+8.2444e-06i,0.00056086+4.8023e-05i,0.00021876-0.00016891i,0.00021818-8.4638e-05i,-0.00027765+0.00017393i,-0.00053745+0.0003113i,-3.8295e-05+0.00054141i
0.00054897+0.0005924i,0.00021495-0.0010439i,0.00080497-0.0014412i,0.0013403-0.0011138i,0.0018576-0.00027226i,0.0014584+0.00094786i,0.00073406+0.00031942i,0.00053127-0.00075656i,0.00076358-0.0008042i,0.0010003-0.00079997i,0.00059547-0.0010385i,-2.0627e-05-0.00087i,-0.00045287-0.00096805i,-0.00087641-0.00023463i,-0.00094641+0.00049858i,-0.00071574+0.0003572i,-0.0010211+0.00023538i,-0.00066718-0.0003799i,0.00056446-0.00042481i,0.0013889+0.00084007i,0.00044067+0.001128i,-0.00035826-5.8631e-05i,-0.00017621-0.0007632i
0.00050388-0.00092753i,8.3779e-05+0.00065969i,-6.4968e-05+0.000818i,0.00011973+0.00034813i,-9.9376e-05+0.00081631i,-9.3586e-05+0.0014799i,0.00036623+0.0012318i,0.00060022+0.00048539i,0.00051804-0.001094i,0.00037399-0.0015272i,-4.8713e-06-0.00051937i,-0.00029922+0.00029021i,-0.00022065-0.00054032i,0.00043574-0.0014195i,0.00048613-0.00036061i,-3.7874e-05+0.00034576i,-0.00022875-0.0002157i,-0.00028594-0.00030152i,-0.00051296+4.6227e-05i,-0.00039488-0.00015378i,1.1874e-05+4.8589e-05i,-0.00032017-0.00012223i,-0.0012569-0.0008174i
-0.0005326-0.0021823i,-0.001574-0.0013705i,-0.0016279-0.0013923i,-0.0009845-0.0016409i,-0.00075769-0.00089782i,-0.00012922+0.00047205i,0.00077167+0.00081666i,0.00039385-0.00016159i,0.00034303-0.00088493i,0.0001887-0.00059409i,-0.00065735-0.00059949i,-0.0007684-0.00076416i,-0.00013509-0.00024624i,6.0536e-05-0.00033939i,0.00044345-0.00077777i,0.00060221-0.0005037i,0.00010999-0.00078086i,-0.0006494-0.0011741i,-0.00026515-0.00085556i,0.00060853-0.00080249i,0.00053628+0.00012695i,4.5434e-07+0.00057325i,-0.00020717-0.00023638i
0.00033079-0.00077338i,0.00046076-0.00069088i,0.00030742+0.00026552i,0.00015967+0.0013999i,0.0011492+0.0021278i,0.00073189+0.0013615i,0.00079112+0.00044892i,0.00062312+2.6079e-06i,0.00039565-0.00033739i,0.00016157-0.00057441i,-0.00018656-0.00086648i,-0.00030797-0.00042173i,-0.0003868-0.00042682i,-0.00042397-0.00069033i,-0.00023398-0.00064337i,0.0001832-0.00019057i,0.00054301-0.00016888i,0.00030426-0.00069604i,3.0876e-05-8.1841e-05i,0.00023097+0.00094837i,0.00015918+0.00093841i,0.00024935+0.00034909i,0.00085951-0.00023632i
-0.00021351+0.0010616i,-0.00156+0.0017673i,-0.001841+0.00098295i,0.00028344+0.00074342i,0.0018037+0.00070651i,0.0016615+0.00023414i,0.0014964-3.1749e-05i,0.0013278-0.00015505i,0.00077138-0.00059018i,0.00062772-0.00079829i,0.00069644-0.00064123i,0.00039645+5.4238e-05i,0.0003809+0.00019339i,0.0010895-0.00025061i,0.00091528-0.00021579i,-0.00015028-0.00011997i,-0.00049718-2.4303e-05i,-0.00033736+0.00023644i,-0.00029911+5.7517e-06i,-0.00041484-0.00053253i,-0.00032074-0.00013446i,-0.00011854+0.00073902i,6.1908e-05+0.00017644i
0.00084407+0.00086696i,0.0013012+0.00034887i,0.0013687+0.0009275i,0.0013246+0.00083352i,0.0013818+0.00041227i,0.00059828+0.0005529i,1.1111e-05+0.00094632i,9.787e-05+0.00037021i,0.00047086-0.00062269i,5.3312e-05-0.0009524i,-0.00024887-0.00087732i,0.00019136-0.00079239i,0.00042723-0.00086633i,-0.00014713-0.0011316i,-0.00014815-0.0006692i,0.00023976+0.00028225i,-9.6954e-07+0.0010908i,-7.5789e-05+0.00091309i,0.00062423-7.9427e-05i,0.00038514-3.7429e-05i,-0.00026253-0.00069099i,0.00021788-0.0013126i,0.0002751-0.00058675i
0.0012165+0.0011163i,0.0019386+0.00078384i,0.0021918+0.0008232i,0.0022199+0.0012056i,0.0016121+0.0018434i,0.0012484+0.0016387i,0.0010549+0.00075765i,0.00097457+0.00024684i,0.00033179-0.00024059i,-0.00081701-0.00058606i,-0.0013374-0.00047085i,-0.001135-5.7322e-05i,-0.0007537-5.2053e-05i,-0.00051849-0.00043493i,-0.0002011-0.00070056i,0.00027632-0.0007141i,0.0003117-0.0007804i,0.00092372-0.0003278i,0.00050967+0.00033076i,-5.6803e-05+0.00042543i,-0.00023432+0.00031543i,-0.00028175+0.00022416i,0.0005724+0.00025512i
-0.0026611+0.00025201i,-0.0033669+0.00085298i,-0.0032399+0.0015571i,-0.0009681+0.0019353i,0.0007534+0.0019881i,0.00045547+0.0017857i,0.00075309+0.00053023i,0.00080265-0.00035351i,-3.6051e-05-0.00045458i,-0.00011994-0.00076454i,0.0003191-0.00076573i,0.00098498-0.00022033i,0.00060428-0.00013568i,-0.00042694-0.00064533i,-0.00067283-0.0011916i,-0.00050701-0.00060709i,-0.0005413+0.00039355i,-3.517e-06+0.00094907i,0.00036572+0.0013618i,-9.9246e-05+0.0013426i,-0.00041927+0.00077123i,0.00014801+0.00068995i,0.00064234+0.00096695i
0.00049187+0.0021715i,0.0017405+0.0015983i,0.0025912+0.001971i,0.0030296+0.0025501i,0.0029561+0.0023256i,0.0029037+0.0016361i,0.001754+0.00017887i,0.00057684-0.00074624i,0.00018892-0.0007568i,0.00028319-0.00078744i,7.3553e-05-0.0009465i,-2.2132e-05-0.0012949i,0.00018961-0.001317i,-0.00023114-0.00088791i,-0.00077179-0.00040894i,-0.00086642-0.00044533i,-0.00053042-0.00051156i,-0.00061295-5.2707e-05i,-0.00060523+0.00054406i,-0.000324+0.00014112i,-0.0004972-0.00035694i,-0.00036636-0.00053926i,0.00068994-0.00037478i
-0.0016437-0.002441i,-0.0024748-0.0015553i,-0.0020844-0.0013874i,-0.00059257-0.000819i,0.00042186+0.00072501i,0.00077249+0.0012241i,0.001158+0.00035662i,0.00097172-2.8167e-05i,0.0003652-0.00063625i,0.00052227-0.0015137i,8.0546e-05-0.0010046i,-0.00043751-0.00020954i,3.1721e-05+8.1879e-05i,0.00023764+1.7101e-05i,0.00012822-0.00091101i,0.0002035-0.0010754i,-0.00018134-0.00063259i,-0.00068541-0.00027108i,-0.0004165+0.00022313i,5.6384e-05+0.0011673i,9.8198e-05+0.0007931i,0.00023357-0.00018413i,0.00018724-0.00071752i
-0.0018316+0.0011106i,-0.0021314+0.00030844i,-0.0016498+0.0012121i,-0.0001241+0.0025993i,0.0011186+0.001823i,0.00095478+0.00064663i,0.00095923+0.00069791i,0.0011735-0.00024901i,0.001287-0.0010507i,0.00077788-0.00096629i,0.00028832-0.0011502i,0.00051178-0.00036809i,-3.9529e-06+0.00010141i,-0.00099089-0.00032875i,-0.00091201-0.00031826i,-0.00019401+0.00022437i,-5.478e-05+0.00010428i,-0.00019812+3.2336e-05i,-5.8016e-05+0.00049485i,0.00022063+0.00061465i,0.00037133+1.6229e-05i,0.0004781-0.00065824i,0.00013763-0.00044762i
9.3009e-05+0.0025453i,0.0012852+0.002575i,0.0020166+0.0018638i,0.0013827+0.0011203i,0.00024576+0.00072755i,-0.00026839+0.0011251i,3.0081e-05+0.0012013i,1.5115e-06-2.9394e-05i,0.0002147-0.0010749i,0.00058284-0.00054069i,0.00019751-0.00042247i,0.00019297-0.00015482i,-9.6545e-05+0.00024433i,-0.00063509-0.0004751i,-0.00072884-0.00078557i,-1.2754e-05+0.00032578i,2.3415e-06+0.00060816i,-0.00059552+0.00021409i,-0.00094008-0.00038114i,-0.00047188-0.00071023i,0.00013399-0.00065202i,0.0001753-9.8058e-05i,-0.00010476+0.00024393i
-0.00028346-0.0010791i,-0.001147-0.0012407i,-0.0008816+0.00027849i,0.00058837+0.0014874i,0.0014643+0.0013392i,0.0013364+0.0010057i,0.00082048+0.00059084i,0.00078409+0.0001659i,0.00080193+0.0004988i,-3.6577e-05-0.00019751i,-0.0010725-0.00080648i,-0.00081692-0.00079682i,-0.00051285-0.0010516i,-0.00020996-0.0010924i,0.0003094-7.2316e-05i,0.0005211+0.0005945i,0.00015237+0.00056394i,9.0157e-05+0.00019571i,0.00048691+1.666e-05i,0.00083845+0.00017773i,0.00065745+0.0002944i,9.0491e-05+0.00026987i,9.2933e-05-0.00024909i
0.0015555+0.0037762i,0.0018633+0.0030883i,0.0024747+0.0028002i,0.0034342+0.0021425i,0.0034074+0.0011043i,0.002239+0.00040396i,0.00062728-0.00063955i,-0.00037098-0.00081487i,-0.00032925-0.00031941i,0.00041074-0.00066909i,0.00015584-0.00046818i,-0.00058168+2.3846e-05i,-0.00038229+0.0011124i,4.57e-05+0.0012741i,0.00053045+2.5376e-05i,0.00097776-0.00015787i,0.00052405+0.00028172i,-0.00033064-9.5045e-05i,-0.0011753-0.00012096i,-0.0009931+2.7107e-05i,-0.00013748+2.8175e-05i,-0.00013815+1.6712e-05i,9.6687e-05+3.7821e-05i
0.0012645+9.2913e-05i,0.0024741+0.00031677i,0.0024052+0.00032334i,0.0013848+0.0001157i,0.00011661-4.836e-05i,-0.00055866+0.00020616i,-0.00067188-0.00018887i,-0.00099079-0.00067814i,-0.00052727-0.00015147i,9.0214e-06-0.00051087i,-0.00010536-0.001176i,2.6583e-05-0.00046026i,-0.00014597+0.00037651i,-0.00041965+0.00033052i,-0.00048164-3.7672e-05i,-0.00032811-5.2336e-05i,-0.00022648+0.00056646i,-0.00075021+0.0010804i,-9.0547e-05+0.0010273i,0.00036844+0.00039484i,0.000716+0.0002827i,0.0004645+0.00032148i,-0.00039318+0.00061992i
0.00025489-0.0020806i,0.00011457-0.0021597i,0.00025746-0.0013594i,0.00062378-0.00014393i,0.0007197+0.00089614i,0.00093216+0.0016525i,0.00147+0.0014547i,0.0016168+0.00082447i,0.0014901+0.00036212i,0.0011351-0.00027582i,-0.000356-0.00082457i,-0.00090082-0.00039901i,0.00023482+0.00050587i,0.0012732+0.0010039i,0.00039251+0.0006317i,-0.00039719+0.00034899i,5.8053e-05+0.00061294i,0.00053113+0.00029686i,0.00056687-0.00061228i,0.00043389-0.00022793i,3.2397e-05-1.0219e-05i,-0.00042292-0.00079915i,-8.3958e-05-0.00085323i
-8.5218e-05+0.0024726i,0.00084506+0.0031499i,0.0017258+0.0032682i,0.0019022+0.0020459i,0.0020033+0.00034129i,0.0010351-0.00056176i,0.00065389-0.0006662i,0.00068231-0.00025097i,0.00049862-0.00047137i,0.00073631-0.00060992i,0.00059633-0.00080698i,0.0001646-0.0014424i,-0.00043964-0.0011662i,0.00018597+4.9512e-05i,0.00048683+0.00049643i,0.00031512-0.00041074i,0.0003502-0.00068767i,6.8803e-05-0.00032626i,-0.00052836-2.0936e-05i,-0.00077675+0.00025122i,0.00036589+0.00069921i,0.00038972+0.00084725i,-0.00061574+0.00010237i
0.000396+0.00064664i,-0.00018809+0.00039421i,0.00058962+0.001238i,0.00043761+0.0017677i,-0.00010957+0.0008683i,0.000736+0.00068055i,0.001672+0.00089288i,0.0016569+0.0003689i,0.00049476+0.00035536i,-0.00032965+0.00060022i,-0.00011993+0.0004479i,-0.0002725+0.00046521i,-0.00056759+0.0005463i,-0.0005008-9.7229e-05i,-0.00021956-0.00048486i,0.00012282+9.0415e-05i,0.00012507+0.00015362i,0.00046859-0.00040858i,0.0010077-0.00053401i,0.00019869-0.00051113i,-0.00085532-7.122e-05i,-0.00075427-0.00025217i,-5.3645e-05-0.00020272i
0.0015049+0.00017004i,0.0027122-0.00036033i,0.0025754-0.00052294i,0.0020314-0.00061549i,0.0023768-0.00048274i,0.002233-2.8201e-05i,0.0014836+2.3932e-05i,0.00073876-0.00049374i,0.00050894-0.00062215i,0.00021631-0.00098349i,0.00013872-0.00058658i,-0.00010567-0.00044435i,-0.00013138-0.00076897i,0.00035028-0.00032246i,0.001186-4.063e-05i,0.0009789+0.00014062i,0.00034033-0.00023292i,0.00049868+4.8557e-05i,-8.6534e-05+0.00082836i,-0.00087522+0.00040495i,6.2554e-06-0.00024805i,0.00040472-0.00063773i,-6.3877e-05-0.0001286i
-0.001835+0.00060534i,-0.0011919+0.0024515i,-0.00057415+0.0028581i,0.00048445+0.0025312i,0.00128+0.002434i,0.0021151+0.0017978i,0.0017817+0.0010569i,0.00048197+0.00035468i,-0.00040908+0.00062616i,-0.0001799+0.0014535i,0.00014186+0.00057004i,2.5435e-06-0.00065722i,-0.00039721-0.0006637i,-0.00092474-0.0009231i,-0.0012161-0.00086895i,-0.00093416-0.00041389i,-0.0007476+3.2503e-05i,-0.0010999-2.9182e-05i,-0.0014051-0.00050796i,-0.0012572-0.00014527i,-0.00038211+0.0001993i,0.00044298+0.00028197i,0.00033193+0.00011695i
-0.00039544+0.00029529i,0.00049349+0.00044764i,0.0016576+0.0014112i,0.0017026+0.0015614i,0.0024537+0.0010107i,0.0023088+0.00010773i,0.00081575+8.7943e-05i,0.0001201+0.00055351i,0.00062296+0.00051115i,0.0013142-0.00022816i,0.00055607-0.00090264i,-0.00034629-0.00085478i,3.4742e-05-0.00057532i,0.00024405-0.00027546i,-0.00041001-4.6715e-05i,-0.00084691+0.0002704i,-0.00028306-0.00052804i,0.00061709-0.00063595i,0.0011455-1.1633e-05i,0.00068547+0.00017507i,-0.00033993+0.00032772i,-0.00084423+0.00024789i,-0.00044692-0.0002775i
-0.0017062+0.00080211i,-0.0014058+0.0021192i,-0.00033577+0.0026484i,0.0015752+0.0032472i,0.0027636+0.0026921i,0.0025464+0.0012489i,0.0015594+0.00026324i,0.00086642-6.5082e-06i,0.00035764+0.00035383i,-7.826e-05+0.00029502i,-0.00026118-0.0003541i,1.4569e-06-0.00051973i,0.00033256-5.2896e-05i,-0.00012626-0.00011137i,-0.00028326-0.00072442i,-0.00030909-0.00046901i,-0.00081751-0.00028172i,-0.00081945-0.00017853i,0.00054151+0.00036921i,0.0012739+0.00047189i,0.00031964+4.3575e-05i,-0.0001121-0.00061107i,0.00021536-0.00065271i
0.00045618+0.0010266i,0.0011861+0.0011045i,0.0020053+0.00069415i,0.0027385+0.00063323i,0.0019962+0.00023105i,0.0016055-0.0003095i,0.0016758-6.4283e-05i,0.00065468+0.00080188i,0.00038729+0.00053274i,0.00062344-0.00021683i,0.00013351-0.00051794i,-0.00042008-0.00059168i,-0.00094436-0.0010066i,-0.00059749-0.0012383i,-0.00051609-0.00069312i,-0.00070264+6.4177e-05i,0.00010772-0.00023258i,7.2803e-05-0.00098023i,-0.00019988-5.0121e-05i,0.0003569+0.00090308i,0.00033568+0.00032427i,0.00024727+0.00069851i,0.00078318+0.0011929i
0.00038639+0.00068243i,0.00069764-0.00032731i,0.0014707+0.00037284i,0.0014692+0.001095i,0.0019574+0.0010369i,0.0016035+0.0010832i,-2.8372e-05+0.00070281i,-0.00068951+8.0042e-05i,-0.00023632-0.00014391i,-0.00044196-0.0003652i,-0.00086674-0.00083705i,-0.00057107-0.00074096i,0.00018205-0.00035774i,0.00016317-0.00073875i,-9.7296e-05-0.0005177i,1.4964e-05-0.00038472i,0.00072092-0.001182i,0.0014467-0.00055898i,0.00040148+0.00069134i,-4.3317e-05+0.0002132i,0.00032009+0.00011769i,-0.00055708+3.0783e-05i,-0.00069213-0.00094097i
-0.00058604-0.0011106i,-0.00042939-0.00114i,-0.00089828-0.00072853i,-0.0011217+0.00039413i,-0.00036231+0.0013749i,0.0010711+0.0017906i,0.0016588+0.0010641i,0.00081134-0.00035831i,-0.0002551-0.0015015i,2.5233e-05-0.0013215i,-4.2049e-06-0.00052949i,-0.00037578-0.00017932i,-4.2917e-05-0.00081228i,-0.00034504-0.0012158i,-0.00051536-0.00057666i,-0.00023091-0.00048879i,-4.0143e-05-0.0003538i,0.0004477+0.00036038i,0.0007367+0.00072429i,0.00085006+0.00068269i,0.00028779+0.0004007i,-0.00028141-0.00023813i,0.00027982-0.00041921i
0.0001503+0.002222i,0.0012605+0.0033631i,0.0021411+0.0034686i,0.0023676+0.0018261i,0.0023411+0.00051336i,0.0021211-5.3557e-06i,0.0017494+5.9326e-06i,0.0010007-6.4487e-05i,0.00016329-0.00075381i,-0.00023118-0.00096321i,2.0446e-05-0.00078938i,0.00017326-4.1297e-05i,-8.705e-05+0.00057421i,-0.00036246-0.00034783i,-0.00064922-0.00058325i,-0.00086386+0.00018024i,-0.00036979+0.00019086i,0.00013479+0.00019495i,-0.00037291+0.00039363i,-0.0007364+0.00062007i,-0.00038668+0.00052937i,-0.0001377+6.1644e-05i,0.0003088+0.00055858i
-0.00039539-0.00081576i,0.00025564+9.9843e-05i,0.00091185+0.00043534i,0.0015228+0.0013452i,0.0020976+0.0016869i,0.0011876+0.001388i,0.00025823+0.00085816i,-0.00043754-0.00011378i,-0.00035981-0.00030687i,-0.00016127-0.0010093i,-0.00015852-0.0013197i,5.2855e-05-0.00047331i,-5.6391e-05+0.00031259i,-8.5284e-06+1.9275e-05i,-4.8329e-05-0.00045242i,9.0943e-05-0.0005712i,0.00030902-0.00016131i,-0.00026564+0.0005195i,-0.0008536+0.00050361i,-0.00081181+0.0003747i,-0.00026683+3.3133e-05i,0.00019862-0.00037469i,0.00044885+0.00024452i
2.8971e-07+0.00048199i,-0.00011824+0.00098949i,0.0007948+0.00071196i,0.0019935+0.00038641i,0.0024482+0.00084975i,0.0018924+0.0014236i,0.0012107+0.0016678i,0.0007924+0.00060354i,0.00067001-0.00094658i,0.0010674-0.0019818i,0.00021526-0.0023892i,-0.00060515-0.0020679i,-0.00076259-0.0011211i,-0.00073024-0.00033008i,-0.00023325+1.7841e-05i,0.00025428+0.00063482i,0.00022971+0.00019807i,4.7148e-06-0.0001854i,-0.00012205+0.00011515i,0.00015697-0.00012963i,0.00071807+6.5072e-05i,0.00081026+0.00051027i,0.00025095+0.00035787i
-0.0021894+0.0011625i,-0.00049279+0.0039062i,0.00014827+0.005399i,0.00044445+0.0043143i,0.00058874+0.0031207i,0.001202+0.0021767i,0.00089516+0.00091957i,3.9638e-06-0.00033411i,-0.00069493-0.00080305i,-0.0004682-0.00085896i,-0.00045199-0.00052645i,-0.00063709-0.00055684i,-3.6341e-05-0.0014837i,-0.00038505-0.0015837i,-0.00049472-0.0013863i,-9.0154e-05-0.00070216i,5.0762e-05-0.00022666i,2.852e-06-0.00044551i,-0.00075348-0.00019036i,-0.00086777-0.00031135i,4.0053e-05-0.00015401i,0.00027883-2.3952e-05i,-0.00014149+0.00039846i
-8.7977e-05-0.001509i,-0.00017963-0.00054747i,-0.00031171+0.0010683i,0.00014064+0.0022846i,0.0014484+0.0020934i,0.0021753+0.0021528i,0.0017203+0.0018712i,0.0017926+0.00040032i,0.00092428-0.00084187i,-0.00032267-0.00052701i,-0.00049691-6.545e-05i,-0.0007042-0.00073557i,-0.00050561-0.0008572i,1.8342e-05-0.0002787i,-6.9879e-05-0.00030874i,-6.5931e-05-0.00040152i,-1.0314e-05-0.00030031i,0.00037203-0.00030493i,0.00056002+5.4667e-05i,0.00034291+0.00053337i,0.00044889+0.00070991i,0.00045038+0.00023983i,0.00036167-0.0005419i
-0.00037573-0.00020725i,-0.0013086+0.00062451i,-0.0015148+0.001348i,-5.5732e-05+0.001235i,0.00093521+0.00053313i,0.0011969+0.00058704i,0.00065467+0.00033582i,-0.00052554+1.8176e-05i,-0.00019368-0.0003694i,0.0008116-0.00066801i,0.00042631-0.00066932i,-4.2083e-05-0.00051957i,-6.3894e-05-0.00056398i,-0.00024005-0.00072378i,0.00037062-0.00023531i,0.00041759+2.0561e-05i,-0.00055731-0.0002563i,-0.0011118-0.00054495i,-0.00036652-0.00023872i,0.00038884+0.00026986i,0.00031224+0.00036059i,0.00012351+0.0003204i,-2.6185e-05+0.00029192i
0.0014119+0.00045083i,0.0013308+0.00037666i,0.0025165-8.4503e-05i,0.0024767-0.00036907i,0.00065941-0.00034079i,-0.00017122-0.00051136i,0.00041309+0.00017087i,0.0005484+0.00057102i,6.7906e-05+0.00038594i,-0.00027697+0.00042541i,-0.00055409-5.7049e-05i,-0.00067209-0.00072772i,-7.908e-07-9.5881e-05i,0.0002448+0.00052987i,2.0495e-05+0.00036942i,0.00022058+1.3808e-05i,0.00016763-0.00073303i,0.00013233-0.00076765i,-9.3318e-05+0.00018343i,0.00015177+0.00047647i,0.0010379+0.00018138i,0.00087206+9.3891e-05i,0.00067657-5.7791e-05i
0.00082065-0.00037388i,0.0004089-0.00093984i,-0.00046924-0.00030951i,-9.445e-06+0.0012081i,0.00055204+0.0027229i,0.00045047+0.0024378i,0.0011515+0.0009342i,0.001614-0.00097059i,0.0013305-0.001832i,0.0010721-0.0013495i,0.000462-0.0012495i,-9.7368e-05-0.00085486i,-0.000143+5.9198e-05i,-0.00026609+0.00035614i,-0.00065661+0.00075905i,-0.00041733+0.00022307i,3.449e-05-0.00025395i,0.00024615-0.00018511i,0.00031996-0.00043079i,4.3219e-05-0.00024467i,-0.00035955+0.0003188i,-0.00083766+0.00075841i,-0.00073055+0.00038916i
