-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
-0.1169+0.026169i,-0.22411+0.10664i,-0.22913+0.22081i,-0.064743+0.26661i,0.11554+0.22385i,0.15314+0.18829i,0.11193+0.1744i,0.078204+0.12235i,0.046839+0.059867i,0.01998+0.026813i,0.0016209+0.013889i,-0.0058914+0.012335i,-0.00076091+0.012576i,0.0043378+0.0078664i,0.00012046+0.0024308i,-0.0078392+0.00095352i,-0.0096171+0.00056565i,-0.0044178+0.0016091i,-0.0013266+0.003807i,-0.006037+0.004697i,-0.011259+0.0053458i,-0.0099287+0.0055826i,-0.0074731+0.0031725i
0.0947-0.088471i,0.205-0.17948i,0.23963-0.25793i,0.10665-0.27447i,-0.076671-0.22075i,-0.12623-0.15319i,-0.069296-0.12146i,-0.029787-0.08133i,-0.012626-0.020329i,0.0059432+0.0097442i,0.010035+0.0022898i,0.0036284-0.011166i,-0.0011423-0.021539i,-0.0031851-0.023582i,0.0020947-0.014445i,0.010046-0.0070779i,0.0082864-0.006136i,-0.0010124-0.0067563i,-0.0027456-0.0029502i,0.0059888+0.00315i,0.01237+0.0041009i,0.0070858+0.0023908i,-0.00032574+0.0031426i
0.023654-0.010267i,-0.012221-0.048605i,-0.081649-0.06746i,-0.094455+0.016689i,-0.021245+0.1373i,0.034573+0.15737i,0.027563+0.11673i,0.015928+0.077314i,0.012286+0.038494i,0.0023931+0.013034i,-0.0036344+0.0059231i,-0.007732+0.01124i,-0.010633+0.023669i,-0.0089995+0.026287i,-0.0066877+0.013479i,-0.0058923-0.00090967i,-0.0040741-0.0054703i,6.3515e-05-0.0032244i,-0.0010911-0.001751i,-0.0070359-0.0021891i,-0.0072628-0.0033088i,-0.001128-0.0039926i,0.0045715-0.0048297i
-0.025358+0.14197i,-0.008757+0.27258i,0.080296+0.30053i,0.16771+0.10982i,0.16763-0.14898i,0.13718-0.24926i,0.12367-0.21313i,0.082163-0.15149i,0.020158-0.093295i,-0.0088839-0.041655i,-0.0013411-0.0051263i,0.019352+0.010185i,0.034192+0.0060447i,0.03284-0.0011055i,0.021535+0.00085974i,0.011003+0.00971i,0.0053881+0.014925i,0.0057249+0.01099i,0.0079694+0.0051316i,0.010048+0.0048429i,0.010837+0.0065813i,0.008227+0.0051013i,0.0027455+0.0037916i
-0.022823-0.086101i,-0.0070098-0.1633i,-0.014292-0.16832i,-0.085362-0.045158i,-0.15598+0.10603i,-0.16946+0.15268i,-0.15654+0.098841i,-0.12817+0.0439i,-0.069588+0.014974i,-0.02426-0.0098829i,-0.013452-0.020763i,-0.01703-0.023911i,-0.027115-0.025857i,-0.032419-0.018322i,-0.025259-0.0081459i,-0.013063-0.0052559i,-0.0049722-0.0045381i,-0.002188-0.00018984i,-0.002759+0.001638i,-0.0078891-0.005009i,-0.013883-0.0099664i,-0.015828-0.0046464i,-0.012492+0.0013507i
-0.02528-0.072238i,-0.12273-0.084554i,-0.20884-0.029822i,-0.12497+0.045644i,0.067481+0.070216i,0.14735+0.058674i,0.10912+0.068121i,0.072171+0.065948i,0.041692+0.034118i,0.011606+0.011502i,-0.0040847+0.0033271i,-0.0073306+0.0040938i,0.0022543+0.010844i,0.01128+0.013832i,0.0075183+0.012764i,-0.00018754+0.0092233i,-0.003916+0.001899i,-0.0041418-0.0033693i,-0.0030619-0.00042959i,-0.00020031+0.0053496i,0.0023568+0.007567i,0.0034224+0.0042287i,0.0021983-0.00057211i
0.10668+0.10519i,0.19191+0.15231i,0.20185+0.091059i,0.052532-0.044358i,-0.1694-0.10336i,-0.25118-0.064354i,-0.17885-0.032119i,-0.09805-0.018012i,-0.045907+0.011918i,-0.0072673+0.027517i,0.012503+0.014849i,0.016544-0.0046456i,0.010645-0.019426i,0.0024138-0.028014i,0.000288-0.025969i,0.0042586-0.015993i,0.0062741-0.0087064i,0.00079738-0.0066549i,-0.0044852-0.0044176i,-0.0023201-0.0039393i,0.003183-0.0076713i,0.0054339-0.009045i,0.0063064-0.0045368i
-0.05379-0.01635i,-0.04888-0.093703i,-0.0018051-0.17516i,0.06196-0.12628i,0.12929+0.015645i,0.16019+0.096666i,0.1315+0.094333i,0.089448+0.062791i,0.051114+0.026079i,0.016172+0.0060228i,-0.0046817+0.0078382i,-0.016564+0.017271i,-0.022752+0.030327i,-0.017267+0.037251i,-0.009208+0.028512i,-0.0047969+0.016163i,-0.0013565+0.01122i,0.0030981+0.01039i,0.0060842+0.0076539i,0.005745+0.0060105i,0.0057041+0.0096819i,0.0075791+0.013102i,0.0062951+0.010485i
-0.10729-0.036206i,-0.17458+0.017811i,-0.14552+0.12222i,-0.025+0.10098i,0.055836-0.07712i,0.068232-0.21191i,0.066317-0.21863i,0.04101-0.16404i,0.0027009-0.092093i,-0.013831-0.03268i,-0.01103-0.00020554i,0.00074185+0.014291i,0.016711+0.0096021i,0.024854-0.0039924i,0.020211-0.011138i,0.0092087-0.012744i,0.0013736-0.0093944i,-0.00027985-0.005403i,-0.0013438-0.0046287i,-0.0031775-0.004747i,-0.0044326-0.0071337i,-0.0074271-0.010011i,-0.0099927-0.0078811i
0.1512-0.022565i,0.25053-0.0070388i,0.22572+0.043045i,0.081935+0.11895i,-0.024387+0.19204i,-0.042162+0.19614i,-0.039396+0.12766i,-0.040008+0.066513i,-0.020677+0.031882i,0.0029837+0.0019534i,0.0082381-0.018871i,0.0019875-0.031036i,-0.0089671-0.036048i,-0.021542-0.027054i,-0.023965-0.010912i,-0.016334-2.5903e-05i,-0.0088886+0.0038884i,-0.0032042+0.0070146i,0.0033548+0.00994i,0.0063927+0.0097441i,0.0019393+0.0073545i,-0.0034094+0.0044236i,-0.0062388-0.0010707i
0.0058749+0.035038i,-0.063391-0.0089071i,-0.17247-0.10145i,-0.19426-0.12559i,-0.089085-0.072387i,0.014769-0.043683i,0.031172-0.037111i,0.0070285-0.024304i,-0.012041-0.017366i,-0.018666-0.013344i,-0.014014-0.0088706i,-0.0047954-0.0045689i,0.0063736+0.0019506i,0.016068+0.0060922i,0.021083+0.0045224i,0.020706-0.0013805i,0.015452-0.0069427i,0.0081507-0.0088032i,-0.00043694-0.0080856i,-0.0052203-0.00701i,-0.0015209-0.0057466i,0.0048299-0.0038992i,0.0091173-0.00043108i
-0.14012+0.083703i,-0.19462+0.14002i,-0.12708+0.1315i,-0.036966+0.040448i,-0.083295-0.024594i,-0.18098+0.021001i,-0.18138+0.08695i,-0.11328+0.086996i,-0.053992+0.059162i,-0.021454+0.042453i,-0.002085+0.033517i,0.010579+0.023428i,0.011778+0.009598i,0.004638-0.0039404i,-0.0070089-0.0087292i,-0.017998-0.0022163i,-0.023734+0.0067289i,-0.023918+0.012986i,-0.016109+0.017269i,-0.0057403+0.017145i,-0.0024555+0.015118i,-0.0014809+0.013484i,0.0023256+0.011324i
0.043112-0.14259i,0.14025-0.23741i,0.22449-0.25377i,0.20494-0.18286i,0.13721-0.084358i,0.10474-0.014094i,0.099376+0.0067667i,0.093+0.0027705i,0.068283-0.0098641i,0.032526-0.020114i,0.0033987-0.015061i,-0.013262-0.00045175i,-0.018379+0.013056i,-0.014305+0.020683i,-0.0039495+0.020011i,0.0088171+0.013097i,0.018853+0.0048585i,0.020452-0.0052448i,0.013278-0.016638i,0.0043059-0.022639i,-0.00032994-0.020249i,-0.0028737-0.011808i,-0.006657-0.0019693i
0.085605-0.051661i,0.060636-0.048158i,-0.039569+0.019116i,-0.085841+0.10579i,-0.027641+0.099713i,0.023091-0.0054644i,0.011102-0.080556i,-0.018434-0.073589i,-0.024005-0.029408i,-0.014901-0.0016703i,-0.012858+0.0013831i,-0.011833+0.0012389i,-0.0036224+0.0027896i,0.0030679+0.0012029i,0.001082-0.0033607i,-0.0056003-0.009359i,-0.0082791-0.013471i,-0.0075773-0.012172i,-0.0057176-0.001913i,-0.00097808+0.0089766i,0.0018303+0.0071917i,0.0014808-0.002124i,0.002005-0.0097847i
0.015522+0.21054i,0.029469+0.33989i,0.043266+0.33103i,0.041108+0.17845i,0.039656+0.044358i,0.079602+0.010529i,0.12106+0.0037637i,0.099979-0.006509i,0.053979-0.0039464i,0.037801-0.0016015i,0.036027-0.01043i,0.026883-0.023623i,0.014443-0.02829i,0.003258-0.02094i,-0.00063554-0.0067762i,0.0054142+0.0092972i,0.012859+0.019775i,0.019233+0.018547i,0.021942+0.0067611i,0.017437-0.0034521i,0.014442-0.0039225i,0.012328-0.0037248i,0.0040644-0.0063997i
-0.11525-0.039126i,-0.14589-0.12126i,-0.13607-0.19003i,-0.13319-0.1529i,-0.12595-0.042615i,-0.082346+0.012438i,-0.049087-0.021442i,-0.056155-0.058442i,-0.065418-0.050772i,-0.055524-0.026091i,-0.037475-0.010097i,-0.020371-0.0049361i,-0.011841-0.0078258i,-0.0093511-0.010715i,-0.0074771-0.015382i,-0.011553-0.023338i,-0.021314-0.023216i,-0.027904-0.0091648i,-0.02622+0.0094089i,-0.019356+0.021054i,-0.013455+0.022335i,-0.0066112+0.020469i,0.0038045+0.019286i
-0.061079-0.16754i,-0.13016-0.20865i,-0.13848-0.13479i,-0.023001-0.034653i,0.080727+0.0036491i,0.032843+0.038005i,-0.047106+0.11197i,-0.037288+0.13779i,-0.0092055+0.087739i,-0.011812+0.045885i,-0.012748+0.040243i,-0.0044782+0.03997i,0.0050053+0.029799i,0.0087259+0.012169i,0.0059472+0.0029355i,0.0018972+0.0056026i,-0.0046422+0.0099983i,-0.0068375+0.013302i,0.00032477+0.0078542i,0.0057312-0.005761i,0.002553-0.011802i,-0.0032205-0.0088393i,-0.0083589-0.006557i
0.19601+0.053565i,0.31204+0.073599i,0.29693+0.028431i,0.11441-0.051532i,-0.09548-0.081145i,-0.1664-0.059574i,-0.10997-0.048225i,-0.039456-0.049882i,-0.0026899-0.04406i,0.0035251-0.038493i,-0.0040117-0.028797i,-0.0035424-0.010141i,0.0042453+0.0038447i,0.011377+0.0092594i,0.014233+0.0083076i,0.01586+0.00086256i,0.019411-0.0098482i,0.015106-0.018884i,0.00021909-0.017436i,-0.01132-0.0076042i,-0.013551-0.0025391i,-0.012849-0.0003207i,-0.0075579+0.0045917i
-0.012625+0.10692i,-0.0048558+0.093218i,-0.0095565+0.02927i,-0.012905+0.045813i,0.028251+0.12831i,0.072944+0.12749i,0.032972+0.060891i,-0.030099+0.039019i,-0.0301+0.046465i,-0.001699+0.036789i,0.010703+0.016895i,0.0079307-0.0013263i,-0.0011046-0.0059815i,-0.0067516+0.0037116i,-0.0087187+0.017288i,-0.0062567+0.029591i,0.004951+0.031208i,0.018175+0.019293i,0.025468+0.004361i,0.026442-0.0065934i,0.022163-0.011888i,0.016721-0.013682i,0.01152-0.01562i
-0.20253-0.0016328i,-0.28694+0.075244i,-0.21028+0.161i,-0.038927+0.092482i,0.068671-0.094488i,0.11677-0.17451i,0.1618-0.13879i,0.15135-0.10523i,0.09019-0.065327i,0.053942-0.028213i,0.037933-0.021731i,0.018306-0.023218i,0.0015585-0.021144i,-0.012838-0.017502i,-0.019291-0.014563i,-0.016858-0.015679i,-0.014215-0.015064i,-0.013121-0.010424i,-0.01372-0.0027915i,-0.014052+0.0066664i,-0.010139+0.011386i,-0.0059566+0.010738i,-0.004621+0.011698i
0.091448-0.13606i,0.14099-0.17271i,0.11207-0.11286i,0.018865+0.017902i,-0.037462+0.14589i,-0.030298+0.1691i,-0.016271+0.079574i,-0.032025-0.00097666i,-0.054001-0.015938i,-0.056403-0.0012514i,-0.045116+0.011693i,-0.026426+0.0083865i,-0.012798-0.0099478i,-0.0095409-0.025801i,-0.0076218-0.031178i,-0.010857-0.02622i,-0.021586-0.0097208i,-0.02377+0.0095244i,-0.010108+0.016255i,0.0061892+0.011407i,0.013214+0.008081i,0.013177+0.0081063i,0.010959+0.0056512i
0.12429+0.015548i,0.091054-0.043525i,-0.050889-0.12006i,-0.098984-0.11819i,0.0085658-0.072018i,0.078683-0.046008i,0.059693+0.006026i,0.043561+0.053965i,0.033151+0.038304i,0.010472+0.0064837i,-0.0005036-0.0059559i,-0.0090453-0.0034849i,-0.013771+0.0092539i,-0.0056973+0.013404i,0.0033292+0.0079362i,0.012101-0.0032649i,0.014914-0.014931i,0.0049792-0.016301i,-0.01017-0.0096355i,-0.021988-0.0030004i,-0.023765-0.00065243i,-0.018842-0.00083843i,-0.014246-0.0013162i
-0.10139+0.17755i,-0.1116+0.23816i,-0.050994+0.15013i,-0.058518-0.013204i,-0.19121-0.0793i,-0.27792-0.03783i,-0.23261-0.0019696i,-0.13717-0.010727i,-0.066668-0.025572i,-0.037154-0.023387i,-0.024833-0.0035077i,-7.5707e-05+0.019602i,0.028477+0.029545i,0.043818+0.033202i,0.04025+0.035455i,0.023451+0.037137i,0.010434+0.034882i,0.0091832+0.026578i,0.01534+0.015113i,0.019214+0.0039426i,0.014853-0.00095797i,0.0092354-0.0014228i,0.00809-0.0039339i
-0.0951-0.11165i,-0.050005-0.17929i,0.087995-0.18795i,0.1702-0.11944i,0.14705-0.015448i,0.10479+0.058974i,0.046973+0.06683i,-0.0066562+0.059569i,-0.0056216+0.056245i,0.021137+0.044216i,0.038048+0.030431i,0.040129+0.0059928i,0.020117-0.017068i,-0.0080855-0.023454i,-0.019318-0.020382i,-0.0093775-0.01226i,0.0091248-0.0082948i,0.01712-0.012749i,0.0097114-0.013986i,0.0012302-0.0088347i,-0.0016579-0.0079837i,-0.0032891-0.010398i,-0.0046199-0.007885i
0.094808-0.14961i,0.092441-0.13555i,0.029164+0.028069i,0.015535+0.15609i,0.062356+0.089269i,0.06697-0.036784i,0.049352-0.079039i,0.036646-0.06862i,0.017157-0.038053i,-0.00074695-0.019587i,-0.028895-0.023135i,-0.051915-0.0087262i,-0.04231+0.013362i,-0.021274+0.01704i,-0.010432+0.01291i,-0.013927+0.00495i,-0.022835-0.0016759i,-0.021321+0.00029365i,-0.006081+0.0062624i,0.0075743+0.0085245i,0.0090175+0.0069535i,0.0036181+0.0079113i,0.0011497+0.010233i
0.14417+0.18016i,0.19184+0.27183i,0.14616+0.2792i,0.049304+0.21451i,0.013574+0.16225i,0.059445+0.11303i,0.097535+0.037419i,0.065851-0.013354i,0.00931-0.014904i,-0.0077352-0.00014701i,0.0014291+0.0016574i,0.0029709-0.011935i,-0.0058505-0.032872i,-0.013994-0.049772i,-0.010981-0.05397i,0.0015963-0.044388i,0.0099443-0.026622i,0.0079769-0.01532i,-0.0045129-0.013939i,-0.017016-0.012685i,-0.016582-0.0073377i,-0.0093338-0.0035501i,-0.0060145-0.00086629i
-0.15777+0.12076i,-0.24913+0.087673i,-0.30939-0.064015i,-0.29645-0.16828i,-0.1916-0.12542i,-0.052523-0.064524i,0.020778-0.058487i,0.022708-0.059415i,0.012792-0.04784i,0.015732-0.044675i,0.018545-0.053577i,0.0022475-0.051781i,-0.020242-0.020441i,-0.028847+0.026603i,-0.029313+0.056008i,-0.027994+0.054445i,-0.024816+0.038459i,-0.019005+0.026415i,-0.0076219+0.016728i,0.0061744+0.0065288i,0.0094812+0.0011652i,0.0048172+0.0021577i,0.0041162+0.0028935i
-0.1641-0.17596i,-0.25156-0.22162i,-0.22434-0.20505i,-0.10116-0.17355i,-0.027084-0.13785i,-0.054294-0.059633i,-0.072617+0.035361i,-0.037164+0.068934i,-0.0090085+0.042633i,-0.018123+0.035956i,-0.013123+0.066265i,0.032337+0.074889i,0.07131+0.040478i,0.075186-0.0030069i,0.063854-0.021915i,0.050592-0.014575i,0.034909+2.9198e-05i,0.023253+0.0074965i,0.015096+0.0063667i,0.0052968+0.0053207i,0.0016135+0.0068476i,0.006436+0.0047034i,0.0082298-0.0004064i
0.18612-0.14148i,0.29832-0.25492i,0.36094-0.27906i,0.27757-0.18134i,0.072769-0.064199i,-0.073111+0.0039508i,-0.095967+0.026633i,-0.062036+0.030183i,-0.025488+0.033726i,-0.0016376+0.031366i,0.010682+0.020229i,0.010539+0.010517i,-0.0015846+0.0099663i,-0.016546+0.011249i,-0.032377+0.0042361i,-0.042118-0.0063148i,-0.03695-0.016921i,-0.028777-0.018663i,-0.019427-0.0023059i,-0.0031956+0.014938i,0.0067041+0.015431i,0.0046744+0.0056446i,-0.0023733-0.0025183i
0.15811+0.15361i,0.2807+0.19664i,0.29079+0.22389i,0.20624+0.2531i,0.15553+0.23135i,0.12072+0.15614i,0.038358+0.085562i,-0.028085+0.057659i,-0.036664+0.035364i,-0.03738-0.003011i,-0.058612-0.022315i,-0.069945-0.010395i,-0.04164+0.0032604i,0.011265-0.00059843i,0.050484-0.012821i,0.061693-0.01991i,0.054623-0.016457i,0.037582-0.0082202i,0.014905-0.0077027i,-0.0066341-0.015447i,-0.017489-0.017866i,-0.016625-0.010835i,-0.012722-0.0021293i
-0.13841+0.13643i,-0.13334+0.34606i,-0.070201+0.44979i,-0.030453+0.27952i,-0.017323+0.022612i,0.020512-0.099295i,0.086996-0.1221i,0.09429-0.12541i,0.047413-0.090736i,0.030081-0.043364i,0.031403-0.033912i,0.0070893-0.045427i,-0.037613-0.044304i,-0.0796-0.022325i,-0.091463+0.0017641i,-0.071364+0.0060472i,-0.041254-8.6109e-05i,-0.012616-0.0075428i,0.0066863-0.015102i,0.015105-0.015797i,0.015435-0.012209i,0.0096469-0.0084336i,0.0094091-0.0057561i
-0.14188-0.08278i,-0.37019-0.084227i,-0.5237-0.064651i,-0.43243-0.012254i,-0.22509+0.09976i,-0.066101+0.15102i,0.0033118+0.069667i,0.00034811-0.01804i,-0.011803-0.036207i,-0.0016501-0.036907i,0.0038751-0.037024i,0.011018-0.017383i,0.033174+0.0059594i,0.049176+0.025108i,0.047526+0.047288i,0.034788+0.063359i,0.015273+0.063561i,-0.00069495+0.053394i,-0.0029934+0.037115i,0.00083451+0.020967i,0.0015065+0.012716i,-0.0010252+0.0097947i,-0.0052731+0.01244i
0.04002-0.10301i,-0.080618-0.30461i,-0.23969-0.43614i,-0.23072-0.35163i,-0.065882-0.23654i,0.045825-0.18862i,0.046741-0.099517i,0.030429-0.0074481i,0.0086987+0.028243i,-0.020536+0.048913i,-0.017494+0.063324i,0.0052194+0.048221i,0.010971+0.007336i,-0.005505-0.041057i,-0.029883-0.069625i,-0.047902-0.06905i,-0.047223-0.051772i,-0.028367-0.026542i,-0.010193-0.0032132i,-0.0020221+0.01202i,0.00086679+0.017242i,0.0047464+0.012556i,0.010885+0.004952i
0.065769-0.065945i,0.27592-0.23683i,0.44789-0.39932i,0.28364-0.35758i,-0.0565-0.14771i,-0.21896+0.0071249i,-0.20011+0.046621i,-0.12976+0.051672i,-0.060309+0.047562i,-0.01272+0.038015i,0.014223+0.035841i,0.022816+0.034028i,0.022778+0.041179i,0.037899+0.05098i,0.05563+0.038578i,0.052883+0.015315i,0.034608-0.00013183i,0.0086003-0.011724i,-0.013074-0.015098i,-0.020063-0.012177i,-0.019214-0.011237i,-0.016056-0.0091571i,-0.015698-0.010507i
0.13205+0.05569i,0.40084+0.21241i,0.62112+0.33109i,0.59851+0.24792i,0.44114+0.11738i,0.29907+0.098493i,0.1812+0.089672i,0.087142+0.05466i,0.038933+0.017221i,0.0072653-0.0098402i,-0.01114-0.018039i,-0.0017714-0.036391i,0.0023905-0.064269i,-0.0051305-0.069787i,-0.0030187-0.056949i,0.010105-0.045598i,0.02326-0.031524i,0.026182-0.013226i,0.022901-0.0064667i,0.020973-0.010961i,0.020205-0.01402i,0.017059-0.010372i,0.015154-0.0025919i
0.044131+0.18074i,-0.047765+0.47676i,-0.1298+0.67479i,-0.065223+0.51692i,-0.015137+0.17753i,-0.069809-0.0099335i,-0.062155-0.031937i,-0.013466-0.033497i,0.0044989-0.028805i,0.017785-0.01836i,0.0097004-0.016654i,-0.019285+0.0052758i,-0.036981+0.039197i,-0.047617+0.066545i,-0.04471+0.092577i,-0.021424+0.10284i,-0.0013798+0.079342i,0.0057417+0.044693i,0.005253+0.024155i,0.00058615+0.015339i,-0.0051322+0.012795i,-0.010269+0.011983i,-0.013419+0.0099155i
-0.32405+0.08751i,-0.75608+0.052741i,-1.0024+0.031584i,-0.79799+0.12661i,-0.41007+0.21753i,-0.13766+0.18915i,-0.011846+0.10772i,0.02579+0.025206i,0.011036-0.027385i,-0.012657-0.058846i,-0.030019-0.067795i,-0.027547-0.039695i,0.0076553-0.014865i,0.034859-0.022315i,0.016463-0.040611i,-0.021361-0.048332i,-0.041877-0.037584i,-0.036253-0.01611i,-0.016564-0.0021602i,-0.00090946+0.0035919i,0.010894+0.0054718i,0.01604-0.00030319i,0.012056-0.0046723i
-0.11689-0.33898i,-0.093985-0.73588i,-0.11822-0.91138i,-0.20321-0.65616i,-0.13572-0.32461i,0.010916-0.22171i,0.0093146-0.21806i,-0.055852-0.153i,-0.075648-0.063086i,-0.063213+0.0058039i,-0.043777+0.027811i,-0.047367+0.012266i,-0.061782+0.0014435i,-0.053191-0.0023017i,-0.023848-0.0079656i,-0.0051934-0.0096509i,-0.0033134-0.0039093i,-0.0023054+0.00040175i,-0.0019644+0.00043163i,-0.0047249+0.00053384i,-0.012931-0.00031132i,-0.017687+0.00022829i,-0.01224-0.0012821i
0.40595-0.21634i,0.78322-0.30585i,0.87636-0.38116i,0.54916-0.39332i,0.17733-0.24956i,0.033572-0.080251i,0.015037-0.0082593i,0.010214+0.033262i,0.026267+0.051836i,0.04599+0.038294i,0.064286+0.02624i,0.078957+0.0087844i,0.067602-0.011229i,0.042377-0.017565i,0.029298-0.026448i,0.028387-0.041034i,0.027775-0.042523i,0.020241-0.03334i,0.013872-0.024448i,0.014937-0.016219i,0.02064-0.0086456i,0.026528-0.0027772i,0.028261+0.00098606i
0.24589+0.52469i,0.39096+0.97136i,0.53357+1.0706i,0.54147+0.70064i,0.31924+0.35773i,0.12585+0.25949i,0.09897+0.16747i,0.078004+0.043387i,0.021457+0.0026669i,-0.010745+0.024041i,-0.0091103+0.043224i,0.011978+0.024662i,0.017195-0.014121i,0.0011973-0.017692i,-0.01278+0.022824i,-0.010296+0.065339i,-0.0015974+0.072336i,-0.0026053+0.052694i,-0.014365+0.033811i,-0.029716+0.021224i,-0.040014+0.011427i,-0.046869+0.0065018i,-0.046693+0.0078042i
-0.55285+0.16479i,-0.89+0.16735i,-0.82178+0.11502i,-0.38487+0.042663i,-0.070513-0.074722i,-0.030687-0.097682i,-0.050565+0.014386i,-0.044758+0.0798i,-0.024127+0.061774i,0.0048264+0.026063i,0.014527+0.010345i,0.0094094+0.027678i,0.013375+0.044035i,0.018381+0.030043i,0.010004-0.0010138i,-0.0026008-0.022117i,-0.0058494-0.020448i,0.0014563-0.0078165i,0.01486-0.0041782i,0.024924-0.011504i,0.028476-0.013114i,0.030247-0.0095799i,0.024698-0.0085983i
-0.26954-0.55022i,-0.51534-0.79153i,-0.74666-0.61621i,-0.74121-0.19613i,-0.503-0.006745i,-0.32856-0.033959i,-0.2073-0.030313i,-0.061151-0.026789i,-0.0049873-0.062058i,-0.034139-0.079602i,-0.071443-0.075204i,-0.076652-0.040658i,-0.040371+0.00071974i,-0.0025395+0.016129i,0.013718+0.015728i,0.007487+0.00722i,-0.0095035-0.0026782i,-0.019149-0.0052254i,-0.015357+0.0024689i,-0.0025981+0.01085i,0.0028835+0.0071117i,-0.0035654-0.0016153i,-0.0078614-0.006511i
0.77305-0.16747i,1.2353-0.24732i,1.2086-0.211i,0.74846-0.036351i,0.44516+0.1547i,0.37792+0.14976i,0.21958+0.0050738i,0.039226-0.043212i,-0.0092833-0.0122i,0.0060435+0.0034945i,0.016765+0.0022912i,0.0043026-0.013077i,-0.023815-0.02558i,-0.033974-0.026837i,-0.014926-0.029355i,0.0076696-0.038611i,0.010946-0.042029i,0.0062703-0.028204i,0.01149-0.0089399i,0.022889+0.0017007i,0.031016+0.0078652i,0.035999+0.016662i,0.038+0.020237i
-0.027668+0.64773i,-0.098645+0.82591i,-0.16828+0.50402i,-0.21961+0.01581i,-0.25938-0.17749i,-0.18078-0.1683i,-0.058152-0.14253i,-0.01127-0.089817i,-0.00040614-0.033521i,0.003098-0.014416i,0.0044179-0.018625i,0.00073795-0.028702i,-0.013112-0.024728i,-0.03026+0.00030324i,-0.043422+0.034093i,-0.034269+0.061252i,-0.0037944+0.059477i,0.012452+0.026795i,-0.012049-0.0035196i,-0.047807-0.0056198i,-0.057488+0.00029869i,-0.054169-0.0067749i,-0.048346-0.0089362i
-0.68055+0.10744i,-0.92666+0.30737i,-0.70679+0.44245i,-0.28826+0.36681i,-0.11525+0.29272i,-0.086196+0.34769i,0.004094+0.2928i,0.023021+0.12311i,-0.021157+0.046714i,-0.01987+0.050612i,0.0035732+0.061215i,0.033108+0.048655i,0.048907+0.0046653i,0.035612-0.028012i,0.012864-0.036758i,-0.0060283-0.036543i,-0.014959-0.02583i,-0.007457-0.0093201i,0.010465-0.003843i,0.019183-0.011031i,0.018842-0.011373i,0.021531-0.005076i,0.020231-0.0066539i
0.16808-0.92498i,0.26561-1.4992i,0.33829-1.5341i,0.37145-1.0918i,0.36524-0.71437i,0.28614-0.51493i,0.16503-0.31177i,0.094449-0.1411i,0.050853-0.068147i,0.018161-0.044568i,0.00062054-0.038827i,-0.014637-0.019479i,-0.010164+0.015711i,0.012007+0.024204i,0.023737+0.013677i,0.015129+0.016869i,-0.0016462+0.032784i,-0.010949+0.040972i,-0.0047803+0.035395i,0.0027083+0.023191i,-0.00046775+0.0089939i,-0.0059209-0.0023286i,-0.010773-0.0068516i
0.58254+0.36029i,0.69416+0.56739i,0.34715+0.62768i,-0.087024+0.55642i,-0.25406+0.42495i,-0.28392+0.27277i,-0.24931+0.17639i,-0.14999+0.119i,-0.07692+0.069898i,-0.043515+0.053605i,-0.020418+0.053405i,-0.0026073+0.053053i,0.018493+0.037946i,0.029232+0.0061758i,0.029637-0.024637i,0.027784-0.055561i,0.013615-0.071076i,-0.0026966-0.047966i,0.00082915-0.0059355i,0.023813+0.013718i,0.03391+0.011338i,0.022955+0.018241i,0.0187+0.028016i
-0.13733+0.75866i,0.070699+1.2087i,0.39717+1.1994i,0.46718+0.7788i,0.3354+0.41269i,0.28547+0.22672i,0.24039+0.091417i,0.13163+0.024299i,0.065388+0.011933i,0.03415-0.0076319i,0.012659-0.022384i,-0.0010729-0.036588i,-0.0318-0.03817i,-0.048293-0.0078026i,-0.033375+0.032439i,-0.014098+0.058974i,0.00058962+0.052698i,0.0056179+0.014144i,-0.0091577-0.021375i,-0.029331-0.028861i,-0.03293-0.02687i,-0.029404-0.029273i,-0.029203-0.022396i
-0.78461-0.63402i,-1.3031-0.98572i,-1.3589-0.97276i,-0.93517-0.6628i,-0.54029-0.4095i,-0.39825-0.26763i,-0.32813-0.15587i,-0.22265-0.096716i,-0.13158-0.074995i,-0.083309-0.048418i,-0.062251-0.014331i,-0.03474+0.0077488i,-0.00070693+0.0036992i,0.00090995-0.0095497i,-0.015197-0.016922i,-0.0069327-0.02448i,0.015859-0.023696i,0.024372-0.011994i,0.016217-0.0041882i,0.0086462+0.0023975i,0.014796+0.010326i,0.023009+0.007485i,0.021322-0.0033912i
