-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
0.0012166+0.00075714i,0.00049863+0.00046305i,0.0006013+0.00012672i,0.0005876-7.9232e-05i,0.0004643-1.3434e-05i,0.00014223+0.00053417i,7.9587e-05+0.001036i,-3.9588e-05+0.00064634i,-0.00032221+0.00030647i,-0.00059382+0.00027812i,-0.00017627+8.6496e-05i,0.00014019+5.7612e-05i,0.00027618+0.00075993i,0.00050801+0.0011584i,-0.00047716+0.00051216i,-0.00066468+6.4553e-05i,-0.00022022+0.00023405i,-0.00048454+0.00066809i,0.0002999+0.00062717i,0.00064271-0.00064356i,-0.00012426-0.0012878i,6.6324e-05-0.00032494i,0.00063705+0.00050498i
-0.00098414+0.0029374i,-0.00015125+0.0022793i,0.00065224+0.0020584i,0.0014114+6.308e-05i,0.001542-0.00090928i,0.0012298+6.7273e-05i,0.0007438-1.8162e-05i,4.6427e-05+0.00038197i,-0.00015762+0.0008497i,0.00017765+0.00048049i,0.00031294-0.00022947i,7.2637e-05-0.00049211i,0.00035401-0.00077636i,-3.1856e-05-0.001211i,-0.00049865-0.0010895i,-0.00023466-0.00030481i,0.00096821+9.9881e-05i,0.0014083+0.00014682i,0.00096677+0.00014339i,0.00088406+3.2691e-05i,-0.00020417+0.00025806i,-0.00099544+0.00046139i,-0.00021166+0.00021831i
-0.0013478-0.0019783i,-0.001683-0.0024049i,-0.0012578-0.0022321i,-0.0003451-0.0012798i,2.7655e-05-0.00078844i,0.00032393-0.00030734i,7.1971e-06+0.0002528i,0.00024127-0.00051772i,0.00050629-0.00061872i,-1.9267e-05-8.6293e-05i,-0.0010266+0.00055742i,-0.0010536+0.0011109i,-0.00026055+0.00067573i,0.00011469+0.00018095i,0.00029166-6.6191e-05i,-9.2983e-05+7.7492e-05i,5.4786e-05+8.219e-05i,0.00053022+0.00043796i,-0.00010119+0.00046244i,-0.00034334-0.00030691i,-0.00023504-0.00054015i,0.00045276+0.00019137i,7.8797e-05+0.0010247i
-0.002502-0.00057324i,-0.0036605-4.6755e-07i,-0.003737+0.00094657i,-0.0017106+0.0019773i,3.8954e-05+0.002206i,0.00051404+0.0015007i,0.0010013+0.00091091i,0.0012237+0.00020746i,0.0010748-0.00030282i,0.00025807-0.00083195i,4.7603e-05-0.00087463i,0.00058559-0.00039115i,-2.8617e-05-0.0001073i,-0.00082426-0.00072655i,-0.0004382-0.0011666i,0.00022445-0.00085344i,8.4134e-05-0.00071719i,-0.00020733-2.8394e-05i,-0.00049246+0.00057736i,-0.00081632+0.00022707i,-0.00088812-3.5999e-05i,-0.00094809+0.00064788i,-0.0010473+0.0007821i
0.00045539+0.00020677i,0.00086602-0.00065089i,0.0014589-0.0016642i,0.00025839-0.0023682i,-0.0004774-0.0021218i,0.00041496+2.1275e-05i,0.0013714+0.0010628i,0.0013013+0.0014093i,0.0010816+0.00078923i,0.00083727-0.0003316i,0.00056955-0.00032157i,5.2195e-05-0.00026852i,-0.00030222-0.00026828i,-7.0378e-05-0.00061986i,-0.0007983-0.00020914i,-0.0015647+0.00025142i,-0.0010008+0.00081454i,-0.00018512+0.0010157i,0.0002428+0.00075263i,0.00050238+0.00082711i,-0.00014086+0.00051037i,-0.00034627+0.00030267i,6.6591e-05+0.00065839i
-0.00073355-0.00019041i,-0.00068-0.0003246i,-0.00015678-0.00038304i,0.0010131-0.00035919i,0.00086001+3.0388e-06i,0.00038669+0.00057676i,0.0010117+0.00044786i,0.0012827+6.0229e-05i,0.00076993-0.0011491i,0.00051725-0.0010453i,0.00085025-0.00030101i,0.00082778-0.00045291i,0.00057561+8.646e-05i,0.0014291+0.00083341i,0.0014732+0.0010008i,-1.8981e-05+0.00069041i,-0.0011678+0.00052118i,-0.0012915+0.000478i,-0.00028795+0.00014797i,0.00075127-7.7505e-05i,0.00037007-0.00031981i,-0.00062415-4.9708e-06i,-0.00079453+0.00038333i
-0.0042982-2.3828e-05i,-0.0041043+0.00073307i,-0.0036303+0.0022719i,-0.001979+0.0024296i,0.00017743+0.0019866i,0.0010187+0.0012348i,0.00091917+0.00035107i,0.0012451+0.0006287i,0.001019+0.0014381i,-0.00038086+0.0012302i,-0.00023268+0.00080649i,0.00082755-0.00036834i,0.00083925-0.001607i,0.001226-0.0011284i,0.0009362-0.00054899i,-0.00019819-0.00086315i,-0.00094001-0.00030313i,-0.00056612+4.902e-05i,-0.00053552-0.00018094i,-0.0012455+6.3849e-05i,-0.0010178+0.00050515i,-0.00084156+0.00094669i,-0.0012362+0.00095967i
0.00055802-0.0012786i,0.00083586-0.0018323i,0.00040837-0.0034415i,-0.00017968-0.003544i,-0.00061518-0.0018765i,-0.00037045-0.00031906i,0.00036255+0.00060247i,0.00021987+0.0012889i,6.6474e-05+0.00061392i,-0.00010383-2.8175e-05i,-0.00035104-6.0738e-05i,0.00034404+8.9183e-05i,0.00062114-0.00027513i,-0.00050378-0.00040852i,-0.00087596+0.00040049i,-0.00030062+0.00080062i,0.00037489+0.00081047i,0.00046525+0.00025327i,-4.2132e-06-0.00068639i,0.00032461-0.00051607i,0.00074065+0.00065316i,0.00045063+0.00047795i,-0.00016552+2.9328e-05i
-0.00062857-0.00082651i,-0.00056153-0.00062711i,-0.0014261+0.00025797i,-0.00050815+0.0014818i,0.00090909+0.0016778i,0.001162+0.0010027i,0.0015086+0.00069187i,0.0011073+0.00024567i,2.3931e-05+0.0002295i,-0.00035084+0.00099492i,0.00035725+0.0015091i,0.0011179+0.000887i,0.0012021-0.00036742i,0.00038035-0.00027903i,-0.00044959+0.00050484i,-0.00042223+0.00044088i,0.00021022+0.00022682i,0.00028678+0.0010022i,-0.00022619+0.0014619i,-0.00013003+0.00031396i,-0.00011763-0.0004616i,-0.00040442-7.3367e-05i,0.00019732-8.2837e-05i
0.0013398+5.0952e-05i,0.0028284-0.00013252i,0.0037576+0.00031529i,0.0031313+0.0002792i,0.0015231-0.00065489i,0.00039234-0.00088496i,-3.4227e-05-0.00036945i,-0.00017223-0.00054471i,-0.00055875-0.00082717i,-0.00066942-0.00029817i,-0.00041208+0.0007205i,-0.0012216+0.00057635i,-0.0017792-0.00067707i,-0.00069578-0.00028831i,0.00011778+0.00065893i,0.00013932+0.00013351i,7.7815e-06-6.4712e-05i,-0.00058584+5.2668e-05i,-0.00067541-0.00013384i,-0.00033079-0.00037786i,2.3884e-05-0.00036733i,0.00029351-0.00030431i,0.00097844-0.00027271i
-0.0032342+0.0011368i,-0.0033608+0.00027123i,-0.0029503+0.00084673i,-0.0015935+0.00061515i,0.00043678-9.8734e-05i,0.0011073+0.0003819i,0.00052495+0.00091536i,3.3593e-05+0.00021068i,0.00043087+0.0002212i,0.00013589+0.00048115i,-2.8005e-05-0.00018936i,0.00075191-0.00035092i,0.0012931+4.2551e-05i,0.00062883-0.00013547i,8.0114e-05-0.0010545i,0.00059418-0.00079583i,0.00046836+0.00021298i,-0.00044187+0.00060908i,-0.0011308+0.0004764i,-0.0012894+0.00012739i,-0.0010256-0.00058588i,-0.00044312-0.00048639i,-0.0002118+0.00029954i
0.00078813-0.00075467i,0.00070382-0.0013699i,0.0016922-0.0023601i,0.0013397-0.0029633i,0.00097921-0.001908i,0.0005618+3.26e-05i,0.00020177+0.0015556i,0.0004805+0.0009969i,0.00056571-0.00038743i,-8.9579e-05-0.00088854i,-0.00038842-0.00052858i,-0.0011295-0.00013732i,-0.0011317+0.00046528i,-6.3337e-05+0.00097286i,-0.0001627+0.00080275i,-0.00030826+0.00047416i,6.4705e-05+8.6626e-05i,-9.4238e-05+9.0941e-05i,-8.8949e-07-6.7176e-05i,-0.00044115-1.9634e-05i,-0.00031054+0.00034251i,0.00034491+0.00060831i,0.00031666+0.00080261i
-0.0020682-0.00040389i,-0.0014051-0.00047803i,-0.0025991+0.0020551i,-0.0013989+0.0034408i,0.00065664+0.0023376i,0.00092265+0.00081795i,0.00065522+0.00078088i,0.00051078+3.684e-05i,0.00072962-0.00065362i,0.0004138-4.544e-05i,-7.6738e-05-0.00013838i,-0.00018073-0.00051403i,-0.00046042+0.00019929i,-0.00053637+0.00081131i,-0.0002947-7.2079e-06i,2.7362e-05-0.00092749i,0.00090856-0.0006101i,0.00035396+0.00015624i,-0.00055037+0.0008604i,0.00043316+0.00020392i,0.0011523-0.00012657i,0.00018934-0.00016518i,-0.00039389-0.00017189i
0.0013766+0.0010401i,-0.0003236+0.00057896i,-0.00062887+0.00059487i,-0.00012446-0.00029995i,-0.00030243-0.0017432i,-0.0008501-0.0016233i,-0.00042489-0.0011417i,0.00063785-0.0003968i,0.00087561+0.00056449i,0.00016493+0.00058552i,6.7276e-05-0.00032343i,0.00033722-0.0011649i,0.00017091-0.00075363i,-8.7001e-05-0.00056473i,-0.0001488-0.00012589i,-5.3688e-05+0.00056608i,0.00017672+0.00039756i,0.0003386+0.00092995i,-0.00028373+0.00081906i,-0.00079318-0.00025989i,-0.00052606-3.7653e-05i,-0.00024782+5.7113e-05i,0.00011872-0.00095844i
0.0002648-0.0013353i,0.00028118-0.001208i,0.00062389-0.00079756i,0.001238-0.00055316i,0.0017917+0.00040079i,0.0017749+0.0013433i,0.0013004+0.0010931i,0.00069864+0.0006136i,-0.00018678+0.00052116i,-0.00046444+0.00017118i,0.00016079-0.00062387i,0.00069812-0.00065852i,0.0011659-0.00013375i,0.0018262+0.00039059i,0.0013001+0.00052374i,0.00086598-0.00014049i,0.00048832-0.00043679i,0.00016664-0.00025853i,0.00028212+0.00042837i,0.00010327+7.455e-05i,-0.00015488-0.00064268i,-0.00014863-0.00023014i,-0.00042887+0.00060502i
-0.00056545-0.00062521i,0.00040027-0.001491i,0.0017314-0.0013395i,0.001434-4.8708e-06i,0.00088521+0.00067421i,0.00014938+0.00057948i,-0.00019626+8.9423e-06i,0.00063477-0.00027377i,0.00048664+0.00061301i,1.8433e-05+0.0012146i,0.00029809+0.00026443i,0.00033567-0.00043882i,-0.00039402-0.00044985i,-0.00049342+0.00079977i,-0.00086549+0.0011054i,-0.0006657+0.00011507i,2.677e-05-0.00054745i,0.00026236-0.00042904i,0.00075394+0.00021696i,0.00066046+0.00045031i,-3.6419e-05-1.7168e-05i,2.5284e-05+0.00011352i,0.00019318+0.00079718i
-3.5104e-05+8.9147e-05i,-0.0019036+0.00034362i,-0.0034252-0.00027341i,-0.0028453-0.00096384i,-0.0014808-0.0012525i,-0.00075558-0.0005177i,0.00053171+0.00040188i,0.0010717+0.00055305i,0.00065313+0.00058961i,0.00019144+0.00099204i,-0.00023066+0.00065966i,0.00010409-2.728e-05i,-4.3595e-05-0.00021422i,-0.00026708-0.00010033i,0.00019139+0.00056492i,0.00086441+0.00081502i,0.0008223+0.00044069i,0.00043017-9.8389e-05i,0.00046205-0.00026865i,0.00023593-0.00012395i,0.00054219-0.0002928i,0.0010005-0.00011902i,0.00055173+0.00023758i
-0.00076254-0.0011227i,-0.0027739-0.001875i,-0.001969-0.00063611i,0.00029832+0.00098415i,0.0013703+0.00071971i,0.0010717+0.00084503i,0.00098596+0.0012785i,0.00091721+0.00073474i,0.00013971+0.00027812i,-0.00028093+0.0001451i,-0.00042178+0.00022195i,-0.00019482+0.0010556i,0.00053821+0.0016156i,0.00090053+0.0010059i,0.00077517+0.0003932i,0.00016383+0.00015886i,-0.00084089+0.00039235i,-0.00053558+0.000572i,0.00037233-1.5626e-05i,0.00083025-0.00034856i,0.00059187-7.5456e-06i,0.00013612-0.00068492i,0.00027405-0.00061372i
-0.0018998+0.00070768i,-0.0013676+0.0007393i,-0.00036566+0.0016397i,-4.7897e-05+0.0019778i,0.00028639+0.0014832i,1.852e-05+0.00083369i,-0.00024428+0.00046184i,0.00057481-0.00035842i,0.0010258-0.00066463i,0.00045067-0.00033583i,-0.00014956-0.00010052i,-0.00018547+0.00088947i,-0.00019343+0.0008825i,0.00018491+0.0001466i,0.00069439+0.00060424i,0.00064908+0.00069412i,0.00040088-0.00015421i,0.00017446-0.00062101i,0.00036202-0.00054036i,0.00097588-0.00023142i,0.00099138+0.00011996i,0.00055457+0.00027212i,0.00054193-8.9211e-05i
-3.8978e-05-0.0023933i,0.0019767-0.0014497i,0.0017429-0.00084046i,0.00059037-0.00044919i,0.00046035+0.00047257i,0.0008555+0.0014765i,0.00049471+0.0016557i,0.00026562+0.00086662i,0.00039795-4.3769e-05i,-0.00051343-0.00013336i,-0.001247+6.6669e-05i,-0.00043256+0.00017447i,0.00011527+0.00041673i,-0.00057956+0.00063101i,-0.0004348+0.00064518i,0.00012292+0.00097116i,0.00018994+0.0010441i,4.414e-05+0.00022784i,-0.0001992-0.0006429i,-0.000532-0.00032283i,-0.0010024+0.00033268i,-0.0012729+4.5875e-05i,-0.00063308-0.00043597i
8.8186e-05-0.00088961i,-0.00084714-0.0013988i,-0.0013266-0.0029658i,-0.00030386-0.0028076i,0.00089169-0.00062174i,0.00084696+0.00040973i,0.0010599-0.00073009i,0.0015245-0.00085795i,0.001301-0.00091492i,0.00069143-0.00097175i,-0.00053624-0.00057425i,-0.0010479+8.3732e-05i,-0.00057635-7.563e-05i,-0.00078142-0.00081887i,-0.00056604-0.00057708i,-0.00049566-2.1928e-05i,-0.0004593-0.00015528i,9.0876e-05+0.00015234i,-0.0002431+0.00027659i,-8.2208e-05+0.00028703i,0.00028028+4.1805e-05i,0.00020667-0.00052289i,0.00039993-0.00029136i
-0.001372-0.00064192i,-0.0024846-0.00076434i,-0.0027258-0.00018416i,-0.00076382+0.00096327i,0.00045155+0.002242i,0.00064625+0.0021851i,0.0003487+0.00090524i,0.00018527-6.7118e-05i,0.00043722+0.00044461i,0.00062012+0.00072087i,0.00024106+0.00063913i,-0.00023738+0.00041143i,0.00025045-0.00029775i,0.00089465-0.00069929i,0.0011856-0.00046985i,0.00079061-9.9317e-05i,0.00028992-9.627e-06i,-0.00024213-3.9448e-05i,0.00010947-0.00050708i,0.00091413-0.00060508i,0.00078551-0.00039052i,0.00017786-0.00048201i,-1.2997e-05-0.00045243i
-0.00025004-0.00074587i,-0.00037082-0.00050973i,-0.00031386+0.00021247i,-0.00094638+0.00044219i,-0.0011898-0.00079848i,-0.00050148-0.0012203i,-0.0004092-0.0001113i,0.00026549+0.00062995i,0.0013216-1.8254e-05i,0.00093902-0.0003698i,6.8384e-05-0.00084992i,-0.00041587-0.00091062i,-0.00039272+0.00018567i,-8.5166e-05+0.00052923i,-0.00049884+0.00027555i,-0.00017855+0.00050599i,-3.077e-05+0.00012902i,0.00013181-0.00065636i,0.00050038-0.00019114i,-5.9848e-05-3.9654e-05i,-0.00062428+0.00010102i,-0.00059262-1.5804e-06i,9.9512e-05-0.00024166i
-0.0020389+0.00035644i,-0.0015958+0.0010294i,-0.0011234+0.00062565i,0.00058645-0.00048727i,0.0017231-0.00027859i,0.0020076+0.00031185i,0.0012401+0.0010296i,0.00042912+0.0018595i,0.00079455+0.0015196i,0.0013082+0.00082292i,0.0011646+0.00047851i,0.00042812-0.00026984i,0.00089031-0.001112i,0.0018593-0.0011248i,0.0015916-0.00035529i,0.00056576+0.00017335i,0.0003407+0.00024333i,0.00047003+0.00055036i,-4.1568e-05+0.00074559i,-0.00023529+0.00051327i,0.00014326+0.00095341i,-0.00037232+0.0011985i,-0.00046411+0.00054317i
0.0007123-0.0039934i,-0.0003233-0.0045337i,-0.0013466-0.0035599i,-0.0022852-0.00087743i,-0.0027633+0.0010082i,-0.001535+0.0013547i,0.00032033+0.00094428i,0.0011107+0.00028115i,0.00017389-2.1719e-05i,-0.001001+0.00044407i,-0.00077094+0.0011947i,-8.0392e-05+0.0010703i,-0.00031862+0.0011419i,0.00064414+0.0010398i,0.0014287+0.00058377i,0.0010977-8.7965e-05i,0.00062599-0.00054689i,-0.00041145-7.4595e-05i,-4.0024e-05-0.00012744i,0.0010435-0.00017855i,0.00044225+0.00029576i,-0.00011879+1.0057e-05i,-0.00059312-0.00026818i
-0.00013451-0.00065516i,0.00023597-0.00020455i,0.00022632+0.00045367i,0.00075586+0.00014901i,0.002024-0.00094543i,0.0016434-0.00086145i,0.00042+0.00019592i,9.4546e-05+0.0004053i,0.00055616+0.00035112i,0.00032839+0.00097622i,0.00017364+0.0011181i,0.00052419+0.00054163i,0.00069265+0.00035311i,0.0010033+0.00016176i,0.0013347-0.00014649i,0.0010405-9.3028e-05i,0.0003636+0.00022033i,-0.00031376+0.0005035i,0.00023881+0.00041489i,0.00038839+0.00016296i,-0.00082945+3.2703e-05i,-0.00086216+0.00017982i,3.5899e-05+7.1677e-05i
-0.00071909+0.0015554i,-0.0007659+0.0017914i,-0.00097066+0.0011383i,4.3029e-05-0.00010329i,0.00051082+3.3833e-05i,0.00011356+0.0011262i,4.1946e-05+0.00097503i,-0.00023997+0.00057747i,-0.0012283-7.0097e-05i,-0.0013119+5.3927e-06i,-0.00069408+0.00089218i,3.9165e-05+0.00069973i,0.000804+0.0002834i,0.00098536+3.2178e-05i,0.00071345+0.00016999i,0.00063713+0.00094997i,0.00079993+0.00058502i,0.00045909-0.00014201i,-0.00017081-0.00071178i,-0.00029658-0.00085984i,0.00027803-0.00073404i,0.00080117-0.00026179i,0.00039646-0.00061603i
-0.00057775-0.00088426i,-0.0021008-0.0010831i,-0.0021009-0.00062775i,-0.00089744+0.0011794i,0.00013937+0.001376i,0.00097959+0.00074899i,0.0013253+0.00050642i,0.0012601+0.00018288i,0.00083904-8.9151e-05i,0.00097791+5.1369e-05i,0.00051624+3.6982e-06i,0.00040082+0.00048286i,0.00016935+0.0015156i,-0.00078061+0.0012196i,-0.0006255+0.00057339i,-0.00023576+0.00046586i,0.00083044+0.00071426i,0.0010697+0.00082503i,0.00041881+0.0001403i,-0.00031926-0.00024394i,-0.00088047+0.00012962i,-0.00041772+0.00059391i,0.00014394+0.00059849i
-0.00080723-0.00099289i,0.00081183-0.0018716i,0.0022464-0.001217i,0.0017212-0.00052273i,0.00062767-0.00013691i,7.1343e-05+0.00068638i,0.00017576+0.0010499i,0.00054731+0.00088892i,-0.00014045-0.00020046i,-0.00054527-0.00078975i,-0.00035395-0.00042153i,-0.00044756+0.00012637i,-2.329e-05-0.00010267i,0.00020458+0.00062518i,0.00032285+0.0010664i,0.00067396+0.00092887i,0.00066678+0.00056548i,0.00053908+0.00011965i,0.00024353-0.00029329i,8.0136e-05-0.00052961i,0.00025117-0.00070602i,0.00031061-0.0010943i,0.0011269-0.0012527i
0.0010143+0.0001371i,0.00031876-0.00058874i,-0.00069681-0.0011541i,-0.00073033-0.0010444i,-0.00095715-0.00028442i,-0.0010154-0.00078503i,-0.00079456-0.00019202i,-0.00021698+0.00069043i,1.0282e-05+0.00032176i,0.00040625-1.6557e-05i,0.00095901-0.00033448i,0.00052537-0.00022233i,-0.00058335-0.00044674i,-0.0011795-0.0011615i,-0.00060451-0.0011496i,0.00067361-0.00096253i,0.00016496-0.00016254i,-0.0010066-0.00032035i,-0.0011188-0.00095441i,-0.00044541-0.00062361i,0.00023316-0.00017564i,0.00029306+4.8543e-05i,-0.00022919+7.9723e-06i
0.0012144-0.00045674i,-0.00080721+0.00040398i,-0.002046+0.0012994i,-0.0013961+0.0010337i,-0.00025874+0.0011644i,0.0011121+0.0011862i,0.00091354+0.0013762i,0.00032497+0.0014958i,0.00016085+0.0012364i,0.00031199+0.00047686i,0.00023816-0.00013251i,-2.394e-05-0.00012703i,-0.00039308+0.00026939i,-0.00080281-0.00049442i,-0.00084468-0.001332i,-0.00073411-0.00074517i,0.00011651+0.00013785i,0.00080148+0.00049134i,0.00088415+0.00044776i,0.0012687+8.2336e-05i,0.0014328+0.00027729i,0.00060745+0.00045268i,-0.00024606-0.00016463i
3.9493e-05+0.001522i,0.0002047+0.0023424i,0.0014022+0.0025064i,0.0028113+0.0016282i,0.0030105+1.4341e-05i,0.0015965-0.00056892i,0.00024148-0.0003712i,0.00050612+0.00026917i,0.00063066+0.00026293i,-0.00012729-0.00094523i,0.00024387-0.0018827i,0.00097079-0.0014946i,0.00079947-0.0010098i,0.00011296-0.00061291i,-8.4219e-05+2.9418e-06i,0.00079249-0.00028017i,0.001099-0.00058862i,0.00015871+0.00013292i,-0.00044228+0.00082431i,-0.00044413+0.00045825i,-0.00052814-0.00019707i,-0.00047169-0.00057008i,-0.00057984-0.00037485i
-0.00049481-0.00040591i,0.00063575-0.00049592i,0.00044291-0.00075746i,-0.00012437-0.00055389i,-0.00070725+0.00054181i,0.00060474+0.00141i,0.0016652+0.0013283i,0.00047985+0.0011292i,-0.00052592+0.00067937i,-0.00076151+0.0003969i,-0.00065608+0.00026562i,-0.00023524+8.0421e-05i,0.00030721-0.00040625i,0.00050086-0.0011326i,0.00038854-0.00024975i,-9.0391e-06+2.9843e-06i,-0.00028756-7.3043e-05i,6.9075e-06+0.00021776i,0.0001114-4.4252e-05i,-0.00050179+0.0002737i,-0.00079901+0.0001886i,-0.00025883-3.0575e-06i,-0.00056161-2.1294e-06i
-0.0021488-0.0020993i,-0.0033488-0.001169i,-0.0042556+0.00059993i,-0.0038428+0.0022356i,-0.0012608+0.0033053i,0.0010242+0.0033396i,0.0011765+0.0030435i,0.00051161+0.0013741i,-7.936e-05-0.00039325i,-0.00022971-0.00010512i,-3.3578e-05+0.00092379i,0.00042648+0.00064351i,0.00060793+4.6003e-06i,0.0011136+0.0013166i,0.0012128+0.0022533i,0.00066066+0.0012126i,0.00087773+0.00059546i,0.0013067+0.00042277i,0.0002664-0.00013181i,-0.00092491-0.00026433i,-0.001373-0.00087952i,-0.00073864-0.0010345i,0.00012822-0.00034182i
-0.00084703-0.0026249i,-0.0017188-0.0021533i,-0.0027593-0.0011429i,-0.001433-0.00065456i,0.00096839-9.144e-05i,0.0017333+0.00068558i,0.0013568+0.00036855i,0.00090337-0.00050953i,0.00020315-0.00055727i,-5.9314e-05+0.00017055i,-0.00014057+0.00082143i,-0.00010659+0.00077294i,0.00012192-3.4386e-05i,0.00085461+8.036e-05i,0.0017044-8.78e-05i,0.0016285+0.00053824i,0.00074257+0.001326i,-0.00038525+0.0003035i,-0.00076567-0.00033707i,0.00010505+0.00038518i,0.00091437+0.00041633i,0.00053951-0.0004313i,0.00020133-0.0010687i
-0.001321+0.001969i,-0.0028721+0.0018589i,-0.0023441+0.0030289i,0.00020699+0.0042531i,0.0018383+0.0037113i,0.0020767+0.0017518i,0.0012697+0.0010887i,-0.00035833+0.0012668i,-0.00036065+0.00020934i,0.00071536-0.00077189i,0.00091296-0.00053885i,3.2646e-05-0.00010252i,-0.00020952-0.00030811i,0.00025573-0.00056727i,0.0012554-0.00024324i,0.0015705+0.00011194i,0.00034522+0.00018858i,-0.0010813+0.00017869i,-0.0014687+8.8229e-05i,-0.00015163+0.00027113i,0.00024049+0.00042229i,-0.0002964-3.8682e-05i,-0.00030602-7.0015e-06i
-0.0077218-0.0017073i,-0.0098395-0.00048579i,-0.0098994+0.004149i,-0.0058646+0.0058409i,-0.00065266+0.0048457i,0.0021693+0.002899i,0.00076939-0.00019704i,-0.00053937-0.0015573i,-0.0011355-0.0013897i,-0.0014987-0.00085194i,-0.00020262-0.00042757i,0.0016651-0.00023394i,0.0026376+0.00021665i,0.0026315+0.00081763i,0.0026968+0.0012363i,0.0017523+0.0010698i,5.7243e-05+0.00036593i,-0.00037551-0.00032419i,3.5569e-05-0.00078626i,-0.00033273-0.00085525i,-0.00096726-0.0012343i,-0.00083819-0.0014806i,-0.00043305-0.00058786i
0.0066793-0.0013333i,0.0074285-0.0024918i,0.0068399-0.0046741i,0.003833-0.0039703i,0.00092577-0.0029309i,-0.0013337-0.0013083i,-0.00048159+0.0006581i,0.0011102+0.0012406i,0.0013991-5.1851e-05i,0.00026584-0.00086418i,-0.0015917-0.00024697i,-0.0017257-0.00058426i,-0.0013141-0.00058716i,-0.0027816+0.00023829i,-0.002773+0.00014596i,-0.0014684+0.00055651i,-0.00036194+0.00082999i,0.00021281+0.001085i,0.0007235+0.0012272i,0.0011756+0.00023195i,0.0012963-0.00022019i,0.00067988+0.00045142i,0.0001655-4.7784e-05i
0.0030473-9.8474e-06i,0.0038253-0.00035105i,0.0031938-0.0013457i,0.0015578-0.0010374i,0.00045657-0.0011773i,-0.00077912-0.0011651i,-0.0014816+7.892e-05i,-0.00065182+0.0009925i,0.00087318-1.1416e-06i,0.00074141-0.0018341i,0.00047012-0.0012079i,0.00073592+4.6428e-05i,-0.00016167-0.00042959i,-0.00054214-0.0010171i,-0.00027419-0.00078482i,0.0004512-0.00041088i,0.00036239-0.00060879i,-0.00042641-0.00030721i,-0.00032629+0.00051034i,-0.00012733+0.000496i,-0.00019589+0.00034124i,-0.00032872+0.00056248i,0.00015693-3.9224e-06i
0.0014847+0.0010167i,0.0017075+0.0016456i,0.0015434+0.0015686i,0.0016829+0.0014694i,0.0014967+0.0012137i,0.00048094+0.0007627i,-0.00045724+0.000494i,-0.00012503+0.00085201i,0.00046438+0.00069589i,0.00012942-0.0003682i,-0.00050169-0.0005331i,-0.00057487-0.00073535i,-0.00081263-0.00096391i,-0.00045454-0.00088544i,-5.4857e-05-0.00064541i,-0.00023332-0.00068244i,-0.0002313-0.00075796i,0.00021655-0.00022117i,0.00076965+0.00052723i,0.0010056+0.001188i,-0.00023535+0.00064948i,-0.00069262+0.00046453i,-0.00032091+0.00058289i
-0.00057+0.0008555i,-0.00088997+7.5729e-05i,0.00046582+0.00071757i,0.0014688+0.0012483i,0.0016235+0.00075307i,0.00078453+0.00023243i,3.3118e-05+0.0007737i,-0.00065292+0.0013642i,-0.00048707+0.00081113i,0.00067336+0.00032629i,0.00018111+0.00018409i,-0.00010417-0.00047958i,0.0005233-0.0010047i,1.9174e-05-0.0010428i,-0.00096136-0.0010043i,-0.00074063-0.00094724i,-0.00014402-0.0001793i,0.00038533-0.00031364i,0.00018046-0.0010586i,0.00028047+3.8842e-05i,0.00098896+0.0005625i,0.0011671+0.00030334i,0.00087461-0.00014104i
0.0008549-0.0016502i,0.0003188-0.0024411i,0.00061708-0.002529i,0.0007958-0.0026183i,0.00045449-0.0014897i,0.0002717+0.00032649i,0.00026379+0.00095458i,0.00028539+0.00049121i,0.00073591-0.00024738i,0.00053283-0.00013459i,0.00020321-9.2392e-05i,-6.1559e-06+0.00013715i,-0.00030378+0.00084091i,-0.00019353+0.0015575i,-0.00076416+0.0013021i,-0.0012605-3.8948e-05i,-0.00057494-0.00035464i,0.00040744-2.0595e-05i,-0.00031067-1.7784e-05i,-0.0011967-0.00044786i,-0.00039159-0.00038807i,0.00066981+0.00013248i,-0.00010017+0.0013684i
0.00087982-0.001363i,0.00099994-0.0011892i,0.00085826-0.0005504i,0.00010907+0.00038662i,-0.00047514-0.00048612i,-0.00061738-0.00067106i,-0.00077622+0.00041058i,-0.0011285+0.00030802i,-0.0012712-0.00023502i,-0.00071514-0.00027134i,1.28e-05-0.00024411i,0.00028873-0.00089124i,0.00077437-0.0013042i,0.00063516-0.00077262i,-0.00033528+8.1627e-05i,-0.00045138+0.00051415i,-0.00028056+0.00090504i,-0.00021724+0.00094155i,-0.00051513+0.001121i,5.262e-05+0.00091977i,0.00017602-1.6407e-05i,0.00011783-0.0011932i,0.00084994-0.0013945i
