-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.0004312+0.00039322i,-0.00092145+0.00049306i,-0.0014259+0.00038117i,-0.00067935-0.00019929i,0.00013725-0.00013341i,8.5903e-05-0.0001308i,-0.00058232-0.001037i,-0.00068207-0.0010333i,-0.00041786-0.0011933i,-0.00038349-0.00078767i,-0.00064414+0.00020236i,-0.00086862+0.00067211i,-0.00047855+0.00073266i,3.5493e-05+0.0005654i,-6.8037e-05+0.00030036i,-0.00014136-0.00032804i,-0.00033935-0.0001639i,-0.00024485+0.001i,-0.00016218+0.0010532i,-0.0004605+0.00013119i,-0.0003559+0.00041121i,0.00025536+0.0012251i,0.0005054+0.0010275i
-0.0038816-0.0011008i,-0.0041234-0.00059279i,-0.0044326+0.00082177i,-0.0023056+0.0017726i,3.6016e-05+0.0015359i,0.0011116+8.8565e-05i,0.0013397-0.00038149i,0.00051513-0.00021448i,-0.00057651-0.00039488i,-0.0011563+0.00052884i,-0.00086419+0.00092981i,-0.00062822+0.00078883i,-0.0013977+0.00082444i,-0.0011649+0.0006096i,-0.00022981+0.00058743i,-6.455e-05+0.00033443i,0.00045291+0.00058239i,0.00042059+0.00092774i,0.00034503+0.00039483i,-0.00010968-0.00019559i,-0.00042088+7.3411e-05i,-0.00025251-8.2858e-05i,-0.00012329-0.00072674i
0.00012359+0.00063799i,-3.0723e-05+0.00089929i,-0.00060591+0.00043321i,-0.00030909-0.00044781i,0.00043398-0.00067318i,-2.9844e-05-0.00090849i,-0.00063599-0.0018225i,-0.00042795-0.0020957i,-0.0003842-0.0013227i,-0.0011998+0.00030015i,-0.0018988+0.0014318i,-0.0016893+0.0016611i,-0.00098797+0.0017365i,-0.00014003+0.0013755i,-7.1262e-05+0.00079379i,-0.00023934+0.00027287i,0.00013911-0.00010107i,0.00070378-8.7316e-05i,0.00093194+0.00050389i,0.00045225+0.00059624i,3.8681e-05+0.00045366i,0.00029031+0.00074578i,0.00010492+0.0008187i
0.004169+0.00011122i,0.0042517+0.0007097i,0.0042653+0.00087468i,0.0028946-0.0013263i,0.00071571-0.0023897i,-0.00090952-0.0018243i,-0.00062971-0.0010505i,-0.00046403-0.00015727i,-0.00013669-0.00065881i,0.0003885-0.0011875i,-0.00030428-0.0010085i,-0.0014998-0.00048525i,-0.0018851-0.0001141i,-0.0010078-0.00076919i,-0.00050605-0.00049342i,-0.00046337+0.00016732i,-0.00014016+0.00021195i,0.00015076-0.00018109i,6.6003e-05-0.00039597i,-0.00039906-0.00066383i,-0.00057827-0.00069642i,-0.00033075-0.00025605i,-0.00040661-0.00021122i
0.00090764-0.00039347i,0.0012739-0.0010396i,0.00089213-0.0004319i,1.4176e-05-0.0011024i,-0.001193-0.0014641i,-0.0015405-0.0011881i,-0.00094784-0.0012955i,-0.00028332-0.00099993i,-0.00010099-0.00023109i,-0.00063398+5.438e-06i,-0.00066545+2.2864e-05i,-0.00065343+3.7825e-05i,-0.0011056+0.00031166i,-0.00083654+0.00013849i,-0.00048226+5.7859e-05i,-0.00030505-0.00079837i,-0.00037727-0.00096593i,-0.00047487+0.000128i,-0.00034161+0.00087276i,-0.00032431+0.00081773i,-0.00011135-2.4463e-05i,-3.9402e-05-0.00014115i,-5.7143e-05+2.6913e-05i
0.00059678-0.001067i,0.0011358+2.1768e-05i,0.00078525+0.00034216i,0.00016322+0.00010104i,-0.00077646-0.00026371i,-0.00036126-0.0010759i,0.00035545-0.0012191i,0.00033241-0.00055111i,0.00054087-0.00048039i,-0.00020615+9.2103e-05i,-0.00065463+0.00073231i,-0.00071978+0.00032868i,-0.00097991+0.00066739i,-0.00032542+0.0008417i,4.6049e-05+0.00019028i,-0.00019036-0.00047797i,0.00029089-0.00065484i,0.0003678-0.00011706i,-7.2371e-05-2.3101e-05i,-0.00057923+0.00039862i,-0.00095873+0.00076565i,-0.00031983+5.6223e-05i,0.00017343+0.00048142i
-0.00069304-0.00027945i,-0.00072947-0.00047236i,-0.00029434-0.0012226i,-3.5085e-05-0.0013355i,0.00012292-0.00038641i,0.00010149-0.00061725i,-0.00029015-0.00164i,-0.0003244-0.0016359i,-0.00025967-0.00072666i,-0.00090228+0.00058296i,-0.001145+0.0014178i,-0.0010117+0.0018369i,-0.0016289+0.00098428i,-0.0018034+0.00026592i,-0.00070756+0.00087086i,-0.0003198+0.0010459i,-0.0010801+0.00070651i,-0.00094119+0.00044514i,0.00012961-0.00058553i,0.00076492-0.0011303i,0.00093661-0.00052038i,5.8282e-05+0.0003369i,-0.00050983+0.00071201i
-0.0011159+0.0011983i,-0.0012757+0.0017132i,1.6182e-05+0.002213i,0.0012051+0.0012339i,0.0013012+0.00032643i,0.0002823-1.9385e-05i,-0.00087384-0.00060235i,-0.00078327-0.00068178i,-0.00021035+0.00011771i,-0.00034935+0.00037184i,-0.0010215+0.00026398i,-0.0013641+0.00066274i,-0.0011519+0.0011182i,-0.00041113+0.000861i,0.00056024+0.00048467i,0.00060461+0.00034346i,0.00041873+0.00028819i,0.00033356-0.00012429i,0.00020797-0.00032062i,3.2843e-05-0.00077072i,-0.00033514-0.00053425i,-0.00054561+0.00023059i,-0.00059355+0.00063441i
0.0021431+6.396e-05i,0.0018702-6.1986e-06i,0.0015878-1.7311e-05i,0.0013218-0.00019546i,0.0004944-0.00048761i,0.00023317-0.00068858i,0.00049256-0.00068951i,5.7399e-05-0.0011936i,-7.7407e-05-0.0012117i,-0.00060677-0.00015343i,-0.0010231+0.00054642i,-0.00077614+0.00028963i,-0.0005598+0.00013525i,-0.00019939+0.00031818i,-0.000173-0.00010237i,-0.00012859-0.00028932i,0.00014367-5.6205e-05i,-0.00017613-7.1436e-05i,-0.00045587-3.6426e-06i,-0.00065414-0.00065468i,-0.0007839-0.0005189i,-0.00078154+0.00021217i,1.2564e-05+0.00017579i
-0.0011206+0.00099065i,-0.0014506+0.0013315i,-0.0012007+0.00088407i,-0.0006292+0.00070395i,0.00018422+0.00014012i,0.0013253-0.0011444i,0.0014179-0.0010376i,0.00037425+0.00055797i,-0.00058572+0.0013389i,-0.0013227+0.0013549i,-0.0010667+0.00062867i,-0.0012972+0.00019819i,-0.0014187+0.00030021i,-0.00051001+8.4118e-05i,-0.00069761+0.00030014i,-0.0011037+0.00061183i,-0.0008252+0.00044602i,-0.0011167+0.00068683i,-0.0014359+0.0013938i,-0.00092174+0.00098782i,0.00025345+0.00054035i,0.00054817+0.0010868i,0.00021545+0.0012838i
-0.001277-0.001721i,-0.0017327-0.0013076i,-0.0022665-0.0018485i,-0.0015185-0.001328i,-0.00046795-0.00022786i,-0.00013229-2.8925e-05i,0.00066209-0.00045467i,0.0004687-0.00058004i,-0.00081765-0.00056873i,-0.0018577-0.00040197i,-0.001917+0.00020217i,-0.00089836+0.00043922i,-0.00026407+0.00025816i,-0.0010054+0.00051776i,-0.0015301+0.00056069i,-0.0016782+0.00041816i,-0.001255+0.00053117i,-0.00085919+0.00070765i,-0.0013031+0.00021362i,-0.0010053-0.00019363i,-0.00063364+0.00057809i,-0.0010912+0.00079208i,-0.0011915+0.0001201i
-0.0025542-0.00018611i,-0.002736-0.0005222i,-0.0018617-0.0010519i,-0.00029241-0.00095592i,0.00040021-0.00076635i,0.00056375-0.00085297i,-0.00012956-0.00061073i,-0.00023337-0.00021043i,-5.1412e-05-1.4735e-05i,-0.00029427+0.00056819i,-0.00032288+0.00089116i,-0.00082671+0.00089488i,-0.0018167+0.00084357i,-0.0016925+0.0013835i,-0.00036866+0.0012577i,-8.856e-05+0.00060978i,-0.00076667+6.0111e-05i,-0.00039801+2.2901e-06i,0.00025374+0.00030883i,0.00018197+5.3145e-05i,-0.00055258+4.2496e-05i,-0.00074665+0.00023625i,-0.00030337-0.00024464i
0.0012513+0.0017518i,0.0013722+0.001955i,0.00038456+0.0033807i,-0.00088935+0.002381i,-0.00091025-9.1311e-05i,-0.00073595-0.00168i,-0.00019816-0.0016884i,0.00022687-0.0010948i,-0.0003337-0.0013962i,-0.00080381-0.0011695i,-0.00047361+4.9265e-05i,-0.00061115+0.00086836i,-0.00045252+0.001069i,-0.00084975+0.00048846i,-0.001336-0.00012835i,-0.0013891+0.00036839i,-0.0008091+0.00044175i,-1.8016e-05+0.0003091i,-0.00019337+0.00041165i,-0.0003357+0.00013367i,-0.00039228+0.00012646i,-0.00040056-0.00024338i,0.00014213-0.00046008i
-0.0018617+0.00033093i,-0.0027897+7.1916e-05i,-0.0027075-0.00051542i,-0.0019892-0.00078506i,-0.0011653-0.00020209i,-0.00029237-0.00010834i,-0.00067655-3.0384e-05i,-0.0014359-8.8401e-05i,-0.00086756-0.00015183i,0.0005017+0.00031968i,0.00066973+0.0013839i,-0.00025059+0.0015857i,-0.0013804+0.0011318i,-0.0015842+0.00082804i,-0.00076208+0.00035859i,-0.0004633+0.00061889i,-0.00043066+0.0010572i,-0.0004901+0.00032824i,-0.00038618-0.00026123i,-2.8006e-05+0.0002043i,8.1322e-05+0.00039619i,0.00018135-0.00027365i,-1.6603e-07-1.296e-05i
0.0029065+0.00071475i,0.0027223+0.00064577i,0.0034242+0.0009843i,0.0038221+0.00067795i,0.0030064+0.00034825i,0.0012632-3.9109e-05i,-0.00024851-0.00040572i,-0.00021708-0.00062999i,-0.00017812-0.00035491i,-0.00024331-0.00026514i,-8.7741e-05+0.00071061i,-0.00052798+0.00080635i,-0.0014464-3.7061e-05i,-0.0020157-0.00022958i,-0.0015451-0.0004916i,-0.00080431+0.00017137i,-0.00092596+0.00058897i,-0.00072686-7.9181e-06i,0.0002894-0.000132i,0.00042649-0.00015559i,0.00057932+0.00012071i,0.00058436+0.00049229i,0.00012853+0.00029026i
0.0012318+0.0016382i,0.0021506+0.0013772i,0.0023175+0.00055508i,0.00082341-0.00078333i,-5.0068e-05-0.0016521i,-0.00018057-0.001051i,-0.00025177-0.00038665i,-0.00040287-9.4002e-05i,-0.00036465+6.1635e-05i,-0.00029972+0.00077197i,-0.00056383+0.0013362i,-0.00089361+0.0011774i,-0.0012119+0.0011252i,-0.00066264+0.00067835i,-0.00035581-0.00052926i,-0.0004585-0.00073631i,-0.00011499+0.00030265i,-3.0885e-05+0.00025187i,-0.00029664-0.00062507i,-0.0002408-2.1969e-05i,-0.0005406+0.00014038i,-0.00016033-4.3913e-05i,0.00049434+0.00018214i
-0.0020011+0.00025289i,-0.0023243+0.00032635i,-0.0012475+0.0010474i,-0.00046756+0.00022437i,0.00028626-0.0010218i,0.00059505-0.0019782i,0.00035557-0.001883i,0.00046783-0.00076473i,0.000372-0.00018029i,-8.1557e-05-6.5624e-05i,-0.00084003+0.00055127i,-0.0012085+0.0005763i,-0.0014218+0.00046003i,-0.00078568+0.00083109i,-0.00046392+0.00059876i,-0.0005641+0.00034046i,-0.00050706+0.00033356i,-0.00010622+0.00052339i,0.00046978+0.00066662i,0.00026011+0.00070595i,0.00036285+0.00032377i,0.00012675-0.00061844i,-0.0003941-0.00098088i
-0.0031704+0.0022632i,-0.0027392+0.0015079i,-0.0024877+0.0022069i,-0.0018366+0.0016527i,-0.00045245+0.00061656i,0.00051915-0.00022665i,-0.00040984-0.00090611i,-0.0010134-0.0011326i,-0.00017218-0.00090582i,9.6968e-05+0.00019254i,-0.00021453+0.00095607i,-0.00057713+0.0010312i,-0.00080417+0.00040315i,-0.00068709+0.00091059i,6.9475e-05+0.0014153i,0.00035811+0.0011253i,-0.00015517+0.0010089i,-0.00051804+0.00056077i,-0.00054928-0.0005451i,-0.00027409-0.0011086i,-0.00030695-0.00028853i,-0.0006089+0.00023067i,0.0001858-6.1171e-07i
0.00045691+0.0017575i,0.00077915+0.0014075i,0.00080098+0.0009147i,-0.0001565+0.00096833i,-0.00079669+0.00088686i,-0.00013066+0.00034321i,9.0643e-05-0.00037924i,1.3595e-05-0.00046634i,-0.00031627-0.00037461i,-0.00079478-6.1487e-05i,-0.00047828+0.00022066i,-1.103e-05-0.00015124i,0.00033242-4.7709e-05i,1.7459e-05+0.00063804i,-0.00094423+0.00049003i,-0.00075416-0.00015028i,0.00030511-0.00037146i,0.0002621-0.00017538i,-0.00039605-0.00018723i,-0.00025659-6.5979e-05i,0.00056012+7.0884e-05i,2.1882e-06+2.969e-06i,-0.00077221+0.00037875i
-0.0017347+0.00069267i,-0.0024689+0.0017662i,-0.0012761+0.0020703i,-0.00052124+0.0013978i,-0.00043043+0.000856i,-7.0678e-06+3.1372e-06i,-0.00010502-0.00099902i,-0.00037721-0.0015682i,1.0427e-05-0.001053i,0.00012213-0.00020335i,0.00041958+0.00063003i,0.00021512+0.0014433i,1.9612e-05+0.0011101i,-0.00011064+0.0008126i,-0.00067759+0.00037374i,-0.0011503-0.0002105i,-0.00052106-0.0007758i,0.00038146-0.00075528i,0.00016601+0.00020483i,-0.00023452+0.00050806i,6.0737e-05+0.00014958i,0.00021582-8.8064e-05i,0.00036855-0.00038495i
1.1415e-05+9.7201e-06i,0.00053874+0.00056251i,-0.00012196-0.00041161i,0.00080087-0.0016659i,0.0014531-0.0017236i,0.00061263-0.0010656i,2.8959e-06-0.00085602i,-6.573e-05-0.00053663i,-0.00070472-0.00016825i,-0.00069158+0.0006446i,-0.0006218+0.001793i,-0.00049437+0.0013386i,-0.00050568+0.00070954i,-0.0013002+0.00093924i,-0.0011713+0.00052206i,-0.0007755+0.00017196i,-0.0009005+0.00038305i,-0.0010642-7.2841e-05i,-0.00037772-0.00016002i,0.00015022-0.00020263i,-0.00027865-0.00013985i,-0.00036114+0.00028411i,0.000186+0.00024847i
-0.00055654+0.00083703i,-0.00095765+0.0010846i,-0.0018765+0.0010427i,-0.0021866+0.00066204i,-0.0021336+0.00033022i,-0.0011324-0.0013025i,0.00011657-0.0014578i,-2.5623e-05-0.0003671i,-7.6469e-05-0.00087424i,8.7367e-05-0.0005373i,-6.1269e-05+0.00075952i,-0.00029981+0.00075902i,-0.00057722+0.00032924i,-0.00066852+0.00055867i,-0.00065311+0.00063312i,-0.0004842+5.8359e-05i,-0.00050033-0.00026691i,-0.00083889+0.00013441i,-0.00034607+0.00040721i,0.00084348-5.875e-05i,0.0008381-0.00050524i,-0.00038694-6.5321e-05i,-0.00031511+0.0001592i
-0.00059761+0.00040441i,-0.0023717-0.000941i,-0.0019655-0.0013196i,-0.001217-2.2673e-05i,-0.0010214-7.7846e-05i,-0.00018799-0.00047671i,0.00019808-0.00055334i,0.00066977-0.00047952i,0.00039131-0.00033256i,-4.8514e-05+0.00045349i,-0.00035324+0.001167i,-0.00046502+0.0013431i,-0.00045862+0.00098037i,-0.0012025+3.9104e-05i,-0.0017383-0.00041246i,-0.0012542+9.8587e-05i,-0.00061841+0.00054436i,-0.00078231+0.00012743i,-0.00083969-0.00021481i,-0.00065204-0.00026272i,-0.00052022-8.8972e-05i,-0.0011205-0.00071841i,-0.00064963-0.0011811i
0.0019523+0.00079775i,0.0020954+0.0012705i,0.0021572+0.00065011i,0.0015741-0.00053443i,0.00072848-0.0016255i,-0.00015997-0.0019016i,-0.00046839-0.00094039i,-0.00054755-0.00011387i,-0.00084767-7.961e-05i,-0.0011208-2.8267e-05i,-0.00072679-7.1298e-05i,-0.00092726-4.5963e-05i,-0.0017481+3.1157e-05i,-0.0017527+0.00052186i,-0.00067469+0.00042922i,-0.00034132+0.00012982i,-0.00062522+0.00033597i,-0.0002647+0.00074968i,8.6978e-05+0.00074809i,0.00040242+4.5977e-05i,0.00033568-0.00035612i,-0.0003627+2.078e-05i,-0.00011592+0.00049417i
-0.00026553+0.00020853i,-0.00096399+0.00097032i,-0.0019238-0.0016815i,-0.001946-0.0020238i,-0.0012906-0.0014946i,-0.00068853-0.0012259i,-0.00048675-0.0017982i,-0.00039207-0.0017924i,-0.00016354-0.00058688i,-0.00025011+0.00024535i,-0.00088837+0.00099145i,-0.0012753+0.00071975i,-0.0014274+0.00018532i,-0.0012897-0.00024176i,-0.0010698-0.00039528i,-0.0008101-0.00026967i,-0.00018827-0.00041711i,0.00076778-0.00015654i,0.0008659+0.00026477i,0.00015054+0.00015761i,-0.00045901-8.1977e-05i,-0.0001814+3.021e-05i,-3.9221e-05+0.00015332i
-0.00083757+0.00064897i,-0.0012281-0.00057395i,-0.00043574-0.00054746i,0.00063145-3.2473e-05i,-0.00011109+0.00011792i,-0.0006143-0.00059208i,-0.00050065-0.0014937i,-0.00032295-0.0012904i,-0.000211-0.00016457i,-0.00066253+0.00032557i,-0.0009573+0.00098298i,-0.00097938+0.0014943i,-0.00096961+0.0014248i,-0.00032645+0.00094716i,0.00014002+0.00067306i,-0.00066298+0.0008373i,-0.00088564+0.00043585i,-0.00055246+0.00035178i,2.0789e-05+0.00028203i,0.00015672+0.00026814i,-0.00074446+0.00044373i,-0.0011735+0.00034287i,-0.00038754+0.0002662i
-0.00049226-0.0024814i,0.00015592-0.0022553i,0.00074874-0.0012397i,0.00091334-0.00033488i,0.00067625-0.00039546i,0.00067326-0.00025766i,0.00050864+2.1064e-05i,0.00022555-0.00061375i,8.9662e-05-0.0010033i,-0.00021407-0.00081128i,-0.0010787-0.00031488i,-0.0014348+0.00055818i,-0.00058354+0.0015406i,-0.00087897+0.0013658i,-0.0016232+0.001074i,-0.000397+0.0014268i,0.00031275+0.0011372i,-0.00045856+0.00031939i,-0.00078977+0.00024863i,-0.00021355+0.00058456i,-0.00015329+0.0007197i,-0.0010156+0.00020459i,-0.0011379-0.00037237i
0.0020567+0.0019054i,0.0025203+0.0022713i,0.0023554+0.0012259i,0.0011244-8.8157e-05i,0.00024498-0.0017175i,4.1876e-05-0.0026613i,2.4414e-06-0.0016713i,-0.00042728-0.00094361i,-0.00072118-0.0012267i,-0.00094916-0.00080923i,-0.00081743+0.00034641i,-0.00077203+0.00080686i,-0.0013067+0.00032916i,-0.00099265+0.00043714i,-0.00094718+0.0010877i,-0.00080561+0.0010518i,-0.00017119+0.00076872i,-0.00021515+0.00053837i,-0.0010725+0.00024805i,-0.0014056+0.00026732i,-0.0010812+0.00045726i,-0.00082678+1.8012e-05i,-0.00091263-0.00037236i
-0.0015603-0.00024938i,-0.0027999+0.00027784i,-0.0018307-4.1397e-05i,0.00015766+0.00044775i,-1.2644e-05+0.0010143i,-0.0002579+0.0002945i,0.00028616+5.2693e-05i,-0.00043338-0.00029747i,-0.00080631-0.00067518i,-0.00088276+4.6882e-05i,-0.00082334+0.00036672i,-0.00038005+0.00095103i,-0.00076733+0.0016274i,-0.0010284+0.00092889i,-0.00097951+0.00013223i,-0.00079741-0.00084544i,-0.00051273-0.00063571i,-0.00059655+0.00011379i,-0.00013786-2.5747e-05i,0.00037327-0.00038688i,5.7927e-05+8.2402e-05i,-0.00018118-2.5527e-05i,-0.00054515-0.00059717i
-0.00015882+0.00060863i,-0.00063765-2.788e-06i,-0.00026636-0.00064528i,0.00068343-0.00018153i,0.00028599-0.00033046i,-0.00032988-0.0012454i,0.00053421-0.001808i,0.00081444-0.0015574i,0.00014996-0.00083605i,-0.00038291-0.00027357i,-0.00065196+0.00030544i,-0.0007547+0.0005304i,-0.00071293+0.00032479i,-0.00067945+3.9397e-05i,-0.00017623+0.0002441i,-0.0001251+0.00022876i,0.00018594-0.00034436i,0.00039306-0.00038636i,-0.00035307-0.00013787i,-0.00045199+0.00029115i,9.3862e-05+6.4792e-05i,0.0004074-9.9374e-05i,0.00098169+0.00020972i
9.821e-05+0.00074358i,0.0010606-0.00037021i,0.0002718+0.00027593i,-0.0012637+0.00036383i,-0.0011525-0.00071584i,-0.00050419-0.0011281i,-0.00044361-0.0007739i,-0.00019427-0.00033669i,-0.0007708-0.0003871i,-0.0010463+5.5945e-05i,-0.00080328+0.00075331i,-0.00034524+0.0010354i,-0.0006086+0.0012297i,-0.00069577+0.00082679i,-0.00075263+0.00026873i,-0.0013999+0.00027319i,-0.0008475-0.00023816i,0.00027561-0.00043302i,-0.00022856-7.18e-05i,-0.00052464+0.00038109i,-6.674e-05+0.00055304i,-1.2304e-05+0.0005846i,-0.00053919+0.00043431i
0.0018303+0.0022392i,0.0016753+0.0032657i,0.0020541+0.0020769i,0.0014634+0.00042353i,0.00043033-0.00038442i,-0.00025801-0.0007211i,-5.922e-05-0.00058447i,2.8391e-05+8.413e-05i,-0.00030442+0.00023981i,-6.032e-05-0.00039374i,5.5244e-05+6.8015e-05i,-0.00055447+0.00077129i,-0.00083807+0.00064772i,-0.00081728+0.00056442i,-0.00029769+0.00081715i,-3.6882e-05+0.0008325i,0.00011961+0.00066604i,0.0002213+0.00062161i,2.9641e-05+0.0004182i,-0.00012282+0.00059074i,-0.00038268+0.0010422i,-0.00024316+0.00076514i,0.00020665+0.00075448i
0.00012743+0.00020022i,-4.334e-05+0.00020853i,0.0011683+0.00015361i,0.0019776-0.00027662i,0.00079442-0.00084682i,-0.00035132-0.00096038i,0.00012241-0.00063536i,-0.000559-0.00035627i,-0.0019724-0.0005042i,-0.0015623-0.00069793i,-0.00045386-0.00042999i,-7.0045e-05-0.00049411i,-0.00039932-0.00035645i,-0.00078816+0.00070021i,-0.0010548+0.0010154i,-0.00072497+2.4832e-05i,-0.00020443-0.00044609i,-0.00023051-0.00016694i,0.00058441+0.00036466i,0.0004907+0.00047662i,-8.7277e-05+0.00060527i,5.8177e-05+0.00094064i,0.00035791+0.00070056i
0.0019621-0.0045036i,0.0028654-0.0045584i,0.0014956-0.0041206i,-0.0007309-0.002309i,-0.0014934-0.0019342i,-0.00063445-0.001837i,-0.00015686-0.0012895i,-0.00032381-0.0015617i,-0.00055975-0.0012874i,-0.00073429-3.9033e-05i,-0.0015367+0.0011467i,-0.0018711+0.0010289i,-0.0013092+0.00031141i,-0.00095312-0.00016161i,-0.00066317+5.4019e-05i,-0.00032456+0.0005149i,-0.00052892+0.00074853i,-0.0010935+0.00064842i,-0.00044381-0.00018327i,0.00065426-0.00011584i,0.00048916+0.00041107i,-0.00027005-0.00025881i,-0.00064453-0.00026625i
-0.00080469-0.0021991i,-0.00026946-0.00085207i,-0.0012494-0.0013111i,-0.0012896-0.00097918i,-0.00088537+0.00036434i,-0.00042198-5.7992e-05i,0.00046718-0.0011917i,0.00016138-0.0013629i,-0.00051958-0.0005678i,-0.0013148-7.8431e-05i,-0.0010419-0.00030678i,-0.00082386+1.8302e-05i,-0.0016795+0.00030373i,-0.0014957+0.00073514i,-0.0010875+0.0013384i,-0.00093925+0.0015984i,0.00010519+0.0013222i,0.0009274+0.00093598i,0.00028426+0.00012613i,-5.7555e-05-0.00074778i,-1.3763e-05-0.00064433i,0.00013687+9.8759e-05i,1.6288e-05+0.00085314i
-0.0020047+0.0032338i,-0.0014719+0.0031435i,0.00030322+0.0025566i,0.001869+0.0013835i,0.0019929+1.4203e-05i,0.00033134-0.0013131i,-0.00060526-0.0019743i,-0.00020735-0.001641i,-0.0002899-0.00082487i,-0.00057312-8.0548e-05i,-0.00034913+0.00053212i,4.6982e-05+0.00041782i,0.00010814+0.00036124i,-0.00016343+0.00044339i,8.0005e-05-1.0738e-05i,-9.5667e-05-0.00053586i,-0.00095136-0.00034509i,-0.0010662-0.00025676i,-0.0002492-0.00019232i,-0.00017721+0.00015447i,-0.00076775+0.00039678i,-0.0006534+0.00033427i,0.00050953+2.21e-05i
0.0015602-0.0012764i,0.0011651-0.0027024i,0.0013146-0.0025615i,0.00056158-0.00028531i,-0.00080196+0.00041707i,-0.0014537-0.00018528i,-0.0012855-0.00060306i,-0.0010777-0.00076173i,-0.0010364-0.00076762i,-0.0011347-0.00031724i,-0.00098374+0.0005267i,-0.00092412+0.00098236i,-0.0015208+0.00072717i,-0.0015397-5.0389e-07i,-0.00084352-0.00026711i,-0.0010611+0.00021522i,-0.0013346+0.00032073i,-0.00058755+0.00019714i,-0.00012825+0.00056353i,6.1696e-05+0.00048645i,2.3914e-05+6.168e-05i,-0.00013655+0.0009834i,-3.3134e-05+0.00091446i
0.0016802-0.00098881i,0.0017767-0.001159i,9.8836e-05-0.0015955i,-0.00081298-0.00041011i,-0.00018575-8.6561e-05i,-0.00042253-0.0008658i,-0.0010144-0.00085086i,-0.00043428-0.00040246i,-0.00015466-0.00041964i,-0.00087033-0.00035581i,-0.0011521+0.00012051i,-0.0011866+0.00028854i,-0.0012754+0.00063056i,-0.0013368+0.00043878i,-0.00090781+0.00033157i,-0.00015676+0.00035519i,-0.00021511+0.0002852i,-0.0002355+0.00036573i,0.0004678+2.4652e-05i,0.0012676-0.00049592i,0.00083665-0.00039138i,0.00025686-0.0002418i,0.00062583-0.00065514i
0.0015093-0.0011484i,0.00090064-0.00066192i,-0.00010685-0.0012165i,0.00036396-0.0013848i,0.00070133-0.00090667i,0.00037765-0.00046376i,0.0010079-0.00079069i,0.00099924-0.00088933i,-0.00024259-0.00035849i,-0.0012626+0.00054131i,-0.0011063+0.0011586i,-0.00072798+0.00104i,-0.0010001+0.0002157i,-0.0012315-0.00010984i,-0.0011959+0.0011836i,-0.00097158+0.0010664i,-0.00069617-6.7305e-05i,-0.00012752-0.00030389i,0.00035521+0.00038491i,0.0004802+0.00078236i,0.00020175+0.00033369i,-0.00024855-0.00047926i,-0.0004581-0.00025787i
-0.0026231-0.00051964i,-0.0030794-0.0016378i,-0.003031-0.0010556i,-0.0016143+0.00095924i,-0.00054291+0.00074075i,0.00074831-0.0011529i,0.0012383-0.001773i,0.00054327-0.00069626i,0.0001756+0.00019393i,0.00035963+6.4591e-05i,-0.00038958+0.00063317i,-0.00086033+0.00051818i,-0.00055945+0.00029028i,-0.0008373+0.00018609i,-0.0011207-0.00044196i,-0.001268-5.5552e-05i,-0.0012573+0.00060851i,-0.00062323+0.00014733i,0.00011868-0.00025864i,0.00035027+2.2744e-05i,-0.00011631+0.0005899i,-0.00054141+0.001194i,-2.1361e-05+0.00043339i
0.0015524-0.00092772i,0.0021935-0.0013393i,0.0026533-0.00075605i,0.0024021-0.00053135i,0.0015181-0.001348i,0.00042406-0.0018122i,-0.00010895-0.001669i,-0.00050213-0.00068436i,-0.0010361-0.00053673i,-0.0013885-0.00075987i,-0.00026299-0.00023782i,0.00021484+0.00021447i,-0.00041256-9.0758e-05i,-0.00072391-0.0006557i,-0.00082126-0.00054095i,-0.0013847-0.0002612i,-0.001098-0.00010371i,-0.00012407-0.00047057i,-0.00015402-0.00029452i,-0.00061143+0.00036296i,-0.00030258+0.0010754i,0.00038723+0.0011216i,0.00036159+0.0005579i
-0.00041749+0.0024785i,0.00050726+0.0029186i,0.00084651+0.0029379i,0.0010986+0.0013129i,0.001445+8.5737e-05i,0.00066059-0.00058109i,-4.1085e-05-0.00039093i,-0.00028085+0.00035107i,-0.00018869+0.0012152i,0.00039356+0.0010803i,0.00019258-0.00012725i,-0.00069978-0.00031248i,-0.00098263+4.1974e-05i,-0.00036548-0.00029122i,-0.00050084-0.00040218i,-0.00080609-0.00012793i,-0.00072978-0.00032331i,-0.00090113-0.00097297i,-0.00058311-0.00085826i,2.5203e-05-0.00019525i,0.00027464-0.00032704i,2.9089e-05-0.001208i,-0.00073067-0.0014959i
