-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
0.0014918+0.0028683i,0.002789+0.0025717i,0.0035175+0.0026753i,0.0030446+0.0011373i,0.0018191-0.00080173i,0.00045644-0.00020597i,0.00024914+0.00097695i,0.00061746+0.001469i,0.0012868+0.0017674i,0.00065956+0.00065081i,-8.3906e-05+0.00026115i,-0.00056456+0.0005566i,-0.00097109+0.00040291i,-0.00094443+4.8015e-05i,-0.00079495+0.00018538i,-0.00079123-2.6694e-05i,-0.00055259-0.00042833i,-0.00032285-0.00039712i,-0.00049442-0.00068787i,-0.00053911-0.00072552i,-0.00039334-0.00048385i,-0.00032633-0.00036585i,-0.00027689+2.5607e-05i
-0.0014468-0.0015404i,-0.0028744+0.00052889i,-0.0041761+0.0018104i,-0.0037169+0.0015225i,-0.0017687+0.001029i,0.00019686+0.00072929i,0.0015682+0.00075686i,0.0013814+0.00040833i,0.00045003-0.00038929i,-6.0124e-05-0.00066444i,-0.00030508-0.00048554i,-7.7279e-05-0.00022397i,0.00023725+0.000185i,0.00061549+0.00019414i,0.00088681+0.00068761i,-3.6653e-05+0.00047658i,-0.00061146+0.00019464i,-0.00037282+0.0001281i,2.0431e-05-6.0352e-05i,0.00025587+0.00021655i,0.00029688-0.000305i,-0.00014895-0.00084162i,-0.00066656-0.0008688i
0.00015855-0.00049289i,0.0012986+0.00013014i,0.0016241+0.00025554i,0.0011116+0.00048481i,0.0006897+0.0010892i,-0.00013221+0.001495i,-0.00051437+0.0016507i,0.00049973+0.00078053i,0.00064407+0.00011201i,-0.00030172+0.00058757i,-0.00074293+0.00056119i,-0.00026809-0.00039339i,8.3228e-05-9.3118e-05i,-0.00062755+0.0005221i,-0.00055935-0.00014061i,0.00053072-0.00038999i,0.00013483+0.0007984i,-0.0005537+0.00081552i,-0.00048295-0.00022506i,-0.00077595-0.00013772i,-0.00085567+8.4653e-05i,-0.00045787-0.00035577i,0.00022649-0.00064397i
0.00022409-0.00020212i,0.00050501+0.00029285i,0.00023285-6.0322e-05i,-0.0005214-2.0114e-05i,-0.00083133+0.00087856i,-0.0007624+0.00092989i,-0.00047712+0.00034907i,-0.00057847+0.00022484i,-0.00044689+0.00049167i,-0.00017839+0.00057239i,-3.7439e-05+0.00022047i,0.00039945+0.00054631i,6.9533e-07+0.0004039i,-0.00073644-0.00038984i,-0.00080258-0.00021192i,-0.0002293+0.00024553i,0.00017276-5.3479e-05i,-0.00018993+0.00016577i,-0.0003382+0.00015872i,-0.0005569-8.3744e-06i,-0.00035939+6.7331e-05i,0.00047958+8.4858e-05i,0.00064233+0.00047069i
0.0016375+0.0016787i,0.00093649+0.0014415i,0.00039672+0.0016212i,0.00038414+0.00075598i,0.00063344+0.00029454i,0.00014101+0.00033842i,0.00018722+0.00020903i,0.00041916+0.00019186i,2.6203e-05+2.6004e-05i,-0.00016978-6.5269e-05i,-1.5685e-06-3.6408e-05i,-0.00026779-0.00014683i,-0.0004876-0.00050154i,-0.00035416-0.00017413i,-0.00075624-0.00021943i,-0.0013987+0.00015333i,-0.0012631+0.00075045i,-0.00037383-0.00011321i,0.0002573-0.00080013i,-0.00025265-0.00017045i,-0.00053051-0.00026685i,-0.00020549-0.00090546i,-0.00019076-0.001088i
-0.0012606+0.00066464i,-0.0010004-0.0011896i,0.00019283-0.00075918i,0.00091147+6.4177e-05i,0.0010449+0.00050644i,0.00054496+0.00087111i,0.00038732+0.0001423i,0.00022838-0.00060224i,8.4329e-05-0.00090071i,4.9076e-05-0.00033138i,0.00039456+0.00028843i,-1.4378e-05+0.00059142i,-0.0010103+0.0009486i,-0.00021481+0.00068965i,0.00026062+0.00019585i,-0.00022474-0.00010642i,6.8573e-05+0.00019196i,-0.00010153+0.00090733i,0.00025226+0.00037477i,0.00057427-7.7372e-05i,0.00012482+0.00020005i,-0.00013104+0.00044231i,-0.00024047+0.0010342i
0.00069785+0.001133i,0.0015811+0.0014002i,0.0027654+0.00078044i,0.0014054+0.00065138i,-0.00019786+0.00046473i,-0.00047845+0.00013208i,-0.00082474+0.00071209i,-0.0011637+0.0015095i,-0.00058343+0.0011442i,0.00025573+0.000186i,0.00041122-0.00015283i,0.00044521-0.0004055i,-0.0005549-0.00010939i,-0.0015472+9.7591e-05i,-0.0013901-0.00013424i,-0.0011455-0.00013249i,-0.00088409-9.0826e-05i,-0.00090614+5.1292e-05i,-0.00081184+0.000241i,-0.00030451+0.00051208i,0.00077493+0.00035075i,0.00045774-0.00023559i,-2.4649e-06-0.00027475i
-0.00029963+0.0015994i,-0.00071816+0.0031028i,0.00021314+0.0033305i,0.00047331+0.0020857i,-0.00039419+0.00057292i,0.0001222+0.00012419i,0.0010649+0.0006854i,0.00039387+0.00036838i,-0.0001874-0.00024585i,0.00049377-0.00030825i,0.00026507-0.00051186i,-0.00071937-0.00040192i,-0.0010231-0.00043988i,-0.00099055+7.7636e-05i,-0.00076182+0.00025403i,-0.00018485-0.00023i,-6.312e-05+0.000301i,-0.00015573+0.00024832i,0.00037096-9.5994e-06i,0.00098789+0.00033783i,0.0011776+0.0001686i,-0.00013892-0.00020871i,-0.00094672-0.00021522i
-0.0018244+0.00032069i,-0.0011443+9.0969e-05i,-0.00043568+0.00061876i,-0.00057481+0.00064216i,0.00016429-0.00019372i,0.00059288-3.4225e-06i,0.00067074+0.00036376i,0.00027221+0.00070392i,0.00026911+0.00077612i,0.0010597-8.5077e-05i,0.0013891-0.00070704i,0.0017552-4.2743e-05i,0.001275+0.00080637i,0.00018825+0.00090604i,-0.00039126+0.00051768i,-0.00024305-9.7641e-05i,-0.00023935-0.00011071i,-0.00036093-8.5776e-05i,-0.00012901+0.00013485i,-0.00050735+0.00048435i,-0.00058779+0.0006166i,-0.00023441+0.0006383i,0.00033793+0.00040342i
0.00053607+0.00065829i,0.00065474+0.0012537i,0.0010556+0.0003354i,0.00043108-0.00066436i,0.00012836-0.0011418i,-0.00012077-0.0011831i,-0.00036487-0.0011357i,-5.1933e-05-0.00025794i,0.00062113+0.00055378i,0.00083859+3.7987e-05i,0.00076497-0.00066393i,0.0002825-0.00071427i,-0.00034216-0.00098281i,-0.00091816-0.00024719i,-0.0010742-0.00017199i,-0.00078321-0.00052243i,-0.00049129-0.00066194i,-0.00059711-0.00072783i,-0.00069345-0.00046659i,-9.6988e-05-0.00059017i,0.00039765-0.00088192i,0.0005424-0.00057596i,0.00019317-0.00017031i
0.0013966+0.00088611i,0.0015497+0.0021005i,0.0014183+0.0017323i,0.00074071+0.0001032i,-3.1145e-05+0.0003439i,-0.00092595+0.0012543i,-0.00089006+0.0015494i,-0.00098167+0.00139i,-0.001498+0.00022725i,-0.00065821-0.00080702i,0.00021116-0.00047067i,0.00026962-6.2263e-05i,-0.00062977+7.971e-05i,-0.0010586+0.00081547i,-0.00087357+0.00053412i,-0.00033467-0.00027319i,0.00070926+9.7782e-05i,0.00098973+0.0007201i,0.00016602+0.00047157i,-0.00046463+0.00011468i,-0.00039004-0.00034992i,6.1153e-05-6.0998e-05i,0.00030583+0.00037228i
-0.0021948+0.00037665i,-0.0034928+0.0008833i,-0.0021589+0.0015324i,-0.00074324+0.0017499i,-0.00049348+0.0013026i,0.00017368+0.00026168i,-6.5497e-05-3.5709e-05i,-0.00081469+0.00063149i,-0.00069284+0.00092504i,-0.0005575+0.00057617i,-0.0011021-0.00034906i,-0.0008047+8.8604e-05i,-0.00024355+0.0010209i,0.0002213+0.001229i,0.00062299+0.0013454i,0.00016767+0.0013346i,-1.7584e-05+0.00068215i,0.00011909-0.00029738i,-9.2763e-05-0.00060147i,-0.00055169-0.00087788i,-0.00086641-0.00037559i,-0.00073385+0.00047337i,-0.00044285+0.00057688i
0.00067146-0.00040192i,0.0011124-8.8661e-05i,0.0012367-0.00091779i,0.00068049-0.00088969i,0.00032108-6.1397e-05i,0.00078751+5.3367e-05i,0.00068241-0.0002306i,0.00028553-0.00025126i,0.00012076-3.1318e-05i,-8.3704e-06-0.00036641i,-0.00042403-0.00075357i,-0.0011759-0.00066933i,-0.00016908-0.00067574i,3.6183e-06-0.0004772i,-0.00071892-0.00048101i,-0.0012242+7.3465e-05i,-0.0014382+0.00041359i,-0.0010011-0.00041271i,-0.00033925-0.00074034i,0.00029218-0.0002965i,0.00040677+9.3316e-05i,0.0001308-0.00024212i,6.0217e-05+0.00012556i
-0.0010688+0.0020602i,0.00080317+0.0023624i,0.0020884+0.0024647i,0.0019468+0.0012617i,0.0012194-9.0902e-05i,0.00093846-0.00024922i,0.0007499+0.00035914i,0.00053565+0.00064907i,0.00035763+0.0011278i,-0.00016211+0.0014822i,-9.3394e-05+0.0004219i,0.00058893-6.0724e-05i,0.00049159-9.5527e-05i,-0.00022496-0.00052863i,-0.00060915-0.00057072i,-0.00093901-0.00065213i,-0.00071085-0.0010131i,-8.5074e-05-0.00060002i,-9.5875e-05+0.00071075i,-0.0003975+0.0010039i,4.9705e-06+0.0003694i,0.00045428-0.00030462i,7.9727e-05-9.0233e-05i
0.00018014+0.0016052i,-0.0007698+0.002033i,-0.00043167+0.00093417i,-0.00057873+0.00070647i,-0.0010475+0.0013548i,-0.00064896+0.0014314i,0.00038369+0.00096516i,0.00070741+0.00021631i,0.00077314+7.9219e-05i,0.00054662-3.5513e-05i,-0.0002548-0.00020689i,-0.00081488+0.00090287i,-0.00089002+0.00075933i,-0.00098196+0.00056916i,-0.00045978+0.0012562i,-0.00063636+0.0010145i,-0.00061568+0.00032838i,-0.00023981+0.00040284i,-0.00011869-7.1712e-05i,-0.00011987-0.00086902i,-0.00011441-0.0010462i,0.0002653-0.00041037i,0.00035026+0.0004958i
-0.00068478+0.00021226i,-0.0014578-0.0004675i,-0.00069522-0.0011249i,-0.0001126-0.00077061i,0.00036801+0.00029695i,0.00095827+0.00074911i,0.00040937+0.0001491i,-0.00017606+8.7557e-05i,-0.00029882+5.4545e-05i,0.00017339+0.00036621i,0.0013894+0.00082096i,0.0010108+0.00045311i,-0.00046391-6.3759e-05i,-0.00030034-0.00018329i,0.00019389+7.2135e-05i,-0.00028141+0.00011658i,-0.00058564+0.00028941i,-0.00035538+2.7649e-07i,0.00044751-0.0006335i,0.00059329-0.0006453i,0.00019548-0.00068534i,-0.00027598-0.00021637i,-0.00063996-0.00019452i
0.0017177+0.0016946i,0.0018892+0.0017801i,0.0019089+0.0019678i,0.0014886+0.0013224i,0.0011815+0.0010441i,0.0008904+0.0016442i,0.00071508+0.00092749i,0.00056538-0.00079952i,0.00024648-0.0015835i,-0.00016623-0.00062761i,-0.00039412-0.00012368i,-0.00017227+0.00038369i,0.00034572+0.00065408i,0.00021573+0.00049974i,-0.00040747+6.3121e-05i,-0.00068071-0.00053457i,-0.00063455-0.00034781i,-0.00066886-0.00045945i,-2.2373e-05-0.00073594i,0.00012668-0.00074725i,1.2944e-05-0.00039119i,2.6996e-05-0.00059435i,0.0003036-0.00082616i
-0.00022987+0.00159i,0.00018463+0.0022834i,-0.00022572+0.0025066i,-0.00023648+0.0022599i,-0.00059839+0.0014389i,-0.00078942+0.001152i,-0.00056106+0.0011425i,-0.00040789+0.00038769i,-0.00016201-0.00015514i,-0.00050048-0.00059771i,-0.0011031-0.00067048i,-0.00048687-0.00050729i,0.00059981-0.00032921i,-0.00011078-0.0001251i,-0.00066565-0.00069429i,0.00026996-0.00083363i,6.3955e-05-0.00049423i,-0.00075526+0.00022972i,-0.0006142+0.00018253i,-0.00042056-1.1019e-05i,-0.0007891+0.00039386i,0.00022949+0.0001708i,0.0013703+0.00023203i
-0.0021418-0.00059485i,-0.0029407-0.00029297i,-0.0017023-0.0002522i,-0.00032853-0.00033565i,0.00035318-0.00048619i,-0.00029369-6.9389e-05i,-0.00050987-5.2493e-05i,-0.00028962+0.00027548i,-0.00071754+0.0011083i,-0.0010285+0.00063451i,-0.00021517-0.00083073i,0.00016512-0.00053055i,0.00012493+0.00020194i,0.00013897-0.00039618i,-4.1188e-05-0.00099018i,0.00050424-0.00066756i,0.00054927-0.00025676i,0.00026359-0.00081383i,0.00039529-0.00079878i,0.00034681-0.00036793i,0.00028662+0.00047108i,0.00014087+0.0015919i,0.00021081+0.0010311i
0.0014216+0.00046893i,0.002118+0.00079713i,0.0019269+0.0008714i,4.8162e-05+0.00083668i,-0.00091288+9.4912e-05i,-0.00080293-0.00010363i,-0.00041276+0.00037893i,-5.9353e-06+0.0005659i,7.5141e-05+1.1183e-05i,1.7449e-05-0.00073089i,0.0004475-0.0015863i,4.8711e-05-0.001195i,-0.0011818-0.00075759i,-0.0017187-0.00092064i,-0.0014152-0.00085288i,-0.0010668+0.00015069i,-0.000897+0.00091482i,-0.00043468+0.00035824i,-1.7556e-05-0.00018164i,-0.00039777-0.00047784i,-0.00026485+0.00019293i,0.00017667+0.00034971i,4.0899e-05-1.3607e-05i
-0.0011847+0.00087691i,-0.00067527+0.0025872i,-0.00012503+0.0020957i,0.00076837+0.00088659i,0.0012297-0.00025388i,0.0012108-0.00018211i,0.00050859+0.00017567i,-0.0003965+2.2467e-05i,-2.9698e-05-0.00012269i,0.00073904-0.00050656i,0.0015111-0.00040894i,0.0015223-5.1995e-05i,9.6248e-05-0.00044794i,-0.0012508-0.00038317i,-0.0012955+0.00011323i,-0.00094474-0.0006884i,-0.00050666-0.0010013i,7.0822e-05+0.00029664i,-0.00061549+0.0010369i,-0.0011155+0.00046871i,-0.0011236-0.00010148i,-0.00027125-0.00033658i,0.00084902-0.00010081i
-0.0010409+0.0022435i,-0.00058476+0.0027069i,0.00038629+0.0023315i,0.00079389+0.0019564i,0.00028897+0.001377i,4.9508e-05+0.00013112i,0.00067269-0.00040861i,0.00035385-0.00048579i,5.3625e-05-6.2721e-05i,0.00047066+0.00044172i,0.0007201+0.00045674i,0.00085366-6.2883e-05i,0.00030259-0.00053488i,-0.00013682-0.00067173i,0.00056989-0.00053227i,0.00087321-0.0010692i,0.00085365-0.0013965i,0.00025557-0.00035961i,9.9363e-05+0.00031582i,-0.00018444-0.00019944i,-0.00022562-0.00049924i,0.00013857-0.00038979i,8.2642e-05-0.00034213i
-4.5871e-05-0.00032549i,0.00070537-0.0010444i,0.00044855-0.0015335i,-0.00010642-0.0012961i,-0.00025468-0.00042483i,0.00020554+8.0551e-05i,0.00066593+0.00040229i,0.00043065+0.00054947i,0.0004389+0.00017626i,0.00017652+0.00019209i,-0.00010807-2.1038e-05i,0.00036762+5.2938e-05i,0.00026559+0.00034557i,-0.0011047+0.00038688i,-0.0012197+0.00060865i,-0.00018827+0.00065547i,0.00037971+0.00072481i,0.00098838+0.0002335i,0.00093081+0.0003695i,0.00044507+0.00069048i,0.00037024+0.00054688i,-3.3688e-05+0.00053706i,-0.00016659+0.00038836i
-0.00010993+0.0010463i,-0.00020994+0.0020856i,0.00055785+0.0022515i,0.00071577+0.0014265i,-0.00024128+0.0010388i,-0.00063666+0.001167i,-0.00011401+0.0012228i,0.00012276+0.00092679i,0.00025169+0.00032258i,0.00043907-6.9284e-05i,1.9306e-05-7.1425e-05i,-5.8366e-05-0.00038575i,0.00061052-0.00032726i,0.000216+0.0005663i,-0.00018525+0.001284i,-0.00014025+0.0009951i,-0.00049594+0.00032357i,0.00018679+6.5732e-05i,0.00070266+0.00042898i,1.4689e-05+2.6467e-05i,0.00037567-2.819e-05i,0.00051497+0.00054908i,-0.00026414+0.00079897i
-0.00034044-0.0005587i,-0.0015285+5.7713e-05i,-0.0017417-0.0014522i,-0.0017243-0.0013674i,-0.0013829+1.1368e-05i,-0.00041624+0.0020038i,-6.8834e-05+0.0028984i,8.0973e-05+0.0015716i,0.00044954-0.00020705i,0.00060385-0.0012779i,0.00035021-0.00082792i,0.00047269+0.00040955i,2.7717e-05+0.00093352i,-0.0005225+0.00019445i,-0.00036107+0.0005526i,-1.0808e-05+0.00071476i,0.00096527+0.00017244i,0.00037836+0.00048312i,-0.00026619+0.00086612i,0.00018569+0.00087761i,-0.00029671-3.8259e-05i,-0.00058775-0.00056703i,-0.00058138-0.00027643i
-0.001226-0.0011645i,-0.0028827-0.00090571i,-0.0035064-0.0012889i,-0.001373-0.00090385i,-0.00019568-0.00029988i,7.0036e-05+0.00024298i,0.00031243-0.00014688i,0.00047409-0.0010092i,-8.8352e-06-0.0010477i,0.00026787-0.00077642i,0.00034123+6.3683e-05i,0.00051364+0.00017141i,0.00059789-0.00032239i,0.00044968-0.00049253i,2.5e-05+0.00024292i,-0.00034839+0.00049994i,-9.7887e-05-0.00013818i,3.3398e-05-0.00094436i,-0.00026491-0.0013324i,-0.00021244-0.00032638i,-0.00030653+0.00049854i,-0.00050408-0.0002055i,0.0001308-0.00043152i
0.00066256+0.00093758i,0.00067443+0.001895i,0.00057909+0.0017473i,0.00060878+0.0014278i,7.9003e-06+0.001952i,-0.00045407+0.0029061i,-0.00043128+0.0018828i,0.00041366-0.00018025i,0.001186-0.00058879i,0.0008314-0.00071019i,0.00012036-0.00073084i,3.0055e-05-0.00063639i,0.00024637-0.00088514i,0.00014863-0.0015329i,0.00010867-0.001573i,0.00054038-0.00074649i,0.00076729+5.9005e-05i,9.6565e-05+0.00037029i,3.3965e-05-0.00065706i,0.00042503-0.0010636i,0.00044825+7.1972e-06i,0.00062653+0.00055913i,0.00035004+4.1608e-05i
-0.0017632-0.0008684i,-0.001326-0.0001865i,-0.0018127+0.00070643i,-0.0011962+0.00077475i,-0.00047338-4.4664e-05i,0.00017417-0.00056435i,0.00058883-0.00031686i,0.00040002-0.00034999i,0.00010985-0.00054859i,0.0001101-0.0003668i,0.00042066-0.00042072i,0.00056008-0.0012378i,5.3641e-05-0.0015471i,-0.00065575-0.0013037i,-3.0019e-05-0.00098885i,0.00082048-0.00073425i,0.00053052-0.00037308i,0.00020492-0.00024591i,-0.0002825-0.00068968i,-0.00033349-0.00081806i,0.00056954-0.00063949i,0.0010009-0.00019139i,0.00045306-0.00040186i
-0.0027911+0.0021346i,-0.0025093+0.0023238i,-0.001261+0.0015195i,6.9313e-05+0.0011958i,0.00067456+0.0015317i,0.00017294+0.001217i,-2.1176e-05+0.00027798i,-0.0001615-0.00049732i,-0.0001901-0.00052522i,-0.00013691-0.00030647i,-0.00022021-0.00025356i,0.00019571-0.00042996i,0.00043162-5.0765e-06i,-0.00014285+0.00014849i,-0.00070232-8.7994e-06i,-0.00037249-0.00046786i,-0.00022838-0.00073531i,-0.00026273-0.0012527i,-0.00069562-0.0016562i,-0.00080623-0.0011569i,-0.00033424-0.00035942i,0.00015823+0.00046854i,0.00079412+5.4763e-05i
0.00023443+0.00080237i,-0.00082661+0.00040025i,-0.00039017+0.00016831i,0.00022021+0.00052889i,-0.00063298+0.0003469i,-0.0013286+0.00099119i,-0.00084708+0.00085762i,-0.00018942+0.00058382i,0.00044094+0.0011104i,0.00020097+0.0007163i,-0.00014417+5.9857e-05i,-0.00047817+0.00047432i,-0.00046367+0.00028769i,0.00047868+4.923e-05i,0.00068176+0.00050946i,-0.00048055+0.00086162i,-0.00061021+0.00015533i,-0.00044742-0.00073374i,-0.00043217-0.0006948i,-7.0355e-05-0.00072401i,-0.00019841-0.00033523i,-0.0010344+0.00052693i,-0.0013206+0.00049401i
-0.0015868-0.0002985i,-0.0026429+0.00045777i,-0.0031133+0.00051824i,-0.0011627-0.00014235i,0.00095696+0.00032945i,0.00085759+0.00067724i,0.00049889-0.00019491i,0.00080601-0.00020497i,0.00056024-1.3489e-05i,-6.8384e-05-0.00036371i,-0.00032059+0.00030912i,-8.1334e-05+0.00040973i,3.2571e-05+0.00048795i,0.00035403+0.00014395i,0.00054363-0.00058118i,0.0003815+6.6079e-05i,0.00010548+0.00036667i,0.00017222-0.00043052i,0.00028789-0.00096591i,3.9126e-05-0.00085595i,-2.4371e-05-0.00080193i,-0.00013413-0.00069331i,0.00021814-0.00065952i
9.8626e-07+0.00074689i,0.00069335+0.00096754i,0.0017698+0.0015096i,0.0022001+0.0013941i,0.0012863+0.0013157i,0.00016157+0.0012926i,-0.00086941+0.0012297i,-0.0013567+0.00058864i,-0.00086949-0.00021336i,-0.00031965-0.00040897i,0.00029736-0.00028854i,0.0004967+7.3691e-06i,-9.5778e-05+0.00015749i,-0.00035429-0.00022146i,-0.00022795-0.00024511i,-0.00038229-0.00020197i,-6.806e-05-0.00022964i,0.00074121-0.0001538i,0.00074977-0.00050692i,-0.00017962-0.00093651i,-0.00060244-0.00091625i,-0.00057047-0.0010816i,-0.00029329-0.0012088i
0.00084408-0.0022946i,0.00086342-0.0018368i,-0.00047281-0.00066471i,-0.00029296+0.00013241i,0.00020478+0.0004146i,-0.00031757+0.0009016i,4.3644e-05+0.0013635i,0.00049019+0.00024902i,0.00013768-0.00082026i,-0.00046035-0.00071202i,-0.00076756-0.00084046i,-0.00044306-0.0010368i,-4.3965e-05-0.0006041i,4.0235e-05-0.00029269i,-0.00027055-8.0461e-05i,-0.0005598-4.5898e-05i,-0.00050793+0.00024933i,1.2867e-05+0.00061574i,0.00020502+0.00077804i,0.00051158+0.00077854i,0.0012056+3.1903e-05i,0.0007811-0.00067948i,0.00052773-0.00062034i
-0.0017047+0.0010432i,-0.0022801+0.0027982i,-0.0015192+0.0033661i,-0.0011456+0.0023659i,-0.0005183+0.00095995i,0.00014118-0.00011833i,0.00021815-7.2024e-05i,0.00035244+0.00053853i,0.00060416+0.00046014i,0.0007523-0.00028721i,0.0007494-0.00064575i,0.0007269-0.00048876i,0.0003717-0.00012376i,0.00047591+0.00023115i,0.00035304+0.0002404i,0.00045459-0.00028945i,0.0004673-0.00030774i,0.00054071+0.00044171i,0.00035136+0.00088225i,-0.00011594-0.00019512i,-0.00033022-0.0006351i,-0.00044863+0.00010748i,8.8859e-05+0.00025398i
0.0026367+0.00091741i,0.0018209+0.00016702i,0.0018547-0.00069331i,0.001496-0.0011079i,0.00053975-0.00058204i,-0.00042448+0.0005424i,-0.00047205+0.00078598i,0.00012834+0.0003799i,0.00027211-0.00026408i,-1.9748e-05+2.3317e-05i,-4.9211e-05+0.00085544i,0.00031517+0.00084142i,0.00047361+0.00073882i,-7.1833e-05+0.00074727i,-0.0011432+0.00048496i,-0.0011022-0.00026405i,-0.00091727-0.00079225i,-0.0006558-0.00052174i,-0.00027245-0.00012602i,-0.00016928-1.0184e-05i,0.0002572+0.00021372i,0.0003496-0.00016005i,-0.00010985-0.00067944i
-0.00033609+0.00010833i,-0.00044249-0.00046975i,-0.00016064-0.00043564i,-0.00067489-0.00058729i,-0.0015809-0.00075459i,-0.0010613+0.00052541i,-0.00019376+0.0015588i,-0.00014388+0.00064136i,-0.00044842-0.0005663i,-0.00036978-0.00072841i,-0.00021493-1.7513e-05i,0.00033415+0.00010918i,0.0011231+2.2932e-05i,0.00057041-0.00012791i,-0.00023676-0.0005461i,-0.00054483+2.4374e-05i,-0.00032434+3.7251e-05i,-0.00030502-0.00017382i,-0.00055656-0.00038871i,-0.0005085-0.00077144i,-0.00037378-7.4802e-05i,0.0003107+0.00033777i,0.00038408+0.00038595i
-0.00044283+0.0019205i,-0.00096053+0.0027586i,-0.0012632+0.0019181i,-0.00047611+0.0015465i,0.00030806+0.001528i,0.00032616+0.0014405i,0.00087057+0.0012463i,0.00081013+0.00033175i,-3.5852e-05+3.185e-05i,-0.00028617+0.00019702i,0.00010323+8.5472e-05i,0.0011309+1.0516e-05i,0.00080014-0.00066743i,0.0004567-0.0010946i,0.0009472-0.00093683i,0.00063735-0.00062919i,-0.00023068-0.00018094i,-0.00050113+0.00016897i,-0.00040992-5.0744e-05i,-0.00019262-0.00057622i,0.00023526-0.00068834i,0.00024882-0.00063467i,0.00055284-0.00042438i
0.00014901+0.00089522i,0.00079382+0.00027672i,0.0014733-0.00092224i,0.0014697-0.0012329i,0.001127-0.000421i,0.00151+0.00027006i,0.0011852+0.0002451i,0.0001061+1.9851e-05i,-3.1401e-06-0.00022332i,0.00094027-0.00020932i,0.0012935+0.0001508i,0.00071214+0.00040911i,0.00026812+0.00034838i,-0.00013315+0.00063027i,-0.00041223+0.00052583i,-0.00050533-0.00029669i,-0.00021256-0.00013682i,-6.6109e-05-6.7217e-05i,-0.00053107-0.00056426i,-0.00052811-0.001274i,-0.00044313-0.00018638i,-2.9891e-05+0.00083498i,0.00049523+0.00013832i
-0.0022603-0.0010952i,-0.0030929-0.00037786i,-0.0035482-0.00022831i,-0.0023293-6.3431e-06i,-0.000503+0.00049622i,0.00067918+0.00049645i,0.0013601-5.8979e-05i,0.0013908-0.00074191i,0.0012186-0.00067925i,0.00091948+7.2153e-05i,-0.00049876+0.0002808i,-0.00091462+7.2797e-05i,-0.00026171-0.00039111i,0.00018906-0.00017848i,-7.0928e-05+0.00032305i,-0.00048561-3.4008e-05i,-0.00062524-0.0012739i,-0.00046527-0.0011969i,0.00032169-0.00029876i,0.00073416-0.00017966i,-0.00014092+3.1909e-05i,-0.0002685+0.00038227i,0.00028494+0.00020165i
0.0011116-0.0008029i,0.0011334+0.001721i,0.00095515+0.0013148i,-0.00084949+0.00035463i,-0.0020388+8.2738e-05i,-0.0014366+0.00050057i,1.7716e-05+0.00083769i,0.00092942+0.00036392i,0.00077921-0.00067148i,0.0002475-0.00055718i,-3.6811e-05+0.00079665i,-0.0003226+0.00057917i,-0.00074297-0.00032066i,-0.00073271-0.00051545i,-0.00038554-0.00026494i,-0.00065488-0.00024366i,-0.0003363-0.00037568i,0.00055304+0.00016301i,0.00020122+0.0002957i,-0.00063486+0.00056956i,-0.00067478+0.00095941i,5.0547e-05+0.00084088i,-3.4108e-05+0.00068192i
0.00046106-0.00091942i,-0.00069477-0.00067549i,-0.00030442-0.00026758i,0.00046477-0.00056189i,0.0006885+1.3342e-05i,0.00094817+0.0009113i,0.00048641+0.00084944i,0.00039056+0.00074113i,0.00057406+0.00028002i,0.00017579-8.2346e-05i,-0.00022844-0.00011966i,-0.00043081-0.00046564i,8.668e-05-0.00036196i,0.00056371-0.00029987i,0.00033868-0.00044534i,5.9329e-05-6.1851e-05i,-0.0007116+0.00028776i,-0.0012664-2.2934e-06i,-0.00071717-0.00055046i,-0.00022987-0.00048272i,-0.00017983-0.00056081i,0.00043619-0.0007581i,0.00016828-0.0009298i
-0.0018825+0.0011565i,-0.00074452+0.00088372i,0.00014293+0.0015502i,0.00062043+0.001598i,0.00095862+0.0010267i,0.00039164+0.00044919i,-0.00049927+0.00027833i,-0.00089093+0.00061441i,-0.00031375+0.00092645i,0.00074787+0.00072065i,0.00095551-0.00024714i,0.00039039-0.00071598i,-0.0003789-0.001099i,-0.00067621-0.0013037i,-0.00070267-0.001481i,-0.00049818-0.0013928i,0.00039571-0.00067918i,0.00070876-0.0001894i,7.3869e-05-0.00010649i,-4.7885e-05+0.00011762i,0.00022208+0.00087776i,0.00014952+0.0011541i,0.00033249+0.00098874i
