-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
0.0014142-0.0014207i,0.0015941-0.0021377i,0.0020222-0.0032187i,0.00080023-0.0042552i,-0.00069766-0.0036593i,-0.001495-0.0016445i,-0.0018248-0.00012781i,-0.00067202-0.00013717i,0.00017675-0.00054546i,0.0001184-0.00077781i,0.00022907-0.00026887i,0.00066773+0.00026939i,0.00060921-0.00036258i,3.1914e-06-0.0007395i,-0.00058345-0.00085681i,-0.00050597-0.0012765i,-0.00014021-0.00094433i,-7.4669e-05-0.00068649i,0.00026656-0.00099033i,0.00069807-0.0011306i,0.00055939-0.0010619i,0.00011397-0.00015215i,-0.00018702+0.0010083i
0.0044029-0.00074872i,0.0040791-0.00049912i,0.0023312-0.00044137i,0.0010412-0.00063905i,-4.5284e-05-0.00076602i,-0.00042412+0.00013096i,-0.0001822+0.00076803i,0.00025811+0.00061546i,0.00015415+0.00056206i,0.00030229-0.00028852i,0.00048849-0.00057342i,0.00033945-0.00036511i,0.00064515-0.00050739i,0.00067911-0.0010052i,-6.5463e-05-0.0013065i,-0.00047565-0.00064896i,0.00014149+0.00038327i,0.0004023+0.00067781i,0.00049172-0.00021591i,0.001247-0.00059855i,0.0013197-0.00024011i,0.00056449-0.00041918i,0.00036874-0.00062161i
-0.00091983+0.0039971i,-0.00037903+0.0021266i,6.6222e-05+0.00022024i,0.00055578-0.0010179i,0.00011601-0.0013407i,-0.0013403-0.0014998i,-0.0012168-0.0014197i,-0.00064496-0.0010265i,0.00034677-0.00064742i,0.0010947-0.00082099i,0.00082558-0.00022637i,-0.00034255+0.00057793i,-0.00091449+0.00026048i,-0.00058921-0.00046998i,-0.0003389-0.0012745i,-0.00030806-0.00096369i,-0.00063664+1.0651e-05i,-0.00043493+0.00025341i,0.00015286-0.00011015i,-0.00045873-0.0004431i,-0.00082736-0.00043289i,-0.00034413+5.7132e-05i,-0.00057969+0.0007227i
-0.0035369+0.0016942i,-0.0029032+0.0012449i,-0.00094733+0.00023348i,0.00014751-0.0010474i,-0.00042456-0.0018627i,-0.00070872-0.001175i,-3.8913e-05+0.00023427i,-6.5426e-05+0.00018539i,-0.00020022+0.00026944i,0.00040925+0.00054187i,0.00079852-7.1448e-06i,0.00091242-0.00020776i,0.00067477-0.00072454i,-2.1558e-05-0.0016882i,-0.00039178-0.0021577i,-0.00017988-0.0019638i,-0.00023832-0.00072742i,0.00014812+0.00075046i,0.00011875+0.00089472i,-0.00035373+0.00067848i,0.00023479+0.0004847i,0.00047232+0.00088706i,-0.00011519+0.0015159i
-0.0011264-0.0015469i,-0.00061893-0.0015115i,-0.00060022-0.00051457i,0.00015196-0.0012817i,0.00033872-0.0017505i,-0.0010448-0.00092419i,-0.0015555-0.00038166i,-0.00063711-5.8184e-05i,-9.9765e-05+9.1252e-05i,9.3715e-05-0.00035471i,0.00082334-0.00070054i,0.00070016-0.00045394i,0.00053416-0.00038664i,0.00027426-0.0013395i,-0.0007721-0.0016867i,-0.0011581-0.0010301i,-0.00071956-0.0005635i,-0.0004668-0.00075531i,-0.00022117-0.00056233i,0.00034539-0.00023972i,0.00011444-0.0004456i,-0.00022053+0.00017696i,-0.00030601+0.00064786i
0.0022987+0.00039849i,0.002387+0.00067451i,0.0013249+0.001024i,0.00044213+0.0002579i,0.00038976-0.00069105i,0.00060845-0.00055879i,0.00080752+0.0002226i,0.00091989+4.1149e-05i,0.00045239-0.00049038i,0.00048983-0.00019957i,0.0012525-0.000103i,0.00094342+6.1364e-05i,-8.7196e-05-0.00030639i,-0.0001046-0.00052834i,0.00010412-5.8541e-05i,-0.00014551-0.0007338i,0.00054001-0.0012124i,0.00067945-0.00027332i,0.00050095-0.00031967i,0.00011421-0.00033794i,-0.00062304-0.00049661i,-0.0003511-0.00071355i,-0.00017969-5.9761e-05i
0.001152+0.0042574i,0.0018255+0.0036175i,0.0012493+0.001985i,0.0004424-4.1573e-05i,-3.8041e-05-0.0015465i,-0.00020129-0.0015556i,-0.00013582-0.00049318i,-0.00046754+4.9146e-06i,-0.00039433+0.00023798i,0.00011954+0.00021899i,0.00080503+0.00056611i,0.00094146+0.00077484i,0.00054494+0.00031801i,0.00034027-0.00027924i,0.00043992-0.00083479i,0.00024446-0.00046605i,0.00019801-0.00030835i,0.0010752-0.00076518i,0.001217-0.00057368i,0.00069548-0.00076187i,-3.4973e-05-0.0006976i,-0.00019101-0.00025871i,0.00085762-0.00022138i
-0.0010417-0.0015292i,-0.002366-0.0021935i,-0.0033047-0.0027021i,-0.0036705-0.0019832i,-0.0025957-0.0002915i,-0.001319+0.00031625i,-0.00024565+0.00075721i,0.0009675+0.0012398i,0.0017893+0.00088476i,0.0010566+0.00066819i,0.00026173+0.00036588i,0.00075864+0.00041675i,0.00060237+0.00026727i,-0.00032016-0.00031626i,-0.00028571-0.00038717i,0.00029404-0.00025139i,0.00060575-0.00066333i,-8.4749e-05-0.0012052i,0.00032628-0.00028932i,0.0010462+0.00067775i,0.00068704+0.00050689i,-1.6508e-05+0.0004001i,-0.00064239+0.00021522i
-0.0027701-0.0039619i,-0.0040175-0.0032093i,-0.0032572-0.0018523i,-0.001619-0.0019926i,-0.00036056-0.0020159i,-0.00088106-0.0013798i,-0.0018358-0.0011394i,-0.0011937-0.00093189i,0.00027609-0.00063119i,0.00085984-0.00011622i,0.0008946-8.3841e-05i,-0.0001015-2.2252e-05i,-0.00011912+0.00032793i,0.00088192+0.00071253i,0.00076076+0.00039557i,8.7357e-05-0.00022164i,2.1311e-05-0.00052645i,0.0005064+5.5131e-05i,0.00071805+0.00018749i,0.00043357-0.00064282i,-0.00023501-0.00027745i,-0.00051838+0.00065978i,0.00017465+0.00055141i
0.0037504-0.00047146i,0.0042802-0.00079135i,0.0037835-0.00065387i,0.0024314-0.000602i,0.0010092-0.0011049i,0.00069327-0.00087617i,0.00012219-0.00062609i,-0.00051185-0.0010857i,-0.00053361-0.0010113i,-0.00039598-0.00065585i,-0.00039785+9.9544e-05i,-0.00017835-0.00010979i,0.0006756-0.00078928i,0.0011583-0.00081545i,0.0015479-0.00038326i,0.0012342-0.00030825i,0.0003538-0.00054695i,6.6187e-05-0.00047452i,0.00011077-0.00025189i,0.00017713-0.00045546i,0.00019624-0.00042922i,0.00052718+0.00062532i,0.00010439+0.0012966i
-0.00012771+0.0022791i,0.00020174+0.0017899i,0.00069085+0.0011968i,-0.00022119+0.00067734i,0.00016043+3.6134e-05i,-0.00032056-0.00098557i,-0.0017263-0.0011761i,-0.00092766-0.00044809i,4.0275e-05-9.2056e-05i,0.00064487+0.00011428i,0.0010035+0.00099204i,0.00082895+0.0011827i,0.0011093+0.00089092i,0.00023162+0.00015667i,-0.00041954-0.00099917i,-0.00011879-0.001157i,0.00053867-0.0001927i,0.00063218+0.00043138i,0.00021165+0.00060251i,0.00021819+0.00022218i,-9.0747e-05-0.00029065i,-0.00025109-0.00035068i,-0.0005193-0.00075398i
-0.0019246-0.00044634i,-0.00084678-0.00044935i,0.0012009-0.001353i,0.0012448-0.0031703i,9.9011e-05-0.0037698i,-0.00090531-0.0025756i,-0.0012817-0.00082266i,-0.0015914+0.00059545i,-0.00058679+0.0010125i,0.00042961+0.0010996i,-9.8774e-06+8.3085e-05i,-1.2845e-05-0.00062046i,0.0003498-0.00010358i,0.00040611-5.8701e-05i,-2.9451e-06+0.00026893i,-0.00044516+0.0005372i,-9.5117e-06-0.00029468i,8.9984e-05-0.00048019i,-0.00010538+0.00058769i,0.00026495+0.00071625i,0.00035258-9.7438e-05i,0.00024406-0.00026898i,-0.00034007-6.3753e-05i
0.00048677-0.0060725i,-0.00027419-0.0050809i,-0.0020493-0.0029246i,-0.0012063-0.0020741i,-0.00029534-0.0012635i,-0.00081227-0.00026113i,-0.00035386+0.00039147i,0.00014327+0.0001611i,-0.00020147-0.00029455i,-0.00061245+0.00015949i,-0.00062195+0.00011657i,0.00015889-3.3342e-05i,0.00035618+0.00069161i,0.00039153+0.00078301i,0.0011675-0.00032451i,0.0011415-0.00054415i,0.00048914+0.00026803i,0.00072609+0.00010398i,0.00056866-0.00068203i,-3.3897e-05-0.00073993i,-0.00019521-0.0002029i,-0.00037675-0.00010207i,-0.00024136-4.209e-05i
0.0036359+0.00070508i,0.00096499-0.00084603i,-0.0011084-0.0011462i,-0.0016177-0.00099187i,-0.00074656-0.0016312i,-7.0717e-05-0.0013416i,-0.00044098-0.00039822i,-0.00065899+2.4583e-05i,-0.00026129-0.00014677i,0.00019126-0.00020645i,0.0011755+0.00021174i,0.0016754+0.00037502i,0.0010227+2.109e-05i,-0.00018302-0.00057224i,-0.00055315-0.001147i,0.00031765-0.00075548i,0.00096316-0.00054409i,0.00051932-0.00032311i,-0.0005631-0.00056608i,-0.00037862-0.0010089i,0.00011654-0.00059256i,-0.00027546+1.03e-05i,7.8808e-05-0.00024009i
-0.0032762+0.0039205i,-0.0026402+0.0047736i,-0.0013065+0.0034733i,-0.00021908+0.00071438i,-0.00017222-0.00051939i,-0.00036261-0.00037799i,-0.00067102-0.00015243i,-0.00086649+0.00018261i,-0.00036182+6.232e-05i,-0.00010456-0.00042855i,-2.4358e-05-0.00038468i,0.00067932-0.00030161i,0.00081526+3.8004e-05i,0.00073767-3.8385e-05i,0.00096913-0.00069492i,0.00075209-0.00023242i,0.0002912+0.00021147i,-0.00031344+2.508e-05i,-0.00016229+0.00029753i,-0.00041152+0.00037675i,-0.00062832+7.031e-05i,-0.00029324+0.00025573i,-0.0007238+0.00025288i
0.0014954-0.0047611i,0.0014694-0.0053386i,0.00036708-0.0044879i,-0.001328-0.0038179i,-0.0023527-0.0032947i,-0.0021728-0.001306i,-0.00076719+0.00010211i,2.9274e-05+0.00072158i,-0.00032952+0.00072656i,-0.00070265+0.00012969i,-0.00070347+0.0001724i,-0.00026185-4.8518e-05i,0.00037109-0.00012293i,0.00022939+0.00013348i,-0.00056102+0.00041604i,-0.00052185+5.9731e-05i,0.00015464-0.00017095i,0.00057676-0.00033283i,0.00069211-0.00012474i,0.00051834+0.00046389i,-0.00010368-0.00026777i,-0.00080123-0.00082675i,-0.00067697-0.00022935i
0.0017374-0.00203i,0.00052637-0.0035979i,-0.0010106-0.0031269i,-0.0011224-0.0020332i,0.00031539-0.0013916i,0.00026309-0.0017929i,-0.0003353-0.001383i,-0.00010633+5.9068e-05i,0.00028054+0.00053451i,-0.00021765+0.00058068i,-0.00038589+0.00097914i,-0.00032184+0.00062658i,0.00044334-0.00047692i,0.00059445-0.0010092i,0.00013961-0.0018029i,-0.00028593-0.0024429i,-0.000813-0.0014038i,-0.00036846-0.00037718i,0.00038006-0.00013476i,0.00042726-0.00013884i,-0.00019761+6.4535e-05i,-0.0004727+0.00035303i,-0.00053637-6.5481e-05i
0.0016964+0.003584i,0.0014631+0.0039397i,0.0024109+0.0022348i,0.0012499-0.00018069i,-0.00046297-0.0018528i,-0.00095109-0.0011392i,-0.00039597-0.00016967i,-0.00025985-6.2145e-05i,-0.00046675+3.2164e-05i,0.00013293-0.00013469i,7.6878e-05-1.4949e-05i,-0.00050783-3.1464e-06i,-0.00037723-0.00065829i,-0.0004897-0.00098834i,-0.00040225-0.0003294i,-5.3997e-05-0.00010178i,-0.0002243-0.00047312i,-0.0001948+0.00051099i,-0.00018566+0.00098556i,-0.00010798+0.000474i,-0.00015423-0.00058889i,-0.00014925-0.0011383i,0.00010833-0.00063576i
-0.00062616-0.00059276i,-5.9491e-05-0.00024614i,0.00022677-0.00094097i,0.00028249-0.0011538i,0.00028318-0.00018678i,0.00057405+0.00049086i,0.00077761+0.00051876i,0.00045684+0.0003897i,0.00036659-2.9654e-05i,0.00010578-8.6453e-05i,-0.00046671+0.00057904i,-0.00060216+0.00099214i,-0.00028725+0.00016898i,0.00035229-0.00040511i,-0.00028164+0.00014254i,-0.00048275+0.00045572i,7.4891e-05+0.00090487i,-0.00013275+0.00081722i,-0.00039537-0.00035028i,0.00012832-0.0011518i,0.00051068-0.0012354i,0.0003451-0.0010208i,9.8111e-05-0.00064771i
-0.0012535-0.0032926i,-0.0012361-0.004068i,-0.0024028-0.0032114i,-0.0023619-0.0020218i,-0.0017417-0.001981i,-0.0018511-0.00055378i,-0.0015482+0.00040623i,-0.0009533-0.00027062i,-0.00028569-0.00070359i,-0.00022736-0.0011111i,-0.00020576-0.00057495i,0.00011465+0.0012285i,0.00022532+0.00091347i,5.2827e-05+0.00027746i,-0.0001171+0.00033631i,-0.0007123-0.00033049i,-0.00079649-0.0011096i,0.00010006-0.0013177i,0.0011762-0.00036891i,0.00135+0.00085977i,0.00026987+0.00073508i,-0.00026114-0.00012225i,-0.00023947-0.00019978i
0.0013602+0.0016595i,0.0025227+0.0016554i,0.0028485+0.00079143i,0.0022698-0.0003375i,0.0014947-0.0012331i,0.00061004-0.001792i,-0.00025564-0.0015963i,-0.00063676-0.0006422i,-0.00061866-0.00011436i,-0.00055057-8.6756e-06i,-0.00031147-0.00017973i,0.00038347-0.00076403i,0.00093672-0.00066953i,0.0013427-0.00076711i,0.0011038-0.0010817i,0.00074004-0.00094374i,0.0003407-0.00052354i,-0.00015154+0.00012095i,-0.00042505+8.7208e-05i,-0.00078098-0.00044496i,-0.00095621-0.00041574i,-0.0012482+0.00024308i,-0.00068722+0.00052289i
0.0021507+0.0023996i,0.001592+0.0015198i,0.0011484-0.00036664i,-0.00037909-0.0018577i,-0.0006052-0.0013471i,0.00011789-0.00025646i,0.00067233+0.00060833i,0.00090544+0.00070383i,0.00057242+0.00022673i,0.00074257-0.00025319i,0.00014417-0.00014383i,-0.00071953+0.00013138i,-0.00041677-2.7639e-05i,-0.00047338-0.00034609i,-0.00037477-0.00012821i,-2.9964e-05+0.00052818i,2.1751e-05-0.00010777i,0.00027667-0.00038047i,-0.00040643+8.7526e-06i,-0.00054171-0.00015977i,-0.00042172-0.00016268i,-0.00021505-0.00026427i,0.00010422-0.0001985i
-0.0038263-0.00012163i,-0.0053185-0.00018246i,-0.0051782+0.00087709i,-0.0033428+0.001828i,-0.0028139+0.00059749i,-0.0016201-0.00034446i,-0.00039188-3.0969e-05i,-0.00044541-0.00044098i,-0.00072949-0.00011949i,-0.00088633+0.0010285i,-0.00067467+0.00068049i,0.00025307-0.00027916i,0.00095977-0.00045133i,0.00056002-0.00062661i,0.00096672-0.00071542i,0.00099035-4.9811e-05i,8.4882e-05+0.00010307i,-4.896e-05-0.00028856i,0.00045643-0.00015764i,0.00040641-9.3413e-05i,0.00021345+0.00030648i,-0.00010036+0.00049967i,-0.00041882+0.00052616i
0.0014996-0.0023682i,0.0014259-0.0036221i,0.0016204-0.0048246i,0.00089107-0.004248i,-0.00056002-0.0027663i,-0.0017956-0.0014179i,-0.0012949-6.0602e-05i,8.9391e-05+0.00087317i,0.0010035+0.00010268i,0.0011529-0.00072042i,0.00081701-0.00040157i,0.00011334-0.00037433i,-0.00012884-0.00097681i,0.00030198-0.00080386i,0.00014754-0.00021892i,-0.00054718-0.00024886i,-0.00052399-0.00030796i,0.00073296-0.00076225i,0.00060394-0.0010253i,-0.00051673-0.00055772i,-0.0003751-0.00016244i,-0.00050855-0.0004441i,-0.0010186-0.00042616i
0.00050415-0.00023421i,0.0016258+0.00019713i,0.00071872+0.00043929i,-0.00038117-3.6006e-05i,-0.00013329-0.0012036i,0.00079161-0.0011706i,0.00095401+1.8148e-05i,-8.209e-06+0.00039314i,-0.0003551+0.00012085i,-0.00028973+0.00044922i,0.00070194+0.00062468i,0.0013619+0.00069996i,0.00091295+0.00047861i,0.00041335+0.00018447i,6.7091e-05-8.9444e-05i,0.00044963-1.6985e-05i,5.3331e-05+0.00058197i,-0.00012384+0.00053342i,0.00028125+8.543e-05i,0.0001912+0.00012943i,-0.00036469-0.00056704i,-0.00066635-0.00085586i,-0.0004931-0.00045727i
-0.0011458+0.00052336i,-0.00137+0.0023586i,9.2082e-05+0.0017679i,0.00062293-0.0008597i,-7.8018e-05-0.0023561i,-0.00085873-0.0012699i,-0.00098646+0.00025489i,-0.00086523-0.00049225i,-0.0008276-0.0014218i,-0.00029331-0.001257i,-0.00023658-0.00036426i,5.3974e-05+0.00050373i,0.00067489+0.0012904i,-0.00029505+0.0010991i,-0.00099559+0.00021729i,-0.0003635-0.00030678i,8.789e-05-0.00026295i,-4.3168e-06-0.00020544i,-0.0004162-0.00011184i,-0.00062503-0.00014214i,-0.00019306-0.00070539i,0.00026775-0.00071009i,0.00062106+0.00014798i
0.00039029-0.0012169i,-0.00018369-0.0026374i,-0.00079623-0.0023838i,-0.00075374-0.0019751i,-0.0011044-0.0020248i,-0.0013201-0.00078876i,-0.0010392+1.8656e-05i,-0.00021915+6.1672e-05i,0.00078123+3.7012e-05i,0.00043942-0.00010643i,0.00037555-8.7137e-05i,0.00078358-3.8521e-05i,0.0003036+0.00050017i,-7.4932e-05+0.00058537i,-0.00063754+0.0002128i,-0.0010974-0.00042964i,-0.00028813-0.00077245i,0.00038617-0.00086489i,0.00028549-0.0010758i,-1.1805e-05-0.0006377i,-0.00013545+0.00019289i,-0.00032508+0.00056909i,-9.2827e-05+0.00039071i
0.0013288-0.0026553i,0.0010042-0.0031703i,-0.00015091-0.0029574i,-0.00047569-0.0025733i,-0.00035122-0.002137i,-0.00065806-0.0007992i,-0.00028176-0.00059017i,0.00012937-0.00066352i,-4.5307e-05+3.058e-05i,0.00025476+0.0010012i,9.1287e-05+0.00091961i,-0.00045354+0.00063973i,-0.00035321+0.00064689i,-0.00018858+0.00055093i,0.00012566+0.00035305i,0.00046218-0.00010687i,0.00019729-0.00057728i,0.00019719-0.00056309i,0.00027063-0.000807i,0.00062367-0.00098665i,0.00044102-0.0008411i,0.00023092-0.00057043i,-5.6478e-05-0.00016566i
-0.00107-0.00095137i,-0.00082304-0.00042966i,-0.0017882-0.00079645i,-0.0021328-0.0015318i,-0.0015096-0.0016537i,-0.0012673-0.0013656i,-0.00051991-0.00021172i,9.9472e-05+0.00068952i,0.00033427+0.00046242i,0.00073798+0.00059663i,-0.00019328+0.00085294i,-0.00070271+0.00024337i,-0.00025002-0.00015246i,-0.00058576-2.4817e-05i,-0.00072419-0.00040668i,-0.00082122-0.00029774i,-0.00011571+0.00028431i,0.00053681+6.3451e-05i,1.1316e-05-0.00052866i,-0.00065863-0.0011428i,-0.00042611-0.00098639i,-0.00027703-0.00016231i,-0.00057483-2.2047e-05i
-0.0024403+0.00094145i,-0.0017126+0.0010708i,-0.0013055+0.00070452i,-0.00046122-0.0005899i,0.00058065-0.0013337i,0.00051143-0.0015095i,0.00024352-0.0010487i,-0.00013621-0.00044646i,-0.00056687+0.000122i,3.8695e-05+0.00072002i,0.00030347+0.00033452i,-0.00021464+2.1666e-05i,0.00030108-0.00010452i,0.0010202-0.0011638i,0.0010897-0.001124i,0.00080996-0.00052453i,0.0009027-0.00016224i,0.00080703+0.00030014i,0.00076656-0.00014569i,0.00066443-0.00064757i,-0.0003285-0.0001064i,-0.00052878+0.00036427i,0.00061163-0.00012581i
0.0010525-0.00034006i,0.00060948-0.0010979i,-0.0016599-0.0007851i,-0.0024992-0.0005373i,-0.0015574-0.00098432i,0.00051357-0.00081605i,0.0018209-0.00087065i,0.001212-0.0012454i,0.00020013-0.00091266i,7.8205e-05-0.00042243i,0.0001378-6.0839e-05i,3.3794e-06+2.079e-05i,0.00031175+9.6953e-05i,0.0005801+7.4503e-05i,0.00061974+8.9182e-05i,-0.00013179+0.00039136i,-0.00041366+0.00025582i,0.00038633+0.00053398i,0.00049125+8.596e-05i,-0.0003653-0.00069698i,-0.0006108-0.00085287i,-3.7094e-05-0.00055757i,0.00019682+0.00027986i
-0.00040071+0.0019122i,0.00056984+0.0023256i,0.0022167+0.00064662i,0.0023751-0.0014159i,0.00098499-0.0017598i,0.00011643-0.0011959i,-0.00055269-0.00059893i,-0.00070431-0.0003919i,-0.00016514+7.9008e-05i,0.00049027+0.00018885i,0.00068765+0.00012702i,0.00073302-0.00063443i,0.0011602-0.00073067i,0.00097422-0.00038342i,0.00010373-0.00082732i,0.0001259-0.00084887i,0.00029504-0.00022913i,-3.4075e-05-0.00027479i,-0.00026998-0.00065544i,-0.00050285-0.0003512i,-0.0003889+0.00017396i,-0.00034253+0.00017417i,-0.00070889+0.00024301i
-0.00082327-0.0015393i,-0.0013817-0.0019957i,-0.0017107-0.0019899i,-0.0018102-0.0015997i,-0.0016448-0.0010289i,-0.00082056-0.00012782i,-0.00025241+0.00070702i,-0.00042383+0.00039538i,-0.00019162+0.00041718i,-0.00018578+0.00096918i,-0.00021009-2.565e-06i,0.00029444+0.00023685i,0.00072168+0.00044159i,0.00011881-0.00035369i,-0.00021117-0.00049099i,0.00085773-0.00080595i,0.0015072-0.0010935i,0.00060018-0.00094955i,-0.00013361-0.00015093i,0.00022359+0.00014902i,0.00020817+0.00033275i,-0.00028288+0.00072512i,0.0002627+0.00067318i
0.0023384-0.00062735i,0.0017357+0.00084291i,0.00049535+0.00046078i,-0.00011368-0.0010411i,-0.00034685-0.0021809i,-0.0011406-0.0021017i,-0.0010791-0.00079759i,-0.00037987-0.0002743i,-0.00048303-0.00067218i,-0.00055174-0.0011244i,-0.00030226-0.00058133i,7.264e-05+8.3614e-05i,0.0002697-0.00023362i,-0.00047273+3.9299e-05i,-0.00058422+1.5776e-05i,0.00016187-0.00014676i,0.00046521-7.7067e-05i,0.0004674-3.1031e-05i,7.2235e-05+0.00025766i,6.8521e-05+0.00026821i,0.00032247+5.4254e-06i,1.517e-05-0.00038029i,0.00046173-0.00012258i
9.3985e-05-0.00063628i,-6.1926e-05-0.0020547i,-0.00059552-0.0024423i,-0.00061041-0.0023027i,-2.7433e-05-0.0015739i,-0.00021671-0.0010604i,1.4478e-05-0.00071362i,0.00033762+8.0904e-05i,-6.593e-05+0.00031215i,-0.00040099+0.00048202i,-8.4113e-05+0.0011069i,6.4598e-05+0.00096298i,-6.3172e-05+0.00034805i,0.00047217-0.00036897i,0.0010623-0.00058452i,0.0010499-0.00012168i,0.00017769+2.6343e-05i,0.00038004-7.7976e-05i,0.0011121-0.00026837i,0.0004794-0.00042826i,-0.00015096-5.3958e-05i,-0.00035399+0.00025527i,-0.00018781-0.00040806i
-0.0017903+0.000963i,-0.0012237+0.00063061i,-0.00074651+0.00064343i,4.6547e-05+0.00050873i,0.00069943+0.00030211i,0.0004697-0.00022899i,7.8147e-05-0.00085015i,-0.00029725-0.0011638i,6.3509e-06-0.00072414i,0.00043547-8.2754e-05i,0.00051971-8.4035e-05i,0.00088407-0.00027461i,0.0010947-0.00091077i,0.00039146-0.0015659i,0.00013932-0.0016148i,1.0363e-05-0.0013675i,-0.00060162-0.00083526i,-0.00071049-0.00068486i,-0.00030199-0.00088618i,5.4989e-05-0.0014651i,0.00031167-0.0011622i,-0.00011848+0.00018943i,-0.00074852+0.00069874i
0.00068249-0.0036258i,0.00043409-0.0025624i,-0.0004167-0.0026718i,-0.0010898-0.002824i,-0.002318-0.0021963i,-0.002432-0.00084405i,-0.0013239+0.00033096i,-0.00046091+0.00043841i,8.6072e-05+3.7166e-05i,-8.3103e-05-0.00012976i,0.00027034+0.00026818i,0.0010652+0.00066107i,0.00077425+0.00062965i,8.4739e-06-0.00029934i,0.00015649-8.0233e-05i,0.00062822+0.00069425i,0.00014141+0.00081373i,6.448e-05+0.00045454i,0.00019883-0.00051813i,0.00016727-0.00079232i,0.00020542-0.00022691i,-0.00023605+0.00025545i,-0.00026068-0.00024825i
6.3712e-05-0.0035795i,-0.00066848-0.0041696i,-0.00098504-0.0036765i,-0.00050373-0.0028166i,2.5534e-06-0.0025044i,-0.00037851-0.0018531i,-0.0003962-0.00076061i,-0.00013133-0.00021024i,0.00010439-0.00048434i,0.00037117-0.0004984i,-0.00016209+0.00010805i,-0.00050116-0.00017496i,0.00036474-0.00032478i,0.00059211+0.00048247i,0.00052577+0.00097484i,0.00048461+0.00054779i,0.00015245+2.6247e-05i,0.00059218+0.0003956i,0.00042271-6.3633e-05i,-0.00042262-0.00099734i,8.6328e-05-0.00024645i,0.00062565+0.00091132i,0.00017356+0.00021484i
0.0015567+0.00064343i,0.0016717-0.00031817i,0.00081369-0.0004095i,0.00021542+0.00027835i,0.00020217-0.00023265i,-0.00013577-0.00062778i,-0.00041757-0.00018852i,-0.00087734+0.00019375i,-0.00065141+0.00066437i,5.0551e-05+0.00079177i,0.00033168-4.6603e-06i,0.00056473-0.00047342i,0.00022132-0.0002929i,-1.8862e-05-0.00026914i,0.00043227+0.00012708i,0.00049993+0.00060816i,0.00043127+0.00014359i,0.00042238-0.0003347i,-0.00061727-7.0699e-05i,-0.00067292+2.3633e-05i,0.00015256-3.9868e-05i,0.00041342-0.00059917i,0.00048842-0.00088624i
-0.001523+0.00099922i,-2.504e-05+0.0011709i,0.001013+0.0017769i,0.0014735+0.0010903i,0.0011306-0.00032003i,0.00010416-0.00045007i,0.0001288-0.00080313i,0.00022416-0.00082094i,-0.0010006+4.5598e-05i,-0.00094174-7.9902e-05i,0.00022031-0.00033904i,0.00051572-0.0014751i,7.3822e-05-0.0012701i,-3.2063e-05-0.00018843i,0.00023294-0.00084676i,0.00076777-0.0011398i,0.00064651-6.4533e-05i,-0.00068173+0.00025993i,-0.0012682-0.00026002i,-0.00092957-0.00012442i,-0.00033213-0.00014548i,0.00020813-0.00014417i,0.00056436+0.00021316i
-0.0011567-0.00098715i,-0.00052049-0.0017375i,0.00024079-0.0025538i,-0.0011149-0.0032268i,-0.0026035-0.0022469i,-0.0023356-8.2067e-05i,-0.00072669+0.00099597i,-3.5723e-05+0.00041673i,0.00025839-0.00063193i,0.00051735-0.0006715i,0.00057859+0.00027946i,-0.00010721+0.00049953i,-0.00082581+0.0002505i,-0.00028284+0.00072384i,0.00050745+0.0007681i,0.00054893+2.5136e-05i,0.00050343-0.00013282i,0.00053765-0.00016214i,0.00052996-0.00076333i,0.00059016-0.00061348i,0.00010011-2.3785e-05i,-0.00032287-0.00036717i,9.4926e-05-0.00037909i
-0.0019398-0.0014i,-0.001353-0.0013283i,-0.00071953-0.00076422i,-0.00028492-0.00042231i,0.00022314-0.0009168i,0.00023267-0.0011686i,-0.00046874-0.00081574i,-0.00069066-0.00063187i,6.3539e-06-0.00035216i,0.00018345-6.0653e-05i,0.00084586+0.00010765i,0.0010289-0.00058373i,-0.00014739-0.0011941i,-0.00035945-0.0014707i,0.00038013-0.0015255i,0.00013511-0.00069733i,1.3818e-05+0.0003084i,0.00022002+0.00045531i,-0.00052024+3.7675e-06i,-0.0012864+9.9922e-05i,-0.00079193-0.0001253i,-0.00017778-0.00074409i,0.00018773-0.00089512i
0.0015029+0.0013714i,0.0012343+0.0024843i,0.0015801+0.0031026i,0.001525+0.0019932i,0.0008497-5.1139e-05i,0.00075807-0.00062892i,0.0006998-0.00052503i,-0.00023645-0.00037307i,-0.00093987-0.00029719i,-0.00049071+0.00031927i,0.00052827+0.00081529i,0.0010949+0.00072828i,0.0010172+0.00046157i,0.00074242-0.00013285i,0.0013455-0.0010698i,0.0015737-0.0012044i,0.00075296-0.00045019i,0.00037401-2.9646e-06i,5.2841e-05+0.00018331i,-0.00076651+0.00043842i,-0.00079894+0.00019289i,3.3844e-05+0.00024255i,0.00073908+0.0002831i
