-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
0.00036717+0.00047059i,0.0013731-0.00012004i,0.0018335-0.00053202i,0.0010518-0.0016761i,-0.00021285-0.0021574i,0.00054956-0.00078641i,0.0010267+0.00039846i,-6.8248e-05+0.00086885i,-0.0014938+0.00066062i,-0.0014476+9.3485e-06i,-0.00045542-0.00043512i,-0.00056999-0.00070515i,-0.00086885-0.00076729i,-0.0005369-1.0476e-05i,-2.9943e-05+0.00036984i,0.00047581+0.00032896i,0.00021645+0.00023859i,-0.00021803+0.00019751i,-0.00015284+0.00059398i,-0.00033594+0.00052452i,-0.00027083+0.00024651i,-0.00011452+0.00030395i,0.00025375+1.9688e-05i
0.00093445+0.00080965i,0.0027292-0.001288i,0.0036888-0.0022809i,0.0019451-0.0030709i,-0.00022569-0.0027967i,-0.00053333-0.0020949i,-0.00043727-0.0012107i,-0.00093201+0.00023195i,-0.00045913+0.00040695i,0.00021641-9.4174e-05i,-8.2144e-05-0.00028203i,-0.00071745-0.0006715i,-0.00089799-0.00051062i,-2.4236e-05-0.00015315i,0.00029579+0.00073725i,0.00026994+0.0012461i,0.00026441+0.0001911i,-0.00010879-0.00064966i,-0.00093962-0.00050773i,-0.0010176+0.00040234i,-0.00016894+0.00066079i,0.00019634+6.066e-05i,-2.9207e-06+1.3833e-05i
0.00081464+0.0006837i,0.00054577+0.00048479i,0.00066092-0.00082246i,4.6256e-06-0.0022412i,-0.0010797-0.0027074i,-0.0022512-0.0018464i,-0.0019997-0.0002409i,-0.00024025+0.00042472i,0.00041931+8.7833e-05i,-0.00066728-0.00036467i,-0.0015359-9.8082e-05i,-0.0015441+0.0002535i,-0.0010341+0.00060094i,-0.00040544+0.00091007i,0.00034531+0.00061358i,0.00099463+0.00062742i,0.00029652+0.00084541i,-9.2406e-05+0.00019034i,8.2187e-05-0.00018615i,-0.00016991+0.00032446i,-0.00017021-6.3635e-05i,-6.2534e-05-0.00027983i,0.0004302-0.00015552i
0.000882+0.00034153i,0.0026993-0.00065156i,0.0042979-0.0013181i,0.0035007-0.002331i,0.0019327-0.0030633i,-0.00033987-0.0015009i,-0.0012697+0.00048056i,-0.00075942-4.3364e-05i,-0.00066353-0.00099747i,-5.5218e-05-0.00074691i,0.0003837+0.00020744i,-0.00023128+0.00077428i,-0.00017135+0.00076141i,-0.00028542+0.00026766i,-0.0010067+5.8603e-05i,-0.00049506+0.0003222i,0.00026944+0.00016033i,0.00031042+0.00022076i,0.00015547+0.0009995i,0.00034729+0.0018977i,-0.00028948+0.0019211i,-0.00065028+0.001276i,0.00031087+0.00048513i
-0.00027886+0.00018396i,0.00024014+0.00041525i,0.00035139+0.00019016i,0.00026059+0.00033458i,-0.00057272+0.00038977i,-0.00069318-0.00062865i,0.00034029-0.001234i,0.00029446-0.00093075i,0.00015522-0.00015003i,0.00043264+0.00068227i,-5.2628e-05-3.2445e-05i,-0.00024864-0.00030986i,-1.7686e-06+0.00046809i,-0.00033123+0.00043638i,-0.00097655+0.00017177i,-0.0014678+9.1848e-05i,-0.0011781+0.00027369i,-0.00059213+0.0010792i,-0.00054652+0.00093465i,-0.0012159+0.00056882i,-0.00061235+0.00051289i,-9.9602e-05+4.8463e-05i,0.00011836+0.00024844i
-0.00051083-0.00029419i,-0.00061896-0.0010546i,-0.0010972-0.0016703i,-0.0023887-0.002459i,-0.0026365-0.0020538i,-0.0014925-0.00106i,-0.00053198-0.0010443i,-0.000261-0.0015553i,-0.001203-0.0014888i,-0.0011572-0.00022108i,-0.00020307+0.00042335i,-0.00033339+0.00029488i,-0.00061999-2.7597e-05i,-0.00028659-0.00024318i,0.00065719-0.00030109i,0.00095895+3.404e-05i,0.00048424+0.00073399i,0.00023633+0.0014826i,0.00026833+0.0012438i,0.00022667+0.00062545i,-0.00012714+7.7504e-05i,-0.00045207+0.00035558i,-0.00093391+0.00063055i
0.00053922-0.00020756i,0.00092164-1.7144e-05i,0.0011007-0.00076719i,0.00017975-0.0010378i,-0.0015628-0.0002162i,-0.0010811+0.00086842i,-5.2824e-05+0.0013048i,-0.00034046+0.0011229i,-0.0016198-0.00035043i,-0.0018037-0.00072916i,-0.0010414+0.00038851i,-0.00091423+0.0014702i,2.126e-06+0.0011776i,0.00044835+3.8921e-05i,0.00017988+0.00045889i,0.00040435+0.00073454i,4.2501e-05+0.00014932i,-0.00030409-0.00026133i,-0.00045956+9.847e-05i,-0.00051034+0.00015426i,-8.618e-05-0.00015998i,0.0002003-0.00033087i,0.00050674-0.0004924i
0.0016133+0.00041174i,0.0023696-0.0011468i,0.0028901-0.0012554i,0.0023308-0.0012219i,0.00050865-0.0016095i,-0.0017012-0.0013485i,-0.0020456-0.00070293i,-0.00039752-0.00045063i,0.00019846-0.00048395i,-0.00013156-0.00058989i,-0.00041494-0.0002022i,-0.00053666+0.00040407i,-0.00021892+0.00085233i,-0.00025267+0.0010568i,0.00043868+0.00058639i,0.00032577+0.0010351i,-0.00021952+0.0011866i,-2.4491e-05+0.00094159i,-0.00052045+0.00050945i,-0.0010378+0.00038372i,-0.0010275+0.000106i,-0.00092301-0.00068933i,-0.00026051-0.00035639i
0.00087552+0.0010669i,0.002372-7.5562e-05i,0.0033837-0.0025945i,0.0023225-0.0038686i,0.00024382-0.0033055i,-0.00044759-0.0018311i,0.00016326-0.00057247i,0.00010051-0.00099573i,-0.00096095-0.0011228i,-0.0012801+0.00011341i,-0.00036942+0.00089844i,-0.00058069+0.0009266i,-0.00040998+0.00033003i,0.00057559+0.00036359i,0.0007235+0.00027818i,0.00034222-0.00025519i,-4.9155e-05+0.00028382i,-1.89e-05+0.00061535i,0.00080705-4.1811e-05i,0.00029601-0.00029826i,-0.00071706-0.00012502i,-0.0011293+0.00033921i,-0.00061435+0.00076797i
1.8143e-05+0.0013535i,-0.00048183+0.00055768i,-0.0014491+3.5601e-05i,-0.002405-0.0019857i,-0.0022664-0.0027919i,-0.0015145-0.0017008i,-0.00088131-0.00080061i,-0.00037726-0.00072187i,0.00026181-0.00060845i,0.00045034-0.00023581i,-0.00012569-0.00023554i,-0.00018913-0.00039167i,3.7625e-05-0.00019928i,-0.00042884+0.00019489i,-0.00051708+0.00065389i,0.00035993+0.0006059i,0.0010963+0.0002208i,0.00097383+0.00024847i,0.00014575+0.0002041i,-0.00037375+7.81e-05i,-0.00030046+0.00036778i,-0.00038205+0.00021947i,-0.00060844-0.00075682i
-0.00061555-0.0013059i,0.00029972-0.0013976i,-0.0010208-0.0023225i,-0.0022415-0.0025995i,-0.0023902-0.001994i,-0.0014455-0.00077851i,-0.00072156-9.9789e-05i,-0.00085088-8.2731e-05i,-0.0010414-0.00076562i,-0.00088111-0.00086369i,-0.0003144-0.00042626i,0.00013787-0.00011111i,0.00027356-8.5103e-05i,0.00031693+0.00010804i,9.5301e-05+0.00058086i,0.00019555+0.0011013i,0.00030372+0.0014553i,-0.00037079+0.0007168i,-0.00044828-0.00012285i,-0.00020629-0.00018785i,0.00014675-0.00012141i,0.00022611+0.00054889i,0.00017722+0.0010204i
0.0014158-4.9438e-05i,0.00099724-0.00037206i,0.0007559-0.0017551i,0.00016184-0.0027958i,-0.0008177-0.002371i,-0.0012828-0.00085999i,-0.0014206+0.00023089i,-0.00098949+0.00025676i,0.00010584-9.0262e-05i,-0.00036787-0.00026156i,-0.00058415-0.00046979i,0.00038266-0.00059658i,-0.00024342-0.00053449i,-0.00036283-0.00028636i,0.00072562+0.00036287i,0.0011606+0.00027054i,0.00047891-0.00016462i,-9.1141e-05+0.0003034i,0.00012806+0.0010564i,0.00018884+0.0015044i,-0.00017855+0.0010482i,-0.00021489+0.0008246i,0.00012948+0.00084136i
-0.00023081+0.0010488i,0.00065254+0.0015298i,0.0013297+0.00088293i,0.0010105-0.00089404i,-0.00038541-0.0016273i,-0.00051038-0.00097302i,-0.0005537-0.00057804i,-0.00094189-0.00058466i,-0.0013082-0.00043289i,-0.0012645-0.00053498i,-0.00099093-0.00073259i,-0.00021278-0.00019779i,0.00068108+0.00047566i,0.00046738-8.3332e-05i,0.00028305+0.00010576i,0.0006944+0.0005295i,0.0010955+0.00025769i,0.00020346+0.00013987i,-0.00010322+0.00027176i,0.00034775+0.00028269i,0.00092094+0.00032545i,0.000567+0.00067216i,0.00033279+0.00062528i
0.0017589+0.00026467i,0.0027341-0.0011288i,0.0025281-0.001811i,0.0005078-0.0024242i,-0.0013333-0.0024714i,-0.0010669-0.0014243i,-0.00049108-0.00058007i,-0.00033456-0.0003002i,-0.00040082-0.00074228i,-0.00076698-0.0005382i,-0.00062044-0.00020766i,-0.00022865-0.00024021i,-0.00037056+0.0008979i,-0.00056804+0.0014145i,-0.00038741+0.0012009i,0.00039575+0.00098333i,0.00049465+0.00076571i,-0.00017136+0.0010177i,-0.00040218+0.00087992i,-0.00049227+0.0004486i,-0.00029727+0.00050428i,0.00021555+0.00072555i,0.00063991+0.00019396i
0.00048221+0.00065576i,0.0018254+0.0011838i,0.0023047+0.00097334i,0.0010132-0.00011489i,-0.0005956-0.00080506i,-0.001018-0.00029792i,-0.0010562-0.00024812i,-0.00084507-0.0011109i,-0.00089416-0.0012739i,-0.00048594-0.00092193i,-0.00053148-0.00019961i,-0.00077702+0.00030728i,-0.00017149+0.00015554i,-6.4842e-05+6.7187e-05i,-0.00056715+0.00012215i,0.00015966-0.0002465i,0.00099768-6.9004e-05i,0.00052126-8.5714e-05i,-5.4324e-05-0.00021086i,-0.00071672-0.00031125i,-0.0008423-0.00040557i,-0.00019257-0.00051246i,6.7208e-05-0.0004418i
-0.00096667-0.0010829i,-0.00034438-0.00092239i,-0.0010241-0.00039686i,-0.0027961-0.0012695i,-0.0029618-0.00064498i,-0.0013883+0.00092171i,0.00023588+0.00096058i,0.00062854-4.3329e-05i,-0.00025806-0.00099438i,-0.00094328-0.00029426i,-0.00036325+0.00082223i,-0.00018638+0.0010021i,-0.00011858+0.00038851i,5.7371e-05+0.00026434i,0.00018077+0.00066321i,-4.759e-05+0.00029967i,-0.00041927-0.00024045i,-0.00020199+0.00013409i,-0.00021838+0.00051842i,-0.001034+0.00022273i,-0.0011365+0.00069661i,0.00015507+0.00080739i,0.00032113-3.9769e-05i
8.7248e-05+0.0011655i,0.00076183+0.0010294i,-1.1581e-05+0.00017337i,-0.0013128-0.00084568i,-0.0014007-0.0006305i,-0.00012636-0.00037377i,0.00022521-0.00042559i,-0.00081123-0.00053609i,-0.0016839-0.00016171i,-0.0011547+0.00019866i,-0.00045227+0.00036558i,-8.4035e-05+0.00087734i,-0.00043778+0.00083021i,-0.001109+0.00039657i,-0.00073452+0.00033895i,0.00043564+0.00011282i,0.0005465+0.00036432i,-7.2802e-05+0.00011892i,-0.00011759-0.00084014i,-6.8348e-05-0.00074853i,-0.00054045-0.00046171i,-0.00065428-0.00025432i,-0.00056413+6.9055e-05i
-0.0010735-0.00024763i,-8.5718e-05+0.00054705i,-0.00011118+0.00063592i,-0.00093197+4.587e-05i,-0.0014739-0.00025966i,-0.00056151+0.00011839i,-0.00060089-5.8588e-06i,-0.00064475-0.0004747i,0.00038546-0.00012677i,0.00054805+0.00018654i,3.8228e-05-0.00060748i,-0.00053595-0.00069478i,-0.0007548+2.5438e-05i,-0.00070897+0.00019296i,-0.00047835+0.00073279i,-0.00018237+0.00078094i,-0.00012909+8.6822e-05i,-0.00026502+0.00038351i,-0.00010715+0.00051713i,0.00036772-5.3947e-05i,0.00038836+0.00034653i,-0.00015401+0.00072809i,-0.00050533+8.201e-05i
0.0019754+0.00050236i,0.0023618-0.0006204i,0.0027559-0.0019504i,0.0021123-0.0040645i,0.00074424-0.0037306i,-0.0011052-0.0017577i,-0.0027575-0.0003999i,-0.0025722-0.00052899i,-0.0018808-0.00053442i,-0.0016461-0.00046535i,-0.00076825-0.00055309i,-0.00073358-0.00018919i,-0.00031157-3.813e-05i,0.00044339+0.00086728i,0.00070247+0.001468i,0.0017812+0.00036118i,0.0020574+0.00019215i,0.00052605+0.00087812i,-0.0002536+0.00038311i,-0.00035822+2.0126e-05i,-0.0004037+0.0002141i,-6.5451e-05+0.00040346i,0.00016512+0.00065779i
-0.0002495+0.00073568i,0.0013813+0.00064434i,0.0018002+0.00018867i,0.0017298-0.0014939i,-1.8675e-05-0.0012807i,-0.0016845+0.00034362i,-0.0015008+0.00077658i,-0.00069723+0.00024115i,-0.0007319-0.00036355i,-0.0008842-7.7375e-05i,-0.00011161+6.8723e-05i,0.00040498+0.00032476i,0.00049265+0.00056556i,-4.6503e-05+0.0002802i,0.00068675+0.00087417i,0.001363+0.0012963i,0.00077149+7.6363e-05i,0.00058651-0.00036701i,0.00051586+0.000266i,-4.6681e-05+0.0003772i,-0.00068041+4.5626e-06i,-0.00089344-0.00037551i,-0.00092304-2.619e-05i
-0.0010696-0.00064107i,-0.00033586-0.0004554i,0.00044671-0.0012454i,-0.0016824-0.0023983i,-0.0036042-0.0024217i,-0.0027161-0.0010503i,-0.00074574-0.00013568i,-0.00022138-6.9112e-05i,-0.00080212-0.00020132i,-0.0010734-0.00018314i,-0.00070894-0.00019716i,0.00014114-0.00027569i,0.00038277+0.00021246i,-0.00042424+0.0008185i,-0.00087536+0.00081125i,-0.00039213+0.00072382i,0.00036916+0.0003433i,0.0008582-0.00041425i,0.00073246-0.00072046i,0.00051295-0.00078193i,-6.0759e-06-0.00086662i,-0.0002572-0.00023747i,-0.00030512+0.00087407i
-0.00041764-0.0013051i,-0.00027856-0.0019413i,-0.00081171-0.0033272i,-0.0014772-0.0033314i,-0.0016447-0.0023383i,-0.0008636-0.0012462i,-0.00025456-0.0002895i,-0.00050802-0.00031202i,-0.00087678-0.0007857i,-0.00085141-0.00014456i,-0.00044782+7.8679e-05i,0.00017284+0.00020612i,0.00049428+0.00072631i,0.00063568+0.0011301i,-0.00015205+0.0010063i,-0.00075501-8.733e-05i,-0.00057789-0.00072686i,-0.00071709-0.0006462i,-0.00059435-0.00062751i,-0.00034863-0.00031728i,-8.6426e-05+1.9705e-06i,7.6109e-05+3.0647e-06i,-0.00041127-5.7833e-05i
0.00013396-0.00044698i,0.0013175-0.00036317i,0.0010721-0.00055326i,0.00047432-0.0023443i,-0.00083082-0.0022553i,-0.0014986-0.0011339i,-0.001358-0.00090236i,-0.0015769-0.001262i,-0.0022376-0.0015479i,-0.0021882-0.00040749i,-0.0010356+3.2904e-05i,-0.00076822-8.7087e-05i,-0.00067965-0.00035605i,-0.00049553-0.00026673i,0.00028454+0.00025606i,0.00040014+0.00052146i,-0.00027178+0.00039716i,-0.00026077-0.0001898i,-0.00045836+0.00012904i,-0.00049575+0.00034043i,-0.00050956+0.00046901i,-0.0012774+0.00093865i,-0.00069599+0.0011698i
-0.00071131-0.00057425i,0.0004302-0.00014185i,0.0013191-0.0012084i,0.001198-0.0021338i,5.1815e-05-0.0015313i,-0.00033382+5.8333e-05i,-0.00040376+0.00052376i,-0.00032327+0.00023415i,-0.00029348+9.6916e-05i,-0.00015755-0.00010981i,-0.00036284-0.00083463i,-0.00014762-0.00078173i,0.00038071+0.00037695i,0.001031+0.0011873i,0.0010482+0.00097603i,0.00024114+0.00059513i,0.000443+0.00059625i,0.0010317+0.0002096i,0.00090216-0.00030299i,0.00057514+0.00019882i,0.00032652-9.2995e-05i,0.00012771-0.00052246i,-0.00015316-0.000263i
0.00039225-7.4539e-05i,0.0007698-0.0014542i,0.00044491-0.002196i,0.00023036-0.003119i,0.00026761-0.0022376i,-0.00069105-0.00083052i,-0.0010215-0.00046213i,-0.00052411-0.0009917i,-0.00077044-0.0011263i,-0.0014751-0.00098946i,-0.00071062-0.00080942i,0.00012812-0.00012048i,-0.00012277+0.00042781i,-0.0006987+8.3433e-05i,-0.00014376-0.00035093i,0.0008874+0.00066043i,0.00047215+0.0014682i,-0.00018468+0.0009152i,-0.00061413+0.00033976i,-5.6948e-05+3.7618e-05i,0.00090846-4.8166e-05i,0.00046187-0.00025537i,-0.00034268+0.00054557i
0.00052651+0.00022156i,2.5115e-06-0.0001082i,0.00015238-0.0016352i,-0.0011421-0.0027584i,-0.0029197-0.0030361i,-0.0033195-0.0016927i,-0.0023589-0.00031622i,-0.0007834-0.00038855i,-0.0004165-0.00093017i,-0.0017424-0.0004555i,-0.0015767+0.00032584i,-8.8277e-05+0.0010621i,-8.1237e-05+0.001485i,0.00022232+0.0010206i,0.00030753+0.00082775i,0.000328+0.00081387i,0.00044814+0.00017771i,0.0010022-0.00033993i,0.00036157-1.9767e-05i,-0.00052268+0.00021085i,-0.0001726+0.00044047i,0.00017851+0.00022577i,0.00075978+7.8341e-05i
0.0012066-0.0023323i,0.0017956-0.0018213i,0.0015122-0.0023624i,-0.0011387-0.0031489i,-0.0030288-0.0021268i,-0.0028227-0.00043321i,-0.0011262+0.00066318i,-0.00060117+0.00012665i,-0.0011716-0.00071985i,-0.00067308-0.00045096i,0.00033009+0.00021084i,0.00010533+0.00086959i,-0.00019278+0.0010471i,0.00011821+0.00037731i,-0.00013521+0.00079706i,-0.00046457+0.00070095i,-0.0003696+0.00063397i,8.7812e-05+0.00072936i,0.0004163+4.0112e-06i,-0.00010657-0.00012385i,-0.00044-0.00040153i,-0.00039011-0.0001777i,-0.00058407+0.00034429i
-0.0023587-0.00068062i,-0.00039716-0.0006954i,-0.00010908-0.0015379i,-0.0015066-0.0021985i,-0.0021458-0.0019222i,-0.0014095-0.00077102i,-0.00086156-0.00015437i,-0.00063294-0.00055955i,-0.00036957-0.0011949i,-0.00028913-0.0013232i,-0.00054733-0.0010068i,-0.00060904-0.00042161i,-0.00041633+8.7793e-05i,-5.5008e-06+0.00079986i,1.7747e-05+0.00041832i,5.091e-05+0.0007222i,0.00034368+0.0015494i,0.00017184+0.00089214i,0.00028413-3.601e-05i,0.0001199-0.00047641i,-0.000401-0.00084242i,-0.00070395-0.001145i,-0.00060437-0.00069887i
-0.0016003+0.0014235i,-0.001233+0.001478i,-0.0013618+0.00074768i,-0.0017704-0.00059087i,-0.0012914-0.00088695i,-0.00020551-0.00098144i,0.00019122-0.00079134i,-0.00028736-0.00049478i,-0.00082468-0.00081293i,-0.00088286-0.00037999i,-0.00047967-8.2255e-07i,-0.00044181-1.0409e-05i,-0.00089682-0.00012367i,-0.00096173-0.00033392i,0.00015691+0.00010904i,0.0011499+0.00039016i,0.00066309+1.9025e-05i,0.00028132+0.00027884i,-0.00024516+0.0009672i,-0.00021035+0.00044516i,-0.0001848-0.00033585i,-0.00068121-0.00084286i,-0.00015761-0.00040912i
0.00091582+0.0016376i,0.00047504+0.00077085i,0.0011518-0.00034156i,0.0009319-0.0016162i,-0.00087026-0.002014i,-0.0014558-0.00085751i,-0.0013127+0.00044527i,-0.00074171+0.0010501i,-0.00099227+0.00097449i,-0.0015265+5.8656e-05i,-0.00054238-0.00025922i,-0.00049959+0.00037357i,-0.00088733+0.00089091i,-0.00089491+0.0011232i,-0.0011454+0.00077084i,-0.00066388+0.00037524i,0.00096994+0.00038767i,0.0012762+0.00048933i,0.00063942+0.00055624i,2.2051e-05-5.9938e-05i,-0.00041108-0.0008924i,-0.00017507-0.00022633i,0.00012165+0.00033264i
1.7185e-05-0.0015539i,0.0010014-0.0017056i,0.00073805-0.0024431i,-0.00065958-0.0031821i,-0.00131-0.0025964i,-0.00087734-0.0011551i,2.3295e-05-0.00035417i,0.00012634-0.00061745i,-0.0010523-0.00062918i,-0.0014067-0.00045597i,-0.00010928-0.00042542i,-0.00022408+0.00040628i,-0.0010282+0.0011146i,-0.00052503+0.0010971i,0.00015898+0.00093314i,0.00073639+0.00067635i,0.00080924+0.0003565i,0.00041525+3.8434e-05i,-0.00029403+0.00028407i,-0.00068077+0.0006019i,-0.00071034+0.0004492i,-0.00058952-0.00025594i,-0.000352-0.00068546i
0.00068878-0.00024582i,0.0017499-0.0014865i,0.0015828-0.0037603i,-0.00051881-0.0042219i,-0.0018558-0.0032435i,-0.0011363-0.0016025i,-0.00036307+8.4585e-05i,-0.00055594-0.00019138i,-0.0012791-0.0011152i,-0.0013155-0.00061241i,-0.00086084-2.6292e-06i,-0.00040107+0.00032184i,8.2372e-06+0.00061582i,0.00014479+0.00095932i,0.00042661+0.0011916i,0.00054285+0.00084087i,8.0339e-05-2.5379e-05i,-0.00029764-0.00055925i,-0.00016817-1.0789e-05i,-9.9017e-05+0.00063179i,-0.00036064+0.00057617i,-0.00033485+4.2775e-05i,-0.00049486+0.00020299i
0.001789-0.00019505i,0.0020386+0.00034489i,0.0019819-0.0013368i,8.9289e-06-0.0025928i,-0.0022752-0.001938i,-0.0020475-0.00077155i,-0.0002309-0.00022251i,0.00051568-0.00073728i,6.9588e-05-0.00073784i,-0.00049265-0.00086381i,-0.00093197-0.0008242i,-0.00041432-0.00012285i,0.0005355-7.2615e-05i,0.00046345-0.00056619i,0.00087309+0.00011124i,0.0014711+0.00061792i,0.0010313+0.00069404i,0.00079258+0.00097737i,0.00054611+0.0010835i,0.00054561+0.0010422i,0.00043377+0.00059355i,-0.00028699+8.0958e-05i,-0.00083029+0.00023219i
-0.00078088+0.00025888i,-0.00021589-0.0010288i,-3.5245e-05-0.0021296i,-0.0010837-0.0029986i,-0.0015057-0.0023712i,-0.0012236-0.0015584i,-0.00077178-0.0010972i,-0.00076146-0.00055965i,-0.0009598-0.0010264i,-0.00043437-0.00046967i,-9.5135e-05+0.00022426i,-0.00023527+0.00036454i,-0.0001498+0.0002113i,0.00050486+0.00021825i,0.00079569+0.0015804i,0.00096992+0.0021125i,0.00079766+0.0015066i,0.00065059+0.00094829i,0.00027772+0.00061808i,-0.00051308+0.00011187i,-0.00078799-0.00082704i,-0.00081171-0.0012034i,-0.00011189-0.00029621i
-0.0012939-0.00055589i,-0.00056817-0.0010642i,-0.00082192-0.0014871i,-0.0010664-0.002417i,-0.00056842-0.0018871i,-0.00025006-0.00015669i,-0.00031337+0.00010704i,-0.00045548-0.00038081i,-0.0011402-0.00088787i,-0.0016729-0.0011036i,-0.0010467-0.00034612i,-0.00056367+0.00048913i,2.678e-05+0.00032115i,9.716e-05+0.00056171i,0.0002778+0.00084555i,0.00049908+0.00093536i,0.00036074+0.00026928i,0.00070371-0.00039053i,0.00085513+7.1042e-05i,0.00042481+0.00022024i,0.00036335+2.9363e-05i,0.00066608-0.00012158i,0.00040577-0.00013047i
0.00098426-0.00111i,0.00065935-0.00051414i,-0.00085435-0.0014316i,-0.0023401-0.0029117i,-0.0033305-0.0023434i,-0.0019752-0.00020307i,-0.00076972+0.00032739i,-0.00049879-0.0010814i,-0.00054776-0.001611i,-0.00032709-0.00094841i,-0.00046571-0.00026692i,-0.0008227+0.00033491i,-0.00068896+0.00089999i,-0.00039705+0.00094869i,0.00028613+0.00085755i,0.00017036+0.00049511i,-5.9835e-05+0.00025584i,6.0094e-05-0.00035603i,-0.00016482-4.8846e-05i,-0.00047333+0.00059394i,-0.00011944+0.00068806i,0.00023189+0.00025311i,0.00016467-0.00072819i
0.00081932-0.00056809i,0.0018526-0.0014748i,0.0032946-0.0025184i,0.002654-0.0026982i,-0.00022537-0.0024508i,-0.001459-0.00089722i,-0.00067189+0.00086896i,4.7292e-05+0.0001212i,0.00039281-0.0005502i,0.00061125-0.00012016i,0.00034505-0.00038939i,-0.00077916-0.0010735i,-0.00082734-0.000705i,-0.00019968+0.00041189i,0.00015139+0.00059659i,0.00029798-2.225e-05i,0.00029738-3.4919e-05i,0.00010392+9.8951e-05i,-0.00030244-0.00011711i,-0.00034401-0.00015164i,-5.8982e-05-0.00010991i,-0.00041146-0.00021384i,-0.0002861-0.00025388i
0.00046113-0.00072423i,0.0016224-0.00064517i,0.00063255-0.0015769i,-0.00101-0.002072i,-0.0023891-0.0017634i,-0.0014539-0.00054976i,-0.0004989+0.00024231i,-0.00013093-0.00043593i,0.00031938-0.0012464i,-0.00067377-0.0010286i,-0.0011304+0.00047727i,-0.00035768+0.0010047i,2.2005e-05+6.1038e-05i,0.00037169+0.00043236i,0.0010406+0.00084259i,0.0010455-0.00031266i,0.00071558-0.00093684i,0.00068565-0.00056006i,0.00089814-4.1822e-05i,0.001086-1.9671e-06i,0.00077105-0.00012788i,0.00057926+0.00023883i,0.00011275+0.00028691i
0.00061305+2.4534e-05i,-0.00033056-0.0006403i,-0.00015574-0.0013886i,-0.00086476-0.0020523i,-0.001539-0.0024296i,-0.00092-0.0013887i,-0.00029247-0.00081898i,-0.00053706-0.00098896i,-0.00093164-0.0011866i,-0.0003819-0.0017147i,-9.1613e-05-0.00072608i,2.6819e-05+0.00068543i,0.00080281+0.00084956i,0.00064244+0.00072051i,-0.00030184+0.00025578i,-0.00011798-0.00019267i,0.00039873-0.00016075i,0.00015847+0.00076802i,-0.00082632+0.0010907i,-0.0011445+4.8908e-05i,-0.00058225-0.00072548i,0.0002953-0.00084013i,-0.00058553-0.001329i
0.00015721+0.0027201i,0.00095639+0.0018766i,0.00097315+0.00066325i,-0.00056712-0.00026245i,-0.0014433-0.00092217i,-0.00059338-0.0014647i,-0.000861-0.0012397i,-0.00071459-0.00053404i,-0.00032532+0.00045566i,-2.3558e-05+0.00026976i,7.9333e-05-0.0003263i,-0.00037954-0.00064021i,-0.00076064-2.8698e-05i,-0.00067946+0.001109i,-0.0004948+0.00081829i,-0.0004868+0.00030637i,8.4589e-05+0.00028093i,0.000323+0.00012869i,-0.00038308-0.00071143i,-0.00026448-0.00084455i,2.6936e-05-0.00012461i,-0.00027588-0.00036217i,5.4131e-06-0.00047917i
-6.0436e-05-0.0011068i,-0.00032869-0.0010413i,-0.0014485-0.0013381i,-0.002167-0.0019825i,-0.0020781-0.001562i,-0.0019435-2.8402e-05i,-0.0012264+0.00070633i,-4.3606e-05+3.3264e-05i,-0.0006182-0.00041013i,-0.001521-0.00056645i,-0.00095637-0.00043329i,0.00033261+0.00015877i,0.00055289+0.0004838i,-5.2515e-05+0.00067769i,0.00054452+0.00073462i,0.0010401+0.00090458i,0.00086804+0.00063502i,0.00074194+0.00071419i,0.00020393+0.00053228i,-0.00047761-2.8895e-05i,-0.0012406+0.00038581i,-0.00099762+0.0005127i,-0.00047414+0.00019484i
0.00082589-0.00091445i,0.002155-0.00091101i,0.00085447-0.0025237i,-0.0010477-0.0033452i,-0.0018821-0.0021629i,-0.0013413-0.00082468i,-0.00042862-0.00032959i,-0.0003534-0.00075517i,-0.00039675-0.00065646i,-0.0004581-1.6632e-05i,-0.0006715-0.00036013i,-0.00050751-0.00026777i,-0.00030194-0.00019463i,-0.00017851-0.00022045i,-0.00022865+0.00039851i,0.00054039+0.00078782i,0.00060868+0.00039785i,-0.00036616+0.00022714i,-0.00059091+0.00035568i,-0.00010381+2.9401e-05i,1.7623e-05-0.0004644i,-0.00040412-0.00022487i,-0.00013397+1.9256e-05i
