-0.0017045-0.00049653i,-0.0016445-0.00033549i,-0.0021233-0.0001542i,-0.0024048-0.0001339i,-0.0021698-5.6944e-05i,-0.0010678-9.5527e-05i,-0.00072416+0.0013022i,1.7128e-05+0.0026068i,0.0016434+0.0019376i,0.0022917+0.00055562i,0.001481-0.00039799i,0.00057868-0.0010339i,-0.00011843-0.00035579i,-0.00092429-0.00032693i,-0.00062147-0.00046287i,0.00026777+0.00015638i,0.00016607+0.00038844i,-0.00023379+0.00020402i,-0.00029859+0.00044279i,-0.00039195+0.00066842i,-0.000404+0.00012918i,-0.00078182-0.00039567i,-0.0010233-0.00031452i
-0.0014737+0.00078173i,-0.0017382-7.0193e-05i,-0.0011659-0.00065408i,-0.00051078-0.00032794i,0.00020711-0.0017523i,0.00020787-0.00369i,-0.00051543-0.003188i,-0.00037513-0.0013244i,0.00030086-0.00062707i,-6.1932e-05-0.00097608i,-0.0010302-0.00099614i,-0.0015591-0.0011951i,-0.002745-0.0021534i,-0.0030691-0.0019742i,-0.0028667-0.00050303i,-0.0016754-0.00039485i,0.00033744-0.0009555i,0.0013152-0.00071072i,0.0011674-0.00033324i,0.00055085-0.00068845i,0.00074293-0.00081132i,0.0014269-0.00064194i,0.00092624-0.00016189i
0.0011765+0.0015341i,0.0016775+0.0016694i,0.0013767+0.0023091i,0.00061212+0.0012168i,-0.00017678+0.00042577i,-0.00024882-5.5192e-05i,0.00045231-0.00025743i,0.0010409+0.00032985i,0.0017059+0.00042062i,0.0014222-2.8184e-05i,0.00016124-0.00048189i,-0.0010242-0.00089087i,-0.0012345+6.3082e-05i,-0.00050442+0.0013586i,0.00023517+0.001736i,0.00014208+0.0021961i,-0.00027351+0.0012118i,-0.0003076+0.00057679i,0.00012687+0.00060725i,0.00032689-0.00011236i,-0.00041112-0.00039546i,-0.00050689-0.00040591i,0.0004254-0.00064902i
0.0022064+0.0011653i,0.0024107+0.0017043i,0.0025084+0.0010492i,0.0029146-0.00041215i,0.0031138-0.0005243i,0.0025981-0.00056773i,0.0019229-0.00037918i,0.00050313-0.00050591i,0.00014118-0.0012346i,0.00079042-0.001033i,0.00044295-0.00066519i,0.0003552-0.00072199i,0.00080613-0.0010481i,0.0006385-0.00077045i,0.00051705-0.00066035i,0.00035803-0.00055373i,0.00054542-0.0002732i,0.00061962+6.0319e-05i,0.00082299+5.3134e-06i,0.0010451-0.00060151i,0.0013129-0.0010864i,0.0017198-0.00041492i,0.0013105+0.00018045i
0.0013363+0.0016892i,0.00058852+0.0018431i,0.0012965-0.0004043i,0.0011766-0.0022077i,0.00013092-0.0015807i,-0.00071312-0.00013182i,-0.00141+0.00039484i,-0.00098044-0.00026037i,-0.00054264-0.0019715i,-0.00080873-0.0022679i,-0.00085596-0.0011881i,-0.0013905-0.00012556i,-0.002052+0.00058742i,-0.0015965+0.00022084i,-0.00096902-0.0010612i,-0.00016525-0.0014802i,0.00039588-0.001317i,0.00034187-0.0013413i,0.00020957-0.0011512i,-0.00022715-0.00015143i,-0.0008469+0.00047982i,-0.00070086+0.00026064i,-0.00014472+8.7826e-05i
-0.0009475-0.0016539i,-0.0015166-0.0011085i,-0.0021567-0.00091061i,-0.002237-5.5148e-05i,-0.0016708+0.00070442i,-0.00011658+0.00076599i,0.0014034+0.00070703i,0.0011094-0.0003693i,0.00016139-0.0021041i,-0.00033646-0.0019589i,-0.00050117-0.00032937i,-0.00015553+0.00046866i,0.00038961+0.00055448i,0.00095902+0.00041654i,0.0011652-0.00038044i,0.00084164-0.00048607i,0.0006216+0.00010407i,0.00040505+0.00066234i,-9.5945e-05+0.00050573i,-0.00026678-0.00011122i,-0.0001295-0.00029092i,-2.1088e-05+0.00047856i,0.00061389+0.00091143i
-0.00044832-0.0028643i,0.00021935-0.003115i,-0.00031666-0.00099085i,-0.0010058+0.00020182i,-0.00039447+0.00031209i,8.6292e-05+1.4716e-06i,-0.00066989-0.00064679i,-0.00090095-0.00040829i,-1.9619e-05-0.00020701i,0.00051045-0.00027409i,0.00074958-0.00052811i,0.0015498-0.0010814i,0.0015187-0.0028044i,0.00090809-0.0034486i,0.00017853-0.0019419i,-0.00035266-0.0007044i,0.00017441-0.00043075i,0.00046493-0.00056936i,0.0002722-0.00018739i,0.00058096+1.5633e-06i,0.0011626-0.0001762i,0.00087565+6.8422e-05i,0.00039797-0.00042219i
-0.0017404-0.0012231i,-0.0007308-0.0012242i,-0.0020582-0.0020391i,-0.0026194-0.0014096i,-0.0017397-0.00021901i,-0.000582+0.00063399i,1.589e-05+0.00066308i,-5.4657e-05+0.00019861i,-0.00032207-0.00012944i,-0.00057742-0.00080102i,-0.00027924-0.0007955i,-0.00031793+0.00022499i,-0.00070344+0.00022455i,-0.0014478-0.0004102i,-0.0015969-0.0006536i,-0.0011767-0.00024178i,-0.0014836+0.00058491i,-0.0011994+0.00014711i,-6.473e-05-0.00029905i,0.00023059+9.274e-05i,-0.0004492+0.00024139i,-0.00092256+0.00048268i,-1.2854e-05+0.00068016i
-0.0024077+0.00091234i,-0.0019231+0.0018519i,-0.00083363+0.0016574i,-0.00059124+0.00056628i,3.1791e-05-0.00011086i,0.00076508-0.00041656i,0.0001428-0.00083235i,-0.00085273-0.00092951i,-0.00039165-0.00069866i,0.00062652-8.4973e-05i,0.00052234+4.6071e-05i,-8.7617e-05-0.0004992i,-0.0010415-0.00023868i,-0.001649+0.00078542i,-0.00066776+0.0011696i,0.0012432+0.00076233i,0.0017976+6.7712e-05i,0.0011085+5.741e-05i,-0.00021808-7.3675e-05i,-0.00067403-9.7223e-05i,0.00047019+0.00050429i,0.00096259+0.00081112i,0.00052973+0.00061835i
0.0054232+0.00020412i,0.0064191-0.0010318i,0.0059505-0.0025681i,0.0036291-0.0044693i,0.00161-0.0046497i,0.00070137-0.0028104i,0.00084993-0.0013192i,0.0018897-0.0011099i,0.0015857-0.0011692i,0.00032043-0.0012161i,-0.00081662-0.001379i,-0.0018711-0.00079585i,-0.0020108-4.529e-05i,-0.0014057-0.00017187i,-0.0011944-0.00051447i,-0.00065356-0.00079042i,0.00015577-0.0010084i,0.00060246-0.00088291i,0.00099986-0.00090314i,0.00068037-0.0011609i,-0.00020039-0.0017577i,-0.00094912-0.001344i,-0.0011089-0.00084324i
0.0041456+0.0023463i,0.0028688+0.0022957i,0.0016858+0.00028366i,0.0012998-0.0010256i,0.00077543-0.00047958i,9.7591e-05+2.9807e-05i,-0.00017232-0.00033136i,0.00055331-0.00059734i,0.0018353-0.00093404i,0.0016384-0.0014409i,-1.087e-05-0.0012131i,-0.0010975-0.00016725i,-0.001045+0.00073097i,-0.00064727+0.0010449i,-0.0012564+0.0012921i,-0.0022987+0.0016995i,-0.0022681+0.0016237i,-0.0014983+0.00059135i,-0.00097473-0.00015733i,-0.00036571-0.00017787i,0.00039166+0.00027874i,0.00084045+0.00027388i,0.0011057-0.00016873i
-0.0015426+0.0021709i,-0.0013488+0.002273i,0.00029417+0.0030148i,0.0016058+0.0017899i,0.0015784+1.1313e-05i,0.0013788-0.00077894i,0.00059318-0.00095865i,-0.0003001-0.00053087i,0.00024131-0.0012183i,0.00055934-0.0019904i,1.2711e-05-0.00083131i,0.00056978+0.00043844i,0.0017014+0.00033621i,0.0014275-0.00040001i,0.00074929-0.0008899i,0.00045029-0.001299i,2.1887e-05-0.0012952i,-0.00041476-0.00063393i,-0.00026845-7.9605e-05i,-0.00075861+6.4273e-05i,2.9689e-05+6.8894e-05i,0.00093112+0.00081296i,1.9194e-05+0.00076152i
0.0023131-0.0045001i,0.003062-0.0040216i,0.0010211-0.0047548i,-0.00098505-0.0051099i,-0.0016845-0.0032563i,-0.0023702-0.0018899i,-0.0016852-0.0014091i,-0.00069781-0.0011145i,-0.00036977-0.0015233i,-0.0013653-0.0015292i,-0.001976-0.0011012i,-0.00072796-0.0013027i,-0.00043448-0.00092787i,-0.00040198-0.00050097i,-6.3008e-05-0.00057349i,-0.00063297+0.00027518i,-0.00042987+0.0013139i,-0.00020071+0.00075358i,-0.00060662-0.0003554i,-0.00068327-0.0008159i,-0.0015138-0.00055258i,-0.0021095+0.00023044i,-0.0017548+0.0010677i
0.0013693+4.6533e-05i,0.00061316-0.00020128i,-0.000397-0.0011142i,-0.00069657-0.0016746i,-0.00041308-0.0017113i,-1.701e-05-0.0010291i,0.00096529-0.00036743i,0.0012615-0.000314i,0.00017863-0.00084547i,-0.00030392-0.001246i,-0.0005468-0.0007445i,-0.00057521-0.00032764i,-0.00029709-1.374e-05i,9.2175e-05+0.0004852i,0.0004906+0.0014748i,0.00054724+0.0018325i,0.00046608+0.0011344i,0.00035705+0.0014663i,-0.00023043+0.00071901i,-0.0002136-0.00031233i,0.00093885-0.00017493i,0.0016424-0.00028717i,0.0010573-0.00044018i
-0.0020886+0.00034929i,-0.0019036+0.0013327i,-0.0018196+0.0020099i,-0.0016229+0.0017113i,9.0026e-05+0.0007774i,0.0015086+0.0006189i,0.00014196+0.00055623i,-0.0011592+0.00072696i,-0.0009993+0.00059787i,2.448e-05-0.00012866i,0.0010227-0.00046596i,0.00019052-0.00065895i,6.2487e-05-0.0012464i,0.00095991-0.00094277i,0.00035615-0.00073004i,0.00019895-0.0014753i,0.00080414-0.0014662i,0.0013022-0.00029511i,0.0017696+0.00095654i,0.0010177+0.0011765i,0.00017383+0.00065215i,0.00029237+0.0004884i,0.00032408+0.0005876i
-0.0025991-0.0023553i,-0.0022993-0.0020424i,-0.0020845-0.0019747i,-0.00087527-0.00065638i,0.00043345+0.001163i,0.0011702+0.0013166i,0.0010845+0.00099663i,0.000353+0.0014011i,-0.00010911+0.0018023i,-0.00024613+0.00088501i,-0.00038995-9.2318e-05i,-0.00075452-0.0008346i,-0.0017874-0.0018003i,-0.0021618-0.0019184i,-0.0011289-0.0016486i,-0.00046481-0.0014497i,-0.00075551-0.0011371i,-0.00069264-0.00045069i,2.919e-05-7.6734e-05i,0.00062869-0.00018318i,0.00087301+0.00020796i,0.00045673+0.00087401i,0.00027617+0.00099016i
0.0011901-0.0031989i,4.2329e-05-0.0038948i,-0.0021729-0.0030699i,-0.0031806-0.0013447i,-0.0017739-0.00014188i,1.4799e-05+4.4131e-05i,0.00081273+0.00020598i,0.00087638+0.00019231i,0.00091316-0.00038271i,0.00048375-0.00045603i,-0.00051156+0.00015277i,-0.00059607+0.0014852i,-0.00036449+0.0021151i,-0.00058215+0.0015043i,-0.00014766+0.00031965i,0.0005693-0.00052946i,0.00060458-0.00066309i,-0.00047642-0.00049577i,-0.0017126-0.00010787i,-0.0019529-0.00023127i,-0.0010487-3.6105e-05i,0.00026335+0.00026962i,0.00023361-0.00058056i
-0.0032412-8.7707e-05i,-0.0029071+0.00056573i,-0.0028827+6.4411e-05i,-0.0025387-0.00021302i,-0.0011518+0.00038367i,6.1164e-05+0.0002069i,0.00075736-0.00019342i,0.0011057-3.3963e-05i,0.00060754-0.00030892i,4.5022e-05-9.5318e-05i,-0.00056897+0.00044759i,-0.00086903+0.00025175i,-0.00027744-0.00031748i,-2.241e-05-0.00039274i,-0.00046603-0.0004037i,-0.001158-0.00060512i,-0.0009125-0.0006128i,0.00021325+6.9898e-05i,0.00075586+0.00055035i,0.0013068+3.6465e-05i,0.00071108+0.00030242i,-0.00036249+0.001132i,-0.00050261+0.0008392i
-0.00059469-0.000105i,-0.0010782-0.00086376i,-0.00083984-0.00097147i,-0.00063773-0.0012105i,-0.00052488-0.0010434i,0.00048922-0.00039504i,0.00042821-9.1934e-05i,0.00026608-0.0003887i,0.00099496-0.00094492i,0.00094513-0.0018332i,0.00019551-0.0019438i,-0.000737-0.0015142i,-0.0020795-0.00055118i,-0.0024127-4.3889e-05i,-0.0022579+0.00011097i,-0.0022373+0.00098495i,-0.0018762+0.00078183i,-0.0012939+4.3251e-05i,-0.00060769-0.00042326i,-0.00032573-0.00088988i,0.00029017-0.00041212i,0.0011622+0.00033822i,0.0015651-0.00018104i
0.0023244+0.0018208i,0.0014471+0.0024491i,-0.0004559+0.002894i,-8.4777e-05+0.0018644i,0.0008662+0.00095267i,0.00042342-0.00028396i,-0.00011737-0.00035477i,0.00015166+0.00018322i,0.00021697-0.00072604i,0.00034899-0.001808i,0.00029838-0.00097359i,-0.00012502+4.3183e-05i,-0.00025099+0.0010726i,0.00070629+0.0023159i,0.0015879+0.0017987i,0.0015702+0.00079741i,0.00064235-0.00011527i,6.2889e-05+0.0005993i,0.00033397+0.0020175i,1.4186e-05+0.0016241i,-0.00087475+0.0016755i,-0.0012805+0.0015514i,-0.001148+0.00089714i
-0.00078355-0.00010265i,-0.00061446+0.00034213i,-0.0012777-0.00054202i,-0.0013275-0.0014909i,-0.0010515-0.0018023i,-0.0009653-0.00092721i,-0.00069225+9.8249e-05i,-0.00051457-0.00037509i,-0.00097647-0.0019631i,-0.0010797-0.0025371i,-0.0013809-0.0020313i,-0.0014871-0.0019191i,-0.00046129-0.0020357i,0.0003179-0.002053i,0.00038335-0.0019404i,0.000536-0.00021617i,0.00088827+0.0012372i,0.00064118+0.00064587i,0.00037022-0.00090183i,0.00077803-0.0016581i,0.0006258-0.0011742i,-1.1763e-05-0.00070903i,0.00030081-0.0005441i
-0.0016068-0.0021938i,-0.0020359-0.0028875i,-0.0015494-0.0021275i,-0.00094747-0.00085718i,-0.00028541-3.4844e-05i,0.00081914-0.00010977i,0.0010795+5.7657e-05i,0.00084109+0.00037341i,0.0002824-0.0006838i,-0.00064348-0.0015262i,-0.00079911-0.0014726i,-0.00075645-0.00041777i,-0.0013124+0.00035597i,-0.0013744+0.00016701i,-0.00079887-0.00060125i,0.0002212-0.00089378i,0.00063959-0.00042141i,0.00022177-0.0006754i,-1.7056e-05-0.00081146i,0.00020663-0.00019867i,0.00055498+0.00027616i,0.00021849-0.00054982i,-0.00071871-0.001644i
0.0026445+0.00039381i,0.0020264+0.0013555i,0.0019532+0.0006143i,0.002634+0.00018013i,0.0024286-0.00078781i,0.0020904-0.0012887i,0.0015896-0.00059468i,0.0010024-4.3791e-05i,0.00039885+0.00042206i,0.00011671+0.0005486i,-0.00080089-7.5136e-06i,-0.0018303-0.00082065i,-0.0013538-0.00084711i,-0.00039494-0.00031639i,-0.0003015+0.00014664i,-0.00082473-0.00026395i,5.93e-05+9.3716e-05i,0.0014692+0.001298i,0.0013816+0.0018766i,0.0012435+0.0011337i,0.0013637+0.00085452i,0.0011876+0.0010188i,0.00087345+0.00097028i
0.0014326+0.0010335i,0.00044715-5.2211e-05i,-0.00066353-0.00043209i,-0.0017657-0.00019264i,-0.0023811+0.00056667i,-0.0019485+5.3671e-05i,-0.0010185-0.00029399i,-0.00041668-0.00012866i,0.00034679-0.00018617i,0.00021891-2.8565e-05i,-0.00075203-8.6827e-05i,-0.0019078-0.00036916i,-0.0026385-0.0012761i,-0.0019637-0.002233i,-0.0015255-0.0020081i,-0.0011766-0.00091843i,-3.7287e-05-7.9957e-05i,-0.00012689-0.0011348i,-0.0012635-0.0028556i,-0.0020326-0.0030521i,-0.0013707-0.0017732i,-0.00027912-0.00073579i,0.00036243-0.0013108i
-0.00054991+0.0025979i,-0.00013569+0.0034423i,0.0016788+0.0023827i,0.0027681+0.0024003i,0.0025623+0.0011339i,0.0018001-0.0012677i,0.00096227-0.0016234i,0.0011471-0.0010798i,0.0016791-0.0015077i,0.0010382-0.0015004i,-0.00026101-0.00065295i,-0.0011295-0.00010026i,-0.0015832+0.00092585i,-0.0020331+0.0023323i,-0.0024087+0.0025806i,-0.0025319+0.0016697i,-0.0026933+0.00043812i,-0.0025905-0.00051275i,-0.0021356-0.00049289i,-0.0014497-0.00018147i,-0.00093707+0.00030822i,-0.00076544+0.00025585i,-0.00084271+0.00010081i
0.0016926-0.0031225i,0.00035616-0.0026328i,-0.0011516-0.0026745i,-0.0015668-0.0023507i,-0.0014208-0.0018462i,-0.000347-0.0016945i,0.00019673-0.0019555i,-0.00023099-0.0026142i,-6.7998e-06-0.0024444i,0.00016875-0.0020593i,0.00050247-0.0013735i,0.0010333-0.00016301i,0.00055845+0.0003038i,0.00066134+0.00054289i,0.00074645+0.00056805i,0.0003036+0.00099771i,-1.518e-05+0.00088709i,0.00091715+0.00030475i,0.0030278+0.00031506i,0.0033357-0.0002912i,0.0022766-0.0010025i,0.001875-0.0015509i,0.0019277-0.0017837i
0.0015253+4.3452e-05i,0.0010239-0.00059474i,-0.00062595-0.0018189i,-0.0015223-0.00099291i,-0.00081787+0.00069446i,0.00067728+0.0014586i,0.0004661+0.0012828i,-4.7561e-05-0.00039147i,-0.00010061-0.0015103i,-0.0001811-0.0014628i,0.00013323-0.00097684i,-3.8926e-05-0.00059365i,-0.0016072-0.00038067i,-0.0028398-0.00075433i,-0.0017426-0.0005391i,-0.00037862+0.0001465i,-0.00011315+0.00032838i,-0.0009347+7.4851e-05i,-0.0011668+0.00025885i,-0.0018539+0.00075741i,-0.002804+0.00054411i,-0.0021915+0.00012281i,-0.0011706-0.00058323i
-0.001539-3.8126e-05i,-0.0013848+0.0010176i,-0.00058925+0.00080158i,-0.00041237-2.7692e-05i,-0.00016415-0.0002093i,0.00035745-0.00063846i,-3.7525e-05-0.00077155i,-0.001143-0.00035999i,-0.00062318-0.00058289i,-0.00021539-0.0010942i,-0.00084731-0.00097277i,-0.00066433-0.00042868i,-0.0011481+7.2572e-05i,-0.0012473+0.0010978i,-0.00044484+0.0011683i,-0.00042739-0.00016458i,-0.00014938-0.00027055i,-4.5533e-05+0.0010531i,-8.8242e-05+0.0018551i,0.00084292+0.0021109i,0.0021162+0.0025858i,0.0027547+0.0022268i,0.0012725+0.0017577i
0.0003505-0.0021624i,0.00065384-0.0031752i,-0.00092771-0.0027952i,-0.0018211-0.0022172i,-0.0018217-0.00097462i,-0.0015168-0.0008577i,-0.0015327-0.0012798i,-0.0010013-0.00082477i,-0.00086915-0.00070572i,-0.0014729-0.0011698i,-0.0017227-0.0012367i,-0.0012331-0.0012194i,-0.00053703-0.0016684i,0.00028329-0.0017712i,0.00092716-0.0011464i,0.00052892-0.00064029i,0.00010877-0.00039884i,-0.00046104-0.0017599i,-0.0010061-0.0038283i,-0.00033305-0.0041646i,-5.5884e-05-0.0030256i,-0.0010314-0.0012386i,-0.0014654+7.8367e-05i
2.4576e-05+0.0023829i,-0.00023697+0.0034396i,4.1759e-05+0.0023873i,0.00027006+0.00094713i,0.0011872-0.00020138i,0.0019587-0.00076071i,0.0023902-0.0012836i,0.0025163-0.00084649i,0.0026845-0.00090994i,0.0025339-0.0012011i,0.00035385-0.0010118i,-0.0015025-0.0010837i,-0.0028908-0.0010816i,-0.0031098-0.0003004i,-0.0024033-0.00013353i,-0.0013963-0.00072777i,-0.0001941-0.00078683i,0.00036324+7.3409e-05i,0.00089125+0.0010979i,0.0012026+0.0020232i,0.0014651+0.003271i,0.0012048+0.0036083i,0.00054842+0.0027279i
0.00012503+0.0016177i,0.0013004+0.0018426i,0.0028286+0.0011115i,0.0030835-0.00030688i,0.0026172-0.001322i,0.0015134-0.0015343i,0.00020704-0.0015121i,0.00082591-0.0017649i,0.0011375-0.0011424i,0.00045753-1.794e-05i,-0.0011451+0.0012616i,-0.0028513+0.0012917i,-0.0025231+0.0005707i,-0.0010148+0.001621i,-1.3487e-06+0.0021157i,-0.00082847+0.00078775i,-0.0011081+0.00039627i,0.00051533+0.00063214i,0.001566+0.00027585i,0.0021041+0.00033789i,0.0028831+0.00066211i,0.0029681+8.0612e-05i,0.0025912-0.00058761i
0.0029095-0.0027089i,0.0016573-0.0031114i,0.00076502-0.005104i,-0.00038952-0.0048125i,-0.0025558-0.0023101i,-0.0033081+0.001091i,-0.0023671+0.0026556i,-0.0013204+0.00099578i,-0.00099873-0.0012075i,-0.00077497-0.0010122i,-0.0004776+0.00074834i,-8.4352e-05+0.0012291i,0.00010394+0.00064617i,0.00016625-0.00011706i,0.00091463-5.6443e-05i,0.00093259+0.0004932i,0.00028601+0.00042848i,-0.00088902+0.00017388i,-0.0029952-0.00019402i,-0.004598-0.0001887i,-0.0046619-0.00011672i,-0.0039785+0.00063967i,-0.0018027+0.001091i
-0.0022603-0.0020427i,-0.0028791-0.0012154i,-0.0046773-0.00041048i,-0.0053375+0.00067029i,-0.0036214+0.0014297i,-0.00077894+0.00077093i,-0.00060164-0.00074387i,-0.00075705-0.0010439i,-0.00047115-0.0016022i,9.9143e-05-0.0019464i,6.3657e-05-0.0015445i,-0.00011564-0.0015065i,0.00060399-0.0012357i,0.00029882-0.000717i,-0.00049237-0.000848i,-0.00088177-0.00094664i,-0.00050079-0.0011066i,-3.5544e-05-0.0014471i,0.0012345-0.00094807i,0.0025516-0.00025752i,0.0028226+0.00020536i,0.0031658-0.00013556i,0.0032201-0.00074808i
-0.0017928+0.0039735i,8.1187e-05+0.003585i,0.0029792+0.0043968i,0.0041692+0.0036113i,0.0034437+0.00048398i,0.0021692-0.0016301i,0.00028023-0.0018636i,-0.00026309-0.0012731i,0.00076453-0.00083371i,0.00043375-0.0014538i,-0.00053944-0.0018861i,-0.00037358-0.0022416i,0.00010431-0.0024575i,0.00078965-0.001316i,0.00021135+0.00032475i,-0.00095855+0.00076771i,-0.00096612+0.00028014i,0.00018527+0.00023329i,0.0011337-0.00062856i,0.0007214-0.0025621i,-0.00021216-0.0032094i,-0.0014191-0.0025735i,-0.0022833-0.00085875i
-0.0007955-0.00019033i,-0.0018073-0.001331i,-0.0032466-0.0025834i,-0.0026598-0.0026778i,-0.00013541-0.00047459i,0.0028546+0.0010879i,0.0029836+0.0027485i,0.0013155+0.0030112i,0.00034242+0.0022102i,5.9857e-05+0.0016791i,0.00056674+0.00064712i,0.00036142+0.00074231i,-0.0013839-0.00045305i,-0.0030317-0.0023153i,-0.0024218-0.0026699i,0.00024232-0.0015988i,0.001683-9.9181e-05i,0.00084518+0.0010373i,-0.00049218+0.0029553i,-0.00097115+0.0042828i,-4.9702e-05+0.0040585i,0.00063078+0.0042841i,0.00035019+0.0037375i
-0.0028346+0.0034528i,-0.0015515+0.0038155i,-0.0010992+0.0060743i,-0.0013727+0.0060005i,-0.0016246+0.0024503i,-0.0013103-0.00093879i,-0.0011076-0.0020478i,-0.00078898-0.0007456i,-0.00057453-0.00028676i,-0.00034359-0.0012087i,-0.0006326-0.0015862i,-0.0020131-0.0010478i,-0.0028027+0.00018158i,-0.0030781+0.0013697i,-0.0029379+0.0011891i,-0.0024348-0.00065219i,-0.0018745-0.0015741i,-0.0010001-0.0013407i,-0.00033631-0.0022423i,-8.9807e-05-0.0033852i,6.4773e-05-0.0031447i,0.00034272-0.0027815i,0.0005244-0.0020048i
0.00067419+0.0025511i,0.0018421+0.0028327i,0.0047767+0.0016316i,0.0046093+0.00071135i,0.0015954+0.0011192i,-0.00049574+0.00092993i,-0.0011608-0.00036286i,-0.00010611-0.0017225i,0.0015485-0.0031719i,0.0022376-0.0035647i,0.0013304-0.0024431i,-0.00033717-0.00063124i,-0.00052929+0.00026045i,0.0011618+0.00047417i,0.002083+0.0016694i,0.0015728+0.0028646i,-3.1149e-05+0.0027338i,-0.0011021+0.0017733i,-0.0017288+0.00064471i,-0.0022425-0.00025193i,-0.0027806-0.00016229i,-0.0025109+0.0012155i,-0.0013713+0.0028261i
0.0029999+0.0012384i,0.0020009-0.00013043i,0.00057223-0.0028075i,0.0007-0.0043093i,0.0020225-0.0037043i,0.0036153-0.0028204i,0.004365-0.0016355i,0.0032324-0.00094305i,0.0023355-0.0014981i,0.0021621-0.001854i,0.0013595-0.0013284i,0.0011878-0.00087695i,0.00059299+0.00025475i,-0.00092652+0.0012061i,-0.00055898+0.00016031i,0.0012319-0.00099718i,0.0024623-0.0015172i,0.0036027-0.00086867i,0.0057978+0.0012324i,0.0067797+0.0022962i,0.005751+0.0014193i,0.0049213-0.00049252i,0.0040902-0.0016483i
8.6631e-05-0.00047201i,0.00030403+0.0015459i,-0.00047803+0.0030441i,-0.0022032+0.0031065i,-0.00279+0.0013692i,-0.0024166-0.00034758i,-0.0021052-0.0014307i,-0.0018832-0.0017432i,-0.002473-0.0014563i,-0.0028069-0.0012176i,-0.002135-0.00040403i,-0.00030105+0.00058953i,0.0014889+0.00090716i,0.0013089+0.00082229i,0.0003834+0.00058695i,-0.00050063-0.00050346i,-0.0013782-0.0014449i,-0.002108-0.0016146i,-0.0023927-0.0023101i,-0.0023161-0.0031529i,-0.0025281-0.001893i,-0.0036303-0.00037425i,-0.0036801+3.0224e-05i
-0.0040012-0.00053394i,-0.0025063-0.0017022i,-0.00035843-0.002261i,0.0020715+0.00021161i,0.0021359+0.0047579i,0.00054906+0.005882i,-0.0015128+0.0041319i,-0.0022715+0.0024155i,-0.0018873+0.0012258i,-0.001017+0.00080085i,-0.00063637+0.0014702i,-0.00031656+0.00019576i,-2.1204e-05-0.0032879i,-3.8857e-05-0.0051136i,0.0005257-0.0043602i,0.0011504-0.002816i,0.00080178-0.00061528i,0.00050963+0.0014745i,-8.2975e-05+0.002921i,-0.0008039+0.0027385i,-0.00011427+0.001898i,0.0017704+0.001285i,0.0022592+0.00045509i
0.00073508-0.0019843i,-0.0023756-0.0019423i,-0.0048159-0.0033292i,-0.0059987-0.0053548i,-0.0040655-0.006508i,-0.00049676-0.0063392i,0.0024798-0.0049466i,0.0034715-0.0021093i,0.002158+0.00013094i,0.0010668-0.00030979i,0.00063024-0.0011693i,-0.0013368-0.00087878i,-0.0037719-0.00068161i,-0.0049754-0.00092196i,-0.0044449-0.0011465i,-0.0025711-0.0016793i,2.3556e-05-0.002956i,0.00257-0.0044909i,0.0038646-0.0049905i,0.003566-0.0049399i,0.0021378-0.0057322i,0.00034392-0.0057905i,-0.00091307-0.0040393i
0.0017797-0.0018637i,0.0017074-0.0011332i,7.3915e-05-0.0002138i,-0.0016608+0.0018112i,-0.0033115+0.0021491i,-0.0042172+0.00026883i,-0.002502-0.00028513i,0.00088026-0.00048612i,0.0028262-0.00059344i,0.0020388-0.00053668i,0.00083756+0.00017928i,-8.964e-05+0.00093232i,-0.0015142+0.0012852i,-0.0013422+0.0026057i,-0.00050826+0.003943i,-0.0015262+0.0036093i,-0.0026768+0.0025484i,-0.0036911+0.0021102i,-0.0040401+0.002344i,-0.0033897+0.0024764i,-0.0021725+0.0025869i,-0.00073468+0.0035085i,-0.00020628+0.0045162i
0.0018667+0.0024827i,0.0031856+0.0013549i,0.0055997-0.00082382i,0.0079754-0.0029394i,0.0088272-0.0011502i,0.0082183+0.0031003i,0.0060615+0.0046295i,0.0030618+0.0028498i,0.0024173+0.00065562i,0.0020891-0.00084462i,-0.00045736-0.0015487i,-0.0024122-0.0010049i,-0.0023997+0.00048605i,-0.0019065+0.0008342i,-0.00041936+5.7633e-05i,0.0014849+0.00029679i,0.0022275+0.0011661i,0.003235+0.0019352i,0.0044128+0.0033229i,0.0040011+0.0039263i,0.0021102+0.0025251i,0.00087061-1.0148e-05i,0.0001423-0.001754i
-0.00046116-0.014967i,-0.00012589-0.014837i,-0.011978-0.015155i,-0.019436-0.0081739i,-0.017696-0.0027175i,-0.01034-0.0012656i,-0.0035646-0.0037409i,-0.00097917-0.0049837i,-0.0012973-0.0055715i,-0.0025202-0.0042855i,-0.0027505-0.00058509i,-0.00024522+0.001737i,0.0027592+0.0026576i,0.0031639+0.0015914i,0.0026336-0.00084412i,0.0014592-0.0027086i,0.00016923-0.0040529i,-0.0010329-0.0048684i,-0.0032452-0.0058524i,-0.0041025-0.0058117i,-0.0037279-0.0037165i,-0.0040945-0.0010771i,-0.0046111+0.00081044i
