-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
0.00062232-0.00085763i,0.00040815-0.0013773i,-0.00048085-0.0011384i,-0.001547-0.00046997i,-0.0010679-0.00041215i,-0.0001936+0.00040371i,7.9643e-05+0.0015831i,0.00035135+0.0015094i,0.00094262+0.00013752i,0.00063688-0.0007318i,-0.00066871-0.0008812i,-0.0012255-0.0010033i,-0.0013817-0.001041i,-0.0011807-0.00079277i,-0.00022596-0.00075743i,0.00047384-0.00078621i,0.00079644-0.00043287i,0.00073066-0.00047591i,0.00045857-0.0008157i,-0.0001075-0.00097164i,4.638e-05-0.00016511i,0.00031161+0.00066718i,0.00047438+0.0001206i
2.3585e-05-1.5845e-05i,-0.00078867+0.00014824i,-0.00074444-0.0010191i,-0.0014472-0.00055527i,-0.0022419-8.4783e-05i,-0.0017556-0.00011375i,-0.0009888-0.00012531i,-0.00018597+0.0002146i,0.00053009-0.00056647i,0.00042593-0.0014339i,-0.00055335-0.00095865i,-0.00029819-0.00083497i,-0.00061676-0.00095511i,-0.0011318-0.001019i,-0.00066758-0.00095261i,-0.00034556-0.0011858i,7.7292e-05-0.00064509i,4.1509e-05+0.00024877i,-0.00031361-0.00030843i,-0.00010114-0.00090035i,0.00017759-0.00073212i,0.00016508+9.4812e-05i,0.00046621+0.00063377i
-0.00065913-0.0008785i,0.00056218-0.00043245i,0.0011526-0.00085294i,0.00058309-0.0015808i,-0.00055204-0.001963i,-0.0010963-0.00068385i,-0.00024834+0.0010823i,0.00052852+0.0013125i,0.00047642+0.00030366i,0.00010479-0.00067853i,-0.00040873-0.0014438i,-0.0010215-0.0017424i,-0.0008661-0.00082679i,0.00017658-0.00045805i,0.00041442-0.00046817i,-0.00024267-0.00013404i,-3.1305e-05-2.4141e-05i,0.00019106+0.00020025i,-0.00038844+4.4166e-05i,-0.00036823+0.00028178i,4.3959e-05+0.00034802i,0.00029319+0.00032011i,0.00030705+0.00074059i
-0.00032188-0.002442i,-0.00046364-0.00096448i,-0.00083215-0.00033424i,-0.0014529+0.00074647i,-0.0011966+0.0012401i,-0.00021235+0.0011506i,2.4356e-05+0.00079329i,0.00065737+0.00045374i,0.0009475-0.00013178i,0.00033521+2.49e-05i,-0.00015781-7.3508e-05i,-0.00070361-0.0010783i,-0.00099288-0.001136i,-0.00010447-0.00033125i,0.0003819+0.0003791i,0.00022117-0.0005153i,0.00038596-0.0007763i,0.00013297-6.7913e-06i,-0.00023875-0.00054463i,-0.00062211-0.00053359i,-0.00028143-0.00014108i,0.00035398+0.00018262i,-0.00054958+0.00086683i
0.0026461+0.00068698i,0.0028091+0.00093492i,0.0016418-0.00054399i,0.00069932-0.0010272i,-0.0002933-0.00029306i,-0.0014179+0.00053974i,-0.0010422+0.0011344i,0.00062831+0.00038564i,0.0011657-0.00041156i,0.00019051-0.00060228i,-0.00079435-0.0004291i,-0.0011453-0.00058419i,-0.00047558-0.00084176i,0.00031148-5.974e-05i,-0.00012156+0.00070241i,-0.00063538+0.0012854i,-7.8229e-05+0.00096165i,0.00053579+0.0003368i,0.00031487-0.00010832i,0.00019739-0.00013567i,0.00067045+0.00042838i,0.00020801+0.00072353i,-0.00039542+0.00027937i
-0.0018326+0.0011022i,-0.0017881+0.0012319i,-0.0019122+0.001341i,-0.00053087+0.0012565i,0.0005795+0.00072297i,-7.3626e-05+0.00072477i,-4.5726e-05+0.00085677i,0.00079447+0.0011083i,0.00070206+0.00058185i,0.00056519-0.00034259i,-5.9041e-05-0.00093389i,-0.0006218-0.0012009i,-0.00078397-0.00088989i,-0.00073315-0.00017207i,-0.00068607-0.00026786i,-0.00037191-0.00074913i,-9.0016e-05-0.00092751i,0.00063753-0.0011393i,0.0012525-0.0012788i,0.00045051-0.00032582i,-0.00024808+0.00039791i,-0.00010879+0.00056643i,-0.0010187+0.00065442i
-0.0021719-0.0011514i,-0.0019213-0.00048134i,-0.0020817+0.0016531i,-0.0031985+0.002599i,-0.0027473+0.0022929i,-0.0010066+0.0012916i,-0.0001779+0.00048348i,0.00041002+0.00059011i,0.00095348+0.0006186i,0.0010088-0.0002072i,-0.00014188-0.0012165i,-0.00075531-0.0016963i,-0.00063254-0.0011743i,-0.00109-0.00083003i,-0.00084441-0.00072336i,-0.00023713-0.00032278i,-0.00059909-0.00034309i,-0.001286-0.00046817i,-0.00082002-1.0066e-05i,-0.00044491+0.00022169i,-0.00095014+0.00024811i,-0.00068598-9.2697e-05i,0.00010043-0.00030806i
0.0028774+0.00070844i,0.002486+0.0010333i,0.0019405+0.0002602i,0.0019855-0.0010519i,0.0014716-0.00075221i,0.00020794+0.00083615i,-0.00065424+0.0018041i,-0.00040494+0.001472i,0.0001142+0.00018173i,-0.00031752-0.001192i,-0.00094539-0.0017459i,-0.0013436-0.002084i,-0.0017575-0.0014295i,-0.00087998-0.00088185i,0.00063925-0.00095636i,0.00067026-0.00040735i,0.00018723+0.0005198i,-0.00027027+0.00025895i,-0.00027483-0.00054647i,0.00024101-0.00053353i,0.00032778-0.00013559i,-0.00059494-3.036e-05i,-0.00095+4.2595e-05i
0.0019664+6.1634e-05i,0.00124+0.0014226i,0.0005429+0.0011984i,0.00010135-0.00053501i,-0.00015294-0.0011595i,-0.00059174-0.00042104i,-0.0006673+0.00088871i,0.00035887+0.00052652i,0.00085947-0.0005681i,0.0010068-0.0011583i,0.00093675-0.0013722i,-0.00013786-0.0011864i,-0.0012383-0.00047967i,-0.00090847+6.3537e-05i,-0.00017791+0.00021945i,-0.00014761+8.0194e-06i,0.0005489-0.00021156i,0.00041838+5.6158e-05i,-3.2794e-05-0.00050494i,-0.00040413-0.0010013i,-0.00037372-0.0011579i,-0.00021781-0.00078183i,0.00020421+2.5379e-05i
-0.0021211+0.0028727i,-0.0023883+0.0027313i,-0.0014375+0.0031965i,-0.00096928+0.0023493i,-0.0010389+0.0017739i,-0.0011676+0.0014378i,-0.00069733+0.0011062i,0.00072732+0.00033284i,0.0012562+0.00039199i,0.00051919+0.00011189i,0.00014835-0.0013796i,-0.00030713-0.0027187i,-0.0006482-0.0022427i,-0.00031543-0.00076056i,0.00012543-0.00075062i,0.00056424-0.00060414i,0.00057137+0.00024531i,0.0002341+0.00028715i,-9.7658e-06-0.00082029i,0.00037338-0.00090088i,0.00042662+0.00041446i,0.00050519+0.00013902i,0.00086749-0.00048274i
0.0012154-0.0015382i,0.0011022-0.0018313i,0.00015048-0.00096389i,-0.00053271-0.0013933i,-0.00049245-0.0016914i,7.9865e-05-0.0013443i,0.0001567-0.00058262i,0.00028891+0.00043599i,0.00065158-0.00014959i,0.00053538-0.0015009i,0.0001409-0.0014353i,-4.805e-05-0.00087213i,-0.00040804-0.00048414i,-0.00028638+0.00012897i,0.00025903+0.00013987i,0.00031002-0.00040408i,1.8831e-05+0.00049551i,0.00011933+0.00050154i,-1.6468e-06-0.0011797i,-0.00027728-0.0014164i,-0.00034452+0.00028863i,-0.00043218+0.0010858i,-0.00070164-2.0462e-05i
0.0013284+0.00017333i,0.0017909-0.00041184i,0.00093983-0.00026276i,-0.00044348+0.00065502i,-0.0013303+0.00019345i,-0.00078025-0.00034889i,9.8878e-05+8.4746e-05i,0.00036226+0.00051988i,0.00027399-0.00027486i,0.00060958-0.0011635i,0.00031575-0.00086408i,-0.00039618-0.00038646i,-0.00096281-0.00059531i,-0.0016156-0.0005504i,-0.0018456+0.00037855i,-0.0014165+0.00087255i,-0.00081242+0.00012234i,0.00014061-0.00098788i,0.00091434-0.00062363i,0.0007107+0.0010689i,-0.00024066+0.0011644i,-0.00066026+0.00041157i,-0.0003081-0.00063193i
-0.00012323+0.00047046i,0.00075047-0.00049961i,0.0018316-0.0011303i,0.0012963-0.0019831i,-0.00013956-0.001808i,-0.0011994+9.7952e-05i,-0.0010339+0.0020187i,-9.983e-05+0.0018012i,0.00059862+0.00010195i,0.00011709-0.0010723i,-0.00013902-0.0015716i,-0.00020934-0.0015532i,-0.0010134-0.0010026i,-0.0014086-0.00082834i,-0.00026413-0.0008011i,0.00063351-9.3921e-05i,0.00037764+0.00086256i,-0.00031305+0.0010866i,-0.0010188+0.0004976i,-0.00067648+5.3753e-05i,8.9308e-05-3.1277e-05i,-0.00014759-0.00022677i,7.2301e-05-0.0006391i
0.0029863-0.0022902i,0.0034843-0.0029186i,0.0039902-0.0029233i,0.0020962-0.0020803i,-0.00046069-0.0015905i,-0.00088182-0.00066712i,-0.00035308+0.00077487i,0.00013418+0.0013357i,0.00061235+1.868e-05i,-4.1378e-05-0.0018014i,-0.00098004-0.0026871i,-0.0016503-0.0025619i,-0.0017089-0.0016446i,-0.00088454-0.0010941i,-0.0003474-0.0010845i,-1.8966e-05-0.00087378i,-3.0816e-05-0.00090286i,-0.00013852-0.00042051i,-0.00060358-0.00033101i,-0.00074936-0.0008883i,-0.00020126-0.00049627i,0.00013636+0.00031975i,-0.00033993+0.00034689i
-0.00088209+0.00052774i,3.1616e-05+1.8224e-05i,-0.00054641-0.0011649i,-0.0012277-0.00059359i,-0.00097408+0.0006555i,-0.00086792+0.0012779i,-0.00036695+0.0015432i,0.00079416+0.00081717i,0.0010424-0.00044194i,0.00047435-0.0015351i,-0.00029355-0.0012529i,-0.0012149-0.00074799i,-0.0019439-0.00045374i,-0.00099906-0.00018577i,0.00037065-0.001089i,0.00018093-0.0011496i,-0.00044094+1.2948e-05i,-0.00097435+0.00021092i,-0.00061018-0.00031026i,-8.5446e-05-0.00050462i,0.0001424-0.0010286i,0.00067784-0.00057838i,0.00046177+0.00050024i
1.879e-07-0.0015292i,-0.00028073-0.0015739i,-0.00063907-0.002138i,8.4569e-06-0.0020582i,0.00012389-0.00094762i,-2.2371e-05+0.00055862i,0.00022075+0.0012699i,0.00036534+0.0011535i,0.00014881-8.5713e-05i,-0.00048285-0.00039939i,-0.0012671+0.00030465i,-0.0014621+2.0152e-05i,-0.00079695-0.00039798i,-0.00018981-0.00015744i,-7.24e-05-0.00021382i,-0.00030513-0.00029174i,-0.00081432-0.00028443i,-0.00098443-0.00050617i,-0.00026269-0.00079576i,0.00013386-0.00082892i,-0.00017339-0.0010048i,-0.00025579-0.0010833i,-2.8615e-05-0.00063724i
0.00040894+0.0017068i,0.0011057+0.0015338i,0.00084657+0.001214i,-0.00035206+0.00057163i,-0.00034883-3.7208e-05i,-0.00054798-0.00088786i,-0.00043486-0.00014822i,0.00035317+0.0012324i,0.000607+0.0002539i,-5.3562e-05-0.00078247i,-0.00043046-0.0016194i,-0.00048146-0.0025892i,-0.00072117-0.0018677i,-0.00033601-0.00027723i,0.00072407+0.00027754i,0.00075848-0.00043847i,0.00036094-0.00032485i,0.00031404-0.00027485i,4.7791e-05-0.0004659i,-0.00022211+0.00020252i,-0.00032572+8.6313e-05i,0.00010125-0.00030881i,0.0008098+2.2147e-05i
-0.0011262+0.00085939i,-0.0018164+0.00068002i,-0.001199+0.00031711i,-0.00025346+0.00038888i,0.00052755+0.00027616i,0.00075652+0.00071203i,0.00068534+0.0012706i,0.00068237+0.0014549i,0.00059508+0.0010031i,0.00050593-4.3949e-05i,0.00017352-0.00076078i,-0.00034407-0.00098114i,-0.00027038-0.00039555i,-0.00043064-6.4927e-05i,-0.00062167-0.00040865i,-0.00024189-0.00064146i,-0.00028082-0.001039i,0.0001974-0.0012226i,0.00058967-0.0013231i,0.00062911-0.0011374i,0.00044894+6.9637e-05i,4.2319e-05+0.0011493i,-9.0869e-05+0.00068285i
-0.00053154-0.0020562i,7.7733e-05-0.0023807i,0.00027319-0.0018622i,0.00075416-0.0011097i,-0.00010265-0.00059515i,-0.0010598+0.00031843i,-0.00079917+0.0012993i,0.0003151+0.0012717i,0.001155+0.00031859i,0.00028021-0.00065801i,-3.6591e-05-0.0013375i,-0.00010287-0.0014096i,-0.00027945-0.00082262i,-0.00021971-0.00014574i,3.9739e-05+0.00034618i,-8.8827e-05+0.00039375i,-0.00074878+0.0002633i,-0.00072519+0.00056603i,-0.00078129+0.00057701i,-0.00051745+0.00046878i,0.00015761+0.00068742i,0.0001609+0.00012491i,0.00076326-5.8128e-05i
0.0022626+0.0019394i,0.0016388+0.0022982i,0.0016289+0.0012568i,0.00043886-6.2412e-05i,-0.00076497-0.00099264i,-0.00071816-0.00064576i,0.00018879+0.00023664i,0.0006772-0.0004104i,0.00060016-0.0010268i,0.00035805-0.00084904i,-0.00025296-0.00088075i,-0.0010074-0.00097526i,-0.00098811-0.0011985i,-0.00041264-0.0010241i,-0.00065435-0.0007072i,-0.00066889-0.00078085i,0.00025458-8.8538e-05i,0.00050722+0.00062802i,0.00024784-1.7246e-06i,6.3527e-06-0.00016401i,0.0002527+0.00010324i,0.00074288-0.00069775i,0.00041718-0.00048225i
-0.0011806+0.0011183i,-0.0012353+0.0012677i,-0.001905+0.00044073i,-0.00063038-0.00032365i,0.00051996+0.00035216i,0.0001495+0.00059373i,0.00017754+0.00059554i,0.00037008+0.00070115i,0.00032093+2.1396e-05i,0.00024844-0.0011251i,0.00010603-0.001188i,-0.00046985-0.001563i,-0.00077017-0.0021459i,4.7174e-05-0.0012743i,9.602e-05+0.00026068i,-0.00023405+0.0008316i,-0.0001135+0.00036771i,0.0004995-0.00030716i,0.00048102-0.00064652i,-0.00015041-0.00030745i,-0.00034203+0.00023808i,-0.00024346+0.00063599i,-0.0004311+0.00064781i
0.00026176-0.0037389i,-0.00045128-0.0055604i,-6.8129e-05-0.0052469i,-0.0010462-0.0032172i,-0.0015594-0.0014724i,-0.00084655-0.00069707i,-8.4769e-05-0.00067359i,0.00067238-1.9839e-05i,0.00069491+0.00033027i,8.0926e-05-0.00015103i,-0.0009923-0.00011308i,-0.0023082+0.00025267i,-0.0015458-0.00086341i,-0.00026452-0.0011137i,0.00056801-0.00035223i,0.00069294-0.00044831i,8.5431e-06-0.00043826i,-0.00021319-0.00015041i,-0.0002024-0.00051884i,-0.00030386-0.00069444i,9.2842e-05-0.00075201i,9.1091e-05-8.7341e-05i,-2.4914e-05+0.00037105i
0.0017975+0.0012374i,0.0027673+0.0011168i,0.0045411+0.0017518i,0.0036253+0.0010412i,0.0012435-0.00013114i,-0.00065714-6.5765e-06i,-0.0010424+0.00079701i,-0.00025075+0.00069017i,0.00027497-9.9669e-05i,0.00049055-0.00082552i,0.00013612-0.0013607i,-0.00038098-0.001392i,-7.1959e-05-0.00078691i,0.00052046-0.00028263i,0.00085517-0.00061487i,0.00044272-1.0145e-05i,-0.00022972+0.00074121i,0.00013259-0.00022881i,0.00050463-0.00034122i,0.00026036-6.4123e-05i,0.0004953-0.00079702i,0.00091684-0.0016437i,0.00076653-0.0012852i
-0.00030268-0.00033846i,-0.0014046+6.7568e-05i,-0.00058298-0.00025939i,0.00010992-0.00076702i,-0.00077544-0.00024995i,-0.00087425+0.00083335i,0.00045846+0.0010114i,0.00082986+0.00058814i,0.00067434-0.00052528i,0.00065462-0.0014204i,0.0003921-0.0014814i,-0.00064432-0.001234i,-0.0015904-0.0010021i,-0.0015122-0.00027525i,-0.00091624+0.00038552i,-8.1521e-05-0.00017088i,-9.7365e-06-0.00034055i,-0.00035469+0.00024468i,-8.5796e-05+0.00016938i,-0.00048518-0.00013536i,-0.0012681-0.00018558i,-0.00098936+4.243e-05i,-0.00027118+0.00037706i
0.0018039-0.0013537i,0.000733-0.0017176i,0.00041148-0.0015927i,-0.00018274-0.00076058i,-0.00090217-0.0010348i,-0.0017193-0.00031071i,-0.0012919+0.0015573i,0.00081512+0.0012858i,0.0016716+5.6092e-06i,0.00060649-0.0012334i,-4.4729e-05-0.002369i,-0.0002376-0.0020655i,-0.00052896-0.0014134i,-0.0005663-0.00074192i,-0.00020253+6.6228e-05i,0.00036893+0.00013612i,0.00029252-6.7372e-05i,-0.00014361-7.265e-05i,-9.1171e-06+0.00052038i,0.0004684+0.00048348i,0.00020895+0.0003765i,-0.00082138+0.00028353i,-0.00068326-0.00058258i
-0.002095+0.0022539i,-0.0015551+0.0020425i,-0.00098341+0.0041089i,0.0007476+0.0033609i,0.001898+0.0012488i,0.0012781+0.00039109i,-4.704e-05+0.0009121i,-0.00033664+0.0010016i,0.00035556+0.00021978i,0.00031334-0.00020488i,0.00024172-0.00030216i,-5.511e-05-0.0009182i,-4.9143e-05-0.001524i,0.00021996-0.0013222i,0.00014422-0.00026711i,0.00010838-0.00037597i,-0.00022521-0.00098252i,-0.0001904-0.00060703i,-7.2807e-05-0.00063649i,-0.00018547-0.0006975i,-9.1407e-05-0.00043583i,0.00060144-0.00042388i,0.00093651-6.5289e-05i
-0.00070429+0.00061122i,-0.0022748+0.00054422i,-0.0029199-0.00037078i,-0.0031427-0.00054381i,-0.0026005-0.00040432i,-0.0019404-0.00011652i,-0.0010498+0.00029022i,0.00074031+0.00086702i,0.0012949+0.0013684i,0.00031835+0.0006051i,-0.000741+7.3412e-05i,-0.0011263+6.6223e-05i,-0.0013849-0.0003596i,-0.00051701-0.00064968i,0.00061811-0.00012343i,7.142e-05+0.00029979i,-0.0002587+0.00011518i,0.00029682-0.00024324i,0.00034959-2.1982e-05i,-0.00029133-0.00011538i,-0.00075812-0.00045713i,-0.00021716-0.00054452i,2.4784e-05-9.9408e-05i
0.001073-0.0014912i,0.0016733-0.0020172i,0.0012438-0.0013045i,-0.00037651+8.6662e-05i,-0.0011159+0.00083506i,-0.001189+0.00093696i,-0.0018573+0.00058413i,-0.00064655+0.00067248i,-0.0002123+0.00032066i,-0.00085066-0.00032014i,-0.00031071-0.00030377i,-0.00027292-0.00045858i,-0.00087611-0.00069714i,-0.00094988-9.663e-05i,-0.00037777+4.0268e-05i,-0.00051386-0.00054634i,-0.00073193-0.00058011i,-0.00040464-0.00054341i,-9.3045e-05-0.00092622i,-4.465e-06-0.0011682i,-0.00063427-0.00037355i,-0.00056424-0.00023926i,-0.0003791-0.00036283i
0.0011442+0.0012043i,0.0012467+0.00098097i,0.0020563+0.001762i,0.0025873+0.0010926i,0.001098+0.00038388i,-0.00080017-1.8951e-05i,-0.00038035-0.00010603i,0.00078789-0.00013592i,0.0014795-0.00053247i,0.00099283-0.00040506i,-0.0003368-0.00059168i,-0.00077618-0.0018277i,-0.00054497-0.0017301i,-0.00069686-0.00060879i,-0.00079039-0.0001974i,-0.0010142+5.3861e-05i,-0.00055415+0.0002044i,3.1904e-05-0.000204i,-0.00013795-5.4071e-05i,-0.00037776+0.00067237i,0.00010865+0.00065765i,0.00067472+0.00090338i,0.00049462+0.0010006i
-0.0017499+0.0018879i,-0.002109+0.00082843i,-0.0025559+0.0018798i,-0.0022577+0.0019618i,-0.0013807+0.0012002i,-0.0011942+0.00092138i,-0.0002879+0.001143i,0.0002917+0.000698i,-0.00069563+0.00012808i,-0.00024896-0.00017639i,0.0006695-0.0012393i,0.00063947-0.001686i,-0.00030617-0.00092442i,-0.0008274-0.00032079i,-0.00018736-3.6914e-05i,0.00018953+0.00020945i,6.3709e-05-5.4293e-05i,0.00030101-0.00019779i,0.00097307-0.0010364i,0.00075382-0.0010472i,0.00041738-0.00056455i,0.0016916-0.00039385i,0.0020775-3.854e-05i
0.0010504+5.6416e-05i,0.0012913-0.00029717i,0.0013277+1.1305e-05i,0.00088413+0.00028324i,0.00061241+0.0011126i,-0.00018795+0.0020586i,0.00019576+0.0020066i,0.0007753+0.00081607i,0.00025006-0.00099317i,0.00021184-0.0014624i,0.00086485-0.0014966i,0.00069811-0.0015507i,-0.00024264-0.00048988i,-0.00068907+0.00022471i,-0.00074357-7.4114e-05i,-0.0006252-0.00031187i,-0.00058145+0.00041542i,-0.00029629+0.0010753i,0.00058066+3.9154e-05i,0.0008653-0.00019311i,0.00020945+0.0001555i,-0.00044778-0.00013147i,-0.00053839+0.00045794i
-0.0010325+0.0011054i,-0.00090051+0.00099161i,-0.0013269+0.00094732i,-0.00082112+0.00041841i,-0.00019046-0.00020084i,-0.00082034-0.00018212i,-0.00033738-0.00018003i,0.00064653+0.00026447i,0.0011308+4.3743e-05i,0.0012275-0.00030264i,0.00053059-0.0006833i,-0.00082878-0.0012644i,-0.0015661-0.0013097i,-0.00069115-0.00074158i,-0.00027965-0.00055138i,-0.00094344-0.00022657i,-0.0009964-0.00033627i,-0.00090234-0.00040568i,-0.00083841-0.00050446i,0.00010284-0.00059738i,0.00066376-0.00018629i,0.0012417+0.00014304i,0.0012488+0.00040207i
0.00044792+0.0016552i,0.00023813+0.0016759i,0.0009376+0.00080886i,0.001688+0.00019902i,0.00037141-0.00073955i,-0.00080095-0.0010389i,0.00017409+0.00074201i,0.0017147+0.0012533i,0.0019134-0.0003058i,0.00042753-0.0014208i,-0.00042281-0.0020504i,-0.00028842-0.0019029i,-0.00031344-0.00024108i,-0.00041185+0.0007297i,-0.0001456+0.00014548i,0.00012485+0.00021358i,7.7314e-05+3.3424e-05i,-0.00014128-0.00046079i,-0.00033365-0.00022151i,-0.00034556-0.00051837i,5.6038e-05-0.00057937i,0.00083548-0.00057138i,0.00096355-0.00059672i
0.0003974+0.0022034i,-0.00028089+0.0014941i,-0.00035355+0.0006897i,0.00010142-0.00030178i,-0.00032108-0.00076118i,-0.00069965-7.9531e-05i,-0.00035342+0.0003415i,0.00030141+0.00032726i,0.00061666-0.00045403i,0.00041378-0.0015688i,9.0206e-05-0.002192i,-0.00023279-0.001535i,-0.0010735-0.00035745i,-0.0010029-6.305e-05i,-8.5073e-05+4.8788e-05i,0.0003688-0.00028999i,-0.0001689-0.0005186i,-0.00072569-0.00020893i,-0.00093119+0.00013988i,-0.00046749+7.6799e-05i,-0.00015736+4.8625e-05i,-0.00080568+0.00010389i,-0.0012008-0.00017624i
-0.00082758-0.00085332i,0.00016921-0.00075293i,0.00063394-0.000999i,-0.00017284-0.00023868i,-0.00095288+0.00045932i,-0.0017287+0.00076817i,-0.00039101+0.0010467i,0.0016471+0.00054906i,0.0019261-0.00010816i,0.0010853-0.00017259i,6.2211e-05-0.00068977i,-0.00028225-0.0017941i,-0.0006535-0.0020316i,-0.0008097-0.00084589i,-0.00044564+0.00038326i,-0.00017178+0.00011053i,-0.00010526-0.00061824i,-0.00019543-0.00070653i,-0.00060424-0.00060186i,-0.0010342-0.00013421i,-0.00028977+0.00048521i,0.00058459+0.00064222i,0.00039382+0.00012358i
-0.0018353-9.3814e-05i,-0.0016436-0.00021185i,-0.0018346+0.00069187i,-0.00064877+0.0014188i,-0.00023192+0.0011245i,0.00024249+0.00035167i,0.00050119+0.0003737i,0.0002688+0.00060706i,0.00038351-0.0001954i,-0.00016181-0.00052543i,-0.00086484-0.00051993i,-0.00061863-0.00036345i,-0.00066985-0.00033837i,-0.00054529-0.00018449i,-0.00019341+0.00019882i,0.00046059+0.00031322i,0.0005946+0.00033917i,8.1632e-05+9.7843e-05i,0.00022908-0.00032189i,0.00014564+0.00029305i,-0.00025046+0.00068648i,0.0003968+3.8496e-05i,0.00084387+0.00019722i
0.0020991+0.001681i,0.0026546+0.0016313i,0.002482+0.001549i,0.00139+0.00012204i,8.7096e-05-0.0009981i,-0.00076511-0.00084814i,-8.091e-05+0.00070061i,0.00090508+0.0012198i,0.00095588-0.00014715i,0.0010097-0.0012917i,0.00070429-0.0019908i,-0.00017022-0.0014646i,2.7044e-05-0.00075164i,-2.7046e-05-0.00034636i,0.00010712+4.5697e-05i,0.00019434+0.00012675i,-0.00048683-0.00035252i,-0.00088598-0.00049845i,-0.00085955+9.8996e-06i,-0.00048287-0.00040601i,-0.00062002-0.00026693i,-0.00095908+0.00033024i,-0.00076236-9.3342e-05i
-0.00077632-0.00088634i,-0.001666-1.3943e-05i,-0.0020364+0.0010756i,-0.0012155+0.0015783i,-0.0010883+0.0013242i,-0.00096177+0.00071298i,-0.00068573+0.00071535i,0.0002602+0.00077675i,0.00058317+0.00042558i,-9.9316e-05-0.00050312i,-0.00087451-0.0010607i,-0.001773-0.0012079i,-0.0014503-0.0013112i,-0.00049986-0.00059739i,-0.00049814-0.00040262i,-0.0003479-0.00085613i,0.00012926-0.0008941i,0.000418-0.0004045i,0.00072388+8.2492e-05i,0.00058759-0.00011209i,0.00057092+1.1199e-05i,0.00025836+0.0001082i,-0.00059088-0.00026387i
0.00079099-0.0006564i,0.00041537-0.00011323i,0.00057934+0.00053813i,0.0011266+0.00037258i,0.00096439-0.00016975i,0.0003892+9.7173e-05i,0.00038917+0.00071489i,0.00072809+0.0010347i,0.00077714+0.00044595i,0.00026712-0.00047279i,3.731e-05-0.0010372i,-0.00011998-0.0014388i,-0.00050212-0.00092242i,-0.00096339+0.0001614i,-0.0013881+0.00080812i,-0.0013721+0.00066443i,-0.00093997+0.00037868i,-0.00031169-3.6155e-05i,0.00017772-0.00015529i,-7.8469e-05+0.00028048i,-0.00032982+0.0001796i,-6.7742e-05+0.00023317i,0.00021505-0.00046376i
-0.0004062+0.0002371i,-0.00075692+0.00083586i,-0.0012432+0.00084982i,-0.00073002-0.00027822i,-0.00051793-0.0012399i,-0.0015681-0.00082877i,-0.0019276+0.00018232i,-2.0963e-05+4.5627e-05i,0.00080206-0.00032131i,0.00076206-0.00044564i,0.00062285-0.00069278i,-0.00026462-0.00071015i,-0.00071729-1.0336e-05i,-0.00048648-9.4694e-05i,0.0005054-0.00042402i,0.0011086+0.00023345i,0.000602+0.00012814i,0.00058886-0.0010216i,1.482e-05-0.001398i,-0.00064067-0.00064382i,-0.00065689+0.0001548i,-0.00035241-0.00016175i,-0.0007018+1.6613e-05i
0.00086412+0.00066307i,0.0008389+0.0017266i,0.001338+0.0022146i,0.0012155+0.0014327i,-0.00020605+0.00057671i,-0.001011+0.00057769i,2.0807e-07+0.001183i,0.001252+0.00086453i,0.0013801-0.00030035i,0.00053526-0.00086175i,0.00036313-0.0011379i,-0.00017394-0.0015493i,-0.00065411-0.0013275i,-0.00062019-0.00081062i,-0.00086223-0.0002547i,-0.0010309+0.00010657i,-0.00053084+0.00039831i,-0.00055379+0.00019692i,-0.00018432-0.00054155i,0.00061639-0.00080193i,0.00044005-0.00077836i,0.00036059-0.00015317i,0.00021136+0.00025503i
-0.00037255-0.00037414i,-0.00099365-0.00086836i,-0.00088014-0.0010541i,-1.3194e-05-6.8719e-05i,-0.00052427+0.00016823i,-0.0017703+0.00026584i,-0.0013496+0.00060411i,-0.00022503+0.00075304i,-0.00039018+0.0002386i,-0.00069848-0.00053171i,-0.00088438-0.0012553i,-0.00059627-0.001284i,-0.00059164-0.00084192i,-0.00077442-0.00049532i,-0.00063473-0.00032195i,-0.00012362-0.00091484i,-0.00029873-0.00096765i,-1.5242e-05-6.3197e-05i,0.00085012-0.00015787i,0.00013782-0.00062524i,-0.00043841+0.00013292i,-0.00024912-6.4111e-05i,6.5758e-05-0.0005762i
