-0.0022267+0.00012065i,-0.0009728-0.00016228i,-0.0021749+0.00070219i,-0.002087+0.00086356i,-0.0010155+0.00049106i,-0.00028112+0.00024838i,-0.00032654+0.00051957i,-0.00085674+0.00072242i,-0.00082068+0.00054191i,-0.00072724+0.00041705i,-0.00072316+0.00050764i,-0.00069189+0.00055753i,-5.0278e-05+0.00068776i,0.00034874+0.0011315i,-0.0002834+0.00071008i,-0.0003747+0.00085556i,-0.00022284+0.00071416i,-0.00013215+6.4918e-05i,-0.00063185-0.00065644i,-0.00032442-0.00042447i,0.00033817-0.00032559i,0.00028027-0.00025141i,8.0319e-06+0.00034527i
0.00017032+0.0013405i,0.0012688+0.00033147i,0.0023608-0.00050643i,0.0025055-0.00089454i,0.0022669-0.00092844i,0.0017808-0.0013626i,0.00084542-0.0010135i,-0.00010997-1.0505e-05i,0.00013237+0.00084836i,0.00063952+0.00091434i,0.00081255+0.00044735i,0.00069738+0.00073814i,0.00077755+0.00066808i,0.0010387+0.00012037i,0.00068473-0.00021637i,0.00021902+0.00013072i,0.00072863+0.00050766i,0.0007139+0.00068608i,-0.00048664+0.001024i,-0.00036396+0.00077429i,0.00016748+0.00053748i,-0.0002381+0.00068909i,0.00055307+1.8963e-05i
-0.001482+0.0031101i,-0.00087186+0.004025i,0.00025679+0.0038491i,0.00063391+0.0019731i,0.0009609+0.0003746i,0.00076246-0.00027581i,0.00032659-0.00030056i,-0.00041715+0.00026027i,-0.00135+0.00093416i,-0.00069539+0.0017781i,0.00075057+0.0021884i,0.0016434+0.0018383i,0.0011506+0.0018075i,0.00066161+0.0012448i,0.00080653+0.001446i,0.0007278+0.0018802i,0.0005503+0.0010433i,0.00035964+2.0579e-06i,-0.00031635-0.00026113i,-0.00045278-0.0001287i,8.7008e-05+4.52e-05i,0.00049888+0.00024789i,0.00091513+0.00037177i
-0.00075384+1.3755e-05i,-0.0012415-0.00088011i,-0.0020453-0.0013159i,-0.001648-0.00094035i,-0.0012795-0.00055898i,-0.00042644-0.00032338i,0.00044306-0.00059665i,-0.00031873-0.00060231i,-0.0010668+7.8879e-06i,-0.00044539+0.00062996i,0.00019518+0.001562i,0.00037522+0.0020764i,0.00036905+0.0015138i,0.00011026+0.001031i,0.00055029+0.00025875i,0.0010955-9.7694e-05i,0.00048388+0.00028439i,0.00011145+0.00035426i,-0.00023849+0.00079658i,-0.00098721+0.00076918i,-0.00041021+0.00018074i,0.00056348+0.00035717i,0.00077049+0.001048i
-0.00032712-0.0023868i,5.5673e-05-0.0024556i,0.00097835-0.0021728i,0.0011672-0.0014092i,-0.00017073-0.00093518i,-0.0013322-0.0003206i,-0.00059008-6.3904e-05i,-0.00015282-0.0002367i,-0.00049484-0.00010264i,-0.00090447+0.00027565i,-0.0010742+0.00073738i,3.1342e-06+0.00085596i,0.0010037-0.00011912i,0.0010879-0.00029011i,0.00040859+0.00053041i,-0.00027701+0.00062168i,-7.9607e-05+6.3999e-05i,0.00013966-0.00014425i,0.00036515+0.00026503i,0.00049756+0.00076731i,-0.00013583+0.00063541i,-0.00041517+0.00019483i,-0.00020341+0.00037468i
0.0023153-0.00060015i,0.0012484-0.0019217i,0.0013451-0.002867i,0.0015477-0.0023887i,0.00080225-0.0014253i,0.00011134-0.0008501i,0.00018032-0.00028768i,-4.4421e-05+0.00030378i,-0.00074956+0.00073346i,-0.0007035+0.00058856i,0.00054283+0.00011679i,0.0010403+0.00023673i,0.0015246+0.00040292i,0.0016362-0.00052665i,0.00070933-0.00089022i,-0.00015399-1.0275e-05i,-2.8063e-05+0.00030368i,5.4759e-05+0.00015461i,0.00042636+0.0002651i,0.0011579-6.908e-05i,0.00039743+9.3803e-05i,-0.00017352+0.0010041i,-7.3654e-05+0.00057148i
0.00099841-0.0011873i,0.0014861-0.0024286i,0.00094946-0.0027982i,-0.00035379-0.0017051i,-0.00076904-0.0012478i,-0.00095945-0.0018688i,-0.00052799-0.0015559i,-7.8534e-05-0.0010737i,-0.00060103-0.0010516i,-0.0013314-0.00028582i,-0.0010578+0.00061507i,-0.00013772+0.00086994i,0.00031288+0.00027424i,0.00037795-0.00030539i,0.0002643+0.00015163i,0.00022637+0.00049676i,0.00030525-0.00011162i,0.00012039-0.00084118i,-0.00027112-0.00043783i,-0.00045048+0.00011219i,-0.00065748-0.00030057i,-0.00086984-0.00024612i,-0.00075412+6.231e-05i
-0.0015298-0.00044839i,-0.0022381-0.0010228i,-0.0027302+0.00034315i,-0.0015241+0.0018417i,0.00027982+0.00060189i,-1.8224e-05-0.0013793i,-0.0014106-0.0014213i,-0.0018324-0.00069989i,-0.0010191-3.6459e-05i,-0.00019102+0.00067661i,0.00037805+0.00044799i,0.00025366+0.00057441i,-0.00030747+0.00074334i,0.00027867+0.00041193i,0.00046737+0.00027049i,0.00070346+0.00032613i,0.0008887+0.00053387i,-1.781e-05+0.00024493i,-0.0004316-0.00036082i,-0.00039511-0.00015771i,-0.00032173-0.00013833i,-0.00033271-0.00045688i,-0.00032083-7.9196e-05i
0.001853-0.0014123i,0.0019635-0.0014096i,0.003687-0.00067343i,0.0030873-0.00087056i,0.00084706-0.0014823i,-0.00020034-0.0014506i,0.00020927-0.00037395i,0.00052458+7.6981e-05i,0.0007296-1.3043e-05i,0.0005809-0.00010103i,0.0005874-5.313e-05i,0.00058686-8.4543e-05i,0.00026674+0.00020618i,0.00022218+0.00023115i,0.00032595+0.00038644i,-0.00048608+0.00094507i,-0.00082775+0.00020804i,-0.00032652-0.00018283i,-0.00048823+6.7778e-05i,-0.00071898-4.9717e-05i,-0.00022383-0.00019433i,0.00012353-5.327e-05i,0.00032454+0.00017188i
-0.00097485-0.0011678i,-0.0015245-0.0011452i,-0.0024521-0.0010808i,-0.0026606-0.00070498i,-0.0015786+2.3369e-05i,-0.00060927-6.0501e-05i,-0.00085056-5.1308e-05i,-0.0010921+0.00029485i,-0.00058795-0.00010271i,5.901e-05-0.00040856i,0.00081687+0.00044347i,0.0010891+0.0013567i,0.00077793+0.0014687i,0.0006966+0.00070608i,0.00053514-9.7648e-05i,0.00031414-0.00057141i,0.0003559-0.00037208i,-0.0002757+0.00041102i,-0.00084377+0.00031499i,-0.00032979-0.00015895i,1.605e-05-0.00011227i,-0.00036208-8.4281e-05i,-0.00027514+0.00034319i
-0.00041879+0.00026461i,-0.00019486-0.00054345i,0.00043312-0.0002269i,0.00060259+0.00031682i,0.00031059+0.00034769i,6.2289e-05+0.00048866i,0.00045581+0.00064196i,0.00071361+0.00068716i,0.00021296+0.0004404i,6.7927e-05+0.00028218i,9.6091e-05+0.00038076i,-0.00014914+0.00028299i,-0.00035699+0.00058402i,-0.00023444+0.00043034i,-0.00050001+0.00057469i,-0.00061475+0.00027118i,0.0003652+0.00017939i,0.0004717+0.00060468i,0.00018871+0.00024535i,-0.00030895+0.00030831i,-0.00026449+0.00041164i,4.6284e-05+0.00025653i,0.00014127+4.4539e-05i
0.0008506+0.0019848i,-5.2197e-05+0.0023963i,0.0014177+0.0025497i,0.0015723+0.0013627i,0.000458-0.00025586i,0.00063031-0.0012782i,0.00011281-0.0011192i,-0.00053092-0.00048756i,-0.00077334+1.1943e-06i,-0.00044837-5.4798e-05i,0.00048128+0.0005575i,0.0014243+0.0010297i,0.0013922+0.00094129i,-2.9674e-05-0.00012234i,5.4208e-05-0.0012337i,0.0011521-0.00074339i,0.00088814-0.00017769i,0.0002142-0.00039014i,5.8072e-06-0.00070126i,-0.00016929-0.00077462i,-0.00075227-0.00037986i,-0.00063599+0.00031757i,-0.00035512+0.00086014i
0.00099143+4.6065e-06i,0.0010057-0.0011713i,0.0011425-0.001538i,-1.2625e-06-0.00064632i,-0.00045244-0.00015075i,0.00016012+0.00013617i,-0.00016997+0.00050338i,-0.00036936+0.00038737i,-9.3819e-07-0.00028648i,-4.9069e-05-0.00058588i,0.00040871+0.00019939i,0.00068676+0.0010084i,0.00032477+0.0004257i,0.0001443+1.2801e-05i,-0.00023043-0.00028163i,-0.00037992-0.00024642i,-1.6509e-05+0.00039651i,-0.00036143+0.00037679i,-0.00049955+0.0004267i,-0.00024049+0.00083319i,-0.00070638+0.00039781i,6.2772e-05+0.00012505i,0.00031022+0.00021823i
0.0001403-0.00011714i,0.0010017+0.00039458i,0.001691-0.00011262i,0.0015454-0.00065756i,0.0015806+9.1975e-06i,0.0012932-0.00056033i,0.00099046-0.0011943i,0.00023404-0.00068043i,-0.00042147-0.00019337i,-0.00038692-6.94e-05i,0.00072733+0.00018515i,0.0012261+0.00082633i,0.0011154+0.0011661i,0.0010454+0.0010567i,0.00039149+0.00041436i,-0.00025712+0.00063643i,-0.00071112+0.00090716i,-0.00076385+0.00086516i,-0.00073824+0.00048283i,-0.0006278-0.00024156i,-0.00071553-0.00028926i,-0.00044585+0.00017192i,0.00028506+0.00057567i
-0.0014185-0.00070192i,-0.0023807-0.00088177i,-0.0027704-0.00046696i,-0.002312-2.8235e-05i,-0.0017528+9.4188e-05i,-0.0010511-0.00031768i,-0.0010397-0.0012037i,-0.0011378-0.0014274i,-0.00056702-0.00081957i,-0.00055281+0.00050404i,-0.00057533+0.0017242i,-2.4923e-05+0.001892i,0.00053101+0.00081545i,0.0010173+0.00023476i,0.00075048+0.0001222i,0.00022955+0.00045621i,7.9056e-05+0.0007098i,0.00016534+0.00052919i,-0.0002409-0.00010689i,-0.00045461-0.0012846i,-0.00051218-0.00079945i,-0.00028646+0.00019979i,-0.0003428+0.00031382i
-0.00076815+0.0020488i,-0.0016811+0.0027523i,-0.00069418+0.0023902i,0.0010471+0.0014615i,0.001904+3.2254e-05i,0.0016249-0.00056797i,0.0006693-0.0005961i,-0.0006125-0.00039331i,-0.00082603-8.3338e-05i,0.00025781+0.00052305i,0.00074676+0.0012721i,0.00045593+0.0012464i,0.0009285+0.00019378i,0.0010795-6.6729e-05i,-5.0362e-05+0.00047136i,-0.00055695+0.00094736i,-0.00019153+0.0012087i,0.00025967+0.00033166i,-5.4933e-05-0.00049401i,0.00014103-0.00025124i,0.00068956+0.00056373i,0.00067886+0.0010877i,7.9059e-05+0.00087011i
0.00060733-0.00010331i,-0.00054482-0.00018777i,-0.00061863+0.00083248i,9.8841e-05+0.00038031i,0.00072777-0.00013827i,0.00071052-0.00051669i,-0.00014879-0.0013242i,-0.000241-0.00066903i,1.1346e-05+0.00071646i,0.00023728+0.0013618i,0.00058945+0.0011452i,0.0008167+0.0009429i,0.00097717+0.0012298i,0.00083855+0.0015934i,0.00014703+0.0017279i,-0.00074411+0.0014565i,-0.0011111+1.8036e-05i,-0.00083456-0.0010255i,-0.00074565-0.00026488i,-0.0009556+8.9349e-05i,-0.00070009+0.00015473i,0.00024304+0.00088997i,0.00076323+0.0012968i
0.00032675-0.00033986i,0.00096344-0.0010953i,0.00088613-0.0016436i,-0.00022802-0.0014949i,-0.00045346-0.0012323i,-0.00025719-0.00038157i,-0.00066122-0.00031446i,-0.0017667-0.00078878i,-0.0014756-0.00096469i,-0.00045474-0.00021019i,0.00013567+0.00085394i,0.0006908+0.001424i,0.00031149+0.00052735i,-0.00010166-0.00061167i,-0.00040953-0.00060967i,-0.00078112-0.0005509i,-0.00052384-0.00026674i,-0.00011257+0.00067502i,0.00026101+0.00067586i,-0.00012194+0.00013749i,-9.8553e-05+0.00029471i,0.00074559-0.00017966i,0.000728-0.00040766i
-0.0006377-0.0025589i,-0.0017287-0.00252i,-0.0011818-0.0019354i,-0.00062199-0.0006641i,-0.00013683+0.0002112i,0.00034202+0.00027303i,-0.00018552-0.00038629i,-0.00067551-0.00017041i,-0.00085097+0.00029356i,-0.00092348+0.00052823i,-0.00070667+0.00082141i,-5.5264e-05+0.00079243i,0.00045447+0.00066677i,2.4002e-05+0.00079108i,-0.00053155+0.00083203i,-8.2562e-05+0.00061719i,0.0004498+0.00013992i,0.00031108+0.0005456i,0.00035455+0.0010037i,0.00050307+0.001108i,-0.00022104+0.00044855i,-0.00076419+0.00013954i,-0.00074993+0.00025908i
0.00083101-0.000788i,0.001105-0.0010837i,0.0011313-0.0013634i,0.0016439-0.0011832i,0.0012476-0.0003263i,-3.5113e-05+0.00011304i,-0.0005251-0.00016206i,-0.0012935+0.00036392i,-0.0018417+0.00073519i,-0.00086892+0.00081788i,0.00043606+0.0011334i,0.001163+0.00096521i,0.00065242+0.00041072i,-0.0001579+0.00086035i,-0.00043427+0.00071737i,-0.00048383+0.00080988i,-0.00041636+0.0008858i,-0.00043892+0.00013683i,-0.00030998+8.5997e-05i,-0.00058329+0.0010044i,-0.00059107+0.00036675i,-7.4398e-05-0.00029263i,-0.00010355+0.00034554i
-0.00093544+0.00043955i,-0.0013855+0.00036915i,-0.0006504+0.00082014i,0.00023355+0.00076562i,0.00036876+2.535e-05i,0.00011139-0.0013823i,-1.5461e-05-0.0015507i,-0.00022823-0.001255i,0.00017991-0.00082338i,-7.818e-05+0.00061175i,-0.00037609+0.0010244i,0.0003282+0.00093195i,0.00082587+0.00071449i,1.8564e-05+0.00088078i,-0.00079896+0.00066354i,-0.00015341-0.00032003i,0.00032076-0.0001695i,0.00068051+0.0002335i,-4.0354e-05+0.00010022i,-0.00048769+0.00055363i,-5.8914e-05+0.00056419i,-0.0004368+0.00067491i,-0.00039573+0.00058473i
-0.00036417-0.0011349i,-0.00092847+0.00058088i,-0.00038236-0.00016892i,0.00014215-0.001185i,2.6453e-05-0.00067344i,-0.00040458+0.00019573i,-0.00097525+0.00016492i,-0.00069901-3.178e-05i,0.00024022+0.00078705i,0.00062664+0.0010766i,0.00077068+0.001132i,0.0013612+0.0011572i,0.0012879+0.00075819i,0.00028503+5.8513e-05i,-0.00023724-5.5408e-05i,-0.0002562+0.00075139i,-0.00062022+0.00047575i,-4.1488e-05+0.00037819i,0.00032111+0.00065053i,-0.00070675+0.00042122i,-0.00065542+0.0010598i,0.00015449+0.0017246i,-0.00013631+0.0012064i
-0.00050018+0.0011666i,-0.0001511+0.0016717i,-0.000465+0.0012591i,-0.00070265+0.00089134i,0.00010361+0.00024668i,-0.0002866-0.00042326i,-0.00084802-0.00069373i,-0.00055093-0.00079248i,-0.00051295+0.00017871i,-0.00039817+0.0011178i,0.00047931+0.00099796i,0.0010493+0.0010974i,0.0011329+0.00083747i,0.00048534+0.00012199i,-0.00014554+8.9162e-05i,0.00012258+0.00058923i,-0.00013498+0.00054975i,-0.00094316-1.7513e-05i,-0.0016975-0.00033434i,-0.00066097-0.00014777i,-6.005e-05+0.00044661i,-0.0011434-0.00013208i,-0.0007958-0.00065208i
0.00021464-0.0015629i,0.00077959-0.0023448i,-3.2989e-05-0.0019056i,-0.00074567-0.0012842i,-0.00015951-0.0011618i,0.00073633-0.00067878i,0.00084772-0.00032267i,-5.5092e-05-9.6624e-05i,-1.65e-05-6.056e-05i,0.0015403+7.7128e-06i,0.0016558+0.00043618i,0.00014903+0.00070464i,-0.00045204+0.00013536i,-0.0005926-0.00056959i,-0.00064641-0.00059125i,-0.00060816-0.00024528i,-0.00037498+0.00032322i,-0.00022683+0.00051226i,0.0002806-2.7657e-07i,0.00033528-0.00022874i,7.9335e-05-0.00034281i,-6.0947e-06-0.00039703i,0.00014211+0.00035823i
-0.00050979-0.00047358i,-0.00098054-0.00124i,-0.00068479-0.00032188i,-0.00055566+0.00011715i,-0.00034434-8.0859e-05i,-0.00025047+0.00035817i,-0.00027674+0.0002637i,-0.00057141-0.00024107i,-0.00062908-0.00048812i,-0.00074343-0.00044781i,-0.00057346+0.00035991i,0.00071734+0.0009278i,0.00086973+0.00065936i,0.00022771+0.00063198i,-9.1353e-05+0.00028465i,-0.00040056+0.00056466i,-0.00054114+0.00096523i,5.6157e-05+0.00037794i,0.0013767+0.00061906i,0.00086892+0.0010861i,3.308e-05+0.00080255i,-0.00020362+0.00039569i,-0.00018933+0.00018118i
0.0015764+0.0018049i,0.0015633+0.0021643i,0.00092723+0.0016513i,0.00063538+0.00050553i,0.0012407-0.00046122i,0.0010396-0.00091512i,0.00042805-0.0013236i,0.00020038-0.00072905i,-0.00072091+0.00031892i,-0.0010688+0.00072926i,3.0219e-05+0.0011452i,0.0013187+0.0014474i,0.0016032+0.0017097i,0.0010127+0.0011579i,0.00035079-0.00061403i,-6.1466e-05-0.001122i,0.00015178-0.00027635i,-4.9698e-05-7.9233e-06i,0.00040323-0.00015569i,0.0011855-7.2578e-05i,0.0011859+6.6463e-05i,0.00065108+0.00078622i,-0.00017682+0.0012959i
-0.0023767-0.0011166i,-0.0033399-0.00079485i,-0.0030825-0.00086215i,-0.0014547-0.00048173i,-0.00026741-0.0001053i,-0.00014411+3.0044e-05i,-0.00083766-0.00043706i,-0.001049-0.00061303i,-0.00051651+0.00026841i,-0.00013442+0.00085648i,0.0001301+0.00066307i,-0.00013435+0.00137i,9.3899e-05+0.0015993i,0.0011078+0.00093517i,0.0005783+0.00066999i,-0.00025142+0.00057013i,-9.8459e-05+0.00015298i,0.00020664+0.00016664i,0.00026527+8.3274e-05i,-9.9537e-05-0.00016979i,0.00015238+0.00019646i,0.00058273+0.00024876i,0.00025969+0.00017552i
-0.0013954+0.00083739i,-0.0015496+0.0011424i,-0.0011258+0.00084274i,-0.00061667+0.00017601i,-0.00017043+0.00051431i,0.00036282+0.00059136i,-0.00034027-0.00026489i,-0.001701-0.00014505i,-0.00084069+0.00066958i,0.00082858+0.0011931i,0.0009796+0.0011586i,0.00066975+0.00097684i,0.0010621+0.00065747i,0.00071093+0.00011129i,0.00027503-0.00062286i,0.00028346-0.00084026i,0.00028124-0.00039733i,9.0288e-05-6.3641e-05i,-0.0003122+0.00046021i,0.00018224+0.00026286i,-0.00010661-0.00029863i,-0.0010345-0.00014407i,-0.00029926+0.00062701i
-0.0015039+0.00098848i,-0.00061438+0.0012336i,0.0003937+0.0019651i,0.0010046+0.0018464i,0.0010028+0.00065587i,0.00086817-0.00043976i,0.00028695-0.0010375i,0.00021193-0.00077642i,0.00017682-0.00026128i,0.00015307+0.00017689i,0.00083501+0.0011594i,0.0016691+0.0019114i,0.00094395+0.0018834i,7.9307e-05+0.0011067i,-0.00026549-0.00055433i,-0.0005089-0.00099618i,-0.00014139-0.00061284i,0.00027612-0.00061877i,0.00040942-0.00051454i,5.7635e-05+0.00037646i,-5.5882e-05+0.00089216i,0.00030222+0.00022568i,2.3846e-05-0.00031158i
0.0010006-0.0011371i,-0.00032604-0.00071603i,-0.00023283-0.00015525i,3.9032e-05+0.0011916i,-8.4188e-05+0.00084768i,0.00039205-0.00029529i,0.00073888-0.0010806i,0.00076504-0.0014817i,-2.2994e-05-0.00031664i,-0.00060719+0.00086238i,-3.6462e-05+0.00079358i,0.00028055+0.0004266i,-0.0001473-0.00012647i,-0.00036307-0.00028494i,0.00031877+0.00019768i,0.00057567+0.00019567i,-0.00014046+4.1441e-05i,-0.00088522+0.00020802i,-0.0007738+0.00024204i,-0.00058887+0.00032924i,-0.00058752+0.00018052i,-0.00059331+0.00029551i,-0.00016736+0.00030518i
-0.0031804+6.4699e-05i,-0.0029778+6.7084e-06i,-0.0037419+1.2419e-05i,-0.0023179+0.00037069i,0.00036246+9.3712e-05i,0.0014465-0.00037261i,0.00022638-0.00059126i,-0.00032563+0.00023925i,-0.00053142+0.0010703i,-0.00084653+0.001i,-0.00034427+0.0016912i,-9.7313e-05+0.002188i,7.8964e-05+0.0017688i,-9.9359e-05+0.0001487i,-9.5599e-05-0.000212i,0.00047482+0.00046216i,0.00088912+0.00025098i,0.00044173+9.5822e-05i,0.00027825-0.00021678i,0.00013614-0.00034976i,2.4917e-06+8.5853e-05i,0.00012573+3.6354e-05i,0.00016767-6.85e-05i
0.00068227+0.0023563i,-0.00052044+0.0019031i,-0.00022675+0.0011453i,0.00047674+0.00046621i,0.0010235-0.00021256i,0.0010421-0.00036561i,0.00024081-0.00051257i,0.00050245+0.0001394i,0.0012239+0.00070655i,0.0012457+0.00066154i,0.0005317+0.00077538i,0.00011502+0.0016351i,0.00032211+0.0014188i,0.00045906+0.00047917i,-6.6103e-05+0.00022123i,-0.00026971+0.0001835i,0.00047095+0.00065812i,0.00048587+0.00072603i,0.00052078+1.1804e-05i,0.00081242-2.4119e-05i,0.00042888-6.3525e-05i,0.00041001-6.1625e-05i,0.00078335+0.00043886i
-0.00038496+0.00021117i,-0.0015008+0.000867i,-0.0017389+0.00073166i,-0.001372+0.00092023i,-0.00097222-0.00026461i,-0.0007486-0.001079i,-0.0010034-0.0010778i,-0.00043018-0.00080418i,-0.00054392-0.00042049i,-0.00096614-0.00075533i,-0.00047767-0.00094411i,0.00074437-0.00035712i,0.0012124+0.00076953i,0.0014191+0.0010756i,0.00094016+0.00080504i,0.00020631+0.00031144i,0.00055974+1.8478e-05i,0.0009764+0.00074249i,0.00034043+0.0012924i,-0.00025595+0.00055686i,-0.00031797+0.00078909i,-0.00035913+0.00087176i,0.00036996+0.00057122i
0.00051506-0.00099819i,0.00035941+0.00034219i,0.00099028+0.0017502i,0.0016284+0.0012951i,0.0010869+1.6178e-05i,0.0010764-0.00062301i,0.00026449-0.0002941i,-0.0009754+0.00038037i,-0.0012036+0.00026859i,-0.00027046+0.00029098i,-4.9518e-05+0.00084825i,-2.0828e-05+0.00058093i,0.00033699+2.3053e-05i,5.4839e-05+0.00037858i,-0.00039647+0.0005616i,-0.00019389+0.00028846i,0.00074184+2.218e-05i,0.0015582-0.00023836i,0.0010297+0.00025638i,-0.00020492+0.0006435i,-0.00037936+0.00063752i,0.00025524+0.00076293i,0.00034884+0.00025207i
-0.0012977+0.0012573i,-0.0014611+0.0013842i,-0.00032704+0.0020044i,0.00082035+0.0012183i,0.0011652+0.00020538i,0.00070872-0.00044151i,-0.00043419-0.00075884i,-0.00067245-0.0012138i,-0.00057693-0.00033521i,-0.00030543+0.00058644i,0.00049332+0.00067163i,0.0012641+0.00075326i,0.0010229+0.0012729i,0.00073395+0.00090791i,-2.5378e-05+0.00027756i,-0.00070697+0.00021291i,-0.00081293+0.00067378i,-0.00096638+0.00034854i,-0.00032825-0.00032096i,0.00032245-0.00010787i,6.0446e-05+0.00039467i,-7.6709e-05+0.00028594i,0.00039304-1.9396e-05i
-0.0033387-0.0034532i,-0.0035601-0.0031753i,-0.004273-0.0026214i,-0.0032375-0.0012298i,-0.0017166+2.4807e-05i,-0.00019532-4.0454e-05i,0.00073007-0.00042052i,-0.00023783-0.00076489i,-0.0017868-0.0002934i,-0.0020693+0.00099945i,-0.0011471+0.0022547i,-0.00016385+0.0021162i,0.0010278+0.001215i,0.0015838+0.00083414i,0.00016357+0.0010485i,-0.00078009+0.0012592i,-0.00018837+0.0010201i,0.00068139+0.00066742i,0.00099732+0.00031728i,0.00051129-0.00015633i,0.00026502-0.00017122i,-0.00022856+0.00043775i,-0.00095806+0.0010579i
0.00028256-0.001062i,0.00070565-0.0012742i,0.00027698-0.0016417i,-0.0002142-0.00064968i,-0.00057794+0.00012718i,9.4399e-05+3.0971e-05i,0.00029451-0.00034216i,0.00020791-0.00075186i,0.00052906-0.00011199i,0.00018732+0.00061504i,-0.00023037+0.0010784i,0.00036784+0.0014694i,0.0010878+0.0016413i,0.00056367+0.001477i,-6.1077e-05+0.00077545i,0.0001249+0.00081785i,0.00015407+0.00078386i,-0.00019166+0.00069096i,8.1693e-06+0.00081132i,-0.00025631-0.00021999i,-0.00051006-0.00063123i,0.00034966+0.0002909i,0.000565+0.00018013i
-0.0021924+0.00051164i,-0.0010597-0.00057459i,0.0006051+0.00026254i,0.0010747+4.2598e-05i,0.0012048-0.00061252i,0.0015125-0.00048511i,0.00097409-0.00050213i,0.00015459-0.00036393i,-2.0941e-05-0.00034022i,-0.00022392-0.00019761i,-0.00040652+6.1316e-05i,-5.9078e-05-0.00047163i,0.00098887-0.0010974i,0.0012448-0.001378i,8.7662e-05-0.00045305i,-0.00016965-0.00038686i,0.00063063-0.00046184i,0.00067174+0.00016173i,0.0001722+0.00051547i,-0.00010739+0.00014434i,1.0116e-05-0.0003654i,-4.0093e-05-0.00048729i,7.3235e-05-0.00016997i
0.0025276+0.00049198i,0.002545-0.00019107i,0.0023498-0.00031932i,0.0018138-0.0010874i,0.00076115-0.0012984i,-0.00026056-0.00043665i,-0.00047671-0.00010945i,-0.00059808-0.00053534i,-0.00074231-0.00052305i,-0.00013412+3.7303e-06i,-0.00018601+0.0006895i,-0.00031257+0.00068964i,0.0003097+0.00051127i,0.00073521+0.00021299i,0.00027577-0.00018201i,-0.00014388+5.9681e-05i,-7.7111e-05+0.0004386i,-0.0004246+0.00047937i,-0.00043634+0.00022983i,-7.5571e-05-0.00011214i,0.00019655-0.00026642i,-0.00027288-8.3973e-05i,-0.00027227-1.0274e-06i
-0.0020187-0.0013134i,-0.0025972-0.0015246i,-0.0029115-0.0012533i,-0.0016155-0.00011456i,-0.00025706+0.0006708i,2.9107e-05+0.00037757i,-0.00038614-0.0002582i,-0.0014176+8.8835e-05i,-0.0014794+0.00063199i,-0.00089091-6.2676e-05i,-0.00019827+0.0001831i,0.00017639+0.0013262i,0.00032334+0.00096298i,0.00018884+0.00057416i,0.00023042+0.00063022i,-0.00015935+0.00051186i,-0.00097691+0.0002838i,-0.00057459-0.00045309i,0.00027234-0.00047483i,0.00029665-0.00037279i,-0.00033068-0.00090519i,-0.00074283-0.00049895i,-0.00052978+0.00019462i
0.00092549-0.00044107i,0.00013202-0.0012881i,-0.0002436-0.00087273i,0.00015495+0.00036293i,0.00039349+0.00093101i,0.00074754+0.0010622i,0.00024132+0.00014161i,-0.00013535-0.00063848i,-0.0004872-0.00042293i,-0.00044527-9.0066e-05i,0.00037734+0.00091365i,0.00019229+0.0012157i,0.00022737+0.00089321i,0.0011112+0.00052838i,0.001321+0.00015371i,0.0011271+1.7804e-05i,0.00096659-6.2037e-05i,0.0004802-0.00013971i,0.00017246-0.00029269i,1.1976e-05-0.00056172i,0.00029255-0.00054309i,0.00043808-0.0001037i,-3.0124e-05-0.00028957i
-0.0002846-0.0017045i,-0.0019152-0.0012425i,-0.0025259-0.00075343i,-0.0018801-0.00036027i,-0.0014129-0.00024488i,-0.0013148+0.0003557i,-0.00079122+0.00067653i,-0.0010932+0.00026113i,-0.0012912+0.00078244i,1.7632e-05+0.0018651i,0.001074+0.0022092i,0.0010635+0.0015819i,0.000909+0.00033354i,0.00082433-0.00026674i,-0.00016974+0.00011239i,3.0184e-05+0.00071162i,0.0006876+0.0015675i,4.2558e-05+0.0019459i,-0.00054263+0.0014869i,-0.00032462+0.00034365i,-0.00068139-0.0002341i,-0.00092459+0.00054811i,0.00043351+0.00070888i
-0.0010498-0.0010151i,-0.00012859-0.0017912i,-0.001021-0.0012439i,-0.00081214+8.701e-05i,-0.00019624+0.00036398i,0.00029265-0.00088899i,0.00065293-0.0011403i,0.00022371-0.00065318i,-6.0844e-05+0.00016473i,9.7186e-05+0.00072134i,0.00045788+0.00014767i,0.00066811+0.0010832i,0.000524+0.00098299i,0.00021297-3.0465e-05i,0.00038862+0.00027571i,6.9389e-05+0.00063975i,-0.00055732+0.00070032i,-0.00059753+0.00049113i,-0.00054505+0.00038694i,-0.00037776+0.00026414i,-0.0005664+0.00010104i,-0.00027826-0.0003093i,0.00028396+0.00027218i
0.00021272-0.0018297i,-0.00025265-0.0025523i,-0.0010357-0.0026444i,-0.00067799-0.0022638i,-0.00015093-0.0013121i,-0.00025871-0.00020895i,3.2954e-05-0.00030661i,0.00033117-0.0007701i,-0.00052524-0.00016892i,-0.001473-5.6522e-05i,-0.00093553+0.00053836i,-7.1524e-05+0.0010654i,0.00042528+0.0010242i,0.00032988+0.00094783i,-0.00010069+0.00039398i,0.00011071+0.00062096i,0.00075253+0.00083643i,0.00049545+0.0013225i,-0.00011086+0.0013695i,3.3803e-05+0.00083478i,-0.00045411+0.00023936i,-0.00018693-0.0001978i,0.00059604+0.00058905i
