-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
-0.0015659-0.00059702i,-0.0012913-0.00050865i,-0.00043338-0.00085018i,0.00011249-0.00054173i,6.9701e-05-0.000102i,-0.00056178+7.4345e-05i,-0.00087454+0.0002111i,-0.00071896+0.00065241i,0.00021883+0.0010864i,0.00028097+0.00093345i,-0.00022485+0.0003678i,0.00064804-0.00033153i,0.00098965-0.00054077i,0.00034193-0.00040052i,-0.00045878+0.00035977i,-0.00035649+0.0013515i,-0.00052337+0.0006534i,-0.0010513-0.0011462i,-0.00027354-0.0012568i,0.00016982-0.00017209i,0.00019679+1.0646e-05i,0.00022003+0.00015759i,5.2282e-05+0.00046131i
-0.00073665-0.00059863i,-0.001222-0.00044709i,-0.003109+0.00018911i,-0.0028608+0.00014395i,-0.0009304-0.00018004i,-0.00024486+0.00025673i,-0.0004019+0.00022474i,-0.00016487-0.00021666i,0.00054305+0.0005742i,0.0010409+0.0012259i,0.0011998+0.0010327i,0.0014805+0.00073428i,0.0017912+0.00044925i,0.0009913+2.7196e-05i,-0.00030975-4.3774e-05i,4.9724e-05+0.00047886i,0.00046941+0.00042792i,-2.2975e-05-0.00011715i,4.1172e-05-0.00039306i,8.9605e-05-0.00014814i,3.6486e-05-0.00041708i,-8.8773e-05-0.00012882i,-0.00036655+0.00080354i
-0.001115-0.0016856i,-0.00081213-0.0019715i,-0.00045343-0.001267i,-0.00056009+0.00026039i,-0.0005238+0.0012658i,5.5192e-05+0.0010789i,0.00011271+0.00066041i,-0.00059791+0.0006615i,-0.00016648+0.00051018i,0.0015201+0.0006275i,0.0025163+0.00047724i,0.0018502+0.00012793i,0.00062416+0.00010716i,0.00062722-0.00088642i,0.00083274-0.0013633i,0.00061748-0.00030782i,0.00031293+0.00017997i,-0.00013128+0.0001774i,-0.00043302+8.592e-05i,-0.00025379+2.8671e-05i,0.00024407-0.00047032i,0.00030786-0.0013247i,-0.00035055-0.001183i
-0.0010763-0.00025505i,-0.00047017-0.0006182i,-0.00049216-0.0017963i,-0.0007366-0.0008983i,-0.001049+0.00011226i,-0.002048+0.00027479i,-0.0025486+0.00051411i,-0.0014459+0.00060915i,0.00025726+0.0012606i,0.0012806+0.0017454i,0.0017642+0.0013406i,0.0015739+0.00089077i,0.00074499+0.001107i,-0.00066685+0.00092885i,-0.00085035-5.9439e-06i,-0.00031873-4.6762e-05i,-0.00032165+0.00021373i,-0.00041792+0.00010663i,-0.00055467+0.00042556i,-0.00037685+0.00037711i,0.00024115+6.5988e-05i,0.00048897+4.3118e-05i,-6.4658e-05-7.3133e-05i
0.0018005-0.00075763i,0.0018525-0.00069565i,0.0018812-0.0002661i,0.0019925-0.00021183i,0.00091216+4.2222e-05i,-0.00062637-3.2866e-05i,-0.0011502-0.00021897i,0.00027574+0.00017022i,0.0015357+0.00019589i,0.0021786+0.00069561i,0.0025651+0.0012717i,0.0018905+0.001133i,0.0011327+0.00025733i,0.00027574-0.00080455i,-0.00076129-0.00023877i,0.00017291+6.8796e-05i,0.00080722-0.00041453i,5.2895e-05+4.5584e-05i,-0.00012131+0.00053963i,0.00019264+0.00097695i,0.0007851+0.001415i,0.00069876+0.00052139i,0.00051065-0.00053013i
-0.0012312+0.00071904i,-0.00081214+0.00050681i,-0.00062542+0.00082935i,9.8085e-05+0.00011277i,0.00079607-6.3341e-05i,0.0006878+5.2634e-05i,-0.00032066-0.00012921i,-0.00091042+0.00022152i,-0.00054231+0.00067214i,0.00044021+0.00067774i,0.0012311+0.0003871i,0.0016115+0.00042242i,0.001839+0.00023966i,0.00088245+0.00017848i,0.00052497+0.00019377i,0.0013563-0.00021105i,0.0011653-0.00071896i,2.3974e-05-0.00044293i,-0.00023659-0.00033447i,-0.00024536-0.00047155i,-0.0008883-0.00073315i,-0.0013087-0.00062177i,-0.0011649-0.00056768i
0.0011304+0.00041308i,0.00058959-0.00096535i,0.00033328-0.0011436i,-0.0010909-0.00047107i,-0.0019412-0.00093502i,-0.0017626-0.0011079i,-0.0017119-0.00030948i,-0.0013408+0.0010245i,7.2094e-05+0.00090889i,0.0011838+0.00029397i,0.0018167-3.6994e-05i,0.0018703+1.6945e-05i,0.0013869+0.00031748i,0.0014097-0.00062426i,0.00097958-0.00053226i,-0.00032766-8.0552e-05i,-0.0003938-0.00056645i,-8.39e-06-0.00046831i,0.00014352+0.00010292i,0.0005504-0.00029598i,0.00061797+5.0667e-05i,0.00077127+0.00035762i,0.00087259-0.0007163i
-0.00014831+0.00092137i,-0.00026753+0.00076621i,0.001022-0.00026065i,0.0015704-0.00067808i,0.00013626-0.00035967i,-0.00086045-0.00014279i,-0.00075574-1.4363e-05i,0.00018101+0.00048911i,0.0013048+0.00050513i,0.0012443+0.00036577i,0.00085529+0.00095759i,0.00043427+0.00070847i,0.00023791+0.00039335i,0.00056004-8.7861e-05i,0.00099133-0.00036675i,0.00090133-0.00027736i,0.00076832-0.00026508i,0.00027419+6.3332e-05i,-0.000498+0.00023778i,-0.00039786+5.7448e-05i,0.00019595-0.00011858i,0.00053178-0.00014498i,1.514e-05-0.00074111i
0.0017796-0.00052399i,0.0011375-0.00087963i,0.0011317-0.0018163i,0.00067702-0.0025726i,-0.00010209-0.0017664i,-0.00076679-0.00013964i,-0.00014218+0.00083131i,0.00020566+0.0004061i,0.00035086-0.00025909i,0.001351-0.00021061i,0.00066302-8.9136e-05i,-0.00014338-0.00025788i,0.00046154-0.00065608i,0.00026758-0.00095564i,-0.00045298-0.00036282i,-0.00028964+0.00087276i,-0.0001989+0.0010446i,-0.0006045+0.00058557i,-0.00054008+0.00056593i,0.0002047-8.5093e-05i,0.00069405-0.00039513i,0.00061078-0.0004106i,0.00023968-0.00065828i
0.0017134-5.6369e-05i,0.00056106+0.00037843i,-9.3171e-05-4.858e-05i,-0.0001707+0.00071479i,1.0932e-05+0.0011562i,0.00010923+0.00074098i,-0.00053322+0.00044733i,-0.00034602+0.00049257i,0.00068422+0.0010373i,0.00082549+0.0010223i,0.00083583+0.00085083i,0.0010964+0.00048992i,-2.745e-05-0.00052625i,-0.00059512-0.0012112i,-0.00028154-0.00016219i,2.3535e-05+0.00040172i,0.00049659+0.00035905i,0.00066475+0.00016755i,0.00018396-0.00055132i,-0.0006969-0.0006715i,-0.00026152-0.00018694i,7.7897e-06+5.2745e-05i,-0.00037987+0.00022748i
0.00015137-0.0010596i,9.9136e-05-0.0010166i,-0.00029373-0.0010418i,-0.00014829-0.00046863i,0.00022622-0.00046462i,3.66e-05-0.00038102i,-0.00052569-0.00016047i,-0.00036044+0.00042042i,-0.00012067+0.00094169i,0.0004929+0.0010533i,0.001251+0.0015007i,0.0013852+0.00047452i,0.0015266-0.0009589i,0.0014887-0.00069167i,0.0010766+0.0001797i,0.00060521+0.00024561i,0.00055961-0.00097696i,0.00076134-0.0013844i,0.00046683-0.00038626i,0.00021869+3.563e-06i,0.00024212+0.00018038i,0.00029231+0.00067707i,0.000107+0.00017129i
0.00017434-0.00036168i,0.00081337-0.00024493i,0.0011411+0.00020339i,0.00059098-0.00036786i,0.00099185-0.00081017i,0.00033527+0.00019375i,-0.0005368+0.00048236i,-0.00062908+0.00030216i,-0.00029614+0.0011245i,-6.117e-05+0.0010832i,0.00047083+0.00025903i,0.0011433+0.00056186i,0.0012582+0.00076755i,0.00095902+0.00080176i,0.00069681+0.00029061i,0.00051635-0.00016676i,6.1851e-05+0.00047447i,-0.00070944+0.0006825i,-0.00030826+3.9811e-05i,-1.0869e-05-0.00010053i,-7.8558e-05-0.00012817i,0.00046602+0.00015642i,0.00026352+0.00023249i
7.4852e-05+0.00031788i,-0.00026166+0.00073398i,-0.00068991+0.00094085i,-0.0013965+0.00035417i,-0.0014205-6.1591e-05i,-0.00027331-0.00035733i,-0.00045789-0.00024638i,-0.00072372+0.00055616i,0.00036706+0.0010854i,0.0011121+0.0010286i,0.0010524+0.00092314i,0.0010265+0.00061599i,0.001655+0.00036084i,0.0014592-4.095e-05i,0.00028804+0.00030475i,-0.00028003+0.00046433i,0.00011697+0.0001235i,-9.3668e-05+0.00045612i,-0.0013639+0.00052589i,-0.00078344+0.00037516i,0.0003129+0.00032755i,-0.00015351+8.4309e-05i,-0.0012458-0.00012776i
-0.00052456-0.0005028i,-0.0006454-0.0011618i,-0.002085-0.0010507i,-0.0017906-0.00041577i,-0.0007889+0.00015471i,-0.00057136+0.00059464i,-0.0014186-3.1704e-05i,-0.0014156-0.0004087i,-0.00044956-7.2862e-05i,0.0012077+0.00023792i,0.0018235+0.00062908i,0.0010396+0.00079367i,0.0010345+0.00080334i,0.00074133+0.00059886i,0.00051401-9.8476e-05i,0.00014249-0.00015333i,-0.00069371-0.00053671i,-0.0005595-0.0010082i,0.00046929-0.00062132i,0.0012619-0.00010069i,0.00094043+0.00016976i,0.00028175+0.00021993i,-0.00013807-0.00024263i
0.0003246-0.00027738i,0.00065918-0.00096098i,0.00023911-0.0011986i,-8.5464e-05-0.001042i,0.00010986-0.00028381i,0.00021128+0.00085066i,-6.3528e-05+0.0011203i,0.00032395+0.00056039i,0.0010656+0.00059111i,0.00098249+0.00011932i,0.0006942-0.00077031i,0.0011515-2.6901e-05i,0.001358+0.0010328i,0.00046564+0.00020049i,-0.00012039-0.00082599i,-8.2314e-05-0.00080307i,-1.7158e-05-0.00057391i,0.00024803+0.00044071i,0.00016771+0.00074402i,-0.00039337+0.00019809i,0.00012103+5.2248e-06i,0.0010128+0.00010898i,0.00077741-0.00036255i
3.2554e-05+0.001127i,-0.00019119+0.0014529i,-0.000558+0.0027614i,1.7396e-05+0.002099i,0.00020863+0.00082817i,-0.00032044-0.00012842i,-0.00098527-9.7542e-05i,-0.0006306+0.00035762i,-5.1641e-05+0.00076933i,8.951e-05+0.00054755i,0.00050898+0.00066207i,0.0016176+0.0011992i,0.0020069+0.00047583i,0.0015152+2.1847e-05i,0.0003043+4.4103e-05i,-0.0005205+0.00043992i,-0.00063224+0.0004403i,-0.00059413-0.00014801i,-0.00044133-0.00023619i,0.00035948+0.00036223i,0.00052849+0.00072626i,0.00020823+0.00050929i,8.647e-05+0.00028224i
0.00095597+8.9723e-05i,0.0015606+0.00089396i,0.0021558+7.8927e-05i,0.0016399-0.00048964i,0.00050589-0.00070001i,-0.00057642-0.00080372i,-0.0011557-0.00067886i,-0.0011767+0.00021876i,-0.00042265+0.00087873i,0.001006+0.00067816i,0.0012713+0.0011184i,0.00059745+0.00048483i,-0.00017781-0.00089425i,-0.00040823-0.001207i,-8.1752e-05-0.00082033i,6.6429e-05-0.00040065i,0.00050089-0.00061788i,0.00078229-0.00090242i,-0.00017796-0.00064206i,-0.00078661-0.00011991i,-0.00042886+0.00045832i,0.00037436+0.00054727i,0.00065796+0.00040595i
0.00085437+0.00048756i,0.001135+0.00082078i,0.0010917-0.0002107i,0.00037864-0.00060336i,-0.00061377-0.00031059i,-0.0012982+0.00024196i,-0.0018277+0.00059821i,-0.0017408+0.00095489i,-0.0003178+0.0012022i,0.0016583+0.00076954i,0.0017587+0.00048191i,0.00049474+0.00013573i,-1.878e-05+0.00020373i,-0.0004506+0.00040534i,-0.00019089+0.00023124i,0.00049651-0.0005262i,-9.8258e-05-0.00048038i,-0.001002+0.00019002i,-0.0010026+0.00033595i,-0.00016052-7.6622e-05i,0.00041998-2.3129e-05i,0.00055092+9.404e-05i,0.00038355-0.00034461i
-0.00063991-0.0013904i,0.00020984-0.0016481i,0.0022523-0.0013724i,0.0018179-0.0006265i,-3.1113e-05-0.00060587i,-0.00062909+6.973e-05i,-0.00064844+0.00078105i,-0.00059216+0.0013904i,-0.0001392+0.00088934i,0.00062724+0.00016382i,0.00084517+0.00044529i,0.00066015+0.00024122i,0.00083086+5.4332e-05i,0.00090529+0.00045643i,-0.00034792+0.00060783i,-0.00085157-0.00024367i,-0.00071334-0.0004335i,-0.00085014-0.00013716i,-0.00058083+0.00021553i,0.00025891+0.00040329i,0.00080624-0.00048078i,0.00010412-0.00082843i,-0.00065712+0.00019555i
-0.0010681+0.00065777i,-0.0021302+0.0011572i,-0.0039131+0.00068747i,-0.0034978+0.00020875i,-0.0012392+0.00014732i,-0.0002584+5.3295e-05i,-0.00036351+0.00011056i,-0.00055995+0.00052308i,0.00012379+0.0012915i,0.0016838+0.0012787i,0.0020728+0.00010595i,0.0016046+0.00063607i,0.00096788+0.0012645i,0.00045081+0.00072651i,-0.00014828+4.5755e-05i,-0.00082796-0.00098749i,-0.00045515-0.00079992i,-0.00026528+8.1858e-05i,-0.00045652+0.00030734i,0.00010128+6.1873e-05i,0.00027508-0.00017097i,0.00015486-0.00050642i,-0.00020757-0.0011097i
0.0020557+0.00067014i,0.0025992+0.0016361i,0.0014874+0.0019459i,0.00082355+0.00070521i,0.00023914-0.00076067i,-0.00049217-0.0010203i,-0.00068106-5.0123e-05i,-0.00054082+0.00089247i,9.5846e-05+0.001587i,0.0010135+0.0016089i,0.0012453+0.0010041i,0.0009768+0.00067628i,0.00090388+6.009e-05i,0.00015836-0.00077817i,-0.0011209-0.0016229i,-0.00056336-0.00088515i,0.00024434-0.0003262i,-0.00018475-0.00063621i,0.00011723+2.677e-05i,0.00045421-0.00016428i,-2.5534e-05-0.00016764i,-0.00061438+0.00039864i,-0.00054233-2.0074e-05i
-0.00087361+0.0010115i,0.0006606+0.0005417i,-0.0017201+0.0011278i,-0.0011592+0.0016923i,-0.00022256+0.0014328i,-0.0008187+0.0010797i,-0.0013273+0.00048614i,-0.00076311+8.147e-05i,-0.00010375+0.00063258i,0.00015722+0.00065757i,0.00043472+0.00046746i,0.0010549+0.00025764i,0.0018513-5.2225e-05i,0.00080173-0.00072628i,-0.00052306-0.0013637i,-0.0010202-0.00022285i,-0.00071301+0.00063928i,-0.00071074+0.00026665i,-0.0012664+0.00011629i,-0.0010489+0.00068065i,-0.00078383+0.00066147i,-0.00012397-3.6466e-05i,0.00016871+0.00021683i
-0.00017972-0.0012824i,-0.0010195-0.0013559i,-0.00035492-0.00078206i,-0.00021226-0.0009642i,0.00017175-0.0010205i,-5.9949e-05+0.00011886i,-0.0006716+0.00053637i,-0.00028034+0.00042517i,0.00071255+0.0010572i,0.0011158+0.001532i,0.00044811+0.001422i,8.4723e-05+0.0010906i,0.00062613+0.00039767i,0.00085545+0.00035401i,0.00032127+0.0005015i,-0.00032014+0.00021303i,-0.00028562+0.0001189i,-0.00059334+0.00066939i,-0.0010095+0.00082637i,-0.00021473-4.8019e-06i,6.0905e-06-0.00057939i,0.00023605-0.00069134i,9.6502e-05-0.00093524i
-0.0017753+0.0010721i,-0.0015223+0.0012762i,-0.00016932+0.00092769i,-0.00023947+0.0011274i,-0.00038908+0.00075273i,0.00031216-0.00040441i,-0.00027699-0.0010409i,-0.0012174-0.00028745i,-0.00038064+0.0006407i,0.00082523+0.0013843i,0.0012744+0.0017131i,0.0012399+0.0012923i,0.0011456+0.00098972i,0.0010781+0.00040656i,0.00076079-0.00024108i,0.00047183+3.8813e-05i,0.00034833+0.0010998i,-0.00038066+0.00087718i,-0.00027545-6.5412e-06i,0.00017059+0.00033639i,0.00025407+0.00028274i,0.00065151+0.00011389i,0.00029914-5.3439e-05i
0.0014472-0.001355i,0.00072215-0.0021523i,0.0025131-0.0026479i,0.0019938-0.0020741i,2.7955e-05-0.00056937i,-0.0010581-0.00021305i,-0.00087659+0.00033767i,7.2942e-05+0.00059789i,0.00054066+0.00066221i,-7.3712e-05+0.0010832i,-0.00024769+0.00082096i,0.00017462-4.4487e-05i,0.00051612-0.0003551i,0.0010678-0.00027179i,0.0011693+0.0003686i,0.00076692+0.00098712i,0.00079752+0.00073972i,0.0002317+0.0005269i,-0.00075575-5.2168e-05i,-0.00097483-0.00024127i,-0.00044494-9.9935e-05i,0.00044641-2.9845e-05i,0.00025226+2.3843e-05i
-0.00025068-0.0019713i,9.0318e-05-0.0019625i,-0.00072696-0.0011242i,-0.0014811-0.00044689i,-0.00093308-0.00030983i,-0.00051197+0.000237i,-0.00049921+2.445e-06i,-0.00075959-0.00048746i,-0.0010622+5.6643e-05i,-0.00033059+0.0004862i,0.00045647+0.00073821i,0.0010122+0.00071103i,0.0011754+0.00010518i,0.00025504-0.00046067i,-0.00028909-0.00048565i,-0.00011876-0.00032583i,0.00025846-0.00058508i,0.00041466-0.00013698i,7.1573e-05+0.0007113i,0.00014787+0.00066646i,-1.5679e-05+4.2649e-06i,0.00011529-0.00057672i,0.00010599-0.00053318i
0.0002655+0.0023569i,0.00055822+0.0019365i,0.0022112+0.00067188i,0.0021145+0.00031128i,0.001473+0.00038366i,0.00051745+0.00021341i,-0.00067549+0.00065649i,-0.0011853+0.0013004i,-0.00062404+0.0014635i,8.9409e-05+0.0016442i,-5.7622e-05+0.0016342i,0.00038895+0.0013686i,0.0010213+0.0010664i,0.00070445-0.00025512i,0.00073722-0.0011028i,0.00078244-0.00015411i,0.00012255-0.00013194i,4.6766e-05-0.0011485i,0.00090601-0.00078102i,0.0010436+0.00018582i,-0.00010065-0.00032234i,-0.00046291-0.00054163i,-0.0004362+4.7645e-05i
-0.0013826+0.00097739i,0.00014847+0.00098383i,0.0019562+0.0010354i,0.0012595+0.00060009i,0.00045598+0.00016902i,-0.0001474-0.00020084i,-0.00074757+3.2867e-06i,-0.00044092+0.00067562i,0.00056911+0.00055207i,0.0016453+0.00073906i,0.0023113+0.0011277i,0.0017624+0.00098667i,0.0013523+0.00018622i,0.001267-0.00045472i,0.0006775-0.00013125i,-0.00020494+0.00063333i,-0.00043683+0.00039902i,-0.00051032-0.0001112i,-0.0011966-6.0197e-05i,-0.00091333-0.00013775i,0.0002521+0.00013582i,-7.8913e-05+0.00012495i,-0.00044693-0.00076502i
0.0011053-0.0011757i,0.0011866-0.0011757i,0.00012675-0.00097697i,-0.0008803-0.0012119i,-0.00054787-0.00040477i,-0.00047318+0.0010013i,-0.00027173+0.00096411i,-8.7392e-05+0.00088046i,9.5657e-05+0.0014475i,0.00044522+0.001477i,0.00095836+0.00095234i,0.00069185+0.00024393i,0.00021788+0.00023273i,-0.00061718+0.00017263i,-0.0012152-0.00017306i,-0.00086912+0.00042895i,-0.00082413+0.00093759i,-0.00047645+0.001064i,0.00029515+0.0010146i,0.0010221+0.00079264i,0.00093425+0.00064234i,0.00091309-7.4093e-05i,0.00077488-0.0003564i
0.0017697+0.00057319i,0.0024096+0.00054357i,0.003051+5.7342e-05i,0.0020945+0.00032273i,0.00057455+0.00026026i,0.00028633-0.00040723i,-0.00028332-0.00075812i,-0.0006866-0.00044764i,-0.0005466+0.0010141i,0.00039164+0.0017043i,0.001371+0.0010833i,0.001172+0.00089309i,0.0010109+0.00012196i,0.0002559-0.0011393i,-0.00025156-0.0011492i,-0.00035594-0.00064538i,-0.00032614-0.0013618i,0.00046675-0.0017041i,0.000572-0.0010219i,0.00043555-0.00052358i,0.00012512-0.00015221i,-0.00013414+0.00019463i,0.00023236+0.00048181i
-8.8158e-05+0.00047863i,-0.00010188-7.9377e-05i,-5.6107e-05+0.00017459i,-0.00023925-0.00010754i,0.00033534-0.00041312i,0.00059535-8.5648e-05i,-0.00019097+0.00059954i,-9.6008e-05+0.0011244i,0.00028229+0.00055039i,0.00012547-0.00023605i,0.00063994-0.00034321i,0.00091421+5.5279e-05i,0.00036682+0.00079719i,-0.00022268-3.0688e-05i,-0.00023406-0.0010503i,0.00059717-0.00051886i,0.00046358-0.00022959i,-0.00049855-9.1321e-05i,-0.00032222+0.00025486i,0.00018128+0.00058036i,-0.00048839-0.00012194i,-0.00029775-0.00029744i,0.00070513-0.00026139i
-3.0112e-05+0.0012444i,0.00012326+0.0017505i,0.00016397+0.0013633i,0.00061499+0.0010021i,0.00034452+0.00083501i,-2.8285e-05+0.000248i,-0.00075725-0.00016856i,-0.0014165+0.00027583i,-0.00015644+0.00097489i,0.00079481+0.0015517i,0.0014104+0.0011376i,0.0022635+0.00035198i,0.002393+2.6673e-06i,0.0017663-0.00076021i,0.00082807-0.00089775i,9.024e-05-0.00046546i,-0.00076091-1.347e-05i,-0.00099352+1.4585e-05i,-0.00089511-0.00039693i,-0.00033564-0.0005636i,0.00036087-0.00022846i,-0.00017452+0.00036266i,-0.00035412+0.00039818i
0.003576+0.0010638i,0.0038392+0.00098065i,0.0041053-0.00014i,0.0023289-0.00056507i,0.00053582-0.00068586i,-0.00059094-0.001027i,-0.00028863-0.00061531i,0.00044592+0.00029103i,0.00073332+0.0007473i,0.0012292+0.00075526i,0.0011772+0.00025534i,0.0011786-1.8479e-05i,0.0010995-0.00038222i,0.00063792-0.0013508i,0.00085764-0.0016809i,0.00061798-0.00086894i,-9.6978e-05-0.00082778i,0.00037841-0.00099283i,0.00091734-0.00064891i,-3.1218e-05-6.9116e-05i,-0.00076017+6.7151e-06i,-0.0002518-0.00021089i,-0.0003478-0.00074399i
-0.0013787+0.00036408i,-0.0019427+0.00050082i,-0.00061436+0.00038515i,0.00036631+0.0009595i,-0.00038785+0.00032357i,-0.00044642+9.0937e-05i,-0.00084371+0.00045232i,-0.00079509+0.0002095i,0.00042194+0.00074358i,0.00094626+0.00099531i,0.00081646+0.0012493i,0.0012159+0.0014309i,0.0010089+0.00034973i,0.0005379-0.00026214i,0.00061217-0.00018944i,0.00078421-0.00021221i,0.00071279-0.00060388i,0.0001188-0.0012266i,-0.00044007-0.00044965i,-0.0002912+0.00068007i,-0.00022798+0.00033792i,-6.3573e-05-6.5713e-05i,-0.00036374-0.00014952i
-0.0015727-0.00097527i,-0.00073983-0.0010831i,-0.00096244-0.00081198i,-0.00077794-0.00057789i,-0.00042993+0.0002916i,-5.8347e-05+0.0010834i,-0.00045863+0.0014648i,-0.00067237+0.0013771i,0.0004236+0.0010426i,0.0010873+0.0014016i,0.0013575+0.0013497i,0.0012521+0.0015905i,0.00074221+0.00071206i,0.00061176-0.00055156i,0.00012648-0.00043043i,0.00031446+0.00024001i,-0.00021979+4.5891e-05i,-0.00079946+0.00031735i,-0.00057664+0.00060479i,-3.8558e-05+2.3442e-05i,0.00055377+1.8154e-05i,0.00017198+0.00029052i,-4.509e-05+0.00031537i
0.00094477+0.0017907i,0.0015618+0.0009374i,0.0018143-0.0004033i,0.00046485-0.00046147i,-0.00076152-0.000443i,-0.00061193-0.00027883i,-0.00051668-0.00046451i,-0.0007829-0.00021731i,-0.00015515+0.00052992i,0.0013339+0.00019214i,0.0024244+0.00014837i,0.0021497+0.00046809i,0.0016072+4.1822e-06i,0.0014576-0.00065469i,0.00090288-0.00070889i,0.00017149-0.00082697i,-0.00042534-0.00072806i,-0.00050279-0.00046379i,-0.00034933+8.7897e-05i,-0.00076867+0.00065031i,-0.00071405+0.00028347i,-0.00059775-0.00054416i,-0.00076322-0.00053507i
0.00031816+0.00095218i,0.00020111+0.0013427i,0.00086634+0.0017047i,0.00034746+0.0020669i,-0.00039431+0.0018482i,-0.00064309+0.00066744i,-0.00061155+0.00074568i,4.8016e-05+0.001549i,0.00032715+0.001187i,0.00059852+0.00046516i,0.001166+0.00027053i,0.0013444+0.00091362i,0.0007539+0.00082483i,0.00040685-0.00021065i,0.00094123-0.00069084i,0.00069608-0.00057223i,0.0001951-0.00017888i,5.667e-05-4.7526e-05i,-8.3627e-05-0.00058847i,0.00034292-5.27e-05i,-0.00016375-1.6864e-05i,-0.00033281-0.00035132i,0.00039922-3.5803e-05i
-0.00094078-0.0018328i,-0.0025488-0.0010705i,-0.0019917-0.0014982i,-0.00077705-0.00065008i,-0.00092682+0.00068117i,-0.00062924+0.00036524i,-0.00075163+0.00017696i,-0.001112-3.6237e-05i,-0.00037869-4.0174e-05i,0.0005649+0.00051129i,0.00077673+0.00058991i,0.00023229+0.00040682i,8.1692e-05+3.2527e-05i,7.6241e-05+0.0001647i,-9.1943e-06+0.00062459i,0.00041172+0.00065374i,0.00069491-0.00010317i,0.00021692-0.00086772i,0.00013866-0.00049706i,-0.00013589-0.00058397i,-0.0002433-0.00059946i,3.5709e-05+0.0002768i,-0.00026157+0.00052132i
0.002273-0.0010206i,0.0034727-0.0020752i,0.0038822-0.0023379i,0.0010049-0.0012361i,-0.00070447-0.00017496i,-0.0011236+0.00047356i,-0.00094135+4.0493e-05i,-6.8347e-05+0.00044664i,5.6013e-05+0.0011116i,0.00037524+0.00065511i,0.00049295+0.00054858i,0.00011083+0.00064901i,-0.00026686+8.559e-07i,-0.00097763-0.00062256i,-0.0012815-0.00012348i,-0.00082873+0.00088986i,-0.00087326+0.00097064i,-0.00060648+0.00075137i,-0.00013147+0.0006354i,-0.00037017+0.0010045i,-0.00084213+0.00088303i,-0.00043197-8.9871e-05i,-0.00010285+3.671e-05i
-8.1984e-05-7.8112e-06i,-0.0002742-0.00030938i,-0.0014105-0.00052693i,-0.0023046+4.9392e-05i,-0.0018678+0.00039139i,-0.00037892-0.00034776i,0.00096525-0.00038991i,0.0012904+0.00035397i,0.00026578+0.00094879i,0.00023728+0.0015196i,0.00078968+0.0013463i,0.00069477+0.00069445i,0.00037552-0.00010622i,-0.00016879-0.00041314i,-0.00099467-0.0001292i,-0.00075205-0.00047618i,0.00018186-0.00069224i,-0.00049057+0.00017314i,-0.0010219+0.00035688i,-4.9725e-06-0.00021403i,0.000649+3.9228e-05i,0.00064943+0.00010919i,0.00021746-0.00060498i
-0.00027014-0.00033865i,-0.00059474-0.00058791i,0.00027224-0.00071033i,9.9012e-05+5.5785e-05i,-0.00067925+0.00021414i,-0.0012601-0.00033637i,-0.001949-0.000608i,-0.0018615+0.00029647i,-0.00042615+0.001893i,0.0005864+0.0019011i,0.00079864+0.00078696i,0.0010586+0.0004626i,0.0013579+0.00089705i,0.0015402+0.0010516i,0.00057696+0.00076307i,-0.00038196+8.8874e-05i,0.00012556-0.00034113i,-0.00020846-0.00046966i,-0.00089205+4.0537e-05i,3.9372e-05+0.0010297i,0.00051514+0.00070159i,-0.0001399+0.00038908i,-0.00029577+0.00041098i
-0.0011402-0.0011647i,-0.00046955-0.00079214i,-0.0013501-0.00039023i,-0.00129-0.0002513i,0.00042122-0.0004113i,0.0004638-9.3837e-05i,-0.00077246-2.1211e-05i,-6.2237e-05+0.00034354i,0.00028201+0.00070714i,-0.00063825+0.00084672i,-0.0003642+0.00077383i,0.00045986+0.00023928i,0.0013538+0.00024493i,0.0011868+0.000714i,0.00036098+0.00074167i,0.00055411+0.00012247i,0.00041238+0.00013986i,0.00019421+0.00054653i,-0.00035578+0.00069115i,-0.00014953+0.00048431i,0.0010477+8.6135e-05i,0.0012938-0.00018901i,0.00036327-0.00047673i
0.0011003+0.00071575i,0.00081806+0.001828i,0.00068084+0.00096688i,0.00046862-0.0008039i,-0.00053589-0.0011519i,-0.00071014-0.00064961i,-0.00049728+0.00036233i,-0.00081332+0.0013323i,0.00030487+0.0017625i,0.0012156+0.0015379i,0.0012535+0.0011936i,0.0003831+0.0014606i,-0.00076867+0.00081028i,-1.9144e-05-4.98e-05i,0.00043134+0.00026182i,-0.0002357+0.00039798i,-0.00061456+0.00011297i,-0.00071279+0.00022251i,-0.00089932+0.00016644i,-0.00085132+0.00040837i,-0.00042088+0.00073002i,-0.0001226+5.5494e-05i,-0.00058846-0.00083013i
