-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
-0.00027734-0.00070102i,-7.763e-05+1.9158e-05i,7.0685e-06+0.00012802i,2.015e-05+0.00022365i,0.0002855-8.1137e-05i,6.4405e-05-0.00037298i,-0.00054194+0.00019727i,-0.00059035+0.0010406i,0.00055553+0.0015198i,0.0010066+0.0013429i,0.0015033+0.00085234i,0.0015589+0.0011941i,0.0007032+0.0014333i,0.0002879+0.00010136i,0.00030626-0.0013007i,0.0010058-0.00096805i,0.00068016-0.00026071i,0.00046618-0.00032665i,0.00096728-0.00030348i,0.00064399-0.00015422i,-6.5448e-05-0.00030723i,-0.00028214+3.6404e-05i,-7.6074e-05-0.00026098i
-0.0043113+0.00057038i,-0.004035+0.00081591i,-0.0039147+0.0021112i,-0.0025967+0.0026781i,-0.00096547+0.0018286i,-0.00032782+0.0010555i,-0.0004021+0.00010292i,-0.00061961-0.00011744i,-0.0001357+0.00081463i,0.00037239+0.00066726i,0.0010436+0.00049954i,0.00066587+0.00053246i,0.0015227+3.9393e-05i,0.0022335+0.00016506i,0.0018514+0.0011532i,0.0020345+0.0014177i,0.0019519+0.00080215i,0.00092318+0.00053708i,-0.00015721+0.00024634i,-0.00022082-0.00034529i,-0.00038404-0.00072171i,-0.00075657+0.00020415i,-0.00071639+0.0014693i
0.0013364-0.0011164i,0.0012131-0.0014384i,0.0016281-0.0014225i,0.0014013-0.0015539i,0.0010512-0.002323i,0.00056169-0.0022488i,-0.0001101-0.0011785i,-0.00012261+0.0001093i,0.00014672+0.00020775i,-0.00026482-0.0008228i,-0.0009981-0.0010373i,-0.00080957-0.00068099i,-0.00027885-0.00063293i,-0.00040503-0.00053065i,-0.00050516-0.00035707i,-0.00030065-0.00030019i,-0.00046276-0.00059657i,-0.00054184-0.0011725i,-0.00023387-0.00066832i,0.00062891+5.9257e-05i,0.0010873+0.00053151i,0.00058654-0.000471i,-0.00026045-0.00097542i
-0.00033106-0.0016454i,0.00028406-0.00064762i,0.00046279+8.0043e-05i,0.00038101+0.00057176i,-0.00063335+0.00093933i,-0.0014194+0.0014974i,-0.0012878+0.0018997i,-0.00092443+0.0010494i,0.00039737+0.000268i,0.0012864-0.00012252i,0.0010631-0.0011303i,0.00064045-0.002214i,0.00088051-0.0028262i,0.0011436-0.0027811i,0.00048397-0.0023171i,0.00058553-0.0015201i,0.00097-0.00089957i,0.0008932-0.0010349i,0.00089381-0.00093285i,0.00087331+0.00023404i,0.00092997+0.0010908i,0.00073482+0.0003557i,0.00084846-0.00094234i
0.0012742-0.0020485i,0.0011244-0.0038543i,0.00010848-0.0034855i,-0.0019545-0.0019773i,-0.0029578-0.0014632i,-0.0018058-0.0012575i,-0.00057428-0.0006528i,-0.00060514+4.4023e-05i,-0.00042828-7.7627e-05i,0.0010455-0.0010109i,0.0014038-0.0022365i,0.0017669-0.002284i,0.0029682-0.0016974i,0.0026924-0.00025531i,0.0015439+0.0010161i,0.0002454+0.00092577i,-0.00013267+0.00061294i,0.000171+0.00039533i,0.0004549-4.7266e-05i,0.00025311-0.00050418i,-0.00020647-0.0013421i,-0.0005197-0.0015242i,-0.00098227-0.00063565i
0.0014607+0.0028764i,0.0027656+0.0023698i,0.0035581+0.0016724i,0.0027375+0.0013617i,0.0020773+0.00088584i,0.0011817+0.0004166i,-0.00070043+0.00019969i,-0.0011214+0.00052862i,0.00021222+0.001199i,0.0017263+0.00062341i,0.0022151+6.526e-05i,0.0017441+0.00043432i,0.0018055-0.00022395i,0.0016628-0.0012302i,0.0018102-0.0012219i,0.0015126-0.0014786i,0.0006426-0.0016625i,0.00074212-0.00078774i,0.0010749-0.00012678i,0.00092867-0.00023495i,0.00029323-3.1383e-05i,-0.00049223+0.00015125i,-9.1987e-05-0.00019172i
-0.0010533+8.8894e-05i,-0.001113+0.00067424i,-0.0010661+0.00015096i,-0.00020091-0.0004522i,-0.00036266-0.00059555i,-0.0010155-0.00089939i,-0.00096077-0.0013108i,-0.00066163-0.0011102i,0.00023959+0.00079119i,0.00098688+0.00177i,0.00094623+0.001289i,0.0012989+0.0010309i,0.0013608+0.0006667i,0.0011071+3.3507e-05i,0.0015575-0.00038809i,0.0019222-0.00017981i,0.0014804-0.00042564i,0.00038984-0.00025776i,-0.00048102-1.5101e-05i,-0.00031899+0.00022831i,-0.0003517+0.00035479i,-0.00033513+8.3796e-05i,-0.0003374+7.678e-05i
-0.00098313-0.0022695i,-0.001733-0.002274i,-0.0023457-0.00084617i,-0.001991+0.00027915i,-0.0011264+0.00062053i,-0.00047061+0.00031153i,-0.00084977+0.00047316i,-0.0016253+0.001024i,-0.00084974+0.0010948i,0.00030167+0.00026614i,0.0010481-0.00059247i,0.00076132+0.00032782i,0.00010551+0.00055585i,0.00025307-0.00027799i,0.00057896+0.0001103i,0.00031657+0.00042953i,-5.0536e-05-0.00022654i,0.00058495-5.9612e-05i,0.00096245-5.1088e-05i,6.5605e-05-0.00015266i,6.5742e-05+0.00027663i,0.0013175+0.00095926i,0.0011849+0.0005608i
0.00091151-0.00017758i,0.0012036+0.00013402i,0.00074131+0.00052205i,-0.00047079+0.00069641i,-0.00099375+0.00064434i,-0.00052053+0.001464i,-0.0003215+0.0011352i,-0.0004064+0.00023764i,3.1747e-05+0.00057823i,-9.0749e-05+0.0003523i,-0.00023262-0.00092583i,0.00013916-0.0014173i,-9.6386e-05-0.0014436i,-0.00039777-0.0014895i,0.00019332-0.00025249i,0.00045379+0.0010323i,0.00013805+0.00094132i,3.0376e-05+0.0005585i,-6.0961e-05+0.00038993i,0.00067888-0.00017225i,0.00033812-0.00088568i,-0.00061139-0.00078019i,-0.0007095-0.00039508i
-0.001221+0.0013338i,-0.0015842+0.0017258i,-0.0022098+0.0014847i,-0.0011971+0.00049642i,-4.2878e-05-0.00027462i,0.00060861-0.0017006i,0.00012905-0.0011104i,-0.00041814+0.00058352i,0.00018083+0.00042174i,0.0011158+1.3452e-05i,0.00098046-0.00064075i,0.0013317-0.0015914i,0.0025234-0.0019628i,0.0021996-0.00121i,0.00061652-0.00045852i,-0.00021246-0.00019891i,9.4526e-05-0.00051739i,0.00070308-0.0011485i,0.0012103-0.00051132i,0.0012899+0.00023876i,0.0010374-8.149e-06i,0.00019029+0.00010415i,-0.00090515+0.00030941i
0.00028012+0.00063439i,0.00013465-0.00057249i,0.00054476-0.0010527i,-3.5028e-05-0.00070896i,-0.00018561+0.00063072i,-0.00095363+0.0013941i,-0.0014289+0.00071666i,-0.00072641+0.00073379i,-0.00013862+0.00074147i,0.0012176-0.00010086i,0.0016948-0.0010726i,0.001228-0.0012672i,0.001895-0.00079837i,0.0022326-0.00017678i,0.0014408-0.00042155i,0.000892-0.00056363i,0.00066246+0.00011159i,-0.0001877+0.00042465i,-0.00067149-0.00014413i,-0.00026558-0.00031608i,-0.0004157+0.00079107i,-0.0013369+0.0013162i,-0.0011583+0.00026334i
0.0005772-0.00081688i,0.0014357+0.0007362i,0.0023056+0.0011173i,0.001057+6.5786e-05i,-0.00078542-0.0013048i,-0.00093437-0.0011217i,-0.00024723+0.0004394i,8.6608e-05+0.00039782i,0.00083117-0.00094923i,0.0017775-0.00081538i,0.0018193+0.00030364i,0.0016243+0.00075995i,0.0019208+0.00016732i,0.001676-7.4065e-05i,0.0011282+0.00016106i,0.0006123-0.00028611i,0.0002548-0.00075868i,-5.2271e-05-0.00038577i,-0.0001866-0.00053929i,-0.00027733-0.00037708i,-0.00067337-0.00012703i,-0.0014149-1.7619e-05i,-0.0011143-0.00022218i
0.0010162+0.000119i,1.499e-05-0.00035576i,-0.00080153+0.00047313i,-0.0006242+0.00034507i,2.4319e-05+0.00010184i,-0.0006033+9.3093e-08i,-0.0012412-0.00017303i,-0.00058547+3.1216e-05i,6.7625e-05+0.00036068i,0.00057195-3.1317e-05i,0.0011323-0.00061277i,0.0015092-0.00083026i,0.0020958-0.00067136i,0.0020926-0.00031837i,0.00082764+0.00020469i,-2.4932e-05+0.0002663i,-3.2492e-05+4.7304e-05i,-0.00025261-0.00052671i,0.00036675-0.00078047i,0.001427-0.00033416i,0.00074399+6.7114e-05i,0.00038846-0.00015245i,0.00056684-8.7194e-05i
0.0035427-0.00085689i,0.0041998-0.0024308i,0.0030355-0.0046505i,0.0014092-0.0039079i,-0.00012227-0.0020773i,-0.0012337-0.00062572i,-0.0007026+0.00064966i,-0.00010812+0.0012026i,0.00050826+0.00056565i,0.0013897+0.0004466i,0.0011974+0.00022587i,0.00082342-0.00078901i,0.00081619-0.001165i,0.00054803-0.0016803i,0.000155-0.0009799i,0.00056519+0.00033713i,0.00060701+8.7013e-05i,8.4445e-05+2.7125e-06i,0.00052933+0.00057709i,0.00092428+0.00048646i,0.00073205-0.00032379i,0.00016581-0.00056855i,-0.0002431-0.00047079i
0.00088926+0.002362i,0.0012739+0.0019307i,0.0018568+0.002144i,0.00094495+0.0018596i,0.00037897+0.001251i,0.00028105+0.00050894i,-0.00016901-6.553e-05i,-0.00049677+0.00033331i,-0.000229+0.00052752i,0.0003931-6.4793e-05i,0.00040869+6.8701e-05i,2.292e-05-0.00048062i,0.00071815-0.00094624i,0.0013517+0.00068214i,0.00056406+0.00094126i,0.00034076+0.00030974i,0.00051659+0.00073177i,0.0003839+0.00081919i,0.00050721+0.00098294i,0.00027658+0.00066397i,2.3092e-05+0.0007354i,0.00057032+0.00049775i,0.00052156-0.00017853i
6.4865e-05-0.00075199i,-0.00050576-0.0025015i,-0.00070174-0.0028417i,-0.00034341-0.0011107i,-0.0013677-2.1409e-05i,-0.001642-1.7867e-05i,-0.00046257+9.8214e-05i,9.2291e-05+0.00047767i,0.00048613+0.00090458i,0.00063449+0.00041966i,0.00048375-0.0011005i,0.00080419-0.0011461i,0.00078096-0.00023179i,0.00062611-0.0001955i,0.0010384-0.00035525i,0.0011067-8.7117e-05i,0.0006006-0.00036881i,0.00035094-0.00064349i,-0.00014417-0.0004122i,-0.00020008-0.00025624i,0.00010744-0.00026979i,-8.3135e-05-0.00037238i,-0.00095143-0.00048333i
0.00073945-0.0014638i,0.0010929-0.003397i,0.0017457-0.0030199i,0.00093063-0.0015857i,-0.0008351-0.00049927i,-0.00057472+0.00013196i,0.00010561-0.00019314i,-5.1248e-05-2.9402e-06i,0.00036295+0.00022403i,0.0010904+0.00020552i,0.0014743-8.6713e-05i,0.0015325-0.00076009i,0.0021666-0.0010744i,0.0017107-0.00059819i,0.00056272-0.00024273i,0.0002877-0.00050873i,0.00040682-0.0010627i,0.00037041-0.00088822i,0.00030473-0.00066267i,0.00025189-0.00043784i,-0.00010445+3.2559e-05i,-0.00017487+0.00058687i,-0.00058733+0.00042224i
-0.0012135-0.0017289i,-0.0018705-0.0011999i,-0.0025065-0.00037976i,-0.002612-0.00021577i,-0.0017448+0.00023196i,-0.0012356+0.0010884i,-0.0014314+0.0010777i,-0.00045812+0.00054966i,0.00019098+0.00025556i,-0.00023202-0.00018519i,-0.0002279-0.00070797i,-0.00022366-0.00077718i,0.00034075+2.3327e-06i,0.0011796+0.00063687i,0.0010426+0.0005179i,0.00040765+0.00029929i,0.00016871-0.00044579i,0.00016006-0.00070583i,-0.0005615-0.00053202i,-0.001012+0.00011198i,-0.00076811+0.00092377i,-4.4176e-05+0.00070621i,8.0951e-05+0.00041936i
0.00062704-0.0013816i,0.0010149-0.0024195i,0.0011673-0.0032903i,0.0016368-0.0015756i,0.0019769+0.00041764i,0.002128+0.0011517i,0.0016904+0.00087228i,0.0015697+0.00046974i,0.0011517+0.00073838i,0.00040709+0.00074353i,0.0001768+0.00055392i,0.0002437+0.00040039i,0.00059225-0.00055208i,0.001299-0.00093866i,0.0014445-0.0002705i,0.0010576+0.00033173i,0.00069659+6.5712e-05i,0.00039079-0.00052907i,-2.213e-05-0.00073222i,-0.00015031-0.0010811i,-8.8479e-05-0.00046443i,0.00042154-0.00021562i,0.00074623-0.0001371i
0.0014307+0.00019079i,0.0021875+0.00045542i,0.0033441+0.00086303i,0.0029214+0.0011089i,0.0012119+0.00089736i,-0.0007963+0.00052375i,-0.0014158+0.00015226i,-0.0009857+0.00016932i,-0.0009319+0.00013398i,-0.00027544-2.5896e-05i,0.00052473-0.00018542i,0.00086277-0.00023812i,0.00088036-0.00033874i,0.00091162-0.00036962i,0.00099181+0.00023923i,0.00060761+0.00074181i,-0.00016815+0.00019862i,-0.00022502-0.00044557i,2.4569e-05-0.00054404i,-2.5888e-05-0.0002119i,0.0002936+0.00055605i,0.00028393+0.00030332i,-0.0001435-0.00064571i
-0.00086599-0.00075203i,-0.0013627+0.00041661i,-0.002145+0.00084958i,-0.001788+0.00065017i,-0.00083718-0.00046816i,-5.8244e-05-0.00035923i,-4.9629e-05+0.00056417i,-0.00044898+0.0010794i,-0.00017048+0.0012482i,0.0010042+0.00025659i,0.0017313-0.0014967i,0.0018631-0.0016721i,0.0014822-0.00081995i,0.00083698-0.00058006i,0.0013618+0.00030445i,0.0014154+0.001554i,0.00095484+0.0013637i,0.00035378+0.00047825i,1.103e-05+0.00031953i,0.00057544+0.00057764i,0.0015586+0.00064258i,0.0012839+0.00067594i,0.00019863+0.00093061i
-0.00021501-0.0004289i,0.00082008-0.00072519i,0.0011305-0.0011023i,0.00023521-0.0005669i,-0.0001099-4.6978e-05i,-0.00025985-5.8175e-05i,-0.00048603+0.00037528i,-0.0005901+0.00075728i,-0.00025739+7.2698e-05i,0.00039554-0.0001701i,0.00088258-0.00019511i,0.0019396-0.00094911i,0.0023585-0.0010784i,0.0020124-0.00010831i,0.0014156+0.00023861i,0.00031579-0.00082963i,0.00010974-0.00094929i,0.0003066-0.00014484i,0.00037322-7.4453e-07i,0.00043464-9.9199e-05i,0.0003156-0.00020453i,6.6755e-06-0.00029725i,-0.00040428-0.00015792i
0.0012864+0.0018433i,0.0012523+0.0027204i,0.0023041+0.003114i,0.0024048+0.0021406i,0.0011009+0.00073913i,0.0002387-0.00054832i,-0.00038213-0.00059508i,-9.0773e-05-8.5476e-05i,0.00068965+9.2813e-05i,0.0010536-0.00029231i,0.00087433-0.00056614i,0.0005623-0.00045199i,0.00037384-0.00046994i,0.00061304-0.00089936i,0.0007164-0.0011564i,0.00064744-0.00077743i,0.00093463-0.00053129i,0.00012492-0.00047593i,-0.00019573-0.00021949i,6.2353e-06-0.00012026i,-0.00010102+0.00022593i,-5.642e-06+0.00080121i,-5.5708e-05+0.00030146i
-0.001488+0.00042707i,-0.0027568+0.00082662i,-0.0027342+0.0010643i,-0.0014294+0.0011883i,2.1959e-05+0.0015153i,-5.853e-06+0.00095787i,0.0002115+0.00062984i,0.00071335+0.0015647i,0.00070264+0.0014983i,0.000916+9.9567e-05i,0.0011715-0.00045765i,0.0012635-0.0004746i,0.001256-0.00047241i,0.0011123+1.1675e-05i,0.00073066+9.2105e-05i,0.00063831-0.0003829i,0.00074097-0.00037071i,0.00045094+0.00024692i,0.00014388+0.00053973i,-0.00027773+0.0002686i,-0.00036961-8.4199e-05i,0.00018323+0.00015372i,0.0001767+0.00013473i
-0.0014121-0.0013705i,-0.0014357-0.00099429i,-0.0020699-0.0019606i,-0.0013742-0.0016662i,-0.00036962-0.00076983i,-0.00072256-0.0010384i,-0.0012223-0.0011628i,-0.0011501-0.00033641i,-0.00039814+0.0011578i,0.00028374+0.0014785i,0.0002586+0.00081056i,0.00011317+0.00017642i,0.00077294-6.0989e-05i,0.0015024+0.0007334i,0.0010619+0.0010764i,0.00082385+0.00087204i,0.00099828+0.00034145i,0.0006065-0.00033173i,0.00049376+0.00016888i,-0.0001922+0.00041878i,-0.00080207+0.00012603i,-0.00018227+0.00066075i,0.00023942+0.00096761i
0.00048087+7.3568e-05i,-0.00010129+0.00027435i,-0.00029142-2.6474e-06i,2.0995e-05+0.00078444i,-0.00022729+0.0016839i,-0.00036829+0.0012159i,0.00010717+0.001098i,-0.00044041+0.0012504i,-0.00065012+0.0010299i,-0.00038575+0.00046933i,0.00019848+0.00011365i,0.00058727+0.00014945i,0.001133-0.00035178i,0.0012061-0.00093697i,9.6537e-05-0.00092632i,-0.00013511-0.0010349i,0.00079339-0.0012909i,0.0013337-0.0008143i,0.0012383-0.00029006i,0.00093189-0.00067933i,0.00051668-0.00069963i,0.00033988-0.00067675i,0.00056703-0.0012231i
-0.0018286+0.00099886i,-0.0018948-9.4186e-05i,-0.0015757+0.00034557i,-0.00081913+0.00068883i,0.0002249+3.7742e-05i,-0.00029621-0.00057942i,-0.00098005-0.00029958i,-0.0002857+0.00043512i,5.1977e-05+0.00045864i,0.00019093-2.9912e-05i,0.0015209-0.00085137i,0.0021792-0.0006246i,0.0020057-0.00028016i,0.0018444-0.00054142i,0.0013748-0.00034208i,0.0012719-0.00051296i,0.0014483-0.0011785i,0.0011492-0.00098854i,0.00088099+2.4636e-05i,0.00070457+0.00091865i,0.00047993+0.00072901i,4.7946e-05+3.1317e-05i,0.00039882-0.00045565i
0.00035959+0.00076422i,0.0017363+0.00082013i,0.0017908+0.00028831i,0.00079721+0.00095321i,8.0521e-05+0.0016605i,-0.00037545+0.00077686i,-0.0011854+0.00031749i,-0.0003739+0.00034367i,0.0011919-0.00034236i,0.0012057-0.00060604i,0.00055383-0.00084529i,0.00096905-0.00057471i,0.0019583-0.00045082i,0.0017106-0.00076495i,0.00091948-0.0013601i,0.00051421-0.00084267i,0.00030096-0.00013108i,0.00049654-0.00056375i,0.00043554+0.00010112i,-0.00014576+0.00023873i,-0.00021675-0.00084921i,0.00029466-0.0011249i,0.00017442-0.00064063i
-0.0012359+0.00066124i,-0.0021285+0.0017997i,-0.0012998+0.002393i,8.9467e-05+0.0017566i,0.00093509+0.0004153i,0.00094212+0.00057443i,-0.00013051+0.00099688i,-0.00059152+1.9822e-05i,-0.00038354-0.00058419i,0.00032258-5.8978e-05i,0.00084021-0.00015259i,0.00087395-0.00022741i,0.0013496+1.4014e-05i,0.0019872-0.00064944i,0.0015971-0.00051424i,0.00047516+4.2324e-05i,0.00081307-0.0002115i,0.0007017-0.00064235i,0.00020807-0.00077084i,0.00010186-0.00021863i,-0.00020245+9.8741e-05i,-0.00027501-0.0001694i,-0.00038788-0.00065298i
-0.002883-0.0039985i,-0.0033132-0.004397i,-0.00281-0.0039274i,-0.0013545-0.001717i,-0.00065608+0.0010833i,-0.00049006+0.001544i,-0.00047653+0.00084462i,-0.00083697+0.0007706i,-7.6107e-05+0.00078905i,0.00076453+0.0005605i,0.00060017-3.0844e-05i,0.00069514-0.00025105i,0.0010908-0.00053971i,0.0014199-0.00084921i,0.0010451-0.00059479i,0.00053196-0.00027169i,-0.00016112-9.8434e-05i,-0.00051299+4.8456e-05i,-0.00013942-0.00019071i,7.3484e-05-8.8993e-06i,0.00026092-0.00027382i,0.0004343-0.00045924i,-0.00024629+0.00080061i
0.0020418-0.00078414i,0.0026811-0.00139i,0.0023077-0.0015081i,0.0014077+4.121e-05i,-0.00093972+0.00068825i,-0.0021276+0.00055362i,-0.00093362+0.00017308i,-6.4339e-05+0.00022418i,0.00071614+0.00058682i,0.0010417+0.00056601i,0.0002684-0.00028601i,1.5398e-05-0.00017542i,0.0010449+0.00052543i,0.0021485+8.6145e-05i,0.0019114+0.0001626i,0.0007932+0.00047997i,0.0007095+0.00062252i,0.0010387+0.00023588i,0.000713-0.00054043i,0.00048553-0.00036293i,-0.00043198+0.00010863i,-0.00098353-0.0004076i,-0.0006462-0.00053735i
0.0030311+0.0004221i,0.0016948-0.00027799i,0.0012699-0.00044141i,0.0016379-0.00069633i,0.00028419-0.0015461i,-0.00090249-0.0014678i,-0.00080214-0.00075066i,-0.00017485+1.263e-05i,0.00016003+0.00046694i,0.00041044-0.00014186i,0.00012048-0.00093784i,0.00012059-0.00078936i,0.00090594-0.00034642i,0.0014966-0.00034094i,0.0015041-9.7546e-06i,0.00069368+0.000183i,0.00019955-0.00010245i,0.00037479-0.0002863i,0.0011931-9.9804e-05i,0.00090731+0.0004882i,0.00023883+0.00058027i,0.00044875+0.0002836i,0.00049461-0.00056766i
0.00055174-7.4524e-05i,0.00091181-0.0017272i,0.00097883-0.0023817i,0.00048106-0.0012387i,0.00016868-0.00064964i,-0.0001564-0.00022782i,-0.00035558+0.0011549i,-0.00044362+0.0016252i,0.00024733+0.00056679i,0.00080474-0.0010188i,0.00091927-0.0015492i,0.001055-0.0010483i,0.0010915-0.00041553i,0.0011123+0.00042783i,0.00072201+0.00071157i,0.00051172-0.00023165i,0.00042737-0.0011545i,0.00060005-0.0009718i,0.00075916-0.00048857i,0.00046252+0.00019343i,0.00040105+0.00011842i,0.00074628-0.00052752i,0.00056884+0.00018271i
0.002118+0.0022448i,0.0026533+0.0028843i,0.0026253+0.0017692i,0.0016638-0.0002771i,0.00081695-0.0012245i,-0.00010776-0.0010799i,-0.00095305-0.00083086i,-0.0012415-0.00056435i,0.00051087-0.00058661i,0.0018247-0.00047746i,0.0010865-0.00059703i,0.00079965-0.0009372i,0.0012133-0.0006679i,0.0010734-0.00074455i,0.00063619-0.0012473i,0.00084796-0.001253i,0.00077511-0.00051804i,6.867e-05-0.00030566i,0.00029728-0.00033379i,0.00072221-0.00010575i,0.0005273-0.00041842i,0.00066286-0.00028929i,2.8523e-05+0.0005383i
-0.0011457+0.00081389i,-0.0015581+0.0005333i,-0.0012197+0.0015937i,-0.00074748+0.0018694i,-0.00030738+0.0014108i,-0.00055373+0.0013422i,-0.0011409+0.0012551i,-0.00053125+0.00067425i,8.5013e-05+0.00062757i,-0.00010798+0.00035111i,0.00036343+1.1524e-05i,0.001181+0.00033155i,0.0018023+0.00025433i,0.0015624-0.00024368i,0.00031656-0.00028145i,0.00041847-0.00040496i,0.0010734-0.00068943i,0.0009583-0.00072102i,0.00079457+4.9481e-06i,0.00067131+0.00097556i,-0.00056191+0.0010877i,-0.0008116-0.00015794i,0.00040856-0.00034343i
0.00021014-0.00012072i,0.00041772-0.00018482i,-0.00022269-0.00034774i,-0.00075546-0.00053232i,-0.00012297-0.0012057i,-2.7375e-05-0.00087384i,-5.9912e-05-0.00014008i,-0.00054045+0.00014932i,-0.0011316+0.00051889i,-0.00045868+0.0006441i,0.00055554-0.0001671i,0.00099421-0.00062369i,0.00061693-0.00060395i,-6.0501e-05-0.0012032i,0.0009706-0.0011423i,0.0015313-0.00063882i,0.00061075+2.5768e-05i,0.00078352+7.7803e-05i,0.0012739-0.00050582i,0.00072786-0.00066366i,0.0004791-0.00020299i,4.4838e-05+1.1783e-07i,9.0151e-05-0.0001896i
0.0023484-0.00030814i,0.0023759-6.4481e-05i,0.0019973-0.0012768i,0.00099028-0.0016732i,-0.0001362-0.0013719i,-0.00015574-0.0007442i,-1.0858e-05-8.1542e-06i,0.00050127-0.00033099i,0.0012452-0.00080535i,0.00094969-0.00070922i,-3.8071e-05-0.0010356i,-5.1876e-05-0.0010066i,0.00077333-0.00055083i,0.00079953-0.0004312i,0.00023304+7.1552e-05i,-0.00019175-0.00024828i,0.00016368-0.00094342i,0.00086644-0.00041744i,0.00067914+3.418e-05i,-0.00036216-0.0010385i,-0.00074187-0.0016394i,-0.00036331-0.00083667i,-0.00012989+0.00025434i
-0.0031022-0.00065219i,-0.0034061-0.0015733i,-0.0029516-0.0013627i,-0.0023069-0.0004127i,-0.0013543+5.9984e-05i,-0.00020817+0.0007113i,1.6563e-05+0.0010592i,-0.00060735+0.0016802i,-0.0008701+0.00091308i,-6.3956e-05-0.00079849i,0.00043976-0.0014633i,0.00054006-0.00073129i,0.00099553+0.00076028i,0.001246+0.0008715i,0.0010772+0.00032253i,0.00023391+0.00012565i,4.2762e-05-0.00057451i,0.00030373-0.00054354i,0.00040037-0.00032589i,0.00034676-0.00022269i,0.0001923-0.00018171i,9.62e-05-0.00091669i,-6.375e-05-0.0014487i
0.00091462+0.00079909i,0.0016905+0.0015786i,0.0023322+0.0011062i,0.0017863-0.00027113i,0.0008092-0.00071756i,0.000383-0.00045995i,-0.00017668-3.0926e-06i,-0.00017465-2.7788e-05i,0.00041332+0.00078813i,0.00099117+0.0006277i,0.0012583-0.00013592i,0.0016496-0.00014454i,0.001602-0.00048286i,0.00094821-0.0013666i,0.00054262-0.0013825i,0.00081819-0.0003903i,0.0008942-0.00037641i,0.00014633-0.00069648i,0.00019356-0.00072188i,0.00026385-0.00063287i,-0.00033978-0.00053943i,-0.00038666-0.00027155i,-0.00042059+0.00031605i
-2.0048e-05+0.002715i,0.00054297+0.0040735i,0.0022997+0.0043306i,0.0019181+0.0029986i,0.0005293+0.0013565i,0.00035612-0.00017521i,0.00034289-0.00032092i,0.00030524+0.00053203i,0.00079766+0.0012117i,0.0012979+0.0004443i,0.0019723-0.00062579i,0.0018815-0.00022972i,0.0020493+0.00028115i,0.0022056-0.0006603i,0.0017756-0.0014787i,0.0020594-0.0012253i,0.0019728-4.8828e-05i,0.001079+0.00088092i,0.00023333+0.00063463i,-0.000523+0.0001933i,-0.0012072+0.00015678i,-0.00075892+9.8538e-05i,-0.00017964+0.00013278i
-9.06e-05+0.0012588i,-0.0014376+0.00047136i,-0.00079209+0.0010058i,-0.00053594+0.00074348i,-0.0012451-0.00016011i,-0.0016783-0.000292i,-0.0015516-0.00015612i,-0.0014402-0.00064041i,-0.00094765-0.0010059i,-0.00016879-0.00044688i,0.0004205-0.00020566i,0.0014284-0.00024285i,0.0017019-0.000641i,0.0017267-0.0010852i,0.0014592-0.00075899i,0.0008327-1.8052e-06i,0.00022874+0.00019748i,0.00053551+2.16e-06i,0.0011174+0.0003057i,0.00053169+0.00042422i,0.00012274-0.00020341i,0.00022635-0.00060767i,0.00019522-0.00076921i
-0.00078773-0.0012581i,0.00012495-0.00079484i,-0.00028045-0.00029732i,-0.00046707+0.00084059i,0.00092916+0.001796i,0.0016321+0.0014576i,0.00055836+0.0012522i,-0.0006132+0.001198i,-0.00076875+0.00091452i,4.7412e-06+0.00053408i,0.0012513+0.00025257i,0.0021314+0.00039923i,0.0026968+0.00088665i,0.0025733+0.00086996i,0.0014772+0.0005119i,9.5614e-05+0.00034967i,-0.00036244+0.00019986i,0.00036246-0.00020776i,0.0012102-0.00031876i,0.00067513+0.00025706i,-6.7426e-05+0.00040436i,-0.00011364-0.00024102i,1.9858e-05-0.00046176i
-0.0010918+6.4203e-05i,-0.00051303-1.9164e-05i,0.00024446+0.000198i,0.00056262+0.00059503i,-0.00014664+0.00033935i,-0.00077666+0.00063032i,-0.00069583+0.00055727i,-0.00048587-0.00019676i,-0.00010822-7.6623e-05i,0.00044986+0.0003621i,0.00049317+0.00035856i,0.00038373-0.00033389i,0.00080244-0.00023621i,0.00054562-0.00012853i,0.00031715-0.00066348i,0.00049435-0.00053886i,0.00057839-0.0003654i,0.00067352-0.00033671i,0.0010123+0.00046952i,0.0011482+0.00045348i,0.0012098+6.0333e-05i,0.00117-0.00037706i,0.00079824-0.001332i
