0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
-0.0025363-0.0015481i,-0.0027526-0.00039662i,-0.0020835+0.0010905i,-0.0018384+0.0015659i,-0.0012494+0.0011406i,-0.00077923+0.00067003i,-0.00020767-0.00015978i,0.00019512-0.0002074i,0.00027206-5.1123e-05i,0.00030895-0.00045932i,3.7065e-05-0.00059344i,-0.00048995-0.00055218i,0.00067812-0.00083428i,0.0014743-0.0010922i,0.0010051-0.00092933i,0.00104-3.3201e-06i,0.00059611+0.00025382i,0.00072885-0.00029126i,0.0011487-0.00024516i,0.00089066+5.7613e-05i,0.00097558-0.00029117i,0.00087002-0.00046218i,0.00025418-0.00031001i
0.0019125-0.0020879i,0.001882-0.0034295i,0.0015173-0.0033119i,0.0010794-0.0023017i,0.00082577-0.0016596i,0.0010569-0.00077206i,0.0014534-0.00019846i,0.0015569-0.00052213i,0.0011505-0.00095982i,0.0007173-0.00086014i,0.00082222-0.00017213i,0.00047039+0.00025503i,6.3616e-05+0.00084184i,-0.0003164+0.00091493i,-0.00030598+0.0009431i,0.00019436+0.0011829i,-4.7443e-05+0.0008829i,-0.00091396+0.00072227i,-0.00090525+0.00054057i,-0.00043029-0.00013166i,-0.00048248-0.00083506i,-0.00076291-0.00070617i,-0.000167+0.00014013i
-0.0037163-0.00056305i,-0.0043586+0.00011424i,-0.0043988+0.00066863i,-0.003184+0.0016079i,-0.0013854+0.0024142i,0.00013813+0.0016476i,-3.2979e-05-1.5955e-05i,-0.00064339-0.00087157i,-0.0004711+0.0002029i,0.00081756+0.001791i,0.0011804+0.0015887i,0.00091816-0.00012098i,0.0015533-0.00019979i,0.0020993-7.9693e-05i,0.0014944-0.00060717i,0.001148-0.00052873i,0.0011121-8.4474e-05i,0.00059574+0.00015895i,0.00014318+0.00042237i,5.402e-05+0.000159i,0.00024186+0.00055933i,0.00025469+0.00023453i,0.00046513-0.0005i
-0.0026453-0.00038165i,-0.003041+0.00052165i,-0.0017287+0.0020601i,-0.00073526+0.0022894i,-0.00080543+0.0019472i,-0.00067397+0.0012571i,0.00035301-0.00025217i,0.0008108-0.00059411i,0.00071168-1.9132e-05i,0.00089596+0.00093348i,0.00087338+0.0012668i,0.00081483+0.00044457i,0.0010292-0.00021677i,0.001433+0.00011163i,0.00089574+0.00025052i,0.00012198-0.00048832i,-3.8225e-06-0.0011307i,0.0002738-0.00088517i,0.00012826-0.00023537i,-0.00035022+5.401e-05i,-0.00020124-0.00016799i,5.6944e-05+0.00026544i,-0.00039294+0.00053588i
0.00043267-0.0022255i,-0.00022235-0.0024784i,-0.00059852-0.0022784i,-3.0425e-05-0.001755i,4.6197e-05-0.0013378i,8.6151e-05-0.00087866i,0.00042114-0.00045743i,0.00081343-0.00025192i,0.00037016-9.3806e-05i,-0.00051656-0.00040163i,-0.00029221-0.00020056i,-0.0002528+0.0009246i,-0.00022951+0.001239i,0.00038862+0.00093991i,0.00024646+0.0001415i,-0.00038714-0.00018475i,-0.0005884-0.00037809i,-0.00048911-0.00030045i,-0.00021074+0.00021114i,-0.00067073+7.8616e-05i,-0.0011797-0.0002732i,-0.00098525-0.00036641i,-0.00042347-0.00048409i
0.0019825+0.0015957i,0.0012918+0.00078721i,0.00076679+0.00037239i,0.0011734+0.00010558i,0.00062288-0.0010693i,-0.00072405-0.0011039i,-0.0010974+0.00054544i,-0.00099151+0.0011432i,-0.00028297+0.0014509i,-0.00024714+0.0017824i,-0.00097916+0.0010723i,-0.0014608-7.1751e-06i,-0.0012984-0.00062128i,-0.0010398-0.0011452i,-0.00074988-0.0016127i,0.00017207-0.0013838i,0.0012507-0.00013484i,0.0011853+0.00077763i,0.00049669+0.00034107i,0.00044498-0.00034056i,0.00066638-0.00039774i,3.3672e-06-6.4271e-05i,-0.00075255-1.3134e-05i
-0.0010119-0.0016633i,-0.00060524-0.0016129i,-0.001099-0.0011645i,-0.00096588+0.00052502i,-0.00019866+0.0011252i,0.00060903+0.00088813i,0.0011142+0.00080503i,0.00052368-0.00048201i,-0.0001334-0.00093688i,-0.00038951-0.00066784i,-0.00052147-0.00025914i,0.00022997+0.00083096i,0.00039868+0.00086356i,8.5799e-05-0.00043626i,0.00059332-0.00034663i,0.00034163+0.00062674i,-4.3808e-05+1.5581e-05i,0.00022466-0.00095217i,-0.0002752-0.00088264i,1.9073e-05-0.00043795i,0.00079552+9.2298e-05i,0.0010136+0.00039242i,0.00029043+0.00028794i
-0.0030921+0.00040688i,-0.0036014+0.00035408i,-0.0029868-0.00010182i,-0.0019168-0.00047388i,-0.00070525+0.00018522i,-0.00019862+0.00039455i,0.00016314+0.00016123i,-2.4653e-05+0.00013045i,-0.00084462+2.9026e-05i,-0.0011033+0.000207i,-0.00084784+0.00024086i,-9.2888e-05+0.00013845i,0.00035958-3.4984e-05i,-7.9389e-05-0.00044988i,-0.00037149-0.00074162i,0.00013347-0.00064782i,-8.8612e-05+8.2199e-05i,-7.265e-05+0.00020422i,0.0005749-0.00014495i,-0.00014635+0.00052898i,-0.00094968+0.00037576i,-0.00063349-0.00045495i,0.00019553-0.00084702i
-0.00087425-0.0015049i,-0.0016817-0.00085148i,-0.0010946-0.00014806i,-1.2699e-05+0.0010844i,-0.00029494+0.0010579i,-0.00089439+0.00090064i,-0.00072468+0.00082902i,-0.00021606+0.00027383i,0.00017725-0.00067207i,0.00065296-0.00088942i,0.00051569-0.00017594i,-2.188e-05+0.0010368i,-0.00063413+0.0019954i,-0.00062201+0.0014284i,-0.00025559+0.00064897i,-0.00050644+1.7316e-05i,-0.00027259+0.00046508i,0.00048012+0.00066318i,0.00049485+0.000116i,2.5926e-05+0.00042508i,3.2787e-05+0.00032969i,-0.00015045-0.00014551i,-0.00061054-3.4453e-05i
-0.00084793-0.0020982i,-0.0012396-0.0025777i,-0.0012314-0.0021669i,-0.00074741-0.0013715i,-0.0012918-0.00039581i,-0.0020966-0.00082309i,-0.001311-0.0017644i,-0.00011787-0.0016021i,0.00025276-0.00048557i,0.00011107-0.00021927i,8.7624e-05-0.0003392i,-0.00039128-0.0011307i,-0.00068258-0.00084567i,-0.00023552-0.00026104i,0.00034235-0.00089353i,0.00030184-0.00075995i,3.4318e-05+0.00020558i,-0.00049754+0.00084129i,-0.00051635+0.00046104i,0.00027627-2.1199e-05i,0.00055524-0.00027364i,0.00023808-0.00070705i,-7.7527e-05-0.00077317i
0.00047694-0.0030337i,-0.00032504-0.0026981i,-0.0015181-0.0012689i,-0.0013459-0.00013667i,-0.00018391+0.00019473i,0.00059251+0.00058359i,0.0003787+0.00041259i,-5.5103e-05-0.00024111i,0.00037549-8.1428e-05i,0.000935+7.3499e-06i,0.0014132+0.00035647i,0.0015323+0.00090673i,0.0013844+0.0010124i,0.0014684+0.0009005i,0.00041732+0.0005636i,-0.00073348-0.00022825i,-0.001042-0.00076226i,-0.0001065-0.00035335i,0.0010749+0.00055974i,0.00047243+0.00050643i,0.00018902-0.00037893i,0.00011902-0.00036536i,-0.00040341-0.0006716i
-2.0833e-05+0.00066285i,-0.0013597+0.00044834i,-0.00020162+0.00095978i,0.00029974+0.00087038i,0.00041992+0.0010746i,0.0012388+0.001307i,0.0017709+0.00086828i,0.001719+0.0006042i,0.0015489+0.00026591i,0.0016486+0.00028219i,0.00138+0.00056992i,0.00022041+0.0010092i,4.6794e-05+0.0010186i,0.00058494+0.00011612i,0.00025284+0.00025319i,-0.00035255+0.00069764i,-0.0011445+0.00023708i,-0.00095789-0.00017603i,-0.00022151-0.00021544i,4.2355e-05-3.3924e-05i,0.001124+0.00049494i,0.0012857+0.00048385i,5.4885e-05+0.00010761i
-0.00047352+0.00044225i,-0.0011565+0.00054482i,-0.0021628-0.00059246i,-0.0018055-0.0013141i,-0.001646-0.0014277i,-0.0018108-0.00083998i,-0.0012197-3.1797e-05i,-0.00050612-0.00048433i,-0.00060141-0.00050542i,-0.00038054+0.00067366i,0.0004665+0.00071907i,0.00032862+0.00038391i,-0.00020933+0.0002781i,-0.00047553-0.00051738i,-0.00012004-0.00083051i,-2.6456e-05-0.0004907i,-0.00065143+0.00061351i,-0.0010485+0.00073795i,-0.00052836-0.00051385i,0.00039669-0.00089224i,0.00027935-0.00075701i,-5.2061e-05-0.00027631i,5.7017e-06+0.00055941i
-0.0014864-0.005335i,-0.0023837-0.0059027i,-0.0023831-0.0043349i,-0.00086468-0.0017514i,0.0009843-0.00060759i,0.0017232-0.00082121i,0.0021075-0.0010904i,0.001702-0.00061497i,0.00096817-4.4228e-05i,0.00064362+0.0002581i,0.00064769+0.00047979i,0.0009905+0.00066552i,0.00057879+0.00086416i,0.00034066+0.00061531i,-0.00038306+0.00030614i,-0.0011061-3.5938e-05i,-0.00043216-0.00033701i,4.6332e-05+0.00018747i,3.3608e-05-1.8091e-05i,-0.00017721-0.00056395i,-0.00032473-0.00038386i,-0.00015178-0.00025362i,-9.0119e-05-0.00022516i
0.00073699-0.0025668i,7.3515e-05-0.0017656i,-0.00066362-8.4794e-05i,-0.0011192+0.001189i,-0.00075026+0.0013389i,-1.396e-05+0.00045665i,-0.00038508-0.00074361i,-0.00040878-0.00075407i,-0.00042622-0.00038581i,-0.00012099-7.124e-05i,0.00062059+0.00086418i,0.00083015+0.0015368i,0.00094694+0.0005647i,0.0011349-0.00054134i,0.00065573-0.00084772i,0.00092574-0.00042577i,0.00078376+0.00040036i,-0.00034882+0.00094326i,-0.00070401+0.00074576i,-0.00077448+0.00018933i,-0.00092843-0.00018449i,-0.0012508-0.00033076i,-0.00144-0.00043961i
-0.0010342-0.00060181i,-0.0028379+0.00051483i,-0.0029156+0.0014414i,-0.0020725+0.00090826i,-0.0013914+0.00019182i,-0.00043659+0.00025907i,0.000412+0.00039307i,-0.00041281-0.00049794i,-0.0011124-2.7226e-05i,-0.00079129+0.00068267i,-0.00092443+0.00040701i,-0.0009766+0.00070919i,-9.0027e-05+0.00045517i,0.00050456-0.00027362i,0.00042753+0.00017295i,0.00050017+0.0006381i,0.00047262+9.7342e-05i,0.00033683-7.6097e-05i,0.00039+0.00053957i,0.00015465+0.00071841i,6.9034e-05+0.00056299i,0.00025212+0.00072368i,6.094e-05+0.00095266i
-0.0001182+0.00019339i,-0.00098128+0.00013855i,-0.0016126-0.00038269i,-0.00095854-0.00050431i,-0.00080539-0.00085612i,-0.00063948-0.0011193i,0.00081834-0.0011944i,0.0018805-0.0014595i,0.0013395-0.0013481i,-2.2099e-05-0.00087316i,-0.00055999-0.00054629i,-0.00031234+0.00020759i,0.00032245+0.0011966i,0.00060579+0.001132i,-0.0001562+0.00037334i,-0.00031226+7.3085e-05i,6.0749e-05-0.0001991i,0.00056441-0.0010077i,0.00050175-0.0015336i,0.000236-0.0009666i,0.00050354+0.00010626i,0.00036677+8.5611e-06i,0.00011722+1.3559e-05i
0.00036036-0.0055966i,-0.00051192-0.0064507i,-0.0026495-0.005657i,-0.0025241-0.0025288i,-0.0014219-1.3161e-05i,-0.0011571+2.6367e-05i,-0.00092919-0.000348i,2.714e-05-0.00016923i,0.0005804-0.00050653i,0.00010542-0.00048827i,-0.00059275-0.00024655i,-0.00073975-0.00043472i,-0.00068407-0.00065603i,0.0005298-0.00030416i,0.0015212+8.3195e-05i,0.00090063+3.1957e-05i,-0.0001367-0.00028877i,-0.00083407-0.00030221i,-0.00063946+0.00069786i,7.5004e-05+0.00089516i,-8.2913e-05+9.555e-06i,-0.00092208+0.0001779i,-0.0011182+0.00069204i
0.0010638-0.0014339i,0.00025062-7.5787e-05i,-0.001347+0.0012393i,-0.001392+0.0012837i,-0.0012231+0.0013636i,-0.0001305+0.0014046i,0.00099244+0.0013575i,0.00093037+0.0011409i,0.00020831+0.00033895i,-0.00067684-0.00024915i,-0.00055275-0.0001579i,0.00016337+0.00036952i,0.00052101-8.957e-05i,0.00032071+7.687e-07i,-0.00038979+0.00084935i,-0.00046744+0.00040276i,0.00047278+0.00038635i,0.00049728+0.00096491i,0.00046139+0.0008904i,0.00070613+0.00090636i,0.00043117+0.00072793i,0.00017297-0.00049359i,0.00010588-0.0014066i
-0.00014395+0.0017445i,-0.0014018+0.00095856i,-0.0013099-0.00023705i,0.0001101-0.00035701i,0.00038565-0.00045333i,0.0003561-0.0014543i,0.00098375-0.0011445i,0.00099616-0.0004068i,0.00070315-0.00052125i,0.00097753-0.00065626i,0.0011428-0.00046743i,0.00024451-0.0007678i,-0.00086201-0.00099611i,-0.00055424-0.00062563i,-0.00011552-0.0002622i,0.00044765+0.00028488i,0.00056279+0.00072394i,0.00047996+0.00051543i,8.8073e-05+0.00030318i,-0.0001729+0.00016315i,7.6022e-05+0.00011653i,0.00031266-9.9168e-05i,0.00028843-0.00020676i
-0.0041193-0.0026974i,-0.0050723-0.0024725i,-0.0057558+0.00048474i,-0.0034942+0.0027664i,-0.0006267+0.0026102i,0.00025126+0.0023127i,0.00046437+0.0016093i,0.00070276+0.00030053i,4.5903e-05-0.00017063i,-0.0010177+6.3588e-05i,-0.00099717+0.00021591i,-0.00016397-0.00052389i,0.00030464-0.0005309i,0.00043424+3.3073e-05i,0.0009551+7.3177e-05i,0.0012184-0.00024296i,0.00089622-8.4319e-05i,0.00034242+0.0004997i,-0.00018587-0.00048915i,2.8271e-05-0.0012237i,0.00023961-0.00035713i,0.00024766+0.00012849i,0.00039227+0.00017255i
-0.00082831-0.00045443i,-0.00025839-2.8723e-05i,-0.00025826+0.001143i,-3.4557e-05+0.0015818i,0.00031572-0.00013417i,0.00045287-0.0013814i,-0.00010481-0.001705i,0.00021069-0.0017864i,0.0010759-0.00017687i,0.0013864+0.00052886i,0.0017526+0.0002391i,0.00096002+1.5808e-05i,0.00027939-0.00036272i,0.0004087-0.00044806i,0.0008986-0.0003415i,0.000554+5.2973e-05i,-0.00032605+0.00018187i,-0.00059951+0.00010417i,-0.00088208-0.00015714i,-0.00030862-0.00042871i,0.00056051-0.00021814i,0.00073724+0.00029004i,0.00050044+0.00072081i
0.00072297-0.0023738i,-0.00088843-0.0036214i,-0.0017807-0.0039648i,-0.0018272-0.0028676i,-0.0013176-0.0015141i,-0.00051767-0.00089036i,-0.00040004-0.0011806i,-0.00047765-0.00085235i,0.00020353-5.8546e-05i,0.00077374+0.0006889i,0.0011192+0.0004877i,0.00098773+0.00043831i,0.00059455+0.00059382i,0.00061553+0.00037203i,0.00075636-0.00040685i,0.00088318-0.00084644i,0.00092705-0.00035897i,0.00055559+0.00020266i,0.00045313+0.00063021i,0.00061385+0.00049616i,0.00058228-3.809e-05i,0.00027461-0.00027283i,-4.9931e-06-0.00023312i
8.065e-05+0.00020086i,-0.00051537+0.0014684i,-0.00054772+0.0032356i,-0.00013693+0.0028767i,-8.06e-05+0.0013856i,0.00080064+0.00079594i,0.0011466+0.000972i,0.00069416+0.0010597i,-2.0919e-05+0.00056108i,-0.00011982+0.0005935i,0.0011132+0.0010806i,0.0014601+0.00088813i,0.00053126+0.00029977i,-0.00029023+0.00057786i,-0.00021392+0.00053812i,4.7561e-05-0.00094613i,0.00014024-0.001958i,0.00047903-0.0010236i,0.00035398-9.2515e-05i,0.00083079-0.00021811i,0.00036412-0.00016856i,-0.00091044-0.00027951i,-0.00074147-4.4095e-05i
-0.0010299-0.0023977i,-0.0025841-0.0039099i,-0.0026836-0.0032741i,-0.0017635-0.0011681i,-0.00072814+0.00022547i,9.1062e-05+0.00066648i,-7.5072e-05+0.00046253i,-0.00055511+0.00041699i,-0.00050913-1.6183e-05i,-0.0001965-0.00049059i,-0.00020661+8.0129e-05i,-0.00069028+0.00077377i,-0.00047648+0.0011436i,0.00032742+0.0011822i,0.00073581+0.00082992i,0.00029575+0.00010228i,-0.00010541-0.000459i,-0.00031885-0.0003359i,-0.00038898-0.00023824i,-0.00077415+2.959e-05i,-0.00051604+0.00078412i,0.00025877+0.00071464i,0.00028005+0.00044144i
-0.0033376-0.00010342i,-0.0039269+0.00018214i,-0.0034656+0.0022821i,-0.0026353+0.0019845i,-0.0011029+0.00022645i,-0.0005383-3.6741e-05i,-0.00063255-0.00051989i,-0.00057962-0.00093605i,-0.00056781-0.00090457i,-5.235e-06-0.00087037i,0.00046277-0.00087991i,0.00088255-0.00059304i,0.00075885-0.00069174i,0.00017419-0.0011428i,2.3077e-05-0.0014966i,-4.7012e-06-0.0015542i,0.0005787-0.0011642i,0.00087554-0.00026751i,0.00022199+3.7781e-05i,0.00018209-0.00023905i,0.00034493-2.3154e-05i,0.00019574-0.00043587i,0.00048785-0.00064381i
0.0002814-0.0012568i,0.0014925-0.00023671i,0.0013528+0.0002759i,0.0015773-7.5086e-05i,0.0025035-0.00029486i,0.00253-0.0003367i,0.0016236-0.0004996i,0.00015966-0.00070009i,-0.00016363-0.00068018i,0.00024997-0.00084979i,6.9304e-05-0.00050129i,-1.8381e-05+0.00020348i,-0.00027952+7.7176e-05i,-0.00021723-7.0066e-06i,7.4846e-05+0.00072174i,-0.00044102+0.00055372i,-0.00012607+0.00018776i,0.00044673+0.00043276i,0.00046829-4.2079e-05i,-0.00048223-0.00016718i,-0.0012351-0.00031051i,-0.00037247-0.00061125i,0.00017905-0.00076019i
-0.0010031-0.0026384i,-0.0029594-0.0023931i,-0.0047783-0.0010161i,-0.0037729+0.00046139i,-0.0021975+0.00083713i,-0.0015125+0.0010274i,-0.00052449+0.0013215i,0.00095989+0.00033215i,0.00129-0.00087121i,0.00055111-0.0011046i,9.4985e-05-0.00041356i,0.00036446+0.00078618i,0.00038792+0.0011547i,-1.5902e-05+0.00026949i,0.00028655-0.00020701i,0.00017583+7.7885e-05i,0.00016329+0.00069812i,0.00081605+0.00023093i,0.00047546-0.00071411i,-0.00022708-0.00095747i,-0.00058381-0.00019514i,-0.00049973+0.00070397i,-0.00031564+0.00083193i
-0.0025162+0.0011272i,-0.0024015+0.0022655i,-0.0008194+0.00275i,0.00064553+0.0020853i,0.00093597+0.00086979i,0.0008814-0.00066604i,0.00042333-0.0018158i,-5.9353e-06-0.0014608i,-0.00048425-0.00078732i,-0.00010851-0.0001157i,0.00028743+0.0005093i,0.00031249+0.00021807i,0.00063393+0.00011519i,0.0010565+0.00016416i,0.0010095-0.00074753i,0.00018614-0.0011018i,8.8051e-05-0.00033329i,0.00046216-0.00012983i,0.00025151-0.00016664i,-0.0004028+0.00013245i,-0.00033466+0.00052128i,0.0009312+5.4994e-05i,0.00091512-0.00031515i
-0.00087449-0.0036103i,-0.0015156-0.0055289i,-0.0014289-0.0062254i,-0.00095622-0.0044846i,-0.00021566-0.0022223i,0.00072032-0.00089384i,0.001565-0.0006419i,0.0015639-0.00087109i,0.0009655-0.0001325i,0.00053831+0.0011662i,0.00012346+0.0012548i,-0.00023283+0.00066803i,-5.5148e-05+0.00078401i,0.00086567+0.0012699i,0.0012838+0.00051952i,0.0011624+9.5743e-05i,0.00074049+0.00029027i,0.00022842+0.00017539i,-0.00052268-0.00034779i,-0.00022434-0.00074131i,-2.0894e-05-0.00050209i,-0.00048733-0.0003714i,0.00031088-0.00035725i
0.00043306+0.00016142i,0.00024315+0.00071177i,0.00012689+0.00080332i,0.00020436+0.00046085i,-0.00037018+0.00041i,-0.0013049+0.0018296i,-0.0013765+0.002056i,-0.00070273+0.0013249i,-0.00028758+0.00064887i,-0.00099589+0.00059645i,-0.0015016+0.00049632i,-0.00067201+4.4336e-05i,-0.0002022-0.0003107i,-0.00053448-0.0002804i,-0.00076633+0.00063382i,-0.00070575+0.0012359i,-0.00039898+0.0010278i,0.00010229+0.00031249i,0.0004762+0.00021136i,0.00041911+0.00051648i,0.00076284+0.00036813i,0.0006908-0.00026349i,0.00033189-0.00072244i
0.0010189+0.00055188i,0.0010402+0.001108i,-0.00059566+0.00077812i,-0.00084036+0.00021803i,-0.00055556-3.3841e-05i,-0.00052481-0.0002744i,1.8174e-05-0.00015003i,0.00015443-5.9316e-05i,-0.00011717+0.00032525i,1.2675e-05+1.0055e-05i,0.00030736-0.0010766i,-0.00017649-0.0014005i,5.3859e-05-0.0012957i,-9.7806e-05-0.00076516i,-0.0010932+9.99e-06i,-0.00075572-0.00018614i,-0.00018797-0.00088952i,-0.00012009-0.00021014i,-0.00021624+0.0010786i,-0.00062326+0.0012441i,-0.00066336+0.00040617i,1.873e-06-0.00062223i,0.00071668-0.00063117i
0.00015827-0.0011791i,-0.00042268-0.0030715i,-0.00066353-0.0038427i,-0.0002621-0.0035728i,-0.00034455-0.002749i,-0.00039017-0.0017727i,4.8315e-05-0.00048387i,-0.00041906+0.00054707i,-0.0015599+0.00043516i,-0.0012784-0.0003427i,-0.00031896-0.00042189i,-0.00010141-0.00055425i,-9.3848e-05-0.00023776i,-0.00041901+0.001103i,-0.00039657+0.00126i,0.00019983+0.00063482i,-0.00016635-8.2889e-05i,0.00016118+0.00038274i,0.00067014+0.00076787i,-7.8133e-05-9.7765e-05i,-0.00016981-0.00023417i,0.00015919-0.00030404i,2.5609e-05-0.00085181i
-0.0003467-0.0022574i,-0.0005546-0.0013102i,-0.0013402+0.00059306i,-0.0018381+0.001361i,-0.001579+0.0016273i,-0.0010078+0.001191i,-0.00010963+3.3712e-05i,0.00019233+0.00019483i,-0.00020069+0.00062056i,-0.00078472+0.00080677i,-0.00081184+0.0011804i,-0.00073341+0.0013638i,-0.0012347+0.0013523i,-0.00084803+0.00076818i,0.00041819+0.00044158i,0.0005322+0.00049899i,-5.9894e-05+0.00034454i,-9.9184e-05-5.7334e-05i,-0.00024214+0.00062404i,-0.00086261+0.00067525i,-0.00062641+0.0001968i,-7.2404e-05-2.9549e-05i,1.3539e-05-0.00071927i
-0.00066896-0.0041952i,-0.0010674-0.0051081i,-0.001458-0.0038502i,-0.0015808-0.0019243i,-0.00098327-0.00093339i,-0.00045487-0.0010597i,-0.00022137-0.00080917i,-0.00035988-0.00068781i,9.4963e-06-0.00047799i,-0.00023593+0.00038373i,-0.00046353+0.00076369i,0.00013491+0.00054815i,0.00024698+0.00050421i,0.00014556+0.00067451i,0.00012893+0.00043875i,0.00073095-0.00013039i,0.00027533-0.00061866i,-0.0007458-0.0007812i,-0.0008815-0.00070748i,-0.00078092-0.00048683i,-0.00067021-0.00010292i,-0.00028815+0.00026055i,3.9312e-05+0.00062475i
-0.0001896+0.0019849i,-0.00165+0.0015499i,-0.0019792+0.0015323i,-0.00034892+0.0007193i,0.00071825-0.00015426i,0.00067199-0.0012196i,-0.00011106-0.0011797i,-0.0011019-0.00040787i,-7.6094e-06-0.00070259i,0.0011471-0.0004495i,0.00065309+0.00030659i,-7.7823e-05+0.00038009i,-0.00057467-0.0003334i,-0.0013201-0.0012943i,-0.0014491-0.0014057i,-0.00057326-0.00031671i,-0.00055847-8.6966e-05i,-0.0013455+0.00036051i,-0.001295+0.00064972i,-0.00030717-9.4401e-05i,0.00020963-0.00031799i,4.7256e-05-0.00044164i,-0.00032984-0.00053903i
-0.00064688-0.0031163i,0.00017564-0.0032238i,0.00023968-0.0029664i,0.00067452-0.0021306i,0.0010262-0.000427i,0.0012853+0.00013102i,0.0013383-2.3755e-05i,0.0006109-0.00037448i,-1.1335e-05-0.00044362i,-8.0487e-05-0.00029223i,0.00057079-4.2451e-05i,0.0010298+0.00016669i,0.00026437-9.24e-05i,0.00068818-1.4225e-05i,0.0018156-5.8298e-05i,0.0015859-0.00022988i,0.00049485+0.0001151i,-0.00026697+0.00017894i,-0.00066437-0.0007384i,-0.00066082-0.0012872i,0.00022552-0.00030819i,0.0008029+0.00036508i,0.00062695+6.2148e-05i
-0.00043685-0.00099i,-0.0011503-0.00064225i,-0.0010486-0.00026905i,-0.00079267+0.00068827i,-0.00091361+0.0011302i,-0.0018012+0.00023201i,-0.0019916-0.00049109i,-0.00072385-0.00041204i,-0.00019285+9.0243e-05i,-0.00066812+0.00025062i,-0.00050032-3.2228e-05i,0.00028528-0.00049784i,0.00028919-0.00072521i,-0.00039283-0.0012687i,-0.00015081-0.0013652i,0.00076878-0.00040938i,0.00096866+0.00078371i,0.00075894+0.001104i,0.00064383+0.00035374i,0.00020759+0.00041941i,-0.00047332+0.00084872i,-0.00031924+0.00021024i,0.00012673-0.00046492i
-0.0026576-0.00098565i,-0.0025052-0.00050166i,-0.0022516+0.0017517i,-0.0016057+0.0022423i,-0.00068571+0.00069274i,7.3764e-05-0.00029427i,0.00066655-0.0012413i,0.00078963-0.0014491i,9.9144e-05-0.00064978i,-0.00043201-9.7272e-05i,-0.00044842-0.00017016i,-6.276e-05+0.00011891i,-0.00033865+0.00071583i,-0.00076127+0.00042231i,-0.00024577+0.00045447i,-0.0005521+0.00043171i,-0.00053192+0.00014871i,7.4732e-05+0.00026272i,-0.00043447-6.3917e-05i,-0.00081704+0.00017086i,-0.00023726-5.6376e-05i,0.00014927-5.1595e-05i,-6.0755e-05-1.0666e-05i
-0.00041273-0.0018567i,-0.00070849-0.0022918i,-0.00072033-0.0026867i,-2.3491e-05-0.0030378i,0.00025567-0.0021758i,0.00079464-0.0013761i,0.0019223-0.0014752i,0.0014148-0.00070863i,0.00015178+0.00030595i,-1.7467e-05+0.00017118i,0.00013895-0.00041681i,-0.0004384-0.00049828i,-0.00073861+0.00043001i,-0.00038562+0.00023547i,-0.00053563-0.00010935i,-0.00062131+0.00025201i,-0.00033603+0.00060749i,9.8564e-05+4.6378e-07i,0.0001395-0.0001508i,-3.9616e-05+0.00018643i,0.00042727+0.00023747i,0.00048682+0.00017223i,2.1548e-05-9.6413e-05i
0.00056486-0.0010842i,-0.000127-0.00032556i,-0.0010144+0.0011671i,-0.00075391+0.0017314i,-0.00056523+0.00099279i,-0.0012137+5.7595e-05i,-0.0015853-0.00052574i,-0.00071271-0.00056578i,-0.00017231-0.00050683i,0.00027434-0.00079478i,0.00027691-0.00095143i,3.7757e-05-0.0009549i,-0.00013574-0.000869i,-0.00029128-0.00058445i,-0.00022357-0.00010551i,-0.00012035+0.00034414i,-0.00036133+0.00019485i,-0.00061504-0.00038972i,0.00011638-0.0005136i,0.00057644-0.00045449i,5.4065e-05-0.00023803i,-3.8336e-05-6.4281e-06i,0.00051874-0.00032696i
0.00091803-0.00066165i,0.00064807-0.0016567i,0.0008299-0.0022927i,0.00058732-0.0020766i,0.00012901-0.0010383i,9.4899e-05-0.00096975i,0.00048208-0.0013235i,0.00037968-0.00071678i,0.00038406-9.0464e-05i,3.3136e-05+5.3578e-05i,0.00010666+2.1696e-05i,0.00082591-0.00013399i,0.00090156+3.3726e-05i,0.00046847+0.000826i,0.00018311+0.0014182i,-4.7207e-05+0.00064265i,-0.00017639-2.8954e-05i,0.00035952-0.00049565i,0.0004949-0.00072302i,-9.6882e-05-0.00036676i,0.00016627-0.00061705i,0.00082802-0.00030782i,0.00098939+0.00037143i
