-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
-0.0011477+0.0022067i,-0.00024089+0.0017859i,-0.0004011+0.0016567i,8.4336e-05+0.00064046i,0.00039513-0.0001322i,0.0001983+0.00030154i,-0.00089063+0.00015773i,-0.0012041+0.00011074i,-0.00038334+0.00096485i,5.9496e-05+0.0014408i,0.00019481+0.00029473i,0.0001921-0.00033011i,0.00017468-0.00055281i,0.00020921-0.0010151i,3.3648e-05-0.00039431i,3.0161e-05+0.00026465i,7.7623e-05+9.8494e-05i,-0.00032263-0.00015815i,-0.00047947+8.5567e-05i,-0.00016054-0.00013067i,-0.00048037-0.00065371i,-0.00042862-9.8825e-05i,-0.0002516+8.875e-05i
-5.3407e-06-0.0038542i,8.0921e-05-0.0036926i,-0.0011333-0.0022935i,-0.0025774-0.00056097i,-0.002717+0.00056095i,-0.0022878+0.0014094i,-0.0020379+0.001463i,-0.0016809+0.0013007i,-0.00064332+0.0011978i,0.00029012+0.00086842i,-4.267e-05+0.00030578i,-0.00083498-0.00040706i,-0.00090078-0.00047749i,-0.00078151+0.00067734i,-0.0013322+0.0012129i,-0.0011846+0.0010543i,-0.00040767+0.00054715i,0.00034773+7.8387e-05i,-4.4922e-05+0.0001545i,-0.00026625+0.0005857i,-0.00054492+0.00048922i,-0.0010953+0.00011285i,-0.0010934-7.1986e-05i
-0.0022448-0.00019381i,-0.0017642-0.00055176i,-0.00092466-0.00099007i,-0.000123-0.00044232i,0.00069645+0.00063777i,0.0011497+0.00076919i,0.00029954+0.0001964i,-0.00021579-0.0001079i,-0.00030014+0.00011619i,-0.0011602-0.00032082i,-0.0013242-0.00056176i,-0.00065583-0.0004955i,0.00014138-0.00068412i,0.00046757-0.00022422i,0.00035874+0.00056443i,-0.00010086+0.00037106i,-0.0003733+0.00061174i,0.00010035+0.00043193i,0.00041993-0.00027456i,0.00023536-0.00044404i,-0.0001157-0.0004303i,-0.00058136-0.00010606i,-0.0011195+0.00016692i
-0.00046655-0.00068784i,-0.0016128+0.00011332i,-0.0020368+0.00095122i,-0.0028214+0.0010499i,-0.0026396+0.00038677i,-0.0021466+0.00087461i,-0.00080978+0.0012669i,0.00065937+0.00042496i,0.00018808+0.00031902i,-0.0003695+0.00080888i,0.00010853+0.00076795i,6.6641e-05+0.00087379i,-0.000354+0.00055876i,-0.00078266+0.00019774i,-0.00096037-0.00029241i,-0.00063932-0.00071662i,-0.00026242-0.00030821i,-0.00047643-0.00032i,-0.00038822-0.00051662i,-0.00018142-0.00056542i,-0.00039246-0.0010194i,-0.00011353-0.00035303i,0.00012367+0.00071486i
-0.00018605-0.00093288i,4.6591e-05-0.00063805i,-6.6683e-05+0.00038432i,-0.00028248+0.00094068i,-0.001106+0.00046571i,-0.0011024+0.00083594i,-0.0012028+0.0010218i,-0.0014538+0.00021521i,-0.0010687-7.3415e-05i,-0.00026955-0.00020146i,-0.00034974-0.00013649i,-0.00017222+0.00037707i,0.0010159+0.00074733i,0.0011796+0.00071495i,0.0005795+0.00089174i,-0.00024279+0.00074826i,-0.00077849+0.00024784i,-0.00040192-0.00032044i,0.00024362+8.0839e-05i,0.00015378+0.0013315i,6.6009e-05+0.00094904i,-0.00033424+0.0002618i,-0.00066885-0.000203i
-0.0022116+0.00040314i,-0.0014218+0.00037113i,-0.0020276-0.00029519i,-0.0031351-7.38e-05i,-0.0025198+0.00072775i,-0.0010737+0.00066814i,-0.00057857+2.2065e-05i,-0.0005596+7.7137e-05i,-0.0010561+0.00045914i,-0.00087252+0.00027183i,-0.0011663+1.5806e-07i,-0.0016337+6.8768e-05i,-0.00096163+0.00038591i,-0.00066633+0.00063529i,-0.00071864+0.00060588i,-0.00035294+0.00022244i,-0.00016166-9.4097e-05i,7.2562e-06-0.00021036i,0.00027438+0.00011036i,0.00022145-0.00028587i,0.00022036-0.00080185i,0.00022817-0.00084642i,-0.00038726-0.00069077i
-0.00024659-0.0014405i,0.00025574-0.0018111i,-0.00050592-0.001148i,1.3726e-05-0.00041706i,0.00079449-8.4578e-05i,0.00028388+0.00064212i,-0.00095274+0.0010846i,-0.0013502+0.00047652i,-0.00068348-0.00014897i,0.00017833-0.00039281i,0.00065062-0.0001266i,0.00037871+0.00033156i,4.3937e-06+0.00021923i,-0.00032309-0.00021667i,-0.00055837-0.00018129i,-0.00070017-0.00012039i,-0.00046514+0.00044296i,-0.00034105+0.0010428i,4.4256e-05+0.00082589i,5.5929e-05-0.00025813i,0.00040334-0.00085372i,0.00069833-0.00044643i,0.00037191-0.00061419i
8.5377e-05+0.00040226i,0.00040091-0.00057996i,0.00075557-0.0021282i,-8.7256e-05-0.0019823i,-0.0012724-0.00090834i,-0.0012133-0.00051441i,-0.00083286-0.00026951i,-0.0014119+0.00013849i,-0.0014496+0.00028733i,-0.00039812+0.00012165i,-0.00025035+0.00037833i,-0.0005637+0.00044476i,-0.00065659+0.0007544i,-0.00086312+0.00090482i,-0.0006369+0.00072459i,-0.00042788-5.6399e-05i,-0.0005894-0.00033538i,0.00024076+6.0831e-05i,0.00049831-0.00044992i,-0.0002649-0.00099827i,-0.00032143-0.00043772i,-0.00064918-0.00013426i,-0.00052716-0.0009468i
-0.0029984-0.0024299i,-0.0034102-0.00054048i,-0.0034712-0.00017878i,-0.0032447+7.2433e-05i,-0.0021523+0.00080523i,-0.00088599+0.0021546i,-0.00042206+0.0025442i,-0.00049941+0.0012991i,-0.00055003-0.00016834i,-0.00059691-0.00054521i,-0.00078885+0.00027913i,-0.00023673+0.00075058i,0.00039482+0.00065997i,6.0841e-05+0.00065051i,-0.00072515+0.00087096i,-0.00024313+0.00053176i,-3.7758e-05+0.00039833i,-0.0004355+0.00068601i,-0.00044903+0.00020393i,-0.00032242-0.00042997i,-0.00020418-0.00097188i,-0.00039407-0.0012713i,3.1379e-05-0.00057538i
0.0013763+0.00043033i,0.0015927+0.00033719i,0.0013511-0.0007048i,-0.00029837-0.0015167i,-0.0015799-0.00068032i,-0.0015812+8.7979e-05i,-0.0018975-0.00045727i,-0.0017226-0.00071437i,-0.0014366-0.00023916i,-0.00058043-8.0961e-05i,2.9252e-05-0.00017843i,0.00017788+0.00010947i,0.000322+0.0003683i,3.7378e-05-0.00077438i,-0.00040809-0.0013445i,-6.8364e-05-0.00079633i,0.00037813+4.2032e-05i,0.00039572+0.0003315i,0.00026903-0.00040767i,-4.8778e-05+6.6603e-05i,-0.00026215+0.0011775i,0.00048433+0.0011482i,0.00047724+0.00088126i
-0.00070858-0.00075195i,-0.0010311+0.0001715i,-0.00078877+0.00017195i,-0.0017455-0.00069088i,-0.0022257-0.0011805i,-0.0014703-0.00014685i,-0.00061759+0.0011316i,-5.2039e-05+0.0014792i,-1.8857e-05+0.00063617i,-2.5411e-05-0.00047307i,0.00017046-0.00049885i,0.00033754+0.00013553i,0.00030028+4.2609e-05i,9.153e-05-0.00022177i,-0.00064153-0.00034436i,-0.0011206-0.00035523i,-0.0010261-2.164e-05i,-0.00080887+0.00053147i,3.1225e-05-8.3787e-05i,-0.00040975-0.00054531i,-0.0014719-0.00030685i,-0.0010339-0.0001869i,-7.3092e-05+2.296e-05i
0.00016085+0.0021751i,0.0010479+0.0026556i,0.0014069+0.0022631i,0.0012628+0.0014297i,0.001943+0.00064039i,0.001163+0.00021564i,-0.00055647+0.00040583i,-0.001114+0.00051294i,-0.0012468+0.00044712i,-0.0004338+0.00049019i,-4.3731e-05-0.00015256i,-0.00062467-0.00081817i,-0.00013922-0.00033403i,-0.00012322-0.00050923i,-0.0011969-0.0013817i,-0.00098955-0.0010745i,-0.00027497-4.7727e-06i,-0.00022308+0.00031338i,-0.00052774-0.00074257i,-0.00067052-0.0016838i,-0.00060891-0.0011486i,0.00023165+2.0348e-05i,0.0010643+0.00044581i
-0.0019842+0.00073677i,-0.00012711+0.00095i,0.00073894-0.00062576i,-0.00061922-0.0014596i,-0.0018543-0.0011235i,-0.0020352-0.00062906i,-0.0018182-0.00062046i,-0.0013+2.158e-05i,0.0003561+0.0006372i,0.00062548+0.00040105i,-0.00082169-0.00010412i,-0.0015657-0.00016869i,-0.00084975+0.00026372i,-0.00014771+0.00029586i,-0.00023427-0.00048023i,-0.00070707-0.00044328i,-0.0010969+0.00030598i,-0.00037593-0.00020352i,0.00039258-0.00067861i,0.0002453-6.9639e-05i,0.00013577+0.00038817i,-4.8396e-05+0.00049786i,-0.00024855+0.00052976i
-0.00067726-0.0016587i,-0.00075444-0.00077528i,3.8367e-05+0.00071517i,0.00016233+0.0011493i,-0.00087257+0.00093348i,-0.0016804+0.00081133i,-0.001573+0.0002523i,-0.00096546+0.00025664i,-0.00055898+0.00079146i,-0.00021295+0.00082711i,3.4299e-05+0.00051829i,0.00015004+0.00044066i,0.00021158+0.00039857i,0.00040832-0.00018037i,0.00035256-0.00030213i,0.00025363-0.0004482i,0.00043813-0.00017217i,0.00051217+0.00030381i,-2.982e-05-0.00041344i,-0.00012845-0.00098349i,-0.00029897-0.00083481i,7.6503e-05-0.00048319i,0.00040847-0.00040182i
-0.00076915+0.0021855i,0.00014152+0.0021798i,0.00057271+0.0021971i,9.5912e-05+0.0021206i,-0.00032504+0.0017502i,-0.00073028+0.00064754i,-0.0014313-0.00049414i,-0.0013703-0.00065941i,-0.0007265-8.4706e-05i,-0.00016234+0.00017316i,0.00011849-6.2107e-05i,0.00017198+0.00016244i,2.4494e-05+0.00064124i,-0.00040015+0.00011249i,-0.00098378+0.00015451i,-0.0010248+0.00038995i,-0.00043237+0.0001616i,-5.7384e-06+7.9009e-05i,0.0003313-0.00016666i,0.00058228-0.00060915i,0.00074167-0.00080716i,0.00032852-0.00021236i,-0.00077863-2.9685e-05i
-0.0014305-0.0020477i,-0.00052619-0.0014056i,-0.00010217-0.00018833i,-0.00078977-0.00028234i,-0.0014544-0.00058429i,-0.001519-0.00031986i,-0.0013556+0.00031123i,-0.0011206+0.00027288i,-0.00049076+0.0003791i,-1.8904e-05+0.00070858i,-0.00063815+0.00021399i,-0.00121-0.00036821i,-0.00016322-0.00023131i,0.00080183+0.00038696i,0.00069957+0.00030289i,0.00074384-0.00020102i,0.00070402-0.00035064i,-3.9779e-05-0.00039919i,7.5656e-05-0.00016371i,0.00010851+0.00025337i,0.00044276+0.00023192i,0.00048431-3.3105e-05i,2.661e-05-0.00056824i
0.0012027-0.0010058i,-0.00035327-0.00055816i,-0.0009981-0.0020141i,-0.0006201-0.0022143i,-0.00093422-0.00092455i,-0.00087179-0.00090346i,-0.00068712-0.0015795i,-0.0016828-0.0010133i,-0.002278+0.00034545i,-0.0016883+0.0012244i,-0.00099301+0.0012779i,-0.00012029+0.00132i,0.00051377+0.0010487i,-6.4484e-05-0.00021155i,-0.00071293-0.00075512i,-0.00076195-0.00010699i,-0.00069982+0.0001907i,-0.00056904+0.00013272i,-0.00029123-0.00029056i,-0.00033-0.00059135i,-0.00038954-0.0004172i,-0.00026209-0.00053857i,-3.8886e-05-0.00022598i
0.0011635-0.001922i,0.00049354-0.0017247i,0.0014681-0.0022281i,0.0003454-0.0032022i,-0.001622-0.0025558i,-0.0041492-0.0017398i,-0.0056223-0.0026014i,-0.0069705-0.0011594i,-0.0076035+0.0022808i,-0.0063451+0.0044429i,-0.0044881+0.0047344i,-0.0023049+0.0044797i,5.5197e-05+0.0030523i,0.0014706+0.00084331i,0.0012438-0.00060287i,0.00024255-0.00081562i,-0.0009916+8.352e-06i,-0.00083653+0.00019487i,-0.00018115-2.9287e-05i,-0.00056489-0.00064049i,-0.0008333-0.00091622i,-0.00045047-0.00011396i,-0.00052618-0.00071115i
0.0016+0.0009496i,0.0011989+0.00059923i,0.00033407-0.00080459i,-0.00098087-0.0014313i,-0.0018818-0.0012246i,-0.00096109-7.1746e-05i,-3.02e-05+0.00098093i,0.00044211+0.00084644i,0.00096806+0.00048942i,0.0014458-8.4789e-05i,0.0016431-0.00094792i,0.0009888-0.0015331i,-4.9244e-05-0.00084941i,-0.0005156+2.2871e-05i,-0.00027463-2.1784e-05i,-5.4963e-06+6.9862e-05i,-0.00069885+4.6644e-05i,-0.00083711-0.00033581i,-5.7013e-05-0.00036716i,-8.1492e-05-0.00060475i,-0.0003709-0.00092497i,-0.00038957-0.00069002i,-0.00061601-0.00019285i
-0.0004833-0.0023366i,-0.0012941-0.0014609i,-0.0024374-0.0017589i,-0.0028106-0.00055658i,-0.0031699+0.00050946i,-0.0023134+0.0011813i,-0.00062701+0.0011899i,0.00027807+0.0010139i,0.00067303+0.00093539i,0.00039999+0.00056267i,-0.00013794-6.9926e-05i,-0.00058488-0.00065263i,-0.00061575-0.00045415i,-0.0011618-0.00043691i,-0.001462-0.00013118i,-0.00084793+0.00041061i,-0.00010487+0.0009965i,0.00034728+0.00084672i,-0.00020887+4.0707e-05i,-0.0008666+0.00014822i,-0.00079164+0.00079568i,-0.00084811+0.00016826i,-0.0010292-0.00024473i
0.0024427-0.0008053i,0.0011046-0.0016905i,0.0010323-0.0016337i,0.00034756-0.0016901i,-0.00024444-0.0017682i,-0.0010645-0.0016535i,-0.0018246-0.00091228i,-0.00051922+0.00046667i,0.0011746+0.00062413i,0.0016427+0.0003426i,0.00046559-0.00020495i,-0.00050558-0.00063373i,-0.0008665-0.0005149i,-0.0008443-0.00061285i,-0.00031586-0.00058128i,-0.00019498+8.5736e-05i,-0.00057247+4.1495e-05i,-0.0009563-0.0007914i,-0.00062216-0.00072055i,-0.0003656+0.00011066i,0.00025993-8.4537e-05i,0.00051607-0.00010547i,0.00019796-0.00015411i
-6.068e-05+0.0013737i,-0.00011796+0.00137i,0.00069781+0.00072668i,0.0011008-0.0010028i,0.0011449-0.00051904i,0.00083776+0.0006454i,-0.00033753+2.8493e-05i,-0.00067756-0.00014475i,-0.00031862-0.00021966i,0.00021964-0.00069872i,-1.6568e-05-0.00080437i,-0.00037651-0.00026217i,0.00042653-0.00017445i,0.00098049-0.00026917i,-9.2316e-06-0.00049107i,-0.00048383-0.00053884i,0.00021597+0.00037616i,0.0011314+0.00015407i,0.0008135-0.00012705i,0.00012565+0.00049433i,-0.00042362+0.00054416i,-0.00080466+0.00023882i,-0.00041618-0.00041646i
-0.0020039+0.00042703i,-0.0020319+0.00067618i,-0.0020008+0.0011313i,-0.0016902+0.0015541i,-0.00091086+0.0014076i,-0.00047136+0.00096444i,-0.00042144+0.00088622i,-0.00032987+0.00068178i,-0.00022425+0.00018824i,-0.00045101+4.4172e-05i,-0.00098582-8.6697e-06i,-0.0011364-0.00022907i,-5.5588e-05-0.00036218i,0.00087942-0.00049065i,0.00067734-0.00060979i,-0.00057183-0.00033443i,-0.0012523+0.000217i,-0.0010959+0.00055702i,-0.00086223+8.5083e-05i,-0.00047305-0.00062454i,6.9393e-05-0.00091743i,0.00011214-0.00082081i,-0.00021112-0.0002894i
0.0010694+1.0423e-05i,0.001371+0.0010032i,0.0018057+0.00090403i,0.00041445+0.00058457i,-0.001461+0.00023155i,-0.001668+0.00088638i,-0.0007563+0.0010877i,-0.00031699+0.00067511i,-0.0010299+0.00119i,-0.001456+0.000738i,-0.0011469+2.119e-05i,-0.0009622+0.00032657i,-0.0010298+0.00041644i,-0.00077764+0.00061595i,-0.00066555+0.0007086i,-0.0006567+0.00017149i,1.771e-05-0.00031163i,0.00026963-0.00018898i,-0.00053202-0.00052868i,-0.00031094-0.00085385i,0.0010167-0.00074269i,0.0010575-0.00049598i,0.00011199-0.00055915i
-0.00083475+0.00014012i,-0.0012631+0.00058785i,-0.00068985+0.0014779i,-0.00042993+0.0015699i,-0.0014956+0.0009551i,-0.0018219+0.00033562i,-0.0011518+0.00038707i,-0.00035203+0.00076112i,7.8083e-05-0.00016169i,0.00014122-0.00087434i,-0.00011518-0.00094746i,-1.7575e-05-0.00068448i,6.5014e-05-7.5767e-05i,-0.00054734+0.00028587i,-0.0004977+0.00026044i,9.3122e-06+0.00097358i,3.2127e-05+0.001167i,-0.00035185-5.2979e-06i,-0.00027869-0.0009768i,0.00021838-0.00090256i,0.0001971-0.00047527i,-9.6299e-05-0.00028129i,-0.00019406-0.00020549i
0.0013457-0.0011739i,0.0012208-0.00046167i,-0.00045178-5.8227e-05i,-0.0012484-0.00022561i,-0.00052169+0.00059797i,-0.0001008+0.0012759i,-0.00057567+0.00086792i,-0.0011091+0.00025387i,-0.00049249+0.00015094i,6.7826e-05+4.4597e-05i,0.00011616-0.00015744i,0.00013806-0.00030393i,-7.5266e-05-0.00023945i,-0.00044746+0.00052576i,-0.00052564+0.00030562i,-0.00012337-0.00032439i,0.00025362-3.0018e-05i,-5.814e-05-0.00026528i,-0.0007483-0.00096769i,-0.00097321-0.0011826i,-0.00099772-0.00067913i,-0.00092417-0.00060543i,-0.00092951-0.00091911i
-0.0017506+0.00044711i,-0.0018054+0.0012463i,-0.0016953+0.0014858i,-0.0005064+0.001351i,0.0011012+0.0014468i,0.0012298+0.00025357i,0.00073339-0.00021973i,0.00049398+0.00037057i,-2.8375e-05+0.00025742i,-8.6022e-05-0.00013622i,-2.005e-05-0.00051327i,-0.00041237-0.000498i,-0.00028909-0.0001218i,-0.00015032-0.00028623i,-4.5325e-05-0.00055873i,-0.00093902+3.6381e-05i,-0.0013494+0.00025863i,-0.0007655-0.00042336i,-0.00042838-0.0011226i,-0.00010806-0.0012743i,8.6817e-05-0.0010202i,-0.00016601-0.0003574i,-0.00020908+6.3242e-06i
0.00077061-0.0019282i,0.00066199-0.0019917i,-0.00011879-0.001594i,5.8845e-05-0.000609i,-0.00017927-0.00022168i,-0.00051301+2.113e-05i,-0.0010014+0.00021527i,-0.0010616+0.00021099i,-0.00034102-4.758e-05i,-0.00011406-0.00043281i,-0.00061225-0.00014894i,-0.00040253+0.00073626i,0.00029699+0.0014116i,0.00028027+0.0015146i,0.00029541+0.00063453i,0.00042079+0.00029642i,0.00059814+0.00018845i,0.00041496-4.6329e-05i,0.0005257-0.00014109i,-0.0002037-0.00040294i,-0.00097989-0.00032939i,-0.00048584-0.00036461i,0.00022239-0.00012319i
-0.00067453+0.0001257i,-0.00091925-0.00092672i,-0.0014181-0.0018269i,-0.0019712-0.00097699i,-0.0015118+0.00026593i,-0.0012098+0.0012871i,-0.0015973+0.0015415i,-0.0010198+0.0010087i,-0.0007319+0.00051972i,-0.00094844-0.00015568i,-0.00070429-0.00088552i,-0.0010819-0.00082187i,-0.00067357-0.00062104i,-2.6101e-05-0.00045524i,-0.00041479-0.00054542i,-0.00063071-0.0010019i,-9.3802e-05-0.0006042i,0.00023009+0.00041185i,0.00038923+0.00058785i,0.00013222-0.00033992i,-0.00018414-0.00062493i,0.0005358-0.00029324i,0.00078399+0.00025731i
-0.00032345+0.00048427i,-0.00018609+0.00085009i,0.00040428+0.00088898i,0.00097402+0.00020791i,0.001133-0.00033663i,0.00071515-0.00067645i,-9.919e-05+0.00012311i,-0.0012024+0.00036947i,-0.00070336-4.4535e-05i,0.00017511+0.00029354i,-5.5868e-05+0.00019371i,0.00040803-2.4396e-05i,0.0015364-4.5032e-05i,0.00047905-0.00027509i,-0.00046112-0.00020597i,0.00053447+0.00030435i,0.00055139+0.00052306i,-0.00060492+0.00010374i,-0.00064637+9.7816e-05i,-0.00038137+9.3093e-05i,-0.0004576-0.0006249i,-0.00029999-0.00043602i,7.8572e-05+0.00024776i
0.00019394+0.0011293i,-0.00032681-0.00024748i,0.00019598-0.0009532i,0.00016999-0.00025984i,-0.0014165+0.00026198i,-0.0022383+0.00072406i,-0.0018144+0.00041445i,-0.0012995+0.00018195i,-0.00047478+0.001004i,0.00045337+0.00066771i,-0.00067945-0.00027674i,-0.0016014-0.00016424i,-0.0006713-0.00014486i,-0.0002898-0.00067955i,-0.00044094-0.00039545i,8.5068e-05-1.8876e-05i,0.00048359+7.5524e-05i,-0.00010429+0.00013183i,-0.00028534-0.00019432i,-0.00053308-0.00034344i,-0.00068866+0.00035751i,-0.00050892+0.0005549i,-2.8511e-06-3.9708e-05i
-0.00011169-0.00024844i,0.00035922+0.00079054i,0.0010627+0.00064934i,0.00037048-0.0005272i,-0.00027096-0.0010134i,-0.00033574-0.00035101i,-0.0010728-0.00041794i,-0.001171-0.00013268i,-0.00011576+0.0001739i,0.00013352+9.7825e-06i,8.4929e-05+0.0002858i,0.00048469+0.00031421i,0.00064905+0.00017562i,9.2754e-05-0.00013951i,-0.00039091-0.00030528i,-0.00065571-0.00015628i,-0.00089994+1.2654e-05i,-0.0016225-0.00072471i,-0.0013096-0.0012134i,8.0813e-05+0.00023737i,0.00032147+0.00052527i,0.00029331-0.00051318i,0.00021937-0.00088722i
0.00015128-0.0001386i,0.00045935-0.00038193i,0.0010188-0.00042662i,0.00049358+0.00031458i,-0.00093823+0.00092498i,-0.0017452+0.00022324i,-0.0015044-0.00021399i,-0.00073816-0.00027294i,-0.00022783-0.00027102i,0.00063099-0.00082302i,0.00051391-0.001579i,-0.00032384-0.0011535i,-0.00022472-3.2212e-06i,-0.00087873+0.00049438i,-0.0013246+0.00011287i,-0.00032427+8.1825e-05i,0.00035543+0.00025678i,0.00047716+0.00051525i,0.00021801+0.0002203i,-0.00031784-0.0001209i,-0.00039194+0.00039259i,0.00040236+0.00032948i,0.00098803+6.6368e-05i
-0.0010837-0.0009083i,-0.0018374-0.00082047i,-0.0016189-0.001147i,-0.0011945-0.00061049i,-0.0020875-0.00021817i,-0.0018432+0.00078004i,-0.00065413+0.00075355i,-0.00019987+0.00023928i,-0.00028544+0.00034421i,0.00024615-8.853e-05i,0.00029306-0.0002066i,-0.0011164-2.3624e-05i,-0.0015117+5.7559e-05i,-0.00091009-0.00048514i,-0.00079156-0.00098444i,-0.00058242-0.00056848i,-0.00025387-0.00036483i,0.00015995-0.00018571i,7.1115e-05+0.00015727i,-6.8601e-05-0.00019818i,-0.00031944-0.00032762i,-0.00074369-9.0641e-05i,-9.7974e-06-0.00039496i
-0.00049231-0.00096067i,-0.0012408-0.00086412i,-0.0018442-0.00034223i,-0.0021172+0.00079149i,-0.0018985+0.0021031i,-0.0019789+0.0012752i,-0.0014404+0.00016688i,-0.0005793+0.00013243i,-0.00048362+0.00043175i,-0.0010754+0.00044453i,-0.00088688+1.3877e-05i,-0.00016875-0.00069264i,0.0003945-0.00056178i,0.00068675+0.00040062i,0.00011456-2.7344e-05i,-0.000442-0.00047262i,-0.00086864-5.6162e-05i,-0.00095406+0.00018952i,-0.00035179+0.0003973i,-0.0001944+0.00028317i,-0.0003743+0.00030837i,-0.00026399+0.00010956i,-0.00028897+0.0004521i
-0.0013057+0.00071821i,0.00080711+0.0026846i,0.00077882+0.0034021i,0.0005998+0.0030957i,0.00032787+0.001697i,-7.7763e-06+0.00054323i,-9.2055e-05-3.5073e-05i,0.00013021+7.584e-05i,-6.6667e-05+0.00027186i,-0.00060864+0.00022637i,-0.00044515+0.00049579i,0.00031341+2.8733e-05i,0.0010502-7.595e-05i,0.00057208-2.2478e-05i,-0.00054262-0.00031043i,-0.00096913-3.5864e-06i,-0.00069302+0.00017484i,0.00010825+3.05e-06i,0.00036743-4.9468e-05i,-0.00020481+0.00060869i,-8.2616e-05+0.00094029i,0.0010018+0.00080132i,0.00079439-0.0001434i
0.00038573-0.0015373i,-0.00055988-0.00090287i,1.3851e-05-0.0014155i,-0.00022658-0.0018228i,-0.00097689-0.00066087i,-0.0016274+0.00063068i,-0.0012489+0.00085099i,-0.00045579+0.001303i,-9.0385e-05+0.0016487i,0.00012392+0.0003823i,0.0002319-0.00076927i,-1.233e-06-0.00063806i,-0.00048632-0.00014848i,-0.00096101-0.00023159i,-0.0010014-0.00046194i,-0.00094526-0.00023387i,-0.00037691-0.00016564i,0.00036336+0.00013295i,0.00012029+0.00017554i,-0.00048287-0.00016489i,-0.00012338+0.00025816i,0.00027624+0.0010204i,0.00074853+0.00044394i
-0.00017318+0.0035207i,0.00045523+0.0044389i,0.00013876+0.0040439i,0.00067956+0.0020073i,0.0010152+0.00065828i,0.00066132-0.00046954i,-0.0009112-0.0010903i,-0.0020083-0.00041766i,-0.0012061+0.00025184i,-8.4915e-05+0.00058534i,0.00054764+0.00081652i,0.00082752+0.00050096i,0.00042637+1.5293e-05i,-2.4946e-05-2.691e-05i,-0.00030106+0.00046323i,-0.00076134-5.9319e-05i,-0.00019979-0.00041119i,0.00047304-5.7687e-05i,-0.0004093-0.00022131i,-0.00060496-0.00050084i,0.00020821-0.00032249i,0.00030219+0.00018581i,0.00048235-0.00024656i
-0.0011772-0.0011458i,-0.0010513-0.0003777i,-0.00028904-0.00019156i,-0.00037222-0.00011379i,-0.0013707+0.00069087i,-0.0020824+0.00051574i,-0.0012424-1.4642e-05i,-8.0336e-05+8.9301e-05i,-0.0003919+0.00026598i,-0.00013462+0.00013472i,0.00033494+0.00047145i,3.9357e-05+0.0013376i,-0.00034238+0.0010842i,-0.00040057+0.00031697i,-0.00051667+0.00041771i,-0.0005191+0.00012287i,5.5757e-05-0.00035041i,-0.00016424-0.00038905i,-0.00085967-0.00080836i,-0.00045205-0.00097394i,-0.00030421-0.001056i,-0.00042129-0.00072994i,4.6546e-05-1.9367e-05i
0.0031166-0.00024736i,0.0029132-0.00046975i,0.0027921+3.854e-05i,0.0026021-0.00017809i,0.00031301-0.00054334i,-0.0015943-0.00036545i,-0.0014534+0.00034795i,-0.00080934+0.0013947i,-0.0004302+0.0012571i,0.00055189+0.00061464i,0.00044889-0.00011439i,-0.00026333-0.00099576i,-0.00029707-0.00060503i,-0.00056742-0.00010533i,-0.0010833+0.00033059i,-0.0007922+0.00030544i,9.4881e-05-7.1577e-05i,-0.00036505-0.00038464i,-0.0006212-0.00040034i,0.00019769+0.00045072i,-0.00023585+0.0011332i,-0.00045626+0.00026845i,-0.0010674-0.00085447i
-0.00129-1.8979e-05i,-0.00056257+0.00080601i,7.4224e-05+0.00029662i,-0.00056016-0.00024761i,-0.00090527-0.00015757i,-0.00086147-4.8157e-06i,-0.0011514+8.6463e-05i,-0.0014592+0.00034044i,-0.0016479-6.9587e-06i,-0.00089091-0.00022028i,0.00033149-0.00038153i,0.00056311-0.00080024i,0.00052329-0.00066733i,0.00099459+0.00012522i,0.00083814+0.0006394i,-3.1464e-05+0.00055885i,-0.00081482-0.00066341i,-0.00089636-0.00058587i,-0.00057708-7.4879e-05i,-0.00018007-0.00064636i,0.0001607-0.00044563i,-0.00020466-0.00048043i,-0.00024356-0.0001413i
-0.0016297-0.0014046i,-0.0016094-0.00098517i,-0.0017789+0.00055563i,-0.0013966+0.00093812i,-0.0007973+0.00091704i,-0.00019373+0.00088584i,-0.0002878+0.00035473i,-0.00086399-2.8228e-05i,-0.00040891+0.0004003i,-0.00022228+0.00033541i,-0.00083034-0.00014211i,-0.00069969+0.00017703i,-0.00020193-0.00072575i,0.00018673-0.001316i,0.00041406-0.00098318i,0.000551-0.0012355i,0.00053747-0.0011796i,-4.9013e-05-0.0007115i,-0.00061579-0.00021222i,-0.00036957-0.00054618i,4.891e-05-0.00095472i,0.00056703-0.0010243i,0.00052097-0.00065349i
