0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
-0.080096-0.46588i,-0.14876-0.3599i,-0.088444-0.027372i,0.035755+0.14036i,0.037696+0.064622i,-0.061878+0.013732i,-0.10174+0.045992i,-0.072834+0.058557i,-0.039623+0.046426i,-0.022467+0.028036i,-0.01801+0.0053265i,-0.012931-0.011961i,-0.010346-0.017086i,-0.018915-0.0059875i,-0.023476+0.016669i,-0.014054+0.035661i,-0.0016924+0.040898i,0.0034304+0.040344i,0.0098135+0.040666i,0.022225+0.038651i,0.037078+0.031216i,0.04362+0.01359i,0.030903-0.0066995i
0.4599+0.20447i,0.50743+0.13919i,0.33088+0.065811i,0.16637+0.090513i,0.13292+0.10091i,0.13623+0.043947i,0.12821-0.0040171i,0.10038-0.04635i,0.04518-0.064678i,0.0076007-0.035967i,-0.005851-0.0062557i,-0.014911+0.009941i,-0.0038067+0.015944i,0.017218+0.0026908i,0.018172-0.014474i,0.0062803-0.018912i,-0.00037096-0.015021i,-0.0050223-0.0154i,-0.013719-0.017493i,-0.023406-0.016667i,-0.036001-0.017306i,-0.04646-0.0088226i,-0.040081+0.0096159i
-0.42497+0.21952i,-0.33118+0.20569i,-0.056174-0.047951i,0.057035-0.29037i,-0.023199-0.24224i,-0.070725-0.078057i,-0.077917-0.014971i,-0.086216+0.020166i,-0.053856+0.044403i,-0.015619+0.028162i,0.0022881+0.017253i,0.015505+0.016544i,0.014924+0.010901i,0.0070093+0.010528i,0.0097116+0.013763i,0.017533+0.011611i,0.020305+0.0060505i,0.023413+0.003329i,0.029724+0.00014431i,0.029859-0.0043445i,0.023647-0.0057684i,0.017938-0.0058351i,0.011033-0.0057035i
0.028538-0.48321i,-0.1505-0.45056i,-0.33355-0.12985i,-0.31859+0.12449i,-0.16262+0.099779i,-0.049253-0.016442i,-0.0016508-0.063403i,0.0040034-0.065486i,-0.016445-0.037941i,-0.021061-0.0060529i,-0.011532+0.0028455i,-0.0025989+0.0046886i,0.0055923+0.0028052i,0.0049704-0.0061154i,-0.0037345-0.013387i,-0.012631-0.016892i,-0.019139-0.015626i,-0.023718-0.0077625i,-0.024032+0.0040843i,-0.016995+0.017662i,-0.0021121+0.030277i,0.016622+0.032263i,0.029606+0.019007i
0.37365+0.35516i,0.46928+0.30245i,0.34845+0.12551i,0.1555+0.060008i,0.061273+0.10914i,0.012737+0.14192i,-0.03406+0.16419i,-0.011536+0.15898i,0.037181+0.091615i,0.040443+0.02881i,0.027581-0.0025042i,0.013781-0.027516i,-0.0042721-0.032256i,-0.012125-0.015239i,-0.011026+0.0020521i,-0.0039909+0.012983i,0.0099654+0.014728i,0.02064+0.0030382i,0.018238-0.015481i,0.0091693-0.031942i,-0.0041651-0.045642i,-0.022966-0.049517i,-0.0372-0.036278i
-0.47998+0.097383i,-0.42865+0.22312i,-0.0737+0.26614i,0.20752+0.14416i,0.19444-0.0098993i,0.12151-0.069866i,0.12067-0.10654i,0.086584-0.12064i,0.028443-0.067988i,0.0081892-0.014019i,0.0030464+0.012857i,0.0033981+0.031606i,0.01195+0.029396i,0.017327+0.012405i,0.016357-0.0033799i,0.0054475-0.01467i,-0.013228-0.015061i,-0.02462-0.0010099i,-0.021767+0.01617i,-0.012219+0.024333i,-0.0026535+0.025494i,0.0054319+0.023523i,0.012569+0.016397i
0.22657-0.47497i,0.12035-0.63504i,-0.12213-0.58689i,-0.23697-0.39263i,-0.14793-0.18887i,-0.055605-0.051646i,-0.030329+0.032854i,-0.01262+0.058691i,-0.0074822+0.032711i,-0.017287+0.0082119i,-0.021566-0.0074044i,-0.025409-0.016785i,-0.027755-0.0072606i,-0.02392+0.0056094i,-0.016431+0.013909i,-0.0018035+0.016635i,0.012299+0.0066185i,0.013653-0.0059596i,0.0080986-0.011121i,0.0012585-0.0068319i,-0.0046838+0.0072185i,-0.0046568+0.021309i,-0.0031925+0.025586i
0.19678+0.47663i,0.28861+0.54225i,0.26197+0.39017i,0.12107+0.19787i,-0.0011396+0.078529i,-0.043746-0.020596i,-0.068181-0.10037i,-0.0722-0.099057i,-0.034823-0.053019i,0.00060857-0.026139i,0.016798-0.015416i,0.026579-0.010924i,0.022513-0.013381i,0.0076041-0.01851i,-0.0080223-0.025308i,-0.024102-0.020401i,-0.026671+0.0039738i,-0.0079814+0.022i,0.013384+0.02153i,0.026773+0.010213i,0.032191-0.010444i,0.028368-0.030653i,0.020528-0.037707i
-0.46057-0.1296i,-0.56204-0.061391i,-0.4116+0.10151i,-0.15853+0.18266i,-0.01705+0.13318i,0.011611+0.11678i,0.034216+0.15018i,0.045437+0.12048i,0.021798+0.054278i,-5.3907e-06+0.017141i,-0.016189+0.0092634i,-0.028329+0.01915i,-0.015986+0.03325i,0.011162+0.041786i,0.031962+0.0439i,0.042302+0.030501i,0.036167-0.0017236i,0.013511-0.02737i,-0.010267-0.031925i,-0.025346-0.022612i,-0.030004-0.0058218i,-0.026645+0.0092422i,-0.020974+0.016866i
0.41224-0.27075i,0.53376-0.39755i,0.46066-0.44013i,0.27012-0.35786i,0.11096-0.20673i,0.029792-0.122i,-0.0073034-0.1064i,-0.02468-0.077839i,-0.029054-0.033496i,-0.025934-0.0025933i,-0.0093535+0.0084616i,0.0099068+0.00092096i,0.011351-0.013042i,-0.0033579-0.023236i,-0.021136-0.024396i,-0.028569-0.010229i,-0.019981+0.012277i,-0.00089625+0.023631i,0.017659+0.01966i,0.024315+0.0098488i,0.016879+0.0022176i,0.0041833-0.00088274i,-0.0030982-0.0046376i
-0.091517+0.43388i,-0.15535+0.53273i,-0.18837+0.41981i,-0.1598+0.2178i,-0.084222+0.0965i,-0.002436+0.064004i,0.041943+0.052006i,0.044325+0.04775i,0.037888+0.046041i,0.032717+0.032506i,0.023729+0.02057i,0.018883+0.013263i,0.014596+0.00072933i,0.012919-0.0091827i,0.020381-0.01627i,0.021778-0.026371i,0.0088621-0.028724i,-0.010274-0.018402i,-0.02379-0.004209i,-0.020147+0.0086402i,-0.0024134+0.013656i,0.014331+0.011815i,0.021037+0.012946i
-0.27074-0.30984i,-0.33735-0.37884i,-0.29255-0.261i,-0.18724-0.068331i,-0.10166+0.016805i,-0.076669+0.0017985i,-0.080937-0.016096i,-0.058687-0.025509i,-0.024854-0.03008i,-0.0042656-0.020816i,0.0019035-0.01684i,-0.0069433-0.017271i,-0.01446-0.0057229i,-0.019426+0.010909i,-0.028378+0.026707i,-0.024097+0.036637i,-0.0036603+0.026023i,0.014272+0.00338i,0.018653-0.013831i,0.0075708-0.023312i,-0.0079528-0.024695i,-0.01595-0.020113i,-0.016921-0.016849i
0.40072+0.023853i,0.54463+0.10314i,0.53896+0.16107i,0.41534+0.11712i,0.25921+0.030732i,0.14794+0.0064127i,0.10364+0.024903i,0.076481+0.025784i,0.036328+0.0031297i,-0.0035631-0.015804i,-0.022304-0.015014i,-0.017705-0.0029761i,-0.0031104+0.0069915i,0.013592+0.0038521i,0.023395-0.013611i,0.013705-0.025504i,-0.0075902-0.015835i,-0.022743+0.006161i,-0.020382+0.026664i,-0.0042815+0.033237i,0.005824+0.023375i,0.0054507+0.010027i,0.0034627+0.0035335i
-0.2328+0.23078i,-0.33685+0.16515i,-0.333-0.020287i,-0.23145-0.12764i,-0.12792-0.089501i,-0.073572-0.031337i,-0.050863-0.029049i,-0.048433-0.030486i,-0.038833+0.0027684i,-0.0063328+0.028479i,0.017069+0.025165i,0.020216+0.010395i,0.010919-0.0067255i,-0.0048739-0.010853i,-0.0089468+0.0018663i,0.0048069+0.011464i,0.018225+0.0075223i,0.022662-0.004788i,0.018052-0.016777i,0.0051727-0.017837i,-0.0058076-0.0056082i,-0.0079941+0.0075583i,-0.0048645+0.012548i
-0.044967-0.28896i,0.010951-0.32825i,0.035846-0.25847i,-0.022137-0.15631i,-0.054031-0.085232i,-0.032265-0.057635i,-0.016783-0.030478i,0.0029625+0.00099407i,0.015745+0.0071092i,0.0062596+0.0046059i,9.9353e-05+0.0066716i,-0.0039392+0.0085539i,-0.0040497+0.015969i,0.0036821+0.014692i,-0.0011756-0.0012051i,-0.016216-0.0092297i,-0.017337-0.0018173i,-0.0053217+0.0059525i,0.0065556+0.0057902i,0.013613-0.001392i,0.013612-0.0087723i,0.0097625-0.0095484i,0.0081251-0.0078477i
0.19836+0.15323i,0.13885+0.31218i,0.036774+0.42908i,0.020787+0.39017i,0.043161+0.2447i,0.042942+0.12278i,0.026863+0.055189i,0.0024671+0.018886i,-0.0033687+0.0019121i,0.0052298-0.01365i,0.0012615-0.02226i,-0.0044653-0.017501i,-0.0080832-0.0083835i,-0.011265+0.0063284i,-0.0029762+0.019891i,0.007747+0.018043i,0.0039837+0.0022012i,-0.011017-0.0094993i,-0.022462-0.0065574i,-0.020645+0.0053947i,-0.0073949+0.01293i,0.0047078+0.008512i,0.006413-0.0026758i
-0.15504+0.03126i,-0.1214-0.13711i,-0.0049356-0.29589i,0.065242-0.28404i,0.018485-0.17436i,-0.044728-0.062101i,-0.037514+0.013317i,-0.0033265+0.023748i,-0.0062309+0.0096739i,-0.021489+0.017452i,-0.015105+0.028353i,0.0023607+0.025235i,0.020832+0.0033517i,0.025429-0.02734i,0.013124-0.038649i,0.0031612-0.022343i,0.0027609+0.0020279i,0.010283+0.015546i,0.01781+0.011953i,0.012873+0.00016547i,-0.0013529-0.0079388i,-0.01201-0.0064107i,-0.013713+0.0038409i
0.037727-0.13535i,0.1098-0.071104i,0.11722-0.0069093i,0.058274-0.015395i,0.055626-0.024688i,0.09277-0.044556i,0.075001-0.08608i,0.024444-0.072606i,0.012389-0.030659i,0.020944-0.015477i,0.018586-0.014008i,0.0042117-0.011694i,-0.014685+0.0062206i,-0.015412+0.029564i,-0.0024155+0.028682i,0.0035957+0.0095434i,0.0050168-0.0067948i,0.0023874-0.013006i,-0.002191-0.0089419i,0.0011827-0.004309i,0.005702-0.0037063i,0.0040838-0.0037614i,0.001005-0.0043297i
0.033845+0.089568i,-0.13972+0.12253i,-0.30938+0.14307i,-0.30025+0.15302i,-0.18603+0.13914i,-0.10622+0.12965i,-0.047521+0.13366i,0.0069967+0.097094i,0.01745+0.042376i,-0.00041085+0.013769i,-0.008902+0.0039704i,-0.0039601-0.00068137i,0.00067247-0.0077086i,-0.0093862-0.012404i,-0.023707-0.006123i,-0.024058+0.0041939i,-0.015745+0.0084685i,-0.006217+0.0051161i,-0.0011213+4.5042e-05i,-0.0034401+0.00072793i,-0.0046985+0.0063874i,0.0009078+0.010859i,0.010402+0.008773i
-0.032552+0.012914i,0.12958-0.046533i,0.31699-0.082333i,0.33843-0.076789i,0.2096-0.10534i,0.071978-0.15668i,-0.020443-0.15543i,-0.056434-0.09857i,-0.047083-0.040444i,-0.022648-0.013593i,-0.0099315-0.00969i,-0.0086348-0.0033747i,0.0064332+0.0075326i,0.033196+0.0063564i,0.044867-0.004479i,0.033365-0.010327i,0.012864-0.0072291i,-0.002691+0.00067475i,-0.0062254+0.00747i,-0.00050519+0.0051873i,0.0033104-0.003609i,-7.9309e-05-0.0096418i,-0.0097265-0.0089432i
-0.0075184-0.068672i,-0.03945+0.010649i,-0.052207+0.051118i,-0.034568+0.008407i,-0.013715+0.028344i,0.037267+0.11513i,0.093109+0.12768i,0.083342+0.074296i,0.039434+0.036635i,0.015351+0.033856i,0.013784+0.039784i,0.016154+0.023416i,-0.00054887-0.0012279i,-0.026844-0.0043322i,-0.032086+0.0067292i,-0.015216+0.011265i,0.0049722+0.0063651i,0.017003-0.0015667i,0.016506-0.009166i,0.0083181-0.0089202i,0.00083344-0.0020959i,-0.0015099+0.0020925i,0.0030194+0.0018294i
0.044433+0.0011426i,-0.064294-0.12771i,-0.21569-0.21063i,-0.26386-0.15775i,-0.20203-0.097374i,-0.16569-0.092355i,-0.15937-0.069958i,-0.10994-0.022077i,-0.040307-0.0010759i,-0.0038769-0.018667i,-0.0040284-0.033754i,-0.010587-0.019353i,-0.0037795+0.00048065i,0.0066259-0.0010936i,0.0020157-0.015615i,-0.013771-0.021372i,-0.024185-0.016218i,-0.025244-0.007129i,-0.017593+0.0016625i,-0.0071607+0.0044838i,-0.0012566+0.0049529i,0.0010806+0.0080946i,0.0020449+0.0093527i
-0.0276+0.099998i,0.12341+0.20784i,0.2481+0.2768i,0.23374+0.24476i,0.18781+0.14982i,0.18531+0.061553i,0.17378+0.011334i,0.12049-0.013783i,0.052838-0.01666i,0.017399+0.0058003i,0.018642+0.016138i,0.01969+0.0054459i,0.014968+0.0036722i,0.016607+0.014433i,0.022634+0.024731i,0.026094+0.025246i,0.022838+0.014546i,0.014794+0.0036654i,0.006189-0.00065444i,0.0016154+0.00053805i,0.0030625+0.0022548i,0.0060401-0.00017561i,0.0031759-0.0049737i
-0.043833-0.10999i,-0.13638-0.078656i,-0.12135-0.040158i,-0.023991-0.038599i,-0.029244-0.017704i,-0.1002+0.03219i,-0.11396+0.051216i,-0.078444+0.031921i,-0.038983+0.011208i,-0.02909-0.0033685i,-0.039409+0.0004394i,-0.031055+0.011906i,-0.015249+0.0039193i,-0.014899-0.011551i,-0.02141-0.016653i,-0.024267-0.0075816i,-0.016729+0.010173i,-0.00061739+0.01853i,0.012391+0.012355i,0.016088+0.0011304i,0.011168-0.008917i,0.003198-0.014032i,-0.00024361-0.010974i
0.12024-0.0046782i,0.13687-0.17316i,0.055325-0.30142i,-0.040891-0.27104i,-0.038679-0.17829i,0.018508-0.11847i,0.046528-0.079101i,0.034915-0.039193i,0.015935-0.010416i,0.0232-0.0038786i,0.032978-0.019797i,0.017948-0.030397i,-4.9523e-05-0.020531i,-0.00030104-0.007931i,0.0093489-0.0064328i,0.013779-0.015759i,0.0077451-0.026219i,-0.0055107-0.026571i,-0.016096-0.015361i,-0.017457-0.0019869i,-0.013562+0.0081116i,-0.0087838+0.014132i,-0.0044166+0.015042i
-0.10717+0.12616i,-0.072164+0.28629i,-0.028096+0.36665i,-0.0078195+0.30228i,0.022503+0.19153i,0.034212+0.11448i,0.0042385+0.069414i,-0.012611+0.042114i,-0.0080668+0.019641i,-0.016933+0.015797i,-0.015848+0.033034i,0.0046236+0.039377i,0.016868+0.031257i,0.013613+0.024459i,0.0025093+0.024497i,-0.0030815+0.02888i,0.00034748+0.027145i,0.0042365+0.016348i,0.0053236+0.0019876i,0.0022597-0.0084184i,-0.0052999-0.011254i,-0.010251-0.0083846i,-0.0083715-0.0055364i
-0.0052691-0.1615i,-0.079269-0.19296i,-0.080151-0.13132i,-0.017817-0.04499i,-0.01627-0.019095i,-0.038908-0.026124i,-0.007413-0.032077i,0.015915-0.038258i,0.0062763-0.02277i,0.0021506-0.0092181i,-0.0067272-0.016646i,-0.021781-0.016781i,-0.022815-0.011325i,-0.012542-0.013503i,-0.0017255-0.020234i,0.00038123-0.024386i,-0.0042271-0.016682i,-0.0036548-0.0021474i,0.0036998+0.0095924i,0.013082+0.014821i,0.023021+0.012088i,0.029639+0.0039683i,0.026929-0.00090441i
0.14311+0.077404i,0.25368-0.013016i,0.26421-0.15915i,0.16965-0.22948i,0.085023-0.18645i,0.031783-0.10542i,-0.01985-0.032141i,-0.034667+0.014725i,-0.01133+0.021496i,0.010639+0.012194i,0.025197+0.0069032i,0.031351-0.00062072i,0.023248-0.0052969i,0.011598-0.001501i,0.0061768+0.0047835i,0.0081184+0.0062659i,0.01039-0.00045695i,0.0065528-0.010179i,-0.0025917-0.015713i,-0.014125-0.015865i,-0.02454-0.010788i,-0.028996-0.0034396i,-0.025222+0.00063647i
-0.19313+0.052547i,-0.27924+0.17217i,-0.28612+0.2459i,-0.21711+0.22837i,-0.11955+0.19377i,-0.017659+0.15141i,0.041162+0.077727i,0.03457+0.023355i,0.0044837+0.011587i,-0.016714+0.012221i,-0.026125+0.015664i,-0.026313+0.023205i,-0.018577+0.027904i,-0.011183+0.023191i,-0.012607+0.012444i,-0.018324+0.0070739i,-0.017053+0.0069466i,-0.0088651+0.0070128i,4.3322e-07+0.0067654i,0.0092095+0.0046504i,0.016435-4.0603e-05i,0.017148-0.0049588i,0.014147-0.0073783i
0.10181-0.15799i,0.076958-0.23278i,0.028734-0.17564i,0.0074316-0.066562i,-0.011051-0.058642i,-0.053624-0.075855i,-0.060456-0.034472i,-0.016438-0.00394i,0.011289-0.015474i,0.0098093-0.027262i,0.0053726-0.030125i,0.0061903-0.034263i,0.0089306-0.035861i,0.0093753-0.03104i,0.012463-0.02077i,0.016294-0.0086936i,0.011482+0.0012783i,0.0024686+0.0091925i,-0.0020345+0.013487i,-0.0040449+0.017198i,-0.0057254+0.025091i,-0.0036282+0.030171i,-0.0015656+0.02691i
0.071785+0.17211i,0.20661+0.18791i,0.2942+0.09461i,0.27463-0.0056758i,0.21684-0.019547i,0.16867-0.011899i,0.1095-0.034626i,0.040011-0.039869i,0.0068583-0.0049535i,0.016179+0.023243i,0.027799+0.026628i,0.024928+0.026464i,0.017681+0.024576i,0.010849+0.016523i,0.0037213+0.0085941i,-0.00080193+0.0033219i,0.0004665-0.0024046i,0.0031846-0.010323i,0.0050356-0.01691i,0.0075841-0.023374i,0.0071044-0.033533i,0.0019232-0.039247i,-0.0011359-0.035363i
-0.19461-0.077014i,-0.31921-0.048322i,-0.34844-0.022417i,-0.29848-0.023043i,-0.2468+0.0023279i,-0.19244+0.044019i,-0.12572+0.060717i,-0.067365+0.044808i,-0.037435+0.0054277i,-0.04122-0.01877i,-0.048315-0.012645i,-0.042993-0.0032908i,-0.036622+0.0016258i,-0.03006+0.0062081i,-0.021621+0.0039596i,-0.012832-0.0022839i,-0.0043598-0.004791i,0.002291-0.0019942i,0.0037319+0.0029039i,0.00092518+0.0077029i,-0.00045793+0.013525i,0.00062036+0.018905i,0.0010318+0.019994i
0.17642-0.074561i,0.19453-0.13753i,0.12915-0.10827i,0.072978-0.033462i,0.085786-0.033056i,0.099141-0.069677i,0.076433-0.064093i,0.049267-0.025633i,0.037688+0.0088028i,0.040216+0.01307i,0.038775-0.0031809i,0.032768-0.0112i,0.031988-0.010483i,0.03245-0.0092036i,0.027561-0.0052368i,0.015452+0.00097138i,-4.0333e-05+0.0053945i,-0.0096941+0.0071357i,-0.0091752+0.0075137i,-0.008658+0.0033744i,-0.014873-0.00067717i,-0.018642-0.0010021i,-0.015738-0.0020541i
-0.040572+0.18359i,0.031811+0.26016i,0.12237+0.23823i,0.14783+0.16175i,0.093457+0.11628i,0.026913+0.10431i,0.0003036+0.083091i,-0.0048336+0.040563i,-0.021076+0.012272i,-0.030057+0.020721i,-0.017435+0.033i,-0.0095443+0.029748i,-0.012824+0.021911i,-0.015774+0.015653i,-0.014552+0.012832i,-0.0071368+0.0087446i,0.0026126+0.00012599i,0.0092566-0.00726i,0.01056-0.0083111i,0.013541-0.0027526i,0.025197+0.0029265i,0.034733+0.0026381i,0.032407+0.0014549i
-0.10424-0.16544i,-0.18428-0.21763i,-0.19948-0.22233i,-0.15804-0.19987i,-0.11133-0.16316i,-0.065892-0.12962i,-0.033913-0.10499i,-0.020206-0.062653i,0.0046637-0.026492i,0.0179-0.031486i,0.00031944-0.039464i,-0.010357-0.03137i,-0.0082464-0.025707i,-0.0081227-0.024934i,-0.0094469-0.025662i,-0.0097796-0.019308i,-0.0051532-0.0050985i,-0.00035637+0.0030889i,-0.0002245+0.0014012i,-0.0055611-0.0028868i,-0.017114-0.0038699i,-0.025218-0.0023931i,-0.023814-0.0033455i
0.16712+0.034129i,0.20578+0.01698i,0.13176+0.0093349i,0.035326+0.031968i,0.011206+0.056419i,0.013845+0.07319i,0.011927+0.084706i,0.011342+0.062563i,-0.0037257+0.030987i,-0.01045+0.029428i,0.0097272+0.030742i,0.024656+0.023417i,0.026903+0.02327i,0.0289+0.026452i,0.027284+0.025995i,0.018054+0.017572i,0.0037998+0.0040462i,-0.0059183-0.0030852i,-0.0069332-0.00057573i,-0.0016415+0.0018929i,0.0040829-0.0020586i,0.005139-0.0056115i,0.0047607-0.0048289i
-0.13348+0.11318i,-0.13121+0.19755i,-0.051276+0.22585i,0.02492+0.18456i,0.040954+0.1154i,0.029711+0.036182i,0.014439-0.01904i,0.010301-0.023426i,0.017825-0.015868i,0.010191-0.015435i,-0.0089377-0.006592i,-0.018704-0.00056281i,-0.021262-0.0053628i,-0.025621-0.010088i,-0.027024-0.0086958i,-0.017966-0.0018496i,-0.0032303+0.0040821i,0.0064766+0.004583i,0.0074745+0.0010081i,0.0036159+0.0027503i,0.002109+0.014314i,0.0042062+0.023454i,0.0044507+0.020205i
0.018289-0.17673i,-0.0034778-0.25123i,-0.0075288-0.24733i,0.0087693-0.20075i,0.0029996-0.14322i,-0.0025354-0.05985i,0.016932-0.0063289i,0.01228-0.007171i,-0.0092811-0.00088545i,-0.0021896+0.0073081i,0.010706-0.0098625i,0.010767-0.020555i,0.011889-0.014448i,0.016712-0.011396i,0.019769-0.016154i,0.014139-0.018898i,0.0032718-0.01335i,-0.002102-0.0039215i,-0.00053868+0.00020048i,0.0025386-0.0059145i,0.0020395-0.018364i,-0.00057217-0.026258i,-5.2374e-05-0.022411i
0.092635+0.11829i,0.12651+0.11751i,0.076156+0.059439i,0.0026888+0.013744i,-0.0046131-0.0026733i,-0.0026724-0.030532i,-0.032538-0.037491i,-0.031363-0.013086i,-0.0077932-0.010186i,-0.0071279-0.013527i,-0.010702+0.0056954i,-0.0052162+0.022054i,-0.0039197+0.025543i,-0.0071861+0.028002i,-0.0085455+0.030242i,-0.005629+0.024234i,-0.0025139+0.0090276i,-0.0033931-0.0016583i,-0.0065093-0.0015538i,-0.0065346+0.0039406i,-0.0027094+0.0083776i,0.0011202+0.0078071i,-0.0001724+0.0048649i
-0.15347+0.0042894i,-0.1872+0.062077i,-0.14507+0.12191i,-0.091373+0.14165i,-0.070409+0.13518i,-0.040362+0.12019i,-0.00078542+0.085251i,0.0021694+0.047346i,-0.0086252+0.036344i,-0.0049009+0.033222i,-0.0040098+0.016637i,-0.0061925-0.0012383i,-0.0029266-0.014139i,-0.00044134-0.024017i,-0.002979-0.024453i,-0.0075457-0.013471i,-0.0063899-0.00024014i,-9.9489e-05+0.003733i,0.0051434-0.0008444i,0.003306-0.0034599i,-0.0058771+0.0013285i,-0.011119+0.0089619i,-0.0066882+0.010336i
0.11017-0.1052i,0.12736-0.15641i,0.12108-0.15212i,0.12286-0.12669i,0.1105-0.12524i,0.061351-0.11406i,0.024015-0.070539i,0.023791-0.03594i,0.0185-0.0265i,0.0069787-0.018765i,0.01124-0.011191i,0.016355-0.0072069i,0.012864-0.00076633i,0.010832+0.004429i,0.014341+0.0032966i,0.015949-0.0029153i,0.011441-0.0065273i,0.0067371-0.0041399i,0.0052667-0.00070227i,0.0074823-0.00094765i,0.014354-0.0056141i,0.018125-0.0090492i,0.012674-0.0068252i
-0.00050877+0.13074i,0.019677+0.14087i,0.021917+0.072218i,-0.003756+0.011745i,-0.013221+0.027i,0.010251+0.053107i,0.019234+0.037578i,0.0032301+0.021606i,0.0015703+0.022962i,0.0096987+0.015893i,0.00075985+0.0073927i,-0.011752+0.010262i,-0.015174+0.013015i,-0.016295+0.012061i,-0.016894+0.010764i,-0.0121+0.0093586i,-0.0039028+0.0073808i,-0.0017401+0.0030694i,-0.0053381-0.00018523i,-0.0087889+0.0012096i,-0.010107+0.0058183i,-0.007504+0.0066758i,-0.0029272+0.00055295i
-0.09873-0.079586i,-0.14581-0.064628i,-0.15801-0.00067123i,-0.14159+0.037538i,-0.121+0.0074545i,-0.10386-0.033928i,-0.074217-0.039288i,-0.036206-0.03062i,-0.017647-0.027852i,-0.018575-0.019721i,-0.013034-0.011373i,-0.0025325-0.010816i,0.0048636-0.0099801i,0.010328-0.0091145i,0.0083423-0.0098809i,-0.0008063-0.0083492i,-0.0078999-0.0039838i,-0.0065173+0.00051577i,0.0011122+0.0018155i,0.0048421-0.0010646i,-0.00027581-0.005658i,-0.0079904-0.00556i,-0.0088155+0.0018384i
0.12367-0.011217i,0.16268-0.029962i,0.15688-0.034931i,0.14394-0.0091897i,0.13955+0.032457i,0.11912+0.060614i,0.079986+0.063542i,0.042114+0.049383i,0.019426+0.032776i,0.015443+0.019902i,0.016899+0.012174i,0.016203+0.0082799i,0.012504+0.0048632i,0.0088232+0.0037443i,0.011214+0.0022881i,0.016279-0.00092638i,0.016167-0.0024278i,0.0092334-0.0015724i,0.0017468-2.4203e-05i,0.00045687+0.0026423i,0.0082366+0.0072606i,0.014751+0.0069292i,0.011568+0.0012754i
-0.072658+0.081427i,-0.0671+0.10095i,-0.022168+0.061387i,0.0051986-0.0035664i,-0.016652-0.041953i,-0.04396-0.049982i,-0.040345-0.046808i,-0.026097-0.041906i,-0.018436-0.028582i,-0.015941-0.011862i,-0.017405-0.0042235i,-0.019472+9.2239e-05i,-0.01847+0.0038249i,-0.01707+0.0027568i,-0.016787+0.0025865i,-0.014435+0.006344i,-0.010186+0.0073763i,-0.0061219+0.0017778i,-0.0027693-0.0050113i,-0.0030614-0.0078612i,-0.0079212-0.0084169i,-0.0093337-0.0064615i,-0.0026685-0.0036308i
-0.015525-0.10716i,-0.052297-0.12923i,-0.10358-0.099027i,-0.12416-0.053456i,-0.075205-0.024856i,0.0030146-0.012037i,0.0346-0.0061883i,0.028308+0.0099114i,0.024027+0.018804i,0.020302+0.0074319i,0.013575-0.0015156i,0.011204-0.0035139i,0.010986-0.0055112i,0.0084026-0.0067302i,0.0027769-0.0089579i,-0.0030804-0.011874i,-0.0035465-0.011791i,-4.223e-06-0.0058569i,0.0028396+0.0024701i,0.0067901+0.0053209i,0.0094856+0.0011913i,0.005458-0.0043474i,-0.003781-0.0051411i
0.082235+0.067867i,0.11559+0.08079i,0.12564+0.073952i,0.1089+0.060359i,0.042792+0.040232i,-0.044768+0.031526i,-0.077366+0.032768i,-0.058519+0.013077i,-0.041783-0.0038035i,-0.029753+0.0055717i,-0.012665+0.016052i,-0.0011197+0.01732i,0.0040747+0.015644i,0.007762+0.013138i,0.011524+0.012792i,0.014785+0.013271i,0.013988+0.01214i,0.0094673+0.0076353i,0.0032209+0.0012751i,-0.0043695-0.00041444i,-0.0092901+0.0065046i,-0.0070385+0.013454i,-0.00036048+0.010464i
-0.096869+0.0047268i,-0.10644+0.013047i,-0.072594+0.022999i,-0.019634+0.037717i,0.047943+0.046548i,0.10474+0.025143i,0.10812-0.00023568i,0.074754+0.0043412i,0.048385+0.008861i,0.029658-0.0039767i,0.010366-0.016286i,-0.0050826-0.019482i,-0.013242-0.015615i,-0.015352-0.010843i,-0.016372-0.0081023i,-0.01606-0.0053638i,-0.013247-0.0035825i,-0.0081038-0.002161i,-0.001959+0.00068364i,0.0043824-9.5655e-05i,0.0085426-0.0066528i,0.0064916-0.0089793i,0.0026967-0.003311i
