-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
-0.00037184+0.0045924i,0.00021562+0.0039025i,0.0012211+0.0027725i,0.0014052+0.0010669i,0.00032988-0.00015545i,-0.0012818-0.001576i,-0.0024271-0.0013386i,-0.0019794-0.00042678i,-0.00088267+0.00046379i,-0.00011597+0.0010528i,-3.853e-06+0.00046943i,-0.00032061-9.0576e-05i,-0.00020102-0.00037453i,0.00023091-0.00053676i,0.0004106-0.00043654i,0.0010347-0.00055223i,0.00073221-0.00035426i,-0.00095007-3.4688e-05i,-0.0016623-1.6327e-05i,-0.00074649+0.00035439i,-0.00013642+0.00076483i,0.00037052+0.00019586i,0.00081759-0.00048442i
0.00095717+2.2277e-05i,0.00048415-0.00069275i,0.0012667-0.0012898i,0.00046577-0.0012601i,-0.0011543-0.00097484i,-0.0019608-0.00022281i,-0.0020093-0.00028443i,-0.0016339+7.8034e-05i,-0.00085048+0.00029869i,-0.00011858-0.00036294i,0.00041443-7.967e-05i,0.0001144+9.5697e-05i,-0.00055465+0.00020453i,-0.00027286+0.0010682i,-4.7166e-05+0.00097293i,0.00021265-5.6713e-05i,0.00057366+4.2556e-05i,0.00038685+0.00015883i,9.7464e-06-0.00017449i,-0.00045155+9.4192e-05i,-0.0004824+0.00040779i,-0.00024456+0.00041319i,-0.00045487+1.4639e-05i
-0.0018041+0.0005815i,-0.0010839+0.00035372i,0.00059355+0.0005606i,0.0013203+0.00012579i,0.00030284-0.00057272i,-0.00064746-0.000325i,-0.00068597+0.00034628i,-0.00042889+0.0011368i,0.00061604+0.00025685i,0.0011911+2.4228e-05i,0.00131+0.00040709i,0.00067946+0.00020462i,0.00019764-0.00014081i,-0.00017889-0.00072129i,-0.00030428-0.0010351i,0.00038195-0.00032152i,0.00063567+0.00025433i,0.00033274+0.00048276i,0.00067666+0.00040636i,0.00041609+0.00020363i,-0.00013595-6.4844e-05i,4.7653e-05+7.2706e-05i,0.0005938-0.00011164i
0.0022828-0.0015964i,0.0023024-0.0011297i,0.0018808-0.0017559i,0.00071871-0.0021395i,-0.00044538-0.0018691i,-0.0014581-0.0010669i,-0.0012031+7.7043e-05i,-0.00059286+0.00086209i,-0.00024343+0.00039246i,0.00011364-0.00010155i,8.1074e-05-0.00019005i,0.00017429+0.00033727i,-1.6117e-05+0.00040591i,-0.0010021-0.00011258i,-0.0012053-0.00046227i,-4.3948e-05+0.00065781i,0.00050936+0.0013981i,0.00020535+0.0009468i,0.00015408+0.0001985i,0.00053396-0.00037726i,0.0011019-0.00019337i,0.0011656-7.8392e-05i,0.0011087-0.0001841i
-0.0018587+0.0010169i,-0.00074037+0.0021527i,0.00010319+0.002513i,0.00092439+0.001475i,0.0016269+0.00038954i,0.00077278+0.00030684i,-0.00030428+0.00067625i,-0.0010917+9.2897e-05i,-0.0004953-0.00091413i,0.00079734-0.00075437i,0.00052757-0.00013566i,3.1507e-06-0.00065137i,5.632e-05-0.0011525i,0.00036917-0.0012431i,0.000699-0.0013365i,0.00075104-0.00030662i,0.00033595+0.00068131i,-0.00030687+1.1736e-05i,-0.00031027-0.00024184i,-5.2382e-05-0.00011238i,-0.00014923-0.00056808i,-0.00022928-0.0001959i,0.00065158+8.0407e-05i
0.0013354+8.1393e-05i,0.00081676-0.001095i,0.00047381-0.0020381i,0.00023794-0.0019549i,-0.001026-0.0014368i,-0.0019563-0.001037i,-0.0019654-0.00029476i,-0.0010395-6.5119e-05i,-7.7945e-05+5.705e-05i,0.00027409+0.00054257i,-0.00037446+0.00065796i,-0.0013137+0.0010982i,-0.00036923+0.0008545i,0.00035173+0.00077867i,0.00032645-0.00014333i,0.00049399-0.00086473i,0.00063012-3.4492e-05i,0.00036189-0.00010858i,-0.00011041-0.00045129i,-1.0923e-05-6.4699e-05i,5.7997e-05-3.1037e-05i,-0.00067567-1.2262e-05i,-0.00076395+0.00048491i
0.00029835+0.0013224i,-1.8065e-05+0.0010756i,-4.1191e-05+0.00063939i,3.3576e-05-9.7463e-06i,-6.5461e-05-0.00051293i,-0.00093099-0.00020359i,-0.0017221+0.00042899i,-0.00098914+7.6541e-05i,-0.00058246-0.00066641i,-0.00062896-0.00040601i,0.00021257-0.00029378i,0.00043645+0.00030938i,-5.1878e-05+0.00081061i,-0.00013423+0.0003668i,3.0186e-05-0.00015256i,0.00049149-5.3361e-05i,0.00074136+0.00065257i,0.00075686+0.00049761i,0.00029913+0.00022056i,0.00037669+0.00048327i,0.0008032+0.00051797i,0.00099097+9.7757e-05i,0.00084574-1.8019e-05i
-0.00071748+0.00067448i,-0.00057197+0.00043746i,-0.00054318-0.00028637i,-3.7176e-05-0.00044253i,3.2393e-05-0.00069849i,0.0002722-0.0013479i,0.00024299-0.00027797i,-2.1256e-06-1.9825e-05i,-0.00016993-0.00059528i,2.4524e-05-0.0003859i,5.6317e-05+0.00012599i,-7.5036e-05+0.0001289i,0.0005948-5.6175e-05i,0.0016307-0.0004414i,0.001536+0.00011719i,0.00075084-9.5793e-05i,0.00080054-0.00072968i,0.00093835-0.00047077i,0.0012165-0.00020015i,0.00088861+2.4172e-05i,7.6667e-05+0.00013468i,-0.00044179-0.00021949i,-0.00072145-0.00031142i
0.0012025-0.0025328i,0.00080543-0.0025932i,0.00037882-0.0018114i,0.0010474-0.0011059i,0.00136+0.00054058i,0.00032637+0.0011723i,-0.0010471+0.0006299i,-0.0011379-6.4751e-05i,-0.00053653-0.00079213i,0.00011595-0.0004349i,0.00072164+0.00021628i,-0.00010383+0.00045037i,-0.00027577+0.0011069i,-0.0001365+0.0012842i,-0.00029076+0.00074209i,0.00021529+0.00054442i,0.00033891+0.00032623i,-0.00011485+0.00065326i,-0.0002054+0.00048682i,0.00018315-0.00040139i,0.0001175-0.00065008i,-0.00035976-0.00021765i,-0.00011333-0.00031405i
0.0013377+0.00025815i,0.00044378-0.00092202i,-4.7477e-06-0.0016269i,3.6867e-05-0.0012528i,-0.00076494-0.00038139i,-0.0018242-0.0004291i,-0.001844-7.3193e-06i,-0.0010155+0.00056077i,-0.00015101+0.00034729i,-0.00033962+0.00046326i,-0.00053008+0.00037325i,-0.00029335+0.00048865i,-3.1529e-05+0.00033869i,0.00035533+0.00039983i,0.00030138+0.00091999i,0.00032123+0.0012568i,0.00046+0.0004818i,3.1354e-05-0.00023798i,0.00018522-0.0004114i,0.00041689+3.0562e-05i,0.00051868+0.00056619i,4.0376e-05+0.00010602i,-0.00045912-0.00092548i
-0.00071098-6.3042e-05i,-0.00049453+0.0010279i,-0.00068275+0.0013413i,0.00024063+0.00089776i,-0.00011394+0.00056093i,-0.00083473+0.00087366i,-0.0012791+0.0015927i,-0.00071613+0.00089347i,0.00030399-0.00039343i,-8.2345e-05+1.4022e-05i,-3.8123e-05+0.00081793i,-0.00016539+0.00093078i,-0.00023849+0.00069825i,0.00078048+0.00064034i,0.00031073+0.00076629i,-0.00092177-0.00039518i,-0.00052766-0.0011029i,0.00030769-0.00040629i,0.00055936+0.00049855i,0.00023114+0.00073761i,0.00037238+7.7165e-05i,0.00039494-0.00029655i,-0.0001088+0.0001914i
-0.0013274-0.0022717i,-0.0011728-0.001454i,-0.00092616-0.0011767i,-0.00072213-0.0012295i,-0.0009723-0.0010139i,-0.00090474-0.00083771i,-5.724e-05-0.00056579i,0.00060806+0.00054846i,0.00063028+0.00066274i,0.0002564+6.6883e-06i,-1.2565e-05-0.00040374i,0.00050092-0.0002286i,0.00072227+0.00066489i,0.00045564+0.0011981i,0.00093354+0.00065685i,0.00083436+9.5867e-05i,6.7598e-06-0.00022308i,-5.3228e-05-0.00022344i,0.00068647-0.00017475i,0.00046301-0.00026934i,0.00035518+0.00043909i,-0.0002247+0.0012522i,-0.00093178+0.00066514i
0.0007476-0.0016465i,5.1284e-05-0.00093054i,-0.00089258-0.00098554i,-0.0010509-0.00041084i,-0.0010119+0.00073137i,-0.0011129+0.00081841i,-0.00075772+0.00061013i,-7.2625e-05+0.00073561i,0.00017986+0.00076551i,0.0003582+0.00049484i,0.0007088+0.0010453i,0.00041687+0.001374i,1.6699e-05+0.0010698i,0.00054467+0.00058599i,0.00095973+0.0002939i,0.0007903+0.00062107i,0.00048064+0.00049268i,0.00029404+5.1681e-05i,0.00066328-7.194e-05i,0.00039687-0.00012058i,-0.0003892-0.00015358i,3.0685e-05-0.00026182i,-0.00021842-0.00046504i
0.00066671-0.0019884i,0.00044775-0.0014019i,-0.00020719-0.0013159i,-0.00060311-0.0014186i,-0.00083694-0.00063381i,-0.00033283-0.00056813i,0.00022824-0.00052656i,-9.9009e-05-0.00033694i,-5.5839e-05+6.9316e-05i,0.00050347+0.00034847i,0.00097773+0.00029315i,0.0010568+0.0005717i,0.00080745+0.0005156i,4.3468e-05+0.00039387i,-0.00047133+0.00032288i,-0.00076761+0.00048537i,-0.0013008+0.0002009i,-0.00087432-0.00019384i,1.1894e-05+7.1702e-05i,0.00018664-0.00015777i,0.0007139-0.00020225i,0.00083737+1.6496e-05i,-0.0002973+0.00010843i
-0.0010029+0.0020208i,-3.9264e-05+0.0022086i,0.0013974+0.001577i,0.0010317+7.6767e-06i,0.00063054-0.00052745i,-0.0005913-4.1792e-05i,-0.0011104+0.00019311i,-0.0010557-0.0005038i,-0.0011078-0.00073584i,-0.00040662-6.7845e-05i,-7.3368e-05-6.3086e-05i,0.00027534-0.0003713i,0.00046543+0.00051913i,-0.00011929+0.00060449i,-0.0005877+6.5619e-05i,-0.0012386+0.00082533i,-0.00098962+0.0011794i,-0.00057713+0.0004208i,-0.00045922-0.00012352i,3.2074e-05+0.00026213i,-0.00036235+0.00053428i,-0.0011492+0.00016179i,-0.00098194-0.00013322i
-0.0027661-0.00039457i,-0.0017205-0.00079447i,-0.00069023-6.6499e-05i,-0.00043248+0.00052919i,-0.0013262+0.00032154i,-0.0010013+0.00025921i,-0.00019804+0.00020075i,1.2087e-05-7.2577e-06i,0.00037447+0.00036132i,0.0007488+0.00052131i,0.00060913-8.3937e-05i,0.00051266-0.00028236i,0.00073259-0.00053466i,0.00051265-0.0009483i,0.00069718-0.00010895i,0.0012367+0.0005561i,0.00081357+9.3012e-05i,0.00035741-0.000306i,0.00041686+7.9107e-05i,-0.00024575+0.00017985i,-0.00065242+0.00026038i,-0.00024402+0.00070611i,-0.00035973+0.00054718i
-0.00026232+0.00068429i,-0.00027715+0.00021266i,0.0002137-0.00026281i,0.00082872-0.00010411i,0.00034303+6.6732e-06i,-0.0007641-0.00011664i,-0.00049966-0.00040806i,-8.9692e-05+2.8189e-05i,-0.00020016-0.00024639i,0.00015846-0.0010062i,0.00015084-0.00077821i,-0.0002457-0.00051766i,-0.00028848-0.00068479i,-0.00025518-0.00033255i,-0.00063012+0.00046302i,6.6619e-06+0.00038943i,0.00062502+0.00043891i,0.001117+0.00078297i,0.0007563+0.00070193i,-0.00040535+0.0011712i,6.4428e-05+0.001683i,0.0012216+0.0012786i,0.00068373+0.00077623i
-4.0646e-05-0.0016432i,0.00064397-0.00067164i,0.00026102-0.00040749i,0.00022315-0.00068872i,-0.00019633+1.3131e-05i,-0.0009115+0.00084324i,-0.00060765+0.00057731i,0.00020209+0.00038914i,0.00029075+0.00042832i,0.00025697+0.00056459i,0.0009964+0.00095871i,0.0014224+0.00082363i,0.00054182+1.2945e-05i,4.2493e-05+0.00025911i,7.0015e-05+0.00086208i,6.8467e-05+0.00052104i,-6.7349e-05+0.00038353i,0.00016737+0.0003505i,0.00053989+9.114e-05i,0.00046842-0.00014716i,-0.0001715-5.8022e-05i,-0.00089004+7.8157e-05i,-0.0004466+0.00017804i
-0.0012394+0.00030534i,-0.0014253+0.001397i,-0.00074747+0.0015723i,-0.00050888+0.0013011i,-0.00070803+0.0008509i,-0.00043985+5.824e-05i,-1.7256e-05-0.00019895i,-0.00032813-0.00072713i,-0.00060069-0.00062205i,-0.00021534+0.00065563i,0.00017933+0.0016152i,-6.1359e-06+0.0009969i,0.00029493-0.00037681i,0.00057294-4.4693e-05i,0.00037754+0.00031764i,0.0003772-7.3759e-05i,0.00031333-0.00020599i,-0.00041455+0.00044847i,-0.00094335+0.00035782i,-0.00077775-0.00028027i,0.00045671-0.00026104i,0.0011929+9.5026e-07i,0.00035366+0.00040862i
0.0011133-0.001341i,0.00089877-0.0013481i,0.00050621-0.001238i,-3.3385e-05-0.0010955i,-0.00049466-0.00040603i,-0.0010786+0.00038966i,-0.001234+0.00083423i,-0.0007715+0.00082414i,-0.00065566+8.1024e-05i,-0.00071031+1.2222e-05i,-0.00063906+0.00037944i,-0.0002408+0.00016651i,0.00026368+0.00018274i,0.00051068+0.00035598i,4.7309e-05+0.00023293i,5.783e-05-0.00017235i,-0.00066748+6.2955e-05i,-0.0015743+0.00029717i,-0.00070533+0.00018122i,0.00046029+7.2788e-05i,0.00050789-7.2888e-05i,-2.9151e-05+5.2365e-05i,-3.1689e-06-5.5253e-05i
-0.00098081+0.0010539i,-0.00066625+0.00076592i,-0.00066834+0.0011546i,9.9336e-05+0.0016195i,7.707e-05+0.0013268i,-0.00084811+0.00057565i,-0.00054852+0.00027284i,-0.00029593+0.00049129i,-0.00068715+0.00051614i,-0.00050063-3.6999e-05i,0.00048916+1.206e-05i,0.0010757+0.00051741i,0.00045147+0.00056126i,0.00037075-0.00044519i,0.00087096-0.00065156i,0.00026102-8.7973e-05i,0.00064519-0.00026348i,0.00068064-0.00036898i,0.00010351-0.00021782i,0.00063582+0.00028161i,0.00079518+0.00063744i,0.000351+9.8602e-05i,0.00023403-0.00023576i
0.00083765+0.00011447i,0.0015145-0.00011818i,0.00079271-0.00052843i,0.00016036-0.00064957i,-0.0010986-0.00050572i,-0.001774-0.00055556i,-0.0011067-0.00068823i,-0.00088446-0.0007373i,-0.0012486-0.000397i,-0.0014101-0.00042075i,-0.00091126-0.00045712i,-0.0001593-0.00021432i,0.0007704+3.7828e-05i,0.00047272+0.00091453i,-0.0002268+0.0010549i,-0.00010539+0.00076506i,-0.00051337+0.00036854i,-0.0004315-0.00047281i,-0.00021846-0.00057919i,-0.00068381-3.2518e-05i,-0.00093275+0.00022241i,-0.00040757+7.164e-05i,0.00018003-0.00034113i
-0.0015517-0.0011018i,-0.0020397-0.0016201i,-0.002176-0.0015721i,-0.001658+0.00019311i,-0.0013739+0.00027244i,-0.0011341+0.00041746i,0.00010989+0.000823i,0.0011111+0.00022814i,0.00034083-0.00029069i,0.00044137-0.00011776i,0.00041001+0.00041243i,-0.00017337+0.00031458i,0.00050021-0.00030767i,0.00051912-0.00046216i,0.00020482+2.7018e-05i,0.0004841+0.00031436i,0.00038796-1.2701e-05i,0.00032486-0.00074612i,-0.00013834-0.00063431i,-0.00020931+0.00012539i,-1.3665e-05+0.00013201i,-9.8948e-05-0.00011964i,-0.00036474+0.00032204i
0.0015214+0.0014953i,0.0013409+0.00094774i,0.0012933+0.00021672i,0.0014572+1.8454e-05i,0.00042725-0.00068381i,-0.0012057-0.0011608i,-0.00095317-6.4584e-05i,-9.781e-05+0.00061841i,0.00036137+0.00042269i,0.0011249+0.00028349i,0.00061955+0.00073114i,-0.00046515-5.7667e-05i,-0.00010382-0.00070951i,1.4332e-05-0.00034385i,-0.00031281+0.0001351i,-4.843e-05+0.00049926i,-3.6128e-05+0.00030689i,0.00022337+0.00023368i,0.00013035+0.00023988i,-0.00079667-0.00040732i,-0.00081036-0.00049656i,-0.00018596+0.00022824i,6.3953e-06+2.1056e-05i
-0.00070804+2.5528e-05i,0.00036974-0.00074919i,0.00032792-0.00021843i,-0.00059886+0.00053288i,-0.00032211+0.00054161i,-0.00012443+0.00076212i,0.00030948+0.00097732i,-0.00025135+0.0004237i,-0.0010948-0.00012864i,-0.0010834-0.00025985i,-0.00096204+9.6538e-05i,-0.0004865+0.00057485i,-0.00027566+0.00046179i,-0.00017954-7.6843e-05i,0.00015943+7.8017e-06i,0.00047615+3.5039e-05i,0.00069289-0.00059148i,0.0007753-0.00094817i,-0.0003976-0.00039452i,-0.00054796+0.00059328i,0.00060298+0.0012024i,0.00032637+0.00094483i,-0.00094856+0.00055283i
0.00011021+0.00024714i,0.00051135+0.00068862i,0.0014975+0.00010793i,0.00092215-0.00073208i,-0.00027243-0.0011829i,-0.0007363-0.00013158i,-0.00060674+0.0006623i,-0.00043245+0.00060596i,-0.00046505+0.00071348i,6.0844e-06+0.00058752i,-4.4954e-06+0.00044282i,-0.00052626-0.00027493i,-4.812e-05-0.00061351i,0.00040802+0.00037286i,6.1981e-05+0.00058933i,-0.00052102+0.00039193i,-0.00031775-8.4597e-05i,0.00043117-0.00034857i,-3.7157e-05-0.00010791i,-0.0006961+0.00041059i,-0.00063309+0.0010288i,-0.00059487+0.00014542i,-0.00083196-0.00076224i
-0.00047929-0.0035953i,-0.0005202-0.0032647i,-0.00072671-0.0022026i,-0.00094701-0.00057372i,-0.00083375+0.0006939i,-0.00064498+0.0012127i,-0.00017912+0.0010793i,-0.00025395+6.8979e-05i,-0.0009924-0.00071422i,-0.00058537-0.00091252i,0.00029044-0.00057247i,0.00059743+3.1846e-05i,0.00088022+0.00037861i,0.0011502+0.00058647i,0.0011378+0.0011623i,0.0005999+0.00087512i,0.00068778-8.4199e-05i,0.00043903-0.00019781i,0.0005947-0.00020061i,0.00034232-0.00043599i,-0.00024067+5.428e-05i,0.00022725+0.0004399i,0.00086924+0.00062228i
-0.00096937-0.0006013i,-0.0012706-0.00016362i,-0.0004769+0.0011453i,-0.00029624+0.0011876i,0.00019483-0.00010075i,0.00030321-0.0006457i,-0.00073578+0.00024288i,-0.0009922+0.00073619i,-0.00070017+0.00038464i,-0.00032127-1.3824e-05i,-5.7728e-07-0.00013611i,0.00023089+0.00046231i,0.00065402+0.00018452i,0.0012397-0.0007544i,0.0014013-0.0007975i,0.0013207-0.00047298i,0.0010262+0.00016138i,0.00029747+0.00070732i,0.00059029+0.00055382i,0.0012447+0.00065537i,0.00071976+0.00037205i,0.00048353-0.00037654i,0.00073478-0.00091728i
0.0016959+0.002527i,0.0018449+0.0012146i,0.0020078+4.6332e-05i,0.0020876+3.5824e-05i,0.00081093-0.00053549i,-0.00062904-0.0010487i,-0.00096934-0.00044479i,-0.00045137-0.00016212i,8.7998e-06-4.2024e-05i,-0.00025388+0.00049511i,0.00023422+0.00061066i,0.00088361+0.00051286i,0.00047701-9.2261e-05i,-0.00024475+0.00013821i,-0.00056111+4.4587e-05i,-0.00039113-0.00034646i,-0.0002623-0.00020668i,-4.1389e-05+0.0001446i,0.00027707+0.00050974i,8.7103e-05+0.00012508i,-0.00031518-0.00018031i,0.00025351-0.00015925i,0.00069776-0.00054931i
-0.0011429+0.00024415i,-0.0019305+0.00047703i,-0.0015911+0.00035116i,-0.00028161-0.00036708i,-0.00065807-4.4573e-06i,-0.0015946+0.00098844i,-0.0012576+0.00089249i,0.00022336+0.00058692i,0.00068229+0.00086869i,-8.8477e-05-4.187e-05i,-0.00059746-0.00049562i,-0.00079959-0.00024139i,-0.0012376-5.0259e-05i,-0.00084961-0.00083291i,0.00071365-0.00072476i,0.00067677+5.6033e-05i,0.0005141+0.00044043i,0.00068235+0.00069559i,-0.00027242+4.855e-05i,-0.00091905+0.00030644i,-0.00051278-0.00017334i,-0.00059892-0.00080349i,-0.00081484-0.00094825i
0.00033306-9.4249e-05i,0.00069142+0.00053838i,-0.00063197+0.00051997i,-0.00087021+4.2592e-05i,-0.00091657-0.00049266i,-0.00074206-0.00088403i,-0.00019165-0.00024839i,0.00033579-2.5514e-05i,0.00023869-0.00027102i,-0.00018977+0.0002902i,-3.0655e-05+0.00034507i,-0.00016287+0.00015i,-0.00027469+0.00048931i,0.00014539+0.00057909i,-4.8669e-05+0.0002224i,-5.1075e-05-5.7944e-05i,-3.1444e-05-0.00053086i,3.3921e-05-0.0008926i,-0.00027106-0.00071078i,-0.00023123-0.00063878i,0.0006227-0.00033261i,9.601e-07+0.00026749i,-0.0005226+0.00043955i
0.0015288-0.00087105i,0.00070051-0.0016109i,-0.00076099-0.0018378i,-0.00036451-0.0010433i,-0.00052901+0.00019853i,-0.0014785+0.0011699i,-0.00053945+0.0012068i,7.706e-05+0.0013552i,0.0002992+0.001158i,0.00062073+0.00066122i,0.00052533-0.0001632i,0.0003773-0.0007286i,0.00047765-0.00016993i,0.00040084-0.0003305i,-0.00014574+0.00021305i,-0.00018815+0.00073428i,0.00062937+0.00029552i,0.00056354-0.00010925i,9.0786e-05-5.8579e-05i,-0.00022613-0.00022433i,-0.00021985-0.0007707i,0.00076338-0.00075715i,0.0002801-0.0003931i
0.0024611+0.0016992i,0.0030378+0.0015546i,0.0019046+0.0016092i,0.00083657+0.00065387i,-0.00076555+0.00024308i,-0.0018462+0.001076i,-0.0017843+0.0013972i,-0.0013656+0.00043538i,-0.00036778+0.00037167i,0.00018183+0.00084848i,9.559e-05+0.00038353i,-5.7389e-05+0.00024933i,-0.00050136+0.00026085i,-0.00056045-0.00095574i,0.00036628-0.00099531i,0.0010809-0.00027925i,0.0010871-0.00025031i,0.0010029-0.00011657i,0.00070336-0.00039354i,0.0001516-0.00064986i,-0.00023622-0.00011972i,2.8013e-05+0.00037445i,0.00061099-0.00017532i
-0.00046807-0.0013968i,-4.6145e-05-0.0010289i,-0.0012556-0.0022199i,-0.0016779-0.0016277i,-0.0011646+0.0001967i,-0.0016872+0.0011524i,-0.0011766+0.001032i,-0.00023513+0.00061935i,-0.0002815+0.0007009i,-0.00058185+0.00056792i,-0.00020258+0.00031374i,0.00068247+9.5011e-05i,0.0005911+0.00072583i,0.00033765+0.00045174i,0.00017941-0.00014651i,-0.00099689-0.00040935i,-0.0010716-0.00084699i,0.00018837-0.00042913i,0.00027463+0.00054816i,-0.0003082+0.00046688i,-0.00091468-0.00058006i,-0.0010379-0.0010374i,0.00038566-0.00048597i
-0.0021006-0.00012111i,-0.0031755+0.00068169i,-0.0019252+0.00069177i,-0.00029161+0.00065557i,-0.00084595+0.00044967i,-0.0011403+0.00044674i,-0.00065312+0.00018731i,-8.577e-05+4.5337e-05i,-0.00019614+0.0003982i,-0.00042656-3.2561e-05i,0.00021822-0.00077325i,0.0002758-0.0010143i,0.00015822-0.00062643i,0.00081846-3.9111e-05i,0.0011699-0.0006254i,0.00078992-0.00089159i,0.00011454-0.00026441i,-0.00031287+0.0002178i,-0.00093347+0.00072488i,-0.00016188+0.00054716i,0.00068379+0.00012504i,0.00017592+0.00021906i,-0.00031977+0.00057049i
0.0031023-0.0022718i,0.0025274-0.0034654i,0.0019907-0.0029619i,0.0014103-0.00169i,-0.00018449-0.00032497i,-0.0019612+0.00047133i,-0.001842+0.00090492i,-0.001217+0.00073997i,-0.00063903+0.00021144i,-0.00058106+0.00063353i,-0.0011217+0.00099333i,-0.00041568+0.00029179i,0.00057691+0.00025631i,0.0003624+0.00082346i,-0.00011341+0.0010796i,0.00024418+0.00069978i,0.00048785+0.00037164i,0.00067014+0.00039712i,-0.00010882+0.00028304i,-0.00073093-0.00012521i,8.1392e-05-3.868e-06i,0.00034946+0.00019364i,-0.00019445-0.00039045i
-0.00055793+0.00017962i,-0.00067665+0.00054482i,-0.00060192+0.00088036i,-0.00058378+1.5242e-05i,-8.4836e-05-0.00032031i,0.00013766+0.0002387i,-0.00076347+0.00013092i,-0.0014128-3.8093e-05i,-0.00082379+0.00022331i,7.9815e-05-1.8025e-05i,0.00034997-0.00019001i,0.00028566+6.0626e-05i,-0.00012105-0.0001304i,-0.00037724-0.00045129i,5.857e-05-0.00088841i,0.0004859-0.0011349i,0.00025027-0.0010172i,2.8743e-05-0.00098156i,-0.00011709-0.00033873i,-0.00027321+0.00053333i,-0.00058454+0.00077542i,-0.00011433+0.00057641i,-2.3373e-05+0.00045015i
0.00050448-0.00050637i,0.0013528-0.00033174i,0.0016709-0.00091337i,0.00079694-0.0010097i,-0.00085291-0.00092196i,-0.001739-0.001748i,-0.0014751-0.0010622i,-0.001105-6.6563e-05i,-0.00034273+0.00017348i,0.00017787+0.00087748i,-0.0003159+0.0007994i,-0.0008317+0.00070999i,-0.00078599+0.00090457i,-0.00074582+0.00057638i,-0.000507+0.0003423i,-0.00022156+0.00067146i,-0.00042849+0.00016379i,-0.0004675-2.3291e-06i,0.0003794+0.00039668i,0.00054614+0.00018207i,-0.00057225-0.00068772i,-0.00085242-0.00067493i,-0.00022429+0.0005195i
-0.0013194-0.0017094i,-0.0016451-0.0027029i,-0.001253-0.0027986i,-0.00096102-0.0014769i,-0.00083577-0.00046656i,-0.0012316-0.00026532i,-0.0014217+0.00015315i,-0.00095778+0.0010642i,-0.00043019+0.00078045i,-0.0001898-0.00046608i,-0.0001285-0.00095723i,-0.00034761-0.00080011i,-0.00031152-0.00019741i,-3.5987e-05+0.00020252i,0.00067963+0.00045846i,0.00080961+0.0013292i,0.00034675+0.00097368i,0.00048556+0.00024546i,0.00047386+0.00047646i,9.7684e-05+0.00038224i,0.00027389+0.00065074i,0.00012346+0.00067177i,-0.00024136+0.00033139i
0.00094409-0.00098024i,0.00069337+0.00014178i,0.00084403+0.00097753i,0.0009191+0.00065205i,-1.8686e-05-0.00013038i,-0.0005728-7.393e-05i,-0.00033518+0.0004092i,-0.00015749+0.00015326i,-1.5666e-05+0.00043515i,-0.00029123+0.00046765i,-0.00041021+0.00021942i,-3.8574e-05+0.00065152i,0.00057121+0.0011222i,0.00091157+0.0012681i,0.00068142+0.00072041i,0.00049263+0.00036319i,0.00033295-4.4526e-05i,0.00015423-0.00015515i,-0.00039061+3.2542e-05i,-3.8385e-05+0.00052584i,0.00033465+0.001226i,0.00040033+0.00091495i,-0.00013687-0.00012338i
-0.00030794+0.00023038i,0.00012753-0.00087071i,0.0011884-0.0015024i,0.00061568-0.0013062i,-0.00053123-0.00078175i,-0.00040527-0.00029359i,-0.00067048-0.00081862i,-0.00028092-0.0013747i,0.00026279-0.00054377i,0.00043903+0.00041426i,0.00035958+0.00043198i,-8.9937e-05+0.00033601i,-0.00087123+0.00043734i,-0.00030218+0.00030374i,0.0011717+0.00025159i,0.0013802+0.00031941i,0.0005275-0.00019301i,-0.00041938-0.00052102i,-0.00064589-0.00015096i,-0.00026013+8.6402e-05i,-0.00022072-0.00029794i,-0.00010077-0.00040771i,7.841e-05-0.00042987i
-0.00088659+1.1139e-05i,-0.0009456+0.00046149i,-0.00069124+0.001272i,-0.00019616+0.00085818i,-0.00096267-0.0005175i,-0.0022796-0.00064977i,-0.0022351-3.7419e-05i,-0.0017+0.00041405i,-0.0010148+0.00060063i,-0.00035296+0.00029014i,-0.00032004+0.00048326i,-0.00061249+0.0009263i,-0.00042463+0.00056014i,0.00049854+8.9699e-05i,0.00070834+0.00055754i,9.841e-05+0.00033869i,-0.00019117-0.00041946i,-0.0004493-0.00024031i,-0.00058142-0.00046832i,-0.00042322-0.00072416i,-0.0005107-0.00025493i,-0.00027861+1.3094e-05i,5.5133e-05+0.00027856i
