0.0022065-0.0015976i,0.0019074-0.0023211i,0.00086773-0.0027535i,-0.00078421-0.0023575i,-0.003127-0.0012078i,-0.0033881+0.00047598i,-0.00071577+0.0023834i,0.0014848+0.0029731i,0.0019584+0.0017829i,0.0013372-0.00028176i,-0.00028742-0.0013984i,-0.0016673-0.00094559i,-0.0021277-0.00027438i,-0.0014855-0.00027952i,-0.00042449-0.00040416i,-0.00065344+0.00023067i,-0.00063038+0.00025441i,6.1407e-05+0.0004938i,-0.00024466+0.0011385i,5.077e-05+0.00099861i,0.00032131+0.00015601i,-4.5078e-05-0.00066391i,6.2923e-05-0.00051982i
-0.0045575+3.9259e-05i,-0.0041087+0.0016871i,-0.0028594+0.0022217i,-0.00038602+0.0031062i,0.0019964+0.0027164i,0.0027735+0.00094612i,0.0015255-0.00016873i,0.00013897-0.00028715i,-0.00086111-0.00030272i,-0.00045839+0.00061188i,0.00085165+0.0019556i,0.0018354+0.0013955i,0.0014924+0.00042377i,0.00078946+0.00088978i,0.0006494+0.0015081i,3.9282e-05+0.0010128i,-0.00054056+0.00059434i,-0.00039288+0.00030847i,0.00029401-0.00024765i,0.0012187-0.00057336i,0.0009219-0.00080881i,-1.171e-05-0.00043281i,-0.00064113+0.00010317i
0.0014953-0.0003591i,0.0023187-0.0014197i,0.0024398-0.0018057i,0.0017699-0.0016439i,0.00037713-0.00079321i,-0.00034188-0.00026533i,-0.00041911-0.00033381i,-0.00041661-0.00070396i,0.00026929-0.001015i,0.00048136-0.00046873i,0.00017161+0.0001715i,-0.00017225+0.00029993i,-0.00024456+0.0001367i,-0.00024975+0.00060615i,-0.00079094+0.00082103i,-0.00095542+0.00026489i,-0.00040989-0.00015502i,0.00020341-0.00094099i,0.00029426-0.0011469i,-0.00021459+0.00034652i,-0.00053347+0.0014488i,-0.00046378+0.00068545i,-0.00035654-4.3446e-05i
-0.0035331+0.00094366i,-0.0038887+0.002709i,-0.0043348+0.0038755i,-0.0027148+0.003524i,-0.00095547+0.0021508i,-0.00086575+0.0011472i,-0.00037625-0.00017281i,5.0777e-05-0.00070442i,-0.00031146-0.00096801i,-0.00032649-0.00017595i,-0.00028602+0.00069152i,0.00049006+0.00077508i,0.00069502+0.00091854i,-0.00010249+0.00045653i,4.7024e-05+0.0003851i,0.0001143+0.00024258i,-0.00068256+0.00044844i,-0.00068793+0.0007335i,0.00046118-2.1615e-05i,0.0010694-0.00030146i,0.00088659+0.00030253i,0.00091353+0.0008265i,0.0010349+0.0004134i
0.0002512+0.0010986i,0.0011185+0.00029514i,0.0022184-0.0011439i,0.002769-0.0015476i,0.0029743-0.00064304i,0.0028101+0.00083405i,0.0025888+0.00089038i,0.0016832+0.00053983i,0.00025207+0.00038344i,-0.00046812-0.00028009i,-0.00064287+4.3212e-05i,-0.0012542+0.00011119i,-0.00045523-0.00052908i,0.00080383-0.00084576i,0.00066217-0.00059335i,0.00044263-0.00024433i,0.00020386+0.00018438i,0.00023718-0.00022459i,0.00047789-0.00075718i,0.00013435-0.0005881i,-0.0006009-0.00043412i,-0.0013192-0.00046324i,-0.00079355-0.00059646i
0.00035117+0.00073542i,0.0010267+0.0015055i,0.0011899+0.0027372i,0.0003478+0.0029028i,6.6621e-05+0.0018781i,0.00048473+0.00069708i,0.00027323-0.00049943i,-4.4764e-05-0.00032226i,6.7849e-05+0.00039991i,0.00095775+0.00081065i,0.0012192+0.00035885i,0.00048395-0.00058551i,-2.6505e-05-0.00053319i,-0.00065435-9.4927e-05i,-0.00039982-0.00026647i,-7.4243e-05-0.00018685i,-0.00025372+9.7172e-06i,0.00051696-0.00056681i,0.001179-0.00021548i,0.00022188+4.0099e-05i,-0.00042497-0.00016952i,0.0006059-0.00045511i,0.0014752+0.00016565i
-0.0031655-0.00041854i,-0.002255-0.00051389i,-0.0018439-0.00064569i,-0.0012394+0.0004114i,-0.00046787+0.00074428i,0.00032669-4.6713e-05i,0.00031778-0.00034328i,-0.00015865-0.00032552i,-0.00082958-3.8417e-07i,-0.0010584+0.00040821i,0.00018532+1.2863e-05i,0.0011164-0.0001756i,0.0010797+0.00035409i,0.00043378+0.00047454i,-5.3306e-05-0.00015812i,-0.00073376-0.00025102i,-0.00015393-0.00017596i,0.00045894-0.00035621i,-6.2576e-05-0.00011129i,-0.00036966+5.2185e-05i,-0.00037647-6.2064e-05i,-0.00014839-0.00011303i,0.0003904-7.7415e-05i
0.0001609-0.00073843i,0.00036528+0.0024001i,0.0010036+0.0021976i,0.00069506+0.0013084i,-0.00025509+0.0012969i,-0.00037213+0.0012053i,0.00014974+0.00094158i,-0.0003067-8.6589e-05i,-0.0011755-0.001504i,-0.0019394-0.0009604i,-0.0021334+0.00030931i,-0.00097529+0.0011121i,-8.3039e-05+0.0017177i,-0.00010579+0.0012549i,9.2805e-05+0.0010094i,-3.3792e-05+0.0004694i,-0.00040784-0.000466i,-0.0002799-0.0006861i,2.7123e-06-0.00077501i,0.00011128-0.00070039i,0.00013195-0.00041025i,-1.4621e-05-0.00033485i,-0.00072459-0.00070893i
-0.00061261+0.00084968i,-0.00072978-0.00060968i,-0.00093582-0.00010452i,-0.00053771+0.00031958i,0.001545-0.00094926i,0.0024515-0.0017448i,0.0016616-0.0010998i,0.00088484+0.00044652i,-8.1985e-05+0.00071858i,-0.0003506-3.3746e-05i,7.8519e-06+0.00032061i,-0.00062275+0.00010698i,-0.00027061-0.00088736i,0.00033458-0.00046656i,0.00051-5.1612e-05i,0.00052875-0.00011163i,0.00013219-0.0002079i,-0.00020475-0.00022483i,-0.00038348+0.00039832i,-0.00038227+0.00052572i,0.00057272-0.00035168i,0.0013208-0.0010718i,0.00030676-0.0014518i
0.0015733+0.0026984i,0.002934+0.0019188i,0.0037591+3.1524e-06i,0.0036786-0.00054785i,0.0019676+0.00030059i,0.00045332+0.00056434i,0.00049523+0.00017007i,0.00079339-0.00015914i,0.00084724-6.2305e-05i,0.00027521+8.7722e-05i,-0.00026161-0.00012656i,-0.00018435-0.00092633i,-0.00019826-0.0013165i,0.00053781-0.0011171i,0.00079943-0.00061692i,0.00033678+7.6224e-05i,-0.00018058+0.00067443i,-0.00081844+0.00024729i,-0.00055754+0.00020867i,-0.00030628+0.00064741i,-0.00099056+0.00042238i,-0.0014945-0.00016041i,-0.00082623-0.00029784i
-0.0030375-0.00047985i,-0.0034231+0.0023343i,-0.0033761+0.0024425i,-0.0018629+0.00081914i,0.00016076+4.1219e-05i,0.0013116-0.00017633i,0.00035504-0.00011779i,-0.00068245-0.00015618i,-0.00082618-0.00012708i,-0.00064162+0.00079972i,-4.8229e-05+0.0013429i,0.00010058+0.00103i,-0.00022373+0.00041391i,-0.0004882+5.2475e-05i,-0.00078045-0.00016698i,-0.00057332-0.00081655i,0.00017345-0.00063462i,0.00035051-0.00016019i,-0.0003813-0.00038863i,-0.00088498-0.00020377i,-0.00046797+0.00025994i,0.00048985+0.00084956i,0.00031858+0.00085246i
0.0017148+0.0013545i,0.00093665-8.2409e-05i,0.001172-0.0013962i,0.0022497-0.0016228i,0.0024589-0.00060112i,0.0013663-7.9261e-05i,0.0009205+9.4372e-05i,0.00052081-0.00011913i,-0.00022181-0.00033841i,-0.00075572+0.00030909i,-0.00041742+0.00074545i,0.00038833+0.0001328i,0.00029556-0.00070134i,-0.00011343-0.00063959i,-0.00025025-0.00035619i,-0.00043849-0.000852i,-0.00040101-0.0011369i,0.00064766-0.00067728i,0.0011224-0.00012331i,0.0011234-0.00020904i,0.00070651-0.00060999i,-0.00047299-0.0010078i,-0.00052093-0.0010857i
0.00139+0.0005344i,-0.00086682+0.0022266i,-0.00091899+0.0020938i,-0.0001692+0.00092238i,-0.00037755+0.0007193i,-0.00081533+0.0015546i,-0.00027904+0.0010093i,0.00086267-0.00026669i,0.00079345-0.00063687i,6.388e-06-0.00055729i,-0.00020624-0.00059194i,-0.00020428-0.00044012i,-0.00056927-1.4965e-05i,-0.00028588-6.501e-05i,0.00079105+0.00011367i,0.00096312+0.00029801i,0.00061651+0.00050938i,0.00068909+0.00021878i,0.00062036-0.0001629i,0.0007198+0.00013516i,0.0013319+0.00050507i,0.00057659+0.00051873i,-0.00055765+0.00059602i
0.00034048-0.00022846i,-8.8731e-05+0.00028122i,-0.00034522-0.0007138i,-0.00049333-0.00048628i,-4.4351e-05-5.422e-06i,-0.00023503+0.00011568i,-0.00030745-0.00049291i,-0.00014244-0.0012764i,-0.00014252-0.001924i,-5.7967e-05-0.0011906i,9.1603e-05+0.00012314i,0.00041278+0.00045939i,2.3493e-05+0.00092583i,0.00049177+0.0012515i,0.00079658+0.00090677i,0.00023751+0.00021153i,5.894e-05-0.00010893i,-0.00027867+9.143e-05i,-0.00041048-4.9553e-05i,0.00057926-0.00052735i,0.0011462-8.121e-05i,0.00060198+0.00072944i,0.00038517+0.00010761i
0.00057549+0.0025142i,0.001363+0.0031651i,0.0028242+0.0025722i,0.0024129+0.0020987i,0.00022119+0.00085665i,-0.00036605-7.2863e-05i,0.00060968-0.00041194i,0.0013549-0.00074775i,0.0011484-0.00041103i,0.00010886-0.00025011i,-0.00018669-0.00024821i,0.00016621+0.00019238i,0.00037566-8.1896e-06i,0.00052316-0.00065605i,0.00033442-0.0010348i,0.00013702-0.0013458i,0.00043441-0.00062741i,-0.00036595-8.9035e-05i,-0.00068327-0.00048339i,-0.0005268-0.00041139i,-0.00030789+0.00081172i,0.0003025+0.00060506i,3.7507e-05+0.00020941i
-0.00027267-0.0011304i,-0.00013227-0.0021669i,0.00039587-0.0027104i,0.00059703-0.0022571i,-7.9619e-06-0.0017198i,-0.00035105-0.0013631i,0.00024376-0.0008638i,0.00052833-0.00048781i,0.0004031-0.00026728i,0.00010306-0.00051945i,-0.00044042-0.00085991i,-5.3632e-05-0.00066949i,0.00054185-0.0001485i,0.00073849+0.00012428i,0.001032+0.00021618i,-3.6969e-05-5.5585e-05i,-0.00051394-0.00027105i,0.00029141+0.00073158i,0.00051281+0.00099717i,0.00062757+0.00011618i,0.00059827+0.00022099i,-1.9785e-05+0.0003372i,0.00052452+0.00036263i
0.0017246+0.0002971i,0.0021736+0.0012457i,0.0016573+0.00027265i,0.00026195-0.00057656i,-0.00086183-0.00014325i,-0.00069213+0.0011381i,0.00039656+0.0014369i,0.0008017+0.0005312i,0.00073478-0.00052351i,0.00058276-0.0012878i,0.00021721-0.00059755i,-0.00050294+0.00019239i,-0.0010209-0.0004723i,-0.00060674-0.00033119i,-0.00029505+0.00039203i,0.0004035+0.0017214i,0.00068738+0.0013266i,0.0004453-0.0001803i,0.00032969-0.0001517i,-0.00016771-0.00043349i,-0.00047649-0.00040841i,0.00021935-0.00029797i,0.0015671-0.00020666i
-0.00061959+0.0041097i,-0.00090593+0.0037665i,-0.00019861+0.0025469i,0.0010011+0.00083248i,0.0017368-0.00066649i,0.0015695-0.00073459i,0.0010099-0.00022353i,0.00088328-0.00059732i,0.00064945-0.00085238i,0.0003804-0.00055965i,0.0006478+8.8873e-05i,0.0003399+0.00062712i,-0.00092343+0.00055299i,-0.00094047+0.00011979i,0.00020673+0.00029872i,0.0001572+0.000134i,-0.0005718-9.3449e-05i,-0.00036035-8.4136e-06i,-0.00022429-0.00080984i,-0.00083869-0.0011251i,-0.00048273-0.00091301i,-0.00056956-0.00072231i,-0.0015172-0.00061111i
0.0010775+0.00034846i,0.0015653-0.00068213i,0.0018496-0.00052462i,0.00030217+0.00026258i,-0.0014617+0.0006171i,-0.00032023-0.00011004i,0.0010503-0.00061719i,0.00096803-0.00063095i,0.00031504-0.00048776i,-0.00063438-0.00052591i,-0.0013377-9.7469e-05i,-0.0012987+0.0013165i,-0.0010715+0.0019894i,-0.00075254+0.0016611i,-0.00044257+0.00041267i,-0.00078171-0.00067979i,-0.00016121-0.00024676i,0.00049812+0.00068484i,0.00036063+0.00075149i,4.9254e-05+0.00020963i,0.00027152+8.2747e-05i,0.00028495+0.00064677i,-0.00057781+0.00098659i
-0.00073136+0.00053997i,-0.0010132+0.0031666i,-0.00099517+0.0025966i,0.000209+0.00028162i,0.0014834+0.00018201i,0.0012436+0.00047587i,0.00069557+0.00012269i,0.00027759-0.00055867i,-0.00055046-0.0010765i,-0.00094712-0.0007215i,-0.0004407-0.00080565i,-6.5481e-05-0.0012109i,-0.00057474-0.001011i,-0.00092231-0.00028011i,-0.00010607+0.00015737i,0.00027383+0.00014087i,7.1968e-06-9.1573e-05i,0.00037838+0.00048948i,-0.00015015+0.00049329i,-0.00087685-0.00029828i,-6.1436e-05+0.00050778i,0.00037302+0.00057678i,-0.00054591-0.00041i
-0.00014635-0.00066294i,-5.2142e-05-0.0010614i,9.0402e-05-0.00091587i,0.00020241-0.00012786i,0.00047699+0.00077653i,0.00015264+0.0008708i,-0.00082127-0.00030939i,-0.00058414-0.0013525i,-0.00020098-0.0011096i,-0.00046676+0.00033604i,-0.00031052+0.001011i,-0.00015915+0.00047898i,-0.00028398+0.00013603i,-0.00012236-0.00012267i,-0.00019722+0.00015027i,0.00013008+0.00053i,0.00072089+9.9036e-05i,0.00052964-0.00085738i,5.5817e-05-0.00094279i,-0.00031204-0.00081502i,0.00056895-0.00010571i,0.0010654+0.00071733i,0.00041527+0.001305i
-0.00090529+0.0025503i,0.00010816+0.0032485i,0.0004033+0.0026546i,0.00051936+0.0022914i,0.0019129+0.0016683i,0.0023017+0.00043122i,0.0010329-0.0005787i,0.00048551-0.00082645i,0.00053155-7.3187e-05i,0.00049478+0.00073066i,0.00034227+0.00024717i,-7.8374e-05-0.00030212i,6.4498e-05-0.00082327i,0.0006596-0.00081481i,2.3492e-05-0.00030305i,-0.00015456-4.5314e-05i,9.504e-05+3.9778e-06i,-0.0004061-1.5371e-05i,-0.00060659-0.00027907i,-0.00028892-0.00082603i,4.8918e-05-0.00051501i,0.00025445-0.00020261i,-2.6492e-05-9.7053e-05i
-0.0022809-9.4482e-05i,-0.0022305+9.0512e-05i,-0.0015061-0.00020749i,-0.00060743-0.00016192i,0.00071412-8.6687e-05i,0.0015626-0.00070351i,0.001284-0.00071687i,0.00038773-0.00026902i,-0.00014022-0.00089399i,0.00027352-0.0010128i,0.00066079+0.00022625i,0.0007246+0.00022539i,0.00080625-0.00028981i,-0.00033066-0.00043787i,-0.00088579-0.0010161i,-0.00064697-0.00090506i,-0.00061054+9.2669e-05i,-0.00027355+0.0004396i,0.00011291+0.00039275i,0.00061437+0.00095846i,0.00028252+0.00065484i,-0.00046902-0.00015706i,-0.0004469+0.00056789i
-0.0011068-0.0019462i,0.00070451+5.4068e-06i,0.0017746+0.0026446i,0.0023998+0.0029027i,0.0028077+0.0017823i,0.0018772+0.00025655i,0.0011518-0.00041775i,0.00030627-0.0006496i,-0.0004923-0.00047326i,-0.00055178+0.00015621i,-0.0005194+0.00055294i,0.00013541-0.00011495i,0.00054364-0.00036117i,0.00041363+0.00043313i,0.00062957+0.00074732i,0.0002284+0.00030789i,-0.00072513+9.5525e-05i,-0.0011891+0.00052916i,-0.001402+0.00059385i,-0.00081275-0.00010165i,-0.00049282-5.7625e-05i,-0.00044684-0.00027259i,0.00021411-0.00070939i
0.0012325-6.9636e-05i,-5.3561e-05+0.00045634i,-0.00049245+0.00023077i,-3.5297e-05+0.00025923i,0.00049158+0.00020409i,0.0013341+1.2114e-05i,0.0015601+8.1003e-05i,0.00098401+0.00022727i,0.00019618+0.0003458i,-0.00015281+0.0003931i,-0.0002164+0.00050393i,-0.0010688+0.00021905i,-0.00029272-0.00030463i,0.00062307-0.00069896i,0.00047153-0.00073499i,0.00067807-6.4445e-05i,0.0002939-0.00012176i,-0.00057706-0.00075264i,-0.00065933-0.00053699i,-0.00040911-0.00037258i,3.9383e-05-5.8087e-05i,0.00048569+0.00066069i,0.0012128+0.00084004i
-0.00039904+0.00039274i,0.00048204+0.00040176i,0.00091369+0.00084142i,0.00020254+0.0013353i,0.00014205+0.0016445i,0.00028429+0.00072325i,0.00027626+0.00033512i,0.00014801+6.0625e-05i,-0.00036247-0.00032608i,-0.00033067-0.00056869i,-0.00021858-0.00011008i,-0.00022609+0.00030347i,-8.7459e-05+2.297e-05i,-0.00018559-0.00048377i,-4.3943e-05-0.0005852i,-2.173e-05-0.00066071i,-0.00029847-0.00071157i,-0.00040669+2.9885e-05i,-0.0003252-2.9351e-05i,-0.00041729-0.00076262i,-0.00081114-0.00092994i,-0.0005051-0.00061067i,0.00014621+0.00023318i
-0.001937-0.0014721i,-0.0017097-3.0703e-05i,-0.00089051+0.00016106i,-0.00084815+0.0010846i,-0.00023914+0.0017915i,0.00060368+0.0017875i,0.00051998+0.00083973i,0.00018966-0.00042292i,-0.00028498-0.0011098i,-0.0008194-0.00058425i,-0.00058847+0.00074404i,-0.0003744+0.00082048i,0.00053893+0.00039307i,0.0011426+0.00030035i,0.00016833+0.00085904i,-0.00047649+0.00061574i,-0.00027401-0.0009195i,-0.00021142-0.0010616i,-0.00014508-0.00056349i,0.0002831-0.00013872i,0.00059545+0.00066886i,0.00074311+0.00077817i,0.00061759+0.00016776i
0.00093744+0.0029094i,0.001622+0.003337i,0.0025171+0.0018878i,0.0021965-0.00013336i,0.001196-0.00033981i,0.00064945+0.00043804i,0.00012623+0.00063265i,0.00046251+0.00062101i,0.00035108-0.00024254i,-0.00027869-0.00011447i,-0.00019081+0.00065613i,4.8657e-05+0.00033921i,0.00016468+7.7223e-05i,0.00027877+0.00033382i,0.00093321+0.00055467i,0.0013914+0.00083269i,0.00090787+0.0006809i,-2.8182e-05-0.00040414i,-0.00067406-0.00043604i,-0.00040866+0.00020048i,0.00068502+0.00059286i,0.00088899+0.00079986i,-0.00045952+0.00073868i
0.0013109-0.0011371i,0.0014564-0.0011934i,0.00089+1.9244e-05i,-1.3457e-05+0.00094056i,-0.00061588+0.0008159i,-0.00094851-0.00035175i,-0.00063857-0.00053842i,0.00015052-0.00024809i,0.00092588+2.12e-05i,9.8163e-05+0.00043709i,-0.0003131+0.00059748i,-0.000415+0.00035374i,-0.0006988+0.00046943i,-0.0007889+0.00054618i,-0.00087191+0.00014593i,-0.00031982+0.00042342i,4.7828e-05+0.00081023i,-3.0116e-05+0.000798i,8.6667e-05+0.00070728i,-0.00015677+0.00075641i,-0.00099427+0.00010976i,-0.0010517-0.00041226i,-0.00011166-0.00011156i
-0.0029691+0.0011993i,-0.0023919+0.0026012i,-0.0016699+0.0021198i,-5.3055e-05+0.00092482i,0.00053967+0.00089705i,0.00013984+0.00118i,0.00016289+0.00065439i,0.00046616-0.00037488i,0.00015986-0.00092132i,0.00011088-0.0010007i,0.00025488-0.00085645i,0.0010401-0.0006376i,0.0014375-0.00035556i,0.00024387+0.00031791i,-0.00043874+0.0006675i,-0.00012441+3.0942e-05i,-0.00038216-0.00023443i,-0.00024986+4.0852e-05i,0.0004097+2.04e-06i,0.00064485+0.00024544i,4.4919e-05+0.00041443i,6.4715e-06+0.00025283i,0.00059293+0.00038209i
0.0021258+0.00056187i,0.0014618+0.00049835i,0.0013295-0.00044507i,0.001201-0.0010036i,0.00064938-0.00018675i,0.00098892+0.00038712i,0.0017017-0.00036828i,0.001229-0.0013665i,0.00030676-0.0013606i,-0.00038354-0.00068602i,-0.00082439-0.00057657i,-0.00064884-0.00030609i,-0.00033882+8.634e-06i,-0.00020143-0.00053195i,0.00011727-0.0010901i,0.00079999-0.00055454i,0.0007924-6.6924e-05i,-0.00013041-0.0001778i,-0.00048147+0.00018271i,-0.00023979+0.00050488i,0.00020238+0.00059311i,0.00024505-0.00027296i,0.00020759-0.00082477i
0.0016148+0.00071711i,0.00070818+0.00043783i,0.00014585-0.00028042i,0.00063165-0.00048054i,0.00037275-0.00075818i,-0.0001085-0.0012806i,0.00036866-0.0006457i,0.000413-6.6653e-05i,-0.00019996-4.3578e-05i,-0.00045005+0.00055584i,-0.00010123+0.00077877i,0.00023886+0.00039846i,0.00021554-0.00031784i,-0.00024155-0.0010751i,-9.496e-05-0.001081i,0.00011448-0.00059398i,0.00022885-0.00037333i,0.00027268-0.00043958i,-7.4074e-06-0.00012034i,-0.00061765+0.00041336i,-0.00070298+0.000182i,-0.00018463+0.00022775i,0.00034474+0.00042247i
-0.00097629+0.00058095i,-0.00045125+0.0012141i,-0.0005365+0.00089762i,-0.0010388+0.00080392i,-0.00075111+0.0012282i,0.00022211+0.0012908i,0.00058359+0.00069309i,0.00073892+1.7451e-05i,0.00047407-0.00069833i,-3.2448e-05-0.000183i,-0.00027318+0.00059068i,-0.00019777+0.00066124i,-0.0003009+0.00038942i,-0.00021545+8.504e-05i,0.0001971+6.6481e-05i,5.5067e-05-5.6739e-05i,-0.00090967+0.00040626i,-0.00044626+0.00060668i,0.00031794+9.5237e-05i,0.00017017+9.5411e-05i,0.00014885-0.00024047i,0.00052228-0.00060701i,0.00071491-0.00032857i
-0.0016666-0.00042685i,-0.0027237+0.00047607i,-0.0030818+0.00034639i,-0.00085389+0.00027781i,0.00093946+0.0007658i,0.0016116+0.0014096i,0.0016242+0.0012332i,0.0010552+0.00020081i,0.00075454-0.000736i,0.00053845-0.00051071i,-2.436e-05+0.0002806i,0.00022887+0.00059313i,-4.8412e-05+0.00060743i,-0.00012361+0.00042099i,8.2232e-05+0.00012527i,-0.00015684+0.00044333i,5.7078e-05+0.00087744i,-6.6002e-05+0.0013272i,-0.00013497+0.00022383i,-0.00029618-0.0010187i,-6.4226e-05-0.00067616i,9.7398e-06-0.00011296i,0.0001985+8.6533e-05i
0.00281+0.00039854i,0.0025557+0.00087616i,0.0023701+0.00083258i,0.0024944+0.00021065i,0.0014654-9.1861e-05i,0.00030161-0.00049358i,-0.0002994-0.0010811i,-0.00027683-0.0012235i,-0.00030113-0.0015345i,-0.00073261-0.001213i,-0.00051698-0.00032159i,-0.00033317-0.00031865i,-0.00056006-0.00044668i,-0.00012537-8.4151e-06i,0.000472+7.4066e-05i,0.00058019-0.00066259i,0.0013497-0.0010656i,0.0013684-0.00051496i,1.5513e-05+0.00038877i,-0.00063415+0.00072374i,3.0836e-05+0.00027037i,-0.00019473+0.00027695i,-0.0006917+0.00046586i
0.0011023+0.0025301i,0.0013481+0.001393i,0.00097403-0.00026534i,0.00090563-0.00089364i,0.0012024-0.00018447i,0.00073689-0.00029122i,0.00045564-0.00092382i,0.00064551-0.00049428i,0.00051416+0.00071016i,-0.00016269+0.00072208i,-0.0008816+0.00016885i,-0.00095933+0.00038851i,-0.00026946-0.00028712i,9.2709e-06-0.00013578i,-0.00017625+0.0002402i,-0.00025205+6.7125e-05i,0.00019796-0.00018738i,0.00087975-0.0003241i,0.0016414-0.00044714i,0.001497-0.00025838i,0.00046854+0.00083348i,-8.0828e-05+0.0015804i,-0.00064266+0.00088716i
-0.0019534+0.0015777i,-0.00094586+0.0014818i,0.00078071+0.0015634i,0.0021405+0.0015471i,0.0014206+0.00041913i,0.00025599-0.00038553i,4.6703e-05-0.00017705i,-7.5552e-06-0.00022929i,0.0002286-0.00025771i,0.000438+0.00015444i,8.3134e-06+0.00040156i,0.00033444+7.3903e-05i,0.00053246-0.00083104i,0.00024906-0.0012994i,-0.00019051-0.00067276i,-0.00033245-0.00033431i,-0.0002116+0.00023595i,0.00018935+0.00021206i,0.00095965-0.00048844i,0.00096422-0.00015822i,0.00039139+0.0004658i,0.00014678+0.0009018i,3.4677e-05+0.0011003i
0.0012608-0.0010985i,0.002314+3.3385e-05i,0.0020389+0.00015561i,0.0015101+0.00076419i,0.0012863+0.0009059i,0.0012887+0.00066463i,0.0016058+0.00047983i,0.0010095-0.0002335i,-0.00010713-0.00030666i,-0.00054332-0.00033861i,0.00035592-0.00032151i,0.00050151+6.8139e-05i,-4.9356e-05+9.9547e-06i,-0.00029197-0.00080113i,0.000214-0.0011857i,-1.8497e-05-0.00047046i,-0.00044057-5.7275e-05i,-0.00027266+9.3387e-06i,-0.00044524+0.00023367i,-0.00017817+0.00051726i,0.00019098+0.00070579i,0.00024631+0.00029302i,-0.00042414-0.0001526i
0.00056919+0.00057285i,-0.001175+0.00045663i,-0.0015994-0.00042775i,-0.0011123-0.00055904i,-0.0007363-0.00011076i,-0.00055394+0.00013673i,-0.00039191-0.00012699i,5.3055e-05+0.00023596i,0.00090506-0.00043671i,0.0012005-0.0019119i,0.00056259-0.0014691i,-0.00091642-0.00042878i,-0.00092735-0.00045075i,0.00028546-0.00081728i,0.00043626-0.00063194i,-0.00016787-0.0010678i,-4.0941e-07-0.00087783i,0.00056997-7.1309e-05i,6.0456e-07+0.00010517i,-0.00072522+0.00031659i,-0.00015522+6.5736e-05i,0.00061473-0.00028828i,0.00028606-0.00030634i
-0.00059767+0.0017526i,0.0011319+0.0015347i,0.0017601+0.0013213i,0.0015032+0.0011938i,0.0010784-0.00014475i,0.00068976-1.7572e-05i,0.00020467+0.00089247i,0.00056536+0.00066467i,0.00051361+0.00038452i,-0.00056343+0.00028778i,-0.00072832+0.00072457i,-0.0008629+0.00039624i,-0.00069221-0.00020363i,-9.258e-06+0.0010293i,0.00020826+0.0014355i,-0.00012515+0.00023685i,-0.00036278-0.00061545i,-1.5204e-05-0.0003458i,-0.00017593+0.00022083i,-0.00076581+0.00046387i,-0.0005472+0.00045318i,-0.00029098+0.00040937i,-3.33e-06+0.00033794i
-0.00049064+0.00020017i,0.0010342+0.0018548i,0.0020499+0.0013185i,0.0022864-0.00032129i,0.0020915-0.00087701i,0.0012115-0.0012284i,-0.00016433-0.0006945i,-0.00095387-5.179e-05i,-0.0010108-0.00028576i,-0.00079247-8.0349e-05i,-0.00044709+5.4099e-05i,0.00014569-0.00043541i,0.00076508-0.0010191i,0.00022739-0.00097109i,-0.00019916-0.00027644i,-0.0003797-0.00057909i,-0.00015736-0.00078699i,-8.7711e-05-0.0005024i,-0.00057378-0.0002602i,-0.00048297-0.00013977i,0.00017911+5.7922e-05i,0.00036602+0.0005727i,-0.00049197-0.00012586i
-0.00018509-0.00030925i,-0.0016027-0.00036375i,-0.00086137+2.2475e-05i,0.00045592+0.00073983i,0.00057613+0.00048053i,0.00038234-0.00010655i,0.00034293-0.00078404i,0.00029105-0.001066i,0.00049315-0.00010496i,8.0581e-05+0.00083195i,-0.00011963+0.00056916i,-0.00023831+4.4328e-05i,5.8183e-05+0.00040346i,0.00067847+0.00015631i,0.00090241-0.00081458i,0.00061558-0.00074285i,-0.00023113-0.00011682i,-0.00050244-0.00042342i,0.00013845-0.00025487i,-0.00025407+0.00085474i,-8.3978e-05+0.0010205i,0.0003358+0.000867i,-2.306e-05+0.00064545i
0.00045461+0.0013647i,8.1768e-05+0.0021554i,-7.9954e-05+0.0010363i,0.00026365-0.00041723i,9.15e-05-0.00015031i,9.6562e-05-6.023e-05i,0.00032221-0.000615i,2.3138e-05-0.00080407i,-3.9306e-06-0.00067015i,-7.7863e-05-0.00041274i,-0.00052972-0.00042469i,-0.0003631-0.0001451i,-0.00021352+0.00030566i,3.0862e-05-0.00027465i,0.00041385-0.00059261i,0.00074653+0.00012622i,0.00094716+0.00030761i,0.0014087+2.6205e-05i,0.0012208-0.00021934i,0.00012268-0.00040213i,7.675e-05-0.00058026i,0.00028525+0.00017418i,-0.00021889+0.00063722i
0.00069962-0.0005819i,0.0012567-0.00079573i,0.0010289-0.00030808i,4.0136e-05+6.5981e-05i,-0.0010839-0.00061467i,-0.00081257-0.00073642i,-0.00024168+0.00013651i,-7.3362e-05+0.00060986i,0.0002652-0.00020115i,0.0010526-0.00099946i,0.00057145-6.7017e-05i,-0.00068647+0.00054088i,-0.00087624+0.00076523i,-0.00036606+0.00061733i,-0.00025117-0.00045314i,-0.00025066+8.965e-05i,-0.00021703+0.00073272i,-0.00039096+0.00072229i,2.2487e-05+0.00091141i,0.00015657+0.00046548i,0.00036197+4.2307e-05i,0.00050869-0.00018404i,-0.00012173-0.00035692i
