-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
0.00042929+0.0014155i,0.0011744+0.00080971i,0.0016531+0.0014906i,0.0019766+0.0015203i,0.0014543+0.00012949i,0.00085813-0.0014276i,0.00038271-0.00079115i,-6.2537e-05+0.00016155i,0.0003566+9.958e-05i,0.00099473+0.00023475i,0.00099069+0.0003101i,0.00043985+0.0003415i,-0.00020072+0.00017239i,1.2373e-05-0.00031749i,0.00045579-1.9874e-05i,0.00079839+0.0003877i,0.00057893+0.00068948i,-8.6053e-05+9.5294e-05i,0.00010803-0.00095594i,0.00050097-0.001417i,0.00057917-0.00099464i,0.00056072-0.00096346i,7.8038e-05-0.00071576i
-4.4798e-06-6.126e-05i,8.3584e-05+0.00011266i,0.00076469+0.00070015i,0.00044563+0.00080572i,0.00046506+0.00010369i,0.00092973-0.00083127i,0.00045966+0.00014797i,-2.2891e-05+0.00073405i,0.00014115+3.1696e-05i,0.00032458+0.00034553i,0.00078541+0.00040433i,0.0016436+0.000358i,0.0021477+8.0826e-05i,0.0015436+0.00017805i,0.0010771+0.00016214i,0.0014978-0.0010155i,0.0017893-0.00072519i,0.0011809+0.00059178i,0.00047248+0.00056125i,0.00031262-0.00032882i,0.00015881-0.0010329i,-0.00030772-0.00046443i,0.00032255+0.0003877i
4.1656e-05+0.0017422i,-0.00011429+0.0020819i,0.00032704+0.0023831i,0.0016871+0.00094477i,0.0019671-0.00038006i,0.00051754-0.0007381i,-0.00023992-0.00085368i,1.8005e-05-0.0010234i,-0.00016782-0.00088943i,0.0001115-0.00081624i,0.00063325-0.00083328i,0.00034247-0.0015324i,2.7669e-05-0.0015465i,-0.00024939-3.2363e-05i,-0.00016558+0.00076551i,-0.0001275+0.00059775i,-1.5938e-05+0.00058951i,2.0834e-05+0.00073666i,0.00037641+0.00073329i,0.00064734+0.0014796i,0.00035473+0.0011714i,0.00017008+0.00057033i,8.2693e-05+0.00072453i
0.00086641+0.0013962i,0.0006719+0.00088498i,0.0010068-0.00029056i,0.0012659-0.00028201i,0.00067264-0.00022728i,3.3849e-05-0.00064973i,-1.0486e-05-0.00034351i,0.00035363-0.00065088i,0.00010035-0.0010483i,-0.00057026+0.0001179i,0.0002042+0.0004028i,0.00035824-0.00031943i,0.00035951+1.7995e-05i,0.001052+0.00027958i,0.00095308+0.00058246i,0.00085136+0.00061201i,0.00073567+0.00085938i,9.4285e-05+0.0011351i,-0.0008444+0.0011591i,-0.00049396+0.00047707i,-5.5364e-05-0.00044185i,0.00026962-0.00059616i,0.00056058-7.2657e-05i
-0.0015583+0.00091051i,-0.00089585+0.00152i,0.00014468+0.0012896i,0.00068296+0.00059426i,0.001124+0.00046691i,0.0013976+0.00054337i,0.0010113+0.00022574i,0.00039982-0.00042517i,0.00028802-0.00082846i,0.00015409-0.00087323i,0.00060246-0.0011936i,0.00072469-0.0011578i,-0.00019657-0.00059913i,-0.00086087-0.00072481i,-0.00088215-0.00053962i,-0.000544-0.00031773i,-7.3445e-05-0.00057474i,0.00056488-0.00091382i,0.00091924-0.00083129i,0.00063994-2.2083e-05i,0.00052746+6.3092e-05i,0.00048089+0.00036905i,0.00050314+0.0008524i
-4.565e-05-0.0012064i,0.00087548-0.0011175i,0.001807-0.00086354i,0.001864-0.0010441i,0.0012143-0.00032585i,-0.00036724+5.5136e-05i,-0.00083308-0.00078333i,-7.2566e-05-0.0015974i,0.00018439-0.00057919i,0.00029541-4.769e-06i,3.8366e-05-0.00076121i,7.1251e-05-0.00047064i,-3.525e-05+8.5536e-06i,4.2919e-05+2.1087e-05i,0.00038264+0.00010127i,0.00089018+0.000304i,0.0011315+0.00084283i,0.00069729+0.00064019i,0.00045652+3.1516e-05i,1.1526e-05-7.1209e-05i,-0.00022992+0.0002173i,0.00015992+0.00074158i,0.00021574+0.00056134i
-0.00020745+0.0022027i,-0.00031907+0.0020976i,1.1001e-05+0.0010608i,0.00088046-0.00011393i,0.00077696-0.00092138i,0.0010063-0.0014143i,0.0015003-0.0010366i,0.0013866-0.00094514i,0.0014994-0.00066265i,0.0012319-0.00046593i,0.00042082-0.00054645i,-0.00029912-0.00060148i,-0.00028479-0.0010681i,7.9894e-05-0.00097433i,-7.7544e-05-0.00029199i,0.00014287+0.0010374i,0.00028387+0.0015767i,0.00012727+0.0007841i,0.00064996-9.7214e-05i,0.00052495-0.00039478i,8.346e-06+0.00011619i,0.00040844+0.00035534i,0.00093729+5.8637e-05i
-0.0017187-5.5018e-05i,-0.002844-0.00019272i,-0.0016826+2.6749e-05i,0.00011723+0.0006475i,0.00073306+0.00076883i,0.00049238+0.00066325i,9.8895e-05-0.00012919i,-0.00034534-0.00068948i,-0.00057044-0.00062813i,0.00035549-0.0010602i,0.00092828-0.00086595i,0.00067225-0.00025428i,-5.8643e-05-0.00036003i,-0.0006233-0.00030554i,-0.00063601-3.7572e-05i,-0.00015007-0.00066473i,0.00080438-0.001i,0.0010217-0.00010518i,-0.00047622+0.00070409i,-0.0010442+0.00019072i,0.00026004-0.00031282i,0.00078801+0.00040375i,-0.00018648+0.0011878i
6.3725e-05-0.00032407i,0.00024029-0.0011989i,0.00079704-0.0018661i,0.0013394-0.0016807i,0.0014557-0.0017157i,0.00099458-0.0014753i,0.0011479-0.00092307i,0.0015355-0.00026372i,0.00056888-0.00034168i,-0.00039327-0.00068349i,-0.00026916-0.00055527i,-6.192e-05+0.00042844i,-1.1252e-06+0.00061222i,-0.00020808+0.00017611i,-0.0003392-2.0936e-05i,0.00029725+0.00055988i,0.0010633+0.0010619i,0.0008563+0.00035189i,0.00090425+6.5948e-05i,0.0011314+0.000339i,0.0010911-7.7974e-07i,0.00041522-0.00058454i,-0.00021882-0.0011514i
-0.0012363-0.0019291i,-0.0011135-0.00083852i,-0.0014629-4.8208e-05i,-0.0010575+0.00054183i,-0.00028676+0.00085906i,3.6574e-05+0.00049606i,-0.0003301-0.00038719i,-0.0010962-0.00074074i,-0.0010682-0.00097466i,-0.00062546-0.00029801i,-0.00013703+0.00058124i,-3.5827e-05+0.0003433i,1.5174e-05+0.00014423i,9.9392e-06-0.00036975i,0.00012833-0.00013129i,-9.9107e-05+0.00066936i,-0.00057835+0.00013985i,-0.00040117-0.00019612i,0.00025212+0.0001302i,0.00019695-0.0006908i,-0.00019966-0.00081768i,0.00012932-0.00046126i,0.00037166-0.00030025i
-0.0010018-0.00074409i,-0.0011705+0.00011627i,-0.00086596+0.00013335i,-8.9138e-05-0.00044588i,5.5791e-05-0.00071475i,-4.3196e-05-0.0012635i,0.0001187-0.0018236i,0.00036781-0.0013296i,0.00074136-0.00098938i,0.00029027-0.00077723i,0.00025291-0.00016666i,0.00052175+0.00011784i,0.00031697-0.00030475i,0.00027145+0.00058794i,0.00018901+0.0010481i,-5.6482e-07+0.00055914i,0.00030635+0.00024316i,0.00085563-0.00048907i,0.00044136-0.00057323i,0.00018385-0.0006232i,-0.00014016-0.00028953i,-6.6776e-05+0.00014948i,3.4097e-05+0.00051382i
-0.00053396+0.00019422i,-0.00031254-0.00039907i,0.00016153-0.00045023i,0.00041456-0.00082143i,0.0011991-0.00048234i,0.0013009-0.00049529i,0.00049122-0.0010149i,-0.00046847-0.0011404i,-0.00022977-0.0010344i,-7.5317e-05-0.00072856i,-0.00016944-0.0006117i,0.00032159-0.00019853i,0.00023667-0.00022523i,0.00049191-0.00082811i,0.0003809-0.0002291i,0.0002116+0.00068991i,0.00040798+0.00035607i,-0.00036685-0.00024791i,-0.00057357-0.00055639i,-0.00067411-0.00069318i,-0.00050578-0.00066796i,0.00019518-0.00073758i,0.00059612-0.00022681i
9.0192e-05+0.00079226i,0.0011048+0.00049082i,0.0011292+0.00030577i,0.00091605-0.00029568i,0.0013754-0.0011061i,0.0010703-0.0013004i,0.00083619-0.00088493i,0.0013317-0.00056315i,0.0015155-0.00061979i,0.00057886-0.00019537i,4.3131e-05-0.00021813i,0.00052395-4.9957e-05i,0.0006058+0.00011592i,0.00046062-3.8823e-06i,0.00033839-0.00023704i,3.2219e-05+0.00037276i,6.0369e-05+0.00073158i,0.0010881+6.8601e-05i,0.0012354-0.00035348i,0.00072984-0.00045473i,0.0010444-6.6118e-06i,0.0014552-9.5901e-05i,0.00077057-0.00017384i
0.0012361-0.00129i,0.001096-0.0011163i,0.0011017-0.0011925i,0.0010194-0.001327i,0.00034904-0.0010372i,3.6829e-05-0.00072019i,-0.00016386-0.00043467i,0.00014852-0.00072779i,0.0002589-0.00037374i,-0.00023884+0.00028009i,-0.00027915-0.00016515i,-0.0002801-0.00015202i,-0.00012487+0.00032782i,-0.00042358-0.0001398i,2.4378e-05+0.00059239i,0.00093914+0.001458i,0.00073826+0.001032i,0.00062615+0.00060561i,-0.0001704-0.00027137i,-0.0010935+0.00011741i,-0.00040541+0.00077445i,-0.00012727-7.4095e-05i,-0.00027029-0.0012065i
0.00013007+0.00084174i,0.000399+0.0010081i,0.0023791+0.00095426i,0.003656+0.00036832i,0.0021034+0.00023517i,0.00099876-0.00020736i,0.00080501-0.00010113i,-6.5119e-05+0.00010644i,-0.00035113-4.6552e-05i,5.6221e-05+0.00038576i,5.4287e-05+0.00047201i,-2.7641e-05-1.0222e-05i,0.00029755-6.075e-05i,0.0006974+0.00034567i,0.00082609+0.00057792i,0.00056785-0.00011504i,0.00034009-0.00027862i,0.00021942+0.00023091i,0.00021067+6.1065e-05i,0.00044849+0.0004075i,-0.0002672+0.00030238i,-7.9558e-05-0.0005261i,0.00039291-8.0842e-05i
0.0005065-0.00065642i,0.00066779-0.0016856i,-0.00078162-0.001072i,-0.0016177+0.00078539i,-0.0016356+0.00083094i,-0.00076824-0.00020021i,0.00013408-0.00087527i,0.00018795-0.0016463i,0.00030173-0.0011197i,0.00077845+1.2409e-06i,0.00052483+0.00061677i,-0.00040895+0.00050601i,0.00011076+0.00067299i,0.0013482+0.00050008i,0.00078042-6.3305e-05i,-0.00012736-0.00068041i,0.00039484-0.0003321i,0.00048118+0.00041423i,-2.2554e-05+0.00038048i,9.3543e-05+0.00044358i,8.4775e-05+0.00040539i,-0.00052412+0.0006367i,-0.00041086+0.0010381i
-0.00051444-5.5316e-05i,-7.2522e-05-9.3813e-05i,0.0014682-0.00046374i,0.0026446-0.00025431i,0.0023201-8.3164e-05i,0.0012441-0.00078735i,0.00040596-0.00052006i,-4.4768e-05-0.00049823i,0.00027428-0.0009873i,0.0012372-0.00060909i,0.0010632+0.00010294i,-0.00018171-1.3826e-05i,-0.00085271-0.0003248i,-0.0014362+8.9714e-05i,-0.0015701+0.00021261i,-0.0011975-0.00058863i,-0.00027676-0.00076852i,0.00022051-0.00027762i,-0.00025791-0.00028258i,-0.00057095-0.00094882i,-0.00060269-0.00072618i,-0.00041186-0.00015285i,0.00069932-1.1446e-05i
5.1301e-05+0.0010789i,0.00036562+0.00072342i,0.00097255+0.0017466i,0.00078724+0.0010419i,0.0003689-0.00044879i,0.00053403-0.0012595i,0.00062592-0.0014515i,-8.6677e-05-0.0010786i,-0.0003341-0.0009751i,0.00061664-0.0012433i,0.00069981-0.0012225i,-0.00018663-0.001061i,-0.00060312-0.00039713i,-0.00083892+0.00075857i,-0.00086387+0.00092208i,-0.00039108+0.00072823i,-0.00025272+0.0010428i,-0.00076089+0.00047373i,-0.00097321-0.00053329i,-0.00013103-0.00040306i,0.00062873+0.00067391i,0.00049945+0.00071889i,0.00063393+0.00041428i
0.00064341-0.00059852i,0.0013253-0.00065345i,0.0011087-0.0013068i,0.00098613-0.00049972i,0.00016937+0.00043509i,-0.00018201+0.00016404i,-0.00022817+1.0262e-05i,-0.00030345+0.00045679i,0.00049101+0.00061496i,0.00074812+0.00010908i,0.00056945-0.00049435i,0.00043447-0.0001901i,0.00053603+0.00015974i,6.8677e-05+0.00022068i,-0.00025795+0.00023794i,-0.00022456-0.00012956i,-0.00039563-0.00037539i,-0.00010652+0.00038347i,0.00070099+0.00074026i,0.0010565-0.00011515i,0.00075581-0.00096261i,0.00039899-0.00089434i,0.0003385-0.00017473i
0.0015012-0.00107i,0.0010871-0.0025926i,0.00066324-0.0034792i,0.00036157-0.0030616i,0.00014534-0.0020103i,0.00013659-0.00074746i,0.00048708-0.00041987i,0.0005045-0.00046251i,0.00070457-0.001258i,0.0012525-0.0020035i,0.00095524-0.0012391i,0.00051127-0.00030147i,0.00088792-1.4792e-05i,0.0010859+0.00019283i,0.00052653+0.00012486i,0.00024233-0.00050019i,0.00044851-0.00061374i,0.00019953-0.00079787i,0.00011462-0.0011845i,0.0003448-0.000538i,0.00050859-0.00051853i,0.000718-0.00054343i,0.00042321-0.00044705i
-0.0010014+0.00050891i,-0.0005074-0.00036777i,-0.00059762+0.00037212i,0.00030062+0.00091861i,0.0018129+0.00034307i,0.0021679-6.2114e-05i,0.0013946-0.00073223i,0.00091744-0.00063531i,0.00042228-0.00022708i,0.00039711-0.00017484i,0.00041089-0.00022225i,-3.2235e-05-6.5922e-05i,-0.00053441-0.0003064i,-0.0003764-0.0012706i,-2.4207e-06-0.00065883i,-0.00042787+0.00037165i,-0.00011581+0.0009808i,0.00029346+0.0011578i,-7.4402e-05+0.0001484i,-0.00049498+2.1964e-07i,-0.00018476+0.0007409i,-0.00033403+0.00083144i,-0.00057364+0.00054988i
-0.00056822+0.00036862i,-0.00044583+0.00031678i,0.0005935-0.00090391i,0.0013825-0.0012649i,0.00178-0.00084984i,0.0011493-0.0010159i,0.00063423-0.00093779i,-0.00033173-0.00077632i,-0.0010339-0.00069861i,7.686e-05-0.00011789i,0.00028455-0.00028835i,0.00018833-0.0008866i,0.00015228-0.0005345i,-0.00035528-0.00042063i,-0.0001191-0.0003232i,9.6226e-05-8.6684e-05i,0.00032354-0.00070827i,0.00058519-0.00056145i,-0.00016375+0.00012854i,-0.00038034+1.2857e-05i,-6.6415e-05-8.1182e-05i,0.0001176-0.0001065i,0.00042175-7.8335e-05i
9.0544e-05+0.00012704i,-4.2496e-05+0.00064848i,0.00057462+0.00095738i,0.0010207+0.00036016i,0.001201+4.4411e-05i,0.00058755+0.00036912i,0.00064615+0.00019145i,0.00045662-0.0004451i,-0.0001334-0.00051941i,0.00060969-0.00082718i,0.0011406-0.00037508i,0.0004083+0.00027056i,0.00022523+0.00032281i,0.00035965-6.3718e-05i,-7.9791e-05+6.2408e-05i,-0.00016154+0.00035971i,0.00046594+0.00035163i,0.0010909+0.00050728i,0.00078926+0.00015976i,0.00013713+0.00019131i,0.00010199-0.00013865i,0.00015151-0.0002988i,0.00027116+0.00024195i
-0.00056035-0.002615i,-0.000515-0.002338i,-0.00087743-0.00069878i,-0.00060285+0.0006838i,-0.0004557+0.00054228i,-0.00068382+9.6584e-05i,-0.00063963-0.00016193i,-0.00010745-0.00032004i,6.2839e-05-0.00074764i,0.00021453-0.00042527i,0.00067925+0.00012065i,0.00073988+0.00012318i,0.00022251+0.00018593i,-0.00021571-0.0003609i,0.00044351+5.2297e-05i,0.00078762+0.00055766i,0.00084543+0.00071753i,0.00039245+0.00018903i,-0.00063765-0.00052285i,-0.00070748-0.00027274i,-0.0001313-4.4061e-05i,5.5126e-05-4.0762e-05i,5.6415e-05-1.71e-05i
0.0020746+0.0011667i,0.0018084+0.00066277i,0.0018501+0.00069375i,0.0020367+0.0010252i,0.0015434+0.00050976i,0.00031362-0.000589i,-0.00019784-0.0010253i,-0.00020128-0.00040043i,-0.0010248+0.00015893i,-0.001417-0.00015114i,-0.0007696-0.0003523i,-0.00038905-0.00025578i,9.106e-05-0.00022904i,0.00027298-0.00015132i,0.00013358+0.00010183i,0.00020655+0.00022836i,0.00023436+0.00069515i,0.00053257+0.001238i,0.00043032+0.00083752i,-0.00035168+0.00010756i,-0.00067336-0.00066406i,0.00010657-0.00074877i,0.0011737-0.00015014i
-0.0015432-0.00092068i,-0.0021649+0.00015336i,-0.0019547-0.00079978i,-0.0011221-0.0019114i,-0.00049855-0.0019727i,-0.00013344-0.0012202i,3.1779e-05-0.00071028i,-4.8277e-05-0.00019068i,7.4145e-05+3.7547e-05i,0.00047153-8.428e-05i,0.00067935-0.00021518i,0.00073161+9.8117e-05i,0.0011927-0.00049854i,0.001354-0.00096454i,0.00097848-0.00042758i,0.0011293-0.000152i,0.0016887-0.00032317i,0.0010386+0.0004147i,0.00018552+0.00066107i,-0.00020623+0.00057205i,-0.00017948+0.00082223i,8.6597e-05+0.00087733i,0.00044841+0.000562i
-0.00032892-0.0017608i,-0.00086575-0.0008903i,-0.0018318-0.0004633i,-0.0012023+3.5444e-05i,-0.00011397+0.00014028i,0.00047269-0.0006407i,0.0011741-0.0011143i,0.0014964-0.001067i,0.001205-0.0011189i,0.00084013-0.00080024i,0.00064579-0.0002292i,0.00082146+0.00048483i,0.00088997+0.0004326i,0.0005148-5.0231e-05i,0.00076439+0.00017758i,0.00067457+0.00032313i,2.4108e-05+0.00024489i,-7.1582e-05+0.0001103i,-0.00023665+1.2296e-05i,-0.00022895-6.3528e-05i,-0.00041176-0.00042223i,-0.0004668-0.0010326i,0.00051296-0.0011247i
0.0018144+0.00167i,0.0020956+0.00077692i,0.0026846+0.0005508i,0.0025881+0.00028098i,0.001934-0.00016409i,0.0013374-0.00036216i,0.0011527-0.0012164i,0.00091153-0.0014465i,0.00066613-0.00071948i,0.00059317-0.00066527i,0.00041176-0.00071038i,2.3038e-05-0.00012093i,2.4307e-05+0.00040747i,-0.00030166-0.00022101i,-0.00039004-0.00031524i,0.00049057+0.00024953i,0.00098713+0.00054911i,0.00044807+0.00061237i,-0.0002426+0.00021231i,-0.00077403+2.6234e-05i,-0.00062085+2.2413e-05i,-0.00019693-0.00039352i,0.00023861-0.00025176i
-0.0016524-0.00095162i,-0.0027064-0.00042569i,-0.0027431-0.00093171i,-0.001214-0.00086965i,-0.00066073+9.8438e-05i,-0.001243+0.00013139i,-0.00090233-0.00054986i,-0.00049-3.2744e-05i,-0.00047058+0.0005049i,-8.3142e-05+0.00075335i,0.00019798+0.00089654i,8.337e-05+0.0011607i,2.2477e-05+0.00084445i,0.00064619+0.00013637i,0.00078224-0.00013066i,0.0001777-0.00022959i,-6.1494e-05-0.00031997i,0.0001541+5.5251e-05i,-0.00016057+0.00018089i,-0.00026964+3.1993e-05i,8.1243e-05+0.00030043i,0.00030361-0.00027831i,0.00029666-0.00047764i
-0.0010844-0.0011154i,-0.0016945-0.0010735i,-0.0016833+0.00054626i,-0.00064419+0.00076594i,0.00079648+8.9363e-05i,0.00097454+0.00033219i,0.00043546+0.00068411i,6.145e-05+0.00077351i,-4.9467e-06+0.00058338i,0.00033761-2.5061e-05i,0.00043394-0.00057314i,0.00037476-0.00066519i,0.00015235-0.00085419i,-0.0003855-0.00066606i,-0.00049264+0.00036973i,0.00024042+0.00086651i,4.3908e-05+0.0007248i,-0.00063404+0.00028361i,-0.0002882-0.00014411i,0.0004778-0.00026297i,0.0008073-0.00012077i,0.00063128-0.00025327i,5.3944e-05-0.00043064i
0.0017258+0.0013704i,0.0017474+0.00013861i,0.0013836+0.00027058i,0.00069976+0.00029462i,0.00073398-0.00070114i,0.00023607-0.0012953i,-0.0004824-0.00094235i,-0.00059905-0.00047289i,-0.00029504-0.00084337i,0.00039897-0.0005022i,0.00093629-7.4023e-05i,0.0010979-0.00046255i,0.0011616-0.00077666i,0.0011067-0.00024393i,0.00053532-6.6734e-06i,0.00023185-0.00052553i,6.1288e-05-0.00026367i,0.00048021+0.00014555i,0.0006016-0.00032681i,-1.584e-05+0.00010712i,-0.00016923+5.4262e-05i,7.0688e-05-0.00091654i,-0.00012558-0.00045933i
-0.0012046-0.00016208i,-0.0021327-0.00063817i,-0.00048982-0.0015219i,0.00066206-0.0005961i,-3.0615e-05+0.00093615i,-0.00061205+0.00052766i,-0.00038927-0.00080087i,9.9741e-05-0.00078648i,0.00079952+0.00022748i,0.00073693-0.00011888i,0.00045304-0.00031715i,0.00042718-0.0001094i,0.00043781+0.00024242i,0.00042913+1.7374e-06i,0.00091723-0.00024535i,0.0017095-0.00024926i,0.0018468-0.00019688i,0.00056763-0.00050645i,-0.00049039-0.00068958i,-0.0001191-0.0001153i,-0.00010583-0.00011061i,-6.796e-06-0.00065476i,0.00049499-0.00074006i
-7.8184e-05-0.0017525i,-0.0010881-0.00027517i,-0.001294+0.0013133i,-0.00033418+0.0018734i,0.0011361+0.0024255i,0.001881+0.0013501i,0.0010241-0.00025191i,0.00026959-0.0005453i,-0.00014407+0.00015804i,-0.0004133+0.0004572i,0.00037259-1.8198e-05i,0.0015022-0.00015062i,0.0016434-0.00022349i,0.0010764-1.7608e-05i,0.00062998+2.4817e-05i,0.00035434-9.2375e-05i,0.00023062+8.2733e-05i,-0.00028053+0.00023573i,-0.00073656+9.6875e-05i,-8.0847e-06+0.00034518i,0.00079927+0.00026252i,0.00078646-0.00019866i,0.0001466-0.0005354i
0.00043213+0.00034785i,0.0012395+0.00065776i,0.00127+0.00088197i,0.0014163+0.00063349i,0.0011669+0.00033588i,0.00032662-0.00027365i,0.00039785-0.00076777i,0.00036791-0.00093956i,0.00058015-0.00066341i,0.00084974-0.00027012i,0.00070299-0.00088723i,0.00093844-0.00058106i,0.00066792-0.00023185i,0.00053569-0.00070411i,0.00058629-0.0002788i,0.0005454+0.00041559i,0.00067194+0.00033003i,0.00045695+0.00026679i,-0.00040915+0.0011073i,-0.0011733+0.0015821i,-0.00068195+0.0010835i,0.00026844+0.00075678i,0.00059893+0.00030417i
-0.0010691+0.001383i,-0.0027384+0.00080173i,-0.001507-0.00023932i,0.00065324+5.9819e-05i,0.00086225+0.0004196i,0.00060131-0.0008996i,0.00011966-0.0018844i,-0.00046363-0.0014559i,-0.00015875-0.00097281i,0.00089324-0.00070564i,0.0011622-0.00012876i,8.2602e-05-0.00056198i,-0.0004231-0.00083159i,-2.1046e-05-0.00041928i,6.3064e-05-0.00059606i,0.00038831-0.00030767i,0.00037462-0.00013852i,-0.00016778-0.00013986i,-0.0003735+9.8028e-05i,-0.00044619-0.00011666i,-1.1361e-05-0.00012227i,0.0010106+0.00079438i,0.00093465+0.00025602i
0.00038545+0.00093343i,0.00049708+0.00059748i,0.00082018+0.00062465i,0.0019039+0.00032151i,0.001717-8.9101e-05i,0.0010225-0.0010328i,0.00067784-0.0014349i,-0.00055886-0.00026266i,-0.0013364+0.0007341i,-0.00050842+0.00047281i,0.00019531+9.9175e-05i,0.00018574-0.00032904i,0.00029511-0.0004594i,0.0002375-0.0004893i,0.00036418-0.00043113i,0.00045313+0.00062208i,0.00078216+0.00099727i,0.00098415+0.00052715i,0.00028542+0.00049407i,0.00010071+0.00024982i,0.00041253-1.9803e-05i,0.00021447-0.00022469i,0.0010506-0.00029878i
-0.0023842-0.00037419i,-0.0023388+0.0010295i,-0.0026401+0.0017012i,-0.0013921+0.0019036i,0.00029759+0.0024957i,0.00072116+0.0018438i,0.00068829+0.00053175i,0.001204-0.00050194i,0.0011598-0.0010762i,0.0013177-0.00045237i,0.0013338+0.0002009i,0.0016682+6.5697e-05i,0.0019024-0.00038907i,0.0010444-0.0014034i,0.00070859-0.0017258i,0.00053465-0.0011537i,0.00029812-0.0011789i,0.00069127-0.00084354i,0.00080025-0.00034825i,-9.1079e-05-0.0008162i,-0.00037329-0.00082175i,-0.00010958-9.9515e-07i,-0.00024998+0.00061708i
-0.00017653-0.00067582i,-0.00041922-0.0007432i,-0.00084043-0.00032352i,-0.00031411+9.7203e-05i,-0.00018094-0.00038446i,-5.2633e-05-0.00063353i,0.00010354-0.00044502i,-0.00044821-0.0008942i,-0.00034917-0.00090167i,0.00062395+8.1e-05i,0.00052878+0.00083678i,0.00011222-0.00029392i,0.00033652-0.0012184i,0.00012365-0.00106i,-0.00030524-0.00053312i,5.1049e-05+0.00024438i,-0.00012133+8.115e-06i,-0.00031569+2.7061e-05i,-7.4221e-06+0.00024831i,-0.00038186-0.00033165i,-0.0008042-0.00078726i,-0.00016079-0.00089822i,0.00057082-0.0007577i
0.00045656+0.00022494i,0.00076698+0.00043907i,0.00012311+0.0001324i,0.00051449+7.8281e-05i,0.0017608-6.6284e-05i,0.0011997-0.00013449i,0.00040309-0.00072616i,0.00025268-0.00098551i,0.00044818-0.00077392i,0.00084846-0.00080293i,0.00020702-0.00043537i,0.00069672-0.00016903i,0.0014046-0.00050307i,0.00098035-0.00069723i,0.00045257+2.1925e-05i,0.0011523+0.00048656i,0.0011975-0.00015346i,0.0010019+9.2246e-05i,0.0008317+0.0010688i,0.00073994+0.0010853i,2.1301e-05+0.0003833i,-0.0003029+0.00020217i,0.0006287-6.7013e-05i
-0.0013273+0.00099686i,-0.0016085+0.00077735i,-0.0010586+0.00067684i,0.00053347+0.00034112i,0.0013432+0.00060647i,0.00063543+0.0002514i,7.4019e-05+0.00011849i,-0.00039368+8.5989e-05i,-0.00059562-0.00051498i,0.00017475-0.0004257i,0.00030203+5.7182e-05i,0.00020679+0.00012965i,0.00043807-0.00060321i,0.00028488-0.00098091i,0.00044728-0.00051828i,0.00011294+2.4284e-05i,-0.00034289-0.00081575i,0.0003231-0.00062129i,0.00024861-0.00015834i,-0.00035443-0.00029811i,-0.00012729+6.7277e-06i,0.0001386+0.00062751i,0.00028362+0.0012353i
0.00084062-0.002516i,0.00013111-0.0019903i,-0.0010617-0.0017512i,-0.0011321-0.0014325i,-0.00041366-0.00060132i,6.1279e-05+0.00069781i,-0.00063723+0.00075624i,-0.0005943+0.00026945i,-6.2578e-05-0.00051785i,-0.00040045-0.00068398i,-4.7917e-05+5.7455e-05i,0.00059185+0.00065361i,0.00081174+0.00018359i,0.0014009+4.8928e-05i,0.0012328+0.00010528i,0.00046981+5.1046e-05i,0.00069161-0.00018736i,0.0010568-0.00032728i,0.00098641-6.6572e-05i,0.0013509+0.00012084i,0.00046865+0.0001348i,-0.00074554-0.00028587i,-0.0006336-0.00027678i
-0.0002712+0.0017267i,0.0010375+0.0014977i,0.0027312+0.0028128i,0.0028678+0.0027508i,0.0030249+0.0010635i,0.0025141-0.00086492i,0.0011565-0.0013246i,0.00064272-0.0011427i,0.00092753-0.00096635i,0.0016896-0.00043226i,0.0012049-0.00069804i,-0.00013794-0.0011045i,0.00037291-0.0012749i,0.00022227-0.00061306i,-0.0009163+0.0002635i,-0.00032122+0.0001492i,0.00064427+0.00036294i,0.00064879+0.00066552i,0.00022311+0.00036014i,-9.6043e-05-0.00013757i,-0.00016163-0.00058287i,-4.8059e-05-0.00048156i,0.00027439+0.0002002i
0.0004614-0.0014828i,-6.9613e-05-0.00037917i,-0.00031993-0.00034203i,-0.00014871-0.00023406i,-0.00087972+1.2616e-05i,-0.0013704-6.1278e-05i,-0.00066856+0.0001065i,-0.00075253-0.00041917i,-0.000338-0.0005423i,0.00033876-1.6562e-05i,-0.00038996+0.00082772i,-0.00073938+0.00027183i,-0.00010426-0.00078429i,0.00014157-0.00083487i,0.00026921-0.00020759i,0.00086383+0.00017969i,0.00055626+0.00012846i,0.00032785-0.00026353i,0.00043812-0.00063279i,0.00075259-0.00043214i,0.00085318-0.00027341i,0.00091096-0.00060302i,0.001029-0.00066867i
