-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
-0.00049232-8.7145e-05i,-0.00036299-0.0007191i,-0.0006478-0.00063379i,-0.00027501+0.00021835i,3.896e-05+0.00029077i,0.00043169-0.00022789i,0.00074047-0.00047607i,-8.0672e-05+7.4227e-05i,-0.00044261+0.00020895i,-0.00013267-0.00047699i,0.00015269-0.00043994i,-0.00046723+0.00030346i,-0.00092846-0.00019686i,-0.00013478-0.0010722i,-2.3937e-06-0.00019762i,-0.00017143+0.00060784i,0.000108+0.00011989i,0.00014772-0.00031479i,4.536e-05-0.00060138i,6.7616e-05-0.00091966i,-3.2162e-05-0.00072126i,-9.3127e-05-0.00045572i,0.00012142-9.0647e-07i
-0.00071488-0.0027656i,-0.0016406-0.001393i,-0.0014491-2.4196e-05i,-0.00030937-0.00027559i,-0.00035373-0.00055915i,-7.6448e-06-0.00014364i,0.00098213-0.00069713i,0.0011238-0.00097957i,0.00024964-0.00081376i,-0.00017119-0.00031965i,5.2536e-05+0.00022563i,-9.6341e-05+0.00023065i,-0.00014026+1.3122e-05i,0.00035223-6.0594e-05i,0.00016904-4.401e-05i,-0.00073533+0.00048672i,-0.00098678+0.00098783i,-0.00084336+0.00083067i,-0.00056905+0.00067953i,-0.00039747+0.0007802i,-7.8809e-05+7.6013e-05i,-0.00020577-0.00065567i,-0.0011722+0.00019082i
0.00033338-0.0011757i,-0.00096608-0.0022418i,-0.0006767-0.0025181i,-0.00053374-0.00085727i,-0.00098966-0.00030598i,-0.001068+3.7991e-05i,-0.00053293+0.0010102i,0.00024149+0.0010649i,0.00036128+0.00055417i,0.00018163+0.00010576i,-0.00061188-0.00043756i,-0.00013834-0.00032199i,0.00052268+0.00024159i,0.00054186+0.00053248i,0.00012406+0.00081103i,-0.00016581+0.0005164i,0.00011602-0.00075744i,-0.00022554-0.00070653i,-0.0002332-5.1258e-06i,-1.3105e-05+0.00022292i,-0.0002854+3.1338e-05i,5.0977e-05-0.0002178i,0.00076876+0.00085469i
0.0009053+0.00061467i,0.0016217+0.0002093i,0.0012153-0.00065972i,0.0006066-0.00096312i,-0.00024763-0.0013808i,-0.00030974-0.00147i,0.00013375-0.0010641i,-0.00026516-0.00086821i,-0.0010045-0.00011789i,-0.00089791-0.00026418i,0.00046452-0.0010272i,0.0010376-0.0009762i,0.00038674-0.00088422i,0.00036724-0.00054382i,6.91e-05-3.2773e-05i,-0.0010218-0.00045637i,-0.001054-0.00090238i,-0.00046742-8.5316e-05i,-4.2354e-05+0.00037174i,0.00029406+0.00078381i,2.6812e-05+0.0006009i,-0.00022455-7.8337e-05i,-0.00031713-0.0005288i
0.0016707+0.0003082i,0.0024836-0.00021861i,0.001535-0.00095101i,0.0011076-0.0014138i,0.0014841+0.00013969i,0.00067087+0.00096754i,-0.00035166+0.00092633i,-0.00098009+0.0011221i,-0.0011685+0.00077298i,-0.00037476+0.00078055i,-0.00046039+0.00020685i,-0.00023161-0.00062733i,0.00090111-0.00015943i,0.00095088+5.3656e-06i,0.00070488-0.00029896i,0.00050318+5.8533e-05i,-0.00041479+0.000162i,-0.00077101+0.00031222i,-3.8337e-05+0.00054617i,0.00075278+0.00037665i,0.00015703+0.0001721i,-0.00077192+0.0001222i,-0.00021322-5.842e-06i
-0.00031392-0.0013483i,-0.00069696-0.0015795i,-0.00026022-0.00089959i,5.5514e-06-0.00012961i,-0.00043095-0.00057213i,-0.0011784-0.00045087i,-0.00040117-0.00041012i,-7.3196e-06-0.00061724i,-0.0010709+0.00024113i,-0.00091412+0.00033951i,0.00041412-0.00035975i,0.00078508-0.00056297i,0.0010449+0.00048832i,0.00030715+0.00099122i,-0.00089139+0.00030368i,-0.00019049-0.00057764i,2.7339e-05-5.866e-05i,-0.0002016+0.00045393i,0.00024031-0.00014709i,8.2452e-05+0.0002557i,-0.00027847+0.00039281i,-0.00082269+0.00040832i,-0.00062833+0.0005819i
-0.00031491+0.0004464i,0.0010204+0.0013134i,0.0014923+0.0013518i,0.0010768+0.00025179i,0.0010003+2.4234e-05i,0.0014705-0.00015324i,0.0006511-0.00070996i,0.00020251-0.00091818i,0.00074433-0.00063712i,0.00074849-0.00029287i,0.00022932-0.00024936i,-0.00017385-0.00049524i,0.00015282+0.00010097i,-0.00018563+0.00044968i,-0.00061365-0.00018553i,-0.00093116-0.00017763i,-0.00095248+0.00013806i,-0.00031175-0.0002466i,0.00040939-0.0002602i,0.00021747+0.00020905i,-0.00078536+0.00025326i,-0.00059146+0.00038018i,0.0001215+0.0009983i
0.00078473+0.0038079i,0.002326+0.0031213i,0.0022936+0.0022967i,0.0017644+0.0012298i,0.0013005+0.00043558i,7.1004e-05-2.5706e-05i,-0.00079442-0.00037628i,-0.00065892+0.00010143i,-0.00020353+0.00014407i,-0.00016932-0.00049028i,-0.00070307-0.0010811i,9.5115e-05-0.0010149i,0.00098998-0.00047858i,0.00042686-3.5055e-05i,-0.00093513-0.00058328i,-0.0011863-0.0010617i,-0.00076524-0.00047155i,-0.00072113-9.483e-05i,-0.00016319+0.0001726i,9.5856e-05+0.00014299i,-0.00017616-0.00065073i,-0.00022372-0.00068517i,-0.0001928+1.8082e-05i
-0.00056376-0.0015122i,-0.0011372-0.0016659i,-0.00066916-0.0017968i,-0.00067493-0.001381i,-0.00095213-0.00061279i,-0.00017052+0.00055371i,-7.4706e-05+0.0008002i,5.9733e-05+0.00023235i,0.00033328+7.003e-05i,-3.8142e-05+0.00031673i,-0.00070258+0.0003891i,-0.001224+0.00049442i,-0.0008955+0.00067368i,-0.00034613+0.00085818i,-6.3252e-05+0.0004416i,0.00055854+3.1072e-05i,0.00076546-0.00011399i,0.00031463-0.0003007i,8.078e-05-4.0615e-05i,-0.00019657-0.00045388i,0.00012399-0.00097031i,0.00023324-0.00089091i,-0.00031384-0.00085114i
0.0014389-0.00038157i,0.0026494-0.00093048i,0.00183-0.001671i,-0.00026197-0.0011148i,-0.00086342-0.0012695i,-0.00095634-0.0010709i,-0.00082217-0.00049456i,-0.00060416-0.00052914i,-0.0003002-0.00073388i,4.2258e-06-0.00074455i,-0.00027246-0.00082793i,0.00015371-0.00098638i,0.00023838-0.00079865i,-0.00019713-9.8566e-05i,-0.0010462+0.00049948i,-0.0013792-0.00023774i,-0.00022863-4.1416e-05i,0.00076133+0.00069877i,0.0012026+0.00018833i,0.001225-0.00078983i,0.00074658-0.00099006i,0.00038149-0.00078819i,2.9091e-05-0.0003969i
0.0021225-0.0019768i,0.0018834-0.0013935i,0.0016495-0.0014891i,0.0003837-0.0017546i,-0.00095686-0.00094865i,-0.00047168-0.00031583i,6.4499e-05-5.5839e-05i,-0.00021954+0.00026372i,0.00026959-0.00010087i,0.00057534-0.00060618i,0.00040445-0.00017943i,-4.3763e-06+0.0003681i,-0.00048298+0.00019723i,-0.00051858-0.00024923i,-0.00054972-0.00029548i,-0.00018124-0.00028787i,0.00062541-2.8931e-05i,0.0012132+0.00026622i,0.0011349+0.00050092i,0.00019855+0.00054089i,-0.00060145+0.00018581i,-0.00055786+0.00040159i,-0.00048083+0.00018296i
0.0035327+0.00010477i,0.0031324-0.0013271i,0.0014919-0.002061i,-7.7677e-05-0.0025128i,-0.00047215-0.002289i,-0.00092117-0.0011329i,-0.0014372-0.00038016i,-0.00094291+0.00016688i,-0.00036811+0.00027196i,-0.00019616-0.00030624i,0.0002135-0.00057011i,-0.00021378-0.0009385i,-0.00081173-0.0011757i,-0.0013639-0.00097241i,-0.0016294-0.00081277i,-0.0012822-0.00049129i,-0.00051565-0.00039359i,0.00040191-9.7922e-05i,0.00042426+0.00097161i,-0.00016951+0.001132i,-9.6052e-05+0.00051445i,0.00022373+0.00019376i,-0.00076017-5.8013e-05i
0.0017554+0.0016244i,0.0017703+8.672e-05i,0.00157+0.00042772i,0.001485+0.00054105i,0.0011817-0.0010567i,0.00056919-0.002021i,-0.00019807-0.00095468i,-0.00013257-0.00023346i,0.0001082-6.7845e-05i,0.0004469-0.00055476i,0.00056135-0.0011125i,0.00014228-0.00086402i,-9.3749e-06-0.00056069i,-0.00015173-0.00056579i,-0.00086118-0.00027358i,-0.0010554+7.5421e-05i,0.00031559-0.00049286i,0.00090252-0.00017511i,0.00060267+0.00074971i,0.00028609+0.0003997i,-0.00017589-0.00032846i,0.00021151-0.0011143i,0.00046735-0.0008057i
0.0030907+0.0013119i,0.0038779+0.0012496i,0.0028767+0.00070375i,0.0018492-0.0001497i,0.0011891+2.7306e-05i,0.0011096+0.00053109i,0.00062398+0.00053112i,-0.0003216+0.00063976i,-0.0003689+0.000283i,0.00025218-0.00044432i,0.00091815-0.0003337i,0.00098369+0.00014654i,0.00048081+0.00017084i,0.00053777+0.00015658i,0.0010029-4.5073e-06i,0.00055685-0.00015434i,3.7532e-06+0.00058168i,0.0003023+0.00091837i,0.0012455+0.00026428i,0.00070084-0.00016096i,-0.00012899-0.00030594i,0.00010157+0.00023351i,0.00023931+0.00020079i
0.00086409+0.00037525i,0.00095867+0.0014003i,0.0008719+0.001521i,0.0009591+0.00095096i,0.00038502+0.00095273i,-0.00023134+0.0010267i,-0.00015897+1.3543e-05i,-0.00040909-0.00065146i,-0.00097208-0.0002687i,-0.00077247+0.00018521i,-0.00048581-0.0003766i,5.4424e-05-0.0010616i,0.00014536-0.00034204i,-0.00030792+0.00040037i,-0.0005114-0.00045335i,-0.00038412-0.00084858i,6.8087e-05-0.00036246i,0.00097612+0.00022307i,0.00076787+0.00084212i,0.00035066+0.00050514i,0.00042397-0.00037761i,0.00018223-0.00065574i,-0.00037673+0.00032622i
-0.0022388+0.0022514i,-0.0018459+0.0010427i,-0.0017291+0.00012675i,-0.0018501-1.1908e-05i,-0.00051285-0.00058168i,0.00018633-0.0012836i,-6.0203e-05-0.0012142i,-0.00013059-0.0011573i,-0.00029297-0.00056804i,-0.00039758+0.00035942i,-0.00037392+0.0003105i,-5.1256e-05-0.00027991i,-0.00011041+0.00036879i,-0.0011237+0.00073883i,-0.0015484-0.00010486i,-0.0011692-0.00021002i,-0.00042802+0.00024792i,0.00010607+0.0003865i,0.00026248+0.0007811i,-4.4987e-05+0.00079666i,6.8957e-05+0.00019931i,-2.4933e-05-0.00080727i,-0.00023025-0.0013331i
0.0010703-0.0011759i,0.00013852-0.001744i,-4.0034e-05-0.0012365i,0.00069923-0.00077316i,0.00066989-0.0004072i,0.00025224+0.00021941i,0.00033116+0.00074895i,0.00041562+0.00061824i,0.00029724+2.8659e-05i,-0.00047109-0.0002166i,-0.00092046-0.00043713i,-0.00035959-0.00064635i,0.00018239-0.00039744i,0.00025708-6.9957e-05i,-0.00025693+9.7296e-05i,-0.00092185+0.0001082i,-0.00095086+0.00022681i,-0.00054336-8.1959e-05i,0.0002933-0.00075402i,0.0010944-0.0007156i,0.00083509-0.00084815i,-0.00017981-0.00097573i,-0.00020903-0.00043425i
0.0019771-0.0021214i,0.0021694-0.002404i,0.0019727-0.002868i,0.00078431-0.0025631i,-0.00019141-0.0016888i,-0.00074317-0.0010913i,-0.00081135-0.00047691i,-0.00085739-5.6458e-05i,-0.0011224+9.2518e-05i,-0.00113+0.000224i,-0.00064394+0.00034363i,-0.00013977+0.00015513i,-0.0001335+0.00043894i,-0.0010084+0.0010198i,-0.0018772+0.0013047i,-0.0016446+0.00075375i,-0.00085739+0.00026305i,-0.00098578-5.992e-05i,-0.0012338-1.3852e-05i,-0.00051998+0.00067407i,-0.00026547+0.00072396i,-0.00068056+0.00035362i,-0.00078348+0.00033075i
7.7951e-05-0.00033987i,-0.00055236-0.0008071i,-0.00060658-0.00083991i,-0.0001379-0.00106i,0.00018876-0.0010867i,-0.00015387-0.00069696i,-0.00034967-0.00059052i,-0.00021626-0.0012051i,0.00012787-0.0012065i,0.00041898-0.0012697i,0.00044313-0.0010804i,-9.7411e-05-0.00041277i,-0.00075101+0.00027808i,-0.00086501+0.0004275i,-4.0291e-05-0.00028725i,0.00055372-0.00047427i,4.8432e-05-2.0784e-05i,-0.00015852+0.00054192i,0.00037449+0.00063848i,0.00088014+0.00060274i,0.00085438+0.00061909i,0.00046542+5.2578e-05i,-0.00026509+0.00028074i
0.0015166+0.00021215i,0.0015527-0.00056868i,0.0012748+0.00028439i,0.0011914+0.0018599i,0.0019126+0.0014048i,0.002179+0.0003394i,0.00040256+0.00038002i,-0.00073812+0.00015707i,-0.00028408+6.3886e-05i,0.00027081+0.00039628i,0.00071582+0.00062869i,0.00023137+0.00070288i,-0.00026951-0.00034043i,0.00058157-0.0012864i,0.00035819-0.00085598i,-0.00041876-0.00037487i,-0.00030228+0.00024809i,-2.2102e-05-1.4534e-05i,-0.00052447-0.00022224i,-0.00083514+0.00025152i,-0.00053596+0.000689i,-6.9886e-05+0.00071696i,0.00031478+0.00054097i
0.0014481+0.0016082i,0.0019004+0.00092584i,-0.00062424+2.1903e-05i,-0.0012742+0.00044634i,0.00016761+0.00084548i,2.6165e-05+8.9676e-05i,-0.0010143-0.00051577i,-0.0012816-0.00027483i,-0.00053499-0.00042556i,5.6533e-05-0.00095853i,-0.00031899-0.001189i,-0.0004234-0.0010936i,-4.2279e-05-0.00020239i,-0.00069333-0.00016364i,-0.00076527-0.00050706i,-0.00042493-0.00055564i,-5.6714e-05-0.00080943i,0.00082381-0.00035253i,0.0006662-8.4039e-05i,-4.6061e-05+0.00031769i,-1.9732e-05+0.00072351i,0.00012479+0.00063335i,0.0002823+0.00027154i
0.0015263+0.0010271i,0.0026713+0.00035765i,0.0027003-0.0010794i,0.00053596-0.0017547i,-0.0011723-0.0015867i,-0.00074824-0.00069566i,-1.775e-05+0.0001706i,0.00026446+0.00043867i,0.00039426+0.00045364i,0.00055655-0.00045835i,0.00045627-0.0010643i,0.00040543-0.00036948i,0.001025+0.00014997i,0.00086511-0.00034945i,-0.00029217-0.00044226i,-0.00085103-9.1331e-05i,-0.00079437-0.00073823i,-7.8633e-05-0.00050058i,0.00020491+0.00067684i,0.00027941+0.0010588i,0.00028525+0.00033033i,-0.00052513+0.00014573i,-0.00090916+0.00061701i
0.00082866+1.9473e-05i,0.0014736-2.1987e-05i,0.00034653+0.0011045i,0.00044472+0.00095202i,0.00059598-0.00040731i,0.00027958-0.001318i,-0.0004028-0.00072846i,-0.0007055+0.0004154i,-0.00060549+0.0014813i,-0.00095294+0.00096461i,-0.0011352-0.00047317i,-0.0010393-0.00071258i,-0.0012178-0.00030032i,-0.0010983-0.0011355i,-0.00060957-0.0013862i,-0.00070237-0.0002098i,-0.00031347-0.00010526i,0.0001954-0.00044198i,0.00059651-0.00022075i,0.00059549+0.00018763i,-0.00037564-0.00010652i,-0.0010105-0.00037111i,-0.00094552+0.00012622i
-0.00032296-0.0035026i,-0.0013775-0.0026965i,-0.0022836-0.0014709i,-0.0025184+0.00011023i,-0.0020827+0.0013639i,-0.0010408+0.0015374i,0.00047631+0.00056731i,0.00095823-6.1814e-06i,-0.00037108-7.2102e-05i,-0.0010411-0.00020821i,-0.00032075-0.00012777i,-0.00029505-0.00021468i,-7.9425e-07-0.0004512i,0.00039644-0.00014239i,0.00031385+0.00033761i,0.0004552+0.00038123i,0.00085286-0.00021585i,0.00078037-0.00055364i,0.00030352-0.00049035i,8.7757e-05+4.8594e-05i,0.00031443+0.0010179i,0.00083562+0.0010826i,0.00044978+7.017e-05i
0.0010544+0.00029195i,0.0012526+0.0005939i,0.0012462+0.00039836i,0.00027086-0.00028646i,-0.00040394-0.0010849i,-0.00054547-0.00081939i,-0.00032443+9.2221e-05i,0.00040134-0.00013704i,0.00068685-0.00084287i,0.00010282-0.00051334i,0.00035241+0.00041535i,0.00064071+0.00041225i,0.00034821+0.00052307i,-0.00039984+0.00093903i,-0.00053793+0.00056951i,-0.00032283+0.00059426i,-5.6069e-05+0.0004031i,0.00042961+0.00033088i,-1.3988e-05+0.00032707i,2.4738e-05-0.00011546i,0.00016739+2.9636e-05i,0.00017095+0.00044996i,7.753e-05+0.00056445i
0.0016484-0.0014781i,0.00081916-0.0021287i,-0.0008917-0.002646i,-0.0017258-0.0016945i,-0.00090915-0.00096357i,-8.4153e-05-0.00065102i,-0.00012309+6.4866e-05i,0.00017148+0.00019384i,0.00010403-0.00054839i,0.00017199-0.00097747i,0.0003603+0.00019468i,-1.9122e-05+0.00073604i,-0.00029553+0.00095889i,-0.00026007+0.0010528i,-0.00046815+0.00015707i,-0.00057133+1.4916e-05i,-0.00070934+0.00040099i,-0.00064553+0.00078837i,-9.7428e-05+0.0011436i,8.2363e-05+0.00061348i,-0.00031146+0.00051745i,-0.00047583+0.00027435i,-0.00033788+0.0006252i
-0.00114-0.00012004i,0.00045911-0.0017289i,0.0013354-0.0011068i,0.00042777+0.00011775i,0.00064418+0.00029998i,0.00076638-7.5705e-05i,0.00067611-0.00079312i,0.00040141-0.00035474i,9.8331e-05-6.7791e-05i,0.00037423-0.00026618i,9.8852e-05+0.00025259i,-0.0011944+0.00025865i,-0.0011817-0.00022692i,-0.00011408+3.1165e-05i,-9.9916e-06-4.0346e-05i,0.0001177+0.00048213i,0.00063282+0.0014645i,0.0002961+0.0013527i,-0.0005023+0.00061952i,-0.0006987+7.608e-05i,-0.00090496+0.00057304i,-0.00065561+0.00087481i,-0.00098055+0.000311i
0.00049945-0.0003342i,0.00099505-0.001666i,0.0016924-0.0018683i,0.00074456-0.0011491i,-3.8431e-05+0.00032056i,-0.00011549+0.00079934i,-0.00075635+0.00050488i,-0.0010168+0.00047415i,-0.00037202+0.00038714i,-0.00050185+0.00024342i,-0.00054388-0.00035056i,0.00017686-0.00057548i,-0.000171-0.00021331i,-0.00012239+0.00013788i,0.00021173+0.00032108i,-0.00033884+0.00021889i,-0.00017773-0.00057464i,-0.00056345-0.00085828i,-0.00065841-0.00022224i,-0.00021231-0.00028767i,-8.2181e-05-0.00036029i,-7.0625e-06-0.00027818i,7.5129e-05-0.00033036i
2.6381e-05+0.00092937i,0.00018723+0.00099745i,0.00028352+0.00082178i,-0.00029914+5.8069e-05i,-0.00053676-0.00051671i,-0.00047037-0.0008147i,3.6791e-06-0.00091024i,0.00041486-0.00091778i,0.00061908-0.00044742i,0.0002332-0.00045002i,0.00020795-0.00043127i,0.00048697-0.00027335i,0.00070401-0.00089962i,0.0011924-0.00058106i,0.0005203-2.0377e-05i,-0.00022428-0.00019976i,0.00012786+0.00056653i,-0.00031668+0.00080573i,-0.00020681+1.0745e-05i,8.8447e-05-8.2599e-05i,-0.00026727+0.00039567i,-0.00013385+0.001404i,-0.00040696+0.0012816i
-0.00051162+0.00034015i,0.00078877-0.00091562i,0.002242-0.00061864i,0.0020045+8.2735e-05i,0.00098343-0.0002088i,7.4437e-05-0.00049348i,-0.00031175-0.00032189i,-0.00018742+0.00034018i,-0.00033061+0.00036529i,0.00027523+0.00030726i,0.0010708+0.00077455i,0.0012294+0.0010765i,0.00098231+0.00058612i,-3.8607e-05-0.00015493i,0.00012303-0.0011027i,0.00051423-0.00097522i,-0.00040109+6.4493e-05i,8.0812e-05+0.00025024i,0.0011213+0.00016276i,0.0016019+0.0005319i,0.00065611+0.00094455i,-0.00048947+0.0009148i,-0.00032186+0.00093162i
-0.00010235+0.00095918i,0.00044208+0.0011395i,-0.00038202+0.0010158i,-0.00086809+0.0010569i,-0.00012152+0.001177i,0.00078099+0.00036083i,0.00022694-0.0002678i,-0.00068059+5.5929e-05i,-0.00034433+0.00059409i,0.00025661+0.00028111i,0.00014727-0.00044736i,-0.0002047-0.00024057i,0.0002515-0.00016979i,0.00017555-0.00026868i,-0.00020819-0.00070044i,-7.1481e-06-0.00095507i,0.00082481-0.00096286i,0.0011758-0.00067167i,0.00048107-7.6905e-05i,-0.00024527-6.0971e-05i,-0.00051432-5.2149e-05i,7.142e-05+0.00013561i,0.00061997+0.00074202i
0.0011758-0.00050919i,0.0016318-0.0015636i,0.00093255-0.0021957i,0.00029868-0.0010386i,0.00038267-0.0009707i,0.00055195-0.00099712i,0.00033683-0.00050282i,-0.00055482-0.00080855i,-0.0010914-0.00088221i,-0.00074173-0.00040944i,-0.00019299-0.00061637i,-0.00050976-8.9993e-05i,-0.00055185-6.8234e-05i,-0.00070003-5.3683e-05i,-0.00058513-0.0002205i,0.00013237-0.00051951i,0.00021599-0.00043851i,8.7643e-05-0.00097618i,0.00048191-0.0016633i,0.00012908-0.0012361i,-0.00029174-0.00062989i,-0.00027226+0.00021515i,0.00033697+0.00049289i
7.507e-05+0.00085298i,0.0010248+0.0013094i,0.0018424+0.0018574i,0.0012628+0.0016076i,0.00059359+0.00029794i,0.00059431-0.00055454i,4.0168e-05-0.0011464i,-0.00094314-0.00077461i,-0.0006994+0.00055534i,0.00019882+0.00047756i,0.00057559+5.4394e-05i,0.00088596+4.311e-05i,0.00082037-0.00012124i,3.4439e-06-0.00046451i,-0.00030893+0.00018933i,0.00038329+0.0010261i,0.00077397+1.5298e-05i,0.00031975-0.00035061i,0.00024088-1.6981e-05i,0.00059502-0.00019621i,-2.5839e-05-0.00023718i,-0.00018424-9.9039e-05i,0.00030733+0.00041876i
0.0019559-0.0010665i,6.8132e-05-0.0021398i,-0.0012807-0.0028041i,-0.001246-0.002696i,-0.00069561-0.0007293i,0.00015802+0.00073284i,0.00055638+0.00021793i,0.00027751-8.1598e-05i,9.4917e-05+0.00014972i,0.00037464+0.00088328i,0.00050227+0.0014565i,0.00038209+0.00070537i,0.00054829+0.00068614i,7.8522e-05+0.0014361i,-9.8659e-05+0.0009074i,0.00037827+0.0004068i,0.00034387+0.0011158i,-0.0002132+0.00079103i,-0.00038217-2.2358e-05i,-8.3875e-05-0.0002945i,4.5079e-05-0.00035861i,-0.00017937-0.00040825i,-0.00052609-0.00035928i
0.0019887+0.00065419i,0.0015164+0.00064918i,0.00023457+0.00099251i,-0.0001682+0.00091803i,0.0001618+0.00061257i,-0.00021381-0.00031298i,-0.0003572-0.00047127i,-0.00063987+0.00031297i,-0.0012783-0.00019893i,-0.00054527-0.0012383i,0.00068643-0.000774i,0.0002924-4.0376e-05i,-0.00033795-0.00028659i,0.00011643-0.00055011i,0.00023242-0.00092868i,-0.00061037-0.00082987i,-0.00081669-0.00028322i,-0.000181-0.00056572i,-4.6401e-05+0.00026458i,-0.00089084+0.00097063i,-0.0012195-0.00068407i,-0.00048201-0.00061716i,5.7551e-05+0.0005668i
0.0011546+0.00031303i,0.0011422-0.00044193i,0.0012633-0.0013668i,0.00049386-0.0016865i,0.00026963-0.0016972i,0.00067513-0.0019011i,-3.2195e-05-0.0012357i,-0.00059708-0.00020148i,-0.0011885-3.3071e-05i,-0.0011908-0.0001168i,-0.00029352+0.00026316i,0.00018809+0.00017765i,9.3612e-05-0.00044889i,-7.3243e-05-0.0010373i,0.00054945-0.0010884i,0.0004818-0.00047148i,0.00021858+0.0001112i,4.7758e-05-0.000146i,-0.00046841-0.00026747i,-0.0006174-0.00012116i,-0.00056581-3.4851e-05i,-0.00031856+4.8308e-05i,0.00020695-6.0659e-05i
0.00087693+0.00044361i,0.00062709-0.00058955i,-9.3935e-05-0.00010771i,-2.0472e-05+0.00034724i,-0.0003119+0.00032411i,-0.00056854+0.00012354i,-0.00013584+0.0001645i,0.00016856+0.00012692i,0.00033081+0.00015151i,0.00029899+0.00028993i,0.00027714+0.00012469i,0.00019533+6.5875e-06i,0.00051636-0.00015854i,0.00032735-0.00040471i,0.00019738-0.00090562i,0.00036028-0.00085091i,0.00053835-0.00032552i,0.00084064-5.2529e-05i,0.00056711+0.00020557i,0.0005876+0.00061634i,0.00062618+0.0011615i,0.00013614+0.0013004i,-0.00045973+0.0011924i
-0.00095269+0.00032787i,-0.00069569+0.00060693i,-0.0016978+0.0003499i,-0.00188+0.00034221i,-0.0005255+1.3867e-05i,0.00029518-0.000633i,-8.4325e-05-0.00034754i,-0.00034894-0.00011609i,3.7708e-05-2.5782e-06i,0.00073518-0.00038526i,0.00043356-0.00053457i,-0.00040631-5.334e-05i,-0.000766+0.00037926i,-0.00030942+0.00089259i,0.00022292+0.00060513i,0.00035391-9.9119e-05i,-0.00019723-0.00055873i,-0.0007866-0.00079075i,-0.00071816-0.00087845i,-0.00024614-0.0002745i,0.00079606+0.00059342i,0.0013998+0.00070639i,0.00054505+0.00079864i
-0.0009013-0.00073751i,-0.0001457-0.00032023i,0.00086789+0.00030974i,0.00093931+0.0010315i,-0.0001043+0.0016175i,-0.00025629+0.0020732i,0.0002568+0.00042028i,0.00027342-0.00082415i,0.00015442-0.00063724i,-0.0003675+9.6007e-06i,-0.00018193+0.00092762i,-0.00017759+0.00087311i,0.00051609-0.00019983i,0.0014219-0.00016665i,0.0011062+0.00030236i,0.0003731-8.2028e-05i,-9.8598e-06-0.0005992i,-0.00038655-0.00083246i,-0.00096256-0.00016462i,-0.00056949+2.8422e-05i,0.00015962-5.8381e-05i,0.00021028+0.00045078i,-3.7698e-05+0.0002146i
0.00096799-0.00094429i,0.0022648-0.0018407i,0.0011208-0.002524i,-0.00077591-0.0027757i,-0.00071016-0.0020997i,0.00030475-0.00082625i,3.0555e-05-0.00059679i,-0.00053447-0.00093688i,-0.0010615-0.0010313i,-0.00083834-0.00062441i,-0.00029145-0.00040482i,0.00030514-0.0001607i,0.00085664-3.6553e-05i,0.00075474-0.00010716i,0.00058531-0.00027453i,0.00036059-0.00022221i,0.00026271+0.00011995i,-0.00012855+0.00015055i,-0.00010435+0.00061658i,7.218e-05+0.00013651i,-0.0003556-0.00046488i,-0.00010103-8.1906e-05i,0.00027206-0.00015814i
4.6189e-05-0.0010449i,-8.7437e-05-0.0015911i,0.00083765-0.001153i,0.0017117-0.001721i,0.00098339-0.0016884i,-0.00038232-0.00048174i,-0.00053983+0.00057631i,0.00032559+0.0012273i,0.00076291+0.0013054i,0.00036188+0.0002585i,0.0002276-0.0007842i,0.00011461-0.00094211i,-0.00032996-0.00023536i,-0.00099052+0.0003994i,-0.001353+1.9949e-05i,-0.00089238-0.00063571i,0.00012821+0.00024094i,0.00033353+0.00035173i,-0.00028274-0.00024043i,-0.00022653-0.00068387i,9.5909e-05-0.00092253i,0.00038462-0.00048554i,0.00051992-0.00018773i
0.0029801+0.00051129i,0.0034567+0.00052807i,0.0022313+0.00018471i,0.00039637+0.00022229i,-0.00048542+0.00057009i,-0.00040384+0.00053984i,0.00024654+9.4023e-05i,0.00040836+7.9634e-05i,0.00027788+0.00050508i,-1.0889e-05+0.00083802i,-0.00027333+0.00023831i,-0.00011226-0.00020298i,-0.00017284-0.00017696i,-0.00036836+4.2697e-05i,-0.00033274-0.00035954i,-0.00093781-0.00070957i,-0.001012+0.00021485i,-0.00036592+0.00076513i,0.0001089+0.00071447i,6.9349e-05+0.00034172i,4.8211e-05-9.7171e-05i,0.00011866+0.00018038i,-0.00010042-2.8876e-05i
