-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
0.00030901+0.00025065i,0.00052752-0.00014241i,0.0010811-0.00022861i,0.0010633-0.00058381i,0.00087891-0.00053348i,0.00096153-0.00036566i,-4.6011e-05-0.0016964i,-0.0010924-0.0014792i,-0.0012186-2.3493e-05i,-0.00054628+0.00062598i,0.00063531+0.00045594i,0.0014904+0.00027803i,0.0017624+0.00035008i,0.0016054-0.00026758i,0.00079265-0.00061574i,0.00038484-0.00078554i,0.0011233-0.0011127i,0.00094544-0.00064299i,-4.4939e-06+0.00014733i,0.0006955+0.00013535i,0.00080583-6.5949e-05i,-0.00043282-0.00015482i,-0.0010743-0.00068038i
0.00081856-0.003622i,0.00043502-0.0030623i,-7.069e-05-0.003189i,-0.00012996-0.0029936i,0.00079566-0.0017419i,0.0014591-0.001408i,0.0013931-0.0017193i,0.00012777-0.0010056i,-0.0010924+0.00043615i,-0.0017155+0.00025673i,-0.0010491-0.00035297i,0.00046159-0.00045361i,0.0014392-0.00111i,0.0010468-0.0015866i,-3.6655e-05-0.0011416i,-7.5256e-05-0.0010684i,0.00054077-0.0006752i,0.00074153-7.4381e-05i,0.00082179+0.00010263i,0.00039621+0.00017359i,0.00048464-0.0004331i,0.00038833-0.00086561i,-0.00021597-0.00089235i
0.00055763+0.0011589i,0.00069093+0.0015324i,0.00077477+0.0017776i,0.00091687+0.0015985i,0.00068482+0.00086883i,0.00083953-0.00048636i,4.8799e-05-0.00082669i,-0.0013594-0.00030161i,-0.0011076+0.00017735i,-0.00045984+0.00059644i,-5.2788e-05+0.00071991i,0.00033405+0.00049591i,0.00080553+3.709e-05i,0.0011822-0.00042449i,0.00064175-0.001151i,-1.0578e-06-0.001205i,1.2617e-05-0.00083289i,0.00038458-0.00076757i,0.00081021+0.00012089i,-9.3398e-05+0.0010969i,-0.0012265+0.00091308i,-0.0017151+0.00052114i,-0.0012942+0.00021282i
-0.00036119+0.00052872i,-0.00076878+0.00031996i,-0.00051673+0.000332i,0.00050363-0.00046171i,0.0010635-0.00070599i,0.0012419-0.00048034i,0.00095319-0.0005736i,0.00026802-0.00022349i,-5.1582e-05+0.00075209i,-0.00028171+0.0012199i,0.00034025+0.00085345i,0.00084674-0.00020417i,0.00096517-0.00071241i,0.0011904-0.0003543i,0.0010506-0.0006518i,-0.0001016-0.0006231i,-0.00087439-0.00016667i,-0.00073496-0.00015841i,-0.0003552+0.00034138i,-8.9924e-05+0.00093516i,-0.00052317+0.0012673i,-0.00083774+0.0013178i,-0.00061426+0.00066884i
3.7426e-06-0.0019251i,0.00036933-0.0019182i,0.0011477-0.0022502i,0.0012551-0.0009017i,0.0011299+7.0471e-05i,0.0014375-0.00025383i,0.0010808-0.0010062i,-0.0013538-0.00080722i,-0.0021649+0.00014546i,-0.00046491+0.00088377i,0.00098717+0.00096655i,0.0011035+0.00091936i,0.0011576+0.00051733i,0.0013222-5.7022e-05i,0.00053443+7.7782e-05i,-0.00033805+0.00039031i,-0.001108-0.00015602i,-0.0011663-0.00075117i,-0.00082127-0.00025787i,-0.00079708+0.00029023i,-0.00051174-3.8561e-05i,-1.2183e-05-0.00031475i,0.00060732+0.00044841i
-0.00057642-0.0014895i,-0.00011411-0.0015728i,-8.8903e-05-0.001303i,-0.00057143-0.0013941i,-0.00093966-0.0011242i,3.1359e-05-0.0012119i,0.00060081-0.001822i,-0.00060387-0.0014549i,-0.0016551+8.4481e-05i,-0.00084871+0.0010858i,0.0004784+0.00084622i,0.00084775-0.00021935i,0.0014229-0.00081421i,0.0017167-0.00031311i,0.001093-0.00023926i,0.00053603-0.0001013i,0.00054973+0.0003096i,0.00021399-0.00021217i,0.00042345-0.00063684i,0.00037408+0.00030902i,0.00014632+0.00066257i,-1.0529e-05+0.00035114i,-0.00038566+0.00042782i
-0.0012314-0.0014528i,-0.00071966-0.0023569i,-0.0012977-0.0015838i,-0.0011933-0.00013951i,0.00042242+0.00026992i,0.0012225+0.00041217i,-0.000309-0.0006866i,-0.00067401-0.0012896i,0.00031654-0.00033736i,0.00010655+0.00054603i,-0.00020936+0.00092502i,0.00052793+0.00058856i,0.0011886+0.00072271i,0.0016191+0.0010575i,0.0020413+0.00071644i,0.0017132-2.6302e-05i,0.00067093+3.4236e-05i,0.00045967-0.0001004i,0.00011757-0.00091376i,-1.2335e-05-0.00080176i,0.00049189+0.00016883i,0.00067383+0.00015591i,0.0010546-0.00040782i
-0.0022416-0.00082059i,-0.0012685-0.00046252i,-0.001522-0.0011566i,-0.001789-0.0012172i,-0.00071577-0.00079823i,0.00046772-0.0011045i,0.00068428-0.001549i,-0.00061193-0.00039959i,-0.0014847+0.00061214i,-0.00097142+0.00076541i,0.00034786+0.0010225i,0.0013223+0.00050859i,0.0018539+0.00021226i,0.0019611+0.0004141i,0.001025+9.7175e-05i,0.00045979-0.00022834i,0.00054099-0.00016782i,4.8011e-05-0.00094739i,-4.1831e-05-0.0015566i,1.2888e-05-0.00023106i,-0.00028066+0.0011621i,0.00013138+0.00048524i,0.00062962-0.00056263i
-0.0023485+0.0013974i,-0.002469+0.0018644i,-0.00083417+0.0027801i,0.00010386+0.0019569i,0.00085315+0.00062103i,0.0017605-0.00025093i,0.0010657-0.0016564i,0.00022884-0.0018497i,0.00035883-6.5342e-05i,-0.00013663+0.0010709i,-0.00036069+0.0011589i,-3.0504e-05+0.0014268i,0.00069709+0.00090415i,0.0012609+0.00091405i,0.00064301+0.00077295i,0.00045604-0.00031179i,0.00067555-0.00072564i,-0.00035433-0.00077607i,-0.00031988-0.00041396i,-1.405e-05+0.00027071i,0.00024385+0.00024604i,0.000597-0.00020083i,0.000236-0.00023332i
0.0005744-0.00010912i,2.9631e-05-0.00033305i,-0.00015229-0.00038623i,4.2821e-06-0.0014864i,0.00014858-0.001687i,0.00044509-0.0012111i,0.00099047-0.001245i,0.00085179-0.0014365i,-0.00025638-0.00088826i,-0.0011288-0.00018011i,-0.00049809+3.8389e-05i,0.00027398+0.00071516i,0.0008667+0.0009582i,0.00084972+0.00025689i,0.00099802+0.0007859i,0.0015452+0.001048i,0.0007908+0.00068254i,-0.00025769+0.0001777i,-8.3179e-05+0.00029897i,0.00014047+0.00078611i,0.00023858+0.00039989i,0.00010692-0.00010398i,-0.00029885+9.8672e-05i
1.6644e-05-0.0016074i,0.00052164-0.0021018i,0.0014621-0.0028124i,0.0008617-0.0016426i,0.00021109-0.00028443i,0.00092111-0.00020838i,0.00063587-0.0011872i,-0.00011396-0.0015352i,-0.00073783-0.00059062i,-0.0010532+0.0004312i,-0.00042632+0.00054677i,0.00097064+0.00094556i,0.0020938+0.0012204i,0.0017505+0.00038207i,0.00073956-0.00040809i,-9.1789e-05-0.00049443i,-0.00073315+0.0001768i,-0.00051894+5.3099e-06i,-0.00020583-6.6874e-05i,-7.2218e-05-7.9208e-05i,0.00024149+4.9146e-05i,0.00040472+0.00065099i,0.00070143+0.00046215i
-0.00016626+0.0021521i,-0.0018046+0.0017322i,-0.001813+0.0016233i,-0.00087655+0.002116i,-0.00053607+0.0014428i,0.00053506-0.00076899i,0.00060267-0.0019914i,-0.0003772-0.00093961i,-0.0012209-0.00010494i,-0.00078887+0.00030144i,0.00038563+0.00028117i,0.0011524+0.00032272i,0.0016156+0.00028089i,0.001576+0.00023113i,0.0010725+0.00035417i,0.00082381+0.00011125i,0.00078278-0.00041198i,-0.00012448+0.00026076i,-0.00069441+0.00030048i,7.9634e-05-0.00043625i,0.00035617-0.00026896i,0.00050198-0.00053321i,0.00069607-0.00050338i
0.0025702+0.00011874i,0.0026762-0.00040726i,0.0039077-0.0017682i,0.0038742-0.0021397i,0.0018931-0.0016699i,0.00035541-0.001274i,0.00023198-0.0010109i,-0.00028647-0.0012597i,-0.00034993-0.00090867i,5.6024e-05+7.3379e-05i,0.000431-0.00010861i,0.00083958-0.00012879i,0.00078373-0.0001484i,0.00051137-0.00070162i,-0.0002898-0.00082773i,-0.00016308+0.00039625i,0.00082268+0.00044535i,0.0013483-0.0001706i,0.00076329+0.00022507i,-1.9582e-05+0.00076535i,-0.00021824+0.00052085i,0.00033112-4.291e-05i,0.00014572-0.00024509i
-0.00084313+0.0019688i,-0.00085755+0.0020449i,-0.00083018+0.0040925i,-0.00029451+0.00348i,0.00086484+0.0011554i,0.00070791-0.00077346i,-0.00077335-0.0017765i,-0.0011996-0.00046478i,-0.00054806+0.0014546i,0.00038363+0.0015749i,0.0013551+0.0012281i,0.0017695+0.0010257i,0.0018419+0.00085544i,0.0015345+0.00050352i,0.00080365-0.00011868i,0.00047673-0.00039287i,-8.85e-05+2.3799e-05i,-0.0003819+1.3139e-05i,-0.00018061-5.6132e-05i,-0.00070535+0.00053442i,-0.0014172+4.2868e-05i,-0.0010763-0.00032376i,0.00012863+0.0004731i
-0.0026809-0.0011406i,-0.0034351-0.001868i,-0.0036044-0.0023581i,-0.0022431-0.001525i,-0.00044992-0.00051266i,0.00095603-0.00035773i,0.00042678-0.00092169i,-0.00057444-0.0012027i,-0.001434-4.4728e-05i,-0.00099628+0.00068616i,0.00016032+0.000505i,0.00041858+0.00085744i,-5.4397e-05+0.00067828i,-6.4777e-05+0.00016629i,0.00030002+0.0010722i,0.00053897+0.0010793i,0.00035016+0.00088929i,-0.00078492+0.00025398i,-0.0012262-0.00088537i,-0.00063714-0.00088027i,-0.00020086-0.0010432i,0.00042921-0.00047408i,0.00052798-0.00020925i
0.0003246+0.003031i,0.00066773+0.0029579i,0.0011111+0.002396i,0.0018207+0.00089933i,0.0016474-0.00039294i,0.0014163-0.0012592i,0.00063536-0.0011576i,-0.00023973-0.00038893i,-0.00028167+3.5144e-05i,0.00023598+0.00035015i,0.00091333+0.00063901i,0.00098866+0.00023735i,0.0010342-0.00059955i,0.0013193-0.00074103i,0.00042426-0.00090994i,-0.00081835-0.0011799i,-0.00061048-0.00055013i,0.00014752+3.1486e-05i,0.00025698-8.4427e-05i,0.00025472+0.00025754i,-0.00021624+0.00081067i,-0.0002323+0.00093221i,0.00026195+0.00065989i
-0.002364-0.00067793i,-0.0021123+0.00011581i,-0.001792+0.00096576i,-0.0019806+0.00045151i,-0.00034753-0.00035023i,0.0014797-0.00074737i,0.00081504-0.0016335i,-0.00032678-0.0016463i,-0.00083368-0.00037142i,-0.00058929+0.00046522i,0.0002147+0.000852i,0.001097+0.00089222i,0.0014603+0.00048332i,0.0020276+0.00045347i,0.00198+0.00073302i,0.0002044+0.00070875i,-0.00070447+0.00034013i,-0.00032172+0.00043337i,-0.00038814+0.00014515i,-0.00016994-0.00049234i,0.00039692-0.00040159i,0.0003697+4.5582e-05i,-0.00028678-0.00027753i
0.0024042+0.0022486i,0.0019491+0.0013487i,0.0018052+0.0016237i,0.00041789+0.0015162i,0.00052009+0.00021122i,0.00080164-0.00065454i,-0.0001473-0.0011339i,-0.00036274-0.0012254i,0.00027316-0.00011558i,0.00073099+0.00074755i,0.00063468+0.00037576i,0.00081682-1.5194e-05i,0.00048031+5.5806e-05i,0.00026407-0.00027527i,0.00042865-0.00021229i,0.0008394-0.00051741i,0.00064739-0.00060537i,-0.00017713-7.826e-05i,-8.6765e-05-6.517e-05i,0.00039497+4.519e-06i,5.984e-05-0.00023035i,-1.017e-05-6.9151e-05i,-9.1269e-05+0.00033386i
-0.0017233+0.0010718i,-0.0019914+0.0014386i,-0.001332+0.0025138i,-0.00023684+0.0021813i,0.00063453+0.0011536i,0.0013871-0.00072658i,0.0012056-0.0020654i,-0.00018939-0.00073298i,-0.0013384+0.00016284i,-0.00059859+0.00047988i,0.00042973+0.0011133i,0.00030026+0.00090061i,0.00079448+0.00051777i,0.0015286-0.00016561i,0.0012112-0.00040091i,0.00066476+6.3752e-05i,-0.00020694-0.00026341i,-0.00048794-0.00015194i,-0.0001832-0.00017716i,-0.00010223-0.00042459i,-0.00047576+1.872e-05i,-0.00080558-0.0003203i,-0.00068962-0.00065905i
-0.0022267-0.0015125i,-0.0037611-0.0016778i,-0.0037312-0.002689i,-0.0022236-0.0018837i,-0.00018777-0.00068034i,0.00089201-0.00083302i,-8.8032e-05-0.0013889i,-0.0010506-0.00080573i,-0.0018184-0.00025016i,-0.0017037-0.00044495i,-0.00057284+0.00025483i,0.00044901+0.0015723i,0.0006188+0.0023209i,0.0006224+0.00088574i,0.0010226-0.00022931i,0.00093015-0.00031758i,0.00055606-0.00021721i,0.00010737+0.00016074i,-0.00012629-9.0792e-05i,0.00018993-0.00018259i,0.00039638+0.00020522i,0.00028112+0.00031874i,0.00060287+0.00016246i
0.0015943-0.00022302i,0.0022479-0.00023709i,0.002074-0.00039762i,0.0016103-0.00043839i,0.00084141-0.0003166i,0.00067268-0.00073717i,0.00019717-0.0014818i,-0.00040748-0.0013374i,-0.00053056-0.00065904i,-0.00036765+0.00060353i,0.00056908+0.0010719i,0.0011326+0.00052591i,0.0011084+0.0006841i,0.0013584+9.2859e-05i,0.0010867-0.0001996i,0.0005171+0.00022679i,0.0004638+0.00024583i,-0.00015208-0.00018598i,-0.00018905-0.00049262i,0.00090377-0.00030964i,0.001499-5.4819e-05i,0.00091081+0.00045332i,0.0001038+0.00011959i
-0.00094411-0.0004791i,-0.0010331+0.00054124i,-0.00074425+0.00095419i,0.00065796+0.00090821i,0.0013955+1.4179e-05i,0.00059164-0.00076538i,6.2555e-05-0.0017552i,0.00030724-0.0022895i,5.5402e-05-0.0011162i,-2.3903e-05+0.00039435i,0.00025183+0.00081745i,0.0013334+0.00071782i,0.0020725+0.00013786i,0.0018401+8.7886e-05i,0.00069685+1.0524e-05i,-0.00024308-0.00015427i,-0.00071299-6.7992e-05i,-0.00064344-0.00056908i,-0.00079989-0.00043085i,-0.00082295+0.00028485i,-0.0003986+0.00013941i,0.00015989-0.00048082i,0.00037147-0.000689i
0.00086365-0.00063647i,0.00084239-0.0010005i,0.00020788-0.00094319i,0.00014523-0.0010046i,-1.9106e-05-0.0014694i,0.00065023-0.0010076i,0.0017499-0.0002976i,0.00019275-0.00065492i,-0.0011054-0.00042931i,-0.00046133+0.00033071i,0.00088232+0.00029359i,0.00091583+0.00051876i,0.00067175+0.00065222i,0.0013131-0.00046167i,0.00093984-0.0012211i,0.00023132-0.00078574i,0.00026043-0.00061423i,0.00012112-0.00069254i,0.00036708-0.00026371i,0.0013493+0.00035456i,0.00080284-0.00021739i,0.00010401-0.00097908i,0.00021162-0.00043626i
-0.00073497-0.00057033i,-0.00057759-0.00049069i,-3.6847e-05+0.00083602i,0.00010204+0.0014699i,0.0011776+0.0010002i,0.0019675-0.00015721i,0.0011985-0.00069867i,0.00011029+0.00017278i,-0.0010436+0.0010389i,-0.0004293+0.0013878i,0.00079372+0.0014245i,0.0010151+0.00119i,0.0016681+0.0011961i,0.0014897+0.00062834i,0.00079547+0.0002584i,0.00098741+0.000182i,0.00082122-0.00016154i,0.00035939-0.00087809i,-0.0001063-0.0011855i,-0.00015579-0.0011373i,-0.00048473-0.00068523i,-0.00082819-0.00013367i,-0.00045087-0.00024343i
0.0021488+0.00043915i,0.0022272+0.00035514i,0.0026681+0.00043576i,0.0021475-9.0572e-05i,0.0016666-0.00068722i,0.0018639-0.00107i,0.00085812-0.0013378i,-0.00067087-0.00095868i,-0.0005131-6.4137e-05i,0.00016348+0.00072294i,0.00045361+0.00027915i,0.00099815+7.6407e-05i,0.0013808+0.00025356i,0.0010754+0.00026518i,0.00066104+0.00013954i,0.0002031+5.3329e-05i,-0.000283-0.0002616i,-0.00049706+2.6423e-06i,-0.00054067-7.4365e-05i,-2.9758e-05-0.00031443i,0.00071926+0.00054198i,0.00056418+0.00072628i,0.00023112+0.00013738i
-0.00098655-0.00071406i,-0.0014313-0.0020466i,-0.0015038-0.0028551i,-0.00079678-0.0022266i,-3.9314e-05-0.0019961i,0.00089406-0.0016926i,0.00092421-0.0014205i,-0.00051816-0.00068391i,-0.00082377+0.0003223i,4.5874e-05+0.0011828i,0.0005986+0.0014339i,-0.00026896+0.00079425i,-0.00068916-1.2988e-05i,7.2194e-05+0.00047349i,-5.6268e-05+0.00084988i,-0.00038197+0.00094766i,0.00041092-2.6077e-05i,0.001323-0.0012i,0.0010163-0.00081431i,3.5994e-05-3.1092e-05i,-0.00044659+9.8598e-05i,-0.00025246-0.0001468i,-0.00011954-0.00033514i
-0.0012273-0.0010296i,-0.00030007-0.0010306i,-0.001227-0.0010615i,-0.001303-3.9995e-05i,-0.00014954+0.00017724i,0.00069733-0.00092297i,0.00029221-0.0014087i,-0.00051684-0.00099594i,-0.0008662-0.00068645i,-0.00013858-6.5564e-06i,0.0001505-0.00029589i,0.00047355-0.00025157i,0.0011752+0.00058591i,0.0017644+4.6295e-05i,0.0011521-0.00042126i,-6.9089e-05-0.00018886i,-0.00014001+4.2444e-05i,-0.00011825+0.0001145i,-0.00037851-2.0284e-05i,-0.00040429-0.00010372i,3.3749e-05+0.00026527i,-0.00013993+0.00028966i,-0.00062058+0.00020382i
0.0012118-9.8784e-05i,0.0016467-0.00019485i,0.0010427-0.00042125i,0.00062545+3.6614e-05i,0.00061243-0.0002605i,0.00018953-0.00041086i,-0.00047989-0.00053981i,-0.00088556-0.00075449i,-0.00044978-8.389e-05i,0.00015222+0.00060603i,0.00012757+0.0011027i,0.00049776+0.00050688i,0.0012838-0.00011666i,0.0016078-0.00069772i,0.00068056-0.00059536i,-0.00033022-8.911e-05i,-0.00085469-0.00025172i,-0.00077893-0.00015672i,-0.00041025-3.2467e-05i,-0.00033328-8.2764e-05i,-0.00053086+4.428e-05i,0.00017399+0.00061463i,0.0010303+0.00092038i
0.0021577-0.0011278i,0.002027-0.00046144i,0.002019-7.9223e-05i,0.0018452-0.00011639i,0.0013454-4.0138e-05i,6.1204e-05-0.00051711i,-0.00052484-0.0013457i,-0.00012265-0.0010956i,-0.00034952+0.00016858i,-0.00079501+0.00059405i,-0.0001641+0.00023445i,0.00026648-0.00011926i,0.0010382-0.00045145i,0.0013729-0.00094155i,0.00082052-0.00054146i,0.0011685+0.00032695i,0.0018468+0.00014524i,0.0011792+2.3378e-06i,-0.00024955-4.4736e-05i,-0.00081491-0.00021733i,-0.0006255-0.00027065i,-0.00062555-0.0010126i,-0.00090024-0.0013206i
0.0031539+0.0014409i,0.0026655+0.00050975i,0.0021654-3.3696e-05i,0.0012497-0.00010676i,0.0008917-0.00055262i,0.00031037-0.00097573i,1.9637e-05-0.0010774i,-0.00013786-0.00061354i,0.00011698+0.0001112i,0.00053522+0.00029749i,0.00094796-7.601e-05i,0.0010123-0.00020359i,0.00045397-0.00041372i,6.3103e-05-0.00089698i,0.00031545-0.0011714i,-0.00014847-0.0014575i,-0.0005855-0.0014506i,-0.00024323-0.00085832i,0.00045427+0.00023939i,0.00072161+0.00056406i,0.00022553+0.0002184i,0.00039152+0.00012822i,0.0005542-0.00026538i
0.0005582-0.0005757i,0.00078989-0.0011792i,0.00059528-0.0017787i,0.00035829-0.00070469i,0.00047486+0.00010672i,0.00038985+3.8981e-05i,-0.00033174-0.00085268i,-0.0012307-0.0018194i,-0.0013698-0.0010344i,-0.00044611+0.00048438i,0.00053872+0.0010957i,0.00041489+0.00058334i,8.1602e-05-0.00037366i,-0.00019832-0.00031721i,-0.00024797+0.00038875i,-0.00067744+4.0589e-05i,-0.00076805-0.00045187i,-0.0004446-0.00032392i,-0.00030651-4.7728e-05i,-0.00030268+0.00013393i,9.6342e-05+0.00014178i,0.0001696-0.00051881i,4.5786e-05-0.00064505i
0.0012574+0.00018822i,0.00079545+0.0010474i,0.0015313+0.00078238i,0.0019211-0.00044209i,0.00080809-0.00087378i,0.00084113-0.00085113i,0.0001095-0.0010372i,-0.00087915-0.00069918i,-0.00057289+0.00049434i,-8.0739e-05+0.00048176i,5.8825e-05+0.00026283i,0.00068675+0.00051571i,0.0016309+0.0005099i,0.0016435+0.00052572i,0.0010725+0.00010456i,0.00052533+0.00013502i,-0.00017999-0.00036991i,-0.00063958-0.00090788i,-0.00035417-0.00053803i,1.3298e-05-0.00051305i,0.00017002-0.00066053i,0.00036332-0.00042425i,-2.662e-05-0.00021881i
0.00020441-0.0017924i,0.00023235-0.0021388i,-0.00070344-0.0021661i,-0.0006128-0.00083282i,-0.00022111-0.00019138i,-0.00035301-0.00075834i,-2.8737e-05-0.00046914i,-0.00026455-0.00013606i,-0.00079587-0.0002052i,-0.00076894-5.7455e-05i,-0.00040435+0.00016269i,0.00027879+0.00047938i,0.0012257+0.00054913i,0.0014895+0.00020162i,0.00063885-0.0003001i,-0.0001719-0.00011563i,0.00011707+0.00014779i,0.00039395-4.2196e-05i,0.00053475-0.00035592i,0.0011102-0.00013238i,0.001035-0.00013913i,0.00085116-0.00051536i,0.00057493-0.00069408i
5.701e-05-0.00018533i,-0.00025335-0.00039883i,0.00041951+0.00016494i,0.0010975-0.00045601i,0.0017937-0.0006829i,0.0016022-0.00058306i,0.00090088-0.0011278i,-0.00016244-0.0011987i,-0.00071348+9.4967e-05i,-7.2717e-05+0.001151i,0.00047478+0.001133i,0.00094998+0.0013104i,0.0013753+0.00022852i,0.0017378-0.00033099i,0.0010774+0.00012255i,0.00030076+0.00032133i,0.00038538+0.00014206i,0.00048056-0.0013405i,-0.0002292-0.0016744i,-0.00033777-0.00072781i,0.00023479-0.00015776i,0.00062547+0.00062099i,-0.00026144+0.00062361i
0.00084387+0.00061737i,-9.1841e-06+0.0013068i,-0.00035477+0.0006742i,-0.00013165-0.00047978i,8.6521e-05-0.00051358i,0.00030057-0.00048273i,-0.00039282-0.00080686i,-0.0011222-0.00068325i,-0.00098196+8.3584e-05i,-0.00036715+0.00073279i,8.6534e-05+0.000199i,0.0010837-0.00076943i,0.001915-0.00066096i,0.0013946+1.5654e-05i,0.00012213-0.00017445i,0.00012917+0.00011538i,0.00020174+0.0006768i,-0.00040182+0.0003597i,-0.00066286-6.5614e-05i,-0.00025188-0.00036871i,2.2881e-05-4.8279e-05i,-0.00059185+0.00070817i,-0.00055093+0.00071002i
0.00046908+0.0018243i,0.00090992+0.0020197i,0.0011474+0.0024262i,0.0010486+0.0012719i,0.0013655-0.00017694i,0.0014751-0.0010031i,0.00070091-0.0019262i,-0.00034115-0.0020663i,-0.0008367-0.0011186i,-0.0010001-0.00047907i,-0.00062734-2.0018e-05i,0.0002086+0.00032582i,0.00085965-0.00012747i,0.0011104-0.00054727i,0.0012081-0.00021465i,0.001032+0.00025309i,0.00053001+0.00017659i,0.00019491-0.00047399i,3.9484e-05-0.00067486i,4.4973e-05+0.00048654i,0.00024126+0.0010889i,0.001009-0.00037601i,0.0006351-0.001124i
0.00092381-0.0021781i,0.00011425-0.002664i,-7.408e-05-0.0029836i,8.4314e-05-0.0015472i,-0.00053933+0.0005171i,-0.0012232+0.00014919i,-0.00049961-0.0014707i,-0.00010428-0.0019666i,-0.00065656-0.0014271i,-0.00030062+0.00020405i,0.00022556+0.00072969i,0.00046234-0.00015541i,0.00069346-0.00053044i,0.00067021-0.00029471i,-0.00011751-5.8447e-05i,-0.00047993+9.9466e-05i,0.0004023-0.00026577i,0.00048496-0.00071085i,-0.0001968-0.00032594i,-0.00069765-0.00051739i,7.2801e-05-0.00057591i,0.00071493+0.00026649i,0.00053765+0.00021987i
0.00072706-0.0010894i,0.00035128-0.0017298i,-0.00051667-0.0013425i,-0.00090746-0.00086674i,-0.00054595-0.0010106i,0.0003254-0.0010291i,0.00016051-0.00064966i,-0.0003981-0.00093746i,-0.00075075-0.00058026i,-0.00098393+0.00010294i,-0.0002714-0.00018695i,-0.00049188-0.00057498i,0.00010224-0.00091696i,0.0011774-0.00044539i,0.00066379+0.00060203i,0.00045081+0.00044287i,0.00045348+0.0003456i,0.00025902+0.00073977i,0.00021868+0.00089581i,8.4815e-05+0.00067188i,-0.00058804+0.00026942i,-0.0010085+0.00042465i,-0.00093501+0.00071356i
-0.0022596+0.00086758i,-0.0019823+0.00084718i,-0.0016927+0.0012833i,-0.00024577+0.001051i,0.00095011+0.00022673i,0.00089621-0.00095659i,-9.2324e-05-0.0015585i,-0.00089134-0.0011979i,-0.0010655-0.00088235i,-0.00012407-0.00048252i,0.00069915-1.0097e-05i,0.0012019+0.00028882i,0.0014439+0.0011053i,0.0012366+0.00076662i,0.00121-0.00021217i,0.00041014+0.0001026i,-0.00046746+0.00047923i,-0.00063297+0.00012151i,-0.00025583-6.9188e-05i,2.4189e-05-0.00018196i,0.00035026-0.00037805i,0.00091326+0.00016865i,0.0007737+0.00030348i
0.0012696+0.00066473i,0.0011617+0.00051382i,0.0014846+0.00020245i,0.0013702-0.00024789i,0.00070269-0.00073195i,-0.00048469-0.00087986i,-0.0011495-0.00035132i,-0.0013719-0.00030897i,-0.0006539-0.00032177i,0.0010593-1.8102e-05i,0.0018426+0.00021175i,0.0013987+0.00075766i,0.00092274+0.00066837i,0.00077974+0.0002219i,0.00078496-0.00061147i,0.00044512-0.00060327i,0.00080561+1.6803e-05i,0.00079163+8.9916e-05i,1.953e-06-0.00021993i,-0.0003929-0.00051124i,-0.00041698+0.00029461i,0.00013872+0.00059835i,0.00041766+0.00016914i
0.0014799+5.2443e-05i,0.0017367+3.874e-05i,0.0014022-9.5686e-05i,0.0016623-0.00028032i,0.0019941-0.00044227i,0.0012384-0.00081856i,-6.3051e-05-0.0015326i,-0.00095112-0.0018716i,-0.00085599-0.0010161i,-0.00042182-1.0699e-05i,0.00035186+0.00011458i,0.00095246-1.6826e-05i,0.0011106+1.5726e-05i,0.0013102+1.233e-05i,0.00082001-0.00021146i,-0.00058876-0.00035848i,-0.00056798+0.00011798i,-0.00013826+3.9365e-05i,-0.00086631-0.00055534i,-0.0010012-0.0002303i,-0.00011674+0.00038346i,0.00040789+0.00012156i,0.00065438+0.00039632i
0.0025845+0.00036837i,0.0023713+0.0020023i,0.0024483+0.0018483i,0.0021096+0.00082703i,0.0012749-0.00041152i,0.00060067-0.00085767i,0.00016652-0.00082848i,-0.00078075-0.0013212i,-0.0013114-0.0012266i,-0.00029969-9.2663e-05i,0.00049273+0.00045466i,0.00032338+0.00013627i,0.00075081-0.00042557i,0.0006816-0.00073251i,0.00036548+8.5139e-05i,0.00019285+0.0008717i,-0.00019663+0.00042977i,-0.00029489-3.8406e-05i,-0.0001412-0.00047448i,-0.0002322-0.0011897i,-0.00030471-0.00064857i,-0.00036762+0.0001939i,-0.00025002+0.00034434i
-0.0035907+0.00040364i,-0.0034116+5.726e-05i,-0.0029025+0.0011164i,-0.0013942+0.001771i,0.0011244+0.0011743i,0.0018167+8.4074e-05i,0.00039656-0.0011358i,-0.0006114-0.0018973i,-0.0015398-0.00091938i,-0.0013914+0.00094426i,-0.00033766+0.0013679i,0.00055333+0.00086163i,0.00058483+0.00024615i,-0.00011108+6.2477e-06i,0.00040968+0.00045514i,0.00052189+0.00019979i,0.00011938-0.00026767i,-5.9207e-05-0.00074073i,6.0419e-05-0.00035438i,0.00029744+0.00050678i,7.7547e-05+0.00057159i,0.00079674-0.00017424i,0.0010022-0.00048706i
