-0.0017667-0.0016252i,-0.0023791-0.0023627i,-0.0030184-0.0011926i,-0.0026558-0.00022766i,-0.00098712+0.00069526i,-0.00014998+0.0016017i,-0.00059269+0.0015648i,-3.4786e-05+0.0014938i,0.0014104+0.00063091i,0.00097313-0.00048752i,0.00055748-0.00083354i,0.00052679-0.0010024i,0.00042495-0.00038577i,0.00058979+0.0010307i,0.00014631+0.00095154i,-0.00014764-0.00016724i,-0.00040753-0.00039315i,6.5277e-05-4.5131e-05i,0.00097268-4.6687e-05i,0.001067-0.00022193i,0.00082358+0.00033467i,4.468e-06+0.00075926i,-0.00046054+0.00012258i
0.0011529-0.0039229i,0.00021624-0.0049333i,-0.0005684-0.0044393i,-0.00038355-0.0034029i,9.1298e-05-0.0025444i,0.00082243-0.0011814i,0.0012052+0.00019711i,0.00077789+0.0012215i,0.00048561+0.00025766i,0.00044909-0.001098i,0.00019824-0.00092731i,0.00029062+0.00025038i,-6.3907e-05+0.0011593i,-0.00047633+0.001329i,0.00015846+0.00077692i,4.4838e-05+0.00047655i,-0.00022229+0.0003456i,-3.5159e-05-1.5518e-05i,0.00015511-0.00064998i,-0.00012825-0.00033705i,-0.00051361-3.4309e-06i,-0.00014515-0.00027637i,-8.1034e-05-0.00035837i
0.00074823-0.0036893i,0.00046126-0.0041627i,-0.00029734-0.0027396i,7.5916e-05-0.00094515i,0.0010869-0.00030443i,0.0020056-0.00061332i,0.0013288-0.00064035i,0.00051791-0.00047888i,2.8897e-05-0.00040619i,-0.00056409-0.00042575i,-0.00097243-0.00020326i,-0.0012733-0.0004197i,-0.00075339-0.0006346i,-0.00047792-0.00042523i,-0.0003807-0.000252i,-5.9518e-05+5.4935e-05i,6.4235e-05-0.00036682i,0.00062892-0.0006831i,0.001033-0.00031005i,0.00093753+0.0002956i,0.00081747+0.00036919i,0.000469+2.4307e-05i,-4.0791e-05+0.00012003i
0.00065626-0.00088156i,0.00027775+0.0012927i,1.1809e-05+0.0019043i,-0.00054687+0.00070505i,-0.00073753-0.00097566i,-0.00018495-0.0018672i,0.00064473-0.0014511i,0.00076379-0.00017182i,0.00074927-0.00021563i,0.00079434-0.0009328i,0.00025707-0.0011143i,0.0001537-0.0004975i,0.00025639+0.00058557i,0.00015981+0.00013395i,0.00016661-0.00094664i,2.9381e-05-0.00044669i,-0.00022555+2.5742e-05i,-0.00030593-0.00035766i,-0.00021732-0.00032875i,-0.00022113-0.000458i,-6.7557e-05-0.00062046i,-0.00015699-0.00028956i,-0.00067718+0.0007843i
-0.0001215+0.0015562i,-0.00055428+0.00030194i,0.0003876-0.00035382i,0.0014105-0.0002125i,0.0010676-0.00060771i,0.0010494-0.00031194i,0.0015792+0.0005011i,0.0016238+0.00020289i,0.0012081-0.00021051i,0.00048504+0.00038004i,9.4006e-05-3.3789e-05i,0.00071456-0.00053399i,0.0005102-0.00046284i,-0.00052298-0.0006256i,-0.0011613-0.00048019i,-0.00075491-0.00010987i,-0.00018457+0.00065702i,-0.00085878+0.00065054i,-0.00087886-1.8482e-05i,0.0003337-2.6723e-05i,0.0005453+0.00023598i,-4.7993e-05-4.7677e-05i,-0.0002043-0.00051271i
-0.0025558-0.0013392i,-0.0029336-0.0016767i,-0.003085-0.00068984i,-0.0011388+0.00079859i,0.00075022+0.0012906i,0.0021224-0.0001451i,0.0022758-0.00074677i,0.00078528-0.00045768i,-0.00044596-0.00060891i,-0.0002407-0.00073751i,0.00023393-0.00050101i,0.00012472-0.00099507i,-0.00034316-0.0010963i,-0.00071173-0.00066781i,-0.00013925-0.00099919i,0.00039149-0.00062582i,0.00048411+0.00036302i,0.0002531+0.0003185i,-0.0004193-0.00042931i,-0.00059713-0.00063692i,-0.0001287-0.00048094i,1.3913e-05-0.00058263i,0.00010704-0.0011346i
-0.0019468-0.0027212i,-0.00095486-0.0022364i,-0.0014411-0.00053936i,-0.0017459+0.00089948i,-0.00069908+0.00017588i,0.00088903-0.00086474i,0.0010349-0.00053664i,0.00040851-0.00041496i,0.00012694-0.00040838i,-0.00084314+4.0175e-05i,-0.00065169+0.00060125i,8.4525e-05+0.00032503i,0.00027079-0.00059066i,0.00057013-0.00018526i,0.00038434+0.00027349i,3.5765e-05-0.00041615i,-0.0003793-0.0010812i,-4.5284e-05-0.0011077i,0.00034299-0.001015i,-8.9027e-05-0.00098815i,-0.00056203-0.00052894i,-0.00059211-0.00067729i,-1.1325e-05+0.00011342i
0.0023358-0.00057298i,0.0013288-0.00061827i,0.00025675-0.0026423i,-0.00036271-0.0030109i,0.00048237-0.0016358i,0.0018403-0.00023214i,0.0022619+0.00081982i,0.0014659+0.0012846i,0.00056887+0.00066824i,0.00043857-0.0003781i,0.00011282-0.00027367i,-0.00032607-0.0001205i,-0.0003244-0.00040495i,-0.0002519-0.00069303i,-0.00060912-0.00053667i,-0.00039185+1.6648e-05i,0.00044588+0.00030989i,0.00047271+0.00044159i,-0.00023444+0.00020515i,-0.0002394+0.00023381i,0.00043641+0.00046878i,0.00017812+5.2731e-06i,-0.00055526-0.00053381i
0.00026603-0.0018414i,-0.0020388-0.0019138i,-0.0031362-0.001457i,-0.001443-0.00052004i,0.00060968+0.00076188i,0.0013964+0.0011512i,0.0013186+0.0010528i,0.00068513+0.0012758i,0.00026462+0.0010916i,-6.8076e-05-0.00013825i,-7.5558e-05-0.00059549i,0.0002064-0.00031927i,-8.2897e-05-0.00089875i,-0.0003325-0.00080781i,-0.00027212-0.00032912i,0.00018008-0.00054965i,0.00033198-0.0011444i,0.00014554-0.00069229i,0.00021391-4.3262e-05i,0.00075883-0.0002143i,0.00081246-0.00022067i,5.5031e-05+0.00037614i,0.0001361+0.0014566i
0.00043043-0.0021511i,-0.00090775-0.0034911i,-0.0012198-0.0011393i,-0.0014229+0.00074115i,-0.0015721-0.00020411i,-0.001346-0.0014444i,-0.0006408-0.0013949i,4.4066e-05-0.00075739i,0.00016409-0.00092397i,-0.0001075-0.00095913i,-5.987e-05-0.00029586i,0.00021738+0.00036325i,0.00085058+0.00028188i,0.00054117+0.0002417i,-0.0010194+0.00031355i,-0.0012964-0.00026295i,0.00025195-0.00065021i,0.0014085-0.00031429i,0.0003921+7.0926e-05i,-0.00086327-1.0473e-05i,-0.00050279-0.00032509i,0.00019917-0.00044165i,0.00025232-0.00022471i
0.0010817+8.1828e-05i,0.0018064-0.0019377i,0.0013786-0.0025852i,0.00073494-0.002023i,0.0016583-0.00095178i,0.0024252-0.00076079i,0.0016799-0.0011329i,0.00090588-0.0010491i,0.00060236-0.00049662i,0.00032417-0.00020676i,0.00046764-0.00041971i,0.0003706-0.00018955i,-5.7214e-05+0.00013933i,-0.00029738+0.00050489i,-5.7303e-05+0.0005444i,0.00032245+0.00032674i,0.00062771-0.00019257i,-0.00010907+3.6179e-05i,-0.00050929+0.00012498i,4.3801e-05-0.00065489i,-0.00017479-0.0008643i,-0.00054249-0.0006588i,-0.00063019-0.00042005i
-6.4122e-05+0.0017128i,-0.00031813+0.0030406i,-0.00027749+0.0033073i,0.00072819+0.0022097i,0.0017381+0.0015925i,0.0020892+0.0019875i,0.0013004+0.0014559i,0.00032778+0.00057014i,-0.00015795-0.00012453i,-0.00016883-0.00056411i,-0.00026055-0.000875i,-0.00024383-0.00042345i,0.00037402+5.6066e-05i,0.00051415-0.00060846i,6.7645e-05-0.0008571i,0.00014737-0.00042114i,0.00029906+0.00043409i,-0.00026678+0.00096255i,-0.00059462+0.00010082i,-9.5722e-05-0.00056312i,0.00044556-0.0002533i,0.00032437-1.8601e-05i,-0.00019767+7.0893e-05i
-0.0034669+0.00063752i,-0.0038427+0.0010253i,-0.0029537+0.0021322i,-0.0020329+0.0018425i,-0.0018067+0.00030012i,-0.00047122-0.00085258i,0.00070803-0.00099125i,0.00049672-0.00058475i,-2.145e-06-0.00021829i,0.00034756-0.0005099i,0.0011275-0.00033193i,0.00084336-0.00026898i,-6.4628e-05-0.00047168i,-0.00046387-0.00092444i,-0.00055873-0.00071128i,-0.00051776-0.00039732i,-0.00017345-0.00035125i,0.00079276+0.00013021i,0.0010845+0.00031108i,0.00084531+6.421e-05i,0.00045147-0.00023637i,0.00045034-1.6486e-05i,0.00019721+0.00065746i
-0.0020197-0.0042441i,-0.0030248-0.0058726i,-0.0025738-0.0043095i,-0.0013169-0.0020166i,0.00033109-0.00025634i,0.0012442+0.00044082i,0.0012935-9.6103e-05i,0.00070921-0.00066464i,0.00041351-0.00036809i,0.00060423+0.00040768i,0.00011005+0.00086043i,-9.2061e-05+0.00066022i,0.00094535+0.00071435i,0.0011078+0.00087542i,0.00073388+0.00091648i,0.00045603+0.0010474i,0.0001626+0.00058294i,0.00098131+5.26e-05i,0.00056573+0.00049726i,-0.0002995+0.00062113i,-0.00028671+0.00032869i,-0.00035413+0.00051475i,-0.00039148+0.0009399i
0.00070769-0.0013419i,0.00081889-0.0018956i,0.00069245-0.0014572i,0.0014645-0.0015511i,0.0028782-0.0012849i,0.0024276-0.00010571i,0.0012048+5.4532e-05i,0.00098506-0.00020848i,0.00024638-7.5779e-05i,-0.00040207+5.0153e-06i,-0.00039131+1.616e-06i,-0.00038535-9.3842e-05i,-3.5062e-05+7.0011e-05i,-7.6395e-05+0.00079495i,-0.0003903+0.0008012i,-0.0011479+0.00013675i,-0.00070657+0.00033073i,0.00023933+0.00043939i,0.00022094-0.00047538i,-0.00035017-0.00052709i,-0.0008923+0.00028742i,-0.00052908+0.00036881i,0.00016711-0.00013592i
0.00020095-0.00084097i,-0.00041094+0.0012102i,-0.0013716+0.0025067i,-0.00075201+0.0022991i,0.00078042+0.0018376i,0.0017487+0.00038202i,0.0011392-0.0008999i,0.00065451-0.00041954i,0.00048237-0.00035531i,0.00029415-0.00021181i,0.00053835-5.0164e-05i,0.00041786-0.0002988i,0.00025363-4.2987e-05i,-0.00013612+0.00017297i,5.6328e-05-0.00035941i,0.00028274-0.00051817i,-0.00024658+0.00045019i,-0.00073189+0.00034799i,-8.5384e-05-0.00043037i,0.00055103-0.0001712i,0.00050551-0.00039806i,-0.00021626-0.00072875i,-0.00035558+0.00016658i
-0.00020942+0.0013122i,-0.00052897+0.00013904i,-0.00011266+6.6036e-05i,-0.00045585+0.00037419i,-0.00064299+0.00047069i,7.6537e-07+0.00011247i,-0.00035292+0.00010607i,-0.00069037+0.00029872i,-6.0694e-05+7.0065e-05i,0.0002453+4.5574e-05i,0.00050243+1.3973e-05i,0.00044361-0.00045195i,-0.00051244-0.00029217i,-0.0014504-0.0006639i,-0.0017117-0.0010057i,-0.0014243-0.00047477i,-0.0010031-0.00029274i,-0.00037149+0.00021369i,-9.8135e-05+0.0012578i,-0.00033316+0.00049753i,0.00012258-0.00047061i,0.00022806+0.00013813i,0.00032376+0.00064393i
-0.00060487+0.00048659i,-0.0002082-0.00067479i,-0.00093208-0.0019341i,-0.0003698-0.002202i,0.0010836-0.00088547i,0.0014673-0.00015862i,0.0012396-0.00077427i,0.001067-0.00044651i,0.00040895-0.00024434i,0.00016067-0.00055402i,0.00023801-9.8576e-05i,-4.9936e-05+0.00028344i,-0.00040833+0.0003308i,-0.00021173-0.000107i,-0.00014014-0.00082065i,-0.00041679-0.00068525i,-0.00022136-6.0088e-05i,-0.00029585+0.00021365i,-0.00023975+0.00059519i,4.2599e-05+0.00043909i,-0.00015773+0.0001209i,-0.00043035+0.00036123i,0.00031793+0.00044629i
0.00051791+0.00013694i,0.00027443+0.00017i,0.00094772+0.0014143i,0.0018849+0.0019214i,0.0023325+0.00078524i,0.0017222-0.001265i,0.00060818-0.0010745i,-0.00035618-0.00035839i,0.00046104-0.00014016i,0.00082916-0.00030703i,0.00022925-0.00068293i,-4.1187e-05-0.00096191i,4.842e-05-0.00062488i,-9.2107e-05-0.00065363i,-9.5529e-05-0.0017155i,-0.00019743-0.0016855i,-0.00050217-0.00037567i,-0.00018911+0.00017262i,0.00018452+7.5723e-05i,-0.00059779-5.3915e-06i,-0.000549-0.00012453i,0.00024262-5.4293e-05i,0.00039204-0.00083532i
-0.0013742+0.0020712i,-0.002754+0.0026967i,-0.0023706+0.0021141i,-0.00080215+0.00048652i,-0.00030422-0.00085087i,-0.00040771-0.00086785i,-0.00046768-0.0004853i,-9.7369e-05+0.00042154i,0.00039401+0.00032958i,0.00086948-0.00042746i,0.00069383-0.00073094i,0.00054283-0.00079264i,0.00033862-0.001305i,-0.00047075-0.0018i,-0.00061324-0.0012668i,-0.00037526-0.00022466i,1.5488e-05+0.00067081i,-0.00024323+0.00054356i,-0.00080263+0.00029277i,-0.00030087+0.00079898i,0.0004976+0.0010214i,0.0007688+0.00072331i,0.00044287+0.00019748i
-0.0029373-0.002353i,-0.0052738-0.0031723i,-0.0046344-0.0024147i,-0.0014788-0.0011604i,0.00038552-0.00081752i,0.00073887-0.001519i,0.00079699-0.0018629i,0.00065034-0.0012592i,0.00037688-0.0010395i,-0.00045508-0.0012092i,-0.00076465-0.00035018i,-1.5198e-05+0.00055488i,0.00037149+0.00030933i,0.00018098-0.00062134i,8.4598e-05-0.00035969i,-0.00015028+0.00070139i,0.00041512+0.0016681i,0.0012842+0.0012721i,0.0006404-0.00027834i,-0.00013497-0.0008847i,-0.00030598-0.00045528i,-0.00011992+9.1346e-05i,-0.00037669+0.00012622i
0.001908-0.0011814i,0.0022603-0.001944i,0.0034163-0.0018207i,0.0024964-0.00089042i,0.00095017-0.001187i,0.00023135-0.0012608i,-0.00063152+7.9463e-05i,-0.00076048+0.00058244i,-0.00023414+0.00026794i,0.00024958-0.0003024i,8.7613e-05-0.00056016i,9.575e-05-0.0010537i,1.0656e-05-0.0010626i,-0.00064968-6.1883e-05i,-0.0013582+0.00037691i,-0.00099311-0.00011116i,-0.00046385-0.00015718i,-0.00028985-7.6138e-05i,0.00055149-0.00010848i,0.0006912+0.00033528i,0.00031485+0.00056065i,-0.00012672+0.00023645i,-0.00035668+0.00012279i
0.0034353-0.00095109i,0.0039276-0.00092761i,0.0023445-0.00091314i,0.00066151-0.00084273i,-0.0001107-0.001038i,-2.7142e-05-0.0010557i,0.00080214-0.0010416i,0.0014509+0.00025322i,0.0012163+0.00070728i,0.00058041+9.9816e-05i,0.0004125-0.00025137i,-0.00015438-0.00064456i,-0.00079272-0.00080476i,-0.0011747-0.00072872i,-0.00062249-0.00017378i,-9.2227e-05-0.00014993i,0.00059366-0.00075583i,0.00068775-0.0010428i,-0.00067396-5.3108e-05i,-0.0010307+0.00060655i,-0.00032161-2.8275e-05i,0.00018209-5.4409e-05i,0.00020581-3.2088e-05i
-0.002212+0.00013655i,-0.0023038-0.0005767i,-0.0027615-0.00048905i,-0.001934-0.00017873i,-0.00031084+0.00014681i,0.0010188+0.00017256i,0.0023671-0.00051147i,0.001786-0.0011107i,0.00035446-0.00075759i,0.00029107-6.7241e-05i,0.00081979-0.00025619i,0.00064222-0.0005773i,3.2254e-05-0.00075391i,-4.7816e-06-0.00087508i,-0.00024571-0.00063834i,-0.00050404-0.00016525i,7.8244e-06+0.00011972i,-0.00044049+0.00060472i,-0.0013098+0.0002972i,-0.00045423+2.945e-05i,0.00022367-2.9663e-05i,7.9295e-06-0.00011112i,1.7626e-05-0.00047021i
-0.00042327+0.00090314i,-0.0025071-0.00013016i,-0.0019202-0.0012503i,0.00055096-0.00071084i,0.0014153-0.0004885i,0.00033308-0.0011829i,-0.00054426-0.00085837i,8.8579e-05-0.00023949i,0.00018127+0.00016774i,0.00042481+0.00011181i,0.0013351-7.4423e-05i,0.00073713+0.00031594i,0.00010679+0.0005896i,-0.000368+0.00096251i,-0.0013544+0.001005i,-0.0015817-3.868e-05i,-0.00085852-0.00031371i,-0.00019756+0.00012732i,3.9848e-06+0.00026998i,0.00056812-0.00036676i,0.00053142-0.00050898i,0.00033458-0.00053523i,0.00062972-0.00046228i
0.00045332-0.0015102i,0.00083814-0.0012382i,0.00035771-0.0010097i,0.0004002-0.00020239i,0.0010485+4.2835e-05i,0.0013971-0.00042499i,0.0011003-0.0007537i,0.00050553-0.0008489i,0.00052923-0.00061769i,0.00021917-0.00028718i,-0.00022545-3.2576e-05i,0.00058087+0.00028808i,0.0012173+0.00080819i,0.0005936+0.00073316i,0.00028035+0.00037882i,0.0007586-0.00020036i,0.00069907-0.00058932i,-0.00014105-0.00011098i,-0.00049252-0.00059123i,-0.0001706-0.0012798i,-0.00079086+0.00025882i,-0.0011001+0.00087947i,-0.00044604+3.0018e-05i
-0.00099981-0.0028624i,-0.00072488-0.0028372i,-0.0014496-0.0024128i,-0.001214-0.0011058i,8.9198e-05-0.00058594i,0.0020096-0.00085646i,0.0021972-0.00062996i,0.00090384-0.00020301i,-0.00047156+6.3328e-05i,-0.00065701+0.001284i,0.00014214+0.0012847i,0.00048377+0.00050757i,0.00027748+0.0006607i,3.2065e-05+0.00043693i,2.2594e-05+0.00039161i,-0.00011322+0.00038728i,-0.00019892+0.00010615i,-1.3123e-05-9.2737e-05i,-0.000301-0.00046205i,-0.00061392-0.00029304i,-0.0010872-5.213e-06i,-0.0007773+5.0348e-06i,6.095e-05-8.5438e-05i
-0.0014838-0.00010949i,-0.0029162+0.00022272i,-0.0037864+0.00039314i,-0.0018285+0.000859i,-0.00015879+0.00093078i,0.00028686+0.00027206i,0.00051858-0.0003127i,0.00021687+0.00030407i,-0.00039634+0.0003997i,-0.00051911-0.00012269i,0.00029962+0.00035464i,-3.2579e-06+0.00051065i,-0.0012129+0.00042502i,-0.00048447-4.0559e-05i,0.0001563+0.00012516i,-0.0010287+0.000581i,-0.0010914-4.6005e-05i,-0.00019342-0.00072035i,0.00045213-0.00051815i,0.00057493-0.00015301i,9.2906e-05+0.00017473i,-0.00089624-7.0854e-05i,-0.00050002+0.00010821i
-0.00051976-0.0019998i,-0.00044278-0.0018761i,-0.00028202-0.00035878i,4.6159e-05+0.00018218i,0.00074997+0.00012068i,0.0011455+0.00033304i,0.00061516+0.00092412i,-0.00013107+0.00064836i,-0.00049812-0.00019103i,-0.00031794-0.00091568i,0.00031312-0.0010471i,0.00040905-0.0010626i,0.00054974-0.00080458i,0.00051439-0.00070324i,2.6866e-05-0.00067125i,0.00012277-0.00046471i,0.00050667-0.00054416i,0.00049312-0.00037354i,0.00053658-0.00046138i,7.0642e-05+0.00055724i,-0.00083932+0.00084065i,-0.00075251-0.00027413i,-0.00018679-0.0001542i
-0.00023457-0.0046676i,-0.00097382-0.0055935i,-0.0021788-0.0038243i,-0.0023306-0.0021901i,-0.0016493-0.0015247i,-0.00081955-0.00053738i,-0.00024479-0.00040259i,0.00019129-0.00056448i,4.3944e-05-0.0002688i,-4.5238e-05-5.0876e-05i,0.00012412+0.00046387i,0.00019275+0.0010585i,-6.8357e-05+0.0010513i,-9.0209e-05+0.00072916i,0.00019348+0.00105i,0.00059007+0.00089394i,0.00047573-0.00012077i,-0.00010842-0.0010329i,3.9459e-06-0.00077851i,0.00084078-0.00043898i,0.00063579-0.00044353i,0.00013148+4.0211e-05i,0.00010798+0.00091741i
-0.00080887-0.00067389i,-0.0017169-0.00070788i,-0.0022476-0.0010672i,-0.00058693-0.00011946i,0.00093444+0.00033283i,0.001249-0.00013665i,0.0015665-0.00071118i,0.00090673-0.00062946i,-0.00022632+0.00024846i,-0.00027991+0.00026595i,7.6881e-05-2.8982e-05i,0.00029395+0.0010662i,0.00024019+0.00097958i,0.00015143+0.00010007i,0.00020916+0.00011513i,0.00020879+0.00043564i,-0.00021852+0.00032645i,-0.00046166+2.9517e-06i,0.00069334-0.00010977i,0.00058884+0.00021264i,-0.00025859+0.00084918i,-0.00087372+0.0013937i,-0.0010762+2.9418e-05i
-0.0009457+0.0012119i,-0.00043405+0.00039526i,0.00068782+0.00057225i,0.00069035-0.00026807i,0.00063573-0.0017344i,3.8246e-05-0.001605i,-0.00065491+0.00013593i,-0.00028538+0.0011214i,0.00061365+0.00028687i,0.0011012-0.00044507i,0.00044579-0.0003339i,-0.0008013+0.00023496i,-0.0010692+0.00023135i,-0.0006128-0.00048603i,-0.00035933-0.0011561i,-0.0010666-0.0011078i,-0.001023-0.0015318i,0.00019297-0.0015144i,0.000101-0.00056148i,-0.00043511-0.00026334i,-0.00055083-0.00089608i,3.6649e-05-0.001025i,0.00060887-0.00095593i
-0.00031505-0.00028258i,0.00082393-0.0012278i,0.0016811-0.0008169i,0.00086048+5.9791e-05i,0.0011963+0.00055968i,0.0020526-0.00025296i,0.00209-0.0010599i,0.0012141-0.001097i,0.00050601-0.00083105i,0.00067291-0.00051258i,0.00052905-0.00014435i,0.00019711-3.5416e-05i,0.00049455+7.2883e-05i,0.00028891-0.00013056i,-0.00064178-0.00082002i,-0.00050748-0.00020399i,-0.00018992+0.00073431i,-0.00037463+0.00081424i,-0.00029002+3.9791e-05i,9.6193e-05-0.00026213i,0.00032371-0.00022235i,0.00027938+2.693e-05i,6.9453e-05+0.0001006i
-0.00048548-0.000295i,0.0001239-0.0008137i,-0.0010696-0.0014495i,-0.0023467-0.00018372i,-0.0017784+0.00078175i,-0.00048154+8.0539e-05i,-0.00019535-0.00066063i,-0.0006971-3.5345e-05i,-0.00037296+0.00057561i,0.00028831+0.00014627i,0.00045904+0.00033734i,0.00065079+0.00032067i,0.00096819-0.00059828i,0.00013951-0.0009113i,-0.00051738-0.00026066i,-0.00012628+0.00053846i,7.9579e-05+0.00031445i,0.0002847-0.00041592i,0.00080206-0.00049181i,0.0005749-0.00075206i,0.00035165-0.00084462i,0.0010461-0.00018264i,0.0011017+0.00097721i
0.00083883-0.00087193i,-0.00070798-0.00010903i,-0.0010617-0.00035238i,-0.00060693-0.00051741i,-0.00019303-0.0012985i,0.0011134-0.00084788i,0.0022182+0.00041923i,0.0014478+0.00018263i,0.00061412-0.00038506i,0.0003859-0.00045752i,0.00025798-0.00092765i,2.4178e-05-0.0015966i,-0.00017393-0.001243i,-0.00013166-0.0003007i,-8.6813e-05+8.8956e-05i,0.00051027-0.00038838i,0.00049933-0.00047467i,0.00025256-0.0003955i,0.00057644-0.00011208i,0.0003855-0.00010057i,0.00027142-9.6799e-05i,-6.2273e-05+0.00012354i,-0.00086066-0.00017782i
-0.00095549-0.0011084i,-0.0011362-0.00078147i,-0.0014795-0.00082625i,-0.00090783-0.00090528i,0.00089973+1.3588e-05i,0.0019052+0.00064033i,0.0023697+0.00052305i,0.0023639+0.00058078i,0.0013033-0.00012207i,0.00032497-5.3982e-05i,0.00033061+0.00033033i,0.00063665+0.00027388i,0.0001407+0.00025997i,-0.00050113+0.00013324i,-0.00042134-3.4512e-05i,-0.00042558+0.00016426i,-0.0010527+0.00026957i,-0.00082584+0.0001104i,6.7314e-05-0.0001308i,0.00047384-0.00066047i,0.00072391-7.1437e-05i,0.00072638+0.00049697i,4.6428e-05-0.00024909i
0.00027907+0.00089073i,-0.00074953-0.00069293i,-0.0010792-0.0012278i,0.00033806-0.00069889i,0.00068516-0.00047245i,0.00020872-0.00071081i,-0.00042551-0.0016115i,-0.00038384-0.0012716i,0.00019302+0.00035291i,0.00030936+0.00014135i,-4.9581e-05+8.3387e-05i,-0.00092185+0.00023583i,-0.0011778-5.0288e-05i,-0.0005581-0.00046893i,-0.0005345-0.0013662i,-0.00058356-0.0019037i,0.00044403-0.0013575i,0.00080962-9.1729e-05i,-0.00026037+0.00056123i,-0.00044471+0.0009048i,0.00021946+0.0002518i,4.9206e-05-0.00053176i,-0.00072801-0.00083597i
-0.0032805+0.00070956i,-0.0037584+0.00050242i,-0.0027018+0.0014572i,-0.00080702+0.0027555i,0.0015579+0.0018037i,0.0024133+0.00014548i,0.001926-0.00037515i,0.0013544+0.00024587i,0.00043846+0.00060606i,0.00049568+8.039e-05i,0.00075304-0.00046459i,0.00080437-0.00082673i,0.00043065-8.2914e-06i,-0.00016575+0.00014897i,0.0002013+0.00010032i,0.00072788+0.00025117i,0.00091629+0.00031979i,0.00064482+0.00033397i,0.00020574+0.00028424i,3.3872e-05-0.00040851i,-0.00010511-0.00091658i,-0.0004146-0.00016559i,-0.00014995+0.00017367i
-0.0028496-0.0031843i,-0.0034503-0.0034656i,-0.0037341-0.0022145i,-0.0033218-0.0011981i,-0.00095479+7.4329e-06i,0.0015318+0.00039744i,0.0018201-0.00069288i,0.00082593-0.0011631i,-0.00011329-0.00023267i,-0.00015648+0.00021933i,0.00037515+0.00023593i,0.00018522+0.00040855i,-0.00013271-0.00066979i,8.0917e-05-0.0016345i,0.00071065-0.00092467i,0.00085729-0.00038162i,8.3188e-05-4.6939e-05i,-0.00087092+0.00016822i,-0.0003308-0.00081095i,0.00013869-0.0010254i,0.0002841-0.00064181i,0.00073186-0.00029804i,0.00052496-0.00038231i
-0.0019121-0.0024449i,-0.0022007-0.002354i,-0.0022977-0.0010959i,-0.0017033+0.00042981i,-0.00081791+0.00096297i,2.8562e-05+0.00032392i,0.00039681-0.00023718i,0.00045723-0.00039777i,0.0007605-5.2356e-05i,0.0002688-0.00036462i,-1.8164e-05-0.00038725i,3.4216e-05+0.00011444i,-0.00019272-0.00053471i,-0.00063845-0.0014348i,-0.00072576-0.0020335i,-0.00014066-0.0015908i,7.8314e-05-0.00032091i,7.5602e-05+0.00017076i,0.000148-0.00018254i,0.00030212-0.00015422i,0.00020991-9.1697e-05i,-1.6601e-05-0.00053591i,0.00049818-0.00065084i
0.00022651-0.0012453i,-0.00084467-0.0002324i,-0.00033851+0.00060915i,0.00058399+0.0014119i,0.0012501+0.00098512i,0.0017777-0.00018734i,0.0013911-0.00097087i,0.0008964-0.00054915i,0.00043389-0.00030437i,-0.0004219-0.00030261i,-0.00016409+0.00062729i,0.00024374+0.00097619i,0.00061168+0.00053858i,0.00077567-0.00045722i,0.00047873-0.00094477i,0.00043426-8.8936e-05i,-0.00016413+0.00026902i,-0.00086993-0.00048074i,-0.00063521-0.00060721i,-0.00041355-0.00034181i,-8.4528e-05+0.0001288i,-3.5802e-05+0.00085378i,0.00018862+0.00086212i
0.0024823-0.0027668i,0.0018067-0.0036438i,0.0010857-0.002762i,0.0013295-0.00099288i,0.0011385-0.00055254i,0.00076034-0.00021529i,0.00057459+0.0008581i,0.00015868+0.00096927i,0.0003712-3.7609e-05i,0.00068789-0.00017518i,-0.00055927-1.2088e-05i,-0.0010164-0.00016873i,-0.00060583-0.00021394i,-0.00097187+0.00036504i,-0.0007228+0.00061272i,-0.00041333+0.00057152i,-0.00043464+0.000817i,-0.00020583+0.00064682i,-8.0694e-05+0.0003861i,0.00043768+0.0001039i,0.00017815-9.388e-05i,-0.00067835-0.00031394i,-0.0010623-0.00018416i
-0.0011069+0.00040127i,-0.00076294+0.00050043i,-0.00080767+0.0011168i,-0.00073315+0.00079778i,0.00056991-0.00078641i,0.00082055-0.0017811i,0.00049512-0.0013573i,0.00021605-0.00084112i,-0.0004082-0.00051624i,-6.6319e-05-0.00039902i,0.00016282-0.00062041i,-0.00010281+0.00037578i,0.00036349+0.0007461i,0.0011224+3.0677e-05i,0.00079814-0.00015277i,0.00053786-7.8456e-05i,0.00094965-4.8284e-05i,0.00044944-0.00024605i,-0.00028349-7.723e-05i,1.6014e-05-2.1926e-05i,0.0006451-0.00020118i,0.00081575-0.00020382i,0.00033566-0.00070842i
0.00015587+0.0033729i,0.0020241+0.0022057i,0.0031588+0.0014291i,0.0025531+0.00024402i,0.0017317-0.00029439i,0.00053522-0.00052933i,-0.00013759-0.00010542i,-0.00073324+0.00081408i,-0.00057286+0.00056065i,0.0001082-0.00011725i,-0.00047152-0.00012655i,-0.00057462-0.00090713i,-6.209e-05-0.0017223i,-7.8848e-05-0.0012636i,-0.00037251-0.00094072i,-0.00027367-0.00060259i,-0.00022677-7.4919e-05i,-0.00064841+0.00037849i,-0.00030997+0.00025801i,-2.6833e-05-3.946e-05i,-0.00017766-0.00029807i,-0.00082696-9.4576e-05i,-0.00080323+1.1235e-05i
