-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
0.0014102+0.0024464i,0.00017018+0.0022576i,0.00027495+0.0026938i,0.0010996+0.0020583i,0.0011168+0.0005365i,0.00050061-0.0004954i,-0.0009966-0.00061273i,-0.0013259-0.00011249i,-0.00015419+0.00055359i,0.00043203+0.00031806i,0.0001644+5.9495e-05i,-0.00020076-0.00020323i,-0.00032997-0.00056826i,-0.00041904-0.00011378i,-0.00035534-2.3223e-05i,-0.00032829-0.00073741i,0.00017537-0.000774i,0.00060837-0.00057288i,0.0003101-0.00013474i,0.00046313-1.5995e-05i,0.00025355+5.5142e-05i,0.00029182-2.8042e-05i,-9.7257e-05-0.00042838i
0.0023777+9.4994e-05i,0.0014548+2.7302e-05i,0.002153-0.0004773i,0.002028-0.0018608i,0.000496-0.0019289i,0.00018137-0.00082427i,-0.00023624-0.00069669i,-0.00044918-0.00045695i,-0.00031464+0.00012012i,-0.00028307+0.00059069i,7.2464e-05+0.00026461i,0.00035459+0.00029769i,5.6386e-05+0.00090158i,-0.00012184+0.00068003i,0.00071695+0.00026492i,0.00078585-0.00018312i,0.00024324-0.00054395i,-0.0001122-0.00092653i,-0.00026448-0.0014571i,3.6403e-05-0.0012871i,0.00044443-0.0010017i,-0.00012255-0.00045523i,-0.00014902-0.0003874i
0.002041+0.00069426i,0.0027633+0.0003586i,0.0034259-0.00018606i,0.002322-0.0011774i,0.00064175-0.0024545i,-0.00043002-0.0029784i,-0.00074926-0.0014449i,-0.00061349-0.00014083i,-0.00019607+0.0004835i,0.0001958+0.0012024i,0.00042059+0.00086302i,0.00049202+0.00036446i,-0.00015997+0.00050841i,-0.00083036-0.00024062i,-0.00011671-0.00077625i,0.00071038-0.00067597i,0.0015308-0.00075051i,0.0010772-0.00083617i,-0.00025827-0.0012966i,8.7074e-05-0.00082369i,0.00074515-0.00035537i,0.00020158-0.00040518i,-0.00033172+5.2219e-05i
0.00013168-0.0016449i,0.00023023-0.0014358i,0.00032014-0.0010865i,-0.00012074-0.00045538i,-0.00086924-9.0972e-05i,3.6646e-05-4.2567e-05i,0.00071611-0.00053071i,-0.00023699-0.00082017i,-0.0011152-0.00030597i,-0.0013495+0.0004119i,-0.00185+0.00078047i,-0.0016401+5.4298e-05i,-0.0012711-0.0004609i,-0.00073422-4.6395e-05i,6.5345e-06+0.00034423i,0.00014188+0.00023947i,0.00038374-0.00018843i,0.0003655-0.00039018i,0.00020321-0.00039232i,0.0003011-0.00053598i,2.9587e-05-0.00061276i,8.9773e-05+0.00012426i,0.00030832+0.00054683i
-0.0013429+0.00022414i,-0.0018584+0.00083194i,-0.0012054+0.00091186i,-0.00086067+0.00081971i,-3.9678e-05+0.00063317i,0.00034192-0.00019762i,-0.00040585-0.00071498i,-0.00027461-0.00064462i,-0.00035687-0.00021659i,-0.00077728+0.00054993i,-0.00041033+0.00077997i,6.4962e-05-0.00013051i,-6.6358e-05-0.0010039i,-0.0003357-0.00077646i,-6.5122e-05-8.311e-05i,0.00043447+2.3696e-05i,0.00058962-0.00021656i,0.0012355-6.6748e-06i,0.0010995-1.2974e-05i,0.00024411+0.00050592i,-8.0588e-05+0.00073122i,-5.7021e-05-0.00011228i,-0.00026152-0.00084851i
-0.0019612+0.0017103i,-0.00095571+0.0015423i,-0.00069371+0.001849i,-0.00072167+0.0013206i,0.00022707+0.00053004i,0.00079209-0.00028304i,0.00010699-0.00023733i,0.000114+0.00035487i,0.00054554+0.00021581i,-7.0458e-05+0.00032629i,-0.00038419+0.00098515i,-0.00020685+0.00094824i,-0.00033082-0.00010686i,-0.00031384-0.00023524i,-9.1699e-05-0.00010011i,0.00042067-0.0010638i,0.00059135-0.0014995i,0.00051394-0.0010863i,0.00070744-0.00012273i,0.00046245+1.3564e-05i,-0.00016175-0.00047931i,-0.00026974-0.00055823i,0.00015202+0.00035829i
-0.00044998+0.0011734i,0.00027327+0.0015094i,-0.00022822+0.00092425i,-0.00053751+0.00024159i,-0.00054522-0.00027674i,-0.00037229-0.00076116i,-0.00035972-0.00068661i,-0.0004621-0.00070969i,-0.0010731-0.00091185i,-0.00084316-1.9388e-05i,-0.00067229+0.00073466i,-0.00013834+6.6183e-05i,0.00016962-0.00012428i,-0.00076508-0.0005766i,-0.00020319-0.0013127i,0.0015146-0.00078698i,0.0013869-7.7214e-05i,-0.00018057-0.00023982i,-0.00038483-0.00082569i,-5.7979e-05-0.00093145i,-0.00051561-0.00072325i,-0.00058321-0.00045278i,-0.00081877+3.1721e-05i
0.00106-0.00087562i,0.0015277-0.0005567i,0.00083311-0.0018401i,-0.00021009-0.0019909i,-0.0011046-0.0013829i,-0.00047257-0.0016445i,-0.00055782-0.0011553i,-0.00075554+0.00011909i,-0.0005308+0.0005497i,-0.00093821+0.00030422i,-0.00043832+0.00098035i,0.00026782+0.00083793i,-0.00028313-0.00016264i,-0.0005226-0.00044605i,0.00013347-0.00040003i,-0.00032995-0.00027567i,-0.00092337+6.3966e-05i,-0.00057249+0.00066521i,-3.4975e-05-0.00013063i,0.00016232-0.0010326i,-0.0001452-0.00081432i,-0.00025197-0.00011922i,-8.4603e-05+0.00026005i
-0.00090409-0.001473i,-0.0016406-0.0014274i,-0.0018637-0.0013306i,-0.0010289-0.00087006i,0.00031771-0.00012938i,0.00090774+0.00059093i,0.00056485+0.00056069i,-0.00040705+0.00010954i,-0.00051477-0.00039237i,-0.00021363-0.00028434i,-0.00030323+0.000114i,0.00049153+5.8815e-05i,0.00024011-0.00024565i,-0.00073069-7.01e-05i,-0.00053154-5.1297e-06i,0.00039616+4.8213e-05i,0.00013584-6.6223e-05i,-0.00066356+0.00013205i,-0.00084337+0.00059918i,-0.00063962+8.5767e-05i,-0.00057158-0.00029858i,-0.00060351+3.0493e-05i,-0.00017813+0.00057081i
0.001793+0.00075678i,0.0008795+0.00096494i,-0.00016249-0.00014469i,-0.00046517-0.00097352i,-0.00027106-0.0010518i,0.00046835-0.001146i,-3.3265e-05-0.00048125i,-0.00089664+5.0016e-05i,-0.0009262+3.0119e-05i,-0.00036576+0.00038263i,0.00015142+0.00018025i,-0.0002932-0.00026899i,-0.00079296-4.9268e-06i,-0.00078738+0.00013649i,-0.00019625-0.00015032i,0.00028094+3.6735e-06i,0.00041395+0.00013981i,0.00095446-0.0002373i,0.0010889-0.00060738i,0.00098007-0.00015219i,0.00096455+0.00024915i,0.00035923-0.00016942i,-0.00062647-0.00048768i
0.00046099-0.00054134i,0.00011029-0.00076981i,-0.00017588-0.00067125i,0.00022275-0.0012077i,0.00080331-0.0017653i,0.0004937-0.0010645i,-0.00066819-0.00024037i,-0.0014054-3.813e-05i,-0.00091923-6.5106e-06i,-0.00038623-0.00053291i,-0.00015953-0.00059495i,9.0626e-06-0.00051426i,-0.00013241-0.00063378i,-0.00059685-0.00054991i,-0.00047849-0.00021302i,-0.00011273+6.4553e-05i,0.00064666+0.00037322i,0.0012898+0.00069835i,0.00062808+0.00028764i,1.1114e-05-0.00036541i,0.00030829-0.00031215i,0.00057752-3.2415e-06i,0.0007582+0.00028652i
0.00080942-0.0012183i,0.00077076-0.00052469i,-0.00029662+0.00076006i,-0.0014918+0.00070607i,-0.00077525-0.00024606i,-0.00030146-0.00084123i,-0.0011058-0.0015581i,-0.001665-0.0010304i,-0.0015105-6.0055e-05i,-0.0010836+0.00031657i,-0.0010407-0.00024025i,-1.9079e-05-0.0012379i,0.0006838-0.001224i,-0.00024616-0.00051463i,-0.00077165-0.00052927i,0.00022021-0.0013034i,0.0010338-0.00083163i,0.00081019+8.0709e-05i,2.3641e-05-0.00026182i,-0.00062248-0.00023456i,-0.00039938+0.00025923i,-0.00035009-0.00031541i,-0.00033634-0.00066939i
0.00071923+0.0011905i,-2.382e-05+0.00059332i,0.0016196-0.00039003i,0.002605-0.00043673i,0.0015894-0.0011318i,0.00036772-0.0010781i,-0.00039952-0.0001863i,-0.00049611-0.00039001i,8.4307e-05-0.00043863i,0.00034097-0.00043695i,6.4135e-05-0.00037929i,0.0001209-0.00036818i,0.00088714-0.00068559i,0.0010592-0.00057138i,0.00065945-0.00020828i,0.00051209-0.00092252i,0.0011254-0.00098077i,0.001439-0.0003373i,0.0011755-0.00062357i,0.00056366-0.00091211i,-4.6294e-05-0.00086866i,1.6857e-05-0.00067618i,-0.00051797-8.4651e-05i
-0.0003488-0.00063597i,-0.00066937+0.00049776i,-0.0012185+0.0015432i,6.4079e-05+0.0013893i,0.0010951+0.00054382i,0.00066871-0.00056097i,-0.00074191-0.00061471i,-0.0017816-0.00035884i,-0.0018399-2.8745e-05i,-0.001214-5.607e-05i,-0.00072496-0.00049857i,-0.00089521-0.00021393i,-0.0016531-3.8365e-05i,-0.0013747+0.00013398i,9.9758e-05+5.6369e-05i,0.00052246-0.00022989i,0.00069157-0.00054254i,2.617e-05-0.0005496i,-0.00040861-6.7047e-05i,-0.00010986+0.00014105i,0.00045288-0.00040488i,0.00064412-0.00042843i,0.00039444-0.0004604i
0.00067504+0.00082775i,0.0022666+0.0024094i,0.002541+0.001352i,0.002224-0.00080906i,0.0015378-0.0010577i,0.0011609-0.0010577i,0.00046802-0.00049076i,-0.00026902+0.00027397i,-0.0012193+0.00057195i,-0.0011973+0.00072253i,-0.00033866+0.0001411i,-0.00025519-9.6808e-05i,-0.00035654-0.00038609i,-0.00016697-0.00099026i,0.00011942-0.00061189i,0.00047476-0.00025761i,0.00047612+0.00013405i,0.00045823+0.00017923i,0.00065814+9.5894e-05i,0.00018509+0.00014058i,-0.00081744-0.0006198i,-0.0013147-0.00081357i,-0.00050467-0.00060203i
-0.00043527+0.00074744i,-0.0013976+0.00069594i,-0.0014005+0.00012537i,-0.0013239-0.00020851i,-0.0017438-0.00038434i,-0.0006688-0.00084228i,6.9014e-05-0.00060734i,-0.00026414+0.00022089i,-0.00044511+0.00023297i,-0.00084008+0.00041631i,-0.00090722+0.00062984i,-0.00053976+0.00046964i,3.3221e-07-4.0195e-05i,0.00061678-0.00038986i,0.00074798+5.7929e-05i,0.00034823+0.0003706i,1.1243e-05-0.00032796i,0.00024001-0.00041115i,0.0004223+0.0003287i,0.00031889+0.00043915i,0.00030673+0.0002154i,-0.00035511-0.00019108i,-0.00080844-0.0012837i
-0.0010941-0.0026063i,-0.0010161-0.0021619i,0.00012741-0.00087254i,0.00014964-4.507e-05i,-0.00037206-0.00013915i,1.0226e-05+0.00034411i,0.00018265+0.00062637i,0.00023768+0.00052917i,0.00033064+0.000316i,0.00034799-5.3186e-05i,0.00061464+3.8446e-05i,0.000331+8.0118e-05i,0.00047684-0.00052949i,0.00064545-0.00054907i,-0.00012028-9.5293e-05i,-0.00030317+0.00027555i,-0.00049984+0.00029173i,-0.00058417+0.00030438i,6.0235e-05-0.00012459i,0.00036869-0.0008661i,0.00039117-0.00097991i,0.00031434-0.00095536i,-0.00018597-0.0010021i
0.00027957+0.0033352i,0.0007706+0.0030656i,0.001028+0.0031899i,0.0013959+0.0022239i,0.0013823+0.00060895i,0.00029169-0.00040172i,-0.00044188-0.00065887i,-0.00048948-7.6283e-05i,-0.00049457+0.0006764i,-0.00058589+0.0013295i,-0.0005591+0.0015272i,-0.00037391+0.00085329i,-6.6122e-06+7.2354e-05i,-6.0693e-05-0.00024179i,-7.7014e-05-3.7482e-05i,-5.8771e-05-0.00042843i,-0.00018322-0.00081808i,0.00025172-0.00060377i,0.00035762-0.00038651i,-9.2317e-05-0.00023555i,-0.00047331-0.00053718i,-0.00030209-0.0010067i,0.00040291-0.00019798i
0.001795-0.00035763i,0.0020942-0.0008206i,0.00094624-0.0011466i,0.00016459-0.0010507i,-0.0003488-0.0020594i,-0.00063365-0.0012645i,-0.0010031+0.00034976i,-0.0010004+0.00018415i,-0.0005866+0.00032386i,-0.001104+0.00010306i,-0.0013896-0.00013457i,0.00014451-0.00058066i,0.00067631-0.0011249i,-4.4545e-05-0.0011158i,0.00033045-0.0003814i,0.00046739-0.00031873i,0.00034023-0.00065701i,0.00032829-0.00073483i,0.00043279-0.0015949i,0.00050614-0.0014644i,0.0001391-0.00024424i,-0.00026945+9.1728e-05i,-0.0005848-0.00056677i
-0.0020119-0.00080211i,-0.001611-0.00025357i,-0.0026051+0.00073824i,-0.002217+0.00095536i,-0.0010277+0.00040043i,-0.00045497-0.00084968i,-0.00060487-0.0005409i,-0.00072751+0.0008101i,-0.00084548+0.00077776i,-0.00057418+0.00020289i,-0.00025744+0.00041289i,-0.00010884+0.00052806i,0.00036922+0.00036999i,0.00059657-1.252e-05i,0.00088136+0.00020208i,0.00059967+0.00099073i,0.0001726+0.00081506i,0.00041048-0.00012463i,0.00064407-0.0010431i,0.0007289-0.00084303i,0.00076921-0.00050164i,0.00014277-0.00082512i,-1.0284e-05-0.0010357i
0.0003991+0.0020115i,0.0011331+0.0026236i,-2.94e-06+0.0010834i,-2.1849e-05-0.00010359i,0.0014122-0.00027426i,0.0017169-0.0010301i,0.0012265-0.00092682i,0.00040352+0.00033045i,-0.00041893+0.0011002i,-0.00085301+0.0015849i,-0.00036736+0.0013457i,0.000192+0.00072515i,0.00012871+0.00077135i,0.00036037+0.0008184i,0.00041239+0.00096251i,0.00062859+0.00074099i,0.00095335+0.00018109i,0.00084687-1.011e-05i,0.00053954-9.0297e-05i,-9.1311e-05+0.00019812i,-0.00065414+0.00029667i,-0.00047039-0.00035722i,-1.9104e-05-0.00090686i
7.7442e-05-0.0014195i,-0.00020735-0.00059721i,-0.0021392-0.0019047i,-0.0018391-0.0022754i,0.00024037-0.0018779i,0.00089945-0.0011436i,0.00040057-0.00052681i,-0.00016038-0.00011805i,-0.00027227-0.00036736i,-3.733e-05-0.00056987i,-0.00020654-0.0002554i,-0.00048218+0.0001442i,-0.00050409+0.00044316i,-0.00048132+0.00026144i,-0.00024306+0.00036317i,-8.1416e-05+0.00015193i,0.00049347-6.9983e-05i,0.00074711+0.00040096i,0.00054951+0.0001348i,0.0007981-0.00048317i,0.0010663-0.00041921i,0.0006055+0.00026821i,-0.00016394+0.00035249i
0.00059698+0.00057581i,0.002774+0.00075844i,0.0011658-0.00038112i,0.00018565-0.00084775i,-0.00027838-0.0012601i,-0.0010962-0.00096855i,-0.0010396-0.00028509i,-0.0002009-0.00038324i,0.00018896-0.00075313i,-0.00040352-0.00026997i,-0.00060361+0.00061572i,0.00012764+0.00010098i,0.00048994-0.00027744i,-0.00021918-0.00030929i,-0.00050593-0.00059138i,0.00055729-0.00085283i,0.0013051+6.0229e-05i,0.00031584+0.00065791i,-0.00058599+0.0004924i,-0.0010197+8.9405e-05i,-0.0011006-0.00056908i,-0.0004027-0.00060376i,-0.00022646-0.00013775i
0.0021129-0.00073923i,0.0016261-0.00088418i,0.0013901-0.00042996i,0.0013842-4.8605e-05i,0.0013687-0.00057553i,0.001519-0.0011423i,0.00073622-0.00033374i,-0.00063963+0.00059367i,-0.00058327+0.00037063i,-0.0002666+0.00079466i,-0.00054841+0.0010343i,-0.00044107+0.00089229i,-7.98e-05+0.00054268i,4.2784e-05-0.00033741i,0.000165-2.9473e-05i,0.00051943+0.00041389i,0.00019046-5.114e-05i,-9.1528e-05-0.00013702i,-0.00036516+0.00011751i,-0.00047218+0.00036663i,-0.00013928+0.00043538i,-0.0002481-3.9835e-05i,9.309e-05+2.3203e-05i
-0.0011855-0.00013347i,-0.0023301-0.00049423i,-0.0019242+0.00045157i,-0.0013132+0.00058629i,-0.00063537-0.00046454i,-0.00031412-6.0511e-05i,-0.00082274+0.00049193i,-0.00080967+0.00020057i,-0.00015454-0.00011627i,0.00023785-0.00046233i,0.00054018-0.00024338i,0.00060879+0.00022236i,-1.8888e-06-4.1975e-05i,-0.00034087-0.00067247i,0.0005831-0.00040444i,0.00063571-0.00028154i,5.0693e-05-0.0001287i,-8.9791e-05-0.00012762i,-0.00040392-0.00065725i,0.00024662-0.00068723i,0.0011242-0.00063751i,0.00070308-0.0006929i,0.00066151-0.00059969i
-0.0022619+0.00030191i,-0.0021569-0.0008479i,-0.00082199+0.0013329i,1.949e-06+0.0012446i,-1.5261e-05-8.7464e-05i,0.00033162-0.00079138i,-0.00030805-0.000513i,-0.0012978-0.00014213i,-0.0011907-0.0004873i,-0.00059124-0.00018186i,-0.00012514+0.00017111i,0.00023074-0.00036969i,0.00039614-0.00083917i,0.00014861-0.00057182i,7.6558e-05+5.5187e-05i,8.9341e-05+0.00020531i,-0.00081339-9.9367e-05i,-0.00096912-0.0005651i,0.00017622-0.00081171i,0.00027123-0.0010124i,-4.1715e-05-0.00031384i,-0.00024398+0.0011292i,-0.00027091+0.0012004i
0.0011122+0.00021482i,0.00029038-0.00021626i,-5.9192e-05+0.0001929i,0.0004205+0.0011589i,0.0015122+0.00038079i,0.0010744-0.0015365i,-0.00029049-0.0017449i,-0.0011779-0.00054359i,-0.0007097-0.0002188i,6.1082e-05-4.9961e-05i,0.00014369-0.00069884i,0.00016278-0.00069856i,-0.00056246-0.0003695i,-0.00034278-0.0001093i,0.00085346+0.00019752i,0.0005119-0.00011975i,-3.0211e-05-0.00056262i,1.1702e-05-0.0004158i,0.00054045-0.00057108i,0.0011166-0.00091744i,0.00038491-0.00094759i,-0.00054052-0.00050667i,0.00010413-0.00019398i
-0.00098952+0.00053064i,-0.00010648+0.0025774i,0.00045686+0.0027798i,0.00068368+0.0011802i,0.00033153+0.00016481i,0.0001695-0.0004553i,0.00035009-0.00035057i,-1.9072e-05-0.00018349i,-0.00020301+5.1694e-05i,-0.00030102+0.00015154i,-0.00037257+9.8763e-05i,-0.00025569-3.3874e-05i,0.00032429+0.0003391i,0.00074517+0.00066094i,0.00058076+0.00084179i,0.000108+0.00084965i,-1.6435e-05+0.00018569i,-6.2282e-05-0.00061754i,0.00045394-0.00090041i,0.00015364-0.0011516i,-0.00072151-0.00062563i,-0.00053169+6.7763e-06i,-0.00049013-0.00036992i
0.0036319+0.001058i,0.0029385+0.0016738i,0.0027698+0.00082833i,0.001901-0.00019312i,0.0016369-0.00083046i,0.0016335-0.001242i,-0.00031691-0.00041725i,-0.0014313-0.00024372i,-0.00097777-0.00065102i,-0.00051119-0.00035398i,-0.0002948-0.00020647i,0.00038196-0.00033944i,0.00041166-0.00061849i,9.7355e-06-0.0005853i,-4.9177e-05-0.00058017i,0.00014629-0.00069431i,2.1577e-05-0.0005843i,-0.00016527-0.00022226i,0.00017048-0.0004055i,0.00025922-0.00048898i,-7.3274e-05+0.00013739i,-2.3443e-05+0.00040588i,0.00020771+0.00030254i
-0.0013246+0.00080273i,-0.0013203+0.001047i,-0.0014788+0.0014811i,-0.0011778+0.00098439i,-0.00027162-0.00054091i,7.553e-05-0.0017058i,-0.000171-0.0013273i,-0.00098647-0.00058565i,-0.0013397-0.00021079i,-0.00083501+0.000555i,-0.00078625+0.00084598i,-0.00092428+0.0005961i,-0.0005697+0.00095968i,-0.00026045+0.00083786i,-0.00016948+0.00065466i,4.554e-05+0.00082545i,9.0787e-05+0.00047764i,8.7426e-05-0.00071435i,0.00066047-0.0010329i,0.00020609-0.0007976i,-0.00054476-0.00096758i,-0.00020311-0.0011173i,0.00047247-0.00081966i
-0.0013789+0.00095053i,-0.0017662+0.00057075i,-0.0018354+0.0001254i,-0.0010884+0.0005785i,-0.0011945+0.00073575i,-0.0011327+0.00050478i,-0.0011121-0.00029614i,-0.0013774-0.00031032i,-0.001035+0.00045483i,-0.00064177+0.00091229i,-6.5913e-05+0.00039224i,0.000263-0.00014683i,0.00052672+0.00022973i,0.00029946+0.00044988i,0.00045857+0.00048077i,0.00074589+0.00034529i,0.00016486+3.2783e-05i,-0.00041385-0.00031353i,-0.00012801-0.00075681i,0.00022874-0.0010941i,-0.00011312-0.00088114i,-0.0002186-0.00071526i,0.00041988-0.00073845i
-0.0013171-0.00028531i,-0.002471-0.00066451i,-0.0024635-0.00017863i,-0.00066786+0.00012477i,0.00033367+0.00036976i,0.00037771+0.00027407i,7.1988e-05+0.00026001i,-0.00025971+2.0751e-05i,-0.00060466-1.9857e-05i,-0.00097064+0.00028866i,-0.0010765+0.00076166i,-0.00013534+0.00078037i,0.00065314+0.00045536i,0.00033511+0.00027283i,-0.0002538+0.00051552i,-0.00023657+0.0007048i,-0.00031362-6.3206e-06i,-0.00056522-0.00028622i,-0.00070904-0.00056372i,-0.00042199-0.00042761i,2.104e-05+0.00039637i,1.2889e-05+0.00053041i,-7.1159e-05-3.308e-05i
0.001179+0.0011292i,0.00095771+0.0012927i,0.0021889+0.00082413i,0.0018471+0.0002586i,0.00049673+0.00011176i,-0.00061123-6.0706e-05i,-0.0011929-0.00058156i,-0.00077624-0.00066474i,-0.00045576-0.00061326i,-0.00051364-8.747e-05i,-0.00052323+0.00055512i,0.00019144-0.00051614i,0.00017665-0.0018078i,-0.00046307-0.0012901i,-0.00051163-0.00031609i,-0.0001917-0.00026092i,-0.00048152+0.00023896i,-0.00084944+0.00070715i,-0.00029784+5.7158e-05i,0.00024457-0.00026307i,-9.4515e-05+9.1759e-05i,-0.00013233+0.00028805i,0.00028371+0.00042706i
-0.00024568-0.00011975i,-0.00044264-0.00077713i,0.00010703-0.00032457i,0.0011804-0.00025372i,0.0018318-0.0012451i,0.0014147-0.0017493i,9.3552e-05-0.0014543i,-0.0007423-0.00065761i,-0.00020036-0.00032208i,-0.00026798-0.00027923i,-0.00060574-0.00053496i,-0.00031686-0.001011i,-0.00046774-0.00099813i,0.00011583-0.0011376i,0.00032937-6.4263e-05i,-0.00070174-4.9596e-05i,-0.0013467-0.00075592i,-0.0010877-0.00053026i,0.00029126+0.00026403i,0.00083615+0.0010512i,0.00049394+0.00023474i,0.00017131-0.0005685i,-0.00011153-0.00035011i
0.0012587+0.00087315i,0.00089629+0.0012666i,0.00029812+0.00091842i,-0.00016293+0.00034363i,4.8403e-05+0.00011612i,3.0739e-05-0.000508i,-0.00027677-0.0013739i,-0.00072366-0.0014578i,-7.6747e-05-0.00052795i,0.00069936-0.00056727i,0.00047294-0.00048858i,0.0001905+0.00021988i,0.00029307+0.00027805i,0.00047216+0.00023046i,0.00028683-4.9304e-05i,-8.0899e-05-0.00020518i,-0.00035643-0.00055632i,0.00012451-8.4078e-05i,0.00082038+0.00082935i,0.00076888+0.00051808i,0.00022814-0.00034032i,-0.00013011-0.00068934i,-0.00054165-0.00095828i
-0.0013637-0.00061392i,-0.00093038-0.00024756i,-0.00043265+0.00029328i,-1.0061e-05+0.00079456i,0.00051291+0.00018819i,0.00085162-0.00082803i,0.00018163+0.00024601i,-0.00093153+0.0010713i,-0.0011279+0.00097477i,-0.0013655+0.00081052i,-0.0013095+0.00098673i,-0.00094275+0.00085225i,-0.00021443+0.00020311i,0.00040608+0.0003019i,0.0002857+0.00017872i,0.00066421+8.3185e-05i,0.00048517+0.00082626i,1.1835e-06+0.00058449i,0.00023601-0.00040153i,0.0003274-0.00056844i,0.00044084-0.00061775i,0.00061869-0.00038511i,7.9335e-05-0.00066576i
-0.00097305-0.0024086i,-0.0011478-0.0017072i,-0.0011601-0.00089715i,-0.00085564-0.0013765i,0.00029065-0.0022113i,0.0006795-0.0013322i,0.00014329-0.00044345i,-0.00057483-0.00091482i,-0.00076882-0.00087569i,-0.00065319-0.00012754i,-0.00046806-0.00010357i,0.00027687-0.001092i,0.00094443-0.0012772i,0.00086978-0.00071916i,0.00076928-0.00036532i,0.00034956-0.00082356i,-8.311e-05-0.00023711i,-0.00016537+0.00077747i,9.1285e-05+2.5474e-06i,0.00039196-0.00020662i,-1.5124e-05-4.655e-05i,-0.00033544-0.00029617i,-0.00021381-0.00029707i
0.0006413-0.0011147i,2.8799e-05-0.0021817i,0.00011649-0.0015189i,0.00024493-0.00048162i,0.00016109-0.0010075i,-0.00018175-0.0016208i,-0.00047236-0.0015964i,-0.0008237-0.00077572i,-0.0014008+0.00037956i,-0.0010646+0.00034494i,-0.00021622-0.00052526i,0.00042524-0.00029205i,0.0003482-0.00010741i,-0.00048489-0.00048589i,-0.0012756-0.00076992i,-0.00082676-0.00094972i,-0.00026211-7.0738e-05i,-0.00058293+0.00045591i,-0.0004646+0.00033992i,-0.000508+0.00010704i,-0.00086135-0.0004247i,-0.00071911-0.0004277i,-0.00072096-5.3305e-05i
-0.00099978+0.00099263i,-0.00014013+0.0012435i,-0.00051697+0.0017469i,0.00026813+0.0013797i,0.001189+0.0002575i,0.00062747-0.0003332i,-0.00027769-6.3801e-07i,-0.00069738-0.00031746i,-0.00052727-0.00045795i,-0.00012069+0.00031945i,0.00030208+0.00096297i,-0.00038622+0.00048823i,-0.0012979-0.00057346i,-0.00059287-0.0007324i,0.00010188+7.6258e-05i,0.00079439+0.00099529i,0.0016086+0.001131i,0.0013113+0.00024i,0.00043863-0.00044195i,0.00071261-0.00027712i,0.00092607-0.00023874i,-6.2882e-05-0.00057283i,-0.0007027-6.6576e-05i
0.0020467-0.0015218i,0.0020131-0.0027188i,0.0022558-0.0028769i,0.001289-0.0021292i,0.00028496-0.0015183i,-0.0002397-0.000944i,-0.00087747-0.00047304i,-0.00080406-1.5413e-05i,-0.0010747-7.6268e-05i,-0.001522-0.00057583i,-0.00050509-0.00073634i,0.00056827-0.00090764i,0.0012104-0.00057152i,0.0011286-0.0010172i,0.00079152-0.0016775i,0.0012147-0.0011703i,0.0010019-0.00062653i,0.00057356-0.0005613i,0.00052115-0.00032296i,-0.00030451+0.00011284i,-0.00099+0.00048844i,-0.00065101-9.7169e-05i,-0.00070784-0.00075285i
0.0031468-0.0013406i,0.0021574-0.00099939i,0.00065507-0.00085813i,-0.00095963-0.0011861i,-0.0016567-0.0010555i,-0.0016248-0.00068455i,-0.001377-0.00078625i,-0.00083766-0.00075233i,-0.000187-0.00046188i,-0.00090359-2.6821e-06i,-0.0019519-0.00010829i,-0.0011319-0.00088117i,4.2697e-05-0.00076747i,0.000179-7.1425e-05i,0.00029256-2.2939e-05i,8.2269e-05+1.3261e-05i,-0.00073984-7.4762e-05i,-0.0005091+0.00021476i,-0.00030311+0.00048878i,-0.000838+0.00035758i,-0.0005937+0.00018955i,-0.00036182+0.00018084i,-8.6097e-06+0.00015049i
-0.00032631-0.0018192i,-0.00066243-0.0014786i,-0.00069021-0.0011161i,-0.00066597-0.00095532i,-0.00089301-0.00097752i,-0.00086561-0.00072044i,-0.00098436-0.00057052i,-0.0014298-0.00014318i,-0.0016295+0.00023554i,-0.0010664+0.00049743i,-0.00060264+0.00059003i,-0.0001276-6.0049e-05i,-0.00030807-0.00025796i,0.00015806-0.00023991i,0.00037377-0.00053417i,0.00026433-5.3705e-05i,0.00049385+0.00057597i,0.00013142+0.00060257i,0.00041276+0.00043742i,0.00071336+0.00015699i,0.00068349+0.00012464i,0.0005683+3.8971e-05i,0.00028277-0.00061301i
