-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
-0.00098545-0.00040394i,-0.0012064+0.0014056i,-0.00084799+0.0017934i,-4.4791e-05+0.00077876i,0.00091265+0.0008332i,0.0010753+0.0013776i,0.0002926+0.00083579i,-0.00049974+0.00076216i,-0.00027669+0.00049843i,0.00011213+8.3305e-05i,0.00026021+4.7004e-06i,0.00076697-9.4617e-05i,0.0010546-0.00044077i,0.00067765-0.0005833i,5.8197e-05-0.00037311i,0.00010277-0.00030548i,0.00044324+0.00028929i,0.00045402-0.00013878i,0.00036502-0.00090958i,0.00062564-0.00049285i,0.00034339-0.00077837i,0.00011708-0.00062862i,0.00013718+0.00020742i
0.00015391-0.00042324i,0.00064396-3.3164e-05i,-0.00022103+0.00023843i,-0.00097001+0.00096891i,-0.00069198+0.0016169i,0.00042992+0.0010997i,0.00027854+0.00061155i,0.0001665+0.00056173i,0.001266+0.001355i,0.0010274+0.0015202i,0.00017814+0.00065937i,0.00076429-4.7563e-05i,0.0010143+0.00014761i,0.00074229+0.00054711i,0.001007+0.00064353i,0.00062513+0.00030018i,0.00082279+0.00011291i,0.001013-0.00011594i,-0.00032672-0.00052168i,-0.00096158-0.00016054i,-0.00035956+0.00063525i,0.00041607+0.0010251i,-0.00015225+0.0015501i
-0.0015606+0.0022098i,0.00095558+0.0027315i,0.0023084+0.0026549i,0.0014804+0.0019203i,-3.7255e-05+0.0011675i,-0.0014306+0.00043111i,-0.0014046+0.00037917i,-0.00046651+0.00014336i,-0.00053614-0.00076237i,-0.0010743-0.001091i,-0.00017211-7.3884e-05i,4.3745e-05+0.0008315i,-0.00025557+3.0173e-05i,-8.975e-05-0.00049104i,-0.00073423-0.00086729i,-0.001136-0.00089806i,-0.0003801-0.00065388i,5.517e-05-0.0010712i,-0.00038454-0.00068051i,-0.00075862-0.00020793i,-0.00041932-0.00026579i,-0.00016311-6.4762e-06i,-0.00056663+0.00024033i
-0.001685+0.0025667i,-0.0011563+0.0050137i,-1.0534e-05+0.0043312i,0.00055923+0.0022541i,0.00041101+0.00087182i,-1.8669e-05-0.00027427i,-0.00041835-0.00069633i,-0.00044393-7.9707e-05i,-3.2758e-05+6.6321e-06i,-0.00020264+0.00030422i,-0.00041833+0.00069058i,4.4531e-05-7.4694e-05i,0.00012421-0.00092103i,-0.00033269-0.001568i,-0.00073122-0.0014209i,-0.00027801-0.00071943i,0.00077345-0.00030423i,0.00043866+0.000173i,-0.00038122+0.00035794i,0.00012956+0.00011345i,0.00094521+0.00015315i,0.00075691+0.00017637i,0.00014111-0.000127i
0.0031726-0.0026283i,0.0033298-0.0015294i,0.0031507-0.00028987i,0.0015838+0.00068822i,0.0001318+0.0010629i,0.00035951+0.00081903i,0.00043132+0.0010961i,0.00036457+0.0017502i,0.00031293+0.0015793i,-7.5902e-06+0.00080709i,-0.00018732+0.0005211i,5.551e-05+0.00038238i,0.0004165+0.00049219i,0.00038547+0.00040847i,0.00054564+0.00038459i,0.0001378+0.00039869i,-0.00052114+2.2913e-05i,-0.00091856-0.00013058i,-0.00034992-0.00060333i,0.00037273-0.00081298i,3.4505e-05-0.00037516i,-0.00051955-0.00014273i,-0.00019331-0.00064482i
0.0019789+0.0023052i,0.001083+0.0011059i,0.0013308+0.00041692i,0.00032193+0.00062191i,-0.00026861-0.00052536i,-0.0012352-0.0010279i,-0.0021117+1.7937e-05i,-0.00071773+0.00081013i,-8.3339e-06+0.00033029i,0.00027147-0.00086678i,0.00067544-0.00073067i,0.00042072-0.00026126i,-0.00036957-0.00091386i,4.1425e-05-0.0013294i,2.8648e-05-0.00046055i,-0.00063569+0.00057344i,-0.00029049+0.00070079i,0.00088089+0.00040983i,0.00073131+0.00059737i,0.00017103+0.00092274i,0.00016126+0.00088732i,-0.00026283+0.00030763i,-0.00056937-0.00036284i
0.001443+0.0029765i,0.0034125+0.0042803i,0.0038557+0.0036171i,0.0015588+0.00090734i,-0.00082729-0.00053374i,-0.0013228-0.0010483i,-0.00010553-0.00035538i,0.00052679+0.00021825i,0.00048688-8.495e-05i,0.0007195-0.00091008i,0.00049646-0.0010047i,-0.0002138+3.1396e-05i,-0.00074004+0.00095861i,-0.00031921+0.0011226i,-0.00025711+0.00058536i,-0.00011848-3.1137e-05i,0.00011215+0.0002195i,-8.2428e-05+4.7934e-05i,0.00030437-0.00033413i,0.0011879+0.00029996i,0.00075928+0.00054822i,-0.00036716-0.00031814i,-0.00077401-0.00085692i
0.00051938-0.0014454i,-4.4281e-05-0.0010901i,0.00017916-0.0010031i,-3.5165e-05-0.00048384i,-0.00074517+0.00076942i,-0.00039466+0.0013485i,0.0001475+0.0016818i,0.00019613+0.0017387i,1.3426e-05+0.00064946i,0.00014757+7.8944e-05i,5.4455e-05-6.4481e-05i,-0.00010594+0.00025032i,0.00098482+0.00087652i,0.0011435+0.00087408i,0.00034931+0.00069659i,-5.0506e-05-3.363e-05i,0.00037162-0.00097688i,0.00082354-0.00063312i,0.00081842-0.00017417i,0.00078001-0.00042649i,0.00056075-0.00021187i,0.00061707+0.00044336i,0.00028895+0.00051919i
0.0019198+0.0003306i,0.0013527+0.0011093i,0.0012362+0.0015186i,0.00099518+0.00096446i,4.1276e-05-3.116e-05i,-0.0011379-0.00033609i,-0.00037835+0.00010654i,0.00068472+0.001147i,0.0005398+0.0008968i,0.00032469+0.00078899i,-0.00022524+0.0014183i,-9.8393e-05+0.0014068i,0.00065526+0.00094721i,0.00072755+0.00022416i,-8.5072e-05-0.00053266i,-0.00058401-0.00045209i,-0.00067993-8.1829e-05i,-0.00043586+0.00029686i,-0.00048117+0.0009211i,-0.00049701+0.0010926i,-0.00041307+0.00080248i,-0.00047956+0.00021454i,-0.0006305-8.46e-05i
0.00034331+0.001644i,0.0016156+0.00070194i,0.0014772-0.00046514i,0.0011703-0.0006359i,0.00088662+0.00042039i,0.00011157+0.00010598i,-0.00047576-0.00079126i,-0.00059409-0.00018676i,-1.3818e-07+0.00017977i,0.0011531+0.00037548i,0.00083592+0.00088467i,0.00021328+0.0008444i,0.00050668+0.00044371i,0.00036151-0.00028343i,0.00016204-0.00096851i,0.00056366-0.00074269i,0.00015518-0.00012001i,-0.00053788-0.00016183i,-0.00034947-0.00012924i,-0.0002157+0.0001118i,-3.1734e-05+0.00019203i,0.00043248+0.00033762i,0.00074476+0.00032556i
0.00042785+0.0015213i,0.00072017+0.0018167i,0.00087736+0.0014496i,0.00049338+0.00085651i,-0.00020055+0.00075661i,-0.00077916+0.00034766i,-0.00091381+0.00028508i,1.3371e-05+0.00079368i,0.00052404+0.00075575i,-0.00012294+0.0010213i,-0.00036963+0.00081691i,-0.00040854-0.00019984i,-0.00029235-0.00049856i,0.00032904-0.00037979i,-4.8081e-05-0.00021018i,-0.00078927+0.00025488i,-0.0014109+0.001279i,-0.00066427+0.00073583i,0.00062523+0.0003617i,0.00046326+1.0147e-05i,0.00030216+1.3778e-05i,0.0002282+0.001109i,0.00016297+0.00049005i
-0.00034482+0.00213i,6.8252e-05+0.0031862i,0.00058392+0.002339i,-0.00041281+0.00078928i,-0.0010691+0.00022505i,-0.0010341+0.00082819i,-0.00090347+0.00092807i,-0.00032114+0.00093775i,-0.00032413+0.00052504i,-0.00062151-7.8452e-05i,-0.00040756+0.00022082i,0.00011714-0.00034913i,0.00052788-0.0010364i,0.00057629-0.00044179i,1.1512e-05+1.877e-05i,-0.00055311+0.00075141i,-0.00068626+0.0012066i,-0.00090263+0.0006794i,-0.00073532+0.00048876i,0.00055649+0.0008812i,0.0010462+0.00094137i,0.0003668+0.00060859i,-0.00026918+2.8059e-05i
0.0016092+0.0016402i,0.0022233+0.00096197i,0.0023919+0.00022323i,0.0016628+0.00048654i,0.00023551-0.00013121i,-0.00038257-0.0014954i,-0.00031505-0.00054519i,-0.00073781+0.00055362i,-0.0011857+3.7639e-05i,-0.0012907-0.00068137i,-0.0013737-0.00014772i,-0.0017662+0.00037663i,-0.0021482-1.4229e-05i,-0.0014785-0.00045062i,-0.00011985-0.0004238i,0.00050461+0.00010015i,0.00016774+0.0003914i,-0.0004526+0.00024478i,5.5051e-05-0.00019746i,0.00089826-0.00051468i,0.00071624-0.00021116i,0.00049286+9.6093e-05i,-2.7144e-05+2.0937e-05i
-0.00054127+0.0016342i,-0.00026667+0.0023524i,0.00028182+0.0018761i,0.00035819+0.00064602i,0.00051067+5.2163e-05i,-7.9153e-05-0.0006693i,-0.001103-0.00063361i,-0.0010385+0.0002162i,-0.00016166+0.00017296i,-4.6998e-05+3.0664e-05i,-0.00082988+0.0007123i,-0.0011635+0.0013019i,-0.00080542+0.0009024i,-0.00036049-0.00044117i,-0.0002697-0.0010409i,-0.00055634-0.00019559i,-0.00020008+0.00010701i,-0.00012924-0.0008323i,-0.00013214-0.00055488i,0.00024151+0.00025324i,0.00012717+0.00012077i,-0.00044466-5.0539e-05i,-0.00044281+0.00024782i
0.001149+0.0025298i,0.0016202+0.0022924i,0.0026344+0.0016168i,0.0020706-2.0865e-05i,-0.00052454-0.0012328i,-0.0020203-0.00037208i,-0.0018721+0.00067127i,-0.0011277+0.0007956i,9.8894e-05+0.00018641i,0.00025385-0.00040995i,-0.00054886-0.00061256i,-0.00092264-0.00024588i,-0.00051953+0.00066711i,5.8892e-05+0.00074538i,0.00020512-0.00018323i,1.6828e-05-0.00044994i,-0.00017831-0.00044856i,-0.00026928+0.00030377i,-1.1949e-05+0.0011013i,0.00076808+0.00093074i,0.00064354+0.0002008i,2.4532e-05-0.00059186i,7.0399e-05-0.0007753i
-0.00065596+0.0018862i,0.0013732+0.0022382i,0.0020602+0.0019941i,0.00049096+0.0012705i,-0.00016385+0.00061602i,0.00067882-0.00025382i,0.00076679-0.0001747i,0.00065926+0.00094882i,0.00018077+0.0015196i,-1.948e-05+0.0010616i,0.00071427+0.00036969i,0.0016713-0.00028611i,0.0017713-0.00024098i,0.00025928-0.00032913i,-0.00018288-0.00067981i,-7.1255e-05-0.00066088i,-0.00026789+3.9935e-05i,0.00027519+0.0003684i,0.00056848+9.7461e-05i,-0.00054545-0.00075863i,-0.00058379-0.00086788i,-0.00028757+0.00013029i,-0.00073981+0.00012772i
2.4037e-05-2.7888e-05i,-8.4989e-05+0.0018244i,-6.9326e-05+0.0018841i,0.00012123+0.00043798i,-0.00046978-0.00030462i,-0.0018014-0.00025575i,-0.0020005-0.00039697i,-0.00063212-0.00016168i,-0.00018277+7.5504e-05i,-0.00013626-0.00043132i,0.00076573-0.00070535i,0.00048008-0.00093191i,-2.2887e-05-0.00060163i,0.00012894+0.00017079i,0.00025138+0.0003561i,6.2266e-05-0.00013667i,0.00046033-0.0001709i,0.00071788+0.00038846i,-0.00048425+0.00031861i,-0.000627-1.2831e-05i,0.00035046-0.00035807i,0.00045497-0.00051343i,0.00097493-0.0010808i
0.002023+0.00065026i,0.0021898+0.0012814i,0.0018078+0.0010343i,0.00077887+6.7832e-05i,7.4627e-05-0.00096603i,-0.0004732-0.0010021i,-0.00058293-0.00013791i,-0.00035638+0.00068016i,0.000166+0.00064729i,0.00037402-0.00026805i,0.00050537-0.00079784i,0.0012195-0.00022101i,0.00093591+3.9125e-05i,0.00020492-0.00030984i,0.00068689-3.8482e-05i,0.00066007-0.00037079i,0.00014112-0.00057467i,0.00020213-0.00031164i,0.00035107+0.00028022i,-5.4394e-05+0.00062763i,0.00028181+6.566e-06i,0.00056782-0.00019502i,-0.00073049-0.00023991i
0.0022964+0.00057952i,0.0036024+0.00067744i,0.0035522+0.00057682i,0.0013526+0.0010587i,-0.0001084+0.001403i,-0.00056183+0.0013002i,-0.00037146+0.0010552i,-0.00031215+0.00088834i,0.00022365+3.2846e-05i,0.00027226+0.00011177i,5.398e-05+0.00097853i,0.00042269+0.00060685i,0.00022559-0.00027394i,-0.00048175-0.00041106i,-7.4044e-05-0.00028794i,0.00075676+0.00014266i,0.00043461+0.00084111i,0.00054117+0.00028589i,0.0010264-0.00011695i,0.00051638-0.00012024i,-0.00046096-0.00079207i,-0.00066576-0.00076349i,-0.00046468-0.00083493i
-0.0009413+0.0020395i,-0.0011728+0.0017763i,0.00077062+0.00096702i,0.001034+0.00060118i,-0.00030236+3.3427e-05i,-0.00071417-0.00027697i,-0.00051099+2.3894e-05i,-0.00031402+0.00078088i,-0.00024463+0.001047i,-0.00067311+0.00055198i,-0.00066521+4.7153e-05i,-0.0005684-0.00018546i,-0.00073843-0.00057482i,-0.00083946-0.0010318i,-0.0008717+0.00043045i,-0.0011126+0.0020095i,-0.00089109+0.0011565i,-0.00019164+0.00015555i,-9.1017e-05-1.6373e-05i,-6.973e-05-8.785e-05i,0.00048377-0.00050137i,0.0010884-0.00010343i,0.0011988+0.00073193i
0.0012289+0.0029249i,0.001474+0.0025879i,0.0021188+0.0018562i,0.0016704+0.0013115i,0.00026537+0.0009267i,-0.00026673+6.22e-05i,-0.00035254-0.00029581i,-0.00044828+1.4526e-05i,-0.00032541-7.9785e-05i,6.1921e-06-0.0003424i,0.00050899-0.0006115i,0.00037953-0.00046056i,-7.1029e-05-0.00027557i,-0.00020941-0.00068287i,-0.00012564-0.00071355i,-0.00022004-0.00033827i,-5.7498e-05-0.000174i,0.00055737-0.00053583i,0.00021133-0.00017809i,-0.00014202+0.00027512i,0.00025185+0.00050786i,0.00015081+0.00033866i,0.00038656+0.0001555i
8.1464e-05+0.00039938i,0.0011347+0.0013745i,0.0009833+0.0016911i,-0.00022168+0.0013009i,-0.00068755+0.00097237i,-0.00087708+0.0003398i,-0.00067693-0.00020503i,0.0001064-6.8432e-05i,0.0003892-9.853e-05i,-4.4993e-05-2.5769e-05i,-0.00037246+4.1707e-05i,-0.00087511-7.5376e-05i,-0.00111-0.00035548i,-0.00070682-0.00023985i,-0.00064853-0.00025278i,-0.0010635-0.00062383i,-0.00059998-0.00025575i,0.00042349+0.00015714i,0.0011717+1.546e-05i,0.00065306-5.8672e-05i,0.0005323-0.00020336i,0.00057146+9.216e-05i,0.00034926+0.00054916i
0.00097851+0.001924i,0.0013264+0.0036541i,0.001741+0.0035826i,0.00095238+0.002014i,-0.00095362+0.00043114i,-0.00050658-6.545e-05i,0.00027657-6.2731e-05i,0.00025233-0.00031536i,0.00021222-0.00020619i,-0.00082043-0.00035733i,-0.0010655+0.00051567i,-0.00045607+0.001032i,-0.00046307+0.0010586i,-0.00070062+0.0014887i,-0.00020997+0.0017353i,0.00024945+0.00068293i,0.00087997-0.00057114i,0.00050238-8.9528e-05i,-9.3374e-05+2.9748e-05i,3.3646e-05-0.00060919i,-9.4062e-05-0.00041538i,-0.00035166-0.00062977i,0.00044907-0.0010623i
0.0003255+0.001476i,0.0012311+0.00069476i,0.0027863+0.00036491i,0.002246+0.00022883i,0.00048045+0.00028923i,-0.00034345+0.00021095i,-0.00087736+0.00034984i,-0.00089453+0.00057223i,8.1198e-05+0.00030413i,0.00096784+0.00034104i,0.0009617+0.00099297i,0.00042115+0.00059129i,0.00020368+0.0002777i,9.7808e-05-0.00012621i,4.7799e-05-0.00090043i,-0.00032998-0.00064191i,-0.00050807+0.00025077i,-0.00066338+5.1224e-05i,-0.00099457-0.00045175i,-0.00091378+0.00020927i,-0.00031072+0.00023484i,0.00049184+0.00028401i,0.0007663+0.00068981i
0.0027822+0.00048779i,0.0024288-0.0005434i,0.0013256-0.0012009i,0.00022887-0.0012844i,-0.00086288-0.0012107i,-0.0017169-0.00031028i,-0.001413+0.0014457i,-0.00083556+0.0018892i,-0.00066376+0.00051187i,-0.00097411-0.00089347i,-0.00076048-0.00058449i,-0.00013476+0.00075687i,-0.00029117+0.0010306i,-0.0010848+0.0006527i,-0.0014361+0.00044443i,-0.00092358+0.00059058i,0.00044254+0.00014643i,0.0013609-0.00035096i,0.0012205+0.0001686i,0.00072146+0.00040252i,0.00033923+0.00015678i,-2.6439e-05-5.5682e-06i,-0.0001939+0.00017196i
0.0011046+0.0034367i,0.002561+0.0041325i,0.0032737+0.0026001i,0.0025701+0.001202i,0.00019952+0.0010315i,-0.0011186+0.00079916i,-0.00016688+0.00081659i,0.00016573+0.0011772i,-2.5689e-05+0.00044435i,-0.00011117-0.00056589i,-0.00025664-1.137e-05i,-0.00036776+0.00079742i,4.0817e-05+1.5139e-05i,0.00066332-0.00065324i,0.00097873-0.00054289i,0.00067232-0.00010308i,0.000367+0.00023164i,0.00022916-0.00010904i,-0.0002894-0.0002576i,-0.00056324+0.00018475i,6.203e-05-0.00021017i,0.0003631-0.00064309i,0.00064508-0.00032101i
-0.00023842-7.2694e-05i,-7.1586e-05-0.000761i,-0.0010449-0.0010821i,-0.0010904-0.00097331i,0.00026344-0.0011405i,0.00045349-0.0009721i,-0.00030591+0.00019617i,-0.00026353-6.2354e-05i,0.00043901-0.000136i,0.00013276-2.1295e-05i,-0.00023899-0.00020721i,0.00092958-2.429e-05i,0.0015051+2.9673e-05i,0.00080685+0.00035185i,0.00076816+0.00053344i,0.0013061+0.0004697i,0.0010459+0.00019831i,2.387e-05+2.5103e-05i,-0.00043573-0.00039282i,-0.0003448-0.0010485i,-0.00040238-0.00097869i,-0.00024378-0.0005345i,-0.00032391-0.00040379i
0.0019639+0.0022934i,0.00062471+0.0019543i,0.00092127+0.0014488i,0.0011838+0.00029582i,-0.00036119-0.00011252i,-0.0019872+0.00021492i,-0.0017037-0.00044581i,-0.00046299-0.00070921i,-0.00047791-0.00084869i,-0.00064057-0.0005805i,-0.00021959+0.00039063i,2.7644e-05+0.00025852i,-0.00035379-9.6768e-05i,-0.00045331+7.4986e-05i,-0.00084969+0.0008748i,-0.0010532+0.0010323i,-0.00040848+0.00023159i,-2.6134e-05+0.00014603i,0.00020485+7.8122e-05i,0.00023151+0.00050919i,-0.00013028+0.00082112i,0.00049435+9.2314e-06i,0.00099232-0.00056578i
0.00078604+0.0012596i,0.0010776+0.0016872i,0.001438+0.00051588i,0.00087699+0.00043893i,-0.00013162+0.00058864i,-0.00073687+0.00040702i,-0.00047566+0.00056604i,-0.00014532+0.00051694i,-0.00030171-0.00017084i,-0.0003951+0.00038688i,-0.00057658+0.0015351i,-0.00044842+0.0013016i,9.5526e-05+0.00088888i,0.00047431+0.00021311i,0.00029082-8.0342e-05i,1.2565e-05+0.0004597i,-9.7154e-05+0.00082561i,-0.00012582+0.00064846i,0.00022527+0.00016984i,0.00026724-0.00052522i,5.8322e-05-0.00049421i,-2.8334e-05+0.00023841i,-1.4485e-05+0.00021021i
0.00023964-0.0010839i,0.00058698-0.00095227i,0.0010326-0.001407i,0.0003974-0.00125i,-0.00043059-0.00087531i,-0.00084393-0.00057695i,-3.0739e-05-0.00023881i,0.00068165+0.00018161i,5.632e-05-3.3043e-05i,0.00019209-0.00058268i,0.00033823-0.00012456i,-0.00044366+0.00079167i,-0.0010004+0.00047674i,-0.00084701+5.7756e-05i,-0.00032605+0.00073628i,-0.00011887+0.00071983i,-0.00054431+1.6457e-05i,-0.00068921-0.00071472i,-0.00040311-0.00062863i,0.0001895+0.00040049i,0.00049675+0.0011236i,-4.3638e-05+0.00086908i,-0.0002219-7.2164e-05i
0.00025669+0.00027367i,-0.00014131+0.00085597i,-0.00080252+0.0018457i,-0.0012298+0.0023024i,-0.00070875+0.00098349i,-6.5405e-05+0.00055304i,-0.00042927+0.00072988i,-0.00057933+0.00015611i,-0.00011399-0.00025802i,0.00021248+0.00048087i,0.00013979+0.00086429i,0.00049339+0.00020236i,0.00032338-1.171e-05i,0.00025907-0.00071113i,0.00051691-0.00088696i,0.00032521+0.00011762i,0.00025168+0.00048083i,9.5114e-05-0.00012975i,-0.00052656-0.00056011i,-0.00041482+0.00036459i,-0.00017983+0.0014291i,-0.00030786+0.0012233i,-0.00036563+0.00059843i
0.0018876+0.0020022i,0.0023288+0.0019278i,0.0026698+0.0012664i,0.0018304+0.00069358i,0.00022672-0.0003151i,-0.00083905-0.00054502i,-0.00068842-0.00018498i,7.6638e-05+0.00049955i,0.00056201+0.00022082i,3.4228e-05+0.00026863i,-0.00012918+0.00051541i,-0.00022912-0.00013688i,-0.00080436-0.00039681i,-0.00077566-0.00028331i,-0.00073281-0.0002987i,-0.00034771-7.5205e-07i,0.00029535+9.8245e-05i,0.00081736+0.00011298i,0.00069021+0.00024207i,0.00060004-8.5779e-06i,0.00026684+0.00031699i,-0.0006665+0.00080123i,-0.00053521+0.00020946i
0.00087599+0.0043045i,0.0012554+0.0042469i,0.0019374+0.002884i,0.0015425+0.0020453i,0.0019259+0.0019681i,0.0017801+0.0015432i,0.00016167+0.0013789i,9.3744e-05+0.000964i,0.0002228-8.7364e-05i,-0.00090393-0.00040685i,-0.00068899+0.00017923i,0.00032405+8.139e-05i,0.00033518-0.00020601i,-0.00024601-0.00043911i,-2.2685e-05-0.00087324i,0.00045541-0.00058962i,0.00028933-0.00025391i,0.00032787-0.00059241i,0.0002816-0.00063983i,0.00026299-0.00030079i,8.0079e-05-0.00082563i,-0.00035935-0.0008798i,-0.00037095+0.00061116i
-0.0011403+0.0011211i,-0.00087944+0.0010052i,0.00074202+0.00060507i,0.0011271+0.00039432i,-0.00025941+0.00046258i,-0.00099088+0.00041554i,-0.0006176+0.0003297i,-0.00026446+0.00068583i,0.00027188+0.00066653i,0.00098279+0.00076205i,0.001087+0.00040168i,0.00070249-7.2059e-05i,0.00035205-0.0002789i,0.00012855-0.00088994i,-0.00012126-0.00098388i,-0.00025582+0.00038448i,-0.00053898+0.0011705i,-0.0011993+0.00080806i,-0.001914+0.00047384i,-0.0020182+0.00014031i,-0.0012344-0.00034079i,-0.00029341+6.8679e-05i,-0.00033316+0.00029222i
2.9529e-05-0.00046077i,-0.00053722+0.00015544i,-0.0011568+0.0011102i,-0.00072473+0.0010482i,0.00039514+0.00037151i,-0.00015214-0.0008731i,-0.0017606-0.0011483i,-0.0012551-0.00029991i,-0.00054313-9.7228e-05i,-0.00058227-0.0001178i,-0.00049664+0.00029965i,0.00016551+0.00011929i,0.00044665+0.0001448i,-1.3758e-05+0.00046136i,-0.00019939+7.174e-06i,-0.00047686+0.00029892i,-0.00046423+0.00022142i,-0.00013483-0.00029829i,8.2514e-05+0.00029553i,0.00040503+4.7311e-05i,-8.7255e-05-0.00054459i,-0.00028089-0.00053325i,8.0631e-05-0.00017919i
0.0021036+0.0028635i,0.0027174+0.003395i,0.0021444+0.0030881i,0.00042582+0.0019935i,-0.00041412+0.00077232i,0.00014289+0.00021042i,-0.000264-0.0003792i,-0.00066972+0.00021709i,-0.00015539+0.0016497i,-3.5518e-05+0.0019382i,0.00029339+0.0015333i,0.00088728+0.00083817i,9.0065e-05+0.00071131i,-0.0010399+0.00050225i,-0.00072953-0.00031293i,-0.00036915-0.0005092i,-0.00040977-8.7713e-05i,-6.5436e-05+4.7672e-05i,0.00021665-0.0002206i,2.5972e-05-4.7431e-05i,-0.00013577+0.0003251i,0.00011611+0.00043214i,0.00027095+0.00053219i
0.0026038+0.0020639i,0.0034065+0.0021691i,0.0036928+0.0010041i,0.0018478-0.00090984i,0.00067871-0.0017366i,5.116e-05-0.0011597i,-0.00034702-5.6825e-05i,0.00013942+0.0011155i,0.00015455+0.00053779i,-0.00038849-0.00014249i,-0.0010809+0.00058015i,-0.0009792+0.0010613i,-0.0006772+0.00081893i,-0.0007349+0.00042867i,-0.00027941+6.7724e-05i,-0.00036188+4.4462e-05i,0.00020129-8.4064e-06i,0.0011085-8.9212e-05i,0.00080472-0.00032505i,0.00035589+0.00016392i,0.00054939+0.00058636i,0.00076015-0.00033977i,0.0002639-7.6969e-05i
0.0013537-0.001123i,0.00059887-0.00067733i,0.00027394-0.00089401i,-0.0003731-0.00069293i,-0.00097303+0.00097875i,-0.0012881+0.0019992i,-0.0012836+0.00094248i,-0.00051487-0.00041468i,0.00023525+8.83e-05i,0.00061529+0.0007049i,0.00066901+0.00042746i,0.00075205+0.00036146i,0.00057804+0.00097466i,0.00029271+0.0015524i,0.00014474+0.0018207i,-0.00035842+0.0013132i,-0.0001143+0.00046982i,0.00088442+7.2535e-06i,0.0015423+3.5194e-05i,0.0015881+0.00041245i,0.00070872-0.00025571i,0.00037355-0.0002636i,0.00018031+0.00058511i
-0.00060965+0.0012929i,-0.0013027+0.0011633i,-0.00037896+0.001314i,0.00065459+0.00090648i,0.00061549-0.00021158i,-1.8625e-05-0.00045665i,-0.00039208+0.00060662i,-0.00021484+0.0013878i,-0.00025701+0.0010932i,-0.00016221+0.0001219i,-9.3975e-05+4.8143e-05i,-0.00088329+0.00043294i,-0.0010605-0.00018415i,-0.0005764-0.0005i,6.7344e-05-0.00083131i,0.00033654-0.00095305i,-0.00032486-0.00042787i,-0.0011299-0.00016646i,-0.0012271+0.00012702i,-0.00089139+0.00034946i,-0.00026472-0.00020159i,-7.5118e-05-0.00017176i,-0.00042824+0.00022297i
0.00011037+0.0022288i,0.00053335+0.0027915i,0.00059864+0.0032489i,0.00067542+0.0020109i,0.00065454+0.00086233i,0.00076676+0.0011964i,0.00054433+0.001929i,-7.0538e-05+0.0012595i,4.4912e-05+0.00038368i,-0.00047217-0.00035239i,-0.0003808-0.00031309i,-0.0003531+0.00030915i,-0.00086449+0.00065358i,-0.00031896+0.00011616i,0.00032179-0.0006336i,0.00088303-0.0008918i,0.00089219-0.00043388i,0.00063885+0.00037881i,-0.00012111-0.00030998i,-0.00036115-0.00087834i,-0.00019658-0.00012857i,-0.00030988+0.00036734i,-0.00037122-0.00015959i
0.00022952+0.00025518i,-0.00030105+0.0015323i,0.00018881+0.0010828i,0.0010778+0.00059921i,0.0009639+0.00037337i,0.00014132+8.7762e-05i,-0.0010509+9.9181e-05i,-0.0014568-0.0001599i,-0.0012209-0.00016999i,-0.00039938-0.00017367i,0.00041767+0.00026812i,0.00026967+6.1384e-05i,0.00023348-0.00084813i,-0.00034445-0.0012078i,-0.00036365-0.00092249i,0.00038927-0.0001628i,0.00059934+0.00047608i,2.3587e-05+0.00017867i,-0.0001267+5.9605e-05i,0.0002281+0.00030657i,0.00027064+0.00048917i,0.00028295+0.00042979i,0.00044658-7.5002e-05i
0.00062332-7.2014e-05i,0.0011375+0.00041975i,0.0006208+0.00050672i,2.4807e-05+0.00018362i,0.00018625+0.00012048i,0.00040539+1.7196e-05i,0.00028916-9.3724e-06i,0.00019747-7.5603e-05i,-0.00024625-0.0003522i,-0.00050841+0.00026533i,-0.0004618+0.0010269i,-0.00034334+0.0002539i,-6.1754e-05-0.00053238i,-0.00021518-0.00067009i,-0.00043332-0.00039388i,-0.00035619+0.00029372i,-0.00057012+0.00038437i,-0.00026802+7.9258e-05i,0.00045581-0.00021499i,0.00055306-8.5207e-05i,0.00050399-0.00024231i,0.0009299-0.00059521i,0.00042569-0.00018882i
