-0.0024501+0.0012906i,-0.0015106+0.00017765i,-0.0026034-0.00057596i,-0.0024612-0.000748i,-0.0016095+0.00030184i,-0.00097825+0.0015617i,-0.00073749+0.0023145i,0.00041891+0.0021082i,0.0016405+0.0012392i,0.00097937+0.00042168i,0.00010791-0.00049031i,0.00053916-0.00057203i,0.0012637+0.00084873i,0.0017669+0.0016716i,0.0012127+0.00066035i,0.00029808+2.1276e-05i,-0.00015236+0.00031309i,-0.00047581-0.00058027i,0.00075282-0.0012143i,0.00099139-0.0007982i,-0.00039923-0.00018168i,-0.00036727+2.5185e-05i,-0.00023058+0.00019537i
-0.00048438+0.00052361i,0.0012571+0.00063142i,0.001644+0.00021649i,0.00079573+0.00037381i,-7.6549e-05+0.00086037i,-0.00045341+0.00031163i,-0.0011708+1.8793e-05i,-0.00073634+0.00013735i,0.0011998-0.00028876i,0.0015201-0.0009238i,0.0001301-0.0015316i,-0.00055693-0.001197i,0.00028246-2.7819e-05i,0.00045863+0.00014751i,0.00032768-7.8455e-05i,0.00060135-0.00020121i,0.00030075-0.00097594i,0.000376-0.0010309i,0.00070488-0.00043773i,0.00019553-0.00013513i,-0.00031959+0.00014472i,0.0003214+0.00036061i,0.0002961+0.00059021i
0.0007608+0.00011082i,0.00073789+0.00099218i,0.00068569+0.00033689i,0.00056446-0.00025559i,-0.00056379-0.00070382i,-0.0015368-0.00049271i,-0.0004684-0.00084706i,0.00062118-0.001131i,0.00078325-0.00085288i,0.001341-0.0011924i,0.0013379-0.0014656i,0.00026714-0.0009968i,-5.3372e-05-0.0014826i,0.00064052-0.0018508i,6.8672e-05-0.00086918i,-0.00089691-0.00064078i,-0.0013521-0.00086866i,-0.0010504-0.00057085i,7.556e-05-0.0004004i,0.00020032-0.00062537i,0.00015533-0.00050424i,0.00029162-0.00034982i,0.00045883-0.00028621i
0.0021235-0.0016193i,0.0019996-0.0022108i,0.0024383-0.0022186i,0.0011158-0.0017458i,-0.00011823-0.0011947i,-4.225e-05+5.4855e-05i,0.0011434+0.00086319i,0.0012935+0.00054478i,0.0013169+0.00029005i,0.00086099-0.00031056i,-0.00059143-0.0016065i,-0.00045932-0.0027253i,0.00041592-0.0024544i,-4.2291e-05-0.0012541i,-0.00093037-0.0006268i,-0.00026095-0.00091022i,0.00051952-0.0010029i,0.00077835-0.00058284i,0.0008788-0.00069345i,0.00051955-0.0004251i,0.00038539-0.00012306i,0.00074772+6.4635e-05i,0.00087788+0.00050127i
-0.00038971+0.0015723i,0.00016846+0.0013341i,0.00042333+0.0015447i,0.00095251+0.0015323i,0.00043328+0.0019055i,0.0002944+0.0017755i,0.00027591+0.0013376i,0.00049356+0.00074883i,0.001187-0.00022075i,0.0014973-0.00048308i,0.00086319-0.00048648i,0.00065182-0.00078507i,0.00097577-0.00073646i,0.00073956-0.00058954i,0.00061404-0.00081043i,0.00074661-0.0011054i,0.00069011-0.0013528i,0.00012556-0.0010591i,0.00034426-0.00046855i,0.00085213-2.9307e-05i,0.00091423+0.00031067i,0.00028242+0.00074271i,-0.00011252+0.0002444i
-0.0010044+0.00066481i,-0.00089321+0.00012998i,-0.00029563+0.00071927i,0.00026531+0.00040123i,0.00046814-7.7331e-05i,0.00066636+1.3206e-05i,0.0012136-0.00013633i,0.00096263-0.00063187i,0.0010027-0.00058762i,0.00083074-0.00095573i,0.00053293-0.0010497i,0.00035128-0.00036869i,0.00015656-0.00071493i,0.00038428-0.00061524i,0.00030005-1.2465e-05i,7.9383e-05-0.0004366i,-2.6336e-05-0.00043694i,-2.8968e-05+2.5001e-05i,-4.8167e-05-0.00012128i,0.00058123-0.00014067i,0.00077687-0.00027879i,0.00061378-0.00011088i,0.00018603+0.0007326i
0.0010913-0.0014976i,0.0020456-0.0018025i,0.0022183-0.002493i,0.00097683-0.0022221i,0.00059369-0.00098447i,0.0003287+0.00036096i,8.4107e-05+0.0012906i,0.0007156+0.0011325i,0.0014912+0.00046483i,0.0015712-5.4391e-05i,0.00063412-0.0010459i,0.0006645-0.0014154i,0.0010007-0.00064947i,6.9157e-05-0.001067i,-0.00094763-0.0015396i,-0.000263-0.00043907i,0.0003949-2.4366e-05i,4.0076e-05-8.6571e-05i,-0.00010775-0.00015753i,-9.2935e-05-0.00026542i,0.00036623+0.00014741i,0.00057895+2.5355e-05i,0.0005821-0.00036301i
0.0012136+0.0024501i,0.0031309+0.0024946i,0.0024747+0.0021633i,0.0010561+0.0012338i,0.00060575+0.00069279i,6.7912e-05+0.00013484i,0.00044607-0.00067946i,0.0014707+0.00029473i,0.0016623+5.2908e-05i,0.0011126-0.0010854i,0.0001185-0.0012326i,-0.0005802-0.0010938i,-0.00067321-0.0013817i,-0.00027227-0.00093095i,-0.00019498-0.00011231i,-0.00080466+0.00012884i,-0.00047854+0.00032767i,1.4057e-05-9.5073e-05i,-3.0256e-05-0.00078455i,-0.0001192-0.00082816i,-0.00025824-0.00089688i,0.00017136-0.00033774i,8.0298e-05-0.00020818i
0.0029467-0.0031243i,0.0029451-0.0020808i,0.001995-0.0023788i,0.00041583-0.0021579i,-2.2018e-05-0.0018017i,0.00059824-0.0012995i,0.0016299+2.4021e-05i,0.0018501+0.0008337i,0.0018637+0.00042315i,0.00092417-0.0013877i,-0.0010941-0.0027958i,-0.00090062-0.0023488i,0.00012879-0.0023613i,-0.00012816-0.0023142i,-1.8176e-05-0.0014694i,0.00015145-0.00050952i,-6.6235e-05-0.00032085i,0.00013023-0.0012422i,0.00063913-0.0012992i,0.0010815-6.7038e-05i,0.00065014+0.00018172i,-0.00012065-0.0010167i,-0.00040552-0.00059196i
-0.00168+0.00023721i,-0.0015141-0.00087133i,-0.0022794-0.00072418i,-0.0022904+4.0147e-05i,-0.00075583+0.00050791i,-0.00011499+0.00028535i,-4.8891e-06-0.00045446i,0.00034726-0.00045175i,0.00078753-9.9659e-05i,0.00046205-0.00041099i,0.00024996-0.00071273i,0.00071175-0.0013115i,0.00087166-0.0012967i,0.00035725-0.0010226i,-0.00051785-0.00094324i,-0.00085633-0.00047355i,-0.00057291-3.8843e-05i,-0.0011597-0.00027409i,-0.00086015-0.00039811i,-0.00031558-0.00060259i,-0.00049399-0.00080491i,3.1139e-05-0.000415i,0.00022781+9.8495e-05i
0.00061408-0.001068i,0.0012376-0.0010946i,0.0011468-0.00020127i,0.00078092-0.00042397i,0.00082374+0.00015167i,0.001083+0.0011455i,0.002005+0.0013528i,0.0028727+0.00077985i,0.0027085-0.00037191i,0.0015839-0.00066039i,0.00039579-0.00049824i,-0.00023422-0.00050442i,-0.00019913-0.00069275i,0.00063067-0.00045361i,0.00099058-0.00066316i,0.00048712-0.00045032i,-0.00027927-0.00013963i,-0.0010287-0.00038986i,-0.0012897-0.00062822i,-0.00028131-0.00093843i,0.00062269-0.0010499i,0.00063196+0.00012855i,0.00061221+0.00093494i
0.0021066+0.0014647i,0.00096354+0.0006447i,0.0014865+0.00081646i,0.0015985+0.001321i,0.00090641+0.0014015i,6.8911e-05+0.0011368i,0.00042048+0.00089709i,0.0019473+0.0005526i,0.0015239+0.00040185i,0.00011535-0.00020142i,-0.00024359-0.00069685i,0.00016249-0.00060135i,0.00040778-7.8015e-05i,5.0108e-05+0.00015734i,-0.00012321+9.0193e-05i,-7.1727e-06+0.00060625i,-0.00042627+0.0009323i,3.5288e-06+0.00016617i,0.00017633-0.00060906i,-0.00038927-0.00094675i,-0.00060179-0.00098038i,-0.00033751-0.00068145i,-6.8368e-05+0.00060163i
-0.0016914+0.0016347i,-0.0016622+0.00093539i,-0.0021488+0.00042756i,-0.0013995+0.00078633i,-9.1482e-06+0.00041066i,-5.2429e-05-0.00052009i,0.00016699-0.00041592i,0.0014847-5.1144e-05i,0.0018143-0.00066749i,0.0010844-0.00094177i,0.00060186-0.0012075i,0.00032386-0.00081644i,-0.00012383-0.00049467i,-5.0608e-05-0.00079649i,0.00032661-0.00014257i,0.00054505+0.00058223i,0.00063808-0.00014709i,0.00019041-0.00041804i,-9.7066e-05-0.00012796i,-0.00047559-0.00064675i,-0.00053862-0.00034303i,-0.00038935-6.9935e-05i,-6.4713e-05-0.00030095i
-0.0029623-0.00080043i,-0.0024298+0.00010139i,-0.0014907+0.00036969i,-0.0014106+0.00045275i,-0.0013263+0.00021852i,0.00020267-0.00014091i,0.0017991+0.00021928i,0.0016883+0.00069605i,0.00083223+0.00017678i,0.00010098-0.0010375i,-0.00034427-0.0010916i,-0.00034373-0.00063502i,0.00032216-0.00038265i,0.00034531-0.00022098i,-0.00039435-0.0013352i,-7.3389e-05-0.0020072i,0.0007791-0.0015374i,0.00030139-0.00096125i,-0.00059649-0.00026247i,-0.0012646+0.00046887i,-0.00073897-0.00018287i,0.00032514-0.00087555i,0.00050548-0.00039922i
0.00061029+5.2086e-05i,0.0018479-0.0014482i,0.00081778-0.00066715i,-9.84e-05+0.00017184i,-0.00041446+0.00072926i,-0.0011114+0.00043055i,-0.00085643+0.00037463i,0.0001601+0.00056375i,0.00027124+2.038e-05i,0.00036245-0.00080877i,0.00056862-0.0014398i,0.00039891-0.0011235i,-0.00019753-0.001118i,-0.00010297-0.0010435i,0.00035114-0.00027577i,0.00085551+0.00016815i,-0.00035747+9.0751e-05i,-0.0014993+0.00012792i,-0.0010952+0.0002544i,-0.00055395-0.00043805i,-0.00024778-0.00088997i,-0.00033501-0.00086748i,-0.00016861-0.00022569i
0.0032667-0.00048079i,0.0020976+1.6936e-05i,0.0001824+3.0443e-05i,0.00069326-0.00055219i,0.0011111-0.00060718i,0.001292-0.00056486i,0.0016295-0.0003226i,0.0019325+0.0005479i,0.0016542+0.00031428i,0.00052352-0.00028755i,-0.00011312-0.00091071i,0.00010572-0.00068709i,0.00051272-0.00056027i,-6.9454e-05-0.00076449i,-8.0462e-05-0.0010733i,0.00053016-0.0013105i,0.0002732-0.0013436i,0.00020297-0.0014869i,0.00047577-0.0011491i,0.00014941-0.00042117i,-7.9884e-05+0.00031876i,6.0048e-06+0.00051339i,-0.00066716+0.00016133i
-0.00098446-0.0010509i,-0.00063104-0.00043542i,-0.0010777+0.0003346i,-0.0010513+0.00051596i,-0.0011571-0.00033043i,-0.00052241-0.00023308i,0.00058157+0.00076833i,0.0014717+0.001331i,0.0014714+0.00090178i,0.00072545+4.7311e-06i,2.6284e-05-0.00028531i,0.00013116-0.00017629i,0.0005683-0.00020265i,0.00024269-0.0007811i,-0.00033166-0.0009586i,-0.00041439-0.00061309i,-1.4091e-05+1.8377e-05i,0.00052744-0.00038539i,0.0007186+5.4967e-05i,0.00070242+0.00041827i,0.00089152-0.00013214i,0.00077945-0.00063258i,0.00045279-7.8088e-05i
-0.0013257-0.0015927i,-0.00071863-0.002086i,-0.00077358-0.0011296i,-0.0015854+6.2145e-05i,-0.00085285+0.00033748i,0.00091198+0.0001983i,0.0016656+7.265e-05i,0.0014414-0.00022781i,0.0015489-0.00044594i,0.0015012-0.00069189i,0.00098388-0.00080064i,0.00064685-8.3917e-05i,0.0001456+0.00030151i,-0.00041833+0.00013967i,-0.0008578+0.00022575i,-0.00043776-0.00024035i,0.0005113-0.00072831i,-0.00010502-0.00067087i,-0.00072281-0.00051286i,-0.00041635-0.0006427i,-0.00066202-0.00061799i,-0.00055465-0.00063986i,-0.00021502+6.3001e-06i
4.1288e-05+0.0016286i,0.00012639+0.001324i,0.00010076+0.0013236i,0.00063887+0.0020989i,0.0010993+0.0022243i,0.0010439+0.00084216i,0.0012246+1.7118e-05i,0.00056534-7.1196e-06i,0.00038649+0.00014447i,0.00060602+0.00011402i,-0.00026235+2.9834e-05i,-0.00058339-0.0006292i,0.00028585-0.0011922i,0.00072081-0.0015201i,0.0010527-0.0010775i,0.00092686-0.0002642i,4.4566e-05+8.1523e-05i,9.0931e-05+0.00021588i,9.318e-05-0.00023571i,-0.00023046-0.00059879i,-0.00024629-0.00033061i,-0.00048761+0.00022996i,-0.00095399+0.00082616i
-0.0006958-0.00037126i,-0.0010792-0.00076337i,-0.00052946-0.0018797i,-0.00041779-0.0017287i,-0.0012366-0.00094329i,-0.00093399+0.00016921i,0.00061693+0.0013322i,0.0010772+0.0013598i,0.00093772+0.00092332i,-4.2502e-05+0.0005261i,-0.00099661-0.00020793i,-1.3108e-06-0.00026328i,0.00035899-0.00038892i,-0.00025142-0.00093671i,0.00011498-0.00068372i,0.00042977-0.00010817i,-0.00028198-0.00038379i,-0.001011-0.0004356i,-0.00090703-0.00029614i,-0.00048907-0.00073118i,-0.0002511-0.00075967i,0.00025908-0.00019951i,0.00066849+0.00067516i
-0.00081449-0.0002265i,-0.00062744-0.00046241i,0.00015686+0.0010387i,-0.00014716+0.001665i,7.832e-05+0.00041947i,0.0010103+4.8487e-05i,0.00071869+0.00076921i,-6.3814e-05+0.00070991i,0.0005367-0.00018415i,0.0011109-0.00054106i,0.00058857-0.00010812i,0.00053888-0.00049464i,0.00082536-0.00085507i,0.00088036-0.00056098i,0.0012401-0.0003526i,0.00098963-0.00063461i,0.00051697-0.00081818i,0.00066958+4.1034e-06i,0.00024776-1.4884e-05i,-0.0001845-0.00051571i,-0.00028943-0.00035574i,0.00030487-0.00046997i,0.00050331-0.00014891i
-0.0010886-0.0017863i,-0.0012935-0.0015753i,-0.00031903-0.0011551i,-0.00049519-0.00098702i,-0.00049988+7.9018e-05i,-7.0805e-05+0.0010281i,2.7699e-07+0.00098754i,0.00013673-6.1754e-05i,0.00043678-0.00081119i,0.00072177-0.00055128i,0.00091601-0.00052471i,0.0010172-0.00097569i,0.00077769-0.0010541i,0.00019725-0.00042207i,0.00041674+0.00042328i,0.00015868-5.0636e-05i,6.508e-05-0.001214i,0.00071034-0.001015i,0.0009397-0.00027845i,0.0002432+1.9289e-05i,-0.00091175+0.00036488i,-0.00033631+0.00045722i,-0.0002243+0.00051803i
0.0012049+0.00070013i,0.001936+0.0009451i,0.0015796+0.00067826i,0.00089921-0.00031129i,0.00096778-0.00089327i,0.0016947-0.00062104i,0.0024504+5.4427e-05i,0.0015839-2.3574e-05i,-2.3096e-05-0.00044416i,-0.00071212-0.00080934i,-0.00024005-0.0010549i,0.00016266-0.0012612i,0.00013906-0.0015169i,-0.00035321-0.00075917i,5.4536e-06+9.9434e-06i,0.00038177+0.00017647i,-2.915e-05+0.00028354i,-0.00016615+0.00052863i,-0.00012784+0.00028334i,8.9917e-05-9.2308e-05i,0.00035256-2.6155e-05i,7.8955e-05-0.00052008i,-0.00049042-0.0012967i
0.00028556+0.0018407i,6.8226e-05+0.002642i,0.00047879+0.0026343i,0.00063293+0.00187i,0.00030486+0.0013559i,-0.00020046+0.0011244i,-0.00049074+0.00097931i,0.00059434+0.00037436i,0.0013591+0.00033629i,0.00095885+0.00038039i,0.00058415-0.00047781i,0.00075717-0.0013526i,0.00097043-0.001374i,0.00086624-0.0016517i,0.00014447-0.0019053i,-0.00035714-0.0014257i,0.00050126-0.0013372i,0.00045257-0.00094839i,-0.00048439-0.00037809i,-0.00053425+0.00013594i,-0.000256+0.00052946i,-0.00059163+0.0011352i,-0.00052632+0.00033678i
-0.0042411-0.0016077i,-0.0042898-0.0018644i,-0.0034248-0.0010628i,-0.0020519+0.00043952i,-0.00098753+0.0020048i,-0.00025955+0.0019092i,0.00062597+0.0013605i,0.0013765+0.00065902i,0.0012979-0.00044955i,0.0011305-0.00090171i,0.00075162-0.00089328i,-1.7334e-05-0.0012933i,0.00061896-0.00080947i,0.0010398+0.00021912i,0.00050417+0.00029659i,-0.0003696-0.00041847i,-0.00088853-0.00079488i,-0.00072972-0.00059425i,-0.00035144-0.00063052i,0.0009128-0.0012104i,0.0015248-0.00093615i,0.00071406-0.0004534i,-0.00018338-0.00013077i
-0.00043241+0.00062764i,-7.3191e-05+0.00068434i,4.6362e-05+3.8172e-05i,6.2235e-05+0.00013466i,0.00024139+0.00076948i,-7.2297e-05+0.0011113i,0.00029551+0.0012983i,0.00066625+0.00088166i,0.00025988+1.8879e-06i,0.00042423-0.00097822i,0.00013229-0.0014423i,-0.00047607-0.00097855i,0.00036024-0.0012051i,0.00095062-0.0021732i,3.1207e-05-0.0014762i,-0.00099495-0.00047855i,-0.00087312-0.0002633i,-0.00034542+0.00060309i,0.00030847+0.00048419i,0.000518-0.00040327i,0.00012559-0.00065252i,-0.00028596+0.00040523i,-0.00052368+0.00097283i
0.00075551+0.00016009i,0.0010486+0.00045033i,0.001678-0.00064293i,0.00076481-0.0010648i,-0.00098654-0.00054425i,-0.00090799+0.00055593i,0.00044868+0.0013512i,0.0011935+0.00033024i,0.0014872-0.00064424i,0.00092545-0.0012237i,-0.00014682-0.0014842i,-0.00045682-0.0013864i,0.00046193-0.0012967i,0.00081546-0.00072114i,0.0006769-0.00021138i,0.00061124-0.00038216i,0.00017842-8.9257e-05i,-0.00026249+0.00073732i,-0.00048828+0.00062664i,-0.00086975-0.00012057i,-0.00026156-0.001084i,0.00034221-0.00051456i,-8.6958e-05+0.00057721i
-0.00048116+0.0010765i,-0.00034311+0.0013348i,-0.00018474+0.0011521i,2.9548e-06+0.00060858i,0.00047443+0.00032545i,0.00010089+0.000233i,-0.00014431+0.00047823i,0.00053067+0.0005787i,0.0010368+0.00051423i,0.00065109+0.00036255i,-0.0001008-0.00021002i,-0.00015932-0.00032072i,0.00033613-0.00086189i,0.00095159-0.0016802i,0.0019756-0.0012954i,0.0015396-0.00078597i,0.00045842-0.00061083i,-0.00022624-6.0974e-05i,-0.00019253+0.00031427i,0.0002895-3.048e-05i,0.00023688-0.0005689i,0.00056366-0.00039588i,0.00055692-5.2646e-05i
0.00071582+0.0010581i,0.0011962+0.0017599i,0.0016156+0.0018308i,0.0010561+0.00086967i,0.0011128+0.00012712i,0.0013808+0.00070802i,0.0015619+0.00089597i,0.0015389+7.4264e-05i,0.0014167-0.00083031i,0.0012642-0.00086856i,7.8281e-05-0.00088642i,-0.00032808-0.0006332i,0.00066938-0.0002743i,0.0012816-0.00045816i,0.00098088-0.00093351i,0.00039821-0.00076086i,-0.0004037-0.00042501i,-0.00080193-0.0010973i,-0.00011474-0.0014427i,-8.54e-05-0.0006199i,-0.00077211-0.00040496i,-0.00013743-0.00046485i,0.00076871-0.00070117i
0.0015058-0.0017338i,0.0010924-0.00015482i,0.0012208-0.00024693i,0.0010287-0.00055335i,-0.00032296-0.00048849i,-0.00082309+0.00083071i,-5.8533e-05+0.001255i,0.00036812-0.00031483i,0.00043409-0.00055206i,0.0003761-0.00046149i,-0.00044721-0.00076932i,-0.00040977-0.000884i,0.00016978-0.0010739i,0.00047015-0.0014043i,0.00032219-0.0014385i,-0.00059834-0.0012749i,-0.00076611-0.00086472i,-0.00091856-0.00038729i,-0.00073144-0.00024454i,-1.7645e-05-0.00014778i,0.00061626-8.8772e-05i,0.00069882+0.00012083i,0.00082057+0.00032831i
1.3315e-05-0.002111i,-0.00020731-0.0015149i,-0.00043747-0.0017738i,-6.2208e-05-0.0012925i,-0.0003031+0.00072814i,-0.00075651+0.0015033i,4.5471e-05+0.00011056i,0.00066785-0.00026177i,0.00086989-0.0001634i,0.00027653-0.0010171i,-0.00046903-0.0010496i,-0.00064545-0.00045917i,0.00012367-0.0006977i,0.00092314-0.00079794i,0.00047322-0.00024353i,-7.9324e-05-0.00013953i,-0.00054499+7.2522e-05i,-0.00053747+0.00079545i,-0.0007946+0.00082572i,-0.0007292+0.00047833i,0.0005159-0.00068248i,0.00088584-0.0013379i,-5.1811e-05-0.00083343i
0.0029567+0.00039616i,0.002798+0.00088498i,0.0040497+0.00098851i,0.0029141-0.00013567i,0.00037379-0.00041746i,0.00051196+0.00059152i,0.00090584+0.00087681i,0.0010259+0.00078279i,0.0014779+0.00025353i,0.0014993-0.0014156i,0.0014421-0.0022914i,0.0010674-0.0017419i,0.00017999-0.0017239i,-0.00012796-0.0020189i,0.00027711-0.0013761i,0.0005231-0.00049108i,0.00014315-0.00013617i,-0.00020094-0.00028639i,0.00023187-0.0012656i,5.4163e-05-0.0018589i,-0.00020337-0.0018038i,0.0005208-0.001423i,0.00085711-0.00017661i
0.0010366-0.0011691i,0.00038268-0.0014869i,-0.00067019-0.00066522i,-0.00010347-0.00030082i,0.00067666-0.00038599i,0.0010019+0.00016338i,0.0015025+0.00054136i,0.0013883+0.00030711i,0.00080303-0.00031737i,0.00069163-0.001331i,0.0004284-0.0014883i,0.00071179-0.00064715i,0.00089608-0.00022822i,5.0637e-05-0.00036413i,-0.00078901-0.00038769i,-0.00028386-4.4698e-05i,0.00022791+0.00034894i,-0.0002002+7.2066e-05i,-0.00065174-0.00039117i,-0.00067836-0.00042427i,0.00037618+0.0004303i,0.0010873+0.00057171i,0.00086609+0.00045338i
0.00073434+0.0010679i,0.00119+0.0016406i,0.00054464+0.0016179i,0.00037143+0.0019437i,0.00036451+0.0017475i,-0.00031885+0.0014284i,-0.00084673+0.00067534i,0.00048946+0.00036197i,0.0013772+0.00050128i,0.0008081+0.00010037i,0.00021935-0.00081387i,0.00049324-0.00070981i,0.00044061-9.1351e-05i,-0.00014496-0.00042722i,-8.9095e-05-0.0011513i,0.0002638-0.00094826i,0.0007798-1.7258e-05i,0.00070157-0.00024829i,0.00026951-0.00093827i,0.00018564-0.0010233i,0.00025718-0.00090558i,0.00017256-0.00020687i,-0.00012094+0.00066312i
-0.00046688+0.0023717i,-0.0002795+0.0025709i,0.00061969+0.0027886i,0.0012175+0.0019263i,0.0017185+0.00054906i,0.0013229-6.1472e-05i,0.00082708-0.00010336i,0.0012364+2.4886e-05i,0.0016952-4.1997e-05i,0.0014305-0.00047605i,0.000983-0.00090556i,0.00088303-0.00090914i,0.0010081-0.0010233i,0.00091634-0.00060673i,0.0013253-0.00016127i,0.0011983-0.00063388i,0.00015188-0.0012834i,-0.00047573-0.00087618i,-0.00051698-8.6363e-05i,-0.00038046+0.00030256i,-0.00030274+0.00027858i,-0.00011872+2.1809e-05i,-3.1404e-05+0.00013324i
0.0031675-0.00107i,0.0031636-0.001363i,0.0032095-0.00092074i,0.0016883-0.0018332i,2.2168e-05-0.0023799i,-0.00071774-0.00048416i,-0.00017725+0.00072302i,0.00017273+0.00055055i,-8.5142e-05+0.00038557i,-0.00029896-0.00032149i,-0.00052162-0.00081153i,-0.00046628-0.00079394i,0.00011073-0.00094506i,0.00041867-0.00073198i,-0.00012041-0.00081301i,1.6241e-05-0.00099982i,0.00019674-8.0035e-05i,3.1916e-05+0.00096601i,0.00024001+0.00043427i,0.0004487-0.0006799i,0.00011385-0.00059451i,-0.00014174+0.00052084i,-0.00033336+0.00096864i
0.0003166-0.0023507i,-0.0003675-0.0034479i,-0.0013239-0.0035498i,-0.0012842-0.00090721i,-0.0013782+0.00092186i,-0.00062862+0.0010095i,0.00062445+0.00051654i,0.00022497+5.8487e-05i,1.491e-05-0.000564i,-2.362e-05-0.00098668i,-0.00039694-0.00086811i,-0.00033791+0.00010763i,-0.00069936+0.00026684i,-0.0011523-0.00017961i,-0.00052784+0.00011885i,-0.00017529+6.6792e-05i,0.00027758+0.00018785i,0.00047053+0.00038026i,0.00027141+0.00015777i,0.00042762-0.00045503i,-9.8183e-05-0.0007403i,-0.00052523+0.00014401i,0.0004832+0.00038601i
0.0019157-0.00011432i,0.0018641+0.00041193i,0.0016427+0.00030816i,0.00051578-0.00068129i,0.00015664-0.00082412i,-0.00081046-6.4833e-05i,-0.00039877+2.1611e-05i,0.00083184+0.0005043i,0.00021812+0.00050522i,-0.00064493-0.00046754i,-0.00068459-0.0017921i,6.1155e-05-0.0025449i,0.0009263-0.0021085i,0.00096892-0.0011227i,-0.00016486-0.00055682i,-0.00064208-0.00026728i,0.00015336-0.00013713i,0.00018017-0.00020712i,-0.00016482-0.00070367i,-0.00014729-0.00089976i,-0.00056036-0.00068724i,-0.00071821-0.00061186i,-0.00029129-0.00031849i
0.00055493+0.00042693i,0.00049884+0.00021553i,0.00086613+0.00042254i,0.00069534+0.00022402i,0.001048-0.0004817i,0.0015664-0.00042483i,0.0012312+0.00053458i,0.00059521+0.00085967i,0.00069573+0.0006294i,0.001135-0.00015097i,0.0010212-0.0012206i,0.00089506-0.0015133i,0.00093159-0.0012581i,0.00041018-0.0010119i,0.00011504-0.00012845i,0.00023655+0.00054054i,0.00049481+3.0771e-05i,-1.0529e-05-0.00065178i,-0.0002139-0.00018163i,6.7975e-05+0.00039604i,0.00022055-0.00061501i,0.00043609-0.00083079i,0.00034647-0.00083685i
-9.7602e-05+0.00078455i,-0.00085401+0.0004704i,-0.00091+0.00039276i,-0.00090325+0.00099037i,-0.0007766+0.00076843i,0.00058992+0.00023079i,0.0016228+5.2372e-05i,0.0015388-9.7664e-05i,0.0015231+9.7601e-05i,0.0016015+0.00010497i,0.00099183-0.0008856i,0.00015983-0.00083738i,0.00018377-0.00077225i,0.00074968-0.00089716i,0.00078998-0.0003981i,0.00083245-0.00097054i,0.0006078-0.0011935i,0.0001984-6.5668e-05i,-0.00024622+1.3489e-05i,-0.00084737-0.00099121i,-0.00082467-0.00062947i,-0.00024378+0.00094052i,-0.00050691+0.0012158i
-0.00012999+0.0024551i,8.0559e-05+0.002629i,0.00028555+0.001872i,0.00037131+0.00052519i,0.00083608-0.00020462i,0.0010173+0.00066926i,0.00052713+0.0011464i,0.00036357+0.0013505i,0.0010322+0.0012359i,0.00089126-0.00017875i,0.00060614-0.00090484i,0.001013-0.0011968i,0.00076964-0.00046334i,0.00029971+0.00031784i,0.00010456+0.00036815i,5.2668e-05-0.00017891i,-0.00021463-0.00091744i,-0.0002502-0.0012629i,0.00027205-0.0010114i,0.00018007-0.00038532i,0.0001266-0.00014698i,0.00052669-0.00018017i,0.00062762+0.000371i
-0.0017574-0.00060101i,-0.0034126-0.00081424i,-0.0030334-0.00040093i,-0.0010233-0.00029589i,0.0005465+0.00043935i,0.00052721+0.0010951i,-3.4006e-05+0.00097765i,0.0003133+0.00081172i,0.00074383+0.00032304i,0.0008241-0.0010777i,0.0007374-0.0012184i,0.00041528-0.00049432i,-0.00048172-0.00045556i,-0.00034266-1.2196e-05i,0.00078388+0.0002537i,0.00073037+2.8808e-05i,0.00032735-3.2734e-05i,0.00054584-0.00016496i,0.00068014-0.00025659i,0.00042478-8.307e-05i,0.00060705+4.9087e-05i,0.0011414-0.00015548i,0.00076712-0.00061265i
-0.00010053+0.0012044i,0.00014158+0.001224i,0.00044629+0.00067678i,0.00048543+0.00047128i,0.00046441+1.9657e-05i,0.00064111+0.00019991i,0.00084457+0.00044305i,0.0012738+0.00014899i,0.0015069+7.5697e-05i,0.0013421+4.3016e-05i,0.00058313-0.00026226i,0.00032795-0.00065232i,0.00037938-0.00055069i,0.00034887-0.00028131i,0.0010219-0.00039172i,0.0010664-0.00066209i,0.00070797-0.00072485i,0.00043232-0.00073935i,0.00050373-0.00052201i,0.00035297-5.4548e-05i,-0.00017615-8.5198e-05i,-0.00048137-0.00083216i,-0.00018912-0.00070002i
-0.00043034+0.00031827i,0.0002674+0.00035517i,-0.00029672+0.0006637i,-0.000629+6.7303e-05i,0.00012576-8.6916e-05i,0.0007789+0.00042043i,0.0014087+0.00069273i,0.00099932+0.00090862i,0.00052515+0.00066001i,0.00027416-0.00016869i,-0.00033136-0.0001441i,-0.00039595+0.00034018i,-7.4205e-05-3.2079e-05i,-0.00023238-6.3788e-05i,-0.0008366+0.00046885i,-0.0010207+0.0010289i,-0.00082649+0.0010667i,-0.0010506+2.1775e-06i,-0.00079902-0.00097155i,-0.00017825-0.00046351i,0.00016955-0.00023752i,-0.00022186-0.00056633i,-0.00037821-0.00076229i
