-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
0.0011597+0.0013968i,0.0010533+0.0010915i,0.001308+0.00051177i,0.0015423-0.00010013i,0.00097163-0.00056845i,0.00056736-0.0007527i,0.00047593-0.0013145i,0.00012195-0.0010772i,0.00012614-0.00024564i,0.00088804+0.00037403i,0.00054047-0.00019262i,-0.00017782-0.00079273i,-0.00035132-0.00041898i,-0.00057924-0.00011274i,-0.00055506-0.0001042i,-0.00090008+0.00014041i,-0.0010479+0.0010158i,-0.00092117+0.0013224i,-6.1067e-06+0.00034087i,0.00018173-0.00054969i,0.00027615-0.00066606i,0.00080329-2.9634e-05i,0.00096483+0.00051191i
-0.0002467-0.0010445i,-0.0016895-0.00036745i,-0.0028669-0.0001303i,-0.0017082+0.00018199i,0.00016008-5.6094e-05i,0.00044908-0.00071275i,0.00025494-0.0013088i,0.00023873-0.0012924i,0.00010991-0.00051252i,-0.00017889-4.7469e-05i,-0.00025507+0.00019527i,0.00038746+5.566e-05i,0.00010992-0.00031865i,0.00012772-1.22e-05i,-0.00022505+0.0002769i,-0.00069765-0.00033687i,-4.5253e-05-0.0004525i,0.00024446+0.00021168i,-2.2398e-05+0.00047011i,-0.00050059-0.00032709i,-0.00046355-0.00094446i,-0.00015584-0.0010419i,-7.0763e-05-0.0001827i
-0.00069227+0.00046822i,-0.0008741-9.7356e-06i,-0.00041781-4.082e-06i,0.00078133-0.00080632i,0.00094895-0.00032704i,0.00018025+0.00061968i,0.00025891+0.00024238i,0.00030383-0.00050988i,0.0008985-0.00046155i,0.0015205-0.000356i,0.0011618+0.00010892i,-0.00012872+0.00054822i,-0.00053108+0.0003296i,-0.00021766-2.9373e-05i,-8.0591e-06-0.00077097i,0.00014157-0.00064972i,0.00028608-3.1464e-06i,-0.00025242+0.00033395i,-0.00082005+0.00046311i,-7.8301e-05-2.5136e-05i,0.00035952-0.00076169i,-0.00012107-0.00078398i,-0.00026255+6.6453e-05i
0.00084306-0.0021102i,-0.00018129-0.002194i,-0.00088378-0.0007686i,-0.0012222-4.775e-05i,-0.00021381-0.00024837i,0.00023978-0.00014339i,-0.00023192-0.00023647i,0.00038868-8.5922e-05i,0.00096672+0.00017494i,0.00043993+7.2428e-05i,0.00027653+3.721e-05i,0.00034145+0.00019225i,0.00066764+0.00061505i,0.00017454+0.00073744i,-0.00074998-0.00016705i,-0.00070437-7.2952e-05i,-0.00050738+0.00030182i,8.4627e-05+4.1626e-05i,0.00034736-0.00015139i,0.00015116-0.00053677i,0.00050073+2.4959e-05i,0.0012548+0.00030926i,0.0015038-0.00013298i
-0.00093719+0.00011202i,-0.001672-4.4037e-05i,-0.00081896+0.00082112i,0.00066391+0.0014054i,0.0010768+0.00073919i,0.0008311-0.00063141i,0.00098014-0.0015581i,0.0011204-0.0012428i,0.0007164-7.8381e-05i,0.00011782+0.00042863i,0.00029253+0.0012991i,-0.00022897+0.0010401i,-0.0010003-0.00016056i,-0.0007296-0.00078967i,-0.00050801-0.0013369i,-0.00027786-0.00091138i,0.00011026-1.0427e-05i,-0.00054873+0.00012479i,-0.00060494+0.00016929i,0.00027739+4.6181e-05i,-1.205e-05-0.00015923i,-1.4276e-05-0.00055336i,-6.8928e-05-0.00017693i
-0.00041464-0.0013718i,-0.0009661-0.0021353i,-0.0013946-0.001601i,-0.00176-0.0015235i,-0.0018293-0.0013847i,-0.0011516-0.00027026i,-0.00020945+0.00014279i,0.00017718+6.3038e-05i,-0.00012174+2.6339e-05i,-0.00065333+0.00023766i,-0.00039166+7.8496e-06i,3.2633e-05+8.1625e-06i,0.00090629+0.00026431i,0.00086753+0.00085345i,-0.00042448+0.00039584i,-0.00027319-0.00026475i,0.00044305-0.00057719i,0.00085822-0.00077376i,0.00035489+4.6153e-06i,-0.00025297-0.00019529i,-1.0516e-05-0.00023259i,-9.8714e-05+0.00054561i,0.00056316+0.00066079i
-0.00044703+0.00016123i,0.0012248-0.0011761i,0.0019011-0.00016115i,0.002139+9.2163e-06i,0.0015776-0.00082589i,0.00092258-0.0015991i,0.00048363-0.001096i,-0.00018551-0.00032617i,4.8898e-05-0.00038817i,0.00029268-0.00085267i,0.00028139-0.00080818i,0.00016667-0.00061571i,0.0002223-0.00026349i,-0.0005394+0.0003703i,-0.0014298+0.00071826i,-0.0012216+0.00031709i,-0.00054083-0.00030802i,-0.00045011-0.00010365i,-0.00061002-0.00012368i,-0.00083647-0.00046897i,-0.0007055-0.00019646i,-0.00039333-0.00017548i,-3.2626e-05-6.0488e-05i
0.0016972+0.0007396i,0.00086917-9.4837e-05i,0.00052438-0.00075736i,0.00030112-0.00044521i,-0.0005625-3.7229e-06i,-0.0010715+0.00029777i,-0.000867+0.00028545i,-4.6038e-06+5.6214e-05i,0.00025653-0.00018272i,-0.00016616-0.00062936i,-0.0011963-0.0007864i,-0.0013483-0.00025445i,-0.00076533+0.0005251i,-0.0011019+0.00077658i,-0.0011258+0.0005103i,-0.00092288-0.00013793i,-0.00066222-0.00045453i,-0.00092829-0.00034529i,-0.00098007-0.00023535i,-0.00026596-0.00036757i,0.00026523-0.00053474i,0.00039469-0.00029469i,0.00045615+2.1154e-05i
-0.0015923+0.0022377i,-0.0015739+0.003202i,-0.00031564+0.0024802i,0.0011509+0.001315i,0.0014771+0.00024044i,0.00045386-0.00019193i,-7.2029e-05-1.99e-05i,-0.0003683-0.00033184i,-8.1298e-06-0.00046177i,0.0004003-0.00055663i,0.00012118-0.001027i,0.00027657-0.00098051i,0.00074434-0.00065662i,0.00072615-0.00048842i,0.00019561-0.00076149i,0.00027443-0.00061149i,0.00025293+0.00020567i,0.00034152+0.00025319i,0.00088314+5.7702e-05i,0.00042412+0.00026852i,-6.0984e-05+0.00076845i,0.00023759+0.00040877i,0.00045832-0.00061099i
-0.0028434-0.00030586i,-0.0029668-0.00042659i,-0.0020911+0.00033682i,0.00012068-7.6456e-05i,0.0016082-0.0013787i,0.0016638-0.0018165i,0.00051065-0.00080059i,-0.00069238+0.0004984i,7.0492e-05+0.00050909i,0.0010132+0.00013783i,0.0010039+0.00010859i,0.00087258-3.5051e-05i,0.00064802-0.00051421i,2.4026e-05-0.00056715i,-8.9659e-05-0.00070408i,2.8464e-05-0.00085483i,-0.00017379-0.00052367i,0.00013759-0.00012131i,0.00087537-0.00019837i,0.00074276-0.00017685i,0.00040632-0.00016572i,0.00094508-0.00045104i,0.00086187-5.5352e-05i
0.00018538-0.0017015i,-0.00040549-0.00059074i,-0.00055806+0.00044968i,-0.00044145+0.0010048i,-0.00023443+0.00053523i,-0.00020645+0.00026006i,-8.5425e-05-0.00011965i,7.0938e-05-0.0001839i,0.00038158+6.2793e-05i,4.6418e-05+0.00033181i,-4.9076e-05+0.00024595i,1.4168e-06+0.00025722i,-0.00036236+0.00027944i,-0.00019926-0.00018493i,-0.0002918-0.00057017i,-0.00044365-0.00096112i,-0.00042763-0.00090248i,-0.00010112+5.9888e-05i,0.00092156+0.00054914i,0.00092634+4.9055e-05i,0.00037752-0.00037125i,0.00019973-3.0336e-05i,-0.00022728-0.00016286i
0.00039408-0.00037187i,0.00018849-0.00046057i,-3.4761e-05-0.00048944i,0.00015586-0.00027484i,-0.00047673-0.0002555i,-0.0008634-0.0012182i,-0.00089986-0.0014918i,-0.00035075-0.00018708i,0.00076323+0.0011334i,0.0011545+0.0012116i,0.00047319+0.00063892i,-4.4438e-05+0.00080226i,0.00016025+0.00060747i,-2.5399e-05-0.00039458i,0.00042434-0.0005055i,0.00063233-0.00020649i,0.00067952-0.00063334i,0.0010021-0.0011413i,0.00069956-0.001582i,5.463e-05-0.0011596i,0.00019807-0.00011516i,0.00064732+9.6031e-05i,0.00088694+0.00033285i
0.00011082+0.0018576i,-0.00053831+0.0013679i,0.00073096+0.001149i,0.0013018+0.00066266i,0.0016657-0.0002785i,0.0017578-0.00092395i,0.00033209-0.00073118i,-0.00038224-0.00060394i,-6.3171e-05+0.00010269i,0.00030315+0.000288i,0.0009358-4.6552e-05i,0.00067834-0.00022269i,0.0001652-0.0013207i,0.00039496-0.0017724i,-0.00012477-0.0012379i,-0.00085426-0.00058352i,-0.0011454+0.00027697i,-0.00054459+0.00038792i,-9.8873e-05-0.0001567i,-0.00055651+0.00017976i,-0.00075105+0.0010659i,-0.00042986+0.0011623i,-3.2948e-05+0.00051541i
-0.0023915-0.00091055i,-0.0024021-0.001363i,-0.0018139+0.00028238i,-0.0012036+0.00089454i,-0.00033157+8.9786e-05i,0.00012396+3.1562e-05i,0.0003845+0.00020756i,0.00021684+0.00024667i,-0.0003312+0.00041663i,-0.00041608+0.00049254i,-0.00039109+0.00058752i,0.00011587+0.00067082i,0.0004055+0.00042789i,-0.00051554+0.00031772i,-0.00091213-2.7003e-05i,-0.00021368-1.9108e-05i,-8.8089e-05+0.0010934i,-0.00018873+0.0016087i,5.2915e-05+0.00099613i,-0.00011166+0.00015407i,-5.0147e-06-0.0003146i,0.0006422+4.1866e-05i,0.00060343+0.00062016i
0.0014944-0.00075132i,0.00077121-0.0016771i,0.00014244-0.0019572i,-0.00072957-0.00053226i,-0.00063671+0.00026207i,0.00051774-0.0002286i,0.00082967-0.00031881i,-0.00031419-0.00014922i,-0.00025474+1.3216e-05i,0.00021638+3.7054e-05i,0.00028369-0.00042746i,0.00030395-0.00093516i,0.00021267-0.0003747i,-0.00010768+0.00021699i,0.00011122+7.4611e-05i,0.00048452-0.00059615i,0.0006968-0.0010682i,0.00074751-0.00080362i,0.00070128+0.00031561i,-0.00017521+0.00097006i,-0.00059979+0.00035462i,-0.00060671+2.0033e-08i,-0.00051796+0.00038993i
-0.00053996+0.00013321i,-0.00092872+0.0016144i,-0.00056789+0.00086348i,-0.00034822+0.00019412i,-0.00027617+0.00028234i,0.00042056+0.00034313i,0.00087231+0.00059916i,0.00012608+0.00012591i,-0.00038742-0.00019481i,0.00032104+0.00024779i,0.00038325+0.00064181i,-0.00044032+2.9004e-06i,-0.00032872-0.00066903i,-0.00041173-0.00041902i,6.2837e-05-0.000749i,0.00032164-0.00097606i,0.00016799-0.00016778i,0.00053424+0.00014648i,0.00049084-0.00032877i,0.00030915+2.4969e-05i,-3.4333e-05+0.00054138i,-0.00056819+3.3316e-05i,-0.0003985-0.00070531i
-0.00016034+0.00031445i,-0.00087627-0.00077179i,-0.0012735-0.00054835i,-0.00065014-0.00033462i,-0.00042142-0.0007979i,-0.00037074-0.00058448i,-0.00038495+0.00052785i,-0.00057472+0.0012194i,-8.3278e-05+0.00035559i,0.00052774-0.00023924i,0.00069404-4.3299e-05i,0.00085312-0.00046264i,0.00048111-0.00052535i,-0.000125-0.0010113i,0.00015382-0.00086576i,0.00057633-0.00023196i,0.00077646+3.039e-06i,0.0010982+0.00025823i,0.00073744+0.00024358i,0.00041846+0.00035736i,-3.2568e-05+0.00026293i,-0.00063786-0.00015834i,-0.00079673-4.8146e-05i
-0.00095261-0.0013521i,-0.0015163-0.0018257i,-0.0018023-0.00080747i,-0.0006714+0.00018291i,0.001268-0.00046797i,0.0017594-0.001255i,0.00023496-0.0013404i,-0.0010893-0.00069834i,-0.001365-0.00071558i,-0.00086568-0.00048018i,-0.00015775+0.00025949i,-4.5033e-07+5.1089e-05i,-0.00027056-0.00050883i,6.5052e-05-0.00024347i,0.00054324+0.00027015i,0.00044507+2.2888e-05i,6.036e-05+0.00027403i,0.00041996+0.00093507i,8.874e-05+0.00095673i,-0.00079116+4.4182e-06i,-0.0008216-0.00018199i,-0.00078277+0.00052629i,-0.00057365+0.00057533i
-0.00045805+0.00072577i,-0.00026694+0.0019403i,-0.00025168+0.0015879i,0.00079676+0.00080783i,0.0013536+0.00034534i,0.00088515-0.0010675i,0.00051625-0.0020619i,0.00060909-0.0016208i,0.00027441-0.00027334i,-6.7846e-06+0.00036077i,-6.7834e-05-0.00045228i,0.00029615-0.00029349i,0.00068656+9.951e-05i,0.00043434-5.9454e-05i,0.00012309-0.00049232i,3.0982e-05-0.00014398i,5.4177e-05-0.00014827i,-4.6925e-05-0.00042841i,-0.00042688+0.00021664i,-0.00088455+0.00033303i,-0.00082663-2.8463e-05i,-0.00045213+0.00036159i,-0.00018766+0.00044729i
0.0011285+0.00018254i,0.00038465-6.8214e-05i,3.1751e-05-0.00061181i,-0.00066787-0.00074963i,-0.0014288-0.00088063i,-0.00099284-0.00027168i,-0.00012242-0.00043817i,0.00056334-7.1401e-05i,0.00060562+0.00060332i,-3.8183e-05+0.00070817i,0.0003717+0.00010014i,0.00060816+0.00033793i,0.00044076+0.0012034i,0.00036034+0.0016148i,-0.00033719+0.00093066i,-0.00031119+0.00031118i,0.00025987+0.00046238i,0.00083545+0.00057658i,0.00086604+0.00096218i,0.00065756+0.00077659i,-6.4528e-06-9.3191e-05i,-0.00060944-0.00014724i,-0.00044605+0.00046068i
-0.0021698+0.00030955i,-0.0023858+0.00043159i,-0.0021273+0.0009733i,-0.0011442+0.0010223i,2.8681e-05+0.00074954i,0.0011654+0.00012774i,0.0012965-0.00060358i,0.00062009-0.00076317i,0.00012511-0.00039607i,0.00013139+0.0002513i,0.0002069+0.0005045i,0.00036206-0.00031664i,0.00017165-0.0009818i,0.00020951-0.00071903i,0.00014361-0.00072368i,-0.0008329-1.878e-05i,-0.00087668+0.00044369i,-7.1897e-05+0.00037597i,8.4965e-05+5.4705e-05i,-4.6148e-05-0.00062326i,-8.5349e-05-0.00012909i,-0.00014547+8.0982e-05i,0.00025638-0.00064768i
-0.00026756-0.0018338i,-2.3634e-05-0.001933i,-2.2185e-05-0.0027696i,0.00047678-0.0021214i,0.00074807+0.00025638i,0.00040764+0.00018372i,0.00015781-0.0011924i,-1.5434e-05-0.0015104i,9.4489e-05-0.0012988i,0.00063042-0.00067966i,0.00078887+0.00010639i,0.00056477+0.00033296i,-4.2759e-06-0.00010954i,-0.00058943-0.00035089i,-0.00086667-0.00036498i,-0.00077756-0.00063954i,-0.00039206-0.00029389i,-0.00010083+0.00022595i,0.00019634-0.00024012i,-6.1398e-06-0.00042748i,-0.00035208+0.00022553i,-0.00037421-0.00011852i,-0.00049776+2.0287e-05i
3.6248e-05-0.0011633i,-0.00027491-0.0002469i,-0.00058375+0.00025707i,-0.00059131+0.00062694i,-0.00064041-0.00033492i,-8.2472e-05-0.00090608i,0.00067478-0.00060959i,0.0014342-0.00010464i,0.0011977-0.00022136i,0.00028035-2.2943e-05i,-0.00022567+0.00025144i,-0.00016357+6.0987e-05i,-0.00074317+0.00087704i,-0.00057361+0.0010985i,0.00053399+2.8679e-05i,8.7834e-06-0.00023638i,-3.9315e-06+0.00010102i,-0.00018621+7.3996e-06i,-0.00051927-0.00031479i,9.9801e-06-0.00069651i,-0.00024576-0.00056182i,-0.00026954-0.00022167i,-5.3881e-05-5.8824e-05i
-0.00021481+0.00095038i,-8.638e-05+2.1253e-05i,0.00070113-0.00051154i,0.0014773-0.00059822i,0.0020415-0.00065061i,0.0014216-0.00047056i,0.00029886-0.00010437i,0.00035434+0.00010017i,0.00061583+0.00025804i,0.00078671-0.00029867i,0.0009884-0.00054779i,0.0006103+0.00019794i,0.0001201-0.00031035i,0.00032313-0.000801i,0.0004607-0.00084802i,0.00075941-0.00074447i,0.00071783-0.00040777i,-1.3925e-05-0.00092062i,-0.00017252-0.0014593i,-0.00011191-0.0010525i,-0.00035051-0.00025597i,-0.00023186+0.00016232i,-0.00019087+0.00057943i
-0.00072336-0.00050749i,-0.0015344-0.0006304i,-0.0022799-8.5642e-05i,-0.0021208+0.0010224i,-0.00075504+0.00079033i,0.00035462+0.00036054i,0.00031606-0.00062853i,-0.0001952-0.00049207i,-0.00077087+0.00050104i,-0.00097769-0.00010542i,-0.00090332-0.00085744i,-1.3997e-05-0.00031809i,0.00026092+0.00046534i,-7.5734e-05+0.00078101i,0.00071351+0.00066774i,0.0010022+0.00075042i,-0.00013317+0.00052551i,-0.00035841-0.00053858i,0.00017223-0.00069554i,-8.1322e-05-0.00030697i,0.00011054-0.00017289i,4.9507e-05+5.1359e-06i,-0.00037586-0.00014337i
-0.0012738+5.923e-05i,-0.0019579+2.4762e-05i,-0.001439+0.0012277i,-0.0003552+0.0014501i,0.00030054+0.00045354i,0.00078962-0.00098389i,0.00078943-0.0012911i,-0.00012885-0.00020864i,-0.00037624+0.00014225i,0.00011817-0.00035541i,0.00090069-0.0011242i,0.0014611-0.0014171i,0.00069348-0.00087503i,0.00019939-0.0011919i,0.00045847-0.0015869i,0.00043662-0.00075004i,-0.00041676-0.0005211i,-0.0010012-0.0007557i,-0.0012152-0.00059365i,-0.0012231-0.00077789i,-0.00074002-0.00068668i,-0.00029852-0.00048246i,-0.00032379+0.00030309i
0.00094487-0.00053445i,0.00088372-0.0015389i,0.0012053-0.0011756i,0.00059118-0.00091955i,-0.0010479-0.00097484i,-0.0013731-0.00048963i,-0.00076765-7.1733e-05i,-0.00036134+0.00061093i,0.00036214+0.0006175i,0.00055924+0.00050564i,-8.3607e-05+0.0008428i,-0.00091128+0.00090514i,-0.0010033+0.0014841i,-0.000341+0.00096297i,-0.0001285-0.0004149i,-0.00017653-0.00045407i,-0.00038127-0.00052279i,-0.00026784-0.0008092i,0.00048022-0.00039296i,0.0015035+0.00014398i,0.0017753+0.00030024i,0.00073256+0.00043482i,0.00012112+0.00065748i
0.00031294+0.00041184i,-0.00044388-0.00019901i,0.00054994-0.00058207i,0.0010824-0.0010683i,0.00013629-0.00067354i,-5.0552e-05+0.00017043i,0.00068849-7.8058e-05i,0.0010022-0.00022168i,0.00054658-0.00038393i,5.9439e-06-0.00050831i,-0.00059844+0.00020441i,-0.00087605+0.00058887i,-0.00073669-4.7292e-05i,-0.00049295-0.00020449i,-0.00034834+0.00010837i,4.5881e-05+0.00027559i,-0.00016172+0.00072842i,-0.0005834+0.00061018i,-0.00048058-1.2907e-05i,-0.00061132+0.00055796i,-0.00076678+0.00041306i,-0.00047408+0.00013337i,-0.00053296+0.00016556i
-0.0017608-0.001344i,-0.0029832-0.00065417i,-0.003122+0.00055273i,-0.0018312+0.0012619i,-0.00073834+0.00091728i,-1.7024e-05-0.0001186i,0.00021579-0.00015603i,-9.7707e-05+0.00030726i,-0.00030309-0.00023396i,-0.00055191-0.0006596i,-0.00046248-0.00066603i,-0.00011665-0.00078269i,0.00029708-0.00035384i,0.0010635+0.00024068i,0.0011154-0.00020905i,0.00039537-0.00028703i,0.00039674+0.00042058i,0.0001077+0.00082126i,0.00055901-0.00025715i,0.00075505-0.00071684i,-7.6262e-05-0.00047406i,-0.00047616-0.00040093i,-7.3412e-05-0.00014218i
-9.5073e-05-0.0025766i,8.0702e-05-0.0024984i,6.209e-05-0.0013751i,0.00091075-0.00046508i,0.001087-0.00068056i,0.00061177-0.0010291i,-0.00042147-0.00068174i,-0.00080491-0.00015757i,-0.00043253+4.9996e-05i,-5.2982e-05-0.00036342i,0.00012207-0.0005104i,0.00010109-0.00019272i,4.6117e-05+0.00012073i,7.0778e-05+0.00027162i,-0.00046868+0.00010965i,-0.0011848+0.00012885i,-0.00073975+8.0313e-05i,0.00049719+0.00020254i,0.00022211+0.00043179i,-0.0011726+0.0001968i,-0.00091476+0.00043824i,-0.00032933+0.00087817i,-0.00030612+0.00046978i
-0.00075724-0.0021107i,-0.0010064-0.0019073i,-0.0015265-0.00055805i,-0.00081093+0.00088889i,-9.9663e-06+0.0013414i,7.602e-05+0.0011552i,0.00018351+0.00060591i,0.00017652+0.00017351i,0.00062044+0.00033271i,0.0006284+0.00095383i,0.0001717+0.0011971i,-6.9367e-05+0.0012316i,0.00024939+0.00073775i,0.0012972+0.00041839i,0.0019942-0.00010492i,0.0009246-0.00093098i,-0.00055009-0.00055061i,7.6093e-05+5.3084e-05i,0.00029628+0.00012113i,-0.00036291+0.00054708i,-0.00083569+0.00071842i,-0.00071149+0.00066075i,-9.6553e-05+0.00063885i
2.4121e-06+0.0016049i,0.0013447+0.001727i,0.0015896+0.002073i,0.00097981+0.00076184i,0.0010533-0.0010711i,0.00093842-0.0017822i,0.0003303-0.0010572i,0.00021066-0.00025144i,0.0007041+9.4033e-05i,0.0011479+0.00010072i,0.00045687+0.00039948i,-0.00057416+0.00034109i,-0.00039424-0.00041835i,0.0001998-0.00061856i,0.00033114-0.0009785i,0.00015174-0.00078357i,-7.2776e-05+0.00014912i,0.00040769-0.00018082i,0.00065437-0.0005782i,0.00071423-0.00015305i,0.00088287+0.00044142i,0.0012508+0.00031126i,0.0014607-0.00026532i
-0.0015488+0.00033257i,-0.0017078-0.00044658i,-0.0024498-0.00090377i,-0.0020888-5.2855e-05i,-0.00010363+9.3379e-06i,-5.2059e-05-0.00032879i,-0.001303+2.2417e-05i,-0.00088193+0.00050944i,-0.00063677+0.00054765i,-0.0003879+0.00029266i,0.00011459+0.00028905i,-9.2493e-05+0.00016745i,0.0001868-0.00013951i,0.0006742-0.00049183i,0.0011029-6.7813e-05i,0.00066091-1.8233e-05i,-5.9341e-05+0.00034507i,-0.00013499+0.00064476i,0.00010403+0.0003829i,0.00028293+0.00011904i,0.00037999-0.00052898i,0.00043229-0.00027039i,0.00012724+0.00032441i
-0.00080259-0.0027821i,-0.00058291-0.0028448i,0.00029124-0.0019424i,0.00052193-0.0006228i,0.00016192-0.00016068i,0.00095845+8.8794e-05i,0.0011838-0.00011878i,0.00052754-0.00075173i,0.00030569-0.00054079i,0.00048382-0.00023542i,0.00050946-0.00055488i,0.00079083-0.00029042i,0.0004448-0.00043417i,-0.00028754-0.00060462i,-0.00044169-0.0006644i,0.00020144-0.0014327i,0.00061521-0.0012883i,0.00091906-0.00013163i,0.0011067+0.0011259i,0.0010394+0.001176i,0.00037315+0.00029837i,-0.00052587-0.00036081i,-0.0007585-9.3223e-05i
0.0021672+0.00010741i,0.0028232+0.00059513i,0.0021397+0.0011667i,0.0016177-0.0002206i,0.0010986-0.0010313i,-9.6083e-05-0.00089445i,-0.00080862-0.00074436i,0.00024406+4.8044e-05i,0.0013141+0.00031096i,0.00071766-1.8541e-05i,-6.9358e-05-0.00012575i,7.8042e-05-0.00038705i,1.7386e-05-0.00049844i,-0.00050887-0.001045i,-0.00099395-0.0014473i,-0.00043523-0.00089655i,0.00011244-0.00054222i,9.4644e-05-0.00030098i,0.00029733+0.00021868i,0.00073068+0.00059724i,0.00016817+0.00048331i,-0.00022348+4.061e-05i,-0.00014605-0.00038129i
-0.00021506-0.00065821i,-0.0023386-0.0014081i,-0.0020513-0.00044002i,-0.0012412-0.00049777i,-0.00010368-0.00023788i,-0.0003372+0.00013576i,-0.00066067-0.00035982i,-0.00026801-0.00076183i,6.341e-05-0.00015149i,-0.00011352+0.00016699i,-1.5851e-05-6.911e-06i,-0.00023024-0.00018534i,-0.00014113-0.001203i,0.00053461-0.0016202i,-6.0262e-05-0.00090154i,-0.00091708-0.00094578i,-0.0002338-0.00074724i,0.00061309+6.1674e-05i,0.00042856+0.00077059i,0.00023019+0.0012555i,7.2406e-05+0.00029809i,-0.00018975-0.0004381i,-0.00048092-0.0006639i
-0.00085825-0.00031496i,-0.00089732+0.00017896i,-0.00034565+0.0022234i,0.0004518+0.0026577i,0.001417+0.0016116i,0.0021693+0.00025568i,0.0018922-6.5044e-05i,0.0011593+7.5035e-05i,6.2791e-05+0.00051021i,-0.0007598+0.0009024i,-0.00058106+0.00043693i,0.00025813-0.00038378i,0.0011687-1.8555e-05i,0.00074956+1.9483e-05i,0.00027997-0.0010182i,0.00035463-0.00099818i,3.15e-05-0.001492i,0.00042442-0.0016987i,7.9397e-05-0.0015911i,-0.00064889-0.0010804i,4.1158e-05-0.00024906i,6.6246e-05-0.00047962i,-0.00044806-0.00040789i
-0.00098941-0.00011524i,-0.00031523+0.0003282i,0.00019708+0.0013695i,-0.00014908+0.0009904i,-0.00018211-0.00048161i,0.00037175-0.0016256i,0.00058489-0.0011025i,0.00069766-0.00027818i,0.00023048-0.00053691i,0.00059099-0.00022713i,0.0011227+0.00094011i,0.00032649+0.0010866i,9.4238e-05+5.7595e-05i,-2.5487e-05-0.0003451i,-0.0001349-0.0010737i,0.00044216-0.00093397i,0.00084888-0.0001555i,0.00089053-0.00051304i,0.00085974-0.00024802i,0.00019409+0.00029267i,-0.00062556+4.0681e-05i,-0.00071114-0.00059132i,-3.8694e-06-0.00063426i
-0.0031783-0.00098373i,-0.002889+0.0016813i,-0.0021003+0.0030463i,-9.6583e-05+0.0027514i,0.0010386+0.0013532i,0.0010408-0.00039206i,0.0015212-0.00089513i,0.0016895-0.00064403i,0.0005624-7.0256e-05i,0.00021226+6.8638e-05i,0.00086182+0.00058735i,0.0011145+0.00094298i,0.00060422+0.00052523i,0.00043674-0.00021918i,0.0010801-0.00035988i,0.0014338-0.00020506i,0.00060843-6.1927e-05i,3.5604e-05-0.00025935i,0.0004256-0.0005351i,0.00040964-6.2556e-06i,0.00013625+0.000105i,-3.8964e-05-0.00012858i,-2.8607e-05-0.0002497i
0.00044195+0.00091385i,-0.0003072+0.0012217i,-0.00067262+0.00027866i,-0.00022871-0.0012558i,0.00015213-0.0014181i,6.3863e-05-0.000832i,0.00021429-0.00043898i,0.00053319-0.00012354i,0.0005336-0.0001244i,0.00069576-0.00031854i,0.00042401-0.00044729i,8.8795e-05-0.00065067i,-0.00027095-0.0012033i,-0.00098648-0.0017024i,-0.0011-0.001142i,-0.0013823-0.00061214i,-0.0010951-0.00070527i,-0.00010476-0.00020964i,0.00034434+0.00082966i,0.00051252+0.0014518i,0.00064434+0.00079593i,-4.8285e-05+0.00031092i,-0.0012481+0.00068255i
-0.00028946-0.0005568i,-0.0010937-0.0015011i,-0.0018899-0.0014169i,-0.0014046-0.00074512i,0.00015028-0.00018975i,0.0010679-0.00065868i,0.00071632-0.00095175i,1.3695e-06-0.00053656i,-0.00081935-1.1301e-05i,-0.00020932+0.00071607i,0.00077203+0.00032622i,0.00034148-0.00073316i,-0.00016464-0.00076217i,0.00047098-0.00057455i,0.0013774-0.00062266i,0.00094511-0.00072033i,0.00075725-0.00076855i,0.00093349-0.00073659i,0.00042927-0.00072363i,-6.7192e-05+0.00018106i,-0.00017063+0.00033347i,0.0002769-5.328e-05i,0.00041976+0.00012661i
1.3361e-05+0.0015478i,0.00035401+0.0011466i,0.00037361+0.00052442i,0.00032355+0.00023804i,0.0010534-0.00086893i,0.0011485-0.0023549i,0.00059861-0.0021091i,0.0001648-0.0010841i,0.00011744-0.00033045i,-1.9958e-06-7.3033e-05i,0.00019213-0.00058813i,0.00056738-0.00027828i,-0.00028505-0.00015721i,-0.00033478-0.00018878i,-0.00027949-0.00036136i,-0.00077291-0.0011562i,-0.00027592-0.0013461i,-0.0001601-0.0010697i,0.00013144-0.00078088i,9.9269e-05-0.00052556i,4.3147e-05-0.00045896i,6.9091e-05-0.00059758i,-0.00034753-0.00010843i
