-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
-0.0017637-0.0013675i,-0.0013187-0.00078177i,-0.00046333-0.0011132i,-0.00030965-0.00093304i,-0.00052219-0.00077095i,0.00010493-0.00043574i,0.00022361-4.7008e-05i,-0.0011147-0.00027885i,-0.0012139+8.4906e-05i,-0.00069777+0.00030842i,-0.00089121-2.7754e-05i,-0.0011946-0.00019645i,-0.00063158+5.1468e-05i,0.00015679+0.00032324i,-9.8462e-05+0.00066595i,-0.00082189+0.00091567i,-0.0010443+0.00053199i,-0.00036882+0.00017353i,0.00013649-0.00011662i,-0.00015089-0.00021938i,-0.00024534+0.00011i,-0.00054626-2.1535e-05i,6.8837e-05-0.00074173i
0.00099971-0.0017517i,3.669e-05-0.001798i,-0.00059112-0.00088136i,-0.00063129-0.0013174i,-0.00044328-0.0015941i,-0.00050618-0.00065672i,-0.00071809-0.0001593i,-0.00044072-0.00035738i,-0.00058964-0.00040931i,-0.0008358-0.00018237i,-0.0011261-0.00010793i,-0.00087485-0.00010037i,0.00053922+0.00023148i,0.00053309+0.0007381i,-0.00069807+0.0011317i,-0.0015692+0.00030471i,-0.0010941-0.00028803i,-0.00086111-0.00016755i,-0.00032677-0.00028205i,0.00013686+0.0004566i,-0.00023877+0.00048483i,-0.00061522+0.00013625i,-0.00099331-0.00013941i
0.0011591+0.0022478i,0.0014339+0.0021581i,0.002308+0.002116i,0.0015714+0.001221i,0.00077787+4.8314e-05i,0.00060909-0.0011244i,3.0364e-05-0.0015471i,-0.0010145-0.0010539i,-0.0010264-0.00053475i,-0.00017086-0.0002836i,-0.00059349+0.00056112i,-0.00077611+0.00021743i,-0.00023541-0.00093893i,-0.00028409-0.00086968i,-0.00047465+3.1234e-05i,-0.00033727+0.00018064i,-0.00019496+0.00022024i,6.2111e-05+0.00074515i,0.00038916+0.00029071i,0.00015207-0.00029929i,0.00022421-3.9754e-05i,0.00049911-0.00013394i,0.00047043-0.00028521i
-0.0047465-0.001364i,-0.0035602-0.0023465i,-0.0037879-0.002277i,-0.0028634-0.0010284i,-0.00039826+0.00028152i,0.0019849+0.00026476i,0.0023088-4.1671e-05i,0.00093747+0.00018553i,-4.2782e-05+0.00035602i,-0.0002604+0.00022905i,-0.00033395+0.0004494i,-0.00032946+0.0017611i,-0.0010949+0.0019063i,-0.00098389+0.00097253i,-0.00037858+0.00057899i,-2.6799e-05+0.00071044i,0.00037166+0.00088669i,0.00067289+0.00020562i,0.00089714-0.00033594i,0.00064699-0.000596i,0.00031873-0.00083553i,0.00030082-0.0010364i,4.7522e-05-0.00091825i
-0.0016486+0.0011082i,-0.00076818+0.0012858i,-0.0010813+0.0013595i,-0.00057288+0.0013537i,0.00059495+0.00040461i,0.0011349+0.00011242i,0.00029841+0.00017756i,-0.0012421+0.000224i,-0.0019463+0.0004406i,-0.0015178+0.00075413i,-0.00052246+0.00055579i,-0.00037339+0.00068989i,-0.00073101+0.0013138i,-0.0010087+0.00082042i,-0.0010664-0.00054652i,-0.00059922-0.0009018i,0.00010225-0.00010186i,-0.0002301+0.00069565i,-0.00030973+0.00099542i,0.00052034+0.00071005i,0.00062566+0.00074309i,-0.00028208+0.00081568i,-0.00044678+0.00031717i
0.00057717+0.0010542i,0.00095374+0.0022367i,0.0007842+0.0029548i,0.00018088+0.0024874i,0.00041533+0.00035039i,0.00063221-0.00064794i,-0.00028536-0.00010474i,-0.00044497-0.0005971i,-5.1315e-05-0.00027567i,-0.00020389-4.3241e-05i,8.0148e-05+0.00060202i,0.0003819+0.0013165i,0.0013139+0.00079942i,0.0017881+0.00017479i,0.0011996-0.00069101i,0.00082963-0.00066699i,0.00024641-0.00041475i,0.00042304-0.00041428i,0.00041077+0.00012754i,7.9511e-05+0.00011365i,0.00035875+0.00011651i,0.00060968+0.00038431i,-5.3222e-05+0.00044959i
0.0029331+0.0014212i,0.0030504+0.0011186i,0.0028737+0.0010235i,0.0027806+0.00044294i,0.0020339-0.0002214i,0.00083579-0.00058897i,-5.7051e-06-0.00078694i,-0.00083137-0.00031457i,-0.0012426+0.00077907i,-0.0010945+0.00076808i,-6.3146e-05+0.00048078i,-9.3034e-05-0.00025989i,-0.00017743-0.00095246i,0.00035605-0.00053187i,0.00043484+0.0001943i,0.00032947+0.00082583i,0.00053538+0.00081032i,0.00056178-0.00020296i,0.00013511-0.0006142i,7.8725e-05+9.9068e-05i,0.00022618+0.00010734i,0.0009115+3.3822e-06i,0.0010644+0.00065175i
-0.00046049-0.00030983i,-0.0010413+0.00024114i,-0.0011001+0.00050147i,-0.0010131-0.0003503i,-0.0011842-0.00099654i,-0.00105-0.001217i,-0.0010909-0.001122i,-0.001132-0.00088904i,-0.00042098-0.00076873i,-0.00099681-0.00055679i,-0.0011304+2.2561e-05i,-0.0002411+0.00057009i,-0.00035737+0.0012476i,-0.0010731+0.0013422i,-0.00099805+0.0012335i,0.00021591+0.0010017i,0.00064212+0.00067811i,0.00029698+0.00078193i,0.00026034+0.00017188i,0.00071444+0.00010568i,0.00025118+0.00066983i,-0.00039018+0.00024268i,-2.6293e-05-0.00026233i
0.00039634+0.00067567i,0.00031315+0.0015031i,0.00040014+0.0016578i,0.00096266-0.00019008i,0.00071425-0.00056679i,-8.3295e-05-0.00040484i,-0.00099528-0.00037827i,-0.0015855-0.00061104i,-0.00092412-0.00043375i,-0.00013264+0.00014652i,-0.00075562+9.5937e-05i,-0.00066584+0.00022838i,0.00057081+0.00050657i,0.00067362+0.00076051i,0.00047204+0.00082803i,0.00037452+0.00057898i,0.00011636+0.00034901i,0.00021881+0.00042749i,0.00013555+9.8413e-05i,-0.00012926+0.00044358i,-0.00020487+0.00065889i,-6.9213e-05-0.00059814i,-0.00017395-0.0009642i
0.00075941-0.0026066i,0.000263-0.0038385i,-4.1076e-05-0.0033155i,-0.00037188-0.00086282i,-0.00070434-0.00059736i,-4.4381e-05-0.0010073i,-0.00048781-0.0011678i,-0.001197-0.0011789i,-0.0010645-0.00038634i,-0.000618+0.00038757i,0.00034942+0.00067805i,0.00044214+0.00075264i,-0.00040485+0.00085721i,-0.00083836+0.00066642i,-0.00084607+0.00034468i,-0.00020181-0.00014933i,0.0005137-0.00058311i,0.00043079+0.00012929i,0.00059852+0.00059535i,0.00087388-0.0002265i,0.00055448-0.00045395i,0.00036444+0.00022195i,0.00023699+0.00038794i
0.00024663+0.0012218i,0.00044019+0.0017113i,0.0011391+0.0012692i,0.0018579-0.00011385i,0.0010969-0.0021539i,-0.00027861-0.0026783i,-0.00035443-0.0019213i,-0.00032629-0.0016261i,-0.0005134-0.0010108i,-9.9514e-05-0.00011857i,-3.084e-05+0.00040383i,-0.00071185+0.00026909i,-0.00082871-0.00014775i,0.00055547-0.00017535i,0.0011786+0.00036672i,0.00040391+0.00014872i,2.4235e-05-0.00024025i,-7.9752e-05-8.119e-05i,-0.00021651+0.00028755i,-0.00027645+0.00029455i,-0.00020544+0.00065428i,-0.00052175+0.00044221i,-0.0003885+0.00023137i
-0.00020143-0.0023284i,-0.0010156-0.0022874i,-0.0015652-0.0023775i,-0.0015421-0.0015593i,-0.001881-1.4426e-05i,-0.0016457+0.00075661i,-0.00088345-0.00033248i,-0.00062286-0.00085609i,-0.00089656-0.0010394i,-0.0017468-0.00062785i,-0.0015735+0.00043691i,-0.0010034+0.00036646i,-0.00047844+0.00014127i,-0.0005309+0.00049969i,-0.00063692+6.2473e-05i,0.00018189-0.00037057i,0.00087594-5.7789e-05i,0.00033784+0.00047929i,-0.00016917+0.0007281i,-4.5195e-05+0.00022844i,0.00035763-0.00031274i,0.00080616-0.0002498i,0.00087142+0.00012895i
-0.00094336-0.00075025i,-0.0015742-0.00028754i,-0.0024724+0.00012776i,-0.0010691+0.00044026i,0.00030151+0.00068987i,-0.00032386+0.00049601i,-0.0009067-0.00018209i,-0.00056976-0.00029527i,-0.00076048+0.00079806i,-0.0012483+0.0016157i,-0.00098746+0.0016344i,-6.6768e-05+0.0012821i,0.00067151+0.00027925i,0.00026483-0.0002401i,-3.351e-05+0.00039823i,0.00041385+0.0009551i,0.00055639+0.00043983i,0.00027135+0.00024394i,-2.6745e-07+0.00035948i,-0.00039078+0.000269i,-3.225e-06+0.00037109i,0.00078723+0.0010265i,0.00042159+0.0013429i
-0.00021671-0.0022442i,-0.00030553-0.0029134i,-0.00011878-0.0030513i,-0.00020877-0.0012903i,-0.00044001-0.00033796i,-0.00068303-0.00034015i,-0.00097366-0.00070209i,-0.00055134-0.00069883i,-0.00021377-0.00027757i,-0.00017256-3.2861e-05i,-0.00013713+0.00013728i,-0.00070253+0.00090182i,-0.00097078+0.0012772i,-0.00073377+0.0007329i,-0.00083057+0.00018507i,-0.00069828-7.091e-05i,-0.00015897+0.00061804i,-0.00019556+0.0012674i,-0.00048312+0.0010449i,-0.00068699+0.00094886i,-0.00096062+0.0011476i,-0.00045353+0.00037475i,-6.2838e-05+0.00011545i
0.0014608+0.00071079i,0.0018445+0.00099569i,0.0019544+0.001135i,0.0015943+0.00062747i,0.00013379-0.00027445i,-0.000652-0.001027i,-0.00060134-0.001061i,-0.00030303-0.00083457i,-0.00065103-0.00046713i,-0.00086918-8.3861e-05i,-8.3645e-05+0.00052066i,0.00030413+0.00033962i,0.0001478-0.00041232i,-0.00061012-0.00036043i,-0.00069937+0.00052185i,0.00016065+0.00062946i,0.00037964+5.4701e-05i,0.0003814-0.00023403i,0.00077241-0.00045689i,0.0009013-0.00035363i,0.00085146+0.00015353i,-1.2148e-06+0.00029478i,-0.00033641-0.00033589i
0.00081388-0.00046703i,0.00042569+0.00022862i,0.0012447-7.5599e-05i,0.00092169-0.00060186i,0.00033358-0.001106i,-0.00025377-0.0019992i,-0.00087738-0.0017949i,-0.0015858-0.0014096i,-0.0014627-0.00089167i,-0.0008745-0.00047678i,-0.00095447+3.0249e-05i,-0.000631+0.00079029i,7.2982e-05+0.00031991i,0.00033725-0.00050505i,0.00060772-1.1483e-05i,0.0007026+0.00096307i,-0.00021443+0.0012287i,-0.0011046+0.00073398i,-0.00089012+9.6788e-05i,5.2081e-05-0.00012033i,0.00013676+0.0003592i,-0.00040231+0.00092005i,0.00029858+0.00080604i
0.00044645-0.0018551i,0.00054741-0.0024232i,0.00011893-0.0019376i,-0.00045307-0.0012398i,-0.00052512-0.00055719i,-0.00027723-0.00027838i,-0.00017228+0.00018708i,6.4312e-05+0.00035107i,0.00057046-0.00024671i,0.00015879-0.00023328i,-0.00056832+0.00021345i,-0.00022007+0.0002141i,0.00063491+0.00028872i,0.00045814+0.000333i,-0.00027731+0.00048717i,-0.00047595+0.00067267i,3.3284e-05-0.00020309i,0.00081135-0.00023946i,0.00050926+0.0006484i,-0.00027635+0.00058081i,-0.00045409-0.00035292i,-3.9687e-05-0.00098632i,5.5778e-05-0.00029651i
-0.0011352-0.0032846i,-0.00024922-0.0026975i,-0.00090254-0.0019321i,-0.0017793-0.0010612i,-0.0010537-0.00044739i,-0.00044672-1.6614e-06i,-0.00072432-0.00032967i,-0.0010866-0.00076222i,-0.00090817-0.00046804i,-0.00074472+0.00052537i,-0.00021777+0.0007545i,-0.00023914+0.00076143i,-0.00091146+0.00049118i,-0.0010002+0.00032321i,-0.00066127+0.0008849i,-2.8042e-05+0.00069099i,0.00037215-4.769e-05i,0.00033459-0.00051496i,0.00048352-0.00080572i,0.00069054-0.00087381i,0.00050985-0.00079389i,0.00035957-0.00074049i,0.00025849-0.0004289i
0.0014466+0.00069118i,0.0024206+0.00055433i,0.001577-0.00090709i,0.0010363-0.0005039i,0.000879-0.00017747i,0.00077244-0.00021957i,0.00030808-0.00059545i,-0.00058516-0.00070167i,-0.00069759-0.00036424i,-0.00046387+0.00045441i,-0.00073401+0.00027041i,-0.00089118-0.00070108i,-0.00029283-0.00031i,-0.00047206-1.0158e-06i,-0.00077158-5.6941e-05i,-9.7923e-05+0.00013958i,0.00050221+0.00028193i,0.0003218+0.00023362i,0.00018357+0.00015384i,9.3048e-05+0.00016504i,-0.00099283-0.0002255i,-0.0010086-0.00061932i,-1.2389e-05-0.00041098i
-0.0017604+0.0012233i,-0.0018674+0.0013058i,-0.0013869+0.001855i,-0.00044823+0.0012292i,4.3759e-05-2.9024e-05i,0.00018217-0.00082934i,0.0011417-0.0009466i,0.00055831-0.00043377i,-0.00094788-0.00017908i,-0.00091072-0.00020702i,-6.2596e-05+0.0010224i,0.00015413+0.0015157i,0.00038323+0.00051016i,0.0008776+0.00029223i,0.0007429+0.00090451i,0.0006644+0.00088673i,0.00067951-0.00029262i,0.00036304-0.00081165i,3.4055e-05-0.00057002i,2.2127e-05-0.0002839i,2.5744e-05-3.6103e-05i,-0.0005371-0.00032724i,-0.00048847-0.00010795i
0.00086699+0.00061555i,0.00069386+0.00035804i,0.00026954-0.00023703i,0.00022425-0.00023597i,-3.429e-06-0.00028818i,-0.00039742-0.00073563i,-0.00021736-0.00082451i,5.1972e-06+7.2462e-05i,-0.00047797+5.987e-06i,-0.0012823-0.0009455i,-0.00078746-0.00089053i,0.00070891-0.00017607i,0.00067353+0.00020238i,-0.00016252+0.00020054i,-0.00047189+0.0004697i,-0.00034088+0.00050388i,0.00064006+0.00021275i,0.0012584+0.00017649i,0.00016379+0.00049656i,-0.00056223+0.00026732i,-0.00040147-0.0002275i,-0.00054675-0.00040422i,0.00033324-0.00024762i
-0.002307+0.0015038i,-0.0017026+0.00079864i,-0.0024045+0.00039155i,-0.0014024+0.00089477i,0.00098843+0.00054666i,0.0019911-0.00077463i,0.00085075-0.0010341i,-4.4032e-05-0.00058288i,0.00077623+0.00045186i,0.0008966+0.00079929i,9.2057e-05+0.00080412i,-0.00011904+0.0013988i,-0.00017093+0.0012936i,-0.00021048+0.001259i,-9.1341e-05+0.0016547i,-0.00014009+0.0014383i,-1.1815e-05+0.00095994i,0.00020545+0.00091638i,-0.00061988+0.0010494i,-0.000829+0.00071832i,-0.00073839+0.00029803i,-0.00090383+8.6906e-05i,-0.00052832+0.00034122i
0.00085089+0.0016336i,0.00082851+0.0013657i,-0.00067358+0.0013074i,-0.0008755+0.00072789i,0.00017262+0.0003283i,-4.8756e-05-0.00037915i,-0.00091992-0.0011132i,-0.00093871-0.00079711i,-0.00032881+6.2115e-06i,0.00054261+0.00037662i,0.00066823+0.00036474i,-5.1336e-05+0.00014568i,-0.00068665+0.00036739i,-0.0010164+0.00079446i,-0.00061883+0.00014544i,6.7239e-05-0.00066196i,-4.3241e-05-0.00023975i,-0.00020103+0.00058724i,6.7555e-05+0.00055027i,0.00037563-0.00080754i,0.00030404-0.001354i,0.00026361-0.0007426i,-7.0205e-05+4.8676e-06i
0.0011708-0.0012531i,0.0011552-0.0015091i,0.0014883-0.0019228i,0.00086566-0.001604i,-0.00023281-0.0010455i,-0.00068398-0.0014214i,-0.0007898-0.0016897i,-0.00097179-0.0010487i,-0.00092755-0.00091896i,-0.00057352-0.0010109i,-0.00034936-0.00013261i,-0.0006901+0.00044314i,-0.00069332-0.00019919i,-0.0010327-3.093e-05i,-0.0015844+0.00036645i,-0.0010551+6.5148e-05i,-0.001158+0.00047138i,-0.00096315+0.0010352i,-0.00017146+0.00076989i,0.00043353-0.00039501i,0.00046837-0.001216i,0.00020395-0.00047741i,0.00035909+0.00086662i
0.00020614+0.0016287i,-0.00040846+0.0019253i,-0.00079654+0.0020754i,0.00010629+0.00094619i,0.00029877-0.00063307i,-0.0003248-0.001748i,-0.00078562-0.0016722i,-0.00057356-0.0009782i,4.4251e-05-0.00028271i,-1.4294e-05-0.00022202i,-0.00042784-5.0232e-06i,2.1049e-05+0.00013743i,0.00036785+0.00054314i,0.00043882+0.00064623i,-1.2839e-05+0.0004072i,-0.00026319+0.0012088i,0.00050206+0.0017281i,0.00078121+0.001227i,0.00011271+0.00066213i,-0.00023008+0.00016943i,0.0002108+0.00053387i,0.00049914+0.001035i,7.4536e-05-0.00012848i
0.0012171+0.0012695i,0.00042856+0.0017056i,0.00051307+0.001657i,0.00084906+0.0013509i,0.00093087+0.00050835i,0.00045851+4.5881e-05i,0.00010308+4.5334e-05i,0.00045783+2.5423e-05i,0.00014655-8.3069e-05i,-0.00035219+0.00040403i,-0.00033219+0.00037048i,-0.00060819-0.00018604i,-0.00078071-0.00023042i,-0.0001806-0.00028345i,1.1006e-05+6.7748e-05i,-4.8969e-05+0.00095145i,6.6756e-05+0.0010551i,0.00023371+0.0006653i,0.00027361+0.001197i,-5.8509e-05+0.001147i,0.00023842+6.2804e-05i,0.00039354-0.00035645i,0.00035994-5.8477e-05i
-0.00093719+0.0015355i,-0.0007947+0.0015518i,-0.0010821+0.00041151i,-0.0006189-0.00044086i,-4.5506e-05-0.0010535i,-0.00024109-0.0017236i,-0.00046265-0.0016861i,-0.00046755-0.00066823i,-0.00062991+0.00021048i,-0.00057008+0.00056939i,0.0001541+0.0002219i,0.00010417+0.0001655i,-0.00027642+0.00064538i,-0.00025467+0.00047148i,-0.00059335+7.9333e-05i,-0.00063334+0.00019483i,-0.00029139+0.00077653i,-0.00022128+0.00088988i,0.00030538+8.5849e-05i,0.00053149-0.00058548i,-0.00043049-0.00036387i,-0.0010894-2.6268e-05i,-0.0004721-7.886e-05i
-0.0010645+0.0010358i,-7.5177e-05+0.0015842i,0.0020466+0.0014124i,0.0011863+0.0011361i,6.598e-05+3.7018e-05i,6.2454e-05-0.0004969i,-2.4129e-06-0.00036218i,-0.00060008-0.00014035i,-0.00062775+0.00032593i,-4.0725e-05+0.00013065i,1.6935e-05-0.00049736i,3.5175e-05-0.00050495i,0.00021938-0.00071971i,2.6345e-05-0.00067195i,0.00036647+0.00043272i,0.00089719+0.0010642i,0.000273+0.00093251i,-0.00033207+0.00066808i,-0.0004141+0.00018967i,-2.4458e-05+1.8252e-05i,2.6807e-05-7.7885e-05i,0.00016106-0.00043625i,0.0003313-0.00038976i
-0.0029045-0.0028603i,-0.0030542-0.0032122i,-0.0032972-0.0010605i,-0.0023612+0.00018729i,-0.0010792+0.00010382i,-0.00013977-0.00019114i,-1.4976e-05-0.00074923i,-0.00061706-0.00059934i,-0.00046314+0.00012719i,-0.00016312-0.00013083i,-0.00029156-0.00042833i,-0.00060395-0.00038916i,-0.0011079+3.4183e-05i,-0.00078501+0.00035782i,-0.00062662+0.00075261i,-0.00076378+0.00079353i,-0.00031069-0.00011636i,0.00024077-0.00018986i,0.00076001-0.00010541i,0.00042657-4.8945e-05i,-0.00037975+0.00050371i,-0.00028587+0.0010375i,-0.00031029+0.00098439i
0.0017542+0.0013819i,0.0012104+0.0009838i,0.0014549+3.3933e-05i,0.0014093-0.0010927i,0.00047999-0.001285i,0.00030922-0.00093973i,-6.5141e-05-0.00024255i,-0.00035335+0.00060281i,-0.00072893+0.00083452i,-0.001242+0.00020013i,-0.00074823-0.00018517i,-0.00083582+0.0001127i,-0.00094109+0.00033796i,-0.00079443+0.00023527i,-0.00049555+0.00010926i,-0.00043065+0.00045983i,-0.00025138+0.0008561i,-0.00023503+0.00068569i,-5.4644e-05+0.00039212i,3.4783e-05+0.00030927i,0.00030152+0.00039339i,0.00034397+0.00064541i,-0.0003887+0.00043924i
-0.0012659+0.0005019i,-0.0012652+0.00039486i,-0.0014377+0.00023874i,-0.0010069-0.00015372i,-0.00010751-0.00045842i,0.00035949-0.00026057i,0.00018335-0.00034715i,-7.0125e-05-0.00041106i,-0.00060572+0.00010698i,-0.0005096+0.00098039i,0.00011849+0.0009036i,0.00047925+0.00015473i,0.00026137+0.00033068i,0.00034682+0.00082588i,0.00019842+0.00077935i,-0.00049649+0.00087239i,-0.00063812+0.00063133i,-0.00025355+0.00024796i,4.5424e-05+0.00015698i,0.00057543-4.6028e-05i,0.00073211-4.0194e-05i,0.00031021+0.00036946i,0.00055675+0.00059179i
-0.00027452-0.00068659i,-0.00092615-0.00035498i,-0.0013305-0.00012095i,-0.0015774+1.685e-06i,-0.00093086-0.00034321i,-0.00044187-0.0010163i,-0.0007376-0.00011473i,-0.00082851+0.0013766i,-0.00049103+0.00043546i,-0.00056303-0.00046503i,-0.00044522-0.00039978i,0.00033034-0.00086328i,0.00033244-7.532e-05i,-0.0002903+0.00023922i,-0.000393+0.00029199i,-0.00068291+0.00050275i,-0.0015592+0.00034046i,-0.0012686+0.00033607i,-0.00089369+0.00049219i,-0.0012232+0.00013519i,-0.00050101-0.00033602i,6.9806e-05-5.9007e-05i,0.00058849+0.00034139i
-0.00037381-0.0037935i,-0.00042982-0.004441i,0.00042164-0.0047679i,0.00081985-0.0031762i,0.00020847-0.00060198i,-0.0005843+0.00035357i,-0.00023259-0.00024807i,0.0005965-0.00086813i,8.3e-05-0.0007307i,-0.00092099-0.00044829i,-0.0012693+0.0006235i,-0.00050649+0.0010447i,-0.00026721+0.00029041i,-0.0011157-9.3532e-05i,-0.0014781-1.5737e-05i,-0.00098249+0.00056625i,0.00031482+0.00094134i,0.00074661+0.00035795i,-0.00021689-0.00030573i,-0.00047142-0.00039813i,3.9274e-05+0.00010695i,0.00029694+0.00024206i,0.00023731+7.7073e-05i
-0.0024577+0.00039034i,-0.0013219-0.00085158i,-0.0017379-0.00071426i,-0.0018332+1.8123e-05i,0.00017033+0.00046986i,0.0012597-0.00026689i,0.00071266-0.00076156i,-0.00069545-0.0011282i,-0.0012947-0.0012024i,-1.9323e-05-0.00042015i,0.0010297+0.00021769i,0.0010228+0.00074413i,0.00025759+0.00051897i,-5.0106e-05+0.00034663i,7.8818e-05+0.00085622i,0.00084763+0.00080975i,0.0013051+0.00015377i,0.00052353+0.00037654i,2.2173e-05+0.00030383i,0.00017386+3.4752e-05i,-0.00018661+0.00077438i,-0.00044367+0.00088528i,8.2947e-05+0.0004963i
0.0015747-1.7927e-05i,0.0014282+0.00065606i,0.0011445+0.0015387i,0.00051454+0.00090161i,-0.00028271-0.00020137i,0.00011575-0.00029669i,0.00073872-0.00094119i,0.0013488-0.00064599i,0.0013733+0.0003834i,0.00024112+0.00071897i,-0.00069708+0.00063556i,-0.0006807+0.00064458i,-0.0006358+0.00076666i,-0.00034627+0.00069296i,-7.8937e-05+0.00065847i,-0.00062312-0.00011337i,-0.00035399-0.00028671i,0.00019686+0.00029425i,-8.5181e-05+0.00012641i,0.00054525-0.00025003i,0.0020835+0.00055881i,0.0016511+0.0013765i,-8.8691e-05+0.00049471i
-0.00019187+0.0043448i,0.00026832+0.0035016i,0.00068892+0.0022283i,0.0013852+0.00073472i,0.0015301-0.00076109i,0.0010594-0.0020747i,0.0001345-0.0015009i,-0.0011027-9.5937e-05i,-0.0012838+0.00043682i,-0.00055565+8.1536e-05i,-0.00023108+8.4364e-05i,-0.00064484+0.00059878i,-0.00030374+0.00080226i,-0.00035569+0.00088929i,-0.0010904+0.00068882i,-0.0011306+6.6532e-05i,-0.00084265+3.0818e-05i,-0.00059404+0.00033103i,6.5924e-05+0.00064313i,0.0003434+0.00042085i,8.6077e-05-0.00012318i,-0.00011187-9.0942e-05i,0.00080073+0.00057415i
-0.0013907-0.0014368i,-0.0021629-0.0010172i,-0.0019331-0.0001017i,-0.00061185+0.00062652i,0.00023508-0.00028955i,0.0003744-0.00022184i,-6.1594e-05-0.00054341i,0.00021878-0.0016268i,0.00070615-0.00099445i,-7.8282e-05+0.0001459i,-0.0010159+0.00068681i,-0.0011667+0.00038166i,-0.0011609-0.00036049i,-0.00062988-0.00097478i,-0.0004516-0.0003274i,-0.00093519+0.00088993i,-0.00030995+0.0015385i,0.00027945+0.0010267i,-0.00030567+0.00020799i,-0.00064583+0.00095363i,2.3822e-05+0.0010055i,0.00054482+0.00023795i,2.0095e-06+0.00048278i
-0.00089818+0.00058759i,-0.00071475+0.00055795i,-0.00042317+0.00052747i,-0.00073185-0.00015246i,-0.00016109-0.00061961i,-2.9513e-05-0.00053795i,-0.00055962-0.00028504i,0.00028107-0.00023793i,0.0011005-0.00052353i,0.00091721+4.9842e-06i,0.00057375+0.00033478i,0.00053149+0.00021097i,0.00058723-0.0002299i,0.00057834+0.00015856i,0.00011578+0.0007033i,-4.5693e-05+0.0002485i,0.00028643+0.00050944i,-0.0003348+0.0016406i,-0.00090087+0.001167i,-0.00053033+9.9296e-05i,-0.00055998-0.00016781i,-0.00049386-0.00027187i,0.0001966-0.00010266i
0.00013378+0.00049472i,0.00062513+0.00068098i,-0.00030635+0.0013837i,-0.0012299+0.0014446i,-0.00071991+0.00094613i,0.00023356-0.00089141i,0.00026381-0.0024857i,-0.00039672-0.0020566i,-0.00091433-0.00079811i,-0.001031+0.00038493i,-0.0010462+0.0013035i,-0.00067222+0.0011623i,-0.00070538+0.00020492i,-0.00072139+0.00053303i,-7.4285e-05+0.00065309i,0.00039328-0.00031881i,0.00034086-0.00033114i,3.6864e-05+0.00019624i,-0.00044413+0.00083006i,-0.00011558+0.00077627i,0.00031117-2.5906e-05i,-0.00016245-0.00025387i,3.9734e-05+0.00055623i
-0.00063092+0.00064101i,3.9904e-05+0.0017887i,-2.8693e-05+0.00139i,6.7871e-05+5.8929e-05i,0.00067036-0.00057985i,0.0010243-0.0012765i,0.00087544-0.0020208i,5.4146e-05-0.0015985i,-0.00020955-0.00021381i,0.00010884+0.00098914i,0.00016189+0.0009501i,-0.00039971+0.00044709i,-0.00032816+0.00038578i,-0.00069265+0.0007226i,-0.0009411+0.0011701i,-0.00021222+0.00056863i,0.00033677+0.00017365i,0.00036679+0.00064854i,0.00051425+0.00060642i,0.00068785-7.6926e-06i,0.00057083+1.4073e-06i,0.00056513+9.2372e-05i,-0.00029272+0.00026718i
-2.2485e-05-0.0026781i,4.8671e-05-0.0036261i,0.00014941-0.0036671i,-0.00012419-0.0017239i,-0.0003339-0.00073214i,-0.00073715-0.0010912i,-0.0008178-0.0012608i,-0.00030707-0.0012774i,-0.00024202-0.00047395i,-0.00067798+0.0011859i,-0.00030596+0.0013228i,0.00024691+0.00029314i,-0.00024165-0.00024607i,-0.00050377+7.4074e-05i,-0.00039444+0.00087709i,-0.00032102+0.0011794i,-0.00014263+0.00076123i,0.00020147+0.00076914i,0.00068933+0.00096935i,0.00049945+0.00035539i,-0.00044136-0.00028042i,-0.0010153-0.00025171i,-0.0012251+0.0003359i
-0.00064518-0.0015813i,-0.00023847-0.0012645i,-0.00052473-0.0011115i,-0.0010419-0.00088276i,-0.0012328-0.00072156i,-0.00023067-0.001043i,0.00065151-0.0014173i,-1.8646e-05-0.0011322i,-0.00042349-0.00018268i,-0.00033372+0.00091809i,-2.4928e-05+0.0011502i,0.0004411+8.8183e-05i,-9.3807e-05-0.00022326i,-0.00085511-1.735e-05i,-0.0011879+3.2165e-06i,-0.0010848+0.00046723i,-0.00061519+0.0005358i,-0.00023576+0.00025442i,0.00036881+0.00057698i,0.00014785+0.0012633i,-0.00027769+0.0013911i,1.1989e-05+0.00094933i,1.9167e-05+0.0008048i
