-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
0.041222+0.10479i,0.055818+0.12019i,-0.035204+0.11114i,-0.12369+0.095992i,-0.10439+0.059041i,-0.047076+0.012981i,-0.027384+0.00098363i,-0.021858+0.014757i,-0.015776+0.00084505i,-0.024372-0.035164i,-0.036095-0.043535i,-0.034078-0.025936i,-0.021511-0.0062742i,-0.009399+0.0083625i,-0.0030401+0.012685i,0.00050173+0.013883i,0.0032864+0.023778i,0.0011135+0.035676i,-0.0044386+0.036048i,-0.0021005+0.028102i,0.0090907+0.021897i,0.021+0.016065i,0.023856+0.0048845i
-0.055861-0.057312i,-0.019137-0.078098i,0.050484-0.11146i,0.055426-0.099905i,0.022406-0.042976i,0.015447-0.0067405i,0.0078915-0.020512i,-0.029708-0.04675i,-0.063427-0.039589i,-0.056915-0.0082923i,-0.02722+0.005679i,-0.0070838-0.0060421i,-0.0046868-0.022954i,-0.007986-0.03291i,-0.0087813-0.036067i,-0.015722-0.03363i,-0.024572-0.029183i,-0.018342-0.026822i,-0.00036851-0.027033i,0.0079907-0.031047i,-0.0010392-0.034744i,-0.011916-0.028057i,-0.0096668-0.015673i
0.02383-0.044275i,-0.062046-0.016868i,-0.1137+0.096703i,-0.068024+0.17673i,-0.00082552+0.14745i,0.021134+0.065574i,0.023568+0.017708i,0.046533+0.013014i,0.071712+0.017739i,0.069684+0.023085i,0.050301+0.02843i,0.028992+0.030623i,0.013611+0.033514i,0.0020798+0.035712i,-0.0079975+0.039233i,-0.0035294+0.043294i,0.01384+0.040872i,0.02091+0.034245i,0.0083422+0.025344i,-0.0058091+0.018109i,-0.0055211+0.01409i,0.0010497+0.0064757i,-0.0023113+0.0018228i
0.028652+0.10775i,0.10547+0.083492i,0.13005-0.014193i,0.11112-0.091583i,0.080306-0.096297i,0.043871-0.059993i,0.012642-0.034041i,-0.010104-0.032432i,-0.020663-0.039445i,-0.017002-0.041363i,-0.010754-0.034602i,-0.0077182-0.023709i,-0.010459-0.016141i,-0.012967-0.014069i,-0.0063999-0.019065i,-0.0049209-0.028848i,-0.016974-0.033023i,-0.025407-0.027482i,-0.018417-0.013658i,-0.0067257+0.00014971i,-0.0064619+0.0054991i,-0.010455+0.0086322i,-0.0019155+0.0086606i
-0.093256-0.082671i,-0.12613-0.054i,-0.11128-0.0078294i,-0.089371+0.026579i,-0.062551+0.028399i,-0.038662+0.022847i,-0.011553+0.041136i,0.030925+0.054249i,0.043548+0.035958i,0.01804+0.009226i,-0.0026196-0.0079056i,-0.0040628-0.01691i,0.0036133-0.020304i,0.010836-0.012767i,0.015193+0.0053948i,0.02167+0.021425i,0.031757+0.025377i,0.034501+0.01837i,0.025658+0.0052573i,0.016608-0.0081269i,0.013687-0.015225i,0.010245-0.016353i,0.0016572-0.011668i
0.10867-0.0090903i,0.099966-0.01385i,0.099617-0.0057703i,0.09256-0.032435i,0.031026-0.032321i,-0.014337+0.022319i,-0.017183+0.043125i,-0.039109+0.021316i,-0.052787+0.013048i,-0.040052+0.0167i,-0.029944+0.024487i,-0.020802+0.033597i,-0.0099525+0.036153i,-0.0015989+0.028007i,0.0030127+0.0070663i,-0.0041155-0.013135i,-0.021675-0.018795i,-0.029692-0.015921i,-0.022217-0.012305i,-0.015092-0.0065714i,-0.01381+0.0034141i,-0.008761+0.015612i,-0.00066758+0.013924i
-0.022655+0.10871i,0.017635+0.093996i,-0.023818+0.048786i,-0.075531+0.06554i,-0.03225+0.072908i,0.044776+0.0014015i,0.05293-0.067141i,0.026725-0.069328i,0.021734-0.046112i,0.032928-0.033521i,0.033896-0.02658i,0.018609-0.019558i,0.005108-0.016657i,-0.00035764-0.01579i,-7.2007e-06-0.0090679i,0.010058-0.0008775i,0.024778+0.0023257i,0.031026+0.0076528i,0.025795+0.01648i,0.019814+0.016497i,0.016913+0.0034714i,0.012618-0.010539i,0.0058784-0.0095884i
-0.065843-0.14915i,-0.069813-0.17252i,0.016336-0.18308i,0.070729-0.18556i,0.026775-0.13579i,-0.038642-0.061204i,-0.052825-0.015385i,-0.029676-0.0030617i,-0.011423-0.0033939i,-0.010818-0.0064047i,-0.010675-0.010455i,-0.0030427-0.013498i,0.0004612-0.016592i,-0.002017-0.016919i,-0.0061494-0.016158i,-0.014673-0.016158i,-0.025986-0.010211i,-0.028902-0.0021477i,-0.017105-0.00055845i,-0.0048155-0.001311i,-0.0029942+0.0033395i,-0.00067962+0.0092441i,0.0090255+0.0046393i
0.073789+0.06362i,-0.025376+0.10152i,-0.16904+0.18004i,-0.19359+0.20606i,-0.11222+0.14123i,-0.052156+0.075429i,-0.02835+0.057364i,-0.0011812+0.056157i,0.021967+0.039107i,0.014455+0.017519i,-0.0014847+0.016485i,-0.0018642+0.022057i,-0.0016564+0.022158i,-0.0060721+0.020208i,-0.0075595+0.019897i,-0.0015747+0.017668i,0.010163+0.006751i,0.015039-0.0073975i,0.0073922-0.015785i,-0.0016019-0.017315i,-0.0033222-0.01628i,-0.0073036-0.016115i,-0.017966-0.0092561i
-0.033202+0.10521i,0.093479+0.093173i,0.16433-0.0048265i,0.10046-0.047886i,0.025841+0.011839i,0.037868+0.075495i,0.068634+0.072406i,0.059368+0.02081i,0.019113-0.019913i,-0.007485-0.018672i,-0.0075421-0.010273i,-0.0072989-0.016294i,-0.010798-0.017141i,-0.0069375-0.012975i,-0.0029374-0.015987i,-0.01074-0.017597i,-0.021132-0.0054782i,-0.019051+0.0074525i,-0.010495+0.00788i,-0.008613+0.0040604i,-0.0099583+0.0050265i,-0.0039836+0.011247i,0.0085329+0.0088834i
-0.032456-0.20039i,-0.10142-0.16937i,-0.085269-0.0036111i,0.02063+0.13473i,0.10692+0.098217i,0.091288-0.032054i,0.02868-0.084693i,-0.0078632-0.047519i,-0.005786-0.0037075i,0.0142+0.0063177i,0.018725-0.004705i,0.0072611-0.0057878i,0.00040846+0.0018482i,-0.0029719+0.012659i,0.0010267+0.029388i,0.016762+0.034484i,0.030009+0.018493i,0.030347-0.0014755i,0.021415-0.006506i,0.014665-0.0032188i,0.00963-0.0068735i,0.00053057-0.0094761i,-0.0060056+0.00022606i
0.079946+0.12283i,0.080321+0.081137i,0.087647-0.02441i,0.11033-0.14683i,0.053222-0.16185i,-0.025374-0.061869i,-0.035736-0.0091022i,-0.032847-0.027936i,-0.035241-0.034661i,-0.032898-0.025715i,-0.032846-0.0077456i,-0.022494+0.01106i,-0.0055729+0.013167i,0.0068956+0.0026965i,0.0084319-0.014154i,-0.002816-0.020786i,-0.013681-0.011342i,-0.017302+0.0018012i,-0.011654+0.0092421i,0.00061314+0.0079089i,0.010893+0.0058345i,0.018934+0.00092806i,0.020211-0.014566i
-0.090245+0.079565i,-0.0085256+0.12245i,0.016341+0.047318i,-0.079766-0.030087i,-0.11668-0.03006i,-0.0637-0.030509i,-0.040408-0.025479i,-0.02025+0.0080369i,0.013867+0.0098246i,0.02075-0.0098507i,0.018787-0.014953i,0.02059-0.014484i,0.014422-0.013345i,0.0076969-0.0079353i,0.014599-0.0010805i,0.027071-0.0042195i,0.025255-0.012235i,0.014445-0.010551i,0.0062799-0.0047411i,-0.002135-0.005539i,-0.010808-0.010785i,-0.019674-0.0083384i,-0.022243+0.0059946i
0.083228-0.25247i,0.0028384-0.34185i,-0.081104-0.26525i,-0.1047-0.091303i,-0.067574+0.036982i,-0.015426+0.090732i,0.024478+0.098691i,0.034245+0.070127i,0.010768+0.041904i,-0.0084882+0.036213i,-0.0067135+0.031741i,-0.00061522+0.020382i,0.0064239+0.007467i,0.005986-0.013139i,-0.012971-0.028018i,-0.032941-0.02079i,-0.033229-0.0038571i,-0.021931+0.0080932i,-0.010916+0.010835i,-0.0066325+0.010768i,-0.0063019+0.015456i,-0.0002331+0.017001i,0.005094+0.0076478i
-0.033294+0.22159i,-0.10208+0.29615i,-0.13502+0.36726i,-0.027982+0.34251i,0.061946+0.17032i,0.037856+0.018895i,0.012182-0.021534i,0.011741-0.017499i,0.018151-0.0087547i,0.026963-0.015814i,0.014847-0.027021i,-0.0054869-0.019845i,-0.022426-0.0025836i,-0.029259+0.020285i,-0.013388+0.032608i,0.0061716+0.019589i,0.013104-0.00027214i,0.014588-0.014221i,0.011236-0.018189i,0.0066831-0.012473i,0.0057793-0.0074809i,0.0060713-0.0033159i,0.0091014+0.0028767i
-0.084065+0.0068814i,0.084164+0.054254i,0.26712-0.083703i,0.21157-0.24632i,0.059489-0.17955i,0.035885-0.044881i,0.050581-0.029087i,0.027132-0.045259i,0.0070784-0.036796i,-0.0032566-0.019007i,-0.0032804-0.0038787i,0.0021997-0.0072639i,0.0025483-0.019641i,-0.0028595-0.028049i,-0.014885-0.023332i,-0.023792-0.0029733i,-0.021146+0.015i,-0.011511+0.020882i,-0.00026314+0.013738i,0.0048109-0.00039435i,0.0041863-0.0074923i,0.0034756-0.0090596i,-0.00096925-0.012065i
0.20069-0.20553i,0.11365-0.30442i,-0.056458-0.19025i,-0.13345+0.017002i,-0.091796+0.071251i,-0.078376-0.0058143i,-0.10856-0.034065i,-0.086798-0.0090297i,-0.037019-0.0081988i,-0.017095-0.019573i,-0.013369-0.017745i,-0.01111-0.0050032i,-0.0039555+0.019248i,0.017088+0.040933i,0.040057+0.03872i,0.046812+0.018664i,0.036435-0.0009172i,0.019194-0.015498i,0.0031351-0.017786i,-0.0030707-0.0094449i,-0.0014151-0.007778i,-0.00418-0.01012i,-0.0069954-0.0038707i
-0.15712+0.19377i,-0.23439+0.15783i,-0.27188+0.095119i,-0.16573+0.085609i,-0.031822+0.084722i,0.015505+0.099665i,0.044406+0.11311i,0.057802+0.068539i,0.02875+0.024021i,0.0045968+0.021758i,-0.0032073+0.029882i,-0.0015267+0.029902i,0.0030185+0.007509i,-0.011852-0.022626i,-0.032355-0.029528i,-0.032835-0.016302i,-0.021132+0.00018075i,-0.012675+0.015474i,-0.006838+0.025318i,-0.0010884+0.026468i,0.0031437+0.027041i,0.0070423+0.02447i,0.0068335+0.013133i
-0.096598-0.00066356i,0.02983+0.24921i,0.2894+0.35365i,0.37301+0.17756i,0.23802+0.0037261i,0.12117-0.03564i,0.067909-0.037404i,0.017879-0.016466i,-0.0013454+0.0057653i,0.0036826-0.0066216i,0.0053846-0.025106i,0.0014304-0.027651i,-0.00097908-0.015255i,0.012148-0.0016869i,0.030688-0.0067198i,0.031676-0.024325i,0.015858-0.033835i,0.0015256-0.030402i,-0.0016114-0.02193i,-0.00078935-0.021652i,-0.0073364-0.02889i,-0.017051-0.023394i,-0.013078-0.0068793i
0.34164-0.14141i,0.35098-0.41455i,0.14234-0.56913i,-0.090565-0.45194i,-0.13185-0.22042i,-0.043097-0.09704i,0.0094801-0.081904i,0.0093146-0.069053i,0.0042019-0.033785i,0.0095794-0.00051947i,0.021061+0.016151i,0.025938+0.014543i,0.015016+0.0057045i,-0.011653+0.0035752i,-0.038242+0.019818i,-0.040887+0.040243i,-0.020076+0.043668i,0.0035505+0.033163i,0.016916+0.01599i,0.016557+0.0048096i,0.015648+0.0088288i,0.02145+0.010486i,0.017136+0.00068623i
-0.28291+0.14366i,-0.39066+0.14614i,-0.41814+0.15628i,-0.29122+0.19169i,-0.14435+0.11631i,-0.13514+0.010586i,-0.15807+0.012163i,-0.096844+0.035906i,-0.027234+0.011055i,-0.011398-0.022132i,-0.024465-0.03344i,-0.032803-0.023825i,-0.020411-0.0078045i,0.0078141-0.0034857i,0.03213-0.022427i,0.029534-0.045006i,0.0064447-0.047694i,-0.013875-0.036266i,-0.025192-0.021182i,-0.029296-0.0093789i,-0.031005-0.0010868i,-0.028317+0.0080231i,-0.014726+0.01309i
-0.079424-0.10084i,-0.10949+0.14217i,-0.0080468+0.32045i,0.076741+0.24715i,0.063742+0.15908i,0.07155+0.16235i,0.1123+0.12414i,0.090004+0.046336i,0.040351+0.014486i,0.020902+0.018618i,0.021043+0.019066i,0.022015+0.0071823i,0.0085438-0.007554i,-0.013581-0.0053973i,-0.023671+0.017702i,-0.013971+0.038881i,0.0032215+0.04341i,0.017044+0.036869i,0.024714+0.026915i,0.029123+0.01797i,0.036352+0.0060579i,0.034433-0.011135i,0.015437-0.016689i
0.40549+0.1067i,0.60564-0.030487i,0.59037-0.1439i,0.38245-0.14363i,0.16953-0.10195i,0.055941-0.072042i,0.0064994-0.043471i,-0.014697-0.0049368i,-0.014314+0.0059969i,-0.021027-0.0080771i,-0.036901-0.0046676i,-0.039137+0.011728i,-0.025695+0.024517i,-0.009083+0.020141i,-0.0075988-0.0042181i,-0.020103-0.019835i,-0.025158-0.017756i,-0.021388-0.012112i,-0.017417-0.0050908i,-0.017037+0.00054906i,-0.021491+0.0057104i,-0.01811+0.012116i,-0.0033665+0.0079436i
-0.35805-0.093818i,-0.48081-0.24953i,-0.52143-0.38188i,-0.41914-0.28187i,-0.19506-0.10328i,-0.027907-0.065343i,0.0043693-0.079006i,0.011262-0.061116i,0.019963-0.037192i,0.027304-0.012921i,0.042902-0.0068602i,0.040543-0.016336i,0.023762-0.019084i,0.014312-0.0063288i,0.023673+0.017336i,0.044076+0.026179i,0.052371+0.013321i,0.043692-0.0080518i,0.028647-0.026986i,0.017566-0.034855i,0.011124-0.035034i,-0.00079537-0.030043i,-0.012613-0.01543i
0.0085749-0.080384i,-0.11151+0.17258i,-0.10682+0.4456i,0.0055802+0.40361i,0.01485+0.19606i,-0.055107+0.11147i,-0.052956+0.1i,-0.025633+0.054307i,-0.023071+0.013391i,-0.031727-0.00015349i,-0.037351+0.0036368i,-0.024885+0.012258i,-0.0032408+0.010565i,0.0096339-0.0060582i,0.0043846-0.026198i,-0.013282-0.034282i,-0.032635-0.027369i,-0.044333-0.0048148i,-0.036738+0.023434i,-0.0184+0.035095i,-0.0052128+0.032937i,0.0045675+0.028914i,0.0094699+0.019797i
0.24598+0.29106i,0.42512+0.2387i,0.40735+0.11129i,0.24721+0.034462i,0.13627-0.0017791i,0.10454-0.031936i,0.077593-0.053904i,0.037657-0.051694i,0.018283-0.028977i,0.026897-0.016177i,0.028572-0.020785i,0.015651-0.020966i,0.00041874-0.014176i,-0.01195-0.0050766i,-0.011139+0.00041198i,-0.00069584-0.00040712i,0.011941+0.0018103i,0.02224+0.00061658i,0.019693-0.0099167i,0.0084849-0.015468i,-9.3043e-05-0.012607i,-0.0019271-0.0062917i,0.0028476-0.00055246i
-0.23397-0.25675i,-0.15762-0.37757i,0.034467-0.48271i,0.080787-0.42414i,0.0070273-0.21059i,-0.020064-0.058959i,-0.03937-0.010467i,-0.053626+0.027619i,-0.037174+0.042253i,-0.026353+0.030439i,-0.019829+0.029773i,-0.0075016+0.028959i,0.00029041+0.017842i,-0.0011757+0.0074087i,-0.010889+0.0046527i,-0.021178+0.0089183i,-0.025576+0.0131i,-0.016288+0.01496i,0.0016958+0.010662i,0.0081493+0.002582i,0.0065476-0.00053755i,0.0054604-0.0033052i,0.0034077-0.0076999i
0.07956-0.074033i,-0.24378-0.043041i,-0.55275+0.11528i,-0.48275+0.19261i,-0.23059+0.098778i,-0.12043+0.019272i,-0.067301+0.028046i,-0.0033768+0.024911i,0.024091-0.0016174i,0.026279-0.024316i,0.01803-0.042176i,0.0062232-0.047856i,-0.0021538-0.035103i,-0.0031345-0.0095872i,0.0060474+0.010386i,0.01816+0.013496i,0.026227+0.00073816i,0.015097-0.015976i,-0.0095058-0.017231i,-0.01865-0.0068127i,-0.013224-0.0026367i,-0.0090838-0.0047021i,-0.010775-0.0065656i
0.025264+0.397i,0.26962+0.49341i,0.39245+0.37909i,0.26161+0.2092i,0.10459+0.13139i,0.076981+0.10649i,0.082191+0.070443i,0.064667+0.031429i,0.032175+0.0087889i,-0.00056495+0.017516i,-0.0097816+0.03834i,-0.0062041+0.043251i,-0.0030203+0.036618i,0.0015138+0.02002i,0.0033619-0.0028117i,-0.0050109-0.012622i,-0.017243-0.00016605i,-0.010665+0.019687i,0.009801+0.024486i,0.017318+0.014147i,0.011796+0.0052423i,0.0064196+0.0054301i,0.007775+0.011393i
-0.08826-0.37858i,-0.084034-0.3613i,0.071772-0.20897i,0.17072-0.096763i,0.10752-0.058251i,0.042254-0.054254i,0.032355-0.076105i,0.016777-0.080031i,0.0043519-0.054515i,-0.0011159-0.037633i,-0.014323-0.031569i,-0.022827-0.024683i,-0.018367-0.022063i,-0.0099601-0.015638i,-0.00055553-0.001931i,0.013504+0.0017075i,0.021782-0.0096977i,0.015125-0.019531i,0.0047697-0.018748i,-0.00087532-0.013932i,-0.0020867-0.01118i,-0.002792-0.010487i,-0.007261-0.010217i
0.23741+0.044846i,0.12584-0.20101i,-0.13096-0.36968i,-0.20543-0.26442i,-0.08271-0.10058i,-0.020263-0.053874i,-0.055945-0.033993i,-0.072663-0.000202i,-0.050918+0.017165i,-0.010456+0.019266i,0.028512+0.012207i,0.044611+0.0088231i,0.03815+0.011594i,0.01721+0.0072704i,-0.0069256-0.0015892i,-0.021804-7.7458e-05i,-0.01863+0.0091137i,-0.0071648+0.0087961i,-0.0034234-0.00059308i,-0.0038635-0.0018266i,-0.0021834+0.0073538i,0.0039479+0.013262i,0.012293+0.0088089i
-0.35305+0.29384i,-0.31163+0.58078i,-0.14442+0.62342i,-0.044008+0.36467i,-0.052794+0.12044i,-0.071541+0.05783i,-0.046737+0.054225i,-0.0092896+0.024818i,0.0074006-0.01158i,-0.0064856-0.028426i,-0.031525-0.020241i,-0.04325-0.0067808i,-0.037204-0.00088409i,-0.015506+0.0040648i,0.012428+0.0049991i,0.024677-0.0079749i,0.011544-0.021695i,-0.0064814-0.017264i,-0.011365-0.00051035i,-0.0073048+0.007491i,-0.0044069+0.00095151i,-0.0088901-0.0036836i,-0.014884+0.0038573i
0.24266-0.41643i,0.24505-0.50584i,0.20533-0.34513i,0.15696-0.11186i,0.11669+0.00053921i,0.095778+0.019234i,0.077015+0.024722i,0.043517+0.037182i,0.01662+0.045337i,0.01097+0.033353i,0.016204+0.010164i,0.023894-0.0067777i,0.027746-0.012897i,0.017177-0.015019i,-0.0053631-0.01006i,-0.016245+0.0073978i,-0.0065504+0.022789i,0.0066828+0.023563i,0.015602+0.0137i,0.017937+0.00081113i,0.01464-0.0076113i,0.014984-0.011113i,0.020349-0.016519i
0.089136+0.35023i,0.18681+0.2455i,0.18149-0.013848i,0.071485-0.14737i,-0.02976-0.10073i,-0.048045-0.030034i,-0.019976-0.012211i,0.011183-0.024264i,0.016103-0.030577i,0.0024612-0.0099779i,-0.0033031+0.020856i,-0.0070408+0.02965i,-0.021274+0.019468i,-0.027898+0.013758i,-0.015455+0.0063126i,-0.0042292-0.01002i,-0.0049156-0.016654i,-0.0067439-0.011368i,-0.0095361-0.0066102i,-0.015396-0.0017272i,-0.020906+0.0064074i,-0.023599+0.014984i,-0.02345+0.019277i
-0.41982-0.19666i,-0.61947-0.10335i,-0.60028+0.03145i,-0.35814+0.078248i,-0.098966+0.039843i,0.015068-0.02046i,0.014555-0.037876i,-0.00162-0.0073206i,0.012399+0.013526i,0.026544-0.0078166i,0.017804-0.037441i,0.0075987-0.041127i,0.0096187-0.025784i,0.01059-0.0085761i,0.0063731+0.0070949i,0.0066006+0.017517i,0.011928+0.014112i,0.014269+0.0053317i,0.012608-0.0015258i,0.011513-0.0079333i,0.013562-0.011325i,0.015057-0.013094i,0.012953-0.013737i
0.48705+0.0062617i,0.61323+0.012405i,0.49379+0.075196i,0.22778+0.11691i,0.028792+0.10481i,-0.040513+0.086248i,-0.031789+0.053214i,-0.019869-0.0063203i,-0.033355-0.035601i,-0.0357-0.015714i,-0.020389+0.0076704i,-0.010428+0.017425i,-0.0035025+0.021624i,0.0080199+0.01477i,0.012501-0.0012047i,0.0011844-0.010973i,-0.013033-0.0092256i,-0.017308-0.005158i,-0.012393+0.0016424i,-0.0021257+0.010584i,0.0059607+0.012694i,0.0070746+0.011164i,0.0057618+0.013652i
-0.29876+0.23168i,-0.27878+0.25533i,-0.095+0.15099i,0.077801+0.03046i,0.1058-0.043656i,0.060484-0.075699i,0.01657-0.058366i,0.0034329-0.012893i,0.013232+0.0036552i,0.0056555-0.0064718i,-0.01226-0.0063634i,-0.01539-0.0067658i,-0.013706-0.019977i,-0.018145-0.027343i,-0.019057-0.020705i,-0.0043223-0.0098654i,0.01311-0.0035147i,0.016237-0.0029828i,0.0071817-0.0083644i,-0.0072477-0.01427i,-0.018953-0.013924i,-0.019891-0.01294i,-0.013033-0.018327i
0.051615-0.41326i,-0.0056923-0.53493i,-0.081572-0.47657i,-0.11212-0.27187i,-0.081506-0.050826i,-0.026841+0.068387i,0.009236+0.069711i,0.0035715+0.034303i,-0.0089683+0.029378i,0.0092801+0.032686i,0.031228+0.020606i,0.03051+0.017281i,0.020415+0.027131i,0.014694+0.032442i,0.013117+0.027277i,0.006426+0.015712i,-0.0069141+0.0071087i,-0.013059+0.0081018i,-0.0057258+0.014414i,0.0069208+0.015448i,0.015441+0.011962i,0.014688+0.011617i,0.007529+0.0167i
0.15593+0.38766i,0.16424+0.50753i,0.076716+0.45015i,0.0097679+0.23925i,0.0050081+0.029715i,-0.015119-0.067114i,-0.036225-0.053204i,-0.01437-0.015261i,0.0054868-0.016703i,-0.012211-0.028884i,-0.030353-0.02412i,-0.025431-0.022355i,-0.016648-0.025779i,-0.015631-0.021126i,-0.016023-0.01238i,-0.011353-0.0081339i,4.3219e-05-0.0083962i,0.0075165-0.011184i,0.0051195-0.011972i,-0.0020079-0.0069504i,-0.0082691-0.0024215i,-0.0075787-0.0012708i,-0.0032917-0.0046462i
-0.30358-0.17696i,-0.30662-0.20488i,-0.16546-0.14205i,-0.043942-0.032583i,0.00054014+0.04196i,0.037281+0.068801i,0.056786+0.050873i,0.039458+0.019991i,0.025513+0.010331i,0.027625+0.0064442i,0.024969+0.0033674i,0.021071+0.006384i,0.025022+0.0030753i,0.030276-0.0075019i,0.027172-0.013992i,0.015308-0.0081493i,0.0025893+0.0050658i,0.00044637+0.012972i,0.0063606+0.0081987i,0.01115-0.0055231i,0.011027-0.01496i,0.0074036-0.013202i,0.0059511-0.0032509i
0.35004-0.071377i,0.41273-0.09789i,0.32694-0.11555i,0.15979-0.11507i,0.014238-0.079804i,-0.051785-0.046808i,-0.050382-0.02995i,-0.025952-0.018222i,-0.015717-0.010617i,-0.015895+0.0038651i,-0.013387+0.014223i,-0.022242+0.011706i,-0.039184+0.016662i,-0.04325+0.031674i,-0.030498+0.03793i,-0.011956+0.025239i,-0.00033717+0.0037572i,-0.00040042-0.0087064i,-0.0057044-0.0058994i,-0.0075944+0.0053721i,-0.0038356+0.014218i,0.00021278+0.011535i,-0.0029649+0.00080064i
-0.25653+0.22942i,-0.36567+0.23182i,-0.37068+0.16456i,-0.22878+0.11557i,-0.042396+0.080969i,0.056983+0.034507i,0.06084-0.0017508i,0.032163-0.016144i,0.014123-0.018645i,0.00864-0.029116i,0.0080424-0.038292i,0.019147-0.03295i,0.030901-0.031419i,0.027262-0.040014i,0.013565-0.044574i,0.0032302-0.03355i,-0.00016899-0.012585i,0.00079835+0.0010996i,0.00056615+0.0018693i,-0.0031865-0.0039971i,-0.0082211-0.0080875i,-0.0088697-0.0031373i,-0.00078232+0.006864i
0.036937-0.2644i,0.10372-0.241i,0.13682-0.10909i,0.089069-0.014027i,0.0091317-0.00036486i,-0.054161+0.0018553i,-0.076197+0.014692i,-0.061296+0.023285i,-0.034084+0.023148i,-0.016141+0.02385i,-0.012065+0.027408i,-0.015532+0.028048i,-0.011317+0.029861i,0.0025765+0.032596i,0.012757+0.027558i,0.0097564+0.014408i,-0.00034586+0.002999i,-0.0051473-0.0012347i,-0.0025063-0.00012406i,0.0034824+0.0041998i,0.0081941+0.0066559i,0.0080363+0.0010047i,0.00088391-0.0081432i
0.17636+0.21215i,0.18295+0.24948i,0.16414+0.16689i,0.12254+0.039868i,0.056288-0.022709i,0.026312-0.022666i,0.034323-0.011591i,0.033489-0.011037i,0.015293-0.012783i,-0.0024869-0.0063101i,-0.0084024+0.00059478i,-0.0066103-0.0055409i,-0.012818-0.018768i,-0.028231-0.020836i,-0.036313-0.0085431i,-0.02595+0.0049639i,-0.007573+0.0080017i,0.0034517+0.0034081i,0.0055905-0.0016551i,0.0019267-0.0051701i,-0.0034391-0.0062575i,-0.0039974-0.0020332i,0.00087561+0.0045366i
-0.24222-0.10601i,-0.25985-0.21859i,-0.21229-0.24041i,-0.13465-0.12459i,-0.047344+0.0045412i,0.0050365+0.056234i,0.013424+0.05532i,0.015547+0.039668i,0.023235+0.014642i,0.027227-0.010703i,0.027109-0.017362i,0.025199-0.0053872i,0.026243+0.0073071i,0.035031+0.0081708i,0.041391-0.0015503i,0.031676-0.010645i,0.014627-0.0099007i,0.0027814-0.0054489i,-0.0026819-0.0030837i,-0.00031906-0.00076289i,0.0026675-0.00066958i,-0.0017861-0.0025815i,-0.0096715-0.0015993i
0.17733-0.049885i,0.16882+0.035516i,0.07983+0.092621i,0.0018989+0.051262i,-0.017641-0.017055i,-0.0060016-0.055467i,0.0074632-0.070756i,0.0056567-0.058358i,-0.0017144-0.022063i,-0.0050619+0.0058268i,-0.011228+0.0088361i,-0.017679+0.0030864i,-0.021748+0.0047699i,-0.027126+0.014273i,-0.026429+0.022424i,-0.01612+0.019635i,-0.0059826+0.010128i,0.00038629+0.0070765i,0.0041127+0.0074212i,0.0023417+0.0051537i,-0.0008238+0.0056499i,0.0048686+0.008769i,0.016132+0.0054935i
-0.071549+0.18863i,-0.088699+0.19307i,-0.028781+0.15502i,0.048998+0.10017i,0.067665+0.036019i,0.033261+0.0064947i,-0.007699+0.020474i,-0.020446+0.025728i,-0.017242+0.0049263i,-0.018962-0.013783i,-0.017593-0.013798i,-0.0091844-0.012027i,-0.0014487-0.017788i,0.0036982-0.0271i,0.0005778-0.033902i,-0.0065336-0.027533i,-0.0085268-0.014257i,-0.0068857-0.0067093i,-0.0033969-0.0036804i,0.003969-0.0021149i,0.01086-0.0025371i,0.0068663-0.0041374i,-0.0063561-0.0027404i
-0.018955-0.20156i,0.054573-0.24882i,0.061114-0.21812i,-0.029168-0.12068i,-0.10438-0.01227i,-0.095544+0.035112i,-0.050081+0.018186i,-0.021199-0.0013525i,-0.00098162+0.00049375i,0.022122+0.0059904i,0.03208+0.0082806i,0.027476+0.01137i,0.021257+0.013824i,0.020187+0.018515i,0.023958+0.021515i,0.022598+0.015775i,0.015537+0.0078919i,0.010643+0.0013662i,0.0047484-0.0069429i,-0.0057601-0.0112i,-0.013582-0.01058i,-0.01133-0.01024i,-0.0019788-0.010295i
0.088289+0.09365i,0.0080425+0.12782i,-0.036877+0.10197i,0.025688+0.038924i,0.095476-0.012552i,0.10139-0.02203i,0.074083+0.0031006i,0.04532+0.018829i,0.012067+0.013965i,-0.019264+0.0092711i,-0.032605+0.0065535i,-0.03366+0.0017541i,-0.034771-0.00030445i,-0.038973-0.0024684i,-0.040781-0.0054971i,-0.032789-0.0063425i,-0.022347-0.0049979i,-0.017126+0.0017906i,-0.010462+0.010011i,2.4783e-05+0.0094866i,0.0046343+0.0041294i,0.0007575+0.0054485i,-0.0027698+0.012075i
