0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
0.00023646-0.0020032i,0.001597-0.0014097i,0.0011287-0.0011042i,0.0015905-0.0010683i,0.0019983-0.00025538i,0.0013097-0.00078496i,9.1947e-05-0.001152i,-0.0010738-0.00048367i,-0.0017612+0.00045619i,-0.0021556+0.0012618i,-0.0022211+0.0009798i,-0.00066629+0.0013038i,0.00010648+0.0011207i,-0.00042002-0.00044668i,-0.0010229-0.0011051i,-0.00037756-0.0011203i,0.00068807-0.00036937i,0.00097956+0.0008895i,0.0013537+0.0011669i,0.0011897+0.00051144i,-4.3992e-05+9.7596e-05i,-7.0479e-05+0.00013237i,0.00041003-9.0691e-05i
-2.1645e-05+0.0022509i,-4.5196e-05+0.002981i,0.0017997+0.003207i,0.0017223+0.002167i,0.00012087+0.00057981i,-0.00092022-0.00066702i,-0.0011227-0.0010039i,-0.0013668-0.00081088i,-0.0008909-0.00064787i,1.9825e-05-0.00012699i,4.2517e-05+0.00031689i,0.00055019+0.00078715i,0.0014007+0.0010941i,0.0012366+0.00082219i,0.00047995+0.00026637i,0.00025513-2.9377e-05i,-0.00036458-0.00060846i,-0.00098301-0.001132i,-0.00037266-0.00067888i,0.0002338-0.00010865i,-0.00029821+0.00010802i,-0.00039175-0.00038562i,-0.00037443-0.00056463i
-0.0013651-0.00099504i,-0.0014166-0.00057683i,-0.00024218-3.3542e-05i,0.0016895+7.1852e-05i,0.0018967-0.00042946i,0.0010091-0.00029776i,-0.00035843-3.0069e-05i,-0.0015799-0.00032123i,-0.0012088-0.00013843i,-0.0004429+0.00041081i,-0.00070681+0.00074761i,-0.0006933+0.00037879i,0.00039078-0.00027328i,0.0013433-0.00032675i,0.00063432+0.00017101i,-0.00016705-7.6236e-05i,4.0599e-05-0.00034598i,0.00052404+0.00016613i,0.0008424+0.00067708i,0.00082158+1.2082e-05i,0.00074114-5.6848e-05i,0.00017444+7.2799e-06i,-0.00035727-0.00063054i
0.0021891-0.00016557i,0.0035704-0.00041865i,0.0039815+0.00039378i,0.0036531+0.00075217i,0.0024403-0.00038277i,0.00043576-0.0013609i,-0.0007594-0.0012148i,-0.0011178-0.00048462i,-0.0011447+0.00051014i,-0.00083759+0.0010296i,-0.00013849+0.0012831i,0.00021897+0.0011903i,0.000552+0.00068946i,0.00019751+0.00096765i,-0.00027589+0.0005605i,-0.00069632-2.9318e-05i,-0.00059519+0.00085911i,-1.6948e-05+0.00072205i,-5.6551e-05+0.00044796i,0.00022167+0.00089644i,0.00062331+0.00034499i,-0.00016716-0.00060484i,-0.00098484-0.00032521i
0.00058238+0.0023227i,0.00049935+0.0020924i,0.0011594+0.001098i,0.002085-0.00074408i,0.0024367-0.0016773i,0.0011373-0.0017132i,-0.0012391-0.0014436i,-0.002077-0.00076602i,-0.0013739+0.00018466i,-0.00090731+0.00028315i,-0.00065551-0.00025482i,-0.00054489-0.00038595i,-0.0010631-0.00010043i,-0.0014055-0.0003281i,-0.00093166-0.00052716i,-0.00020347-0.00046433i,0.00030078-0.00057404i,0.00012928-0.0013386i,-0.00025417-0.0015395i,-6.2556e-05-0.00042672i,-6.6615e-05-1.1146e-05i,0.00046265-0.0005186i,0.001207-0.00035558i
-0.001986-0.00085635i,-0.0028285-0.00088032i,-0.0011068+0.00052479i,0.0014448+0.00057616i,0.0018507-0.0010148i,0.0010748-0.0013289i,0.00040761-0.00044147i,-0.00047753-0.00024649i,-0.0011539-0.00015567i,-0.0015416-1.126e-05i,-0.0010258-1.6001e-05i,-8.601e-05-1.9202e-05i,7.0936e-06+0.00039857i,-0.00021269+0.00025793i,0.00043569+0.00024749i,0.00061474+0.00062739i,2.1528e-05+0.00059238i,-0.00061768+0.00010642i,-0.00050587-0.00054027i,-0.00023425-0.00060141i,9.646e-05-8.5471e-05i,0.00042546-0.00014423i,0.00016779-0.0005264i
0.00074872+0.00058777i,0.0018626-0.0001778i,0.0022454+2.0494e-05i,0.0023354+0.00029135i,0.0021599-0.00091467i,0.00084254-0.0017624i,-0.0010628-0.0018776i,-0.0019991-0.0011872i,-0.0013567-0.00052168i,-0.00053976-0.00060389i,-1.9815e-06-0.00028096i,0.00035902+4.3815e-05i,-0.00022826+0.00018093i,-0.00078539+0.00027078i,-0.00037345+0.00046358i,9.0956e-05+0.00052493i,-1.946e-05+0.00076964i,0.00015114+0.00028699i,0.00077978-0.0010761i,0.00040326-0.0016802i,0.00049698-0.0010374i,0.00048444+0.00023951i,9.138e-05+0.0009239i
-0.0013808+0.00034127i,-0.00025856+0.0010114i,0.00085221+0.0012564i,0.0016657+0.00020461i,0.0021678-0.00069805i,0.0014093-0.00081459i,-0.00016836-0.00060617i,-0.001119+5.8033e-05i,-0.0014519+0.00037128i,-0.001027+2.9081e-05i,-0.00038304+0.00048646i,0.00010982+0.00043573i,0.00057486+0.00032278i,0.0004928+0.00088433i,0.00015142+0.00096218i,7.3328e-05+0.00044827i,0.00017783-8.8655e-05i,0.00041313-0.00027734i,-0.00019093-0.00012297i,-0.00065614-0.00052228i,-0.00020877-0.00099956i,-0.00062441-0.00083344i,-0.00083294-0.00087561i
-0.00084803-0.001103i,-1.7412e-05-0.00070825i,0.0019753+0.00061373i,0.0039117+0.00068282i,0.0032025-0.00054128i,0.001152-0.0015365i,-0.00063756-0.0017698i,-0.0011979-0.001694i,-0.00082819-0.00065647i,-0.00080786+0.0010108i,-0.00036044+0.0012355i,0.00060602+0.00042482i,0.0010574-2.161e-05i,0.0008907-0.00040579i,0.00021911-0.0001785i,0.00061603+0.00015007i,0.001244+2.0948e-05i,0.00076297-0.00036822i,0.00029093+0.00018788i,-0.00027684+0.0010254i,-0.00097597+0.00045737i,-0.00063899-0.00041i,0.00084772-0.00056809i
-0.0003658+0.003009i,-8.7042e-06+0.0035625i,0.0019231+0.0033031i,0.0037625+0.0026047i,0.0036455+0.0010968i,0.0016939-0.00037872i,-0.00094533-0.00061684i,-0.002273-0.00045128i,-0.0022238+0.00031435i,-0.0012268+0.00097396i,-0.00012912+0.00056343i,0.00029065+0.00084725i,-0.00047973+0.00075138i,-0.00097951+0.00033385i,-0.00091328+0.0008589i,-0.00030488+0.00058683i,0.00054199-7.6426e-05i,0.00104-0.0001274i,0.0010633-0.00023414i,0.0012739-0.0010653i,0.0003089-0.0013216i,-0.00074479-0.00067278i,-0.00013707-7.5106e-05i
-0.00014788+0.00064927i,-0.0010527+0.00096251i,-0.0012323+0.00069115i,0.00039841-0.00016276i,0.0018456-0.00058656i,0.00074631-0.00080407i,-0.00056789-0.00035903i,-0.0013336+0.00043587i,-0.0016119+0.00052454i,-0.0010087-3.4729e-05i,-0.00039501-0.00032333i,6.1813e-05+4.8408e-05i,0.00012599+0.00024817i,-0.00042337+0.00011664i,-0.00086134+0.00029032i,-0.00055021+6.6796e-05i,0.00067737-0.00067652i,0.00095965-0.00021986i,0.00052585-1.6481e-05i,0.00027255-0.00057623i,0.00020087-0.0004126i,0.00046963-0.00045697i,-0.00010657-0.00047947i
0.0014201+7.2263e-05i,0.0005203+0.0006801i,0.00057206+0.00039308i,0.0012209+0.00074937i,1.4847e-05+3.9116e-05i,-0.0012632-0.0010748i,-0.001239-0.00053085i,-0.00098225+0.00034609i,-0.00098143+0.00039784i,-0.00060615-0.0001745i,-0.00054831-7.4928e-05i,-0.00073912+0.00036347i,-0.00056831+0.00083319i,-0.00052+0.0012923i,-0.00075567+0.00082354i,-0.00030304+0.00015851i,0.00023073-0.00015935i,0.00077823-0.00071353i,0.0011101-0.00084078i,0.00015324-0.00041277i,0.00018402-7.7545e-05i,0.0012291+1.5441e-05i,0.00082607-3.9072e-05i
0.001186+0.00036637i,0.001492+0.0015534i,0.0026395+0.00012951i,0.0023451-0.0018582i,0.00073394-0.0024966i,-0.0011077-0.0019152i,-0.0016854-0.00082626i,-0.0012064+0.00013149i,-0.00052786+0.00029238i,-0.00015021+0.00034971i,4.1048e-05+0.00073404i,-9.9944e-05+0.00031711i,0.00016899-8.2346e-06i,0.0011079+0.00087223i,0.0012747+0.0012935i,0.00030723+0.00061182i,-0.00011893+2.1328e-05i,-4.8634e-05-0.00012361i,0.00014355-5.6816e-05i,4.2914e-05+4.1198e-05i,-0.00038967-0.00037775i,-0.00023609-0.00047077i,0.00024767+0.00049701i
0.00086104+0.00058874i,0.0006413+0.00048168i,0.001363+0.00080894i,0.0013372+0.00076693i,0.0007192+6.1056e-05i,0.00025652-0.0012054i,-0.0012277-0.0011723i,-0.0020039-0.00014368i,-0.0012602+0.00044919i,-0.0016637+0.0011519i,-0.0017687+0.0011234i,-0.00045115+0.00093045i,-5.3721e-05+0.00017943i,0.00011491-0.00034987i,1.3158e-06-0.00014423i,-0.00066483+1.1778e-05i,-0.00051013-8.7564e-05i,-6.7757e-06-0.00048571i,0.00062919-0.00076637i,0.00013536-0.00026516i,-0.00044568+0.00030138i,0.00026893-0.00016221i,0.00033616-0.00056783i
-0.00037429-0.0007628i,-0.00025439+0.00021555i,-0.0018665+0.0011524i,-0.0020389+0.0010837i,-0.00099327+0.00090919i,-0.00054773+0.00016343i,-0.00096178+0.00013939i,-0.0013825+0.00090687i,-0.0011643+0.0012318i,-0.00074202+0.0011783i,-0.00078707+0.0012872i,-0.00026157+0.00079768i,0.00046683+0.00078789i,0.00043967+0.0010053i,-0.00044758+0.00028475i,-0.00086157-0.00057538i,-0.00035189-0.00047966i,0.00048299+5.0687e-05i,0.00055492-0.00045808i,0.00019998-0.00053312i,-7.4499e-05-0.00027285i,0.00052572-0.00039112i,0.00082532-6.6428e-05i
0.00012904-6.8544e-05i,-0.00040694+0.0012253i,-0.00041541+0.0013867i,0.00059279+0.0014276i,0.00099779+0.00067305i,0.000257-4.0628e-05i,-0.00052474-0.00028401i,-0.00064496+0.00025777i,-0.0010538+0.0010711i,-0.0012403+0.001647i,-0.00056882+0.0012561i,0.00061702+0.00049309i,0.0013989+0.00014649i,0.0003153+0.00011393i,-0.001175+0.0001467i,-0.0010856-0.00013468i,-0.00064656+0.00055614i,0.0001186+0.00079869i,0.00071354+8.1938e-05i,0.00078555+0.00038344i,0.00011752+0.00041287i,0.00010203-0.00027269i,0.00089604-0.00087319i
-0.001368-0.0010695i,0.00035842-0.00032137i,0.0024085+0.0015535i,0.0030452+0.0024012i,0.0018351+0.0020892i,0.00083863+0.0006778i,0.00047068-0.00077658i,-0.00086015-0.00085414i,-0.001859+6.4661e-05i,-0.00098652+0.00097369i,0.00020163+0.00099864i,0.0003785+0.00014726i,0.00061876-0.0008868i,2.9333e-06-0.0012008i,-0.0006235-0.00086337i,0.00021879-0.0001474i,0.00062113+6.4737e-05i,0.00045142-7.4841e-05i,0.00017589-0.00035199i,0.00068998-0.00027796i,0.00082283-0.00016566i,-0.00020052-0.00027456i,-0.00064625+0.00034106i
0.00095451+0.0017625i,0.0019055+0.0019886i,0.0029173+0.0013533i,0.0033414-0.00042858i,0.0034305-0.0013263i,0.0014664-0.0010833i,-0.00038144-0.001328i,-0.0008949-0.0012122i,-0.0006101-0.00081065i,-0.0008623+0.00035326i,-0.00054016+0.00071851i,2.1828e-05+0.00041928i,0.00029432+0.0009436i,0.00041428+0.001243i,-0.00027444+0.00031193i,-0.00072438-0.00039751i,7.1878e-05-0.00054493i,0.0012067-0.00016019i,0.001436+0.00024771i,0.0010499+0.00058148i,0.00029294+0.00011737i,0.00038392-0.00053864i,0.00067388-0.00040094i
-0.0001984+0.0015713i,-0.0010273+0.0014458i,-1.0574e-05+0.00066293i,0.00037816-0.0014619i,0.00053433-0.0031344i,0.00032732-0.002599i,-0.00088256-0.0016249i,-0.0016156-0.00033565i,-0.0015115+0.00025881i,-0.00090678+9.782e-06i,-0.00055243+0.000378i,-0.00048262+0.00074763i,-0.0002923+0.00098064i,-0.00031814+0.0012553i,-0.00046618+0.00063378i,-0.00071466-0.00061794i,-0.00018517-0.0012508i,0.00080351-0.0011052i,0.00040998-0.00044352i,0.00011734-0.00020346i,0.00059411+0.0001699i,0.00017001-3.2549e-05i,-0.00019896-0.00011195i
-0.00035264-0.0017813i,-0.0015657-0.00032765i,-0.0015441+0.00068184i,-0.0012224+9.8256e-05i,-0.001864-0.0012883i,-0.0027404-0.001208i,-0.0025378-0.00047219i,-0.0013927-0.00035416i,-0.00064447+1.5498e-05i,-0.00065668-0.00043274i,-0.0010525-0.00096528i,-0.00042754-0.00071739i,-0.00012266-0.00016902i,-0.00043118-0.00016885i,-0.00034791-0.00075647i,6.9496e-05-0.0006267i,-7.1935e-05+7.4169e-05i,-7.6705e-05+0.00057483i,0.00020515+0.00044164i,0.00016413-0.00017653i,0.00063001-0.00016262i,5.0841e-05-0.00023037i,-0.00074218+0.0002499i
0.0023319-0.00017324i,0.0022794+0.0012911i,0.0026387+0.0019182i,0.0018718+0.0029703i,0.00044507+0.0027845i,-0.00053436+0.0015893i,-0.0004645+0.0003229i,-0.00050447-0.00041941i,-0.00063059-6.329e-05i,-0.00011454+0.00041764i,-0.00036311+0.00023778i,-0.00010672+0.00025856i,0.00088736+0.00078689i,0.0010926+0.00018403i,0.00093544-0.00034991i,0.00017569+0.00017691i,-0.0004104-3.0491e-05i,-0.00016105-0.0009412i,0.0004694-0.00088014i,0.00056719-0.00037245i,-0.00013632+0.00028851i,-0.00079862+0.00046774i,-0.00068102+0.00052636i
-1.4762e-06+0.00023912i,0.001648+0.0022324i,0.0016004+0.0030364i,0.0014191+0.0018225i,0.0013647+0.00014433i,0.0011032-2.8495e-05i,0.00061027-6.071e-05i,-0.0003288-0.00047244i,-0.0014954-3.8559e-05i,-0.0017573+0.00091778i,-0.00056982+0.00113i,0.00022185+0.00064128i,0.00032691+0.00010517i,0.0004023+0.00013049i,-0.00012164+0.00010151i,-0.00043689+1.2933e-05i,1.3329e-05+0.00046013i,0.00026702+0.00057526i,7.5421e-05+0.00064831i,-0.00030412+0.00067166i,-0.0004604+0.00042582i,-0.00095039-0.00034591i,-0.0010023-0.0015866i
-0.00077848+4.4256e-06i,-0.0017464+0.00027928i,-0.0019231+0.00084758i,-0.00017402+0.00055205i,0.0013983-0.00093079i,0.00062001-0.0017954i,-0.00030494-0.0014488i,-0.00010835-0.00068097i,-0.00046921-0.0004995i,-0.0003126+0.00013567i,-0.00032466+0.00064234i,-0.00038856+0.00023326i,3.2551e-05-0.00016522i,0.00032882-5.7999e-05i,-0.00010014-0.00043767i,0.00036128-0.0010845i,0.00076115-0.00074213i,0.0012301-7.821e-05i,0.0010269-0.00037036i,-9.0278e-05-0.00066486i,0.0003099-0.00056934i,0.00047967-0.00041207i,1.5296e-05-8.3251e-05i
0.0022731+0.0015176i,0.0019242+0.0012465i,0.00099618+0.0015261i,0.00097899-0.00012058i,0.0014273-0.0019456i,0.00078291-0.001672i,-0.0010833-0.00087442i,-0.0021938-0.0005115i,-0.0019043+0.00012134i,-0.00088414+0.0005955i,-0.00046889+7.947e-05i,-0.00067716-0.00073626i,-0.00061687-0.0006848i,-0.00071468-0.00023215i,-0.00056304+6.1358e-05i,-0.00015689+0.00029311i,0.00064648-0.00021977i,0.00085169-0.00058455i,0.00011271-0.00049734i,0.00068477-0.0004043i,0.00049466-0.00056418i,-0.00067687-0.00076212i,-0.00023214-0.00066482i
-0.00018326+0.0017803i,-0.00062202+0.0016931i,0.0011118+0.0026741i,0.002793+0.0019201i,0.0028889+0.00021903i,0.0016739-0.00081178i,-0.00044346-0.00077969i,-0.0013945+0.0003256i,-0.00059029+0.0014111i,-0.0006264+0.0017346i,-0.00062449+0.0013824i,-3.6743e-05+0.00089946i,0.00037355+0.00020759i,0.00026262+9.6758e-05i,-7.499e-05+0.00060379i,-1.009e-05+3.5527e-05i,0.00018425-0.00026739i,0.00048021+0.00016664i,-4.0706e-05+0.00029962i,-0.00048155-1.9607e-05i,0.00018862-0.00067645i,0.00021766-0.00036447i,0.00017418-2.7449e-05i
0.00077859-0.00049898i,0.0004544+0.00017599i,0.0020195+3.0283e-05i,0.0026546-0.00017991i,0.0016763-0.0007394i,0.00045549-0.0010397i,-0.00051221-0.00086358i,-0.001217-0.0003839i,-0.001082-0.00043345i,-0.00092885-0.00037894i,-0.00092352+0.00059293i,-0.00042436+0.00099615i,0.00082673+0.00059263i,0.00149+0.00033241i,0.0014614+4.4038e-05i,0.00089145-0.00035333i,-5.1909e-05-4.9265e-05i,-0.00043442-5.5223e-05i,-0.00037932-0.00017301i,-6.5053e-05-0.00021412i,0.00064061-0.0002286i,0.00092298-0.00030814i,0.00078164-0.0004153i
-0.00020826+0.00087487i,0.00094944+0.0013995i,0.0010093+0.0019705i,0.00071687+0.0021886i,0.00063298+0.00056532i,-6.7375e-05-0.00027766i,-0.0010183+0.00025553i,-0.0014867+0.00049036i,-0.0013412+0.00013121i,-0.00078805+7.4172e-05i,-0.00015215+0.00052496i,-0.00023828+0.00058989i,-0.00053619+0.00039608i,-0.00095954+0.00084237i,-0.00033317+4.6945e-05i,0.00025171-0.0010151i,-9.0802e-05-0.00071831i,0.00039869-0.00023709i,0.00076682-0.00021115i,0.00043713-0.00026736i,0.00063815-1.7884e-05i,0.00085445+0.00026454i,0.0010335-0.00018078i
-0.00084702-0.00050472i,-0.0016601-9.3225e-05i,-0.0017722+0.0002399i,-0.0011085+0.00045608i,-0.00016085-4.8873e-05i,-0.00015159-0.00072051i,-0.00058579-0.00039042i,-0.00056547+0.00021145i,-0.00042736+0.00050676i,-0.0004215+0.00044884i,-0.0004536+0.00058729i,-0.0004787+0.00092158i,-0.00028669+0.00073177i,-0.00014905+0.00023162i,-0.00022159-0.00012448i,0.00042793-0.00033146i,0.00054032+0.0003432i,-7.7957e-05+0.00053073i,-0.0003007-0.00011786i,-5.0898e-05-9.0022e-05i,8.3908e-05+0.00013225i,0.00038518-0.00030011i,0.00036374-0.00080317i
0.0032091-0.000802i,0.0021907+6.5829e-05i,0.0017494+0.00067395i,0.00047318-0.00017521i,-0.00062481-0.001106i,-0.001752-0.0014847i,-0.0022146-0.00078455i,-0.0020505+0.00029476i,-0.0014961-9.0804e-05i,-0.0010323-0.00048802i,-0.00046341+0.00026144i,1.8618e-05+0.0010577i,-3.0973e-05+0.00097894i,0.00018396+9.0739e-05i,0.00016563-0.00063545i,1.16e-05-0.00042886i,-0.00014611-0.00046124i,-0.00052405+2.4639e-06i,-0.00037095+0.0010735i,-0.0003797+0.0009706i,-0.00012212-0.0003604i,0.00013895-0.00031457i,-9.851e-05+0.00012344i
3.7498e-05+0.0011352i,-0.0010229+0.002723i,-0.00086894+0.0031624i,-0.00049833+0.0026906i,-0.00018327+0.0010636i,-0.00061649-0.00058373i,-0.0013778-0.0010343i,-0.0016188-0.00064645i,-0.0018219-0.00011898i,-0.0017612+0.00070669i,-0.00073509+0.0014463i,0.00034121+0.00083756i,3.5663e-05-3.0217e-05i,-7.6638e-05+0.00025577i,0.00039763+0.00040166i,0.00077073-0.00037682i,0.00092603-0.00038701i,0.00058865+9.8376e-05i,-8.0105e-05+0.00021744i,-0.00059947-0.00037416i,-0.0002548-0.00095262i,0.00019055-0.0009125i,-0.00014528-0.00063214i
-0.0011239-9.5407e-05i,-3.9368e-05+0.00065922i,0.0022473+0.0011723i,0.0031199+0.00098725i,0.00233+0.0001809i,0.001143-0.00026214i,0.00054839-0.0005619i,-0.00047437-0.00068402i,-0.0011736-0.00091842i,-0.001077-0.00039484i,-0.00065253+0.00010177i,-0.00045559+0.000693i,-0.00015162+0.00083989i,4.7768e-05+0.00036657i,0.00043611+0.00031107i,0.00067333+0.00091374i,-7.7348e-05+0.0013191i,-0.00081508+0.0006388i,-0.000205-0.00085404i,0.00048846-0.0013203i,0.00086281-0.00018753i,0.00093359+0.00037635i,0.00035956+0.00053463i
0.00081491+7.4179e-05i,0.00078425+0.00064471i,0.0018112+0.00074467i,0.0025175-0.00098514i,0.0022333-0.0022361i,0.00025481-0.0022847i,-0.0012972-0.0007671i,-0.0015566+0.00068657i,-0.0014023+0.0013024i,-0.00048953+0.001328i,-0.00018151+0.0014845i,-0.00015723+0.0015991i,-0.00010009+0.00036649i,-0.00050282+6.4454e-05i,-0.00081599+0.00067506i,-0.0005921+0.00024801i,-0.00013556+0.00017793i,0.00043573+0.00061673i,-0.00030401+0.00064403i,-0.00061565+0.00054536i,0.00012283-0.00036362i,0.00019383-0.00039842i,6.4843e-06+0.00019061i
4.1002e-05-0.00036669i,-0.0005602+0.00061539i,-0.00092563+0.0004489i,-0.0014126+0.00022058i,-0.0014799-0.00078807i,-0.001453-0.0010765i,-0.0016473-0.00096873i,-0.0016837-0.0017071i,-0.0010001-0.0011465i,-0.00034582+0.00059133i,-0.00057825+0.0006952i,-0.0004774+0.0002365i,-0.00036823-0.00017481i,-0.00080428-0.00073763i,-0.00098658-0.0010757i,-0.00067533-0.0012875i,-0.00014434-0.0010623i,0.0001791-0.0003395i,0.00047405-0.00017492i,0.00041925-0.00035925i,0.00044052-9.5936e-05i,0.00062523+0.00032165i,-0.00011432+0.00051524i
0.00067366-0.00094058i,-0.00020799+3.1626e-05i,-0.00020908+0.00048338i,-0.00051633+0.0005186i,-0.00073778+5.3814e-05i,-0.00083448+0.00019551i,-0.00081213+0.00045631i,-0.00081962+0.00064022i,-0.00055964+0.0005013i,-0.00056268+0.0002697i,-0.00017898-1.5895e-05i,0.000425-0.00045397i,0.0002045-5.8907e-05i,-2.6443e-05+0.00042924i,-2.6874e-06+0.00035981i,-0.00039662+0.00070904i,-7.2562e-05+0.00033033i,0.00015205-0.0003637i,5.7024e-05+0.00028141i,0.00023478+0.0010579i,0.0002822+0.00028264i,2.3248e-06+0.00010296i,-0.00014095-0.00014465i
-0.00029641-0.00032053i,0.00092573-0.00020102i,0.001973-9.037e-05i,0.0015646+0.0012542i,-0.00076373+0.00063016i,-0.0014533+0.00057209i,-0.00094801+0.0011332i,-0.0010589+0.00016102i,-0.0012321+0.00037116i,-0.0014474+0.00066163i,-0.000972-8.1245e-05i,0.00026521+0.00010899i,0.00040551+0.00063043i,-0.00012976+0.00049364i,0.00053398+0.0003229i,0.00057849+0.00035973i,-3.5903e-05+1.7665e-05i,-8.7578e-05-0.00046387i,-0.00035712-0.00030022i,-0.00076742+0.00016096i,-0.00097082+0.00037767i,-0.0008289+0.00038227i,-0.00074349+0.00072654i
-0.00096913+0.00095233i,-0.00044632+0.0018579i,-0.00032877+0.0023046i,0.00018759+0.0010916i,0.0006712-8.6197e-05i,0.00033353-0.00080809i,-0.00025913-0.0014257i,-0.0007633-0.0020165i,-0.0012149-0.0016055i,-0.0015349-0.00031113i,-0.0012435+6.5507e-06i,-0.00016946-0.00041106i,0.00028481-0.00046134i,3.8026e-05-0.00079041i,-0.00028503-0.0011791i,-0.00046331-0.00084886i,-5.3895e-05-0.00028937i,0.0006485-9.5519e-05i,0.00052262-0.00092993i,5.3549e-05-0.0015144i,0.000852-0.0016994i,0.0011053-0.0012612i,-3.6823e-05-0.0012668i
-8.66e-06+1.8677e-05i,-0.00026296+1.2707e-05i,-0.00016619+0.00054569i,0.00082482+0.00018704i,0.00069095-0.00082136i,-0.00014634-0.0008229i,-0.0008978-0.00098203i,-0.0012522-0.00096996i,-0.0010477-0.00048585i,-0.00083142-0.00067293i,-0.00028875-0.00087151i,3.6625e-05-0.00067954i,0.00072474-0.00044845i,0.00051937+0.00038166i,0.00024583+0.00093601i,-2.182e-06+0.00066409i,-0.00021821+0.00032497i,0.00046812+0.00017526i,-0.00013601+0.00016975i,-0.00053152-0.00024551i,-0.00012489-0.00038489i,-8.3456e-05-0.00012129i,0.00010653+0.00019349i
0.00064388+0.0011322i,0.0010019+0.0012601i,0.00177+0.00069477i,0.001671+0.00072517i,0.0013545+0.00048286i,0.00088963+0.00053218i,-0.00043369+0.00070774i,-0.0012446+0.00078364i,-0.0011444+0.00074949i,-0.0012824+0.00042103i,-0.00095098+0.00048546i,0.00020717+0.00085474i,0.0011121+0.0013527i,0.00078136+0.0013732i,1.0592e-05+0.00056779i,0.00022269-0.00026909i,0.00083889-0.00042447i,0.0011866-0.00024885i,0.00039056+2.5799e-05i,-0.0002473-0.00014871i,-0.00022912-0.0011007i,-0.00055723-0.0016696i,-0.0003978-0.00068297i
-0.00023812+0.00054555i,-0.00068259+0.0014614i,0.00022828+0.0015973i,0.0012043+0.00078965i,0.00080555-0.00011403i,-9.0104e-05-0.00077069i,-0.00080689-0.00050722i,-0.0013532+0.00017913i,-0.001352+0.00054216i,-0.00086258+0.00097357i,-0.00059951+0.00089373i,-0.0005818+0.0007805i,-0.00025577+0.00071485i,-0.00025659-0.00058193i,-0.00054322-0.0014969i,1.7373e-05-0.00056864i,0.00060879+0.00027504i,-1.3956e-05-2.7838e-05i,-0.00046091-0.00032218i,-7.0616e-05-0.00024055i,1.2581e-05+0.00085701i,-0.0002237+0.00093478i,0.00041063+0.00033714i
0.00098663-8.4917e-05i,0.00021132+0.00072586i,-0.0004536+0.00046723i,-8.5896e-05-0.000243i,-0.00017845-0.00024122i,-0.0011358-0.00018034i,-0.0017227-1.9475e-05i,-0.0021309+0.00018325i,-0.0019737-0.00022553i,-0.0020553-8.5711e-05i,-0.0016247+0.00036181i,-0.00088842+0.00080563i,-7.173e-05+0.0010334i,6.976e-05+0.0011212i,-0.00063304-2.3623e-05i,-0.00018431-0.00035325i,0.00013686+0.00019664i,0.0003231+0.00017061i,0.00092707+6.4344e-05i,0.0014679-0.00019026i,0.001413-0.0007643i,0.0007816-0.0012473i,-0.00029522-0.0011807i
-0.00040907-0.0014508i,-0.00094804-0.0012645i,-0.0010073-0.00083298i,-0.00059698+0.00020188i,-0.00051812+0.00036624i,-0.00047874-0.00050206i,-0.00038905-0.0007199i,-0.00069472-0.00050564i,-0.0019273-0.00017675i,-0.0019567-0.00016619i,-0.00091348-9.4693e-05i,4.5178e-06+0.00040253i,0.00039789+8.2518e-05i,-0.00036851-1.9366e-05i,-0.0011389+0.00011205i,-0.0013174-0.0003311i,-0.0011181-0.00031547i,-0.00021967+5.8047e-05i,0.00023415-4.9164e-05i,0.00030043-4.911e-05i,0.00085751-0.00015474i,0.0011568-0.00027551i,0.00066568-0.00025532i
-0.00010839+0.0007196i,0.00041708+0.00028374i,0.0010149+0.00015909i,0.0022467+0.00027735i,0.0032338-0.00056686i,0.001588-0.001506i,-0.00050297-0.0011872i,-0.0014676-0.0010072i,-0.0013924-0.00058123i,-0.0012888+0.0005565i,-0.00091242+0.00086156i,5.584e-07+0.00023815i,-0.00014012+0.00055615i,-0.00031712+0.0012553i,0.00035938+0.0012032i,0.00063105+0.0010698i,0.0003519+0.0010979i,0.00038757+0.00020277i,0.0011292-0.00014128i,0.00083142-9.3583e-05i,-0.00015766-0.0010575i,-7.6932e-05-0.0015148i,0.00086333-0.00058718i
