-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
-0.00029802-0.001719i,0.00083654-0.00036426i,0.00052006+0.001715i,0.00053693+0.0016719i,0.00069582+0.0004199i,0.00091566-0.00039318i,0.0010897-0.00027577i,0.00056184+0.00049035i,-0.00074943+0.0010094i,-0.0015748+0.00074465i,-0.0011664-5.8708e-05i,-0.00053484-0.0010135i,9.667e-05-0.00077242i,0.00011002+0.00013802i,-0.0004569+3.3354e-05i,-0.00066872-0.0011355i,-0.00057195-0.0014082i,-0.00023967-0.00059426i,-0.00013232-0.00016364i,-0.00033891-0.00044531i,-0.00047456-9.0832e-05i,-0.00061467+0.00016468i,-0.00067944-0.00042421i
-0.00096765+0.0047434i,-0.00066286+0.0039434i,3.911e-05+0.0033201i,0.0010019+0.0014968i,0.0017555-7.7814e-05i,0.0013864-0.0006507i,4.7315e-05-0.0011355i,-0.00080614-0.0015939i,-0.00048016-0.0015331i,0.00067506-0.0010817i,0.00072631+0.00010475i,0.00022307+0.00059453i,2.2206e-05-0.00017374i,0.00039709-0.00086707i,0.00083093-0.0011543i,0.0015064-0.0011668i,0.0020436-0.00098431i,0.0015415-0.00052245i,0.00095052-0.00029282i,0.0008163+9.685e-05i,0.00027637-0.00016307i,0.00015018-0.00031919i,0.00045147-2.0334e-05i
-0.00096916+0.0011432i,0.00090209+0.0021479i,0.0020289+0.0020028i,0.0019311+0.00098083i,0.0012887+0.00064666i,0.00020984+0.00039368i,-0.00048442+0.00021299i,-0.00035593+0.0010008i,0.00040094+0.0021781i,-0.00040422+0.0019665i,-0.0019649+0.00044654i,-0.0019802-0.00051117i,-0.0011913-0.0006579i,-0.00090826-0.00047679i,-0.00088302-0.00046359i,-0.0012194-0.00086163i,-0.0012559-0.0010303i,-0.00082378-0.00073683i,-0.00030702-0.00024583i,-0.00016175-5.6924e-05i,-0.00025059+0.00044244i,-0.00015883+0.00021155i,-0.00011735-0.00032571i
0.0011195+0.00066315i,0.00091375+0.0012167i,0.001172+0.00080565i,0.0014465-0.00033735i,0.001001-0.0016312i,2.5422e-06-0.0025954i,-0.00096176-0.0014222i,-0.0011718-8.1658e-05i,-0.00060282-0.00088363i,0.00065409-0.0012394i,0.0011934-0.00016413i,0.00024195+0.00010541i,-0.00053215-0.00051669i,-0.00022283-0.0013082i,6.2326e-06-0.001432i,0.00024231-0.0010241i,0.00028317-0.00046235i,0.00010986-2.5283e-05i,2.7865e-05-0.00037206i,-0.0003582-0.0006164i,-0.00071477-0.00029714i,-0.00069384-0.00071165i,0.00010253-0.0012893i
-0.0018154-1.0267e-06i,-0.0010941-0.00032696i,-0.00029081-0.00085957i,-0.0008278-0.00094736i,-0.0015654+0.00013383i,-0.00062069+0.00033648i,0.00082939-0.0004424i,0.00075174-0.0006111i,0.00024856-6.2666e-05i,4.6621e-05+0.00044236i,-0.00073141+0.0006029i,-0.0011778+0.00036296i,-0.000364+0.00048002i,0.0014272+0.00066914i,0.0017254+0.0003676i,0.00068573-0.00042005i,-0.00015675-0.00088051i,-0.00094577-0.00012821i,-0.00048498+0.00043752i,0.00019988+0.00057104i,-0.00022891+0.00061811i,-0.00038657+0.0010047i,-0.00067141+0.00094695i
-0.0011182-0.00014325i,-0.0009107+0.00059675i,-0.0005684+0.0013657i,-0.00016404+0.00096842i,0.00058921+9.8076e-05i,0.00074082-0.00075152i,-0.00025408-0.00074117i,-0.0018319-0.00043387i,-0.0026754-0.00054957i,-0.0013707-0.00085439i,0.00028358+0.00031457i,0.00040192+0.001582i,0.00017932+0.00028035i,-0.00011092-0.00086899i,-0.00018805-0.00079097i,7.566e-05-0.00065366i,7.475e-05-0.00058093i,-0.00035016-0.00066111i,0.00019275-0.00075419i,0.00042719-0.00081721i,-0.00019301-0.0010374i,-0.00074874-0.0015881i,-0.00039976-0.0013595i
-0.00157+0.0039573i,-0.00027553+0.0036999i,0.00070665+0.0026283i,0.0007641+0.0016057i,0.00086166+0.00065399i,-7.7675e-05-0.00013043i,-0.00047531-0.00028357i,-0.0004409+0.00034277i,-0.00045842+0.0009932i,0.00025722+0.0006072i,0.00048007-0.00016315i,-2.1252e-05-0.00056703i,-0.00016789-0.00085269i,6.055e-05-0.00070221i,-0.00030118-0.00052727i,-0.00036432-0.00071043i,-0.00049195-0.00073091i,-0.00068395-0.00036529i,-0.00043321-0.00025728i,-0.00017299-0.00043062i,0.0001407+0.0002465i,5.2988e-05+0.00055467i,-0.00017959+0.00054801i
0.0003409+5.6903e-05i,0.00095307+9.0657e-05i,0.0020275+0.00035071i,0.0018987+8.8264e-05i,0.00070272+0.00015023i,0.00051757-0.00020125i,0.00053137-0.00044814i,-0.00057108+0.00021284i,-0.0015437+0.00091526i,-0.00094859+0.00028529i,5.9008e-05-0.00064114i,8.157e-05-0.00036533i,-0.00050616-0.0003233i,-0.00088631-0.0002091i,-0.00038335-0.00061797i,-0.00014897-0.00049783i,-0.00067067-0.0001582i,-0.00044714-0.00039236i,-0.00065384-1.059e-05i,-0.00058043-0.00026101i,-3.1537e-05-0.00064145i,-0.00011515-0.00048257i,0.00032176-0.00057063i
0.00082115-0.0014421i,0.00077479-0.00066995i,-0.00033179-0.0003086i,-0.0012319-0.0013624i,-0.00091019-0.0013422i,-0.00081423-0.00029438i,-0.00044559-0.0007157i,0.00013943-0.0011824i,0.00067342-0.00049499i,0.00097433+0.00042678i,-0.00012928+0.00073075i,-0.00070392+0.00042361i,-3.7766e-05-8.6825e-06i,0.00073307-0.00021689i,0.00088148+0.00052317i,0.00069237+0.00081866i,0.00026272-0.00010083i,0.00029951-0.00072713i,0.00062291+0.00038595i,0.00051821+0.0008564i,-6.0959e-05-0.00046932i,6.3569e-05-0.00073705i,0.00083473+0.00019233i
0.0013512+0.0010959i,-0.0001703-9.7504e-05i,-0.00032224-0.00088737i,-0.001157-0.0018196i,-0.0014575-0.001618i,-0.0011222-0.00049493i,-0.00074302-0.00025131i,0.00026453+0.0002567i,0.00061729+0.00025921i,-0.00016728-0.00091814i,-0.0010985-0.0011402i,-0.0010765-0.0014547i,0.00054172-0.0012296i,0.00065293-2.9982e-05i,-6.1521e-05-0.00014947i,-0.00043078-0.0010187i,-0.00049767-0.0012976i,-0.0006683-0.0011571i,-0.00058864-0.00070866i,-0.00022114+0.00038895i,-0.00030185+0.00020583i,-7.7473e-05-0.00021865i,-0.00030019-0.00052457i
0.0005862+0.0010675i,0.0027972+0.00019665i,0.0047792+0.0002037i,0.0043167+0.0003876i,0.0017297-0.00082439i,-0.00082201-0.0013652i,-0.0014551-0.00099145i,-0.00084302-0.0013955i,0.00022939-0.0016012i,0.00097689-0.0011625i,0.00015097-0.00025775i,-0.00068539+4.2547e-05i,0.00031795-0.00025588i,0.0010322-0.00020659i,9.7406e-05-0.00054495i,1.3663e-05-0.001415i,6.7516e-05-0.0012833i,-0.00045115-0.0010365i,-0.00054942-0.00044195i,-0.0011916+0.00031545i,-0.0014581+0.00059163i,-0.00094062+0.00050637i,-0.00051566+0.00016224i
0.0033314+0.00036214i,0.0033006-0.00025137i,0.0026845-0.0017072i,0.00054536-0.0021857i,-0.00099954-0.0019517i,-0.00083449-0.0022189i,0.00027545-0.0024446i,0.00057682-0.0013925i,0.00012307+0.00027445i,-0.00042829+0.00053845i,-0.00071876+0.00011726i,-0.00048126-7.9889e-05i,-0.00046624+0.0003868i,-0.00047085+0.00069677i,2.9725e-05-0.00041605i,-0.000235-0.0011085i,-0.00031847-0.0014447i,0.00056184-0.0013395i,0.00011984-0.0005947i,-0.00023004-0.00030257i,-0.00044073-0.00047353i,-0.00027552-0.00031754i,-0.00020701+0.00023908i
-0.0002678+0.00020491i,-0.00035313-0.00067604i,-0.00038273-0.001008i,4.6187e-05-0.00087477i,-0.00044093-0.00088999i,-0.0014883-0.00022021i,-0.00082845-0.0001141i,-0.00017818-0.00097437i,-2.162e-05-0.0013785i,0.0002419-0.00080742i,0.00058801+0.00020635i,0.0002658+0.00013484i,-2.4708e-05-0.0005084i,0.00053298-0.00053754i,0.00041159-0.00037094i,-0.00021826-0.00071974i,0.00020575-0.001502i,0.00026756-0.0010561i,4.1e-05-0.00029315i,0.00056972+1.3888e-05i,0.00058737-0.00078527i,0.00047329-0.00092148i,0.00075778-0.00054779i
0.0024039-0.00042844i,0.00145-0.0010893i,0.00055356-0.0020153i,-0.00092605-0.0020766i,-0.0020274-0.0014244i,-0.0020718-0.00033904i,-0.00089179-0.00060342i,0.0010281-0.0011511i,0.0015263-0.00081968i,-3.9516e-05-7.1879e-05i,-0.0017198-0.00040088i,-0.0014577-0.0006324i,-0.00067327-0.00011773i,-0.00021909+0.00032764i,-0.00054998+0.00025995i,-0.00084508-0.00030109i,-0.0003763-0.00048399i,-6.3062e-05-0.00060571i,-0.00082215-0.0001704i,-0.00072729+0.00013024i,-5.6095e-05-1.0291e-05i,0.00018209+0.00041337i,0.00057484+0.00043462i
0.0016232+0.00012926i,0.0024013-0.00047738i,0.0027166-0.0010534i,0.0019868-0.0016894i,0.00071641-0.0015634i,-0.0001895-0.0007473i,-0.00019743+0.00018454i,-0.00095213+0.00020705i,-0.0014027-0.00046477i,-0.00032441-0.00061647i,-8.617e-05+0.00014209i,-0.00015293+0.0009544i,-0.00012873+0.00044108i,7.7592e-05-0.00015293i,0.0007489-0.00072453i,0.00040617-0.0014596i,-0.00014751-0.0014316i,-0.00016773-0.0011794i,0.00024141-0.00062524i,5.8075e-06-0.00031662i,-0.00073935-0.00010907i,-0.00078136+0.00060028i,-0.00013996+0.00055919i
0.002694+0.00017427i,0.0020098-0.00097896i,0.0017262-0.00079334i,0.00039982-0.00066668i,-0.0014257-0.00058467i,-0.0022463-0.00077342i,-0.0021729-0.00065779i,-0.0012055+4.5777e-05i,0.00036488-8.1455e-05i,0.00085489+0.00010385i,-0.00017331+0.00091787i,-0.00022792+0.00045651i,0.00071038-0.00026246i,0.0010581-3.475e-05i,-1.0256e-05-7.3517e-05i,-0.00039836-0.0010261i,-0.00065518-0.0017413i,-0.0014251-0.0017959i,-0.0011875-0.0011059i,-0.00096586-0.000738i,-0.00021033-0.00043412i,0.00098059-5.5453e-05i,0.00064282+0.00014685i
-0.00019818-2.9058e-05i,-0.0011827+9.2113e-08i,-0.0014136-0.0015162i,-0.0011442-0.0022604i,-0.0015554-0.0019135i,-0.0015322-0.0010957i,-0.00051033-0.00093477i,0.00047409-0.00084684i,-0.00046612-0.00065821i,-0.00070693-0.00086347i,-9.3975e-05-0.0001998i,7.4866e-05-0.00013047i,-7.1736e-05-0.00010675i,-0.00015519+7.5232e-05i,-5.7687e-05-0.00036048i,8.8582e-05-0.00069464i,0.00059311-0.00059566i,0.00079145-0.00078643i,0.00050051-0.0003412i,0.00025369+0.00058442i,0.00019321+8.3119e-05i,0.00043712-0.00041322i,0.0004571-0.00031856i
0.00096859-0.001391i,0.0013879-0.00030534i,0.00056456+0.00052441i,-0.00039909+0.00068977i,-0.0012514+0.0010662i,-0.00098961+0.0005601i,-0.00024736-0.0002906i,-0.00043563+9.3449e-06i,-0.0010312+5.6712e-05i,-0.0005733-7.314e-05i,-0.00048219+9.8793e-05i,-0.00043338+0.0002945i,0.00033-9.4954e-06i,0.00050944-0.00011167i,0.00032921-0.0004063i,0.00015767-0.00073783i,-0.00025372-0.00054921i,2.9465e-05-0.00020653i,0.00056797+0.0004557i,0.00052353+0.00044929i,-9.7038e-07-0.00037209i,-0.00037605-0.00061125i,-0.00021856-0.00042606i
0.0021883+0.00078399i,0.0015653+0.00045967i,0.0013567+0.00015336i,0.0010856-0.0010375i,5.9386e-05-0.0013078i,-0.00077511-0.00066403i,3.2563e-05-0.00053109i,0.00020872-0.0002353i,-0.00079154-0.00029573i,-0.00032717-0.00072639i,0.00066093-0.00067445i,-0.00015088-0.00049098i,-0.00088919-0.0007769i,-0.00016486-0.00056658i,0.00042707-0.0006556i,0.00037926-0.00087947i,0.00025013-0.00073648i,0.0003215-0.00020135i,0.0006095+3.3176e-05i,0.00039905+0.00040101i,-7.3807e-05+0.000515i,-0.00039666+0.00012266i,-0.00010771-0.0002797i
0.0010315-0.00034898i,0.00042421-0.00081797i,0.00042967-0.0011035i,0.00085956-0.0021242i,-0.00061908-0.0020036i,-0.0016404-0.00064241i,-0.00094692-0.00053337i,-0.00079504-0.0011046i,-0.00077924-0.0010567i,-0.00044457-0.00060252i,-6.0507e-05-0.00019754i,0.00070341-4.7968e-05i,0.001039-0.00011934i,0.00063356-0.00022885i,-7.553e-05-0.00029966i,0.00011699-0.00088068i,0.00063894-0.00056458i,0.00051134+0.00024524i,5.9534e-05+0.00032633i,-0.0003548+0.0001828i,-9.7567e-05-0.00010809i,7.8859e-05+5.4404e-05i,0.00014046-0.0002494i
0.00168-0.0011224i,-9.3483e-05-0.0019558i,-0.0008233-0.0011997i,-0.00028969-0.00065925i,-3.4397e-05-0.00076433i,0.00021169-0.00064516i,0.00018967-0.00074089i,-5.1159e-05-0.0005283i,0.00027102-0.00015535i,0.00023962-0.00039323i,-0.0002503-0.0012974i,-0.00082433-0.0019196i,-0.00061115-0.0014446i,-0.00017678-0.00057486i,-0.00038118-0.00086716i,-0.00063039-0.001293i,-0.00053307-0.00068744i,-0.0006237-0.00067012i,-0.0011276-0.00018175i,-0.0012745+0.00067403i,-0.00072434+0.00048353i,-0.00081595+0.00038188i,-0.00086505+0.00066736i
-0.00012226+0.0011182i,0.0011931+0.0017115i,0.0021256+0.0008346i,0.0017179-0.00095343i,0.00071117-0.0012833i,-5.3792e-05-0.0013833i,0.00020331-0.0013608i,0.00036319-0.00055207i,8.2881e-05+0.0001348i,0.0002757-7.6588e-05i,0.00041856+0.00020684i,-0.00010119+0.00064115i,-0.00033991+0.00045235i,-0.00053176-0.00031564i,-0.00039686-0.00079616i,0.00072493-0.00067397i,0.00043724-0.00078289i,-6.4991e-05-0.00054391i,-0.00021593-0.00024927i,0.00040549-6.1642e-05i,0.0016238+0.0002727i,0.0013668+0.00024153i,0.00027138+0.0002612i
0.0028978+0.00096556i,0.0026639+0.00082125i,0.0019836+5.8345e-05i,0.00033784-0.00030795i,-0.0012217-0.00045951i,-0.0020969+2.886e-05i,-0.0015476+0.00050505i,-0.00039773+9.4078e-05i,8.3391e-06-0.00039338i,-0.00094631-0.00040427i,-0.0013173-9.0185e-06i,-0.00089102-0.00010374i,-0.00079235-0.00011932i,-0.00075989-0.00025384i,-0.00051385-0.00090054i,-0.00049453-0.00060958i,-0.00027865-0.00072694i,0.0001993-0.0010663i,-0.00049116-0.00030826i,-0.00096524-0.00011028i,-0.00037172-0.00012948i,0.00039138-0.00047303i,0.00062799-0.0014382i
-0.002217+1.4254e-05i,-0.0018333-0.00023953i,-0.0011936-0.00018093i,-0.00025797-0.00071268i,-0.00093875-0.00087345i,-0.0014553-0.00016246i,-0.00071217-0.00051009i,-0.00024599-0.0014081i,-0.00028539-0.001133i,-0.00074868-0.0010415i,-0.00087282-0.0012259i,-0.00027068-0.00092043i,0.00018066-0.00044806i,0.00056567-0.00036253i,0.00054296+5.4426e-05i,0.00035464+0.00011437i,0.00055715-4.6647e-05i,-0.00031803+4.8682e-05i,-0.0015157-0.00052033i,-0.001288-0.00023938i,-0.00099957+0.00011161i,-0.00062312+0.00020592i,-0.00022963+0.00061582i
0.00038166+0.0016437i,0.00078039+0.0011467i,0.0013888+0.00076568i,0.0015326+0.00011367i,0.00053416-0.00024676i,-0.0010148-0.0010107i,-0.0010905-0.00086173i,-0.00060575-0.00038187i,-0.00013338+0.00069884i,0.00034814+0.00097616i,0.00010749-0.00031472i,-0.00029769+0.00021858i,0.00017825+0.00066792i,0.00085182-9.333e-05i,0.00058078-0.00037306i,-0.0003532-0.00048246i,-2.8946e-05-0.00078595i,0.00013128-0.0016282i,-0.00051183-0.0010038i,-0.00067123+0.0011211i,-0.00058193+0.0012463i,-5.8732e-05-0.00033378i,-0.00032994-0.00045557i
-0.001087+0.00083698i,-0.00042405+0.0011608i,-0.00018517+0.0004907i,-0.000795-0.00055908i,-0.0011346-0.00051681i,-0.0002279-0.00058961i,0.00082184-0.0010953i,0.00011264-0.00044625i,-0.00058508+0.0002737i,-0.00055311+0.00035168i,-0.00065349+8.5595e-05i,-0.0005827-0.00010389i,-0.00044939-0.00037222i,0.00064557-0.00063214i,0.0010942-0.0011601i,0.00033421-0.0023268i,-0.00073971-0.0023367i,-0.00072082-0.0013111i,-0.00032974-0.00040905i,-0.00062798+0.00065566i,-0.0011061+0.0010519i,-0.00062826+0.00061134i,0.00022533-0.00010625i
0.0019828+0.0015164i,0.0028238+0.00039399i,0.003415-0.000563i,0.0016293-0.001176i,-0.00013-0.0013273i,-0.0011435-0.0015042i,-0.0015034-0.0010541i,-0.00046953-0.00036696i,0.0005067-0.00025555i,0.00029739-0.0001455i,0.00013245-4.4149e-05i,0.00022648-0.00013396i,0.00016235-0.00026478i,-4.4119e-05-0.00022224i,-0.00080586-0.00047845i,-0.00050194-0.001163i,-3.7252e-05-0.00055058i,-0.00060158+4.3382e-05i,-0.00070315-0.00026439i,-0.00024834-0.00064831i,-0.00028268-0.00068364i,-0.00054792-0.00041524i,-0.00056843+6.6466e-05i
0.0009591-0.0013648i,0.00043431-0.0015272i,-0.0004829-0.0017183i,-0.0003495-0.00167i,-0.00053101-0.0016259i,-0.00046474-0.0016381i,-2.5847e-05-0.0016442i,-0.00074528-0.0015216i,-0.00087589-0.0012135i,0.00030201-0.00054455i,0.00044254+0.000312i,0.00044395+0.00050988i,0.0012784-1.605e-06i,0.00053485-0.0011021i,0.00017134-0.0015994i,0.00020245-0.0013767i,0.00015156-0.00082927i,0.00077856+0.00022312i,0.0011023+0.00041739i,0.00077377+0.00030694i,-0.00070843+0.00016902i,-0.00090088+0.00016447i,-0.00010183+0.00013472i
-0.0019049-0.00060647i,-0.0016538+0.00059266i,-0.0014015+0.0023181i,-0.00099247+0.0022901i,-0.001372+0.0010588i,-0.0012522+0.00017963i,-0.00036994-0.00028406i,-0.0002726-0.00067256i,-0.00067578-0.00019484i,-0.000773+0.00042648i,-0.00044033+0.00052022i,0.00033569+0.00044315i,0.00080497-0.00056085i,0.00049155-0.0011171i,-3.8179e-05-0.00023819i,-9.7941e-05-0.00030418i,9.9094e-05-0.00063251i,-0.00043585-0.0010499i,-0.00054934-0.0014005i,1.9971e-05-0.00047084i,3.0324e-05+0.00046797i,-0.00010786-0.00024304i,-8.3169e-05-0.00067353i
-0.0012688+0.0011577i,-0.00020005+0.001322i,0.00083276+0.0022338i,-0.00034652+0.0026043i,-0.00075465+0.0018857i,0.00015678+0.0008632i,0.00042035-0.00046062i,-0.00025087-0.00078512i,-0.00097269-6.7863e-05i,-0.00033907+0.00085119i,5.3005e-05+0.0012499i,-0.00022057+0.00097018i,0.00039684-0.00010385i,0.001145-0.0010121i,-9.5561e-05-0.0018487i,-0.00061132-0.0021629i,-0.00014719-0.0014856i,-0.00033537-0.00038463i,-0.0010518+0.00021109i,-0.0011245+0.00036629i,-0.00015398+0.00057871i,0.00097127+0.00084248i,0.0015054+0.00066566i
-0.0019097+5.1739e-05i,-0.0018324-0.00022128i,5.6432e-06-0.00010022i,0.00066676-8.1033e-05i,-0.00069153-0.00070262i,-0.00064136-0.0012792i,-0.00017939-0.0011741i,-0.00016272-0.00092594i,-0.001155-0.00019547i,-0.0011069-5.3755e-05i,0.00026332-0.0001455i,-7.7143e-05-0.00030757i,-0.00038678-0.0004777i,-0.00012863-0.0003252i,-0.00052926-0.00043163i,-0.00055352-0.00012244i,-6.5767e-05-0.00019299i,3.8589e-05-0.00070327i,-7.3124e-05-7.7076e-05i,5.8177e-05+0.00076271i,-0.00026816+0.00091959i,-0.00036095+0.00023229i,0.00058265-0.00021756i
-0.00020702+0.00088779i,0.00063626-2.1021e-05i,0.0014803-0.00052621i,0.0011568-0.00092603i,-0.0003916-0.0008186i,-0.0014061-0.00023399i,-0.00070286-0.00054211i,-0.00017152-0.00045855i,0.00010348+9.2357e-05i,0.00056788+0.00027246i,0.00044698+0.0004829i,0.00014667+0.00011554i,9.921e-05-0.00066469i,0.00061279-0.00049788i,0.00027319-0.00013945i,-4.951e-05-0.00022276i,0.00052924-0.00037442i,0.00050539+0.0001258i,0.00013765+0.00045796i,7.7438e-05-9.4585e-05i,-1.306e-05-0.0006664i,8.6648e-05-0.00020119i,0.00065835+0.0006865i
-0.00047193+0.001229i,-0.00017834+0.0012888i,0.00019677+0.00023554i,-9.9076e-05-0.00044457i,-0.00065188-0.00096612i,-0.0013436-0.00098732i,-0.0011066-0.0009395i,-0.00034657-0.00057365i,-0.00054636-0.00017701i,-0.00055006-0.00086381i,-0.00042075-0.00076513i,-0.00067573+7.523e-05i,-0.00056782+0.00032849i,0.00043847-0.00033923i,0.00043528-0.0011432i,4.4849e-05-0.00075706i,0.0002586-0.00057591i,0.00063208-0.0010602i,-7.5005e-05-0.00044873i,-0.00085938+0.00029766i,-0.00084744-4.2738e-06i,-0.00045021-0.00014319i,-0.00028014+3.517e-05i
0.00040391+0.0004542i,1.0806e-05+0.00018948i,-0.00025226-0.00078174i,0.00012539-0.0015579i,-0.0001688-0.00094025i,-0.00041934-0.00038166i,-0.0010084-0.00012723i,-0.00096383-0.00040816i,-0.0011703-0.00044259i,-0.0015202+0.00050956i,-0.0011963+0.00052794i,-0.00090836-0.00015453i,-0.000379-9.7533e-05i,0.00078291-0.00057392i,0.0012298-0.00087147i,0.00064462-0.0012508i,0.00054722-0.0016508i,-5.1358e-05-0.0011628i,-0.00054108-0.00034028i,-0.00060158+3.3184e-05i,-0.00035351-4.7561e-05i,0.00022133-2.19e-05i,-0.00025442+0.000206i
-0.00046777+0.00025179i,0.00040234+0.00051222i,0.0010088+0.0012695i,0.00028107+0.0013262i,-9.4359e-05+0.000326i,0.00052611-0.000427i,0.00083236-0.00079694i,0.00023773-0.00084171i,-0.00057213-0.00045063i,-0.0009042-0.0011407i,-1.9571e-05-0.0017408i,0.00096398-0.00097467i,0.0013723-0.00029456i,0.0012193-0.00050253i,0.00096333-0.0014504i,0.00032044-0.0014813i,-0.00034682-9.7991e-05i,0.00031294+0.00065607i,0.00031592+8.6359e-05i,-0.00022891+0.00010658i,-0.0006524+0.00068469i,0.00011683+0.00058063i,0.00028244+0.00039355i
0.0012018+0.00065346i,0.0014974+0.0011531i,0.0010349+0.00034211i,0.00063188-0.00087809i,0.00017533-0.0012003i,-0.0002884-0.0011063i,6.6828e-05-0.00089215i,-0.0003033-0.0007788i,-0.00056953+0.00025721i,0.00035681+0.0011515i,0.00018579+0.00038566i,-0.00038003-0.00017133i,-0.00010705-0.00044669i,0.00045261-0.00042898i,0.00036469+0.00029595i,0.00011126-3.2365e-05i,0.0003811-0.00093979i,0.00088911-0.00085304i,0.00035654-8.8733e-05i,-0.0005508+0.00028649i,-0.00083898-0.00031556i,-0.00086838-0.00036064i,-0.00071576-0.00030996i
0.0014579+0.001593i,0.00067939+0.00063759i,0.00020093-0.00017182i,0.00054472-0.00083488i,-0.00041295-0.0012483i,-0.0021029-0.0015151i,-0.0018215-0.00089151i,-0.00056505-0.00022838i,0.00036308+0.00028991i,0.00090323-8.36e-05i,0.0007221-0.0013619i,0.0001133-0.0011777i,0.00023748-0.00014533i,0.00078539+0.00062979i,0.00098135+0.00020888i,0.00079971-0.00094974i,-0.00013764-0.0011814i,-0.00027793-0.00090446i,0.00019915-0.00044756i,0.00026074-8.1291e-05i,7.0101e-05-0.00022144i,2.9868e-05-0.00059904i,-0.00040047-0.00070412i
0.0030863-0.00096461i,0.003926-0.0017275i,0.0034587-0.0025938i,0.0020227-0.0029844i,0.0010738-0.0020109i,0.00048249-0.001131i,0.0011076-0.00087102i,0.00092717-0.00087069i,0.00023149-0.00022635i,-0.00021776+0.00048842i,-0.00010762-1.6541e-06i,0.0003724-0.00052359i,-3.5223e-05-0.00011298i,-0.00010258+0.00044927i,-0.0004461-0.0003163i,-0.00098995-0.001058i,-0.00050374-0.0009171i,-0.00067739-0.00062031i,-0.0010913-4.5781e-05i,-0.001007+0.00022191i,-0.00066795+0.00015002i,-0.00012466+0.00018713i,-0.00028913-5.3734e-05i
0.0022754-0.00054719i,0.0022851+0.00059812i,0.00074345+0.0001661i,-0.00044954-0.00038103i,-0.00083896-0.00085205i,-0.0015606-0.00045953i,-0.0021685-0.000215i,-0.0013428-0.00074036i,-0.00027041-0.0004358i,-0.00071072+0.00038979i,-0.0011012+0.00082668i,-0.00066617+0.00048903i,6.9151e-05-0.00039755i,0.00052625-0.0012259i,0.00081602-0.0014325i,0.0010098-0.00076622i,9.5787e-05-0.00047269i,0.00010653-0.00043034i,0.00054907-0.00053417i,0.00017105-0.00028989i,-0.00038317+0.00014998i,-0.00033534-0.00017884i,6.5561e-05+0.00015561i
-0.00063321+0.002221i,-0.00056927+0.0014756i,0.00025583+0.00079844i,0.00060536-4.2535e-05i,0.00024929-7.9357e-05i,-1.2966e-05+0.00022374i,-0.00077259-0.00061997i,-0.00084774-0.00099502i,-0.00030115-8.1846e-05i,-0.00032785-0.0001352i,-0.00050145-1.8625e-05i,-0.00036064+0.00024088i,-0.0006604-0.00016685i,-0.00024334-0.00075075i,0.00028208-0.0012698i,-0.00023455-0.00086298i,-0.00037152-0.0009774i,0.00027084-0.00074395i,0.00018023+0.00021912i,6.1985e-05+0.00072405i,0.00034475+0.00075684i,0.00058194+0.00057611i,0.00045321+0.00038501i
0.00070959+0.0020549i,0.002918+0.0021391i,0.0039674+0.0018193i,0.0027611+0.00052095i,0.001169-0.0012838i,-0.00043497-0.0018219i,-0.00070529-0.00088391i,-2.8969e-05-0.00050234i,0.00056738-0.00064899i,0.00052446-0.00056918i,-1.1613e-05+0.00010756i,-0.00076876+0.00033984i,-0.00074065-0.00013182i,-0.00042718-0.00020208i,-0.00026951-0.0003349i,0.00042969-0.00057637i,0.0014173-0.00059251i,0.0014047+6.7275e-05i,3.7516e-05+0.00074327i,-0.00020359+0.00086829i,0.00041285+0.00037586i,0.0006512-0.00017737i,0.00061249+9.4986e-05i
0.0015438+5.8528e-05i,0.0015579+0.00044588i,0.0013742+0.0005496i,0.00089091+0.0001603i,-0.00038464-0.00021672i,-0.0012784-0.00061573i,-0.00043186-0.0012819i,0.00013353-0.0013059i,5.6009e-05-0.00029964i,0.00053407+0.00014606i,0.00070815-0.00022034i,3.5598e-05-0.00031962i,-4.0495e-05+0.00060667i,0.00025555+0.00095642i,0.00021128-0.00011461i,-0.00010022-0.000815i,-0.00016847-0.00076812i,-6.9385e-05-0.0010993i,-0.00019218-0.00067096i,-0.00014171+7.5161e-05i,0.00059315+0.00056622i,0.0012453+0.00022077i,0.0011066-0.00016519i
