0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
0.00077679-0.0024275i,0.0011177-0.003278i,-0.00033637-0.0021841i,-0.00070922-0.0008087i,0.00092119-0.00021353i,0.0010712-0.000253i,0.00037082+0.00035534i,0.00015298+0.00087866i,0.0005435+3.8684e-05i,0.00062093-0.00093518i,-0.00031166-0.00087244i,-0.00085222-0.00068725i,-0.00055877-0.0016965i,-0.00022484-0.0019867i,-0.0006423-0.00094932i,-0.0010539-0.00041937i,-0.0003605-0.00017133i,0.00024314-0.00018908i,0.00019585-0.00058306i,7.163e-05-0.00042386i,9.2548e-05-8.7712e-05i,0.00017711+0.00043682i,0.00041158+0.00054706i
-0.00031218+0.0036129i,-0.0011171+0.003565i,-0.00099163+0.0021775i,0.00033215+0.0010424i,0.0015518-0.00031973i,0.00109-0.0010232i,-0.00028121-0.00036095i,-0.00047642+4.6544e-06i,6.9675e-05-0.00014072i,0.00063929-0.00035842i,0.00056399-6.9477e-05i,-0.00016857-0.00016485i,-0.00028823-0.00078555i,-0.00014382-0.0010955i,-1.4717e-05-0.00084357i,0.00053255-0.00024558i,0.00042173+6.3244e-06i,0.00062202+0.00036767i,0.00074881+0.0010439i,0.00055314+0.0015231i,-8.3293e-05+0.00093418i,-0.00077654+3.6512e-05i,-0.00064508+0.00014649i
0.0010591+0.00078602i,0.0015159+9.7643e-05i,0.0024077-0.00077485i,0.0018987-0.00056886i,0.00062278-0.00095186i,0.00012758-0.00088673i,0.00031617+0.00048108i,0.00013602+0.0010515i,0.00036261+0.00060619i,0.00016209-0.00012462i,-0.00049817-0.00029127i,-0.0008572-1.3928e-05i,-0.00081633+0.00032938i,-0.00042513+0.00025132i,-0.00046048-0.00036043i,-0.00029161-0.00032269i,6.3247e-06-0.0003038i,-0.00069426+0.00029131i,-0.0012857+0.0002145i,-0.00039956+0.00038917i,0.00037328+0.00096484i,0.00044992+0.00043476i,0.00037605-0.00049083i
-0.00079512-0.0010032i,-0.00049272-0.0015625i,0.0002879-0.0019103i,-0.00012817-0.0015704i,-0.00024555-0.00086609i,0.00069239-0.00029778i,0.0012068+0.00015265i,0.00086789-0.00081924i,0.00043784-0.0013363i,-0.00034113-0.0012584i,-0.00056932-0.0012878i,-0.00064266-0.00079823i,-0.00071361-0.00044705i,-0.00065608-0.00083559i,-0.00049212-0.0013096i,-0.00058963-0.0008382i,-0.0009262-0.00024239i,-0.00086744-0.00010829i,-0.00055606-0.0001088i,0.00034875-0.00029342i,0.00067376-0.00014486i,0.00029564+0.00014678i,0.00071734+0.00034844i
0.00071548+0.0008837i,0.0010564+0.00029331i,0.00025726+0.00069426i,-0.00043769+0.00085394i,-0.00010531-0.00010779i,0.00063305-0.00045866i,0.001015-0.00029673i,0.0010302-0.00032619i,0.00093174-0.00031801i,0.00092598+0.00013876i,0.0013936-0.00038924i,0.0011215-0.0012258i,0.00036992-0.00097162i,-0.00063102+3.2266e-05i,-0.0002203+0.0002538i,0.00089527-0.00035853i,0.00061385-0.00018689i,0.0004211+0.00017846i,0.00063882+0.00042618i,0.00052447+0.00073369i,0.0004887+0.00037479i,0.00027745-0.00010843i,-9.877e-05-6.1664e-05i
-0.0015402-0.0031384i,-0.002675-0.0027265i,-0.0040597-0.0014371i,-0.0023102-0.0004736i,0.00029626-0.00026373i,0.0010895-0.0005771i,0.0011009-3.4964e-05i,0.00085088+0.00054539i,8.3689e-05+8.861e-05i,-0.00068397-0.00025502i,-0.00052215+1.7158e-05i,-5.7903e-05-0.00010869i,-0.00034834-0.00048273i,-0.00010859-3.5803e-05i,0.00061388-0.00013139i,0.0002482+2.5113e-05i,-0.00031503+0.00041801i,-8.6923e-05-0.00024359i,9.9917e-05-0.0001272i,0.00035573+0.00013046i,0.00043879+0.00012586i,0.0003812+0.0010363i,5.2386e-05+0.00097707i
0.0018896+0.002185i,0.0039237+0.0018822i,0.0039935+0.0017796i,0.0030477+0.00047169i,0.0022666-0.00067466i,0.0014177-3.2907e-05i,0.00019305+0.0001964i,-0.00026189-0.00021753i,0.00012477+9.4547e-05i,0.00088348+7.995e-05i,0.00097897-0.00021609i,0.00016961-4.2875e-05i,-0.00058717-0.0011435i,-0.0011461-0.0020172i,-0.00069254-0.00077702i,0.00073714+0.00032522i,0.00056767-0.00018493i,-0.0009909-0.000418i,-0.00099685-0.00036824i,-0.00038402+0.0001479i,-0.00010961+0.00020798i,6.0174e-05-0.00044085i,-0.0006863-0.00022409i
-0.00067448-0.00024479i,-0.0018029+0.0009896i,-0.0018993+0.0019078i,-0.00036939+0.0022123i,0.00083568+0.0018201i,0.00084939+0.00048845i,0.00074053-1.8787e-05i,0.000449+0.00021915i,-0.00012275+0.0001284i,9.0197e-05+0.00035063i,0.0011324-0.00033213i,0.0013156-0.00040077i,0.00059986-0.00026024i,0.00020719-0.00061358i,-0.00042408-0.00051385i,-0.0008017-0.00028862i,-0.00048609-2.0891e-05i,-0.00076875-4.2392e-05i,-0.0010031+0.00049198i,-0.00073249+0.00033002i,-0.00030871-0.00049191i,0.00018567-0.00050316i,5.4121e-05-0.00081098i
-0.0035471+0.0029334i,-0.002074+0.0039286i,-0.0006332+0.0032833i,-2.55e-05+0.0016933i,0.0004932+0.00068697i,0.00071856+0.00018109i,0.00020957+0.00043755i,7.8365e-06+0.0015565i,0.00060212+0.0018744i,0.00057258+0.0008485i,-0.00020038-0.00032918i,-0.00010563-0.0011038i,2.446e-05-0.00034517i,-0.00033517+0.00073811i,-0.00096172+1.3957e-05i,-0.0011931-0.00031329i,-0.0011267+0.00045252i,-0.00046381+0.00053288i,0.00019741+0.00010897i,-2.5493e-05+0.00037839i,0.00020221+0.00056007i,0.00050852+0.00046625i,0.00070305+0.00052495i
-0.00067112-0.0025198i,-0.0011138-0.0020428i,-0.0016609-0.00099397i,-0.00020195-0.00017734i,0.0011014+0.00013372i,-2.4604e-05-0.00016763i,-0.0010965-0.00011616i,-0.00082247+0.00086444i,-8.5529e-05+0.001046i,0.00015212+0.001163i,-0.00012431+0.00076331i,-4.4984e-06-0.00053801i,-0.00013823-0.0010657i,-0.00092696-0.0011067i,-0.00096578-0.00098058i,-0.00062251-0.00095548i,5.9603e-05-7.1674e-05i,0.00065399+0.00087054i,0.00020681+0.00098819i,-3.7458e-05+0.00041386i,-0.00025705+0.00046074i,-0.0004177+0.00071431i,9.3803e-05+0.00069723i
0.0019173+0.00035922i,0.0014345-7.2209e-05i,0.0013776-0.00023561i,0.0020352-0.0011726i,0.001743-0.0018992i,0.00074088-0.0018269i,-0.00015044-7.7499e-05i,-2.124e-05+0.00084688i,0.0009608+0.00056409i,0.0012875+0.00067779i,0.0010444+0.00047688i,0.00020315-0.00017109i,1.6951e-05+2.15e-06i,0.00021771+0.00060951i,0.00022097+0.00029015i,0.00029434-0.00012899i,0.00035915-0.00050801i,0.00027038-0.00081001i,2.4958e-05-0.00045808i,3.5614e-05-0.00049597i,0.00017277-0.00084483i,0.00046055-0.00049969i,0.00071282+0.00039842i
0.0028578-0.00076089i,0.00098295-0.00067829i,0.00010344-0.00090602i,-0.00050808-0.0007775i,-0.00091017+2.7311e-05i,-0.0013611+0.00062524i,-0.0010547+0.00046403i,1.6013e-05+0.00034908i,0.00069253-0.00069129i,0.00048078-0.001308i,-0.00013906-0.0011273i,-0.00038716-0.000671i,-0.00020594-0.0001321i,-0.00019105+9.5125e-05i,-4.1546e-06-0.00022876i,0.00017406-0.0004527i,-4.7096e-05-0.00011488i,-0.00043786+0.00027014i,-0.0005533+0.00080563i,-0.00010101+0.0013601i,0.00076426+0.0012421i,0.00089903+0.0010014i,-4.6072e-05-7.7084e-05i
-0.0014844-0.001242i,-0.002203-0.0020755i,-0.0017088-0.0024171i,-0.00065446-0.00086505i,-0.00043964+0.00013807i,-0.00062839+0.00073306i,-0.00027169+0.0007972i,0.00045986+0.00032589i,0.0003866-9.4476e-05i,-9.1709e-07+0.00022227i,-0.00010462+0.00039737i,-0.00019806+3.9886e-05i,-0.00025023-0.00043197i,-0.00035106-0.00083775i,-9.114e-05-0.00054743i,-0.00030222-9.2092e-05i,-0.00055596-8.3411e-05i,-0.00014911-0.00083609i,-8.1708e-05-0.0010716i,-0.00083366-0.00081213i,-0.00046275-0.0010155i,-0.00015064-0.00073895i,-0.00048239+0.00036604i
0.0012945-0.0007635i,0.0010978-0.00094485i,2.0022e-05-0.00079731i,-0.00024651-0.00035728i,0.00096386+3.5931e-05i,0.00099498-0.00013899i,0.00086473-0.00065592i,0.0013352-0.00042741i,0.00084127-0.00013162i,0.00011721-0.00014392i,0.00039765-0.00068909i,0.00013437-0.00071911i,-0.00013122-0.0001787i,0.00028348+4.2075e-05i,0.00026218+0.00040019i,-0.00088615+0.00069653i,-0.001397-6.583e-05i,-0.00095124-0.00029684i,6.0442e-05+0.0001809i,0.0013062+8.643e-05i,0.0012528-0.00030748i,0.00086224-0.00064931i,0.00069309-0.00074571i
-0.0013422-0.0040625i,-0.0020089-0.0039231i,-0.0026089-0.0027841i,-0.0033532-0.00036997i,-0.0031515+0.00095155i,-0.0018685+0.0011651i,-0.00086044+0.00085771i,-0.00068854-6.7871e-05i,-0.00036346-0.00032616i,-0.00045565+9.8753e-05i,-0.00028952+0.00035177i,0.00061746+0.00022867i,0.00066379-0.00040038i,0.00011681-0.00093094i,-0.00063061-0.00041007i,-0.00084335-0.00015086i,0.00012919-0.0003422i,0.00014999+0.00053489i,0.00016309+0.0013193i,0.00085995+0.00092781i,0.00080055+0.0002829i,0.00072008+6.2566e-05i,0.00045559+0.00013559i
0.0013236+0.00090145i,0.0027248+0.0010999i,0.0024032+0.0015261i,0.0013399+0.00060155i,0.00017569-0.0011745i,-0.0010702-0.0015594i,-0.0014853-0.00058915i,-0.0002594-0.00027682i,0.001049-0.00061311i,0.0015283-0.00039792i,0.0015299+0.00016258i,0.0012154+7.6398e-05i,-0.00033471-0.00027661i,-0.001911-0.00041918i,-0.0016886-0.00094361i,-0.00069839-0.00083887i,-0.00075074+0.00020113i,-0.0004718+0.00033877i,0.00015196+0.00017663i,0.00025749+0.00046908i,0.00030124+0.00017255i,0.0004849+0.00017732i,0.0004087+7.0042e-05i
-0.0024088-0.003342i,-0.0027606-0.0015395i,-0.001991-0.00024053i,-0.00072548+0.0013472i,0.00075382+0.0025375i,0.0017357+0.0023171i,0.0014788+0.0016031i,0.00062386+0.0012113i,8.3053e-05+0.0009921i,-0.00028701+0.00075061i,-6.5385e-05+0.00056523i,0.00056059-0.00015027i,0.0009265-0.00090354i,0.00038276-0.0016963i,0.00012548-0.0014314i,5.3427e-05-0.0010648i,-0.00017173-0.0014688i,-0.00027807-0.001239i,3.6704e-05-0.0004592i,0.0011129+2.4462e-05i,0.00090945+0.00016975i,0.00034855-0.00012722i,0.00085221-0.00051803i
-0.0022699+0.0038899i,0.00044152+0.0049263i,0.0026688+0.0058776i,0.0027719+0.004284i,0.002158+0.0011673i,0.00093325-0.00081025i,0.00025038-0.00056773i,0.00056901+0.00045324i,0.0006623+0.00084152i,0.0015137+0.00060379i,0.0013589+0.00018086i,-0.00053306-0.00026457i,-0.0012487-0.00064529i,-0.0014898-0.00071783i,-0.0010363-0.00050983i,-2.8237e-05-0.00065166i,0.00040134-0.00078873i,0.000588-4.0345e-05i,0.00021177+0.00029789i,-2.581e-05+0.00014504i,-0.00016205+0.00023155i,-0.0001579+0.00018985i,4.7079e-05+7.7916e-05i
0.00019351-0.0017891i,-0.00011894-0.0020358i,-0.00010718-0.0021556i,0.00051332-0.0011982i,0.00066836-0.00037484i,0.00033734-0.00037884i,0.000381-5.17e-05i,0.0012337+0.00020818i,0.0012469+0.00013416i,0.0007186-5.0833e-05i,2.6207e-05-0.00020386i,0.00012808-9.0769e-05i,0.00032688-0.00031596i,-0.00019972-0.00036308i,-0.0003478-0.00028427i,1.5879e-05+5.9406e-05i,0.00020616+0.0011498i,-0.00013884+0.00099131i,-0.00035584+0.00045938i,-0.00044539-3.5858e-06i,-0.00041049-0.0006324i,-0.00068436-0.00024307i,-0.00072269-0.00014026i
-0.00034473-0.00088138i,-0.00069582-0.0012077i,-0.00086602-0.002069i,-0.00049758-0.0016784i,-2.1423e-05-0.00073813i,0.00039372-3.9895e-05i,0.00042971+0.00074373i,-8.176e-05+0.00015413i,-0.00011149-0.0010336i,2.4339e-05-0.00048272i,8.8877e-05-0.00060511i,0.00048417-0.0010614i,0.00059721-0.00086139i,0.00041766-0.00014835i,0.0005884+0.00023852i,0.00048148+0.00028513i,-0.00030416+0.00037092i,-0.00083565+0.00014669i,-0.00019575+0.00021539i,0.0011098+0.00032181i,0.0013876+0.00020264i,0.000544+0.00078744i,-3.0024e-05+0.0010252i
0.0014471+0.0015985i,0.0014091+0.00041602i,0.0020737-0.00061179i,0.0024645-0.0014409i,0.0019377-0.0022117i,0.00086652-0.0018487i,-4.8441e-05-0.00071644i,-0.00057997-0.0001795i,-0.0001361-0.00068677i,0.0010042-0.00099252i,0.00088461-0.00037115i,0.00030397-0.000265i,0.00023309-0.00092391i,0.00047857-0.00057113i,9.4683e-05-0.00013661i,-0.00017714+0.00016531i,-0.00012477+0.00076722i,-1.2142e-05+0.00044545i,-0.00058785-0.0002487i,-0.00099476+4.3049e-05i,-0.0005621+0.00074915i,-0.00022196+0.0009437i,-8.1862e-05+0.00087563i
-0.00057143-0.0021443i,-0.0015398-0.0025142i,-0.002472-0.0019335i,-0.0021332-0.001784i,-0.00071783-0.00081601i,0.00019144+0.00041989i,0.00059844+0.0013918i,0.00072576+0.00142i,0.0001071+0.0008109i,-0.00031851+0.00094351i,-0.00021972+0.0012558i,6.3236e-06+0.00068191i,-0.00032624-0.00016494i,-8.7317e-05-0.00023241i,0.0010253+1.3598e-05i,0.0015221-0.00033189i,0.0012164-0.00038322i,0.0010095-0.00079322i,0.00049371-0.0010186i,-5.878e-05-0.00059838i,-0.00011729-0.0005743i,-0.00018041-0.00067079i,-0.00020837-0.00041432i
0.00081104+0.00019124i,0.00097082+0.00015312i,-0.00017833-0.00041986i,-0.00093878+2.0585e-05i,-0.00063203+0.00062161i,-0.00014519-9.2094e-05i,-0.00050973-0.00095458i,-0.00013058-0.00037734i,0.00045556+0.00021843i,0.00059869+0.00027375i,0.00041777+9.8205e-05i,0.00028952+6.2531e-05i,0.00037798-0.00018247i,0.00056036-0.00064351i,-0.00013386-0.00080869i,-0.00082125-0.0008289i,-0.00041711-0.00097284i,-0.00030927-0.00050993i,-0.0007815-0.00016182i,-0.00041041-0.00037359i,0.00025943-0.00013186i,9.4166e-05-0.00094788i,0.00033175-0.0011942i
-0.00050483-0.00015528i,-0.00051796+0.00068211i,-0.0005242+0.00052133i,0.00040833+0.00042662i,0.0013102+0.0001065i,0.0014842-4.0141e-05i,0.00081939+0.00062672i,0.0005221+0.00061853i,0.00059129-0.00012615i,0.00085465-0.00077454i,0.00077927-0.00061047i,0.00019294-0.00042809i,-0.00034787-0.00039733i,-0.00064079-0.00032726i,-0.00067035-0.0005605i,-0.00021107+7.4262e-05i,3.0842e-05-5.9969e-05i,0.00021121+0.0001304i,0.00057036+0.00068508i,0.00030377+0.00049184i,-0.00056818+1.6256e-05i,-0.00035784-0.00010758i,-3.2533e-06+9.4768e-05i
-0.0018202+0.00062065i,-0.0027309+0.0018324i,-0.0028829+0.001892i,-0.0014825+0.0028124i,2.9465e-05+0.003207i,0.00057171+0.0020731i,0.0003914+0.0012488i,0.00022523+0.0011793i,0.00034412+0.00096979i,0.00046517+0.00031454i,0.00040505-1.4513e-05i,0.00028362-0.00025706i,-0.00029525-0.00054984i,-0.00092276-7.0805e-05i,-0.00050857+0.00050407i,0.00021282+0.0010334i,-0.00033681+0.00036587i,-0.00094377-0.00065762i,-0.0010946-0.00059263i,-0.00019241-0.00060016i,0.0010419-0.0011341i,0.00066898-0.0014842i,0.00027923-0.00065168i
-0.00082063-0.00079881i,-0.0012346+1.1695e-05i,-0.0017305-1.4482e-05i,-0.00073372-0.00040872i,0.00050888-0.00041829i,0.00088499-0.0012556i,0.00061009-0.00054599i,0.00075177+0.0001758i,0.0011807-0.00022386i,0.00059689-0.00021811i,0.00032383+6.317e-05i,0.00023549-0.00054448i,0.00015275-0.00091438i,0.00031087-0.00065604i,0.00037373-0.00062583i,6.2583e-05-0.00068945i,-0.00015197-0.00088242i,-9.6972e-05-0.00048028i,-0.00030304-8.4478e-05i,-0.00043631-0.00045409i,-0.00011057-0.00074165i,1.1736e-05-0.00034734i,-6.5569e-05+1.4915e-05i
0.0010313+0.0030812i,0.0013944+0.0034518i,0.0011943+0.002619i,0.0015575+0.00068402i,0.0016634-0.00083725i,0.00063837-0.0011083i,0.00018272-0.00031103i,0.0010136+0.00045687i,0.00092307+0.0005166i,0.00088925+0.00070048i,0.0011563+0.00016429i,0.00029194-0.00045162i,-0.00055665-0.00038494i,-0.00060173-0.00021427i,0.000187+0.00025802i,0.00095789+0.00059048i,0.00085923+0.00034684i,0.00052674+0.00052374i,0.00053489+0.00071154i,0.00043554+0.00052529i,2.1247e-06+0.00078973i,-6.2997e-05+0.00055751i,0.00037558+7.2019e-05i
0.0016521-0.0022345i,0.00083445-0.002514i,-0.00062178-0.0013091i,-0.0015832+0.00076669i,-0.0017325+0.0015493i,-0.0014411+0.0010614i,-0.00058093+0.00049736i,0.00059016+0.00035797i,0.0017862-0.00021525i,0.0012686-0.00063139i,3.216e-05-0.00030615i,-0.00022404-6.1142e-06i,0.00010709-0.00017714i,0.00030737-0.00028208i,0.00065847-0.00021579i,0.0013814+0.00056045i,0.0012647+0.00060906i,0.00066272-3.8286e-05i,0.00010546-0.00043406i,0.0003079-0.00050696i,0.00024901+0.00011572i,8.0364e-06+0.00014919i,-0.00043891+0.00048518i
0.00055945-0.00086921i,0.0010808-0.00076429i,0.0013946-0.0013792i,0.00098863-0.0019302i,0.00045896-0.00071733i,0.00040554+0.0003166i,-0.00024456+0.00025519i,-0.00041269+0.00048308i,0.00045884-7.8305e-05i,0.0012488-0.0003409i,0.00082756+0.00028339i,0.000188+0.00055597i,-5.5254e-05+9.7269e-06i,-1.2174e-05-0.00058516i,-8.7467e-05-0.00043998i,-0.00040468-0.00038389i,-0.00010025-0.00050855i,0.00054424-0.00048565i,0.00045636-0.0004876i,-0.00015601+0.00011855i,-0.00010703+0.0004704i,1.8021e-05+0.00016886i,3.6949e-05+0.00021251i
0.0009581+0.0020936i,0.00011226+0.0012572i,-0.00047359-7.2999e-05i,-1.199e-05-0.00044929i,-0.00038169-0.00055851i,-0.0012299-0.00060446i,-0.0010998-0.00030607i,-0.00024934-2.9984e-05i,0.00016595-0.00060821i,0.00056784-0.00030243i,0.0007326+0.00037194i,0.00012753-0.00054204i,0.00043167-0.0011034i,0.00036426-0.00063178i,7.0427e-05-0.00057387i,1.114e-05-0.00033797i,0.00013977-0.00013526i,0.00023978+0.00039652i,-0.00010606+0.00093903i,0.00011225+0.00063564i,0.00024299+0.00039036i,0.00038194-0.00036255i,0.00097854-0.0009705i
-0.00098119-0.0023444i,-0.0022662-0.0024144i,-0.0018903-0.0015452i,-0.0012205-0.0010083i,0.00053078-0.0012486i,0.0012434-0.00069029i,0.00031134+0.00094757i,0.00050052+0.0011956i,0.00091908-0.00017432i,0.0010795-0.00070128i,0.00085285-0.00035379i,0.00014903-0.00020359i,0.00023622-0.0010258i,0.00042073-0.0014593i,0.00043305-0.00066124i,-4.6466e-05-0.00041518i,-0.00040719-0.00077695i,-0.00025547-0.00084237i,-0.00028591-0.00038487i,-0.00061682+0.00025398i,-0.00075058+0.0007492i,-0.00056629+0.00079767i,-0.00088036+0.00085587i
0.0027466-0.00014204i,0.0033617-0.0014321i,0.0026213-0.0020399i,0.001898-0.0020231i,0.001037-0.0023455i,-0.00011756-0.0018615i,-0.00070449-0.00072592i,-5.8238e-05-8.7163e-05i,0.00099078+0.00017499i,0.0014643+0.00049291i,0.0008177+6.8954e-05i,2.6654e-05-0.00040247i,-0.00067553-0.00025775i,-0.00082831-0.00024784i,-0.00078032-2.0308e-06i,-0.00046028-0.00055585i,0.00030665-0.00052326i,0.00091506-0.00039764i,0.0012011-0.00018314i,0.0010666+0.0011028i,0.00043542+0.0014009i,-0.00011036+0.00055381i,-0.00014018-0.00019316i
-0.00048537+0.00069207i,-0.0014863+0.00091249i,-0.0018494+0.00071733i,-0.0012586+0.0010819i,-0.00076404+0.0016011i,2.3747e-05+0.0013702i,0.00065359+0.00073935i,0.00033653+6.3535e-05i,-0.00024587-0.00039606i,0.000126-0.00054965i,0.00062612-0.00016695i,0.00053501+0.00023794i,0.00013126-0.00025816i,-0.00044901+0.00010555i,3.6148e-05+0.00024793i,0.00028544-0.0006435i,1.8232e-05-0.00062062i,3.625e-05-0.00039243i,0.00023888-0.00025391i,0.00021507-0.00042101i,0.00021088-0.00061285i,-0.00012486-0.00053535i,-2.2171e-05-0.00035982i
0.0003668+0.0023039i,0.001578+0.00076029i,0.0018129-0.00012686i,0.0017662-0.0006959i,0.0018651-0.00074857i,0.0011343-0.00016897i,-9.3722e-05+0.00060829i,9.9487e-05+0.00088864i,0.00099454+0.00077901i,0.0011698+0.00015023i,0.001137-0.00053335i,0.00098666-0.00099136i,8.5873e-05-0.0010329i,-0.00025987+4.8219e-05i,-0.00029976+0.0012045i,-0.00022936+0.00096305i,-0.00037576+0.00066011i,-0.00097532+0.00076296i,-0.00095344+0.00068886i,-0.00072149+0.00028203i,-0.00053205+0.00022329i,-0.00073108-0.00039345i,-0.00058907-0.0012023i
0.0013206-0.0012643i,0.0009345-0.0030476i,0.00071008-0.0037985i,0.00041114-0.0028758i,-0.00067556-0.0019035i,-0.0016149-0.00088924i,-0.0012096+0.00028396i,-0.00020897+0.00052232i,0.00061707-0.00038333i,0.0011246-0.00027822i,0.00076316+0.00062557i,0.00037535+0.00088449i,3.1595e-05+0.0001891i,-0.00047496-0.00010739i,-0.00026123+7.588e-05i,0.00033301+0.00055199i,0.00076081+0.0012353i,0.0005736-5.6538e-06i,-0.00033576-0.00072313i,-0.00035539-0.0006955i,0.00038636+0.00020413i,1.9906e-05+0.0011721i,-0.00026157+0.00069335i
-0.00068801+0.00097276i,-0.00050313+0.0010209i,-0.00063035+0.0015442i,9.0892e-05+0.0011468i,0.00041747+0.00023545i,-8.1606e-05-0.00010106i,-8.7837e-05+1.4487e-05i,0.00089257-0.00014537i,0.001437-0.00028477i,0.00078426+0.00022042i,8.6596e-05+5.8397e-05i,0.00038111-0.0013899i,0.00019787-0.0018814i,-0.00020859-0.0016486i,-2.4002e-05-0.0017008i,-0.00027118-0.0011879i,0.00040748-0.00024219i,0.00060689+0.00016844i,-0.00027148+0.00036671i,2.392e-05+0.00051428i,0.00079803+0.00055661i,0.00066035+0.00036601i,0.0010139-0.00041068i
0.002701-0.0024433i,0.0016904-0.0040219i,0.0019923-0.0052573i,0.00095358-0.0038887i,-0.0013611-0.0019264i,-0.0023718-0.00068132i,-0.0010691+0.00021273i,-8.3298e-05+0.00065839i,0.00041715+0.00014668i,0.00050381-0.00047197i,-0.0001896-0.00020592i,-0.00081895-0.00023234i,-0.00074156-0.00070487i,1.6368e-05-0.00039805i,0.00038276-0.0001347i,0.00026339-0.00048431i,-0.00021773-0.00040678i,-0.00083638-0.00010042i,-0.00064893+4.4572e-05i,0.0002048+0.0001528i,0.00055536+0.00042701i,-0.00017906+0.0004896i,-0.00084095+0.00039419i
0.0015409+0.00089166i,0.0015756+0.00032455i,0.0010301-0.00065906i,0.0011401-0.00058002i,0.00034392+9.8391e-05i,-0.00065875+4.9742e-05i,-0.00056003+0.00017806i,-3.5146e-06+0.00037641i,0.0011064+8.0298e-05i,0.0012514-8.851e-06i,0.00047752-0.00015013i,0.00055809-0.0006051i,0.0007043-0.00069773i,-0.00036209-5.4304e-06i,-0.00053303-0.00033251i,0.00012725-0.00018156i,-0.00013093+0.00038199i,-0.00038222+0.00024638i,-0.00062697+0.00031394i,8.6582e-05+0.00028921i,0.00041719-0.00041912i,-0.00019749-0.00080556i,-1.9954e-05-0.00069964i
-0.0014534+0.0012261i,-0.00067061+0.0021563i,-0.00017823+0.0017765i,-0.00023626+0.0016572i,-0.00029125+0.00063483i,0.00016349-0.00019145i,0.00015959+0.00053861i,0.00017587+0.00039812i,0.00033801-7.677e-05i,-0.00090239-0.00012867i,-0.0011653-4.0114e-05i,-0.0002437-4.68e-06i,-0.00014182+0.00047466i,-0.00068511+0.00018355i,-0.00039211-0.00011401i,-0.00074499+0.00045306i,-0.0011972+0.00015049i,-0.00023667+0.00012768i,0.00038493+0.00043036i,0.00029795-3.3411e-05i,0.00032739-0.00051498i,-0.00015254-0.00016998i,-0.00053757+0.00043325i
-0.00074183-0.0024765i,-0.0013107-0.0022072i,-0.0016122-0.0017807i,-0.0015956-0.0010509i,-0.00091958+0.00077713i,-0.00083446+0.0017182i,-0.00099392+0.00026771i,-4.2053e-05-0.00037754i,0.00051338-0.00078432i,0.00021564-0.0002111i,-0.00015353+0.00045906i,-4.3361e-05-0.00068132i,0.00017228-0.0010289i,0.00016688-0.00058559i,0.00048727-0.00046116i,3.1568e-05+9.7175e-05i,-0.00015717+0.00077502i,5.0675e-05+0.00033337i,-0.00041242+8.037e-05i,5.1178e-06+0.00017519i,0.0010631+0.0004303i,0.0010324+0.00031353i,0.00047717-0.00031997i
0.0021639-0.0011005i,0.0012697-0.0022061i,9.4139e-05-0.0018348i,0.00023985-0.0011878i,0.00023994-0.0010517i,-0.0003862-0.0014724i,-0.00036192-0.0011323i,0.00012885-0.00054338i,0.00062818-2.6759e-05i,0.00063467-0.00048833i,0.00046958-0.00079802i,0.00089898-0.00036171i,0.00078318+2.1761e-05i,-0.00015781+0.00037412i,-0.0012062-3.1855e-05i,-0.0011548-0.00036776i,-0.00041587-0.00097506i,-0.00016666-0.0009413i,-7.4102e-05-7.1169e-05i,-0.00014069-2.3014e-05i,-0.0010368+7.4876e-06i,-0.0010467+0.00012669i,-0.00036566-0.00029639i
-0.00058129-0.0022164i,-0.0012675-0.00033542i,-0.0023358+0.00038448i,-0.0018514+0.00066842i,-0.0011667+0.00075001i,-0.00040014+0.00053477i,0.00012845-0.00020517i,0.00042686+6.6588e-05i,0.00030907+0.00028474i,0.00021122-7.6337e-05i,0.0008364-1.7387e-06i,0.00068299-0.00048826i,0.00014198-0.00071872i,0.00015566+0.00018362i,-0.00012344+0.00052557i,-0.00068214-6.2912e-05i,-0.00064034-0.00062501i,0.00018372-0.00026357i,0.00084592+0.00025914i,0.00068576+0.0002167i,-0.00028843-0.0004652i,-0.00050898-0.00091437i,0.00027956-0.00031311i
0.0011381+0.0022861i,0.0024655+0.0015727i,0.0045101+0.00024877i,0.0034693-0.00081023i,0.0010673-0.00080811i,-0.00048081-0.00035813i,-0.00042268-0.00022452i,0.00061146+4.4481e-05i,0.0014837+0.0006545i,0.0010369-6.0872e-05i,0.00010449-0.00055372i,-1.9846e-05-0.0001547i,-0.00048047-0.00019768i,-0.00032253-0.00025371i,0.0003522+0.00010995i,-6.0761e-05+0.00076758i,-0.00034701+0.00065466i,0.00016046+0.00048383i,0.00040529+0.0010223i,-7.0903e-06+0.00069461i,-0.00075296+0.00028581i,-0.00081214+0.00074767i,-0.00023182+0.00076006i
