0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
-0.00072938-0.0012006i,-0.00075924-0.0029282i,-0.00096377-0.0033063i,-0.00011701-0.0012779i,0.00098551+0.00086351i,0.0020163+9.5866e-05i,0.0019543-0.0010798i,0.00131-0.00079342i,0.00036693-0.00044974i,0.00029092-0.00050618i,0.0005709-0.00040806i,4.4431e-05-0.00022514i,8.6165e-05-0.00032468i,0.00062521+0.00011473i,0.00078557+8.8703e-06i,0.00012412-4.3857e-05i,-0.00015452+0.00022678i,0.00031463+5.8313e-05i,0.00038523-0.00033792i,0.00048003-0.00014599i,0.00058217+0.00046949i,-0.00013303+0.00040917i,-0.00096217+0.00012019i
-0.0018055-0.0018544i,-0.0016761-0.002419i,-0.0023498-0.0029952i,-0.00221-0.00098429i,-0.00022575+0.0012847i,0.0013191+0.0012541i,0.0019708+0.00019958i,0.0018284-0.00047932i,0.0010306-0.00059128i,0.00039564+0.00017111i,-0.00045549+0.0003589i,-3.5878e-06-0.00067007i,4.1679e-05-0.00084426i,-0.00047001-0.00081313i,5.9985e-05-0.00059311i,0.00066-0.00035833i,0.00015947-0.00034538i,-0.00028628-0.00011024i,-0.00019734+0.00021353i,-0.00034937+0.00049563i,-0.00038922+5.0371e-05i,0.00010927-0.0005016i,0.00080035-0.00041025i
0.00014115-0.001075i,-0.00055951-0.0021316i,-0.0011791-0.0018441i,-0.00081892-0.00069524i,0.0010968+0.00091372i,0.0028895+0.00095228i,0.0027191+0.00027128i,0.0013772+5.1973e-05i,-6.0708e-05-7.9986e-05i,-0.00044043-0.00048416i,0.0002917-0.00059985i,0.00059493+0.00021013i,0.00028204+1.9984e-06i,0.00010897-0.00033864i,1.0286e-05-0.00013708i,0.00012274-0.00031838i,0.00017388-0.00052182i,0.00022916-0.00043372i,-0.00022339+0.00032428i,-0.00052429+0.00015746i,-0.00022381-0.00021425i,0.00035213-0.00044622i,0.00055982-0.001061i
-0.00079446-0.00070756i,-0.0014955-0.0028482i,-0.0027556-0.0029625i,-0.0022059-0.00078311i,0.0004681+0.00081383i,0.0020272+0.00055264i,0.0010613-0.00035466i,-0.0002447-0.00071154i,-0.00042249+0.00025941i,0.00039221+0.0010274i,0.0010491+0.00032982i,0.00043-1.6375e-05i,-0.00021775+0.00019036i,-0.00043603-0.00035537i,0.00012994+0.00011876i,0.00056466+0.00053486i,0.00022465+8.8193e-05i,1.3887e-05-0.00024817i,-0.00041401-0.00051829i,-0.00010356-4.729e-05i,-1.5183e-05+0.00015758i,-0.00079706+0.00016462i,-0.00082334+0.00070091i
-0.00014875-0.00014546i,-4.5223e-05-0.0011176i,-0.0005764-0.0015475i,0.00016709-0.0012642i,0.0016062-0.00024232i,0.0023614+8.0106e-05i,0.0018737-0.001089i,0.001417-0.00075666i,0.00075002+0.00049479i,0.00050773+0.00047663i,0.00066314+0.00034486i,-0.00023662+0.00076376i,-0.0014623+0.00095842i,-0.0015884+0.00028769i,-0.0011786-0.00049835i,-0.0006235-0.0012167i,-0.00027978-0.0014055i,-0.00048309-0.00052299i,-1.1065e-06+0.00010176i,0.00056818-0.00010637i,-0.00010945-0.00022521i,-0.0016216-0.00016986i,-0.0015949-0.00011633i
-0.0014841-0.0031773i,-0.0020962-0.0025494i,-0.0034633-0.0026564i,-0.00313-0.00052686i,-0.0015546+0.0017321i,0.00097016+0.0016463i,0.0017391+0.00052786i,0.00039135-0.00077197i,-0.00085358-0.00092345i,-0.00094259-0.00072103i,-0.00088885-0.00041913i,-0.00098661-0.00051852i,-0.00029949-0.00092949i,0.00041417-0.0016133i,0.00045616-0.0017181i,8.2848e-05-0.0011766i,-0.0003138-0.0011026i,-0.00031065-0.00090049i,0.00028897-0.00029785i,0.0002889-0.00032863i,-0.00066758+3.7746e-05i,-6.9539e-05+0.00065539i,0.0007633+0.0012177i
0.0015405-0.0008556i,0.0022933-0.0026049i,0.001005-0.0027503i,-0.00095297-0.0018663i,-0.00033097-0.0003731i,0.0014206+0.00030437i,0.001652-0.00037334i,0.00092255-0.00059654i,0.00051838-0.00057586i,4.2368e-05-0.00030443i,-0.00013224-0.00021551i,-0.00032211-0.00086762i,-0.00092392-0.00078467i,-0.00089052-0.00036128i,-2.0554e-05+0.00016865i,0.00048164+0.00020526i,0.0010592-0.00049231i,0.0011825-0.00047575i,0.00064006-0.00012205i,0.00066312+0.00035098i,0.00053299+0.0010653i,0.00056801+0.00134i,-0.00037663+0.00066636i
-0.00054046+8.292e-06i,-0.0022089-0.00042978i,-0.0036421-0.0019639i,-0.0031807-0.0016717i,-0.0020606+0.0002569i,-0.00048032+0.0012451i,0.0009298+9.3733e-05i,0.00048287-0.00095269i,0.00062787-0.00028546i,0.00089189+0.00013464i,0.00015759-0.00034272i,0.00046049-0.00042123i,0.00056952-0.00013782i,1.9199e-05+7.2935e-05i,-0.0001919-0.00082297i,0.00015393-0.00081882i,0.00076978+0.00047269i,0.001196+0.000497i,0.00046243+0.00019092i,-0.0003026-0.00026079i,0.00032139-0.00056701i,0.0012872-0.00022776i,0.0013675-0.0001921i
-0.0004684+6.7604e-05i,-0.00079294-0.001246i,-0.00055008-0.0021775i,-0.00041295-0.0017189i,0.00090007-0.00044665i,0.0015453-1.3385e-05i,0.00043323-0.00049815i,-0.0002053-0.00072117i,0.00043645-0.00046347i,0.0010412-0.00054662i,0.00047905-0.00060279i,-0.00061676-0.00046968i,-0.00094337-0.00061315i,-0.00082973-0.00039208i,-0.00085231-0.0007817i,-0.00090925-0.00071194i,-0.00096147+0.00021927i,-0.00053779+0.00049241i,0.00018868+0.00028252i,0.0001847-0.00027981i,-0.00021955-0.00049544i,-0.00030661-9.4402e-05i,-0.00050775-0.00015294i
-0.0023464-0.0016256i,-0.0029281-0.0012434i,-0.0033851-0.0015566i,-0.0025233-0.0010174i,-0.00010477+0.00047446i,0.0024515+0.0004317i,0.0024971-0.00027481i,0.0010269-0.00098744i,0.00057336-0.00081945i,0.00097008-0.00042843i,0.0015211-0.00038458i,0.0020581-0.00035467i,0.0015682-0.00075936i,0.00070638-0.0010431i,0.00019532-0.0011672i,0.00031618-0.0010336i,0.0011789-0.00016994i,0.0011984+0.00027602i,0.00055373-0.00023239i,-0.00014836-0.00018832i,-0.00018628+0.00020339i,0.00023967+0.0001721i,0.00071225+0.00040644i
0.0015502-0.0029214i,0.0023795-0.0025715i,-4.3893e-06-0.0021897i,-0.0014843-0.00066084i,-0.00082253+0.0022474i,0.0004121+0.0027609i,0.001236+0.00081315i,0.0011002-0.00077781i,0.00042268-0.0014863i,-0.00016685-0.0016001i,-0.0007666-0.0012025i,-0.00040375-0.00011455i,0.00060163+1.8713e-05i,0.0011444-1.8756e-05i,0.0003263+8.5909e-05i,-0.00050339-0.00053098i,-0.00048232-0.00072659i,-0.00052953-0.00015792i,-0.00039362+0.00038043i,-0.00033278+0.00013719i,-0.00059068+7.5199e-05i,-0.00072241+0.00060439i,-0.00021679+0.00068468i
-0.00050876-0.00027176i,-0.00027965-0.0017737i,-0.00028422-0.0032778i,-0.00050362-0.0021296i,0.00065389+0.00016741i,0.0017234+5.6377e-05i,0.0015027-0.00075761i,0.0011656-0.00056895i,0.00086096-6.7945e-05i,0.0006858+0.00025264i,4.8951e-05+0.00035916i,-0.00032748-0.00027552i,-0.00032144-0.00049938i,-0.00077389-0.00025638i,-0.00048165+0.00014348i,-0.00026614+0.00050595i,-0.00033284+0.00051335i,0.00023686+0.00027466i,0.00013898+1.1775e-05i,-0.00048461-8.2732e-05i,-0.00019346+0.00041538i,0.0005208+0.00099885i,0.00062177+0.0009187i
-0.00056698-0.00073359i,-0.0013713-0.00030127i,-0.0027916-0.0001879i,-0.0026799+0.00018401i,-0.0010033+0.0012731i,0.00073765+0.001862i,0.001172+0.0016099i,0.00040283+0.0014279i,-9.2782e-05+0.00073114i,-1.8251e-05+0.00015315i,-0.00011498-0.00051918i,4.9509e-05-0.00075169i,-3.3471e-05-0.00060347i,-0.00026008-0.00049751i,-0.00081002-0.00018655i,-0.00088577+0.00022391i,-0.00031316+0.00030044i,0.00046357+0.00029093i,0.00022111+0.00026298i,0.00014523+4.5979e-05i,0.00032427+0.0010136i,-0.0007361+0.00096602i,-0.00087333+0.00017603i
-0.00054478-0.00066957i,0.00025362-0.0029199i,0.00029769-0.00273i,0.00054875-0.0012669i,0.0012646-0.00037976i,0.0015344-2.9673e-05i,0.00082769-0.00025406i,-0.00030467+0.00036615i,-0.0013416+0.0013744i,-0.00038899+0.00088292i,0.00040683+0.00053985i,0.00014358+0.00025347i,1.8409e-05-0.00030211i,-7.1788e-05-0.00042845i,0.00013038+0.00011868i,0.00025099-5.0501e-05i,5.759e-05-0.0001269i,6.8303e-05+0.00015255i,6.2088e-05-6.7137e-05i,0.00017359-0.00063909i,0.00048312-0.00081266i,0.00061696-0.0002951i,0.00017167+0.00052481i
0.0011221-0.0020288i,0.00037358-0.0013092i,-0.0017465-0.0020465i,-0.0025491-0.0010339i,-0.00081405+0.00084227i,0.0011065+0.00087819i,0.0017957+0.00010243i,0.0012848-0.00046333i,0.00094133-0.00037118i,0.00035503+0.00038667i,-0.00012451+0.0005729i,0.00091369+0.00025013i,0.0011599-0.00013369i,0.00054855-0.00053427i,0.00037876-0.00041171i,0.00025171-0.00036626i,3.3933e-07+0.00013933i,0.00045114+0.00036336i,0.00054456+1.7477e-05i,-0.00028885-0.00032117i,-0.00097691-0.00025061i,-0.00080951+0.00030906i,-0.00021992+0.00038435i
-0.00063807+0.00030193i,-0.0012445-0.0017642i,-0.0010545-0.0035555i,-0.0013463-0.0026434i,0.00032271-0.0010097i,0.0022793+0.00015177i,0.0019695+0.00037456i,0.0013222+6.5871e-05i,0.0012181-9.7503e-05i,0.0013565-0.00019457i,0.00092968+0.00032274i,0.00040507+0.00058711i,-0.00054592-0.00023741i,-0.00051928-0.00084747i,-0.00027418-0.00029019i,-0.00025959-0.00069439i,0.00037443+8.6327e-06i,0.00051296+0.001025i,-0.0003395+0.0011074i,-0.00079956+0.0009337i,-0.00069682+0.00059535i,-0.00062325-0.00024582i,-0.00017658-0.0010338i
-0.0017275+0.00034032i,-0.0026154-0.00095878i,-0.0022934-0.0021445i,-0.0021137-0.00055105i,-0.0010207+0.0020822i,0.00012141+0.0019586i,0.00081002+0.00082757i,0.0002582+0.00028427i,-0.00031562+0.00050467i,-0.00012521+0.0008791i,-0.00077451+0.00074744i,-0.00098309-2.6391e-05i,-2.0194e-05-0.00051564i,0.00026037-0.0008165i,0.00019604-0.0011487i,0.0001281-0.00098863i,-2.7426e-05-1.2533e-06i,0.0007425+0.00074058i,0.00046397+0.00032454i,-0.00013957-0.00019242i,0.00024737-0.00056972i,7.3239e-06-0.00019324i,-0.00050962+0.00051872i
0.00058441-0.0010517i,-0.00049083-0.003141i,-0.0009468-0.0041762i,-0.00074862-0.0027678i,0.00055948-0.00074113i,0.0018213+0.00027022i,0.0014842+0.00035912i,0.0013741-4.4023e-05i,0.0013097-2.142e-05i,0.00034233+0.00027727i,-0.00012449+0.00023115i,4.5853e-05-0.00047698i,-0.0001604-0.00079336i,-9.884e-05-0.00059962i,9.7588e-05-0.00024026i,-0.00020162-7.2401e-05i,7.8351e-05+0.0002595i,0.00106+0.00082774i,0.00052186+0.00092702i,-0.00030701+0.00025601i,-0.00019298+0.00030782i,-0.00070541+0.00023373i,-0.00092135+0.00019713i
-0.00062428-0.00098233i,-0.001738-0.0017476i,-0.0022028-0.0028537i,-0.002585-0.0017255i,-0.0010775+0.00099634i,0.000602+0.0017679i,0.0012477+0.0010075i,0.0013903+0.00013034i,0.0013396+6.2765e-06i,0.00089562+0.00060962i,0.0002132+0.00051382i,-0.0001899-0.00023657i,-0.00014962-0.00085787i,0.00029935-0.00059693i,0.00075933+2.9785e-05i,0.00098885+8.3993e-05i,0.00074678-0.0001795i,0.00094921-0.00036305i,0.00072836-0.00020061i,-0.00057286-0.00015507i,-0.00093235+3.3713e-05i,-0.00071768+0.0003587i,-0.0006201-0.00013916i
0.0026102-0.0010543i,0.0021416-0.0016573i,0.0011523-0.0019368i,0.00077335-0.0016238i,0.0010518-0.00018267i,0.0020804+0.0012429i,0.0022027+0.00074494i,0.0016316+5.9223e-05i,0.001443+0.00011889i,0.0013173-0.00055304i,0.00022111-0.00098872i,-0.00019626-0.00086185i,0.00013329+6.0789e-05i,-0.00015124+4.8655e-05i,0.00070628-0.00097259i,0.0012844-0.00038988i,0.00047466+0.00066549i,0.00029391+0.00065767i,0.00043697+7.1135e-05i,0.00057946+0.00045469i,0.00039818+0.0010106i,-0.0003825+0.00020721i,-0.00068347-4.3023e-10i
0.00023531-0.00094373i,-0.00045807-0.0016065i,-0.001383-0.0018791i,-0.00095062-0.001312i,0.00045698+0.00052892i,0.0017986+0.0012641i,0.0019142+0.0004759i,0.0014068+7.1828e-05i,0.0012681-4.4455e-05i,0.0012388-8.3076e-05i,0.00071738+0.00010278i,0.00015405+0.00050796i,0.00023983+0.00045191i,3.6216e-05+6.9968e-05i,-0.00068311-1.101e-05i,-0.00045225-0.00028357i,0.00026561-0.00046379i,0.00068634+0.00014743i,0.00054611+0.00064662i,7.3303e-05+0.00088729i,0.0002409+0.00059942i,0.00032986+0.00022046i,-0.00011608-0.00029984i
0.002745+0.0014292i,0.00076473+0.00055555i,-0.00060463-0.00069927i,-0.0011898-0.00065682i,0.00030028+0.00011145i,0.0023736+0.00035525i,0.0024264-6.1324e-05i,0.0018021+0.00044849i,0.00089372+0.0008497i,3.3389e-05+0.00013937i,3.7791e-05-0.000811i,1.9998e-05-0.00092502i,-0.00049672+1.1201e-05i,-0.00098935+0.00057592i,-0.00043891+0.00098256i,-0.00049793+0.00065579i,-0.00099294-8.1819e-05i,-0.00024565+0.00028328i,0.00063646+0.00028373i,0.00032096-0.00036288i,0.00016512-0.00047088i,0.00010028-6.9992e-05i,-0.00047008-0.00022535i
-0.0023247-0.00095849i,-0.0038123-0.0016231i,-0.0040358-0.0021928i,-0.0018017-0.0014218i,0.00078849+0.00043663i,0.0013299+0.0007314i,0.00080384+0.00055854i,0.00058248+0.00067796i,-2.8919e-05+0.00049454i,-0.00050774+0.0011133i,-1.8153e-05+0.00055601i,-6.6646e-05-0.00022406i,-0.00060801+0.00014715i,-0.00037295+0.00085879i,-0.0004889+0.00067836i,-0.00041654-9.8073e-05i,-0.00048452-0.00055995i,-0.00035567-0.00015226i,-0.00039613+0.00016993i,-0.00085755+0.00024003i,-0.00069377+0.00028968i,-0.00097386+0.00074741i,-0.0010378+0.001546i
-0.0013951-0.0014937i,2.4304e-05-0.0024513i,-0.00040154-0.0020454i,-0.00062886-0.00051941i,0.00029572+0.0018225i,0.0017524+0.0019373i,0.0018907+0.00069385i,0.00018652-0.00068928i,-0.00078225-0.00073481i,-1.0638e-05+0.0010442i,0.00066887+0.0010828i,-9.4827e-05-4.3494e-05i,-0.00057131-0.00020139i,-0.00048035-0.00045915i,-0.00030077-0.00048806i,-0.00014871-0.00042883i,-0.00041592-0.00033699i,-0.0001935-0.00048785i,0.00022154-0.00014748i,-0.00011267-0.00019815i,-0.00023839-4.2721e-05i,-0.00022099+0.00062286i,0.00019156+0.00081137i
0.0016141-0.0029532i,0.0013875-0.0038302i,-0.0011634-0.0046571i,-0.0020973-0.0031698i,-0.0011349-0.00016166i,-7.8659e-05+0.0011723i,0.0010239+0.00049654i,0.00076166+0.00017473i,3.8225e-05-0.00027483i,4.5003e-05-0.00078756i,0.00030524-0.00041799i,0.00014542-0.00014744i,-0.00029197-0.0010212i,-0.00056435-0.0008179i,-0.00053785+2.294e-05i,8.0416e-07+0.00037115i,0.00090897+0.00018048i,0.00052404+0.00029097i,-0.000151+0.001232i,-0.00031818+0.0006961i,-0.0003179-0.00023978i,-3.7625e-05-0.0001088i,0.00017742+6.5478e-05i
-7.842e-05+0.0018632i,-0.00051453+0.0016836i,-0.00042835-0.00034191i,-0.00017587-0.00024412i,0.00072776+0.0015015i,0.0018743+0.0021277i,0.0018428+0.0012049i,0.00039391+0.00029653i,-0.00028769+0.00037295i,0.00055514-0.00037861i,0.0006983-0.0011894i,0.00084031-0.00060267i,0.00083478-7.0537e-06i,0.00025656+0.00041592i,-0.00021894+0.00078304i,-0.0001381+0.0010978i,-7.417e-05+0.0012317i,0.0005485+0.00083736i,0.0010944+0.00074963i,9.3336e-05+0.0005356i,-0.00076274+0.00038871i,-0.00034757+0.00044154i,0.00020069+0.0004625i
-0.0013857-0.00046369i,-0.0015268-0.0016874i,-0.0015373-0.001094i,-0.00058571-0.00017158i,0.0010772+0.00030698i,0.0027617+0.00028608i,0.0026203-0.0001757i,0.0010362-0.00031843i,0.00056245-0.00020096i,0.00028861-0.00023274i,-0.00035292-0.00035186i,-0.0010842+0.00052289i,-0.0010138+0.00065286i,-0.00049776-0.00048911i,-1.2838e-06-0.00092818i,-0.00047584-0.00058186i,-0.00026795-0.00023185i,0.00033653-0.00047768i,0.00021486-0.00053651i,4.4325e-05-0.00017299i,-0.00025231+0.00038492i,-0.0007335+2.7883e-05i,-0.00078371-0.00068277i
-0.00085502-0.002721i,-0.0020706-0.0035377i,-0.0028236-0.0036897i,-0.0020909-0.001464i,-0.00076858+0.0010685i,0.0012326+0.0015595i,0.0026431+0.00058749i,0.0012322+1.6184e-05i,-0.00077339+4.7646e-05i,-0.00093628-0.00011585i,-7.0662e-05-0.000272i,-2.6652e-05-0.00041992i,-0.00044634-0.0010092i,-0.0003143-0.0016535i,-0.00045139-0.00075231i,-0.00026634+0.0004922i,5.414e-05+0.0008026i,-0.00016996+0.00054155i,-0.00020955-0.00024807i,2.1548e-06+0.00021055i,-0.00037705+0.00082134i,-0.00093307+0.00052808i,-0.0004853-6.4434e-05i
0.0021202+9.5536e-05i,0.0022384-0.002194i,0.0023421-0.0020917i,0.001795-0.00083408i,0.0012017-0.00019134i,0.0016142+0.00026384i,0.00098568+0.00022942i,0.00047063-0.00012756i,0.0012828+8.4489e-05i,0.0015528-0.00034921i,0.00090854-0.0011737i,6.113e-05-0.0011711i,-0.00057114-0.00074557i,-0.00060411-0.00048285i,-0.0012924+0.0003565i,-0.0012974+0.00014066i,-0.00022515-0.00046994i,-0.00022568-0.00013221i,-0.00092862+4.4552e-05i,-0.00080533-9.7219e-05i,-0.00020873+0.00037863i,0.00026235+0.00081989i,0.00052411+0.0010236i
4.2862e-05+0.0012747i,0.00012386-0.00044015i,-0.0016983-0.0016177i,-0.0022678-0.00079981i,-0.00053995+0.0014968i,0.0011929+0.0017633i,0.0016073+0.00031276i,0.00049578-0.00035786i,-0.00047487-0.00025593i,-6.3186e-05-0.00018401i,0.00015177-0.0001169i,2.1267e-05-0.00039832i,0.00010698-0.001019i,0.00077487-0.0010705i,0.00095776-0.00066595i,0.00011292-0.0002299i,3.5132e-05+0.00037896i,0.00055507+0.00039001i,0.00061612-0.00056362i,0.00015873-0.0010409i,9.0172e-05-8.2307e-05i,-0.00052241+0.00049871i,-0.0010991+0.00046389i
-0.0015434+0.0013006i,-0.001814-0.00011666i,-0.0003545-0.00091415i,0.00057066-6.7272e-05i,0.0018678+0.00091736i,0.0028041+1.0556e-05i,0.0020423-0.00049026i,0.00090828+9.3901e-05i,9.3473e-05+0.00036485i,-9.391e-05+0.00034119i,-0.00056793-0.00029694i,-0.00020798-0.00088015i,0.00040237-0.0004625i,0.00027393+0.00053208i,-0.00045189+0.00086962i,-0.00073802+0.0010473i,-0.00036818+0.0014973i,-0.00012801+0.0010422i,-0.00066397+0.00027315i,-0.00020743-0.0003272i,0.00078403-0.00065311i,0.00063232-0.00052736i,0.00036171-0.00049539i
-0.0015979-0.00057438i,-0.0029119-0.0013878i,-0.0041685-0.0020643i,-0.0033666-0.0009082i,-0.00032606+0.00091315i,0.0019784+0.00055622i,0.0018958-1.7715e-05i,0.00026151-0.0001485i,-0.00052137-0.0004846i,-0.00058428-0.00075078i,-0.00011184-0.00022176i,0.00041312+3.4688e-05i,0.00027995-0.00026636i,0.00045172-0.001147i,0.00078429-0.00092238i,0.00071376+0.0001584i,0.00066384+0.00058159i,0.00078317+0.00062912i,0.00088192+0.00068007i,0.00012406+0.00046044i,-2.287e-05+0.00015189i,0.00040581-0.00034459i,-5.5704e-05-0.00088395i
-0.00034842-0.00035682i,-0.00019309-0.0013482i,-0.00069428-0.0011964i,-0.00065667-0.00032723i,0.0011798+0.00037598i,0.0022075-2.7228e-05i,0.0019802+0.00033575i,0.0010254+0.0010479i,0.00062182+0.0013268i,0.00050411+0.00093715i,-5.3035e-05-0.00048223i,-0.00087343-0.0011817i,-0.00013581-0.00091551i,0.00058109-0.00055114i,0.00010039-3.1204e-05i,0.00010043-9.756e-06i,0.00026089-0.00031796i,0.00055062-0.00029384i,0.00019134-0.0002509i,-0.00064147-0.00063419i,-0.00036505-0.00099625i,-6.5434e-05-0.00081288i,-2.1657e-05+8.0042e-05i
-0.00069411-0.00054041i,-0.0012295-0.0019499i,-0.0018138-0.0029999i,-0.002087-0.0016256i,-0.00010854+0.0002236i,0.0025215+0.0011482i,0.0027674+0.0009542i,0.001418+0.00032001i,0.00045698-0.00033114i,8.574e-05-0.00094835i,0.00033692-0.00072929i,0.00057641-8.621e-07i,3.6646e-05+4.0768e-05i,0.00018465-0.00054846i,0.0004768-0.00095489i,0.00041694-0.00058166i,0.00058769+0.00029707i,0.00031885+0.00084627i,0.00010626+0.00063371i,-0.0007264+9.7544e-05i,-0.00146-0.00013391i,-0.00098942-0.00045217i,0.00023648-0.00016931i
-0.0018006-0.0021723i,-0.0015224-0.003111i,-0.0017436-0.0034053i,-0.0012844-0.0018458i,7.7905e-05+0.0006066i,0.0016812+0.0012121i,0.0020865+4.9145e-05i,0.0012202-0.00022573i,-0.00011502+0.00043993i,-0.00033481+0.00011743i,-5.1382e-05-0.00072462i,-8.2488e-05-0.0003778i,-0.00050829+0.00055773i,-0.00031796+0.00016989i,0.00027384-0.00029306i,-7.8904e-06-3.2201e-05i,-0.00073412+0.0003779i,-0.00041284+0.00058417i,-0.00041048+0.00030583i,-7.1253e-05+0.00013758i,0.00021878+0.00010245i,-0.0003618+2.5273e-05i,-9.4229e-05+0.00059962i
0.0019102-0.0023617i,0.00079799-0.0038208i,-0.0011768-0.0046048i,-0.001943-0.0027404i,-0.00078739+0.00063799i,0.0014221+0.0017631i,0.002236+0.00084853i,0.00097572-0.00031845i,0.00014134-0.00041872i,-1.7933e-07-8.9849e-05i,-0.00049172-0.00014169i,-0.0015413-0.00045322i,-0.00075631-0.00035926i,0.00037802+0.00013301i,0.00078847+0.00045169i,-0.00012939+0.0002625i,-0.00066607-0.00010303i,0.00010931+0.0002251i,0.00043935-0.000185i,0.00057407-0.001045i,-0.00013817-0.00077167i,-0.00050817+0.00011785i,-0.00028151+0.00028045i
0.0014943+9.2241e-05i,0.00072398-0.0012566i,0.0008111-0.0026432i,0.00081321-0.001527i,0.00073122+0.00047574i,0.0011336+0.00055086i,0.00083575-8.5116e-05i,0.00038117-9.8246e-05i,0.00060363+0.0001255i,0.00020762-5.472e-05i,0.00020057-0.00036217i,0.00025547-7.9767e-05i,0.00031007-5.6424e-05i,0.00092937+2.0337e-05i,0.00027218+7.6305e-05i,-0.00064642+0.00028593i,0.00015084+0.00085144i,0.00033564+0.00066339i,-0.00035602+0.00069075i,-0.00042867+0.00097953i,0.00043117+0.00051221i,0.000443+7.4915e-05i,-0.00080666-0.0001423i
-9.9245e-05+0.0004228i,-0.0010143-0.0024176i,-0.0013131-0.0031446i,-0.0022532-0.0014379i,-0.00085362+0.00043795i,0.0012261+0.00045115i,0.0017163-0.00074768i,0.0012317-0.00085557i,0.00010956-0.00044473i,-0.00034778-0.00021611i,-0.00054137-0.00041896i,-0.00063811-0.0008253i,0.00024525-0.0010548i,0.00043914-0.00089489i,-0.00040053-7.9404e-05i,-3.0085e-05-3.9077e-05i,0.00079882-0.0006684i,0.0011689-0.00050155i,0.0004531+1.2091e-05i,-0.00035048+0.00049358i,-5.4556e-06+0.00032361i,8.4699e-05+0.00026593i,-0.00024763+0.00055753i
-0.00066388-0.00052249i,-0.001115-0.0015637i,-0.0011072-0.0017877i,-0.00024758-0.00011785i,0.00066428+0.0023534i,0.001639+0.0034266i,0.0013618+0.0016124i,-3.3387e-05+0.00014043i,-0.00013288+0.00023191i,-0.00043491+0.00057249i,-0.00070355+8.8853e-05i,0.00011114-0.00053384i,0.00034483+0.000414i,-0.00032209+0.0012818i,-0.00039833+0.00019189i,0.00014752-0.00060034i,0.00059859+0.00022808i,0.0012602+0.00099477i,0.00095768+0.001304i,-0.00015073+0.0010314i,-0.00010143+0.00031979i,0.00058427+4.4942e-06i,-2.5982e-05+8.9005e-05i
-0.00070607-0.00098763i,-0.001094-0.0011552i,-0.0013869-0.0013255i,-0.00091204-0.0019003i,0.00049273-0.0014493i,0.0018758-0.00047726i,0.0018848-0.00032495i,0.0012959+0.00024571i,0.00087284+0.00054607i,0.00094681-0.00010263i,0.00078793-0.00077837i,-2.6574e-05-0.00047453i,-0.00018939+7.8961e-05i,-0.00067703-0.00041744i,-0.0011677-0.00062241i,-0.00089489+6.4945e-05i,-1.3378e-05+0.00029882i,0.00058157-0.00028715i,0.00050378-0.00080576i,7.552e-05-0.0010173i,0.00064424-0.00074984i,0.00080966+6.428e-06i,0.00049019+2.2986e-05i
-0.0013916-0.0018279i,-0.00086735-0.0021997i,-0.0011786-0.0014831i,-0.0023548-0.00017106i,-0.0013639+0.00184i,0.0012127+0.0024891i,0.0023952+0.00096532i,0.0019159-0.000175i,0.0012952-0.00051007i,-9.2553e-05-0.00017265i,-0.0013844-0.0005927i,-0.0005924-0.00029475i,0.00038013-0.0001519i,-2.9624e-05-0.00082971i,-0.00044533-0.0010576i,-6.8612e-05-0.00084578i,6.1144e-05-0.00080753i,2.7747e-07-0.00013576i,0.00020549+0.00033129i,0.00030339+0.00032005i,-0.00015685+0.00024858i,-3.378e-05+0.00019418i,-0.00029976-0.00029135i
0.0011719+1.5546e-05i,0.00077242-0.0011304i,-0.00020926-0.0017925i,-0.00052579-0.0019078i,0.00041804-0.00055396i,0.0020303-0.00010966i,0.0020977-0.00046452i,0.00076814-1.0237e-05i,1.8231e-05+0.00018753i,-8.0718e-05-0.00019791i,0.00032979-0.00066108i,0.00065165+0.00013082i,-0.00025674+0.00077889i,-0.00074582-0.00013305i,6.8355e-05-0.00064767i,-3.6215e-05-0.00046278i,-0.00053416-0.00019432i,-1.631e-05+0.0002021i,0.00027105-2.1866e-05i,-5.7608e-05-0.00033579i,-0.00068301-0.00039357i,-0.001208-0.00035117i,-0.0015089+0.00021014i
