4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
-0.00080949-0.00052108i,-0.00070257+0.00040482i,-0.00024776+0.0017322i,-0.00039486+0.0014571i,-0.0012396-0.00054319i,-0.00040398-0.000679i,0.00058156+0.00097748i,-0.00013146+0.0018915i,-0.00067255+0.0015863i,1.2294e-05+0.0013071i,0.0001368+0.0011427i,0.00045307+0.00056452i,0.00057225+0.00016969i,0.00047747+0.00028644i,0.00046488+0.00042475i,-0.00022427+0.00078399i,-0.00056637+0.00077307i,-0.00012464+0.00032918i,0.00019438+0.00034037i,0.00050611+0.00028636i,0.00072651+0.00070471i,0.00035542+0.0017302i,0.00042325+0.0015134i
0.0013297+0.00059809i,0.00019534+0.0014366i,-0.0012697+0.00073238i,-0.0014594-0.00093884i,-0.00095327-0.0011895i,-0.0014208-6.9481e-05i,-0.0012672+0.00070455i,-0.0011052+0.00074603i,-0.00033369+0.0010232i,0.00053443+0.001012i,0.00013849+0.0004554i,-6.0368e-05+0.00028109i,-0.00040468+0.00050622i,-0.00072066+0.00062035i,-0.00030031+0.00083791i,-0.00052268+0.00050681i,-0.00059706-0.00048968i,0.00057064-0.0010941i,0.0008911-0.00070159i,0.00030162-0.00041591i,0.00022859-5.7929e-05i,0.00025194+0.00083931i,0.00052515+0.00091452i
-8.5151e-05-0.00065535i,0.00043456+0.0010222i,0.00012814+0.0022089i,-9.1302e-05+0.0017522i,0.00011063-0.00042193i,0.00058029-0.00069006i,0.00022561+0.00072202i,5.7841e-05+0.0009222i,0.00012911+0.0011643i,-0.00026065+0.0012982i,0.00011367+0.00032772i,0.00010683-0.00021565i,1.6822e-05-0.00017621i,5.9065e-05-0.00046999i,-0.00021999+0.00012094i,-0.00028862+0.00072726i,-0.00039145+0.0005381i,0.0001263-5.2366e-06i,8.6378e-05-0.00023799i,-0.00076081+0.00027284i,-0.00054707+0.00012948i,-4.594e-05-0.00040105i,-2.7572e-05-0.00022957i
-0.00050625+0.00099724i,-0.0010373+0.0018253i,0.00057081+0.0023414i,0.0017686+0.0017303i,0.00048432-0.00049066i,-0.00016472-0.0013426i,-0.00023359+0.00035512i,-0.00031925+0.0010665i,-0.00034959+0.0014139i,6.8198e-05+0.0020352i,0.00052599+0.0015236i,0.00067267+8.9991e-05i,0.00075866-4.3806e-05i,0.0001438+0.00019282i,-0.00080744-0.00021003i,-0.00099439+0.00031011i,-0.00060873+0.0006634i,-3.9218e-05+0.00011225i,-0.00012763-1.7732e-05i,-0.00036336-0.0002017i,-0.00021635-0.00034684i,0.00011066+6.0178e-05i,0.00048706+2.4991e-05i
0.0004879+0.00090718i,0.00060892+0.0018496i,0.00060906+0.0026094i,0.00044604+0.00077325i,-0.00015045-0.0011366i,-0.00072967-0.0020294i,-0.00023585-0.00063493i,-4.5305e-05+0.0012395i,5.0122e-05+0.0012452i,0.00083531+0.00095291i,0.0012144+0.00087675i,0.00072157+7.731e-05i,0.00072766+0.00028297i,0.00063233+0.0011646i,8.9353e-05+0.0014444i,0.00032749+0.0015205i,0.000216+0.00056212i,-0.00077186-5.7109e-05i,-0.00053738+0.00014358i,0.00027815+0.00023779i,5.0893e-05+0.00037532i,-0.00036984+0.0001255i,-0.00055139+0.00016228i
0.00072016+0.001285i,4.1666e-06+0.0022307i,-0.00081312+0.0020609i,-0.0009157-0.00035219i,-0.0018654-0.0016104i,-0.0017057-0.00062601i,-0.00055496+0.00074322i,-0.00041965+0.00089726i,-0.00071799+0.0014105i,-0.00052495+0.001903i,-0.00013642+0.0013744i,0.00017568+0.0014007i,-0.00015187+0.0012449i,-7.3521e-05+0.00056939i,0.00025843+0.00037112i,0.00037928+0.00043751i,-4.8961e-05+0.00026618i,-0.00036493+0.00014415i,-6.7308e-05+0.00048278i,-0.00013502+0.00035305i,-0.00036242+0.00017445i,-0.00032448+9.137e-05i,-0.00050842-0.00022006i
-0.001649+0.00047385i,-0.0012904+0.0013547i,0.00028132+0.0018377i,0.0014852+0.00067507i,0.00065464-0.0004173i,9.8799e-05-0.00091298i,0.00015713-0.00096136i,0.00018173+0.00011817i,0.00047316+0.0016324i,0.00012276+0.0017083i,-5.8021e-05+0.00036674i,-0.00020123-0.000582i,-0.00099618-0.00056252i,-0.00081694-0.00035542i,0.00010537-0.00010191i,0.00083394+0.00067497i,0.00063462+0.0010964i,0.00014782+0.00064953i,-0.00072611+0.00048i,-0.00064169+3.1274e-05i,-0.00043001-0.00051575i,-0.0007475-0.00052427i,-0.0002475-0.00025181i
-0.0003001+0.0014448i,-3.6292e-05+0.002676i,0.0013753+0.0024619i,0.0011054+0.0003238i,-0.00036391-0.0027508i,-0.0013475-0.0034882i,-0.0010008-0.00061607i,0.0005729+0.0014254i,0.001272+0.0021693i,0.00059981+0.00053913i,-3.2329e-05-0.00089682i,0.00016411-0.00054767i,-3.3523e-05+4.3546e-05i,-0.0006473+0.00075696i,-0.00042464+0.0014144i,-4.2493e-05+0.0017027i,-0.00013718+0.00086355i,-0.00032501+0.00033728i,-0.0003227+0.0005199i,-0.00025587-0.00079648i,7.9804e-05-0.00097164i,0.00010929+0.00050647i,0.00050275+0.00047758i
6.1712e-05-0.00037767i,-0.00045835+0.00044258i,-0.0013169+0.00091925i,-0.0011186+0.00050589i,-0.00073278-0.00025915i,-0.00072011+0.00027139i,-0.00024787+0.00045388i,0.00068016+0.00085957i,0.00063091+0.001532i,0.00030591+0.0016974i,-0.00021021+0.0015623i,-0.00014791+0.00046524i,-0.00032525+0.00030275i,-0.00070208+0.00090319i,-0.00050881+0.00086222i,-0.00032248+0.00017594i,0.00042461-0.00044738i,0.00067543-0.00017539i,7.3692e-05-0.00011504i,-0.00060587-0.0003339i,-0.000591-0.00028677i,-0.00037105+0.00016191i,-0.00047458+0.00071438i
-8.0251e-05+0.00058739i,0.00093392+0.0011333i,0.0013912+0.00084442i,0.0011343-0.00087765i,0.00092194-0.0025849i,-0.00073187-0.0015031i,-0.0020093+2.3057e-05i,-0.0011826+0.00055854i,-4.1083e-05+0.0011025i,0.00076153+0.00090248i,0.0010508+0.00071349i,0.00043615+0.00071249i,-1.3088e-06+0.00040398i,0.00036527+0.00026778i,0.00024459+0.00016273i,-0.00040294+0.0003006i,-0.0004306+3.2696e-05i,-0.00027617-0.00043153i,-0.00010463-9.0473e-05i,-0.0005545-4.7722e-05i,-0.00065167-0.00099169i,0.00030473-0.00081162i,0.00080271-3.3504e-05i
-0.0012834+0.00088199i,-0.0013123+0.0016861i,-0.0014172+0.0029056i,-0.00044403+0.0022925i,1.2516e-05+0.0015187i,-7.3648e-05+0.0006911i,0.00028447+0.00078753i,0.00059209+0.0016832i,0.0010407+0.0018035i,0.0013652+0.0013178i,0.00088824+0.00056465i,0.00044418+0.00050343i,0.00045691+0.00142i,0.00047265+0.001465i,0.00015464+0.0013889i,6.6724e-05+0.00085605i,-0.00049235-0.000302i,-0.00014158-0.00034833i,0.00045165+0.00030058i,-0.00019488+0.00055281i,-0.00064308+0.00040392i,-0.00082724+6.2102e-05i,-0.00070858-0.00027191i
0.00067079+0.00092812i,0.0013022+0.0020168i,0.0016825+0.0024292i,0.0014544+0.0011271i,0.0010744-0.00040114i,0.00053394-0.00058588i,0.00012223-0.0003634i,0.00087793-3.1974e-05i,0.00095597+0.00056991i,0.00018969+0.00032313i,0.00040783-0.00039133i,0.00048892-5.2523e-05i,0.00031276+0.00019381i,-0.00038501-0.0002676i,-0.00076687-0.00054765i,-0.00012661-0.00023156i,-1.7876e-05-0.0001443i,-0.00043216-0.00016311i,-0.00083507-0.00011255i,-0.0008615-0.00055173i,-0.00060147-0.00030507i,-0.00081143-7.6116e-05i,-0.00079709+0.00080998i
-0.00047643-0.00033965i,-0.00064562+0.00096855i,-0.00082064+0.001741i,-0.00083772+0.00095367i,-0.00075555-0.00066807i,-0.0010807-0.00081631i,-0.00063209+0.00057084i,0.00042003+0.0014369i,0.00094431+0.00118i,0.0010574+0.0011562i,0.0012284+0.00096318i,0.00058755+3.0566e-05i,0.00030579+6.8713e-05i,0.00012841+0.00021294i,-1.5877e-05+0.00027611i,-0.00019051+0.00078899i,0.00024056+0.00042652i,0.00047121-0.00027199i,0.00046614-0.00027717i,0.00042191-0.00011859i,0.00061589-6.479e-05i,0.0010999+0.0008293i,0.00085529+0.00078369i
-0.00073044+0.0014358i,-0.001879+0.0020968i,-0.0013031+0.0018636i,0.00011718+5.6021e-05i,0.00027722-0.0015727i,-0.00065407-0.0017993i,-0.00081691+0.00014122i,-0.00037526+0.0012459i,0.00067014+0.00096954i,0.0013163+0.0011102i,0.0011752+0.00080386i,0.00023222+1.4897e-05i,-0.00055542+1.4047e-05i,-0.00059035+0.00085426i,-0.00063067+0.0015538i,-0.00079465+0.0015657i,-0.00015091+0.00096803i,0.00067728+4.8515e-05i,0.00073378-5.1339e-05i,6.1453e-05-0.00016182i,-0.00018681-0.00022622i,0.00033513+0.00026036i,0.00059611+9.1632e-05i
-0.00016771-0.0019708i,0.00026985-0.00066958i,0.00054251+0.00034393i,0.00033738-0.00014271i,-0.00073537-0.0012892i,-0.00094757-0.0013573i,0.00053793-0.00018907i,0.0017727+0.0011984i,0.00098919+0.0013158i,3.9381e-05+0.00035196i,-0.00018138-0.00034234i,-0.0002674-0.00027709i,-0.00052538+0.00030183i,-0.0010424+0.00014359i,-0.001098-0.00072678i,-0.00029598-0.0008831i,0.00078828-0.00058825i,0.00045687-0.00083757i,-0.00024074-0.0010803i,0.00024654-1.6721e-05i,0.00016288+0.0011152i,-8.0186e-05+0.00092424i,-7.6852e-05+0.00014848i
0.00030411+0.0016274i,-0.00023145+0.0030394i,-0.00051775+0.0024903i,-0.00021854+0.00079216i,8.9434e-06-0.00043002i,-0.0012322-1.7807e-05i,-0.0010547+0.0010154i,0.00061577+0.0014482i,0.00094988+0.001652i,0.00098866+0.0014261i,0.00095725+0.00069107i,0.00045986+0.00083142i,-0.00012256+0.0010786i,-0.00027656+0.0007323i,-3.4457e-05+0.00018502i,0.00034748-0.00020502i,0.00075986+0.00058448i,0.00063624+0.00087772i,0.00060648+0.00015321i,0.00025764-0.00016452i,-0.00014719+0.00062245i,-0.00052602+0.00050412i,-0.00012247-9.0602e-05i
-0.0015875+0.0013943i,-0.00095045+0.0016246i,-0.00060072+0.0021585i,-0.00030643+0.00031161i,0.00019796-0.0020166i,0.00028791-0.0017582i,1.4315e-05+0.00015511i,-0.00031217+0.0015063i,6.0808e-05+0.0019386i,0.0004001+0.0014409i,0.0001826+0.00069488i,-0.00018564+0.00025904i,-0.00021455+0.00020928i,-0.00024018+0.00049416i,-0.00094915+0.00019497i,-0.00077914-0.00017787i,0.00072247-2.8994e-05i,0.00079881-0.00017014i,-0.00079189-8.4372e-05i,-0.00096006-0.00016196i,-0.00050092-0.00043434i,-0.00070795-0.00052868i,-0.00089651+0.00028413i
0.0010176-0.00037119i,0.0010768+0.00074366i,-0.00028623+0.0014146i,-0.0014354+4.6318e-05i,-0.0018868-0.0022488i,-0.0011811-0.0022741i,1.6099e-05-0.00041811i,0.00028092+0.00042997i,8.1154e-05+0.00039698i,0.00076864+0.0011878i,0.0007132+0.0011938i,0.00061385+0.00056452i,0.00072752+9.3407e-05i,0.00049347-0.00073876i,0.00051728-0.00062771i,-0.00011542-0.00010321i,-1.7704e-06+0.00035652i,0.00044469+0.00013351i,0.00039292-0.00058848i,0.00057531-0.00039552i,0.00060473+0.00013132i,0.00017594+0.00038305i,-7.7096e-05+0.00034357i
-6.0911e-05+0.00025326i,6.2769e-05+0.00086919i,0.00033232+0.0012724i,0.00019039+0.0011317i,-0.00084712-8.035e-05i,-0.0016118+0.00012315i,-0.0013283+0.00091814i,-0.00055212+0.0010167i,3.9889e-05+0.00072175i,0.00070038+0.00066076i,0.00038098+0.00062642i,-0.00015919+0.00027338i,7.815e-05+0.00027978i,0.00041729+6.0043e-05i,0.00061059+0.00068269i,-3.027e-05+0.0018171i,-0.00037847+0.0012112i,0.0002824+0.00012847i,0.00020686-8.6894e-05i,0.00029147+4.6371e-07i,0.0011702+0.0002757i,0.0016538+0.00046079i,0.0013324+0.00045401i
-0.00035337-0.00010809i,0.00034831+0.00016635i,0.00073442+0.00099309i,0.00091457+0.00088119i,0.00060633+0.0002096i,0.00040879+0.00042443i,4.8161e-05+0.0012344i,-0.00044129+0.0017107i,-0.00021192+0.0017868i,0.00046505+0.0013134i,0.0011315+0.00082569i,0.0010979+0.00067395i,0.0001087+0.00054435i,-5.8597e-05-0.00020883i,0.00069032-0.00028049i,0.00095199-0.00012176i,0.00024759+6.9524e-05i,-0.00021464+0.00038806i,-3.3607e-05+0.00014901i,-0.00029195-0.00021655i,-0.00082523-0.00025091i,-0.00057205+0.0002704i,-0.00015101-3.9737e-05i
-0.0010729+0.0012896i,-0.0013497+0.0022171i,-0.00076666+0.002902i,-0.00038998+0.0022539i,-0.00017967+0.00091791i,-1.2737e-05-0.00023422i,0.00019632+0.00028109i,0.00022473+0.0010231i,0.00010605+0.0016788i,0.0004888+0.0017676i,0.000494+0.0007621i,-3.2303e-05+3.8787e-05i,-0.00054392-0.00024873i,-0.00065927-0.00030757i,-0.00045097-0.00041522i,-6.0736e-05-0.00046284i,0.0011576-0.00073278i,0.0012779-0.00088923i,0.00044413-0.00030899i,6.8736e-05-0.00024475i,-0.00033686-0.00071892i,-0.00058956-0.00050495i,-0.00067667-0.00018911i
-0.00049836-0.00050931i,-0.0013248+6.9843e-05i,-0.0018347+0.00045003i,-0.0012179-0.00011164i,-0.0010858-0.0013557i,-0.00097393-0.0012928i,-0.0010467+0.00038878i,-0.00050595+0.00079849i,-0.00043373+0.00080907i,-0.00046165+0.00086735i,0.0001805+0.0010127i,-0.00020814+0.0013093i,-0.0012334+0.0008718i,-0.00095032+0.00036439i,0.0002786+0.00053143i,0.00090395+0.00039288i,0.00065432-0.0001411i,-3.1433e-05-0.00044974i,-0.00018686-6.9045e-05i,0.00066822-1.3969e-05i,0.00069453-7.591e-05i,0.00040067+0.00028978i,9.4359e-05+0.0003459i
-0.00038248-0.00025321i,-0.0010508+0.00036946i,-0.00077193+0.00067129i,-1.8041e-05-0.00055732i,-0.00018765-0.0011035i,-0.00093454-0.00064445i,-0.00093628+0.00031119i,-0.00061312+0.0012421i,0.00024873+0.0010203i,0.00096437+0.00069354i,0.00078481+0.00019404i,-6.0834e-05-0.0001004i,-0.0014643+8.5549e-06i,-0.0016632-0.00025312i,0.00051827-0.00068562i,0.0013161-6.0593e-05i,0.00087702+0.0005543i,0.0011034+0.00030695i,0.0010202+0.00011007i,0.00059915+2.3523e-05i,0.00010833+0.00053622i,-0.00051532+0.00028738i,-0.00075975-0.00081765i
0.0013688+0.0011536i,0.00077579+0.0030574i,0.00077311+0.0028058i,4.741e-05+0.0010438i,-0.0016475-0.0012747i,-0.0027549-0.0020611i,-0.0019578-0.00014696i,-0.00097274+0.001636i,0.00017865+0.0015306i,0.00042305+0.00067653i,0.00065817-0.00010876i,0.00078968-0.00036352i,0.0002345+0.00016224i,-7.8148e-05+0.00045279i,-4.4806e-05+0.00078039i,1.0311e-06+0.00046978i,-8.4396e-05-0.00012376i,4.0171e-05-0.00086747i,-0.00062818-0.00064863i,-0.0011346-0.00035666i,-0.0010195-0.00073306i,-0.00074373-0.00074624i,9.4699e-05-0.00039772i
-0.0020063-0.0006026i,-0.0013879+6.6793e-05i,-0.00064259+0.0017037i,0.00012943+0.0010184i,-0.00022803-0.0013965i,1.6263e-05-0.001722i,0.0008665+0.0001693i,-7.9981e-05+0.0015515i,-0.00031644+0.0016832i,0.00017882+0.0019154i,0.00028356+0.0014391i,0.00020216-0.00010152i,0.0002122-0.00044747i,-0.00021718+7.4151e-05i,-0.00054859+0.00063322i,-0.00040101+0.00040189i,-0.00035477-0.00050884i,-0.00035554-0.00046123i,-0.00055435+7.9255e-05i,-0.00052571+0.00014035i,-0.0004453-2.9355e-06i,-0.0006722+0.00015284i,-0.0002823+4.551e-05i
-0.00046805+0.0021718i,-0.00068001+0.0018268i,3.3639e-06+0.00092008i,0.00077392-0.00026527i,0.00061159-0.00094948i,-0.00075069-0.00085075i,-0.0011182-0.00016387i,-0.00053369+0.00049184i,0.0001147+0.00075406i,0.00068208+0.0010556i,0.00047668+0.0010567i,1.0445e-05+0.00024801i,0.00034109-0.00047184i,0.00059395-0.00013442i,-0.0003387+0.00072436i,-0.00041584+0.00071921i,0.00038029+1.388e-05i,0.00051837-0.0015871i,-1.3164e-05-0.0018744i,-0.0002838-0.00050466i,-0.00069232+0.00024892i,-0.0010966+0.0002225i,-0.00040074-6.0725e-05i
6.0649e-06+0.00021274i,-0.00060338+0.0018962i,-0.00027128+0.0025459i,-0.00073589+0.0012925i,-0.0020299-0.00061i,-0.001319-0.0011259i,9.5472e-05+0.00014799i,-0.00026508+0.0012044i,-0.00019047+0.00086378i,0.00036315+0.00041144i,0.00092747+0.0003478i,0.00075124-0.00025801i,0.0004361-0.00053703i,0.00054183-0.00044653i,0.0010017-7.7464e-05i,0.00057745-0.00026707i,-6.8462e-05-0.0010266i,5.0668e-05-5.5496e-05i,-0.00034814+0.00017561i,-0.00067378-0.00011625i,-0.00028076+7.4621e-05i,0.00038083+2.8373e-05i,0.0011215-6.5345e-05i
-0.00040124+0.00014182i,-0.0010366+0.0017685i,-0.00018961+0.00258i,0.0011873+0.0015413i,0.0014463+0.00022583i,-0.00029983-0.00046591i,-0.0018226-0.0003056i,-0.0016793+0.00084492i,-0.0002135+0.0018916i,0.00093484+0.0015687i,0.00057191-4.2068e-05i,-0.00032018-0.00055073i,-0.00016007-0.0001698i,0.00026698+0.00016371i,0.00051047+0.00081061i,8.9882e-05+0.00049759i,-0.00082965+0.00034216i,-0.00030575+0.00083887i,0.00024619+0.00097665i,0.00028051+0.00089337i,-0.00027269+0.00041289i,-0.00045093+0.00014204i,0.00040201-0.00023403i
0.00016269+0.0028478i,-1.9701e-06+0.0019576i,-0.00055764+0.0016121i,-0.00038051-0.00055022i,-0.00060663-0.0026824i,-0.0008377-0.001241i,-0.00032053+0.00052982i,0.00050861+0.00097925i,0.0012934+0.0015136i,0.0011314+0.001596i,0.00095073+0.00087771i,0.00064032+0.00044955i,0.00054622+0.00070462i,-9.3894e-06+0.00107i,-0.0012246+0.00044508i,-0.0015562-0.00020776i,-0.0012544+5.703e-06i,-0.00066303+0.00045594i,-0.00078399+0.00055184i,-0.0010153+0.0010287i,-0.00099085+0.00070305i,-0.0005725-0.00044828i,0.00010676-0.00029724i
-0.0018905+0.0010009i,-0.0018163+0.0012257i,-0.00082005+0.0012573i,-0.00033625+0.00053703i,9.3897e-05-0.00014477i,-6.4548e-05-1.4269e-05i,4.8391e-05+0.00093182i,0.00040222+0.0014194i,-0.00019317+0.000503i,-0.00018794+0.00022958i,-0.00029465+0.00049565i,-0.00063346+0.00068999i,-0.00064677+0.00039855i,-0.00046209-0.00042888i,-0.00024556-0.00032055i,4.3659e-05-0.00011984i,0.00026968+0.00025644i,0.00039015+0.00011008i,0.00041065+0.00021265i,0.00037393+0.00045014i,0.00043879-0.00034742i,-0.00010023-0.0006216i,-4.5383e-05-0.00012375i
0.00057158+0.0011158i,0.00053033+0.0014846i,-0.00019321+0.00065432i,0.00025694-0.00064519i,-0.00023177-0.0019679i,-0.0013364-0.0012355i,-0.00079824+0.0012299i,0.00017757+0.0019784i,5.8991e-05+0.0022084i,-0.00013538+0.0017249i,-8.7651e-05+0.00088248i,-0.0002279+0.00022473i,0.00024325+0.00044845i,7.3409e-05+0.0010049i,-0.00012908+0.00053005i,-0.00019555+0.0001295i,-0.00022188+0.0002056i,-0.00040578+0.00075283i,-6.3686e-05+0.00084827i,-0.00021559-0.00019978i,-0.00051011-0.00087913i,-0.00013122-0.00024233i,0.00013601+0.00020733i
0.00087804+0.00036984i,-0.00021188+0.0012747i,-0.00074884+0.0021789i,-4.9103e-05+0.0016492i,-0.00023763-4.941e-05i,-0.00099216-0.00061928i,-0.00010614+0.00018369i,0.0010672+0.0015005i,0.0011401+0.002311i,0.00040777+0.0017594i,0.00015665+0.00078471i,0.00086047+0.00047122i,0.00097303+0.00074756i,0.00028431+0.0010226i,-0.00048185+0.00053826i,-0.00067861-0.00013506i,-0.00026158-0.00013295i,-0.0002151-3.7817e-05i,-0.00079444-0.00026052i,-0.00036218-0.00063134i,0.00023056-0.00069958i,7.6669e-05-0.00010895i,-0.0002956+0.0002376i
6.6778e-06+0.00075703i,0.00026033+0.0013907i,0.0010063+0.0014771i,0.00078203-0.00040807i,-0.00030806-0.0019242i,-0.0016119-0.0011901i,-0.0015129-0.00032998i,-5.2772e-05+0.00073834i,0.0007955+0.00086705i,0.00058705+0.0011297i,0.00034315+0.00081715i,0.00034008-4.4385e-05i,0.00045763+0.00037293i,0.00026911+0.00065355i,0.00020385+0.00072167i,-0.00019551+0.0010604i,-0.00086734+0.00087823i,-0.0011656-0.0001213i,-0.00079808-0.00017172i,-0.00061871+0.00033996i,-5.7532e-05+0.00037053i,0.00077123+0.000582i,0.00039287-0.00015293i
-0.0004787-9.0361e-05i,-0.0013351+0.00089087i,-0.00081378+0.0015704i,-0.000556+0.0012887i,-0.00088225+0.00046528i,-0.00041753+0.00082378i,-0.00052906+0.0013748i,-0.0009767+0.0010871i,-0.0003173+0.00091584i,0.00032087+0.00059154i,0.00038694-0.00018895i,-2.6626e-05-0.00019143i,-0.00024195-2.0072e-05i,0.00052717+0.00043805i,0.001097+0.00062364i,0.0011637+0.00017905i,0.00041027+0.0001504i,-0.000361+0.00043872i,-0.0007249+0.00055817i,-0.00043849+0.00011934i,6.1219e-05+1.9836e-05i,-0.00037029+0.000184i,-3.0014e-05-0.00031929i
0.00047539+0.00078135i,0.00038973+0.0012495i,-3.3431e-05+0.0014392i,-0.00089465+0.00018185i,-0.0015669-0.0017185i,-0.0019612-0.001513i,-0.0018863+2.3601e-05i,-0.0010096+0.00077689i,-0.00060872+0.00071713i,-0.00029974+0.00066556i,0.00011309-7.7322e-05i,0.00015813-0.0002763i,5.3449e-05+0.00019989i,-7.1186e-05-0.00029107i,-0.00019993-0.00073369i,-0.00049072-0.00017349i,-0.00097068+0.00076062i,-0.00038314+0.00083346i,0.00035935+0.00031722i,-1.4711e-05+1.6103e-05i,-0.00056983-0.00042255i,-0.00044263+1.1627e-05i,0.00033529+0.0004872i
-0.0027267+0.0011743i,-0.0017626+0.001678i,-0.00038096+0.0025531i,0.00062182+0.0019759i,0.00077171+9.6713e-05i,0.00072179-0.00075644i,0.00055391+7.9376e-05i,-5.0216e-05+0.00096003i,-0.00022401+0.001259i,0.00023573+0.00075328i,0.0001532-9.8835e-05i,-3.191e-05-0.00055066i,-0.00012668-0.00067712i,-0.00036707-0.00051763i,-0.0008355-0.0001055i,-0.00095226-3.649e-05i,-0.00073571-5.8183e-06i,-0.0001063+0.00017975i,0.00028262+0.00010478i,-8.2916e-05-3.2736e-05i,-0.00015545+0.00013939i,9.2273e-05+0.00026689i,0.00012374+0.00044886i
-0.00098054-0.00016561i,-0.00096414+0.00050239i,-0.00010322+0.0012744i,0.00029038+0.00078326i,-9.8e-05-0.00053608i,-0.0012882-0.00021807i,-0.0019701+0.00038711i,-0.00097679+0.00065655i,-0.00012081+0.0012242i,0.00054451+0.0012699i,0.0016094+0.00046011i,0.0016364-0.00065533i,0.0013073-0.00083939i,0.0011514-0.00056674i,0.00037556-0.00081545i,-0.0002356-0.00027022i,-0.0002443+6.9568e-05i,0.0001329-0.00060517i,0.00026564-0.00062879i,0.00015271-0.00037079i,-0.00019956-0.00040696i,-2.74e-05-0.0006629i,0.0006169-4.9385e-05i
-0.0011241+0.00089176i,-0.0005536+0.00088693i,0.00016802+0.0016776i,0.0015171+0.00041565i,0.0022967-0.0021754i,0.0018403-0.0029102i,0.00087542-0.0011503i,0.00036492+0.0003314i,0.0005205+0.0013975i,0.00042233+0.0019472i,0.00073572+0.001068i,0.0007201+0.001099i,-0.00022701+0.0013086i,-0.00059222+0.00045139i,-0.00059361-9.1092e-05i,-0.00021889-0.00035199i,9.329e-05-0.00060936i,-0.00022812-0.00048085i,-0.00076733+0.00036087i,-0.00078466+0.00070658i,-0.00066436+0.00043842i,-0.00049565+0.00011478i,6.4633e-06-0.00017869i
7.6058e-05+0.00018838i,-0.0003383+0.001062i,-0.00047131+0.0010876i,0.00047097+0.00062214i,-0.00053212-0.00023439i,-0.0022059-0.00020346i,-0.0019121+0.00028264i,-0.00092718+0.00097897i,-0.00022391+0.0013146i,0.00015864+0.00082697i,0.00032944+0.0010208i,-0.00031798+0.0013197i,-0.00054072+0.0014094i,0.00024803+0.0010187i,0.0013599+0.00096883i,0.0010598+0.0013433i,-0.00025801+0.0011378i,-0.00054587+0.00053222i,-0.00033382-0.00049447i,-3.7824e-05-0.00080759i,0.00026631+0.00037556i,-0.00033827+0.00099925i,-0.00052559+0.00060623i
-0.00087449-0.00052891i,-0.0015473+0.00039351i,-0.00048857+0.0015416i,0.0005072+0.00090366i,0.00022092-0.00070717i,-0.00099375-0.00075198i,-0.0010036-2.1522e-05i,0.00028261+0.00032725i,0.00058304+0.0011104i,0.00062837+0.0012387i,0.00052133+0.00035588i,0.00051727-6.6362e-05i,0.00080679-0.00023106i,0.00063565-0.00041708i,0.00024879+0.00038831i,0.00022152+0.001109i,-0.00011458+0.00036203i,-0.00061201-0.00020628i,-0.00058206+1.2873e-05i,-0.00065367+1.3372e-07i,-0.00108-0.00030131i,-0.0011175-0.00049373i,-0.00019846-0.00057719i
-0.00046855+0.001593i,-0.0013184+0.0014457i,-0.00092346+0.0010633i,0.0005062-0.00025164i,0.00014009-0.0005861i,-0.00011214-0.0010032i,4.7122e-05-0.00026918i,-0.00040572+0.00089821i,-0.00064524+0.0010461i,0.00023684+0.00069318i,0.0013884+0.00024981i,0.00055136-7.7671e-05i,-2.6386e-05-0.00042305i,-0.00034202-0.00033651i,-0.00083677+6.1548e-06i,-0.00014657+4.81e-05i,0.00026086+7.0389e-05i,-0.00028407+0.00016804i,-0.00063271-0.00015176i,-0.00074009-0.00069012i,-0.0007554+0.00030638i,-0.00035461+0.0010993i,-0.00010459+0.00071013i
-0.0011416+0.00078663i,-0.0010639+0.002237i,-0.0013945+0.0022574i,-0.0013583+0.00079473i,-8.2725e-05-0.00052689i,0.00050292-0.00052661i,0.00072645+0.00065811i,0.00082571+0.00088699i,0.00051405+0.0008349i,0.00036471+0.0011637i,0.00023761+0.00085041i,0.00047798+0.0007907i,0.00072802+0.00096795i,0.00076137+0.00065398i,0.00013123+8.3388e-06i,0.00025233-0.00082065i,0.00077145-0.0006693i,0.00054751-5.2553e-06i,0.00042529+0.0002545i,0.00010061-5.0926e-05i,-0.00017705+0.00035772i,-0.00051902+0.001045i,-0.00044689+0.00090392i
