-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
-0.0040239+0.015806i,-0.019366+0.0096717i,-0.010719-0.042993i,-0.020726-0.067886i,-0.014495-0.045893i,0.0075988-0.038408i,-0.0057515-0.038659i,-0.019408-0.0196i,-0.005369-0.011868i,0.012356-0.012607i,0.026844-0.0050351i,0.037541-0.00040343i,0.043764-0.0080188i,0.043343-0.031978i,0.026145-0.055298i,0.0042018-0.050713i,0.0028325-0.01936i,0.017072+0.010231i,0.022583+0.0079719i,0.011412-0.015397i,-0.0021516-0.019727i,-0.0041954+0.0020659i,-0.00088501+0.022081i
0.11374-0.03102i,0.052599-0.0010694i,0.023989+0.1032i,0.040626+0.12635i,0.015883+0.084324i,-0.0045979+0.064682i,0.016831+0.039099i,0.0099676+0.0073885i,-0.014751+0.013195i,-0.0189+0.02307i,-0.024121+0.020074i,-0.034784+0.023085i,-0.042335+0.040891i,-0.038991+0.076346i,-0.014439+0.10154i,0.010141+0.086312i,0.0063712+0.042776i,-0.014415+0.009981i,-0.019404+0.013832i,-0.0072212+0.030855i,-0.0012074+0.027605i,-0.001999+0.0077671i,0.0040155-0.011815i
-0.083893+0.17522i,0.031356+0.048154i,0.027457-0.10093i,-0.011903-0.074706i,0.03567+0.003775i,0.067068-0.0068372i,0.023105-0.030009i,-0.0099066-0.01601i,-0.010801-0.0083627i,-0.0033-0.015709i,0.0092257-0.02641i,0.017129-0.034659i,0.020985-0.050274i,0.0154-0.081151i,-0.0057717-0.10082i,-0.020782-0.087816i,-0.0086185-0.054809i,0.016373-0.031682i,0.022745-0.034886i,0.009953-0.041945i,0.0030215-0.033263i,0.00092531-0.017063i,-0.0062529-8.6044e-05i
-0.12613-0.29146i,-0.17659-0.10294i,-0.078475+0.033198i,-0.0093753-0.010469i,-0.038661-0.055639i,-0.032974-0.02457i,0.008729-0.014255i,0.0088007-0.019514i,0.00029552+0.00099991i,0.0079648+0.022693i,0.010102+0.035166i,0.0107+0.040801i,0.016771+0.045515i,0.031265+0.061354i,0.048748+0.071636i,0.04781+0.058588i,0.021207+0.036172i,-0.0088719+0.024933i,-0.014912+0.030203i,-0.0030742+0.036185i,0.0010669+0.03228i,-0.0027344+0.022407i,-0.0015469+0.0095573i
0.38794+0.17465i,0.29722+0.015496i,0.075306-0.018769i,-0.031595+0.090062i,0.0037541+0.13016i,0.022287+0.059336i,-0.0060608+0.011779i,-0.021534+0.0088286i,-0.02001+0.0040651i,-0.016458-0.0095989i,-0.01543-0.02805i,-0.023625-0.039697i,-0.042787-0.043494i,-0.070035-0.048232i,-0.087332-0.043699i,-0.075154-0.026643i,-0.039643-0.011546i,-0.0093122-0.0067885i,-0.005104-0.0085499i,-0.012801-0.012524i,-0.010346-0.01458i,-0.00047146-0.007195i,0.0054745+0.0063682i
-0.44854+0.092788i,-0.28916+0.1529i,-0.067101+0.07231i,0.0058666-0.049801i,-0.030781-0.049589i,-0.030233+0.014358i,-0.0051428+0.014525i,-0.011763-0.0084736i,-0.016957-0.00437i,0.00035693+0.00485i,0.017837+0.011244i,0.032068+0.018793i,0.051496+0.024468i,0.077994+0.02845i,0.097051+0.021873i,0.087725+0.0055484i,0.054013-0.0065367i,0.024874-0.0090528i,0.018843-0.0045874i,0.020295+0.0057334i,0.011816+0.016076i,0.0018996+0.012878i,-0.00055108-0.0015997i
0.27208-0.35903i,0.16306-0.32263i,0.03798-0.13356i,0.042867+0.046963i,0.10433+0.059154i,0.091924-0.014198i,0.041485-0.030251i,0.019804-0.0056492i,0.0085638+0.013405i,-0.0087427+0.019998i,-0.024609+0.012473i,-0.036405-0.00051317i,-0.04754-0.01138i,-0.06702-0.015357i,-0.082955-0.0038845i,-0.071237+0.013645i,-0.036697+0.02128i,-0.0072604+0.017011i,0.00022597+0.006937i,-0.00054604-0.0050347i,0.0060308-0.016923i,0.0096826-0.018723i,0.0028701-0.0071074i
-0.066053+0.38506i,-0.062577+0.34919i,-0.063158+0.15117i,-0.12582-0.034181i,-0.16325-0.057685i,-0.09988-0.0068164i,-0.040435+0.00092169i,-0.036934-0.0033942i,-0.024362+0.0018466i,0.0041353-0.0050812i,0.0262-0.0096107i,0.039389-0.0058784i,0.045578-0.0062424i,0.053411-0.013953i,0.056674-0.024675i,0.041424-0.029909i,0.010329-0.026027i,-0.018064-0.013519i,-0.026551+0.00094279i,-0.023156+0.010729i,-0.023169+0.019644i,-0.018085+0.024032i,-0.0035814+0.017609i
-0.047372-0.25653i,-0.0039399-0.28138i,0.046987-0.13838i,0.12639+0.024463i,0.14911+0.05578i,0.088351+0.017584i,0.040086-0.0070391i,0.01961-0.023038i,-0.00083259-0.021254i,-0.009626-0.00075549i,-0.019492+0.012083i,-0.038065+0.01689i,-0.054503+0.025422i,-0.062665+0.041349i,-0.051394+0.05377i,-0.024465+0.048073i,0.0037532+0.028417i,0.025366+0.0068109i,0.032729-0.0071931i,0.030933-0.013864i,0.026334-0.021251i,0.014762-0.022871i,0.00041-0.011691i
0.024563+0.1512i,0.023918+0.2246i,-0.028552+0.15305i,-0.12794+0.073193i,-0.143+0.07549i,-0.072682+0.064029i,-0.037345+0.026i,-0.029865+0.021154i,-0.015215+0.016421i,-0.0093147-0.010223i,0.0017388-0.029817i,0.026718-0.039103i,0.049001-0.04736i,0.055719-0.058072i,0.040147-0.062839i,0.015492-0.047294i,-0.0017704-0.018663i,-0.0088407+0.005745i,-0.010418+0.014524i,-0.015291+0.016872i,-0.016422+0.024523i,-0.0056947+0.020237i,0.0043019+0.00012866i
0.053515-0.19603i,-0.016569-0.26715i,0.0096811-0.21185i,0.10709-0.16694i,0.13074-0.16587i,0.088702-0.12232i,0.057232-0.069712i,0.021919-0.042957i,-0.00012188-0.0029286i,0.014822+0.030504i,0.020283+0.039161i,0.0014906+0.043933i,-0.015623+0.049917i,-0.020865+0.056346i,-0.011699+0.056269i,-0.00033893+0.040095i,-0.0019629+0.014708i,-0.012303-0.0046061i,-0.017318-0.0087943i,-0.0073732-0.010177i,0.0035222-0.017066i,0.00049173-0.010513i,-0.0043147+0.011153i
-0.01465+0.33762i,0.083304+0.35059i,0.045978+0.27534i,-0.051586+0.25173i,-0.066687+0.23875i,-0.042003+0.15222i,-0.040217+0.070674i,-0.02879+0.036013i,-0.015519+0.0090669i,-0.02415-0.010132i,-0.026017-0.021566i,-0.017107-0.035119i,-0.013892-0.044976i,-0.013418-0.049017i,-0.013732-0.043614i,-0.0079213-0.029411i,0.0063995-0.016367i,0.020559-0.0082929i,0.025493-0.001992i,0.014605+0.0068393i,-0.0014725+0.016117i,-0.0078208+0.011204i,-0.0084933-0.0049164i
-0.16751-0.40882i,-0.22297-0.37642i,-0.1532-0.27922i,-0.06735-0.23158i,-0.040464-0.18282i,-0.0073512-0.099613i,0.027321-0.059996i,0.014866-0.049201i,0.0023393-0.025267i,0.019829-0.013538i,0.030717-0.007875i,0.030475+0.0089616i,0.031841+0.025824i,0.03116+0.036187i,0.027816+0.034734i,0.01779+0.027074i,0.0033594+0.025974i,-0.0055766+0.024087i,-0.0054894+0.01302i,0.0034611-0.0035782i,0.016451-0.015681i,0.023975-0.012886i,0.025446-0.001678i
0.38158+0.29889i,0.37612+0.26678i,0.25266+0.21764i,0.16416+0.21219i,0.13337+0.17813i,0.076459+0.095058i,0.012237+0.04634i,-0.0075296+0.038645i,-0.011161+0.033504i,-0.022647+0.028978i,-0.028643+0.019822i,-0.027255+0.0014743i,-0.024914-0.017419i,-0.025514-0.029666i,-0.02675-0.029274i,-0.020901-0.026542i,-0.013416-0.031729i,-0.01242-0.030376i,-0.016619-0.015308i,-0.022918+0.0039804i,-0.028638+0.017402i,-0.030771+0.017399i,-0.029632+0.0087578i
-0.46972-0.065159i,-0.44912-0.080935i,-0.31706-0.11496i,-0.22974-0.15532i,-0.17574-0.13824i,-0.08621-0.080322i,-0.022316-0.05053i,-0.020134-0.037157i,-0.020686-0.016336i,0.0012366-0.010621i,0.016016-0.014802i,0.014396-0.010166i,0.010384+0.00067832i,0.014126+0.012302i,0.021634+0.016286i,0.022272+0.017645i,0.017659+0.023867i,0.016047+0.024557i,0.018852+0.018339i,0.02585+0.0082994i,0.030832-0.0054547i,0.026605-0.0093425i,0.021595-0.004373i
0.38906-0.16528i,0.40261-0.10505i,0.30701+0.003479i,0.23246+0.096457i,0.17201+0.11497i,0.082897+0.074915i,0.024875+0.038816i,0.019274+0.019114i,0.019869+0.0065331i,0.0086361+0.008478i,-0.0016524+0.014226i,-0.0062137+0.011327i,-0.011076+0.0044354i,-0.021631-0.0037152i,-0.031347-0.0082971i,-0.030669-0.010436i,-0.021831-0.01272i,-0.010467-0.013235i,-0.002321-0.015745i,-0.0062962-0.014413i,-0.015355-0.00099847i,-0.017108+0.0088699i,-0.015372+0.0081621i
-0.22397+0.24457i,-0.28568+0.19892i,-0.26621+0.086173i,-0.23796+0.0035002i,-0.18239-0.018219i,-0.082193-0.014437i,-0.018215-0.018535i,-0.018262-0.014893i,-0.022871-0.00048486i,-0.0065611-0.0034464i,0.0079758-0.013946i,0.01442-0.011048i,0.021418-0.0025061i,0.029944+0.0027216i,0.032415+0.0039918i,0.027606+0.0065123i,0.018497+0.011786i,0.0042125+0.01326i,-0.0080849+0.014964i,-0.0035284+0.014505i,0.011704+0.0029913i,0.017151-0.0080517i,0.013952-0.0097489i
0.096481-0.21532i,0.17905-0.22094i,0.20882-0.14437i,0.21323-0.071114i,0.18394-0.026555i,0.10915-0.010632i,0.039296-0.012516i,0.0053112-0.010676i,-0.0063083-0.00073945i,-0.0087881+0.012155i,-0.0074325+0.018797i,-0.011373+0.012955i,-0.020037+0.0029126i,-0.027027-0.00030623i,-0.027784+0.0022908i,-0.021814-0.0012354i,-0.013124-0.013063i,-0.0028989-0.020044i,0.0025998-0.018058i,-0.0075368-0.0097707i,-0.025193+0.0028131i,-0.029693+0.011874i,-0.020029+0.012426i
-0.03559+0.17584i,-0.087538+0.21339i,-0.13018+0.17082i,-0.15657+0.11857i,-0.14707+0.075014i,-0.093508+0.041306i,-0.04207+0.024059i,-0.018448+0.014669i,-0.006135+0.0055965i,0.0028857-0.0094309i,0.0045078-0.023763i,0.005086-0.02457i,0.0086243-0.018268i,0.014588-0.012794i,0.021178-0.0079332i,0.02298+0.00038795i,0.019964+0.014313i,0.016234+0.023683i,0.019693+0.019917i,0.035154+0.0067017i,0.049403-0.0069865i,0.04389-0.011781i,0.024004-0.0065958i
0.020183-0.16828i,0.02828-0.21439i,0.045399-0.18252i,0.060659-0.12258i,0.069272-0.066465i,0.058555-0.036569i,0.031957-0.032509i,0.0082413-0.022944i,0.00079236-0.0033617i,0.0055721+0.011717i,0.010117+0.01981i,0.0097833+0.022572i,0.0055864+0.021374i,-0.0036908+0.016244i,-0.015839+0.0063463i,-0.023382-0.0065827i,-0.024968-0.019739i,-0.025945-0.026862i,-0.034406-0.026706i,-0.052438-0.017915i,-0.063878+0.00021573i,-0.051009+0.0097355i,-0.025455+0.0037985i
0.037821+0.1737i,0.044739+0.19344i,0.030971+0.16281i,0.015587+0.12119i,-0.0011577+0.081525i,-0.0092806+0.051137i,-0.0048015+0.034007i,-0.0052598+0.0172i,-0.014158+0.0025944i,-0.019678-0.0068602i,-0.019529-0.012732i,-0.01755-0.014627i,-0.012753-0.014222i,0.00027962-0.0099043i,0.017156-0.0021417i,0.02739+0.0051291i,0.028065+0.009889i,0.024494+0.014019i,0.025818+0.023954i,0.038913+0.024587i,0.049848+0.0074397i,0.039246-0.0036569i,0.020282+0.0006941i
-0.11203-0.14672i,-0.11417-0.15074i,-0.093272-0.11467i,-0.070819-0.070375i,-0.032925-0.038034i,0.0054889-0.032088i,0.0039144-0.040928i,-0.014719-0.027355i,-0.0099588-0.0013614i,0.0055571+0.0083514i,0.012907+0.0067049i,0.013854+0.0037438i,0.0093636-5.6937e-05i,-0.0046901-0.0030323i,-0.020251-0.0022599i,-0.027222+3.2516e-06i,-0.025562+0.0012967i,-0.015254-0.00031709i,-0.0068664-0.0077669i,-0.016002-0.0060977i,-0.030218+0.010369i,-0.029361+0.016191i,-0.02217+0.0063236i
0.16689+0.054256i,0.15538+0.056114i,0.11221+0.035647i,0.076862+0.014026i,0.032324+0.0069478i,-0.0052774+0.020404i,-0.0005478+0.033329i,0.013205+0.021344i,0.0089327+0.0051568i,0.0023204-0.0012452i,-0.0024757-0.0043485i,-0.0061622-0.0032767i,-0.0026973-0.0004997i,0.0096453-0.00097986i,0.02369-0.0044802i,0.028421-0.0049371i,0.021251-0.001479i,0.0093064+0.0011707i,0.0069768+0.0017976i,0.022599-0.0088137i,0.038499-0.025464i,0.037998-0.024093i,0.030008-0.0094268i
-0.14501+0.053596i,-0.13116+0.041918i,-0.096227+0.03725i,-0.078684+0.052321i,-0.036261+0.054178i,0.012209+0.010571i,0.0095259-0.030679i,-0.012151-0.024386i,-0.010991-0.0017608i,0.00082162+0.0065611i,0.0076175+0.0050335i,0.0071572+0.00093178i,0.0008931-0.00062925i,-0.012336+0.0048929i,-0.025653+0.011564i,-0.02783+0.0085109i,-0.019536-0.0025009i,-0.011932-0.0099949i,-0.020472-0.006559i,-0.043909+0.010503i,-0.057691+0.02849i,-0.050813+0.026853i,-0.036336+0.012412i
0.075213-0.11897i,0.074833-0.10408i,0.067858-0.073453i,0.067191-0.070257i,0.036876-0.054903i,0.00394-0.0061048i,0.0038304+0.016829i,0.003349+0.0028094i,-0.0086781-0.0080826i,-0.015344-0.0077139i,-0.016571-0.004795i,-0.013507-0.0023902i,-0.0060607-0.0027986i,0.0074244-0.0073784i,0.023764-0.01154i,0.031152-0.0073517i,0.026328+0.0040914i,0.021061+0.014204i,0.032588+0.016163i,0.055462+0.0035519i,0.063833-0.016073i,0.050054-0.020789i,0.033974-0.010418i
0.020618+0.12238i,0.014791+0.10062i,-0.021771+0.069374i,-0.047493+0.082546i,-0.025677+0.069549i,0.00047693+0.013201i,-0.0041493-0.014151i,-0.012646-0.0013595i,-0.0026881+0.014745i,0.013586+0.015865i,0.019896+0.0072815i,0.016982+0.0012373i,0.0099931+0.001396i,-0.0020634+0.0077973i,-0.016752+0.015045i,-0.025905+0.014373i,-0.02349+0.0075036i,-0.015324-0.0029821i,-0.017884-0.014808i,-0.035476-0.011466i,-0.047104+0.0094212i,-0.03929+0.020826i,-0.028543+0.014201i
-0.095015-0.082117i,-0.080496-0.065633i,-0.026446-0.069318i,-0.0045299-0.09058i,-0.012717-0.059706i,-0.0082014-0.008845i,0.0027415+0.0034925i,0.0014703-0.0028301i,-0.0063677-0.0048429i,-0.01184-0.0028914i,-0.01341-0.00061085i,-0.012346+0.0014489i,-0.0075613+0.0014801i,0.0023832-0.0060622i,0.013629-0.016419i,0.020689-0.020943i,0.016611-0.019024i,0.0023035-0.0091939i,-0.0029241+0.0053501i,0.010522+0.0048451i,0.025701-0.015148i,0.027024-0.025063i,0.024479-0.016491i
0.12798-0.0023211i,0.10102-0.0067181i,0.050575+0.04541i,0.035623+0.092932i,0.03022+0.076673i,0.019138+0.031633i,0.010567+0.0015622i,0.0010277-0.005716i,-0.00043154+0.00020715i,0.0079708+0.00022842i,0.011859-0.0048305i,0.010863-0.0087153i,0.0067808-0.0096879i,-0.0018268-0.0011662i,-0.0095435+0.012191i,-0.01149+0.019678i,-0.0042862+0.017074i,0.0077533+0.0052716i,0.0059298-0.0026746i,-0.013361+0.0081212i,-0.030766+0.028146i,-0.031165+0.033146i,-0.024264+0.023035i
-0.099591+0.085022i,-0.074493+0.060577i,-0.065382-0.0084572i,-0.062392-0.04157i,-0.032259-0.033176i,-0.0084687-0.020042i,-0.012653-0.0089565i,-0.017531-0.0011401i,-0.015756+0.00061899i,-0.015482+0.0025657i,-0.0148+0.0047996i,-0.012289+0.0068057i,-0.0063772+0.006859i,0.0012129-3.2509e-05i,0.0072894-0.010008i,0.0073157-0.013735i,-0.0016059-0.0066656i,-0.0073463+0.006421i,0.0085359+0.010159i,0.03728-0.0069469i,0.051852-0.027717i,0.042398-0.029413i,0.025102-0.019635i
0.020641-0.12937i,0.022052-0.092509i,0.051194-0.039218i,0.052402-0.0086852i,0.025667+0.013606i,0.020043+0.02042i,0.0273+0.0046207i,0.017991-0.0047005i,0.010439+0.001218i,0.016711+0.0018231i,0.019958-0.0053629i,0.015501-0.0094926i,0.0059857-0.0075238i,-0.0049334+0.0025204i,-0.010538+0.012216i,-0.0084337+0.010078i,-0.0028776-0.0025168i,-0.0046242-0.016714i,-0.024937-0.017444i,-0.051142+0.0013604i,-0.060219+0.020891i,-0.047732+0.024089i,-0.027104+0.017704i
0.063896+0.10249i,0.021587+0.086933i,-0.028017+0.084603i,-0.032343+0.075912i,-0.016682+0.044083i,-0.014876+0.014206i,-0.018143+0.0041575i,-0.014112+0.004758i,-0.0099578+0.0045584i,-0.012412+0.0051434i,-0.016289+0.0093746i,-0.015964+0.010853i,-0.0083271+0.0069861i,0.0032254-0.0013042i,0.011019-0.010031i,0.011392-0.010997i,0.0063883-0.0016038i,0.0068562+0.012349i,0.021863+0.017055i,0.043227+0.0014252i,0.051928-0.020092i,0.040758-0.025219i,0.022513-0.01762i
-0.099965-0.03853i,-0.052179-0.070859i,-0.024848-0.099761i,-0.025452-0.085343i,-0.021172-0.041373i,-4.576e-05-0.0088321i,0.013558-0.0099064i,0.0027863-0.019185i,-0.0071446-0.012843i,-0.0014573-0.0074809i,0.0060233-0.010974i,0.0083789-0.011956i,0.005939-0.0074072i,-0.00033864+0.0022154i,-0.0059794+0.013579i,-0.006141+0.01817i,-0.00083152+0.012363i,0.0035602+0.00040751i,-0.0027232-0.0056702i,-0.020033+0.008279i,-0.032966+0.031694i,-0.028624+0.036372i,-0.017453+0.022133i
0.070671-0.033203i,0.066509+0.034435i,0.068571+0.067783i,0.064775+0.064429i,0.0562+0.040167i,0.028834+0.0051315i,-0.0058382-0.0020333i,-0.011331+0.012048i,-0.0013494+0.014102i,0.00023754+0.012477i,-0.0016147+0.015225i,-0.0026571+0.014691i,-0.00052314+0.0081019i,0.0032306-0.0036358i,0.0034226-0.014709i,-0.00032155-0.017539i,-0.0069765-0.011493i,-0.012135-0.0018831i,-0.0054466-0.00061132i,0.0147-0.01986i,0.029156-0.043549i,0.023961-0.042422i,0.014319-0.023169i
-0.0098294+0.033288i,-0.060842-0.017311i,-0.087363-0.035177i,-0.097804-0.034736i,-0.092627-0.0087283i,-0.040631+0.024077i,0.0081766+0.012862i,0.0034861-0.0073832i,-0.0092338-0.000996i,0.00047903+0.0015874i,0.011409-0.0077705i,0.01335-0.014628i,0.0067562-0.012525i,-0.0015164-0.0015658i,-0.0023572+0.0096526i,0.0051489+0.0098628i,0.013789-0.00086873i,0.011665-0.011807i,-0.0064005-0.0071658i,-0.02892+0.019715i,-0.036978+0.044947i,-0.027078+0.041784i,-0.015309+0.022055i
0.0010416+0.016027i,0.067324+0.010485i,0.079526+0.021671i,0.09288+0.041356i,0.090896+0.017991i,0.036251-0.017466i,-0.0078919-0.01115i,-0.0043171+0.0029444i,0.0054556+0.00018566i,-0.00032318+0.00029367i,-0.010687+0.0051847i,-0.015909+0.0091621i,-0.010935+0.0059748i,-0.0037048-0.0044572i,-0.0012626-0.010592i,-0.0043883-0.0045547i,-0.0099367+0.0098411i,-0.0038903+0.022346i,0.019344+0.018594i,0.041654-0.0079118i,0.04448-0.034279i,0.03059-0.033975i,0.01854-0.018293i
-0.058699-0.031708i,-0.079342+0.0075739i,-0.080806-0.013824i,-0.10459-0.027672i,-0.089158+0.0094667i,-0.019192+0.027439i,0.013224+0.002067i,-0.0072027-0.010362i,-0.019012-0.00075312i,-0.0070362-0.00070636i,0.0063628-0.011604i,0.010861-0.018594i,0.0070273-0.013087i,0.0017229+0.0001795i,-0.0005403+0.0073148i,-0.00039304+0.0020322i,0.00015411-0.010519i,-0.0051899-0.02065i,-0.019366-0.016712i,-0.033494+0.0071071i,-0.036807+0.034114i,-0.02813+0.037344i,-0.019724+0.022284i
0.10517-0.032152i,0.084498-0.050758i,0.095987-0.0075253i,0.12417+0.0050205i,0.097416-0.018595i,0.033301-0.022984i,0.0013984-0.0070167i,0.0058425+0.0018023i,0.012771+0.00052176i,0.0084647+0.0026162i,0.0004337+0.011441i,-0.003353+0.020458i,-0.0013836+0.018821i,0.00068544+0.0048254i,0.00082851-0.0056966i,0.0017491-0.0041752i,0.0022877+0.003527i,0.0028385+0.00977i,0.0068142+0.0056878i,0.01391-0.01594i,0.01896-0.040762i,0.016753-0.042572i,0.013566-0.025301i
-0.056771+0.12513i,-0.043794+0.094094i,-0.097969+0.053114i,-0.13573+0.057139i,-0.10303+0.066832i,-0.038845+0.048388i,-0.0031957+0.018616i,-0.0086221+0.0055802i,-0.018211+0.011676i,-0.011473+0.010655i,-0.0018981-0.0034014i,0.0020464-0.014406i,0.001562-0.012053i,0.0019422+0.00048782i,0.00403+0.0092222i,0.0048382+0.0074989i,0.005474-0.00022498i,0.0075055-0.0058772i,0.0053638+0.0010987i,-0.0018303+0.025617i,-0.0071107+0.050264i,-0.0067292+0.049686i,-0.0060357+0.03081i
-0.06335-0.14292i,-0.026473-0.10403i,0.048289-0.091832i,0.082432-0.089304i,0.06707-0.071401i,0.028998-0.049552i,-0.0008586-0.031673i,-0.0031449-0.022211i,0.0030327-0.021392i,-7.532e-05-0.015864i,-0.0053752-0.0027259i,-0.0045971+0.0061483i,-0.0011912+0.0020627i,-0.0012989-0.0078008i,-0.0042108-0.010512i,-0.0068629-0.0038426i,-0.0096473+0.0070735i,-0.0079823+0.013907i,0.0012737+0.0048414i,0.01037-0.020912i,0.0099688-0.042837i,0.003447-0.042515i,0.0011896-0.027988i
0.1511+0.037676i,0.078506+0.046662i,0.011604+0.082539i,-0.020969+0.092078i,-0.023891+0.078831i,0.0020909+0.056905i,0.017986+0.028561i,0.0037569+0.01829i,-0.0051021+0.025126i,0.0033519+0.021096i,0.010491+0.0054263i,0.011094-0.004883i,0.0092182-0.0029725i,0.0089879+0.0033854i,0.0092835+0.004478i,0.0087278-0.004163i,0.0066758-0.018418i,-0.0004173-0.027062i,-0.013417-0.017849i,-0.0214+0.0080796i,-0.015919+0.031707i,-0.0058349+0.03446i,-0.0021623+0.024448i
-0.1057+0.08718i,-0.064336+0.018186i,-0.045418-0.039017i,-0.029533-0.04747i,-0.017407-0.04161i,-0.023071-0.03422i,-0.02539-0.02095i,-0.017751-0.016352i,-0.013186-0.017127i,-0.012325-0.0093173i,-0.012075+0.0033218i,-0.011115+0.010083i,-0.011513+0.0075649i,-0.013115+0.0028125i,-0.011259+0.0022507i,-0.0045154+0.008287i,0.0026332+0.018222i,0.0090443+0.025208i,0.016204+0.020032i,0.01958-0.0022859i,0.014031-0.024408i,0.0055544-0.027557i,0.003226-0.020236i
-0.015036-0.11444i,0.017171-0.033288i,0.043921+0.0086016i,0.035576+0.020692i,0.026094+0.030613i,0.032027+0.024545i,0.030597+0.0092581i,0.019137+0.0055368i,0.012105+0.009277i,0.013114+0.0042682i,0.013368-0.0095213i,0.0091942-0.017662i,0.0069526-0.015401i,0.0080287-0.0091404i,0.0056395-0.0053657i,-0.0026897-0.0055767i,-0.010692-0.0082898i,-0.012812-0.01058i,-0.011747-0.0038063i,-0.0093501+0.015901i,-0.0043963+0.032014i,0.00030485+0.029449i,0.00082285+0.020208i
0.092303+0.022117i,0.013012-0.0070338i,-0.033868-0.010655i,-0.037749-0.0038326i,-0.030042-0.0010602i,-0.024698-0.0015568i,-0.024952-0.0040832i,-0.025892-0.0056343i,-0.019552-0.0046036i,-0.012931-0.00072369i,-0.0091879+0.0086257i,-0.0038759+0.016426i,-0.00050623+0.014178i,-0.00079049+0.007825i,0.00096719+0.0047398i,0.0060816+0.0035442i,0.010349+0.0033437i,0.01031+0.0028601i,0.007294-0.0060457i,0.0040479-0.025299i,-0.00046364-0.037491i,-0.0050249-0.030134i,-0.0054145-0.018161i
-0.043354+0.079038i,0.026543+0.036225i,0.053226+0.0065555i,0.050888-0.0040606i,0.042564-0.006899i,0.036866-0.0041981i,0.031605-0.0045054i,0.018832-0.0048606i,0.0082095+0.0014395i,0.0092044+0.001841i,0.0098501-0.0083439i,0.0041769-0.012977i,0.00021247-0.0069636i,0.00055219-8.6185e-05i,0.00085472+0.0019243i,-0.00039443+0.00072431i,-0.0013708-0.0020238i,-0.0020049-0.0036783i,-0.0049027+0.0046917i,-0.0058685+0.023616i,-0.0021496+0.03568i,0.0022855+0.029799i,0.0040926+0.01914i
-0.065794-0.074676i,-0.081147-0.012572i,-0.087921+0.018066i,-0.085193+0.040312i,-0.067854+0.050381i,-0.045242+0.033508i,-0.028819+0.014341i,-0.017675+0.0064514i,-0.011623+0.0036481i,-0.010425+0.0041238i,-0.0086391+0.0079885i,-0.0044214+0.0075924i,-0.0033517+0.00063454i,-0.0046313-0.0043106i,-0.0033323-0.0027918i,-0.0011997+0.0017145i,-0.00061584+0.0062619i,0.0021275+0.010046i,0.0062557+0.0056301i,0.0061476-0.011003i,0.0030577-0.024308i,2.4607e-05-0.022839i,-0.0009885-0.016118i
0.11369-0.031808i,0.086255-0.06262i,0.084703-0.07615i,0.074346-0.08822i,0.052615-0.077382i,0.039669-0.047245i,0.026595-0.027407i,0.011073-0.014638i,0.0056877-0.0070622i,0.0066291-0.010218i,0.0049714-0.015651i,0.0044551-0.013777i,0.0082525-0.0079717i,0.010688-0.0045639i,0.0066249-0.0039768i,-0.00096955-0.0056748i,-0.0052849-0.0094473i,-0.0060527-0.013739i,-0.0049676-0.011146i,-0.0018379+0.0051403i,0.00084652+0.021503i,0.0017039+0.022762i,0.0018111+0.016535i
-0.026962+0.11045i,-0.022096+0.09689i,-0.045613+0.10957i,-0.042574+0.12787i,-0.026347+0.10846i,-0.020138+0.063388i,-0.016967+0.026342i,-0.014623+0.0098222i,-0.011017+0.0093341i,-0.0051983+0.013262i,-0.0019296+0.016559i,-0.0034256+0.017411i,-0.0080667+0.015225i,-0.0084199+0.011801i,-0.0018815+0.0084855i,0.0059699+0.0060193i,0.010179+0.0056041i,0.0094667+0.0070778i,0.0058622+0.0032922i,0.00018401-0.012126i,-0.0046421-0.025589i,-0.0073883-0.023798i,-0.0083334-0.016007i
-0.075144-0.078624i,-0.030715-0.069041i,0.0055044-0.10834i,-0.0019853-0.12627i,-0.0038663-0.093798i,0.010649-0.052439i,0.013732-0.024431i,0.00536-0.010917i,-0.003307-0.0061287i,-0.0058776-0.0050215i,-0.0029305-0.0090681i,-0.00015712-0.013337i,0.0006085-0.01318i,-0.00057593-0.010618i,-0.0043122-0.0056879i,-0.0079598+0.00016737i,-0.0087079+0.002409i,-0.0079007+0.0016999i,-0.0057388+0.0067096i,0.00027828+0.021644i,0.0067826+0.030632i,0.01008+0.024099i,0.011226+0.015008i
