-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
2.7682e-05+0.0017102i,-0.0009924+0.00096967i,-0.0014936-1.006e-05i,-0.0016076-2.8185e-05i,-0.0012607-5.573e-05i,-0.0010691-0.00062512i,-0.0010543-0.00056593i,-0.0013217+0.0001618i,-0.0011788+0.0016389i,-0.00097504+0.0021413i,6.715e-05+0.001317i,0.00097292+0.0001364i,0.00067087-0.00091706i,0.00067784-0.0014907i,0.00115-0.001514i,0.00073795-0.00085759i,-7.1131e-05-0.0013506i,-0.00023627-0.0014839i,-0.00010527-0.0005829i,-0.00024998+0.00034315i,-0.00081822+0.0002619i,-0.00089005-0.00058429i,-2.2093e-05-0.00052678i
0.0017921+8.7969e-05i,0.0024201-0.0010133i,0.0023349-0.0017838i,0.0015017-0.00065978i,0.0011137+0.00077124i,2.1599e-05+0.00063718i,-0.00039253+0.00016742i,-0.00040471+0.00037635i,-0.00019898+0.00095045i,0.00014453+0.001037i,-0.00017622+0.00084833i,0.00091579+0.00090306i,0.0019642+0.0014604i,0.0014371+0.001294i,0.00074145+0.00016614i,0.00015659-0.00074729i,0.00036151-0.00066099i,0.00091402-0.00019517i,0.00020175-9.9591e-05i,-0.00081818-0.00019313i,-0.00089399-2.7184e-05i,-0.001077+0.00058372i,-0.0011076+0.00036196i
0.0032924-0.00048926i,0.0034587-0.00050887i,0.0037591-0.00097102i,0.002976-0.0008601i,0.0013482-0.0012938i,-4.1648e-05-0.0016362i,-0.00071453-0.00063141i,-0.00092587+0.00058838i,-0.00092908+0.0014382i,-0.00057453+0.0017544i,6.536e-05+0.0019327i,0.00052098+0.0017316i,0.00011354+0.0016825i,-0.00013848+0.0014931i,0.00013797+0.00082936i,0.00072197+0.00036642i,0.001099+0.00064259i,0.00016098+0.00059717i,8.5359e-05-9.9241e-05i,0.00051628-0.00061609i,0.00020048-0.00035591i,-5.4694e-05+0.0002852i,-9.2472e-05+0.00058296i
-0.00049824-0.00019194i,-0.0012183-0.00053724i,-0.0015591-0.0011741i,-0.0016142-0.00080407i,-0.00042061-5.3893e-05i,-0.00015593+0.00044222i,-0.00087465+0.00011178i,-0.0013942+3.8471e-06i,-0.0012264+0.00051177i,-6.2552e-05+0.0012558i,0.00073686+0.0017912i,0.00032656+0.002814i,-0.00033895+0.0037422i,-0.00015627+0.0027291i,0.00096607+0.0011102i,0.00093416+0.00097018i,0.00038138+0.0011392i,5.3749e-05+0.00078896i,0.00031507+0.00023649i,0.0002511-0.00031807i,-0.00025937-0.0004231i,3.6907e-05-0.00016932i,-1.4235e-06+0.00017419i
-0.0012756-0.00064951i,-0.00042517-0.0013604i,0.00048699-0.0014662i,0.00063698-0.00068976i,0.00028982-0.0002172i,-0.0002993+0.00050314i,-0.0017286+0.0010813i,-0.002324+0.00018506i,-0.0015448-0.0001954i,-0.00032874+0.0010088i,-1.329e-05+0.0015951i,-0.00029973+0.0015614i,-0.00076+0.0018505i,-0.001071+0.0018622i,-0.00087588+0.00071024i,-0.00090778-6.4596e-05i,-0.0010365-0.00016737i,-0.0001284-0.00032952i,0.00055501-0.00044527i,0.00061927-0.00029862i,0.00022491+0.00044733i,-0.0003715+0.00039943i,3.1091e-05-5.2077e-05i
0.00089193+0.0018289i,0.0026795+0.0025916i,0.0027424+0.0013767i,0.0018+0.00048159i,0.00051286-0.00010531i,0.00013967-0.00063341i,0.00021331-9.8043e-06i,-0.00043504+0.00088022i,-0.00096049+0.0015511i,-0.00084988+0.0018067i,-3.913e-06+0.0012373i,0.00058682+0.00049968i,0.00067698+0.00090187i,0.00052221+0.00066107i,0.00018666-0.00054047i,-0.00027561-0.00080735i,0.0002808-0.00091676i,0.00029222-0.00073244i,-0.00085535+0.00013235i,-0.0015027+0.00058435i,-0.0010768+0.00029148i,-0.00024386+0.00024252i,0.00014189+8.4454e-05i
0.0025923+0.0007421i,0.002519+0.0018895i,0.0027159+0.0006056i,0.0022427-0.00044296i,0.0010303-0.00064543i,-0.00033009-0.00045111i,-0.00098367+0.00013814i,-0.0010296+0.00045143i,-0.00044965+0.00077148i,-0.00072876+0.00079152i,-0.0012049+0.00090794i,-0.00027247+0.0011653i,0.00010991+0.00040636i,-2.4444e-05-6.7761e-06i,6.716e-06-0.00067507i,2.033e-05-0.00087473i,-0.00021747-0.00033054i,-0.00088125-0.00023174i,-0.00042755-0.00078144i,0.00015729-0.00082032i,0.00023063-0.00074918i,0.00017427-0.00015301i,6.7386e-05-0.00028422i
-0.00043329-0.0017084i,-0.00083994-0.0012188i,-0.00073856-0.0010987i,-0.00019752-0.00079242i,0.00010027+7.0297e-05i,-0.0007641+0.0007037i,-0.00090183+0.00074343i,-0.00055085+0.00073831i,-0.00016509+0.00071522i,-6.8724e-05+0.0010868i,8.9773e-05+0.0010403i,0.00073511+0.0013545i,0.0011238+0.0010833i,0.0012025+0.00038561i,0.00098992-5.859e-05i,0.00075211-0.00076687i,0.00029252-0.00066348i,0.00018725+6.7018e-05i,0.00089844+0.00038128i,0.00063039+0.00027906i,0.00058852-0.00020114i,0.0007923+9.7212e-05i,0.00028008+0.00039755i
0.00021895-0.0021859i,-0.00072279-0.0017004i,-0.0020025-0.0020049i,-0.0016135-0.0013332i,-0.00065172+0.0010937i,9.2825e-05+0.0022292i,0.00025709+0.0010058i,4.3273e-05-0.00042693i,0.00019608+0.00019178i,-0.00019926+0.0014885i,-0.00055453+0.0019459i,0.00036009+0.0023941i,0.00067117+0.0027892i,0.00080804+0.0026446i,0.0008526+0.0015628i,0.00076199-4.26e-05i,0.0011297-0.0012657i,0.0011032-0.0015832i,0.00069976-0.00059927i,0.00015574+0.00080431i,0.00014226+0.00099444i,8.0509e-05+0.00011004i,-0.00024177-0.00047292i
-0.00075422+0.00071188i,-0.00076801+0.0011672i,-0.0012275+4.7317e-05i,-0.00079616-0.00064768i,-0.00042537+0.00029916i,0.0003675+0.0010707i,0.00087854+0.00052816i,0.0006065-0.00057961i,-0.000301+2.533e-05i,-0.00056674+0.0011578i,-0.00066636+0.0021808i,-0.00069959+0.0026502i,-0.00027389+0.0024387i,-7.8818e-05+0.0022904i,0.00015461+0.001358i,0.00039563+0.00059426i,0.00052337+0.00053122i,0.00044938-0.00021354i,0.00035049-0.00045665i,2.4024e-05-0.00035008i,0.0001127-0.00060348i,0.0003347+2.4065e-05i,0.0004037+0.00045445i
0.0017311-0.00060679i,0.0021247-0.0012063i,0.002324-0.0015014i,0.0019574-0.0021293i,0.0010316-0.0018471i,-0.00031986-0.00064075i,-0.00087486-0.00054974i,-0.0016574-0.00074177i,-0.00099083-0.00012428i,-0.00012271+0.00059221i,-0.00044907+0.00059671i,-0.00062805+0.0011907i,-0.0007009+0.0018002i,-9.992e-05+0.00085581i,-0.00036389-0.00012282i,-0.00083284-7.2178e-05i,-0.00018835-0.00016318i,0.00023749-0.00052462i,-6.5094e-05-0.00073433i,-0.00025636-0.00070196i,0.00010203-0.00037681i,0.00042217-0.00080305i,0.00066198-0.00091393i
-0.00073826+0.00012875i,-0.0017646-0.00022763i,-0.00069325-0.0010681i,0.00049564-0.001249i,0.00040924-0.00042146i,0.000759+0.0010023i,0.00032677+0.001638i,-0.00054164+0.0015482i,-0.0007992+0.0011213i,-0.00054071+0.0012563i,-0.00012688+0.0013783i,0.00019939+0.0009667i,0.00029428+0.0012016i,-0.00016875+0.00059407i,-0.00032351-1.1666e-05i,-0.000233-0.00033218i,-0.000409-0.0003174i,-5.3941e-05+0.00036354i,0.00036703-0.00018635i,-0.00031427-0.00062238i,-0.00045378-0.00014555i,-0.00021814-9.2665e-05i,0.00015439-0.00062524i
-0.0011996-0.0023859i,-0.0015909-0.0025131i,-0.002726-0.0026124i,-0.002898-0.0012215i,-0.0025487+0.00036307i,-0.0022725+0.001565i,-0.0017864+0.00091017i,-0.0013349+0.00018373i,-0.0013078+0.00095344i,-0.0014787+0.0018617i,-0.0012209+0.0021998i,-0.0003169+0.0015512i,0.00029739+0.00039101i,0.00048831+6.3817e-07i,0.00016043-0.00045467i,-0.00020143-0.00073587i,-0.00039773-0.0010069i,-0.00018613-0.0011676i,0.00039887-0.00068919i,0.00020153-6.775e-05i,0.00015574+0.00035113i,0.00033514+0.00084057i,0.00034377+0.00081001i
0.00074214+0.00028213i,0.00060753+0.00040487i,0.0016522+0.00031374i,0.0020105+0.00018291i,0.0019758-5.7934e-06i,0.001377-0.00085697i,0.0013178-0.00062524i,0.00053365+0.00015093i,-0.00034265+0.00020698i,-0.00094177-0.00010251i,-0.00062376+0.00026185i,5.3692e-05+0.0017908i,0.00051244+0.0016656i,0.0014651+0.00045955i,0.0014372+9.1179e-05i,0.00097079-0.00061674i,0.0008251-0.00091625i,0.00056446-0.00021939i,-0.00034043+0.00014152i,-0.00068284-0.00029978i,-0.00028692-0.0006362i,-6.6282e-05-0.00064287i,0.0001437+5.1564e-05i
0.00012635+0.00084224i,9.0087e-05+0.0010876i,0.00069694+0.0018469i,0.00083696+0.0014157i,0.00016831-0.00052327i,0.00020981-0.00064503i,-0.00017466+0.00030959i,-0.00092203+0.00037947i,-0.0013548+0.00035774i,-0.00082385+0.0010042i,-0.00040364+0.0015979i,0.00041239+0.0019735i,0.0013139+0.0028735i,0.0013905+0.003205i,0.0017187+0.0016593i,0.0017881-0.00031974i,0.0019059-0.0012143i,0.0020926-0.0010365i,0.0010112-0.0008115i,-0.00015331-0.00056393i,-0.00019738-0.00058841i,0.00039151-0.00066394i,0.00076148-0.00032987i
-0.0019085+0.0016352i,-0.0021461+0.0014842i,-0.0020348+0.0024135i,-0.00095827+0.0023592i,0.00024617+0.0017767i,-4.4598e-05+0.0010326i,-0.00060266-0.00054688i,-0.00089476-0.00039725i,-0.00047516+0.00096122i,-7.0376e-05+0.0019398i,-0.00063929+0.0020317i,-0.00074108+0.0020406i,-0.00052782+0.0024971i,-0.00011652+0.0028959i,6.9587e-05+0.0023886i,-0.00020987+0.00087392i,-0.00063854+0.00016558i,-0.00080423+8.2313e-05i,-0.00053521+0.00012145i,0.00025385+0.00014344i,0.00064778+7.5698e-05i,0.00055425-0.00010663i,-9.8302e-05-0.0008812i
-0.00093929+0.0019662i,-0.0016035+0.0022783i,-0.0016376+0.0026448i,-0.00072639+0.0021751i,0.00029192+0.001289i,0.00085645+0.00096583i,0.00054169+0.00057094i,-0.00075227+0.00060042i,-0.0010552+0.001384i,-7.6405e-05+0.0017325i,5.8789e-05+0.0014529i,-0.00064666+0.0014645i,-0.00071712+0.0010991i,6.9954e-06+0.00048596i,0.00047876+0.00047932i,0.00041415+9.3415e-05i,2.3024e-05-0.00013692i,-8.3247e-05+8.3155e-05i,-0.00032971+0.00032809i,-0.00066619+0.00040108i,-4.5918e-05+0.00031385i,0.00034458+1.2008e-05i,0.00074348-0.00026745i
0.0019991+0.00015125i,0.0027379-6.4735e-05i,0.0024418-0.00064771i,0.0016035-0.00066734i,0.00071855-0.0011241i,-0.00015342-0.0011223i,-0.00034211+0.00020651i,-0.00082204+0.00082514i,-0.0012329+0.0015016i,-0.0010927+0.0019886i,-0.0012173+0.0015199i,-0.0012927+0.00069061i,-0.0012593-0.00018848i,-0.00082874-0.0002427i,3.1324e-05+5.3018e-05i,0.00017155-0.00057114i,-1.7748e-05-0.0008563i,0.00023923-0.00047486i,0.00048046+0.00017806i,0.00045533+0.00073659i,0.00013769+0.00014162i,-0.00034804-0.00021152i,-0.00051438+0.00011433i
0.0015735-0.00096519i,0.0015365-0.00052546i,0.00088337-0.00043988i,0.00012624-0.00062313i,-0.00016031-0.0010025i,0.00050489-0.00040249i,0.00044192+0.00047979i,-0.00089111+0.00031557i,-0.0013515+0.00075793i,-0.00031155+0.0013434i,0.00017615+0.0015694i,0.00021378+0.0016266i,0.00060143+0.001171i,0.00072216+0.00037795i,0.00037136-0.00067966i,-4.7898e-05-0.00082721i,-0.00033598-0.00069222i,-0.00084897-0.0012315i,-0.00089236-0.0010904i,-0.00076323-0.0005651i,-0.0011879-0.00060068i,-0.0008911-0.00064793i,-0.00047584-0.00054391i
-0.00050925+0.00015859i,-0.00075893+0.001268i,-0.00041813+0.00051458i,-0.0011553-0.0004121i,-0.0014825+0.00010281i,-0.00047752+0.00058002i,0.00022321+0.00033668i,-0.00038995-0.00065948i,-0.00068152-0.00055352i,-0.00033197+0.001323i,-5.1727e-07+0.0021555i,0.00033277+0.0021161i,0.00027739+0.0022802i,0.00067632+0.001542i,0.00096791+0.0005789i,0.00083909+0.00027235i,0.0014248-0.00081854i,0.0013774-0.00095063i,0.0007684+0.00013546i,0.00035491+0.0003597i,-0.00033379+0.00030031i,-0.00019763+0.0003227i,0.00021384+0.00017445i
-0.00051438-0.00081405i,-0.0015623-0.00062991i,-0.00055841-0.00034746i,0.00089862-0.00044491i,0.001353+1.2956e-05i,0.00092893+0.00010753i,-1.8413e-06-0.00011764i,-0.00092532+0.00063285i,-0.00069461+0.0015929i,3.7013e-05+0.0019667i,-0.00031618+0.0023668i,-0.00047911+0.0024701i,0.00039204+0.0018789i,0.0016654+0.0015291i,0.0015332+0.0013668i,0.00045129+0.00043707i,0.00059558+4.5766e-05i,0.0017858-0.00024989i,0.0016476-0.00066377i,0.0013418+8.6219e-05i,0.0012427+0.00093139i,0.00041725+0.0010975i,0.00027815+0.0003674i
-0.0011281-0.0009609i,-0.0013209-0.0018775i,-0.00057761-0.0021426i,-0.00098261-0.0010093i,-0.0021479+0.0009251i,-0.0017431+0.0011254i,-0.0010402+0.00056811i,-0.0016624-0.00020641i,-0.002369-0.00036843i,-0.0020905+0.001026i,-0.00075004+0.0016856i,-9.4273e-06+0.00153i,-0.0003563+0.0014594i,-0.00053379+0.0011525i,-0.00031086+0.0010153i,2.8604e-05+0.00095104i,0.00045329+0.00041705i,0.00067698-0.0006196i,-0.00012888-0.0011559i,-0.00063733-0.00094732i,-0.00044494-0.00059787i,-0.00039831-0.00021334i,-0.00061271-0.00032284i
-4.7942e-05+0.0010627i,-0.00058959+0.0016456i,-0.00013983+0.0018173i,0.0012793+0.0025581i,0.0014807+0.002688i,0.0017984+0.0022277i,0.0012034+0.0012069i,-0.0005677+0.00010205i,-0.0011108-0.00028666i,-0.00049191+0.00058993i,-0.0010845+0.00099286i,-0.0015968+0.0015342i,-0.001537+0.0018631i,-0.00081342+0.00066594i,-0.0002815-7.8348e-05i,-0.0007268-0.00029576i,-0.00046263-0.00043856i,-0.00029928-0.00012236i,0.00028814-0.00029701i,0.00046297-0.00078144i,-9.4328e-05-0.00013719i,-0.0001607-0.00011787i,-0.00060152-0.00039411i
0.00041497+0.0026159i,-0.00078902+0.0017471i,-5.7256e-05+0.0014083i,0.0011819+0.00087851i,0.0010047+0.00027814i,-0.00017466-0.00076952i,-0.0012567-0.0012905i,-0.00068571-0.00078087i,8.6483e-05+0.00045199i,-0.00017891+0.001504i,-0.00023941+0.00048374i,-0.00010366+9.2689e-06i,0.00028161+0.00072129i,0.00093931+0.0007396i,0.0011037+0.00023954i,0.0011153-0.00039608i,0.0008422-2.5413e-05i,0.00074633+0.00050347i,0.00056814-0.00047798i,0.00054224-0.00086497i,-0.00018568-0.0001594i,-0.00069045-0.00021628i,0.00049483-0.00034861i
-4.0524e-06+0.0011263i,0.00044766+0.00093425i,0.0002713+0.0012161i,-0.00053105+0.0010864i,-0.00088152+0.00058593i,-4.2207e-05-7.3648e-05i,0.00057364-0.00053799i,-0.0005585-0.00034797i,-0.0014161+0.00059338i,-0.00063054+0.001932i,-7.7875e-05+0.0023221i,1.1557e-05+0.0018724i,-0.00018842+0.0012447i,-0.00012244+0.00073866i,0.0011836+0.0002561i,0.0011546-7.6315e-06i,0.00039977-0.00012138i,0.00073216+0.00010354i,0.00067383+0.00040771i,9.2381e-05+0.00016757i,5.0267e-05+0.00011253i,-5.8675e-06+0.00039589i,-0.00014823+8.6862e-05i
5.3327e-05-0.00077056i,0.00073608-0.0010099i,8.3854e-05+0.00066736i,-0.00037183+0.0020247i,-0.00010565+0.00206i,-1.3478e-05+0.001425i,-0.00032805-6.1216e-05i,-0.00051533-0.00045687i,-0.00037712+0.00062741i,-0.00066065+0.00099599i,-0.00053955+0.0012647i,-0.00069132+0.0019376i,-0.00089738+0.0021312i,-0.00044818+0.0020111i,0.00052047+0.0013332i,0.0004445+0.00067021i,0.00062978+0.00060653i,0.00174+0.00018078i,0.0014928-0.00037957i,0.0010258-0.00020224i,0.00059804-0.00011324i,-0.00015855-0.00045161i,-0.00057581-0.00082442i
-0.0014226+0.0016106i,-0.0016603+0.0016989i,-0.0022151+0.0013318i,-0.0019942+0.00034632i,-0.00129-0.00033964i,-0.00039916-0.00090348i,-1.8085e-05-0.0012867i,-0.0011577-0.00061969i,-0.0021513+0.00010972i,-0.0019674+0.001002i,-0.00044805+0.0017366i,0.00012451+0.0011045i,-0.00018835+0.00056738i,0.00063593+0.0010384i,0.00078996+0.00086076i,0.00076579+0.00049999i,0.0011657+0.00015703i,0.0013618-0.00043557i,0.00044673-0.0005557i,-0.00026696-0.00021643i,-0.00015064+5.3606e-05i,-0.0002102+0.00012971i,0.00038422+0.00046056i
-0.0021798-0.0014645i,-0.0022967-0.00080386i,-0.0017784+0.00017496i,4.251e-05+0.001621i,0.00064888+0.0025828i,0.0010756+0.0022224i,0.0010875+0.0014726i,2.8428e-05+0.00060598i,-0.00091621+0.00089015i,-0.0010833+0.0017506i,-0.001131+0.0020317i,-0.001065+0.0027226i,-0.00040877+0.0030618i,0.00052601+0.0022913i,0.00079767+0.0011036i,0.00091055-0.00033559i,0.00052531-0.0014712i,0.00014264-0.0014502i,0.00028375-0.00067305i,0.00016993-0.00048674i,-0.00040567-0.00083811i,-0.00062165-0.0008623i,-0.00079566-0.00038767i
0.0017636+0.0023685i,0.00058457+0.0010981i,0.00082846+0.00064031i,-0.00027521+0.00012703i,-0.0012635-7.0199e-05i,-0.0011522+4.958e-05i,-0.00022174-0.00066925i,0.00018197-0.00042738i,-0.0010561+0.0010765i,-0.0014911+0.0019438i,-0.00075838+0.0014674i,-0.00029331+0.00089313i,0.00023138+0.00086637i,0.00070285+0.0010804i,0.00098541+0.00087854i,0.00115-5.3195e-05i,0.0010788-0.00067806i,0.00032849-0.00087042i,-0.000747-0.00091108i,-0.00071934-0.00064786i,-0.00016794+1.1141e-05i,-0.00017447+0.00023293i,-0.00034818-8.0623e-05i
0.0013678+0.0021567i,0.0023829+0.0023193i,0.0035635+0.0023521i,0.0030354+0.0016788i,0.002129-0.00024001i,0.00061526-0.0014709i,-0.00047215-0.00061935i,-0.00076219-0.0004443i,-0.00048683-0.00035338i,-0.0002356+0.00038052i,0.00025459+0.00024943i,-5.0381e-05+0.00050076i,-0.00055319+0.00074285i,0.00055605+0.00039508i,0.0013104+0.00011977i,0.00048638+4.0889e-05i,0.00030507+0.00010528i,0.00034346+0.00042484i,0.00010207+0.00068327i,0.00013876-4.2156e-06i,-0.00011405-0.00075664i,0.00070878-0.0007505i,0.00082687-0.00082733i
-0.00062654+0.00012391i,-0.00031061-0.00025932i,8.185e-05+0.00062191i,6.8917e-05+0.001042i,-4.3909e-05+0.0012102i,-0.00059711+0.0016178i,-0.0010103+0.00055772i,-0.00060244-0.0003386i,-0.001034-0.00012162i,-0.0014216+0.00011303i,-0.0012703+0.00054017i,-0.0007191+0.0011746i,0.00052633+0.0012694i,0.0013244+0.00041793i,0.00079026-0.00071979i,-9.5388e-05-0.00011783i,3.6665e-05+0.00023i,0.0011005-0.00069578i,0.00083224-0.00073313i,0.0003786-0.00051988i,0.0008257-0.00089201i,0.00074282-0.00069805i,0.00052585-6.3914e-05i
0.00098539-0.00093173i,0.00092095-0.00095553i,0.0008788-0.00091906i,0.00075407-0.0011788i,0.00022945-0.00076321i,0.00011967-0.00092106i,-0.00027653-0.0019004i,-0.0010932-0.0012898i,-0.00079332+0.00045249i,-0.00025268+0.0013737i,-0.00091761+0.00088931i,-0.00091796+0.0009618i,-0.00019554+0.00074279i,0.00034244+0.00012164i,0.00087752+0.0005895i,0.0010167+0.0012703i,0.00016931+0.00024513i,-8.4488e-05-0.00081321i,0.00022047-0.00015338i,4.3474e-05+0.00023294i,-0.00024424-0.00023426i,-0.00085369-0.00072675i,-0.00081479-0.001125i
-4.8421e-06+0.00012755i,0.0007978-0.00051667i,0.0013306-0.00024448i,0.0013361+0.0010912i,0.00074225+0.001388i,0.0008987+0.00069087i,-0.00014221+0.00067609i,-0.0015008+0.0010242i,-0.0013749+0.00057848i,-0.0012243+0.00072531i,-0.00067127+0.0019019i,-0.00079396+0.0024135i,-0.00047509+0.0014538i,0.00074483+0.00027077i,0.00027235-0.00036947i,-0.00067371-0.00027775i,5.5498e-05+0.00032067i,0.00049156+0.00065543i,0.00030006+0.00071373i,0.00015484+0.00037278i,0.00038809-0.00061873i,0.0008904-0.00013749i,0.00024944+0.00043479i
0.00097866-0.0035992i,0.0012434-0.0027834i,-9.1037e-05-0.0028522i,-0.0026306-0.0022572i,-0.0032573-0.00061957i,-0.0027466+6.503e-05i,-0.0021318-0.00013691i,-0.0016004-0.00020509i,-0.00076183+0.00028772i,-0.0010386+0.0010654i,-0.0015336+0.0010805i,-0.00070409+0.0015602i,-0.00052832+0.001923i,-0.0011565+0.0015016i,-0.0013941+0.00081496i,-0.0007103+0.00028081i,-0.00030534-0.0001298i,-0.00026227-0.00027133i,-0.00045223-0.00071293i,-0.0012169-0.0010522i,-0.00095233-0.00010251i,0.00016016+0.00074635i,0.00055492+0.00085371i
-0.0014533+7.5332e-05i,-0.0014354+0.00022121i,-0.00062021+6.6207e-05i,0.001106-1.098e-06i,0.0025592-8.1724e-05i,0.0022102-0.00046299i,0.00056635-2.4041e-05i,-0.00082531-7.2309e-05i,-0.0011132-2.2253e-05i,-0.00046578+0.00089618i,0.00017533+0.001032i,0.00013158+0.0010572i,-4.0916e-05+0.001147i,0.00020855+0.00083592i,-8.7624e-05+0.00035553i,0.00052504-0.00056944i,0.00065756-0.00015497i,-0.00041578+3.4252e-05i,-0.00045849-0.00068718i,0.00018985-0.0006019i,-7.1822e-06-0.00012473i,-0.00084585+0.00013685i,-0.00069268-0.00015609i
-0.00010314-0.00010679i,0.00014058+0.0003522i,0.00030693+0.00015998i,-0.0008509+0.00025857i,-0.00084196+0.00031871i,-0.00079876-0.00029173i,-0.0011568-0.00071584i,-0.0018824-0.00055505i,-0.0020712+0.00025407i,-0.0011086+0.00092657i,-0.00042597+0.00040412i,-0.0006136+0.00046318i,-0.00028326+0.0012792i,-1.039e-05+0.0015212i,0.00016588+0.0010676i,0.0006485+0.0008633i,0.0006825+0.00019881i,0.00033257+0.00010587i,-0.00028265+0.00043774i,-0.00084103+9.2819e-05i,-0.00067868-0.00017327i,-9.142e-05+0.00010491i,0.00018312-0.00012381i
-0.00079739+0.002483i,-0.00034988+0.002029i,0.00052314+0.0014911i,0.0012508+0.0010484i,0.0014746+8.4591e-05i,0.001009-0.0006981i,-0.00025606-0.0007469i,-0.0013247-0.00043335i,-0.0010779+0.00060198i,-1.4015e-05+0.0013921i,0.00019108+0.00090446i,0.00013781+0.00040553i,0.00023238+0.0011334i,0.00057005+0.001654i,0.00055804+0.00061679i,0.00037529-0.00050687i,0.00067314-0.0004606i,0.0007336-0.00081532i,0.00086145-0.0012559i,0.00077852-0.0013981i,0.00054367-0.0014566i,0.00068437-0.00082708i,0.00027178-0.00048664i
-0.0027024+0.00078657i,-0.0020272+0.0013412i,-0.0019762+0.0021025i,-0.001097+0.0020728i,0.00017743+0.0022477i,0.00094769+0.0012408i,0.00064532-0.00024167i,-0.00060324+0.0003448i,-0.0012684+0.0013959i,-0.0013348+0.0017739i,-0.00082696+0.0025618i,-6.5463e-05+0.0032875i,-0.00023048+0.0025043i,-0.00026104+0.0015319i,0.00044577+0.0011732i,0.00076114+0.00076083i,0.00033635+0.0011167i,0.00040607+0.0010914i,0.00020691+0.00012895i,-0.00022209-0.00062767i,-3.3773e-05-0.00081569i,0.00020611-0.00050669i,0.00040405+0.00017519i
0.0026013+0.0018428i,0.001844+0.002754i,0.0010154+0.0033424i,0.00079507+0.0017799i,0.0014765-0.00011469i,0.0016957-0.00019933i,0.00075965-7.048e-05i,-0.00055404-0.00028706i,-0.00034234+0.00031924i,0.00070861+0.00074998i,-0.00016478+0.00042007i,-0.0012592+0.00051366i,-0.00082407+0.0012346i,-0.00042315+0.0010615i,-0.00026803+9.0997e-05i,0.00044675+3.3966e-05i,0.00018431+0.00039671i,-0.00014479-0.00032467i,0.00027152-0.00043554i,0.00038486+0.00047729i,0.00083934+0.00056962i,0.0006762-5.8236e-05i,-0.00019747-0.00041967i
-0.00019242+0.00078542i,-0.00070143-0.00068252i,6.5492e-05-0.0012915i,-2.1286e-06-0.00030037i,0.00044927+0.001196i,0.00048732+0.0015967i,-1.2266e-05-0.0001402i,-0.0004498-0.00081898i,-0.0010681+0.00012362i,-0.001096+0.00061692i,-0.00091463+0.00070594i,-0.00022753+0.00061537i,0.00046201+0.0006084i,0.00046067+0.00059894i,0.00056066+0.00075844i,0.0004081+0.00071937i,-0.00013796-0.00021988i,-6.9243e-05-0.00081074i,0.0004978-0.00076371i,1.3505e-05-0.0002085i,-0.00022074-0.00015244i,0.00010121-0.00025916i,0.00022656-5.9182e-06i
0.001315-0.0014873i,0.0021693-0.0016631i,0.0012804-0.0017622i,0.0010328-0.0013538i,0.0011043-0.00026168i,0.00020144+8.9643e-05i,-0.00041773-0.00021653i,-0.0014141+0.00016272i,-0.0020475+0.00085046i,-0.0011126+0.001309i,-0.00063056+0.0014466i,-0.0010042+0.0018091i,-0.001367+0.0019719i,-0.0011707+0.0011i,-0.00052999+0.00095655i,0.00037726+0.0009407i,5.0062e-05-9.9451e-05i,-0.000368-0.0010102i,3.856e-05-0.00071244i,0.0003552-0.00014616i,0.00055004-0.00028485i,0.00040703-0.00056459i,9.9872e-05+0.00010261i
0.00048367+0.0021159i,0.000719+0.0018005i,0.00075084+0.0023718i,0.00050334+0.0016112i,0.00069512+0.00037734i,0.00055094+0.00038558i,-7.8915e-05-0.00013879i,-0.0013038-0.00024567i,-0.0016495+0.00052442i,-0.001144+0.00081276i,-0.00055415+0.00060615i,0.00010049+0.00049142i,0.00031194+0.00048573i,0.00073057+9.2102e-05i,0.0013687-9.4966e-06i,0.00098558+0.00044491i,0.00044752+0.00010803i,-0.00014652-0.00082365i,-0.00071043-0.00053662i,-0.00067462-0.00027559i,-0.0001931-0.00096866i,0.00022319-0.00041398i,-0.00015679+0.00051432i
-0.0022338-0.0024958i,-0.0029982-0.0026785i,-0.0027536-0.0026354i,-0.001737-0.0019705i,-0.0011834-0.00037209i,-0.00062197+0.00021639i,-0.00034512-0.0004182i,-0.00086823-0.00026132i,-0.00070245+0.00031002i,-0.00019009+0.0010796i,-0.001019+0.0019235i,-0.0014626+0.0023435i,-0.00016403+0.0024056i,0.00040336+0.0021015i,0.00036043+0.0014339i,0.00079743+0.00073486i,0.00080724+0.00085779i,-6.331e-05+0.00041467i,-0.00078958-0.00019362i,-0.00054391-0.00024702i,0.00033296-0.00047287i,0.0007855-9.7145e-05i,0.00050803-0.00013659i
