-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
0.0010762+0.00053034i,0.0017341+0.00020626i,0.0010125-0.00034312i,-0.00043234-0.0011275i,-0.00059179-0.0017689i,-0.00084688-0.0016837i,-0.0012021-0.00090114i,-0.00094158-0.00065981i,-0.0011183-0.00041276i,-0.00065582-7.4942e-05i,0.00011106+0.0010728i,-0.00025532+0.0016096i,-0.00031039+0.0010266i,0.00053135+0.00079179i,0.00052023+0.00059747i,-0.00043843+0.00037381i,-0.00041956-1.9624e-05i,-5.3462e-05-0.00023281i,0.00022448-0.00049188i,0.00034781-0.00024696i,-4.206e-05+0.00047767i,2.724e-06+0.0002378i,0.0002499-0.00016917i
0.00017966+0.00037944i,0.00090367-0.00017999i,0.00062595-0.0011497i,-0.00019366-0.0020772i,-0.00080123-0.0017436i,-0.0012048-0.00080411i,-0.0011041-0.00027969i,-0.0012273+0.00022405i,-0.0012599+0.00092066i,-0.00057239+0.0015449i,-0.00045883+0.0011972i,-0.00067412+0.00032261i,-0.0009088-0.00014454i,-0.00043802-0.00025963i,-6.6512e-05+0.00067488i,0.00016491+0.00051417i,0.00038896+0.00021533i,-0.00018103+0.00010628i,-0.00036764-0.00014753i,-0.00029467-0.00018841i,-9.7062e-05-0.00051985i,-0.0006738-0.0012683i,-0.0009452-0.0016119i
-2.5477e-05-0.001042i,-9.1838e-05-0.00082354i,-0.00063829-0.0017333i,-0.0011117-0.0025785i,-0.0010544-0.001752i,-0.00053107+0.00040416i,-0.00077294+0.00088404i,-0.00090957+4.4121e-05i,-0.00040973-1.1324e-05i,-0.00085461+4.7299e-05i,-0.00032916-0.00015163i,0.00097552+0.00074552i,0.00043938+0.0012703i,0.00038116+0.00072523i,0.00036826-0.00033313i,0.00026206-0.00080514i,2.3575e-05-0.00022623i,-0.00043792+0.00022438i,-0.00059545-0.0001796i,-0.00054118-0.00087915i,-0.00050952-0.0011393i,-0.00030942-0.00045847i,-0.00023647+0.00020858i
-0.00076096-0.00074902i,-0.0017207+1.1022e-05i,-0.0020986+9.4604e-05i,-0.0011803-0.00035756i,-0.00047666-0.00062446i,-0.00028132-0.000355i,-0.00043646+0.00039467i,-0.00048518+0.0010109i,-0.00064911+0.0015246i,-0.000938+0.001613i,3.8536e-05+0.001358i,0.0012857+0.001468i,0.0014047+0.00064943i,0.00068649+0.0001275i,0.00017162+0.00023075i,0.00022135+0.00026329i,0.00014242+0.00052481i,-0.00060981+0.00032336i,-0.001274-0.00046935i,-0.0010366-0.0010156i,0.00050682-0.00068311i,0.0013415-0.00015434i,0.00056537+4.8072e-05i
-0.00051441-0.0022382i,-0.00060249-0.0022009i,-0.0013161-0.0019844i,-0.0020167-0.0013216i,-0.0020264-0.00095964i,-0.0015554-0.0007257i,-0.0006457-0.00024989i,-7.5024e-05-0.00065983i,-0.00033625-0.00068088i,-0.0013523-9.212e-05i,-0.0012464-0.00035658i,3.5908e-05-2.3366e-05i,0.00042338+0.00088784i,0.0009581+0.00097683i,0.0009682+0.00088999i,0.00039052+0.00031985i,0.00021342-0.00015693i,0.00037313-0.00043174i,8.4288e-05-0.00068094i,-0.00089323-0.00018303i,-0.00049063-0.00015196i,0.00011769-0.00031735i,-0.0003852-0.00060424i
-0.0018736+0.0015075i,-0.0019975+0.0014441i,-0.0016293+0.0012569i,-0.00039229+0.00045014i,0.00014248-0.00030781i,6.9802e-06-0.0007338i,-0.00066923-0.00057764i,-0.0012598+0.00066276i,-0.00077339+0.0011966i,-0.00050784+0.00012467i,8.1507e-05-0.0001738i,0.00042333+0.0006922i,-0.00021206+0.00063793i,-0.00089467-0.00024657i,-0.0010833-0.00043176i,-0.00072976+0.0008603i,-0.00037695+0.0012852i,-0.00035424+0.00054301i,0.0005917+0.00053514i,0.0011974+0.00072301i,0.00058058+0.00024445i,-9.9482e-06-0.00018962i,9.0317e-05-0.00022972i
0.00096287+0.0016778i,0.0010533+0.0010319i,0.0020526-0.00017052i,0.0024694-0.0022605i,0.0016549-0.0027136i,0.00070015-0.0011083i,-8.4283e-05+0.00055241i,-0.00043862+0.000418i,0.00010532-0.00027483i,0.00055782-0.00030493i,-0.00010258-0.00034654i,-0.0011809+0.00010314i,-0.0012375+0.00096055i,-0.00041399+0.00080964i,3.7676e-07+0.00054519i,7.4638e-05+0.0007879i,-0.00012153+0.0012358i,-0.00039907+0.0013644i,-0.00061847+0.0008205i,-0.00022712+0.00084853i,0.00070282+0.00056574i,0.0012519+0.0002708i,0.00086719+0.00025365i
-0.00015435+0.0019955i,0.00017556+0.0017184i,0.00048734+0.00087963i,0.00064082-0.00013646i,0.00038326-0.00079494i,4.9852e-05-0.0002587i,-0.00016671-0.00019032i,0.0001924-0.0002196i,0.00029089+0.00045937i,0.00071355+0.0011981i,0.00069605+0.0011742i,8.5532e-05+0.00019931i,-0.00017837-0.00035868i,-0.00022916-0.00013856i,-0.0002873+0.00058944i,1.7015e-05+0.00098344i,0.00034121+0.00057516i,0.00028445+0.0004124i,7.189e-05+0.00095586i,-0.00034352+0.00068664i,-1.9046e-05-0.00032458i,0.00014525-0.00080322i,-0.00036776-0.00018437i
0.00056296-0.00070768i,0.00091044-0.0009381i,0.00097943-0.0020177i,0.00025517-0.0024133i,-0.0010023-0.0018573i,-0.002132-0.0011431i,-0.001825-0.00066345i,-0.0015041+0.00019524i,-0.0014074+0.0011289i,-0.00077545+0.0011684i,-0.00032994+0.00071733i,-0.0003235+0.0005973i,-0.0005318+0.00037981i,-0.00017017+0.00010553i,0.00094392+0.00042151i,0.0011459+0.00044394i,0.00043895-0.00053829i,-0.00024337+3.4452e-05i,-0.00054317+0.00061447i,-0.00048213-0.00050541i,-0.00043862-0.0010084i,0.00036408-0.0010563i,-4.1501e-05-0.0009247i
-0.00076354+0.0015595i,-0.00032234+0.00080998i,-0.00097854+0.00059559i,-0.0011253+0.00037123i,-0.0001291+0.00012323i,0.00084684+0.00020535i,0.00035516-0.00010975i,-0.00079898-0.00043326i,-0.00086846-0.00043337i,-0.00039342+0.0004023i,-0.00026074+0.00073539i,-0.00049067+0.00022394i,-0.00021641+1.676e-05i,6.3605e-05-0.00027558i,0.00061878-0.00019074i,0.0008797+1.8156e-05i,0.00025918-0.00017764i,-0.00041536-9.3422e-05i,-0.00023626+0.00022418i,6.067e-05+0.0007229i,-0.00061181+0.00029586i,-0.00079281-0.00028949i,-6.5241e-05-0.00037572i
-0.001834-0.0023278i,-0.0018286-0.0021989i,-0.0023662-0.0011625i,-0.0026938-0.00029533i,-0.0020008-6.5106e-05i,-0.0012111+0.00036639i,-0.00096188-0.00015724i,-0.001188-0.00031672i,-0.0011873+0.00037361i,-0.00022515+0.00046706i,0.00037052+0.00019106i,0.00078817+0.00059544i,0.0013004+0.00089642i,0.0010151+0.00023906i,0.00075336-0.00055682i,0.00068681-0.00038772i,-3.1491e-05-0.00031841i,-0.00044461-0.00021304i,-0.00041091+0.0009641i,-5.5412e-05+0.0012049i,0.00029217+0.00081234i,-0.00055028+0.00062132i,-0.0014806-0.00040121i
-0.00044959+0.0010567i,0.00013494+0.0016706i,-0.00021895+0.0015669i,-0.00038378+0.0002626i,0.00068856+0.00048419i,0.00046895+0.00056362i,-0.00078576+0.00019126i,-0.001115+0.00018316i,-0.00058141+0.00031124i,-0.00013709+0.00071732i,0.00026893+0.00053569i,0.00029468+0.00012456i,-0.00031149+0.00065498i,-0.00061585+0.00066025i,-0.00056326+0.00036507i,-0.00078739+0.00024709i,-0.00096264-0.00015744i,-0.00027102-0.00081535i,0.00023517-0.00065121i,0.00015921-0.00063213i,0.00012013-0.00077175i,-0.00017529-0.00056892i,-0.00050254-0.00016413i
-0.00028126-0.00088185i,-0.00016785-0.00054039i,-0.0011122+4.7731e-05i,-0.0017971-0.00020399i,-0.0011128-0.00044619i,-0.00051011+0.00021554i,-0.00051805+0.00039849i,-0.00045184-8.4001e-05i,-0.00053596+4.1301e-05i,-0.00030529+0.0002066i,0.00039106+8.0911e-05i,0.00019172+0.00036359i,-0.00037436+0.00035779i,-0.00022906+0.00059626i,-0.0004348+0.00047108i,-0.00068695-0.00011663i,-0.00051312+0.00021156i,-0.00041426+0.00033847i,0.00031375+0.00021357i,0.00037629+0.00062281i,-0.00077009+0.00088553i,-0.00064112+0.00020633i,-0.00068931-0.0003673i
0.0009675-0.00028204i,0.0012485+0.00018988i,0.00096061+0.00035709i,-9.2253e-05+0.00049724i,-0.0005308+0.00090129i,0.00057157+0.00091303i,-4.2211e-05+0.00082512i,-0.00093613+0.00015331i,-0.00016379-0.00024717i,0.00039601+0.00038229i,0.00021528+0.00047687i,0.00010211+0.00077537i,0.00016884+0.00051542i,0.00033456-0.00018854i,-0.00026883+0.00048884i,-0.0010732+0.00029589i,-0.0018267-0.00044089i,-0.002123-0.00012372i,-0.0011281+0.00011871i,-0.00016959+0.00059114i,-0.00030623+0.0009816i,-0.00079457+0.00051822i,-0.00099755+0.00034729i
-0.0021879-0.0013327i,-0.002204-0.0013759i,-0.0014885-0.0014344i,-0.0014029-0.00093088i,-0.0018176-0.00044882i,-0.0019285-4.9567e-05i,-0.0014406-0.00047647i,-0.0013916-0.00098156i,-0.0014963-0.00056451i,-0.00073134+0.00073065i,0.00027087+0.00067157i,0.00055544-0.00046902i,0.0004867-0.00056817i,7.8065e-05+0.00026704i,0.00048632+0.0010289i,0.00058171+0.0011644i,-0.00051152+0.00057446i,-0.00089162+0.00052237i,-0.00065296+0.00061392i,-9.7314e-05-0.00046935i,-5.8453e-05-0.00069755i,-0.0003079-0.00035722i,-0.00057989+0.00021343i
0.0013373-0.00028655i,0.00018744-0.00060301i,-0.00099669-0.00159i,-0.00089131-0.002027i,-0.00047776-0.0011332i,-0.00053723+6.4116e-05i,-0.00057596+0.00043083i,0.00014209+0.00017249i,0.00068857-0.00036349i,0.00031856-0.00056796i,-0.00022445-0.00032792i,-0.00024846+0.00014989i,-0.00041917+0.0007193i,-9.621e-05+0.00055274i,0.00027495+0.00013253i,0.00045552-0.00010793i,-0.00023258-0.00040926i,-0.0005686-0.00074342i,0.00010871-0.00068453i,-0.00024001-0.00032953i,-0.00056182-0.0002989i,-0.0005983-0.00018445i,-0.00068854-2.0905e-05i
-0.0013125-0.00012168i,-0.0014447+0.00096472i,-0.0017282+0.0014453i,-0.00079876+0.0010195i,-0.00022846+0.00050469i,-0.0001188-0.00010457i,-0.00036079-0.00012422i,-0.00053755+0.00041704i,-0.00017157+0.00063171i,-0.00027073+0.00028196i,1.3629e-05+0.0001624i,0.00047149-0.00029995i,0.00048834-0.00098958i,2.8324e-05-0.0011298i,-0.00052475-0.00032213i,-0.00073892+0.00040256i,-0.00067893+0.00033471i,-0.00040251+0.00039121i,-0.00059683+0.00060206i,-0.00052586-0.00019043i,3.942e-05-0.00048672i,-9.8805e-05-0.00061174i,-0.00017732-0.00013325i
-0.00076219-0.0018748i,0.00010612-0.0022577i,-0.00053453-0.0025438i,-0.00094217-0.0019458i,-0.00040606-0.00037058i,0.00044099+0.00045814i,-0.00021465+0.00033377i,-0.0012673-0.00027087i,-0.0010392-2.8773e-05i,-0.00054332+0.00044868i,0.00010782-0.00022119i,0.00040892-1.2635e-05i,-0.0005714+0.00050751i,-0.00067781+0.00039734i,0.00019591+0.00080504i,0.00028965+0.0008232i,0.00018972+0.0002197i,-0.00065582+0.00028631i,-0.0011808+0.0006862i,-0.00064987+0.00011653i,-0.00053017-0.00030732i,-0.0002142-0.00037298i,0.00062026-0.000491i
-0.0019138-0.0013163i,-0.002071-0.0010789i,-0.0028662-0.001857i,-0.0021231-0.0016577i,-0.0016171-0.00059195i,-0.0011853+0.00074831i,-0.00092274+0.00066503i,-0.0014077-0.00027114i,-0.0016645-0.00048171i,-0.0015004+0.00069945i,-0.0007315+0.00082766i,0.00012882+0.00066989i,-1.5332e-05+0.0010416i,8.4089e-06+0.00081023i,2.9451e-05+0.00062422i,-0.00084597+3.0273e-05i,-0.00079581-0.00026419i,-0.00057424+0.00045397i,-0.00060578+0.00073031i,-0.00068002+0.00039471i,0.00013537-3.3229e-05i,0.0010533-0.00014039i,0.00056424-0.00032804i
0.00035505-6.1752e-05i,0.00084795-0.00057228i,0.0014497-0.0011563i,0.00019863-0.00083121i,-0.00076561+0.00028176i,-0.00049542+0.00041825i,-0.0013442-0.00016061i,-0.0017837+2.8266e-05i,-0.0011376+0.00077377i,9.6216e-06+0.0010993i,0.00076846+0.0010371i,0.00058403+0.0011359i,0.00017993+0.001116i,-6.4695e-05+0.00068303i,-0.00011428+2.2572e-05i,-0.00018861-6.1937e-05i,-0.00047687+6.838e-05i,-0.00070919-0.00010262i,-0.00055303-0.00036462i,-0.00044082-0.0012333i,-0.00023106-0.0013978i,0.0003054-0.00069022i,0.00096982-0.00031032i
-0.0014263+0.0020934i,-0.0015779+0.0023884i,-0.00089354+0.0028714i,0.00047734+0.0008733i,0.0016519-0.001423i,0.0012266-0.0011813i,-0.00048332-0.00036338i,-0.0011009-0.00035115i,-0.00088666+0.00029908i,-0.00019976+0.00060207i,0.00060821+0.00038893i,-9.0181e-05+0.00010796i,-0.0010718-3.1517e-05i,-0.0010482-0.00027666i,-0.00060507-0.00054538i,-0.00054266+9.319e-05i,-0.0012789+0.00080663i,-0.0015404+0.0012127i,-0.0015175+8.6163e-05i,-7.0418e-05-0.0005514i,0.00080374-0.00033398i,0.00046612-0.00051046i,0.0004825-8.1562e-06i
0.0013541-0.00088603i,0.00085256-0.0013517i,0.00061785-0.0033649i,-0.00046121-0.0040667i,-0.0011002-0.0027395i,-0.0012438-0.0009047i,-0.00083851-4.5534e-05i,-0.00038427-0.00049583i,-0.00046276-0.00070691i,-8.5631e-05-0.00019004i,-0.0003641+0.00021428i,-0.0013254+0.00030948i,-0.00078981+0.00024415i,-0.0005498-0.00016086i,-0.00082968-0.00022059i,-4.0052e-05+0.00058167i,0.00075764+0.0007105i,-9.4973e-05+0.0001158i,-0.00018228+0.00012645i,0.0012747-0.00027767i,0.0016129-0.00155i,0.0011413-0.0017524i,0.00052384-0.0013087i
-9.4567e-05-0.0020206i,-0.00037603-0.001579i,-0.00063022-0.0014814i,-0.0011134-0.00085704i,-0.0012306-0.00031111i,-0.00093117+3.8156e-05i,-0.0001006+0.00040604i,-0.00036103+0.00051713i,-0.00063799+0.00053358i,-0.00088313+0.0017219i,-0.00089007+0.0022836i,0.00013179+0.00089306i,0.00065819-4.8457e-05i,0.00043779-0.00018935i,0.00045356-0.00030916i,0.00034826+4.3245e-05i,-0.00018271-0.00015755i,-0.00049923+0.00019137i,-0.00020443+0.00038416i,0.00043928-0.00054408i,0.00082655-0.0009062i,0.00069484-0.00060332i,0.00031729+0.00015834i
0.0013328+0.00023394i,0.001598-0.00029874i,0.0018933-0.0017855i,0.00091172-0.0025951i,-0.00054193-0.0017484i,-0.0014144-0.0003255i,-0.00094869+0.0003363i,-0.00071362+5.7294e-05i,-0.00032909-0.00057298i,0.0007324-0.00034631i,-0.00021757+0.00036309i,-0.00082192+0.0007668i,-1.0914e-05+0.0013545i,0.00057913+0.00092994i,-3.7658e-05-0.00036956i,-0.00070138-0.00047827i,-0.00094585+0.00041415i,-0.00070434+0.00040428i,-0.00037185-0.00010107i,-0.00038551+9.86e-05i,-3.8565e-06+0.00046325i,-1.0354e-05+0.00062659i,-0.00011288+0.00052414i
-0.0020893+0.0021161i,-0.0023813+0.0014455i,-0.0018594+0.0016277i,-0.00029365+0.0020486i,0.00032142+0.0018562i,1.173e-05+0.00044707i,-0.00024516-0.0009062i,-0.00083305-0.00070042i,-0.00044418+0.00024835i,0.00088275+0.00055645i,0.0012526+0.00015515i,0.00036816+9.2788e-06i,-0.00012857-5.3078e-05i,0.00023426+8.0126e-06i,0.00055211+6.5414e-05i,0.0001334-7.0375e-05i,-0.00048148+0.00017187i,-0.00053712+0.00064821i,-0.00066254+0.00034074i,-0.00076311-0.00049116i,-0.0003412-6.6722e-05i,-2.5052e-05-4.5972e-05i,0.0002053-0.00089236i
-0.00057+0.00052486i,-0.00034069-0.00044326i,-0.00018913-0.00055122i,-0.00064172-0.0012707i,-0.00080399-0.00097709i,-0.0011431-0.00021199i,-0.00075909+0.00011953i,-0.00021421+0.00052127i,-0.00010049+0.0003893i,-0.00019713+0.00023544i,-0.00026714-0.00015642i,-0.00017971-4.232e-05i,-0.00023758+0.0007119i,-0.00094056+0.00047932i,-0.00099134-5.3463e-05i,-0.00017564+0.00039231i,0.00042454+0.00068506i,0.00023883+3.9456e-05i,0.00024072-0.0004315i,5.6544e-05+0.00014459i,-0.00075678+0.00036621i,-0.00059218-0.00010067i,0.00028278-0.00020489i
-4.8546e-05-0.00070584i,-0.00075756-0.00051131i,-0.00067334-0.00064434i,0.00047442-0.00070345i,0.00091304-0.00045613i,0.00040445-0.0001841i,0.00019175-0.0004043i,-6.7103e-05-0.00034738i,-6.5846e-05+0.00036902i,0.00012664+0.00074732i,0.00042275+0.00045339i,2.2458e-05+0.00013341i,-0.00035505+8.5737e-05i,0.00023878+0.00048474i,0.00037148+0.00062553i,0.00023903+0.00024442i,-7.201e-05+0.00046513i,-0.00039884+0.00062517i,-0.00055362+0.000122i,-0.00072649-0.0004118i,-0.00089118-0.00060591i,-0.00058752-0.00049585i,6.6168e-05-0.00077353i
-0.0011274+0.0012415i,-0.001548+0.00079483i,-0.0012542+0.0011664i,-0.00095382+0.00039055i,-0.00098015-0.00089394i,-0.00082665-0.001208i,-0.00017933-0.00073984i,-0.00037994+0.00012109i,-0.00056946+0.00016379i,-0.00039225-8.1606e-05i,0.00052471-5.4255e-05i,0.00075364+0.00010097i,-0.00032329+0.000313i,-0.00050207+0.0003096i,7.9226e-05-0.00026539i,-0.0003611-0.00068532i,-0.00061698-0.00032545i,-0.00026423-0.00031378i,0.00033113-0.00031088i,6.823e-05-0.00018527i,-0.00084222-0.0001838i,-7.9234e-05+5.7477e-05i,0.00038572+0.00018675i
-5.0361e-05-0.00038333i,-0.00041702+1.7929e-05i,-0.00070369-0.00085831i,-0.0013304-0.0015485i,-0.001823-0.001218i,-0.0017743-2.7541e-05i,-0.0014458+0.00025684i,-0.00065014-0.00031802i,-0.0006046-0.00032396i,-0.00033643-0.00044732i,-0.0003673-0.00044173i,-0.0011538-0.00064269i,-0.0011339-8.9153e-05i,5.8525e-05+0.00069204i,0.00073009+0.00044057i,0.00027246+0.00024076i,-0.00028753+0.00027127i,-0.00021731-0.00036869i,-7.7486e-05-0.00061216i,-0.0003797-0.00036734i,-0.00034539+1.3213e-05i,-0.00027161+8.1223e-05i,-0.00018832+0.00045271i
0.00038449-0.00072418i,-9.0443e-05-0.0012766i,0.00025196-0.0012953i,-4.8339e-05-0.0013469i,-0.00082384-0.0013911i,-0.00075517-0.00040592i,-0.00055208+0.00059669i,-0.00061678+0.00020123i,-0.00082157-1.9372e-05i,-0.00068039+0.00025109i,-0.00044106+0.00083635i,-0.00015917+0.00057248i,-0.00046822+0.00018264i,-0.00092254+0.00063014i,-0.0005704+0.00045309i,-6.9639e-05-8.4621e-05i,-0.00035422+0.00015295i,0.00016138-1.6433e-05i,0.0012296-0.00016862i,0.00056973-9.1664e-05i,-8.7164e-05-0.00028029i,0.00037755+0.0001923i,-0.00041812+0.00047411i
-0.00049751-0.0010682i,-0.00029013-0.00080437i,-0.0007441-0.00083136i,-0.00075739-0.0012689i,-0.00039483-0.00079596i,-0.00093312+0.00019871i,-0.00039877+0.00056551i,0.00018035-7.221e-05i,-0.00027618-0.00021088i,-0.00067445+0.00012103i,-0.00068571+0.00063739i,0.00019745+0.0011781i,0.00086827+0.0011387i,0.0010795+0.00039104i,0.00087109+4.7922e-05i,0.00053806+0.00016987i,0.00021829+0.00045757i,-0.00028883+0.00025123i,-0.00045173+0.00044665i,-0.00046211+0.0014531i,-0.00012377+0.0014452i,2.67e-05+0.00055882i,-0.00038368+7.3832e-05i
-0.001617+4.6332e-05i,-0.0013409-0.00015749i,-0.00072311-0.00055408i,-0.00011777-0.00087735i,-0.00065233-0.00026727i,-0.0012332-0.00051087i,-0.0008866-0.00034223i,-0.00092124+0.00051508i,-0.00087432+0.0013834i,-0.00035599+0.001273i,0.0005604-8.5574e-05i,0.00089531+0.00020939i,-7.1682e-05+0.0012714i,-0.00050699+0.0009005i,-0.00029601+0.00021295i,-7.1683e-05-0.00030517i,-8.8405e-05-0.00025476i,-0.00061932+0.00042934i,-0.00082371+0.00099169i,-0.00056709+0.00063602i,-0.00098342+0.00014598i,-0.0010759+0.00020345i,0.00018142+0.00037928i
-0.00061275+0.0012878i,-0.0009929+0.001389i,-0.00076079+0.00072511i,0.00016363-0.0002393i,0.00064752+0.00019341i,-0.00046275+0.00021817i,-0.0007825-0.00019664i,-0.00013084-9.3616e-05i,0.00036633-0.00017437i,1.3641e-05-0.00032654i,-0.00022184-0.0001424i,0.00042558+0.00020402i,-0.00013599+0.0004502i,-0.00026352+0.0006564i,0.00010569+0.0010007i,0.00016173+0.0006384i,-0.00076239-0.00035214i,-0.0016493-0.00018981i,-0.00082936+0.00028435i,0.00017001-2.0106e-06i,2.0454e-05-0.00038933i,-0.00013851-0.00055577i,0.00061391-0.0004801i
-0.0022647+0.0011819i,-0.0011132+0.0012114i,-0.00067515+0.0011559i,-0.00010895+0.00025565i,0.0005581-0.00083438i,0.00058838-0.00086526i,-0.00014003-0.00034096i,-0.00078156-0.00025116i,-0.00049978+0.00061039i,0.00015951+0.00083651i,-2.6363e-06-0.00029175i,-5.8084e-05-0.00045553i,-0.00015924+0.00010893i,-0.00074313+0.00021044i,-0.00046653+0.00078539i,-0.00060778+0.00067055i,-0.00092913+0.00035532i,-0.00046657+2.8746e-05i,0.00010992-0.00041375i,0.00026722-0.00028855i,-0.00027724-0.0002934i,-8.5931e-05-0.0004936i,-2.8777e-05-0.00037887i
0.00094647-0.00086479i,0.0008482-0.00091286i,-0.00051966-0.0018884i,-0.00070704-0.0017186i,-0.0011118-0.00045207i,-0.001697-4.3586e-06i,-0.00058088-0.00031371i,-0.00036859-3.6079e-05i,-0.00073001+0.00035535i,-0.00046055+0.00058694i,0.0001681+0.0013755i,0.00066454+0.0013114i,0.00091326+0.00058187i,0.00088465+0.00029805i,0.00015242-0.00024008i,-0.00054329-0.0002758i,-0.00047006+0.00021348i,0.00019601+0.00019849i,0.0002369+3.6884e-05i,-0.00023405+0.00018587i,-0.000791+0.00044834i,-0.00085634+0.00035473i,-0.00022856-0.00036566i
-0.00054269-0.0014639i,-0.0016319-0.0017022i,-0.0015231-0.0018267i,-0.00092353-0.0017574i,-0.0011489-0.0011201i,-0.0011698-0.00038478i,-0.00064108-0.00025682i,-0.00048312-0.00039406i,-0.00046289-6.4007e-05i,-5.4363e-05+0.0010894i,-0.00036172+0.00098817i,-0.00035125-0.00031182i,0.00036377-0.00054336i,0.00050154-0.00072693i,0.00029641-0.00089119i,-0.00017339-0.00084225i,-0.00079859-0.00021297i,-0.00013806+0.00065321i,0.00083415+0.0010594i,0.00072934+0.00042265i,0.00022942-0.00023037i,-0.000204-0.00071277i,-0.00037988-0.00084575i
0.0012438+0.00026879i,0.0015304+0.00050342i,0.0017214-0.00033957i,0.00039451-0.0018125i,-0.00033276-0.0017529i,0.00030838-0.00069087i,-0.00010123-8.3763e-05i,-0.00036664+0.00061435i,0.00056334+0.0009011i,0.00067916+0.00044693i,0.00031611+0.00037369i,-0.00020892+0.00088097i,-0.00047339+0.001499i,-0.0003908+0.0010063i,-0.00050547+1.5895e-05i,-0.00029537+7.2363e-05i,0.00013783+0.00027239i,7.9414e-05+0.00033246i,-0.00044108+0.00011179i,-0.00082464+0.0002707i,-0.00075154+0.00058987i,-0.00050267+0.00014128i,-0.00057374+2.6234e-05i
-0.0012469-0.001935i,-0.0022424-0.0019858i,-0.0022727-0.0022447i,-0.0015554-0.0022524i,-0.0010374-0.0020802i,-0.0015342-0.0016059i,-0.0013202-0.00087978i,-0.00011141-0.00028916i,0.00014299-0.00015275i,0.00023714+0.00033616i,-0.00028914+0.00082594i,-0.00051701+0.0012998i,0.00019815+0.0016416i,0.00013306+0.00099007i,-0.00055353+0.00040922i,-0.00055425-0.00016336i,-0.00060685-0.0010524i,-0.0002521-0.001273i,6.0612e-05-0.00094335i,0.00021003-0.00066632i,0.00052027-0.00036461i,0.00042096-0.00016919i,-0.0002231-0.00034937i
0.0021251+0.001157i,0.0025776+0.00090096i,0.002504+0.00013036i,0.00085541-0.00032323i,-0.0005464-0.0010123i,-0.00070178-0.00037833i,-0.0010351-4.7443e-06i,-0.0010482-0.00070622i,-0.00030527-0.00049375i,0.0002473-0.00029331i,0.00011877-0.00028886i,-0.00075171+0.00027909i,-0.0012161+0.0010201i,-0.00075947+0.0010855i,-0.00026505+0.00044437i,-0.00045322+0.00042058i,-0.0004606+0.00078881i,-0.00019205+0.00038276i,-0.00074075+9.27e-05i,-0.00035626-0.00035865i,0.0010529-0.00042103i,0.0011869-0.00030824i,0.0008033-0.00034236i
-0.00075292+0.00055052i,-0.00076768+0.00029474i,-0.0011359+0.00020301i,-0.00089163-6.5651e-05i,-0.00040942-0.0011381i,-2.3107e-05-0.0010346i,0.00032264-0.00032416i,-0.0003757-2.6784e-06i,-0.0002106+3.2605e-05i,0.00018598+0.00049226i,-0.00034137+0.00052274i,-0.00034862-1.3605e-05i,4.8535e-06-0.0003139i,0.00037794-0.00023329i,4.3736e-05-0.00024792i,-0.00028784-0.00012297i,-3.5701e-05+0.00039924i,-0.00072817+0.00024741i,-0.001203-0.00023557i,-3.2813e-05-0.00049347i,0.00073456-0.0004885i,0.00060792-0.00059048i,0.0003344-0.00038389i
0.00089204+0.00028557i,0.0014681-0.00017431i,0.0009561-0.00013875i,5.8159e-05-0.00048081i,-0.00030633-0.00097738i,-0.0005237-0.0013053i,-0.00076028-0.0011892i,-0.0007262-0.00054805i,-0.00044855-0.00016257i,-0.00063495+0.00027592i,-0.00046881+0.00055609i,0.00017061+0.00089509i,0.00016276+0.00060464i,4.3262e-05-3.7517e-05i,9.6571e-05+9.6726e-05i,1.6193e-05+0.00019195i,-0.00028096-1.4241e-05i,-0.00030156-0.00038086i,-1.6601e-05+4.5633e-05i,0.00014835+0.00018167i,0.00034872-6.7823e-05i,0.00056428+0.00012603i,0.00064446-0.00030265i
-0.0011457+0.00041539i,-0.0011174+0.00045249i,-0.00098024+0.00099919i,-0.00073522+0.00055029i,-0.00058993-0.0010029i,-0.00093298-0.00085101i,-0.00034648-0.00017581i,-0.00010798-8.4833e-07i,-0.00073503-8.7861e-05i,-0.00069817+0.00012139i,-0.00060471+0.0004153i,-0.00039998+0.00024021i,-0.00026456+4.2822e-05i,-0.00020152+0.00013658i,0.00013707+0.00054035i,0.00015549+0.00068975i,-0.00052761+0.00026231i,-0.0015959+0.00012705i,-0.0014262-0.00014835i,-0.00058995-0.00071904i,-0.00012377-0.00084173i,0.00047724-0.0003193i,0.00059744+0.00041415i
