-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
0.00069617-0.00055107i,0.00050635-0.00035571i,0.0012231+9.913e-05i,0.001516-2.9196e-05i,0.000595-0.0004453i,-0.0008549-0.00061312i,-0.0012866-0.0011592i,-8.6789e-05-0.00092319i,0.00029763-0.00051117i,-0.00031128-0.00042766i,-0.00095715-6.8678e-06i,-0.00057064-1.3491e-05i,-3.6598e-05+0.00013003i,-6.783e-05+0.00089642i,-0.00022194+0.0011574i,0.0003304+0.00088045i,0.00013769+0.0008038i,-0.00052344+0.0010571i,-0.00016995+0.0012023i,-0.00012519+0.00098269i,-0.00030193+0.00030694i,-0.00026797+0.00022347i,7.6829e-05+0.00065356i
-0.00078685+0.0025719i,-0.00069403+0.0022555i,-8.8186e-05+0.0020727i,0.0015259+0.0014606i,0.0032049+0.00024026i,0.0025752-0.0010098i,0.00029891-0.0012571i,-0.00071365-0.00081543i,-0.000249+9.5229e-05i,0.00040407+0.0008361i,0.00013362+0.00039337i,1.4899e-05-0.00068446i,-1.8767e-05-0.0010197i,-0.00024181-0.00023499i,-0.00073958+0.0007416i,-0.00082022+0.00093253i,-0.00094513+0.00075909i,-0.0012852+0.00058558i,-0.0011763+0.00019783i,-0.00098361+9.1568e-06i,-0.00053149+0.00039008i,-0.00034387+0.00054022i,-0.0002401+0.0003275i
-0.00014444+0.0011801i,2.0333e-05+0.0019819i,-4.6626e-05+0.0016853i,0.0012176+0.00049071i,0.0018082-0.0008695i,0.00065421-0.00074349i,-1.2277e-05-0.00045765i,-9.3463e-05+2.231e-06i,-7.5403e-05+0.00070408i,-0.00014784+0.00064403i,-0.00055492+0.00044986i,-0.00050435+0.00044676i,2.2337e-05+0.00061066i,-1.5636e-05+0.00091838i,-0.00019123+0.00012518i,-5.8504e-05-0.00087397i,1.3185e-05-0.00052808i,-2.9918e-05-0.00062066i,-0.000246-0.00087686i,0.00020819-0.00057628i,0.00087269-0.00025149i,0.00051278+7.1188e-06i,-0.00019253+0.00013402i
-0.00072974-0.0032323i,-0.00067532-0.0028315i,-0.0011249-0.0034652i,-0.0010111-0.003974i,-0.00066764-0.002981i,-0.00018172-0.0016672i,-0.00036125-0.00087575i,-0.00028052-0.00026456i,-0.00017164-0.00044306i,-0.00035097-0.00044872i,0.00036236-0.00068449i,0.0016108-0.00058132i,0.0015801+0.0004356i,0.0003536+0.00059112i,-0.00028398+0.00046493i,-0.00035327+0.00047423i,-0.00048941+4.5286e-05i,-0.00030664-0.0002215i,5.6729e-05+0.00067146i,5.5181e-05+0.0010822i,-0.00013216+0.00013449i,-2.3754e-05-0.00024539i,0.00022936-0.00041521i
0.00023856-0.00047439i,0.00047936+0.00026046i,-7.4137e-05+0.0009727i,-0.00055694-0.0002324i,-0.00072418-0.0010663i,-0.00022544-0.00052438i,-1.2484e-05+2.7509e-06i,-0.00056752-4.582e-05i,-0.00084333+0.00035032i,-0.0010706+0.0011267i,-0.00086321+0.00066738i,-0.00015134-0.00073861i,0.00061341-0.0013475i,0.00079252-0.00037741i,0.0006+0.00025193i,0.00023039-0.00017049i,0.00019975-0.00075072i,0.00021418-0.00019575i,-0.00031394+0.00060743i,-0.00069693+0.00065887i,-0.00056868-4.5144e-05i,0.00013765-4.3126e-05i,0.00024693+0.00085659i
0.0028026-0.00064015i,0.0024742-0.00020607i,0.001625-0.0017784i,0.00069638-0.0031529i,0.00038742-0.0030232i,0.00052693-0.0024818i,4.6541e-05-0.0011605i,-0.00025493-6.8147e-05i,-0.00042562-0.00045645i,-0.00042747-0.00012541i,4.369e-05+0.00014167i,0.00086711+0.00033137i,0.00084974+0.00082449i,0.00038675+0.0011059i,0.00032339+0.00087923i,0.00029477+0.0011911i,0.00021516+0.00094967i,0.0001372-0.00020112i,-0.0005762-0.00034978i,-0.0011596-0.00015708i,-0.00047478-0.00070747i,0.00037703-0.00073379i,0.00076403-0.00036719i
0.00090027-0.0015805i,0.00193-0.0012325i,0.001529-0.00073292i,0.00012444-0.0004391i,-0.00055338-0.0010246i,-0.00021875-0.0013913i,-0.00016926-0.00069406i,-0.00059186+5.4502e-06i,-0.00018782-0.00043276i,0.00016526-0.00061777i,0.00037856-0.00020851i,0.00057027+0.00012364i,0.00079874+0.00032612i,0.00058117+0.00039614i,0.00036194+0.00051697i,0.00041155+0.00054138i,0.000287+0.00037589i,-7.612e-05+0.00013461i,-0.00019635+0.00022506i,-0.00035426+0.00051389i,-0.0005702-0.00019896i,-0.00061817-0.00060055i,-0.0005231-0.00021723i
-0.0024874+0.00036854i,-0.0016697+0.0015447i,-0.0018004+0.0024828i,-0.00069272+0.0020402i,-0.00018833+0.00087722i,2.8655e-05-0.00044113i,0.00010755-0.00015605i,0.00021587+0.0006826i,0.00036126+0.00071467i,0.00030939+0.00072175i,0.00034795+0.00041426i,0.00077404-0.00012048i,0.0012876+0.00021395i,0.00047271+0.00013878i,-0.00079371-0.00048094i,-0.00073833-0.00086136i,-0.0002312-0.00065322i,0.00010935-0.00033877i,0.00037221-6.4674e-05i,0.00094389+0.00019962i,0.00054217+0.00021205i,-0.00053523+0.00074192i,-0.0010143+0.0012117i
-0.00059475+0.00036324i,9.0519e-05-0.00046351i,0.00078793-0.0012115i,0.0011026-0.0016222i,0.00066919-0.0020672i,0.00040395-0.0018922i,-0.00027692-0.0011513i,-0.00091318-0.00057344i,-0.00057918-0.0003714i,6.1726e-05-0.00025174i,0.00060445-0.0004461i,0.00072941-0.00021647i,0.00053024+7.3832e-05i,0.0006456-7.5733e-05i,0.00052458+0.0001165i,0.0001334+0.00093915i,-0.00015008+0.00068129i,0.00031146-0.000294i,0.00078688+0.00015231i,0.00019382+0.0012247i,-0.00041252+0.0012578i,-0.00040168+0.00031802i,-0.00021913-0.0007357i
-9.2207e-05-0.00077366i,-0.00034477-0.00043804i,-0.00047748-0.00073861i,-0.00070171-0.00027354i,-0.00075581-0.00049365i,-0.00087346-0.00059177i,-0.0011039+0.00024764i,-0.0012047-1.0487e-05i,-0.00088248-0.00026758i,-0.00093271+0.00029958i,-0.00091876+0.00065587i,-0.0012878+0.00046699i,-0.0021421-0.00030682i,-0.001612+2.9861e-05i,-0.00027018+0.0011303i,-0.00016379+0.00043977i,-0.00056437-0.00024199i,-0.00051958-0.00039089i,2.1309e-05-0.00050326i,0.0003754-0.0004323i,0.00038351-0.00041682i,0.00026864-0.00042728i,7.8471e-05-0.00036598i
0.0015294-0.0020865i,0.001515-0.0021757i,0.00074855-0.0023179i,0.00016373-0.0025801i,-0.00027729-0.0024213i,-0.00047403-0.0010087i,1.3861e-05-2.5129e-05i,-0.00021834+1.4812e-05i,-0.00095304+2.3779e-05i,-0.00042376-0.00025091i,0.00079424-1.1854e-05i,0.0011798+0.00041661i,0.00036537+0.00058957i,-0.00033358+0.00097555i,0.00012837+0.00071663i,0.00086458-5.427e-05i,0.00050736-0.00051743i,-0.0007426-0.000585i,-0.00055055+3.1917e-05i,0.00037548+0.00058264i,0.00044618-0.00013862i,0.00063012-0.00059794i,0.00052083+0.00043586i
0.0010006+0.00097564i,0.0010889+0.0015699i,0.00062191+0.0015112i,0.00064496+9.602e-05i,0.0011015-0.00034936i,0.00093018-0.00077688i,-2.4086e-05-0.0010001i,-0.00021052-0.00072881i,0.00035715-0.00083442i,0.00075414-0.00072491i,0.00063859-0.00071013i,0.00076235-0.00090626i,0.0012249-0.00026285i,0.0010541+0.00072247i,0.00077391+0.0012697i,5.1421e-05+0.00093424i,-0.00036698+0.00031963i,-0.0001481-7.3649e-05i,0.00044853-0.00030915i,0.00070504+3.8593e-05i,0.00050492+0.00068959i,0.00023196+0.00035877i,-0.0003956-0.0001906i
0.0013245-0.0015874i,0.0014956-0.0014156i,0.0025681-0.0028188i,0.0022841-0.003814i,0.0015617-0.0026391i,0.00074484-0.00037161i,0.00025414+0.00070826i,0.00044671+0.00021026i,0.00076318-0.00049549i,0.00035679-0.00045384i,-0.00040976+0.00026419i,-0.00068696+0.0012241i,-0.00076759+0.0011862i,-3.556e-05+0.00093508i,0.00044058+0.0013143i,4.4795e-05+0.00092486i,2.914e-05+0.00022366i,0.00020854-6.6635e-06i,0.00067235+0.0003321i,0.00033411+0.00061277i,-0.00027042+0.00024674i,-0.0002362-0.00093383i,7.5915e-05-0.0019226i
0.00092489+0.00058797i,0.00044812+3.4854e-05i,0.00075211-0.00037698i,0.00076469-2.6866e-05i,0.00015885-0.00032973i,-0.00016618-0.00065186i,-0.00022476-0.00032908i,-0.00083575-9.9999e-05i,-0.00084335+0.00019331i,-0.00054237+0.00045478i,0.00011705+0.00060273i,-0.00012729+7.26e-06i,-0.000297-0.00037099i,0.000497+9.5345e-05i,0.001037+0.00050634i,0.00025123+0.00088938i,-0.00017701+0.00052127i,0.00042394+0.00037453i,0.00083606+0.00058104i,0.00034751-3.4002e-05i,0.00026956-0.00095507i,0.00061622-0.00037815i,-0.00022456+0.00048047i
-0.00013036+0.00097063i,0.0010756+0.00074048i,0.0010708+0.00024584i,0.00047827-0.0012778i,0.00041261-0.0018515i,0.00018779-0.0005472i,-0.0005013+0.00049042i,-0.00079949+0.00050688i,-0.00072127+0.00044258i,0.0003362-2.6045e-06i,0.00058545-0.00014236i,-0.00060845-5.7101e-05i,-0.00091718-0.00027388i,-4.4928e-05+9.8635e-05i,0.00038247+0.00071672i,-0.00023357+0.00090197i,-0.00063771+0.00055403i,-0.0004769+0.00078607i,0.00062822+0.0015613i,0.00072848+0.00080224i,0.00025791-0.00022892i,0.00039082-0.00026705i,-5.0054e-05+0.00018732i
-0.00090871-0.0016945i,-0.00095419-0.0016216i,-0.0011001-0.00088466i,-0.00071554+2.8997e-05i,0.00018017+0.00065674i,0.0009098+0.0005773i,0.0010635-5.1737e-05i,0.00065438+2.9614e-05i,-0.00067021+4.2144e-05i,-0.00073175-0.00054945i,0.0002105-0.00038319i,0.00011519-0.00052189i,8.4371e-06-0.0011708i,0.00032481-0.001119i,-0.00068271-0.001155i,-0.00069868-0.00059741i,-0.00012472+0.00037461i,0.00024347+0.00087391i,0.00036598+0.001292i,-0.00027346+0.001405i,-0.00060541+0.0012402i,-0.00067658+0.0010111i,-0.00018265+0.00053512i
0.0016304-0.0017966i,0.0011191-0.0013987i,0.00045015-0.0015648i,-0.00040804-0.0012227i,-0.0015395-0.00094636i,-0.0013429-1.8262e-05i,-0.00063619+0.00043064i,-0.00045165+0.00050443i,-0.00046405+0.00064926i,-0.00046471+0.00041169i,-2.0568e-05+0.00042149i,-8.917e-06+0.00055964i,-3.6232e-05+0.00052396i,0.0001345+0.00040566i,0.00025728+4.4509e-05i,-0.0001401+0.00026048i,-0.00070326+6.1507e-05i,2.2149e-05-0.0002609i,0.00079934+0.00022076i,1.6047e-05+0.00058442i,-0.00033412+5.3211e-05i,-0.00066357-0.00023053i,-0.00047996-0.00010991i
-0.00039422-0.0014291i,-8.3503e-05-0.001128i,-0.00078568-0.001775i,-0.0010109-0.0023487i,-9.5577e-05-0.0016865i,0.0005861-0.00087485i,0.00020856-0.00020361i,-0.00026053-0.00018322i,8.399e-05-0.00073412i,0.00081224-0.00083739i,0.00091386-0.0010434i,0.00062968-0.0010112i,0.00083554-0.00084519i,0.00033663-0.00025924i,-0.00063483+0.00033459i,-0.00058298-1.4728e-05i,0.00028082-0.00055836i,0.00076357-4.0779e-05i,0.00037123+0.00094532i,-0.00029671+0.0010437i,-0.00038882+0.0002867i,-0.00031901-0.000882i,-0.00052487-0.0011113i
0.0016102+0.00020968i,0.0015502-0.00014656i,0.00049061-0.0007968i,0.00036852-0.00089262i,8.2237e-05-0.00070255i,-0.00070688-0.00079819i,-0.00079958-0.00054639i,-0.00017998-0.00070225i,3.0631e-05-0.0004882i,-0.00033083+0.00024559i,-0.00057704+0.00015597i,-0.00080012-0.00025859i,-0.00039986-0.00040034i,6.2586e-05+1.5952e-05i,-0.00018237+0.00030274i,-0.00061762+0.00075743i,8.3039e-05+0.0008006i,0.0006271+0.00011145i,0.0002755-0.00015721i,-0.00057281-0.00022607i,-0.0013211-1.996e-05i,-0.00082287+0.00018721i,-0.0001927+0.00072732i
-1.3819e-05+0.00029099i,-6.9396e-05+0.00042868i,0.0005447+0.00040441i,0.0010711-0.00036843i,0.00071291-0.00078463i,-0.00040779+4.2548e-05i,-0.0005293+0.0007003i,-0.00021331+7.4255e-05i,-0.0004904-0.00015902i,-0.00018312-0.0005957i,0.0013703-0.0001347i,0.0017769+0.00010318i,0.00086503-0.00056206i,-0.00023464-0.00072643i,-0.00044787-0.00071026i,-0.00041965+0.00032628i,-0.00070591+0.0010477i,-0.00033884+0.00066592i,0.00042928+0.00037318i,0.00074376-0.00027747i,0.00056362-0.0002691i,0.00033402-0.00014609i,-0.00024725-0.00041769i
-0.001039+0.00074491i,-0.0003155+0.00089552i,0.00028238+0.0016184i,-0.00012824+0.0014366i,0.00051808+0.0008546i,0.0010526+0.00014514i,-0.00018363+0.00017923i,-0.001126-0.00018588i,-0.00050025-0.00022458i,0.00025387+0.00053897i,0.00068349+0.00019517i,0.00038595-0.00050957i,-0.00022963-0.0010599i,-0.00081242-0.00069632i,-0.0008997+0.00013285i,-0.0003544+0.00011427i,9.1173e-05+0.00011539i,0.00033623-0.00016462i,0.00023573+0.00041866i,-0.00011688+0.0011604i,-0.00076832+0.00074987i,-0.00059463+0.00075099i,-0.00032655+0.00038045i
1.3629e-05-0.0022479i,-0.00022048-0.0017697i,-0.00035448-0.0019095i,-0.00040369-0.0015341i,-0.00045634-0.0010684i,-8.309e-05-0.00038211i,-0.00010253-0.00016408i,-0.00042811-0.00043024i,-0.00056665-6.9742e-05i,-0.00012744-0.00020149i,0.00043475-0.00034582i,3.4955e-05-4.4369e-05i,-0.00042362+7.4846e-05i,-0.00048803+0.00017288i,-0.00039049-0.00040478i,-0.00040381-0.00097131i,-0.00020637-0.000179i,-0.00045046+0.00028422i,-0.00038866-0.00035075i,-0.00015873-0.00058204i,4.4754e-05-0.00056593i,5.8364e-05-0.00047125i,-0.00017575-7.2479e-05i
-0.00084179+0.0014251i,-0.0012127+0.0014002i,-0.00034146+0.0022678i,0.0012164+0.0016956i,0.0018472+0.00015705i,0.0014007-0.0007518i,0.00045621-0.0004774i,-0.00030916-9.2857e-05i,-0.00028894+0.00016324i,0.00017926+0.0010843i,0.00078761+0.00095063i,0.000469-0.00033941i,-9.0058e-05-0.00066257i,-0.00083134+4.5958e-05i,-0.0014863+0.00029329i,-0.0010014-0.00011706i,-0.00085262-0.00049943i,-0.0007037+0.00052698i,-0.00070399+0.0014315i,-0.00062362+0.00095978i,-0.00073575+0.00032735i,-0.00075773+0.00017111i,-9.8796e-05+0.00013292i
0.001828-0.0011054i,0.0010222-0.0024029i,0.00080077-0.0029101i,2.0877e-05-0.0026052i,-0.00046272-0.0026644i,-0.00045687-0.0017487i,3.0098e-07-0.00011571i,0.00032408+0.00064901i,-0.00031159+4.709e-05i,-0.0004609-0.00080451i,0.0005624-0.00080699i,0.00090949-0.00029245i,0.00065897+0.00069241i,0.00012022+0.0013546i,0.00028925+0.0010146i,0.00075115+0.00025814i,0.00059442+0.00014966i,1.9962e-05+0.0003875i,-0.00029735-0.00012454i,-3.973e-05-0.00058954i,0.00027081-0.00096896i,0.0010497-0.0011996i,0.00049909-0.00037165i
-0.0015101-0.00093317i,-0.0019766-0.00086411i,-0.0019714-0.0003939i,-0.0015918+0.00061313i,-0.0010607+0.00088931i,-0.00034959+0.00011293i,-0.00043291-0.00028529i,-0.00071776-0.00027547i,-0.00053797-0.00040017i,-0.00067317-0.00070986i,-0.0002556-0.00028407i,0.0002537-0.00056004i,0.00037287-0.0011176i,-5.8732e-05-0.00034004i,-0.00019961+0.00076643i,-0.00026731+0.0010148i,-0.00034127+0.00017187i,9.8173e-05-0.00033673i,0.00034639-7.422e-05i,-0.00052225-7.5813e-05i,-0.0009543+0.00014029i,-0.00011089+0.00045226i,7.0973e-05+0.00031687i
-0.0019058+0.0010051i,-0.0026952+0.0014535i,-0.0021367+0.0017114i,-0.00071007+0.00066357i,0.00038276-0.00062806i,0.0011245-0.0010941i,0.00065235-0.00099127i,-0.00043081-0.00092124i,-0.0010211-3.8418e-05i,-0.001091+0.00052859i,-0.00046718+0.00016019i,0.00061777-0.00076808i,0.00086968-0.00081491i,0.00066637-0.00028093i,-9.7644e-05-0.00078977i,-0.0012113-0.00098587i,-0.00080162-0.00022568i,-8.7857e-05+0.00027777i,0.00018069+0.00044695i,-0.00016781+0.00034008i,-0.00078335+0.00037278i,-0.00053081+0.0005161i,-5.2955e-05+0.00044195i
-0.0012982+0.00064079i,-0.00094753+0.0002448i,-0.00025817+0.001591i,0.00067131+0.0027229i,0.001688+0.0024435i,0.0013205+0.00057827i,0.00012143+0.00029621i,2.9628e-05+0.00037291i,2.9656e-05+1.0692e-05i,-9.7191e-05+0.00018871i,0.00023691+0.00019344i,0.00043745+0.00028914i,0.0001236+0.00029058i,-0.00051389+0.00060554i,-0.00073914+0.00024429i,-0.00072374-0.00025718i,-5.5323e-05-0.00064089i,0.00056087-0.00052227i,-0.00018794-5.6324e-05i,-0.00052502-0.00022007i,2.4536e-05-0.00051228i,0.00022059-2.4821e-08i,-0.00048438+0.0010092i
0.00045967-0.002897i,-8.5324e-05-0.0026519i,-0.001372-0.0036284i,-0.00275-0.0039079i,-0.0025948-0.002098i,-0.0010832-0.00054215i,-0.00016798-0.00033121i,-4.063e-05-0.0011144i,0.00012241-0.00088262i,-7.1192e-05+0.00015005i,-0.00041992+0.00017673i,0.00064039-6.9779e-05i,0.0014111-0.00071262i,0.00054494-0.0010785i,-0.00024297-0.00074192i,-0.00010257-0.00070373i,0.00023998-0.00037265i,-0.00049285+8.738e-05i,-0.00066632+0.00024618i,1.2451e-05-0.00056045i,0.00065599-0.00049862i,0.00041743+0.00051503i,-0.00025124+0.0004873i
-0.00090713-0.00024628i,-0.0005584+3.3577e-05i,-0.00042196+0.00071994i,-0.00053135+0.00055871i,-2.2704e-05-0.00042527i,0.00086387-0.0009659i,0.00049947-0.00050927i,-0.00056893-0.00022588i,-0.00038897+0.00039091i,0.00033415+0.00071493i,0.00025398-0.00057185i,0.00013602-0.0012251i,0.00029991-0.00066031i,0.00054286-0.00047395i,0.00015935+8.9944e-05i,-0.00084404+0.00052549i,-0.00107+6.4714e-06i,-0.00021371+0.00053136i,5.8311e-05+0.0012026i,0.00019223+0.00054322i,0.0001585+0.00041556i,-0.00026483+0.00080971i,-0.00029607+0.00068082i
-0.00053952-1.387e-05i,-0.00026192-0.00032675i,0.00066182-9.0961e-05i,0.00022756-0.00038449i,-0.00029063-0.0010789i,5.4195e-05-0.00048124i,-0.00060356+0.00041702i,-0.0011272+0.00058364i,-0.0002778+0.00051864i,-0.00074606+0.00013197i,-0.0013579-0.00013164i,-0.00048562-7.2419e-05i,0.00049834+4.0131e-05i,-7.2812e-05-0.00061241i,-0.00069153-0.001123i,-0.00010624+0.00014919i,0.0002642+0.00093775i,0.00015062+0.00085529i,-0.0001081+0.00079191i,-4.1055e-05+0.001124i,-0.00030581+0.00099446i,-0.00083449+0.00024492i,-0.00061541+0.00039241i
0.00018401+8.4419e-05i,0.00045741+0.00026852i,0.0015143+0.0008569i,0.0009577+0.00075413i,0.000209-6.5345e-05i,0.0004099-0.00042623i,0.00050363-2.9286e-05i,0.00021193-0.00035909i,-9.7087e-05-0.00047532i,0.00014383+2.3433e-05i,0.00027717-0.00040427i,8.3163e-05-0.0006973i,-5.6205e-05-0.00018086i,-5.1793e-05+0.00033101i,0.00011817+0.00027266i,0.000343-0.00012483i,0.00060924+0.00056793i,0.00030851+0.00085381i,-0.00059713+0.00015817i,-0.00017914-0.00037478i,0.00036386-0.00024785i,-0.00022974+0.00035956i,-0.00045518+0.00058628i
-0.0004039-0.0015228i,-0.0009355-0.00098802i,-0.00059676-4.3975e-05i,-0.00020497+2.2067e-05i,-0.00028555+0.00033775i,-0.00025701+0.00035825i,0.00057057-0.00053998i,0.00059808-0.00084982i,0.00029931-0.00082935i,0.00051208-0.00058672i,0.00014398-0.00036494i,0.00015917-0.00046667i,0.00059928-0.00016641i,0.00044179+0.00045702i,5.9763e-05+0.00066961i,2.1157e-05+0.00072095i,-4.0317e-05+0.00011065i,-0.00031679+0.00035456i,-0.00042108+0.00043183i,-0.00025411+0.00033002i,-1.7065e-05+0.00044144i,9.9433e-05-0.0002282i,-0.00076878+0.00012788i
-3.2273e-05-3.3018e-06i,5.6017e-05-0.0007513i,-7.9647e-05-0.00080459i,9.5836e-05-0.000305i,-0.00017868-0.00048565i,-0.00033945-0.00093773i,-0.00084891-0.0010623i,-0.00055628-0.00085817i,0.00058422-0.0005184i,0.00017042-0.00015082i,-0.00014768+0.00051212i,0.00067362+0.00038008i,0.00087612-0.00013973i,0.00011674-0.00036188i,0.00019002-7.1557e-05i,0.00076689-0.00015049i,0.00073923+0.00071847i,0.00021031+0.0017904i,0.00027157+0.0014637i,0.0006284+0.001032i,9.033e-05+0.00074816i,-0.00021906-0.00029491i,-0.00013534-0.00088727i
-0.00067323-0.00054525i,-0.0015749+0.00028541i,-0.00086452+0.0009831i,0.00029323+0.00075572i,0.00075572+0.00018542i,0.00017927+8.6343e-05i,-0.00046879+0.00010242i,-0.00028481+0.00017095i,9.8111e-05+0.00013765i,-0.00011962+0.00048058i,-7.2453e-06+0.00028371i,-9.874e-05+0.00043029i,-0.00060627+0.00027949i,-0.00034118+0.00027374i,-0.00017444+0.001164i,-0.00048691+0.0009948i,-0.00074468+9.8878e-05i,-0.00030356-1.9515e-05i,-0.00014538+0.00010422i,-0.00031317+0.00018775i,-6.7708e-05+0.0003798i,-0.00015613+0.00026127i,-0.00043165+0.00032342i
-0.00019711-0.0028614i,-0.0002022-0.0028805i,-0.00044586-0.0028181i,-0.00057965-0.0026826i,-0.0008859-0.0021218i,-0.0016085-0.0011826i,-0.00077273-0.00057968i,0.00043656-0.00060601i,8.5666e-05-0.00012044i,-0.00072672-0.00018853i,-0.00073423-7.7885e-05i,-0.00059997+0.0006908i,-0.00046288+0.001336i,0.00016482+0.0015848i,0.00057473+0.0010011i,0.00052403+0.00019067i,0.00010961-9.2645e-05i,-0.00034239+8.5377e-05i,-0.00045508+0.00060483i,-0.0003451+0.00046404i,-0.00012371+0.00026502i,3.2328e-05+0.00050165i,-0.0003466+0.00071355i
-0.00032462+0.0029052i,-0.00067078+0.0025856i,-0.00053022+0.0022078i,0.00037832+0.0014573i,0.00083847+0.00074525i,0.00036615+0.00011189i,-0.00024267+6.32e-05i,-0.00050981+0.00087535i,-8.963e-05+0.00141i,-0.00028259+0.0010791i,-0.00022365+0.00058972i,0.00030988+0.00037755i,-0.00017407+0.0003729i,-0.00047006+0.00061422i,-0.00013892+0.00039375i,0.00023639+0.00041727i,0.00043014-0.00010724i,-0.00045399-0.00076787i,-0.00054583-0.0003202i,0.00045426+0.00056107i,0.00052839+0.00093989i,2.3548e-05+0.0006386i,-0.00048379-0.00042498i
0.00071497+0.00093091i,0.00044607+0.00060369i,0.00057545-2.6214e-07i,0.0021596-0.0010116i,0.0026802-0.00074111i,0.0015967-0.00029747i,0.00078566-0.00013458i,-8.7395e-06-0.00028309i,-0.0004565-0.00029397i,-0.00070495+0.00050536i,-0.00016815+0.0010424i,0.00026401+0.0007554i,0.00041011-0.00039194i,0.0001005-0.00052951i,-0.0013931+0.00060848i,-0.0015537+0.00047131i,-0.00074688-0.00047057i,3.6497e-05-0.00038881i,0.0006037-0.00060592i,0.00049123-0.00098677i,0.00026536-0.00027829i,-0.00012132+0.00038183i,1.2586e-05+0.0004647i
-3.8452e-05+0.0005176i,-0.00036735+0.0005768i,0.00086109-0.0014244i,0.001822-0.0029147i,0.0013034-0.0015906i,-0.00057128-0.0007044i,-0.00035408-0.00070781i,0.00011709-0.00023236i,-0.00054364+0.00014861i,-0.00071437-0.00011523i,-0.00015591-0.00040083i,0.00042337-0.00012819i,-0.00021245+0.00027823i,-0.00041369+0.00061402i,0.00045041+0.00069284i,0.00035293+0.00058194i,-0.00016775+0.00018373i,4.2264e-05+0.00020264i,-0.00014291+0.00022324i,0.00030264+0.00018835i,0.0013898+0.00031996i,0.00057206+0.00013894i,-0.00026851+0.00017673i
0.0017133-0.0015527i,0.0012654-0.0006925i,0.00078497-0.00099731i,0.00053242-0.0016873i,-1.2598e-05-0.0014084i,-0.00058804-0.00060291i,-0.00095166-0.00086412i,-0.00051297-0.00072398i,-0.00018829+0.00049112i,-0.00054823+0.00045201i,0.00021725-1.6479e-05i,0.00099068+7.4474e-05i,0.00047079+0.00014302i,0.00023307+0.00037068i,0.0005979-6.7805e-05i,0.00083636-0.00031911i,0.00028607+0.00058093i,-0.00036955+0.00068851i,-0.00015406-0.00016227i,0.00024061-0.00016787i,0.00055289-0.0003162i,0.00048594-0.00075557i,-5.297e-05-0.00032408i
-0.00033725+0.00030477i,-0.00035902+0.0014221i,-0.00021728+0.0010754i,0.0010876+0.00051237i,0.0013467+0.0003042i,0.00093589-8.0301e-05i,0.00044114-0.00080765i,-0.00011942-0.0010397i,-0.00054689-0.00089965i,-0.00011758-0.00059442i,0.00085615-0.00010321i,0.00078437+0.00024961i,0.00043771+0.00044003i,1.0996e-05+0.00076179i,-0.00065434+0.00077905i,-0.00091446+0.00047548i,-0.00038655-0.00048174i,-0.00029705-0.0010295i,-5.7981e-05-1.7582e-05i,0.00050629+0.001123i,5.0955e-05+0.0011076i,-0.00047109+0.00011963i,6.8713e-05-7.7022e-05i
-0.00096007-0.0006269i,-0.00014807-0.00043533i,-7.2853e-05-0.00032562i,0.00045962-0.00042951i,0.0013966-0.00037142i,0.0010879+0.00019433i,0.00046414+0.00075504i,-0.00037457+0.0010902i,-0.00094605+0.00024421i,-0.00021731+0.00052922i,0.00068828+0.00084433i,0.00087905+0.0003534i,0.00066864-3.7259e-05i,-0.00043411-7.3296e-05i,-0.0011835+0.00029291i,-0.00078766+0.00033977i,-0.00013549+0.00021404i,0.00079736+0.00029447i,0.00055493+0.00030694i,4.6112e-05+0.00029242i,-0.00063014+0.00046582i,-0.00080725-3.9029e-05i,-0.00013427-0.00030005i
-0.00036758+0.00043329i,0.00071203+0.0010575i,0.00098631+0.0014297i,0.00074436+0.00047596i,0.00062714-0.00034577i,0.00070418-0.00028686i,0.00057615-0.00010971i,-0.00011393+9.216e-05i,-0.000724+0.00032537i,0.00023305+0.00070139i,0.0010947+0.00046547i,0.00053615-0.00044845i,-0.00019343-0.00059883i,-0.00058494+0.00014123i,-0.0010137+0.00081185i,-0.00074258+0.00079214i,0.00017148-8.059e-05i,0.00034476-5.2493e-05i,0.00025603+0.0005534i,-0.00014059+0.00050311i,-0.00063855+5.7897e-06i,-0.00069287-0.00026162i,-0.00056101-0.00040628i
