-0.003152-0.00015175i,-0.0025506+0.00079276i,-0.0032528+0.0026992i,-0.002596+0.0025915i,-0.0012437+0.0021511i,-5.8591e-05+0.0019713i,0.00061309+0.00097204i,0.0012277-0.00016761i,0.0017301-0.00054466i,0.0018767-0.00012317i,0.001384-0.00010577i,0.00063509-0.00059544i,0.00063156-0.0011868i,0.00065724-0.00099386i,0.00043376-0.00023397i,-0.00027397+6.5118e-05i,-0.0010694+0.00077068i,-0.00075182+0.0004575i,0.00026635-0.00077091i,0.00071991-0.00048295i,-4.3004e-05-3.2433e-05i,-0.00095985-0.00033334i,-0.0012578-0.00022715i
0.012229+0.0081787i,0.007177+0.0076155i,0.0034555+0.0037298i,0.0030081+0.00037056i,0.002277-0.0016347i,0.0010555-0.0015346i,0.00036372-0.0014402i,-0.0002739-0.0031334i,-0.00092319-0.0033826i,-0.0013201-0.0016656i,-0.00035538-0.00055362i,0.0003909+0.00025973i,-0.00020817+0.00064673i,-0.00036795+0.00037599i,0.00040561+0.00014059i,0.00011544+2.8344e-05i,0.00011212-0.000257i,0.00046622-0.00052597i,-0.0001424-0.00058376i,-0.00062318-0.00018945i,-0.00054963+0.00051011i,-0.00067946+0.00078588i,-0.00039357+0.00034156i
-0.0060393+0.014103i,-0.0042057+0.009506i,0.00086021+0.0072002i,0.0038787+0.0042837i,0.0039993+0.0010078i,0.0025812+0.00019104i,0.0014661+0.00025006i,0.0020711-0.00045374i,0.0021804-0.00085093i,0.0016284-0.0013019i,0.00097313-0.0016267i,0.00045326-0.00077775i,5.8282e-05-4.4638e-06i,-0.00034951+0.00028339i,-0.00038972+0.00071058i,-0.00024977+0.00077132i,5.1643e-05+6.7417e-05i,0.00023058-0.0006993i,0.00019076-0.0011497i,-0.00017822-0.0010942i,0.00032103-0.00019776i,0.00035049+0.00027385i,-0.00023628-0.00016653i
-0.014546-0.0039165i,-0.011977-0.0024414i,-0.0078818-9.7093e-05i,-0.0030906+0.0012318i,-0.00043167+0.00091377i,-0.00098571-0.000689i,-0.0021932-0.00069312i,-0.0018043+0.0013493i,-0.00033334+0.0028393i,0.00079709+0.0024265i,0.00088351+0.0011296i,0.00010244+0.00014871i,-0.0008938+0.00022628i,-0.00082932+3.324e-06i,-0.00054106-0.0010087i,-0.00080065-0.0012393i,-0.00048787-0.0001095i,0.00040701+0.00092735i,0.0009732+0.0011482i,0.0011808+0.00070034i,0.0015012+0.00017672i,0.0006886-0.00053673i,0.00028299-0.0011071i
0.0062416-0.016147i,0.0040917-0.014715i,0.00065204-0.010316i,-0.0013774-0.0068471i,-0.00044161-0.0042599i,-0.00081031-0.0021235i,-0.0019016-0.0011057i,-0.0022462-0.00068278i,-0.0019679-0.00094995i,-0.0013951-0.00066876i,-0.00076372-0.00056052i,-3.4467e-05-0.00082147i,0.00042419-0.00087668i,-0.00025516-0.0005748i,-0.00046677-0.00011363i,-0.00022998-3.0439e-05i,-0.00068629+2.3485e-05i,-0.00025759+0.00066059i,-0.00034054+0.0013458i,-0.0017174+0.0012149i,-0.0016163+0.00064813i,-0.00026654+0.00029626i,0.00037785-8.6119e-05i
0.014058+0.0075021i,0.01168+0.006475i,0.0084014+0.0019444i,0.0061045-0.0011988i,0.0035103-0.0025002i,0.0010901-0.0027792i,0.00059501-0.001549i,0.0002767-0.0026604i,-0.00043873-0.0032854i,-0.00098837-0.0018623i,-0.0015166-0.00045882i,-0.0011221+0.00062368i,-0.00012896+0.00084221i,0.0005151+0.00079148i,0.00077434+0.00039351i,0.00036942+8.8371e-05i,-0.00047492-0.00013222i,-0.00016591-0.00013777i,-0.00016059-0.00021394i,-0.00059492-0.00081728i,-0.00033314-0.00082529i,-0.00061261-0.00077856i,-0.00052329-0.00025431i
-0.01189+0.013121i,-0.011159+0.010271i,-0.0065286+0.0078304i,-0.0020789+0.0055586i,-9.5096e-05+0.0029923i,-0.00084743+0.00093926i,-0.00046414+0.00043673i,0.0010182+0.0009974i,0.0017133+0.00054645i,0.0015205-0.00021352i,0.00053429-6.3044e-05i,-0.00053136+0.00021999i,-0.0004123-0.00011709i,0.00022651-0.00076928i,-0.00014783-0.0014995i,-0.0006033-0.00045939i,-0.00040657+8.0758e-05i,0.00028483-0.00010789i,0.00079892+0.00021018i,0.00089363+0.00028954i,0.00040503+0.00052222i,-0.00020967+0.00029506i,-0.00020943-0.00017569i
-0.012681-0.010279i,-0.01028-0.0078684i,-0.0068514-0.0013701i,-0.0027512+0.0021428i,-0.0017186+0.0020632i,-0.0019295+0.0010491i,-0.0012392+0.00018257i,-0.000489+0.00023727i,-0.00015101+0.0013245i,0.00025477+0.0016972i,0.00026999+0.0012425i,-0.00030109+0.0005578i,-0.00033253+0.00010252i,-3.1427e-05+9.8226e-05i,2.2953e-05-0.00037221i,-0.00024089-0.00090664i,0.00018791-0.00069659i,-0.00029546+0.0004294i,-0.00056697+0.0008506i,0.00023509+0.0011852i,-0.00013803+0.0017939i,-7.0983e-05+0.0015245i,0.00055353+0.00048544i
0.0088847-0.0087103i,0.0066975-0.0073027i,0.0024696-0.0059611i,-0.00078604-0.0047901i,-0.0020617-0.004048i,-0.0015289-0.0029251i,-0.00077531-0.0027098i,-0.0021682-0.0018211i,-0.0024581+7.5648e-05i,-0.001579+0.00070901i,-0.00067572+0.00042675i,0.00024923+0.00023704i,9.1326e-05+0.00016551i,-0.00041339-0.00041862i,-0.00010376-0.00069511i,0.00063893-0.00027585i,-9.2843e-05+6.541e-05i,-0.00097124+0.0005195i,-0.00097336+0.00069555i,-0.0010676+0.00083021i,-0.00039274+0.00054009i,0.00033911+7.509e-05i,-4.702e-05+0.00047223i
0.0067484+0.011455i,0.0050059+0.0079936i,0.0054773+0.0028481i,0.0054025-0.00059406i,0.0041649-0.0018721i,0.0026076-0.002158i,0.00098415-0.0025602i,0.00012237-0.0032218i,-0.00056963-0.0022946i,-0.00052247-0.00083446i,-8.4785e-05+2.695e-05i,2.4539e-05+0.00077685i,0.00042857+0.00069213i,1.4916e-05+7.5984e-05i,-6.1632e-05-0.00037922i,0.00061213-0.00039325i,0.00035504-0.0011626i,-0.00024052-0.0012695i,-0.00078749+0.00020247i,-0.0012729+0.00038524i,-0.0014069+0.00029483i,-0.0014637+6.7387e-05i,-0.0014928-0.00017621i
-0.0099018+0.0092709i,-0.0075802+0.008818i,-0.0035098+0.0079054i,0.0001857+0.0051305i,0.00098816+0.002023i,0.00028468+0.00031688i,-0.00024301+0.0002758i,-0.00013513+0.00027715i,0.0005345+0.00029545i,0.00076014+0.00049327i,0.00084644+4.8764e-05i,0.0010827-0.00044874i,0.00055734-0.00047316i,-0.00027904+0.00012268i,-0.00076947+0.00022656i,-0.00086976-0.00041159i,-0.00056495-0.00073868i,-0.00052268-0.00076927i,-0.00012201-0.0010453i,0.00032196-0.00057394i,0.00033212+0.00032435i,0.00049827+0.0002075i,0.00047275-0.00041563i
-0.0075709-0.0098629i,-0.0086738-0.0066611i,-0.0075447-0.0018575i,-0.0051782+0.00037551i,-0.004239+0.00018456i,-0.003017+0.00025084i,-0.0012936+0.00072549i,-0.00082481+0.00043506i,-0.00047059+6.7986e-05i,0.00016823-7.1631e-05i,0.00065797+1.4827e-05i,0.0007143-3.6612e-05i,-0.00023456-0.00059385i,1.415e-05-0.00093436i,0.00060229-0.00054251i,0.00017838-0.00033546i,-2.6321e-05-8.9931e-05i,-0.00022662+4.5802e-05i,0.0003859+0.00017734i,0.00076538+9.9803e-05i,0.00051326-0.00047932i,0.00065628-0.00017368i,0.0011132+0.00018073i
0.01196-0.0085612i,0.0074081-0.0079941i,0.0016423-0.007461i,-0.0004896-0.0068544i,-0.0011077-0.0049162i,-0.0014587-0.0023128i,-0.0010204-0.0017871i,-0.00072012-0.0018498i,-0.00088219-0.00092804i,-0.00074624+3.4825e-05i,-0.00035003+3.9805e-05i,0.00036885+0.00042247i,0.00047123+0.00089055i,-0.00019665+0.0003985i,-0.00028115+0.00043072i,-0.00054554+0.00041054i,-0.00054698+3.6238e-06i,-0.00021091+0.00017715i,-6.0372e-05+0.00050805i,-0.00047728+0.00080613i,-0.00051958+0.00033659i,-6.5942e-05-1.413e-06i,8.0999e-05+0.00045731i
0.0053421+0.012617i,0.004624+0.010773i,0.0042845+0.0049544i,0.0041946+0.00070021i,0.0043266-0.00053546i,0.0031653-0.00081146i,0.0010799-0.0006977i,0.0010373-0.0010604i,0.00055097-0.0013836i,-0.00015268-0.00085577i,1.2442e-05-0.00041747i,-0.00020264+0.00028473i,-0.00058727+0.00067156i,-0.00057874-0.00052887i,-0.00039456-0.0011527i,-0.0007217-0.00041262i,-0.00097834-4.9165e-05i,-0.00098276-0.00030534i,-0.00078127-9.6827e-05i,-0.00086401+0.00022066i,-0.00096157-0.00014015i,-8.0253e-05+0.0001497i,0.00044421-4.3251e-05i
-0.011939+0.0028143i,-0.011284+0.002416i,-0.0049207+0.0028401i,-0.00030898+0.0028838i,0.00061743+0.0026731i,0.00010688+0.0010139i,-0.00021981-0.00042107i,-0.00013121-0.00078544i,0.00021535-0.0010397i,9.213e-05-0.0010366i,-1.5365e-05-0.00045016i,-0.00077457+0.00020599i,-0.00038495+0.00039509i,0.00017456+0.00038921i,-0.00024795+0.00011733i,-7.6372e-05+4.9189e-05i,-0.00033661+6.7978e-05i,-0.0005832-0.00037967i,-8.7727e-05-0.00093244i,0.00026563-0.00057913i,-4.5084e-05-0.00023089i,-0.00035043+0.00015437i,6.7841e-05+0.00037652i
-0.0041818-0.0098473i,-0.0039312-0.0089721i,-0.0051319-0.0026563i,-0.0040611+0.00071536i,-0.0019407-4.7908e-05i,-0.0015215-0.00043941i,-0.00087065-0.00055235i,-0.00057802-0.00036836i,3.0008e-05+0.00023732i,0.00079512+0.00051878i,0.00019744+0.00013819i,-0.0002348+0.00042782i,-0.00023184+0.00079632i,0.0001984+0.00035994i,0.00073561+0.0001583i,0.0012898+0.00060822i,0.0011729+0.00052107i,0.00073792+0.00022499i,0.00093801+0.00049826i,0.00098573+0.00084858i,0.00071134+0.00072402i,0.00041189+0.00038458i,5.855e-05+0.00025238i
0.0072655-0.003317i,0.0045146-0.0036294i,7.2873e-06-0.003528i,-0.0014473-0.003015i,-0.00067058-0.0027028i,-0.00024898-0.0014369i,0.00067057-0.00086605i,0.00075119-0.00072432i,0.00029453+9.7762e-05i,0.00017052+0.00088473i,5.0014e-05+0.00087831i,1.6245e-05+0.00049528i,0.00067284-6.1097e-05i,0.00086205-0.00055504i,0.00038395-0.00062906i,0.00033415-0.0010118i,-9.0569e-05-0.00091399i,-0.0012297+0.00012164i,-0.0015024+0.00088937i,-0.00099244+0.0011736i,-0.00085872+0.0011292i,-0.00037896+0.0011749i,-0.00020044+0.00056101i
0.0021726+0.0085801i,0.0017347+0.0075075i,0.0038762+0.0021076i,0.0047023-0.001583i,0.0035325-0.0013533i,0.00044515-0.00038191i,-0.0011822+0.00034563i,-0.00068717+0.00025015i,-0.00045015-0.00032053i,-0.0003684-0.00073873i,-0.00030853+0.00010298i,-0.00028931+0.00098317i,-0.00054651+0.00058965i,-0.00093561-0.00030878i,-0.0011145-5.9057e-05i,-0.00063923+0.00072601i,-0.00057944+0.00017173i,-0.0012146-0.00063786i,-0.0024092-0.00049075i,-0.0025486-3.1937e-05i,-0.00065641-2.041e-05i,0.0011198-6.259e-05i,0.0010197-0.00023781i
-0.010231-0.00077633i,-0.010496+8.833e-05i,-0.0066239+0.0017229i,-0.0031028+0.0017605i,-0.0017581+0.00085015i,-0.00075+0.00075896i,-9.2933e-05+0.00029695i,-0.00034457-0.001128i,0.00031853-0.0014574i,0.00038476-0.0010857i,-0.00057312-0.00063369i,-0.00066471-0.00035514i,-0.00077076-0.00062865i,-0.00054374-0.0010204i,-0.00011103-0.00083637i,5.8571e-05-0.00031782i,4.6337e-05-0.00070608i,0.00037004-0.0011605i,0.0012831-0.0011633i,0.0017954-0.00092081i,0.0011854-0.00042261i,0.00019626-0.00034968i,0.00028337+5.1352e-05i
-0.002662-0.0115i,-0.0042045-0.0099524i,-0.0059814-0.0030297i,-0.0054938+0.00098096i,-0.003437+0.00029554i,-0.0012351+0.0002839i,2.3622e-05-6.8924e-05i,-0.00051123-0.00053887i,-0.00053212-3.2249e-05i,0.0002686+1.7531e-05i,0.00061723+0.00030032i,0.00072684+0.00080563i,0.00067482+0.00099531i,0.00034819+0.00086249i,0.00032734+6.0657e-05i,-0.00012903-0.00022025i,-0.00033883-0.0002756i,-5.4293e-05-0.00019284i,-0.0001021+0.00060668i,-0.00074034+0.0006228i,-0.0004482+0.00032491i,-0.00024172+0.0006812i,-0.00017924+7.9798e-05i
0.0088236+0.003964i,0.0077629+0.0019061i,0.002458+0.00034815i,0.00042868+0.00032634i,0.0016245-0.0010911i,0.00091995-0.0017161i,-0.00042007-0.00047599i,-0.0010755-0.00014455i,-0.0012781+9.7031e-05i,-0.00058639+0.00042227i,-0.00020862+0.00078179i,0.00021399+0.00091391i,0.0011553+0.00065685i,0.0011989+0.00054687i,0.00016582+0.00037032i,-0.00047042+0.00024471i,-0.0005339+0.00028888i,-0.00037687+0.00031743i,-0.00093364+0.00018566i,-0.0013709+4.3951e-06i,-0.0001909+3.8746e-05i,0.00063814+3.3981e-05i,0.00025474+0.00042202i
-0.0027219+0.0079867i,-0.0015639+0.0073947i,0.0014938+0.002863i,0.0032133-0.00048214i,0.0021838-0.001643i,0.0010011-0.0013221i,-0.00019487-0.00075388i,-0.0010743-0.0013673i,-0.0010497-0.0013199i,-0.00098881-0.00071289i,-0.00078719-0.00034719i,-0.00054848-0.0010087i,-0.00050035-0.00095396i,-0.0003406-0.00012451i,0.00031616+0.00025033i,0.00066584+0.00069356i,-0.00015829+0.00020838i,-0.0009648-0.0003042i,-0.00056957-0.00066512i,-0.00038843-0.0010096i,-0.00028987-0.00054165i,0.00068308-1.5802e-05i,0.00072485-0.00020442i
-0.010715-0.0039407i,-0.010696+1.2745e-05i,-0.0058234+0.0028456i,-0.0024615+0.0028831i,-0.0014344+0.0016863i,-0.0001928+0.00053821i,0.0002078+0.00022405i,0.00018094-0.00023093i,-0.00020679-0.0011756i,-0.00094761-0.0012583i,-0.00048183-0.0007416i,0.00082883-0.00069525i,0.00061915-0.00048721i,-0.0005546-0.0003399i,-0.00081906-0.00049305i,-2.8388e-05-0.0006097i,0.00011702-9.0652e-05i,-0.00011534+0.00023265i,0.00036421-0.00073268i,0.00074391-0.0013966i,0.00065968-0.00033202i,0.00053398+0.00055632i,0.00058107+0.00066095i
0.0012639-0.0065185i,-0.00027819-0.0053994i,-0.0031341-0.0020547i,-0.0022238-0.00011268i,0.00012806-0.00075748i,0.00079077-0.0016733i,0.00010077-0.00099383i,-0.00031472-0.0004178i,8.474e-05-8.0969e-05i,0.00067062+0.0001828i,0.0012219-0.00012444i,0.00092039-0.00016291i,-0.00035185+0.00017931i,-0.00045133+0.00035865i,0.00018884+0.0010357i,-4.6812e-06+0.00076343i,-0.00044134-0.0001552i,-0.00047387+0.00034978i,0.00031169+0.0010006i,0.00041752+0.00071841i,0.0003199+0.00061239i,0.00044438+0.00093045i,0.00088929+0.00068471i
0.006363+0.0022728i,0.0056432+0.00027955i,0.0022716-0.00070668i,4.5154e-05+0.00027916i,-0.00050068-0.0001865i,-0.0011014-0.00027952i,-0.00072971+0.00012608i,7.9686e-05+0.00026608i,-0.00024232+0.00057205i,-0.00063472+0.00030488i,-0.00091933+0.00060913i,-0.00079048+0.00091204i,-0.00026529+0.00028344i,0.00011309+0.00050307i,0.0002896+0.0012093i,0.0004986+0.00058872i,-0.00012792-0.00011806i,-0.00088957+0.00011896i,-0.00067003+0.00024513i,-0.00060144-1.6185e-05i,-0.0010529-0.00049807i,-0.00087419-0.00022131i,-0.00019713+0.00028017i
-0.0049215+0.008226i,-0.00407+0.0079003i,-0.0015004+0.0043153i,0.001422+0.0015886i,0.0032378+0.00016597i,0.0014708-0.00079083i,-0.00053748-0.0013103i,-0.00056122-0.0014884i,-0.00072761-0.0010618i,-0.0010274-0.00047427i,-6.1012e-05-0.00045779i,0.00052855-0.00013072i,-0.00025107+0.00046324i,-0.00074591+0.00044353i,-0.00061298+0.00042716i,-0.00010797+0.0008928i,-0.00012461+0.00094518i,-0.00029703+0.00062914i,-0.00036662-0.0001287i,-0.00063248-0.00014203i,-0.00034141+0.00055294i,0.00028716+0.00042511i,0.00054443-0.00017286i
-0.0071965-0.0035754i,-0.0085766-0.0028821i,-0.0043205-0.0011865i,-0.00021702-0.00039798i,-6.2023e-05-0.00066669i,-0.00015876-0.0017852i,-0.00022181-0.0016729i,-0.0010583-0.0010035i,-0.00075333-0.00089663i,-0.00037536-0.0010787i,-0.0010901-0.00082396i,-0.0012159-0.00021256i,-0.0002267-0.00026648i,0.00021335-0.0007402i,-0.00017642-0.00050108i,0.00020332+0.00010228i,0.00037974-0.00022355i,0.00041156-0.00065817i,0.00059051-0.00027925i,0.00065576+0.0004043i,0.00067937+0.00069914i,0.00070825+0.00019481i,0.00077685-0.00039208i
0.0040576-0.0075184i,0.0011827-0.0081484i,-0.00062264-0.0043458i,0.00019393-0.0021504i,0.00061993-0.0021513i,2.9103e-05-0.00071325i,-0.00024492+0.00043786i,8.3825e-05+1.5527e-05i,0.00043683-0.00028518i,0.00080621-0.00042642i,0.00046111-0.0007217i,0.00022375-0.00095194i,0.00038123-0.00069758i,0.00022305-0.00071962i,0.00015678-0.00067538i,-0.00013018+0.00031541i,-7.1552e-05+0.0012376i,-0.00031617+0.00065727i,-0.00075779-0.00019427i,-0.00032573-0.0003002i,-0.0003597-0.00022978i,-0.00014133-0.00057876i,-0.00030789-4.6025e-05i
0.0062883+0.0057917i,0.006315+0.0035641i,0.0013803+0.00039461i,-0.0015167+0.0003084i,-0.00044699+0.00016614i,9.0284e-05-0.00061721i,-0.00092519-0.00099738i,-0.0013186-0.00090465i,-0.0010206-0.00013121i,-0.0012261+0.00051418i,-0.0016406+0.00059159i,-0.00079317+0.00040535i,3.18e-05+2.0508e-05i,-0.00029696-0.00044748i,-0.00038068-0.0010711i,2.4597e-05-0.0012877i,-0.00051064-0.00068569i,-0.00080804-0.00011264i,-0.00032276+0.0005124i,-0.00015573+0.00043747i,-0.00049013-7.1004e-05i,-0.00045133+0.00031957i,-0.00024663+0.00030858i
-0.008726+0.0059894i,-0.0088986+0.0059347i,-0.005385+0.0019941i,-0.0027573-0.00011501i,-0.0015673-0.00077514i,-0.0025675-0.00057514i,-0.0027842+0.00040559i,-0.0012559-0.00031131i,-0.0011762-0.00080967i,-0.0013873-0.00024087i,-0.0013013+0.00042505i,-0.0010839+0.0012422i,-0.00096746+0.001401i,-0.00061829+0.0011714i,-0.00060269+0.00044452i,-0.00086828-0.0004299i,-0.00045613-0.00059408i,-0.0003041-0.00025611i,-0.00047651-0.00094428i,4.5081e-05-0.0013171i,0.00076202-0.00028094i,0.00091216-0.00031021i,0.0009947-0.0007387i
-0.0065993-0.0082642i,-0.0082249-0.005839i,-0.0037462-0.0016397i,0.00098291-0.0014184i,0.0022618-0.0023282i,0.0011795-0.0017276i,0.00030468-0.00081332i,0.00058364-0.0006198i,0.00011524-0.0010399i,-0.00026543-0.00063194i,0.00011337-6.9254e-05i,9.9344e-05-0.0007067i,-0.00029759-0.0013253i,-0.00084586-0.00049012i,-0.00097858-3.7901e-05i,-0.0007445+0.00018976i,-0.00016052+0.00077916i,0.00020439+0.00030394i,0.00023083-0.00072206i,0.0005481-0.00090946i,6.983e-05+0.00013769i,-0.00025281+0.0007238i,0.00061364+0.00021794i
0.0058977-0.0059466i,0.0033358-0.0063435i,-8.7872e-05-0.0020426i,-0.00037965+0.00013825i,0.00056042-0.00032773i,0.00059292-4.4837e-05i,0.000144+0.00048818i,0.00025566+0.00057687i,0.00044788+0.00032289i,0.00041793+0.0001194i,0.0010701+0.00022122i,0.0010906+0.00010943i,0.00049397-0.00019091i,0.0006527-0.00066872i,0.00064312-0.00071013i,0.00033451-0.00033653i,0.00038207+0.00030449i,-4.3372e-05+0.0007477i,-0.00013005+0.00088025i,0.00031838+0.00053419i,0.00058972-2.4806e-05i,-0.00016474-4.4927e-05i,-0.00084032+0.00034329i
0.0027135+0.0058202i,0.0020329+0.0035184i,-0.00174+0.00056423i,-0.0021519-0.00070734i,-0.00049941-0.00071218i,-0.0011175+3.872e-07i,-0.0011385+3.8147e-05i,2.8825e-05+8.8175e-06i,0.00044701+0.00028403i,0.00056434+5.3807e-05i,0.00046234+0.0004275i,0.00049132+0.0010455i,0.000858+0.00016051i,0.0012841-0.00044018i,0.001119+0.00032614i,0.00051339+0.00066944i,-0.00020371+8.5876e-05i,2.7829e-06-3.8192e-05i,0.000297-0.00034048i,-0.00023914-0.00017046i,-0.00014851+0.00025935i,-4.6102e-06+2.9437e-06i,-0.00028508+8.9762e-05i
-0.0091931+0.005657i,-0.0056812+0.006475i,-0.0026513+0.0034535i,-0.0014967+0.0015212i,-0.00054328+0.00060027i,-0.0004436-0.00087079i,0.00010421-0.001702i,-0.00046907-0.0016829i,-0.001329-0.0012158i,-0.00049982-0.000178i,-0.00016527-0.00025718i,-0.00019769-0.000755i,0.00026721-9.5808e-06i,-0.00027351+0.00046502i,-0.00063491-0.00017677i,1.9176e-05-0.00061659i,1.8169e-05-0.0010836i,-0.00063703-0.0010382i,-0.0011882+0.00018962i,-0.0012811+0.00049884i,-0.00058473-0.00020486i,-2.1444e-06-0.00022826i,0.00021354+0.00021724i
-0.0040274-0.010281i,-0.0055887-0.0081454i,-0.0019267-0.0038848i,0.00031883-0.0023311i,-0.00048332-0.0016294i,-0.00094561-0.00096218i,0.00012943-0.00040991i,0.00086212-0.00037207i,0.0007572-0.00099097i,0.00047599-0.0010434i,0.00010659-0.00015089i,-0.00019169+0.00050052i,0.00026096+0.00019057i,0.00072882-0.00032027i,0.00010472-0.00037397i,-0.00040404-0.0004508i,2.8701e-05+2.3974e-05i,0.00021271+7.3318e-05i,1.1033e-05-0.00094668i,-0.00012365-0.0014854i,-0.00014849-0.0003483i,0.00058853+0.00039157i,0.0007659+0.00059616i
0.0057347-0.0052981i,0.0023354-0.0050333i,-0.00059734-0.00031604i,0.00021616+0.0018392i,0.00071364+0.0010694i,0.00047147+0.00077987i,0.00096681+0.00083123i,0.00026298+0.001059i,-0.00037391+0.00071417i,-0.00027118-9.8134e-05i,0.00038316-0.00031713i,0.0010456-0.00012374i,0.0004904-0.00027666i,0.00021416-0.00039399i,0.00032285-9.0654e-05i,0.00023768+0.00038059i,0.0001694+0.00026293i,-0.00044416+9.2642e-05i,-0.00052028+0.00023814i,0.00021124+0.00028008i,0.00033728+1.9591e-05i,-0.00024288-0.0003726i,-0.00014924+0.00027583i
0.00095079+0.0075085i,0.0021692+0.0050623i,-0.0010002+0.0018416i,-0.0030366+0.001469i,-0.001429+0.0016431i,-0.00023645+0.00098977i,-0.00029435+0.00082694i,-0.00059642+0.00048229i,-0.00081881+0.00028232i,-0.00048442+0.00049069i,-0.00024246+0.00038208i,-0.00024556-7.4101e-05i,0.00087372-0.00016192i,0.0012172+0.0003716i,0.00071027+0.0005952i,-0.00031903-3.3953e-05i,-0.0012114+8.3344e-05i,-0.0014641+0.00035735i,-0.0019768+0.00053556i,-0.0014083+0.00054668i,0.0001905+0.00052607i,0.00067683+0.00054317i,4.6756e-05+4.7117e-05i
-0.011287+0.0040143i,-0.008331+0.0046085i,-0.0040453+0.00098101i,-0.0018765-0.00051702i,-0.00046761+0.00010923i,0.00039898-0.00031233i,0.00084618-0.001231i,0.00065655-0.0010726i,0.00033988-0.00032413i,0.00058249+0.0002628i,0.00050182+0.00041524i,5.6464e-06+0.0010429i,-0.00042861+0.0010756i,-0.00068919+0.00040259i,-0.00062998+0.00042118i,-0.00026292+0.00076756i,-0.00045131+0.00030828i,-0.0011063-0.00030567i,-0.001713-0.00062101i,-0.0014047-0.00051806i,-0.00032191-0.00059381i,-2.4812e-05-0.00066552i,-0.0003733-0.00043644i
-0.0040418-0.0081053i,-0.0051802-0.0061842i,-0.0016784-0.0027449i,0.00072885-0.0014101i,0.00054599-0.0024463i,-0.00012408-0.0030211i,0.00022061-0.0019349i,0.00092324-0.00038085i,0.00097339-7.1255e-05i,0.0010495-0.00064061i,0.0010869-0.00014834i,0.00018857+0.00034748i,-0.001076-0.00010346i,-0.0010842-0.00047515i,-0.00014536-0.00028981i,0.00035767-9.2532e-05i,0.00084577-7.4056e-05i,0.0015294-0.00052421i,0.0012791-0.00095445i,0.00075674-0.00047675i,0.00026468+0.00050721i,0.00041578+0.00042052i,0.00067083-0.00040612i
0.0097946-0.0037614i,0.0049055-0.0059851i,0.0014541-0.0023466i,0.0012387-0.00010782i,0.0011889-0.00070129i,0.0009067-0.00082881i,9.1516e-05-0.00095459i,-0.00025806-0.00039847i,0.00027232+0.00022057i,-0.00010922-0.00066535i,-0.00099345-0.00073333i,-0.00065862-0.00075576i,0.00047181-0.0013735i,0.00049307-0.0011732i,0.00026218-0.00047106i,-2.7312e-05-5.9685e-05i,-0.00039134+0.00020582i,-0.00025689+0.00018552i,0.0002837-0.00022682i,0.00093344+0.00011361i,0.00059454+0.00044197i,0.00037534+0.00019345i,0.00059757+0.00011248i
0.0014958+0.0066367i,0.0013266+0.0041478i,-0.0026459+0.0013771i,-0.004042+0.00082389i,-0.0027765+0.0012557i,-0.0011106+0.0017302i,-0.00047362+0.0011426i,-0.00065785-0.00070008i,-0.00086263-0.0019118i,5.1098e-05-0.00096078i,-7.6441e-05+0.00067876i,-0.00010973+0.00075778i,0.00058866-0.00014611i,0.00095637-6.4839e-05i,0.00063294+0.00019646i,-0.00018425+0.0001093i,-0.00092083+0.00035311i,-0.00049907+0.0002428i,0.00010615+5.4573e-05i,-0.00019427-2.6354e-05i,-7.0487e-05-0.00060106i,6.6455e-05-0.00039887i,0.0001594+3.7562e-05i
-0.014011+0.00093882i,-0.010563+0.0031075i,-0.0062559+0.0017143i,-0.0041485+6.1639e-05i,-0.0022868-0.00015266i,-0.0011988+0.00068909i,-0.00044217+0.00085138i,0.00047534-0.00090189i,0.00060093-0.0015713i,0.0008344-0.0002943i,0.00098932+0.00057984i,0.0002993+0.00073717i,-4.8225e-05+0.00060525i,-2.663e-05-0.00017272i,0.00011233-0.00059773i,0.00057753-0.00010671i,-0.00020712+4.5794e-05i,-0.0012918-4.3333e-05i,-0.001002+6.3313e-05i,-0.00094703+0.00050485i,-0.00041966+0.00111i,0.00047516+0.00028035i,0.00032449-8.4698e-05i
-0.0024443-0.011388i,-0.0046752-0.0074715i,-0.0019458-0.0026979i,0.00041542-0.0011535i,0.0013969-0.001366i,0.0020377-0.0017627i,0.0013677-0.0016504i,0.00012427-0.00096561i,-0.00055894-0.00044617i,0.0004022-3.6789e-05i,0.00099029+0.00014916i,0.00026533-2.9292e-05i,0.00069295+0.00018483i,0.0012598-0.00029956i,0.00026655-0.00092173i,-0.00048313-0.00054556i,0.00018328-0.0002024i,0.00073101-0.00024006i,0.00064142-0.00038805i,0.0002952+1.8065e-05i,-0.00058361+0.00028986i,-0.0010076+0.00038059i,-0.00014381+0.0008579i
0.011131-0.0018752i,0.0078369-0.0041268i,0.0033433-0.0014081i,0.0016706+0.00052431i,0.0021193-0.00022417i,0.00097561-0.00085989i,-0.00017598-0.00020008i,-0.00058209-0.0006205i,-0.00047905-0.0011582i,-0.00069363-0.00018145i,-0.00086556+0.00026383i,-0.00049742+0.0002929i,0.0002351+7.7723e-05i,0.0011269-0.00068935i,0.00097531-0.00061356i,0.00045523+0.00061761i,0.00049122+0.0011702i,0.00078135+0.00080557i,0.0010351+0.00087718i,0.0013011+0.0011922i,0.0010076+0.00090337i,0.00074021+0.000215i,0.0010639-0.00026879i
