-0.0025938+0.0014952i,-0.0018796+5.3705e-06i,-0.0032678-0.00020808i,-0.0029176-5.8162e-05i,-0.0013569+0.00015054i,-0.00069697-3.9131e-05i,-0.00064091+0.00033233i,-0.0004778+0.0015722i,0.00028862+0.0020448i,0.0010526+0.001256i,0.001181+0.00063129i,0.0012961+0.00065842i,0.00055759+0.00019469i,0.00018352-0.00012268i,0.00045941+0.00019247i,0.00081+0.00041421i,0.0007314-0.00020408i,0.00025546-0.0010277i,0.00086462-0.00055409i,0.0018113+0.00032728i,0.0016039+0.00045251i,0.00019938+0.00015574i,0.00021167-0.00024381i
-0.00073908+0.00046313i,-0.00074545+0.00011559i,-0.00024266-0.0010439i,-0.00058758-0.001114i,-0.0011248-0.00094776i,-0.0010971-0.0010027i,-0.0004377-0.00052886i,-4.0872e-05-0.00018729i,0.00062334+0.00012019i,0.0010246+0.00053934i,0.0020115+0.00024751i,0.0029257+0.00040136i,0.0015783+7.1853e-05i,0.00047743-5.8479e-05i,0.00070813+0.00017433i,0.001206-0.00048357i,0.00093757-0.0011937i,0.00023275-0.0012266i,0.00012721-0.0013933i,-0.00020778-0.0017203i,-0.0010208-0.001316i,-0.00076189-0.00053054i,-0.00021909-5.873e-05i
0.0026482-4.4024e-05i,0.0030941-0.00074003i,0.0041994-0.001828i,0.003122-0.0018437i,0.0014152-0.0021943i,0.00019491-0.0020222i,-0.001207-0.0018157i,-0.00076061-0.0016698i,0.00090443-0.00074875i,0.0018413-0.00016734i,0.0025975+0.00021684i,0.0023153+0.00025945i,0.0012465-0.00055326i,0.00072034-0.00020931i,0.00046298+0.00047311i,0.00047617-0.0001148i,0.00099785-0.00047319i,0.00099674-0.00020664i,0.00044761+4.3752e-05i,0.00053693-0.00011533i,0.00058683-0.00016127i,-0.00010217+0.00014214i,-0.00054759+0.00042514i
0.00026429-0.00081492i,0.0018534+0.00035976i,-0.00064328+0.00090603i,-0.0016057-0.00016945i,6.2572e-05-0.00045642i,0.00036329-0.00067445i,-0.00028837-0.00068923i,9.5131e-05-5.1876e-05i,0.0011175+0.001285i,0.0014097+0.0019314i,0.0016714+0.0010849i,0.0020092-1.8899e-05i,0.0015874-0.00031534i,0.00091641-0.00046798i,-0.00011447-0.0010344i,-0.00072224-0.00073542i,-0.00049047-0.00074844i,-0.00013753-0.0014507i,-4.817e-05-0.0012756i,0.00029737-0.00070484i,0.00044722-0.00061473i,-0.00058805-0.00011709i,-0.0010787+0.00046531i
0.0002301-0.0018035i,-0.00041508-0.0025779i,-0.0007186-0.0024405i,-0.00012345-0.0019122i,-0.00018774-0.001507i,-0.00085842-0.00073172i,-0.0012457+0.00033716i,-0.00085367+0.00078799i,-0.00011565+0.0010502i,0.00083531+0.0012617i,0.0016533+0.00050697i,0.0018074-0.00025534i,0.0014726+6.759e-05i,0.00069353+0.00029334i,1.174e-05-0.00016841i,-0.00012745-0.00043663i,-0.00017933-0.00077767i,-8.8695e-05-0.0002482i,-0.00019417+0.00012831i,-9.4851e-05+0.00012272i,0.00052308+0.00064545i,0.00040832+0.00025232i,-0.00070205-0.0002136i
0.001127+0.0012663i,0.0013239+0.0017822i,0.0007869+0.0025771i,0.00081668+0.0019374i,0.0015029+0.00028404i,0.00099979-0.0013231i,0.00020739-0.0017252i,0.00028862-0.00095853i,0.00085576-0.00013262i,0.0014966+0.00027444i,0.0024762-0.00010717i,0.0027202-0.00065319i,0.0022993-0.00067768i,0.0021554-0.00072316i,0.0018283-0.0010854i,0.0011137-0.0012887i,0.0011268-0.00048693i,0.0008922+3.6382e-05i,0.00034914-0.00065087i,0.00032337-0.0013208i,0.00041519-0.0010902i,-0.00014106-0.00025461i,-0.0010299-9.846e-05i
-0.0029829+0.00066938i,-0.0028993-0.0004735i,-0.0032558-0.00071263i,-0.002127-0.0010657i,-0.00063693-0.0018339i,-0.00040916-0.0018837i,-0.00095175-0.0015107i,-0.00083453-0.00069643i,3.9616e-05+0.000588i,0.00091441+0.0012063i,0.0015925+0.0013323i,0.0011493+0.00072819i,0.00068705+0.00023781i,0.0010056-7.5509e-05i,0.0011659-0.00055552i,0.0011905-0.00028974i,0.00078381-0.00026237i,6.4489e-05-0.00030545i,-0.00015798-0.00027783i,-0.00028394-0.00097136i,-0.00042308-0.00065322i,-0.0012073-0.0003619i,-0.0018535+2.5594e-05i
4.9608e-05-0.00031638i,-0.00087516-0.0010849i,-0.00072794+0.00074086i,0.00095906+0.0016902i,0.0021059+0.00082851i,0.0012647-0.00018266i,-4.5132e-05-0.00080192i,-0.00027095-0.00071146i,0.00010553-0.00038369i,0.00094736+0.00031176i,0.0014816+9.7377e-05i,0.0018282-0.00012363i,0.0013467+0.0006162i,0.0011028+0.00056005i,0.0012197-0.00010359i,6.8157e-05-0.000498i,-3.8418e-05+1.1571e-05i,-0.00024585+0.00030536i,-0.00049737+0.00013899i,-1.2613e-06-0.00021715i,-0.00034648-0.00042816i,-0.00083108-0.0002906i,-0.00055451-0.0001716i
0.00049609-0.00060962i,-0.00066152-0.00092831i,-0.00099207-0.00070405i,-0.0012977-0.00046019i,-0.0013777-0.00080791i,-0.0011032-0.0010368i,-0.00076215-0.00013795i,-0.0012295+0.0003528i,-0.0011202+0.00016239i,0.00046547+1.9789e-05i,0.00078751+5.7884e-05i,0.00099081+0.00046724i,0.0013711+0.0011354i,0.0015268+0.00057243i,0.0017859-0.00046226i,0.00094703-0.00064573i,0.00022012-0.00017451i,0.00025826-0.00020892i,0.00068007-0.00064079i,0.00020406-0.00074299i,0.00024585-0.00055177i,8.8705e-06-0.00022555i,-0.00067495-0.0002982i
-0.00018167-0.0014339i,-0.00015093+4.9267e-05i,-9.6801e-05+0.00055401i,-0.00059631-0.00031515i,-0.00050697-0.00097525i,1.8392e-05-0.00093617i,-0.00049118-0.00060568i,-0.00069008-0.00060657i,-0.00024872+0.0001245i,-0.00027674+0.0010925i,0.00082901+0.00097064i,0.0015442+0.00085977i,0.00094687+0.00099686i,6.0634e-05+0.00092439i,-0.00043844+0.00038245i,-5.9865e-05-0.0002152i,-0.00013856-0.00072721i,6.6375e-05-0.00098056i,0.00056408-0.00083748i,0.00025024-0.00079287i,-0.000781-0.00059716i,-0.0011991-0.00010555i,-0.00097906+6.4506e-06i
0.00059654-0.00023892i,0.0010356-0.00046697i,-0.00060205-0.00016444i,-0.0011518-9.2656e-05i,-0.0011062-0.00046138i,-0.0015823-0.0011433i,-0.0018958-0.0013066i,-0.00067866-0.00062329i,0.00039083+3.7867e-05i,0.0011862+0.00026632i,0.0021851+0.00033464i,0.0017732+1.686e-05i,0.00065875-0.00010193i,-4.6363e-05+2.9646e-05i,0.00025807-0.00025688i,0.00040306-0.00019049i,0.00021485-0.00072181i,0.00030328-0.0010721i,0.00062846-0.00049186i,0.0004438+0.00026437i,-0.00031003-8.2042e-05i,-0.00054035-0.00015039i,-0.00053881-0.00020688i
0.00094692+0.00087137i,0.00018329+0.00076704i,4.7e-05-0.00046678i,0.00038929-0.0015487i,0.00077765-0.0022329i,0.00069015-0.0018337i,-0.00039031-0.0013357i,-0.0012095-0.00044338i,-0.00055719+0.0001522i,0.00036003-1.3805e-05i,0.0005597+0.00071533i,0.0005111+0.0014172i,0.00050186+0.00069194i,0.00037174-0.0001881i,0.00019347-0.00018725i,-0.00019065-0.0006692i,-0.00037813-0.00095487i,-0.00022473-0.00055222i,-7.8588e-05-0.00050329i,5.3645e-05-0.00056256i,-6.242e-06-2.8571e-05i,-0.00024461+0.00045464i,-0.00031093+0.00058025i
0.00061016+0.00094516i,0.00076484+0.00028661i,0.0011803+0.0010758i,0.00020865+0.00055012i,-0.00024884-0.00050085i,-9.9003e-05-0.0008606i,-0.00066206-0.0010541i,-0.0007709-0.0014063i,-9.1558e-05-0.00049011i,0.00084267+0.00081745i,0.0015246+0.00074292i,0.001786-8.0576e-05i,0.0018214-0.00089666i,0.0012562-0.00052061i,0.0006298-0.00031667i,0.00061554-0.0013567i,0.00050116-0.0013865i,-0.00019236-0.00099788i,-0.00061316-0.0014579i,-0.00043609-0.0012272i,-0.0002122-0.00056416i,-0.0003921-0.00039231i,-0.00028075-0.00032636i
-0.001821-0.0014362i,-0.0019694-0.0008245i,-0.0023735-0.000911i,-0.0018352-0.00040214i,-0.0010589+1.9279e-05i,-0.00091247-0.0013569i,-0.0017185-0.0020395i,-0.0022596-0.0013707i,-0.00052127-0.00046676i,0.0010662+0.00052527i,0.0018839+0.0003055i,0.0023166-4.522e-05i,0.0018721+0.00023651i,0.0010235+0.00029229i,0.00080551-0.00021253i,0.00026199-0.00071134i,-5.3254e-05-0.0010632i,2.149e-05-0.00057645i,-0.00035251-0.00025368i,-2.2262e-05-0.00095537i,-0.00065004-0.00095161i,-0.0019608-0.00044061i,-0.0013471-0.00025051i
0.00016524+0.0019389i,-0.00053999+0.001485i,0.00038255+0.00085471i,0.0012189+7.4096e-06i,0.0013006-0.001051i,0.00080983-0.0015746i,0.00029159-0.0010395i,0.00017512+0.00040726i,0.00034363+0.001365i,0.00068093+0.00091471i,0.0014129+0.00021124i,0.001377+0.00025453i,0.0013954+0.00019405i,0.0014254-0.00022935i,0.0010829-0.00029857i,0.00063455-0.00065695i,0.00087142-0.0011076i,0.0013425-0.0010391i,0.00058736-0.00052127i,0.00013086-0.00044579i,-0.00058184+0.00017319i,-0.00088786+0.00082346i,-0.00033438+0.00070946i
0.00028589+0.00070432i,0.00059622+0.00048941i,0.0005118+0.0010481i,-9.6702e-05+0.00066223i,-0.00049565-0.00083428i,-0.00096416-0.0015684i,-0.001827-0.0008482i,-0.0017137-0.00038614i,0.00045971+5.7774e-05i,0.0024018+0.00047598i,0.0028087+0.00049678i,0.0020697+0.0004263i,0.0011135+0.00084928i,0.00069213+0.00042828i,0.00037501-0.00028533i,6.1952e-06-0.00045675i,-1.3527e-06-0.00026107i,0.0002379+0.00028135i,3.4277e-05-0.00010867i,-0.00018398-0.00090317i,-2.259e-05-0.00045273i,-0.00018143+3.9404e-05i,-0.00026855-0.00018577i
0.0045084-0.00095682i,0.0037471-0.00026219i,0.0032887-0.00057514i,0.0018254-0.002044i,0.00023338-0.0028315i,-0.00071179-0.0022837i,-0.00068992-0.0013372i,-0.00034666+9.4872e-05i,0.00048512+0.0010497i,0.0010956+0.00054177i,0.0015167-5.1478e-05i,0.0011716-2.7105e-06i,0.00047224-0.00070606i,4.6529e-05-0.00086817i,-0.00040849-0.00043913i,-0.00063585-0.00059224i,-0.00053084-0.00087501i,2.2381e-05-0.0016143i,0.00033703-0.0018092i,-0.000204-0.0010807i,-0.00088423-0.0004829i,-0.00079816-0.000425i,-0.00051759-0.0005094i
-0.00020003+0.0021096i,-0.00047561+0.0036547i,0.0003731+0.0031404i,0.0013716+0.0011394i,0.0024456-0.00010455i,0.00095107-0.0014051i,-0.0010986-0.0018443i,-0.00052831-0.00059693i,0.0002944+0.000643i,-0.00022394+0.0012565i,0.00024685+0.0006891i,0.0016715+0.00020594i,0.0023736+0.00038249i,0.0020978+7.4708e-05i,0.0011306-0.00010307i,0.00067203-0.00016128i,0.0010577-0.00060909i,0.0021814-0.0011213i,0.0018618-0.0010944i,7.5017e-05-0.00055297i,-0.0011318-0.00010295i,-0.00084617+0.00034068i,0.00020739+0.00021574i
0.00020246-0.0017176i,0.00024482-0.0022008i,-0.00013998-0.0017383i,-0.00060794-0.0012053i,-0.00094173-0.00061464i,-0.0014871-0.00043973i,-0.0016947-0.00069337i,-0.0010299-0.0012457i,0.00013148-0.00059121i,0.00106+0.00015252i,0.0020069+6.2898e-05i,0.0019676+3.6364e-05i,0.0011686-2.298e-05i,0.00056257-0.00010014i,-8.0243e-05-0.00017387i,0.00027248-0.00055512i,0.0015154-0.00015489i,0.0012356-5.6685e-06i,-0.00016892-0.00045011i,1.3315e-05-0.00043572i,0.00058038+0.00014361i,0.00022719+0.00025659i,-0.00024877+8.1121e-05i
0.0022306+0.0011967i,0.0027652+0.0016587i,0.0029861+0.0015115i,0.0016188+0.00033796i,0.0009022-0.0014288i,0.00077746-0.0022918i,-3.5746e-05-0.0019392i,-0.00050648-0.00042658i,0.00029884+0.00055484i,0.0010506+0.00028973i,0.0010818+8.6977e-05i,0.0013424+6.7824e-05i,0.0017841+0.00036576i,0.001315+0.00037675i,0.00022669+0.00027884i,-0.00086128+0.00039251i,-0.0014582-0.00017302i,-0.00050639-0.00062525i,0.00015335-6.2692e-05i,-8.5447e-05-0.00024067i,2.3081e-07-0.00075215i,-2.5675e-05-0.00057607i,-0.00045636+4.6075e-05i
-0.0043328+4.9905e-05i,-0.0053816+0.00041696i,-0.0053926+0.00061777i,-0.003198+0.0010308i,-0.00090434+0.0011314i,0.00025837-2.7653e-05i,0.00013591-0.0011023i,-0.0007688-0.00044696i,-5.8918e-05+9.4282e-05i,0.0013015+0.00061241i,0.0019469+0.00092073i,0.0017417+0.00034266i,0.0014258-0.0002863i,0.00046279-0.0003853i,-0.00075-0.00049294i,-0.00034516-0.00024703i,0.00015456+0.00057421i,-0.00045554+0.00021667i,-0.00085046-0.00056384i,-0.00057838-0.0010745i,-0.00042787-0.00076553i,-0.00031768-0.00016042i,-0.00062828+0.00012411i
-0.0011246-0.00032117i,-0.0006977-0.00066153i,-0.00052271+2.9854e-05i,0.00034011+0.0010353i,-0.00066714+0.0008265i,-0.00095488-0.00046013i,-0.00094204-0.0010444i,-0.001259-0.00060536i,-0.00041091+0.00073482i,0.0007933+0.0009989i,0.0014062+0.00067192i,0.0014897+0.00017186i,0.0016921-0.00016981i,0.0013285+0.00013333i,0.00038917+0.00033936i,-1.4317e-05-9.8713e-05i,2.7287e-05-3.6938e-05i,0.00014756+0.00010247i,0.0004164-0.00031371i,-0.00019687-0.00035584i,-0.00056109-0.00027744i,-0.00030474-0.00041717i,-0.00012915-0.00036933i
-0.00016635+0.0035433i,0.00016322+0.0045072i,0.00093819+0.0043949i,0.0016266+0.0026883i,0.0019001+0.001104i,0.00026778+0.00020996i,-0.0012499-0.00043422i,-0.00053626-2.2876e-05i,0.00046924+0.00081058i,0.0019058+0.0012098i,0.0025701+0.0011917i,0.0017707+0.0012493i,0.0012631+0.00042497i,0.0015467-0.00086292i,0.0016141-0.00065879i,0.0015667-0.00024624i,0.0015336-0.00016296i,0.0010746-0.00043102i,0.00053957-0.00083112i,-0.00012906-0.00094059i,-0.00030798-0.00043247i,-0.00013459+4.6535e-05i,-0.00012657+0.00016424i
-0.001639-0.00024459i,-0.0022852+2.3994e-05i,-0.0023471+0.00035517i,-0.0018631-0.0011737i,-0.0015172-0.002295i,-0.0011625-0.0027965i,-0.0011107-0.0024347i,-0.00043615-0.00089551i,0.00053647-4.768e-06i,0.0013598+0.00032551i,0.0021808+0.00015643i,0.0023151+0.00069525i,0.0016682+0.0016904i,0.0013165+0.0012772i,0.00144+0.0008428i,0.0012311+0.00081609i,0.0013382+0.00047755i,0.0012016+0.00015962i,0.00068821-0.00023674i,0.00033179-0.00091081i,0.00049957-0.0013385i,2.5622e-05-0.00088025i,-0.00092295+0.00012715i
0.00014923+0.00099409i,0.00060546+0.00080176i,0.00092489+0.00096741i,0.0012633+0.0012687i,0.00096933+0.00079657i,-0.00011816-9.2638e-05i,-0.00070979-0.0008265i,2.5429e-05-0.00055352i,0.00039775+9.8339e-05i,0.00070863+3.6926e-05i,0.0012877-0.0002598i,0.001516+9.4724e-05i,0.0010614+0.00049088i,0.00080661-0.00036536i,0.00070872-0.00045648i,3.5873e-05+0.00011015i,-0.00045577-0.00017334i,0.00055771-0.0010579i,0.0013206-0.00097723i,0.00096397-0.00041525i,0.00027661-0.00062943i,-0.00045094-0.0011376i,-0.0010632-0.0008157i
-0.00086652+0.00018476i,-0.0014679+0.00089103i,-0.0016794+0.00048859i,-0.0010033-0.00040719i,-0.00062027-0.0014455i,-0.0010106-0.0019955i,-0.0011626-0.0018676i,-0.0010313-0.0010014i,0.00014031-5.7929e-05i,0.0013648+0.00038117i,0.0017989+0.00020817i,0.0018891+9.907e-05i,0.0014615+0.00069819i,0.00045454-0.00017801i,8.5856e-05-0.0011255i,0.00040969-0.00035775i,0.00039448+1.7208e-05i,0.00023088+1.2615e-05i,-0.00034289-0.00045206i,-0.00055553-0.0010934i,-9.7531e-05-0.0010478i,0.00014091-0.00076992i,-7.1557e-05-0.00042725i
-7.5937e-05-0.001649i,0.00062777-0.002349i,0.00046797-0.0033122i,0.00066053-0.0027148i,0.0009697-0.0023067i,0.00011417-0.002184i,-0.0013943-0.001318i,-0.00092961-0.00051974i,-0.00031689+0.00028237i,8.8277e-05+0.00038012i,0.001583+8.6324e-05i,0.0026257-0.00025542i,0.0027548-0.00030474i,0.0018147-0.00023087i,0.00072487-0.00096184i,0.00035663-0.0010563i,0.00022464-0.00050598i,7.8715e-05-0.00012889i,-0.00028002-0.00024578i,-0.00068061-0.0011179i,-3.2875e-06-0.0011295i,5.9216e-05-0.00052i,-0.0011643-0.00075146i
0.00096922-0.0016289i,0.00091689-0.0016656i,0.00055593-0.00090811i,-0.0002108-0.0011891i,-0.00077524-0.0013753i,-0.00080925-0.00056084i,-0.00069868+0.00035038i,-0.00068691+0.0008434i,-0.00010641+0.00094238i,0.00078482+0.0004766i,0.001688+0.00033383i,0.0013562+0.0002277i,0.00076858+0.00012472i,0.00041927+0.00077546i,2.6099e-05+0.0004553i,0.00055679-0.00029898i,0.0013081-0.00059595i,0.00096653-0.00094221i,0.00027998-0.00063825i,-0.00023899-0.00071759i,-0.0010755-0.00095084i,-0.0012053-0.00012061i,-0.00063769+0.00042454i
0.00070022-0.0013255i,0.00043885-0.0010104i,6.6745e-05-0.00023371i,0.00037281-0.0009095i,0.0011244-0.0017473i,-0.00018509-0.001358i,-0.0011197-0.0013695i,-1.3504e-05-0.0012312i,-0.00014277-0.00040484i,-0.00032446-0.00017104i,0.00090984+8.0753e-05i,0.0011967+0.00045462i,0.0012091+0.00012463i,0.0014447-0.00030165i,0.00070581+0.00014601i,0.00031481+0.00092799i,0.00023765+0.00087591i,0.00052066+0.00074522i,0.0013506+0.00052254i,0.0013923+3.7221e-06i,0.00070961-0.0006634i,7.2502e-05-0.00039112i,-0.00070119-0.00028549i
-0.00012778-0.00065574i,0.0011517-0.00018866i,0.00089751-0.00075545i,0.00065462-0.00095958i,-0.00014378-0.00052547i,-0.00097483-0.00082401i,-0.0003251-0.00094128i,-0.00037826-8.7652e-05i,-0.00021363+0.00037209i,0.0008338+0.00059056i,0.0016012+0.00060935i,0.001632+0.00033813i,0.0011942+0.0001726i,0.00089991+0.00012602i,0.0007577-7.381e-05i,0.00024069+0.00033677i,-0.00030325+0.00036185i,-2.8998e-07-0.00020314i,0.00017252-0.00071969i,6.5062e-05-0.00048111i,-0.00078979+0.00021933i,-0.0018092+0.00049905i,-0.0013892+0.0002959i
0.0012309+0.0017644i,0.0015555+0.0012383i,0.0023007+0.00027186i,0.0015316-0.00078518i,0.00033725-0.0026162i,-0.00095342-0.0028893i,-0.0011521-0.001535i,-0.00086243-0.00089059i,9.3296e-06-0.00018569i,0.00061282+0.00058172i,0.0011941+0.00030547i,0.0021938+0.00073605i,0.0021173+0.00088967i,0.0014406-0.00033367i,0.00097625-0.00084i,0.00045387-0.00066889i,0.00072201-0.00060935i,0.00035391-0.000729i,7.8098e-06-0.0013173i,6.0637e-05-0.0016985i,-0.00011209-0.0010613i,-0.00028438-8.4094e-05i,-0.00070326-0.00020636i
0.0036555-0.0024059i,0.0031044-0.0015786i,0.0030421-0.0014965i,0.0012519-0.00093188i,-0.00012067-0.0010152i,-0.00097459-0.0015793i,-0.0018539-0.0014245i,-0.0017369-0.00051028i,-0.0007971-9.1512e-05i,0.0003536-0.00013891i,0.00032216+0.00039994i,0.00053063-0.0001188i,0.0017879-0.00053057i,0.0017061-0.00062694i,0.00093874-0.00049879i,0.00082008-0.00037183i,0.0012654-0.0010472i,0.001058-0.0010558i,0.00056391-0.00072251i,0.00022104-0.00043929i,-0.00020883-0.00027036i,0.00010214-7.0197e-05i,0.00046276-7.5145e-05i
-0.0012544-0.00159i,-0.00066036-0.00078523i,-0.00092102-0.00032099i,-0.00071245-0.00026716i,-0.00087665-0.00016699i,-0.0018902-2.232e-05i,-0.00118-0.00063141i,-0.00033687-0.00031114i,0.00011495+0.00034358i,0.00078319-0.00043799i,0.0007005-0.00097497i,0.00065716-0.00086715i,0.0010794-0.0010519i,0.00079913-0.00017i,-4.5547e-05+0.00047184i,1.4534e-05+0.00047168i,0.00032991+0.00078771i,0.00028325+1.654e-05i,0.00037015-0.0011479i,2.779e-05-0.0014314i,-0.00073692-0.00096535i,-0.00069674-0.00058721i,-0.00039249-0.00052825i
0.0011343-0.0017451i,0.0011124-0.0014717i,0.00076362-0.00063494i,0.0004357-0.00045585i,0.00057711-0.00050755i,0.00064528-0.0006633i,-0.0001104-0.00091635i,-5.9358e-05-0.00059571i,0.0011487+0.0003888i,0.00097723+0.0010677i,0.00067311+0.00048074i,0.0013335-0.00015983i,0.00069353+0.00027006i,-0.00025032+0.00085748i,3.9979e-05+0.00058918i,0.00081607-0.00046917i,0.00072338-0.0013042i,0.00066829-0.0013438i,0.00028313-0.00070077i,-0.00019107-0.00029782i,-0.00047648-0.00065402i,-0.00054359-0.00070204i,-4.9148e-05-0.00028727i
0.00010405-0.00063964i,0.00010988-0.00086964i,0.00058967+0.00034995i,0.00053273+0.00057371i,-0.00057504+5.0823e-05i,-0.0014796+0.00014023i,-0.001234+0.00066247i,-0.00034992+0.0010447i,-0.00021855+0.00033917i,0.00020234-0.00024023i,0.00045419-0.00026716i,0.00051879-0.00024991i,0.0016177+0.00028039i,0.0018699+0.00079202i,0.0012597+0.00049845i,0.00081573-0.00057785i,0.0011316-0.0015664i,0.0010418-0.0012776i,0.0002302-0.00086341i,4.8357e-06-0.0012518i,8.3861e-05-0.00084388i,-0.00024103-0.00014468i,-0.00083447+5.4574e-05i
0.00081764+0.00060657i,-0.0004605+0.0001924i,-0.00044049-0.00067695i,5.4979e-06-0.00080917i,-0.00060675-0.0014647i,-0.00080374-0.0017867i,-0.00053617-0.0014424i,0.00017821-0.001107i,0.001194-0.00045624i,0.0010052-0.00016466i,0.00055604-9.8477e-05i,0.00064176+4.1633e-05i,0.00080644+3.7824e-05i,0.0009492+0.00022379i,0.00085361+0.00058452i,0.00061232+0.0007141i,0.00062786+9.1856e-05i,0.00039616-0.00036311i,0.00019334-0.00066332i,0.00048911-0.00063654i,-0.00030397-0.00023159i,-0.00079917-0.00030633i,-0.00024242-0.00014509i
-0.0023981+0.0010892i,-0.0025751+0.00039338i,-0.0034764+0.0010271i,-0.0029685+0.0018818i,-0.00086295+0.001379i,0.00073202-0.00017336i,0.00050028-0.0011599i,0.00079285-0.00074002i,0.0011454+0.0010243i,0.0015512+0.0018576i,0.0020882+0.00095905i,0.0022669+9.628e-05i,0.0021318+1.9183e-05i,0.0020211+0.0005555i,0.0015163+0.00065847i,0.0015223-0.00055456i,0.0012481-0.0010322i,0.00038645-0.00064382i,0.00065523-0.00082861i,0.00090693-0.00083064i,0.00058515-0.00034925i,-0.00036045-0.00027853i,-0.001737-0.00047935i
0.001273+0.0011442i,0.0010489+0.001885i,0.0012477+0.0018437i,0.0013707+0.00060664i,0.00086806-0.0003145i,-0.00023384-0.0012798i,-0.0007578-0.0016214i,-0.0012267-0.0011306i,-0.00062162-0.00033171i,0.0003065+0.0003129i,0.00084791+0.00015738i,0.0010844+0.00014999i,0.00051689+0.00028104i,-0.00010052+0.00088976i,0.00014976+0.00063305i,0.00010779-0.000547i,-0.00061353-0.00059576i,-0.00062558-0.00097797i,0.00031069-0.0015071i,0.00081657-0.0011231i,0.00035211-0.00058177i,-0.00011275-0.0011023i,-0.00011411-0.0014553i
-0.0028159+0.00097215i,-0.0023005+0.00048468i,-0.0011001+0.001243i,-0.00017728+0.00081189i,-0.00020992-3.5605e-05i,-4.2392e-05-5.8737e-05i,-0.00043465-0.00058584i,-3.5286e-05-9.2791e-05i,0.0013982+0.0012454i,0.0021483+0.0014372i,0.0018441+0.00077511i,0.0010971+0.00037071i,0.00093526+0.0009381i,0.0014356+0.0010078i,0.0015009+0.00041255i,0.0013835+0.0001026i,0.0014028-0.00042258i,0.0009971-0.00063607i,0.00077966-0.00061063i,-6.4958e-07-0.00030708i,-0.00048449+2.0557e-07i,-0.0002762-0.00016278i,-0.00033953-0.000651i
-0.00091313-1.951e-05i,-0.0011972-0.00039541i,-0.00027616+0.00094111i,0.00044639+0.0016355i,0.00031408+0.00064461i,-0.00060513-0.00063569i,-0.00074862-0.0013701i,-0.00042646-0.00069965i,0.00022539+0.00040854i,0.0014173+0.0004839i,0.0024187+0.00048147i,0.0020351+0.00032705i,0.0017666+0.00027419i,0.0012507+0.00076943i,0.00040964+0.00015364i,0.00020471-0.00080905i,0.00067342-0.0007045i,0.00098692-5.2755e-05i,0.00030265-0.00025453i,-0.00022094-0.00058211i,-0.00093271-0.00047096i,-0.0010879-0.00059667i,-0.0010856-0.0010572i
-4.8632e-05+0.00037773i,-0.00062043+0.00093245i,-0.00071431+0.00086567i,0.0006334+0.00027199i,0.001085-0.0001934i,7.4645e-05-0.00069502i,-0.00059995-0.0010126i,-0.00077405-0.00089505i,-7.2558e-05+0.00036113i,0.00086312+0.0013927i,0.001119+0.00082773i,0.001204+4.7704e-05i,0.0013308+0.00053819i,0.001325+0.0011809i,0.00082484+0.00093695i,0.00049359+0.000353i,0.00027361-0.00048258i,0.00040649-0.0008626i,0.0005982-0.00090403i,-0.00040227-0.00055447i,-0.0013409+6.3226e-05i,-0.0010572-0.00015991i,-0.00015277-0.00035503i
0.00017327+0.00063244i,-0.00033794+0.0012356i,-7.3744e-05+0.0009135i,0.00070589-0.00060892i,0.00098453-0.0016413i,0.00023723-0.0023298i,-0.00036172-0.0025296i,-0.00013035-0.0010655i,0.0010121+0.00035551i,0.0022757+0.00058613i,0.0020463+0.00028593i,0.001396+0.00053308i,0.0013792+0.00088984i,0.0016073+0.00045772i,0.0015964+0.00034101i,0.00075959+0.00081018i,-0.00029605+0.00018961i,-3.8313e-05-0.00074094i,0.00060848-0.0007528i,-0.00012303-0.00091895i,-0.0012435-0.00056566i,-0.0013752+0.000175i,-0.00049948+0.00017855i
-0.0014556+0.0025685i,-0.00060837+0.0031867i,-0.00015331+0.0049375i,0.00077204+0.003223i,0.0018481+0.00069801i,0.00081753-0.0012313i,-6.7032e-05-0.0023002i,-0.00043079-0.0011678i,-5.3528e-05+0.00022018i,0.001015+0.00077128i,0.0017042+0.0011589i,0.0019563+0.0010131i,0.0020918+0.00024263i,0.001556+0.0004006i,0.00079329+0.00069447i,0.00019003-2.6599e-05i,1.5226e-05+7.4762e-05i,0.00013361-0.00023954i,0.00037599-0.0019208i,0.00045829-0.0021073i,6.2455e-05-0.0010425i,-0.00028331-0.00081319i,-0.00076-0.00047351i
0.0010271+0.00057568i,-0.00013102+3.791e-05i,-0.0019554+0.00021723i,-0.00091103+0.00011788i,0.00058755-0.00048962i,0.00064937-0.0011469i,0.0002047-0.00037966i,-0.0009575+0.00045851i,-0.00081289+2.1254e-05i,0.00060235+0.00044765i,0.0012588+0.00092434i,0.00082003+0.0009925i,-0.00027829+0.0010235i,0.00013697+0.00084289i,0.00079874+5.7771e-05i,0.00050026-0.00035891i,0.00059956-0.00088368i,0.00097041-0.0020378i,0.00065506-0.0019967i,-9.0894e-05-0.0013902i,-0.0004719-0.00099757i,-0.0005732-0.00034737i,-0.0004253+0.00033001i
