-0.0018372+0.0015117i,-0.0026575+0.0014668i,-0.0019751+0.0013235i,-0.0016842+0.00040113i,-0.001536+0.00044434i,-4.3846e-05+0.0012682i,0.00058538+0.0020009i,0.00099688+0.0013575i,0.0013506+0.0006581i,0.0014639+0.00099607i,0.0014284+8.8361e-05i,0.0005678-0.0011474i,0.00032685-0.00071129i,0.0002756-0.00027763i,-7.7113e-05-0.00028954i,-1.383e-05+0.00017894i,0.00022596+0.00038705i,0.00053848+0.00064845i,-3.8827e-06+0.00057057i,-0.00023965-0.00024375i,0.00057584-0.00037238i,0.00062091+6.6361e-06i,-0.00016999-7.3893e-05i
0.0020814+0.000474i,0.001279-0.0006615i,-9.2241e-05-0.00090433i,0.00025265+0.0010413i,0.001658+0.0020609i,0.0017817+0.00021753i,0.0015136-0.0011878i,0.00055737-0.00094772i,0.00042848-0.00094508i,0.000984-0.00094483i,0.00038314-0.00090138i,-0.00033748-0.00044804i,-0.00051019+0.00082971i,-0.00058676+0.0017176i,-7.6468e-05+0.00086153i,0.00027284+7.2942e-05i,-5.7261e-05-0.00034508i,-0.00022108-0.00032684i,-0.00070614+0.00049545i,-0.00054982+0.00074555i,0.00053021+0.00042026i,0.00014237+0.00070948i,-0.00033513+0.00078615i
-0.0018355+0.00192i,-0.0024218+0.00079876i,-0.0015098+0.0003123i,-3.5161e-05+0.00092209i,0.00027271+0.00093751i,0.0011844-0.00028248i,0.0017677-0.00053314i,0.0010402-0.00026569i,0.00038639-0.00035587i,-0.00038637-0.00046904i,-0.00034228-0.00096582i,-0.00016299-0.0010332i,-0.00058728-0.00096072i,-0.00026474-0.00062878i,0.00046836+0.00069164i,0.00035814+0.0011417i,-7.8497e-06+0.00084861i,0.00037148+0.00056199i,0.00026515-0.00038749i,0.0003261-0.0011864i,0.00034562-0.00076344i,0.00011772-0.00048644i,0.00017569-0.00057117i
-0.0012461-0.00088834i,-0.0010964+6.6074e-05i,-0.00018566+0.00099494i,-0.0005068+0.0017111i,-0.00025576+0.0020478i,0.00092804+0.0026825i,0.0014041+0.0019305i,0.0011065+0.00044505i,0.0007599-0.00024104i,-2.7452e-05-0.00020001i,-0.00079681+0.00019277i,-0.00014146+7.6778e-05i,0.0012601+0.00010655i,0.0011465+0.001099i,0.00029672+0.0011655i,-7.3608e-05+0.00056323i,-0.00044221+0.0003067i,0.0001568+0.00054221i,0.00094009+0.00051377i,0.00049102+1.8042e-05i,-0.00073531-0.00074761i,-0.0010607-0.00071488i,-0.00014834-0.00082777i
2.6064e-05-0.0033409i,0.00049155-0.0030011i,-5.0739e-05-0.002075i,0.00073353-0.0015576i,0.0020396-0.0010276i,0.0026244-0.00028608i,0.0018755+0.0003336i,0.00096066-0.00023858i,0.00070902-0.00039922i,0.0010592+0.00090709i,0.00013852+0.00052155i,-0.00092488-0.00014981i,-0.00042361+0.00065262i,0.00077924+0.00078785i,0.0013178+0.00016453i,0.00079741-0.00073564i,0.00033213-0.00069242i,0.0004314-0.00040065i,0.0003976-0.00050419i,-5.5264e-05-0.00080925i,-6.191e-06-0.00085843i,-0.00034007-0.00021248i,-0.00017797+9.7743e-05i
0.0014778+0.00021493i,1.5066e-05+0.0010178i,-0.00076309+0.0015642i,-0.00028848+0.0022186i,0.0004425+0.0022806i,0.0016246+0.00075279i,0.0021319+1.1482e-05i,0.0015697+0.00048727i,0.0013953+0.00016805i,0.0015585-0.00035687i,0.00085939-0.00023376i,-7.0403e-05+0.00020539i,-0.00043443+0.00040326i,-0.00010677+0.00032381i,0.00055793-0.00045329i,0.00021572-0.00057934i,0.00024452+1.0539e-05i,0.00028203+0.00026054i,-6.5717e-05+0.00040136i,-8.3998e-05-5.0028e-05i,0.00014254-0.00057396i,-2.0041e-05-0.00047053i,-0.00073921-0.0001074i
0.00056171+3.1405e-05i,-0.00046378+0.00023684i,-0.00082766+0.00017221i,-0.00045655+0.0010209i,0.00047177+0.0012154i,0.00098605+0.0015416i,0.0010532+0.0015398i,0.00079142+0.00054531i,0.00073025+8.1049e-05i,0.00062985-0.00012068i,-0.00035795-0.0003808i,-0.0014787-0.00047601i,-0.00143-0.00068808i,-0.0014083-0.00079327i,-0.0011116-0.00073537i,-0.00025888-5.8315e-05i,-0.00014692+0.00030137i,-0.00053828+0.00020985i,-0.00025991+0.0010793i,-0.00023533+0.0011625i,-0.00034692-7.5527e-05i,-0.00038232-0.00041245i,-9.8108e-06-0.00037206i
-0.001829+0.0003165i,-0.001642+0.0014001i,0.00010028+0.0026476i,0.00036496+0.003294i,-0.00052681+0.0027262i,0.00011357+0.0014488i,0.00092819+0.00092218i,0.0009138+0.00075865i,0.00083809+0.00041557i,0.0010591+0.0001582i,0.0010443-0.00015629i,0.00023219-0.00034895i,-0.00026794-0.00028202i,-5.5399e-05-0.0002565i,0.00012075+0.00024716i,0.0010436+0.00037067i,0.0016395-0.00034518i,0.00066658-0.00082642i,-0.00081496-0.00093807i,-0.00060799-0.00057027i,0.00015478+4.7424e-05i,0.00044875+0.00027105i,0.00021952+0.00022437i
-8.3877e-05-0.0017641i,-9.174e-06-0.0026558i,-0.00032502-0.00082822i,0.00034874+0.00084734i,0.0013256+0.00086305i,0.0014292-0.0001235i,0.0027259-0.0008245i,0.0027135-0.00026854i,0.0011114+0.00057489i,0.0010812+0.00054732i,0.0010524-0.00049598i,-6.0113e-05-0.00056636i,-0.00051292-0.00022523i,0.00035357-0.00020303i,0.0014171-0.00069048i,0.00094066-0.00071248i,-0.00012234+0.00020532i,-0.00070024+0.00047482i,-0.0013696+0.00025242i,-0.00072174-4.7141e-05i,0.00011302-0.00013494i,-0.0001634+0.00059373i,-0.00035944+0.00051917i
0.0018605+0.0014541i,6.2577e-05+0.0024264i,-0.0014668+0.0025413i,-0.0011265+0.0024886i,5.5085e-05+0.0016367i,0.00059944+0.00058033i,0.00032253+0.00042204i,0.00066965-0.00010177i,0.00012924-0.00054636i,-0.0010322-0.00075249i,-9.9362e-05-0.00045911i,0.00021233-0.00034683i,-0.00048928-0.0012508i,-0.00034174-0.0014896i,-0.00021302-0.00076186i,8.5379e-05-0.00026877i,-0.0002413-0.00011926i,-0.00068946-0.00049416i,-0.00040256-0.00078692i,-3.1501e-05-0.00057704i,-0.00039257-0.00070885i,-0.00065894-2.0038e-05i,-3.3738e-05+0.0005678i
-0.0018601+0.0014063i,-0.0025118+0.00093764i,-0.0026908+0.0011478i,-0.0012289+0.0026758i,0.00054375+0.0042557i,0.0021037+0.0033308i,0.0025879+0.0010075i,0.001903-0.00012076i,0.0011084-0.00030517i,0.0012702-0.00052425i,0.00097003-0.0005942i,0.00023056+0.00026884i,0.00069306+0.00060144i,0.00057377+0.000333i,0.00068972+0.00036818i,0.0018497+0.00048579i,0.0013154+0.00053454i,0.00024603-3.489e-05i,0.00026879-0.00087228i,0.00027483-0.001375i,9.9748e-05-0.00031568i,-0.00010442+0.00090168i,-2.253e-05+0.00089922i
-0.00054195+0.0016062i,-0.00070453+0.0022064i,-0.00071842+0.0016088i,-0.00043605+0.0014268i,0.00044802+0.001462i,0.0018644+0.0014183i,0.0021015+0.0006177i,0.0015348+0.00010583i,0.00020924-0.0003461i,-0.00048972-0.00088487i,9.1659e-05-0.00039495i,-0.00011881-0.00020648i,-0.00037132-0.00071905i,-0.00014845-0.00090173i,0.00032005-0.00073008i,0.00020764-0.0008113i,1.4489e-05-0.00055844i,0.00088974+0.00048123i,0.0016824+0.00077114i,0.001463+0.00050051i,-8.3895e-05+0.00084066i,-0.0010117+0.00044283i,-0.00054131+0.00018439i
0.00084727-0.0019151i,0.00035852-0.0022537i,0.00027381-0.00076602i,0.00054934+0.00026519i,0.0017169+0.00035796i,0.0024002-3.7452e-05i,0.0019037+5.4102e-05i,0.0015342+0.00050182i,0.00079214+0.00019594i,-9.5149e-05+0.00023633i,-0.00056108+0.00026769i,1.4313e-10-0.00021309i,0.00075015+0.00025071i,0.00014427+0.00081607i,-0.00015928+0.00024197i,-0.00014911-0.00037817i,-0.00034167-0.00044749i,-0.00032786-0.00070642i,-0.00034531-0.0009091i,-0.00027646+0.00030414i,0.00039544+0.0002532i,0.0011247-6.3614e-05i,0.0011236+0.00061443i
0.00046414-0.00029765i,-0.00079802+0.00014288i,-0.0017538+0.0015607i,-0.0015878+0.0021766i,-0.0010571+0.0015479i,0.00019644+0.00064969i,0.001232-0.00027949i,0.00087673-0.00063854i,0.00026529-2.6334e-06i,-0.00036285+0.00037349i,-0.00059843-0.00039765i,0.00033678-0.00055743i,0.00058249+0.00016687i,0.00040449+3.7826e-05i,0.00091634-1.2903e-05i,0.0010103+0.00013525i,0.0004328+0.00039475i,0.00060555+0.00036077i,0.00064786-0.0002188i,0.00046144-0.00080062i,0.00040226-0.00033876i,0.00040458+0.00048831i,0.00080863+0.00016012i
-0.00026204+0.00066482i,0.00031175+0.00091651i,-9.1651e-05+0.00055348i,-8.0732e-06+0.00091807i,0.00070385+0.0017935i,0.002051+0.00072097i,0.0027768-0.00045253i,0.0018344-0.0003689i,0.0010839-0.00011275i,0.00034602-0.00012292i,-0.00067848-0.00035851i,-0.00080605-9.7033e-05i,-0.00057807+6.1785e-05i,-0.00019687-0.00033109i,7.6406e-05-0.0008738i,-9.2385e-05-0.00085067i,-0.00018237-0.00073932i,-0.00023477-0.00069123i,0.00036619-0.00046804i,0.0011441-0.00033988i,0.0013013+9.1245e-05i,0.0011136+9.8393e-05i,0.00073723-0.00024846i
-0.0015919+0.0023209i,-0.0010084+0.0019726i,-0.00069703+0.0016241i,-3.3902e-05+0.0015603i,0.0015208+0.001093i,0.0030719+0.00038616i,0.0017115+0.000212i,-4.0134e-05+0.00032989i,0.00033305+0.00049474i,0.00073645-0.00026383i,0.00027049-0.00071977i,-0.00044595-0.00042208i,-0.0004017-0.00051314i,0.00010654-0.00074586i,0.0004222-0.00030742i,-0.00021424-4.8286e-05i,-0.00026213-2.2992e-05i,-0.00031172+0.00019263i,-0.00018247-4.7815e-06i,7.2742e-05+0.00024888i,-0.00027381+0.00081452i,-0.0006526+0.00083541i,-0.00050091+0.00059545i
-0.0016481+0.00063793i,-0.0023524+0.00083597i,-0.0022718+0.0011311i,-0.00071405+0.0014373i,0.0012429+0.0018715i,0.002413+0.00076779i,0.0014829+0.00018851i,0.00013527+0.00033409i,-0.00014762-3.246e-05i,-0.00031493+0.00015142i,-0.00037288+8.94e-05i,0.00054664-0.00019035i,0.0012947-0.00041088i,0.0003239+4.8565e-05i,-0.00043762+0.00048307i,-0.00014908+3.6544e-06i,4.1456e-05-0.00061915i,0.00029541-0.0006758i,0.00045283-0.00027234i,-2.5011e-06+0.00018293i,5.2368e-05+0.00023876i,0.00099348+0.00022234i,0.00093879+0.0001528i
0.0009829-0.00011496i,0.0019886-0.0001653i,0.0015828+0.00014163i,0.00083019+0.0008002i,0.00054246+0.0016518i,0.0010601+0.0015148i,0.0013255+0.00039572i,0.0006931+3.1352e-06i,-0.00059936+0.00061312i,-0.00084094+0.00072371i,2.3772e-05+0.00016896i,0.00018754-0.00065699i,0.00016311-0.00085273i,9.373e-05-0.00080512i,0.0005125-0.00049163i,0.00080645+0.00059819i,-0.00016202+0.000432i,-0.00048878-0.00098172i,0.0003164-0.00041824i,0.00058632+0.00030701i,0.0002594+3.7119e-05i,0.0006145+1.7222e-05i,0.00070175+0.00059332i
0.00071863-0.00045113i,-0.00014674-0.0013807i,-0.00086787-0.0013887i,-0.000378-0.00011967i,0.001328+0.0011567i,0.0030951+0.000924i,0.0035055+5.3858e-05i,0.002025+0.0001804i,0.00051826+5.5474e-05i,-0.0003202-0.00026688i,-0.0006473-0.00050261i,-0.00086028-0.00064345i,-0.00012243-0.00034467i,0.00040971+0.00036646i,0.00041392+0.0005614i,0.00035762+0.00080806i,-0.00032951+0.00094563i,0.0001852+0.0010138i,0.00041709+0.0013325i,0.00034294+0.00028329i,0.00064868-0.00074545i,0.00041037-0.00012353i,0.00040837-5.4619e-05i
0.00060707+0.00061722i,0.0013257+5.797e-05i,0.0012439+0.00014583i,0.00037838+0.00027314i,0.00042596+0.00071132i,0.00083013+0.00053854i,0.0015189+0.00020373i,0.0016896-0.00014294i,0.0010941+3.9744e-05i,0.00050313-0.00018871i,0.00058289-0.00043365i,0.00038072+0.00057085i,0.00025856+0.0010682i,-0.00032219+0.00036908i,-0.00044929-0.0004783i,-0.00033955-0.00089829i,-0.00018249+7.6487e-05i,0.00066365+0.00086584i,0.00099079+0.00064933i,0.00014124+0.00030061i,-8.5997e-05-7.1027e-06i,0.00039105+0.00038854i,-0.00016357+0.00015826i
0.0013208-0.0018103i,0.0013263-0.0021296i,0.00066312-0.00083454i,-0.00021034+0.00090866i,-0.00058275+0.00087314i,0.0010767+0.00025897i,0.0026294-0.00029064i,0.0022591+0.00029904i,0.0013074+0.00088647i,0.00013902-0.00011979i,-0.0006188-0.0012574i,-0.00049786-0.00093281i,-2.3617e-05-0.00047405i,-0.00016306-0.00020542i,-0.00061312+0.00014232i,-0.00022798+0.00038722i,0.00052512+0.0003461i,0.00060272+0.00015711i,0.00073672+0.00035754i,0.0007375+0.0001452i,0.00080278-0.00071723i,0.0010392-0.0012786i,-0.00012649-0.0002537i
0.00087507+0.00032688i,0.00081938-0.00012998i,-9.0091e-05+0.00031663i,-0.00078077+0.00038339i,-0.0003543+0.00055354i,0.00032693+0.00093862i,0.001109+0.00085239i,0.0010359+0.00081731i,5.3599e-05+0.0002745i,-0.00011617-0.00049172i,-0.00029858-0.00052388i,-0.00039596+0.00012014i,-6.7003e-05+0.00063025i,-0.00059523+0.00061788i,-0.00086026+0.00091755i,-0.0010264+0.00073918i,-0.00069346-0.00019268i,0.00048464-0.00048262i,0.0012541-0.00029758i,0.00079518-0.00029831i,0.00017923+2.2275e-05i,-1.2889e-05+0.0001811i,-6.3487e-05+0.00066513i
-0.0013299+0.00088148i,-0.00073815+0.00017619i,0.00053731+0.00079397i,0.0011928+0.0013261i,0.0015905+0.0011046i,0.0018411+0.0010313i,0.0022773+0.00056268i,0.0018932-0.00017125i,0.00075913-0.0012685i,0.00017944-0.001026i,-0.00027539+0.00021214i,-0.00070731+0.00030474i,-0.00092784-0.00015306i,-0.00026125-0.0003575i,-6.667e-05-0.00031239i,-0.00080973-0.00067204i,-0.00077773-0.00060657i,-0.0003599-0.00087732i,-0.00027061-0.00085901i,0.00060535-0.00020203i,0.0013392-0.00023537i,0.0010761-0.00018359i,0.00050616-1.9032e-07i
0.0010583+0.0011776i,0.0013491+0.00076759i,0.001436-0.00023096i,0.0011667-0.00077824i,0.001414-0.00045626i,0.0016816+0.0010502i,0.0013775+0.0012663i,0.0006907+0.00035921i,-0.00019219+0.00052935i,-0.00073557-0.00053083i,-0.0003196-0.0012938i,-0.00056649-0.0010776i,-0.001155-0.00054108i,-0.00074687+5.289e-05i,-0.0009481-0.0005942i,-0.0010904-0.0014328i,-0.00032974-0.0010378i,0.0010763-4.8954e-05i,0.0013088+0.00063699i,0.00047454+0.00054269i,0.00044258+0.00033916i,0.00050791+0.00026924i,0.00052043+0.00010784i
0.0011511+4.8608e-05i,0.0016348+0.00029948i,0.0012222+0.00092356i,0.0012772+0.0016391i,0.0019408+0.0014529i,0.0021518+0.00080244i,0.0016558+0.00019305i,0.00080174-0.0004616i,4.2576e-05-0.0006359i,0.00014072-0.00088782i,0.00016609-0.0007875i,-0.00045371-0.00026812i,-0.00084253-7.0486e-05i,-0.00046583+1.827e-05i,0.00016876+0.00034372i,0.000377+0.0014162i,0.00061863+0.0013922i,0.00069896+0.00048205i,0.00026214+0.00035383i,5.1102e-05+0.000681i,0.00029046+0.00081476i,0.00013857+0.00086103i,-9.8525e-05+0.00062818i
0.0028813-0.00057273i,0.0028321-0.0010276i,0.0035876-0.0015676i,0.0021838-0.0012313i,-8.3992e-05-0.0003925i,0.00029697+2.9734e-05i,0.0012499+0.00058178i,0.0012564+0.00096993i,0.00077329+0.00038984i,0.00013038-5.6147e-05i,-7.3141e-05-0.00025836i,-0.0008577-0.00024583i,-0.0013127+8.93e-05i,-0.0012535+1.9685e-06i,-0.0011825+0.00065314i,-0.00088939+0.00085507i,-0.00066178-6.3665e-05i,-0.00011617+5.3549e-05i,4.9106e-05+0.00029862i,0.00037055+0.00034123i,0.00046796+0.00047802i,0.0001418+0.0002793i,-0.00011877-2.6806e-05i
-0.00033587+0.0021259i,0.00026532+0.0013782i,-6.9531e-05+0.00081094i,-0.00035762+0.0011901i,-9.2975e-06+0.0010337i,-3.1039e-06+2.2771e-05i,0.0001348-0.00060282i,0.00013656-0.00064727i,0.00029594-0.00020192i,0.00052514+0.00033143i,4.2042e-05+0.00063288i,-0.00044611+0.00013462i,-0.00019396-0.00052795i,2.941e-05-3.5935e-05i,0.00042295-0.00010867i,0.00079514-0.00040491i,0.00020815+5.2582e-05i,6.8443e-06+0.00045592i,9.3755e-05+0.00076527i,0.00014373+0.00077901i,0.0006173+0.00044735i,0.00034127+0.00066371i,-0.00031483+0.00059421i
0.0047315+0.0010572i,0.0068142-0.00019844i,0.006057-0.0038974i,0.002303-0.0051182i,-0.00059301-0.0038899i,-0.0019197-0.00045987i,-0.00039872+0.0011703i,0.0011945+0.00062751i,0.0013069+0.00066594i,0.00017965-0.00083085i,-0.0011335-0.0021426i,-0.0012039-0.001271i,-0.0017768-9.4073e-05i,-0.0035234+0.00083066i,-0.0039481+0.00069031i,-0.0026195-0.00018215i,-0.001188-0.00014513i,-0.00065054+0.00041543i,-0.00033639+0.0012386i,0.00034369+0.0017121i,0.00090142+0.00089451i,0.00085955+0.000556i,0.00015021+0.00029818i
-0.0067715-0.0033847i,-0.0078609-0.00033668i,-0.0068234+0.0055089i,-0.0023478+0.0071684i,0.0012676+0.0054075i,0.0029487+0.0022074i,0.00057492-0.00049112i,-0.0014772-0.00084459i,-0.0014049-0.00048176i,-0.0006554+0.00068148i,-4.1083e-05+0.0014671i,0.0008072+0.00014753i,0.0014771-0.0010196i,0.002719-0.001006i,0.0039868-0.00095968i,0.0034342-0.00054952i,0.0019289-0.00048738i,-2.1883e-05-0.0009252i,-0.0013781-0.00074719i,-0.0012524-0.00027361i,-0.0010421-0.00017479i,-0.00054746+0.00019972i,0.00010171+0.000294i
-0.00042652-0.003074i,-0.002195-0.0034244i,-0.0031186-0.00091203i,-0.0015755+0.0011113i,0.0012798+0.0018023i,0.0032319+0.0016638i,0.0029036+0.0013243i,0.0021224+0.00075078i,0.00091584+0.00042733i,0.00011354+0.00037441i,-0.00016922+0.00031494i,0.00047044-0.00017173i,0.00040501-0.00057376i,0.00029506-0.00097789i,0.0006102-0.0012062i,0.00058355-0.00089408i,0.000468-0.00072105i,0.00022557-0.0011725i,-0.00077407-0.0015928i,-0.0010485-0.0007605i,-1.4275e-06+0.00029964i,-4.3477e-05-0.0001514i,-0.0002334-0.00067278i
-0.0024433+0.00062206i,-0.0028085+0.0011655i,-0.0045634+0.0022331i,-0.0035126+0.0036005i,-0.00074358+0.0035413i,0.00069572+0.0014579i,0.00086787+2.3864e-05i,-0.00020918+0.00040385i,-0.00061008+0.00065765i,-0.0002371+0.000781i,0.00019279-0.0001632i,0.00069229-0.00093373i,0.00086603-0.00097154i,0.0013611-0.0015171i,0.0014297-0.001332i,0.0010678-3.3076e-05i,0.00091666+0.0010878i,0.00063073+0.0011303i,0.00022857+0.00047056i,6.1339e-05-0.00014306i,0.00015294-0.00012005i,0.00034101-0.00025193i,0.00081856-0.00061978i
-0.0017007-0.00047831i,-0.0022236-0.00033214i,-0.0015693+0.00072942i,-0.0017033+0.0014666i,-0.00061802+0.0012172i,0.0017843+0.00098628i,0.0025763+0.0012474i,0.0018304+0.0013946i,0.00032766+0.00096866i,-0.0010085+0.00061314i,-0.00096135-9.7903e-05i,0.00031142-0.00015916i,0.00088763-0.00039479i,0.00083539-0.00039074i,0.00098604+0.00041301i,0.00016162+5.6826e-05i,-0.00016873-0.00081376i,0.00012255-0.0011542i,-0.0003604-0.00098728i,-0.00043943-0.00050118i,0.0003339+0.00030729i,0.00076158+0.0010309i,0.00050432+0.00058379i
0.00013894-0.00023342i,0.0012564+0.00016918i,0.00086834+0.0013457i,0.00125+0.0013583i,0.0020098+0.00053108i,0.0015984-0.0001317i,0.0013043+0.00021416i,0.00063403+0.00023908i,0.00018866-0.00038091i,-9.17e-06-0.00039862i,-0.00032522-0.00086043i,-0.00037047-0.0012491i,-0.00044554-0.0011648i,-0.00015892-0.00065541i,0.00051684-0.00016985i,0.00022543-0.00027136i,1.436e-05-0.00037961i,6.5241e-05-0.00011798i,-4.0437e-05+0.00086843i,-0.00046997+0.00063952i,-0.00036706+2.9345e-05i,0.00093397+0.00045091i,0.0012818+0.00078072i
0.0027306-0.0015529i,0.0013485-0.0010095i,0.0005021-0.00040696i,0.00016812-0.00014565i,0.00080044+0.00042648i,0.0021398+0.00067683i,0.0024384+0.00062988i,0.0018896-0.00067335i,0.00059538-0.0017755i,0.0003964-0.00089337i,0.00039703-0.00057932i,-0.00050475-0.00037186i,-0.00046651+0.00035252i,-5.2198e-05-1.5696e-05i,-0.00033954-0.00010891i,0.00012278+0.00033127i,0.00016854+0.00043895i,-0.00035123-0.00027941i,0.00012352-0.00097542i,-0.00030615-0.0010161i,-0.0010173-0.00085169i,-0.00067413+0.00027454i,0.00024788+0.00061731i
0.00055111+0.00017825i,0.00025209+0.001403i,-0.00055298+0.0035176i,-0.00080127+0.0036384i,0.00031913+0.002227i,0.0020986+0.0015089i,0.0022591+0.0010262i,0.0010648+0.00066422i,0.00045509+0.00066419i,0.00057631+0.00079418i,0.00040723+0.00058399i,-6.4784e-05-3.6616e-05i,-6.8649e-05-0.00023639i,0.00037401+0.00041953i,0.00044443+0.00028395i,7.0591e-05+7.5278e-08i,9.9805e-05-0.00027354i,0.00042524-0.00039495i,0.00047203-0.0010366i,6.9623e-05-0.0011679i,-0.00024555-0.00094793i,-0.00087013-0.0011369i,-0.00091053-0.00064251i
-0.0022487+0.00083923i,-0.002112+0.0010392i,-0.0022794+0.00118i,-0.0016387+0.0013469i,0.00049444+0.00088217i,0.0020296+0.0006032i,0.0020711+0.00056888i,0.0012257+0.00034019i,0.0009964+0.00015281i,0.0010447+9.4028e-07i,0.00036304-0.00032231i,0.00021098-0.0014293i,0.0003819-0.0020417i,0.00032623-0.0012972i,6.4685e-05-0.00083917i,0.00013405-0.00036316i,0.00078941+0.00056796i,-0.00011154+0.00021314i,-0.00096289-0.00039505i,7.899e-05-0.00011119i,0.00085892+1.7582e-05i,0.00031218-2.125e-05i,-0.00088308+0.00011467i
-0.00066657-0.0011062i,-0.00062071-0.00015549i,-0.00044613+0.0016477i,-0.00091223+0.0022846i,-0.00058988+0.0025385i,0.000331+0.0018103i,0.0011233+0.0006328i,0.0013402-0.00017114i,0.00098782+2.3656e-05i,0.00022872+0.00043263i,-5.6176e-05-0.0005662i,0.00013159-0.0010845i,0.0003104-0.00047938i,0.00034709-0.00040199i,0.0002776-0.00026061i,0.00019768+0.00040332i,0.00040203+0.00085689i,0.00028287+0.0011288i,-0.00047237+0.0009975i,0.00015992-0.00030403i,0.00089329-0.00090083i,0.00060117-6.0696e-05i,0.00019143+0.00012446i
0.0002952-0.0016294i,-0.00019381-0.00064356i,-0.00041333+0.00126i,-0.00042649+0.0017965i,5.4213e-05+0.00091323i,0.0013017-6.6653e-05i,0.00063449-0.00099255i,-0.00042817-0.00098012i,-0.00055554-0.00060256i,-0.00025994-0.00067828i,-0.00016235-0.0016304i,0.00018493-0.001229i,0.00035139-0.00041189i,0.0001042-0.00067652i,0.00034201-0.0012456i,0.00074303-0.0014893i,0.00075881-0.00055957i,0.00070205+0.00015455i,0.0005669-0.0003342i,0.00015254-0.00056193i,0.00023877+3.5791e-05i,0.00028148+0.00072215i,0.00018927+0.00082214i
0.0010869+0.002189i,0.0019354+0.0020041i,0.00086175+0.0011985i,0.0013142+0.0015377i,0.0020585+0.001799i,0.0018931+0.00080657i,0.00094353+0.00084935i,7.6819e-05+0.00066545i,-0.0002307-0.00039398i,-0.00031477-0.00067718i,0.00037245-0.00052421i,0.00063988-0.0005066i,3.2518e-05-0.0009743i,0.0006206-0.00082692i,0.0012794-0.00028507i,0.0012295-0.0002943i,0.00090271-0.00023781i,0.00017543+0.00036368i,-0.00059062+0.00064187i,-0.00012909-8.9498e-06i,0.00046047-0.00021909i,4.8205e-07+0.00011953i,3.8452e-05+0.00011354i
-0.0010855-0.0030988i,-0.0016198-0.0032926i,-0.0020575-0.0028604i,-0.0018234-0.00075386i,-0.0008279+0.0016808i,0.0014202+0.0013151i,0.0020625+0.00023539i,0.0012158-0.00084564i,0.00089445-0.000342i,0.0011815+0.00049828i,0.0010018+0.00037133i,-8.0048e-05+0.00050869i,-0.00049205+0.00015361i,0.00025347+2.3481e-05i,0.0011675+0.0010607i,0.0010477+0.00097443i,-8.4402e-05+5.526e-05i,-0.00089405-0.00019741i,-0.00077559-0.00035792i,7.9267e-05-0.00040354i,-0.00034545+0.00017363i,-0.00046727+0.0002274i,0.00020255-8.6983e-05i
-0.0029045-0.00078081i,-0.0038086+0.0014093i,-0.0026847+0.0025091i,-0.00090916+0.0013582i,1.5901e-05+0.00030593i,0.00057212+0.00049296i,0.0010697+0.00050615i,0.001386+0.00032055i,0.00055519+0.00081362i,-5.1327e-05+0.00064187i,0.00029399+0.00020646i,0.0007085+0.00025445i,0.00067031+0.00062818i,0.000893+0.00028217i,0.0011334+0.000409i,0.0011116+0.00093183i,0.0012126+0.00037883i,0.0011795+0.00020144i,0.00056375+0.00044458i,-0.00010609+6.8623e-05i,-0.00060294-0.00043871i,-0.0011145-0.00050842i,-0.00058069-0.00013163i
0.0024779+0.0021172i,0.0030245+0.0020192i,0.0029025+0.0019557i,0.0030309+0.0018328i,0.0022868+0.0017872i,0.0011866+0.0013705i,0.0013546+0.00042843i,0.0016945+0.00023401i,0.0008349+0.0004437i,0.00075211-0.00039973i,0.00092954-0.00074103i,0.00052826-9.8211e-05i,0.00015053-0.0004958i,-0.00019844-0.0002383i,-0.0008949+0.00036016i,-0.0008006+0.00022583i,3.033e-05+0.00054365i,0.00027701+0.00048084i,-0.00019377+8.1718e-05i,-0.00054192-0.00042766i,0.00033125-0.00044629i,0.00075004+0.00017342i,-0.00026042+0.00035693i
0.00082576-0.00049361i,-0.00025861-0.0019681i,-0.0013199-0.001438i,-0.0010137+0.00018176i,0.00030211+0.00080535i,0.0017539-0.00019981i,0.0016029-0.00046257i,0.0010644-0.00024996i,0.00039116-2.7223e-05i,-2.1013e-06+0.00019788i,0.00059536-5.5022e-06i,0.00048376-0.00021528i,0.0003463+0.00016269i,0.00053876+0.000442i,0.00044932-9.6774e-05i,0.00028414+0.00031758i,-0.00019508+0.00066647i,5.1912e-05-0.00016995i,0.00044664-0.00023838i,0.00090681+0.00045754i,0.00073387-0.00010712i,0.00043183-8.7552e-05i,0.00074176+0.0010818i
-0.0025771+0.00030589i,-0.0016333+0.001147i,-0.0011083+0.0012258i,-0.00050824+0.00064842i,0.0010984+0.00088717i,0.0020983+0.00089247i,0.0024058+0.00059447i,0.0023473+0.00024401i,0.0016313+0.00025071i,0.0004693+9.3828e-05i,-0.00061059-0.00095311i,-0.00072365-0.0009656i,0.00030489-0.00058407i,0.0011731-0.0010341i,0.001181-0.00056711i,0.0011139-0.00048629i,0.0011121-0.00078483i,0.00033309-0.00026988i,-0.00034845-8.9076e-06i,-0.0003304-0.00021477i,-0.00061636-8.2208e-05i,-0.00056077+0.0005825i,4.6101e-05+0.00023602i
