-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
-0.00088887-0.0013564i,-0.001773-0.0015586i,-0.0009701-0.00090065i,0.00021561+0.00043343i,0.00079444+0.00088881i,0.00068588+0.0010451i,0.00066976+0.0012817i,0.00073944+0.00098082i,-0.000425-2.0426e-05i,-0.00090808-0.0005293i,-0.00055415-7.1683e-05i,-0.00049672+0.00027733i,-0.0006251+0.0001699i,-9.344e-06-6.8423e-05i,0.0005297+0.00032019i,1.042e-05-9.8059e-05i,-0.00096694-0.00071466i,-0.0013288-0.00088712i,-0.00046111-0.0010421i,0.00039862-0.0001429i,-0.00016479+0.00046837i,-0.00074723+0.00033858i,-0.00040613-0.00036508i
0.0015137-0.00022457i,0.0021032-0.00064866i,0.0018797-0.00045309i,0.0016769-0.00011816i,0.0013053+0.00044826i,0.00057527+0.0011087i,0.00067681+0.00045017i,0.0011747-0.00039621i,0.00086015-0.00081619i,0.0006154-5.1393e-05i,0.00013099+0.00055666i,0.00013267+0.00012343i,9.021e-05+0.00013602i,-0.00095852+0.00019625i,-0.0010361-0.00021881i,-0.00064284-0.00024922i,-0.00060928+0.00043581i,-0.00052412+0.00028115i,-0.00026154-2.1598e-05i,5.8115e-05+0.00021384i,-0.00030162+9.2998e-05i,-0.00034405-1.3825e-05i,-4.9193e-05+0.0004876i
-0.0001153-0.001752i,-0.00022927-0.001969i,-0.00060947-0.0015778i,-0.00081352-0.00039613i,-0.00082133+0.00085275i,-2.218e-05+0.00092396i,0.00092749-2.8032e-05i,0.0010638-0.00071758i,8.5767e-05-0.00047253i,-0.0011197-0.00018347i,-8.5147e-05+3.3388e-05i,0.0011892+6.0151e-05i,0.0004392+0.00017349i,-1.79e-05+0.00082406i,0.00064046+0.00097103i,0.00082065+0.00017801i,0.00010898-0.0011507i,-0.0002759-0.0013462i,-0.00034364-0.00047605i,0.00057599-0.00010965i,0.0016597+8.2349e-05i,0.0011341+0.00015183i,0.00036757-0.00061826i
0.0016626-0.00027954i,0.0016997-0.0006282i,0.0017604-0.0012046i,0.0016393-0.001122i,0.0009855-0.00094826i,0.00033585-0.00019901i,0.00010259+0.00034199i,6.5676e-05+3.2503e-05i,0.00035773-0.00051112i,0.00067756-0.00064331i,0.00069503-0.00088034i,-6.9852e-05-0.0011862i,-0.00066735-0.00084182i,-7.5838e-05-0.00014905i,-8.7546e-05+0.00019648i,0.00018352-0.00026837i,0.0012765-0.00044881i,0.00092693+5.0291e-05i,0.00011827-0.00019789i,0.00033588-0.0004443i,0.0001613-0.00060427i,-0.00039068-0.00050083i,-0.00027448-0.00032063i
-0.00054819+0.0010664i,-0.0012324+0.00075184i,-0.00012574+0.00053048i,0.00093933+0.00015669i,0.00092284-0.00067669i,0.0011119-6.4114e-05i,0.001534+0.00094821i,0.001332+5.5474e-05i,0.00081579-0.00064174i,0.00030657-0.00031212i,0.00022763+0.00050626i,0.0011611+0.00053615i,0.0013007+0.00031821i,0.00017007+0.00014416i,-0.00032998-0.00032725i,0.00034582-0.00089546i,0.00082926-0.0010217i,0.00016642-0.0010121i,-0.00058978-0.00049995i,-0.000189-0.00093439i,-9.1775e-05-0.00072096i,-0.00024564+0.00062455i,-0.00037992+0.00013423i
0.00069516+0.0016574i,0.0020515+0.00073807i,0.0032582+8.2914e-06i,0.0030397+0.00063324i,0.0023418+0.00096257i,0.00078784+0.00019606i,0.00026776+0.00031905i,0.00070381+0.00080226i,0.00091986-9.4353e-07i,0.0012961-0.0012543i,0.00084655-0.001401i,0.00011187-0.0012528i,0.00041505-0.00026112i,0.00058382-5.7657e-05i,0.00028432-0.00012703i,0.00077052-0.00017863i,0.0012378-0.00032058i,0.0011848-5.274e-05i,3.6423e-05-0.00014275i,-0.00083478-0.00058488i,-0.00035717-0.00044702i,0.00056497-0.00013138i,0.00057218-4.5495e-05i
0.00099493+0.00047247i,0.0027099+0.00097373i,0.0030512+6.8299e-05i,0.0013605-0.00060179i,5.6588e-05-0.0012039i,0.00045233-0.00039108i,0.0013311+0.00037863i,0.0012016+0.00019599i,0.0011565-2.2102e-05i,0.001077+0.00013352i,7.5123e-05+0.00077544i,-0.00022008+0.0008094i,-9.642e-06+0.0003098i,0.00014892+0.00016946i,0.00017018+0.000481i,0.00017953+5.3321e-06i,5.9775e-05-0.0005948i,-9.1566e-05-0.00046061i,0.00010322-6.6301e-05i,0.0007036+0.00033713i,0.00044297+0.00017978i,-2.0142e-05+1.0325e-05i,-5.9272e-05+0.00048302i
0.0015113-0.00089265i,3.3476e-05-0.00090901i,-0.00065821-0.00069712i,0.0001229-0.00067988i,0.00077148-0.00059634i,0.00071964-0.0001926i,0.00074178+0.00015484i,0.00090658+0.0010481i,0.00077115+1.3882e-05i,0.00010955-0.001147i,-0.00042771-0.00048721i,-0.00098416+0.00041125i,-0.00075131+0.00031713i,8.3494e-05+0.00010356i,0.00038969+0.00019985i,0.00059608+9.8508e-05i,0.00012036-3.5692e-05i,-5.1273e-05-0.00055699i,0.00029436-0.00060116i,-0.00026729+0.00019461i,-0.001393+0.0006405i,-0.0013751+5.727e-05i,-0.00074641-0.00071097i
-0.0019087+0.00082598i,-0.00080751+0.0017757i,0.00059053+0.00176i,0.001577+0.0013171i,0.00074813+0.0014875i,0.00050091+0.00062175i,0.00092623+0.00026457i,0.00033953+0.00057359i,0.00011889+6.7675e-05i,0.00048051+0.00064966i,0.00098007+0.001182i,0.00069488+0.00011677i,0.00087786-0.00046821i,0.0010249-0.00049824i,-2.028e-05-0.00073733i,-0.00070325-8.3867e-06i,-0.00074482+0.00089836i,-0.00086391+0.00043107i,-0.0004742-0.0006571i,6.3547e-05-0.0003725i,-8.6728e-05+1.6192e-05i,0.00036092-0.00010601i,4.9878e-05-0.0002965i
-0.00185+0.00068529i,-0.0019047+0.0018513i,-0.00049434+0.00093755i,0.0002392-0.00071293i,-0.00035189-0.00057008i,-0.00030555+0.00065628i,-0.00015238+0.00077014i,-2.0218e-05-0.00019709i,0.00040437-0.00042693i,0.00057378-0.0006429i,0.00060203-0.00021271i,0.00073091+0.0002138i,0.00062955-2.071e-05i,6.1156e-05+0.00078811i,-0.00032744+0.0007595i,-7.9793e-05-0.00015883i,0.00024823-7.4459e-05i,0.00017697+0.00025551i,0.0004037+0.00043992i,0.00068009+0.00064454i,0.00057807+0.00033343i,0.00050239+0.00032457i,0.00024293+0.00087347i
0.0003233-0.00049782i,0.00093439-0.00048754i,9.8226e-06-0.00067444i,-0.00049575-0.00048961i,0.00047853-0.00045402i,0.00096648+0.00036632i,0.00078622-4.8364e-05i,0.00058078-0.00070155i,3.3921e-05-0.00020001i,-0.00078474-0.00028135i,-0.00058008-0.00065117i,0.00034766-0.00025063i,-0.00023332+0.00026289i,-0.00013947-0.00024085i,0.00068745-0.00071232i,0.0004242-0.0004503i,0.00048924-0.00026367i,0.0011077+0.00055883i,0.0011527+0.001257i,0.00070679+0.00092061i,-0.00013483+0.00061297i,-0.00048497+0.00037407i,-0.00042465-0.00033125i
0.0014148+0.00080395i,0.0013253+0.0014525i,0.00045537+0.0023814i,-0.00010152+0.0023482i,-0.00048361+0.0014444i,0.00034578+0.0015806i,0.0011354+0.0015767i,0.0011064+0.00070657i,0.00099751+0.00070027i,0.00055274+0.0014781i,-0.00058743+0.0013474i,-0.00071454+0.00078178i,0.00023632+0.00033777i,0.00079339+0.000386i,0.00068138+0.00036585i,0.00027332+0.00034192i,0.00090121+0.0002009i,0.00053605-0.00021171i,-0.00016398-0.00074562i,0.00017987-0.0011028i,0.0002572-0.00062596i,0.00039679-9.8545e-06i,0.00047813-2.2787e-05i
-0.00080898-0.00093992i,-0.00086508-0.0006006i,-0.0015502-0.00065304i,-0.00095648-0.0011016i,0.00025103-0.00058618i,0.0010397+6.7418e-05i,0.0014243+0.00030141i,0.0011464+0.00039398i,0.00069471-0.00015123i,0.00068032-0.00054501i,0.00069952-0.00034807i,0.00083183+0.0003176i,0.00092232+0.00023223i,0.00029681-8.0595e-05i,9.3824e-05-0.00038054i,0.00035549-0.00045761i,0.00021486-0.0001128i,-9.2459e-05+5.6817e-05i,0.0005244+0.00017767i,0.00086378+0.0010856i,0.00016296+0.0015136i,-0.00067521+0.00092526i,-0.00053152+0.00086021i
-0.00081694+0.0012972i,-0.00019994+0.0030282i,0.00084337+0.0027782i,0.00034765+0.0020743i,-9.5949e-05+0.0010192i,-3.8498e-05-0.00017406i,-0.00024588-0.00039113i,-0.00010134-0.00025839i,0.00031187-0.00027221i,0.00049589-0.00057338i,0.00048184-0.00073948i,0.0002489-0.001001i,2.7013e-05-0.001183i,-0.00070657-0.00083055i,-0.00063791+4.0513e-05i,0.00033852+0.00027662i,0.00053219-3.794e-05i,0.00023726+0.0001477i,0.00042046+0.00040449i,0.00074143-0.00025506i,0.00063531-0.00022319i,0.00044298+0.00061969i,0.00047064-0.00015554i
0.00011344+0.0019058i,0.00077698+0.0020125i,0.00095435+0.00043334i,0.0009214-0.00040287i,0.00084768-0.0011804i,0.0007816-0.00059927i,0.0006161+0.0008504i,0.00087818+0.00091485i,0.00082713+0.00020856i,0.00063068-0.00025879i,-5.669e-05-0.00037522i,-0.00064096-2.6491e-05i,-0.00054059-5.5546e-05i,-0.00073093-0.00045285i,-0.00047269-0.00040378i,-0.00014788-0.00019465i,0.00043315-8.1876e-06i,0.0010609-0.00038971i,0.00063984-0.0011128i,0.00034322-0.0012738i,-0.00036981-0.00034564i,-0.00080916+0.00021628i,-0.00087555+0.0010291i
-0.0018212+0.00059622i,-0.00083358+0.00096622i,0.00059921+0.0015524i,0.0017708+0.0019008i,0.0020583+0.001819i,0.0012458+0.0016354i,0.00046415+0.0010111i,-0.0001443+0.00060208i,-0.00063876+0.00065649i,-0.00034749+0.00028812i,0.0003199-0.00020868i,0.00042463-0.00028761i,0.00065568-9.6939e-05i,0.00085672+0.00012255i,4.4425e-05-0.00059691i,-0.00011148-0.00067078i,0.00035124+0.00025917i,0.00064512+0.00045252i,0.00067982+0.00015059i,3.6701e-05-1.4227e-05i,-0.00030376+0.00036503i,-0.00074597+0.00074661i,-0.00073773+2.9897e-05i
-0.0022085-0.00047181i,-0.00298+0.00014119i,-0.0022957+0.0015282i,-0.00045946+0.0026446i,-6.8663e-05+0.001696i,0.00050688-0.00024316i,0.00058641-0.00085606i,0.0003742-0.00013007i,0.00088132+0.00018441i,0.0012373-0.00018432i,0.00068724-0.00025548i,0.00020426-0.00041133i,-8.0184e-05-0.00039595i,1.7947e-05-0.00015704i,0.00062087-0.00046014i,0.00086678+0.00024677i,-5.3968e-05+0.0011745i,-0.00072426-0.00023567i,-0.0010043-0.00079381i,-0.00076197-0.00015105i,-0.00025874+7.2085e-06i,-0.0001176+4.8018e-05i,-0.00013851+0.00034374i
7.2031e-05-0.00034243i,-3.8118e-05-3.0545e-05i,0.00026886+0.00020173i,0.0011113+0.000624i,0.0013252+0.001183i,0.00059015+0.0012192i,-0.00070765+0.00077608i,-0.0004145+0.00058911i,0.00031444+0.00026134i,0.00010037-7.9157e-05i,-4.4579e-05-0.00043871i,1.462e-05-0.00042198i,0.00066069+0.0007971i,0.00030998+0.00035421i,0.00043984-0.00019423i,0.00068279+0.00010359i,0.00034769+0.00015696i,0.00033338+0.00038826i,-7.6649e-05+0.00021124i,-7.8475e-05-0.00042676i,0.00011918-0.00039826i,0.00031645-0.00035431i,9.2231e-05-7.1581e-05i
-0.001214+0.00088271i,-0.0013344+0.0018063i,-0.00086726+0.0013158i,-0.00067494+8.1347e-05i,-0.00022645-0.0007491i,4.1126e-07-9.5264e-05i,-0.00019838+0.00053202i,0.00039733+3.2227e-05i,0.00049701-0.00045215i,-0.00031697-0.00032443i,-0.00011046-0.00014206i,0.00038576-0.00055806i,-0.0004765-0.00018692i,-0.0006824-0.00010136i,0.00023973-0.00011589i,-2.1613e-05+0.0002571i,-0.00029863+0.00031595i,-7.8905e-05+0.00041986i,0.00012317-3.8783e-05i,6.5829e-05-0.00044936i,-4.9076e-05-2.5003e-05i,0.00042017+0.00027446i,0.00039007+0.00026167i
1.9303e-05+0.0011627i,0.00095727+0.00056522i,0.0016691+0.00047409i,0.0019883+0.00017073i,0.0017242-0.00055906i,0.0014676-0.00077094i,0.0016388-0.00035821i,0.0016851-0.00038289i,0.00049813-0.00022607i,-0.00018653-0.0001001i,-3.5084e-05-5.6577e-05i,-0.00028931-0.00011457i,-0.00091357-0.00045455i,-0.0016286-0.00068934i,-0.0011667-0.00051424i,-0.00019348+0.00012289i,0.00034605+0.00033191i,0.0012988+6.7312e-05i,0.0012429+0.00046733i,0.00092788+0.0004551i,0.00093186+0.00027045i,0.00022833+0.00015491i,-0.00031452+9.9407e-05i
-2.0385e-06+0.0015702i,-0.00073574+0.0017503i,-0.00098018+0.0013494i,0.00010075+0.001128i,0.00041612+0.0010097i,0.00030306+0.00039169i,0.00041255+0.00030563i,0.00034458-0.00010067i,-8.3404e-05-0.00070223i,-0.00017512-0.00038142i,0.00023033+0.0001169i,0.00081072-0.00056872i,0.00084021-0.00075692i,0.00032543+0.0001248i,5.726e-06+0.00013192i,0.00016618-0.00088081i,-7.877e-06-0.0010694i,-0.0001674-0.00093175i,-0.0003616-0.00067804i,-0.00024505-0.00019854i,-1.5654e-05-0.00032816i,-0.00025155-0.00022809i,-0.00014725+0.00020005i
-0.0026745+1.9763e-05i,-0.0023222+8.521e-05i,-0.0012049+0.0017768i,0.00067259+0.0026043i,0.0015473+0.0021416i,0.0015955+0.0016963i,0.0015239+0.0013165i,0.00071069+0.00065113i,4.8717e-05-0.00022738i,0.00010955-0.00044409i,0.00032792-0.00033406i,0.00057929-0.00063966i,0.00091054-0.00069493i,0.0011661-0.00057274i,8.4871e-05-0.00046544i,-0.00070068+0.00010094i,0.00011512+0.00028349i,9.6442e-08+3.2569e-05i,-0.00075223+0.00031414i,-0.001145+0.00029052i,-0.0010527-8.6815e-05i,-0.00031526-0.00087369i,-0.00015436-0.00053815i
-0.0003005+0.0015173i,0.00074778+0.00095345i,0.001726+0.0010496i,0.0017808+0.00075583i,0.0013184+0.0002613i,0.0011885+0.00033392i,0.0016392+0.0003702i,0.0017744+0.0006318i,0.001635+0.00046664i,0.00046816+0.00029712i,-0.00047754+0.00014916i,-5.3697e-05-0.00027219i,0.00013003-0.00054644i,-0.00042694-0.00071194i,-0.00048164-0.00043427i,0.00051265+0.00040745i,0.00072367+0.00073501i,-0.00025431+0.00023546i,-0.00074882+0.00014313i,-0.0004313-0.00019387i,-0.00010143-0.00075561i,-6.4215e-05-0.0010276i,2.571e-06-0.00065302i
-0.00026266-0.0003652i,-0.0010769-0.00045384i,-0.0014567-0.00012658i,-0.00022681+0.00043459i,0.00092395+0.00073371i,0.00079371+0.0012224i,0.00058869+0.00096661i,-1.6203e-05-0.00046732i,-0.00063812-0.0010456i,-0.00044192-0.00069537i,0.00029737+9.0815e-05i,0.0007342+0.00021065i,0.00057792+0.0001533i,-0.00052339-6.053e-06i,-0.00076506-0.00039928i,-0.00025763-0.00020866i,7.8868e-06-0.00028818i,0.00044797-0.00063939i,0.00058662-0.00038008i,-0.00011411-7.4382e-05i,-3.7721e-05-8.9694e-05i,9.9366e-05-0.00013363i,-1.1235e-06-1.5913e-05i
-0.001043-0.0011878i,-0.00032649-0.0010105i,0.00044994+0.0002361i,0.00077233+0.00037654i,0.0013933+0.0003841i,0.0014918+0.0011091i,0.00088414+0.0010569i,0.00079348-6.896e-05i,0.00077242-0.00042596i,0.0011164-0.00052856i,0.0012165-0.00039147i,0.00013051-5.0445e-05i,-0.00059717-0.00017541i,-3.4578e-05-0.00059778i,0.00027779-0.0007268i,0.00043043+0.00022513i,-0.00027778+0.00059327i,-0.0010142+1.0469e-05i,-0.00044183-0.00035464i,0.00032307-0.00019257i,0.00036892+0.00056528i,0.00044904+0.00087212i,0.0013068+0.00049847i
-0.00033439-0.0018396i,-0.00061397-0.0005988i,-0.0012381-0.0014876i,-0.00040839-0.00052689i,-0.00057178+0.0010759i,-0.000144+0.0004697i,0.0010301+9.4055e-05i,0.001367+0.0004776i,0.0018142-0.00056723i,0.0015088-0.0011941i,0.00062191-0.00057275i,0.0005058-0.00042625i,0.00065419-0.00047981i,0.00076641+0.00010911i,-2.3661e-05+0.00025797i,-0.00043091-0.00066587i,-0.00015567-0.0008828i,-7.4532e-05-0.00072528i,0.00012762-0.00029541i,-0.00022629+0.00046316i,-0.00036634+0.00068604i,0.00061476+0.0002836i,0.0006676+0.00028688i
-0.001414+0.00090785i,-0.0015307+0.0014747i,0.00031763+0.00086688i,0.0017601+0.00021897i,0.00071701-8.4067e-05i,0.00023155-0.00014173i,0.0010405+2.8223e-05i,0.0013305+0.0001987i,0.00087779+0.00042666i,0.00022786+0.00073921i,-0.00010634+0.0004566i,-0.00036794-0.00014522i,-0.00016718-0.00063254i,-0.00022942-0.0012164i,-0.00031909-0.00050682i,-0.00020376+3.394e-05i,-0.00029122-0.00011061i,-0.00016916+0.0001192i,-0.00051775+0.0004708i,-0.00095913+0.00031968i,-0.00039872+0.00038017i,5.5575e-07+0.00062179i,0.00015987+0.0010383i
0.0023297+0.00074183i,0.00072194-5.884e-05i,0.00077242-0.0015152i,0.0013747-0.0019656i,0.00067568-0.0018712i,-0.00076205-0.0010504i,-0.00043592-0.00043716i,0.00061702+0.000375i,0.00062116+0.00071597i,0.00062809+0.00037372i,0.00013233+0.00013005i,-0.00065238-0.00038163i,-0.00049663-0.00045827i,-0.00038078+0.00031706i,-0.00030927+0.00058994i,0.00016576+0.00026678i,0.00019282-0.00081573i,0.00035758-0.00023373i,0.00058792+0.00080105i,0.00025589+0.0012757i,-0.0002408+0.0013448i,0.00026854+0.00067048i,0.00066276+0.00034042i
-0.0012398-0.00084405i,-0.0016703+0.0003621i,-0.0019404+0.00038506i,-0.00060179-0.00013603i,0.0002014+0.00033896i,0.00047407+0.00054785i,0.00090976-1.2113e-05i,0.0012853-0.00017364i,0.00069439+3.0474e-05i,0.00042012+0.00052908i,0.00067676+0.0011465i,0.00030724+0.0010468i,-0.00013731+0.00082543i,-0.000183+0.00029485i,-0.00026526-0.00040192i,-0.0011276-0.00066442i,-0.0010259-0.00066726i,-0.00015075+0.00015457i,0.00016785+0.00078772i,-5.473e-06+0.0010849i,-0.00049083+0.000757i,-0.00067571+9.9976e-05i,-0.00080995-0.00037359i
0.00055745-0.00098937i,0.0010416-0.00074705i,0.0012101-0.00049375i,0.00074735+0.00029165i,0.00078263+0.00089517i,0.0010053+0.00096967i,0.0010824+0.00070939i,0.00058+0.00032673i,0.00017854+7.27e-05i,0.00019153+0.00010479i,0.00049866+0.00031242i,0.00048449+0.00064617i,-0.00015413+0.0010931i,-9.4105e-05+0.0010521i,-9.1344e-06-1.5663e-05i,-0.000871-0.00043505i,-0.00084432-0.00011489i,-0.0002389-0.0005532i,-0.00049334-0.00055137i,-0.00056283+0.00024472i,-0.00013876+0.00052188i,0.00027542+0.00085452i,-0.00056442+0.00054052i
-0.0019102+0.0012306i,-0.0023531+0.0017696i,-0.0013717+0.0016899i,0.00070889+0.00098403i,0.0012021+0.000561i,0.00026326-0.00015145i,0.0002663-0.00034157i,0.00073725-0.00035721i,0.00035191+0.00011657i,0.00012091+0.0010875i,0.00040078+0.00069047i,0.00033457+4.466e-05i,0.00051425+9.3089e-05i,0.00074376-0.00017953i,0.00074708-0.0010456i,8.1058e-05-0.0012527i,-0.00079056-0.00048354i,-0.001203+8.5414e-05i,-0.00089864+0.00065526i,-0.00067132+0.00048622i,-0.00040185+2.0449e-05i,0.00017225+0.00042233i,0.00055697+0.0011933i
0.0016714-0.00077969i,0.002431-0.00079525i,0.0026022-0.00088865i,0.0015502-0.00076213i,-0.00015672-3.2283e-05i,-0.00090531+0.00059528i,-0.00015939+0.00014656i,0.00034553-0.00051344i,0.00048872-0.00068205i,0.00044445-0.00029176i,0.00030251+0.00010031i,-0.0003827+0.00019427i,-0.00060189+0.00046444i,0.00018047+0.0011577i,0.00043746+0.00077636i,0.00020445+6.5948e-05i,-0.00068552+3.138e-05i,-0.00026101-0.00051293i,0.00082045-0.00057959i,0.00068834+0.00049826i,0.00011532+0.00017171i,-0.00013093-0.00042522i,0.00026092-0.00024921i
-0.0017587+0.00099564i,-0.00088208+0.0007482i,0.00077047+0.00026601i,0.0021276+0.00056502i,0.0015657+0.00053472i,0.00074817+0.00072337i,0.00020709+0.0011877i,-0.00031813+0.00054537i,-0.00036334+0.00043244i,0.00020928-0.0001595i,0.00099806-0.00035864i,0.00067665+0.0003699i,0.00015953+0.00024899i,-0.0002861+5.4703e-05i,-0.00072731+0.00034093i,-0.00010266+0.00022744i,0.00017833+0.00029696i,-2.4505e-05+0.00032064i,-4.584e-05+0.00043116i,0.00031421+0.0010405i,8.0001e-05+0.001352i,-0.00029184+0.00039245i,-8.4331e-07-0.00079511i
-0.00012223+0.00037427i,-0.00012038+0.0010202i,0.00090114+0.00089515i,0.0011495+0.00054274i,0.00073512+0.00020299i,0.00027015+7.143e-05i,-0.00018739+0.00097844i,-0.00021232+0.0010427i,0.00017029+0.00051896i,0.00020515+0.00066379i,-0.0001908+0.00057483i,-0.00053561+0.00076505i,-0.00052818+0.00031574i,-0.00046096-0.00033809i,3.7685e-05-4.5263e-05i,0.00037528-1.6027e-05i,-0.00030373-0.00077153i,-0.00091358-0.0010456i,-0.0013836-0.00029039i,-0.00096006-0.00024846i,-0.00052386-4.493e-05i,-0.0011104+0.00076003i,-8.1315e-05+0.00072119i
-0.00073734-0.00051441i,-0.00053569+0.00061295i,-0.00038959+0.0014669i,-0.00021839+0.0008356i,8.0669e-05+0.0010338i,0.00036947+0.0014802i,0.0010087+0.00028316i,0.0014181-5.5876e-05i,0.00059889+0.00017807i,-0.00013205+0.00024302i,0.00055914+0.00026324i,0.0012471-0.00029663i,0.00098675-0.0003705i,0.00012639-0.00046453i,-0.00059678-0.00071386i,0.00015603-0.0001865i,0.00033718+0.0001698i,-0.00053218+0.00011184i,-0.00058675-0.00043258i,-0.00044758-0.00090918i,-0.0002916-0.00046085i,-0.00011048-0.00029743i,-0.00012115-9.0536e-05i
0.0018791+0.00066364i,0.0013196+4.112e-05i,0.0020627-0.00044055i,0.0017905-0.00093338i,0.0011008-0.00040446i,5.2286e-05+0.0011488i,-0.00092442+0.0016162i,-0.00020347+0.0012999i,0.00042643+0.00045865i,0.00011919-0.00036666i,-0.00020102-0.00074063i,-0.00056327-0.0005072i,-0.00052279+0.00044911i,-0.00052382+0.00095297i,-3.3413e-05+0.00027596i,0.00080554+0.00024819i,0.00022939+0.0004351i,-0.00099157+0.00017958i,-0.0015664+8.2998e-05i,-0.00093688+0.0002644i,9.4089e-06+0.00012316i,0.00050425+9.8625e-05i,0.00052949+0.00027508i
0.0013939-8.4097e-05i,0.00092213-0.00012364i,0.0006745-0.00076711i,-0.00010608-0.0017347i,-0.00040039-0.00077225i,-0.00060868+0.00089462i,-0.00062673+0.0013215i,-4.7408e-05+0.0011926i,0.00011543+0.00092024i,-0.00014157+0.00064014i,-7.1011e-05+0.00053956i,0.0002177-0.00014015i,-0.00025391+7.2365e-05i,-0.00053399+0.00098069i,-0.00071245+0.00046144i,-0.00092573-0.00042856i,-0.00036481-0.00079827i,-4.2224e-05-0.00070641i,-0.00021861-0.00044981i,-0.00044113-6.3654e-05i,-0.00074316+0.00088452i,-0.0010928+0.00072465i,-0.0006718+0.0002559i
-0.0021568-0.00063006i,-0.0011858+0.0013352i,-0.00028246+0.0031853i,0.00088687+0.0029532i,0.0018487+0.0017649i,0.0012346+0.00072078i,2.9292e-05+0.00021715i,-4.6801e-05-0.00010515i,4.3868e-05-0.00028128i,-9.5911e-05-1.3596e-05i,0.00081801+0.0002327i,0.00086123-0.00023263i,-0.00081809-3.0743e-05i,-0.00046587+0.00052203i,0.00090463+0.00083513i,0.00085341+0.00064182i,0.0001563+0.00015035i,-8.3548e-05+0.00015933i,-0.00082621-6.4735e-05i,-0.0016043-0.00037874i,-0.0012211+7.0055e-05i,-0.00038373+0.00030771i,1.7383e-05-9.8172e-05i
0.00010935-0.001119i,-5.3757e-05-0.00032771i,-0.00088478+0.00062092i,-0.00062569+0.00032114i,-0.00012361+0.0006636i,0.00015172+0.00093998i,4.6918e-06+0.0011141i,0.00058395+0.00088848i,0.0014343+0.00023876i,0.00048909-0.00023221i,4.5146e-05-0.00086392i,0.00064774-0.0013744i,0.00048097-0.00072868i,0.0002176-2.4457e-05i,0.00016459+0.0004885i,0.00028776+0.00088714i,0.00030837+8.6329e-05i,0.00047248-0.00023726i,0.00053348-0.00015999i,0.00052207-0.00025859i,0.00035488-0.00023326i,0.00051121+8.6537e-05i,-0.00045334+0.00040199i
-0.0005908+0.004792i,1.4779e-05+0.0037751i,0.0020423+0.0027222i,0.0026256+0.0017075i,0.0023384+0.00020521i,0.0015225-0.00044348i,0.00031862+0.00065541i,4.3135e-05+0.00083592i,0.00068398+0.00027627i,0.00094375-0.00010234i,0.00018887-0.00050181i,-0.00031327-0.00057065i,-0.00029723-0.00042546i,-0.00029321+7.9496e-05i,-0.00028357+0.00081173i,-0.00016429+0.00018487i,5.6911e-05+3.9386e-05i,0.00050341+9.426e-05i,0.00044831+0.00036457i,8.0089e-05+0.0011149i,-0.00057031+0.0010387i,-0.00064935+0.00028687i,0.00025007+0.00050057i
-0.0009457-0.0001462i,-0.00048819-0.00040782i,-0.00077696-0.00020529i,-0.00041608-0.00038007i,-8.542e-05+0.00023963i,0.00084221+0.0011163i,0.0019687+0.0010481i,0.0013565+0.00066751i,4.1277e-05+0.00031663i,-0.00023432-0.00014984i,0.00023299-0.00043116i,0.00049357-0.00014608i,0.00047073+0.00021443i,0.00036757+0.00071807i,-0.00021526+0.00054989i,-0.00048659-0.00018419i,-0.0010566-0.00044027i,-0.0014398-0.00032178i,-0.00039656+0.00090987i,0.00036425+0.0015745i,-1.4725e-05+0.00031913i,0.00031609-0.00056039i,0.00068442-0.0009379i
-3.6554e-05-0.0024214i,-0.001183-0.0014586i,-0.0014737-0.0011107i,-0.00018668-0.00010522i,0.00037545+0.00078685i,0.00033418+0.0013503i,0.00050441+0.0017305i,0.0010296+0.0012048i,0.00089635+0.00042499i,0.00040068-0.00015733i,0.0010144+0.00016098i,0.0010193+0.00073327i,0.00025004+0.00042397i,0.00010097+0.00030904i,-4.9433e-05-0.00010052i,-0.00029446-0.00065925i,-6.0561e-05-0.0001682i,0.0001428+0.00042795i,0.00056263+0.00022289i,0.00067763-0.00049195i,3.6656e-05-0.00054103i,-0.0005568+0.00021716i,-0.00065743+0.00064493i
0.00038739+0.00056957i,0.00056764+0.00098747i,0.00090648-0.00014828i,0.00031791-0.0013401i,0.00010848-0.00089506i,0.00099695-0.00028764i,0.00094762-0.00060469i,0.00075262-0.00074002i,0.00062012-0.00042172i,0.00070989-0.00021493i,0.00072649+0.00040115i,0.00011138+0.00039022i,0.00014587-0.00038671i,0.00038552-0.00026958i,0.00023+1.5424e-05i,-0.00027191+0.00035091i,-0.00069771+0.000583i,-0.00031001+0.00027098i,1.8662e-05+0.00048322i,0.00019344+0.00046667i,0.00092274-0.00060791i,0.0011159-0.00080308i,0.00095424-0.00059661i
