-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
-0.53549+0.13944i,-0.31928+0.055376i,-0.063266-0.078316i,-0.045041-0.13166i,-0.13645-0.028745i,-0.12925+0.056541i,-0.10021+0.041685i,-0.098759+0.052934i,-0.042913+0.098858i,0.033166+0.089391i,0.058768+0.045432i,0.05579+0.0090776i,0.038199-0.018884i,0.0042296-0.024129i,-0.02022-0.0099378i,-0.025132+0.0040658i,-0.020885+0.013235i,-0.011399+0.011596i,-0.0065241+0.0011292i,-0.0066012-0.0034162i,-0.0035916-0.0028809i,0.0013904-0.0054872i,0.0041327-0.010775i
0.12812-0.14523i,0.22751-0.16272i,0.17291-0.20849i,0.10571-0.16589i,0.11441-0.14463i,0.056766-0.19871i,-0.043179-0.191i,-0.057471-0.11593i,-0.022391-0.062775i,0.0014904-0.029023i,0.013955-0.003878i,0.012686+0.01152i,0.0022684+0.022717i,0.0013511+0.030003i,0.013906+0.039117i,0.024153+0.037096i,0.019556+0.020752i,0.0076411+0.0111i,0.0062272+0.012066i,0.011455+0.0098466i,0.0044471+0.0068857i,-0.0062619+0.012176i,-0.002067+0.016629i
0.18286-0.18265i,-0.1928-0.1346i,-0.35342+0.056808i,-0.21846+0.15866i,-0.10115+0.11424i,-0.083054+0.11636i,-0.037623+0.174i,0.0058289+0.16147i,-0.013558+0.099896i,-0.043255+0.060345i,-0.048288+0.0433i,-0.033579+0.034771i,-0.0093729+0.030963i,0.009964+0.025777i,0.021566+0.012703i,0.024247-0.001152i,0.017798-0.010384i,0.0090453-0.014965i,0.0062917-0.016492i,0.0081391-0.0197i,0.0098258-0.024197i,0.0044841-0.027544i,-0.0069308-0.020901i
-0.31187+0.44048i,-0.12866+0.50433i,0.026319+0.45282i,0.045385+0.32138i,0.031306+0.23672i,0.070247+0.21049i,0.11774+0.1662i,0.12006+0.077923i,0.074264+0.002046i,0.016139-0.0090253i,-0.0019769+0.0030711i,-0.0049531-0.011343i,-0.018546-0.024499i,-0.019655-0.023539i,-0.014808-0.023871i,-0.012733-0.018551i,-0.010822-0.0034484i,-0.013872+0.010421i,-0.020819+0.014264i,-0.02448+0.016035i,-0.016073+0.022014i,0.0015765+0.027725i,0.015489+0.024878i
0.30586-0.19287i,0.51137-0.27063i,0.45121-0.31942i,0.23961-0.23319i,0.12833-0.11015i,0.1339-0.063722i,0.15255-0.062457i,0.13577-0.060341i,0.074279-0.032437i,0.039473+0.0039572i,0.041059+0.0012128i,0.030513-0.0054222i,0.03282+0.002813i,0.043892-0.015756i,0.029288-0.043772i,0.010035-0.053376i,0.0071816-0.050546i,0.01338-0.038078i,0.016082-0.023886i,0.011975-0.015119i,0.011324-0.0054892i,0.019176-0.003626i,0.022086-0.018017i
0.58435-0.23255i,0.42399-0.41348i,0.14343-0.51677i,-0.0412-0.42481i,-0.076034-0.28054i,-0.10773-0.22683i,-0.16078-0.17904i,-0.12787-0.10003i,-0.041838-0.037583i,0.010294-0.0011478i,0.033442+0.016864i,0.045533+0.017655i,0.042077+0.012799i,0.024898+0.023909i,0.0091746+0.050264i,0.0003785+0.066891i,-0.0050083+0.055562i,-0.0098771+0.02546i,-0.011886+0.010644i,-0.00017692+0.010159i,0.010264+0.0024294i,-0.0023426-0.0030677i,-0.023834+0.0022759i
-0.49372+0.11205i,-0.56647-0.032674i,-0.53454-0.061455i,-0.36038-0.022142i,-0.13324-0.017884i,-0.016976-0.06908i,-0.076811-0.14348i,-0.21032-0.099599i,-0.17977+0.058365i,-0.016198+0.092337i,0.017186+0.012998i,-0.030959+0.0042499i,-0.022674+0.034672i,-0.0023793+0.055553i,0.021535+0.087999i,0.046898+0.10622i,0.047795+0.099163i,0.042511+0.071831i,0.039549+0.021337i,0.025754-0.01974i,0.0055669-0.022472i,-0.0095232-2.3967e-05i,-0.018906+0.025815i
-0.19676+0.25235i,-0.014624+0.55113i,0.23152+0.55186i,0.36014+0.19468i,0.23817-0.22279i,-0.017105-0.43215i,-0.16341-0.37717i,-0.13026-0.17649i,-0.025946-0.036825i,0.042653+0.011811i,0.090052+0.049589i,0.12167+0.053765i,0.093738+0.037326i,0.070687+0.045883i,0.089695+0.03667i,0.087354+0.0025053i,0.05138-0.012754i,0.015917-0.013651i,-0.0077323-0.019671i,-0.029948-0.021065i,-0.044255-0.013606i,-0.029998-0.0092949i,0.011013-0.014038i
-2.2101+7.5786i,-0.10675+6.0917i,3.5986+5.1866i,5.4717+1.803i,4.6712-1.3896i,2.4763-2.5747i,0.4634-1.6413i,-0.26747-0.012865i,0.37955+0.92036i,1.4722+0.54226i,1.7497-0.61283i,1.2246-1.4669i,0.67768-1.5325i,0.58416-1.0331i,0.86849-0.7029i,0.74108-0.6234i,0.19374-0.37235i,-0.11783-0.13454i,-0.18368-0.14223i,-0.14875-0.1601i,0.015484-0.18239i,0.14643-0.35461i,0.066475-0.47868i
-0.37577+0.43991i,-0.16487+0.25517i,0.10114-0.13787i,0.11855-0.3578i,-0.034419-0.24778i,-0.16899-0.12939i,-0.26495-0.16359i,-0.26853-0.16539i,-0.14521-0.07559i,-0.0036123-0.032858i,0.052071-0.053718i,0.036307-0.076054i,-0.0039425-0.066089i,-0.021527+0.00072267i,0.019753+0.086434i,0.078055+0.12868i,0.09817+0.10806i,0.081048+0.04181i,0.050203-0.014113i,0.025226-0.02723i,0.0063503-0.026475i,-0.011484-0.024948i,-0.023562-0.01089i
0.022187-0.43416i,-0.047688-0.5651i,-0.24568-0.47693i,-0.21438-0.23247i,-0.0010517-0.0066919i,0.11314+0.19996i,0.14765+0.32465i,0.14643+0.23957i,0.10598+0.08707i,0.088971+0.0018372i,0.073521-0.045381i,0.016194-0.056437i,-0.045705-0.039783i,-0.075966-0.031298i,-0.087733-0.041294i,-0.10553-0.052289i,-0.1101-0.035872i,-0.081621-0.00084714i,-0.044328+0.016838i,-0.031495+0.016537i,-0.03651+0.016684i,-0.030238+0.015063i,-0.011105+0.0050861i
-0.22487-0.40434i,-0.63604-0.079247i,-0.58+0.3459i,-0.1781+0.3455i,-0.0093325-0.035777i,-0.12068-0.32548i,-0.17005-0.36572i,-0.11002-0.26063i,-0.060258-0.14666i,-0.055207-0.088788i,-0.045233-0.047897i,-0.0034415-0.022644i,0.02944-0.014642i,0.044461-0.00072663i,0.055303-0.00012777i,0.052726-0.0099416i,0.042272-0.012897i,0.030961-0.010119i,0.018603-0.0082518i,0.0092999-0.017216i,0.00096649-0.032108i,-0.012022-0.036224i,-0.021237-0.022449i
-0.46551+0.55293i,-0.28638+0.67083i,0.042671+0.61181i,0.10574+0.37275i,-0.05257+0.25878i,-0.12208+0.36359i,-0.10549+0.4194i,-0.090624+0.32858i,-0.046706+0.17742i,-0.014047+0.046004i,-0.027013-0.02726i,-0.057237-0.054991i,-0.078057-0.042355i,-0.066857-0.016639i,-0.04837-0.01331i,-0.042075-0.015168i,-0.031813-0.0040527i,-0.019585+0.010429i,-0.013225+0.017526i,-0.0079951+0.020945i,0.0048412+0.022375i,0.020496+0.017208i,0.025573+0.0078708i
-0.055384+0.11814i,0.2277+0.085185i,0.44533-0.14008i,0.42387-0.32728i,0.30162-0.37239i,0.24004-0.40508i,0.15423-0.41328i,0.061222-0.29716i,0.042779-0.1621i,0.032434-0.1017i,0.0050703-0.048715i,0.010975-0.0011371i,0.026324-0.0049769i,0.015755-0.030277i,0.0010182-0.037246i,0.00044558-0.03298i,0.0062717-0.032672i,0.011487-0.038522i,0.0063598-0.042009i,-0.0090401-0.032232i,-0.019615-0.014584i,-0.01455-0.0012851i,-0.0019121+0.0010622i
0.57056-0.43016i,0.38956-0.59038i,0.017849-0.62641i,-0.23349-0.41078i,-0.2889-0.12382i,-0.30255+0.048288i,-0.28434+0.13342i,-0.17321+0.12259i,-0.076429+0.047446i,-0.036706+0.013632i,0.0083442+0.0097058i,0.034418-0.0037428i,0.017509-0.0065388i,-0.004467+0.0084875i,-0.0081216+0.02551i,-0.0016197+0.03013i,-2.2808e-05+0.019757i,-0.01011+0.0090691i,-0.014316+0.011765i,-0.0052147+0.017156i,-0.0029405+0.014611i,-0.010835+0.011689i,-0.016194+0.012963i
-0.53576+0.19209i,-0.76541+0.17542i,-0.77074+0.24358i,-0.54142+0.2907i,-0.24075+0.29622i,0.019807+0.31411i,0.2006+0.29607i,0.22184+0.19087i,0.12793+0.064098i,0.028214-0.018614i,-0.042863-0.046462i,-0.070256-0.030579i,-0.047475-4.0475e-05i,-0.010872+0.010655i,-0.0045697-0.00020759i,-0.021905+3.751e-05i,-0.023034+0.01662i,-0.004038+0.025939i,0.0079937+0.021656i,0.011779+0.014677i,0.021124+0.00292i,0.025017-0.014336i,0.015629-0.021298i
-0.01279+0.099437i,0.16566+0.28905i,0.22478+0.39416i,0.18233+0.27075i,0.11288+0.024386i,0.042037-0.16213i,-0.015752-0.24576i,-0.059561-0.22356i,-0.075896-0.12793i,-0.057721-0.044182i,-0.031643-0.0068528i,-0.015471-0.0047596i,-0.012457-0.020708i,-0.018981-0.029834i,-0.018938-0.023368i,-0.0045388-0.017264i,0.0079986-0.015455i,0.0086236-0.0050892i,0.00779+0.0070224i,0.0009799+0.0097299i,-0.013841+0.013458i,-0.014977+0.021741i,0.0037229+0.018395i
0.26371-0.27691i,0.22324-0.19801i,0.27987-0.11534i,0.24698-0.066073i,0.079124-0.0021804i,-0.030945+0.090704i,-0.042986+0.1554i,-0.014879+0.1595i,0.0096106+0.11789i,0.01189+0.078169i,0.022456+0.059451i,0.041085+0.037114i,0.041272+0.0073749i,0.032902-0.0085291i,0.032212-0.013963i,0.029534-0.023908i,0.016381-0.037209i,0.0017372-0.044668i,-0.006803-0.042668i,-0.0078723-0.0321i,-0.0047816-0.0211i,-0.0052464-0.016779i,-0.01045-0.014719i
0.012176+0.40602i,0.11516+0.17145i,0.076492-0.11329i,-0.031827-0.13858i,0.013973+0.0070064i,0.12758+0.026292i,0.12197-0.041783i,0.056979-0.048003i,0.0334-0.024534i,0.024123-0.022473i,-0.0027253-0.028434i,-0.032276-0.025047i,-0.046678-0.0054556i,-0.043212+0.014623i,-0.034652+0.017086i,-0.030031+0.013931i,-0.025041+0.020424i,-0.0166+0.028873i,-0.0084001+0.0339i,0.0062931+0.034976i,0.021453+0.026612i,0.020307+0.01295i,0.0015382+0.0043853i
-0.27289-0.32394i,-0.34288-0.32602i,-0.36933-0.12689i,-0.22923+0.053098i,-0.095596+0.034273i,-0.097475-0.035979i,-0.085976-0.041324i,-0.018733-0.037693i,0.021796-0.044728i,0.023382-0.04437i,0.010957-0.031366i,0.0058318-0.0065015i,0.011827+0.0075673i,0.012391+0.00014516i,0.0026939-0.0071136i,-0.0038508+0.0005046i,0.0026401+0.0075304i,0.011927+0.0010599i,0.011973-0.011363i,0.0014401-0.021564i,-0.0086725-0.020877i,-0.0057939-0.006859i,0.0096758+0.010006i
0.28535-0.24318i,0.13971-0.04897i,0.11777+0.11014i,0.17587+0.059172i,0.13309-0.056756i,0.021018-0.043652i,-0.034505+0.019535i,-0.042001+0.0052871i,-0.068412-0.031322i,-0.076669-0.0072393i,-0.032023+0.030472i,0.010362+0.02923i,0.018471+0.010308i,0.0059814-0.004501i,-0.0097212-0.011347i,-0.015665-0.016516i,-0.016956-0.020942i,-0.017474-0.013463i,-0.009532-0.00045406i,0.00043279+0.001648i,-0.0035534-0.0056794i,-0.015231-0.011437i,-0.018468-0.013063i
-0.48968+0.47653i,-0.40971+0.41256i,-0.15992+0.22063i,-0.063487+0.067744i,-0.095162+0.08771i,-0.047067+0.1611i,0.015514+0.1493i,0.012186+0.11731i,0.023377+0.097889i,0.049635+0.034098i,0.032679-0.036443i,-0.0024688-0.059547i,-0.018919-0.04596i,-0.012293-0.010307i,0.0071197+0.016882i,0.015259+0.019329i,0.010801+0.017839i,0.010361+0.012959i,0.0039498+0.00050433i,-0.0069934-0.0012873i,0.0010296+0.0086039i,0.019977+0.0088966i,0.023575-0.0034436i
0.18986+0.12213i,0.37799+0.076818i,0.25778-0.065924i,0.10222-0.10766i,0.12455-0.075864i,0.16835-0.099024i,0.12705-0.11818i,0.077791-0.085552i,0.054973-0.040104i,0.036277-0.0098442i,0.020195-0.00066505i,0.010762-0.0045698i,0.006881-0.0094552i,0.0090632-0.020446i,0.0060463-0.033542i,-0.0039824-0.028327i,-0.0062228-0.013319i,-0.0051814-0.0067466i,-0.0060484-0.00049931i,-0.0039436+0.0061638i,-0.0062676+0.0073877i,-0.011613+0.010987i,-0.0067858+0.015623i
0.3551-0.64205i,0.050721-0.54751i,-0.1342-0.21717i,-0.10876-0.020222i,-0.10017-0.053689i,-0.17266-0.072298i,-0.18351-0.0064984i,-0.1219+0.024595i,-0.070038-0.0076952i,-0.064406-0.035739i,-0.074579-0.011777i,-0.056741+0.030456i,-0.02175+0.04022i,-0.0040278+0.023383i,0.00025416+0.013828i,0.010642+0.013401i,0.020335+0.003881i,0.01666-0.0026454i,0.01044+0.0016076i,0.0084093-0.0010798i,0.0040552-0.011772i,-0.0058159-0.019494i,-0.016866-0.017728i
-0.41499+0.47287i,-0.27477+0.46809i,-0.011436+0.34083i,0.057104+0.15992i,-0.026185+0.098716i,-0.034058+0.13146i,0.024056+0.10877i,0.043047+0.044763i,0.020691+0.0073105i,0.007962+0.011895i,0.022863+0.016395i,0.024726-0.011336i,-0.0018972-0.032785i,-0.027902-0.025381i,-0.040283-0.012193i,-0.040087-0.0075722i,-0.032492-0.0033748i,-0.019909+0.0040303i,-0.0074265+0.0066542i,-0.0030734+0.0078125i,-0.0011836+0.013792i,0.0045707+0.01753i,0.0087473+0.013606i
-0.22027+0.0079239i,-0.0080092-0.074636i,0.083099-0.22551i,0.014412-0.20175i,-0.029773-0.043674i,0.025609+0.057575i,0.0677+0.072477i,0.058307+0.065063i,0.04148+0.055925i,0.038994+0.030735i,0.038901-0.0050943i,0.025966-0.022026i,0.0091039-0.011331i,0.0075358+0.007883i,0.0194+0.014691i,0.024877+0.0065249i,0.018819-0.0024022i,0.010576-0.0093331i,0.0015838-0.01558i,-0.006275-0.013198i,-0.0070572-0.0039018i,0.0006536+0.0062873i,0.012829+0.013828i
0.76266-0.25987i,0.44674-0.31293i,0.045057-0.25735i,-0.024914-0.11024i,0.12432-0.062789i,0.16388-0.1428i,0.08964-0.17483i,0.039034-0.14642i,0.015807-0.11669i,-0.013117-0.082453i,-0.040256-0.039923i,-0.044075+0.000789i,-0.018394+0.022021i,0.010427+0.010353i,0.012503-0.015792i,-0.0049091-0.024974i,-0.01755-0.016088i,-0.02129-0.0029049i,-0.016449+0.0085464i,-0.0016772+0.010732i,0.0084489-0.0015776i,0.0038041-0.022376i,-0.0065007-0.038255i
-0.6202+0.032687i,-0.7769+0.10111i,-0.65708+0.29139i,-0.42807+0.26781i,-0.30568+0.11368i,-0.25264+0.055471i,-0.17624+0.044518i,-0.12033+0.038029i,-0.076562+0.0429i,-0.03904+0.023566i,-0.031723+0.0062823i,-0.019708+0.0080668i,-0.0025238-0.0040833i,-0.0094479-0.014676i,-0.017782-0.0016173i,-0.0059184+0.013279i,0.01051+0.015802i,0.018046+0.015118i,0.016518+0.012589i,0.0095582+0.0078332i,0.0032989+0.0078794i,-0.0008315+0.011045i,-0.0062184+0.013302i
-0.24067+0.31869i,0.18371+0.55463i,0.4966+0.48088i,0.45002+0.25068i,0.24382+0.11948i,0.10744+0.10638i,0.061039+0.098197i,0.056965+0.060181i,0.0403+0.026187i,0.017967+0.034816i,0.036482+0.042807i,0.051067+0.012528i,0.023745-0.010409i,0.0013463-0.0082678i,-0.0027902-0.0084695i,-0.0098868-0.0080417i,-0.013418-0.0017597i,-0.0047891-0.002852i,0.0027195-0.0084098i,0.00080925-0.007076i,-0.0037422+0.00086078i,-0.0051867+0.012627i,-0.0017712+0.022676i
0.71631-0.23957i,0.59721-0.39522i,0.38924-0.44426i,0.17305-0.29292i,0.042141-0.10513i,0.010421-0.030264i,-0.016432-0.009768i,-0.037477+0.016575i,-0.022692+0.021997i,0.0010652+0.0020682i,0.0036184-0.018076i,-0.011178-0.021594i,-0.018993-0.0055159i,-0.014798+0.013568i,-0.0042655+0.022928i,0.0094853+0.015651i,0.01275-0.003816i,0.00038522-0.015602i,-0.0096169-0.012526i,-0.0066982-0.0057182i,0.00074256-0.0083684i,0.0067615-0.016238i,0.01084-0.017468i
-0.11109+0.062219i,-0.21309-0.23767i,-0.3309-0.33985i,-0.2327-0.22488i,-0.025082-0.1146i,0.068711-0.082564i,0.074059-0.062782i,0.06964-0.056449i,0.05592-0.060348i,0.035995-0.0628i,0.0069754-0.058176i,-0.017327-0.034114i,-0.0073391-0.0090028i,0.013266-0.013339i,0.0070223-0.030169i,-0.012932-0.022189i,-0.016639+0.003185i,-0.0092697+0.018295i,-0.0014989+0.016821i,0.0038924+0.0060749i,0.0021318-0.0021585i,-0.00095818-0.0058032i,-0.0015405-0.010296i
-0.82405-0.27218i,-0.80836+0.096262i,-0.53535+0.34852i,-0.26752+0.27695i,-0.17961+0.10837i,-0.16655+0.057458i,-0.12025+0.066251i,-0.083881+0.058576i,-0.070205+0.047362i,-0.056759+0.04138i,-0.035436+0.03873i,-0.0052909+0.026739i,7.6311e-05-0.0034297i,-0.017464-0.010825i,-0.013156+0.0071149i,0.0071907+0.007264i,0.014377-0.0050074i,0.015075-0.0081573i,0.012001-0.0084811i,-0.00015704-0.0063801i,-0.010622+0.0048622i,-0.014407+0.016247i,-0.014818+0.020961i
0.82286+0.35408i,0.78213+0.37572i,0.59829+0.27787i,0.38581+0.15684i,0.24982+0.07615i,0.17323+0.02206i,0.11468-0.0088346i,0.081532-0.016401i,0.050503-0.028704i,0.0035215-0.027196i,-0.02114+0.0015608i,-0.015963+0.024464i,-0.0044023+0.032644i,0.0066777+0.024002i,0.0046291+0.0063553i,-0.0032274-0.00015281i,-0.0014639-0.0055483i,-0.0024514-0.015275i,-0.0093933-0.014408i,-0.0097359-0.0058508i,-7.0637e-05-0.0051138i,0.013089-0.011017i,0.021026-0.016571i
-0.2247+0.155i,-0.10127-0.095574i,-0.014943-0.26381i,-0.045248-0.25423i,-0.11191-0.13167i,-0.097213-0.0079449i,-0.040885+0.034184i,-0.017852+0.036323i,0.0064324+0.060517i,0.05752+0.061541i,0.075003+0.013039i,0.04141-0.029535i,0.0040006-0.026287i,-0.0053409-4.5193e-05i,0.00094156+0.0099837i,-0.0039806+0.005388i,-0.016398+0.0090379i,-0.022057+0.015937i,-0.018948+0.01958i,-0.0069+0.019978i,0.0036087+0.013182i,0.0027958+0.0060774i,-0.0048465+0.0058196i
-0.19548-0.60101i,-0.2059-0.41478i,-0.20028-0.18292i,-0.10749-0.041612i,0.009305-0.024286i,0.026316-0.064951i,-0.0029942-0.062075i,0.0079931-0.050483i,0.01277-0.073116i,-0.015993-0.074945i,-0.021408-0.034654i,0.0078437-0.00045492i,0.033144-0.0077618i,0.031127-0.034586i,0.016962-0.038684i,0.013123-0.020555i,0.015722-0.0048706i,0.018104+0.0051178i,0.022294+0.0072974i,0.015356-3.1108e-05i,-0.0037319-0.0021633i,-0.016371+0.00098011i,-0.018514-0.002074i
0.21093+0.36205i,0.03607+0.37217i,-0.013538+0.28928i,-0.056853+0.14595i,-0.12225+0.065227i,-0.10672+0.059838i,-0.062371+0.028793i,-0.064206-0.0040863i,-0.05993-0.013636i,-0.043772-0.031709i,-0.049844-0.046871i,-0.065026-0.038317i,-0.066092-0.014679i,-0.05205+0.0032507i,-0.036601+0.0049397i,-0.022443-6.3296e-05i,-0.0050931-0.0050031i,0.0085874-0.010523i,0.010804-0.012508i,0.0090904-0.0081621i,0.011346-0.0035867i,0.014402+0.0012708i,0.016557+0.010433i
0.0014598+0.25583i,0.196+0.046912i,0.2127-0.08927i,0.15857-0.065044i,0.12315-0.0037649i,0.089963+0.035014i,0.078151+0.064387i,0.078591+0.059391i,0.044403+0.041791i,0.0079034+0.048601i,0.0095862+0.050676i,0.019847+0.025884i,0.0074645+0.0057943i,-0.0093237+0.0073458i,-0.010746+0.0080825i,-0.0093855-0.003668i,-0.01363-0.013691i,-0.017076-0.016655i,-0.017563-0.015375i,-0.014473-0.0088871i,-0.0062412-0.0042285i,-0.0008255-0.00744i,-0.0022625-0.013371i
-0.27058-0.53587i,-0.28199-0.32149i,-0.22894-0.18744i,-0.1911-0.094769i,-0.10761-0.0031028i,-0.010168-0.011842i,-0.011565-0.055811i,-0.048043-0.030962i,-0.026892+0.016337i,0.011937+0.025448i,0.013923+0.018653i,0.0049269+0.02874i,0.019206+0.034766i,0.033056+0.025853i,0.026646+0.023913i,0.011139+0.029424i,-0.0025514+0.029842i,-0.012219+0.027572i,-0.011358+0.025894i,-0.0030732+0.017015i,-0.0038962+0.005859i,-0.0072234+0.0030612i,-0.0020495+0.0015768i
0.42383+0.090068i,0.082719+0.00072781i,-0.13755+0.13154i,-0.051951+0.18754i,0.045178+0.059472i,0.0047678-0.031316i,-0.01993-0.02453i,0.0096845-0.018527i,0.024003-0.044056i,0.0073424-0.063002i,-0.0035754-0.054466i,0.00028101-0.042121i,-0.00077167-0.032114i,-0.00079901-0.020988i,0.004753-0.019636i,0.0093508-0.018516i,0.016285-0.0098982i,0.021412-0.0040169i,0.015781-0.0045965i,0.0042951-0.0041952i,-0.0028828+0.00010395i,-0.0068127+0.0052438i,-0.0094096+0.012075i
-0.51399+0.69203i,-0.1176+0.70018i,0.15997+0.43111i,0.14481+0.16734i,0.016617+0.063204i,-0.069589+0.073292i,-0.081902+0.10004i,-0.054767+0.082263i,-0.030596+0.050347i,-0.013208+0.039146i,-0.00052268+0.030276i,0.0051156+0.010552i,0.002577-0.01499i,-0.0089951-0.031794i,-0.01724-0.027706i,-0.012058-0.01545i,-0.0039147-0.0097269i,0.0040662-0.0077652i,0.010243-0.0082004i,0.012403-0.0070827i,0.017838-0.0041822i,0.021397-0.0072323i,0.014702-0.011628i
0.22496-0.93478i,0.17665-0.66921i,0.22312-0.33821i,0.20147-0.16365i,0.11645-0.042377i,0.10507+0.040318i,0.12258+0.042246i,0.10359+0.019687i,0.053569+0.004497i,0.0091533+0.0046286i,-0.0028528+0.0087588i,-0.0093715+0.0070559i,-0.017527+0.016104i,-0.012098+0.027856i,-0.0024238+0.025637i,-0.00085692+0.012587i,-0.0059302-0.0032072i,-0.015273-0.011925i,-0.020969-0.0071603i,-0.019269+0.0015133i,-0.018479+0.0063272i,-0.013259+0.012047i,0.0019926+0.013768i
0.52198+0.53347i,0.35158+0.027985i,0.021306-0.29057i,-0.093102-0.25512i,-0.006826-0.17742i,0.06275-0.16095i,0.061422-0.1398i,0.021243-0.11402i,-0.0013293-0.077021i,0.014438-0.056645i,0.016244-0.05512i,0.0012835-0.037614i,-0.0058721-0.015878i,-0.0084637-0.0059322i,-0.0055493-0.0030718i,-0.002818-3.5545e-05i,-0.0038029+0.010469i,-0.00061582+0.019839i,0.0060576+0.016694i,0.007591+0.0040682i,0.0015506-0.010507i,-0.0073683-0.019281i,-0.014284-0.017155i
-1.1287-0.045629i,-0.93829+0.22216i,-0.52178+0.2969i,-0.21996+0.19336i,-0.11032+0.097696i,-0.10403+0.047344i,-0.092641+0.030399i,-0.048072+0.042208i,-0.013601+0.045252i,-0.018259+0.037242i,-0.027374+0.038539i,-0.0088341+0.042284i,0.020748+0.033495i,0.033932+0.015441i,0.026653-0.0027523i,0.015218-0.012614i,0.010087-0.012913i,0.0083608-0.0072735i,0.0052373-0.00026796i,0.0051452+0.0084126i,0.01208+0.018046i,0.020369+0.015299i,0.018053-0.0019077i
0.84649-0.34535i,0.58163-0.15419i,0.27767+0.041374i,0.067475+0.022714i,-0.081468-0.037714i,-0.12375-0.0089124i,-0.10175+0.00092648i,-0.091017-0.017328i,-0.068765-0.0099758i,-0.032141+0.0035725i,-0.0077857+0.0060242i,0.0016409-0.0068529i,-0.0039178-0.023581i,-0.018027-0.021716i,-0.027558-0.0034184i,-0.025586+0.0089066i,-0.013521+0.0035016i,-0.0020126-0.010566i,-2.2637e-05-0.017545i,-0.0058503-0.016581i,-0.015918-0.013023i,-0.028059-0.0026455i,-0.029402+0.015445i
-0.02818+0.66565i,0.23585+0.30965i,0.28661-0.020654i,0.17151-0.021853i,0.1357+0.097252i,0.15153+0.12085i,0.1288+0.10049i,0.11532+0.076301i,0.10597+0.023834i,0.076065-0.017758i,0.053671-0.024601i,0.036185-0.023662i,0.01362-0.02079i,0.0058543-0.016717i,0.0090971-0.015077i,0.0060469-0.012013i,-0.0057712-0.0067604i,-0.017811-0.0010447i,-0.016218+0.0053792i,-0.002054+0.005283i,0.011886-0.0035028i,0.016435-0.010214i,0.012098-0.0097956i
-0.52989-0.71957i,-0.59488-0.53708i,-0.47237-0.29138i,-0.28976-0.14619i,-0.16489-0.10495i,-0.10416-0.10215i,-0.081533-0.082723i,-0.079807-0.051523i,-0.077282-0.0248i,-0.063256-0.012961i,-0.053451-0.017233i,-0.055712-0.01505i,-0.050709+0.0022451i,-0.034597+0.015161i,-0.014336+0.015834i,0.003815+0.014382i,0.011611+0.017977i,0.012026+0.021321i,0.010327+0.016558i,0.0054961+0.011416i,0.00097175+0.016306i,0.006627+0.022477i,0.018437+0.015905i
0.47629+0.33005i,0.23492+0.35091i,0.035059+0.34843i,0.039015+0.27516i,0.085995+0.15871i,0.083656+0.084335i,0.084568+0.056817i,0.086452+0.033264i,0.056921+0.010279i,0.013743+0.0082101i,-0.0033846+0.021601i,0.0081079+0.029517i,0.02186+0.024824i,0.019738+0.013346i,0.0029199+0.0015182i,-0.0073532-0.0052202i,-0.00034273-0.0062114i,0.010077-0.0054673i,0.010316-0.0062513i,0.0016701-0.0083881i,-0.0071964-0.012726i,-0.014402-0.017425i,-0.017962-0.015233i
-0.19134+0.25145i,0.11855+0.22686i,0.26109+0.11524i,0.15077+0.026698i,0.023334+0.018189i,-0.021724+0.028143i,-0.047336+0.010358i,-0.066259-0.0043339i,-0.047923+0.0075976i,-0.0038289+0.017039i,0.016489+0.011526i,0.013084+0.0091602i,0.013195+0.0061619i,0.01628+0.0028701i,0.017319+0.0030868i,0.013987-0.0037388i,0.0062556-0.014694i,-0.0007741-0.021362i,-0.0050872-0.018803i,-0.0020544-0.0092393i,0.0063936-0.0022387i,0.010132-0.0024612i,0.0052761-0.0055969i
-0.0029544-0.49512i,-0.089354-0.48411i,-0.055142-0.31444i,0.063551-0.12298i,0.12263-0.059806i,0.085536-0.069443i,0.048442-0.040472i,0.058085-0.0027271i,0.05935-0.0072832i,0.034231-0.022178i,0.019181-0.029134i,0.015167-0.03962i,0.0048397-0.042845i,-0.0035183-0.032124i,-0.0029607-0.0145i,-0.0031041+0.0014162i,-0.011592+0.0083679i,-0.022606+0.011032i,-0.021967+0.013602i,-0.012171+0.014272i,-0.0065468+0.014424i,-0.0033528+0.016068i,0.0014557+0.014268i
