-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.00063982+0.00088584i,0.00019907+0.0014535i,0.00095041+0.0018035i,0.0021173+0.00082826i,0.00132+0.00038317i,0.00046131+0.00091565i,1.7838e-05+0.00058164i,-0.00087258-0.00010767i,1.7773e-06-0.00072763i,0.0007325-0.00086536i,0.00018376-0.00047203i,-0.00028105-0.00071045i,-0.00065848-0.0012496i,-0.00052413-0.0012824i,-0.00016505-0.00042172i,-0.00037573+7.5517e-05i,-0.00022375-0.00018103i,0.00021726-0.00042895i,0.00070606+1.6906e-05i,0.0007597+0.0010865i,0.00038507+0.0010884i,5.0239e-05+0.00036369i,-0.00049637-4.5238e-05i
0.0007082-0.0023365i,0.00077611-0.0022622i,-0.00015773-0.0015759i,-0.00065821-0.00036745i,-0.00042727+0.0007145i,0.0011545+0.00098965i,0.001271+0.00017517i,0.00056887-0.00078021i,-2.0585e-05-0.0003934i,-0.00094103-0.00062453i,-0.0016368-0.00090162i,-0.0016327-0.000225i,-0.00093469+0.00030198i,-0.00039008+0.00026218i,-0.00022529+5.1687e-06i,4.4961e-05+0.00022348i,-0.00017447+0.00046361i,0.00021103+0.00080613i,0.00096144+0.00034025i,0.0004693-0.00015801i,-0.00044928-0.00040808i,-0.00091861-0.0005953i,-0.0012418-0.00030672i
-0.0013068+0.0024756i,-0.00064131+0.0031158i,-0.00090191+0.0032152i,-0.00059621+0.0031065i,0.00023205+0.002726i,-7.2687e-05+0.0021547i,-0.00090177+0.00096796i,0.00041094-0.0007274i,0.0014531-0.0005874i,0.00048357-7.3878e-05i,-0.0005595-0.00014424i,-0.0011426-7.1825e-05i,-0.0011783+0.00051877i,0.00022409+0.00049692i,0.00075584+0.0004984i,-0.0002492+0.0008975i,-0.00049672+0.0011158i,-0.00094358+0.0006967i,-0.0010845-8.2785e-05i,-0.00016097-0.00012941i,0.0010941-0.00024809i,0.00091775-0.00090119i,0.00029725-0.0010734i
0.0008547-0.002455i,0.00023216-0.0023795i,-0.00082435-0.0025489i,-0.0012885-0.0011623i,-0.0010446+0.00053681i,-0.00064127+0.0010733i,0.00087299+0.0012017i,0.00094723+0.00084679i,0.00030491+0.00053328i,0.00075353-0.00050647i,9.0906e-05-0.00057412i,-0.00065434+4.5419e-05i,-0.00084528-0.00041184i,-0.00039419-0.00062067i,0.0004787-7.4798e-05i,0.00065354+0.00058843i,0.00069279+0.00071902i,0.0007193+0.00064987i,0.00096923+0.00073198i,0.0016908+0.00036495i,0.0019365-0.00059787i,0.0014022-0.00093315i,3.2746e-05-0.00049332i
0.00093131+0.0011039i,0.0016368+0.0016988i,0.00073045+0.0027256i,0.00054996+0.0024057i,0.0012227+0.0018609i,0.0019107+0.0012328i,0.0020573-0.00013762i,0.0018396-0.00061942i,0.0014935-0.00047519i,0.00055762-0.00023093i,-0.00060066-0.00034087i,-0.00023848-0.00055359i,7.7117e-06-0.000235i,-0.00036796-0.00017469i,-0.00067779-0.00025722i,-0.00054244-0.00081026i,-0.00018719-0.00095996i,4.9942e-05+1.3578e-05i,0.00062425+0.00045574i,0.0010883+0.00013438i,0.0014823-0.00011246i,0.0012013+4.3498e-05i,0.00019494-0.00010291i
-0.00079431+0.00066886i,-0.00097833+0.00039967i,-0.00073483+3.2273e-05i,-0.00061599+0.00038974i,0.00017233+0.00080472i,0.0013213+0.00030951i,0.0011384+0.00051116i,0.00041264+0.00039382i,-3.8694e-05-0.00015757i,-0.00042751-0.00010519i,-0.00089295-0.0005428i,-0.0010385-0.00065342i,-0.0013389-0.00029705i,-0.0012448-0.0001184i,-0.00056571+0.00017836i,-0.00032294+0.00063189i,0.00019199+0.0010646i,0.00093589+0.00099514i,0.00080839+0.00070416i,0.00019618+0.00022453i,-0.0001688+0.0003503i,-0.00015674+7.676e-05i,0.00016749-0.00033224i
-0.00076377-0.00074982i,-0.001088-0.0014448i,5.2559e-06-0.00055133i,-0.00019915+0.00037876i,-0.0015245+0.00079431i,-0.0013564+0.00081794i,-8.9254e-06+8.1908e-07i,0.00041113-0.00045271i,0.0004571-0.00028463i,0.00050616-0.0004283i,0.00053693-0.00049111i,-0.00051879-0.00038825i,-0.0016573+3.0316e-05i,-0.0015394+0.0005029i,-0.0013333+0.00067198i,-0.00084049+0.00043327i,-3.5396e-05+0.0002874i,0.00045857+7.3747e-06i,0.00078655-0.00044607i,0.00095724-0.00026185i,0.0012554+0.00048292i,0.001047+0.00074493i,-0.00052075+0.00073334i
0.0025321+8.945e-05i,0.0030204+0.0011951i,0.0017459+0.0013468i,0.00071251+0.0011909i,0.00066356+0.001091i,0.00022608+0.00056712i,-0.00017796+0.0006039i,1.1106e-05+0.00017979i,0.00075801-0.00061312i,0.0012141-0.0010837i,7.0786e-06-0.0015237i,-0.00059422-0.0012722i,-0.00019626-0.00039842i,-0.00047296+0.00028409i,0.00020579+0.00065212i,0.001421+0.00079556i,0.0011881+0.00025012i,0.00034924-0.00036473i,0.0005333-0.00012593i,0.00098318+9.4439e-05i,0.00055416+0.00037536i,-0.00024995+7.593e-05i,-0.00061804-0.00032629i
-0.0030083-0.00034451i,-0.0029057+0.00042196i,-0.0022912+0.0013443i,-0.0010333+0.0013319i,-5.3611e-05+0.0013631i,0.00062862+0.0017357i,0.0013119+0.0014221i,0.0012492+0.00057066i,0.00069891-0.00014142i,0.00011672-0.0005672i,-0.0011479-0.00048293i,-0.0023755+0.00024664i,-0.0016764+0.0008113i,-0.00087548+0.00038803i,-0.00030029-0.0004015i,0.00013361-0.00013275i,-7.2236e-05+0.00073894i,-0.00023829+0.00067114i,0.00022421+0.00014202i,0.00047947+0.00015366i,0.00010888+0.00077883i,0.00014223+0.00059066i,0.00015298+0.00038569i
-0.0011999+0.0016236i,-0.0026487+0.001546i,-0.0017105+0.0022372i,-0.00012986+0.0025254i,0.00014612+0.0019524i,-0.00010667+0.0008994i,0.00011012-0.00021723i,-6.9556e-05-0.00088627i,-0.00017782-0.00094446i,0.00015895-0.00171i,-8.2746e-05-0.0020284i,-0.00052777-0.0008593i,-0.00094502+5.651e-05i,-0.00091728+0.00030279i,-0.00065811+0.00030902i,-6.9729e-05+0.0003519i,0.00069649+0.00022821i,0.0012885+0.00030338i,0.0010991-0.0001187i,0.00057408-0.0004852i,-8.3812e-05+0.00028013i,-0.00029337+0.0010212i,-0.00045151+0.00059424i
0.00034138+0.0017968i,0.00042245+0.0017799i,0.0011576+0.00118i,0.0012361+0.0015796i,0.0015784+0.0019686i,0.0016762+0.0012616i,0.0011448+0.00050542i,0.00092769-0.00051908i,0.0004626-0.00097121i,6.5772e-05-0.00093512i,-0.00051362-0.00074521i,-0.00068434-0.00051524i,-0.00043875-0.00031375i,0.00027014+0.00075878i,0.00031445+0.0017321i,-0.00035425+0.0012905i,-0.00066202+0.00043158i,-0.00030335+0.00048708i,-0.00010186+0.00043525i,0.00010654+0.00032084i,0.00050861+0.00056117i,0.00042885+0.00071266i,0.00019121+0.000552i
0.00086321+0.0014437i,0.0010839+0.0024885i,0.0014598+0.0017237i,0.0016055+0.00017018i,0.00091473+0.00044239i,0.00066522+0.0010264i,0.0010634+0.00034642i,0.0010801-0.00045353i,0.0009943-0.0011505i,0.00090886-0.0010208i,-8.5246e-05-0.0003039i,-0.00035121+0.00011128i,-7.9731e-05-0.00011625i,-0.00080543-0.0001159i,-0.00056902-0.00017254i,0.00046017-0.00010216i,0.00027176-0.00025094i,-0.00021678-0.00039668i,-0.00015879-0.00034965i,3.6363e-05+5.8387e-05i,0.00034077+4.616e-05i,0.00021205-0.00019495i,4.245e-05-0.00030163i
0.00013241-0.0031592i,0.00026354-0.0050176i,-0.00051165-0.0039975i,-0.0019447-0.0017169i,-0.0017659+0.00084972i,-0.00016834+0.0020772i,0.0010403+0.0011301i,0.0012006-7.5663e-05i,0.00015055-0.00054358i,-0.0005499-0.00078683i,-0.0016947-0.00088734i,-0.002641-0.00047685i,-0.0019661+0.00035736i,-0.0015059+0.0008226i,-0.0013356+0.00086474i,-0.00075743+0.00079821i,3.0699e-05+0.00025238i,0.00026628+0.00010852i,0.00082965+0.00032251i,0.0009805+0.00044612i,0.00018984+0.00048488i,-0.00040886+0.00038271i,-0.00076064+0.00030677i
0.0018001+0.0022082i,0.0018308+0.0022776i,0.0024418+0.00036137i,0.0025833-0.00051677i,0.0017295+0.00032745i,0.001213+0.00046393i,0.00088516+0.00069858i,0.0010536+0.00010041i,0.00087202-0.00088313i,-0.00048978-0.00088477i,-0.0011463-0.000822i,-0.0011333-0.00074071i,-0.001353-0.00054298i,-0.00093447-0.00059714i,-0.00022504-0.00058293i,0.00069125+9.6796e-05i,0.00083225+0.00071634i,5.2918e-05+0.00075714i,-7.6937e-05+0.00079727i,0.00064265+0.00086881i,0.0010456+0.00036548i,0.00058232+0.0002261i,7.5125e-05+0.00067938i
-0.0023969-0.0014379i,-0.0035204-3.2682e-05i,-0.0030171+0.001474i,-0.0015616+0.0014256i,0.00010597+0.0015731i,0.0012274+0.0013139i,0.0010172+0.00059484i,0.00059514+0.00010247i,0.0001704-0.00014165i,0.00034324-0.00071636i,-0.00052111-0.0011254i,-0.0010014-0.00017813i,-0.00051023+0.00055155i,-0.00047459+2.7677e-06i,-0.00041161-0.00046904i,-0.00065707-0.00082352i,-4.4777e-05-0.0012305i,0.00036121-0.00037719i,-0.0001537+0.0002122i,0.00011837+0.00010481i,0.00055417+0.00079839i,0.00032842+0.00079586i,-0.00023468-0.0001457i
0.001549-0.00027255i,0.0013112-0.00087816i,0.00018171-0.0013868i,-0.0011728-0.00059568i,-0.00055717+0.00085492i,0.001015+0.0012246i,0.0008844+0.0004254i,0.00023384-0.00030252i,0.00041682-0.0010204i,0.00015434-0.00092066i,-0.00089829-0.00076211i,-0.0012161-0.00030354i,-0.00090531+0.00032703i,-0.00073633+0.00030369i,-0.00076262-0.00022459i,-4.0082e-05+8.1495e-05i,0.001059+0.00083437i,0.0014577+0.00081502i,0.0012154+0.0009565i,0.00091269+0.00095308i,0.00070296+0.00067388i,0.00043139+1.8804e-05i,-0.00030205+0.00024762i
-0.00033958+0.0012451i,-0.00029733+0.0013008i,0.00011348+0.00064019i,0.00071765+0.00055917i,0.00063862+0.00092097i,0.00014475+0.00051007i,-6.6553e-05-6.7871e-05i,0.00029106-0.00019796i,0.00059124-0.00053266i,0.00078584-0.00085565i,0.0001797-0.0006607i,-0.0012082-0.00049692i,-0.0012852+9.4343e-05i,-0.0010404+0.00086954i,-0.00057927+0.00034043i,-0.0001259-0.00031089i,-0.00028158+0.00048991i,-0.00041288+0.0010573i,-0.00019086+0.0002495i,0.00026691+0.00015943i,0.00077071+0.0011014i,0.0010523+0.00043204i,6.2623e-05-0.00038641i
0.0011104-0.00049505i,0.0015264-0.00086581i,0.0016598-0.0012652i,0.00139-0.0013078i,0.0012016-0.00074524i,0.0015931-2.6644e-05i,0.0013522+0.00036957i,0.00050557-0.00056012i,0.00066585-0.000952i,0.00089803-0.00077238i,-0.00018533-0.00077556i,-0.00090107-0.00023322i,-0.001254+7.292e-06i,-0.0012285-7.7483e-05i,-0.00067417-0.0003716i,-1.298e-05-0.00032436i,0.00060776+0.00039085i,0.0008106+0.00085617i,0.0012104+0.00085457i,0.0011217+0.0001083i,0.00041454-0.00023437i,0.00027925-0.00090488i,0.00048035-0.0013757i
-0.0014979+0.00037325i,-0.0016901+0.00045467i,-0.0022858+0.0014248i,-0.0019827+0.0016484i,-0.0012937+0.002621i,-0.0012824+0.002379i,-0.00090373+0.00037425i,-0.00017421+0.00039709i,-0.00056065+0.00078555i,-0.00061538-0.00022327i,-0.0006979-0.0013004i,-0.0012752-0.00054997i,-0.0010622+0.00073861i,-0.00040468+0.0009707i,0.0006849+0.00060658i,0.00078358-0.00012322i,0.00069276+0.00015958i,0.0012709+0.0005363i,0.00063867-0.00010123i,-0.00013044-0.00015036i,0.00016023+0.00054654i,0.00037617+0.00042556i,-5.0694e-05-0.00022773i
-0.0024369-0.0010403i,-0.0026896-0.00075406i,-0.0024471+0.00091646i,-0.0012036+0.0022706i,0.00083822+0.0032127i,0.0028323+0.0029438i,0.0024804+0.0011829i,0.0012824+6.9228e-05i,0.00095254-2.4557e-05i,0.00068519-0.00078387i,-0.00011491-0.0014125i,-0.00090367-0.00074516i,-0.00032758-2.5016e-05i,0.00058643-0.00028618i,-9.8752e-06-0.00014573i,-0.0004611-7.6225e-05i,6.9022e-07-0.00016889i,0.00073648-3.091e-05i,0.00086242-0.00012566i,-0.00022449-0.00029175i,-0.00069025-0.00013509i,-0.00011866+0.00021056i,0.00013735+0.00050139i
0.0030605+0.0017146i,0.0025397+0.0014693i,0.0028163-0.00019382i,0.0024759-0.0010609i,0.0010342-0.00030051i,0.00022265+3.6758e-05i,-3.6856e-06-6.1177e-05i,0.00028478-0.00027831i,0.00078964-0.0006674i,0.00043977-0.0012095i,-0.00043419-0.0011013i,-0.0010384-0.0004945i,-0.0014465+0.00017024i,-0.001498+0.00053238i,-0.0013077+0.00017635i,-0.0014533-5.1304e-05i,-0.00086227-0.00039805i,-0.00059434-0.0008426i,-0.00067394-0.00060252i,-0.00027587+0.00032484i,-0.00020457+0.0013832i,0.00014122+0.0011172i,0.0001417+0.00039217i
-0.00061084-0.0012634i,-0.00064776-0.0012152i,-0.001743+5.4679e-05i,-0.0015642+0.00068809i,-0.00072152+0.0012707i,-0.00093855+0.00087085i,-0.0005559-0.00021017i,0.00043921-0.00070071i,0.00033577-0.0011771i,-4.8287e-05-0.0007025i,0.00019838-5.4512e-05i,-0.00036569-2.9726e-05i,-0.00092313-0.0003891i,-0.00014807-0.00063746i,5.5468e-05-0.00060764i,-7.8127e-05-5.9909e-05i,-0.00036839+0.00054789i,-0.00049727+0.00064489i,-0.00033511+0.00068118i,-0.00037738+0.00035272i,0.00045907+0.00020107i,0.00071828+0.0012461i,-4.7174e-05+0.0011984i
0.00057071-0.00059487i,0.0001982-0.0013308i,-0.00037891-0.00090042i,-3.2361e-06+0.00057787i,-7.1452e-05+0.0023063i,-0.0007238+0.0026059i,-0.0002422+0.0015487i,0.00067962+0.0004971i,0.00036433-2.1111e-05i,-0.00051549-0.00050191i,-0.0013252-0.00083126i,-0.0015149-0.0011223i,-0.0011351-0.0014012i,0.00020351-0.0010375i,0.00096731-0.00025526i,0.0012208-0.00012059i,0.00066091+3.0851e-05i,-0.00046577+0.00022207i,-0.00071707+0.00060168i,0.00012027+0.0010606i,0.00111+0.0014394i,0.0007392+0.0011514i,-0.00047283+0.00014579i
0.0020914+0.00031731i,0.0025294+2.5045e-05i,0.0032486-0.00058847i,0.0030218-0.0010335i,0.0018343-0.00023306i,0.0010072-0.00016085i,0.0014205-0.00091008i,0.0015659-0.0011506i,0.001343-0.00079805i,0.00057838-0.001053i,-0.00068645-0.0013818i,-0.0011783-0.0013041i,-0.00046785-0.0010623i,0.00012396-0.00035827i,-0.00019574+0.00047144i,-0.00025851-5.3144e-05i,0.00035105-0.00030051i,0.00067203+0.00035482i,0.00042887+0.00034158i,-5.0452e-05+0.0007694i,-3.7745e-05+0.00074555i,0.00084573+1.9052e-06i,0.0011846-0.00018392i
-0.0022049-0.00052692i,-0.0026019-0.00083497i,-0.0023202+0.0004285i,-0.0010034+0.00082406i,-0.00010287+0.00077002i,-0.00010337+0.0010507i,2.0117e-05+0.00043865i,-0.00065278-0.00063984i,-0.00072392-0.00083926i,-0.00034218-0.00051203i,-0.0011781+0.00031123i,-0.0018101+0.00030117i,-0.0011512-0.00064079i,-0.00072142-0.00055357i,-0.00039361-1.7686e-05i,0.00012847-0.00020255i,-7.0576e-05-2.6938e-05i,0.00028345+0.00059392i,0.00046136+0.00098699i,-0.0002241+0.00062539i,0.00020872+0.00029698i,0.00090434+0.0010593i,0.0013435+0.0011521i
0.00053032+0.00092639i,-0.00033986+0.00080634i,-0.00053442+0.0011037i,-0.00075951+0.0021067i,-0.00040632+0.0020257i,0.00067853+0.00084801i,0.0012633+0.00012156i,0.0010281-0.00083743i,0.00061474-0.0009765i,0.0002712-0.0004529i,-0.00048882-0.00086677i,-0.0011842-0.00076932i,-0.0011495+0.00024831i,-0.00080043+0.00095497i,-0.00063608+0.00086653i,-8.4035e-05+0.0002416i,0.00072427-0.00029414i,0.00064154-0.00047587i,-0.00037134-0.00016035i,-0.00075092-7.2975e-05i,-0.00028341-0.00029532i,0.0004015-0.00042234i,0.00055351-0.00083334i
-0.0024307+0.0017657i,-0.0023398+0.0028594i,-0.0012818+0.0032516i,-6.8693e-05+0.0027174i,0.00088994+0.0024765i,0.001566+0.0026408i,0.0013286+0.0017725i,0.0011212+0.00047941i,0.0012917+0.00012676i,0.00046323-0.00027808i,-0.00098974-0.00080941i,-0.0017232-0.00025245i,-0.0016842+0.00069824i,-0.00059414+8.7794e-05i,0.00047701-0.00034119i,0.00025326+0.00014781i,0.00095171+8.9313e-05i,0.0012024-0.00026152i,0.00065464+0.00028328i,0.0004318+0.0013011i,-0.00017941+0.0012087i,-0.00010247+0.00021614i,-0.00015279-0.00072235i
0.00049699-0.0020472i,0.00087787-0.00088729i,0.0011243-0.00011395i,0.00020876+0.00058933i,-0.00052413+0.00046492i,-0.00057927+8.3306e-05i,-0.00033873-8.0761e-05i,-0.00040281+0.00018996i,-5.0302e-05+9.1122e-05i,0.00035548-0.0001305i,-0.00025042-0.0001602i,-0.0008203-0.00027273i,-0.0011567+0.00022304i,-0.0010844+0.00025964i,-0.00093565-0.00048896i,-0.00070324-0.00030912i,-0.00036719+0.00034067i,-0.00061408+0.00082346i,-0.00046579+0.0012777i,-0.00037708+0.0012198i,-0.00022423+0.0006937i,0.00080418+0.000684i,0.0013408+0.00071793i
-0.00010218-0.0028473i,0.00031846-0.0016502i,-0.00054124-0.0014476i,-0.0012171-0.00094614i,-0.00094722+0.0010282i,-0.00045032+0.002732i,0.00067757+0.0014977i,0.0010421-7.1487e-05i,0.00086923-0.00077399i,0.00085829-0.00060412i,-0.00044839-0.00091325i,-0.00059192-0.0010236i,7.8841e-05-4.1947e-05i,-0.0010834+0.00040273i,-0.0015713+0.00049808i,-0.0005966+0.00056956i,0.00029962+0.00061048i,0.00058156+0.00075196i,0.00042875+0.00041983i,0.0008916+0.00029091i,0.0015938+0.00068079i,0.0011832+0.0009047i,0.00011437+0.00016542i
-0.00022246+0.00047297i,-0.00031785+0.0015933i,-0.00071128+0.0018205i,-0.00039902+0.0012601i,0.00027926+0.0015171i,0.00077215+0.0014744i,0.00082583+0.00076107i,0.0011065+0.00010089i,0.0013336-0.00049185i,0.00095509-0.00086765i,0.00017684-0.00066167i,-0.00083963-0.00028667i,-0.0010553+6.2017e-05i,-0.00055476+0.00026578i,-0.00055089+0.00036074i,-0.00027863-0.0001922i,-0.0001323-0.00093804i,-0.0003377-0.00054944i,-0.00023858+6.5668e-05i,-0.00014839+5.5771e-05i,-3.3047e-05+0.00036803i,0.00019022+0.00082816i,0.00063445+0.00068557i
-0.00095676-0.0015488i,-0.0013329-0.0014609i,-0.001586-0.0015823i,-0.002027-0.001238i,-0.001207+0.00057611i,-4.04e-05+0.0018093i,-5.8121e-06+0.0016351i,-0.00013518+0.0010214i,-0.00013838-0.00013587i,-0.00011287-0.0012815i,-0.00065932-0.0016009i,-0.0012903-0.0006389i,-0.00064012-0.00012003i,0.0002171-0.00025653i,-0.00012815-0.00044594i,-0.0011537-0.00019836i,-0.00081585+0.00090302i,-8.5456e-05+0.0011864i,0.00037351+0.00098018i,0.0011223+0.00096202i,0.00095913+0.00051053i,-0.00016856+0.00023003i,-0.00080843+0.00033846i
0.0021057-0.0011691i,0.0014008-0.00095424i,0.00032883-0.0013895i,0.00025952-0.00013564i,0.00014484+0.00073488i,4.1855e-06-0.00017219i,0.00048802-0.0006335i,0.0011823-0.00044568i,0.00077638-0.0010588i,-0.0001899-0.0014156i,-0.00051459-0.00030291i,-0.00057748+0.00094368i,-0.0005967+0.0013729i,-0.00062817+0.0010065i,-0.00080979+0.00065892i,-0.00068393+0.00034739i,0.00011817-0.00076i,0.00048941-0.00088486i,8.2724e-05+0.00023303i,-3.6221e-06+0.00084571i,-0.00014653+0.00062119i,-0.00045947+4.6591e-05i,-0.0006519-0.00090169i
0.001476+0.0010683i,0.001131+0.0016589i,0.00103+0.0021372i,0.00033964+0.0015348i,-0.00048922+0.000796i,4.7811e-05+0.000132i,0.00072507+0.00020038i,0.00071061+0.00095916i,0.00033361+0.00028397i,9.0737e-05-0.00077895i,9.1541e-05-0.00069792i,-0.0005319-0.00057806i,-0.00083238-0.00069932i,-0.0011058-0.00060925i,-0.0015943-7.5252e-05i,-0.00073158+0.00037427i,0.00015533+0.00036624i,0.00019109+0.00083359i,3.0104e-05+0.0010189i,7.8464e-06+0.00056224i,0.00045205+0.00049406i,0.00054476+0.00042386i,0.00031324-5.7732e-05i
-0.0018207+0.0009581i,-0.0010362+0.00015162i,0.0002075-0.000593i,0.0010566-1.0473e-05i,0.0012937+0.00068711i,0.0010142+0.00041525i,0.00068827-0.00018272i,0.0010042-0.00098051i,0.0011058-0.00059581i,0.00089922-0.0005304i,0.00059974-0.0009117i,-0.0006155-0.00095393i,-0.0006818-0.00020084i,0.00054805+0.00059407i,0.00059211+0.00058105i,8.631e-05+0.00020753i,0.00018965+0.00059209i,0.00093837+0.0012756i,0.00076881+0.0012506i,-4.868e-05+0.0010421i,0.00034911+0.00077924i,0.00068554+0.00064546i,0.00030824+0.0008506i
0.00078951-0.0005013i,2.156e-05+0.00033868i,8.2647e-05+0.00036846i,0.00042945+0.00041233i,0.00022617+0.00024181i,0.00087453+0.00090621i,0.00113+0.00040151i,0.00043161-0.001324i,0.00045553-0.0020525i,0.00062498-0.00076199i,-0.00054059+0.00016452i,-0.0015841+0.00013995i,-0.0013373+0.00018904i,-0.0012967-3.5987e-05i,-0.00039016-0.00011362i,0.00056464+0.00028686i,-1.9558e-07+0.00065633i,-0.00050688+0.00042432i,0.00011621+9.8106e-06i,0.00052723+0.00035752i,0.00030183+0.00058767i,-0.00034522-0.00012521i,-0.00059903-0.0004438i
0.00053357-0.00092895i,0.00034793-0.0010308i,-0.00027938-0.00064796i,-0.0010591-0.0002661i,-0.00065258-0.00017805i,0.0003267+0.00078419i,0.00075596+0.00067378i,0.00079401-0.00032911i,0.00067621-0.0008146i,-1.3274e-05-0.001547i,-0.0012911-0.0013397i,-0.0016084-0.00022617i,-0.0012875+0.00057205i,-0.00099817+0.00062506i,-0.00074148-0.00029287i,4.7996e-05-0.00052899i,0.00035661-0.00021852i,0.00027293-0.00030114i,0.00031871+0.00016932i,-0.00044631+0.00014515i,-0.00089023-2.1678e-05i,-8.0875e-05-9.9986e-05i,0.0005082-0.00046606i
-0.0023203+0.00028854i,-0.0017569+0.0012064i,-0.001171+0.0026726i,-0.0010934+0.0032092i,0.00041397+0.0028162i,0.0019677+0.0018686i,0.0018551+0.00084959i,0.00077358+0.00055783i,-0.00016207+1.235e-05i,0.00012585-0.00060969i,0.00016908-0.00061789i,0.00043391-5.6499e-05i,0.00033421+0.0007033i,-0.0001122+0.0010284i,0.00056082+0.00071202i,0.00081284+0.00066451i,0.00022157+0.00050454i,-0.00024565-0.00036961i,-0.00043512-0.00028483i,-0.00098762+0.00063018i,-0.00053091+0.00064938i,0.0002482-8.2136e-05i,0.0004407-0.00048236i
-0.0013747-0.0011248i,-0.00076052-0.0012952i,-0.00055575-0.00077812i,-0.00061507+9.6843e-05i,-0.00081166+0.0017582i,0.0002291+0.0024593i,0.00064601+0.0013072i,0.00020652+6.6495e-05i,0.00086262-0.00037916i,0.00064083-0.00017565i,-0.0005965-3.6526e-06i,-0.001048-0.00027159i,-0.0013344+0.00028005i,-0.0019375+0.00056071i,-0.0016718+0.00026878i,-0.00051506+0.00050467i,0.00037163+0.00040043i,0.00057264+0.00046957i,0.00058835+0.00077879i,0.00080421+0.00098766i,0.00029068+0.00094621i,-0.00017255-0.00045622i,0.0004251-0.0014721i
-2.0419e-05+0.001976i,0.00021325+0.0020121i,0.0012689+0.0013623i,0.0010984+0.0011991i,2.9998e-06+0.0012411i,-0.00069748+0.00094774i,-0.00074612+0.00039254i,0.00018267-0.00030271i,0.00046624-0.00099014i,-7.3776e-05-0.0012961i,-0.00025165-0.0011593i,-0.0013914-0.00046146i,-0.0020689-0.00032071i,-0.001578-0.00011146i,-0.00069867+0.00034673i,4.3113e-05-0.00023274i,0.00033182-0.00031692i,0.00049927+0.00037578i,0.00042544+0.00013172i,0.0004639+0.00041308i,0.00024674+0.00074298i,-0.00014103+0.00024853i,-0.00014397-0.00025342i
0.00226-0.0018559i,0.0015324-0.0019437i,0.00092715-0.0011895i,-2.0442e-05-0.00045111i,-0.0014066+0.0013549i,-0.0010179+0.002052i,0.00029908+0.00094384i,0.00051905-0.00038855i,0.00023311-0.00086568i,3.6086e-05-0.0014918i,-0.00058994-0.0019179i,-0.00070282-0.0010496i,-0.00016548+4.8172e-06i,-0.00040414+0.00034769i,-0.00013828+0.00018156i,0.00031138+0.00015063i,0.00030888+0.0010308i,0.00060732+0.0012873i,0.0011596+0.00048972i,0.00076679+0.00028544i,0.00014901-7.1034e-05i,0.0002363-0.00052926i,0.00040759-0.00037199i
0.00055423+0.00047168i,0.00095124+0.00052615i,0.0017507+0.00071384i,0.0017499+0.0012957i,0.002243+0.0013857i,0.0024605+0.0014284i,0.0018469+0.00095123i,0.00057625-0.00030098i,0.00057601-0.00086587i,0.0011802-0.0010602i,0.00090618-0.0011662i,0.00032401-0.00085385i,-3.7985e-05-0.00096894i,0.0002545-0.0017496i,0.00032254-0.0011902i,0.00010745+5.1272e-05i,0.00018376+0.00022199i,0.00032246+0.0003824i,0.00028158+0.00037341i,0.00046833+0.00031741i,8.3226e-05-0.00014749i,-0.0004134-8.5653e-05i,-0.00041465+0.00087532i
-0.00036023+0.0009438i,9.1524e-05+0.0018835i,-0.00041028+0.0017096i,-0.00023014+0.001116i,-0.00054564+0.00092832i,-0.00050235+0.00050319i,0.00020316-5.1777e-06i,-0.00049201+0.00019093i,-0.00032721-0.00021204i,0.00041507-0.00048704i,-0.00053354+5.1452e-06i,-0.0017304+0.00014484i,-0.001351+0.00042287i,-0.0001791+0.0006032i,0.0001438+0.00024851i,-0.00023166+2.2202e-05i,-2.4384e-05+0.00054255i,-6.6928e-06+0.00067718i,-0.00053124+0.00044545i,7.4874e-05+0.000294i,0.00065705+0.00017198i,0.00070895+0.00028394i,0.00050913+0.00011856i
-0.0016791-0.0013326i,-0.0015126-0.0025962i,-0.0019245-0.0017574i,-0.0020775-0.0001974i,-0.0015671+0.0015346i,-0.00027797+0.0025405i,0.0012704+0.0017551i,0.0015686+0.00043529i,0.00061915-0.00042865i,-6.031e-06-0.00027833i,-0.0006126+0.00018826i,-0.0014005+0.00091043i,-0.0013201+0.00094057i,-0.0010198+0.00061867i,-0.0014025+0.0005542i,-0.00102+0.00016828i,-0.00052625-0.00036644i,1.4155e-05-0.00020578i,0.00044415+0.00067304i,0.00081594+0.00044681i,0.0010045+0.00010099i,0.00083531+0.00033324i,0.00095606-2.1764e-05i
