-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
0.00098778+0.002649i,0.0024751+0.0022445i,0.0034359+0.0018231i,0.0036529+1.0938e-05i,0.0032922-0.0011931i,0.0027008-0.0013151i,0.0015987-0.00097439i,0.00083241-0.00089801i,0.00066965-0.00027819i,0.00022703+0.00080064i,0.00022685+0.00070062i,-0.00015302+0.00050787i,-0.00040733+0.00055184i,0.00067662-0.000232i,0.001049-0.00094965i,-2.1564e-05-0.00047516i,-0.00067714-0.00022339i,-3.6992e-05-0.00020816i,0.00046179-0.00030679i,0.00017559+0.00024346i,-0.00011845+0.00068021i,-6.3809e-06+0.00048812i,0.00054349-0.00015548i
-0.00090567+0.00011975i,-0.0014925-0.00075227i,-9.5034e-05-0.0017003i,0.0012141-0.0022814i,0.0013266-0.0028749i,0.0010378-0.0027848i,0.00064487-0.0015025i,0.00059747-0.00045849i,0.00074677-0.00043611i,0.00059296-0.00092023i,-0.00046411-0.0009222i,-0.00077286-1.4738e-05i,-0.00033213+0.00017307i,0.00034963-0.00038549i,0.00065852-0.00052029i,0.00036059+0.00014251i,6.7319e-05+0.00018173i,-0.00018318-0.00020777i,-0.00044541-0.00019933i,-0.00015276-0.00039981i,0.00011611-0.00059666i,-0.00032626-0.00017957i,-0.00074544-2.8892e-05i
-0.00032652-0.0003712i,-0.00114-0.0012196i,4.238e-05-0.00089973i,0.0018213-0.00084082i,0.0017705-0.0013461i,0.0010861-0.00087004i,0.00010024-0.00043764i,0.00016133-0.00049334i,0.00042038-6.5164e-05i,0.00016686-0.0005243i,-0.00043026-0.00064709i,-0.0014295-0.00015673i,-0.0010113+0.00037827i,-0.00049464+0.00056389i,-0.00072105+0.0005059i,-7.4933e-05+0.00055832i,0.0005358-0.00035533i,0.00066531-0.00057431i,0.00014879+0.00016744i,-0.00062848+0.00037126i,-0.00039958-2.6812e-05i,0.00019502-0.00076269i,0.00022727-0.00047496i
-0.00059451+0.0029824i,-0.00039248+0.0025528i,0.0012188+0.0011961i,0.0026772+0.00016267i,0.0019854-0.001105i,0.0015573-0.0015359i,0.0018004-0.00084266i,0.0010226-0.00043729i,0.00037234-0.000135i,0.00051656-0.00027971i,-0.0010365-0.00037613i,-0.0020676+0.00058179i,-0.001626+0.00085903i,-0.00035622+0.000715i,0.0006695+0.00070363i,0.00043703+0.00023689i,-0.00015739+0.00016486i,0.00054031+0.00043958i,0.0014719+0.00054611i,0.00082107-6.4547e-05i,-0.00044394-0.00081255i,-0.00065107-0.00089198i,-0.00024705-0.00075053i
0.001596+0.0012689i,0.0022864+0.00012658i,0.0029178-0.0014077i,0.0024607-0.0034917i,0.0015416-0.0044786i,0.00074504-0.0034102i,0.0002314-0.001649i,5.8688e-05-0.00042623i,0.00018772+1.6201e-06i,0.00060101-0.00087465i,0.0004754-0.0011966i,9.7612e-06-0.00037773i,0.00014851-0.00037113i,0.00027909+0.00014831i,0.00054756+0.0002214i,0.0011924-0.00069428i,0.00071423-8.6817e-05i,-0.00020643+0.00026225i,-0.00022939+8.4739e-06i,-0.00095479-0.00011323i,-0.0017703-0.0005758i,-0.0014179-0.0011521i,-0.00075937-0.0004445i
-0.00030138+0.0014756i,0.00060106+0.0011438i,0.0014542+5.9696e-05i,0.0012943-0.001198i,0.00087721-0.0011122i,0.00096753-0.0008395i,0.00020632-0.00078341i,-0.0011016-0.00059545i,-0.0013368-0.00064654i,-0.001096+3.2792e-05i,-0.00050831+0.00016094i,0.00031693-0.00012096i,0.0004092+0.00022804i,3.5136e-05+6.6039e-05i,-0.00032517-0.00097635i,-0.00046653-0.0015228i,0.00019421-0.00084407i,0.0002951+5.6151e-05i,-0.00015452+0.00097917i,2.3002e-05+0.0011588i,0.00034132-2.8848e-05i,0.00036301-0.00096957i,0.0001971-0.00054569i
0.00027622-0.00013244i,0.00082412-0.0010717i,0.0010804-0.0023089i,0.00060029-0.0032541i,0.00015103-0.003807i,0.00016419-0.0021874i,0.00075145-0.00090229i,0.0011316-0.00067839i,0.0012594-0.00031101i,0.001133-0.0005011i,0.00028432-0.00039813i,-6.8136e-05+0.00073493i,-8.6537e-05+0.0011004i,-0.0001458+0.00067152i,-7.6954e-05+0.0006806i,0.00060889+0.0006289i,0.00084263+6.1685e-05i,0.00044453-0.0004107i,0.00052882-0.00072528i,0.00020379-0.0008213i,-0.0001127-0.00038425i,-0.00059135-0.00045936i,-0.00019234-0.0010297i
-0.00029261+0.0015887i,0.00095801+0.0012033i,0.0019924-0.00021919i,0.0025244-0.0010308i,0.002142-0.0015257i,0.0016318-0.0018857i,0.0019457-0.0016222i,0.0017259-0.00093929i,0.0013877+0.00016812i,0.0010904+0.00081884i,-0.00024175+0.00070528i,-0.0013019+0.00011876i,-0.00033115+0.00016292i,-0.00025933+0.00010554i,-0.00043508-0.00073515i,0.00044254-0.0005231i,0.00030137+0.00056742i,-0.00037611+0.00072052i,-0.00072857+0.00032497i,-0.00087002+0.00021776i,-0.00036722-0.00024436i,0.00016458-0.0012074i,0.00017748-0.0008256i
8.2962e-05-0.0019763i,-0.00041066-0.0024679i,-0.00043475-0.0023054i,-0.00029326-0.0023402i,2.5125e-05-0.0023128i,0.0010651-0.0012642i,0.0012547-0.0012457i,0.00094815-0.0013971i,0.00041201-0.0002774i,-0.00013373+0.00024537i,-0.00022874+6.5525e-05i,1.2307e-05+0.00011591i,-0.0002064-0.00030602i,-0.00075562+0.00025836i,-0.00055962+0.00081965i,-0.00077826-0.00016785i,-0.0012762-0.00089337i,-0.00047722-0.00032903i,0.00023246+0.00012782i,0.00035945+6.2856e-05i,0.00061775+0.00016039i,0.00034028+0.00019043i,-0.00048794+0.00036696i
0.00080341+0.0013482i,0.0013452-3.9692e-05i,0.003213-0.00066613i,0.0039994-0.0017328i,0.0027976-0.002439i,0.00096192-0.0014385i,0.00018705-0.00072865i,0.00036263-0.00073781i,0.0011171-0.00019373i,0.00065137+0.00039628i,-8.1399e-05+8.9252e-05i,-0.00056966-0.00024224i,-0.0013342+0.00059872i,-0.0014582+0.0010642i,-0.00031721-4.9511e-05i,0.00072391-0.00098943i,0.00072909-0.00075405i,3.3099e-05-0.0010953i,-0.00018133-0.00078911i,0.00038876+9.1017e-05i,0.000378+0.00021417i,-0.00025737+0.00053006i,0.00036324+0.00030421i
0.00033116+0.001707i,-0.00016122+0.0020366i,0.0014791+0.00061263i,0.0023265-0.0017232i,0.0015614-0.0040814i,0.00098601-0.0030227i,0.001101-0.0014894i,0.00092419-0.0010123i,0.0012698-3.6116e-05i,0.0019437+0.00031175i,0.0013881+0.00039736i,0.00045657+0.00014567i,0.00028722-0.00030608i,0.00040428+1.7455e-05i,0.00032806+0.00034176i,0.00063378+0.00041941i,0.0012532+0.00067536i,0.00092675+0.00017909i,0.0003504-4.0989e-06i,0.00014354+6.6747e-05i,-0.00039883-0.00062485i,-0.00032378-0.0011272i,7.3419e-05-0.0013308i
-0.00098299+0.0016445i,-0.0012115+0.00016781i,0.00068397-0.0011548i,0.0019387-0.0016413i,0.0015406-0.0012337i,0.00082739-0.0011986i,0.001345-0.00063046i,0.001819-0.00020515i,0.0013817-0.00038274i,0.00040678+0.00030659i,0.00011122+0.00051112i,0.0001016+0.00080119i,-0.00030614+0.00098304i,-0.00052501+0.00075815i,0.00035003+0.00077756i,0.0010246+0.00084982i,0.00036763+0.00068695i,-9.7077e-05+0.00021488i,-0.00013556+0.0001023i,-0.00029923-0.00016423i,-0.00014327-0.00042634i,0.00024481-0.00030197i,0.00025407-0.0002141i
-0.0011575+8.3176e-07i,0.00023653+0.00042478i,0.00054727+0.00010142i,0.0011711-0.00058759i,0.0019615-0.00090014i,0.0018215-0.00018501i,0.0010108-0.00022419i,0.00032784-0.0006869i,-0.00010205-0.0002631i,-0.00071223+0.00026484i,-0.00077341+0.00057597i,-6.1415e-05+0.00031543i,0.00041364+0.00058922i,-0.00019327+0.00078205i,0.00018848+0.00039032i,0.00107+4.8378e-05i,0.00066891-0.0004488i,0.00034279-0.00094081i,-1.5961e-05-0.00039384i,-0.00070996-0.00023572i,-0.00042265-0.00077243i,0.00034135-0.00036115i,0.00045107+0.0006055i
0.00019048+0.00020274i,0.001103+0.00058057i,0.002557-0.00038625i,0.0023829-0.0016308i,0.0019128-0.0022112i,0.0017872-0.001578i,0.0016968-0.00040277i,0.0016653+0.00020057i,0.0008253+0.00033328i,-3.9192e-05+0.00083249i,-0.00023866+0.00068752i,-0.00068411+8.36e-05i,-0.0012021-0.0006142i,-0.00085598-0.00051578i,9.0983e-05+0.00011353i,0.00034177+0.00065563i,-0.00022102+0.00041213i,-0.00061688-0.00044321i,-0.00046773-3.2862e-05i,-3.3793e-05+0.0006863i,0.00085575+0.00057458i,0.0005159+0.00033159i,1.6964e-05-0.00018939i
-0.0001988-0.00028267i,-0.00050066-0.00099992i,-0.00059611-0.0019498i,0.00030082-0.0023417i,0.00078943-0.0021748i,0.00098333-0.0021121i,0.00088777-0.0016078i,0.00062492-0.00092851i,0.0004262-0.00024383i,0.00012786+0.00030025i,7.7414e-05+0.00043164i,-0.00079356-0.00030216i,-0.00079812-0.00045231i,0.00026874-0.00025352i,0.0011366+0.00014931i,0.00097231+0.00059431i,0.00014546-0.00012656i,-0.00043911-0.0014404i,-0.00053049-0.0012322i,-0.0004032-0.00017531i,-0.00028924-0.00025355i,-3.8922e-05-0.00047332i,0.00081853-0.00079334i
0.0015129+0.00073749i,0.0027529+0.00040424i,0.0041709-0.00018161i,0.0040293-0.00091453i,0.0023785-0.0015005i,0.0015058-0.0017766i,0.0017111-0.00055604i,0.0013473+0.00048896i,0.00036796+5.879e-05i,0.00011428-0.00023106i,0.00013403-0.00057832i,0.00032999-0.00024866i,0.00046643+0.00036316i,0.00079651+0.00052685i,0.00066304+0.00067795i,0.00023123+0.00028982i,-4.4422e-05-0.00061066i,-0.00034897-0.00024808i,4.2357e-05+0.00037461i,0.00051647-0.00012413i,0.00022134-0.00020309i,-0.00011495+9.2338e-05i,-9.8761e-05+0.00021912i
0.0028752+3.6968e-05i,0.0027079-0.00032121i,0.0041659-0.0011763i,0.0049053-0.0022855i,0.0032495-0.0029253i,0.001293-0.0020666i,0.00037943-0.00095931i,0.00044284-0.00029255i,0.00051633+0.00025135i,0.00027558+0.00025755i,-5.4978e-05-0.00017583i,0.00032207-0.00055536i,0.00081992+5.4956e-05i,0.00044283+0.00067496i,9.4786e-05+0.00029105i,-0.00029065-0.0007694i,-0.00056911-0.0012324i,0.00010433-0.00050182i,0.00051038+0.00013656i,5.7898e-05-0.00016143i,-0.00036987-0.00093607i,-0.00056114-0.00072812i,-0.00024822-0.00033946i
0.00024089+6.4938e-05i,0.00097402-0.00053627i,0.0016725-0.0016034i,0.0019944-0.0023374i,0.0021612-0.0024471i,0.001624-0.0019536i,0.00075136-0.00097934i,0.00029713-0.00035333i,0.00054174-2.9292e-05i,0.00076499-0.00050954i,7.8819e-05-0.00028791i,-0.00067482+0.00021309i,-0.00095854+8.7488e-05i,-0.00095913+6.1842e-05i,-0.000337+0.00011469i,2.1254e-05-0.00011351i,3.8701e-05-0.00025103i,0.000611+0.00046172i,0.00072637+0.00024351i,0.00071105-0.00054307i,0.00050918-0.00035775i,-0.00056708-0.00023086i,-0.00066431-0.00053483i
-0.00080189+0.0032872i,-0.0004948+0.0017862i,0.00017811+0.00025803i,0.0014637-0.00095224i,0.0018809-0.0014449i,0.0016642-0.0015571i,0.00085004-0.0012224i,-9.8897e-05-0.0010555i,0.00011222-0.001063i,0.00051365-0.00061724i,0.00089623+2.2027e-06i,0.0006701+0.00043622i,0.00049882+0.00023006i,0.00012148-1.7662e-05i,-0.00022625-0.00037519i,-0.00066048-0.0007197i,-0.0011758-0.00018414i,-0.00052629-2.8047e-05i,-0.00010599-0.00030395i,-0.00034967-0.00027162i,-0.00032234-0.00020476i,0.00030812+0.00014947i,0.00051704-0.00034713i
-0.0003257-0.0007945i,-0.00047961-0.001842i,0.00086255-0.0026924i,0.0013624-0.0025226i,0.00043-0.0028231i,0.00054538-0.0021207i,0.0008043-0.0004843i,-3.1427e-05-0.00034833i,-0.00043017-0.00063916i,3.8245e-05-0.00075887i,0.00038177-0.00024585i,0.00042808-0.00012744i,0.0004119+0.00013336i,0.00034985-0.00010577i,0.00043128-0.00049251i,-0.00035083+7.3981e-05i,-0.00042837-0.0001815i,0.00042952-0.0004894i,-0.00018167+5.7063e-05i,-0.00081735+4.6671e-05i,-0.00041598-3.8064e-05i,0.00037316-0.00044309i,0.00047729-0.00021268i
0.00074207+0.001944i,0.001714+0.00094988i,0.0026278-0.00041849i,0.0023946-0.00070499i,0.0016003-0.0016157i,0.0019537-0.0018241i,0.0012864-0.00083555i,0.00036741-0.00058405i,0.00031634-3.6003e-05i,0.00083092+0.00010917i,0.00072574-0.00026464i,-7.4137e-05-0.00021775i,-0.00057285+0.00015428i,0.00053213+0.00051649i,0.00084056+0.0012937i,0.00012363+0.00089356i,-0.00064905+0.00011328i,-0.0012162-0.00049824i,-0.00049903-0.0006325i,-0.00044992-0.00068876i,-0.00048059-0.00042628i,0.00022077+5.8033e-05i,0.00038627+0.00015065i
-0.0014566+0.0032727i,-0.00097436+0.00055547i,0.000207+0.00023267i,0.0014401-8.0703e-05i,0.0015397-0.00059217i,0.0012521-0.00068715i,0.0012581-0.00063879i,0.00083407-0.00092203i,0.0002965-0.00049608i,-5.2275e-05+0.00020192i,8.7174e-05+0.00023258i,0.00045613+0.00026662i,2.1537e-05-0.00010668i,-0.00038595+0.00015392i,7.0544e-05+0.00070938i,0.00031185-0.00027643i,0.00032803-0.0010874i,7.6705e-05-0.00033405i,-0.00023511+0.00026356i,-0.00013882+0.00028051i,0.00011284+0.0004632i,-0.00064325+0.00038382i,-0.00073289+0.00038362i
0.0031359-0.0020147i,0.002943-0.0010597i,0.0034408-0.0020459i,0.0035448-0.0040087i,0.0016365-0.004175i,0.00034732-0.0024718i,0.00018-0.0011429i,0.00034868-0.0012144i,-2.3396e-05-0.00066446i,-0.00046098+2.2388e-05i,-0.00037705-0.0005047i,-0.00078016-0.0008752i,-0.00154-0.00069738i,-0.0017295-0.00072522i,-0.00093261-0.0007861i,0.00013914-0.00052021i,0.00079561-0.00040859i,0.00075805-0.00056988i,0.00028035-0.00050903i,0.0001043-0.00046478i,-0.00018875-0.0009162i,-0.00069055-0.0010328i,-4.7369e-05-0.00059785i
-0.00067313+0.0011908i,-0.00030669+0.00023172i,0.00021089-0.00092881i,0.00067766-0.002074i,0.00083211-0.0024012i,0.0011326-0.0024469i,0.0010327-0.0015807i,0.00057034-0.00073008i,0.00075185-0.00055735i,0.00045897-4.0612e-05i,-0.00032633-0.00022702i,-0.00057145-0.00033501i,-0.0002201-0.0001152i,0.00019797-0.00016195i,2.6193e-05+0.00011475i,0.00041192+0.00042392i,0.00044053-8.1523e-05i,-0.00032415-0.00039201i,-0.00099928-0.00040081i,-0.00052484-0.00086971i,-0.00026186-0.00023029i,-0.001181+0.00058481i,-0.0010745+0.00029612i
-0.0012697-0.00092005i,-0.001665-0.00049366i,-0.00075032-0.00020255i,0.00019692-0.00038067i,0.00033147-0.00050783i,0.00051177-0.00096734i,0.0015373-0.00074056i,0.0015808-0.0001839i,0.00028084-0.00018957i,-0.00056353-0.00058642i,-2.3665e-05-0.00091198i,0.00029385-0.0008843i,-0.00047317-0.00029641i,-0.00061115-0.00035807i,-0.00021831-0.00023193i,-6.1044e-05-2.789e-05i,-0.0001748-3.6036e-05i,0.00016686-3.9785e-05i,0.00028961-0.00021264i,0.00064771-0.00021678i,0.00050807-0.00060663i,-0.00039628-0.00083638i,-0.00020547-0.00032531i
0.0018378-0.00033893i,0.0023999-0.0011951i,0.0027075-0.0034426i,0.0022908-0.0038616i,0.00079554-0.002675i,0.00022054-0.0011305i,0.000766-0.00013106i,0.0011308-0.00071825i,0.0012113-0.0014519i,0.00085495-0.0013272i,0.00015089-0.00038697i,-0.00032307+0.00048745i,-0.00097717+0.00048256i,-0.00086627+3.4461e-05i,-0.00031159+0.0002786i,-0.0001866-0.00024129i,5.3258e-05-0.0012872i,0.00050679-0.00087115i,0.00068075-0.00039764i,4.7726e-05-0.00050459i,-0.00028057-0.00042958i,0.00017407+2.1185e-05i,0.00010855+0.00042774i
-0.0015375+0.0006819i,-0.0013571+0.00069336i,-0.00048662-0.00085062i,0.00067955-0.0032007i,0.0011224-0.0039615i,0.0016184-0.0029114i,0.0017532-0.0022835i,0.0011203-0.00087654i,0.00055534+0.00033052i,0.00052118-8.706e-06i,0.00031552-0.00039113i,0.00070209-0.00088839i,0.00042531-0.00047016i,-0.00059213+0.00072666i,-0.00043291+0.00045528i,-0.0001486-0.00019568i,-0.00046246-0.00074183i,-0.00015263-0.00077544i,0.00024963-0.00038474i,-0.00018251+0.0003984i,-0.00066274+0.00057547i,-0.00039692-0.00021904i,-0.00022749-0.0005853i
0.0010587-0.0024593i,0.0011576-0.0025619i,0.0026225-0.0028987i,0.0018852-0.0028381i,-9.0275e-05-0.0023012i,-0.00019248-0.0015011i,0.00069135-0.00086684i,0.00094861-0.00057496i,0.00035128-0.00057036i,1.0112e-05-0.00069413i,-0.00051657-0.00049922i,-0.0011526+0.00084435i,-0.0013664+0.0016083i,-0.00038755+0.00037879i,0.00063053-2.0429e-05i,0.00049632+0.00012922i,-0.00078102-0.00038384i,-0.0015491-0.00073574i,-0.00057064-0.0008885i,0.00066562-0.00049734i,0.00045392-2.9811e-05i,0.00024125-0.00070222i,0.00080192-0.00083067i
0.00085077+0.00024763i,0.0013432-4.8549e-05i,0.0015813-0.00097424i,0.0017217-0.0027789i,0.0015554-0.0029819i,0.00083464-0.0018141i,0.00081109-0.0011764i,0.0010903-0.00059589i,0.00056284+0.00033677i,0.00087133+0.00061951i,0.0010545-8.6909e-05i,0.00063046-0.00022612i,0.0004222+0.00031149i,0.00042609-0.00025112i,-0.00029699-0.0005923i,-0.0007426-0.00025489i,-0.0001153-0.00027156i,-4.816e-05+0.00021045i,-0.00057766+0.00051245i,-0.00027521+0.00028716i,-0.00052665+0.00026593i,-0.00047839+0.00056613i,0.00024038+0.00044649i
-0.00062629+0.0018318i,0.00013104-0.00040106i,0.0018612-0.0019501i,0.0025332-0.0017953i,0.0023318-0.0020204i,0.0012688-0.0022458i,0.00027482-0.0010809i,-0.00026329-7.9491e-05i,-0.00010844-4.6942e-05i,0.00050131-0.0002967i,0.00041968-0.00023005i,-0.00014779-0.00079518i,-5.9972e-05-0.0012047i,0.00014978+3.8848e-07i,0.00037773+0.0012916i,0.00087868+0.001138i,0.00067567-0.00049458i,-0.00019682-0.00040892i,-0.00041278+0.00072056i,-0.00012749+0.00049994i,-3.0705e-05+0.00012467i,5.7739e-05+0.0002304i,0.00029304+1.3319e-05i
0.00056312+0.00054482i,0.0017532+0.0014822i,0.0012062+0.0012095i,0.00071436+9.0769e-05i,0.0009051-0.00051433i,0.00087523-0.00077077i,0.00025445-0.0009798i,0.00023019-0.00058888i,-5.5336e-05-0.00014029i,0.00011111-9.2274e-05i,0.00014981-0.00057791i,0.00020861+0.00041312i,0.00087718+0.00051123i,0.00080263+0.00014403i,0.0012355+0.00053058i,0.0011605+0.00076035i,0.00012708+0.00062191i,-0.00045208-0.0002389i,-0.0012796-0.00090603i,-0.0012252-0.00028186i,-0.00068297+0.00057954i,-0.0010306+0.00054821i,-0.00064709-0.00012342i
-0.0019698+0.0024859i,-0.0004708+0.0018889i,-4.5801e-05+0.00081017i,0.00071239-0.0010384i,0.0016524-0.0018542i,0.001642-0.00188i,0.0018777-0.0021096i,0.0018306-0.0021654i,0.001658-0.0008713i,0.001031+0.00029633i,0.0002154+0.00036117i,-0.00017962+0.00041569i,-0.00019798+9.277e-05i,-6.0559e-05-0.0003942i,-0.00030943+0.00058289i,-0.00068211+0.0010099i,-0.00060078+0.00010911i,-0.00022094-9.9469e-05i,5.1836e-05+7.3323e-06i,0.00040529+1.4498e-05i,-3.441e-05+0.00065426i,-0.00048929+0.00083907i,-0.00050359+0.00037442i
-0.00044505-0.00077424i,-0.00052622-0.0016332i,-0.00032706-0.00098742i,0.00067839-0.0012357i,0.0010183-0.0019082i,0.0010416-0.001697i,0.00096681-0.0015797i,0.00064192-0.00079627i,0.00076431+0.0001255i,0.00071934+0.00029824i,5.8305e-05-1.5094e-05i,-0.00067538+0.00092639i,-0.00080688+0.0014296i,3.1342e-05+0.00071971i,0.00064509+0.00051439i,0.00010758+4.8144e-05i,-0.00026649+4.3059e-05i,-0.00040619+0.00094343i,-0.00066792+0.00091636i,-0.00050734+0.00041037i,-0.00031362+0.0003216i,-0.00015038+0.0002492i,-4.6599e-05-0.00021745i
-5.4572e-05-0.00074049i,-0.00094117-0.0010169i,-0.00041505-0.0021562i,0.00042341-0.0022211i,0.00081054-0.0014839i,0.00091694-0.00068164i,0.00054653-0.00036022i,0.00027583-1.4023e-05i,-5.501e-06+0.00022002i,-1.6923e-05+0.00012998i,-0.00013138+4.2471e-05i,-0.00050673-6.2282e-06i,-0.0002141+0.00034075i,1.3229e-05+0.00044503i,-0.0002645+0.0003796i,-0.00029675-0.00027324i,0.00010607-0.00068278i,6.8932e-05-0.00030399i,5.7996e-06+0.00039581i,0.00043121+0.00068242i,5.4126e-05+3.1102e-05i,-0.00056262-0.00028408i,-0.00048852-0.00067812i
-0.0010575-5.2403e-06i,-0.00093766-0.00054482i,0.00057938-0.0014909i,0.0023051-0.002986i,0.0021418-0.0040014i,0.0015198-0.0031354i,0.0014269-0.0018342i,0.000794-0.00068561i,-9.6441e-05+0.00012723i,-0.00052855-0.00014041i,-0.00081466-9.1364e-05i,-0.00078662+0.00010812i,-7.0758e-05-0.00042771i,0.00026982+0.00028903i,0.00051723+0.00092961i,0.00033483+5.7777e-05i,-0.00024744-0.0006398i,0.00020316-0.00047924i,0.00054783-0.00029557i,0.00043262-0.00010335i,-0.00025509+0.00036037i,-0.00028204+0.00028637i,0.00030111-0.00011674i
0.0031359+6.6193e-05i,0.0042583-0.00036055i,0.0034817-0.00020224i,0.0019609-0.0012482i,0.0012027-0.0024196i,0.00047539-0.0017894i,0.00039501-0.00045671i,0.0010517-0.00012218i,0.0010737-0.00014651i,0.00064048-0.00034774i,0.00036336-0.00073992i,-0.00021158-8.6119e-05i,-0.00045274+0.00034052i,6.8552e-05+0.00045836i,0.00063045+0.00085499i,0.00044504-0.00016872i,2.5084e-05-0.0010968i,9.4346e-05-0.00073026i,0.00028953-1.2513e-05i,-0.0004233+0.00014509i,-0.00081546+0.00017673i,-0.00062076+0.00032803i,-0.00040449+0.00010432i
-0.0028019+0.00037745i,-0.0016338-0.00072597i,0.00043391-0.0013857i,0.0021685-0.0023473i,0.0024136-0.0032477i,0.00093078-0.0025219i,-0.0004367-0.001569i,-0.00059892-0.0018998i,-0.00053634-0.0013463i,-6.1769e-05+5.1578e-05i,0.00019375+0.00014357i,-0.00042886-8.0986e-05i,-0.0009439+3.3681e-05i,-0.00069272+0.00012548i,-0.00039531+0.00035284i,4.4728e-05-0.00038637i,0.00014931-0.000988i,-0.00097159-0.0005234i,-0.00079255-0.00037702i,0.00021143-0.00023714i,0.00011573-0.00031796i,-3.6638e-05-0.00058013i,1.5396e-05+0.00020621i
-9.9787e-05+0.0007962i,0.00048558+0.00057677i,0.00051001+0.00076537i,0.0013656+0.00093908i,0.0021261+0.00053185i,0.0020409-0.00041474i,0.0015152-0.00089044i,0.00093933-0.00068719i,-0.00017311-0.00019607i,-0.00030679+0.00090873i,0.00013671+0.0015194i,0.00021358+0.0015223i,5.1133e-06+0.0013437i,-0.00038988+0.0010016i,-0.00034586+0.00060938i,0.00027102+0.00038653i,0.0012235-4.573e-05i,0.00038956-0.00067412i,-0.00038838-0.0012663i,0.00068025-0.00082587i,0.0013439-0.00067425i,0.00087098-0.0010791i,0.00088931-0.00080706i
0.00028515-0.00086084i,-0.00027079+0.00034373i,0.00041936-0.001155i,0.00082852-0.0032833i,0.00032864-0.0031653i,0.0003629-0.0012556i,0.00076448+8.887e-05i,0.00052921+0.00085266i,0.00028663+0.00018091i,2.8767e-05-0.00040629i,-0.00018306-9.0755e-05i,-0.00028423+6.0945e-05i,-0.00057601+0.00045618i,0.00031848+0.0010345i,0.00065449+0.00064578i,8.0474e-05-0.000245i,4.0078e-05-0.0003496i,-0.00043083+0.00045194i,-0.0009135+0.00080546i,-0.00080656+0.0012731i,-0.00043092+0.00097456i,0.00044226-0.0006852i,0.00086263-0.0011137i
0.0005146-0.0040943i,0.00061736-0.0029339i,0.0004864-0.0027718i,0.00060185-0.0036722i,-0.00041138-0.0032821i,-0.00080333-0.0019084i,0.00068458-0.00026903i,0.0008751+0.00018308i,0.00069295+0.00027429i,0.00070831+0.00078846i,-0.00051367+0.00058598i,-0.0013043-0.00028952i,-0.0011677-0.00067503i,-0.00059233-0.00027042i,-0.00016934+0.00021005i,-0.00072631+1.1528e-05i,-0.00098958-0.00060191i,-0.00070502-0.00088017i,-0.0009937-0.00069209i,-0.00091324-0.00086252i,-0.00039812-0.0005952i,-6.9203e-05+3.6498e-05i,0.0005191+0.00025153i
0.0025165-0.00061027i,0.0014312-0.0014189i,0.0021478-0.0027477i,0.0023765-0.0033623i,0.0017857-0.0031329i,0.0014632-0.0018812i,0.0017344-0.0010253i,0.0019832-9.6921e-05i,0.0011413+0.00069456i,-0.00010165-0.00029672i,-0.00092201-0.0007866i,-0.001126-0.00031135i,-0.00081741-9.52e-05i,-0.00029915+0.00020444i,-0.00026682-4.5429e-05i,9.5461e-05-0.00025897i,0.0001776+0.00017793i,8.7922e-05-0.00038521i,0.0010833-0.00054036i,0.00067407+0.00023161i,-2.286e-05+7.9801e-05i,0.00034613+3.4763e-05i,4.6755e-05+0.00037947i
-0.00026826-0.00083463i,0.00057037-0.0015514i,0.0014319-0.00185i,0.0018938-0.0022991i,0.0020598-0.0022819i,0.0020352-0.0012361i,0.0017653-0.00033904i,0.0011472-0.00015163i,0.0011743-0.00026938i,0.0010807-0.00079687i,-9.3631e-05-0.0013491i,-0.00078926-0.0003448i,-0.00075073+0.00035011i,-0.00066744+0.0006327i,0.00011131+0.0005013i,0.00027942-0.00017342i,-0.00062639+0.00011363i,-0.00045404+0.00018214i,0.0002709+0.00011251i,0.00044617+0.00027379i,-8.0473e-05-5.7744e-05i,-0.00016328-0.00034588i,0.00013003-0.00023749i
-0.002108-0.0010295i,-0.0010603-3.2162e-05i,-0.00018886+0.0010847i,-0.00024043+0.00074363i,-0.00022148-0.00035425i,0.00074915-0.00066389i,0.0012883-0.00062729i,0.00095555-0.0002252i,0.00076906+0.00039086i,0.00063008+0.00049933i,0.00033436+0.0003795i,-0.00025002+0.00055152i,-0.00058285+0.00055365i,3.0862e-05+0.00048722i,0.00089399+0.001356i,0.0009033+0.0013949i,-7.4894e-05-0.00029447i,-0.00026187-0.00076416i,-0.00032049-0.00064316i,-0.00049138-0.00071488i,-0.00018119-0.00013481i,0.00015462+0.00049059i,0.00034413+0.00023945i
